date,food_unscaled,food_monthly,isPartial,scale,food
2013-09-16,88,58.0,,0.58,51.04
2013-09-17,92,58.0,,0.58,53.36
2013-09-18,90,58.0,,0.58,52.199999999999996
2013-09-19,91,58.0,,0.58,52.779999999999994
2013-09-20,96,58.0,,0.58,55.67999999999999
2013-09-21,97,58.0,,0.58,56.26
2013-09-22,94,58.0,,0.58,54.519999999999996
2013-09-23,89,58.0,,0.58,51.62
2013-09-24,94,58.0,,0.58,54.519999999999996
2013-09-25,91,58.0,,0.58,52.779999999999994
2013-09-26,92,58.0,,0.58,53.36
2013-09-27,92,58.0,,0.58,53.36
2013-09-28,97,58.0,,0.58,56.26
2013-09-29,98,58.0,,0.58,56.839999999999996
2013-09-30,93,58.0,,0.58,53.94
2013-10-01,86,60.0,False,0.6,51.6
2013-10-02,83,60.0,,0.6,49.8
2013-10-03,81,60.0,,0.6,48.6
2013-10-04,81,60.0,,0.6,48.6
2013-10-05,86,60.0,,0.6,51.6
2013-10-06,85,60.0,,0.6,51.0
2013-10-07,80,60.0,,0.6,48.0
2013-10-08,82,60.0,,0.6,49.199999999999996
2013-10-09,83,60.0,,0.6,49.8
2013-10-10,82,60.0,,0.6,49.199999999999996
2013-10-11,79,60.0,,0.6,47.4
2013-10-12,100,60.0,,0.6,60.0
2013-10-13,99,60.0,,0.6,59.4
2013-10-14,87,60.0,,0.6,52.199999999999996
2013-10-15,86,60.0,,0.6,51.6
2013-10-16,86,60.0,,0.6,51.6
2013-10-17,84,60.0,,0.6,50.4
2013-10-18,81,60.0,,0.6,48.6
2013-10-19,86,60.0,,0.6,51.6
2013-10-20,86,60.0,,0.6,51.6
2013-10-21,82,60.0,,0.6,49.199999999999996
2013-10-22,79,60.0,,0.6,47.4
2013-10-23,87,60.0,,0.6,52.199999999999996
2013-10-24,84,60.0,,0.6,50.4
2013-10-25,83,60.0,,0.6,49.8
2013-10-26,82,60.0,,0.6,49.199999999999996
2013-10-27,86,60.0,,0.6,51.6
2013-10-28,83,60.0,,0.6,49.8
2013-10-29,83,60.0,,0.6,49.8
2013-10-30,82,60.0,,0.6,49.199999999999996
2013-10-31,77,60.0,,0.6,46.199999999999996
2013-11-01,86,59.0,False,0.59,50.739999999999995
2013-11-02,86,59.0,,0.59,50.739999999999995
2013-11-03,87,59.0,,0.59,51.33
2013-11-04,87,59.0,,0.59,51.33
2013-11-05,83,59.0,,0.59,48.97
2013-11-06,83,59.0,,0.59,48.97
2013-11-07,85,59.0,,0.59,50.15
2013-11-08,87,59.0,,0.59,51.33
2013-11-09,90,59.0,,0.59,53.099999999999994
2013-11-10,90,59.0,,0.59,53.099999999999994
2013-11-11,87,59.0,,0.59,51.33
2013-11-12,87,59.0,,0.59,51.33
2013-11-13,91,59.0,,0.59,53.69
2013-11-14,91,59.0,,0.59,53.69
2013-11-15,87,59.0,,0.59,51.33
2013-11-16,90,59.0,,0.59,53.099999999999994
2013-11-17,92,59.0,,0.59,54.279999999999994
2013-11-18,88,59.0,,0.59,51.919999999999995
2013-11-19,87,59.0,,0.59,51.33
2013-11-20,90,59.0,,0.59,53.099999999999994
2013-11-21,91,59.0,,0.59,53.69
2013-11-22,83,59.0,,0.59,48.97
2013-11-23,94,59.0,,0.59,55.459999999999994
2013-11-24,96,59.0,,0.59,56.64
2013-11-25,91,59.0,,0.59,53.69
2013-11-26,91,59.0,,0.59,53.69
2013-11-27,100,59.0,,0.59,59.0
2013-11-28,100,59.0,,0.59,59.0
2013-11-29,66,59.0,,0.59,38.94
2013-11-30,80,59.0,,0.59,47.199999999999996
2013-12-01,75,56.0,False,0.56,42.00000000000001
2013-12-02,73,56.0,,0.56,40.88
2013-12-03,75,56.0,,0.56,42.00000000000001
2013-12-04,77,56.0,,0.56,43.120000000000005
2013-12-05,80,56.0,,0.56,44.800000000000004
2013-12-06,78,56.0,,0.56,43.68000000000001
2013-12-07,80,56.0,,0.56,44.800000000000004
2013-12-08,82,56.0,,0.56,45.92
2013-12-09,79,56.0,,0.56,44.24
2013-12-10,78,56.0,,0.56,43.68000000000001
2013-12-11,80,56.0,,0.56,44.800000000000004
2013-12-12,76,56.0,,0.56,42.56
2013-12-13,77,56.0,,0.56,43.120000000000005
2013-12-14,77,56.0,,0.56,43.120000000000005
2013-12-15,81,56.0,,0.56,45.36000000000001
2013-12-16,78,56.0,,0.56,43.68000000000001
2013-12-17,77,56.0,,0.56,43.120000000000005
2013-12-18,77,56.0,,0.56,43.120000000000005
2013-12-19,74,56.0,,0.56,41.440000000000005
2013-12-20,76,56.0,,0.56,42.56
2013-12-21,83,56.0,,0.56,46.480000000000004
2013-12-22,81,56.0,,0.56,45.36000000000001
2013-12-23,79,56.0,,0.56,44.24
2013-12-24,89,56.0,,0.56,49.84
2013-12-25,100,56.0,,0.56,56.00000000000001
2013-12-26,70,56.0,,0.56,39.2
2013-12-27,74,56.0,,0.56,41.440000000000005
2013-12-28,86,56.0,,0.56,48.160000000000004
2013-12-29,84,56.0,,0.56,47.040000000000006
2013-12-30,83,56.0,,0.56,46.480000000000004
2013-12-31,84,56.0,,0.56,47.040000000000006
2014-01-01,98,59.0,False,0.59,57.82
2014-01-02,88,59.0,,0.59,51.919999999999995
2014-01-03,85,59.0,,0.59,50.15
2014-01-04,93,59.0,,0.59,54.87
2014-01-05,93,59.0,,0.59,54.87
2014-01-06,85,59.0,,0.59,50.15
2014-01-07,87,59.0,,0.59,51.33
2014-01-08,91,59.0,,0.59,53.69
2014-01-09,92,59.0,,0.59,54.279999999999994
2014-01-10,93,59.0,,0.59,54.87
2014-01-11,94,59.0,,0.59,55.459999999999994
2014-01-12,100,59.0,,0.59,59.0
2014-01-13,88,59.0,,0.59,51.919999999999995
2014-01-14,91,59.0,,0.59,53.69
2014-01-15,88,59.0,,0.59,51.919999999999995
2014-01-16,91,59.0,,0.59,53.69
2014-01-17,90,59.0,,0.59,53.099999999999994
2014-01-18,92,59.0,,0.59,54.279999999999994
2014-01-19,96,59.0,,0.59,56.64
2014-01-20,90,59.0,,0.59,53.099999999999994
2014-01-21,88,59.0,,0.59,51.919999999999995
2014-01-22,87,59.0,,0.59,51.33
2014-01-23,92,59.0,,0.59,54.279999999999994
2014-01-24,91,59.0,,0.59,53.69
2014-01-25,96,59.0,,0.59,56.64
2014-01-26,98,59.0,,0.59,57.82
2014-01-27,88,59.0,,0.59,51.919999999999995
2014-01-28,91,59.0,,0.59,53.69
2014-01-29,91,59.0,,0.59,53.69
2014-01-30,91,59.0,,0.59,53.69
2014-01-31,96,59.0,,0.59,56.64
2014-02-01,100,58.0,False,0.58,57.99999999999999
2014-02-02,100,58.0,,0.58,57.99999999999999
2014-02-03,79,58.0,,0.58,45.82
2014-02-04,83,58.0,,0.58,48.13999999999999
2014-02-05,83,58.0,,0.58,48.13999999999999
2014-02-06,77,58.0,,0.58,44.66
2014-02-07,82,58.0,,0.58,47.559999999999995
2014-02-08,89,58.0,,0.58,51.62
2014-02-09,90,58.0,,0.58,52.199999999999996
2014-02-10,85,58.0,,0.58,49.3
2014-02-11,83,58.0,,0.58,48.13999999999999
2014-02-12,86,58.0,,0.58,49.879999999999995
2014-02-13,84,58.0,,0.58,48.72
2014-02-14,82,58.0,,0.58,47.559999999999995
2014-02-15,91,58.0,,0.58,52.779999999999994
2014-02-16,90,58.0,,0.58,52.199999999999996
2014-02-17,86,58.0,,0.58,49.879999999999995
2014-02-18,82,58.0,,0.58,47.559999999999995
2014-02-19,83,58.0,,0.58,48.13999999999999
2014-02-20,84,58.0,,0.58,48.72
2014-02-21,85,58.0,,0.58,49.3
2014-02-22,90,58.0,,0.58,52.199999999999996
2014-02-23,94,58.0,,0.58,54.519999999999996
2014-02-24,87,58.0,,0.58,50.459999999999994
2014-02-25,85,58.0,,0.58,49.3
2014-02-26,87,58.0,,0.58,50.459999999999994
2014-02-27,87,58.0,,0.58,50.459999999999994
2014-02-28,84,58.0,,0.58,48.72
2014-03-01,98,58.0,False,0.58,56.839999999999996
2014-03-02,97,58.0,,0.58,56.26
2014-03-03,83,58.0,,0.58,48.13999999999999
2014-03-04,91,58.0,,0.58,52.779999999999994
2014-03-05,88,58.0,,0.58,51.04
2014-03-06,92,58.0,,0.58,53.36
2014-03-07,88,58.0,,0.58,51.04
2014-03-08,95,58.0,,0.58,55.099999999999994
2014-03-09,98,58.0,,0.58,56.839999999999996
2014-03-10,88,58.0,,0.58,51.04
2014-03-11,89,58.0,,0.58,51.62
2014-03-12,89,58.0,,0.58,51.62
2014-03-13,91,58.0,,0.58,52.779999999999994
2014-03-14,90,58.0,,0.58,52.199999999999996
2014-03-15,95,58.0,,0.58,55.099999999999994
2014-03-16,100,58.0,,0.58,57.99999999999999
2014-03-17,93,58.0,,0.58,53.94
2014-03-18,89,58.0,,0.58,51.62
2014-03-19,89,58.0,,0.58,51.62
2014-03-20,86,58.0,,0.58,49.879999999999995
2014-03-21,88,58.0,,0.58,51.04
2014-03-22,93,58.0,,0.58,53.94
2014-03-23,96,58.0,,0.58,55.67999999999999
2014-03-24,88,58.0,,0.58,51.04
2014-03-25,90,58.0,,0.58,52.199999999999996
2014-03-26,92,58.0,,0.58,53.36
2014-03-27,92,58.0,,0.58,53.36
2014-03-28,89,58.0,,0.58,51.62
2014-03-29,99,58.0,,0.58,57.419999999999995
2014-03-30,98,58.0,,0.58,56.839999999999996
2014-03-31,88,58.0,,0.58,51.04
2014-04-01,82,57.0,False,0.57,46.739999999999995
2014-04-02,84,57.0,,0.57,47.879999999999995
2014-04-03,87,57.0,,0.57,49.589999999999996
2014-04-04,85,57.0,,0.57,48.449999999999996
2014-04-05,90,57.0,,0.57,51.3
2014-04-06,92,57.0,,0.57,52.44
2014-04-07,85,57.0,,0.57,48.449999999999996
2014-04-08,87,57.0,,0.57,49.589999999999996
2014-04-09,89,57.0,,0.57,50.73
2014-04-10,86,57.0,,0.57,49.019999999999996
2014-04-11,83,57.0,,0.57,47.309999999999995
2014-04-12,88,57.0,,0.57,50.16
2014-04-13,94,57.0,,0.57,53.58
2014-04-14,85,57.0,,0.57,48.449999999999996
2014-04-15,85,57.0,,0.57,48.449999999999996
2014-04-16,87,57.0,,0.57,49.589999999999996
2014-04-17,87,57.0,,0.57,49.589999999999996
2014-04-18,89,57.0,,0.57,50.73
2014-04-19,100,57.0,,0.57,56.99999999999999
2014-04-20,98,57.0,,0.57,55.85999999999999
2014-04-21,87,57.0,,0.57,49.589999999999996
2014-04-22,82,57.0,,0.57,46.739999999999995
2014-04-23,88,57.0,,0.57,50.16
2014-04-24,86,57.0,,0.57,49.019999999999996
2014-04-25,87,57.0,,0.57,49.589999999999996
2014-04-26,90,57.0,,0.57,51.3
2014-04-27,91,57.0,,0.57,51.87
2014-04-28,89,57.0,,0.57,50.73
2014-04-29,85,57.0,,0.57,48.449999999999996
2014-04-30,85,57.0,,0.57,48.449999999999996
2014-05-01,93,60.0,False,0.6,55.8
2014-05-02,90,60.0,,0.6,54.0
2014-05-03,95,60.0,,0.6,57.0
2014-05-04,99,60.0,,0.6,59.4
2014-05-05,96,60.0,,0.6,57.599999999999994
2014-05-06,98,60.0,,0.6,58.8
2014-05-07,93,60.0,,0.6,55.8
2014-05-08,95,60.0,,0.6,57.0
2014-05-09,94,60.0,,0.6,56.4
2014-05-10,93,60.0,,0.6,55.8
2014-05-11,98,60.0,,0.6,58.8
2014-05-12,96,60.0,,0.6,57.599999999999994
2014-05-13,93,60.0,,0.6,55.8
2014-05-14,94,60.0,,0.6,56.4
2014-05-15,97,60.0,,0.6,58.199999999999996
2014-05-16,96,60.0,,0.6,57.599999999999994
2014-05-17,95,60.0,,0.6,57.0
2014-05-18,100,60.0,,0.6,60.0
2014-05-19,98,60.0,,0.6,58.8
2014-05-20,92,60.0,,0.6,55.199999999999996
2014-05-21,98,60.0,,0.6,58.8
2014-05-22,90,60.0,,0.6,54.0
2014-05-23,98,60.0,,0.6,58.8
2014-05-24,93,60.0,,0.6,55.8
2014-05-25,95,60.0,,0.6,57.0
2014-05-26,98,60.0,,0.6,58.8
2014-05-27,89,60.0,,0.6,53.4
2014-05-28,89,60.0,,0.6,53.4
2014-05-29,92,60.0,,0.6,55.199999999999996
2014-05-30,93,60.0,,0.6,55.8
2014-05-31,94,60.0,,0.6,56.4
2014-06-01,97,58.0,False,0.58,56.26
2014-06-02,88,58.0,,0.58,51.04
2014-06-03,89,58.0,,0.58,51.62
2014-06-04,90,58.0,,0.58,52.199999999999996
2014-06-05,88,58.0,,0.58,51.04
2014-06-06,86,58.0,,0.58,49.879999999999995
2014-06-07,89,58.0,,0.58,51.62
2014-06-08,96,58.0,,0.58,55.67999999999999
2014-06-09,88,58.0,,0.58,51.04
2014-06-10,87,58.0,,0.58,50.459999999999994
2014-06-11,88,58.0,,0.58,51.04
2014-06-12,84,58.0,,0.58,48.72
2014-06-13,83,58.0,,0.58,48.13999999999999
2014-06-14,89,58.0,,0.58,51.62
2014-06-15,95,58.0,,0.58,55.099999999999994
2014-06-16,83,58.0,,0.58,48.13999999999999
2014-06-17,85,58.0,,0.58,49.3
2014-06-18,85,58.0,,0.58,49.3
2014-06-19,84,58.0,,0.58,48.72
2014-06-20,85,58.0,,0.58,49.3
2014-06-21,91,58.0,,0.58,52.779999999999994
2014-06-22,93,58.0,,0.58,53.94
2014-06-23,86,58.0,,0.58,49.879999999999995
2014-06-24,82,58.0,,0.58,47.559999999999995
2014-06-25,88,58.0,,0.58,51.04
2014-06-26,82,58.0,,0.58,47.559999999999995
2014-06-27,84,58.0,,0.58,48.72
2014-06-28,94,58.0,,0.58,54.519999999999996
2014-06-29,100,58.0,,0.58,57.99999999999999
2014-06-30,87,58.0,,0.58,50.459999999999994
2014-07-01,85,60.0,False,0.6,51.0
2014-07-02,95,60.0,,0.6,57.0
2014-07-03,92,60.0,,0.6,55.199999999999996
2014-07-04,95,60.0,,0.6,57.0
2014-07-05,92,60.0,,0.6,55.199999999999996
2014-07-06,95,60.0,,0.6,57.0
2014-07-07,86,60.0,,0.6,51.6
2014-07-08,83,60.0,,0.6,49.8
2014-07-09,87,60.0,,0.6,52.199999999999996
2014-07-10,88,60.0,,0.6,52.8
2014-07-11,87,60.0,,0.6,52.199999999999996
2014-07-12,94,60.0,,0.6,56.4
2014-07-13,97,60.0,,0.6,58.199999999999996
2014-07-14,86,60.0,,0.6,51.6
2014-07-15,89,60.0,,0.6,53.4
2014-07-16,87,60.0,,0.6,52.199999999999996
2014-07-17,84,60.0,,0.6,50.4
2014-07-18,85,60.0,,0.6,51.0
2014-07-19,97,60.0,,0.6,58.199999999999996
2014-07-20,100,60.0,,0.6,60.0
2014-07-21,92,60.0,,0.6,55.199999999999996
2014-07-22,88,60.0,,0.6,52.8
2014-07-23,90,60.0,,0.6,54.0
2014-07-24,86,60.0,,0.6,51.6
2014-07-25,89,60.0,,0.6,53.4
2014-07-26,98,60.0,,0.6,58.8
2014-07-27,95,60.0,,0.6,57.0
2014-07-28,89,60.0,,0.6,53.4
2014-07-29,88,60.0,,0.6,52.8
2014-07-30,88,60.0,,0.6,52.8
2014-07-31,86,60.0,,0.6,51.6
2014-08-01,89,59.0,False,0.59,52.51
2014-08-02,96,59.0,,0.59,56.64
2014-08-03,96,59.0,,0.59,56.64
2014-08-04,93,59.0,,0.59,54.87
2014-08-05,88,59.0,,0.59,51.919999999999995
2014-08-06,93,59.0,,0.59,54.87
2014-08-07,93,59.0,,0.59,54.87
2014-08-08,90,59.0,,0.59,53.099999999999994
2014-08-09,98,59.0,,0.59,57.82
2014-08-10,93,59.0,,0.59,54.87
2014-08-11,93,59.0,,0.59,54.87
2014-08-12,84,59.0,,0.59,49.559999999999995
2014-08-13,91,59.0,,0.59,53.69
2014-08-14,93,59.0,,0.59,54.87
2014-08-15,92,59.0,,0.59,54.279999999999994
2014-08-16,95,59.0,,0.59,56.05
2014-08-17,100,59.0,,0.59,59.0
2014-08-18,87,59.0,,0.59,51.33
2014-08-19,86,59.0,,0.59,50.739999999999995
2014-08-20,89,59.0,,0.59,52.51
2014-08-21,88,59.0,,0.59,51.919999999999995
2014-08-22,89,59.0,,0.59,52.51
2014-08-23,100,59.0,,0.59,59.0
2014-08-24,95,59.0,,0.59,56.05
2014-08-25,85,59.0,,0.59,50.15
2014-08-26,87,59.0,,0.59,51.33
2014-08-27,90,59.0,,0.59,53.099999999999994
2014-08-28,86,59.0,,0.59,50.739999999999995
2014-08-29,87,59.0,,0.59,51.33
2014-08-30,95,59.0,,0.59,56.05
2014-08-31,97,59.0,,0.59,57.23
2014-09-01,96,60.0,False,0.6,57.599999999999994
2014-09-02,87,60.0,,0.6,52.199999999999996
2014-09-03,85,60.0,,0.6,51.0
2014-09-04,91,60.0,,0.6,54.6
2014-09-05,92,60.0,,0.6,55.199999999999996
2014-09-06,97,60.0,,0.6,58.199999999999996
2014-09-07,96,60.0,,0.6,57.599999999999994
2014-09-08,91,60.0,,0.6,54.6
2014-09-09,89,60.0,,0.6,53.4
2014-09-10,93,60.0,,0.6,55.8
2014-09-11,91,60.0,,0.6,54.6
2014-09-12,95,60.0,,0.6,57.0
2014-09-13,96,60.0,,0.6,57.599999999999994
2014-09-14,97,60.0,,0.6,58.199999999999996
2014-09-15,95,60.0,,0.6,57.0
2014-09-16,89,60.0,,0.6,53.4
2014-09-17,94,60.0,,0.6,56.4
2014-09-18,93,60.0,,0.6,55.8
2014-09-19,93,60.0,,0.6,55.8
2014-09-20,97,60.0,,0.6,58.199999999999996
2014-09-21,100,60.0,,0.6,60.0
2014-09-22,93,60.0,,0.6,55.8
2014-09-23,90,60.0,,0.6,54.0
2014-09-24,94,60.0,,0.6,56.4
2014-09-25,95,60.0,,0.6,57.0
2014-09-26,93,60.0,,0.6,55.8
2014-09-27,96,60.0,,0.6,57.599999999999994
2014-09-28,99,60.0,,0.6,59.4
2014-09-29,92,60.0,,0.6,55.199999999999996
2014-09-30,94,60.0,,0.6,56.4
2014-10-01,94,58.0,False,0.58,54.519999999999996
2014-10-02,97,58.0,,0.58,56.26
2014-10-03,97,58.0,,0.58,56.26
2014-10-04,100,58.0,,0.58,57.99999999999999
2014-10-05,98,58.0,,0.58,56.839999999999996
2014-10-06,93,58.0,,0.58,53.94
2014-10-07,92,58.0,,0.58,53.36
2014-10-08,95,58.0,,0.58,55.099999999999994
2014-10-09,93,58.0,,0.58,53.94
2014-10-10,94,58.0,,0.58,54.519999999999996
2014-10-11,96,58.0,,0.58,55.67999999999999
2014-10-12,95,58.0,,0.58,55.099999999999994
2014-10-13,91,58.0,,0.58,52.779999999999994
2014-10-14,93,58.0,,0.58,53.94
2014-10-15,94,58.0,,0.58,54.519999999999996
2014-10-16,97,58.0,,0.58,56.26
2014-10-17,94,58.0,,0.58,54.519999999999996
2014-10-18,99,58.0,,0.58,57.419999999999995
2014-10-19,98,58.0,,0.58,56.839999999999996
2014-10-20,92,58.0,,0.58,53.36
2014-10-21,93,58.0,,0.58,53.94
2014-10-22,92,58.0,,0.58,53.36
2014-10-23,93,58.0,,0.58,53.94
2014-10-24,94,58.0,,0.58,54.519999999999996
2014-10-25,97,58.0,,0.58,56.26
2014-10-26,98,58.0,,0.58,56.839999999999996
2014-10-27,91,58.0,,0.58,52.779999999999994
2014-10-28,91,58.0,,0.58,52.779999999999994
2014-10-29,94,58.0,,0.58,54.519999999999996
2014-10-30,94,58.0,,0.58,54.519999999999996
2014-10-31,85,58.0,,0.58,49.3
2014-11-01,92,58.0,False,0.58,53.36
2014-11-02,92,58.0,,0.58,53.36
2014-11-03,87,58.0,,0.58,50.459999999999994
2014-11-04,87,58.0,,0.58,50.459999999999994
2014-11-05,83,58.0,,0.58,48.13999999999999
2014-11-06,88,58.0,,0.58,51.04
2014-11-07,90,58.0,,0.58,52.199999999999996
2014-11-08,93,58.0,,0.58,53.94
2014-11-09,93,58.0,,0.58,53.94
2014-11-10,89,58.0,,0.58,51.62
2014-11-11,91,58.0,,0.58,52.779999999999994
2014-11-12,91,58.0,,0.58,52.779999999999994
2014-11-13,89,58.0,,0.58,51.62
2014-11-14,88,58.0,,0.58,51.04
2014-11-15,90,58.0,,0.58,52.199999999999996
2014-11-16,95,58.0,,0.58,55.099999999999994
2014-11-17,90,58.0,,0.58,52.199999999999996
2014-11-18,97,58.0,,0.58,56.26
2014-11-19,94,58.0,,0.58,54.519999999999996
2014-11-20,94,58.0,,0.58,54.519999999999996
2014-11-21,96,58.0,,0.58,55.67999999999999
2014-11-22,96,58.0,,0.58,55.67999999999999
2014-11-23,98,58.0,,0.58,56.839999999999996
2014-11-24,94,58.0,,0.58,54.519999999999996
2014-11-25,96,58.0,,0.58,55.67999999999999
2014-11-26,97,58.0,,0.58,56.26
2014-11-27,100,58.0,,0.58,57.99999999999999
2014-11-28,74,58.0,,0.58,42.919999999999995
2014-11-29,82,58.0,,0.58,47.559999999999995
2014-11-30,86,58.0,,0.58,49.879999999999995
2014-12-01,79,56.0,False,0.56,44.24
2014-12-02,81,56.0,,0.56,45.36000000000001
2014-12-03,84,56.0,,0.56,47.040000000000006
2014-12-04,83,56.0,,0.56,46.480000000000004
2014-12-05,81,56.0,,0.56,45.36000000000001
2014-12-06,84,56.0,,0.56,47.040000000000006
2014-12-07,86,56.0,,0.56,48.160000000000004
2014-12-08,84,56.0,,0.56,47.040000000000006
2014-12-09,83,56.0,,0.56,46.480000000000004
2014-12-10,83,56.0,,0.56,46.480000000000004
2014-12-11,82,56.0,,0.56,45.92
2014-12-12,80,56.0,,0.56,44.800000000000004
2014-12-13,84,56.0,,0.56,47.040000000000006
2014-12-14,84,56.0,,0.56,47.040000000000006
2014-12-15,82,56.0,,0.56,45.92
2014-12-16,82,56.0,,0.56,45.92
2014-12-17,83,56.0,,0.56,46.480000000000004
2014-12-18,81,56.0,,0.56,45.36000000000001
2014-12-19,80,56.0,,0.56,44.800000000000004
2014-12-20,86,56.0,,0.56,48.160000000000004
2014-12-21,87,56.0,,0.56,48.720000000000006
2014-12-22,84,56.0,,0.56,47.040000000000006
2014-12-23,85,56.0,,0.56,47.6
2014-12-24,92,56.0,,0.56,51.52
2014-12-25,100,56.0,,0.56,56.00000000000001
2014-12-26,83,56.0,,0.56,46.480000000000004
2014-12-27,79,56.0,,0.56,44.24
2014-12-28,84,56.0,,0.56,47.040000000000006
2014-12-29,80,56.0,,0.56,44.800000000000004
2014-12-30,84,56.0,,0.56,47.040000000000006
2014-12-31,88,56.0,,0.56,49.28
2015-01-01,100,57.0,False,0.57,56.99999999999999
2015-01-02,93,57.0,,0.57,53.01
2015-01-03,96,57.0,,0.57,54.72
2015-01-04,92,57.0,,0.57,52.44
2015-01-05,86,57.0,,0.57,49.019999999999996
2015-01-06,89,57.0,,0.57,50.73
2015-01-07,92,57.0,,0.57,52.44
2015-01-08,91,57.0,,0.57,51.87
2015-01-09,89,57.0,,0.57,50.73
2015-01-10,98,57.0,,0.57,55.85999999999999
2015-01-11,92,57.0,,0.57,52.44
2015-01-12,87,57.0,,0.57,49.589999999999996
2015-01-13,87,57.0,,0.57,49.589999999999996
2015-01-14,87,57.0,,0.57,49.589999999999996
2015-01-15,90,57.0,,0.57,51.3
2015-01-16,89,57.0,,0.57,50.73
2015-01-17,94,57.0,,0.57,53.58
2015-01-18,97,57.0,,0.57,55.28999999999999
2015-01-19,89,57.0,,0.57,50.73
2015-01-20,86,57.0,,0.57,49.019999999999996
2015-01-21,88,57.0,,0.57,50.16
2015-01-22,90,57.0,,0.57,51.3
2015-01-23,89,57.0,,0.57,50.73
2015-01-24,95,57.0,,0.57,54.15
2015-01-25,96,57.0,,0.57,54.72
2015-01-26,86,57.0,,0.57,49.019999999999996
2015-01-27,87,57.0,,0.57,49.589999999999996
2015-01-28,90,57.0,,0.57,51.3
2015-01-29,89,57.0,,0.57,50.73
2015-01-30,91,57.0,,0.57,51.87
2015-01-31,100,57.0,,0.57,56.99999999999999
2015-02-01,98,57.0,False,0.57,55.85999999999999
2015-02-02,76,57.0,,0.57,43.31999999999999
2015-02-03,84,57.0,,0.57,47.879999999999995
2015-02-04,89,57.0,,0.57,50.73
2015-02-05,83,57.0,,0.57,47.309999999999995
2015-02-06,87,57.0,,0.57,49.589999999999996
2015-02-07,91,57.0,,0.57,51.87
2015-02-08,90,57.0,,0.57,51.3
2015-02-09,80,57.0,,0.57,45.599999999999994
2015-02-10,85,57.0,,0.57,48.449999999999996
2015-02-11,89,57.0,,0.57,50.73
2015-02-12,82,57.0,,0.57,46.739999999999995
2015-02-13,83,57.0,,0.57,47.309999999999995
2015-02-14,90,57.0,,0.57,51.3
2015-02-15,95,57.0,,0.57,54.15
2015-02-16,86,57.0,,0.57,49.019999999999996
2015-02-17,85,57.0,,0.57,48.449999999999996
2015-02-18,87,57.0,,0.57,49.589999999999996
2015-02-19,85,57.0,,0.57,48.449999999999996
2015-02-20,86,57.0,,0.57,49.019999999999996
2015-02-21,97,57.0,,0.57,55.28999999999999
2015-02-22,100,57.0,,0.57,56.99999999999999
2015-02-23,81,57.0,,0.57,46.169999999999995
2015-02-24,88,57.0,,0.57,50.16
2015-02-25,97,57.0,,0.57,55.28999999999999
2015-02-26,96,57.0,,0.57,54.72
2015-02-27,89,57.0,,0.57,50.73
2015-02-28,92,57.0,,0.57,52.44
2015-03-01,100,59.0,False,0.59,59.0
2015-03-02,89,59.0,,0.59,52.51
2015-03-03,87,59.0,,0.59,51.33
2015-03-04,89,59.0,,0.59,52.51
2015-03-05,84,59.0,,0.59,49.559999999999995
2015-03-06,86,59.0,,0.59,50.739999999999995
2015-03-07,93,59.0,,0.59,54.87
2015-03-08,95,59.0,,0.59,56.05
2015-03-09,93,59.0,,0.59,54.87
2015-03-10,87,59.0,,0.59,51.33
2015-03-11,83,59.0,,0.59,48.97
2015-03-12,86,59.0,,0.59,50.739999999999995
2015-03-13,85,59.0,,0.59,50.15
2015-03-14,92,59.0,,0.59,54.279999999999994
2015-03-15,98,59.0,,0.59,57.82
2015-03-16,87,59.0,,0.59,51.33
2015-03-17,89,59.0,,0.59,52.51
2015-03-18,90,59.0,,0.59,53.099999999999994
2015-03-19,86,59.0,,0.59,50.739999999999995
2015-03-20,86,59.0,,0.59,50.739999999999995
2015-03-21,92,59.0,,0.59,54.279999999999994
2015-03-22,99,59.0,,0.59,58.41
2015-03-23,84,59.0,,0.59,49.559999999999995
2015-03-24,84,59.0,,0.59,49.559999999999995
2015-03-25,80,59.0,,0.59,47.199999999999996
2015-03-26,90,59.0,,0.59,53.099999999999994
2015-03-27,84,59.0,,0.59,49.559999999999995
2015-03-28,90,59.0,,0.59,53.099999999999994
2015-03-29,94,59.0,,0.59,55.459999999999994
2015-03-30,84,59.0,,0.59,49.559999999999995
2015-03-31,89,59.0,,0.59,52.51
2015-04-01,88,59.0,False,0.59,51.919999999999995
2015-04-02,94,59.0,,0.59,55.459999999999994
2015-04-03,92,59.0,,0.59,54.279999999999994
2015-04-04,100,59.0,,0.59,59.0
2015-04-05,100,59.0,,0.59,59.0
2015-04-06,88,59.0,,0.59,51.919999999999995
2015-04-07,91,59.0,,0.59,53.69
2015-04-08,93,59.0,,0.59,54.87
2015-04-09,92,59.0,,0.59,54.279999999999994
2015-04-10,90,59.0,,0.59,53.099999999999994
2015-04-11,95,59.0,,0.59,56.05
2015-04-12,99,59.0,,0.59,58.41
2015-04-13,89,59.0,,0.59,52.51
2015-04-14,89,59.0,,0.59,52.51
2015-04-15,94,59.0,,0.59,55.459999999999994
2015-04-16,93,59.0,,0.59,54.87
2015-04-17,93,59.0,,0.59,54.87
2015-04-18,97,59.0,,0.59,57.23
2015-04-19,98,59.0,,0.59,57.82
2015-04-20,92,59.0,,0.59,54.279999999999994
2015-04-21,94,59.0,,0.59,55.459999999999994
2015-04-22,92,59.0,,0.59,54.279999999999994
