date,food_unscaled,food_monthly,isPartial,scale,food
2012-02-08,82,56.0,,0.56,45.92
2012-02-09,86,56.0,,0.56,48.160000000000004
2012-02-10,79,56.0,,0.56,44.24
2012-02-11,86,56.0,,0.56,48.160000000000004
2012-02-12,88,56.0,,0.56,49.28
2012-02-13,82,56.0,,0.56,45.92
2012-02-14,84,56.0,,0.56,47.040000000000006
2012-02-15,83,56.0,,0.56,46.480000000000004
2012-02-16,83,56.0,,0.56,46.480000000000004
2012-02-17,81,56.0,,0.56,45.36000000000001
2012-02-18,84,56.0,,0.56,47.040000000000006
2012-02-19,94,56.0,,0.56,52.64000000000001
2012-02-20,85,56.0,,0.56,47.6
2012-02-21,86,56.0,,0.56,48.160000000000004
2012-02-22,84,56.0,,0.56,47.040000000000006
2012-02-23,83,56.0,,0.56,46.480000000000004
2012-02-24,84,56.0,,0.56,47.040000000000006
2012-02-25,94,56.0,,0.56,52.64000000000001
2012-02-26,99,56.0,,0.56,55.440000000000005
2012-02-27,85,56.0,,0.56,47.6
2012-02-28,89,56.0,,0.56,49.84
2012-02-29,84,56.0,,0.56,47.040000000000006
2012-03-01,89,59.0,False,0.59,52.51
2012-03-02,87,59.0,,0.59,51.33
2012-03-03,100,59.0,,0.59,59.0
2012-03-04,98,59.0,,0.59,57.82
2012-03-05,95,59.0,,0.59,56.05
2012-03-06,92,59.0,,0.59,54.279999999999994
2012-03-07,91,59.0,,0.59,53.69
2012-03-08,94,59.0,,0.59,55.459999999999994
2012-03-09,90,59.0,,0.59,53.099999999999994
2012-03-10,91,59.0,,0.59,53.69
2012-03-11,98,59.0,,0.59,57.82
2012-03-12,91,59.0,,0.59,53.69
2012-03-13,86,59.0,,0.59,50.739999999999995
2012-03-14,91,59.0,,0.59,53.69
2012-03-15,87,59.0,,0.59,51.33
2012-03-16,89,59.0,,0.59,52.51
2012-03-17,91,59.0,,0.59,53.69
2012-03-18,96,59.0,,0.59,56.64
2012-03-19,85,59.0,,0.59,50.15
2012-03-20,89,59.0,,0.59,52.51
2012-03-21,86,59.0,,0.59,50.739999999999995
2012-03-22,86,59.0,,0.59,50.739999999999995
2012-03-23,88,59.0,,0.59,51.919999999999995
2012-03-24,96,59.0,,0.59,56.64
2012-03-25,94,59.0,,0.59,55.459999999999994
2012-03-26,88,59.0,,0.59,51.919999999999995
2012-03-27,87,59.0,,0.59,51.33
2012-03-28,87,59.0,,0.59,51.33
2012-03-29,89,59.0,,0.59,52.51
2012-03-30,84,59.0,,0.59,49.559999999999995
2012-03-31,92,59.0,,0.59,54.279999999999994
2012-04-01,96,57.0,False,0.57,54.72
2012-04-02,87,57.0,,0.57,49.589999999999996
2012-04-03,87,57.0,,0.57,49.589999999999996
2012-04-04,89,57.0,,0.57,50.73
2012-04-05,89,57.0,,0.57,50.73
2012-04-06,89,57.0,,0.57,50.73
2012-04-07,100,57.0,,0.57,56.99999999999999
2012-04-08,100,57.0,,0.57,56.99999999999999
2012-04-09,87,57.0,,0.57,49.589999999999996
2012-04-10,89,57.0,,0.57,50.73
2012-04-11,89,57.0,,0.57,50.73
2012-04-12,89,57.0,,0.57,50.73
2012-04-13,83,57.0,,0.57,47.309999999999995
2012-04-14,89,57.0,,0.57,50.73
2012-04-15,93,57.0,,0.57,53.01
2012-04-16,88,57.0,,0.57,50.16
2012-04-17,92,57.0,,0.57,52.44
2012-04-18,87,57.0,,0.57,49.589999999999996
2012-04-19,83,57.0,,0.57,47.309999999999995
2012-04-20,85,57.0,,0.57,48.449999999999996
2012-04-21,86,57.0,,0.57,49.019999999999996
2012-04-22,92,57.0,,0.57,52.44
2012-04-23,86,57.0,,0.57,49.019999999999996
2012-04-24,82,57.0,,0.57,46.739999999999995
2012-04-25,82,57.0,,0.57,46.739999999999995
2012-04-26,88,57.0,,0.57,50.16
2012-04-27,82,57.0,,0.57,46.739999999999995
2012-04-28,87,57.0,,0.57,49.589999999999996
2012-04-29,93,57.0,,0.57,53.01
2012-04-30,87,57.0,,0.57,49.589999999999996
2012-05-01,90,58.0,False,0.58,52.199999999999996
2012-05-02,86,58.0,,0.58,49.879999999999995
2012-05-03,88,58.0,,0.58,51.04
2012-05-04,88,58.0,,0.58,51.04
2012-05-05,94,58.0,,0.58,54.519999999999996
2012-05-06,92,58.0,,0.58,53.36
2012-05-07,92,58.0,,0.58,53.36
2012-05-08,94,58.0,,0.58,54.519999999999996
2012-05-09,93,58.0,,0.58,53.94
2012-05-10,88,58.0,,0.58,51.04
2012-05-11,86,58.0,,0.58,49.879999999999995
2012-05-12,93,58.0,,0.58,53.94
2012-05-13,90,58.0,,0.58,52.199999999999996
2012-05-14,92,58.0,,0.58,53.36
2012-05-15,84,58.0,,0.58,48.72
2012-05-16,86,58.0,,0.58,49.879999999999995
2012-05-17,92,58.0,,0.58,53.36
2012-05-18,91,58.0,,0.58,52.779999999999994
2012-05-19,94,58.0,,0.58,54.519999999999996
2012-05-20,99,58.0,,0.58,57.419999999999995
2012-05-21,92,58.0,,0.58,53.36
2012-05-22,90,58.0,,0.58,52.199999999999996
2012-05-23,91,58.0,,0.58,52.779999999999994
2012-05-24,91,58.0,,0.58,52.779999999999994
2012-05-25,92,58.0,,0.58,53.36
2012-05-26,100,58.0,,0.58,57.99999999999999
2012-05-27,100,58.0,,0.58,57.99999999999999
2012-05-28,96,58.0,,0.58,55.67999999999999
2012-05-29,88,58.0,,0.58,51.04
2012-05-30,93,58.0,,0.58,53.94
2012-05-31,89,58.0,,0.58,51.62
2012-06-01,89,59.0,False,0.59,52.51
2012-06-02,96,59.0,,0.59,56.64
2012-06-03,99,59.0,,0.59,58.41
2012-06-04,88,59.0,,0.59,51.919999999999995
2012-06-05,90,59.0,,0.59,53.099999999999994
2012-06-06,89,59.0,,0.59,52.51
2012-06-07,85,59.0,,0.59,50.15
2012-06-08,85,59.0,,0.59,50.15
2012-06-09,93,59.0,,0.59,54.87
2012-06-10,96,59.0,,0.59,56.64
2012-06-11,93,59.0,,0.59,54.87
2012-06-12,88,59.0,,0.59,51.919999999999995
2012-06-13,88,59.0,,0.59,51.919999999999995
2012-06-14,83,59.0,,0.59,48.97
2012-06-15,85,59.0,,0.59,50.15
2012-06-16,100,59.0,,0.59,59.0
2012-06-17,98,59.0,,0.59,57.82
2012-06-18,90,59.0,,0.59,53.099999999999994
2012-06-19,86,59.0,,0.59,50.739999999999995
2012-06-20,88,59.0,,0.59,51.919999999999995
2012-06-21,90,59.0,,0.59,53.099999999999994
2012-06-22,87,59.0,,0.59,51.33
2012-06-23,99,59.0,,0.59,58.41
2012-06-24,100,59.0,,0.59,59.0
2012-06-25,88,59.0,,0.59,51.919999999999995
2012-06-26,88,59.0,,0.59,51.919999999999995
2012-06-27,87,59.0,,0.59,51.33
2012-06-28,84,59.0,,0.59,49.559999999999995
2012-06-29,86,59.0,,0.59,50.739999999999995
2012-06-30,99,59.0,,0.59,58.41
2012-07-01,94,61.0,False,0.61,57.339999999999996
2012-07-02,85,61.0,,0.61,51.85
2012-07-03,88,61.0,,0.61,53.68
2012-07-04,93,61.0,,0.61,56.73
2012-07-05,80,61.0,,0.61,48.8
2012-07-06,82,61.0,,0.61,50.019999999999996
2012-07-07,93,61.0,,0.61,56.73
2012-07-08,94,61.0,,0.61,57.339999999999996
2012-07-09,88,61.0,,0.61,53.68
2012-07-10,84,61.0,,0.61,51.24
2012-07-11,85,61.0,,0.61,51.85
2012-07-12,86,61.0,,0.61,52.46
2012-07-13,83,61.0,,0.61,50.629999999999995
2012-07-14,93,61.0,,0.61,56.73
2012-07-15,95,61.0,,0.61,57.949999999999996
2012-07-16,100,61.0,,0.61,61.0
2012-07-17,91,61.0,,0.61,55.51
2012-07-18,88,61.0,,0.61,53.68
2012-07-19,87,61.0,,0.61,53.07
2012-07-20,84,61.0,,0.61,51.24
2012-07-21,94,61.0,,0.61,57.339999999999996
2012-07-22,95,61.0,,0.61,57.949999999999996
2012-07-23,95,61.0,,0.61,57.949999999999996
2012-07-24,88,61.0,,0.61,53.68
2012-07-25,87,61.0,,0.61,53.07
2012-07-26,86,61.0,,0.61,52.46
2012-07-27,88,61.0,,0.61,53.68
2012-07-28,91,61.0,,0.61,55.51
2012-07-29,92,61.0,,0.61,56.12
2012-07-30,83,61.0,,0.61,50.629999999999995
2012-07-31,83,61.0,,0.61,50.629999999999995
2012-08-01,86,58.0,False,0.58,49.879999999999995
2012-08-02,87,58.0,,0.58,50.459999999999994
2012-08-03,86,58.0,,0.58,49.879999999999995
2012-08-04,91,58.0,,0.58,52.779999999999994
2012-08-05,99,58.0,,0.58,57.419999999999995
2012-08-06,86,58.0,,0.58,49.879999999999995
2012-08-07,86,58.0,,0.58,49.879999999999995
2012-08-08,87,58.0,,0.58,50.459999999999994
2012-08-09,83,58.0,,0.58,48.13999999999999
2012-08-10,85,58.0,,0.58,49.3
2012-08-11,94,58.0,,0.58,54.519999999999996
2012-08-12,94,58.0,,0.58,54.519999999999996
2012-08-13,85,58.0,,0.58,49.3
2012-08-14,87,58.0,,0.58,50.459999999999994
2012-08-15,91,58.0,,0.58,52.779999999999994
2012-08-16,86,58.0,,0.58,49.879999999999995
2012-08-17,88,58.0,,0.58,51.04
2012-08-18,100,58.0,,0.58,57.99999999999999
2012-08-19,99,58.0,,0.58,57.419999999999995
2012-08-20,86,58.0,,0.58,49.879999999999995
2012-08-21,85,58.0,,0.58,49.3
2012-08-22,84,58.0,,0.58,48.72
2012-08-23,87,58.0,,0.58,50.459999999999994
2012-08-24,89,58.0,,0.58,51.62
2012-08-25,98,58.0,,0.58,56.839999999999996
2012-08-26,96,58.0,,0.58,55.67999999999999
2012-08-27,87,58.0,,0.58,50.459999999999994
2012-08-28,84,58.0,,0.58,48.72
2012-08-29,85,58.0,,0.58,49.3
2012-08-30,89,58.0,,0.58,51.62
2012-08-31,84,58.0,,0.58,48.72
2012-09-01,89,61.0,False,0.61,54.29
2012-09-02,100,61.0,,0.61,61.0
2012-09-03,97,61.0,,0.61,59.17
2012-09-04,84,61.0,,0.61,51.24
2012-09-05,87,61.0,,0.61,53.07
2012-09-06,86,61.0,,0.61,52.46
2012-09-07,85,61.0,,0.61,51.85
2012-09-08,90,61.0,,0.61,54.9
2012-09-09,92,61.0,,0.61,56.12
2012-09-10,85,61.0,,0.61,51.85
2012-09-11,85,61.0,,0.61,51.85
2012-09-12,84,61.0,,0.61,51.24
2012-09-13,85,61.0,,0.61,51.85
2012-09-14,83,61.0,,0.61,50.629999999999995
2012-09-15,88,61.0,,0.61,53.68
2012-09-16,93,61.0,,0.61,56.73
2012-09-17,87,61.0,,0.61,53.07
2012-09-18,86,61.0,,0.61,52.46
2012-09-19,91,61.0,,0.61,55.51
2012-09-20,87,61.0,,0.61,53.07
2012-09-21,84,61.0,,0.61,51.24
2012-09-22,94,61.0,,0.61,57.339999999999996
2012-09-23,93,61.0,,0.61,56.73
2012-09-24,89,61.0,,0.61,54.29
2012-09-25,89,61.0,,0.61,54.29
2012-09-26,91,61.0,,0.61,55.51
2012-09-27,88,61.0,,0.61,53.68
2012-09-28,85,61.0,,0.61,51.85
2012-09-29,92,61.0,,0.61,56.12
2012-09-30,96,61.0,,0.61,58.56
2012-10-01,97,56.0,False,0.56,54.32000000000001
2012-10-02,93,56.0,,0.56,52.080000000000005
2012-10-03,97,56.0,,0.56,54.32000000000001
2012-10-04,96,56.0,,0.56,53.760000000000005
2012-10-05,92,56.0,,0.56,51.52
2012-10-06,100,56.0,,0.56,56.00000000000001
2012-10-07,100,56.0,,0.56,56.00000000000001
2012-10-08,92,56.0,,0.56,51.52
2012-10-09,91,56.0,,0.56,50.96000000000001
2012-10-10,93,56.0,,0.56,52.080000000000005
2012-10-11,93,56.0,,0.56,52.080000000000005
2012-10-12,90,56.0,,0.56,50.400000000000006
2012-10-13,98,56.0,,0.56,54.88
2012-10-14,96,56.0,,0.56,53.760000000000005
2012-10-15,95,56.0,,0.56,53.2
2012-10-16,93,56.0,,0.56,52.080000000000005
2012-10-17,90,56.0,,0.56,50.400000000000006
2012-10-18,89,56.0,,0.56,49.84
2012-10-19,94,56.0,,0.56,52.64000000000001
2012-10-20,99,56.0,,0.56,55.440000000000005
2012-10-21,99,56.0,,0.56,55.440000000000005
2012-10-22,91,56.0,,0.56,50.96000000000001
2012-10-23,92,56.0,,0.56,51.52
2012-10-24,92,56.0,,0.56,51.52
2012-10-25,91,56.0,,0.56,50.96000000000001
2012-10-26,88,56.0,,0.56,49.28
2012-10-27,90,56.0,,0.56,50.400000000000006
2012-10-28,93,56.0,,0.56,52.080000000000005
2012-10-29,87,56.0,,0.56,48.720000000000006
2012-10-30,88,56.0,,0.56,49.28
2012-10-31,85,56.0,,0.56,47.6
2012-11-01,75,60.0,False,0.6,45.0
2012-11-02,76,60.0,,0.6,45.6
2012-11-03,80,60.0,,0.6,48.0
2012-11-04,82,60.0,,0.6,49.199999999999996
2012-11-05,80,60.0,,0.6,48.0
2012-11-06,74,60.0,,0.6,44.4
2012-11-07,74,60.0,,0.6,44.4
2012-11-08,82,60.0,,0.6,49.199999999999996
2012-11-09,80,60.0,,0.6,48.0
2012-11-10,84,60.0,,0.6,50.4
2012-11-11,88,60.0,,0.6,52.8
2012-11-12,83,60.0,,0.6,49.8
2012-11-13,82,60.0,,0.6,49.199999999999996
2012-11-14,84,60.0,,0.6,50.4
2012-11-15,83,60.0,,0.6,49.8
2012-11-16,83,60.0,,0.6,49.8
2012-11-17,87,60.0,,0.6,52.199999999999996
2012-11-18,93,60.0,,0.6,55.8
2012-11-19,89,60.0,,0.6,53.4
2012-11-20,87,60.0,,0.6,52.199999999999996
2012-11-21,96,60.0,,0.6,57.599999999999994
2012-11-22,100,60.0,,0.6,60.0
2012-11-23,63,60.0,,0.6,37.8
2012-11-24,73,60.0,,0.6,43.8
2012-11-25,76,60.0,,0.6,45.6
2012-11-26,74,60.0,,0.6,44.4
2012-11-27,75,60.0,,0.6,45.0
2012-11-28,76,60.0,,0.6,45.6
2012-11-29,77,60.0,,0.6,46.199999999999996
2012-11-30,75,60.0,,0.6,45.0
2012-12-01,85,57.0,False,0.57,48.449999999999996
2012-12-02,96,57.0,,0.57,54.72
2012-12-03,86,57.0,,0.57,49.019999999999996
2012-12-04,86,57.0,,0.57,49.019999999999996
2012-12-05,85,57.0,,0.57,48.449999999999996
2012-12-06,84,57.0,,0.57,47.879999999999995
2012-12-07,88,57.0,,0.57,50.16
2012-12-08,86,57.0,,0.57,49.019999999999996
2012-12-09,89,57.0,,0.57,50.73
2012-12-10,85,57.0,,0.57,48.449999999999996
2012-12-11,86,57.0,,0.57,49.019999999999996
2012-12-12,84,57.0,,0.57,47.879999999999995
2012-12-13,83,57.0,,0.57,47.309999999999995
2012-12-14,78,57.0,,0.57,44.459999999999994
2012-12-15,82,57.0,,0.57,46.739999999999995
2012-12-16,86,57.0,,0.57,49.019999999999996
2012-12-17,81,57.0,,0.57,46.169999999999995
2012-12-18,84,57.0,,0.57,47.879999999999995
2012-12-19,85,57.0,,0.57,48.449999999999996
2012-12-20,79,57.0,,0.57,45.029999999999994
2012-12-21,79,57.0,,0.57,45.029999999999994
2012-12-22,92,57.0,,0.57,52.44
2012-12-23,93,57.0,,0.57,53.01
2012-12-24,97,57.0,,0.57,55.28999999999999
2012-12-25,100,57.0,,0.57,56.99999999999999
2012-12-26,80,57.0,,0.57,45.599999999999994
2012-12-27,77,57.0,,0.57,43.88999999999999
2012-12-28,82,57.0,,0.57,46.739999999999995
2012-12-29,90,57.0,,0.57,51.3
2012-12-30,94,57.0,,0.57,53.58
2012-12-31,93,57.0,,0.57,53.01
2013-01-01,100,57.0,False,0.57,56.99999999999999
2013-01-02,93,57.0,,0.57,53.01
2013-01-03,92,57.0,,0.57,52.44
2013-01-04,92,57.0,,0.57,52.44
2013-01-05,96,57.0,,0.57,54.72
2013-01-06,97,57.0,,0.57,55.28999999999999
2013-01-07,88,57.0,,0.57,50.16
2013-01-08,90,57.0,,0.57,51.3
2013-01-09,90,57.0,,0.57,51.3
2013-01-10,90,57.0,,0.57,51.3
2013-01-11,90,57.0,,0.57,51.3
2013-01-12,98,57.0,,0.57,55.85999999999999
2013-01-13,98,57.0,,0.57,55.85999999999999
2013-01-14,87,57.0,,0.57,49.589999999999996
2013-01-15,88,57.0,,0.57,50.16
2013-01-16,87,57.0,,0.57,49.589999999999996
2013-01-17,89,57.0,,0.57,50.73
2013-01-18,90,57.0,,0.57,51.3
2013-01-19,95,57.0,,0.57,54.15
2013-01-20,97,57.0,,0.57,55.28999999999999
2013-01-21,91,57.0,,0.57,51.87
2013-01-22,89,57.0,,0.57,50.73
2013-01-23,93,57.0,,0.57,53.01
2013-01-24,89,57.0,,0.57,50.73
2013-01-25,91,57.0,,0.57,51.87
2013-01-26,92,57.0,,0.57,52.44
2013-01-27,98,57.0,,0.57,55.85999999999999
2013-01-28,88,57.0,,0.57,50.16
2013-01-29,91,57.0,,0.57,51.87
2013-01-30,96,57.0,,0.57,54.72
2013-01-31,91,57.0,,0.57,51.87
2013-02-01,89,58.0,False,0.58,51.62
2013-02-02,100,58.0,,0.58,57.99999999999999
2013-02-03,99,58.0,,0.58,57.419999999999995
2013-02-04,77,58.0,,0.58,44.66
2013-02-05,83,58.0,,0.58,48.13999999999999
2013-02-06,84,58.0,,0.58,48.72
2013-02-07,84,58.0,,0.58,48.72
2013-02-08,83,58.0,,0.58,48.13999999999999
2013-02-09,89,58.0,,0.58,51.62
2013-02-10,93,58.0,,0.58,53.94
2013-02-11,81,58.0,,0.58,46.98
2013-02-12,87,58.0,,0.58,50.459999999999994
2013-02-13,83,58.0,,0.58,48.13999999999999
2013-02-14,86,58.0,,0.58,49.879999999999995
2013-02-15,78,58.0,,0.58,45.239999999999995
2013-02-16,84,58.0,,0.58,48.72
2013-02-17,96,58.0,,0.58,55.67999999999999
2013-02-18,84,58.0,,0.58,48.72
2013-02-19,85,58.0,,0.58,49.3
2013-02-20,84,58.0,,0.58,48.72
2013-02-21,84,58.0,,0.58,48.72
2013-02-22,81,58.0,,0.58,46.98
2013-02-23,91,58.0,,0.58,52.779999999999994
2013-02-24,93,58.0,,0.58,53.94
2013-02-25,83,58.0,,0.58,48.13999999999999
2013-02-26,86,58.0,,0.58,49.879999999999995
2013-02-27,89,58.0,,0.58,51.62
2013-02-28,90,58.0,,0.58,52.199999999999996
2013-03-01,85,58.0,False,0.58,49.3
2013-03-02,92,58.0,,0.58,53.36
2013-03-03,94,58.0,,0.58,54.519999999999996
2013-03-04,86,58.0,,0.58,49.879999999999995
2013-03-05,85,58.0,,0.58,49.3
2013-03-06,82,58.0,,0.58,47.559999999999995
2013-03-07,86,58.0,,0.58,49.879999999999995
2013-03-08,82,58.0,,0.58,47.559999999999995
2013-03-09,88,58.0,,0.58,51.04
2013-03-10,92,58.0,,0.58,53.36
2013-03-11,86,58.0,,0.58,49.879999999999995
2013-03-12,85,58.0,,0.58,49.3
2013-03-13,85,58.0,,0.58,49.3
2013-03-14,87,58.0,,0.58,50.459999999999994
2013-03-15,85,58.0,,0.58,49.3
2013-03-16,91,58.0,,0.58,52.779999999999994
2013-03-17,95,58.0,,0.58,55.099999999999994
2013-03-18,87,58.0,,0.58,50.459999999999994
2013-03-19,89,58.0,,0.58,51.62
2013-03-20,85,58.0,,0.58,49.3
2013-03-21,83,58.0,,0.58,48.13999999999999
2013-03-22,84,58.0,,0.58,48.72
2013-03-23,91,58.0,,0.58,52.779999999999994
2013-03-24,95,58.0,,0.58,55.099999999999994
2013-03-25,89,58.0,,0.58,51.62
2013-03-26,89,58.0,,0.58,51.62
2013-03-27,88,58.0,,0.58,51.04
2013-03-28,88,58.0,,0.58,51.04
2013-03-29,89,58.0,,0.58,51.62
2013-03-30,100,58.0,,0.58,57.99999999999999
2013-03-31,97,58.0,,0.58,56.26
2013-04-01,85,59.0,False,0.59,50.15
2013-04-02,87,59.0,,0.59,51.33
2013-04-03,88,59.0,,0.59,51.919999999999995
2013-04-04,90,59.0,,0.59,53.099999999999994
2013-04-05,88,59.0,,0.59,51.919999999999995
2013-04-06,96,59.0,,0.59,56.64
2013-04-07,96,59.0,,0.59,56.64
2013-04-08,90,59.0,,0.59,53.099999999999994
2013-04-09,90,59.0,,0.59,53.099999999999994
2013-04-10,90,59.0,,0.59,53.099999999999994
2013-04-11,94,59.0,,0.59,55.459999999999994
2013-04-12,92,59.0,,0.59,54.279999999999994
2013-04-13,94,59.0,,0.59,55.459999999999994
2013-04-14,100,59.0,,0.59,59.0
2013-04-15,85,59.0,,0.59,50.15
2013-04-16,90,59.0,,0.59,53.099999999999994
2013-04-17,89,59.0,,0.59,52.51
2013-04-18,87,59.0,,0.59,51.33
2013-04-19,84,59.0,,0.59,49.559999999999995
2013-04-20,94,59.0,,0.59,55.459999999999994
2013-04-21,97,59.0,,0.59,57.23
2013-04-22,94,59.0,,0.59,55.459999999999994
2013-04-23,92,59.0,,0.59,54.279999999999994
2013-04-24,94,59.0,,0.59,55.459999999999994
2013-04-25,91,59.0,,0.59,53.69
2013-04-26,89,59.0,,0.59,52.51
2013-04-27,94,59.0,,0.59,55.459999999999994
2013-04-28,99,59.0,,0.59,58.41
2013-04-29,91,59.0,,0.59,53.69
2013-04-30,91,59.0,,0.59,53.69
2013-05-01,90,58.0,False,0.58,52.199999999999996
2013-05-02,90,58.0,,0.58,52.199999999999996
2013-05-03,90,58.0,,0.58,52.199999999999996
2013-05-04,97,58.0,,0.58,56.26
2013-05-05,100,58.0,,0.58,57.99999999999999
2013-05-06,90,58.0,,0.58,52.199999999999996
2013-05-07,90,58.0,,0.58,52.199999999999996
2013-05-08,90,58.0,,0.58,52.199999999999996
2013-05-09,88,58.0,,0.58,51.04
2013-05-10,89,58.0,,0.58,51.62
2013-05-11,93,58.0,,0.58,53.94
2013-05-12,97,58.0,,0.58,56.26
2013-05-13,88,58.0,,0.58,51.04
2013-05-14,88,58.0,,0.58,51.04
2013-05-15,89,58.0,,0.58,51.62
2013-05-16,87,58.0,,0.58,50.459999999999994
2013-05-17,89,58.0,,0.58,51.62
2013-05-18,96,58.0,,0.58,55.67999999999999
2013-05-19,94,58.0,,0.58,54.519999999999996
2013-05-20,88,58.0,,0.58,51.04
2013-05-21,88,58.0,,0.58,51.04
2013-05-22,88,58.0,,0.58,51.04
2013-05-23,89,58.0,,0.58,51.62
2013-05-24,90,58.0,,0.58,52.199999999999996
2013-05-25,95,58.0,,0.58,55.099999999999994
2013-05-26,100,58.0,,0.58,57.99999999999999
2013-05-27,95,58.0,,0.58,55.099999999999994
2013-05-28,88,58.0,,0.58,51.04
2013-05-29,88,58.0,,0.58,51.04
2013-05-30,91,58.0,,0.58,52.779999999999994
2013-05-31,89,58.0,,0.58,51.62
2013-06-01,84,60.0,False,0.6,50.4
2013-06-02,89,60.0,,0.6,53.4
2013-06-03,88,60.0,,0.6,52.8
2013-06-04,83,60.0,,0.6,49.8
2013-06-05,85,60.0,,0.6,51.0
2013-06-06,81,60.0,,0.6,48.6
2013-06-07,83,60.0,,0.6,49.8
2013-06-08,89,60.0,,0.6,53.4
2013-06-09,89,60.0,,0.6,53.4
2013-06-10,86,60.0,,0.6,51.6
2013-06-11,82,60.0,,0.6,49.199999999999996
2013-06-12,78,60.0,,0.6,46.8
2013-06-13,79,60.0,,0.6,47.4
2013-06-14,83,60.0,,0.6,49.8
2013-06-15,88,60.0,,0.6,52.8
2013-06-16,89,60.0,,0.6,53.4
2013-06-17,82,60.0,,0.6,49.199999999999996
2013-06-18,81,60.0,,0.6,48.6
2013-06-19,81,60.0,,0.6,48.6
2013-06-20,80,60.0,,0.6,48.0
2013-06-21,82,60.0,,0.6,49.199999999999996
2013-06-22,100,60.0,,0.6,60.0
2013-06-23,93,60.0,,0.6,55.8
2013-06-24,86,60.0,,0.6,51.6
2013-06-25,84,60.0,,0.6,50.4
2013-06-26,84,60.0,,0.6,50.4
2013-06-27,84,60.0,,0.6,50.4
2013-06-28,84,60.0,,0.6,50.4
2013-06-29,87,60.0,,0.6,52.199999999999996
2013-06-30,98,60.0,,0.6,58.8
2013-07-01,92,57.0,False,0.57,52.44
2013-07-02,93,57.0,,0.57,53.01
2013-07-03,93,57.0,,0.57,53.01
2013-07-04,99,57.0,,0.57,56.42999999999999
2013-07-05,91,57.0,,0.57,51.87
2013-07-06,93,57.0,,0.57,53.01
2013-07-07,99,57.0,,0.57,56.42999999999999
2013-07-08,94,57.0,,0.57,53.58
2013-07-09,90,57.0,,0.57,51.3
2013-07-10,90,57.0,,0.57,51.3
2013-07-11,90,57.0,,0.57,51.3
2013-07-12,92,57.0,,0.57,52.44
2013-07-13,95,57.0,,0.57,54.15
2013-07-14,91,57.0,,0.57,51.87
2013-07-15,88,57.0,,0.57,50.16
2013-07-16,87,57.0,,0.57,49.589999999999996
2013-07-17,87,57.0,,0.57,49.589999999999996
2013-07-18,89,57.0,,0.57,50.73
2013-07-19,88,57.0,,0.57,50.16
2013-07-20,93,57.0,,0.57,53.01
2013-07-21,98,57.0,,0.57,55.85999999999999
2013-07-22,89,57.0,,0.57,50.73
2013-07-23,86,57.0,,0.57,49.019999999999996
2013-07-24,84,57.0,,0.57,47.879999999999995
2013-07-25,89,57.0,,0.57,50.73
2013-07-26,86,57.0,,0.57,49.019999999999996
2013-07-27,97,57.0,,0.57,55.28999999999999
2013-07-28,100,57.0,,0.57,56.99999999999999
2013-07-29,92,57.0,,0.57,52.44
2013-07-30,90,57.0,,0.57,51.3
2013-07-31,88,57.0,,0.57,50.16
2013-08-01,87,58.0,False,0.58,50.459999999999994
2013-08-02,87,58.0,,0.58,50.459999999999994
2013-08-03,93,58.0,,0.58,53.94
2013-08-04,97,58.0,,0.58,56.26
2013-08-05,93,58.0,,0.58,53.94
2013-08-06,86,58.0,,0.58,49.879999999999995
2013-08-07,87,58.0,,0.58,50.459999999999994
2013-08-08,86,58.0,,0.58,49.879999999999995
2013-08-09,87,58.0,,0.58,50.459999999999994
2013-08-10,92,58.0,,0.58,53.36
2013-08-11,96,58.0,,0.58,55.67999999999999
2013-08-12,93,58.0,,0.58,53.94
2013-08-13,85,58.0,,0.58,49.3
2013-08-14,83,58.0,,0.58,48.13999999999999
2013-08-15,86,58.0,,0.58,49.879999999999995
2013-08-16,91,58.0,,0.58,52.779999999999994
2013-08-17,98,58.0,,0.58,56.839999999999996
2013-08-18,100,58.0,,0.58,57.99999999999999
2013-08-19,87,58.0,,0.58,50.459999999999994
2013-08-20,87,58.0,,0.58,50.459999999999994
2013-08-21,84,58.0,,0.58,48.72
2013-08-22,83,58.0,,0.58,48.13999999999999
2013-08-23,89,58.0,,0.58,51.62
2013-08-24,87,58.0,,0.58,50.459999999999994
2013-08-25,90,58.0,,0.58,52.199999999999996
2013-08-26,78,58.0,,0.58,45.239999999999995
2013-08-27,83,58.0,,0.58,48.13999999999999
2013-08-28,82,58.0,,0.58,47.559999999999995
2013-08-29,90,58.0,,0.58,52.199999999999996
2013-08-30,84,58.0,,0.58,48.72
2013-08-31,95,58.0,,0.58,55.099999999999994
2013-09-01,98,58.0,False,0.58,56.839999999999996
2013-09-02,100,58.0,,0.58,57.99999999999999
2013-09-03,88,58.0,,0.58,51.04
2013-09-04,87,58.0,,0.58,50.459999999999994
2013-09-05,90,58.0,,0.58,52.199999999999996
2013-09-06,90,58.0,,0.58,52.199999999999996
2013-09-07,95,58.0,,0.58,55.099999999999994
2013-09-08,95,58.0,,0.58,55.099999999999994
2013-09-09,89,58.0,,0.58,51.62
2013-09-10,86,58.0,,0.58,49.879999999999995
2013-09-11,89,58.0,,0.58,51.62
2013-09-12,92,58.0,,0.58,53.36
2013-09-13,89,58.0,,0.58,51.62
2013-09-14,94,58.0,,0.58,54.519999999999996
2013-09-15,94,58.0,,0.58,54.519999999999996
