date,invest_unscaled,invest_monthly,isPartial,scale,invest
2013-01-14,82,35.0,,0.35,28.7
2013-01-15,82,35.0,,0.35,28.7
2013-01-16,70,35.0,,0.35,24.5
2013-01-17,76,35.0,,0.35,26.599999999999998
2013-01-18,70,35.0,,0.35,24.5
2013-01-19,74,35.0,,0.35,25.9
2013-01-20,74,35.0,,0.35,25.9
2013-01-21,55,35.0,,0.35,19.25
2013-01-22,76,35.0,,0.35,26.599999999999998
2013-01-23,86,35.0,,0.35,30.099999999999998
2013-01-24,80,35.0,,0.35,28.0
2013-01-25,97,35.0,,0.35,33.949999999999996
2013-01-26,69,35.0,,0.35,24.15
2013-01-27,75,35.0,,0.35,26.25
2013-01-28,79,35.0,,0.35,27.65
2013-01-29,100,35.0,,0.35,35.0
2013-01-30,74,35.0,,0.35,25.9
2013-01-31,68,35.0,,0.35,23.799999999999997
2013-02-01,74,36.0,False,0.36,26.64
2013-02-02,56,36.0,,0.36,20.16
2013-02-03,51,36.0,,0.36,18.36
2013-02-04,86,36.0,,0.36,30.959999999999997
2013-02-05,88,36.0,,0.36,31.68
2013-02-06,86,36.0,,0.36,30.959999999999997
2013-02-07,77,36.0,,0.36,27.72
2013-02-08,68,36.0,,0.36,24.48
2013-02-09,50,36.0,,0.36,18.0
2013-02-10,71,36.0,,0.36,25.56
2013-02-11,98,36.0,,0.36,35.28
2013-02-12,81,36.0,,0.36,29.16
2013-02-13,77,36.0,,0.36,27.72
2013-02-14,76,36.0,,0.36,27.36
2013-02-15,80,36.0,,0.36,28.799999999999997
2013-02-16,66,36.0,,0.36,23.759999999999998
2013-02-17,77,36.0,,0.36,27.72
2013-02-18,68,36.0,,0.36,24.48
2013-02-19,93,36.0,,0.36,33.48
2013-02-20,80,36.0,,0.36,28.799999999999997
2013-02-21,92,36.0,,0.36,33.12
2013-02-22,100,36.0,,0.36,36.0
2013-02-23,51,36.0,,0.36,18.36
2013-02-24,54,36.0,,0.36,19.439999999999998
2013-02-25,87,36.0,,0.36,31.32
2013-02-26,93,36.0,,0.36,33.48
2013-02-27,84,36.0,,0.36,30.24
2013-02-28,91,36.0,,0.36,32.76
2013-03-01,74,35.0,False,0.35,25.9
2013-03-02,48,35.0,,0.35,16.799999999999997
2013-03-03,76,35.0,,0.35,26.599999999999998
2013-03-04,80,35.0,,0.35,28.0
2013-03-05,100,35.0,,0.35,35.0
2013-03-06,63,35.0,,0.35,22.049999999999997
2013-03-07,79,35.0,,0.35,27.65
2013-03-08,75,35.0,,0.35,26.25
2013-03-09,61,35.0,,0.35,21.349999999999998
2013-03-10,65,35.0,,0.35,22.75
2013-03-11,74,35.0,,0.35,25.9
2013-03-12,72,35.0,,0.35,25.2
2013-03-13,64,35.0,,0.35,22.4
2013-03-14,81,35.0,,0.35,28.349999999999998
2013-03-15,66,35.0,,0.35,23.099999999999998
2013-03-16,49,35.0,,0.35,17.15
2013-03-17,75,35.0,,0.35,26.25
2013-03-18,74,35.0,,0.35,25.9
2013-03-19,84,35.0,,0.35,29.4
2013-03-20,81,35.0,,0.35,28.349999999999998
2013-03-21,81,35.0,,0.35,28.349999999999998
2013-03-22,68,35.0,,0.35,23.799999999999997
2013-03-23,53,35.0,,0.35,18.549999999999997
2013-03-24,68,35.0,,0.35,23.799999999999997
2013-03-25,74,35.0,,0.35,25.9
2013-03-26,74,35.0,,0.35,25.9
2013-03-27,72,35.0,,0.35,25.2
2013-03-28,74,35.0,,0.35,25.9
2013-03-29,69,35.0,,0.35,24.15
2013-03-30,58,35.0,,0.35,20.299999999999997
2013-03-31,62,35.0,,0.35,21.7
2013-04-01,79,35.0,False,0.35,27.65
2013-04-02,94,35.0,,0.35,32.9
2013-04-03,67,35.0,,0.35,23.45
2013-04-04,86,35.0,,0.35,30.099999999999998
2013-04-05,94,35.0,,0.35,32.9
2013-04-06,67,35.0,,0.35,23.45
2013-04-07,61,35.0,,0.35,21.349999999999998
2013-04-08,93,35.0,,0.35,32.55
2013-04-09,87,35.0,,0.35,30.45
2013-04-10,98,35.0,,0.35,34.3
2013-04-11,95,35.0,,0.35,33.25
2013-04-12,68,35.0,,0.35,23.799999999999997
2013-04-13,60,35.0,,0.35,21.0
2013-04-14,64,35.0,,0.35,22.4
2013-04-15,71,35.0,,0.35,24.849999999999998
2013-04-16,90,35.0,,0.35,31.499999999999996
2013-04-17,82,35.0,,0.35,28.7
2013-04-18,100,35.0,,0.35,35.0
2013-04-19,76,35.0,,0.35,26.599999999999998
2013-04-20,58,35.0,,0.35,20.299999999999997
2013-04-21,59,35.0,,0.35,20.65
2013-04-22,79,35.0,,0.35,27.65
2013-04-23,84,35.0,,0.35,29.4
2013-04-24,94,35.0,,0.35,32.9
2013-04-25,91,35.0,,0.35,31.849999999999998
2013-04-26,87,35.0,,0.35,30.45
2013-04-27,55,35.0,,0.35,19.25
2013-04-28,57,35.0,,0.35,19.95
2013-04-29,92,35.0,,0.35,32.199999999999996
2013-04-30,78,35.0,,0.35,27.299999999999997
2013-05-01,71,33.0,False,0.33,23.43
2013-05-02,71,33.0,,0.33,23.43
2013-05-03,88,33.0,,0.33,29.040000000000003
2013-05-04,63,33.0,,0.33,20.790000000000003
2013-05-05,51,33.0,,0.33,16.830000000000002
2013-05-06,75,33.0,,0.33,24.75
2013-05-07,100,33.0,,0.33,33.0
2013-05-08,63,33.0,,0.33,20.790000000000003
2013-05-09,68,33.0,,0.33,22.44
2013-05-10,67,33.0,,0.33,22.11
2013-05-11,63,33.0,,0.33,20.790000000000003
2013-05-12,59,33.0,,0.33,19.470000000000002
2013-05-13,74,33.0,,0.33,24.42
2013-05-14,79,33.0,,0.33,26.07
2013-05-15,91,33.0,,0.33,30.03
2013-05-16,63,33.0,,0.33,20.790000000000003
2013-05-17,75,33.0,,0.33,24.75
2013-05-18,67,33.0,,0.33,22.11
2013-05-19,50,33.0,,0.33,16.5
2013-05-20,55,33.0,,0.33,18.150000000000002
2013-05-21,56,33.0,,0.33,18.48
2013-05-22,78,33.0,,0.33,25.740000000000002
2013-05-23,68,33.0,,0.33,22.44
2013-05-24,59,33.0,,0.33,19.470000000000002
2013-05-25,44,33.0,,0.33,14.520000000000001
2013-05-26,59,33.0,,0.33,19.470000000000002
2013-05-27,53,33.0,,0.33,17.490000000000002
2013-05-28,68,33.0,,0.33,22.44
2013-05-29,74,33.0,,0.33,24.42
2013-05-30,68,33.0,,0.33,22.44
2013-05-31,67,33.0,,0.33,22.11
2013-06-01,81,29.0,False,0.29,23.49
2013-06-02,86,29.0,,0.29,24.939999999999998
2013-06-03,71,29.0,,0.29,20.59
2013-06-04,84,29.0,,0.29,24.36
2013-06-05,89,29.0,,0.29,25.81
2013-06-06,73,29.0,,0.29,21.169999999999998
2013-06-07,76,29.0,,0.29,22.04
2013-06-08,52,29.0,,0.29,15.079999999999998
2013-06-09,61,29.0,,0.29,17.689999999999998
2013-06-10,70,29.0,,0.29,20.299999999999997
2013-06-11,86,29.0,,0.29,24.939999999999998
2013-06-12,86,29.0,,0.29,24.939999999999998
2013-06-13,82,29.0,,0.29,23.779999999999998
2013-06-14,73,29.0,,0.29,21.169999999999998
2013-06-15,70,29.0,,0.29,20.299999999999997
2013-06-16,57,29.0,,0.29,16.529999999999998
2013-06-17,90,29.0,,0.29,26.099999999999998
2013-06-18,100,29.0,,0.29,28.999999999999996
2013-06-19,76,29.0,,0.29,22.04
2013-06-20,79,29.0,,0.29,22.91
2013-06-21,57,29.0,,0.29,16.529999999999998
2013-06-22,75,29.0,,0.29,21.75
2013-06-23,75,29.0,,0.29,21.75
2013-06-24,62,29.0,,0.29,17.98
2013-06-25,82,29.0,,0.29,23.779999999999998
2013-06-26,83,29.0,,0.29,24.069999999999997
2013-06-27,77,29.0,,0.29,22.33
2013-06-28,77,29.0,,0.29,22.33
2013-06-29,66,29.0,,0.29,19.139999999999997
2013-06-30,72,29.0,,0.29,20.88
2013-07-01,91,28.0,False,0.28,25.480000000000004
2013-07-02,73,28.0,,0.28,20.44
2013-07-03,66,28.0,,0.28,18.48
2013-07-04,55,28.0,,0.28,15.400000000000002
2013-07-05,67,28.0,,0.28,18.76
2013-07-06,50,28.0,,0.28,14.000000000000002
2013-07-07,49,28.0,,0.28,13.72
2013-07-08,83,28.0,,0.28,23.240000000000002
2013-07-09,74,28.0,,0.28,20.720000000000002
2013-07-10,66,28.0,,0.28,18.48
2013-07-11,72,28.0,,0.28,20.160000000000004
2013-07-12,61,28.0,,0.28,17.080000000000002
2013-07-13,79,28.0,,0.28,22.12
2013-07-14,47,28.0,,0.28,13.160000000000002
2013-07-15,92,28.0,,0.28,25.76
2013-07-16,84,28.0,,0.28,23.520000000000003
2013-07-17,66,28.0,,0.28,18.48
2013-07-18,77,28.0,,0.28,21.560000000000002
2013-07-19,80,28.0,,0.28,22.400000000000002
2013-07-20,83,28.0,,0.28,23.240000000000002
2013-07-21,69,28.0,,0.28,19.32
2013-07-22,89,28.0,,0.28,24.92
2013-07-23,81,28.0,,0.28,22.680000000000003
2013-07-24,82,28.0,,0.28,22.96
2013-07-25,77,28.0,,0.28,21.560000000000002
2013-07-26,68,28.0,,0.28,19.040000000000003
2013-07-27,74,28.0,,0.28,20.720000000000002
2013-07-28,100,28.0,,0.28,28.000000000000004
2013-07-29,90,28.0,,0.28,25.200000000000003
2013-07-30,96,28.0,,0.28,26.880000000000003
2013-07-31,89,28.0,,0.28,24.92
2013-08-01,75,30.0,False,0.3,22.5
2013-08-02,52,30.0,,0.3,15.6
2013-08-03,55,30.0,,0.3,16.5
2013-08-04,38,30.0,,0.3,11.4
2013-08-05,66,30.0,,0.3,19.8
2013-08-06,82,30.0,,0.3,24.599999999999998
2013-08-07,62,30.0,,0.3,18.599999999999998
2013-08-08,74,30.0,,0.3,22.2
2013-08-09,52,30.0,,0.3,15.6
2013-08-10,51,30.0,,0.3,15.299999999999999
2013-08-11,44,30.0,,0.3,13.2
2013-08-12,66,30.0,,0.3,19.8
2013-08-13,100,30.0,,0.3,30.0
2013-08-14,68,30.0,,0.3,20.4
2013-08-15,71,30.0,,0.3,21.3
2013-08-16,57,30.0,,0.3,17.099999999999998
2013-08-17,72,30.0,,0.3,21.599999999999998
2013-08-18,33,30.0,,0.3,9.9
2013-08-19,69,30.0,,0.3,20.7
2013-08-20,53,30.0,,0.3,15.899999999999999
2013-08-21,61,30.0,,0.3,18.3
2013-08-22,64,30.0,,0.3,19.2
2013-08-23,55,30.0,,0.3,16.5
2013-08-24,49,30.0,,0.3,14.7
2013-08-25,59,30.0,,0.3,17.7
2013-08-26,45,30.0,,0.3,13.5
2013-08-27,56,30.0,,0.3,16.8
2013-08-28,56,30.0,,0.3,16.8
2013-08-29,62,30.0,,0.3,18.599999999999998
2013-08-30,68,30.0,,0.3,20.4
2013-08-31,38,30.0,,0.3,11.4
2013-09-01,33,37.0,False,0.37,12.209999999999999
2013-09-02,48,37.0,,0.37,17.759999999999998
2013-09-03,45,37.0,,0.37,16.65
2013-09-04,62,37.0,,0.37,22.94
2013-09-05,49,37.0,,0.37,18.13
2013-09-06,55,37.0,,0.37,20.35
2013-09-07,37,37.0,,0.37,13.69
2013-09-08,39,37.0,,0.37,14.43
2013-09-09,61,37.0,,0.37,22.57
2013-09-10,47,37.0,,0.37,17.39
2013-09-11,63,37.0,,0.37,23.31
2013-09-12,57,37.0,,0.37,21.09
2013-09-13,51,37.0,,0.37,18.87
2013-09-14,41,37.0,,0.37,15.17
2013-09-15,55,37.0,,0.37,20.35
2013-09-16,46,37.0,,0.37,17.02
2013-09-17,65,37.0,,0.37,24.05
2013-09-18,83,37.0,,0.37,30.71
2013-09-19,85,37.0,,0.37,31.45
2013-09-20,96,37.0,,0.37,35.519999999999996
2013-09-21,78,37.0,,0.37,28.86
2013-09-22,95,37.0,,0.37,35.15
2013-09-23,85,37.0,,0.37,31.45
2013-09-24,87,37.0,,0.37,32.19
2013-09-25,100,37.0,,0.37,37.0
2013-09-26,81,37.0,,0.37,29.97
2013-09-27,70,37.0,,0.37,25.9
2013-09-28,75,37.0,,0.37,27.75
2013-09-29,92,37.0,,0.37,34.04
2013-09-30,83,37.0,,0.37,30.71
2013-10-01,71,44.0,False,0.44,31.24
2013-10-02,100,44.0,,0.44,44.0
2013-10-03,95,44.0,,0.44,41.8
2013-10-04,60,44.0,,0.44,26.4
2013-10-05,62,44.0,,0.44,27.28
2013-10-06,71,44.0,,0.44,31.24
2013-10-07,67,44.0,,0.44,29.48
2013-10-08,95,44.0,,0.44,41.8
2013-10-09,67,44.0,,0.44,29.48
2013-10-10,87,44.0,,0.44,38.28
2013-10-11,76,44.0,,0.44,33.44
2013-10-12,59,44.0,,0.44,25.96
2013-10-13,58,44.0,,0.44,25.52
2013-10-14,74,44.0,,0.44,32.56
2013-10-15,76,44.0,,0.44,33.44
2013-10-16,78,44.0,,0.44,34.32
2013-10-17,71,44.0,,0.44,31.24
2013-10-18,74,44.0,,0.44,32.56
2013-10-19,51,44.0,,0.44,22.44
2013-10-20,62,44.0,,0.44,27.28
2013-10-21,71,44.0,,0.44,31.24
2013-10-22,69,44.0,,0.44,30.36
2013-10-23,69,44.0,,0.44,30.36
2013-10-24,71,44.0,,0.44,31.24
2013-10-25,73,44.0,,0.44,32.12
2013-10-26,49,44.0,,0.44,21.56
2013-10-27,66,44.0,,0.44,29.04
2013-10-28,75,44.0,,0.44,33.0
2013-10-29,68,44.0,,0.44,29.92
2013-10-30,84,44.0,,0.44,36.96
2013-10-31,57,44.0,,0.44,25.080000000000002
2013-11-01,96,39.0,False,0.39,37.44
2013-11-02,56,39.0,,0.39,21.84
2013-11-03,87,39.0,,0.39,33.93
2013-11-04,98,39.0,,0.39,38.22
2013-11-05,71,39.0,,0.39,27.69
2013-11-06,70,39.0,,0.39,27.3
2013-11-07,89,39.0,,0.39,34.71
2013-11-08,73,39.0,,0.39,28.470000000000002
2013-11-09,71,39.0,,0.39,27.69
2013-11-10,64,39.0,,0.39,24.96
2013-11-11,81,39.0,,0.39,31.59
2013-11-12,86,39.0,,0.39,33.54
2013-11-13,97,39.0,,0.39,37.83
2013-11-14,73,39.0,,0.39,28.470000000000002
2013-11-15,80,39.0,,0.39,31.200000000000003
2013-11-16,77,39.0,,0.39,30.03
2013-11-17,62,39.0,,0.39,24.18
2013-11-18,100,39.0,,0.39,39.0
2013-11-19,66,39.0,,0.39,25.740000000000002
2013-11-20,76,39.0,,0.39,29.64
2013-11-21,70,39.0,,0.39,27.3
2013-11-22,77,39.0,,0.39,30.03
2013-11-23,65,39.0,,0.39,25.35
2013-11-24,52,39.0,,0.39,20.28
2013-11-25,68,39.0,,0.39,26.52
2013-11-26,72,39.0,,0.39,28.080000000000002
2013-11-27,72,39.0,,0.39,28.080000000000002
2013-11-28,56,39.0,,0.39,21.84
2013-11-29,68,39.0,,0.39,26.52
2013-11-30,58,39.0,,0.39,22.62
2013-12-01,68,36.0,False,0.36,24.48
2013-12-02,92,36.0,,0.36,33.12
2013-12-03,75,36.0,,0.36,27.0
2013-12-04,95,36.0,,0.36,34.199999999999996
2013-12-05,75,36.0,,0.36,27.0
2013-12-06,83,36.0,,0.36,29.88
2013-12-07,70,36.0,,0.36,25.2
2013-12-08,57,36.0,,0.36,20.52
2013-12-09,80,36.0,,0.36,28.799999999999997
2013-12-10,82,36.0,,0.36,29.52
2013-12-11,78,36.0,,0.36,28.08
2013-12-12,60,36.0,,0.36,21.599999999999998
2013-12-13,67,36.0,,0.36,24.119999999999997
2013-12-14,72,36.0,,0.36,25.919999999999998
2013-12-15,71,36.0,,0.36,25.56
2013-12-16,87,36.0,,0.36,31.32
2013-12-17,60,36.0,,0.36,21.599999999999998
2013-12-18,79,36.0,,0.36,28.439999999999998
2013-12-19,84,36.0,,0.36,30.24
2013-12-20,63,36.0,,0.36,22.68
2013-12-21,53,36.0,,0.36,19.08
2013-12-22,69,36.0,,0.36,24.84
2013-12-23,53,36.0,,0.36,19.08
2013-12-24,80,36.0,,0.36,28.799999999999997
2013-12-25,72,36.0,,0.36,25.919999999999998
2013-12-26,78,36.0,,0.36,28.08
2013-12-27,75,36.0,,0.36,27.0
2013-12-28,91,36.0,,0.36,32.76
2013-12-29,88,36.0,,0.36,31.68
2013-12-30,100,36.0,,0.36,36.0
2013-12-31,79,36.0,,0.36,28.439999999999998
2014-01-01,64,43.0,False,0.43,27.52
2014-01-02,93,43.0,,0.43,39.99
2014-01-03,86,43.0,,0.43,36.98
2014-01-04,84,43.0,,0.43,36.12
2014-01-05,90,43.0,,0.43,38.7
2014-01-06,83,43.0,,0.43,35.69
2014-01-07,78,43.0,,0.43,33.54
2014-01-08,95,43.0,,0.43,40.85
2014-01-09,100,43.0,,0.43,43.0
2014-01-10,98,43.0,,0.43,42.14
2014-01-11,66,43.0,,0.43,28.38
2014-01-12,77,43.0,,0.43,33.11
2014-01-13,91,43.0,,0.43,39.13
2014-01-14,74,43.0,,0.43,31.82
2014-01-15,75,43.0,,0.43,32.25
2014-01-16,93,43.0,,0.43,39.99
2014-01-17,77,43.0,,0.43,33.11
2014-01-18,69,43.0,,0.43,29.669999999999998
2014-01-19,72,43.0,,0.43,30.96
2014-01-20,73,43.0,,0.43,31.39
2014-01-21,89,43.0,,0.43,38.269999999999996
2014-01-22,96,43.0,,0.43,41.28
2014-01-23,80,43.0,,0.43,34.4
2014-01-24,88,43.0,,0.43,37.839999999999996
2014-01-25,72,43.0,,0.43,30.96
2014-01-26,74,43.0,,0.43,31.82
2014-01-27,80,43.0,,0.43,34.4
2014-01-28,92,43.0,,0.43,39.56
2014-01-29,88,43.0,,0.43,37.839999999999996
2014-01-30,84,43.0,,0.43,36.12
2014-01-31,78,43.0,,0.43,33.54
2014-02-01,64,41.0,False,0.41,26.24
2014-02-02,69,41.0,,0.41,28.29
2014-02-03,59,41.0,,0.41,24.189999999999998
2014-02-04,92,41.0,,0.41,37.72
2014-02-05,93,41.0,,0.41,38.129999999999995
2014-02-06,84,41.0,,0.41,34.44
2014-02-07,94,41.0,,0.41,38.54
2014-02-08,60,41.0,,0.41,24.599999999999998
2014-02-09,72,41.0,,0.41,29.52
2014-02-10,85,41.0,,0.41,34.85
2014-02-11,88,41.0,,0.41,36.08
2014-02-12,77,41.0,,0.41,31.569999999999997
2014-02-13,91,41.0,,0.41,37.309999999999995
2014-02-14,61,41.0,,0.41,25.009999999999998
2014-02-15,67,41.0,,0.41,27.47
2014-02-16,72,41.0,,0.41,29.52
2014-02-17,61,41.0,,0.41,25.009999999999998
2014-02-18,80,41.0,,0.41,32.8
2014-02-19,79,41.0,,0.41,32.39
2014-02-20,87,41.0,,0.41,35.669999999999995
2014-02-21,80,41.0,,0.41,32.8
2014-02-22,46,41.0,,0.41,18.86
2014-02-23,59,41.0,,0.41,24.189999999999998
2014-02-24,97,41.0,,0.41,39.769999999999996
2014-02-25,100,41.0,,0.41,41.0
2014-02-26,77,41.0,,0.41,31.569999999999997
2014-02-27,100,41.0,,0.41,41.0
2014-02-28,85,41.0,,0.41,34.85
2014-03-01,73,41.0,False,0.41,29.93
2014-03-02,59,41.0,,0.41,24.189999999999998
2014-03-03,94,41.0,,0.41,38.54
2014-03-04,100,41.0,,0.41,41.0
2014-03-05,88,41.0,,0.41,36.08
2014-03-06,86,41.0,,0.41,35.26
2014-03-07,99,41.0,,0.41,40.589999999999996
2014-03-08,68,41.0,,0.41,27.88
2014-03-09,67,41.0,,0.41,27.47
2014-03-10,75,41.0,,0.41,30.749999999999996
2014-03-11,80,41.0,,0.41,32.8
2014-03-12,78,41.0,,0.41,31.979999999999997
2014-03-13,89,41.0,,0.41,36.489999999999995
2014-03-14,81,41.0,,0.41,33.21
2014-03-15,60,41.0,,0.41,24.599999999999998
2014-03-16,59,41.0,,0.41,24.189999999999998
2014-03-17,68,41.0,,0.41,27.88
2014-03-18,86,41.0,,0.41,35.26
2014-03-19,85,41.0,,0.41,34.85
2014-03-20,75,41.0,,0.41,30.749999999999996
2014-03-21,85,41.0,,0.41,34.85
2014-03-22,50,41.0,,0.41,20.5
2014-03-23,79,41.0,,0.41,32.39
2014-03-24,88,41.0,,0.41,36.08
2014-03-25,84,41.0,,0.41,34.44
2014-03-26,95,41.0,,0.41,38.949999999999996
2014-03-27,80,41.0,,0.41,32.8
2014-03-28,78,41.0,,0.41,31.979999999999997
2014-03-29,60,41.0,,0.41,24.599999999999998
2014-03-30,55,41.0,,0.41,22.549999999999997
2014-03-31,80,41.0,,0.41,32.8
2014-04-01,69,39.0,False,0.39,26.91
2014-04-02,82,39.0,,0.39,31.98
2014-04-03,82,39.0,,0.39,31.98
2014-04-04,82,39.0,,0.39,31.98
2014-04-05,59,39.0,,0.39,23.01
2014-04-06,58,39.0,,0.39,22.62
2014-04-07,89,39.0,,0.39,34.71
2014-04-08,88,39.0,,0.39,34.32
2014-04-09,72,39.0,,0.39,28.080000000000002
2014-04-10,84,39.0,,0.39,32.76
2014-04-11,71,39.0,,0.39,27.69
2014-04-12,41,39.0,,0.39,15.99
2014-04-13,55,39.0,,0.39,21.45
2014-04-14,100,39.0,,0.39,39.0
2014-04-15,74,39.0,,0.39,28.86
2014-04-16,75,39.0,,0.39,29.25
2014-04-17,61,39.0,,0.39,23.79
2014-04-18,65,39.0,,0.39,25.35
2014-04-19,47,39.0,,0.39,18.330000000000002
2014-04-20,67,39.0,,0.39,26.130000000000003
2014-04-21,67,39.0,,0.39,26.130000000000003
2014-04-22,66,39.0,,0.39,25.740000000000002
2014-04-23,76,39.0,,0.39,29.64
2014-04-24,71,39.0,,0.39,27.69
2014-04-25,51,39.0,,0.39,19.89
2014-04-26,61,39.0,,0.39,23.79
2014-04-27,65,39.0,,0.39,25.35
2014-04-28,79,39.0,,0.39,30.810000000000002
2014-04-29,73,39.0,,0.39,28.470000000000002
2014-04-30,72,39.0,,0.39,28.080000000000002
2014-05-01,87,35.0,False,0.35,30.45
2014-05-02,89,35.0,,0.35,31.15
2014-05-03,77,35.0,,0.35,26.95
2014-05-04,82,35.0,,0.35,28.7
2014-05-05,78,35.0,,0.35,27.299999999999997
2014-05-06,90,35.0,,0.35,31.499999999999996
2014-05-07,100,35.0,,0.35,35.0
2014-05-08,71,35.0,,0.35,24.849999999999998
2014-05-09,73,35.0,,0.35,25.549999999999997
2014-05-10,51,35.0,,0.35,17.849999999999998
2014-05-11,54,35.0,,0.35,18.9
2014-05-12,78,35.0,,0.35,27.299999999999997
2014-05-13,82,35.0,,0.35,28.7
2014-05-14,86,35.0,,0.35,30.099999999999998
2014-05-15,75,35.0,,0.35,26.25
2014-05-16,71,35.0,,0.35,24.849999999999998
2014-05-17,64,35.0,,0.35,22.4
2014-05-18,56,35.0,,0.35,19.599999999999998
2014-05-19,71,35.0,,0.35,24.849999999999998
2014-05-20,87,35.0,,0.35,30.45
2014-05-21,82,35.0,,0.35,28.7
2014-05-22,77,35.0,,0.35,26.95
2014-05-23,72,35.0,,0.35,25.2
2014-05-24,56,35.0,,0.35,19.599999999999998
2014-05-25,75,35.0,,0.35,26.25
2014-05-26,48,35.0,,0.35,16.799999999999997
2014-05-27,77,35.0,,0.35,26.95
2014-05-28,98,35.0,,0.35,34.3
2014-05-29,84,35.0,,0.35,29.4
2014-05-30,77,35.0,,0.35,26.95
2014-05-31,56,35.0,,0.35,19.599999999999998
2014-06-01,70,36.0,False,0.36,25.2
2014-06-02,100,36.0,,0.36,36.0
2014-06-03,78,36.0,,0.36,28.08
2014-06-04,91,36.0,,0.36,32.76
2014-06-05,65,36.0,,0.36,23.4
2014-06-06,76,36.0,,0.36,27.36
2014-06-07,62,36.0,,0.36,22.32
2014-06-08,75,36.0,,0.36,27.0
2014-06-09,82,36.0,,0.36,29.52
2014-06-10,85,36.0,,0.36,30.599999999999998
2014-06-11,82,36.0,,0.36,29.52
2014-06-12,97,36.0,,0.36,34.92
2014-06-13,79,36.0,,0.36,28.439999999999998
2014-06-14,75,36.0,,0.36,27.0
2014-06-15,48,36.0,,0.36,17.28
2014-06-16,78,36.0,,0.36,28.08
2014-06-17,96,36.0,,0.36,34.56
2014-06-18,81,36.0,,0.36,29.16
2014-06-19,76,36.0,,0.36,27.36
2014-06-20,66,36.0,,0.36,23.759999999999998
2014-06-21,67,36.0,,0.36,24.119999999999997
2014-06-22,71,36.0,,0.36,25.56
2014-06-23,74,36.0,,0.36,26.64
2014-06-24,68,36.0,,0.36,24.48
2014-06-25,74,36.0,,0.36,26.64
2014-06-26,81,36.0,,0.36,29.16
2014-06-27,86,36.0,,0.36,30.959999999999997
2014-06-28,65,36.0,,0.36,23.4
2014-06-29,78,36.0,,0.36,28.08
2014-06-30,89,36.0,,0.36,32.04
2014-07-01,97,36.0,False,0.36,34.92
2014-07-02,75,36.0,,0.36,27.0
2014-07-03,72,36.0,,0.36,25.919999999999998
2014-07-04,77,36.0,,0.36,27.72
2014-07-05,73,36.0,,0.36,26.279999999999998
2014-07-06,48,36.0,,0.36,17.28
2014-07-07,86,36.0,,0.36,30.959999999999997
2014-07-08,88,36.0,,0.36,31.68
2014-07-09,74,36.0,,0.36,26.64
2014-07-10,84,36.0,,0.36,30.24
2014-07-11,80,36.0,,0.36,28.799999999999997
2014-07-12,57,36.0,,0.36,20.52
2014-07-13,46,36.0,,0.36,16.56
2014-07-14,84,36.0,,0.36,30.24
2014-07-15,74,36.0,,0.36,26.64
2014-07-16,69,36.0,,0.36,24.84
2014-07-17,95,36.0,,0.36,34.199999999999996
2014-07-18,70,36.0,,0.36,25.2
2014-07-19,61,36.0,,0.36,21.96
2014-07-20,89,36.0,,0.36,32.04
2014-07-21,98,36.0,,0.36,35.28
2014-07-22,80,36.0,,0.36,28.799999999999997
2014-07-23,95,36.0,,0.36,34.199999999999996
2014-07-24,59,36.0,,0.36,21.24
2014-07-25,79,36.0,,0.36,28.439999999999998
2014-07-26,63,36.0,,0.36,22.68
2014-07-27,74,36.0,,0.36,26.64
2014-07-28,71,36.0,,0.36,25.56
2014-07-29,86,36.0,,0.36,30.959999999999997
2014-07-30,70,36.0,,0.36,25.2
2014-07-31,100,36.0,,0.36,36.0
2014-08-01,68,36.0,False,0.36,24.48
2014-08-02,46,36.0,,0.36,16.56
2014-08-03,56,36.0,,0.36,20.16
2014-08-04,69,36.0,,0.36,24.84
2014-08-05,72,36.0,,0.36,25.919999999999998
2014-08-06,70,36.0,,0.36,25.2
2014-08-07,60,36.0,,0.36,21.599999999999998
2014-08-08,59,36.0,,0.36,21.24
2014-08-09,48,36.0,,0.36,17.28
2014-08-10,60,36.0,,0.36,21.599999999999998
2014-08-11,59,36.0,,0.36,21.24
2014-08-12,51,36.0,,0.36,18.36
2014-08-13,64,36.0,,0.36,23.04
2014-08-14,61,36.0,,0.36,21.96
2014-08-15,66,36.0,,0.36,23.759999999999998
2014-08-16,53,36.0,,0.36,19.08
2014-08-17,75,36.0,,0.36,27.0
2014-08-18,71,36.0,,0.36,25.56
2014-08-19,74,36.0,,0.36,26.64
2014-08-20,100,36.0,,0.36,36.0
2014-08-21,80,36.0,,0.36,28.799999999999997
2014-08-22,85,36.0,,0.36,30.599999999999998
2014-08-23,58,36.0,,0.36,20.88
2014-08-24,64,36.0,,0.36,23.04
2014-08-25,58,36.0,,0.36,20.88
2014-08-26,74,36.0,,0.36,26.64
2014-08-27,82,36.0,,0.36,29.52
2014-08-28,74,36.0,,0.36,26.64
2014-08-29,58,36.0,,0.36,20.88
2014-08-30,66,36.0,,0.36,23.759999999999998
2014-08-31,69,36.0,,0.36,24.84
2014-09-01,81,41.0,False,0.41,33.21
2014-09-02,73,41.0,,0.41,29.93
2014-09-03,82,41.0,,0.41,33.62
2014-09-04,72,41.0,,0.41,29.52
2014-09-05,89,41.0,,0.41,36.489999999999995
2014-09-06,49,41.0,,0.41,20.09
