date,lifestyle_unscaled,lifestyle_monthly,isPartial,scale,lifestyle
2019-06-05,89,37.0,,0.37,32.93
2019-06-06,89,37.0,,0.37,32.93
2019-06-07,91,37.0,,0.37,33.67
2019-06-08,74,37.0,,0.37,27.38
2019-06-09,77,37.0,,0.37,28.49
2019-06-10,99,37.0,,0.37,36.63
2019-06-11,78,37.0,,0.37,28.86
2019-06-12,93,37.0,,0.37,34.41
2019-06-13,87,37.0,,0.37,32.19
2019-06-14,78,37.0,,0.37,28.86
2019-06-15,86,37.0,,0.37,31.82
2019-06-16,89,37.0,,0.37,32.93
2019-06-17,75,37.0,,0.37,27.75
2019-06-18,94,37.0,,0.37,34.78
2019-06-19,98,37.0,,0.37,36.26
2019-06-20,87,37.0,,0.37,32.19
2019-06-21,98,37.0,,0.37,36.26
2019-06-22,71,37.0,,0.37,26.27
2019-06-23,93,37.0,,0.37,34.41
2019-06-24,87,37.0,,0.37,32.19
2019-06-25,95,37.0,,0.37,35.15
2019-06-26,100,37.0,,0.37,37.0
2019-06-27,87,37.0,,0.37,32.19
2019-06-28,81,37.0,,0.37,29.97
2019-06-29,84,37.0,,0.37,31.08
2019-06-30,90,37.0,,0.37,33.3
2019-07-01,89,36.0,False,0.36,32.04
2019-07-02,83,36.0,,0.36,29.88
2019-07-03,85,36.0,,0.36,30.599999999999998
2019-07-04,81,36.0,,0.36,29.16
2019-07-05,89,36.0,,0.36,32.04
2019-07-06,84,36.0,,0.36,30.24
2019-07-07,81,36.0,,0.36,29.16
2019-07-08,80,36.0,,0.36,28.799999999999997
2019-07-09,89,36.0,,0.36,32.04
2019-07-10,93,36.0,,0.36,33.48
2019-07-11,83,36.0,,0.36,29.88
2019-07-12,85,36.0,,0.36,30.599999999999998
2019-07-13,93,36.0,,0.36,33.48
2019-07-14,76,36.0,,0.36,27.36
2019-07-15,80,36.0,,0.36,28.799999999999997
2019-07-16,79,36.0,,0.36,28.439999999999998
2019-07-17,93,36.0,,0.36,33.48
2019-07-18,92,36.0,,0.36,33.12
2019-07-19,85,36.0,,0.36,30.599999999999998
2019-07-20,68,36.0,,0.36,24.48
2019-07-21,92,36.0,,0.36,33.12
2019-07-22,100,36.0,,0.36,36.0
2019-07-23,94,36.0,,0.36,33.839999999999996
2019-07-24,76,36.0,,0.36,27.36
2019-07-25,82,36.0,,0.36,29.52
2019-07-26,96,36.0,,0.36,34.56
2019-07-27,79,36.0,,0.36,28.439999999999998
2019-07-28,89,36.0,,0.36,32.04
2019-07-29,83,36.0,,0.36,29.88
2019-07-30,90,36.0,,0.36,32.4
2019-07-31,80,36.0,,0.36,28.799999999999997
2019-08-01,95,37.0,False,0.37,35.15
2019-08-02,75,37.0,,0.37,27.75
2019-08-03,67,37.0,,0.37,24.79
2019-08-04,77,37.0,,0.37,28.49
2019-08-05,85,37.0,,0.37,31.45
2019-08-06,92,37.0,,0.37,34.04
2019-08-07,74,37.0,,0.37,27.38
2019-08-08,88,37.0,,0.37,32.56
2019-08-09,100,37.0,,0.37,37.0
2019-08-10,66,37.0,,0.37,24.419999999999998
2019-08-11,79,37.0,,0.37,29.23
2019-08-12,85,37.0,,0.37,31.45
2019-08-13,87,37.0,,0.37,32.19
2019-08-14,84,37.0,,0.37,31.08
2019-08-15,81,37.0,,0.37,29.97
2019-08-16,77,37.0,,0.37,28.49
2019-08-17,86,37.0,,0.37,31.82
2019-08-18,74,37.0,,0.37,27.38
2019-08-19,87,37.0,,0.37,32.19
2019-08-20,83,37.0,,0.37,30.71
2019-08-21,83,37.0,,0.37,30.71
2019-08-22,96,37.0,,0.37,35.519999999999996
2019-08-23,80,37.0,,0.37,29.6
2019-08-24,73,37.0,,0.37,27.009999999999998
2019-08-25,80,37.0,,0.37,29.6
2019-08-26,85,37.0,,0.37,31.45
2019-08-27,81,37.0,,0.37,29.97
2019-08-28,95,37.0,,0.37,35.15
2019-08-29,93,37.0,,0.37,34.41
2019-08-30,80,37.0,,0.37,29.6
2019-08-31,72,37.0,,0.37,26.64
2019-09-01,68,39.0,False,0.39,26.52
2019-09-02,71,39.0,,0.39,27.69
2019-09-03,78,39.0,,0.39,30.42
2019-09-04,88,39.0,,0.39,34.32
2019-09-05,90,39.0,,0.39,35.1
2019-09-06,89,39.0,,0.39,34.71
2019-09-07,75,39.0,,0.39,29.25
2019-09-08,76,39.0,,0.39,29.64
2019-09-09,88,39.0,,0.39,34.32
2019-09-10,91,39.0,,0.39,35.49
2019-09-11,81,39.0,,0.39,31.59
2019-09-12,87,39.0,,0.39,33.93
2019-09-13,81,39.0,,0.39,31.59
2019-09-14,70,39.0,,0.39,27.3
2019-09-15,77,39.0,,0.39,30.03
2019-09-16,93,39.0,,0.39,36.27
2019-09-17,85,39.0,,0.39,33.15
2019-09-18,98,39.0,,0.39,38.22
2019-09-19,91,39.0,,0.39,35.49
2019-09-20,85,39.0,,0.39,33.15
2019-09-21,100,39.0,,0.39,39.0
2019-09-22,84,39.0,,0.39,32.76
2019-09-23,89,39.0,,0.39,34.71
2019-09-24,93,39.0,,0.39,36.27
2019-09-25,80,39.0,,0.39,31.200000000000003
2019-09-26,92,39.0,,0.39,35.88
2019-09-27,74,39.0,,0.39,28.86
2019-09-28,70,39.0,,0.39,27.3
2019-09-29,75,39.0,,0.39,29.25
2019-09-30,85,39.0,,0.39,33.15
2019-10-01,72,37.0,False,0.37,26.64
2019-10-02,82,37.0,,0.37,30.34
2019-10-03,79,37.0,,0.37,29.23
2019-10-04,90,37.0,,0.37,33.3
2019-10-05,70,37.0,,0.37,25.9
2019-10-06,92,37.0,,0.37,34.04
2019-10-07,100,37.0,,0.37,37.0
2019-10-08,96,37.0,,0.37,35.519999999999996
2019-10-09,85,37.0,,0.37,31.45
2019-10-10,85,37.0,,0.37,31.45
2019-10-11,76,37.0,,0.37,28.12
2019-10-12,59,37.0,,0.37,21.83
2019-10-13,81,37.0,,0.37,29.97
2019-10-14,84,37.0,,0.37,31.08
2019-10-15,83,37.0,,0.37,30.71
2019-10-16,98,37.0,,0.37,36.26
2019-10-17,72,37.0,,0.37,26.64
2019-10-18,75,37.0,,0.37,27.75
2019-10-19,96,37.0,,0.37,35.519999999999996
2019-10-20,95,37.0,,0.37,35.15
2019-10-21,79,37.0,,0.37,29.23
2019-10-22,78,37.0,,0.37,28.86
2019-10-23,99,37.0,,0.37,36.63
2019-10-24,65,37.0,,0.37,24.05
2019-10-25,92,37.0,,0.37,34.04
2019-10-26,76,37.0,,0.37,28.12
2019-10-27,77,37.0,,0.37,28.49
2019-10-28,98,37.0,,0.37,36.26
2019-10-29,97,37.0,,0.37,35.89
2019-10-30,85,37.0,,0.37,31.45
2019-10-31,76,37.0,,0.37,28.12
2019-11-01,75,37.0,False,0.37,27.75
2019-11-02,90,37.0,,0.37,33.3
2019-11-03,79,37.0,,0.37,29.23
2019-11-04,78,37.0,,0.37,28.86
2019-11-05,100,37.0,,0.37,37.0
2019-11-06,82,37.0,,0.37,30.34
2019-11-07,90,37.0,,0.37,33.3
2019-11-08,83,37.0,,0.37,30.71
2019-11-09,86,37.0,,0.37,31.82
2019-11-10,73,37.0,,0.37,27.009999999999998
2019-11-11,83,37.0,,0.37,30.71
2019-11-12,100,37.0,,0.37,37.0
2019-11-13,94,37.0,,0.37,34.78
2019-11-14,74,37.0,,0.37,27.38
2019-11-15,91,37.0,,0.37,33.67
2019-11-16,77,37.0,,0.37,28.49
2019-11-17,88,37.0,,0.37,32.56
2019-11-18,91,37.0,,0.37,33.67
2019-11-19,83,37.0,,0.37,30.71
2019-11-20,100,37.0,,0.37,37.0
2019-11-21,93,37.0,,0.37,34.41
2019-11-22,87,37.0,,0.37,32.19
2019-11-23,70,37.0,,0.37,25.9
2019-11-24,78,37.0,,0.37,28.86
2019-11-25,85,37.0,,0.37,31.45
2019-11-26,87,37.0,,0.37,32.19
2019-11-27,77,37.0,,0.37,28.49
2019-11-28,61,37.0,,0.37,22.57
2019-11-29,84,37.0,,0.37,31.08
2019-11-30,89,37.0,,0.37,32.93
2019-12-01,72,35.0,False,0.35,25.2
2019-12-02,91,35.0,,0.35,31.849999999999998
2019-12-03,88,35.0,,0.35,30.799999999999997
2019-12-04,84,35.0,,0.35,29.4
2019-12-05,91,35.0,,0.35,31.849999999999998
2019-12-06,85,35.0,,0.35,29.749999999999996
2019-12-07,65,35.0,,0.35,22.75
2019-12-08,69,35.0,,0.35,24.15
2019-12-09,82,35.0,,0.35,28.7
2019-12-10,86,35.0,,0.35,30.099999999999998
2019-12-11,87,35.0,,0.35,30.45
2019-12-12,100,35.0,,0.35,35.0
2019-12-13,84,35.0,,0.35,29.4
2019-12-14,82,35.0,,0.35,28.7
2019-12-15,75,35.0,,0.35,26.25
2019-12-16,85,35.0,,0.35,29.749999999999996
2019-12-17,76,35.0,,0.35,26.599999999999998
2019-12-18,75,35.0,,0.35,26.25
2019-12-19,72,35.0,,0.35,25.2
2019-12-20,70,35.0,,0.35,24.5
2019-12-21,75,35.0,,0.35,26.25
2019-12-22,60,35.0,,0.35,21.0
2019-12-23,64,35.0,,0.35,22.4
2019-12-24,65,35.0,,0.35,22.75
2019-12-25,67,35.0,,0.35,23.45
2019-12-26,74,35.0,,0.35,25.9
2019-12-27,84,35.0,,0.35,29.4
2019-12-28,78,35.0,,0.35,27.299999999999997
2019-12-29,80,35.0,,0.35,28.0
2019-12-30,89,35.0,,0.35,31.15
2019-12-31,79,35.0,,0.35,27.65
2020-01-01,63,41.0,False,0.41,25.83
2020-01-02,79,41.0,,0.41,32.39
2020-01-03,76,41.0,,0.41,31.159999999999997
2020-01-04,79,41.0,,0.41,32.39
2020-01-05,70,41.0,,0.41,28.7
2020-01-06,80,41.0,,0.41,32.8
2020-01-07,84,41.0,,0.41,34.44
2020-01-08,86,41.0,,0.41,35.26
2020-01-09,85,41.0,,0.41,34.85
2020-01-10,94,41.0,,0.41,38.54
2020-01-11,76,41.0,,0.41,31.159999999999997
2020-01-12,70,41.0,,0.41,28.7
2020-01-13,90,41.0,,0.41,36.9
2020-01-14,94,41.0,,0.41,38.54
2020-01-15,84,41.0,,0.41,34.44
2020-01-16,82,41.0,,0.41,33.62
2020-01-17,73,41.0,,0.41,29.93
2020-01-18,68,41.0,,0.41,27.88
2020-01-19,74,41.0,,0.41,30.34
2020-01-20,79,41.0,,0.41,32.39
2020-01-21,90,41.0,,0.41,36.9
2020-01-22,92,41.0,,0.41,37.72
2020-01-23,100,41.0,,0.41,41.0
2020-01-24,87,41.0,,0.41,35.669999999999995
2020-01-25,84,41.0,,0.41,34.44
2020-01-26,74,41.0,,0.41,30.34
2020-01-27,79,41.0,,0.41,32.39
2020-01-28,86,41.0,,0.41,35.26
2020-01-29,85,41.0,,0.41,34.85
2020-01-30,80,41.0,,0.41,32.8
2020-01-31,76,41.0,,0.41,31.159999999999997
2020-02-01,81,38.0,False,0.38,30.78
2020-02-02,73,38.0,,0.38,27.740000000000002
2020-02-03,80,38.0,,0.38,30.4
2020-02-04,86,38.0,,0.38,32.68
2020-02-05,85,38.0,,0.38,32.3
2020-02-06,81,38.0,,0.38,30.78
2020-02-07,88,38.0,,0.38,33.44
2020-02-08,81,38.0,,0.38,30.78
2020-02-09,81,38.0,,0.38,30.78
2020-02-10,87,38.0,,0.38,33.06
2020-02-11,100,38.0,,0.38,38.0
2020-02-12,84,38.0,,0.38,31.92
2020-02-13,91,38.0,,0.38,34.58
2020-02-14,74,38.0,,0.38,28.12
2020-02-15,67,38.0,,0.38,25.46
2020-02-16,84,38.0,,0.38,31.92
2020-02-17,93,38.0,,0.38,35.34
2020-02-18,99,38.0,,0.38,37.62
2020-02-19,84,38.0,,0.38,31.92
2020-02-20,82,38.0,,0.38,31.16
2020-02-21,78,38.0,,0.38,29.64
2020-02-22,77,38.0,,0.38,29.26
2020-02-23,97,38.0,,0.38,36.86
2020-02-24,100,38.0,,0.38,38.0
2020-02-25,92,38.0,,0.38,34.96
2020-02-26,89,38.0,,0.38,33.82
2020-02-27,81,38.0,,0.38,30.78
2020-02-28,85,38.0,,0.38,32.3
2020-02-29,75,38.0,,0.38,28.5
2020-03-01,98,32.0,False,0.32,31.36
2020-03-02,82,32.0,,0.32,26.240000000000002
2020-03-03,98,32.0,,0.32,31.36
2020-03-04,81,32.0,,0.32,25.92
2020-03-05,80,32.0,,0.32,25.6
2020-03-06,90,32.0,,0.32,28.8
2020-03-07,87,32.0,,0.32,27.84
2020-03-08,86,32.0,,0.32,27.52
2020-03-09,100,32.0,,0.32,32.0
2020-03-10,95,32.0,,0.32,30.400000000000002
2020-03-11,94,32.0,,0.32,30.080000000000002
2020-03-12,79,32.0,,0.32,25.28
2020-03-13,87,32.0,,0.32,27.84
2020-03-14,86,32.0,,0.32,27.52
2020-03-15,67,32.0,,0.32,21.44
2020-03-16,60,32.0,,0.32,19.2
2020-03-17,72,32.0,,0.32,23.04
2020-03-18,68,32.0,,0.32,21.76
2020-03-19,83,32.0,,0.32,26.560000000000002
2020-03-20,80,32.0,,0.32,25.6
2020-03-21,60,32.0,,0.32,19.2
2020-03-22,59,32.0,,0.32,18.88
2020-03-23,80,32.0,,0.32,25.6
2020-03-24,68,32.0,,0.32,21.76
2020-03-25,82,32.0,,0.32,26.240000000000002
2020-03-26,89,32.0,,0.32,28.48
2020-03-27,77,32.0,,0.32,24.64
2020-03-28,65,32.0,,0.32,20.8
2020-03-29,80,32.0,,0.32,25.6
2020-03-30,71,32.0,,0.32,22.72
2020-03-31,95,32.0,,0.32,30.400000000000002
2020-04-01,75,34.0,False,0.34,25.500000000000004
2020-04-02,98,34.0,,0.34,33.32
2020-04-03,80,34.0,,0.34,27.200000000000003
2020-04-04,66,34.0,,0.34,22.44
2020-04-05,70,34.0,,0.34,23.8
2020-04-06,77,34.0,,0.34,26.180000000000003
2020-04-07,80,34.0,,0.34,27.200000000000003
2020-04-08,86,34.0,,0.34,29.240000000000002
2020-04-09,100,34.0,,0.34,34.0
2020-04-10,81,34.0,,0.34,27.540000000000003
2020-04-11,80,34.0,,0.34,27.200000000000003
2020-04-12,75,34.0,,0.34,25.500000000000004
2020-04-13,85,34.0,,0.34,28.900000000000002
2020-04-14,86,34.0,,0.34,29.240000000000002
2020-04-15,76,34.0,,0.34,25.840000000000003
2020-04-16,89,34.0,,0.34,30.26
2020-04-17,81,34.0,,0.34,27.540000000000003
2020-04-18,84,34.0,,0.34,28.560000000000002
2020-04-19,87,34.0,,0.34,29.580000000000002
2020-04-20,87,34.0,,0.34,29.580000000000002
2020-04-21,96,34.0,,0.34,32.64
2020-04-22,84,34.0,,0.34,28.560000000000002
2020-04-23,82,34.0,,0.34,27.880000000000003
2020-04-24,82,34.0,,0.34,27.880000000000003
2020-04-25,79,34.0,,0.34,26.860000000000003
2020-04-26,75,34.0,,0.34,25.500000000000004
2020-04-27,87,34.0,,0.34,29.580000000000002
2020-04-28,83,34.0,,0.34,28.220000000000002
2020-04-29,90,34.0,,0.34,30.6
2020-04-30,88,34.0,,0.34,29.92
2020-05-01,85,35.0,False,0.35,29.749999999999996
2020-05-02,79,35.0,,0.35,27.65
2020-05-03,88,35.0,,0.35,30.799999999999997
2020-05-04,90,35.0,,0.35,31.499999999999996
2020-05-05,85,35.0,,0.35,29.749999999999996
2020-05-06,100,35.0,,0.35,35.0
2020-05-07,95,35.0,,0.35,33.25
2020-05-08,86,35.0,,0.35,30.099999999999998
2020-05-09,84,35.0,,0.35,29.4
2020-05-10,71,35.0,,0.35,24.849999999999998
2020-05-11,88,35.0,,0.35,30.799999999999997
2020-05-12,87,35.0,,0.35,30.45
2020-05-13,83,35.0,,0.35,29.049999999999997
2020-05-14,77,35.0,,0.35,26.95
2020-05-15,79,35.0,,0.35,27.65
2020-05-16,75,35.0,,0.35,26.25
2020-05-17,71,35.0,,0.35,24.849999999999998
2020-05-18,85,35.0,,0.35,29.749999999999996
2020-05-19,96,35.0,,0.35,33.599999999999994
2020-05-20,86,35.0,,0.35,30.099999999999998
2020-05-21,94,35.0,,0.35,32.9
2020-05-22,97,35.0,,0.35,33.949999999999996
2020-05-23,96,35.0,,0.35,33.599999999999994
2020-05-24,83,35.0,,0.35,29.049999999999997
2020-05-25,90,35.0,,0.35,31.499999999999996
2020-05-26,87,35.0,,0.35,30.45
2020-05-27,98,35.0,,0.35,34.3
2020-05-28,74,35.0,,0.35,25.9
2020-05-29,96,35.0,,0.35,33.599999999999994
2020-05-30,79,35.0,,0.35,27.65
2020-05-31,87,35.0,,0.35,30.45
2020-06-01,69,37.0,False,0.37,25.53
2020-06-02,71,37.0,,0.37,26.27
2020-06-03,70,37.0,,0.37,25.9
2020-06-04,79,37.0,,0.37,29.23
2020-06-05,100,37.0,,0.37,37.0
2020-06-06,78,37.0,,0.37,28.86
2020-06-07,81,37.0,,0.37,29.97
2020-06-08,85,37.0,,0.37,31.45
2020-06-09,68,37.0,,0.37,25.16
2020-06-10,72,37.0,,0.37,26.64
2020-06-11,76,37.0,,0.37,28.12
2020-06-12,64,37.0,,0.37,23.68
2020-06-13,61,37.0,,0.37,22.57
2020-06-14,68,37.0,,0.37,25.16
2020-06-15,67,37.0,,0.37,24.79
2020-06-16,81,37.0,,0.37,29.97
2020-06-17,62,37.0,,0.37,22.94
2020-06-18,67,37.0,,0.37,24.79
2020-06-19,72,37.0,,0.37,26.64
2020-06-20,61,37.0,,0.37,22.57
2020-06-21,66,37.0,,0.37,24.419999999999998
2020-06-22,70,37.0,,0.37,25.9
2020-06-23,76,37.0,,0.37,28.12
2020-06-24,57,37.0,,0.37,21.09
2020-06-25,68,37.0,,0.37,25.16
2020-06-26,66,37.0,,0.37,24.419999999999998
2020-06-27,62,37.0,,0.37,22.94
2020-06-28,64,37.0,,0.37,23.68
2020-06-29,61,37.0,,0.37,22.57
2020-06-30,59,37.0,,0.37,21.83
2020-07-01,81,34.0,False,0.34,27.540000000000003
2020-07-02,96,34.0,,0.34,32.64
2020-07-03,69,34.0,,0.34,23.46
2020-07-04,89,34.0,,0.34,30.26
2020-07-05,77,34.0,,0.34,26.180000000000003
2020-07-06,98,34.0,,0.34,33.32
2020-07-07,94,34.0,,0.34,31.96
2020-07-08,91,34.0,,0.34,30.94
2020-07-09,100,34.0,,0.34,34.0
2020-07-10,90,34.0,,0.34,30.6
2020-07-11,83,34.0,,0.34,28.220000000000002
2020-07-12,88,34.0,,0.34,29.92
2020-07-13,89,34.0,,0.34,30.26
2020-07-14,85,34.0,,0.34,28.900000000000002
2020-07-15,94,34.0,,0.34,31.96
2020-07-16,97,34.0,,0.34,32.980000000000004
2020-07-17,91,34.0,,0.34,30.94
2020-07-18,91,34.0,,0.34,30.94
2020-07-19,79,34.0,,0.34,26.860000000000003
2020-07-20,88,34.0,,0.34,29.92
2020-07-21,94,34.0,,0.34,31.96
2020-07-22,85,34.0,,0.34,28.900000000000002
2020-07-23,82,34.0,,0.34,27.880000000000003
2020-07-24,74,34.0,,0.34,25.16
2020-07-25,86,34.0,,0.34,29.240000000000002
2020-07-26,84,34.0,,0.34,28.560000000000002
2020-07-27,91,34.0,,0.34,30.94
2020-07-28,83,34.0,,0.34,28.220000000000002
2020-07-29,96,34.0,,0.34,32.64
2020-07-30,92,34.0,,0.34,31.28
2020-07-31,85,34.0,,0.34,28.900000000000002
2020-08-01,82,35.0,False,0.35,28.7
2020-08-02,77,35.0,,0.35,26.95
2020-08-03,89,35.0,,0.35,31.15
2020-08-04,80,35.0,,0.35,28.0
2020-08-05,93,35.0,,0.35,32.55
2020-08-06,94,35.0,,0.35,32.9
2020-08-07,84,35.0,,0.35,29.4
2020-08-08,77,35.0,,0.35,26.95
2020-08-09,97,35.0,,0.35,33.949999999999996
2020-08-10,84,35.0,,0.35,29.4
2020-08-11,94,35.0,,0.35,32.9
2020-08-12,89,35.0,,0.35,31.15
2020-08-13,87,35.0,,0.35,30.45
2020-08-14,82,35.0,,0.35,28.7
2020-08-15,80,35.0,,0.35,28.0
2020-08-16,92,35.0,,0.35,32.199999999999996
2020-08-17,92,35.0,,0.35,32.199999999999996
2020-08-18,91,35.0,,0.35,31.849999999999998
2020-08-19,91,35.0,,0.35,31.849999999999998
2020-08-20,100,35.0,,0.35,35.0
2020-08-21,82,35.0,,0.35,28.7
2020-08-22,94,35.0,,0.35,32.9
2020-08-23,87,35.0,,0.35,30.45
2020-08-24,100,35.0,,0.35,35.0
2020-08-25,84,35.0,,0.35,29.4
2020-08-26,96,35.0,,0.35,33.599999999999994
2020-08-27,94,35.0,,0.35,32.9
2020-08-28,97,35.0,,0.35,33.949999999999996
2020-08-29,70,35.0,,0.35,24.5
2020-08-30,92,35.0,,0.35,32.199999999999996
2020-08-31,97,35.0,,0.35,33.949999999999996
2020-09-01,85,38.0,False,0.38,32.3
2020-09-02,95,38.0,,0.38,36.1
2020-09-03,95,38.0,,0.38,36.1
2020-09-04,85,38.0,,0.38,32.3
2020-09-05,82,38.0,,0.38,31.16
2020-09-06,68,38.0,,0.38,25.84
2020-09-07,85,38.0,,0.38,32.3
2020-09-08,88,38.0,,0.38,33.44
2020-09-09,94,38.0,,0.38,35.72
2020-09-10,96,38.0,,0.38,36.480000000000004
2020-09-11,92,38.0,,0.38,34.96
2020-09-12,74,38.0,,0.38,28.12
2020-09-13,90,38.0,,0.38,34.2
2020-09-14,91,38.0,,0.38,34.58
2020-09-15,93,38.0,,0.38,35.34
2020-09-16,92,38.0,,0.38,34.96
2020-09-17,91,38.0,,0.38,34.58
2020-09-18,90,38.0,,0.38,34.2
2020-09-19,78,38.0,,0.38,29.64
2020-09-20,77,38.0,,0.38,29.26
2020-09-21,96,38.0,,0.38,36.480000000000004
2020-09-22,100,38.0,,0.38,38.0
2020-09-23,84,38.0,,0.38,31.92
2020-09-24,92,38.0,,0.38,34.96
2020-09-25,82,38.0,,0.38,31.16
2020-09-26,68,38.0,,0.38,25.84
2020-09-27,73,38.0,,0.38,27.740000000000002
2020-09-28,80,38.0,,0.38,30.4
2020-09-29,89,38.0,,0.38,33.82
2020-09-30,85,38.0,,0.38,32.3
2020-10-01,91,36.0,False,0.36,32.76
2020-10-02,87,36.0,,0.36,31.32
2020-10-03,90,36.0,,0.36,32.4
2020-10-04,84,36.0,,0.36,30.24
2020-10-05,92,36.0,,0.36,33.12
2020-10-06,93,36.0,,0.36,33.48
2020-10-07,91,36.0,,0.36,32.76
2020-10-08,100,36.0,,0.36,36.0
2020-10-09,87,36.0,,0.36,31.32
2020-10-10,77,36.0,,0.36,27.72
2020-10-11,87,36.0,,0.36,31.32
2020-10-12,91,36.0,,0.36,32.76
2020-10-13,94,36.0,,0.36,33.839999999999996
2020-10-14,84,36.0,,0.36,30.24
2020-10-15,98,36.0,,0.36,35.28
2020-10-16,85,36.0,,0.36,30.599999999999998
2020-10-17,90,36.0,,0.36,32.4
2020-10-18,80,36.0,,0.36,28.799999999999997
2020-10-19,77,36.0,,0.36,27.72
2020-10-20,98,36.0,,0.36,35.28
2020-10-21,80,36.0,,0.36,28.799999999999997
2020-10-22,74,36.0,,0.36,26.64
2020-10-23,90,36.0,,0.36,32.4
2020-10-24,66,36.0,,0.36,23.759999999999998
2020-10-25,76,36.0,,0.36,27.36
2020-10-26,85,36.0,,0.36,30.599999999999998
2020-10-27,76,36.0,,0.36,27.36
2020-10-28,82,36.0,,0.36,29.52
2020-10-29,85,36.0,,0.36,30.599999999999998
2020-10-30,73,36.0,,0.36,26.279999999999998
2020-10-31,64,36.0,,0.36,23.04
2020-11-01,77,31.0,True,0.31,23.87
2020-11-02,91,31.0,,0.31,28.21
2020-11-03,79,31.0,,0.31,24.49
2020-11-04,52,31.0,,0.31,16.12
2020-11-05,59,31.0,,0.31,18.29
2020-11-06,66,31.0,,0.31,20.46
2020-11-07,73,31.0,,0.31,22.63
2020-11-08,63,31.0,,0.31,19.53
2020-11-09,88,31.0,,0.31,27.28
2020-11-10,62,31.0,,0.31,19.22
2020-11-11,78,31.0,,0.31,24.18
2020-11-12,89,31.0,,0.31,27.59
2020-11-13,88,31.0,,0.31,27.28
2020-11-14,76,31.0,,0.31,23.56
2020-11-15,94,31.0,,0.31,29.14
2020-11-16,92,31.0,,0.31,28.52
2020-11-17,93,31.0,,0.31,28.83
2020-11-18,76,31.0,,0.31,23.56
2020-11-19,81,31.0,,0.31,25.11
2020-11-20,77,31.0,,0.31,23.87
2020-11-21,88,31.0,,0.31,27.28
2020-11-22,68,31.0,,0.31,21.08
2020-11-23,95,31.0,,0.31,29.45
2020-11-24,100,31.0,,0.31,31.0
2020-11-25,78,31.0,,0.31,24.18
2020-11-26,61,31.0,,0.31,18.91
2020-11-27,78,31.0,,0.31,24.18
2020-11-28,93,31.0,,0.31,28.83
2020-11-29,95,31.0,,0.31,29.45
