date,lifestyle_unscaled,lifestyle_monthly,isPartial,scale,lifestyle
2017-09-28,87,38.0,,0.38,33.06
2017-09-29,86,38.0,,0.38,32.68
2017-09-30,81,38.0,,0.38,30.78
2017-10-01,79,37.0,False,0.37,29.23
2017-10-02,76,37.0,,0.37,28.12
2017-10-03,71,37.0,,0.37,26.27
2017-10-04,89,37.0,,0.37,32.93
2017-10-05,81,37.0,,0.37,29.97
2017-10-06,89,37.0,,0.37,32.93
2017-10-07,89,37.0,,0.37,32.93
2017-10-08,84,37.0,,0.37,31.08
2017-10-09,88,37.0,,0.37,32.56
2017-10-10,100,37.0,,0.37,37.0
2017-10-11,85,37.0,,0.37,31.45
2017-10-12,81,37.0,,0.37,29.97
2017-10-13,87,37.0,,0.37,32.19
2017-10-14,77,37.0,,0.37,28.49
2017-10-15,76,37.0,,0.37,28.12
2017-10-16,99,37.0,,0.37,36.63
2017-10-17,77,37.0,,0.37,28.49
2017-10-18,89,37.0,,0.37,32.93
2017-10-19,97,37.0,,0.37,35.89
2017-10-20,83,37.0,,0.37,30.71
2017-10-21,79,37.0,,0.37,29.23
2017-10-22,65,37.0,,0.37,24.05
2017-10-23,84,37.0,,0.37,31.08
2017-10-24,81,37.0,,0.37,29.97
2017-10-25,85,37.0,,0.37,31.45
2017-10-26,86,37.0,,0.37,31.82
2017-10-27,75,37.0,,0.37,27.75
2017-10-28,83,37.0,,0.37,30.71
2017-10-29,68,37.0,,0.37,25.16
2017-10-30,78,37.0,,0.37,28.86
2017-10-31,74,37.0,,0.37,27.38
2017-11-01,78,39.0,False,0.39,30.42
2017-11-02,72,39.0,,0.39,28.080000000000002
2017-11-03,83,39.0,,0.39,32.370000000000005
2017-11-04,81,39.0,,0.39,31.59
2017-11-05,80,39.0,,0.39,31.200000000000003
2017-11-06,74,39.0,,0.39,28.86
2017-11-07,88,39.0,,0.39,34.32
2017-11-08,78,39.0,,0.39,30.42
2017-11-09,100,39.0,,0.39,39.0
2017-11-10,74,39.0,,0.39,28.86
2017-11-11,69,39.0,,0.39,26.91
2017-11-12,76,39.0,,0.39,29.64
2017-11-13,87,39.0,,0.39,33.93
2017-11-14,87,39.0,,0.39,33.93
2017-11-15,91,39.0,,0.39,35.49
2017-11-16,75,39.0,,0.39,29.25
2017-11-17,69,39.0,,0.39,26.91
2017-11-18,77,39.0,,0.39,30.03
2017-11-19,80,39.0,,0.39,31.200000000000003
2017-11-20,87,39.0,,0.39,33.93
2017-11-21,91,39.0,,0.39,35.49
2017-11-22,73,39.0,,0.39,28.470000000000002
2017-11-23,56,39.0,,0.39,21.84
2017-11-24,83,39.0,,0.39,32.370000000000005
2017-11-25,73,39.0,,0.39,28.470000000000002
2017-11-26,80,39.0,,0.39,31.200000000000003
2017-11-27,99,39.0,,0.39,38.61
2017-11-28,94,39.0,,0.39,36.660000000000004
2017-11-29,78,39.0,,0.39,30.42
2017-11-30,76,39.0,,0.39,29.64
2017-12-01,91,37.0,False,0.37,33.67
2017-12-02,74,37.0,,0.37,27.38
2017-12-03,76,37.0,,0.37,28.12
2017-12-04,80,37.0,,0.37,29.6
2017-12-05,91,37.0,,0.37,33.67
2017-12-06,91,37.0,,0.37,33.67
2017-12-07,85,37.0,,0.37,31.45
2017-12-08,79,37.0,,0.37,29.23
2017-12-09,64,37.0,,0.37,23.68
2017-12-10,73,37.0,,0.37,27.009999999999998
2017-12-11,100,37.0,,0.37,37.0
2017-12-12,80,37.0,,0.37,29.6
2017-12-13,85,37.0,,0.37,31.45
2017-12-14,79,37.0,,0.37,29.23
2017-12-15,71,37.0,,0.37,26.27
2017-12-16,84,37.0,,0.37,31.08
2017-12-17,63,37.0,,0.37,23.31
2017-12-18,82,37.0,,0.37,30.34
2017-12-19,82,37.0,,0.37,30.34
2017-12-20,76,37.0,,0.37,28.12
2017-12-21,88,37.0,,0.37,32.56
2017-12-22,71,37.0,,0.37,26.27
2017-12-23,73,37.0,,0.37,27.009999999999998
2017-12-24,58,37.0,,0.37,21.46
2017-12-25,69,37.0,,0.37,25.53
2017-12-26,75,37.0,,0.37,27.75
2017-12-27,77,37.0,,0.37,28.49
2017-12-28,85,37.0,,0.37,31.45
2017-12-29,67,37.0,,0.37,24.79
2017-12-30,86,37.0,,0.37,31.82
2017-12-31,64,37.0,,0.37,23.68
2018-01-01,64,41.0,False,0.41,26.24
2018-01-02,75,41.0,,0.41,30.749999999999996
2018-01-03,75,41.0,,0.41,30.749999999999996
2018-01-04,86,41.0,,0.41,35.26
2018-01-05,80,41.0,,0.41,32.8
2018-01-06,77,41.0,,0.41,31.569999999999997
2018-01-07,77,41.0,,0.41,31.569999999999997
2018-01-08,87,41.0,,0.41,35.669999999999995
2018-01-09,90,41.0,,0.41,36.9
2018-01-10,81,41.0,,0.41,33.21
2018-01-11,82,41.0,,0.41,33.62
2018-01-12,77,41.0,,0.41,31.569999999999997
2018-01-13,61,41.0,,0.41,25.009999999999998
2018-01-14,81,41.0,,0.41,33.21
2018-01-15,83,41.0,,0.41,34.03
2018-01-16,72,41.0,,0.41,29.52
2018-01-17,93,41.0,,0.41,38.129999999999995
2018-01-18,88,41.0,,0.41,36.08
2018-01-19,89,41.0,,0.41,36.489999999999995
2018-01-20,92,41.0,,0.41,37.72
2018-01-21,76,41.0,,0.41,31.159999999999997
2018-01-22,84,41.0,,0.41,34.44
2018-01-23,100,41.0,,0.41,41.0
2018-01-24,96,41.0,,0.41,39.36
2018-01-25,82,41.0,,0.41,33.62
2018-01-26,79,41.0,,0.41,32.39
2018-01-27,83,41.0,,0.41,34.03
2018-01-28,79,41.0,,0.41,32.39
2018-01-29,86,41.0,,0.41,35.26
2018-01-30,92,41.0,,0.41,37.72
2018-01-31,83,41.0,,0.41,34.03
2018-02-01,96,41.0,False,0.41,39.36
2018-02-02,75,41.0,,0.41,30.749999999999996
2018-02-03,70,41.0,,0.41,28.7
2018-02-04,71,41.0,,0.41,29.11
2018-02-05,67,41.0,,0.41,27.47
2018-02-06,81,41.0,,0.41,33.21
2018-02-07,87,41.0,,0.41,35.669999999999995
2018-02-08,100,41.0,,0.41,41.0
2018-02-09,71,41.0,,0.41,29.11
2018-02-10,72,41.0,,0.41,29.52
2018-02-11,75,41.0,,0.41,30.749999999999996
2018-02-12,89,41.0,,0.41,36.489999999999995
2018-02-13,73,41.0,,0.41,29.93
2018-02-14,87,41.0,,0.41,35.669999999999995
2018-02-15,84,41.0,,0.41,34.44
2018-02-16,76,41.0,,0.41,31.159999999999997
2018-02-17,81,41.0,,0.41,33.21
2018-02-18,78,41.0,,0.41,31.979999999999997
2018-02-19,83,41.0,,0.41,34.03
2018-02-20,84,41.0,,0.41,34.44
2018-02-21,85,41.0,,0.41,34.85
2018-02-22,80,41.0,,0.41,32.8
2018-02-23,84,41.0,,0.41,34.44
2018-02-24,76,41.0,,0.41,31.159999999999997
2018-02-25,86,41.0,,0.41,35.26
2018-02-26,91,41.0,,0.41,37.309999999999995
2018-02-27,88,41.0,,0.41,36.08
2018-02-28,80,41.0,,0.41,32.8
2018-03-01,100,39.0,False,0.39,39.0
2018-03-02,85,39.0,,0.39,33.15
2018-03-03,75,39.0,,0.39,29.25
2018-03-04,83,39.0,,0.39,32.370000000000005
2018-03-05,87,39.0,,0.39,33.93
2018-03-06,94,39.0,,0.39,36.660000000000004
2018-03-07,94,39.0,,0.39,36.660000000000004
2018-03-08,88,39.0,,0.39,34.32
2018-03-09,94,39.0,,0.39,36.660000000000004
2018-03-10,83,39.0,,0.39,32.370000000000005
2018-03-11,90,39.0,,0.39,35.1
2018-03-12,92,39.0,,0.39,35.88
2018-03-13,91,39.0,,0.39,35.49
2018-03-14,95,39.0,,0.39,37.050000000000004
2018-03-15,92,39.0,,0.39,35.88
2018-03-16,79,39.0,,0.39,30.810000000000002
2018-03-17,70,39.0,,0.39,27.3
2018-03-18,75,39.0,,0.39,29.25
2018-03-19,91,39.0,,0.39,35.49
2018-03-20,94,39.0,,0.39,36.660000000000004
2018-03-21,89,39.0,,0.39,34.71
2018-03-22,82,39.0,,0.39,31.98
2018-03-23,88,39.0,,0.39,34.32
2018-03-24,80,39.0,,0.39,31.200000000000003
2018-03-25,83,39.0,,0.39,32.370000000000005
2018-03-26,82,39.0,,0.39,31.98
2018-03-27,88,39.0,,0.39,34.32
2018-03-28,99,39.0,,0.39,38.61
2018-03-29,80,39.0,,0.39,31.200000000000003
2018-03-30,85,39.0,,0.39,33.15
2018-03-31,100,39.0,,0.39,39.0
2018-04-01,78,39.0,False,0.39,30.42
2018-04-02,86,39.0,,0.39,33.54
2018-04-03,73,39.0,,0.39,28.470000000000002
2018-04-04,88,39.0,,0.39,34.32
2018-04-05,96,39.0,,0.39,37.44
2018-04-06,78,39.0,,0.39,30.42
2018-04-07,89,39.0,,0.39,34.71
2018-04-08,77,39.0,,0.39,30.03
2018-04-09,95,39.0,,0.39,37.050000000000004
2018-04-10,87,39.0,,0.39,33.93
2018-04-11,95,39.0,,0.39,37.050000000000004
2018-04-12,87,39.0,,0.39,33.93
2018-04-13,79,39.0,,0.39,30.810000000000002
2018-04-14,83,39.0,,0.39,32.370000000000005
2018-04-15,65,39.0,,0.39,25.35
2018-04-16,80,39.0,,0.39,31.200000000000003
2018-04-17,85,39.0,,0.39,33.15
2018-04-18,90,39.0,,0.39,35.1
2018-04-19,83,39.0,,0.39,32.370000000000005
2018-04-20,77,39.0,,0.39,30.03
2018-04-21,75,39.0,,0.39,29.25
2018-04-22,86,39.0,,0.39,33.54
2018-04-23,97,39.0,,0.39,37.83
2018-04-24,97,39.0,,0.39,37.83
2018-04-25,87,39.0,,0.39,33.93
2018-04-26,92,39.0,,0.39,35.88
2018-04-27,74,39.0,,0.39,28.86
2018-04-28,78,39.0,,0.39,30.42
2018-04-29,77,39.0,,0.39,30.03
2018-04-30,100,39.0,,0.39,39.0
2018-05-01,89,37.0,False,0.37,32.93
2018-05-02,96,37.0,,0.37,35.519999999999996
2018-05-03,81,37.0,,0.37,29.97
2018-05-04,81,37.0,,0.37,29.97
2018-05-05,62,37.0,,0.37,22.94
2018-05-06,91,37.0,,0.37,33.67
2018-05-07,87,37.0,,0.37,32.19
2018-05-08,86,37.0,,0.37,31.82
2018-05-09,82,37.0,,0.37,30.34
2018-05-10,74,37.0,,0.37,27.38
2018-05-11,84,37.0,,0.37,31.08
2018-05-12,70,37.0,,0.37,25.9
2018-05-13,68,37.0,,0.37,25.16
2018-05-14,87,37.0,,0.37,32.19
2018-05-15,100,37.0,,0.37,37.0
2018-05-16,82,37.0,,0.37,30.34
2018-05-17,78,37.0,,0.37,28.86
2018-05-18,72,37.0,,0.37,26.64
2018-05-19,57,37.0,,0.37,21.09
2018-05-20,85,37.0,,0.37,31.45
2018-05-21,75,37.0,,0.37,27.75
2018-05-22,74,37.0,,0.37,27.38
2018-05-23,83,37.0,,0.37,30.71
2018-05-24,84,37.0,,0.37,31.08
2018-05-25,87,37.0,,0.37,32.19
2018-05-26,82,37.0,,0.37,30.34
2018-05-27,66,37.0,,0.37,24.419999999999998
2018-05-28,73,37.0,,0.37,27.009999999999998
2018-05-29,83,37.0,,0.37,30.71
2018-05-30,85,37.0,,0.37,31.45
2018-05-31,78,37.0,,0.37,28.86
2018-06-01,70,38.0,False,0.38,26.6
2018-06-02,69,38.0,,0.38,26.22
2018-06-03,62,38.0,,0.38,23.56
2018-06-04,70,38.0,,0.38,26.6
2018-06-05,62,38.0,,0.38,23.56
2018-06-06,77,38.0,,0.38,29.26
2018-06-07,60,38.0,,0.38,22.8
2018-06-08,65,38.0,,0.38,24.7
2018-06-09,57,38.0,,0.38,21.66
2018-06-10,61,38.0,,0.38,23.18
2018-06-11,61,38.0,,0.38,23.18
2018-06-12,82,38.0,,0.38,31.16
2018-06-13,71,38.0,,0.38,26.98
2018-06-14,100,38.0,,0.38,38.0
2018-06-15,66,38.0,,0.38,25.080000000000002
2018-06-16,57,38.0,,0.38,21.66
2018-06-17,47,38.0,,0.38,17.86
2018-06-18,61,38.0,,0.38,23.18
2018-06-19,70,38.0,,0.38,26.6
2018-06-20,82,38.0,,0.38,31.16
2018-06-21,61,38.0,,0.38,23.18
2018-06-22,58,38.0,,0.38,22.04
2018-06-23,40,38.0,,0.38,15.2
2018-06-24,61,38.0,,0.38,23.18
2018-06-25,62,38.0,,0.38,23.56
2018-06-26,61,38.0,,0.38,23.18
2018-06-27,65,38.0,,0.38,24.7
2018-06-28,69,38.0,,0.38,26.22
2018-06-29,75,38.0,,0.38,28.5
2018-06-30,56,38.0,,0.38,21.28
2018-07-01,81,37.0,False,0.37,29.97
2018-07-02,88,37.0,,0.37,32.56
2018-07-03,77,37.0,,0.37,28.49
2018-07-04,83,37.0,,0.37,30.71
2018-07-05,82,37.0,,0.37,30.34
2018-07-06,85,37.0,,0.37,31.45
2018-07-07,81,37.0,,0.37,29.97
2018-07-08,84,37.0,,0.37,31.08
2018-07-09,99,37.0,,0.37,36.63
2018-07-10,83,37.0,,0.37,30.71
2018-07-11,74,37.0,,0.37,27.38
2018-07-12,89,37.0,,0.37,32.93
2018-07-13,89,37.0,,0.37,32.93
2018-07-14,81,37.0,,0.37,29.97
2018-07-15,84,37.0,,0.37,31.08
2018-07-16,91,37.0,,0.37,33.67
2018-07-17,89,37.0,,0.37,32.93
2018-07-18,87,37.0,,0.37,32.19
2018-07-19,96,37.0,,0.37,35.519999999999996
2018-07-20,81,37.0,,0.37,29.97
2018-07-21,78,37.0,,0.37,28.86
2018-07-22,76,37.0,,0.37,28.12
2018-07-23,100,37.0,,0.37,37.0
2018-07-24,97,37.0,,0.37,35.89
2018-07-25,94,37.0,,0.37,34.78
2018-07-26,95,37.0,,0.37,35.15
2018-07-27,86,37.0,,0.37,31.82
2018-07-28,82,37.0,,0.37,30.34
2018-07-29,86,37.0,,0.37,31.82
2018-07-30,91,37.0,,0.37,33.67
2018-07-31,93,37.0,,0.37,34.41
2018-08-01,86,38.0,False,0.38,32.68
2018-08-02,83,38.0,,0.38,31.54
2018-08-03,70,38.0,,0.38,26.6
2018-08-04,70,38.0,,0.38,26.6
2018-08-05,88,38.0,,0.38,33.44
2018-08-06,82,38.0,,0.38,31.16
2018-08-07,72,38.0,,0.38,27.36
2018-08-08,71,38.0,,0.38,26.98
2018-08-09,74,38.0,,0.38,28.12
2018-08-10,81,38.0,,0.38,30.78
2018-08-11,75,38.0,,0.38,28.5
2018-08-12,74,38.0,,0.38,28.12
2018-08-13,84,38.0,,0.38,31.92
2018-08-14,79,38.0,,0.38,30.02
2018-08-15,82,38.0,,0.38,31.16
2018-08-16,75,38.0,,0.38,28.5
2018-08-17,100,38.0,,0.38,38.0
2018-08-18,67,38.0,,0.38,25.46
2018-08-19,74,38.0,,0.38,28.12
2018-08-20,87,38.0,,0.38,33.06
2018-08-21,93,38.0,,0.38,35.34
2018-08-22,92,38.0,,0.38,34.96
2018-08-23,86,38.0,,0.38,32.68
2018-08-24,74,38.0,,0.38,28.12
2018-08-25,82,38.0,,0.38,31.16
2018-08-26,79,38.0,,0.38,30.02
2018-08-27,93,38.0,,0.38,35.34
2018-08-28,85,38.0,,0.38,32.3
2018-08-29,81,38.0,,0.38,30.78
2018-08-30,91,38.0,,0.38,34.58
2018-08-31,82,38.0,,0.38,31.16
2018-09-01,55,38.0,False,0.38,20.9
2018-09-02,87,38.0,,0.38,33.06
2018-09-03,80,38.0,,0.38,30.4
2018-09-04,89,38.0,,0.38,33.82
2018-09-05,90,38.0,,0.38,34.2
2018-09-06,91,38.0,,0.38,34.58
2018-09-07,79,38.0,,0.38,30.02
2018-09-08,77,38.0,,0.38,29.26
2018-09-09,71,38.0,,0.38,26.98
2018-09-10,88,38.0,,0.38,33.44
2018-09-11,85,38.0,,0.38,32.3
2018-09-12,92,38.0,,0.38,34.96
2018-09-13,79,38.0,,0.38,30.02
2018-09-14,90,38.0,,0.38,34.2
2018-09-15,58,38.0,,0.38,22.04
2018-09-16,76,38.0,,0.38,28.88
2018-09-17,96,38.0,,0.38,36.480000000000004
2018-09-18,85,38.0,,0.38,32.3
2018-09-19,89,38.0,,0.38,33.82
2018-09-20,90,38.0,,0.38,34.2
2018-09-21,82,38.0,,0.38,31.16
2018-09-22,83,38.0,,0.38,31.54
2018-09-23,85,38.0,,0.38,32.3
2018-09-24,78,38.0,,0.38,29.64
2018-09-25,95,38.0,,0.38,36.1
2018-09-26,100,38.0,,0.38,38.0
2018-09-27,93,38.0,,0.38,35.34
2018-09-28,65,38.0,,0.38,24.7
2018-09-29,70,38.0,,0.38,26.6
2018-09-30,63,38.0,,0.38,23.94
2018-10-01,85,38.0,False,0.38,32.3
2018-10-02,87,38.0,,0.38,33.06
2018-10-03,100,38.0,,0.38,38.0
2018-10-04,88,38.0,,0.38,33.44
2018-10-05,75,38.0,,0.38,28.5
2018-10-06,60,38.0,,0.38,22.8
2018-10-07,70,38.0,,0.38,26.6
2018-10-08,94,38.0,,0.38,35.72
2018-10-09,95,38.0,,0.38,36.1
2018-10-10,86,38.0,,0.38,32.68
2018-10-11,100,38.0,,0.38,38.0
2018-10-12,87,38.0,,0.38,33.06
2018-10-13,67,38.0,,0.38,25.46
2018-10-14,83,38.0,,0.38,31.54
2018-10-15,72,38.0,,0.38,27.36
2018-10-16,77,38.0,,0.38,29.26
2018-10-17,84,38.0,,0.38,31.92
2018-10-18,93,38.0,,0.38,35.34
2018-10-19,79,38.0,,0.38,30.02
2018-10-20,81,38.0,,0.38,30.78
2018-10-21,77,38.0,,0.38,29.26
2018-10-22,82,38.0,,0.38,31.16
2018-10-23,82,38.0,,0.38,31.16
2018-10-24,92,38.0,,0.38,34.96
2018-10-25,79,38.0,,0.38,30.02
2018-10-26,79,38.0,,0.38,30.02
2018-10-27,64,38.0,,0.38,24.32
2018-10-28,70,38.0,,0.38,26.6
2018-10-29,78,38.0,,0.38,29.64
2018-10-30,94,38.0,,0.38,35.72
2018-10-31,80,38.0,,0.38,30.4
2018-11-01,90,38.0,False,0.38,34.2
2018-11-02,87,38.0,,0.38,33.06
2018-11-03,72,38.0,,0.38,27.36
2018-11-04,91,38.0,,0.38,34.58
2018-11-05,87,38.0,,0.38,33.06
2018-11-06,90,38.0,,0.38,34.2
2018-11-07,86,38.0,,0.38,32.68
2018-11-08,84,38.0,,0.38,31.92
2018-11-09,96,38.0,,0.38,36.480000000000004
2018-11-10,69,38.0,,0.38,26.22
2018-11-11,78,38.0,,0.38,29.64
2018-11-12,93,38.0,,0.38,35.34
2018-11-13,81,38.0,,0.38,30.78
2018-11-14,90,38.0,,0.38,34.2
2018-11-15,90,38.0,,0.38,34.2
2018-11-16,97,38.0,,0.38,36.86
2018-11-17,69,38.0,,0.38,26.22
2018-11-18,85,38.0,,0.38,32.3
2018-11-19,100,38.0,,0.38,38.0
2018-11-20,80,38.0,,0.38,30.4
2018-11-21,69,38.0,,0.38,26.22
2018-11-22,58,38.0,,0.38,22.04
2018-11-23,67,38.0,,0.38,25.46
2018-11-24,74,38.0,,0.38,28.12
2018-11-25,85,38.0,,0.38,32.3
2018-11-26,78,38.0,,0.38,29.64
2018-11-27,91,38.0,,0.38,34.58
2018-11-28,81,38.0,,0.38,30.78
2018-11-29,82,38.0,,0.38,31.16
2018-11-30,75,38.0,,0.38,28.5
2018-12-01,63,35.0,False,0.35,22.049999999999997
2018-12-02,80,35.0,,0.35,28.0
2018-12-03,86,35.0,,0.35,30.099999999999998
2018-12-04,82,35.0,,0.35,28.7
2018-12-05,84,35.0,,0.35,29.4
2018-12-06,82,35.0,,0.35,28.7
2018-12-07,66,35.0,,0.35,23.099999999999998
2018-12-08,76,35.0,,0.35,26.599999999999998
2018-12-09,77,35.0,,0.35,26.95
2018-12-10,79,35.0,,0.35,27.65
2018-12-11,100,35.0,,0.35,35.0
2018-12-12,76,35.0,,0.35,26.599999999999998
2018-12-13,76,35.0,,0.35,26.599999999999998
2018-12-14,73,35.0,,0.35,25.549999999999997
2018-12-15,63,35.0,,0.35,22.049999999999997
2018-12-16,64,35.0,,0.35,22.4
2018-12-17,84,35.0,,0.35,29.4
2018-12-18,89,35.0,,0.35,31.15
2018-12-19,76,35.0,,0.35,26.599999999999998
2018-12-20,85,35.0,,0.35,29.749999999999996
2018-12-21,59,35.0,,0.35,20.65
2018-12-22,71,35.0,,0.35,24.849999999999998
2018-12-23,61,35.0,,0.35,21.349999999999998
2018-12-24,68,35.0,,0.35,23.799999999999997
2018-12-25,55,35.0,,0.35,19.25
2018-12-26,65,35.0,,0.35,22.75
2018-12-27,90,35.0,,0.35,31.499999999999996
2018-12-28,77,35.0,,0.35,26.95
2018-12-29,83,35.0,,0.35,29.049999999999997
2018-12-30,90,35.0,,0.35,31.499999999999996
2018-12-31,80,35.0,,0.35,28.0
2019-01-01,78,41.0,False,0.41,31.979999999999997
2019-01-02,81,41.0,,0.41,33.21
2019-01-03,96,41.0,,0.41,39.36
2019-01-04,87,41.0,,0.41,35.669999999999995
2019-01-05,71,41.0,,0.41,29.11
2019-01-06,80,41.0,,0.41,32.8
2019-01-07,83,41.0,,0.41,34.03
2019-01-08,79,41.0,,0.41,32.39
2019-01-09,94,41.0,,0.41,38.54
2019-01-10,90,41.0,,0.41,36.9
2019-01-11,86,41.0,,0.41,35.26
2019-01-12,70,41.0,,0.41,28.7
2019-01-13,72,41.0,,0.41,29.52
2019-01-14,84,41.0,,0.41,34.44
2019-01-15,81,41.0,,0.41,33.21
2019-01-16,85,41.0,,0.41,34.85
2019-01-17,94,41.0,,0.41,38.54
2019-01-18,74,41.0,,0.41,30.34
2019-01-19,75,41.0,,0.41,30.749999999999996
2019-01-20,74,41.0,,0.41,30.34
2019-01-21,78,41.0,,0.41,31.979999999999997
2019-01-22,91,41.0,,0.41,37.309999999999995
2019-01-23,100,41.0,,0.41,41.0
2019-01-24,98,41.0,,0.41,40.18
2019-01-25,84,41.0,,0.41,34.44
2019-01-26,72,41.0,,0.41,29.52
2019-01-27,73,41.0,,0.41,29.93
2019-01-28,86,41.0,,0.41,35.26
2019-01-29,96,41.0,,0.41,39.36
2019-01-30,79,41.0,,0.41,32.39
2019-01-31,87,41.0,,0.41,35.669999999999995
2019-02-01,81,40.0,False,0.4,32.4
2019-02-02,73,40.0,,0.4,29.200000000000003
2019-02-03,76,40.0,,0.4,30.400000000000002
2019-02-04,88,40.0,,0.4,35.2
2019-02-05,83,40.0,,0.4,33.2
2019-02-06,77,40.0,,0.4,30.8
2019-02-07,94,40.0,,0.4,37.6
2019-02-08,95,40.0,,0.4,38.0
2019-02-09,68,40.0,,0.4,27.200000000000003
2019-02-10,79,40.0,,0.4,31.6
2019-02-11,80,40.0,,0.4,32.0
2019-02-12,74,40.0,,0.4,29.6
2019-02-13,71,40.0,,0.4,28.400000000000002
2019-02-14,90,40.0,,0.4,36.0
2019-02-15,86,40.0,,0.4,34.4
2019-02-16,71,40.0,,0.4,28.400000000000002
2019-02-17,80,40.0,,0.4,32.0
2019-02-18,90,40.0,,0.4,36.0
2019-02-19,72,40.0,,0.4,28.8
2019-02-20,84,40.0,,0.4,33.6
2019-02-21,88,40.0,,0.4,35.2
2019-02-22,71,40.0,,0.4,28.400000000000002
2019-02-23,75,40.0,,0.4,30.0
2019-02-24,90,40.0,,0.4,36.0
2019-02-25,100,40.0,,0.4,40.0
2019-02-26,77,40.0,,0.4,30.8
2019-02-27,80,40.0,,0.4,32.0
2019-02-28,88,40.0,,0.4,35.2
2019-03-01,74,39.0,False,0.39,28.86
2019-03-02,64,39.0,,0.39,24.96
2019-03-03,72,39.0,,0.39,28.080000000000002
2019-03-04,85,39.0,,0.39,33.15
2019-03-05,94,39.0,,0.39,36.660000000000004
2019-03-06,92,39.0,,0.39,35.88
2019-03-07,82,39.0,,0.39,31.98
2019-03-08,91,39.0,,0.39,35.49
2019-03-09,68,39.0,,0.39,26.52
2019-03-10,74,39.0,,0.39,28.86
2019-03-11,100,39.0,,0.39,39.0
2019-03-12,95,39.0,,0.39,37.050000000000004
2019-03-13,96,39.0,,0.39,37.44
2019-03-14,82,39.0,,0.39,31.98
2019-03-15,74,39.0,,0.39,28.86
2019-03-16,73,39.0,,0.39,28.470000000000002
2019-03-17,67,39.0,,0.39,26.130000000000003
2019-03-18,82,39.0,,0.39,31.98
2019-03-19,82,39.0,,0.39,31.98
2019-03-20,85,39.0,,0.39,33.15
2019-03-21,91,39.0,,0.39,35.49
2019-03-22,85,39.0,,0.39,33.15
2019-03-23,78,39.0,,0.39,30.42
2019-03-24,81,39.0,,0.39,31.59
2019-03-25,93,39.0,,0.39,36.27
2019-03-26,94,39.0,,0.39,36.660000000000004
2019-03-27,89,39.0,,0.39,34.71
2019-03-28,93,39.0,,0.39,36.27
2019-03-29,84,39.0,,0.39,32.76
2019-03-30,63,39.0,,0.39,24.57
2019-03-31,88,39.0,,0.39,34.32
2019-04-01,77,37.0,False,0.37,28.49
2019-04-02,85,37.0,,0.37,31.45
2019-04-03,79,37.0,,0.37,29.23
2019-04-04,96,37.0,,0.37,35.519999999999996
2019-04-05,82,37.0,,0.37,30.34
2019-04-06,83,37.0,,0.37,30.71
2019-04-07,75,37.0,,0.37,27.75
2019-04-08,87,37.0,,0.37,32.19
2019-04-09,80,37.0,,0.37,29.6
2019-04-10,79,37.0,,0.37,29.23
2019-04-11,83,37.0,,0.37,30.71
2019-04-12,85,37.0,,0.37,31.45
2019-04-13,65,37.0,,0.37,24.05
2019-04-14,64,37.0,,0.37,23.68
2019-04-15,80,37.0,,0.37,29.6
2019-04-16,75,37.0,,0.37,27.75
2019-04-17,76,37.0,,0.37,28.12
2019-04-18,77,37.0,,0.37,28.49
2019-04-19,82,37.0,,0.37,30.34
2019-04-20,72,37.0,,0.37,26.64
2019-04-21,67,37.0,,0.37,24.79
2019-04-22,76,37.0,,0.37,28.12
2019-04-23,86,37.0,,0.37,31.82
2019-04-24,100,37.0,,0.37,37.0
2019-04-25,91,37.0,,0.37,33.67
2019-04-26,79,37.0,,0.37,29.23
2019-04-27,61,37.0,,0.37,22.57
2019-04-28,72,37.0,,0.37,26.64
2019-04-29,81,37.0,,0.37,29.97
2019-04-30,95,37.0,,0.37,35.15
2019-05-01,85,36.0,False,0.36,30.599999999999998
2019-05-02,84,36.0,,0.36,30.24
2019-05-03,74,36.0,,0.36,26.64
2019-05-04,67,36.0,,0.36,24.119999999999997
2019-05-05,76,36.0,,0.36,27.36
2019-05-06,100,36.0,,0.36,36.0
2019-05-07,90,36.0,,0.36,32.4
2019-05-08,99,36.0,,0.36,35.64
2019-05-09,85,36.0,,0.36,30.599999999999998
2019-05-10,72,36.0,,0.36,25.919999999999998
2019-05-11,75,36.0,,0.36,27.0
2019-05-12,67,36.0,,0.36,24.119999999999997
2019-05-13,81,36.0,,0.36,29.16
2019-05-14,97,36.0,,0.36,34.92
2019-05-15,86,36.0,,0.36,30.959999999999997
2019-05-16,88,36.0,,0.36,31.68
2019-05-17,84,36.0,,0.36,30.24
2019-05-18,56,36.0,,0.36,20.16
2019-05-19,82,36.0,,0.36,29.52
2019-05-20,79,36.0,,0.36,28.439999999999998
2019-05-21,81,36.0,,0.36,29.16
2019-05-22,88,36.0,,0.36,31.68
2019-05-23,92,36.0,,0.36,33.12
2019-05-24,83,36.0,,0.36,29.88
2019-05-25,84,36.0,,0.36,30.24
2019-05-26,88,36.0,,0.36,31.68
2019-05-27,79,36.0,,0.36,28.439999999999998
2019-05-28,92,36.0,,0.36,33.12
2019-05-29,95,36.0,,0.36,34.199999999999996
2019-05-30,87,36.0,,0.36,31.32
2019-05-31,98,36.0,,0.36,35.28
2019-06-01,84,37.0,False,0.37,31.08
2019-06-02,98,37.0,,0.37,36.26
2019-06-03,87,37.0,,0.37,32.19
2019-06-04,75,37.0,,0.37,27.75
