date,politics_unscaled,politics_monthly,isPartial,scale,politics
2010-01-01,25,32.0,False,0.32,8.0
2010-01-02,31,32.0,,0.32,9.92
2010-01-03,33,32.0,,0.32,10.56
2010-01-04,37,32.0,,0.32,11.84
2010-01-05,40,32.0,,0.32,12.8
2010-01-06,50,32.0,,0.32,16.0
2010-01-07,34,32.0,,0.32,10.88
2010-01-08,43,32.0,,0.32,13.76
2010-01-09,65,32.0,,0.32,20.8
2010-01-10,42,32.0,,0.32,13.44
2010-01-11,39,32.0,,0.32,12.48
2010-01-12,68,32.0,,0.32,21.76
2010-01-13,63,32.0,,0.32,20.16
2010-01-14,49,32.0,,0.32,15.68
2010-01-15,73,32.0,,0.32,23.36
2010-01-16,32,32.0,,0.32,10.24
2010-01-17,42,32.0,,0.32,13.44
2010-01-18,58,32.0,,0.32,18.56
2010-01-19,82,32.0,,0.32,26.240000000000002
2010-01-20,100,32.0,,0.32,32.0
2010-01-21,87,32.0,,0.32,27.84
2010-01-22,80,32.0,,0.32,25.6
2010-01-23,36,32.0,,0.32,11.52
2010-01-24,39,32.0,,0.32,12.48
2010-01-25,58,32.0,,0.32,18.56
2010-01-26,53,32.0,,0.32,16.96
2010-01-27,82,32.0,,0.32,26.240000000000002
2010-01-28,65,32.0,,0.32,20.8
2010-01-29,60,32.0,,0.32,19.2
2010-01-30,39,32.0,,0.32,12.48
2010-01-31,43,32.0,,0.32,13.76
2010-02-01,83,31.0,False,0.31,25.73
2010-02-02,87,31.0,,0.31,26.97
2010-02-03,74,31.0,,0.31,22.94
2010-02-04,65,31.0,,0.31,20.15
2010-02-05,92,31.0,,0.31,28.52
2010-02-06,51,31.0,,0.31,15.81
2010-02-07,69,31.0,,0.31,21.39
2010-02-08,83,31.0,,0.31,25.73
2010-02-09,78,31.0,,0.31,24.18
2010-02-10,81,31.0,,0.31,25.11
2010-02-11,81,31.0,,0.31,25.11
2010-02-12,85,31.0,,0.31,26.35
2010-02-13,70,31.0,,0.31,21.7
2010-02-14,52,31.0,,0.31,16.12
2010-02-15,86,31.0,,0.31,26.66
2010-02-16,70,31.0,,0.31,21.7
2010-02-17,99,31.0,,0.31,30.69
2010-02-18,100,31.0,,0.31,31.0
2010-02-19,58,31.0,,0.31,17.98
2010-02-20,66,31.0,,0.31,20.46
2010-02-21,78,31.0,,0.31,24.18
2010-02-22,66,31.0,,0.31,20.46
2010-02-23,97,31.0,,0.31,30.07
2010-02-24,74,31.0,,0.31,22.94
2010-02-25,75,31.0,,0.31,23.25
2010-02-26,89,31.0,,0.31,27.59
2010-02-27,56,31.0,,0.31,17.36
2010-02-28,72,31.0,,0.31,22.32
2010-03-01,63,32.0,False,0.32,20.16
2010-03-02,66,32.0,,0.32,21.12
2010-03-03,66,32.0,,0.32,21.12
2010-03-04,59,32.0,,0.32,18.88
2010-03-05,68,32.0,,0.32,21.76
2010-03-06,43,32.0,,0.32,13.76
2010-03-07,46,32.0,,0.32,14.72
2010-03-08,63,32.0,,0.32,20.16
2010-03-09,74,32.0,,0.32,23.68
2010-03-10,54,32.0,,0.32,17.28
2010-03-11,52,32.0,,0.32,16.64
2010-03-12,50,32.0,,0.32,16.0
2010-03-13,44,32.0,,0.32,14.08
2010-03-14,45,32.0,,0.32,14.4
2010-03-15,60,32.0,,0.32,19.2
2010-03-16,62,32.0,,0.32,19.84
2010-03-17,72,32.0,,0.32,23.04
2010-03-18,61,32.0,,0.32,19.52
2010-03-19,66,32.0,,0.32,21.12
2010-03-20,42,32.0,,0.32,13.44
2010-03-21,68,32.0,,0.32,21.76
2010-03-22,97,32.0,,0.32,31.04
2010-03-23,100,32.0,,0.32,32.0
2010-03-24,67,32.0,,0.32,21.44
2010-03-25,66,32.0,,0.32,21.12
2010-03-26,73,32.0,,0.32,23.36
2010-03-27,38,32.0,,0.32,12.16
2010-03-28,57,32.0,,0.32,18.240000000000002
2010-03-29,56,32.0,,0.32,17.92
2010-03-30,62,32.0,,0.32,19.84
2010-03-31,58,32.0,,0.32,18.56
2010-04-01,81,30.0,False,0.3,24.3
2010-04-02,70,30.0,,0.3,21.0
2010-04-03,60,30.0,,0.3,18.0
2010-04-04,66,30.0,,0.3,19.8
2010-04-05,86,30.0,,0.3,25.8
2010-04-06,100,30.0,,0.3,30.0
2010-04-07,87,30.0,,0.3,26.099999999999998
2010-04-08,82,30.0,,0.3,24.599999999999998
2010-04-09,78,30.0,,0.3,23.4
2010-04-10,58,30.0,,0.3,17.4
2010-04-11,71,30.0,,0.3,21.3
2010-04-12,96,30.0,,0.3,28.799999999999997
2010-04-13,84,30.0,,0.3,25.2
2010-04-14,91,30.0,,0.3,27.3
2010-04-15,94,30.0,,0.3,28.2
2010-04-16,72,30.0,,0.3,21.599999999999998
2010-04-17,63,30.0,,0.3,18.9
2010-04-18,94,30.0,,0.3,28.2
2010-04-19,78,30.0,,0.3,23.4
2010-04-20,87,30.0,,0.3,26.099999999999998
2010-04-21,93,30.0,,0.3,27.9
2010-04-22,85,30.0,,0.3,25.5
2010-04-23,71,30.0,,0.3,21.3
2010-04-24,64,30.0,,0.3,19.2
2010-04-25,63,30.0,,0.3,18.9
2010-04-26,79,30.0,,0.3,23.7
2010-04-27,84,30.0,,0.3,25.2
2010-04-28,80,30.0,,0.3,24.0
2010-04-29,90,30.0,,0.3,27.0
2010-04-30,75,30.0,,0.3,22.5
2010-05-01,82,31.0,False,0.31,25.419999999999998
2010-05-02,81,31.0,,0.31,25.11
2010-05-03,90,31.0,,0.31,27.9
2010-05-04,72,31.0,,0.31,22.32
2010-05-05,84,31.0,,0.31,26.04
2010-05-06,59,31.0,,0.31,18.29
2010-05-07,85,31.0,,0.31,26.35
2010-05-08,64,31.0,,0.31,19.84
2010-05-09,95,31.0,,0.31,29.45
2010-05-10,90,31.0,,0.31,27.9
2010-05-11,73,31.0,,0.31,22.63
2010-05-12,100,31.0,,0.31,31.0
2010-05-13,83,31.0,,0.31,25.73
2010-05-14,67,31.0,,0.31,20.77
2010-05-15,46,31.0,,0.31,14.26
2010-05-16,63,31.0,,0.31,19.53
2010-05-17,78,31.0,,0.31,24.18
2010-05-18,78,31.0,,0.31,24.18
2010-05-19,90,31.0,,0.31,27.9
2010-05-20,72,31.0,,0.31,22.32
2010-05-21,63,31.0,,0.31,19.53
2010-05-22,59,31.0,,0.31,18.29
2010-05-23,51,31.0,,0.31,15.81
2010-05-24,65,31.0,,0.31,20.15
2010-05-25,44,31.0,,0.31,13.64
2010-05-26,86,31.0,,0.31,26.66
2010-05-27,57,31.0,,0.31,17.669999999999998
2010-05-28,50,31.0,,0.31,15.5
2010-05-29,26,31.0,,0.31,8.06
2010-05-30,40,31.0,,0.31,12.4
2010-05-31,39,31.0,,0.31,12.09
2010-06-01,79,25.0,False,0.25,19.75
2010-06-02,78,25.0,,0.25,19.5
2010-06-03,88,25.0,,0.25,22.0
2010-06-04,81,25.0,,0.25,20.25
2010-06-05,40,25.0,,0.25,10.0
2010-06-06,62,25.0,,0.25,15.5
2010-06-07,78,25.0,,0.25,19.5
2010-06-08,90,25.0,,0.25,22.5
2010-06-09,92,25.0,,0.25,23.0
2010-06-10,72,25.0,,0.25,18.0
2010-06-11,71,25.0,,0.25,17.75
2010-06-12,41,25.0,,0.25,10.25
2010-06-13,45,25.0,,0.25,11.25
2010-06-14,67,25.0,,0.25,16.75
2010-06-15,72,25.0,,0.25,18.0
2010-06-16,57,25.0,,0.25,14.25
2010-06-17,60,25.0,,0.25,15.0
2010-06-18,68,25.0,,0.25,17.0
2010-06-19,71,25.0,,0.25,17.75
2010-06-20,65,25.0,,0.25,16.25
2010-06-21,65,25.0,,0.25,16.25
2010-06-22,71,25.0,,0.25,17.75
2010-06-23,63,25.0,,0.25,15.75
2010-06-24,79,25.0,,0.25,19.75
2010-06-25,67,25.0,,0.25,16.75
2010-06-26,52,25.0,,0.25,13.0
2010-06-27,64,25.0,,0.25,16.0
2010-06-28,100,25.0,,0.25,25.0
2010-06-29,57,25.0,,0.25,14.25
2010-06-30,45,25.0,,0.25,11.25
2010-07-01,93,21.0,False,0.21,19.529999999999998
2010-07-02,83,21.0,,0.21,17.43
2010-07-03,68,21.0,,0.21,14.28
2010-07-04,83,21.0,,0.21,17.43
2010-07-05,58,21.0,,0.21,12.18
2010-07-06,99,21.0,,0.21,20.79
2010-07-07,91,21.0,,0.21,19.11
2010-07-08,87,21.0,,0.21,18.27
2010-07-09,90,21.0,,0.21,18.9
2010-07-10,74,21.0,,0.21,15.54
2010-07-11,62,21.0,,0.21,13.02
2010-07-12,100,21.0,,0.21,21.0
2010-07-13,85,21.0,,0.21,17.849999999999998
2010-07-14,73,21.0,,0.21,15.33
2010-07-15,81,21.0,,0.21,17.009999999999998
2010-07-16,93,21.0,,0.21,19.529999999999998
2010-07-17,86,21.0,,0.21,18.06
2010-07-18,79,21.0,,0.21,16.59
2010-07-19,98,21.0,,0.21,20.58
2010-07-20,90,21.0,,0.21,18.9
2010-07-21,83,21.0,,0.21,17.43
2010-07-22,90,21.0,,0.21,18.9
2010-07-23,93,21.0,,0.21,19.529999999999998
2010-07-24,79,21.0,,0.21,16.59
2010-07-25,81,21.0,,0.21,17.009999999999998
2010-07-26,93,21.0,,0.21,19.529999999999998
2010-07-27,81,21.0,,0.21,17.009999999999998
2010-07-28,79,21.0,,0.21,16.59
2010-07-29,98,21.0,,0.21,20.58
2010-07-30,96,21.0,,0.21,20.16
2010-07-31,84,21.0,,0.21,17.64
2010-08-01,65,23.0,False,0.23,14.950000000000001
2010-08-02,53,23.0,,0.23,12.190000000000001
2010-08-03,76,23.0,,0.23,17.48
2010-08-04,65,23.0,,0.23,14.950000000000001
2010-08-05,53,23.0,,0.23,12.190000000000001
2010-08-06,62,23.0,,0.23,14.26
2010-08-07,55,23.0,,0.23,12.65
2010-08-08,62,23.0,,0.23,14.26
2010-08-09,63,23.0,,0.23,14.49
2010-08-10,62,23.0,,0.23,14.26
2010-08-11,87,23.0,,0.23,20.01
2010-08-12,64,23.0,,0.23,14.72
2010-08-13,72,23.0,,0.23,16.560000000000002
2010-08-14,53,23.0,,0.23,12.190000000000001
2010-08-15,60,23.0,,0.23,13.8
2010-08-16,61,23.0,,0.23,14.030000000000001
2010-08-17,73,23.0,,0.23,16.79
2010-08-18,84,23.0,,0.23,19.32
2010-08-19,69,23.0,,0.23,15.870000000000001
2010-08-20,66,23.0,,0.23,15.180000000000001
2010-08-21,57,23.0,,0.23,13.110000000000001
2010-08-22,73,23.0,,0.23,16.79
2010-08-23,65,23.0,,0.23,14.950000000000001
2010-08-24,87,23.0,,0.23,20.01
2010-08-25,100,23.0,,0.23,23.0
2010-08-26,83,23.0,,0.23,19.09
2010-08-27,75,23.0,,0.23,17.25
2010-08-28,59,23.0,,0.23,13.57
2010-08-29,52,23.0,,0.23,11.96
2010-08-30,83,23.0,,0.23,19.09
2010-08-31,90,23.0,,0.23,20.7
2010-09-01,65,34.0,False,0.34,22.1
2010-09-02,68,34.0,,0.34,23.12
2010-09-03,45,34.0,,0.34,15.3
2010-09-04,52,34.0,,0.34,17.68
2010-09-05,62,34.0,,0.34,21.080000000000002
2010-09-06,50,34.0,,0.34,17.0
2010-09-07,64,34.0,,0.34,21.76
2010-09-08,72,34.0,,0.34,24.48
2010-09-09,72,34.0,,0.34,24.48
2010-09-10,63,34.0,,0.34,21.42
2010-09-11,53,34.0,,0.34,18.02
2010-09-12,52,34.0,,0.34,17.68
2010-09-13,80,34.0,,0.34,27.200000000000003
2010-09-14,96,34.0,,0.34,32.64
2010-09-15,96,34.0,,0.34,32.64
2010-09-16,88,34.0,,0.34,29.92
2010-09-17,73,34.0,,0.34,24.82
2010-09-18,33,34.0,,0.34,11.22
2010-09-19,61,34.0,,0.34,20.740000000000002
2010-09-20,100,34.0,,0.34,34.0
2010-09-21,90,34.0,,0.34,30.6
2010-09-22,86,34.0,,0.34,29.240000000000002
2010-09-23,96,34.0,,0.34,32.64
2010-09-24,75,34.0,,0.34,25.500000000000004
2010-09-25,53,34.0,,0.34,18.02
2010-09-26,75,34.0,,0.34,25.500000000000004
2010-09-27,80,34.0,,0.34,27.200000000000003
2010-09-28,95,34.0,,0.34,32.300000000000004
2010-09-29,76,34.0,,0.34,25.840000000000003
2010-09-30,80,34.0,,0.34,27.200000000000003
2010-10-01,49,46.0,False,0.46,22.540000000000003
2010-10-02,49,46.0,,0.46,22.540000000000003
2010-10-03,52,46.0,,0.46,23.92
2010-10-04,62,46.0,,0.46,28.52
2010-10-05,74,46.0,,0.46,34.04
2010-10-06,61,46.0,,0.46,28.060000000000002
2010-10-07,64,46.0,,0.46,29.44
2010-10-08,70,46.0,,0.46,32.2
2010-10-09,46,46.0,,0.46,21.16
2010-10-10,60,46.0,,0.46,27.6
2010-10-11,72,46.0,,0.46,33.120000000000005
2010-10-12,82,46.0,,0.46,37.72
2010-10-13,82,46.0,,0.46,37.72
2010-10-14,85,46.0,,0.46,39.1
2010-10-15,70,46.0,,0.46,32.2
2010-10-16,48,46.0,,0.46,22.080000000000002
2010-10-17,55,46.0,,0.46,25.3
2010-10-18,83,46.0,,0.46,38.18
2010-10-19,79,46.0,,0.46,36.34
2010-10-20,91,46.0,,0.46,41.86
2010-10-21,87,46.0,,0.46,40.02
2010-10-22,74,46.0,,0.46,34.04
2010-10-23,70,46.0,,0.46,32.2
2010-10-24,72,46.0,,0.46,33.120000000000005
2010-10-25,92,46.0,,0.46,42.32
2010-10-26,93,46.0,,0.46,42.78
2010-10-27,96,46.0,,0.46,44.160000000000004
2010-10-28,100,46.0,,0.46,46.0
2010-10-29,98,46.0,,0.46,45.080000000000005
2010-10-30,78,46.0,,0.46,35.88
2010-10-31,96,46.0,,0.46,44.160000000000004
2010-11-01,65,38.0,False,0.38,24.7
2010-11-02,77,38.0,,0.38,29.26
2010-11-03,100,38.0,,0.38,38.0
2010-11-04,38,38.0,,0.38,14.44
2010-11-05,32,38.0,,0.38,12.16
2010-11-06,21,38.0,,0.38,7.98
2010-11-07,22,38.0,,0.38,8.36
2010-11-08,30,38.0,,0.38,11.4
2010-11-09,34,38.0,,0.38,12.92
2010-11-10,21,38.0,,0.38,7.98
2010-11-11,17,38.0,,0.38,6.46
2010-11-12,25,38.0,,0.38,9.5
2010-11-13,15,38.0,,0.38,5.7
2010-11-14,21,38.0,,0.38,7.98
2010-11-15,25,38.0,,0.38,9.5
2010-11-16,28,38.0,,0.38,10.64
2010-11-17,25,38.0,,0.38,9.5
2010-11-18,26,38.0,,0.38,9.88
2010-11-19,24,38.0,,0.38,9.120000000000001
2010-11-20,19,38.0,,0.38,7.22
2010-11-21,20,38.0,,0.38,7.6
2010-11-22,21,38.0,,0.38,7.98
2010-11-23,20,38.0,,0.38,7.6
2010-11-24,11,38.0,,0.38,4.18
2010-11-25,10,38.0,,0.38,3.8
2010-11-26,12,38.0,,0.38,4.5600000000000005
2010-11-27,13,38.0,,0.38,4.94
2010-11-28,19,38.0,,0.38,7.22
2010-11-29,21,38.0,,0.38,7.98
2010-11-30,24,38.0,,0.38,9.120000000000001
2010-12-01,83,24.0,False,0.24,19.919999999999998
2010-12-02,87,24.0,,0.24,20.88
2010-12-03,75,24.0,,0.24,18.0
2010-12-04,52,24.0,,0.24,12.48
2010-12-05,51,24.0,,0.24,12.24
2010-12-06,95,24.0,,0.24,22.8
2010-12-07,88,24.0,,0.24,21.119999999999997
2010-12-08,81,24.0,,0.24,19.439999999999998
2010-12-09,100,24.0,,0.24,24.0
2010-12-10,99,24.0,,0.24,23.759999999999998
2010-12-11,65,24.0,,0.24,15.6
2010-12-12,71,24.0,,0.24,17.04
2010-12-13,92,24.0,,0.24,22.08
2010-12-14,66,24.0,,0.24,15.84
2010-12-15,94,24.0,,0.24,22.56
2010-12-16,85,24.0,,0.24,20.4
2010-12-17,72,24.0,,0.24,17.28
2010-12-18,53,24.0,,0.24,12.719999999999999
2010-12-19,66,24.0,,0.24,15.84
2010-12-20,57,24.0,,0.24,13.68
2010-12-21,61,24.0,,0.24,14.639999999999999
2010-12-22,63,24.0,,0.24,15.12
2010-12-23,34,24.0,,0.24,8.16
2010-12-24,38,24.0,,0.24,9.12
2010-12-25,45,24.0,,0.24,10.799999999999999
2010-12-26,37,24.0,,0.24,8.879999999999999
2010-12-27,45,24.0,,0.24,10.799999999999999
2010-12-28,53,24.0,,0.24,12.719999999999999
2010-12-29,61,24.0,,0.24,14.639999999999999
2010-12-30,54,24.0,,0.24,12.959999999999999
2010-12-31,43,24.0,,0.24,10.32
2011-01-01,54,27.0,False,0.27,14.580000000000002
2011-01-02,58,27.0,,0.27,15.66
2011-01-03,59,27.0,,0.27,15.930000000000001
2011-01-04,65,27.0,,0.27,17.55
2011-01-05,76,27.0,,0.27,20.520000000000003
2011-01-06,81,27.0,,0.27,21.87
2011-01-07,50,27.0,,0.27,13.5
2011-01-08,61,27.0,,0.27,16.470000000000002
2011-01-09,75,27.0,,0.27,20.25
2011-01-10,89,27.0,,0.27,24.03
2011-01-11,79,27.0,,0.27,21.330000000000002
2011-01-12,82,27.0,,0.27,22.14
2011-01-13,84,27.0,,0.27,22.68
2011-01-14,66,27.0,,0.27,17.82
2011-01-15,48,27.0,,0.27,12.96
2011-01-16,51,27.0,,0.27,13.770000000000001
2011-01-17,55,27.0,,0.27,14.850000000000001
2011-01-18,77,27.0,,0.27,20.790000000000003
2011-01-19,87,27.0,,0.27,23.490000000000002
2011-01-20,86,27.0,,0.27,23.220000000000002
2011-01-21,76,27.0,,0.27,20.520000000000003
2011-01-22,67,27.0,,0.27,18.09
2011-01-23,56,27.0,,0.27,15.120000000000001
2011-01-24,77,27.0,,0.27,20.790000000000003
2011-01-25,61,27.0,,0.27,16.470000000000002
2011-01-26,95,27.0,,0.27,25.650000000000002
2011-01-27,52,27.0,,0.27,14.040000000000001
2011-01-28,70,27.0,,0.27,18.900000000000002
2011-01-29,61,27.0,,0.27,16.470000000000002
2011-01-30,54,27.0,,0.27,14.580000000000002
2011-01-31,100,27.0,,0.27,27.0
2011-02-01,69,27.0,False,0.27,18.630000000000003
2011-02-02,83,27.0,,0.27,22.41
2011-02-03,77,27.0,,0.27,20.790000000000003
2011-02-04,49,27.0,,0.27,13.23
2011-02-05,59,27.0,,0.27,15.930000000000001
2011-02-06,62,27.0,,0.27,16.740000000000002
2011-02-07,80,27.0,,0.27,21.6
2011-02-08,73,27.0,,0.27,19.71
2011-02-09,94,27.0,,0.27,25.380000000000003
2011-02-10,63,27.0,,0.27,17.01
2011-02-11,70,27.0,,0.27,18.900000000000002
2011-02-12,49,27.0,,0.27,13.23
2011-02-13,48,27.0,,0.27,12.96
2011-02-14,82,27.0,,0.27,22.14
2011-02-15,73,27.0,,0.27,19.71
2011-02-16,81,27.0,,0.27,21.87
2011-02-17,73,27.0,,0.27,19.71
2011-02-18,77,27.0,,0.27,20.790000000000003
2011-02-19,52,27.0,,0.27,14.040000000000001
2011-02-20,63,27.0,,0.27,17.01
2011-02-21,70,27.0,,0.27,18.900000000000002
2011-02-22,71,27.0,,0.27,19.17
2011-02-23,80,27.0,,0.27,21.6
2011-02-24,100,27.0,,0.27,27.0
2011-02-25,69,27.0,,0.27,18.630000000000003
2011-02-26,57,27.0,,0.27,15.39
2011-02-27,52,27.0,,0.27,14.040000000000001
2011-02-28,74,27.0,,0.27,19.98
2011-03-01,75,26.0,False,0.26,19.5
2011-03-02,95,26.0,,0.26,24.7
2011-03-03,92,26.0,,0.26,23.92
2011-03-04,91,26.0,,0.26,23.66
2011-03-05,60,26.0,,0.26,15.600000000000001
2011-03-06,77,26.0,,0.26,20.02
2011-03-07,88,26.0,,0.26,22.880000000000003
2011-03-08,77,26.0,,0.26,20.02
2011-03-09,82,26.0,,0.26,21.32
2011-03-10,100,26.0,,0.26,26.0
2011-03-11,80,26.0,,0.26,20.8
2011-03-12,48,26.0,,0.26,12.48
2011-03-13,57,26.0,,0.26,14.82
2011-03-14,77,26.0,,0.26,20.02
2011-03-15,75,26.0,,0.26,19.5
2011-03-16,77,26.0,,0.26,20.02
2011-03-17,64,26.0,,0.26,16.64
2011-03-18,73,26.0,,0.26,18.98
2011-03-19,60,26.0,,0.26,15.600000000000001
2011-03-20,58,26.0,,0.26,15.08
2011-03-21,77,26.0,,0.26,20.02
2011-03-22,77,26.0,,0.26,20.02
2011-03-23,69,26.0,,0.26,17.94
2011-03-24,79,26.0,,0.26,20.54
2011-03-25,49,26.0,,0.26,12.74
2011-03-26,49,26.0,,0.26,12.74
2011-03-27,55,26.0,,0.26,14.3
2011-03-28,86,26.0,,0.26,22.36
2011-03-29,86,26.0,,0.26,22.36
2011-03-30,70,26.0,,0.26,18.2
2011-03-31,77,26.0,,0.26,20.02
2011-04-01,62,27.0,False,0.27,16.740000000000002
2011-04-02,56,27.0,,0.27,15.120000000000001
2011-04-03,48,27.0,,0.27,12.96
2011-04-04,73,27.0,,0.27,19.71
2011-04-05,86,27.0,,0.27,23.220000000000002
2011-04-06,100,27.0,,0.27,27.0
2011-04-07,66,27.0,,0.27,17.82
2011-04-08,77,27.0,,0.27,20.790000000000003
2011-04-09,56,27.0,,0.27,15.120000000000001
2011-04-10,76,27.0,,0.27,20.520000000000003
2011-04-11,76,27.0,,0.27,20.520000000000003
2011-04-12,73,27.0,,0.27,19.71
2011-04-13,78,27.0,,0.27,21.060000000000002
2011-04-14,77,27.0,,0.27,20.790000000000003
2011-04-15,69,27.0,,0.27,18.630000000000003
2011-04-16,52,27.0,,0.27,14.040000000000001
2011-04-17,39,27.0,,0.27,10.530000000000001
2011-04-18,62,27.0,,0.27,16.740000000000002
2011-04-19,68,27.0,,0.27,18.36
2011-04-20,66,27.0,,0.27,17.82
2011-04-21,72,27.0,,0.27,19.44
2011-04-22,55,27.0,,0.27,14.850000000000001
2011-04-23,42,27.0,,0.27,11.34
2011-04-24,64,27.0,,0.27,17.28
2011-04-25,78,27.0,,0.27,21.060000000000002
2011-04-26,77,27.0,,0.27,20.790000000000003
2011-04-27,71,27.0,,0.27,19.17
2011-04-28,79,27.0,,0.27,21.330000000000002
2011-04-29,69,27.0,,0.27,18.630000000000003
2011-04-30,62,27.0,,0.27,16.740000000000002
2011-05-01,63,26.0,False,0.26,16.38
2011-05-02,100,26.0,,0.26,26.0
2011-05-03,92,26.0,,0.26,23.92
2011-05-04,84,26.0,,0.26,21.84
2011-05-05,83,26.0,,0.26,21.580000000000002
2011-05-06,66,26.0,,0.26,17.16
2011-05-07,59,26.0,,0.26,15.34
2011-05-08,67,26.0,,0.26,17.42
2011-05-09,92,26.0,,0.26,23.92
2011-05-10,67,26.0,,0.26,17.42
2011-05-11,75,26.0,,0.26,19.5
2011-05-12,72,26.0,,0.26,18.72
2011-05-13,58,26.0,,0.26,15.08
2011-05-14,53,26.0,,0.26,13.780000000000001
2011-05-15,57,26.0,,0.26,14.82
2011-05-16,72,26.0,,0.26,18.72
2011-05-17,65,26.0,,0.26,16.900000000000002
2011-05-18,73,26.0,,0.26,18.98
2011-05-19,63,26.0,,0.26,16.38
2011-05-20,61,26.0,,0.26,15.860000000000001
2011-05-21,45,26.0,,0.26,11.700000000000001
2011-05-22,42,26.0,,0.26,10.92
2011-05-23,63,26.0,,0.26,16.38
2011-05-24,68,26.0,,0.26,17.68
2011-05-25,57,26.0,,0.26,14.82
2011-05-26,49,26.0,,0.26,12.74
2011-05-27,61,26.0,,0.26,15.860000000000001
2011-05-28,41,26.0,,0.26,10.66
2011-05-29,45,26.0,,0.26,11.700000000000001
2011-05-30,60,26.0,,0.26,15.600000000000001
2011-05-31,58,26.0,,0.26,15.08
2011-06-01,98,20.0,False,0.2,19.6
2011-06-02,91,20.0,,0.2,18.2
2011-06-03,88,20.0,,0.2,17.6
2011-06-04,55,20.0,,0.2,11.0
2011-06-05,54,20.0,,0.2,10.8
2011-06-06,79,20.0,,0.2,15.8
2011-06-07,92,20.0,,0.2,18.400000000000002
2011-06-08,91,20.0,,0.2,18.2
2011-06-09,79,20.0,,0.2,15.8
2011-06-10,88,20.0,,0.2,17.6
2011-06-11,80,20.0,,0.2,16.0
2011-06-12,71,20.0,,0.2,14.200000000000001
2011-06-13,65,20.0,,0.2,13.0
2011-06-14,82,20.0,,0.2,16.400000000000002
2011-06-15,89,20.0,,0.2,17.8
2011-06-16,76,20.0,,0.2,15.200000000000001
2011-06-17,95,20.0,,0.2,19.0
2011-06-18,100,20.0,,0.2,20.0
2011-06-19,66,20.0,,0.2,13.200000000000001
2011-06-20,68,20.0,,0.2,13.600000000000001
2011-06-21,70,20.0,,0.2,14.0
2011-06-22,74,20.0,,0.2,14.8
2011-06-23,83,20.0,,0.2,16.6
2011-06-24,72,20.0,,0.2,14.4
2011-06-25,67,20.0,,0.2,13.4
2011-06-26,71,20.0,,0.2,14.200000000000001
2011-06-27,69,20.0,,0.2,13.8
2011-06-28,99,20.0,,0.2,19.8
2011-06-29,78,20.0,,0.2,15.600000000000001
2011-06-30,89,20.0,,0.2,17.8
2011-07-01,64,21.0,False,0.21,13.44
2011-07-02,59,21.0,,0.21,12.389999999999999
2011-07-03,62,21.0,,0.21,13.02
2011-07-04,65,21.0,,0.21,13.65
2011-07-05,83,21.0,,0.21,17.43
2011-07-06,74,21.0,,0.21,15.54
2011-07-07,73,21.0,,0.21,15.33
2011-07-08,79,21.0,,0.21,16.59
2011-07-09,73,21.0,,0.21,15.33
2011-07-10,71,21.0,,0.21,14.91
2011-07-11,78,21.0,,0.21,16.38
2011-07-12,79,21.0,,0.21,16.59
2011-07-13,82,21.0,,0.21,17.22
2011-07-14,77,21.0,,0.21,16.169999999999998
2011-07-15,100,21.0,,0.21,21.0
2011-07-16,63,21.0,,0.21,13.229999999999999
2011-07-17,69,21.0,,0.21,14.49
2011-07-18,67,21.0,,0.21,14.07
2011-07-19,86,21.0,,0.21,18.06
2011-07-20,71,21.0,,0.21,14.91
2011-07-21,77,21.0,,0.21,16.169999999999998
2011-07-22,72,21.0,,0.21,15.12
2011-07-23,81,21.0,,0.21,17.009999999999998
2011-07-24,87,21.0,,0.21,18.27
2011-07-25,82,21.0,,0.21,17.22
2011-07-26,78,21.0,,0.21,16.38
2011-07-27,96,21.0,,0.21,20.16
2011-07-28,97,21.0,,0.21,20.37
2011-07-29,81,21.0,,0.21,17.009999999999998
2011-07-30,90,21.0,,0.21,18.9
2011-07-31,78,21.0,,0.21,16.38
2011-08-01,69,24.0,False,0.24,16.56
2011-08-02,54,24.0,,0.24,12.959999999999999
2011-08-03,56,24.0,,0.24,13.44
2011-08-04,80,24.0,,0.24,19.2
2011-08-05,62,24.0,,0.24,14.879999999999999
2011-08-06,62,24.0,,0.24,14.879999999999999
2011-08-07,75,24.0,,0.24,18.0
2011-08-08,56,24.0,,0.24,13.44
2011-08-09,61,24.0,,0.24,14.639999999999999
2011-08-10,92,24.0,,0.24,22.08
2011-08-11,69,24.0,,0.24,16.56
2011-08-12,80,24.0,,0.24,19.2
2011-08-13,59,24.0,,0.24,14.16
2011-08-14,72,24.0,,0.24,17.28
2011-08-15,60,24.0,,0.24,14.399999999999999
2011-08-16,75,24.0,,0.24,18.0
2011-08-17,70,24.0,,0.24,16.8
2011-08-18,62,24.0,,0.24,14.879999999999999
2011-08-19,69,24.0,,0.24,16.56
2011-08-20,60,24.0,,0.24,14.399999999999999
2011-08-21,78,24.0,,0.24,18.72
2011-08-22,63,24.0,,0.24,15.12
2011-08-23,81,24.0,,0.24,19.439999999999998
2011-08-24,84,24.0,,0.24,20.16
2011-08-25,84,24.0,,0.24,20.16
2011-08-26,86,24.0,,0.24,20.64
2011-08-27,56,24.0,,0.24,13.44
2011-08-28,47,24.0,,0.24,11.28
2011-08-29,88,24.0,,0.24,21.119999999999997
2011-08-30,100,24.0,,0.24,24.0
