date,politics_unscaled,politics_monthly,isPartial,scale,politics
2019-10-07,69,33.0,,0.33,22.77
2019-10-08,100,33.0,,0.33,33.0
2019-10-09,95,33.0,,0.33,31.35
2019-10-10,82,33.0,,0.33,27.060000000000002
2019-10-11,88,33.0,,0.33,29.040000000000003
2019-10-12,50,33.0,,0.33,16.5
2019-10-13,56,33.0,,0.33,18.48
2019-10-14,72,33.0,,0.33,23.76
2019-10-15,91,33.0,,0.33,30.03
2019-10-16,86,33.0,,0.33,28.380000000000003
2019-10-17,85,33.0,,0.33,28.05
2019-10-18,81,33.0,,0.33,26.73
2019-10-19,53,33.0,,0.33,17.490000000000002
2019-10-20,62,33.0,,0.33,20.46
2019-10-21,84,33.0,,0.33,27.720000000000002
2019-10-22,92,33.0,,0.33,30.360000000000003
2019-10-23,78,33.0,,0.33,25.740000000000002
2019-10-24,66,33.0,,0.33,21.78
2019-10-25,75,33.0,,0.33,24.75
2019-10-26,53,33.0,,0.33,17.490000000000002
2019-10-27,66,33.0,,0.33,21.78
2019-10-28,86,33.0,,0.33,28.380000000000003
2019-10-29,81,33.0,,0.33,26.73
2019-10-30,70,33.0,,0.33,23.1
2019-10-31,87,33.0,,0.33,28.71
2019-11-01,66,32.0,False,0.32,21.12
2019-11-02,52,32.0,,0.32,16.64
2019-11-03,64,32.0,,0.32,20.48
2019-11-04,66,32.0,,0.32,21.12
2019-11-05,80,32.0,,0.32,25.6
2019-11-06,100,32.0,,0.32,32.0
2019-11-07,79,32.0,,0.32,25.28
2019-11-08,70,32.0,,0.32,22.400000000000002
2019-11-09,60,32.0,,0.32,19.2
2019-11-10,52,32.0,,0.32,16.64
2019-11-11,69,32.0,,0.32,22.080000000000002
2019-11-12,71,32.0,,0.32,22.72
2019-11-13,71,32.0,,0.32,22.72
2019-11-14,69,32.0,,0.32,22.080000000000002
2019-11-15,66,32.0,,0.32,21.12
2019-11-16,53,32.0,,0.32,16.96
2019-11-17,62,32.0,,0.32,19.84
2019-11-18,76,32.0,,0.32,24.32
2019-11-19,73,32.0,,0.32,23.36
2019-11-20,84,32.0,,0.32,26.88
2019-11-21,91,32.0,,0.32,29.12
2019-11-22,70,32.0,,0.32,22.400000000000002
2019-11-23,45,32.0,,0.32,14.4
2019-11-24,51,32.0,,0.32,16.32
2019-11-25,66,32.0,,0.32,21.12
2019-11-26,70,32.0,,0.32,22.400000000000002
2019-11-27,56,32.0,,0.32,17.92
2019-11-28,43,32.0,,0.32,13.76
2019-11-29,37,32.0,,0.32,11.84
2019-11-30,42,32.0,,0.32,13.44
2019-12-01,46,28.0,False,0.28,12.88
2019-12-02,69,28.0,,0.28,19.32
2019-12-03,76,28.0,,0.28,21.28
2019-12-04,84,28.0,,0.28,23.520000000000003
2019-12-05,73,28.0,,0.28,20.44
2019-12-06,71,28.0,,0.28,19.880000000000003
2019-12-07,49,28.0,,0.28,13.72
2019-12-08,49,28.0,,0.28,13.72
2019-12-09,79,28.0,,0.28,22.12
2019-12-10,84,28.0,,0.28,23.520000000000003
2019-12-11,78,28.0,,0.28,21.840000000000003
2019-12-12,95,28.0,,0.28,26.6
2019-12-13,82,28.0,,0.28,22.96
2019-12-14,55,28.0,,0.28,15.400000000000002
2019-12-15,52,28.0,,0.28,14.560000000000002
2019-12-16,64,28.0,,0.28,17.92
2019-12-17,82,28.0,,0.28,22.96
2019-12-18,82,28.0,,0.28,22.96
2019-12-19,100,28.0,,0.28,28.000000000000004
2019-12-20,79,28.0,,0.28,22.12
2019-12-21,59,28.0,,0.28,16.520000000000003
2019-12-22,52,28.0,,0.28,14.560000000000002
2019-12-23,56,28.0,,0.28,15.680000000000001
2019-12-24,56,28.0,,0.28,15.680000000000001
2019-12-25,48,28.0,,0.28,13.440000000000001
2019-12-26,51,28.0,,0.28,14.280000000000001
2019-12-27,46,28.0,,0.28,12.88
2019-12-28,50,28.0,,0.28,14.000000000000002
2019-12-29,45,28.0,,0.28,12.600000000000001
2019-12-30,46,28.0,,0.28,12.88
2019-12-31,48,28.0,,0.28,13.440000000000001
2020-01-01,49,32.0,False,0.32,15.68
2020-01-02,58,32.0,,0.32,18.56
2020-01-03,74,32.0,,0.32,23.68
2020-01-04,60,32.0,,0.32,19.2
2020-01-05,61,32.0,,0.32,19.52
2020-01-06,90,32.0,,0.32,28.8
2020-01-07,86,32.0,,0.32,27.52
2020-01-08,88,32.0,,0.32,28.16
2020-01-09,84,32.0,,0.32,26.88
2020-01-10,77,32.0,,0.32,24.64
2020-01-11,60,32.0,,0.32,19.2
2020-01-12,57,32.0,,0.32,18.240000000000002
2020-01-13,79,32.0,,0.32,25.28
2020-01-14,80,32.0,,0.32,25.6
2020-01-15,92,32.0,,0.32,29.44
2020-01-16,92,32.0,,0.32,29.44
2020-01-17,78,32.0,,0.32,24.96
2020-01-18,62,32.0,,0.32,19.84
2020-01-19,51,32.0,,0.32,16.32
2020-01-20,67,32.0,,0.32,21.44
2020-01-21,100,32.0,,0.32,32.0
2020-01-22,97,32.0,,0.32,31.04
2020-01-23,89,32.0,,0.32,28.48
2020-01-24,86,32.0,,0.32,27.52
2020-01-25,67,32.0,,0.32,21.44
2020-01-26,66,32.0,,0.32,21.12
2020-01-27,88,32.0,,0.32,28.16
2020-01-28,90,32.0,,0.32,28.8
2020-01-29,91,32.0,,0.32,29.12
2020-01-30,94,32.0,,0.32,30.080000000000002
2020-01-31,95,32.0,,0.32,30.400000000000002
2020-02-01,55,42.0,False,0.42,23.099999999999998
2020-02-02,44,42.0,,0.42,18.48
2020-02-03,69,42.0,,0.42,28.98
2020-02-04,85,42.0,,0.42,35.699999999999996
2020-02-05,97,42.0,,0.42,40.74
2020-02-06,81,42.0,,0.42,34.019999999999996
2020-02-07,81,42.0,,0.42,34.019999999999996
2020-02-08,51,42.0,,0.42,21.419999999999998
2020-02-09,62,42.0,,0.42,26.04
2020-02-10,67,42.0,,0.42,28.14
2020-02-11,75,42.0,,0.42,31.5
2020-02-12,100,42.0,,0.42,42.0
2020-02-13,73,42.0,,0.42,30.66
2020-02-14,70,42.0,,0.42,29.4
2020-02-15,46,42.0,,0.42,19.32
2020-02-16,56,42.0,,0.42,23.52
2020-02-17,72,42.0,,0.42,30.24
2020-02-18,73,42.0,,0.42,30.66
2020-02-19,74,42.0,,0.42,31.08
2020-02-20,71,42.0,,0.42,29.82
2020-02-21,67,42.0,,0.42,28.14
2020-02-22,59,42.0,,0.42,24.779999999999998
2020-02-23,80,42.0,,0.42,33.6
2020-02-24,76,42.0,,0.42,31.919999999999998
2020-02-25,73,42.0,,0.42,30.66
2020-02-26,78,42.0,,0.42,32.76
2020-02-27,67,42.0,,0.42,28.14
2020-02-28,72,42.0,,0.42,30.24
2020-02-29,55,42.0,,0.42,23.099999999999998
2020-03-01,56,35.0,False,0.35,19.599999999999998
2020-03-02,77,35.0,,0.35,26.95
2020-03-03,76,35.0,,0.35,26.599999999999998
2020-03-04,100,35.0,,0.35,35.0
2020-03-05,68,35.0,,0.35,23.799999999999997
2020-03-06,57,35.0,,0.35,19.95
2020-03-07,43,35.0,,0.35,15.049999999999999
2020-03-08,47,35.0,,0.35,16.45
2020-03-09,53,35.0,,0.35,18.549999999999997
2020-03-10,52,35.0,,0.35,18.2
2020-03-11,59,35.0,,0.35,20.65
2020-03-12,50,35.0,,0.35,17.5
2020-03-13,41,35.0,,0.35,14.35
2020-03-14,35,35.0,,0.35,12.25
2020-03-15,34,35.0,,0.35,11.899999999999999
2020-03-16,47,35.0,,0.35,16.45
2020-03-17,38,35.0,,0.35,13.299999999999999
2020-03-18,40,35.0,,0.35,14.0
2020-03-19,37,35.0,,0.35,12.95
2020-03-20,36,35.0,,0.35,12.6
2020-03-21,30,35.0,,0.35,10.5
2020-03-22,39,35.0,,0.35,13.649999999999999
2020-03-23,37,35.0,,0.35,12.95
2020-03-24,46,35.0,,0.35,16.099999999999998
2020-03-25,47,35.0,,0.35,16.45
2020-03-26,38,35.0,,0.35,13.299999999999999
2020-03-27,47,35.0,,0.35,16.45
2020-03-28,35,35.0,,0.35,12.25
2020-03-29,37,35.0,,0.35,12.95
2020-03-30,42,35.0,,0.35,14.7
2020-03-31,39,35.0,,0.35,13.649999999999999
2020-04-01,78,29.0,False,0.29,22.619999999999997
2020-04-02,83,29.0,,0.29,24.069999999999997
2020-04-03,80,29.0,,0.29,23.2
2020-04-04,75,29.0,,0.29,21.75
2020-04-05,82,29.0,,0.29,23.779999999999998
2020-04-06,86,29.0,,0.29,24.939999999999998
2020-04-07,85,29.0,,0.29,24.65
2020-04-08,100,29.0,,0.29,28.999999999999996
2020-04-09,93,29.0,,0.29,26.97
2020-04-10,79,29.0,,0.29,22.91
2020-04-11,79,29.0,,0.29,22.91
2020-04-12,69,29.0,,0.29,20.009999999999998
2020-04-13,89,29.0,,0.29,25.81
2020-04-14,100,29.0,,0.29,28.999999999999996
2020-04-15,76,29.0,,0.29,22.04
2020-04-16,84,29.0,,0.29,24.36
2020-04-17,91,29.0,,0.29,26.389999999999997
2020-04-18,76,29.0,,0.29,22.04
2020-04-19,82,29.0,,0.29,23.779999999999998
2020-04-20,93,29.0,,0.29,26.97
2020-04-21,81,29.0,,0.29,23.49
2020-04-22,94,29.0,,0.29,27.259999999999998
2020-04-23,85,29.0,,0.29,24.65
2020-04-24,85,29.0,,0.29,24.65
2020-04-25,78,29.0,,0.29,22.619999999999997
2020-04-26,92,29.0,,0.29,26.68
2020-04-27,93,29.0,,0.29,26.97
2020-04-28,83,29.0,,0.29,24.069999999999997
2020-04-29,99,29.0,,0.29,28.709999999999997
2020-04-30,91,29.0,,0.29,26.389999999999997
2020-05-01,89,29.0,False,0.29,25.81
2020-05-02,73,29.0,,0.29,21.169999999999998
2020-05-03,79,29.0,,0.29,22.91
2020-05-04,82,29.0,,0.29,23.779999999999998
2020-05-05,87,29.0,,0.29,25.229999999999997
2020-05-06,85,29.0,,0.29,24.65
2020-05-07,95,29.0,,0.29,27.549999999999997
2020-05-08,79,29.0,,0.29,22.91
2020-05-09,77,29.0,,0.29,22.33
2020-05-10,80,29.0,,0.29,23.2
2020-05-11,98,29.0,,0.29,28.419999999999998
2020-05-12,93,29.0,,0.29,26.97
2020-05-13,94,29.0,,0.29,27.259999999999998
2020-05-14,97,29.0,,0.29,28.13
2020-05-15,90,29.0,,0.29,26.099999999999998
2020-05-16,78,29.0,,0.29,22.619999999999997
2020-05-17,85,29.0,,0.29,24.65
2020-05-18,81,29.0,,0.29,23.49
2020-05-19,79,29.0,,0.29,22.91
2020-05-20,79,29.0,,0.29,22.91
2020-05-21,84,29.0,,0.29,24.36
2020-05-22,75,29.0,,0.29,21.75
2020-05-23,72,29.0,,0.29,20.88
2020-05-24,68,29.0,,0.29,19.72
2020-05-25,76,29.0,,0.29,22.04
2020-05-26,79,29.0,,0.29,22.91
2020-05-27,70,29.0,,0.29,20.299999999999997
2020-05-28,87,29.0,,0.29,25.229999999999997
2020-05-29,90,29.0,,0.29,26.099999999999998
2020-05-30,82,29.0,,0.29,23.779999999999998
2020-05-31,100,29.0,,0.29,28.999999999999996
2020-06-01,92,34.0,False,0.34,31.28
2020-06-02,98,34.0,,0.34,33.32
2020-06-03,100,34.0,,0.34,34.0
2020-06-04,94,34.0,,0.34,31.96
2020-06-05,94,34.0,,0.34,31.96
2020-06-06,85,34.0,,0.34,28.900000000000002
2020-06-07,93,34.0,,0.34,31.62
2020-06-08,89,34.0,,0.34,30.26
2020-06-09,91,34.0,,0.34,30.94
2020-06-10,85,34.0,,0.34,28.900000000000002
2020-06-11,79,34.0,,0.34,26.860000000000003
2020-06-12,85,34.0,,0.34,28.900000000000002
2020-06-13,82,34.0,,0.34,27.880000000000003
2020-06-14,84,34.0,,0.34,28.560000000000002
2020-06-15,81,34.0,,0.34,27.540000000000003
2020-06-16,83,34.0,,0.34,28.220000000000002
2020-06-17,81,34.0,,0.34,27.540000000000003
2020-06-18,79,34.0,,0.34,26.860000000000003
2020-06-19,80,34.0,,0.34,27.200000000000003
2020-06-20,82,34.0,,0.34,27.880000000000003
2020-06-21,88,34.0,,0.34,29.92
2020-06-22,87,34.0,,0.34,29.580000000000002
2020-06-23,91,34.0,,0.34,30.94
2020-06-24,88,34.0,,0.34,29.92
2020-06-25,89,34.0,,0.34,30.26
2020-06-26,94,34.0,,0.34,31.96
2020-06-27,74,34.0,,0.34,25.16
2020-06-28,82,34.0,,0.34,27.880000000000003
2020-06-29,86,34.0,,0.34,29.240000000000002
2020-06-30,87,34.0,,0.34,29.580000000000002
2020-07-01,78,34.0,False,0.34,26.520000000000003
2020-07-02,80,34.0,,0.34,27.200000000000003
2020-07-03,75,34.0,,0.34,25.500000000000004
2020-07-04,68,34.0,,0.34,23.12
2020-07-05,100,34.0,,0.34,34.0
2020-07-06,90,34.0,,0.34,30.6
2020-07-07,90,34.0,,0.34,30.6
2020-07-08,78,34.0,,0.34,26.520000000000003
2020-07-09,86,34.0,,0.34,29.240000000000002
2020-07-10,75,34.0,,0.34,25.500000000000004
2020-07-11,83,34.0,,0.34,28.220000000000002
2020-07-12,74,34.0,,0.34,25.16
2020-07-13,91,34.0,,0.34,30.94
2020-07-14,73,34.0,,0.34,24.82
2020-07-15,85,34.0,,0.34,28.900000000000002
2020-07-16,83,34.0,,0.34,28.220000000000002
2020-07-17,83,34.0,,0.34,28.220000000000002
2020-07-18,78,34.0,,0.34,26.520000000000003
2020-07-19,92,34.0,,0.34,31.28
2020-07-20,91,34.0,,0.34,30.94
2020-07-21,76,34.0,,0.34,25.840000000000003
2020-07-22,85,34.0,,0.34,28.900000000000002
2020-07-23,65,34.0,,0.34,22.1
2020-07-24,84,34.0,,0.34,28.560000000000002
2020-07-25,70,34.0,,0.34,23.8
2020-07-26,80,34.0,,0.34,27.200000000000003
2020-07-27,77,34.0,,0.34,26.180000000000003
2020-07-28,89,34.0,,0.34,30.26
2020-07-29,87,34.0,,0.34,29.580000000000002
2020-07-30,83,34.0,,0.34,28.220000000000002
2020-07-31,86,34.0,,0.34,29.240000000000002
2020-08-01,58,41.0,False,0.41,23.779999999999998
2020-08-02,58,41.0,,0.41,23.779999999999998
2020-08-03,59,41.0,,0.41,24.189999999999998
2020-08-04,60,41.0,,0.41,24.599999999999998
2020-08-05,67,41.0,,0.41,27.47
2020-08-06,61,41.0,,0.41,25.009999999999998
2020-08-07,62,41.0,,0.41,25.419999999999998
2020-08-08,60,41.0,,0.41,24.599999999999998
2020-08-09,57,41.0,,0.41,23.369999999999997
2020-08-10,58,41.0,,0.41,23.779999999999998
2020-08-11,68,41.0,,0.41,27.88
2020-08-12,89,41.0,,0.41,36.489999999999995
2020-08-13,75,41.0,,0.41,30.749999999999996
2020-08-14,70,41.0,,0.41,28.7
2020-08-15,60,41.0,,0.41,24.599999999999998
2020-08-16,65,41.0,,0.41,26.65
2020-08-17,71,41.0,,0.41,29.11
2020-08-18,84,41.0,,0.41,34.44
2020-08-19,73,41.0,,0.41,29.93
2020-08-20,83,41.0,,0.41,34.03
2020-08-21,85,41.0,,0.41,34.85
2020-08-22,74,41.0,,0.41,30.34
2020-08-23,71,41.0,,0.41,29.11
2020-08-24,79,41.0,,0.41,32.39
2020-08-25,89,41.0,,0.41,36.489999999999995
2020-08-26,84,41.0,,0.41,34.44
2020-08-27,87,41.0,,0.41,35.669999999999995
2020-08-28,97,41.0,,0.41,39.769999999999996
2020-08-29,84,41.0,,0.41,34.44
2020-08-30,97,41.0,,0.41,39.769999999999996
2020-08-31,100,41.0,,0.41,41.0
2020-09-01,66,51.0,False,0.51,33.660000000000004
2020-09-02,57,51.0,,0.51,29.07
2020-09-03,52,51.0,,0.51,26.52
2020-09-04,51,51.0,,0.51,26.01
2020-09-05,48,51.0,,0.51,24.48
2020-09-06,51,51.0,,0.51,26.01
2020-09-07,50,51.0,,0.51,25.5
2020-09-08,51,51.0,,0.51,26.01
2020-09-09,56,51.0,,0.51,28.560000000000002
2020-09-10,58,51.0,,0.51,29.580000000000002
2020-09-11,54,51.0,,0.51,27.54
2020-09-12,44,51.0,,0.51,22.44
2020-09-13,42,51.0,,0.51,21.42
2020-09-14,55,51.0,,0.51,28.05
2020-09-15,54,51.0,,0.51,27.54
2020-09-16,56,51.0,,0.51,28.560000000000002
2020-09-17,56,51.0,,0.51,28.560000000000002
2020-09-18,55,51.0,,0.51,28.05
2020-09-19,62,51.0,,0.51,31.62
2020-09-20,52,51.0,,0.51,26.52
2020-09-21,58,51.0,,0.51,29.580000000000002
2020-09-22,62,51.0,,0.51,31.62
2020-09-23,63,51.0,,0.51,32.13
2020-09-24,64,51.0,,0.51,32.64
2020-09-25,57,51.0,,0.51,29.07
2020-09-26,47,51.0,,0.51,23.97
2020-09-27,53,51.0,,0.51,27.03
2020-09-28,61,51.0,,0.51,31.11
2020-09-29,68,51.0,,0.51,34.68
2020-09-30,100,51.0,,0.51,51.0
2020-10-01,54,71.0,False,0.71,38.339999999999996
2020-10-02,56,71.0,,0.71,39.76
2020-10-03,45,71.0,,0.71,31.95
2020-10-04,52,71.0,,0.71,36.92
2020-10-05,57,71.0,,0.71,40.47
2020-10-06,55,71.0,,0.71,39.05
2020-10-07,57,71.0,,0.71,40.47
2020-10-08,100,71.0,,0.71,71.0
2020-10-09,60,71.0,,0.71,42.599999999999994
2020-10-10,49,71.0,,0.71,34.79
2020-10-11,58,71.0,,0.71,41.18
2020-10-12,52,71.0,,0.71,36.92
2020-10-13,59,71.0,,0.71,41.89
2020-10-14,56,71.0,,0.71,39.76
2020-10-15,55,71.0,,0.71,39.05
2020-10-16,57,71.0,,0.71,40.47
2020-10-17,45,71.0,,0.71,31.95
2020-10-18,47,71.0,,0.71,33.37
2020-10-19,64,71.0,,0.71,45.44
2020-10-20,64,71.0,,0.71,45.44
2020-10-21,72,71.0,,0.71,51.12
2020-10-22,66,71.0,,0.71,46.86
2020-10-23,86,71.0,,0.71,61.059999999999995
2020-10-24,55,71.0,,0.71,39.05
2020-10-25,66,71.0,,0.71,46.86
2020-10-26,68,71.0,,0.71,48.28
2020-10-27,78,71.0,,0.71,55.379999999999995
2020-10-28,77,71.0,,0.71,54.669999999999995
2020-10-29,71,71.0,,0.71,50.41
2020-10-30,74,71.0,,0.71,52.54
2020-10-31,71,71.0,,0.71,50.41
2020-11-01,23,79.0,True,0.79,18.17
2020-11-02,29,79.0,,0.79,22.91
2020-11-03,37,79.0,,0.79,29.23
2020-11-04,38,79.0,,0.79,30.020000000000003
2020-11-05,24,79.0,,0.79,18.96
2020-11-06,21,79.0,,0.79,16.59
2020-11-07,20,79.0,,0.79,15.8
2020-11-08,18,79.0,,0.79,14.22
2020-11-09,17,79.0,,0.79,13.43
2020-11-10,100,79.0,,0.79,79.0
2020-11-11,38,79.0,,0.79,30.020000000000003
2020-11-12,25,79.0,,0.79,19.75
2020-11-13,20,79.0,,0.79,15.8
2020-11-14,14,79.0,,0.79,11.06
2020-11-15,12,79.0,,0.79,9.48
2020-11-16,13,79.0,,0.79,10.27
2020-11-17,13,79.0,,0.79,10.27
2020-11-18,12,79.0,,0.79,9.48
2020-11-19,11,79.0,,0.79,8.690000000000001
2020-11-20,11,79.0,,0.79,8.690000000000001
2020-11-21,10,79.0,,0.79,7.9
2020-11-22,8,79.0,,0.79,6.32
2020-11-23,10,79.0,,0.79,7.9
2020-11-24,10,79.0,,0.79,7.9
2020-11-25,8,79.0,,0.79,6.32
2020-11-26,7,79.0,,0.79,5.53
2020-11-27,7,79.0,,0.79,5.53
2020-11-28,7,79.0,,0.79,5.53
2020-11-29,7,79.0,,0.79,5.53
