date,society_unscaled,society_monthly,isPartial,scale,society
2018-06-10,84,54.0,,0.54,45.36
2018-06-11,96,54.0,,0.54,51.84
2018-06-12,93,54.0,,0.54,50.220000000000006
2018-06-13,93,54.0,,0.54,50.220000000000006
2018-06-14,92,54.0,,0.54,49.68000000000001
2018-06-15,90,54.0,,0.54,48.6
2018-06-16,94,54.0,,0.54,50.760000000000005
2018-06-17,93,54.0,,0.54,50.220000000000006
2018-06-18,96,54.0,,0.54,51.84
2018-06-19,89,54.0,,0.54,48.06
2018-06-20,88,54.0,,0.54,47.52
2018-06-21,93,54.0,,0.54,50.220000000000006
2018-06-22,92,54.0,,0.54,49.68000000000001
2018-06-23,90,54.0,,0.54,48.6
2018-06-24,82,54.0,,0.54,44.28
2018-06-25,93,54.0,,0.54,50.220000000000006
2018-06-26,96,54.0,,0.54,51.84
2018-06-27,92,54.0,,0.54,49.68000000000001
2018-06-28,100,54.0,,0.54,54.0
2018-06-29,89,54.0,,0.54,48.06
2018-06-30,83,54.0,,0.54,44.82
2018-07-01,79,53.0,False,0.53,41.870000000000005
2018-07-02,92,53.0,,0.53,48.760000000000005
2018-07-03,91,53.0,,0.53,48.230000000000004
2018-07-04,78,53.0,,0.53,41.34
2018-07-05,92,53.0,,0.53,48.760000000000005
2018-07-06,92,53.0,,0.53,48.760000000000005
2018-07-07,88,53.0,,0.53,46.64
2018-07-08,88,53.0,,0.53,46.64
2018-07-09,92,53.0,,0.53,48.760000000000005
2018-07-10,100,53.0,,0.53,53.0
2018-07-11,97,53.0,,0.53,51.410000000000004
2018-07-12,95,53.0,,0.53,50.35
2018-07-13,90,53.0,,0.53,47.7
2018-07-14,97,53.0,,0.53,51.410000000000004
2018-07-15,79,53.0,,0.53,41.870000000000005
2018-07-16,96,53.0,,0.53,50.88
2018-07-17,83,53.0,,0.53,43.99
2018-07-18,90,53.0,,0.53,47.7
2018-07-19,93,53.0,,0.53,49.29
2018-07-20,87,53.0,,0.53,46.11
2018-07-21,91,53.0,,0.53,48.230000000000004
2018-07-22,84,53.0,,0.53,44.52
2018-07-23,91,53.0,,0.53,48.230000000000004
2018-07-24,89,53.0,,0.53,47.17
2018-07-25,85,53.0,,0.53,45.050000000000004
2018-07-26,88,53.0,,0.53,46.64
2018-07-27,100,53.0,,0.53,53.0
2018-07-28,84,53.0,,0.53,44.52
2018-07-29,83,53.0,,0.53,43.99
2018-07-30,95,53.0,,0.53,50.35
2018-07-31,95,53.0,,0.53,50.35
2018-08-01,80,59.0,False,0.59,47.199999999999996
2018-08-02,82,59.0,,0.59,48.379999999999995
2018-08-03,74,59.0,,0.59,43.66
2018-08-04,71,59.0,,0.59,41.89
2018-08-05,70,59.0,,0.59,41.3
2018-08-06,81,59.0,,0.59,47.79
2018-08-07,78,59.0,,0.59,46.019999999999996
2018-08-08,79,59.0,,0.59,46.61
2018-08-09,81,59.0,,0.59,47.79
2018-08-10,75,59.0,,0.59,44.25
2018-08-11,83,59.0,,0.59,48.97
2018-08-12,83,59.0,,0.59,48.97
2018-08-13,92,59.0,,0.59,54.279999999999994
2018-08-14,89,59.0,,0.59,52.51
2018-08-15,92,59.0,,0.59,54.279999999999994
2018-08-16,91,59.0,,0.59,53.69
2018-08-17,89,59.0,,0.59,52.51
2018-08-18,100,59.0,,0.59,59.0
2018-08-19,88,59.0,,0.59,51.919999999999995
2018-08-20,88,59.0,,0.59,51.919999999999995
2018-08-21,90,59.0,,0.59,53.099999999999994
2018-08-22,88,59.0,,0.59,51.919999999999995
2018-08-23,95,59.0,,0.59,56.05
2018-08-24,93,59.0,,0.59,54.87
2018-08-25,84,59.0,,0.59,49.559999999999995
2018-08-26,91,59.0,,0.59,53.69
2018-08-27,92,59.0,,0.59,54.279999999999994
2018-08-28,92,59.0,,0.59,54.279999999999994
2018-08-29,98,59.0,,0.59,57.82
2018-08-30,93,59.0,,0.59,54.87
2018-08-31,85,59.0,,0.59,50.15
2018-09-01,71,61.0,False,0.61,43.31
2018-09-02,63,61.0,,0.61,38.43
2018-09-03,71,61.0,,0.61,43.31
2018-09-04,87,61.0,,0.61,53.07
2018-09-05,98,61.0,,0.61,59.78
2018-09-06,99,61.0,,0.61,60.39
2018-09-07,90,61.0,,0.61,54.9
2018-09-08,67,61.0,,0.61,40.87
2018-09-09,77,61.0,,0.61,46.97
2018-09-10,90,61.0,,0.61,54.9
2018-09-11,89,61.0,,0.61,54.29
2018-09-12,93,61.0,,0.61,56.73
2018-09-13,99,61.0,,0.61,60.39
2018-09-14,87,61.0,,0.61,53.07
2018-09-15,76,61.0,,0.61,46.36
2018-09-16,75,61.0,,0.61,45.75
2018-09-17,89,61.0,,0.61,54.29
2018-09-18,99,61.0,,0.61,60.39
2018-09-19,100,61.0,,0.61,61.0
2018-09-20,98,61.0,,0.61,59.78
2018-09-21,93,61.0,,0.61,56.73
2018-09-22,76,61.0,,0.61,46.36
2018-09-23,76,61.0,,0.61,46.36
2018-09-24,94,61.0,,0.61,57.339999999999996
2018-09-25,100,61.0,,0.61,61.0
2018-09-26,95,61.0,,0.61,57.949999999999996
2018-09-27,86,61.0,,0.61,52.46
2018-09-28,88,61.0,,0.61,53.68
2018-09-29,73,61.0,,0.61,44.53
2018-09-30,74,61.0,,0.61,45.14
2018-10-01,100,64.0,False,0.64,64.0
2018-10-02,97,64.0,,0.64,62.08
2018-10-03,96,64.0,,0.64,61.44
2018-10-04,94,64.0,,0.64,60.160000000000004
2018-10-05,97,64.0,,0.64,62.08
2018-10-06,78,64.0,,0.64,49.92
2018-10-07,78,64.0,,0.64,49.92
2018-10-08,99,64.0,,0.64,63.36
2018-10-09,92,64.0,,0.64,58.88
2018-10-10,94,64.0,,0.64,60.160000000000004
2018-10-11,94,64.0,,0.64,60.160000000000004
2018-10-12,96,64.0,,0.64,61.44
2018-10-13,78,64.0,,0.64,49.92
2018-10-14,84,64.0,,0.64,53.76
2018-10-15,96,64.0,,0.64,61.44
2018-10-16,99,64.0,,0.64,63.36
2018-10-17,95,64.0,,0.64,60.800000000000004
2018-10-18,92,64.0,,0.64,58.88
2018-10-19,89,64.0,,0.64,56.96
2018-10-20,77,64.0,,0.64,49.28
2018-10-21,79,64.0,,0.64,50.56
2018-10-22,99,64.0,,0.64,63.36
2018-10-23,96,64.0,,0.64,61.44
2018-10-24,89,64.0,,0.64,56.96
2018-10-25,93,64.0,,0.64,59.52
2018-10-26,92,64.0,,0.64,58.88
2018-10-27,72,64.0,,0.64,46.08
2018-10-28,76,64.0,,0.64,48.64
2018-10-29,94,64.0,,0.64,60.160000000000004
2018-10-30,95,64.0,,0.64,60.800000000000004
2018-10-31,90,64.0,,0.64,57.6
2018-11-01,90,58.0,False,0.58,52.199999999999996
2018-11-02,89,58.0,,0.58,51.62
2018-11-03,81,58.0,,0.58,46.98
2018-11-04,77,58.0,,0.58,44.66
2018-11-05,93,58.0,,0.58,53.94
2018-11-06,88,58.0,,0.58,51.04
2018-11-07,84,58.0,,0.58,48.72
2018-11-08,96,58.0,,0.58,55.67999999999999
2018-11-09,93,58.0,,0.58,53.94
2018-11-10,80,58.0,,0.58,46.4
2018-11-11,73,58.0,,0.58,42.339999999999996
2018-11-12,89,58.0,,0.58,51.62
2018-11-13,96,58.0,,0.58,55.67999999999999
2018-11-14,100,58.0,,0.58,57.99999999999999
2018-11-15,88,58.0,,0.58,51.04
2018-11-16,87,58.0,,0.58,50.459999999999994
2018-11-17,80,58.0,,0.58,46.4
2018-11-18,79,58.0,,0.58,45.82
2018-11-19,89,58.0,,0.58,51.62
2018-11-20,84,58.0,,0.58,48.72
2018-11-21,74,58.0,,0.58,42.919999999999995
2018-11-22,56,58.0,,0.58,32.48
2018-11-23,71,58.0,,0.58,41.18
2018-11-24,72,58.0,,0.58,41.76
2018-11-25,72,58.0,,0.58,41.76
2018-11-26,85,58.0,,0.58,49.3
2018-11-27,98,58.0,,0.58,56.839999999999996
2018-11-28,94,58.0,,0.58,54.519999999999996
2018-11-29,92,58.0,,0.58,53.36
2018-11-30,89,58.0,,0.58,51.62
2018-12-01,79,56.0,False,0.56,44.24
2018-12-02,71,56.0,,0.56,39.760000000000005
2018-12-03,95,56.0,,0.56,53.2
2018-12-04,99,56.0,,0.56,55.440000000000005
2018-12-05,97,56.0,,0.56,54.32000000000001
2018-12-06,91,56.0,,0.56,50.96000000000001
2018-12-07,95,56.0,,0.56,53.2
2018-12-08,79,56.0,,0.56,44.24
2018-12-09,76,56.0,,0.56,42.56
2018-12-10,95,56.0,,0.56,53.2
2018-12-11,100,56.0,,0.56,56.00000000000001
2018-12-12,96,56.0,,0.56,53.760000000000005
2018-12-13,93,56.0,,0.56,52.080000000000005
2018-12-14,88,56.0,,0.56,49.28
2018-12-15,82,56.0,,0.56,45.92
2018-12-16,71,56.0,,0.56,39.760000000000005
2018-12-17,84,56.0,,0.56,47.040000000000006
2018-12-18,86,56.0,,0.56,48.160000000000004
2018-12-19,82,56.0,,0.56,45.92
2018-12-20,83,56.0,,0.56,46.480000000000004
2018-12-21,79,56.0,,0.56,44.24
2018-12-22,68,56.0,,0.56,38.080000000000005
2018-12-23,59,56.0,,0.56,33.040000000000006
2018-12-24,58,56.0,,0.56,32.480000000000004
2018-12-25,46,56.0,,0.56,25.76
2018-12-26,68,56.0,,0.56,38.080000000000005
2018-12-27,73,56.0,,0.56,40.88
2018-12-28,76,56.0,,0.56,42.56
2018-12-29,70,56.0,,0.56,39.2
2018-12-30,62,56.0,,0.56,34.720000000000006
2018-12-31,66,56.0,,0.56,36.96
2019-01-01,64,58.0,False,0.58,37.12
2019-01-02,80,58.0,,0.58,46.4
2019-01-03,85,58.0,,0.58,49.3
2019-01-04,76,58.0,,0.58,44.08
2019-01-05,76,58.0,,0.58,44.08
2019-01-06,74,58.0,,0.58,42.919999999999995
2019-01-07,82,58.0,,0.58,47.559999999999995
2019-01-08,84,58.0,,0.58,48.72
2019-01-09,89,58.0,,0.58,51.62
2019-01-10,95,58.0,,0.58,55.099999999999994
2019-01-11,86,58.0,,0.58,49.879999999999995
2019-01-12,77,58.0,,0.58,44.66
2019-01-13,75,58.0,,0.58,43.5
2019-01-14,90,58.0,,0.58,52.199999999999996
2019-01-15,98,58.0,,0.58,56.839999999999996
2019-01-16,100,58.0,,0.58,57.99999999999999
2019-01-17,97,58.0,,0.58,56.26
2019-01-18,91,58.0,,0.58,52.779999999999994
2019-01-19,72,58.0,,0.58,41.76
2019-01-20,76,58.0,,0.58,44.08
2019-01-21,80,58.0,,0.58,46.4
2019-01-22,95,58.0,,0.58,55.099999999999994
2019-01-23,97,58.0,,0.58,56.26
2019-01-24,97,58.0,,0.58,56.26
2019-01-25,100,58.0,,0.58,57.99999999999999
2019-01-26,93,58.0,,0.58,53.94
2019-01-27,84,58.0,,0.58,48.72
2019-01-28,96,58.0,,0.58,55.67999999999999
2019-01-29,95,58.0,,0.58,55.099999999999994
2019-01-30,95,58.0,,0.58,55.099999999999994
2019-01-31,95,58.0,,0.58,55.099999999999994
2019-02-01,85,63.0,False,0.63,53.55
2019-02-02,83,63.0,,0.63,52.29
2019-02-03,80,63.0,,0.63,50.4
2019-02-04,87,63.0,,0.63,54.81
2019-02-05,96,63.0,,0.63,60.480000000000004
2019-02-06,100,63.0,,0.63,63.0
2019-02-07,94,63.0,,0.63,59.22
2019-02-08,93,63.0,,0.63,58.59
2019-02-09,81,63.0,,0.63,51.03
2019-02-10,79,63.0,,0.63,49.77
2019-02-11,95,63.0,,0.63,59.85
2019-02-12,91,63.0,,0.63,57.33
2019-02-13,97,63.0,,0.63,61.11
2019-02-14,91,63.0,,0.63,57.33
2019-02-15,89,63.0,,0.63,56.07
2019-02-16,82,63.0,,0.63,51.660000000000004
2019-02-17,80,63.0,,0.63,50.4
2019-02-18,86,63.0,,0.63,54.18
2019-02-19,91,63.0,,0.63,57.33
2019-02-20,86,63.0,,0.63,54.18
2019-02-21,92,63.0,,0.63,57.96
2019-02-22,93,63.0,,0.63,58.59
2019-02-23,80,63.0,,0.63,50.4
2019-02-24,84,63.0,,0.63,52.92
2019-02-25,93,63.0,,0.63,58.59
2019-02-26,93,63.0,,0.63,58.59
2019-02-27,97,63.0,,0.63,61.11
2019-02-28,98,63.0,,0.63,61.74
2019-03-01,91,59.0,False,0.59,53.69
2019-03-02,81,59.0,,0.59,47.79
2019-03-03,80,59.0,,0.59,47.199999999999996
2019-03-04,91,59.0,,0.59,53.69
2019-03-05,96,59.0,,0.59,56.64
2019-03-06,93,59.0,,0.59,54.87
2019-03-07,96,59.0,,0.59,56.64
2019-03-08,96,59.0,,0.59,56.64
2019-03-09,87,59.0,,0.59,51.33
2019-03-10,78,59.0,,0.59,46.019999999999996
2019-03-11,91,59.0,,0.59,53.69
2019-03-12,100,59.0,,0.59,59.0
2019-03-13,90,59.0,,0.59,53.099999999999994
2019-03-14,90,59.0,,0.59,53.099999999999994
2019-03-15,87,59.0,,0.59,51.33
2019-03-16,81,59.0,,0.59,47.79
2019-03-17,80,59.0,,0.59,47.199999999999996
2019-03-18,99,59.0,,0.59,58.41
2019-03-19,97,59.0,,0.59,57.23
2019-03-20,94,59.0,,0.59,55.459999999999994
2019-03-21,91,59.0,,0.59,53.69
2019-03-22,90,59.0,,0.59,53.099999999999994
2019-03-23,84,59.0,,0.59,49.559999999999995
2019-03-24,79,59.0,,0.59,46.61
2019-03-25,96,59.0,,0.59,56.64
2019-03-26,97,59.0,,0.59,57.23
2019-03-27,94,59.0,,0.59,55.459999999999994
2019-03-28,94,59.0,,0.59,55.459999999999994
2019-03-29,93,59.0,,0.59,54.87
2019-03-30,83,59.0,,0.59,48.97
2019-03-31,76,59.0,,0.59,44.839999999999996
2019-04-01,93,60.0,False,0.6,55.8
2019-04-02,93,60.0,,0.6,55.8
2019-04-03,98,60.0,,0.6,58.8
2019-04-04,94,60.0,,0.6,56.4
2019-04-05,91,60.0,,0.6,54.6
2019-04-06,87,60.0,,0.6,52.199999999999996
2019-04-07,82,60.0,,0.6,49.199999999999996
2019-04-08,96,60.0,,0.6,57.599999999999994
2019-04-09,99,60.0,,0.6,59.4
2019-04-10,100,60.0,,0.6,60.0
2019-04-11,97,60.0,,0.6,58.199999999999996
2019-04-12,87,60.0,,0.6,52.199999999999996
2019-04-13,79,60.0,,0.6,47.4
2019-04-14,74,60.0,,0.6,44.4
2019-04-15,93,60.0,,0.6,55.8
2019-04-16,94,60.0,,0.6,56.4
2019-04-17,95,60.0,,0.6,57.0
2019-04-18,86,60.0,,0.6,51.6
2019-04-19,79,60.0,,0.6,47.4
2019-04-20,74,60.0,,0.6,44.4
2019-04-21,69,60.0,,0.6,41.4
2019-04-22,88,60.0,,0.6,52.8
2019-04-23,96,60.0,,0.6,57.599999999999994
2019-04-24,92,60.0,,0.6,55.199999999999996
2019-04-25,97,60.0,,0.6,58.199999999999996
2019-04-26,86,60.0,,0.6,51.6
2019-04-27,88,60.0,,0.6,52.8
2019-04-28,82,60.0,,0.6,49.199999999999996
2019-04-29,99,60.0,,0.6,59.4
2019-04-30,99,60.0,,0.6,59.4
2019-05-01,79,71.0,False,0.71,56.089999999999996
2019-05-02,75,71.0,,0.71,53.25
2019-05-03,76,71.0,,0.71,53.959999999999994
2019-05-04,67,71.0,,0.71,47.57
2019-05-05,64,71.0,,0.71,45.44
2019-05-06,77,71.0,,0.71,54.669999999999995
2019-05-07,78,71.0,,0.71,55.379999999999995
2019-05-08,74,71.0,,0.71,52.54
2019-05-09,79,71.0,,0.71,56.089999999999996
2019-05-10,81,71.0,,0.71,57.51
2019-05-11,88,71.0,,0.71,62.48
2019-05-12,87,71.0,,0.71,61.769999999999996
2019-05-13,95,71.0,,0.71,67.45
2019-05-14,100,71.0,,0.71,71.0
2019-05-15,97,71.0,,0.71,68.86999999999999
2019-05-16,92,71.0,,0.71,65.32
2019-05-17,87,71.0,,0.71,61.769999999999996
2019-05-18,90,71.0,,0.71,63.9
2019-05-19,86,71.0,,0.71,61.059999999999995
2019-05-20,94,71.0,,0.71,66.74
2019-05-21,91,71.0,,0.71,64.61
2019-05-22,95,71.0,,0.71,67.45
2019-05-23,94,71.0,,0.71,66.74
2019-05-24,87,71.0,,0.71,61.769999999999996
2019-05-25,81,71.0,,0.71,57.51
2019-05-26,79,71.0,,0.71,56.089999999999996
2019-05-27,75,71.0,,0.71,53.25
2019-05-28,87,71.0,,0.71,61.769999999999996
2019-05-29,82,71.0,,0.71,58.22
2019-05-30,81,71.0,,0.71,57.51
2019-05-31,78,71.0,,0.71,55.379999999999995
2019-06-01,91,60.0,False,0.6,54.6
2019-06-02,88,60.0,,0.6,52.8
2019-06-03,96,60.0,,0.6,57.599999999999994
2019-06-04,99,60.0,,0.6,59.4
2019-06-05,100,60.0,,0.6,60.0
2019-06-06,91,60.0,,0.6,54.6
2019-06-07,91,60.0,,0.6,54.6
2019-06-08,82,60.0,,0.6,49.199999999999996
2019-06-09,82,60.0,,0.6,49.199999999999996
2019-06-10,86,60.0,,0.6,51.6
2019-06-11,93,60.0,,0.6,55.8
2019-06-12,84,60.0,,0.6,50.4
2019-06-13,83,60.0,,0.6,49.8
2019-06-14,82,60.0,,0.6,49.199999999999996
2019-06-15,86,60.0,,0.6,51.6
2019-06-16,75,60.0,,0.6,45.0
2019-06-17,85,60.0,,0.6,51.0
2019-06-18,89,60.0,,0.6,53.4
2019-06-19,87,60.0,,0.6,52.199999999999996
2019-06-20,91,60.0,,0.6,54.6
2019-06-21,81,60.0,,0.6,48.6
2019-06-22,82,60.0,,0.6,49.199999999999996
2019-06-23,80,60.0,,0.6,48.0
2019-06-24,85,60.0,,0.6,51.0
2019-06-25,90,60.0,,0.6,54.0
2019-06-26,86,60.0,,0.6,51.6
2019-06-27,82,60.0,,0.6,49.199999999999996
2019-06-28,81,60.0,,0.6,48.6
2019-06-29,80,60.0,,0.6,48.0
2019-06-30,74,60.0,,0.6,44.4
2019-07-01,93,54.0,False,0.54,50.220000000000006
2019-07-02,94,54.0,,0.54,50.760000000000005
2019-07-03,93,54.0,,0.54,50.220000000000006
2019-07-04,78,54.0,,0.54,42.120000000000005
2019-07-05,87,54.0,,0.54,46.980000000000004
2019-07-06,88,54.0,,0.54,47.52
2019-07-07,79,54.0,,0.54,42.660000000000004
2019-07-08,100,54.0,,0.54,54.0
2019-07-09,98,54.0,,0.54,52.92
2019-07-10,96,54.0,,0.54,51.84
2019-07-11,94,54.0,,0.54,50.760000000000005
2019-07-12,96,54.0,,0.54,51.84
2019-07-13,86,54.0,,0.54,46.440000000000005
2019-07-14,88,54.0,,0.54,47.52
2019-07-15,92,54.0,,0.54,49.68000000000001
2019-07-16,94,54.0,,0.54,50.760000000000005
2019-07-17,92,54.0,,0.54,49.68000000000001
2019-07-18,89,54.0,,0.54,48.06
2019-07-19,94,54.0,,0.54,50.760000000000005
2019-07-20,86,54.0,,0.54,46.440000000000005
2019-07-21,80,54.0,,0.54,43.2
2019-07-22,98,54.0,,0.54,52.92
2019-07-23,93,54.0,,0.54,50.220000000000006
2019-07-24,99,54.0,,0.54,53.46
2019-07-25,91,54.0,,0.54,49.14
2019-07-26,88,54.0,,0.54,47.52
2019-07-27,84,54.0,,0.54,45.36
2019-07-28,81,54.0,,0.54,43.74
2019-07-29,90,54.0,,0.54,48.6
2019-07-30,96,54.0,,0.54,51.84
2019-07-31,87,54.0,,0.54,46.980000000000004
2019-08-01,83,55.0,False,0.55,45.650000000000006
2019-08-02,84,55.0,,0.55,46.2
2019-08-03,82,55.0,,0.55,45.1
2019-08-04,77,55.0,,0.55,42.35
2019-08-05,81,55.0,,0.55,44.550000000000004
2019-08-06,84,55.0,,0.55,46.2
2019-08-07,86,55.0,,0.55,47.300000000000004
2019-08-08,84,55.0,,0.55,46.2
2019-08-09,81,55.0,,0.55,44.550000000000004
2019-08-10,83,55.0,,0.55,45.650000000000006
2019-08-11,84,55.0,,0.55,46.2
2019-08-12,94,55.0,,0.55,51.7
2019-08-13,86,55.0,,0.55,47.300000000000004
2019-08-14,89,55.0,,0.55,48.95
2019-08-15,91,55.0,,0.55,50.050000000000004
2019-08-16,87,55.0,,0.55,47.85
2019-08-17,95,55.0,,0.55,52.25000000000001
2019-08-18,88,55.0,,0.55,48.400000000000006
2019-08-19,87,55.0,,0.55,47.85
2019-08-20,88,55.0,,0.55,48.400000000000006
2019-08-21,93,55.0,,0.55,51.150000000000006
2019-08-22,93,55.0,,0.55,51.150000000000006
2019-08-23,97,55.0,,0.55,53.35
2019-08-24,85,55.0,,0.55,46.75000000000001
2019-08-25,80,55.0,,0.55,44.0
2019-08-26,91,55.0,,0.55,50.050000000000004
2019-08-27,98,55.0,,0.55,53.900000000000006
2019-08-28,100,55.0,,0.55,55.00000000000001
2019-08-29,92,55.0,,0.55,50.6
2019-08-30,91,55.0,,0.55,50.050000000000004
2019-08-31,82,55.0,,0.55,45.1
2019-09-01,72,61.0,False,0.61,43.92
2019-09-02,79,61.0,,0.61,48.19
2019-09-03,87,61.0,,0.61,53.07
2019-09-04,93,61.0,,0.61,56.73
2019-09-05,93,61.0,,0.61,56.73
2019-09-06,87,61.0,,0.61,53.07
2019-09-07,83,61.0,,0.61,50.629999999999995
2019-09-08,79,61.0,,0.61,48.19
2019-09-09,100,61.0,,0.61,61.0
2019-09-10,97,61.0,,0.61,59.17
2019-09-11,94,61.0,,0.61,57.339999999999996
2019-09-12,100,61.0,,0.61,61.0
2019-09-13,88,61.0,,0.61,53.68
2019-09-14,79,61.0,,0.61,48.19
2019-09-15,80,61.0,,0.61,48.8
2019-09-16,94,61.0,,0.61,57.339999999999996
2019-09-17,93,61.0,,0.61,56.73
2019-09-18,98,61.0,,0.61,59.78
2019-09-19,95,61.0,,0.61,57.949999999999996
2019-09-20,90,61.0,,0.61,54.9
2019-09-21,78,61.0,,0.61,47.58
2019-09-22,78,61.0,,0.61,47.58
2019-09-23,97,61.0,,0.61,59.17
2019-09-24,98,61.0,,0.61,59.78
2019-09-25,93,61.0,,0.61,56.73
2019-09-26,93,61.0,,0.61,56.73
2019-09-27,88,61.0,,0.61,53.68
2019-09-28,81,61.0,,0.61,49.41
2019-09-29,86,61.0,,0.61,52.46
2019-09-30,95,61.0,,0.61,57.949999999999996
2019-10-01,94,62.0,False,0.62,58.28
2019-10-02,100,62.0,,0.62,62.0
2019-10-03,95,62.0,,0.62,58.9
2019-10-04,86,62.0,,0.62,53.32
2019-10-05,74,62.0,,0.62,45.88
2019-10-06,78,62.0,,0.62,48.36
2019-10-07,94,62.0,,0.62,58.28
2019-10-08,88,62.0,,0.62,54.56
2019-10-09,91,62.0,,0.62,56.42
2019-10-10,87,62.0,,0.62,53.94
2019-10-11,84,62.0,,0.62,52.08
2019-10-12,78,62.0,,0.62,48.36
2019-10-13,72,62.0,,0.62,44.64
2019-10-14,88,62.0,,0.62,54.56
2019-10-15,97,62.0,,0.62,60.14
2019-10-16,91,62.0,,0.62,56.42
2019-10-17,92,62.0,,0.62,57.04
2019-10-18,89,62.0,,0.62,55.18
2019-10-19,82,62.0,,0.62,50.839999999999996
2019-10-20,74,62.0,,0.62,45.88
2019-10-21,94,62.0,,0.62,58.28
2019-10-22,94,62.0,,0.62,58.28
2019-10-23,97,62.0,,0.62,60.14
2019-10-24,88,62.0,,0.62,54.56
2019-10-25,86,62.0,,0.62,53.32
2019-10-26,72,62.0,,0.62,44.64
2019-10-27,73,62.0,,0.62,45.26
2019-10-28,85,62.0,,0.62,52.7
2019-10-29,88,62.0,,0.62,54.56
2019-10-30,92,62.0,,0.62,57.04
2019-10-31,82,62.0,,0.62,50.839999999999996
2019-11-01,85,57.0,False,0.57,48.449999999999996
2019-11-02,82,57.0,,0.57,46.739999999999995
2019-11-03,77,57.0,,0.57,43.88999999999999
2019-11-04,94,57.0,,0.57,53.58
2019-11-05,94,57.0,,0.57,53.58
2019-11-06,97,57.0,,0.57,55.28999999999999
2019-11-07,96,57.0,,0.57,54.72
2019-11-08,94,57.0,,0.57,53.58
2019-11-09,82,57.0,,0.57,46.739999999999995
2019-11-10,77,57.0,,0.57,43.88999999999999
2019-11-11,89,57.0,,0.57,50.73
2019-11-12,90,57.0,,0.57,51.3
2019-11-13,91,57.0,,0.57,51.87
2019-11-14,90,57.0,,0.57,51.3
2019-11-15,87,57.0,,0.57,49.589999999999996
2019-11-16,82,57.0,,0.57,46.739999999999995
2019-11-17,76,57.0,,0.57,43.31999999999999
2019-11-18,100,57.0,,0.57,56.99999999999999
2019-11-19,98,57.0,,0.57,55.85999999999999
2019-11-20,93,57.0,,0.57,53.01
2019-11-21,94,57.0,,0.57,53.58
2019-11-22,88,57.0,,0.57,50.16
2019-11-23,78,57.0,,0.57,44.459999999999994
2019-11-24,74,57.0,,0.57,42.18
2019-11-25,88,57.0,,0.57,50.16
2019-11-26,86,57.0,,0.57,49.019999999999996
2019-11-27,74,57.0,,0.57,42.18
2019-11-28,53,57.0,,0.57,30.209999999999997
2019-11-29,69,57.0,,0.57,39.33
2019-11-30,73,57.0,,0.57,41.61
2019-12-01,76,55.0,False,0.55,41.800000000000004
2019-12-02,87,55.0,,0.55,47.85
2019-12-03,96,55.0,,0.55,52.800000000000004
2019-12-04,95,55.0,,0.55,52.25000000000001
2019-12-05,97,55.0,,0.55,53.35
2019-12-06,95,55.0,,0.55,52.25000000000001
2019-12-07,79,55.0,,0.55,43.45
2019-12-08,75,55.0,,0.55,41.25
2019-12-09,94,55.0,,0.55,51.7
2019-12-10,100,55.0,,0.55,55.00000000000001
2019-12-11,96,55.0,,0.55,52.800000000000004
2019-12-12,97,55.0,,0.55,53.35
2019-12-13,91,55.0,,0.55,50.050000000000004
2019-12-14,82,55.0,,0.55,45.1
2019-12-15,76,55.0,,0.55,41.800000000000004
2019-12-16,90,55.0,,0.55,49.50000000000001
2019-12-17,89,55.0,,0.55,48.95
2019-12-18,90,55.0,,0.55,49.50000000000001
2019-12-19,79,55.0,,0.55,43.45
2019-12-20,79,55.0,,0.55,43.45
2019-12-21,78,55.0,,0.55,42.900000000000006
2019-12-22,66,55.0,,0.55,36.300000000000004
2019-12-23,70,55.0,,0.55,38.5
2019-12-24,62,55.0,,0.55,34.1
2019-12-25,47,55.0,,0.55,25.85
2019-12-26,72,55.0,,0.55,39.6
2019-12-27,78,55.0,,0.55,42.900000000000006
2019-12-28,76,55.0,,0.55,41.800000000000004
2019-12-29,67,55.0,,0.55,36.85
2019-12-30,76,55.0,,0.55,41.800000000000004
2019-12-31,78,55.0,,0.55,42.900000000000006
2020-01-01,64,59.0,False,0.59,37.76
2020-01-02,81,59.0,,0.59,47.79
2020-01-03,78,59.0,,0.59,46.019999999999996
2020-01-04,79,59.0,,0.59,46.61
2020-01-05,68,59.0,,0.59,40.12
2020-01-06,81,59.0,,0.59,47.79
2020-01-07,88,59.0,,0.59,51.919999999999995
2020-01-08,91,59.0,,0.59,53.69
2020-01-09,89,59.0,,0.59,52.51
2020-01-10,91,59.0,,0.59,53.69
2020-01-11,80,59.0,,0.59,47.199999999999996
2020-01-12,76,59.0,,0.59,44.839999999999996
2020-01-13,91,59.0,,0.59,53.69
2020-01-14,93,59.0,,0.59,54.87
2020-01-15,95,59.0,,0.59,56.05
2020-01-16,90,59.0,,0.59,53.099999999999994
2020-01-17,92,59.0,,0.59,54.279999999999994
2020-01-18,82,59.0,,0.59,48.379999999999995
2020-01-19,75,59.0,,0.59,44.25
2020-01-20,85,59.0,,0.59,50.15
2020-01-21,96,59.0,,0.59,56.64
2020-01-22,98,59.0,,0.59,57.82
2020-01-23,97,59.0,,0.59,57.23
2020-01-24,97,59.0,,0.59,57.23
2020-01-25,87,59.0,,0.59,51.33
2020-01-26,74,59.0,,0.59,43.66
2020-01-27,89,59.0,,0.59,52.51
2020-01-28,99,59.0,,0.59,58.41
