date,society_unscaled,society_monthly,isPartial,scale,society
2020-01-29,96,59.0,,0.59,56.64
2020-01-30,100,59.0,,0.59,59.0
2020-01-31,89,59.0,,0.59,52.51
2020-02-01,82,60.0,False,0.6,49.199999999999996
2020-02-02,79,60.0,,0.6,47.4
2020-02-03,87,60.0,,0.6,52.199999999999996
2020-02-04,97,60.0,,0.6,58.199999999999996
2020-02-05,98,60.0,,0.6,58.8
2020-02-06,96,60.0,,0.6,57.599999999999994
2020-02-07,92,60.0,,0.6,55.199999999999996
2020-02-08,79,60.0,,0.6,47.4
2020-02-09,84,60.0,,0.6,50.4
2020-02-10,96,60.0,,0.6,57.599999999999994
2020-02-11,98,60.0,,0.6,58.8
2020-02-12,97,60.0,,0.6,58.199999999999996
2020-02-13,93,60.0,,0.6,55.8
2020-02-14,90,60.0,,0.6,54.0
2020-02-15,82,60.0,,0.6,49.199999999999996
2020-02-16,82,60.0,,0.6,49.199999999999996
2020-02-17,89,60.0,,0.6,53.4
2020-02-18,94,60.0,,0.6,56.4
2020-02-19,97,60.0,,0.6,58.199999999999996
2020-02-20,100,60.0,,0.6,60.0
2020-02-21,96,60.0,,0.6,57.599999999999994
2020-02-22,86,60.0,,0.6,51.6
2020-02-23,76,60.0,,0.6,45.6
2020-02-24,97,60.0,,0.6,58.199999999999996
2020-02-25,97,60.0,,0.6,58.199999999999996
2020-02-26,97,60.0,,0.6,58.199999999999996
2020-02-27,97,60.0,,0.6,58.199999999999996
2020-02-28,89,60.0,,0.6,53.4
2020-02-29,83,60.0,,0.6,49.8
2020-03-01,82,56.0,False,0.56,45.92
2020-03-02,96,56.0,,0.56,53.760000000000005
2020-03-03,100,56.0,,0.56,56.00000000000001
2020-03-04,90,56.0,,0.56,50.400000000000006
2020-03-05,93,56.0,,0.56,52.080000000000005
2020-03-06,87,56.0,,0.56,48.720000000000006
2020-03-07,79,56.0,,0.56,44.24
2020-03-08,77,56.0,,0.56,43.120000000000005
2020-03-09,87,56.0,,0.56,48.720000000000006
2020-03-10,88,56.0,,0.56,49.28
2020-03-11,89,56.0,,0.56,49.84
2020-03-12,78,56.0,,0.56,43.68000000000001
2020-03-13,74,56.0,,0.56,41.440000000000005
2020-03-14,70,56.0,,0.56,39.2
2020-03-15,69,56.0,,0.56,38.64
2020-03-16,72,56.0,,0.56,40.32000000000001
2020-03-17,76,56.0,,0.56,42.56
2020-03-18,75,56.0,,0.56,42.00000000000001
2020-03-19,82,56.0,,0.56,45.92
2020-03-20,85,56.0,,0.56,47.6
2020-03-21,83,56.0,,0.56,46.480000000000004
2020-03-22,79,56.0,,0.56,44.24
2020-03-23,79,56.0,,0.56,44.24
2020-03-24,83,56.0,,0.56,46.480000000000004
2020-03-25,82,56.0,,0.56,45.92
2020-03-26,85,56.0,,0.56,47.6
2020-03-27,81,56.0,,0.56,45.36000000000001
2020-03-28,82,56.0,,0.56,45.92
2020-03-29,74,56.0,,0.56,41.440000000000005
2020-03-30,83,56.0,,0.56,46.480000000000004
2020-03-31,85,56.0,,0.56,47.6
2020-04-01,91,55.0,False,0.55,50.050000000000004
2020-04-02,94,55.0,,0.55,51.7
2020-04-03,88,55.0,,0.55,48.400000000000006
2020-04-04,86,55.0,,0.55,47.300000000000004
2020-04-05,82,55.0,,0.55,45.1
2020-04-06,89,55.0,,0.55,48.95
2020-04-07,88,55.0,,0.55,48.400000000000006
2020-04-08,91,55.0,,0.55,50.050000000000004
2020-04-09,86,55.0,,0.55,47.300000000000004
2020-04-10,87,55.0,,0.55,47.85
2020-04-11,81,55.0,,0.55,44.550000000000004
2020-04-12,76,55.0,,0.55,41.800000000000004
2020-04-13,92,55.0,,0.55,50.6
2020-04-14,91,55.0,,0.55,50.050000000000004
2020-04-15,90,55.0,,0.55,49.50000000000001
2020-04-16,89,55.0,,0.55,48.95
2020-04-17,97,55.0,,0.55,53.35
2020-04-18,88,55.0,,0.55,48.400000000000006
2020-04-19,85,55.0,,0.55,46.75000000000001
2020-04-20,93,55.0,,0.55,51.150000000000006
2020-04-21,91,55.0,,0.55,50.050000000000004
2020-04-22,99,55.0,,0.55,54.45
2020-04-23,91,55.0,,0.55,50.050000000000004
2020-04-24,91,55.0,,0.55,50.050000000000004
2020-04-25,82,55.0,,0.55,45.1
2020-04-26,79,55.0,,0.55,43.45
2020-04-27,100,55.0,,0.55,55.00000000000001
2020-04-28,94,55.0,,0.55,51.7
2020-04-29,94,55.0,,0.55,51.7
2020-04-30,93,55.0,,0.55,51.150000000000006
2020-05-01,99,54.0,False,0.54,53.46
2020-05-02,85,54.0,,0.54,45.900000000000006
2020-05-03,83,54.0,,0.54,44.82
2020-05-04,99,54.0,,0.54,53.46
2020-05-05,97,54.0,,0.54,52.38
2020-05-06,97,54.0,,0.54,52.38
2020-05-07,94,54.0,,0.54,50.760000000000005
2020-05-08,93,54.0,,0.54,50.220000000000006
2020-05-09,83,54.0,,0.54,44.82
2020-05-10,79,54.0,,0.54,42.660000000000004
2020-05-11,95,54.0,,0.54,51.300000000000004
2020-05-12,98,54.0,,0.54,52.92
2020-05-13,98,54.0,,0.54,52.92
2020-05-14,99,54.0,,0.54,53.46
2020-05-15,100,54.0,,0.54,54.0
2020-05-16,84,54.0,,0.54,45.36
2020-05-17,86,54.0,,0.54,46.440000000000005
2020-05-18,92,54.0,,0.54,49.68000000000001
2020-05-19,88,54.0,,0.54,47.52
2020-05-20,94,54.0,,0.54,50.760000000000005
2020-05-21,94,54.0,,0.54,50.760000000000005
2020-05-22,84,54.0,,0.54,45.36
2020-05-23,80,54.0,,0.54,43.2
2020-05-24,76,54.0,,0.54,41.040000000000006
2020-05-25,76,54.0,,0.54,41.040000000000006
2020-05-26,88,54.0,,0.54,47.52
2020-05-27,88,54.0,,0.54,47.52
2020-05-28,87,54.0,,0.54,46.980000000000004
2020-05-29,87,54.0,,0.54,46.980000000000004
2020-05-30,84,54.0,,0.54,45.36
2020-05-31,79,54.0,,0.54,42.660000000000004
2020-06-01,98,52.0,False,0.52,50.96
2020-06-02,99,52.0,,0.52,51.480000000000004
2020-06-03,95,52.0,,0.52,49.4
2020-06-04,98,52.0,,0.52,50.96
2020-06-05,93,52.0,,0.52,48.36
2020-06-06,81,52.0,,0.52,42.120000000000005
2020-06-07,87,52.0,,0.52,45.24
2020-06-08,97,52.0,,0.52,50.440000000000005
2020-06-09,93,52.0,,0.52,48.36
2020-06-10,88,52.0,,0.52,45.760000000000005
2020-06-11,88,52.0,,0.52,45.760000000000005
2020-06-12,95,52.0,,0.52,49.4
2020-06-13,79,52.0,,0.52,41.08
2020-06-14,82,52.0,,0.52,42.64
2020-06-15,93,52.0,,0.52,48.36
2020-06-16,98,52.0,,0.52,50.96
2020-06-17,94,52.0,,0.52,48.88
2020-06-18,82,52.0,,0.52,42.64
2020-06-19,94,52.0,,0.52,48.88
2020-06-20,89,52.0,,0.52,46.28
2020-06-21,89,52.0,,0.52,46.28
2020-06-22,98,52.0,,0.52,50.96
2020-06-23,100,52.0,,0.52,52.0
2020-06-24,91,52.0,,0.52,47.32
2020-06-25,90,52.0,,0.52,46.800000000000004
2020-06-26,88,52.0,,0.52,45.760000000000005
2020-06-27,80,52.0,,0.52,41.6
2020-06-28,78,52.0,,0.52,40.56
2020-06-29,90,52.0,,0.52,46.800000000000004
2020-06-30,93,52.0,,0.52,48.36
2020-07-01,94,50.0,False,0.5,47.0
2020-07-02,87,50.0,,0.5,43.5
2020-07-03,84,50.0,,0.5,42.0
2020-07-04,78,50.0,,0.5,39.0
2020-07-05,82,50.0,,0.5,41.0
2020-07-06,92,50.0,,0.5,46.0
2020-07-07,92,50.0,,0.5,46.0
2020-07-08,92,50.0,,0.5,46.0
2020-07-09,91,50.0,,0.5,45.5
2020-07-10,100,50.0,,0.5,50.0
2020-07-11,93,50.0,,0.5,46.5
2020-07-12,93,50.0,,0.5,46.5
2020-07-13,93,50.0,,0.5,46.5
2020-07-14,97,50.0,,0.5,48.5
2020-07-15,93,50.0,,0.5,46.5
2020-07-16,87,50.0,,0.5,43.5
2020-07-17,89,50.0,,0.5,44.5
2020-07-18,92,50.0,,0.5,46.0
2020-07-19,85,50.0,,0.5,42.5
2020-07-20,96,50.0,,0.5,48.0
2020-07-21,97,50.0,,0.5,48.5
2020-07-22,94,50.0,,0.5,47.0
2020-07-23,100,50.0,,0.5,50.0
2020-07-24,90,50.0,,0.5,45.0
2020-07-25,85,50.0,,0.5,42.5
2020-07-26,82,50.0,,0.5,41.0
2020-07-27,92,50.0,,0.5,46.0
2020-07-28,89,50.0,,0.5,44.5
2020-07-29,92,50.0,,0.5,46.0
2020-07-30,85,50.0,,0.5,42.5
2020-07-31,93,50.0,,0.5,46.5
2020-08-01,73,51.0,False,0.51,37.230000000000004
2020-08-02,73,51.0,,0.51,37.230000000000004
2020-08-03,80,51.0,,0.51,40.8
2020-08-04,81,51.0,,0.51,41.31
2020-08-05,75,51.0,,0.51,38.25
2020-08-06,79,51.0,,0.51,40.29
2020-08-07,80,51.0,,0.51,40.8
2020-08-08,76,51.0,,0.51,38.76
2020-08-09,75,51.0,,0.51,38.25
2020-08-10,82,51.0,,0.51,41.82
2020-08-11,78,51.0,,0.51,39.78
2020-08-12,80,51.0,,0.51,40.8
2020-08-13,80,51.0,,0.51,40.8
2020-08-14,77,51.0,,0.51,39.27
2020-08-15,77,51.0,,0.51,39.27
2020-08-16,73,51.0,,0.51,37.230000000000004
2020-08-17,74,51.0,,0.51,37.74
2020-08-18,84,51.0,,0.51,42.84
2020-08-19,80,51.0,,0.51,40.8
2020-08-20,82,51.0,,0.51,41.82
2020-08-21,91,51.0,,0.51,46.410000000000004
2020-08-22,100,51.0,,0.51,51.0
2020-08-23,81,51.0,,0.51,41.31
2020-08-24,91,51.0,,0.51,46.410000000000004
2020-08-25,95,51.0,,0.51,48.45
2020-08-26,93,51.0,,0.51,47.43
2020-08-27,95,51.0,,0.51,48.45
2020-08-28,89,51.0,,0.51,45.39
2020-08-29,85,51.0,,0.51,43.35
2020-08-30,79,51.0,,0.51,40.29
2020-08-31,93,51.0,,0.51,47.43
2020-09-01,92,61.0,False,0.61,56.12
2020-09-02,90,61.0,,0.61,54.9
2020-09-03,88,61.0,,0.61,53.68
2020-09-04,89,61.0,,0.61,54.29
2020-09-05,76,61.0,,0.61,46.36
2020-09-06,79,61.0,,0.61,48.19
2020-09-07,72,61.0,,0.61,43.92
2020-09-08,89,61.0,,0.61,54.29
2020-09-09,92,61.0,,0.61,56.12
2020-09-10,95,61.0,,0.61,57.949999999999996
2020-09-11,91,61.0,,0.61,55.51
2020-09-12,80,61.0,,0.61,48.8
2020-09-13,83,61.0,,0.61,50.629999999999995
2020-09-14,95,61.0,,0.61,57.949999999999996
2020-09-15,97,61.0,,0.61,59.17
2020-09-16,96,61.0,,0.61,58.56
2020-09-17,96,61.0,,0.61,58.56
2020-09-18,98,61.0,,0.61,59.78
2020-09-19,85,61.0,,0.61,51.85
2020-09-20,72,61.0,,0.61,43.92
2020-09-21,94,61.0,,0.61,57.339999999999996
2020-09-22,98,61.0,,0.61,59.78
2020-09-23,100,61.0,,0.61,61.0
2020-09-24,99,61.0,,0.61,60.39
2020-09-25,99,61.0,,0.61,60.39
2020-09-26,87,61.0,,0.61,53.07
2020-09-27,87,61.0,,0.61,53.07
2020-09-28,91,61.0,,0.61,55.51
2020-09-29,97,61.0,,0.61,59.17
2020-09-30,96,61.0,,0.61,58.56
2020-10-01,100,56.0,False,0.56,56.00000000000001
2020-10-02,92,56.0,,0.56,51.52
2020-10-03,86,56.0,,0.56,48.160000000000004
2020-10-04,84,56.0,,0.56,47.040000000000006
2020-10-05,95,56.0,,0.56,53.2
2020-10-06,96,56.0,,0.56,53.760000000000005
2020-10-07,96,56.0,,0.56,53.760000000000005
2020-10-08,93,56.0,,0.56,52.080000000000005
2020-10-09,87,56.0,,0.56,48.720000000000006
2020-10-10,73,56.0,,0.56,40.88
2020-10-11,82,56.0,,0.56,45.92
2020-10-12,88,56.0,,0.56,49.28
2020-10-13,94,56.0,,0.56,52.64000000000001
2020-10-14,96,56.0,,0.56,53.760000000000005
2020-10-15,93,56.0,,0.56,52.080000000000005
2020-10-16,88,56.0,,0.56,49.28
2020-10-17,81,56.0,,0.56,45.36000000000001
2020-10-18,77,56.0,,0.56,43.120000000000005
2020-10-19,93,56.0,,0.56,52.080000000000005
2020-10-20,93,56.0,,0.56,52.080000000000005
2020-10-21,92,56.0,,0.56,51.52
2020-10-22,90,56.0,,0.56,50.400000000000006
2020-10-23,85,56.0,,0.56,47.6
2020-10-24,74,56.0,,0.56,41.440000000000005
2020-10-25,76,56.0,,0.56,42.56
2020-10-26,90,56.0,,0.56,50.400000000000006
2020-10-27,89,56.0,,0.56,49.84
2020-10-28,91,56.0,,0.56,50.96000000000001
2020-10-29,89,56.0,,0.56,49.84
2020-10-30,83,56.0,,0.56,46.480000000000004
2020-10-31,75,56.0,,0.56,42.00000000000001
2020-11-01,78,48.0,True,0.48,37.44
2020-11-02,92,48.0,,0.48,44.16
2020-11-03,82,48.0,,0.48,39.36
2020-11-04,57,48.0,,0.48,27.36
2020-11-05,67,48.0,,0.48,32.16
2020-11-06,80,48.0,,0.48,38.4
2020-11-07,68,48.0,,0.48,32.64
2020-11-08,72,48.0,,0.48,34.56
2020-11-09,99,48.0,,0.48,47.519999999999996
2020-11-10,92,48.0,,0.48,44.16
2020-11-11,91,48.0,,0.48,43.68
2020-11-12,91,48.0,,0.48,43.68
2020-11-13,98,48.0,,0.48,47.04
2020-11-14,89,48.0,,0.48,42.72
2020-11-15,81,48.0,,0.48,38.879999999999995
2020-11-16,98,48.0,,0.48,47.04
2020-11-17,100,48.0,,0.48,48.0
2020-11-18,90,48.0,,0.48,43.199999999999996
2020-11-19,95,48.0,,0.48,45.6
2020-11-20,92,48.0,,0.48,44.16
2020-11-21,89,48.0,,0.48,42.72
2020-11-22,84,48.0,,0.48,40.32
2020-11-23,85,48.0,,0.48,40.8
2020-11-24,92,48.0,,0.48,44.16
2020-11-25,76,48.0,,0.48,36.48
2020-11-26,57,48.0,,0.48,27.36
2020-11-27,74,48.0,,0.48,35.519999999999996
2020-11-28,85,48.0,,0.48,40.8
