date,ore_unscaled,ore_monthly,isPartial,scale,ore
2015-08-28,72,79.0,,0.79,56.88
2015-08-29,100,79.0,,0.79,79.0
2015-08-30,92,79.0,,0.79,72.68
2015-08-31,64,79.0,,0.79,50.56
2015-09-01,68,77.0,False,0.77,52.36
2015-09-02,64,77.0,,0.77,49.28
2015-09-03,71,77.0,,0.77,54.67
2015-09-04,60,77.0,,0.77,46.2
2015-09-05,93,77.0,,0.77,71.61
2015-09-06,100,77.0,,0.77,77.0
2015-09-07,92,77.0,,0.77,70.84
2015-09-08,73,77.0,,0.77,56.21
2015-09-09,65,77.0,,0.77,50.050000000000004
2015-09-10,74,77.0,,0.77,56.980000000000004
2015-09-11,68,77.0,,0.77,52.36
2015-09-12,83,77.0,,0.77,63.910000000000004
2015-09-13,99,77.0,,0.77,76.23
2015-09-14,61,77.0,,0.77,46.97
2015-09-15,59,77.0,,0.77,45.43
2015-09-16,67,77.0,,0.77,51.59
2015-09-17,55,77.0,,0.77,42.35
2015-09-18,61,77.0,,0.77,46.97
2015-09-19,80,77.0,,0.77,61.6
2015-09-20,84,77.0,,0.77,64.68
2015-09-21,55,77.0,,0.77,42.35
2015-09-22,53,77.0,,0.77,40.81
2015-09-23,54,77.0,,0.77,41.58
2015-09-24,73,77.0,,0.77,56.21
2015-09-25,70,77.0,,0.77,53.9
2015-09-26,76,77.0,,0.77,58.52
2015-09-27,79,77.0,,0.77,60.83
2015-09-28,61,77.0,,0.77,46.97
2015-09-29,66,77.0,,0.77,50.82
2015-09-30,64,77.0,,0.77,49.28
2015-10-01,90,70.0,False,0.7,62.99999999999999
2015-10-02,90,70.0,,0.7,62.99999999999999
2015-10-03,84,70.0,,0.7,58.8
2015-10-04,93,70.0,,0.7,65.1
2015-10-05,75,70.0,,0.7,52.5
2015-10-06,64,70.0,,0.7,44.8
2015-10-07,81,70.0,,0.7,56.699999999999996
2015-10-08,71,70.0,,0.7,49.699999999999996
2015-10-09,71,70.0,,0.7,49.699999999999996
2015-10-10,83,70.0,,0.7,58.099999999999994
2015-10-11,83,70.0,,0.7,58.099999999999994
2015-10-12,77,70.0,,0.7,53.9
2015-10-13,61,70.0,,0.7,42.699999999999996
2015-10-14,75,70.0,,0.7,52.5
2015-10-15,64,70.0,,0.7,44.8
2015-10-16,62,70.0,,0.7,43.4
2015-10-17,78,70.0,,0.7,54.599999999999994
2015-10-18,100,70.0,,0.7,70.0
2015-10-19,75,70.0,,0.7,52.5
2015-10-20,72,70.0,,0.7,50.4
2015-10-21,58,70.0,,0.7,40.599999999999994
2015-10-22,72,70.0,,0.7,50.4
2015-10-23,60,70.0,,0.7,42.0
2015-10-24,75,70.0,,0.7,52.5
2015-10-25,81,70.0,,0.7,56.699999999999996
2015-10-26,52,70.0,,0.7,36.4
2015-10-27,56,70.0,,0.7,39.199999999999996
2015-10-28,66,70.0,,0.7,46.199999999999996
2015-10-29,72,70.0,,0.7,50.4
2015-10-30,81,70.0,,0.7,56.699999999999996
2015-10-31,64,70.0,,0.7,44.8
2015-11-01,100,72.0,False,0.72,72.0
2015-11-02,61,72.0,,0.72,43.92
2015-11-03,71,72.0,,0.72,51.12
2015-11-04,73,72.0,,0.72,52.559999999999995
2015-11-05,67,72.0,,0.72,48.239999999999995
2015-11-06,79,72.0,,0.72,56.879999999999995
2015-11-07,75,72.0,,0.72,54.0
2015-11-08,97,72.0,,0.72,69.84
2015-11-09,93,72.0,,0.72,66.96
2015-11-10,65,72.0,,0.72,46.8
2015-11-11,74,72.0,,0.72,53.28
2015-11-12,93,72.0,,0.72,66.96
2015-11-13,76,72.0,,0.72,54.72
2015-11-14,70,72.0,,0.72,50.4
2015-11-15,86,72.0,,0.72,61.919999999999995
2015-11-16,78,72.0,,0.72,56.16
2015-11-17,77,72.0,,0.72,55.44
2015-11-18,70,72.0,,0.72,50.4
2015-11-19,69,72.0,,0.72,49.68
2015-11-20,77,72.0,,0.72,55.44
2015-11-21,86,72.0,,0.72,61.919999999999995
2015-11-22,89,72.0,,0.72,64.08
2015-11-23,73,72.0,,0.72,52.559999999999995
2015-11-24,75,72.0,,0.72,54.0
2015-11-25,80,72.0,,0.72,57.599999999999994
2015-11-26,85,72.0,,0.72,61.199999999999996
2015-11-27,83,72.0,,0.72,59.76
2015-11-28,95,72.0,,0.72,68.39999999999999
2015-11-29,98,72.0,,0.72,70.56
2015-11-30,75,72.0,,0.72,54.0
2015-12-01,55,72.0,False,0.72,39.6
2015-12-02,56,72.0,,0.72,40.32
2015-12-03,71,72.0,,0.72,51.12
2015-12-04,68,72.0,,0.72,48.96
2015-12-05,68,72.0,,0.72,48.96
2015-12-06,91,72.0,,0.72,65.52
2015-12-07,69,72.0,,0.72,49.68
2015-12-08,54,72.0,,0.72,38.879999999999995
2015-12-09,67,72.0,,0.72,48.239999999999995
2015-12-10,70,72.0,,0.72,50.4
2015-12-11,72,72.0,,0.72,51.839999999999996
2015-12-12,73,72.0,,0.72,52.559999999999995
2015-12-13,79,72.0,,0.72,56.879999999999995
2015-12-14,72,72.0,,0.72,51.839999999999996
2015-12-15,60,72.0,,0.72,43.199999999999996
2015-12-16,54,72.0,,0.72,38.879999999999995
2015-12-17,68,72.0,,0.72,48.96
2015-12-18,71,72.0,,0.72,51.12
2015-12-19,84,72.0,,0.72,60.48
2015-12-20,96,72.0,,0.72,69.12
2015-12-21,80,72.0,,0.72,57.599999999999994
2015-12-22,73,72.0,,0.72,52.559999999999995
2015-12-23,76,72.0,,0.72,54.72
2015-12-24,87,72.0,,0.72,62.64
2015-12-25,84,72.0,,0.72,60.48
2015-12-26,88,72.0,,0.72,63.36
2015-12-27,78,72.0,,0.72,56.16
2015-12-28,75,72.0,,0.72,54.0
2015-12-29,69,72.0,,0.72,49.68
2015-12-30,72,72.0,,0.72,51.839999999999996
2015-12-31,100,72.0,,0.72,72.0
2016-01-01,86,71.0,False,0.71,61.059999999999995
2016-01-02,80,71.0,,0.71,56.8
2016-01-03,76,71.0,,0.71,53.959999999999994
2016-01-04,68,71.0,,0.71,48.28
2016-01-05,70,71.0,,0.71,49.699999999999996
2016-01-06,86,71.0,,0.71,61.059999999999995
2016-01-07,67,71.0,,0.71,47.57
2016-01-08,73,71.0,,0.71,51.83
2016-01-09,75,71.0,,0.71,53.25
2016-01-10,100,71.0,,0.71,71.0
2016-01-11,80,71.0,,0.71,56.8
2016-01-12,68,71.0,,0.71,48.28
2016-01-13,62,71.0,,0.71,44.019999999999996
2016-01-14,85,71.0,,0.71,60.349999999999994
2016-01-15,71,71.0,,0.71,50.41
2016-01-16,67,71.0,,0.71,47.57
2016-01-17,80,71.0,,0.71,56.8
2016-01-18,85,71.0,,0.71,60.349999999999994
2016-01-19,74,71.0,,0.71,52.54
2016-01-20,76,71.0,,0.71,53.959999999999994
2016-01-21,86,71.0,,0.71,61.059999999999995
2016-01-22,76,71.0,,0.71,53.959999999999994
2016-01-23,63,71.0,,0.71,44.73
2016-01-24,86,71.0,,0.71,61.059999999999995
2016-01-25,66,71.0,,0.71,46.86
2016-01-26,77,71.0,,0.71,54.669999999999995
2016-01-27,86,71.0,,0.71,61.059999999999995
2016-01-28,80,71.0,,0.71,56.8
2016-01-29,79,71.0,,0.71,56.089999999999996
2016-01-30,96,71.0,,0.71,68.16
2016-01-31,88,71.0,,0.71,62.48
2016-02-01,58,67.0,False,0.67,38.86
2016-02-02,67,67.0,,0.67,44.89
2016-02-03,69,67.0,,0.67,46.230000000000004
2016-02-04,53,67.0,,0.67,35.510000000000005
2016-02-05,62,67.0,,0.67,41.54
2016-02-06,80,67.0,,0.67,53.6
2016-02-07,81,67.0,,0.67,54.27
2016-02-08,100,67.0,,0.67,67.0
2016-02-09,68,67.0,,0.67,45.56
2016-02-10,66,67.0,,0.67,44.220000000000006
2016-02-11,76,67.0,,0.67,50.92
2016-02-12,78,67.0,,0.67,52.260000000000005
2016-02-13,61,67.0,,0.67,40.870000000000005
2016-02-14,64,67.0,,0.67,42.88
2016-02-15,76,67.0,,0.67,50.92
2016-02-16,64,67.0,,0.67,42.88
2016-02-17,73,67.0,,0.67,48.910000000000004
2016-02-18,80,67.0,,0.67,53.6
2016-02-19,69,67.0,,0.67,46.230000000000004
2016-02-20,52,67.0,,0.67,34.84
2016-02-21,65,67.0,,0.67,43.550000000000004
2016-02-22,55,67.0,,0.67,36.85
2016-02-23,74,67.0,,0.67,49.580000000000005
2016-02-24,68,67.0,,0.67,45.56
2016-02-25,63,67.0,,0.67,42.21
2016-02-26,69,67.0,,0.67,46.230000000000004
2016-02-27,66,67.0,,0.67,44.220000000000006
2016-02-28,73,67.0,,0.67,48.910000000000004
2016-02-29,72,67.0,,0.67,48.24
2016-03-01,62,69.0,False,0.69,42.779999999999994
2016-03-02,64,69.0,,0.69,44.16
2016-03-03,74,69.0,,0.69,51.059999999999995
2016-03-04,64,69.0,,0.69,44.16
2016-03-05,78,69.0,,0.69,53.81999999999999
2016-03-06,96,69.0,,0.69,66.24
2016-03-07,89,69.0,,0.69,61.41
2016-03-08,94,69.0,,0.69,64.86
2016-03-09,93,69.0,,0.69,64.17
2016-03-10,65,69.0,,0.69,44.849999999999994
2016-03-11,80,69.0,,0.69,55.199999999999996
2016-03-12,84,69.0,,0.69,57.959999999999994
2016-03-13,77,69.0,,0.69,53.129999999999995
2016-03-14,88,69.0,,0.69,60.72
2016-03-15,87,69.0,,0.69,60.029999999999994
2016-03-16,63,69.0,,0.69,43.47
2016-03-17,56,69.0,,0.69,38.64
2016-03-18,71,69.0,,0.69,48.989999999999995
2016-03-19,76,69.0,,0.69,52.44
2016-03-20,74,69.0,,0.69,51.059999999999995
2016-03-21,87,69.0,,0.69,60.029999999999994
2016-03-22,93,69.0,,0.69,64.17
2016-03-23,70,69.0,,0.69,48.3
2016-03-24,66,69.0,,0.69,45.54
2016-03-25,76,69.0,,0.69,52.44
2016-03-26,100,69.0,,0.69,69.0
2016-03-27,77,69.0,,0.69,53.129999999999995
2016-03-28,86,69.0,,0.69,59.339999999999996
2016-03-29,62,69.0,,0.69,42.779999999999994
2016-03-30,75,69.0,,0.69,51.74999999999999
2016-03-31,69,69.0,,0.69,47.61
2016-04-01,49,64.0,False,0.64,31.36
2016-04-02,65,64.0,,0.64,41.6
2016-04-03,75,64.0,,0.64,48.0
2016-04-04,64,64.0,,0.64,40.96
2016-04-05,60,64.0,,0.64,38.4
2016-04-06,67,64.0,,0.64,42.88
2016-04-07,73,64.0,,0.64,46.72
2016-04-08,56,64.0,,0.64,35.84
2016-04-09,62,64.0,,0.64,39.68
2016-04-10,100,64.0,,0.64,64.0
2016-04-11,74,64.0,,0.64,47.36
2016-04-12,66,64.0,,0.64,42.24
2016-04-13,64,64.0,,0.64,40.96
2016-04-14,56,64.0,,0.64,35.84
2016-04-15,64,64.0,,0.64,40.96
2016-04-16,72,64.0,,0.64,46.08
2016-04-17,80,64.0,,0.64,51.2
2016-04-18,65,64.0,,0.64,41.6
2016-04-19,66,64.0,,0.64,42.24
2016-04-20,56,64.0,,0.64,35.84
2016-04-21,55,64.0,,0.64,35.2
2016-04-22,62,64.0,,0.64,39.68
2016-04-23,62,64.0,,0.64,39.68
2016-04-24,83,64.0,,0.64,53.120000000000005
2016-04-25,61,64.0,,0.64,39.04
2016-04-26,63,64.0,,0.64,40.32
2016-04-27,66,64.0,,0.64,42.24
2016-04-28,57,64.0,,0.64,36.480000000000004
2016-04-29,65,64.0,,0.64,41.6
2016-04-30,55,64.0,,0.64,35.2
2016-05-01,78,65.0,False,0.65,50.7
2016-05-02,74,65.0,,0.65,48.1
2016-05-03,57,65.0,,0.65,37.050000000000004
2016-05-04,68,65.0,,0.65,44.2
2016-05-05,49,65.0,,0.65,31.85
2016-05-06,62,65.0,,0.65,40.300000000000004
2016-05-07,64,65.0,,0.65,41.6
2016-05-08,78,65.0,,0.65,50.7
2016-05-09,90,65.0,,0.65,58.5
2016-05-10,48,65.0,,0.65,31.200000000000003
2016-05-11,65,65.0,,0.65,42.25
2016-05-12,55,65.0,,0.65,35.75
2016-05-13,79,65.0,,0.65,51.35
2016-05-14,71,65.0,,0.65,46.15
2016-05-15,100,65.0,,0.65,65.0
2016-05-16,59,65.0,,0.65,38.35
2016-05-17,49,65.0,,0.65,31.85
2016-05-18,66,65.0,,0.65,42.9
2016-05-19,60,65.0,,0.65,39.0
2016-05-20,46,65.0,,0.65,29.900000000000002
2016-05-21,58,65.0,,0.65,37.7
2016-05-22,90,65.0,,0.65,58.5
2016-05-23,65,65.0,,0.65,42.25
2016-05-24,54,65.0,,0.65,35.1
2016-05-25,53,65.0,,0.65,34.45
2016-05-26,80,65.0,,0.65,52.0
2016-05-27,58,65.0,,0.65,37.7
2016-05-28,70,65.0,,0.65,45.5
2016-05-29,68,65.0,,0.65,44.2
2016-05-30,69,65.0,,0.65,44.85
2016-05-31,51,65.0,,0.65,33.15
2016-06-01,71,66.0,False,0.66,46.86
2016-06-02,69,66.0,,0.66,45.54
2016-06-03,72,66.0,,0.66,47.52
2016-06-04,80,66.0,,0.66,52.800000000000004
2016-06-05,84,66.0,,0.66,55.440000000000005
2016-06-06,60,66.0,,0.66,39.6
2016-06-07,79,66.0,,0.66,52.14
2016-06-08,84,66.0,,0.66,55.440000000000005
2016-06-09,70,66.0,,0.66,46.2
2016-06-10,67,66.0,,0.66,44.22
2016-06-11,77,66.0,,0.66,50.82
2016-06-12,70,66.0,,0.66,46.2
2016-06-13,67,66.0,,0.66,44.22
2016-06-14,67,66.0,,0.66,44.22
2016-06-15,78,66.0,,0.66,51.480000000000004
2016-06-16,74,66.0,,0.66,48.84
2016-06-17,72,66.0,,0.66,47.52
2016-06-18,72,66.0,,0.66,47.52
2016-06-19,91,66.0,,0.66,60.06
2016-06-20,77,66.0,,0.66,50.82
2016-06-21,69,66.0,,0.66,45.54
2016-06-22,81,66.0,,0.66,53.46
2016-06-23,62,66.0,,0.66,40.92
2016-06-24,57,66.0,,0.66,37.620000000000005
2016-06-25,78,66.0,,0.66,51.480000000000004
2016-06-26,100,66.0,,0.66,66.0
2016-06-27,78,66.0,,0.66,51.480000000000004
2016-06-28,75,66.0,,0.66,49.5
2016-06-29,76,66.0,,0.66,50.160000000000004
2016-06-30,78,66.0,,0.66,51.480000000000004
2016-07-01,58,73.0,False,0.73,42.339999999999996
2016-07-02,62,73.0,,0.73,45.26
2016-07-03,64,73.0,,0.73,46.72
2016-07-04,60,73.0,,0.73,43.8
2016-07-05,57,73.0,,0.73,41.61
2016-07-06,44,73.0,,0.73,32.12
2016-07-07,41,73.0,,0.73,29.93
2016-07-08,68,73.0,,0.73,49.64
2016-07-09,53,73.0,,0.73,38.69
2016-07-10,59,73.0,,0.73,43.07
2016-07-11,44,73.0,,0.73,32.12
2016-07-12,54,73.0,,0.73,39.42
2016-07-13,65,73.0,,0.73,47.449999999999996
2016-07-14,45,73.0,,0.73,32.85
2016-07-15,55,73.0,,0.73,40.15
2016-07-16,83,73.0,,0.73,60.589999999999996
2016-07-17,100,73.0,,0.73,73.0
2016-07-18,78,73.0,,0.73,56.94
2016-07-19,66,73.0,,0.73,48.18
2016-07-20,55,73.0,,0.73,40.15
2016-07-21,61,73.0,,0.73,44.53
2016-07-22,57,73.0,,0.73,41.61
2016-07-23,61,73.0,,0.73,44.53
2016-07-24,61,73.0,,0.73,44.53
2016-07-25,64,73.0,,0.73,46.72
2016-07-26,62,73.0,,0.73,45.26
2016-07-27,60,73.0,,0.73,43.8
2016-07-28,65,73.0,,0.73,47.449999999999996
2016-07-29,67,73.0,,0.73,48.91
2016-07-30,85,73.0,,0.73,62.05
2016-07-31,67,73.0,,0.73,48.91
2016-08-01,74,66.0,False,0.66,48.84
2016-08-02,82,66.0,,0.66,54.120000000000005
2016-08-03,100,66.0,,0.66,66.0
2016-08-04,91,66.0,,0.66,60.06
2016-08-05,69,66.0,,0.66,45.54
2016-08-06,71,66.0,,0.66,46.86
2016-08-07,69,66.0,,0.66,45.54
2016-08-08,84,66.0,,0.66,55.440000000000005
2016-08-09,72,66.0,,0.66,47.52
2016-08-10,65,66.0,,0.66,42.9
2016-08-11,94,66.0,,0.66,62.040000000000006
2016-08-12,64,66.0,,0.66,42.24
2016-08-13,90,66.0,,0.66,59.400000000000006
2016-08-14,77,66.0,,0.66,50.82
2016-08-15,52,66.0,,0.66,34.32
2016-08-16,71,66.0,,0.66,46.86
2016-08-17,69,66.0,,0.66,45.54
2016-08-18,70,66.0,,0.66,46.2
2016-08-19,54,66.0,,0.66,35.64
2016-08-20,77,66.0,,0.66,50.82
2016-08-21,63,66.0,,0.66,41.580000000000005
2016-08-22,74,66.0,,0.66,48.84
2016-08-23,75,66.0,,0.66,49.5
2016-08-24,88,66.0,,0.66,58.080000000000005
2016-08-25,69,66.0,,0.66,45.54
2016-08-26,72,66.0,,0.66,47.52
2016-08-27,82,66.0,,0.66,54.120000000000005
2016-08-28,87,66.0,,0.66,57.42
2016-08-29,82,66.0,,0.66,54.120000000000005
2016-08-30,83,66.0,,0.66,54.78
2016-08-31,64,66.0,,0.66,42.24
2016-09-01,84,64.0,False,0.64,53.76
2016-09-02,68,64.0,,0.64,43.52
2016-09-03,87,64.0,,0.64,55.68
2016-09-04,83,64.0,,0.64,53.120000000000005
2016-09-05,90,64.0,,0.64,57.6
2016-09-06,74,64.0,,0.64,47.36
2016-09-07,75,64.0,,0.64,48.0
2016-09-08,65,64.0,,0.64,41.6
2016-09-09,74,64.0,,0.64,47.36
2016-09-10,89,64.0,,0.64,56.96
2016-09-11,91,64.0,,0.64,58.24
2016-09-12,79,64.0,,0.64,50.56
2016-09-13,81,64.0,,0.64,51.84
2016-09-14,75,64.0,,0.64,48.0
2016-09-15,75,64.0,,0.64,48.0
2016-09-16,73,64.0,,0.64,46.72
2016-09-17,82,64.0,,0.64,52.480000000000004
2016-09-18,96,64.0,,0.64,61.44
2016-09-19,82,64.0,,0.64,52.480000000000004
2016-09-20,79,64.0,,0.64,50.56
2016-09-21,82,64.0,,0.64,52.480000000000004
2016-09-22,83,64.0,,0.64,53.120000000000005
2016-09-23,77,64.0,,0.64,49.28
2016-09-24,94,64.0,,0.64,60.160000000000004
2016-09-25,100,64.0,,0.64,64.0
2016-09-26,73,64.0,,0.64,46.72
2016-09-27,64,64.0,,0.64,40.96
2016-09-28,70,64.0,,0.64,44.800000000000004
2016-09-29,71,64.0,,0.64,45.44
2016-09-30,74,64.0,,0.64,47.36
2016-10-01,68,61.0,False,0.61,41.48
2016-10-02,83,61.0,,0.61,50.629999999999995
2016-10-03,76,61.0,,0.61,46.36
2016-10-04,61,61.0,,0.61,37.21
2016-10-05,56,61.0,,0.61,34.16
2016-10-06,60,61.0,,0.61,36.6
2016-10-07,73,61.0,,0.61,44.53
2016-10-08,66,61.0,,0.61,40.26
2016-10-09,80,61.0,,0.61,48.8
2016-10-10,80,61.0,,0.61,48.8
2016-10-11,57,61.0,,0.61,34.769999999999996
2016-10-12,70,61.0,,0.61,42.699999999999996
2016-10-13,68,61.0,,0.61,41.48
2016-10-14,79,61.0,,0.61,48.19
2016-10-15,77,61.0,,0.61,46.97
2016-10-16,50,61.0,,0.61,30.5
2016-10-17,64,61.0,,0.61,39.04
2016-10-18,67,61.0,,0.61,40.87
2016-10-19,63,61.0,,0.61,38.43
2016-10-20,53,61.0,,0.61,32.33
2016-10-21,55,61.0,,0.61,33.55
2016-10-22,70,61.0,,0.61,42.699999999999996
2016-10-23,75,61.0,,0.61,45.75
2016-10-24,77,61.0,,0.61,46.97
2016-10-25,65,61.0,,0.61,39.65
2016-10-26,49,61.0,,0.61,29.89
2016-10-27,81,61.0,,0.61,49.41
2016-10-28,64,61.0,,0.61,39.04
2016-10-29,58,61.0,,0.61,35.38
2016-10-30,100,61.0,,0.61,61.0
2016-10-31,77,61.0,,0.61,46.97
2016-11-01,60,65.0,False,0.65,39.0
2016-11-02,81,65.0,,0.65,52.65
2016-11-03,65,65.0,,0.65,42.25
2016-11-04,80,65.0,,0.65,52.0
2016-11-05,73,65.0,,0.65,47.45
2016-11-06,84,65.0,,0.65,54.6
2016-11-07,76,65.0,,0.65,49.4
2016-11-08,70,65.0,,0.65,45.5
2016-11-09,51,65.0,,0.65,33.15
2016-11-10,71,65.0,,0.65,46.15
2016-11-11,79,65.0,,0.65,51.35
2016-11-12,72,65.0,,0.65,46.800000000000004
2016-11-13,76,65.0,,0.65,49.4
2016-11-14,99,65.0,,0.65,64.35000000000001
2016-11-15,83,65.0,,0.65,53.95
2016-11-16,77,65.0,,0.65,50.050000000000004
2016-11-17,80,65.0,,0.65,52.0
2016-11-18,60,65.0,,0.65,39.0
2016-11-19,92,65.0,,0.65,59.800000000000004
2016-11-20,86,65.0,,0.65,55.9
2016-11-21,67,65.0,,0.65,43.550000000000004
2016-11-22,79,65.0,,0.65,51.35
2016-11-23,78,65.0,,0.65,50.7
2016-11-24,80,65.0,,0.65,52.0
2016-11-25,64,65.0,,0.65,41.6
2016-11-26,100,65.0,,0.65,65.0
2016-11-27,74,65.0,,0.65,48.1
2016-11-28,63,65.0,,0.65,40.95
2016-11-29,86,65.0,,0.65,55.9
2016-11-30,98,65.0,,0.65,63.7
2016-12-01,80,65.0,False,0.65,52.0
2016-12-02,90,65.0,,0.65,58.5
2016-12-03,88,65.0,,0.65,57.2
2016-12-04,82,65.0,,0.65,53.300000000000004
2016-12-05,80,65.0,,0.65,52.0
2016-12-06,72,65.0,,0.65,46.800000000000004
2016-12-07,76,65.0,,0.65,49.4
2016-12-08,86,65.0,,0.65,55.9
2016-12-09,72,65.0,,0.65,46.800000000000004
2016-12-10,77,65.0,,0.65,50.050000000000004
2016-12-11,91,65.0,,0.65,59.15
2016-12-12,69,65.0,,0.65,44.85
2016-12-13,76,65.0,,0.65,49.4
2016-12-14,81,65.0,,0.65,52.65
2016-12-15,76,65.0,,0.65,49.4
2016-12-16,59,65.0,,0.65,38.35
2016-12-17,87,65.0,,0.65,56.550000000000004
2016-12-18,84,65.0,,0.65,54.6
2016-12-19,81,65.0,,0.65,52.65
2016-12-20,74,65.0,,0.65,48.1
2016-12-21,70,65.0,,0.65,45.5
2016-12-22,86,65.0,,0.65,55.9
2016-12-23,88,65.0,,0.65,57.2
2016-12-24,95,65.0,,0.65,61.75
2016-12-25,85,65.0,,0.65,55.25
2016-12-26,83,65.0,,0.65,53.95
2016-12-27,92,65.0,,0.65,59.800000000000004
2016-12-28,74,65.0,,0.65,48.1
2016-12-29,100,65.0,,0.65,65.0
2016-12-30,73,65.0,,0.65,47.45
2016-12-31,88,65.0,,0.65,57.2
2017-01-01,77,69.0,False,0.69,53.129999999999995
2017-01-02,96,69.0,,0.69,66.24
2017-01-03,80,69.0,,0.69,55.199999999999996
2017-01-04,73,69.0,,0.69,50.37
2017-01-05,77,69.0,,0.69,53.129999999999995
2017-01-06,78,69.0,,0.69,53.81999999999999
2017-01-07,89,69.0,,0.69,61.41
2017-01-08,100,69.0,,0.69,69.0
2017-01-09,69,69.0,,0.69,47.61
2017-01-10,61,69.0,,0.69,42.089999999999996
2017-01-11,84,69.0,,0.69,57.959999999999994
2017-01-12,79,69.0,,0.69,54.51
2017-01-13,69,69.0,,0.69,47.61
2017-01-14,68,69.0,,0.69,46.919999999999995
2017-01-15,76,69.0,,0.69,52.44
2017-01-16,88,69.0,,0.69,60.72
2017-01-17,74,69.0,,0.69,51.059999999999995
2017-01-18,44,69.0,,0.69,30.36
2017-01-19,72,69.0,,0.69,49.67999999999999
2017-01-20,75,69.0,,0.69,51.74999999999999
2017-01-21,93,69.0,,0.69,64.17
2017-01-22,79,69.0,,0.69,54.51
2017-01-23,67,69.0,,0.69,46.23
2017-01-24,75,69.0,,0.69,51.74999999999999
2017-01-25,78,69.0,,0.69,53.81999999999999
2017-01-26,81,69.0,,0.69,55.88999999999999
2017-01-27,71,69.0,,0.69,48.989999999999995
2017-01-28,70,69.0,,0.69,48.3
2017-01-29,89,69.0,,0.69,61.41
2017-01-30,70,69.0,,0.69,48.3
2017-01-31,74,69.0,,0.69,51.059999999999995
2017-02-01,87,64.0,False,0.64,55.68
2017-02-02,63,64.0,,0.64,40.32
2017-02-03,78,64.0,,0.64,49.92
2017-02-04,72,64.0,,0.64,46.08
2017-02-05,63,64.0,,0.64,40.32
2017-02-06,87,64.0,,0.64,55.68
2017-02-07,78,64.0,,0.64,49.92
2017-02-08,69,64.0,,0.64,44.160000000000004
2017-02-09,80,64.0,,0.64,51.2
2017-02-10,72,64.0,,0.64,46.08
2017-02-11,89,64.0,,0.64,56.96
2017-02-12,96,64.0,,0.64,61.44
2017-02-13,85,64.0,,0.64,54.4
2017-02-14,66,64.0,,0.64,42.24
2017-02-15,68,64.0,,0.64,43.52
2017-02-16,65,64.0,,0.64,41.6
2017-02-17,74,64.0,,0.64,47.36
2017-02-18,64,64.0,,0.64,40.96
2017-02-19,100,64.0,,0.64,64.0
2017-02-20,90,64.0,,0.64,57.6
2017-02-21,77,64.0,,0.64,49.28
2017-02-22,77,64.0,,0.64,49.28
2017-02-23,75,64.0,,0.64,48.0
2017-02-24,69,64.0,,0.64,44.160000000000004
2017-02-25,74,64.0,,0.64,47.36
2017-02-26,73,64.0,,0.64,46.72
2017-02-27,71,64.0,,0.64,45.44
2017-02-28,79,64.0,,0.64,50.56
2017-03-01,71,65.0,False,0.65,46.15
2017-03-02,74,65.0,,0.65,48.1
2017-03-03,64,65.0,,0.65,41.6
2017-03-04,80,65.0,,0.65,52.0
2017-03-05,100,65.0,,0.65,65.0
2017-03-06,78,65.0,,0.65,50.7
2017-03-07,73,65.0,,0.65,47.45
2017-03-08,81,65.0,,0.65,52.65
2017-03-09,80,65.0,,0.65,52.0
2017-03-10,76,65.0,,0.65,49.4
2017-03-11,61,65.0,,0.65,39.65
2017-03-12,93,65.0,,0.65,60.45
2017-03-13,81,65.0,,0.65,52.65
2017-03-14,80,65.0,,0.65,52.0
2017-03-15,73,65.0,,0.65,47.45
2017-03-16,59,65.0,,0.65,38.35
2017-03-17,67,65.0,,0.65,43.550000000000004
2017-03-18,75,65.0,,0.65,48.75
2017-03-19,90,65.0,,0.65,58.5
2017-03-20,60,65.0,,0.65,39.0
2017-03-21,90,65.0,,0.65,58.5
2017-03-22,90,65.0,,0.65,58.5
2017-03-23,68,65.0,,0.65,44.2
2017-03-24,80,65.0,,0.65,52.0
2017-03-25,89,65.0,,0.65,57.85
2017-03-26,82,65.0,,0.65,53.300000000000004
2017-03-27,69,65.0,,0.65,44.85
2017-03-28,76,65.0,,0.65,49.4
2017-03-29,74,65.0,,0.65,48.1
2017-03-30,79,65.0,,0.65,51.35
2017-03-31,72,65.0,,0.65,46.800000000000004
2017-04-01,67,62.0,False,0.62,41.54
2017-04-02,86,62.0,,0.62,53.32
2017-04-03,79,62.0,,0.62,48.98
2017-04-04,63,62.0,,0.62,39.06
2017-04-05,76,62.0,,0.62,47.12
2017-04-06,67,62.0,,0.62,41.54
2017-04-07,58,62.0,,0.62,35.96
2017-04-08,66,62.0,,0.62,40.92
2017-04-09,80,62.0,,0.62,49.6
2017-04-10,68,62.0,,0.62,42.16
2017-04-11,72,62.0,,0.62,44.64
2017-04-12,86,62.0,,0.62,53.32
2017-04-13,71,62.0,,0.62,44.02
2017-04-14,69,62.0,,0.62,42.78
2017-04-15,84,62.0,,0.62,52.08
2017-04-16,99,62.0,,0.62,61.38
2017-04-17,71,62.0,,0.62,44.02
2017-04-18,71,62.0,,0.62,44.02
2017-04-19,74,62.0,,0.62,45.88
2017-04-20,71,62.0,,0.62,44.02
2017-04-21,83,62.0,,0.62,51.46
2017-04-22,81,62.0,,0.62,50.22
2017-04-23,100,62.0,,0.62,62.0
2017-04-24,83,62.0,,0.62,51.46
2017-04-25,58,62.0,,0.62,35.96
