date,ore_unscaled,ore_monthly,isPartial,scale,ore
2013-12-25,71,94.0,,0.94,66.74
2013-12-26,78,94.0,,0.94,73.32
2013-12-27,98,94.0,,0.94,92.11999999999999
2013-12-28,83,94.0,,0.94,78.02
2013-12-29,85,94.0,,0.94,79.89999999999999
2013-12-30,75,94.0,,0.94,70.5
2013-12-31,76,94.0,,0.94,71.44
2014-01-01,81,90.0,False,0.9,72.9
2014-01-02,90,90.0,,0.9,81.0
2014-01-03,76,90.0,,0.9,68.4
2014-01-04,87,90.0,,0.9,78.3
2014-01-05,91,90.0,,0.9,81.9
2014-01-06,85,90.0,,0.9,76.5
2014-01-07,71,90.0,,0.9,63.9
2014-01-08,80,90.0,,0.9,72.0
2014-01-09,62,90.0,,0.9,55.800000000000004
2014-01-10,56,90.0,,0.9,50.4
2014-01-11,75,90.0,,0.9,67.5
2014-01-12,95,90.0,,0.9,85.5
2014-01-13,68,90.0,,0.9,61.2
2014-01-14,54,90.0,,0.9,48.6
2014-01-15,62,90.0,,0.9,55.800000000000004
2014-01-16,53,90.0,,0.9,47.7
2014-01-17,76,90.0,,0.9,68.4
2014-01-18,78,90.0,,0.9,70.2
2014-01-19,100,90.0,,0.9,90.0
2014-01-20,93,90.0,,0.9,83.7
2014-01-21,66,90.0,,0.9,59.4
2014-01-22,58,90.0,,0.9,52.2
2014-01-23,58,90.0,,0.9,52.2
2014-01-24,70,90.0,,0.9,63.0
2014-01-25,76,90.0,,0.9,68.4
2014-01-26,82,90.0,,0.9,73.8
2014-01-27,64,90.0,,0.9,57.6
2014-01-28,62,90.0,,0.9,55.800000000000004
2014-01-29,58,90.0,,0.9,52.2
2014-01-30,66,90.0,,0.9,59.4
2014-01-31,63,90.0,,0.9,56.7
2014-02-01,77,78.0,False,0.78,60.06
2014-02-02,100,78.0,,0.78,78.0
2014-02-03,79,78.0,,0.78,61.620000000000005
2014-02-04,61,78.0,,0.78,47.58
2014-02-05,71,78.0,,0.78,55.38
2014-02-06,69,78.0,,0.78,53.82
2014-02-07,79,78.0,,0.78,61.620000000000005
2014-02-08,78,78.0,,0.78,60.84
2014-02-09,69,78.0,,0.78,53.82
2014-02-10,76,78.0,,0.78,59.28
2014-02-11,71,78.0,,0.78,55.38
2014-02-12,75,78.0,,0.78,58.5
2014-02-13,90,78.0,,0.78,70.2
2014-02-14,54,78.0,,0.78,42.120000000000005
2014-02-15,87,78.0,,0.78,67.86
2014-02-16,93,78.0,,0.78,72.54
2014-02-17,75,78.0,,0.78,58.5
2014-02-18,66,78.0,,0.78,51.480000000000004
2014-02-19,76,78.0,,0.78,59.28
2014-02-20,71,78.0,,0.78,55.38
2014-02-21,62,78.0,,0.78,48.36
2014-02-22,89,78.0,,0.78,69.42
2014-02-23,96,78.0,,0.78,74.88
2014-02-24,61,78.0,,0.78,47.58
2014-02-25,78,78.0,,0.78,60.84
2014-02-26,73,78.0,,0.78,56.940000000000005
2014-02-27,45,78.0,,0.78,35.1
2014-02-28,62,78.0,,0.78,48.36
2014-03-01,77,79.0,False,0.79,60.830000000000005
2014-03-02,83,79.0,,0.79,65.57000000000001
2014-03-03,60,79.0,,0.79,47.400000000000006
2014-03-04,66,79.0,,0.79,52.14
2014-03-05,55,79.0,,0.79,43.45
2014-03-06,73,79.0,,0.79,57.67
2014-03-07,72,79.0,,0.79,56.88
2014-03-08,85,79.0,,0.79,67.15
2014-03-09,87,79.0,,0.79,68.73
2014-03-10,74,79.0,,0.79,58.46
2014-03-11,78,79.0,,0.79,61.620000000000005
2014-03-12,64,79.0,,0.79,50.56
2014-03-13,72,79.0,,0.79,56.88
2014-03-14,54,79.0,,0.79,42.660000000000004
2014-03-15,89,79.0,,0.79,70.31
2014-03-16,81,79.0,,0.79,63.99
2014-03-17,62,79.0,,0.79,48.980000000000004
2014-03-18,67,79.0,,0.79,52.93
2014-03-19,67,79.0,,0.79,52.93
2014-03-20,63,79.0,,0.79,49.77
2014-03-21,59,79.0,,0.79,46.61
2014-03-22,53,79.0,,0.79,41.870000000000005
2014-03-23,88,79.0,,0.79,69.52000000000001
2014-03-24,57,79.0,,0.79,45.03
2014-03-25,74,79.0,,0.79,58.46
2014-03-26,72,79.0,,0.79,56.88
2014-03-27,72,79.0,,0.79,56.88
2014-03-28,58,79.0,,0.79,45.82
2014-03-29,82,79.0,,0.79,64.78
2014-03-30,100,79.0,,0.79,79.0
2014-03-31,67,79.0,,0.79,52.93
2014-04-01,74,79.0,False,0.79,58.46
2014-04-02,59,79.0,,0.79,46.61
2014-04-03,61,79.0,,0.79,48.190000000000005
2014-04-04,65,79.0,,0.79,51.35
2014-04-05,71,79.0,,0.79,56.09
2014-04-06,80,79.0,,0.79,63.2
2014-04-07,66,79.0,,0.79,52.14
2014-04-08,66,79.0,,0.79,52.14
2014-04-09,54,79.0,,0.79,42.660000000000004
2014-04-10,56,79.0,,0.79,44.24
2014-04-11,70,79.0,,0.79,55.300000000000004
2014-04-12,86,79.0,,0.79,67.94
2014-04-13,76,79.0,,0.79,60.040000000000006
2014-04-14,58,79.0,,0.79,45.82
2014-04-15,65,79.0,,0.79,51.35
2014-04-16,72,79.0,,0.79,56.88
2014-04-17,72,79.0,,0.79,56.88
2014-04-18,67,79.0,,0.79,52.93
2014-04-19,98,79.0,,0.79,77.42
2014-04-20,100,79.0,,0.79,79.0
2014-04-21,77,79.0,,0.79,60.830000000000005
2014-04-22,61,79.0,,0.79,48.190000000000005
2014-04-23,75,79.0,,0.79,59.25
2014-04-24,68,79.0,,0.79,53.72
2014-04-25,78,79.0,,0.79,61.620000000000005
2014-04-26,79,79.0,,0.79,62.410000000000004
2014-04-27,75,79.0,,0.79,59.25
2014-04-28,71,79.0,,0.79,56.09
2014-04-29,63,79.0,,0.79,49.77
2014-04-30,65,79.0,,0.79,51.35
2014-05-01,71,74.0,False,0.74,52.54
2014-05-02,71,74.0,,0.74,52.54
2014-05-03,100,74.0,,0.74,74.0
2014-05-04,74,74.0,,0.74,54.76
2014-05-05,68,74.0,,0.74,50.32
2014-05-06,63,74.0,,0.74,46.62
2014-05-07,65,74.0,,0.74,48.1
2014-05-08,70,74.0,,0.74,51.8
2014-05-09,56,74.0,,0.74,41.44
2014-05-10,95,74.0,,0.74,70.3
2014-05-11,83,74.0,,0.74,61.42
2014-05-12,60,74.0,,0.74,44.4
2014-05-13,83,74.0,,0.74,61.42
2014-05-14,76,74.0,,0.74,56.24
2014-05-15,68,74.0,,0.74,50.32
2014-05-16,61,74.0,,0.74,45.14
2014-05-17,86,74.0,,0.74,63.64
2014-05-18,82,74.0,,0.74,60.68
2014-05-19,58,74.0,,0.74,42.92
2014-05-20,76,74.0,,0.74,56.24
2014-05-21,73,74.0,,0.74,54.019999999999996
2014-05-22,72,74.0,,0.74,53.28
2014-05-23,79,74.0,,0.74,58.46
2014-05-24,86,74.0,,0.74,63.64
2014-05-25,82,74.0,,0.74,60.68
2014-05-26,81,74.0,,0.74,59.94
2014-05-27,85,74.0,,0.74,62.9
2014-05-28,69,74.0,,0.74,51.06
2014-05-29,73,74.0,,0.74,54.019999999999996
2014-05-30,58,74.0,,0.74,42.92
2014-05-31,93,74.0,,0.74,68.82
2014-06-01,66,85.0,False,0.85,56.1
2014-06-02,54,85.0,,0.85,45.9
2014-06-03,60,85.0,,0.85,51.0
2014-06-04,52,85.0,,0.85,44.199999999999996
2014-06-05,69,85.0,,0.85,58.65
2014-06-06,64,85.0,,0.85,54.4
2014-06-07,75,85.0,,0.85,63.75
2014-06-08,80,85.0,,0.85,68.0
2014-06-09,60,85.0,,0.85,51.0
2014-06-10,47,85.0,,0.85,39.949999999999996
2014-06-11,66,85.0,,0.85,56.1
2014-06-12,52,85.0,,0.85,44.199999999999996
2014-06-13,65,85.0,,0.85,55.25
2014-06-14,77,85.0,,0.85,65.45
2014-06-15,72,85.0,,0.85,61.199999999999996
2014-06-16,49,85.0,,0.85,41.65
2014-06-17,56,85.0,,0.85,47.6
2014-06-18,48,85.0,,0.85,40.8
2014-06-19,53,85.0,,0.85,45.05
2014-06-20,56,85.0,,0.85,47.6
2014-06-21,100,85.0,,0.85,85.0
2014-06-22,70,85.0,,0.85,59.5
2014-06-23,70,85.0,,0.85,59.5
2014-06-24,67,85.0,,0.85,56.949999999999996
2014-06-25,69,85.0,,0.85,58.65
2014-06-26,63,85.0,,0.85,53.55
2014-06-27,59,85.0,,0.85,50.15
2014-06-28,100,85.0,,0.85,85.0
2014-06-29,99,85.0,,0.85,84.14999999999999
2014-06-30,92,85.0,,0.85,78.2
2014-07-01,100,85.0,False,0.85,85.0
2014-07-02,81,85.0,,0.85,68.85
2014-07-03,71,85.0,,0.85,60.35
2014-07-04,99,85.0,,0.85,84.14999999999999
2014-07-05,88,85.0,,0.85,74.8
2014-07-06,76,85.0,,0.85,64.6
2014-07-07,74,85.0,,0.85,62.9
2014-07-08,76,85.0,,0.85,64.6
2014-07-09,96,85.0,,0.85,81.6
2014-07-10,82,85.0,,0.85,69.7
2014-07-11,69,85.0,,0.85,58.65
2014-07-12,84,85.0,,0.85,71.39999999999999
2014-07-13,79,85.0,,0.85,67.14999999999999
2014-07-14,73,85.0,,0.85,62.05
2014-07-15,75,85.0,,0.85,63.75
2014-07-16,90,85.0,,0.85,76.5
2014-07-17,58,85.0,,0.85,49.3
2014-07-18,71,85.0,,0.85,60.35
2014-07-19,94,85.0,,0.85,79.89999999999999
2014-07-20,99,85.0,,0.85,84.14999999999999
2014-07-21,78,85.0,,0.85,66.3
2014-07-22,76,85.0,,0.85,64.6
2014-07-23,80,85.0,,0.85,68.0
2014-07-24,67,85.0,,0.85,56.949999999999996
2014-07-25,59,85.0,,0.85,50.15
2014-07-26,59,85.0,,0.85,50.15
2014-07-27,73,85.0,,0.85,62.05
2014-07-28,64,85.0,,0.85,54.4
2014-07-29,68,85.0,,0.85,57.8
2014-07-30,80,85.0,,0.85,68.0
2014-07-31,61,85.0,,0.85,51.85
2014-08-01,63,79.0,False,0.79,49.77
2014-08-02,73,79.0,,0.79,57.67
2014-08-03,97,79.0,,0.79,76.63000000000001
2014-08-04,67,79.0,,0.79,52.93
2014-08-05,73,79.0,,0.79,57.67
2014-08-06,76,79.0,,0.79,60.040000000000006
2014-08-07,61,79.0,,0.79,48.190000000000005
2014-08-08,70,79.0,,0.79,55.300000000000004
2014-08-09,82,79.0,,0.79,64.78
2014-08-10,62,79.0,,0.79,48.980000000000004
2014-08-11,65,79.0,,0.79,51.35
2014-08-12,72,79.0,,0.79,56.88
2014-08-13,68,79.0,,0.79,53.72
2014-08-14,79,79.0,,0.79,62.410000000000004
2014-08-15,67,79.0,,0.79,52.93
2014-08-16,63,79.0,,0.79,49.77
2014-08-17,86,79.0,,0.79,67.94
2014-08-18,60,79.0,,0.79,47.400000000000006
2014-08-19,69,79.0,,0.79,54.510000000000005
2014-08-20,61,79.0,,0.79,48.190000000000005
2014-08-21,79,79.0,,0.79,62.410000000000004
2014-08-22,66,79.0,,0.79,52.14
2014-08-23,82,79.0,,0.79,64.78
2014-08-24,100,79.0,,0.79,79.0
2014-08-25,65,79.0,,0.79,51.35
2014-08-26,63,79.0,,0.79,49.77
2014-08-27,73,79.0,,0.79,57.67
2014-08-28,69,79.0,,0.79,54.510000000000005
2014-08-29,56,79.0,,0.79,44.24
2014-08-30,65,79.0,,0.79,51.35
2014-08-31,86,79.0,,0.79,67.94
2014-09-01,75,73.0,False,0.73,54.75
2014-09-02,77,73.0,,0.73,56.21
2014-09-03,67,73.0,,0.73,48.91
2014-09-04,64,73.0,,0.73,46.72
2014-09-05,58,73.0,,0.73,42.339999999999996
2014-09-06,100,73.0,,0.73,73.0
2014-09-07,94,73.0,,0.73,68.62
2014-09-08,70,73.0,,0.73,51.1
2014-09-09,65,73.0,,0.73,47.449999999999996
2014-09-10,68,73.0,,0.73,49.64
2014-09-11,85,73.0,,0.73,62.05
2014-09-12,63,73.0,,0.73,45.99
2014-09-13,67,73.0,,0.73,48.91
2014-09-14,84,73.0,,0.73,61.32
2014-09-15,66,73.0,,0.73,48.18
2014-09-16,76,73.0,,0.73,55.48
2014-09-17,71,73.0,,0.73,51.83
2014-09-18,74,73.0,,0.73,54.019999999999996
2014-09-19,52,73.0,,0.73,37.96
2014-09-20,83,73.0,,0.73,60.589999999999996
2014-09-21,79,73.0,,0.73,57.67
2014-09-22,73,73.0,,0.73,53.29
2014-09-23,72,73.0,,0.73,52.56
2014-09-24,65,73.0,,0.73,47.449999999999996
2014-09-25,58,73.0,,0.73,42.339999999999996
2014-09-26,59,73.0,,0.73,43.07
2014-09-27,66,73.0,,0.73,48.18
2014-09-28,96,73.0,,0.73,70.08
2014-09-29,69,73.0,,0.73,50.37
2014-09-30,62,73.0,,0.73,45.26
2014-10-01,64,72.0,False,0.72,46.08
2014-10-02,57,72.0,,0.72,41.04
2014-10-03,68,72.0,,0.72,48.96
2014-10-04,62,72.0,,0.72,44.64
2014-10-05,70,72.0,,0.72,50.4
2014-10-06,53,72.0,,0.72,38.16
2014-10-07,55,72.0,,0.72,39.6
2014-10-08,60,72.0,,0.72,43.199999999999996
2014-10-09,59,72.0,,0.72,42.48
2014-10-10,60,72.0,,0.72,43.199999999999996
2014-10-11,100,72.0,,0.72,72.0
2014-10-12,66,72.0,,0.72,47.519999999999996
2014-10-13,68,72.0,,0.72,48.96
2014-10-14,45,72.0,,0.72,32.4
2014-10-15,54,72.0,,0.72,38.879999999999995
2014-10-16,58,72.0,,0.72,41.76
2014-10-17,66,72.0,,0.72,47.519999999999996
2014-10-18,76,72.0,,0.72,54.72
2014-10-19,78,72.0,,0.72,56.16
2014-10-20,77,72.0,,0.72,55.44
2014-10-21,54,72.0,,0.72,38.879999999999995
2014-10-22,64,72.0,,0.72,46.08
2014-10-23,61,72.0,,0.72,43.92
2014-10-24,68,72.0,,0.72,48.96
2014-10-25,78,72.0,,0.72,56.16
2014-10-26,76,72.0,,0.72,54.72
2014-10-27,62,72.0,,0.72,44.64
2014-10-28,67,72.0,,0.72,48.239999999999995
2014-10-29,52,72.0,,0.72,37.44
2014-10-30,47,72.0,,0.72,33.839999999999996
2014-10-31,53,72.0,,0.72,38.16
2014-11-01,60,76.0,False,0.76,45.6
2014-11-02,73,76.0,,0.76,55.480000000000004
2014-11-03,69,76.0,,0.76,52.44
2014-11-04,61,76.0,,0.76,46.36
2014-11-05,60,76.0,,0.76,45.6
2014-11-06,82,76.0,,0.76,62.32
2014-11-07,64,76.0,,0.76,48.64
2014-11-08,69,76.0,,0.76,52.44
2014-11-09,100,76.0,,0.76,76.0
2014-11-10,61,76.0,,0.76,46.36
2014-11-11,69,76.0,,0.76,52.44
2014-11-12,57,76.0,,0.76,43.32
2014-11-13,67,76.0,,0.76,50.92
2014-11-14,62,76.0,,0.76,47.12
2014-11-15,75,76.0,,0.76,57.0
2014-11-16,90,76.0,,0.76,68.4
2014-11-17,71,76.0,,0.76,53.96
2014-11-18,82,76.0,,0.76,62.32
2014-11-19,66,76.0,,0.76,50.160000000000004
2014-11-20,62,76.0,,0.76,47.12
2014-11-21,67,76.0,,0.76,50.92
2014-11-22,78,76.0,,0.76,59.28
2014-11-23,90,76.0,,0.76,68.4
2014-11-24,58,76.0,,0.76,44.08
2014-11-25,71,76.0,,0.76,53.96
2014-11-26,73,76.0,,0.76,55.480000000000004
2014-11-27,64,76.0,,0.76,48.64
2014-11-28,62,76.0,,0.76,47.12
2014-11-29,73,76.0,,0.76,55.480000000000004
2014-11-30,81,76.0,,0.76,61.56
2014-12-01,76,73.0,False,0.73,55.48
2014-12-02,62,73.0,,0.73,45.26
2014-12-03,71,73.0,,0.73,51.83
2014-12-04,77,73.0,,0.73,56.21
2014-12-05,84,73.0,,0.73,61.32
2014-12-06,89,73.0,,0.73,64.97
2014-12-07,98,73.0,,0.73,71.53999999999999
2014-12-08,78,73.0,,0.73,56.94
2014-12-09,73,73.0,,0.73,53.29
2014-12-10,72,73.0,,0.73,52.56
2014-12-11,66,73.0,,0.73,48.18
2014-12-12,74,73.0,,0.73,54.019999999999996
2014-12-13,72,73.0,,0.73,52.56
2014-12-14,99,73.0,,0.73,72.27
2014-12-15,76,73.0,,0.73,55.48
2014-12-16,66,73.0,,0.73,48.18
2014-12-17,74,73.0,,0.73,54.019999999999996
2014-12-18,73,73.0,,0.73,53.29
2014-12-19,96,73.0,,0.73,70.08
2014-12-20,87,73.0,,0.73,63.51
2014-12-21,80,73.0,,0.73,58.4
2014-12-22,86,73.0,,0.73,62.78
2014-12-23,77,73.0,,0.73,56.21
2014-12-24,90,73.0,,0.73,65.7
2014-12-25,86,73.0,,0.73,62.78
2014-12-26,70,73.0,,0.73,51.1
2014-12-27,100,73.0,,0.73,73.0
2014-12-28,82,73.0,,0.73,59.86
2014-12-29,90,73.0,,0.73,65.7
2014-12-30,89,73.0,,0.73,64.97
2014-12-31,84,73.0,,0.73,61.32
2015-01-01,82,78.0,False,0.78,63.96
2015-01-02,84,78.0,,0.78,65.52
2015-01-03,90,78.0,,0.78,70.2
2015-01-04,92,78.0,,0.78,71.76
2015-01-05,84,78.0,,0.78,65.52
2015-01-06,82,78.0,,0.78,63.96
2015-01-07,75,78.0,,0.78,58.5
2015-01-08,80,78.0,,0.78,62.400000000000006
2015-01-09,70,78.0,,0.78,54.6
2015-01-10,81,78.0,,0.78,63.18
2015-01-11,92,78.0,,0.78,71.76
2015-01-12,76,78.0,,0.78,59.28
2015-01-13,100,78.0,,0.78,78.0
2015-01-14,80,78.0,,0.78,62.400000000000006
2015-01-15,69,78.0,,0.78,53.82
2015-01-16,77,78.0,,0.78,60.06
2015-01-17,91,78.0,,0.78,70.98
2015-01-18,89,78.0,,0.78,69.42
2015-01-19,98,78.0,,0.78,76.44
2015-01-20,92,78.0,,0.78,71.76
2015-01-21,81,78.0,,0.78,63.18
2015-01-22,70,78.0,,0.78,54.6
2015-01-23,72,78.0,,0.78,56.160000000000004
2015-01-24,96,78.0,,0.78,74.88
2015-01-25,79,78.0,,0.78,61.620000000000005
2015-01-26,91,78.0,,0.78,70.98
2015-01-27,62,78.0,,0.78,48.36
2015-01-28,91,78.0,,0.78,70.98
2015-01-29,68,78.0,,0.78,53.04
2015-01-30,69,78.0,,0.78,53.82
2015-01-31,90,78.0,,0.78,70.2
2015-02-01,71,83.0,False,0.83,58.93
2015-02-02,62,83.0,,0.83,51.46
2015-02-03,71,83.0,,0.83,58.93
2015-02-04,59,83.0,,0.83,48.97
2015-02-05,62,83.0,,0.83,51.46
2015-02-06,70,83.0,,0.83,58.099999999999994
2015-02-07,82,83.0,,0.83,68.06
2015-02-08,100,83.0,,0.83,83.0
2015-02-09,70,83.0,,0.83,58.099999999999994
2015-02-10,60,83.0,,0.83,49.8
2015-02-11,58,83.0,,0.83,48.14
2015-02-12,63,83.0,,0.83,52.29
2015-02-13,82,83.0,,0.83,68.06
2015-02-14,78,83.0,,0.83,64.74
2015-02-15,92,83.0,,0.83,76.36
2015-02-16,89,83.0,,0.83,73.86999999999999
2015-02-17,70,83.0,,0.83,58.099999999999994
2015-02-18,83,83.0,,0.83,68.89
2015-02-19,68,83.0,,0.83,56.44
2015-02-20,86,83.0,,0.83,71.38
2015-02-21,68,83.0,,0.83,56.44
2015-02-22,96,83.0,,0.83,79.67999999999999
2015-02-23,66,83.0,,0.83,54.779999999999994
2015-02-24,68,83.0,,0.83,56.44
2015-02-25,69,83.0,,0.83,57.269999999999996
2015-02-26,69,83.0,,0.83,57.269999999999996
2015-02-27,67,83.0,,0.83,55.61
2015-02-28,92,83.0,,0.83,76.36
2015-03-01,100,79.0,False,0.79,79.0
2015-03-02,77,79.0,,0.79,60.830000000000005
2015-03-03,66,79.0,,0.79,52.14
2015-03-04,73,79.0,,0.79,57.67
2015-03-05,76,79.0,,0.79,60.040000000000006
2015-03-06,69,79.0,,0.79,54.510000000000005
2015-03-07,74,79.0,,0.79,58.46
2015-03-08,88,79.0,,0.79,69.52000000000001
2015-03-09,68,79.0,,0.79,53.72
2015-03-10,66,79.0,,0.79,52.14
2015-03-11,78,79.0,,0.79,61.620000000000005
2015-03-12,63,79.0,,0.79,49.77
2015-03-13,72,79.0,,0.79,56.88
2015-03-14,75,79.0,,0.79,59.25
2015-03-15,98,79.0,,0.79,77.42
2015-03-16,75,79.0,,0.79,59.25
2015-03-17,75,79.0,,0.79,59.25
2015-03-18,72,79.0,,0.79,56.88
2015-03-19,59,79.0,,0.79,46.61
2015-03-20,70,79.0,,0.79,55.300000000000004
2015-03-21,61,79.0,,0.79,48.190000000000005
2015-03-22,84,79.0,,0.79,66.36
2015-03-23,65,79.0,,0.79,51.35
2015-03-24,66,79.0,,0.79,52.14
2015-03-25,57,79.0,,0.79,45.03
2015-03-26,65,79.0,,0.79,51.35
2015-03-27,61,79.0,,0.79,48.190000000000005
2015-03-28,78,79.0,,0.79,61.620000000000005
2015-03-29,89,79.0,,0.79,70.31
2015-03-30,82,79.0,,0.79,64.78
2015-03-31,59,79.0,,0.79,46.61
2015-04-01,52,91.0,False,0.91,47.32
2015-04-02,63,91.0,,0.91,57.330000000000005
2015-04-03,100,91.0,,0.91,91.0
2015-04-04,83,91.0,,0.91,75.53
2015-04-05,66,91.0,,0.91,60.06
2015-04-06,69,91.0,,0.91,62.79
2015-04-07,52,91.0,,0.91,47.32
2015-04-08,68,91.0,,0.91,61.88
2015-04-09,73,91.0,,0.91,66.43
2015-04-10,81,91.0,,0.91,73.71000000000001
2015-04-11,81,91.0,,0.91,73.71000000000001
2015-04-12,83,91.0,,0.91,75.53
2015-04-13,66,91.0,,0.91,60.06
2015-04-14,55,91.0,,0.91,50.050000000000004
2015-04-15,57,91.0,,0.91,51.870000000000005
2015-04-16,59,91.0,,0.91,53.690000000000005
2015-04-17,65,91.0,,0.91,59.15
2015-04-18,64,91.0,,0.91,58.24
2015-04-19,58,91.0,,0.91,52.78
2015-04-20,57,91.0,,0.91,51.870000000000005
2015-04-21,53,91.0,,0.91,48.230000000000004
2015-04-22,56,91.0,,0.91,50.96
2015-04-23,54,91.0,,0.91,49.14
2015-04-24,76,91.0,,0.91,69.16
2015-04-25,88,91.0,,0.91,80.08
2015-04-26,62,91.0,,0.91,56.42
2015-04-27,56,91.0,,0.91,50.96
2015-04-28,54,91.0,,0.91,49.14
2015-04-29,61,91.0,,0.91,55.510000000000005
2015-04-30,63,91.0,,0.91,57.330000000000005
2015-05-01,77,87.0,False,0.87,66.99
2015-05-02,81,87.0,,0.87,70.47
2015-05-03,86,87.0,,0.87,74.82
2015-05-04,75,87.0,,0.87,65.25
2015-05-05,63,87.0,,0.87,54.81
2015-05-06,74,87.0,,0.87,64.38
2015-05-07,91,87.0,,0.87,79.17
2015-05-08,78,87.0,,0.87,67.86
2015-05-09,95,87.0,,0.87,82.65
2015-05-10,89,87.0,,0.87,77.42999999999999
2015-05-11,70,87.0,,0.87,60.9
2015-05-12,83,87.0,,0.87,72.21
2015-05-13,80,87.0,,0.87,69.6
2015-05-14,73,87.0,,0.87,63.51
2015-05-15,96,87.0,,0.87,83.52
2015-05-16,85,87.0,,0.87,73.95
2015-05-17,96,87.0,,0.87,83.52
2015-05-18,67,87.0,,0.87,58.29
2015-05-19,87,87.0,,0.87,75.69
2015-05-20,100,87.0,,0.87,87.0
2015-05-21,77,87.0,,0.87,66.99
2015-05-22,81,87.0,,0.87,70.47
2015-05-23,86,87.0,,0.87,74.82
2015-05-24,96,87.0,,0.87,83.52
2015-05-25,96,87.0,,0.87,83.52
2015-05-26,97,87.0,,0.87,84.39
2015-05-27,75,87.0,,0.87,65.25
2015-05-28,86,87.0,,0.87,74.82
2015-05-29,75,87.0,,0.87,65.25
2015-05-30,87,87.0,,0.87,75.69
2015-05-31,85,87.0,,0.87,73.95
2015-06-01,73,95.0,False,0.95,69.35
2015-06-02,52,95.0,,0.95,49.4
2015-06-03,75,95.0,,0.95,71.25
2015-06-04,70,95.0,,0.95,66.5
2015-06-05,76,95.0,,0.95,72.2
2015-06-06,72,95.0,,0.95,68.39999999999999
2015-06-07,61,95.0,,0.95,57.949999999999996
2015-06-08,82,95.0,,0.95,77.89999999999999
2015-06-09,63,95.0,,0.95,59.849999999999994
2015-06-10,74,95.0,,0.95,70.3
2015-06-11,74,95.0,,0.95,70.3
2015-06-12,84,95.0,,0.95,79.8
2015-06-13,99,95.0,,0.95,94.05
2015-06-14,95,95.0,,0.95,90.25
2015-06-15,75,95.0,,0.95,71.25
2015-06-16,71,95.0,,0.95,67.45
2015-06-17,66,95.0,,0.95,62.699999999999996
2015-06-18,71,95.0,,0.95,67.45
2015-06-19,88,95.0,,0.95,83.6
2015-06-20,85,95.0,,0.95,80.75
2015-06-21,79,95.0,,0.95,75.05
2015-06-22,82,95.0,,0.95,77.89999999999999
2015-06-23,85,95.0,,0.95,80.75
2015-06-24,64,95.0,,0.95,60.8
2015-06-25,82,95.0,,0.95,77.89999999999999
2015-06-26,77,95.0,,0.95,73.14999999999999
2015-06-27,100,95.0,,0.95,95.0
2015-06-28,89,95.0,,0.95,84.55
2015-06-29,70,95.0,,0.95,66.5
2015-06-30,73,95.0,,0.95,69.35
2015-07-01,71,86.0,False,0.86,61.06
2015-07-02,67,86.0,,0.86,57.62
2015-07-03,88,86.0,,0.86,75.67999999999999
2015-07-04,77,86.0,,0.86,66.22
2015-07-05,100,86.0,,0.86,86.0
2015-07-06,69,86.0,,0.86,59.339999999999996
2015-07-07,49,86.0,,0.86,42.14
2015-07-08,73,86.0,,0.86,62.78
2015-07-09,76,86.0,,0.86,65.36
2015-07-10,80,86.0,,0.86,68.8
2015-07-11,82,86.0,,0.86,70.52
2015-07-12,87,86.0,,0.86,74.82
2015-07-13,63,86.0,,0.86,54.18
2015-07-14,45,86.0,,0.86,38.7
2015-07-15,81,86.0,,0.86,69.66
2015-07-16,65,86.0,,0.86,55.9
2015-07-17,62,86.0,,0.86,53.32
2015-07-18,53,86.0,,0.86,45.58
2015-07-19,82,86.0,,0.86,70.52
2015-07-20,68,86.0,,0.86,58.48
2015-07-21,66,86.0,,0.86,56.76
2015-07-22,55,86.0,,0.86,47.3
2015-07-23,82,86.0,,0.86,70.52
2015-07-24,75,86.0,,0.86,64.5
2015-07-25,67,86.0,,0.86,57.62
2015-07-26,82,86.0,,0.86,70.52
2015-07-27,70,86.0,,0.86,60.199999999999996
2015-07-28,68,86.0,,0.86,58.48
2015-07-29,66,86.0,,0.86,56.76
2015-07-30,65,86.0,,0.86,55.9
2015-07-31,58,86.0,,0.86,49.88
2015-08-01,95,79.0,False,0.79,75.05
2015-08-02,78,79.0,,0.79,61.620000000000005
2015-08-03,72,79.0,,0.79,56.88
2015-08-04,67,79.0,,0.79,52.93
2015-08-05,74,79.0,,0.79,58.46
2015-08-06,82,79.0,,0.79,64.78
2015-08-07,74,79.0,,0.79,58.46
2015-08-08,90,79.0,,0.79,71.10000000000001
2015-08-09,97,79.0,,0.79,76.63000000000001
2015-08-10,51,79.0,,0.79,40.29
2015-08-11,68,79.0,,0.79,53.72
2015-08-12,82,79.0,,0.79,64.78
2015-08-13,76,79.0,,0.79,60.040000000000006
2015-08-14,46,79.0,,0.79,36.34
2015-08-15,91,79.0,,0.79,71.89
2015-08-16,53,79.0,,0.79,41.870000000000005
2015-08-17,63,79.0,,0.79,49.77
2015-08-18,61,79.0,,0.79,48.190000000000005
2015-08-19,87,79.0,,0.79,68.73
2015-08-20,58,79.0,,0.79,45.82
2015-08-21,54,79.0,,0.79,42.660000000000004
2015-08-22,66,79.0,,0.79,52.14
2015-08-23,67,79.0,,0.79,52.93
2015-08-24,71,79.0,,0.79,56.09
2015-08-25,67,79.0,,0.79,52.93
2015-08-26,73,79.0,,0.79,57.67
2015-08-27,88,79.0,,0.79,69.52000000000001
