date,office_unscaled,office_monthly,isPartial,scale,office
2013-05-08,69,77.0,,0.77,53.13
2013-05-09,71,77.0,,0.77,54.67
2013-05-10,75,77.0,,0.77,57.75
2013-05-11,50,77.0,,0.77,38.5
2013-05-12,37,77.0,,0.77,28.490000000000002
2013-05-13,78,77.0,,0.77,60.06
2013-05-14,72,77.0,,0.77,55.44
2013-05-15,71,77.0,,0.77,54.67
2013-05-16,75,77.0,,0.77,57.75
2013-05-17,100,77.0,,0.77,77.0
2013-05-18,55,77.0,,0.77,42.35
2013-05-19,40,77.0,,0.77,30.8
2013-05-20,79,77.0,,0.77,60.83
2013-05-21,71,77.0,,0.77,54.67
2013-05-22,71,77.0,,0.77,54.67
2013-05-23,70,77.0,,0.77,53.9
2013-05-24,66,77.0,,0.77,50.82
2013-05-25,46,77.0,,0.77,35.42
2013-05-26,36,77.0,,0.77,27.72
2013-05-27,40,77.0,,0.77,30.8
2013-05-28,75,77.0,,0.77,57.75
2013-05-29,73,77.0,,0.77,56.21
2013-05-30,71,77.0,,0.77,54.67
2013-05-31,71,77.0,,0.77,54.67
2013-06-01,61,72.0,False,0.72,43.92
2013-06-02,47,72.0,,0.72,33.839999999999996
2013-06-03,100,72.0,,0.72,72.0
2013-06-04,93,72.0,,0.72,66.96
2013-06-05,91,72.0,,0.72,65.52
2013-06-06,86,72.0,,0.72,61.919999999999995
2013-06-07,84,72.0,,0.72,60.48
2013-06-08,58,72.0,,0.72,41.76
2013-06-09,45,72.0,,0.72,32.4
2013-06-10,99,72.0,,0.72,71.28
2013-06-11,90,72.0,,0.72,64.8
2013-06-12,89,72.0,,0.72,64.08
2013-06-13,87,72.0,,0.72,62.64
2013-06-14,90,72.0,,0.72,64.8
2013-06-15,60,72.0,,0.72,43.199999999999996
2013-06-16,47,72.0,,0.72,33.839999999999996
2013-06-17,100,72.0,,0.72,72.0
2013-06-18,94,72.0,,0.72,67.67999999999999
2013-06-19,92,72.0,,0.72,66.24
2013-06-20,92,72.0,,0.72,66.24
2013-06-21,84,72.0,,0.72,60.48
2013-06-22,56,72.0,,0.72,40.32
2013-06-23,48,72.0,,0.72,34.56
2013-06-24,96,72.0,,0.72,69.12
2013-06-25,92,72.0,,0.72,66.24
2013-06-26,91,72.0,,0.72,65.52
2013-06-27,90,72.0,,0.72,64.8
2013-06-28,87,72.0,,0.72,62.64
2013-06-29,60,72.0,,0.72,43.199999999999996
2013-06-30,46,72.0,,0.72,33.12
2013-07-01,91,78.0,False,0.78,70.98
2013-07-02,87,78.0,,0.78,67.86
2013-07-03,85,78.0,,0.78,66.3
2013-07-04,44,78.0,,0.78,34.32
2013-07-05,78,78.0,,0.78,60.84
2013-07-06,56,78.0,,0.78,43.68
2013-07-07,46,78.0,,0.78,35.88
2013-07-08,93,78.0,,0.78,72.54
2013-07-09,91,78.0,,0.78,70.98
2013-07-10,87,78.0,,0.78,67.86
2013-07-11,88,78.0,,0.78,68.64
2013-07-12,83,78.0,,0.78,64.74000000000001
2013-07-13,56,78.0,,0.78,43.68
2013-07-14,45,78.0,,0.78,35.1
2013-07-15,98,78.0,,0.78,76.44
2013-07-16,90,78.0,,0.78,70.2
2013-07-17,87,78.0,,0.78,67.86
2013-07-18,86,78.0,,0.78,67.08
2013-07-19,84,78.0,,0.78,65.52
2013-07-20,57,78.0,,0.78,44.46
2013-07-21,50,78.0,,0.78,39.0
2013-07-22,95,78.0,,0.78,74.10000000000001
2013-07-23,91,78.0,,0.78,70.98
2013-07-24,91,78.0,,0.78,70.98
2013-07-25,88,78.0,,0.78,68.64
2013-07-26,85,78.0,,0.78,66.3
2013-07-27,58,78.0,,0.78,45.24
2013-07-28,51,78.0,,0.78,39.78
2013-07-29,100,78.0,,0.78,78.0
2013-07-30,97,78.0,,0.78,75.66
2013-07-31,95,78.0,,0.78,74.10000000000001
2013-08-01,88,85.0,False,0.85,74.8
2013-08-02,84,85.0,,0.85,71.39999999999999
2013-08-03,56,85.0,,0.85,47.6
2013-08-04,49,85.0,,0.85,41.65
2013-08-05,96,85.0,,0.85,81.6
2013-08-06,89,85.0,,0.85,75.64999999999999
2013-08-07,87,85.0,,0.85,73.95
2013-08-08,86,85.0,,0.85,73.1
2013-08-09,84,85.0,,0.85,71.39999999999999
2013-08-10,57,85.0,,0.85,48.449999999999996
2013-08-11,50,85.0,,0.85,42.5
2013-08-12,96,85.0,,0.85,81.6
2013-08-13,87,85.0,,0.85,73.95
2013-08-14,89,85.0,,0.85,75.64999999999999
2013-08-15,89,85.0,,0.85,75.64999999999999
2013-08-16,86,85.0,,0.85,73.1
2013-08-17,60,85.0,,0.85,51.0
2013-08-18,53,85.0,,0.85,45.05
2013-08-19,100,85.0,,0.85,85.0
2013-08-20,93,85.0,,0.85,79.05
2013-08-21,93,85.0,,0.85,79.05
2013-08-22,90,85.0,,0.85,76.5
2013-08-23,87,85.0,,0.85,73.95
2013-08-24,60,85.0,,0.85,51.0
2013-08-25,53,85.0,,0.85,45.05
2013-08-26,95,85.0,,0.85,80.75
2013-08-27,96,85.0,,0.85,81.6
2013-08-28,90,85.0,,0.85,76.5
2013-08-29,88,85.0,,0.85,74.8
2013-08-30,83,85.0,,0.85,70.55
2013-08-31,57,85.0,,0.85,48.449999999999996
2013-09-01,47,78.0,False,0.78,36.660000000000004
2013-09-02,55,78.0,,0.78,42.9
2013-09-03,100,78.0,,0.78,78.0
2013-09-04,94,78.0,,0.78,73.32000000000001
2013-09-05,91,78.0,,0.78,70.98
2013-09-06,88,78.0,,0.78,68.64
2013-09-07,58,78.0,,0.78,45.24
2013-09-08,47,78.0,,0.78,36.660000000000004
2013-09-09,94,78.0,,0.78,73.32000000000001
2013-09-10,88,78.0,,0.78,68.64
2013-09-11,85,78.0,,0.78,66.3
2013-09-12,88,78.0,,0.78,68.64
2013-09-13,87,78.0,,0.78,67.86
2013-09-14,59,78.0,,0.78,46.02
2013-09-15,45,78.0,,0.78,35.1
2013-09-16,91,78.0,,0.78,70.98
2013-09-17,87,78.0,,0.78,67.86
2013-09-18,84,78.0,,0.78,65.52
2013-09-19,81,78.0,,0.78,63.18
2013-09-20,81,78.0,,0.78,63.18
2013-09-21,52,78.0,,0.78,40.56
2013-09-22,44,78.0,,0.78,34.32
2013-09-23,88,78.0,,0.78,68.64
2013-09-24,87,78.0,,0.78,67.86
2013-09-25,84,78.0,,0.78,65.52
2013-09-26,84,78.0,,0.78,65.52
2013-09-27,79,78.0,,0.78,61.620000000000005
2013-09-28,53,78.0,,0.78,41.34
2013-09-29,45,78.0,,0.78,35.1
2013-09-30,91,78.0,,0.78,70.98
2013-10-01,100,77.0,False,0.77,77.0
2013-10-02,92,77.0,,0.77,70.84
2013-10-03,91,77.0,,0.77,70.07000000000001
2013-10-04,86,77.0,,0.77,66.22
2013-10-05,57,77.0,,0.77,43.89
2013-10-06,45,77.0,,0.77,34.65
2013-10-07,94,77.0,,0.77,72.38
2013-10-08,93,77.0,,0.77,71.61
2013-10-09,91,77.0,,0.77,70.07000000000001
2013-10-10,86,77.0,,0.77,66.22
2013-10-11,84,77.0,,0.77,64.68
2013-10-12,57,77.0,,0.77,43.89
2013-10-13,46,77.0,,0.77,35.42
2013-10-14,96,77.0,,0.77,73.92
2013-10-15,97,77.0,,0.77,74.69
2013-10-16,89,77.0,,0.77,68.53
2013-10-17,88,77.0,,0.77,67.76
2013-10-18,83,77.0,,0.77,63.910000000000004
2013-10-19,56,77.0,,0.77,43.120000000000005
2013-10-20,45,77.0,,0.77,34.65
2013-10-21,92,77.0,,0.77,70.84
2013-10-22,90,77.0,,0.77,69.3
2013-10-23,89,77.0,,0.77,68.53
2013-10-24,85,77.0,,0.77,65.45
2013-10-25,83,77.0,,0.77,63.910000000000004
2013-10-26,55,77.0,,0.77,42.35
2013-10-27,45,77.0,,0.77,34.65
2013-10-28,92,77.0,,0.77,70.84
2013-10-29,90,77.0,,0.77,69.3
2013-10-30,87,77.0,,0.77,66.99
2013-10-31,82,77.0,,0.77,63.14
2013-11-01,87,73.0,False,0.73,63.51
2013-11-02,60,73.0,,0.73,43.8
2013-11-03,49,73.0,,0.73,35.769999999999996
2013-11-04,100,73.0,,0.73,73.0
2013-11-05,95,73.0,,0.73,69.35
2013-11-06,93,73.0,,0.73,67.89
2013-11-07,94,73.0,,0.73,68.62
2013-11-08,90,73.0,,0.73,65.7
2013-11-09,60,73.0,,0.73,43.8
2013-11-10,48,73.0,,0.73,35.04
2013-11-11,90,73.0,,0.73,65.7
2013-11-12,98,73.0,,0.73,71.53999999999999
2013-11-13,93,73.0,,0.73,67.89
2013-11-14,92,73.0,,0.73,67.16
2013-11-15,93,73.0,,0.73,67.89
2013-11-16,60,73.0,,0.73,43.8
2013-11-17,48,73.0,,0.73,35.04
2013-11-18,98,73.0,,0.73,71.53999999999999
2013-11-19,95,73.0,,0.73,69.35
2013-11-20,93,73.0,,0.73,67.89
2013-11-21,94,73.0,,0.73,68.62
2013-11-22,86,73.0,,0.73,62.78
2013-11-23,61,73.0,,0.73,44.53
2013-11-24,47,73.0,,0.73,34.31
2013-11-25,93,73.0,,0.73,67.89
2013-11-26,89,73.0,,0.73,64.97
2013-11-27,82,73.0,,0.73,59.86
2013-11-28,50,73.0,,0.73,36.5
2013-11-29,85,73.0,,0.73,62.05
2013-11-30,65,73.0,,0.73,47.449999999999996
2013-12-01,43,77.0,False,0.77,33.11
2013-12-02,98,77.0,,0.77,75.46000000000001
2013-12-03,95,77.0,,0.77,73.15
2013-12-04,90,77.0,,0.77,69.3
2013-12-05,86,77.0,,0.77,66.22
2013-12-06,82,77.0,,0.77,63.14
2013-12-07,63,77.0,,0.77,48.51
2013-12-08,45,77.0,,0.77,34.65
2013-12-09,92,77.0,,0.77,70.84
2013-12-10,91,77.0,,0.77,70.07000000000001
2013-12-11,89,77.0,,0.77,68.53
2013-12-12,87,77.0,,0.77,66.99
2013-12-13,87,77.0,,0.77,66.99
2013-12-14,67,77.0,,0.77,51.59
2013-12-15,51,77.0,,0.77,39.27
2013-12-16,100,77.0,,0.77,77.0
2013-12-17,97,77.0,,0.77,74.69
2013-12-18,92,77.0,,0.77,70.84
2013-12-19,95,77.0,,0.77,73.15
2013-12-20,94,77.0,,0.77,72.38
2013-12-21,78,77.0,,0.77,60.06
2013-12-22,48,77.0,,0.77,36.96
2013-12-23,98,77.0,,0.77,75.46000000000001
2013-12-24,82,77.0,,0.77,63.14
2013-12-25,34,77.0,,0.77,26.18
2013-12-26,79,77.0,,0.77,60.83
2013-12-27,80,77.0,,0.77,61.6
2013-12-28,60,77.0,,0.77,46.2
2013-12-29,46,77.0,,0.77,35.42
2013-12-30,94,77.0,,0.77,72.38
2013-12-31,87,77.0,,0.77,66.99
2014-01-01,44,84.0,False,0.84,36.96
2014-01-02,89,84.0,,0.84,74.75999999999999
2014-01-03,83,84.0,,0.84,69.72
2014-01-04,60,84.0,,0.84,50.4
2014-01-05,47,84.0,,0.84,39.48
2014-01-06,95,84.0,,0.84,79.8
2014-01-07,93,84.0,,0.84,78.11999999999999
2014-01-08,93,84.0,,0.84,78.11999999999999
2014-01-09,90,84.0,,0.84,75.6
2014-01-10,87,84.0,,0.84,73.08
2014-01-11,62,84.0,,0.84,52.08
2014-01-12,48,84.0,,0.84,40.32
2014-01-13,100,84.0,,0.84,84.0
2014-01-14,91,84.0,,0.84,76.44
2014-01-15,88,84.0,,0.84,73.92
2014-01-16,90,84.0,,0.84,75.6
2014-01-17,83,84.0,,0.84,69.72
2014-01-18,61,84.0,,0.84,51.239999999999995
2014-01-19,42,84.0,,0.84,35.28
2014-01-20,74,84.0,,0.84,62.16
2014-01-21,90,84.0,,0.84,75.6
2014-01-22,88,84.0,,0.84,73.92
2014-01-23,86,84.0,,0.84,72.24
2014-01-24,85,84.0,,0.84,71.39999999999999
2014-01-25,60,84.0,,0.84,50.4
2014-01-26,47,84.0,,0.84,39.48
2014-01-27,91,84.0,,0.84,76.44
2014-01-28,88,84.0,,0.84,73.92
2014-01-29,88,84.0,,0.84,73.92
2014-01-30,87,84.0,,0.84,73.08
2014-01-31,87,84.0,,0.84,73.08
2014-02-01,64,79.0,False,0.79,50.56
2014-02-02,48,79.0,,0.79,37.92
2014-02-03,96,79.0,,0.79,75.84
2014-02-04,98,79.0,,0.79,77.42
2014-02-05,90,79.0,,0.79,71.10000000000001
2014-02-06,88,79.0,,0.79,69.52000000000001
2014-02-07,95,79.0,,0.79,75.05
2014-02-08,65,79.0,,0.79,51.35
2014-02-09,48,79.0,,0.79,37.92
2014-02-10,96,79.0,,0.79,75.84
2014-02-11,98,79.0,,0.79,77.42
2014-02-12,89,79.0,,0.79,70.31
2014-02-13,86,79.0,,0.79,67.94
2014-02-14,87,79.0,,0.79,68.73
2014-02-15,60,79.0,,0.79,47.400000000000006
2014-02-16,48,79.0,,0.79,37.92
2014-02-17,88,79.0,,0.79,69.52000000000001
2014-02-18,100,79.0,,0.79,79.0
2014-02-19,98,79.0,,0.79,77.42
2014-02-20,93,79.0,,0.79,73.47
2014-02-21,84,79.0,,0.79,66.36
2014-02-22,64,79.0,,0.79,50.56
2014-02-23,48,79.0,,0.79,37.92
2014-02-24,97,79.0,,0.79,76.63000000000001
2014-02-25,93,79.0,,0.79,73.47
2014-02-26,92,79.0,,0.79,72.68
2014-02-27,95,79.0,,0.79,75.05
2014-02-28,91,79.0,,0.79,71.89
2014-03-01,64,78.0,False,0.78,49.92
2014-03-02,46,78.0,,0.78,35.88
2014-03-03,91,78.0,,0.78,70.98
2014-03-04,89,78.0,,0.78,69.42
2014-03-05,89,78.0,,0.78,69.42
2014-03-06,87,78.0,,0.78,67.86
2014-03-07,86,78.0,,0.78,67.08
2014-03-08,61,78.0,,0.78,47.58
2014-03-09,46,78.0,,0.78,35.88
2014-03-10,94,78.0,,0.78,73.32000000000001
2014-03-11,88,78.0,,0.78,68.64
2014-03-12,86,78.0,,0.78,67.08
2014-03-13,87,78.0,,0.78,67.86
2014-03-14,83,78.0,,0.78,64.74000000000001
2014-03-15,57,78.0,,0.78,44.46
2014-03-16,45,78.0,,0.78,35.1
2014-03-17,92,78.0,,0.78,71.76
2014-03-18,89,78.0,,0.78,69.42
2014-03-19,86,78.0,,0.78,67.08
2014-03-20,86,78.0,,0.78,67.08
2014-03-21,83,78.0,,0.78,64.74000000000001
2014-03-22,58,78.0,,0.78,45.24
2014-03-23,45,78.0,,0.78,35.1
2014-03-24,95,78.0,,0.78,74.10000000000001
2014-03-25,89,78.0,,0.78,69.42
2014-03-26,90,78.0,,0.78,70.2
2014-03-27,93,78.0,,0.78,72.54
2014-03-28,92,78.0,,0.78,71.76
2014-03-29,60,78.0,,0.78,46.800000000000004
2014-03-30,49,78.0,,0.78,38.22
2014-03-31,100,78.0,,0.78,78.0
2014-04-01,87,79.0,False,0.79,68.73
2014-04-02,80,79.0,,0.79,63.2
2014-04-03,84,79.0,,0.79,66.36
2014-04-04,81,79.0,,0.79,63.99
2014-04-05,56,79.0,,0.79,44.24
2014-04-06,44,79.0,,0.79,34.760000000000005
2014-04-07,85,79.0,,0.79,67.15
2014-04-08,85,79.0,,0.79,67.15
2014-04-09,81,79.0,,0.79,63.99
2014-04-10,82,79.0,,0.79,64.78
2014-04-11,79,79.0,,0.79,62.410000000000004
2014-04-12,56,79.0,,0.79,44.24
2014-04-13,43,79.0,,0.79,33.97
2014-04-14,90,79.0,,0.79,71.10000000000001
2014-04-15,100,79.0,,0.79,79.0
2014-04-16,86,79.0,,0.79,67.94
2014-04-17,80,79.0,,0.79,63.2
2014-04-18,77,79.0,,0.79,60.830000000000005
2014-04-19,48,79.0,,0.79,37.92
2014-04-20,35,79.0,,0.79,27.650000000000002
2014-04-21,83,79.0,,0.79,65.57000000000001
2014-04-22,80,79.0,,0.79,63.2
2014-04-23,79,79.0,,0.79,62.410000000000004
2014-04-24,77,79.0,,0.79,60.830000000000005
2014-04-25,76,79.0,,0.79,60.040000000000006
2014-04-26,49,79.0,,0.79,38.71
2014-04-27,38,79.0,,0.79,30.020000000000003
2014-04-28,85,79.0,,0.79,67.15
2014-04-29,79,79.0,,0.79,62.410000000000004
2014-04-30,77,79.0,,0.79,60.830000000000005
2014-05-01,94,75.0,False,0.75,70.5
2014-05-02,88,75.0,,0.75,66.0
2014-05-03,60,75.0,,0.75,45.0
2014-05-04,45,75.0,,0.75,33.75
2014-05-05,98,75.0,,0.75,73.5
2014-05-06,99,75.0,,0.75,74.25
2014-05-07,96,75.0,,0.75,72.0
2014-05-08,92,75.0,,0.75,69.0
2014-05-09,88,75.0,,0.75,66.0
2014-05-10,56,75.0,,0.75,42.0
2014-05-11,42,75.0,,0.75,31.5
2014-05-12,97,75.0,,0.75,72.75
2014-05-13,93,75.0,,0.75,69.75
2014-05-14,93,75.0,,0.75,69.75
2014-05-15,92,75.0,,0.75,69.0
2014-05-16,87,75.0,,0.75,65.25
2014-05-17,59,75.0,,0.75,44.25
2014-05-18,48,75.0,,0.75,36.0
2014-05-19,100,75.0,,0.75,75.0
2014-05-20,94,75.0,,0.75,70.5
2014-05-21,93,75.0,,0.75,69.75
2014-05-22,91,75.0,,0.75,68.25
2014-05-23,87,75.0,,0.75,65.25
2014-05-24,56,75.0,,0.75,42.0
2014-05-25,43,75.0,,0.75,32.25
2014-05-26,48,75.0,,0.75,36.0
2014-05-27,97,75.0,,0.75,72.75
2014-05-28,94,75.0,,0.75,70.5
2014-05-29,96,75.0,,0.75,72.0
2014-05-30,94,75.0,,0.75,70.5
2014-05-31,63,75.0,,0.75,47.25
2014-06-01,47,75.0,False,0.75,35.25
2014-06-02,99,75.0,,0.75,74.25
2014-06-03,98,75.0,,0.75,73.5
2014-06-04,94,75.0,,0.75,70.5
2014-06-05,92,75.0,,0.75,69.0
2014-06-06,86,75.0,,0.75,64.5
2014-06-07,57,75.0,,0.75,42.75
2014-06-08,46,75.0,,0.75,34.5
2014-06-09,99,75.0,,0.75,74.25
2014-06-10,95,75.0,,0.75,71.25
2014-06-11,93,75.0,,0.75,69.75
2014-06-12,90,75.0,,0.75,67.5
2014-06-13,86,75.0,,0.75,64.5
2014-06-14,56,75.0,,0.75,42.0
2014-06-15,41,75.0,,0.75,30.75
2014-06-16,94,75.0,,0.75,70.5
2014-06-17,90,75.0,,0.75,67.5
2014-06-18,92,75.0,,0.75,69.0
2014-06-19,90,75.0,,0.75,67.5
2014-06-20,88,75.0,,0.75,66.0
2014-06-21,57,75.0,,0.75,42.75
2014-06-22,43,75.0,,0.75,32.25
2014-06-23,98,75.0,,0.75,73.5
2014-06-24,94,75.0,,0.75,70.5
2014-06-25,91,75.0,,0.75,68.25
2014-06-26,84,75.0,,0.75,63.0
2014-06-27,86,75.0,,0.75,64.5
2014-06-28,57,75.0,,0.75,42.75
2014-06-29,43,75.0,,0.75,32.25
2014-06-30,100,75.0,,0.75,75.0
2014-07-01,85,81.0,False,0.81,68.85000000000001
2014-07-02,87,81.0,,0.81,70.47
2014-07-03,86,81.0,,0.81,69.66000000000001
2014-07-04,42,81.0,,0.81,34.02
2014-07-05,51,81.0,,0.81,41.31
2014-07-06,43,81.0,,0.81,34.830000000000005
2014-07-07,97,81.0,,0.81,78.57000000000001
2014-07-08,90,81.0,,0.81,72.9
2014-07-09,92,81.0,,0.81,74.52000000000001
2014-07-10,90,81.0,,0.81,72.9
2014-07-11,86,81.0,,0.81,69.66000000000001
2014-07-12,57,81.0,,0.81,46.17
2014-07-13,42,81.0,,0.81,34.02
2014-07-14,98,81.0,,0.81,79.38000000000001
2014-07-15,92,81.0,,0.81,74.52000000000001
2014-07-16,90,81.0,,0.81,72.9
2014-07-17,91,81.0,,0.81,73.71000000000001
2014-07-18,84,81.0,,0.81,68.04
2014-07-19,55,81.0,,0.81,44.550000000000004
2014-07-20,48,81.0,,0.81,38.88
2014-07-21,97,81.0,,0.81,78.57000000000001
2014-07-22,94,81.0,,0.81,76.14
2014-07-23,93,81.0,,0.81,75.33
2014-07-24,91,81.0,,0.81,73.71000000000001
2014-07-25,88,81.0,,0.81,71.28
2014-07-26,60,81.0,,0.81,48.6
2014-07-27,49,81.0,,0.81,39.690000000000005
2014-07-28,100,81.0,,0.81,81.0
2014-07-29,97,81.0,,0.81,78.57000000000001
2014-07-30,95,81.0,,0.81,76.95
2014-07-31,96,81.0,,0.81,77.76
2014-08-01,87,84.0,False,0.84,73.08
2014-08-02,59,84.0,,0.84,49.559999999999995
2014-08-03,53,84.0,,0.84,44.519999999999996
2014-08-04,98,84.0,,0.84,82.32
2014-08-05,93,84.0,,0.84,78.11999999999999
2014-08-06,89,84.0,,0.84,74.75999999999999
2014-08-07,88,84.0,,0.84,73.92
2014-08-08,87,84.0,,0.84,73.08
2014-08-09,59,84.0,,0.84,49.559999999999995
2014-08-10,46,84.0,,0.84,38.64
2014-08-11,97,84.0,,0.84,81.48
2014-08-12,90,84.0,,0.84,75.6
2014-08-13,92,84.0,,0.84,77.28
2014-08-14,90,84.0,,0.84,75.6
2014-08-15,89,84.0,,0.84,74.75999999999999
2014-08-16,58,84.0,,0.84,48.72
2014-08-17,51,84.0,,0.84,42.839999999999996
2014-08-18,100,84.0,,0.84,84.0
2014-08-19,93,84.0,,0.84,78.11999999999999
2014-08-20,93,84.0,,0.84,78.11999999999999
2014-08-21,92,84.0,,0.84,77.28
2014-08-22,88,84.0,,0.84,73.92
2014-08-23,61,84.0,,0.84,51.239999999999995
2014-08-24,52,84.0,,0.84,43.68
2014-08-25,100,84.0,,0.84,84.0
2014-08-26,93,84.0,,0.84,78.11999999999999
2014-08-27,95,84.0,,0.84,79.8
2014-08-28,88,84.0,,0.84,73.92
2014-08-29,81,84.0,,0.84,68.03999999999999
2014-08-30,58,84.0,,0.84,48.72
2014-08-31,45,84.0,,0.84,37.8
2014-09-01,54,82.0,False,0.82,44.279999999999994
2014-09-02,100,82.0,,0.82,82.0
2014-09-03,95,82.0,,0.82,77.89999999999999
2014-09-04,90,82.0,,0.82,73.8
2014-09-05,87,82.0,,0.82,71.33999999999999
2014-09-06,58,82.0,,0.82,47.559999999999995
2014-09-07,46,82.0,,0.82,37.72
2014-09-08,95,82.0,,0.82,77.89999999999999
2014-09-09,88,82.0,,0.82,72.16
2014-09-10,88,82.0,,0.82,72.16
2014-09-11,87,82.0,,0.82,71.33999999999999
2014-09-12,82,82.0,,0.82,67.24
2014-09-13,56,82.0,,0.82,45.919999999999995
2014-09-14,42,82.0,,0.82,34.44
2014-09-15,91,82.0,,0.82,74.61999999999999
2014-09-16,87,82.0,,0.82,71.33999999999999
2014-09-17,86,82.0,,0.82,70.52
2014-09-18,83,82.0,,0.82,68.06
2014-09-19,80,82.0,,0.82,65.6
2014-09-20,54,82.0,,0.82,44.279999999999994
2014-09-21,44,82.0,,0.82,36.08
2014-09-22,89,82.0,,0.82,72.97999999999999
2014-09-23,85,82.0,,0.82,69.7
2014-09-24,83,82.0,,0.82,68.06
2014-09-25,83,82.0,,0.82,68.06
2014-09-26,81,82.0,,0.82,66.42
2014-09-27,52,82.0,,0.82,42.64
2014-09-28,45,82.0,,0.82,36.9
2014-09-29,87,82.0,,0.82,71.33999999999999
2014-09-30,87,82.0,,0.82,71.33999999999999
2014-10-01,93,79.0,False,0.79,73.47
2014-10-02,93,79.0,,0.79,73.47
2014-10-03,90,79.0,,0.79,71.10000000000001
2014-10-04,60,79.0,,0.79,47.400000000000006
2014-10-05,45,79.0,,0.79,35.550000000000004
2014-10-06,99,79.0,,0.79,78.21000000000001
2014-10-07,91,79.0,,0.79,71.89
2014-10-08,93,79.0,,0.79,73.47
2014-10-09,91,79.0,,0.79,71.89
2014-10-10,87,79.0,,0.79,68.73
2014-10-11,59,79.0,,0.79,46.61
2014-10-12,47,79.0,,0.79,37.13
2014-10-13,98,79.0,,0.79,77.42
2014-10-14,99,79.0,,0.79,78.21000000000001
2014-10-15,92,79.0,,0.79,72.68
2014-10-16,91,79.0,,0.79,71.89
2014-10-17,85,79.0,,0.79,67.15
2014-10-18,56,79.0,,0.79,44.24
2014-10-19,46,79.0,,0.79,36.34
2014-10-20,96,79.0,,0.79,75.84
2014-10-21,93,79.0,,0.79,73.47
2014-10-22,88,79.0,,0.79,69.52000000000001
2014-10-23,90,79.0,,0.79,71.10000000000001
2014-10-24,86,79.0,,0.79,67.94
2014-10-25,58,79.0,,0.79,45.82
2014-10-26,47,79.0,,0.79,37.13
2014-10-27,100,79.0,,0.79,79.0
2014-10-28,92,79.0,,0.79,72.68
2014-10-29,92,79.0,,0.79,72.68
2014-10-30,91,79.0,,0.79,71.89
2014-10-31,85,79.0,,0.79,67.15
2014-11-01,55,74.0,False,0.74,40.7
2014-11-02,48,74.0,,0.74,35.519999999999996
2014-11-03,100,74.0,,0.74,74.0
2014-11-04,98,74.0,,0.74,72.52
2014-11-05,91,74.0,,0.74,67.34
2014-11-06,92,74.0,,0.74,68.08
2014-11-07,93,74.0,,0.74,68.82
2014-11-08,61,74.0,,0.74,45.14
2014-11-09,46,74.0,,0.74,34.04
2014-11-10,99,74.0,,0.74,73.26
2014-11-11,88,74.0,,0.74,65.12
2014-11-12,93,74.0,,0.74,68.82
2014-11-13,89,74.0,,0.74,65.86
2014-11-14,89,74.0,,0.74,65.86
2014-11-15,59,74.0,,0.74,43.66
2014-11-16,46,74.0,,0.74,34.04
2014-11-17,94,74.0,,0.74,69.56
2014-11-18,91,74.0,,0.74,67.34
2014-11-19,90,74.0,,0.74,66.6
2014-11-20,90,74.0,,0.74,66.6
2014-11-21,88,74.0,,0.74,65.12
2014-11-22,60,74.0,,0.74,44.4
2014-11-23,46,74.0,,0.74,34.04
2014-11-24,92,74.0,,0.74,68.08
2014-11-25,90,74.0,,0.74,66.6
2014-11-26,81,74.0,,0.74,59.94
2014-11-27,48,74.0,,0.74,35.519999999999996
2014-11-28,78,74.0,,0.74,57.72
2014-11-29,60,74.0,,0.74,44.4
2014-11-30,48,74.0,,0.74,35.519999999999996
2014-12-01,93,79.0,False,0.79,73.47
2014-12-02,85,79.0,,0.79,67.15
2014-12-03,88,79.0,,0.79,69.52000000000001
2014-12-04,82,79.0,,0.79,64.78
2014-12-05,82,79.0,,0.79,64.78
2014-12-06,59,79.0,,0.79,46.61
2014-12-07,42,79.0,,0.79,33.18
2014-12-08,91,79.0,,0.79,71.89
2014-12-09,84,79.0,,0.79,66.36
2014-12-10,85,79.0,,0.79,67.15
2014-12-11,85,79.0,,0.79,67.15
2014-12-12,81,79.0,,0.79,63.99
2014-12-13,66,79.0,,0.79,52.14
2014-12-14,46,79.0,,0.79,36.34
2014-12-15,100,79.0,,0.79,79.0
2014-12-16,91,79.0,,0.79,71.89
2014-12-17,88,79.0,,0.79,69.52000000000001
2014-12-18,88,79.0,,0.79,69.52000000000001
2014-12-19,84,79.0,,0.79,66.36
2014-12-20,79,79.0,,0.79,62.410000000000004
2014-12-21,47,79.0,,0.79,37.13
2014-12-22,96,79.0,,0.79,75.84
2014-12-23,88,79.0,,0.79,69.52000000000001
2014-12-24,71,79.0,,0.79,56.09
2014-12-25,32,79.0,,0.79,25.28
2014-12-26,67,79.0,,0.79,52.93
2014-12-27,55,79.0,,0.79,43.45
2014-12-28,41,79.0,,0.79,32.39
2014-12-29,91,79.0,,0.79,71.89
2014-12-30,84,79.0,,0.79,66.36
2014-12-31,79,79.0,,0.79,62.410000000000004
2015-01-01,44,83.0,False,0.83,36.519999999999996
2015-01-02,79,83.0,,0.83,65.57
2015-01-03,60,83.0,,0.83,49.8
2015-01-04,45,83.0,,0.83,37.35
2015-01-05,100,83.0,,0.83,83.0
2015-01-06,90,83.0,,0.83,74.7
2015-01-07,90,83.0,,0.83,74.7
2015-01-08,86,83.0,,0.83,71.38
2015-01-09,86,83.0,,0.83,71.38
2015-01-10,60,83.0,,0.83,49.8
