date,office_unscaled,office_monthly,isPartial,scale,office
2011-08-29,91,86.0,,0.86,78.26
2011-08-30,88,86.0,,0.86,75.67999999999999
2011-08-31,92,86.0,,0.86,79.12
2011-09-01,89,83.0,False,0.83,73.86999999999999
2011-09-02,89,83.0,,0.83,73.86999999999999
2011-09-03,59,83.0,,0.83,48.97
2011-09-04,51,83.0,,0.83,42.33
2011-09-05,61,83.0,,0.83,50.629999999999995
2011-09-06,100,83.0,,0.83,83.0
2011-09-07,99,83.0,,0.83,82.17
2011-09-08,92,83.0,,0.83,76.36
2011-09-09,88,83.0,,0.83,73.03999999999999
2011-09-10,60,83.0,,0.83,49.8
2011-09-11,52,83.0,,0.83,43.16
2011-09-12,98,83.0,,0.83,81.33999999999999
2011-09-13,89,83.0,,0.83,73.86999999999999
2011-09-14,91,83.0,,0.83,75.53
2011-09-15,90,83.0,,0.83,74.7
2011-09-16,88,83.0,,0.83,73.03999999999999
2011-09-17,59,83.0,,0.83,48.97
2011-09-18,50,83.0,,0.83,41.5
2011-09-19,94,83.0,,0.83,78.02
2011-09-20,90,83.0,,0.83,74.7
2011-09-21,88,83.0,,0.83,73.03999999999999
2011-09-22,91,83.0,,0.83,75.53
2011-09-23,98,83.0,,0.83,81.33999999999999
2011-09-24,64,83.0,,0.83,53.12
2011-09-25,53,83.0,,0.83,43.989999999999995
2011-09-26,91,83.0,,0.83,75.53
2011-09-27,91,83.0,,0.83,75.53
2011-09-28,87,83.0,,0.83,72.21
2011-09-29,86,83.0,,0.83,71.38
2011-09-30,92,83.0,,0.83,76.36
2011-10-01,66,76.0,False,0.76,50.160000000000004
2011-10-02,55,76.0,,0.76,41.8
2011-10-03,98,76.0,,0.76,74.48
2011-10-04,93,76.0,,0.76,70.68
2011-10-05,91,76.0,,0.76,69.16
2011-10-06,85,76.0,,0.76,64.6
2011-10-07,93,76.0,,0.76,70.68
2011-10-08,63,76.0,,0.76,47.88
2011-10-09,56,76.0,,0.76,42.56
2011-10-10,100,76.0,,0.76,76.0
2011-10-11,100,76.0,,0.76,76.0
2011-10-12,91,76.0,,0.76,69.16
2011-10-13,90,76.0,,0.76,68.4
2011-10-14,94,76.0,,0.76,71.44
2011-10-15,63,76.0,,0.76,47.88
2011-10-16,51,76.0,,0.76,38.76
2011-10-17,99,76.0,,0.76,75.24
2011-10-18,93,76.0,,0.76,70.68
2011-10-19,89,76.0,,0.76,67.64
2011-10-20,85,76.0,,0.76,64.6
2011-10-21,91,76.0,,0.76,69.16
2011-10-22,62,76.0,,0.76,47.12
2011-10-23,54,76.0,,0.76,41.04
2011-10-24,94,76.0,,0.76,71.44
2011-10-25,92,76.0,,0.76,69.92
2011-10-26,92,76.0,,0.76,69.92
2011-10-27,90,76.0,,0.76,68.4
2011-10-28,92,76.0,,0.76,69.92
2011-10-29,63,76.0,,0.76,47.88
2011-10-30,53,76.0,,0.76,40.28
2011-10-31,95,76.0,,0.76,72.2
2011-11-01,96,75.0,False,0.75,72.0
2011-11-02,91,75.0,,0.75,68.25
2011-11-03,88,75.0,,0.75,66.0
2011-11-04,90,75.0,,0.75,67.5
2011-11-05,59,75.0,,0.75,44.25
2011-11-06,50,75.0,,0.75,37.5
2011-11-07,95,75.0,,0.75,71.25
2011-11-08,89,75.0,,0.75,66.75
2011-11-09,91,75.0,,0.75,68.25
2011-11-10,89,75.0,,0.75,66.75
2011-11-11,88,75.0,,0.75,66.0
2011-11-12,65,75.0,,0.75,48.75
2011-11-13,52,75.0,,0.75,39.0
2011-11-14,98,75.0,,0.75,73.5
2011-11-15,93,75.0,,0.75,69.75
2011-11-16,92,75.0,,0.75,69.0
2011-11-17,87,75.0,,0.75,65.25
2011-11-18,90,75.0,,0.75,67.5
2011-11-19,67,75.0,,0.75,50.25
2011-11-20,52,75.0,,0.75,39.0
2011-11-21,90,75.0,,0.75,67.5
2011-11-22,89,75.0,,0.75,66.75
2011-11-23,81,75.0,,0.75,60.75
2011-11-24,51,75.0,,0.75,38.25
2011-11-25,92,75.0,,0.75,69.0
2011-11-26,66,75.0,,0.75,49.5
2011-11-27,57,75.0,,0.75,42.75
2011-11-28,100,75.0,,0.75,75.0
2011-11-29,99,75.0,,0.75,74.25
2011-11-30,95,75.0,,0.75,71.25
2011-12-01,89,78.0,False,0.78,69.42
2011-12-02,89,78.0,,0.78,69.42
2011-12-03,65,78.0,,0.78,50.7
2011-12-04,52,78.0,,0.78,40.56
2011-12-05,94,78.0,,0.78,73.32000000000001
2011-12-06,89,78.0,,0.78,69.42
2011-12-07,89,78.0,,0.78,69.42
2011-12-08,87,78.0,,0.78,67.86
2011-12-09,86,78.0,,0.78,67.08
2011-12-10,67,78.0,,0.78,52.260000000000005
2011-12-11,52,78.0,,0.78,40.56
2011-12-12,95,78.0,,0.78,74.10000000000001
2011-12-13,90,78.0,,0.78,70.2
2011-12-14,90,78.0,,0.78,70.2
2011-12-15,88,78.0,,0.78,68.64
2011-12-16,87,78.0,,0.78,67.86
2011-12-17,74,78.0,,0.78,57.72
2011-12-18,50,78.0,,0.78,39.0
2011-12-19,100,78.0,,0.78,78.0
2011-12-20,92,78.0,,0.78,71.76
2011-12-21,89,78.0,,0.78,69.42
2011-12-22,85,78.0,,0.78,66.3
2011-12-23,80,78.0,,0.78,62.400000000000006
2011-12-24,57,78.0,,0.78,44.46
2011-12-25,38,78.0,,0.78,29.64
2011-12-26,77,78.0,,0.78,60.06
2011-12-27,82,78.0,,0.78,63.96
2011-12-28,82,78.0,,0.78,63.96
2011-12-29,83,78.0,,0.78,64.74000000000001
2011-12-30,79,78.0,,0.78,61.620000000000005
2011-12-31,59,78.0,,0.78,46.02
2012-01-01,45,80.0,False,0.8,36.0
2012-01-02,82,80.0,,0.8,65.60000000000001
2012-01-03,100,80.0,,0.8,80.0
2012-01-04,93,80.0,,0.8,74.4
2012-01-05,93,80.0,,0.8,74.4
2012-01-06,90,80.0,,0.8,72.0
2012-01-07,64,80.0,,0.8,51.2
2012-01-08,53,80.0,,0.8,42.400000000000006
2012-01-09,98,80.0,,0.8,78.4
2012-01-10,93,80.0,,0.8,74.4
2012-01-11,91,80.0,,0.8,72.8
2012-01-12,92,80.0,,0.8,73.60000000000001
2012-01-13,90,80.0,,0.8,72.0
2012-01-14,66,80.0,,0.8,52.800000000000004
2012-01-15,51,80.0,,0.8,40.800000000000004
2012-01-16,77,80.0,,0.8,61.6
2012-01-17,95,80.0,,0.8,76.0
2012-01-18,92,80.0,,0.8,73.60000000000001
2012-01-19,88,80.0,,0.8,70.4
2012-01-20,87,80.0,,0.8,69.60000000000001
2012-01-21,61,80.0,,0.8,48.800000000000004
2012-01-22,50,80.0,,0.8,40.0
2012-01-23,93,80.0,,0.8,74.4
2012-01-24,90,80.0,,0.8,72.0
2012-01-25,90,80.0,,0.8,72.0
2012-01-26,87,80.0,,0.8,69.60000000000001
2012-01-27,92,80.0,,0.8,73.60000000000001
2012-01-28,62,80.0,,0.8,49.6
2012-01-29,54,80.0,,0.8,43.2
2012-01-30,93,80.0,,0.8,74.4
2012-01-31,92,80.0,,0.8,73.60000000000001
2012-02-01,95,77.0,False,0.77,73.15
2012-02-02,93,77.0,,0.77,71.61
2012-02-03,91,77.0,,0.77,70.07000000000001
2012-02-04,66,77.0,,0.77,50.82
2012-02-05,48,77.0,,0.77,36.96
2012-02-06,96,77.0,,0.77,73.92
2012-02-07,93,77.0,,0.77,71.61
2012-02-08,94,77.0,,0.77,72.38
2012-02-09,91,77.0,,0.77,70.07000000000001
2012-02-10,94,77.0,,0.77,72.38
2012-02-11,69,77.0,,0.77,53.13
2012-02-12,52,77.0,,0.77,40.04
2012-02-13,93,77.0,,0.77,71.61
2012-02-14,86,77.0,,0.77,66.22
2012-02-15,90,77.0,,0.77,69.3
2012-02-16,90,77.0,,0.77,69.3
2012-02-17,91,77.0,,0.77,70.07000000000001
2012-02-18,65,77.0,,0.77,50.050000000000004
2012-02-19,54,77.0,,0.77,41.58
2012-02-20,87,77.0,,0.77,66.99
2012-02-21,100,77.0,,0.77,77.0
2012-02-22,91,77.0,,0.77,70.07000000000001
2012-02-23,91,77.0,,0.77,70.07000000000001
2012-02-24,90,77.0,,0.77,69.3
2012-02-25,67,77.0,,0.77,51.59
2012-02-26,54,77.0,,0.77,41.58
2012-02-27,96,77.0,,0.77,73.92
2012-02-28,91,77.0,,0.77,70.07000000000001
2012-02-29,90,77.0,,0.77,69.3
2012-03-01,93,73.0,False,0.73,67.89
2012-03-02,93,73.0,,0.73,67.89
2012-03-03,69,73.0,,0.73,50.37
2012-03-04,58,73.0,,0.73,42.339999999999996
2012-03-05,97,73.0,,0.73,70.81
2012-03-06,96,73.0,,0.73,70.08
2012-03-07,91,73.0,,0.73,66.42999999999999
2012-03-08,83,73.0,,0.73,60.589999999999996
2012-03-09,92,73.0,,0.73,67.16
2012-03-10,64,73.0,,0.73,46.72
2012-03-11,50,73.0,,0.73,36.5
2012-03-12,95,73.0,,0.73,69.35
2012-03-13,90,73.0,,0.73,65.7
2012-03-14,91,73.0,,0.73,66.42999999999999
2012-03-15,86,73.0,,0.73,62.78
2012-03-16,87,73.0,,0.73,63.51
2012-03-17,59,73.0,,0.73,43.07
2012-03-18,51,73.0,,0.73,37.23
2012-03-19,95,73.0,,0.73,69.35
2012-03-20,91,73.0,,0.73,66.42999999999999
2012-03-21,91,73.0,,0.73,66.42999999999999
2012-03-22,89,73.0,,0.73,64.97
2012-03-23,90,73.0,,0.73,65.7
2012-03-24,62,73.0,,0.73,45.26
2012-03-25,54,73.0,,0.73,39.42
2012-03-26,100,73.0,,0.73,73.0
2012-03-27,91,73.0,,0.73,66.42999999999999
2012-03-28,93,73.0,,0.73,67.89
2012-03-29,88,73.0,,0.73,64.24
2012-03-30,88,73.0,,0.73,64.24
2012-03-31,58,73.0,,0.73,42.339999999999996
2012-04-01,47,73.0,False,0.73,34.31
2012-04-02,89,73.0,,0.73,64.97
2012-04-03,84,73.0,,0.73,61.32
2012-04-04,84,73.0,,0.73,61.32
2012-04-05,83,73.0,,0.73,60.589999999999996
2012-04-06,86,73.0,,0.73,62.78
2012-04-07,52,73.0,,0.73,37.96
2012-04-08,41,73.0,,0.73,29.93
2012-04-09,90,73.0,,0.73,65.7
2012-04-10,88,73.0,,0.73,64.24
2012-04-11,85,73.0,,0.73,62.05
2012-04-12,84,73.0,,0.73,61.32
2012-04-13,84,73.0,,0.73,61.32
2012-04-14,61,73.0,,0.73,44.53
2012-04-15,48,73.0,,0.73,35.04
2012-04-16,98,73.0,,0.73,71.53999999999999
2012-04-17,100,73.0,,0.73,73.0
2012-04-18,88,73.0,,0.73,64.24
2012-04-19,81,73.0,,0.73,59.129999999999995
2012-04-20,80,73.0,,0.73,58.4
2012-04-21,53,73.0,,0.73,38.69
2012-04-22,46,73.0,,0.73,33.58
2012-04-23,88,73.0,,0.73,64.24
2012-04-24,85,73.0,,0.73,62.05
2012-04-25,81,73.0,,0.73,59.129999999999995
2012-04-26,80,73.0,,0.73,58.4
2012-04-27,79,73.0,,0.73,57.67
2012-04-28,54,73.0,,0.73,39.42
2012-04-29,45,73.0,,0.73,32.85
2012-04-30,89,73.0,,0.73,64.97
2012-05-01,88,74.0,False,0.74,65.12
2012-05-02,87,74.0,,0.74,64.38
2012-05-03,87,74.0,,0.74,64.38
2012-05-04,86,74.0,,0.74,63.64
2012-05-05,61,74.0,,0.74,45.14
2012-05-06,53,74.0,,0.74,39.22
2012-05-07,100,74.0,,0.74,74.0
2012-05-08,92,74.0,,0.74,68.08
2012-05-09,91,74.0,,0.74,67.34
2012-05-10,92,74.0,,0.74,68.08
2012-05-11,88,74.0,,0.74,65.12
2012-05-12,60,74.0,,0.74,44.4
2012-05-13,48,74.0,,0.74,35.519999999999996
2012-05-14,94,74.0,,0.74,69.56
2012-05-15,94,74.0,,0.74,69.56
2012-05-16,92,74.0,,0.74,68.08
2012-05-17,89,74.0,,0.74,65.86
2012-05-18,88,74.0,,0.74,65.12
2012-05-19,58,74.0,,0.74,42.92
2012-05-20,49,74.0,,0.74,36.26
2012-05-21,92,74.0,,0.74,68.08
2012-05-22,92,74.0,,0.74,68.08
2012-05-23,89,74.0,,0.74,65.86
2012-05-24,89,74.0,,0.74,65.86
2012-05-25,83,74.0,,0.74,61.42
2012-05-26,58,74.0,,0.74,42.92
2012-05-27,45,74.0,,0.74,33.3
2012-05-28,52,74.0,,0.74,38.48
2012-05-29,95,74.0,,0.74,70.3
2012-05-30,92,74.0,,0.74,68.08
2012-05-31,88,74.0,,0.74,65.12
2012-06-01,92,72.0,False,0.72,66.24
2012-06-02,60,72.0,,0.72,43.199999999999996
2012-06-03,51,72.0,,0.72,36.72
2012-06-04,100,72.0,,0.72,72.0
2012-06-05,95,72.0,,0.72,68.39999999999999
2012-06-06,91,72.0,,0.72,65.52
2012-06-07,91,72.0,,0.72,65.52
2012-06-08,86,72.0,,0.72,61.919999999999995
2012-06-09,60,72.0,,0.72,43.199999999999996
2012-06-10,47,72.0,,0.72,33.839999999999996
2012-06-11,99,72.0,,0.72,71.28
2012-06-12,95,72.0,,0.72,68.39999999999999
2012-06-13,94,72.0,,0.72,67.67999999999999
2012-06-14,94,72.0,,0.72,67.67999999999999
2012-06-15,90,72.0,,0.72,64.8
2012-06-16,58,72.0,,0.72,41.76
2012-06-17,46,72.0,,0.72,33.12
2012-06-18,96,72.0,,0.72,69.12
2012-06-19,98,72.0,,0.72,70.56
2012-06-20,93,72.0,,0.72,66.96
2012-06-21,91,72.0,,0.72,65.52
2012-06-22,87,72.0,,0.72,62.64
2012-06-23,58,72.0,,0.72,41.76
2012-06-24,48,72.0,,0.72,34.56
2012-06-25,100,72.0,,0.72,72.0
2012-06-26,95,72.0,,0.72,68.39999999999999
2012-06-27,93,72.0,,0.72,66.96
2012-06-28,92,72.0,,0.72,66.24
2012-06-29,88,72.0,,0.72,63.36
2012-06-30,61,72.0,,0.72,43.92
2012-07-01,45,74.0,False,0.74,33.3
2012-07-02,87,74.0,,0.74,64.38
2012-07-03,81,74.0,,0.74,59.94
2012-07-04,42,74.0,,0.74,31.08
2012-07-05,80,74.0,,0.74,59.2
2012-07-06,79,74.0,,0.74,58.46
2012-07-07,52,74.0,,0.74,38.48
2012-07-08,44,74.0,,0.74,32.56
2012-07-09,88,74.0,,0.74,65.12
2012-07-10,84,74.0,,0.74,62.16
2012-07-11,82,74.0,,0.74,60.68
2012-07-12,80,74.0,,0.74,59.2
2012-07-13,77,74.0,,0.74,56.98
2012-07-14,52,74.0,,0.74,38.48
2012-07-15,44,74.0,,0.74,32.56
2012-07-16,90,74.0,,0.74,66.6
2012-07-17,86,74.0,,0.74,63.64
2012-07-18,82,74.0,,0.74,60.68
2012-07-19,80,74.0,,0.74,59.2
2012-07-20,81,74.0,,0.74,59.94
2012-07-21,57,74.0,,0.74,42.18
2012-07-22,50,74.0,,0.74,37.0
2012-07-23,100,74.0,,0.74,74.0
2012-07-24,88,74.0,,0.74,65.12
2012-07-25,84,74.0,,0.74,62.16
2012-07-26,82,74.0,,0.74,60.68
2012-07-27,79,74.0,,0.74,58.46
2012-07-28,51,74.0,,0.74,37.74
2012-07-29,44,74.0,,0.74,32.56
2012-07-30,91,74.0,,0.74,67.34
2012-07-31,88,74.0,,0.74,65.12
2012-08-01,88,83.0,False,0.83,73.03999999999999
2012-08-02,87,83.0,,0.83,72.21
2012-08-03,84,83.0,,0.83,69.72
2012-08-04,58,83.0,,0.83,48.14
2012-08-05,51,83.0,,0.83,42.33
2012-08-06,93,83.0,,0.83,77.19
2012-08-07,91,83.0,,0.83,75.53
2012-08-08,88,83.0,,0.83,73.03999999999999
2012-08-09,84,83.0,,0.83,69.72
2012-08-10,82,83.0,,0.83,68.06
2012-08-11,60,83.0,,0.83,49.8
2012-08-12,49,83.0,,0.83,40.669999999999995
2012-08-13,93,83.0,,0.83,77.19
2012-08-14,91,83.0,,0.83,75.53
2012-08-15,93,83.0,,0.83,77.19
2012-08-16,93,83.0,,0.83,77.19
2012-08-17,88,83.0,,0.83,73.03999999999999
2012-08-18,61,83.0,,0.83,50.629999999999995
2012-08-19,54,83.0,,0.83,44.82
2012-08-20,100,83.0,,0.83,83.0
2012-08-21,97,83.0,,0.83,80.50999999999999
2012-08-22,94,83.0,,0.83,78.02
2012-08-23,91,83.0,,0.83,75.53
2012-08-24,87,83.0,,0.83,72.21
2012-08-25,59,83.0,,0.83,48.97
2012-08-26,56,83.0,,0.83,46.48
2012-08-27,95,83.0,,0.83,78.85
2012-08-28,94,83.0,,0.83,78.02
2012-08-29,90,83.0,,0.83,74.7
2012-08-30,91,83.0,,0.83,75.53
2012-08-31,86,83.0,,0.83,71.38
2012-09-01,60,75.0,False,0.75,45.0
2012-09-02,50,75.0,,0.75,37.5
2012-09-03,57,75.0,,0.75,42.75
2012-09-04,100,75.0,,0.75,75.0
2012-09-05,95,75.0,,0.75,71.25
2012-09-06,90,75.0,,0.75,67.5
2012-09-07,89,75.0,,0.75,66.75
2012-09-08,56,75.0,,0.75,42.0
2012-09-09,48,75.0,,0.75,36.0
2012-09-10,94,75.0,,0.75,70.5
2012-09-11,90,75.0,,0.75,67.5
2012-09-12,83,75.0,,0.75,62.25
2012-09-13,84,75.0,,0.75,63.0
2012-09-14,82,75.0,,0.75,61.5
2012-09-15,56,75.0,,0.75,42.0
2012-09-16,48,75.0,,0.75,36.0
2012-09-17,91,75.0,,0.75,68.25
2012-09-18,86,75.0,,0.75,64.5
2012-09-19,88,75.0,,0.75,66.0
2012-09-20,84,75.0,,0.75,63.0
2012-09-21,88,75.0,,0.75,66.0
2012-09-22,59,75.0,,0.75,44.25
2012-09-23,45,75.0,,0.75,33.75
2012-09-24,92,75.0,,0.75,69.0
2012-09-25,87,75.0,,0.75,65.25
2012-09-26,86,75.0,,0.75,64.5
2012-09-27,86,75.0,,0.75,64.5
2012-09-28,84,75.0,,0.75,63.0
2012-09-29,57,75.0,,0.75,42.75
2012-09-30,46,75.0,,0.75,34.5
2012-10-01,100,75.0,False,0.75,75.0
2012-10-02,97,75.0,,0.75,72.75
2012-10-03,95,75.0,,0.75,71.25
2012-10-04,91,75.0,,0.75,68.25
2012-10-05,91,75.0,,0.75,68.25
2012-10-06,63,75.0,,0.75,47.25
2012-10-07,49,75.0,,0.75,36.75
2012-10-08,98,75.0,,0.75,73.5
2012-10-09,100,75.0,,0.75,75.0
2012-10-10,92,75.0,,0.75,69.0
2012-10-11,87,75.0,,0.75,65.25
2012-10-12,88,75.0,,0.75,66.0
2012-10-13,63,75.0,,0.75,47.25
2012-10-14,48,75.0,,0.75,36.0
2012-10-15,99,75.0,,0.75,74.25
2012-10-16,94,75.0,,0.75,70.5
2012-10-17,86,75.0,,0.75,64.5
2012-10-18,88,75.0,,0.75,66.0
2012-10-19,86,75.0,,0.75,64.5
2012-10-20,58,75.0,,0.75,43.5
2012-10-21,47,75.0,,0.75,35.25
2012-10-22,97,75.0,,0.75,72.75
2012-10-23,91,75.0,,0.75,68.25
2012-10-24,88,75.0,,0.75,66.0
2012-10-25,87,75.0,,0.75,65.25
2012-10-26,90,75.0,,0.75,67.5
2012-10-27,59,75.0,,0.75,44.25
2012-10-28,50,75.0,,0.75,37.5
2012-10-29,90,75.0,,0.75,67.5
2012-10-30,87,75.0,,0.75,65.25
2012-10-31,89,75.0,,0.75,66.75
2012-11-01,92,71.0,False,0.71,65.32
2012-11-02,85,71.0,,0.71,60.349999999999994
2012-11-03,60,71.0,,0.71,42.599999999999994
2012-11-04,49,71.0,,0.71,34.79
2012-11-05,98,71.0,,0.71,69.58
2012-11-06,91,71.0,,0.71,64.61
2012-11-07,84,71.0,,0.71,59.64
2012-11-08,85,71.0,,0.71,60.349999999999994
2012-11-09,88,71.0,,0.71,62.48
2012-11-10,57,71.0,,0.71,40.47
2012-11-11,46,71.0,,0.71,32.66
2012-11-12,86,71.0,,0.71,61.059999999999995
2012-11-13,93,71.0,,0.71,66.03
2012-11-14,91,71.0,,0.71,64.61
2012-11-15,89,71.0,,0.71,63.19
2012-11-16,88,71.0,,0.71,62.48
2012-11-17,59,71.0,,0.71,41.89
2012-11-18,48,71.0,,0.71,34.08
2012-11-19,91,71.0,,0.71,64.61
2012-11-20,85,71.0,,0.71,60.349999999999994
2012-11-21,78,71.0,,0.71,55.379999999999995
2012-11-22,44,71.0,,0.71,31.24
2012-11-23,80,71.0,,0.71,56.8
2012-11-24,60,71.0,,0.71,42.599999999999994
2012-11-25,49,71.0,,0.71,34.79
2012-11-26,100,71.0,,0.71,71.0
2012-11-27,91,71.0,,0.71,64.61
2012-11-28,89,71.0,,0.71,63.19
2012-11-29,90,71.0,,0.71,63.9
2012-11-30,89,71.0,,0.71,63.19
2012-12-01,64,71.0,False,0.71,45.44
2012-12-02,49,71.0,,0.71,34.79
2012-12-03,97,71.0,,0.71,68.86999999999999
2012-12-04,91,71.0,,0.71,64.61
2012-12-05,91,71.0,,0.71,64.61
2012-12-06,88,71.0,,0.71,62.48
2012-12-07,90,71.0,,0.71,63.9
2012-12-08,64,71.0,,0.71,45.44
2012-12-09,49,71.0,,0.71,34.79
2012-12-10,97,71.0,,0.71,68.86999999999999
2012-12-11,92,71.0,,0.71,65.32
2012-12-12,88,71.0,,0.71,62.48
2012-12-13,91,71.0,,0.71,64.61
2012-12-14,85,71.0,,0.71,60.349999999999994
2012-12-15,69,71.0,,0.71,48.989999999999995
2012-12-16,50,71.0,,0.71,35.5
2012-12-17,100,71.0,,0.71,71.0
2012-12-18,95,71.0,,0.71,67.45
2012-12-19,94,71.0,,0.71,66.74
2012-12-20,91,71.0,,0.71,64.61
2012-12-21,88,71.0,,0.71,62.48
2012-12-22,73,71.0,,0.71,51.83
2012-12-23,51,71.0,,0.71,36.21
2012-12-24,80,71.0,,0.71,56.8
2012-12-25,37,71.0,,0.71,26.27
2012-12-26,78,71.0,,0.71,55.379999999999995
2012-12-27,84,71.0,,0.71,59.64
2012-12-28,83,71.0,,0.71,58.93
2012-12-29,64,71.0,,0.71,45.44
2012-12-30,49,71.0,,0.71,34.79
2012-12-31,89,71.0,,0.71,63.19
2013-01-01,49,79.0,False,0.79,38.71
2013-01-02,98,79.0,,0.79,77.42
2013-01-03,96,79.0,,0.79,75.84
2013-01-04,96,79.0,,0.79,75.84
2013-01-05,65,79.0,,0.79,51.35
2013-01-06,51,79.0,,0.79,40.29
2013-01-07,99,79.0,,0.79,78.21000000000001
2013-01-08,95,79.0,,0.79,75.05
2013-01-09,92,79.0,,0.79,72.68
2013-01-10,89,79.0,,0.79,70.31
2013-01-11,91,79.0,,0.79,71.89
2013-01-12,65,79.0,,0.79,51.35
2013-01-13,51,79.0,,0.79,40.29
2013-01-14,98,79.0,,0.79,77.42
2013-01-15,94,79.0,,0.79,74.26
2013-01-16,89,79.0,,0.79,70.31
2013-01-17,90,79.0,,0.79,71.10000000000001
2013-01-18,89,79.0,,0.79,70.31
2013-01-19,63,79.0,,0.79,49.77
2013-01-20,51,79.0,,0.79,40.29
2013-01-21,80,79.0,,0.79,63.2
2013-01-22,96,79.0,,0.79,75.84
2013-01-23,94,79.0,,0.79,74.26
2013-01-24,93,79.0,,0.79,73.47
2013-01-25,95,79.0,,0.79,75.05
2013-01-26,66,79.0,,0.79,52.14
2013-01-27,52,79.0,,0.79,41.08
2013-01-28,96,79.0,,0.79,75.84
2013-01-29,100,79.0,,0.79,79.0
2013-01-30,95,79.0,,0.79,75.05
2013-01-31,97,79.0,,0.79,76.63000000000001
2013-02-01,100,77.0,False,0.77,77.0
2013-02-02,65,77.0,,0.77,50.050000000000004
2013-02-03,46,77.0,,0.77,35.42
2013-02-04,90,77.0,,0.77,69.3
2013-02-05,90,77.0,,0.77,69.3
2013-02-06,91,77.0,,0.77,70.07000000000001
2013-02-07,85,77.0,,0.77,65.45
2013-02-08,85,77.0,,0.77,65.45
2013-02-09,64,77.0,,0.77,49.28
2013-02-10,49,77.0,,0.77,37.730000000000004
2013-02-11,88,77.0,,0.77,67.76
2013-02-12,91,77.0,,0.77,70.07000000000001
2013-02-13,86,77.0,,0.77,66.22
2013-02-14,80,77.0,,0.77,61.6
2013-02-15,86,77.0,,0.77,66.22
2013-02-16,63,77.0,,0.77,48.51
2013-02-17,51,77.0,,0.77,39.27
2013-02-18,83,77.0,,0.77,63.910000000000004
2013-02-19,93,77.0,,0.77,71.61
2013-02-20,90,77.0,,0.77,69.3
2013-02-21,84,77.0,,0.77,64.68
2013-02-22,84,77.0,,0.77,64.68
2013-02-23,61,77.0,,0.77,46.97
2013-02-24,49,77.0,,0.77,37.730000000000004
2013-02-25,88,77.0,,0.77,67.76
2013-02-26,87,77.0,,0.77,66.99
2013-02-27,87,77.0,,0.77,66.99
2013-02-28,88,77.0,,0.77,67.76
2013-03-01,96,74.0,False,0.74,71.03999999999999
2013-03-02,67,74.0,,0.74,49.58
2013-03-03,53,74.0,,0.74,39.22
2013-03-04,100,74.0,,0.74,74.0
2013-03-05,92,74.0,,0.74,68.08
2013-03-06,92,74.0,,0.74,68.08
2013-03-07,94,74.0,,0.74,69.56
2013-03-08,92,74.0,,0.74,68.08
2013-03-09,63,74.0,,0.74,46.62
2013-03-10,49,74.0,,0.74,36.26
2013-03-11,97,74.0,,0.74,71.78
2013-03-12,92,74.0,,0.74,68.08
2013-03-13,92,74.0,,0.74,68.08
2013-03-14,91,74.0,,0.74,67.34
2013-03-15,90,74.0,,0.74,66.6
2013-03-16,62,74.0,,0.74,45.88
2013-03-17,49,74.0,,0.74,36.26
2013-03-18,98,74.0,,0.74,72.52
2013-03-19,90,74.0,,0.74,66.6
2013-03-20,91,74.0,,0.74,67.34
2013-03-21,91,74.0,,0.74,67.34
2013-03-22,90,74.0,,0.74,66.6
2013-03-23,61,74.0,,0.74,45.14
2013-03-24,50,74.0,,0.74,37.0
2013-03-25,96,74.0,,0.74,71.03999999999999
2013-03-26,94,74.0,,0.74,69.56
2013-03-27,93,74.0,,0.74,68.82
2013-03-28,95,74.0,,0.74,70.3
2013-03-29,94,74.0,,0.74,69.56
2013-03-30,60,74.0,,0.74,44.4
2013-03-31,44,74.0,,0.74,32.56
2013-04-01,84,75.0,False,0.75,63.0
2013-04-02,79,75.0,,0.75,59.25
2013-04-03,77,75.0,,0.75,57.75
2013-04-04,76,75.0,,0.75,57.0
2013-04-05,79,75.0,,0.75,59.25
2013-04-06,52,75.0,,0.75,39.0
2013-04-07,42,75.0,,0.75,31.5
2013-04-08,81,75.0,,0.75,60.75
2013-04-09,78,75.0,,0.75,58.5
2013-04-10,77,75.0,,0.75,57.75
2013-04-11,75,75.0,,0.75,56.25
2013-04-12,79,75.0,,0.75,59.25
2013-04-13,57,75.0,,0.75,42.75
2013-04-14,43,75.0,,0.75,32.25
2013-04-15,100,75.0,,0.75,75.0
2013-04-16,82,75.0,,0.75,61.5
2013-04-17,76,75.0,,0.75,57.0
2013-04-18,72,75.0,,0.75,54.0
2013-04-19,68,75.0,,0.75,51.0
2013-04-20,48,75.0,,0.75,36.0
2013-04-21,38,75.0,,0.75,28.5
2013-04-22,79,75.0,,0.75,59.25
2013-04-23,74,75.0,,0.75,55.5
2013-04-24,73,75.0,,0.75,54.75
2013-04-25,75,75.0,,0.75,56.25
2013-04-26,73,75.0,,0.75,54.75
2013-04-27,50,75.0,,0.75,37.5
2013-04-28,38,75.0,,0.75,28.5
2013-04-29,80,75.0,,0.75,60.0
2013-04-30,79,75.0,,0.75,59.25
2013-05-01,72,77.0,False,0.77,55.44
2013-05-02,68,77.0,,0.77,52.36
2013-05-03,74,77.0,,0.77,56.980000000000004
2013-05-04,50,77.0,,0.77,38.5
2013-05-05,39,77.0,,0.77,30.03
2013-05-06,77,77.0,,0.77,59.29
2013-05-07,74,77.0,,0.77,56.980000000000004
