date,chance_unscaled,chance_monthly,isPartial,scale,chance
2011-09-03,100,34.0,,0.34,34.0
2011-09-04,94,34.0,,0.34,31.96
2011-09-05,90,34.0,,0.34,30.6
2011-09-06,75,34.0,,0.34,25.500000000000004
2011-09-07,85,34.0,,0.34,28.900000000000002
2011-09-08,76,34.0,,0.34,25.840000000000003
2011-09-09,78,34.0,,0.34,26.520000000000003
2011-09-10,83,34.0,,0.34,28.220000000000002
2011-09-11,98,34.0,,0.34,33.32
2011-09-12,84,34.0,,0.34,28.560000000000002
2011-09-13,68,34.0,,0.34,23.12
2011-09-14,75,34.0,,0.34,25.500000000000004
2011-09-15,93,34.0,,0.34,31.62
2011-09-16,82,34.0,,0.34,27.880000000000003
2011-09-17,92,34.0,,0.34,31.28
2011-09-18,87,34.0,,0.34,29.580000000000002
2011-09-19,83,34.0,,0.34,28.220000000000002
2011-09-20,94,34.0,,0.34,31.96
2011-09-21,97,34.0,,0.34,32.980000000000004
2011-09-22,84,34.0,,0.34,28.560000000000002
2011-09-23,78,34.0,,0.34,26.520000000000003
2011-09-24,99,34.0,,0.34,33.660000000000004
2011-09-25,88,34.0,,0.34,29.92
2011-09-26,82,34.0,,0.34,27.880000000000003
2011-09-27,100,34.0,,0.34,34.0
2011-09-28,78,34.0,,0.34,26.520000000000003
2011-09-29,88,34.0,,0.34,29.92
2011-09-30,94,34.0,,0.34,31.96
2011-10-01,70,31.0,False,0.31,21.7
2011-10-02,66,31.0,,0.31,20.46
2011-10-03,70,31.0,,0.31,21.7
2011-10-04,71,31.0,,0.31,22.01
2011-10-05,58,31.0,,0.31,17.98
2011-10-06,60,31.0,,0.31,18.6
2011-10-07,70,31.0,,0.31,21.7
2011-10-08,71,31.0,,0.31,22.01
2011-10-09,100,31.0,,0.31,31.0
2011-10-10,79,31.0,,0.31,24.49
2011-10-11,77,31.0,,0.31,23.87
2011-10-12,71,31.0,,0.31,22.01
2011-10-13,69,31.0,,0.31,21.39
2011-10-14,72,31.0,,0.31,22.32
2011-10-15,64,31.0,,0.31,19.84
2011-10-16,71,31.0,,0.31,22.01
2011-10-17,62,31.0,,0.31,19.22
2011-10-18,82,31.0,,0.31,25.419999999999998
2011-10-19,71,31.0,,0.31,22.01
2011-10-20,67,31.0,,0.31,20.77
2011-10-21,72,31.0,,0.31,22.32
2011-10-22,70,31.0,,0.31,21.7
2011-10-23,76,31.0,,0.31,23.56
2011-10-24,75,31.0,,0.31,23.25
2011-10-25,72,31.0,,0.31,22.32
2011-10-26,59,31.0,,0.31,18.29
2011-10-27,70,31.0,,0.31,21.7
2011-10-28,63,31.0,,0.31,19.53
2011-10-29,75,31.0,,0.31,23.25
2011-10-30,86,31.0,,0.31,26.66
2011-10-31,63,31.0,,0.31,19.53
2011-11-01,70,32.0,False,0.32,22.400000000000002
2011-11-02,69,32.0,,0.32,22.080000000000002
2011-11-03,61,32.0,,0.32,19.52
2011-11-04,64,32.0,,0.32,20.48
2011-11-05,72,32.0,,0.32,23.04
2011-11-06,81,32.0,,0.32,25.92
2011-11-07,80,32.0,,0.32,25.6
2011-11-08,76,32.0,,0.32,24.32
2011-11-09,74,32.0,,0.32,23.68
2011-11-10,81,32.0,,0.32,25.92
2011-11-11,92,32.0,,0.32,29.44
2011-11-12,84,32.0,,0.32,26.88
2011-11-13,86,32.0,,0.32,27.52
2011-11-14,61,32.0,,0.32,19.52
2011-11-15,83,32.0,,0.32,26.560000000000002
2011-11-16,79,32.0,,0.32,25.28
2011-11-17,83,32.0,,0.32,26.560000000000002
2011-11-18,93,32.0,,0.32,29.76
2011-11-19,75,32.0,,0.32,24.0
2011-11-20,90,32.0,,0.32,28.8
2011-11-21,84,32.0,,0.32,26.88
2011-11-22,79,32.0,,0.32,25.28
2011-11-23,79,32.0,,0.32,25.28
2011-11-24,82,32.0,,0.32,26.240000000000002
2011-11-25,74,32.0,,0.32,23.68
2011-11-26,100,32.0,,0.32,32.0
2011-11-27,93,32.0,,0.32,29.76
2011-11-28,100,32.0,,0.32,32.0
2011-11-29,58,32.0,,0.32,18.56
2011-11-30,86,32.0,,0.32,27.52
2011-12-01,100,34.0,False,0.34,34.0
2011-12-02,80,34.0,,0.34,27.200000000000003
2011-12-03,78,34.0,,0.34,26.520000000000003
2011-12-04,87,34.0,,0.34,29.580000000000002
2011-12-05,90,34.0,,0.34,30.6
2011-12-06,83,34.0,,0.34,28.220000000000002
2011-12-07,100,34.0,,0.34,34.0
2011-12-08,87,34.0,,0.34,29.580000000000002
2011-12-09,97,34.0,,0.34,32.980000000000004
2011-12-10,100,34.0,,0.34,34.0
2011-12-11,85,34.0,,0.34,28.900000000000002
2011-12-12,91,34.0,,0.34,30.94
2011-12-13,84,34.0,,0.34,28.560000000000002
2011-12-14,93,34.0,,0.34,31.62
2011-12-15,93,34.0,,0.34,31.62
2011-12-16,79,34.0,,0.34,26.860000000000003
2011-12-17,82,34.0,,0.34,27.880000000000003
2011-12-18,97,34.0,,0.34,32.980000000000004
2011-12-19,96,34.0,,0.34,32.64
2011-12-20,87,34.0,,0.34,29.580000000000002
2011-12-21,90,34.0,,0.34,30.6
2011-12-22,98,34.0,,0.34,33.32
2011-12-23,89,34.0,,0.34,30.26
2011-12-24,85,34.0,,0.34,28.900000000000002
2011-12-25,76,34.0,,0.34,25.840000000000003
2011-12-26,87,34.0,,0.34,29.580000000000002
2011-12-27,87,34.0,,0.34,29.580000000000002
2011-12-28,87,34.0,,0.34,29.580000000000002
2011-12-29,95,34.0,,0.34,32.300000000000004
2011-12-30,81,34.0,,0.34,27.540000000000003
2011-12-31,92,34.0,,0.34,31.28
2012-01-01,49,35.0,False,0.35,17.15
2012-01-02,73,35.0,,0.35,25.549999999999997
2012-01-03,71,35.0,,0.35,24.849999999999998
2012-01-04,54,35.0,,0.35,18.9
2012-01-05,76,35.0,,0.35,26.599999999999998
2012-01-06,69,35.0,,0.35,24.15
2012-01-07,68,35.0,,0.35,23.799999999999997
2012-01-08,84,35.0,,0.35,29.4
2012-01-09,56,35.0,,0.35,19.599999999999998
2012-01-10,60,35.0,,0.35,21.0
2012-01-11,62,35.0,,0.35,21.7
2012-01-12,83,35.0,,0.35,29.049999999999997
2012-01-13,69,35.0,,0.35,24.15
2012-01-14,69,35.0,,0.35,24.15
2012-01-15,67,35.0,,0.35,23.45
2012-01-16,75,35.0,,0.35,26.25
2012-01-17,59,35.0,,0.35,20.65
2012-01-18,61,35.0,,0.35,21.349999999999998
2012-01-19,85,35.0,,0.35,29.749999999999996
2012-01-20,66,35.0,,0.35,23.099999999999998
2012-01-21,69,35.0,,0.35,24.15
2012-01-22,69,35.0,,0.35,24.15
2012-01-23,53,35.0,,0.35,18.549999999999997
2012-01-24,66,35.0,,0.35,23.099999999999998
2012-01-25,64,35.0,,0.35,22.4
2012-01-26,100,35.0,,0.35,35.0
2012-01-27,76,35.0,,0.35,26.599999999999998
2012-01-28,65,35.0,,0.35,22.75
2012-01-29,77,35.0,,0.35,26.95
2012-01-30,72,35.0,,0.35,25.2
2012-01-31,65,35.0,,0.35,22.75
2012-02-01,43,34.0,False,0.34,14.620000000000001
2012-02-02,100,34.0,,0.34,34.0
2012-02-03,62,34.0,,0.34,21.080000000000002
2012-02-04,56,34.0,,0.34,19.040000000000003
2012-02-05,44,34.0,,0.34,14.96
2012-02-06,41,34.0,,0.34,13.940000000000001
2012-02-07,41,34.0,,0.34,13.940000000000001
2012-02-08,46,34.0,,0.34,15.64
2012-02-09,46,34.0,,0.34,15.64
2012-02-10,41,34.0,,0.34,13.940000000000001
2012-02-11,44,34.0,,0.34,14.96
2012-02-12,44,34.0,,0.34,14.96
2012-02-13,44,34.0,,0.34,14.96
2012-02-14,38,34.0,,0.34,12.920000000000002
2012-02-15,42,34.0,,0.34,14.280000000000001
2012-02-16,47,34.0,,0.34,15.98
2012-02-17,41,34.0,,0.34,13.940000000000001
2012-02-18,42,34.0,,0.34,14.280000000000001
2012-02-19,55,34.0,,0.34,18.700000000000003
2012-02-20,42,34.0,,0.34,14.280000000000001
2012-02-21,40,34.0,,0.34,13.600000000000001
2012-02-22,42,34.0,,0.34,14.280000000000001
2012-02-23,44,34.0,,0.34,14.96
2012-02-24,44,34.0,,0.34,14.96
2012-02-25,50,34.0,,0.34,17.0
2012-02-26,47,34.0,,0.34,15.98
2012-02-27,42,34.0,,0.34,14.280000000000001
2012-02-28,43,34.0,,0.34,14.620000000000001
2012-02-29,46,34.0,,0.34,15.64
2012-03-01,76,31.0,False,0.31,23.56
2012-03-02,71,31.0,,0.31,22.01
2012-03-03,85,31.0,,0.31,26.35
2012-03-04,85,31.0,,0.31,26.35
2012-03-05,83,31.0,,0.31,25.73
2012-03-06,76,31.0,,0.31,23.56
2012-03-07,74,31.0,,0.31,22.94
2012-03-08,64,31.0,,0.31,19.84
2012-03-09,82,31.0,,0.31,25.419999999999998
2012-03-10,81,31.0,,0.31,25.11
2012-03-11,73,31.0,,0.31,22.63
2012-03-12,67,31.0,,0.31,20.77
2012-03-13,72,31.0,,0.31,22.32
2012-03-14,64,31.0,,0.31,19.84
2012-03-15,68,31.0,,0.31,21.08
2012-03-16,62,31.0,,0.31,19.22
2012-03-17,81,31.0,,0.31,25.11
2012-03-18,100,31.0,,0.31,31.0
2012-03-19,79,31.0,,0.31,24.49
2012-03-20,66,31.0,,0.31,20.46
2012-03-21,66,31.0,,0.31,20.46
2012-03-22,64,31.0,,0.31,19.84
2012-03-23,59,31.0,,0.31,18.29
2012-03-24,71,31.0,,0.31,22.01
2012-03-25,78,31.0,,0.31,24.18
2012-03-26,58,31.0,,0.31,17.98
2012-03-27,68,31.0,,0.31,21.08
2012-03-28,87,31.0,,0.31,26.97
2012-03-29,80,31.0,,0.31,24.8
2012-03-30,83,31.0,,0.31,25.73
2012-03-31,91,31.0,,0.31,28.21
2012-04-01,80,31.0,False,0.31,24.8
2012-04-02,87,31.0,,0.31,26.97
2012-04-03,71,31.0,,0.31,22.01
2012-04-04,86,31.0,,0.31,26.66
2012-04-05,81,31.0,,0.31,25.11
2012-04-06,58,31.0,,0.31,17.98
2012-04-07,79,31.0,,0.31,24.49
2012-04-08,78,31.0,,0.31,24.18
2012-04-09,77,31.0,,0.31,23.87
2012-04-10,80,31.0,,0.31,24.8
2012-04-11,74,31.0,,0.31,22.94
2012-04-12,73,31.0,,0.31,22.63
2012-04-13,76,31.0,,0.31,23.56
2012-04-14,78,31.0,,0.31,24.18
2012-04-15,88,31.0,,0.31,27.28
2012-04-16,78,31.0,,0.31,24.18
2012-04-17,75,31.0,,0.31,23.25
2012-04-18,76,31.0,,0.31,23.56
2012-04-19,77,31.0,,0.31,23.87
2012-04-20,72,31.0,,0.31,22.32
2012-04-21,96,31.0,,0.31,29.759999999999998
2012-04-22,83,31.0,,0.31,25.73
2012-04-23,77,31.0,,0.31,23.87
2012-04-24,81,31.0,,0.31,25.11
2012-04-25,72,31.0,,0.31,22.32
2012-04-26,78,31.0,,0.31,24.18
2012-04-27,74,31.0,,0.31,22.94
2012-04-28,100,31.0,,0.31,31.0
2012-04-29,83,31.0,,0.31,25.73
2012-04-30,77,31.0,,0.31,23.87
2012-05-01,71,31.0,False,0.31,22.01
2012-05-02,73,31.0,,0.31,22.63
2012-05-03,66,31.0,,0.31,20.46
2012-05-04,86,31.0,,0.31,26.66
2012-05-05,68,31.0,,0.31,21.08
2012-05-06,85,31.0,,0.31,26.35
2012-05-07,70,31.0,,0.31,21.7
2012-05-08,79,31.0,,0.31,24.49
2012-05-09,70,31.0,,0.31,21.7
2012-05-10,68,31.0,,0.31,21.08
2012-05-11,79,31.0,,0.31,24.49
2012-05-12,87,31.0,,0.31,26.97
2012-05-13,81,31.0,,0.31,25.11
2012-05-14,68,31.0,,0.31,21.08
2012-05-15,76,31.0,,0.31,23.56
2012-05-16,64,31.0,,0.31,19.84
2012-05-17,68,31.0,,0.31,21.08
2012-05-18,78,31.0,,0.31,24.18
2012-05-19,68,31.0,,0.31,21.08
2012-05-20,94,31.0,,0.31,29.14
2012-05-21,74,31.0,,0.31,22.94
2012-05-22,86,31.0,,0.31,26.66
2012-05-23,97,31.0,,0.31,30.07
2012-05-24,70,31.0,,0.31,21.7
2012-05-25,79,31.0,,0.31,24.49
2012-05-26,91,31.0,,0.31,28.21
2012-05-27,62,31.0,,0.31,19.22
2012-05-28,100,31.0,,0.31,31.0
2012-05-29,80,31.0,,0.31,24.8
2012-05-30,82,31.0,,0.31,25.419999999999998
2012-05-31,67,31.0,,0.31,20.77
2012-06-01,89,31.0,False,0.31,27.59
2012-06-02,84,31.0,,0.31,26.04
2012-06-03,98,31.0,,0.31,30.38
2012-06-04,85,31.0,,0.31,26.35
2012-06-05,84,31.0,,0.31,26.04
2012-06-06,86,31.0,,0.31,26.66
2012-06-07,100,31.0,,0.31,31.0
2012-06-08,86,31.0,,0.31,26.66
2012-06-09,80,31.0,,0.31,24.8
2012-06-10,88,31.0,,0.31,27.28
2012-06-11,76,31.0,,0.31,23.56
2012-06-12,85,31.0,,0.31,26.35
2012-06-13,80,31.0,,0.31,24.8
2012-06-14,85,31.0,,0.31,26.35
2012-06-15,89,31.0,,0.31,27.59
2012-06-16,81,31.0,,0.31,25.11
2012-06-17,90,31.0,,0.31,27.9
2012-06-18,83,31.0,,0.31,25.73
2012-06-19,91,31.0,,0.31,28.21
2012-06-20,87,31.0,,0.31,26.97
2012-06-21,93,31.0,,0.31,28.83
2012-06-22,96,31.0,,0.31,29.759999999999998
2012-06-23,91,31.0,,0.31,28.21
2012-06-24,95,31.0,,0.31,29.45
2012-06-25,91,31.0,,0.31,28.21
2012-06-26,97,31.0,,0.31,30.07
2012-06-27,91,31.0,,0.31,28.21
2012-06-28,87,31.0,,0.31,26.97
2012-06-29,83,31.0,,0.31,25.73
2012-06-30,95,31.0,,0.31,29.45
2012-07-01,90,32.0,False,0.32,28.8
2012-07-02,72,32.0,,0.32,23.04
2012-07-03,85,32.0,,0.32,27.2
2012-07-04,76,32.0,,0.32,24.32
2012-07-05,84,32.0,,0.32,26.88
2012-07-06,85,32.0,,0.32,27.2
2012-07-07,82,32.0,,0.32,26.240000000000002
2012-07-08,83,32.0,,0.32,26.560000000000002
2012-07-09,88,32.0,,0.32,28.16
2012-07-10,81,32.0,,0.32,25.92
2012-07-11,91,32.0,,0.32,29.12
2012-07-12,90,32.0,,0.32,28.8
2012-07-13,83,32.0,,0.32,26.560000000000002
2012-07-14,96,32.0,,0.32,30.72
2012-07-15,83,32.0,,0.32,26.560000000000002
2012-07-16,90,32.0,,0.32,28.8
2012-07-17,84,32.0,,0.32,26.88
2012-07-18,87,32.0,,0.32,27.84
2012-07-19,87,32.0,,0.32,27.84
2012-07-20,79,32.0,,0.32,25.28
2012-07-21,86,32.0,,0.32,27.52
2012-07-22,100,32.0,,0.32,32.0
2012-07-23,93,32.0,,0.32,29.76
2012-07-24,85,32.0,,0.32,27.2
2012-07-25,83,32.0,,0.32,26.560000000000002
2012-07-26,93,32.0,,0.32,29.76
2012-07-27,87,32.0,,0.32,27.84
2012-07-28,97,32.0,,0.32,31.04
2012-07-29,82,32.0,,0.32,26.240000000000002
2012-07-30,86,32.0,,0.32,27.52
2012-07-31,77,32.0,,0.32,24.64
2012-08-01,79,31.0,False,0.31,24.49
2012-08-02,90,31.0,,0.31,27.9
2012-08-03,91,31.0,,0.31,28.21
2012-08-04,80,31.0,,0.31,24.8
2012-08-05,84,31.0,,0.31,26.04
2012-08-06,91,31.0,,0.31,28.21
2012-08-07,85,31.0,,0.31,26.35
2012-08-08,85,31.0,,0.31,26.35
2012-08-09,93,31.0,,0.31,28.83
2012-08-10,92,31.0,,0.31,28.52
2012-08-11,74,31.0,,0.31,22.94
2012-08-12,94,31.0,,0.31,29.14
2012-08-13,91,31.0,,0.31,28.21
2012-08-14,90,31.0,,0.31,27.9
2012-08-15,85,31.0,,0.31,26.35
2012-08-16,85,31.0,,0.31,26.35
2012-08-17,73,31.0,,0.31,22.63
2012-08-18,88,31.0,,0.31,27.28
2012-08-19,81,31.0,,0.31,25.11
2012-08-20,78,31.0,,0.31,24.18
2012-08-21,80,31.0,,0.31,24.8
2012-08-22,88,31.0,,0.31,27.28
2012-08-23,79,31.0,,0.31,24.49
2012-08-24,95,31.0,,0.31,29.45
2012-08-25,85,31.0,,0.31,26.35
2012-08-26,100,31.0,,0.31,31.0
2012-08-27,74,31.0,,0.31,22.94
2012-08-28,76,31.0,,0.31,23.56
2012-08-29,72,31.0,,0.31,22.32
2012-08-30,77,31.0,,0.31,23.87
2012-08-31,80,31.0,,0.31,24.8
2012-09-01,95,31.0,False,0.31,29.45
2012-09-02,84,31.0,,0.31,26.04
2012-09-03,100,31.0,,0.31,31.0
2012-09-04,78,31.0,,0.31,24.18
2012-09-05,78,31.0,,0.31,24.18
2012-09-06,75,31.0,,0.31,23.25
2012-09-07,84,31.0,,0.31,26.04
2012-09-08,80,31.0,,0.31,24.8
2012-09-09,92,31.0,,0.31,28.52
2012-09-10,82,31.0,,0.31,25.419999999999998
2012-09-11,72,31.0,,0.31,22.32
2012-09-12,72,31.0,,0.31,22.32
2012-09-13,84,31.0,,0.31,26.04
2012-09-14,76,31.0,,0.31,23.56
2012-09-15,85,31.0,,0.31,26.35
2012-09-16,93,31.0,,0.31,28.83
2012-09-17,80,31.0,,0.31,24.8
2012-09-18,76,31.0,,0.31,23.56
2012-09-19,78,31.0,,0.31,24.18
2012-09-20,88,31.0,,0.31,27.28
2012-09-21,71,31.0,,0.31,22.01
2012-09-22,84,31.0,,0.31,26.04
2012-09-23,87,31.0,,0.31,26.97
2012-09-24,79,31.0,,0.31,24.49
2012-09-25,78,31.0,,0.31,24.18
2012-09-26,84,31.0,,0.31,26.04
2012-09-27,75,31.0,,0.31,23.25
2012-09-28,80,31.0,,0.31,24.8
2012-09-29,86,31.0,,0.31,26.66
2012-09-30,84,31.0,,0.31,26.04
2012-10-01,85,30.0,False,0.3,25.5
2012-10-02,88,30.0,,0.3,26.4
2012-10-03,96,30.0,,0.3,28.799999999999997
2012-10-04,90,30.0,,0.3,27.0
2012-10-05,98,30.0,,0.3,29.4
2012-10-06,87,30.0,,0.3,26.099999999999998
2012-10-07,74,30.0,,0.3,22.2
2012-10-08,75,30.0,,0.3,22.5
2012-10-09,73,30.0,,0.3,21.9
2012-10-10,86,30.0,,0.3,25.8
2012-10-11,83,30.0,,0.3,24.9
2012-10-12,73,30.0,,0.3,21.9
2012-10-13,79,30.0,,0.3,23.7
2012-10-14,98,30.0,,0.3,29.4
2012-10-15,82,30.0,,0.3,24.599999999999998
2012-10-16,69,30.0,,0.3,20.7
2012-10-17,81,30.0,,0.3,24.3
2012-10-18,100,30.0,,0.3,30.0
2012-10-19,89,30.0,,0.3,26.7
2012-10-20,83,30.0,,0.3,24.9
2012-10-21,95,30.0,,0.3,28.5
2012-10-22,80,30.0,,0.3,24.0
2012-10-23,77,30.0,,0.3,23.099999999999998
2012-10-24,78,30.0,,0.3,23.4
2012-10-25,78,30.0,,0.3,23.4
2012-10-26,99,30.0,,0.3,29.7
2012-10-27,79,30.0,,0.3,23.7
2012-10-28,66,30.0,,0.3,19.8
2012-10-29,97,30.0,,0.3,29.099999999999998
2012-10-30,88,30.0,,0.3,26.4
2012-10-31,74,30.0,,0.3,22.2
2012-11-01,79,31.0,False,0.31,24.49
2012-11-02,71,31.0,,0.31,22.01
2012-11-03,69,31.0,,0.31,21.39
2012-11-04,86,31.0,,0.31,26.66
2012-11-05,86,31.0,,0.31,26.66
2012-11-06,81,31.0,,0.31,25.11
2012-11-07,77,31.0,,0.31,23.87
2012-11-08,70,31.0,,0.31,21.7
2012-11-09,72,31.0,,0.31,22.32
2012-11-10,77,31.0,,0.31,23.87
2012-11-11,77,31.0,,0.31,23.87
2012-11-12,79,31.0,,0.31,24.49
2012-11-13,87,31.0,,0.31,26.97
2012-11-14,69,31.0,,0.31,21.39
2012-11-15,80,31.0,,0.31,24.8
2012-11-16,77,31.0,,0.31,23.87
2012-11-17,91,31.0,,0.31,28.21
2012-11-18,81,31.0,,0.31,25.11
2012-11-19,79,31.0,,0.31,24.49
2012-11-20,69,31.0,,0.31,21.39
2012-11-21,74,31.0,,0.31,22.94
2012-11-22,62,31.0,,0.31,19.22
2012-11-23,67,31.0,,0.31,20.77
2012-11-24,85,31.0,,0.31,26.35
2012-11-25,86,31.0,,0.31,26.66
2012-11-26,76,31.0,,0.31,23.56
2012-11-27,85,31.0,,0.31,26.35
2012-11-28,89,31.0,,0.31,27.59
2012-11-29,100,31.0,,0.31,31.0
2012-11-30,82,31.0,,0.31,25.419999999999998
2012-12-01,100,33.0,False,0.33,33.0
2012-12-02,86,33.0,,0.33,28.380000000000003
2012-12-03,80,33.0,,0.33,26.400000000000002
2012-12-04,87,33.0,,0.33,28.71
2012-12-05,69,33.0,,0.33,22.77
2012-12-06,99,33.0,,0.33,32.67
2012-12-07,86,33.0,,0.33,28.380000000000003
2012-12-08,96,33.0,,0.33,31.68
2012-12-09,79,33.0,,0.33,26.07
2012-12-10,81,33.0,,0.33,26.73
2012-12-11,80,33.0,,0.33,26.400000000000002
2012-12-12,79,33.0,,0.33,26.07
2012-12-13,86,33.0,,0.33,28.380000000000003
2012-12-14,79,33.0,,0.33,26.07
2012-12-15,81,33.0,,0.33,26.73
2012-12-16,87,33.0,,0.33,28.71
2012-12-17,79,33.0,,0.33,26.07
2012-12-18,90,33.0,,0.33,29.700000000000003
2012-12-19,77,33.0,,0.33,25.41
2012-12-20,89,33.0,,0.33,29.37
2012-12-21,79,33.0,,0.33,26.07
2012-12-22,80,33.0,,0.33,26.400000000000002
2012-12-23,88,33.0,,0.33,29.040000000000003
2012-12-24,79,33.0,,0.33,26.07
2012-12-25,71,33.0,,0.33,23.43
2012-12-26,70,33.0,,0.33,23.1
2012-12-27,92,33.0,,0.33,30.360000000000003
2012-12-28,93,33.0,,0.33,30.69
2012-12-29,72,33.0,,0.33,23.76
2012-12-30,85,33.0,,0.33,28.05
2012-12-31,79,33.0,,0.33,26.07
2013-01-01,100,38.0,False,0.38,38.0
2013-01-02,48,38.0,,0.38,18.240000000000002
2013-01-03,51,38.0,,0.38,19.38
2013-01-04,45,38.0,,0.38,17.1
2013-01-05,43,38.0,,0.38,16.34
2013-01-06,39,38.0,,0.38,14.82
2013-01-07,39,38.0,,0.38,14.82
2013-01-08,49,38.0,,0.38,18.62
2013-01-09,37,38.0,,0.38,14.06
2013-01-10,52,38.0,,0.38,19.76
2013-01-11,47,38.0,,0.38,17.86
2013-01-12,47,38.0,,0.38,17.86
2013-01-13,46,38.0,,0.38,17.48
2013-01-14,42,38.0,,0.38,15.96
2013-01-15,41,38.0,,0.38,15.58
2013-01-16,41,38.0,,0.38,15.58
2013-01-17,61,38.0,,0.38,23.18
2013-01-18,58,38.0,,0.38,22.04
2013-01-19,46,38.0,,0.38,17.48
2013-01-20,47,38.0,,0.38,17.86
2013-01-21,41,38.0,,0.38,15.58
2013-01-22,39,38.0,,0.38,14.82
2013-01-23,43,38.0,,0.38,16.34
2013-01-24,83,38.0,,0.38,31.54
2013-01-25,62,38.0,,0.38,23.56
2013-01-26,51,38.0,,0.38,19.38
2013-01-27,46,38.0,,0.38,17.48
2013-01-28,43,38.0,,0.38,16.34
2013-01-29,43,38.0,,0.38,16.34
2013-01-30,47,38.0,,0.38,17.86
2013-01-31,67,38.0,,0.38,25.46
2013-02-01,57,39.0,False,0.39,22.23
2013-02-02,54,39.0,,0.39,21.060000000000002
2013-02-03,52,39.0,,0.39,20.28
2013-02-04,47,39.0,,0.39,18.330000000000002
2013-02-05,44,39.0,,0.39,17.16
2013-02-06,49,39.0,,0.39,19.11
2013-02-07,81,39.0,,0.39,31.59
2013-02-08,56,39.0,,0.39,21.84
2013-02-09,53,39.0,,0.39,20.67
2013-02-10,49,39.0,,0.39,19.11
2013-02-11,42,39.0,,0.39,16.38
2013-02-12,46,39.0,,0.39,17.94
2013-02-13,44,39.0,,0.39,17.16
2013-02-14,100,39.0,,0.39,39.0
2013-02-15,76,39.0,,0.39,29.64
2013-02-16,63,39.0,,0.39,24.57
2013-02-17,62,39.0,,0.39,24.18
2013-02-18,54,39.0,,0.39,21.060000000000002
2013-02-19,50,39.0,,0.39,19.5
2013-02-20,44,39.0,,0.39,17.16
2013-02-21,58,39.0,,0.39,22.62
2013-02-22,49,39.0,,0.39,19.11
2013-02-23,51,39.0,,0.39,19.89
2013-02-24,49,39.0,,0.39,19.11
2013-02-25,41,39.0,,0.39,15.99
2013-02-26,51,39.0,,0.39,19.89
2013-02-27,46,39.0,,0.39,17.94
2013-02-28,53,39.0,,0.39,20.67
2013-03-01,61,36.0,False,0.36,21.96
2013-03-02,63,36.0,,0.36,22.68
2013-03-03,70,36.0,,0.36,25.2
2013-03-04,65,36.0,,0.36,23.4
2013-03-05,56,36.0,,0.36,20.16
2013-03-06,63,36.0,,0.36,22.68
2013-03-07,55,36.0,,0.36,19.8
2013-03-08,72,36.0,,0.36,25.919999999999998
2013-03-09,63,36.0,,0.36,22.68
2013-03-10,81,36.0,,0.36,29.16
2013-03-11,61,36.0,,0.36,21.96
2013-03-12,60,36.0,,0.36,21.599999999999998
2013-03-13,53,36.0,,0.36,19.08
2013-03-14,64,36.0,,0.36,23.04
2013-03-15,58,36.0,,0.36,20.88
2013-03-16,59,36.0,,0.36,21.24
2013-03-17,63,36.0,,0.36,22.68
2013-03-18,68,36.0,,0.36,24.48
2013-03-19,60,36.0,,0.36,21.599999999999998
2013-03-20,66,36.0,,0.36,23.759999999999998
2013-03-21,85,36.0,,0.36,30.599999999999998
2013-03-22,94,36.0,,0.36,33.839999999999996
2013-03-23,100,36.0,,0.36,36.0
2013-03-24,80,36.0,,0.36,28.799999999999997
2013-03-25,72,36.0,,0.36,25.919999999999998
2013-03-26,68,36.0,,0.36,24.48
2013-03-27,64,36.0,,0.36,23.04
2013-03-28,69,36.0,,0.36,24.84
2013-03-29,66,36.0,,0.36,23.759999999999998
2013-03-30,64,36.0,,0.36,23.04
2013-03-31,66,36.0,,0.36,23.759999999999998
2013-04-01,69,34.0,False,0.34,23.46
2013-04-02,75,34.0,,0.34,25.500000000000004
2013-04-03,93,34.0,,0.34,31.62
2013-04-04,93,34.0,,0.34,31.62
2013-04-05,87,34.0,,0.34,29.580000000000002
2013-04-06,75,34.0,,0.34,25.500000000000004
2013-04-07,77,34.0,,0.34,26.180000000000003
2013-04-08,69,34.0,,0.34,23.46
2013-04-09,73,34.0,,0.34,24.82
2013-04-10,72,34.0,,0.34,24.48
2013-04-11,77,34.0,,0.34,26.180000000000003
2013-04-12,77,34.0,,0.34,26.180000000000003
2013-04-13,77,34.0,,0.34,26.180000000000003
2013-04-14,77,34.0,,0.34,26.180000000000003
2013-04-15,67,34.0,,0.34,22.78
2013-04-16,74,34.0,,0.34,25.16
2013-04-17,70,34.0,,0.34,23.8
2013-04-18,77,34.0,,0.34,26.180000000000003
2013-04-19,73,34.0,,0.34,24.82
2013-04-20,80,34.0,,0.34,27.200000000000003
2013-04-21,68,34.0,,0.34,23.12
2013-04-22,74,34.0,,0.34,25.16
2013-04-23,76,34.0,,0.34,25.840000000000003
2013-04-24,83,34.0,,0.34,28.220000000000002
2013-04-25,79,34.0,,0.34,26.860000000000003
2013-04-26,95,34.0,,0.34,32.300000000000004
2013-04-27,72,34.0,,0.34,24.48
2013-04-28,81,34.0,,0.34,27.540000000000003
2013-04-29,90,34.0,,0.34,30.6
2013-04-30,100,34.0,,0.34,34.0
2013-05-01,100,41.0,False,0.41,41.0
2013-05-02,84,41.0,,0.41,34.44
2013-05-03,89,41.0,,0.41,36.489999999999995
2013-05-04,84,41.0,,0.41,34.44
2013-05-05,77,41.0,,0.41,31.569999999999997
