date,chance_unscaled,chance_monthly,isPartial,scale,chance
2020-09-23,87,38.0,,0.38,33.06
2020-09-24,89,38.0,,0.38,33.82
2020-09-25,86,38.0,,0.38,32.68
2020-09-26,75,38.0,,0.38,28.5
2020-09-27,80,38.0,,0.38,30.4
2020-09-28,76,38.0,,0.38,28.88
2020-09-29,84,38.0,,0.38,31.92
2020-09-30,78,38.0,,0.38,29.64
2020-10-01,72,40.0,False,0.4,28.8
2020-10-02,74,40.0,,0.4,29.6
2020-10-03,66,40.0,,0.4,26.400000000000002
2020-10-04,80,40.0,,0.4,32.0
2020-10-05,86,40.0,,0.4,34.4
2020-10-06,83,40.0,,0.4,33.2
2020-10-07,78,40.0,,0.4,31.200000000000003
2020-10-08,72,40.0,,0.4,28.8
2020-10-09,86,40.0,,0.4,34.4
2020-10-10,84,40.0,,0.4,33.6
2020-10-11,76,40.0,,0.4,30.400000000000002
2020-10-12,77,40.0,,0.4,30.8
2020-10-13,86,40.0,,0.4,34.4
2020-10-14,69,40.0,,0.4,27.6
2020-10-15,77,40.0,,0.4,30.8
2020-10-16,76,40.0,,0.4,30.400000000000002
2020-10-17,71,40.0,,0.4,28.400000000000002
2020-10-18,94,40.0,,0.4,37.6
2020-10-19,86,40.0,,0.4,34.4
2020-10-20,78,40.0,,0.4,31.200000000000003
2020-10-21,77,40.0,,0.4,30.8
2020-10-22,81,40.0,,0.4,32.4
2020-10-23,82,40.0,,0.4,32.800000000000004
2020-10-24,74,40.0,,0.4,29.6
2020-10-25,84,40.0,,0.4,33.6
2020-10-26,81,40.0,,0.4,32.4
2020-10-27,85,40.0,,0.4,34.0
2020-10-28,81,40.0,,0.4,32.4
2020-10-29,100,40.0,,0.4,40.0
2020-10-30,83,40.0,,0.4,33.2
2020-10-31,81,40.0,,0.4,32.4
2020-11-01,77,44.0,True,0.44,33.88
2020-11-02,75,44.0,,0.44,33.0
2020-11-03,80,44.0,,0.44,35.2
2020-11-04,95,44.0,,0.44,41.8
2020-11-05,78,44.0,,0.44,34.32
2020-11-06,77,44.0,,0.44,33.88
2020-11-07,81,44.0,,0.44,35.64
2020-11-08,90,44.0,,0.44,39.6
2020-11-09,87,44.0,,0.44,38.28
2020-11-10,85,44.0,,0.44,37.4
2020-11-11,80,44.0,,0.44,35.2
2020-11-12,79,44.0,,0.44,34.76
2020-11-13,81,44.0,,0.44,35.64
2020-11-14,65,44.0,,0.44,28.6
2020-11-15,78,44.0,,0.44,34.32
2020-11-16,78,44.0,,0.44,34.32
2020-11-17,78,44.0,,0.44,34.32
2020-11-18,73,44.0,,0.44,32.12
2020-11-19,75,44.0,,0.44,33.0
2020-11-20,70,44.0,,0.44,30.8
2020-11-21,100,44.0,,0.44,44.0
2020-11-22,76,44.0,,0.44,33.44
2020-11-23,88,44.0,,0.44,38.72
2020-11-24,86,44.0,,0.44,37.84
2020-11-25,77,44.0,,0.44,33.88
2020-11-26,72,44.0,,0.44,31.68
2020-11-27,73,44.0,,0.44,32.12
2020-11-28,68,44.0,,0.44,29.92
