date,cash_unscaled,cash_monthly,isPartial,scale,cash
2017-05-25,89,70.0,,0.7,62.3
2017-05-26,88,70.0,,0.7,61.599999999999994
2017-05-27,100,70.0,,0.7,70.0
2017-05-28,83,70.0,,0.7,58.099999999999994
2017-05-29,86,70.0,,0.7,60.199999999999996
2017-05-30,79,70.0,,0.7,55.3
2017-05-31,87,70.0,,0.7,60.9
2017-06-01,93,72.0,False,0.72,66.96
2017-06-02,93,72.0,,0.72,66.96
2017-06-03,92,72.0,,0.72,66.24
2017-06-04,91,72.0,,0.72,65.52
2017-06-05,84,72.0,,0.72,60.48
2017-06-06,89,72.0,,0.72,64.08
2017-06-07,84,72.0,,0.72,60.48
2017-06-08,89,72.0,,0.72,64.08
2017-06-09,97,72.0,,0.72,69.84
2017-06-10,96,72.0,,0.72,69.12
2017-06-11,78,72.0,,0.72,56.16
2017-06-12,89,72.0,,0.72,64.08
2017-06-13,81,72.0,,0.72,58.32
2017-06-14,85,72.0,,0.72,61.199999999999996
2017-06-15,82,72.0,,0.72,59.04
2017-06-16,93,72.0,,0.72,66.96
2017-06-17,93,72.0,,0.72,66.96
2017-06-18,83,72.0,,0.72,59.76
2017-06-19,87,72.0,,0.72,62.64
2017-06-20,87,72.0,,0.72,62.64
2017-06-21,90,72.0,,0.72,64.8
2017-06-22,92,72.0,,0.72,66.24
2017-06-23,93,72.0,,0.72,66.96
2017-06-24,86,72.0,,0.72,61.919999999999995
2017-06-25,82,72.0,,0.72,59.04
2017-06-26,87,72.0,,0.72,62.64
2017-06-27,87,72.0,,0.72,62.64
2017-06-28,93,72.0,,0.72,66.96
2017-06-29,90,72.0,,0.72,64.8
2017-06-30,100,72.0,,0.72,72.0
2017-07-01,91,74.0,False,0.74,67.34
2017-07-02,84,74.0,,0.74,62.16
2017-07-03,95,74.0,,0.74,70.3
2017-07-04,84,74.0,,0.74,62.16
2017-07-05,91,74.0,,0.74,67.34
2017-07-06,100,74.0,,0.74,74.0
2017-07-07,96,74.0,,0.74,71.03999999999999
2017-07-08,87,74.0,,0.74,64.38
2017-07-09,88,74.0,,0.74,65.12
2017-07-10,84,74.0,,0.74,62.16
2017-07-11,91,74.0,,0.74,67.34
2017-07-12,86,74.0,,0.74,63.64
2017-07-13,81,74.0,,0.74,59.94
2017-07-14,96,74.0,,0.74,71.03999999999999
2017-07-15,91,74.0,,0.74,67.34
2017-07-16,84,74.0,,0.74,62.16
2017-07-17,90,74.0,,0.74,66.6
2017-07-18,90,74.0,,0.74,66.6
2017-07-19,85,74.0,,0.74,62.9
2017-07-20,92,74.0,,0.74,68.08
2017-07-21,96,74.0,,0.74,71.03999999999999
2017-07-22,96,74.0,,0.74,71.03999999999999
2017-07-23,81,74.0,,0.74,59.94
2017-07-24,81,74.0,,0.74,59.94
2017-07-25,86,74.0,,0.74,63.64
2017-07-26,88,74.0,,0.74,65.12
2017-07-27,90,74.0,,0.74,66.6
2017-07-28,95,74.0,,0.74,70.3
2017-07-29,86,74.0,,0.74,63.64
2017-07-30,85,74.0,,0.74,62.9
2017-07-31,90,74.0,,0.74,66.6
2017-08-01,88,76.0,False,0.76,66.88
2017-08-02,100,76.0,,0.76,76.0
2017-08-03,85,76.0,,0.76,64.6
2017-08-04,89,76.0,,0.76,67.64
2017-08-05,84,76.0,,0.76,63.84
2017-08-06,71,76.0,,0.76,53.96
2017-08-07,74,76.0,,0.76,56.24
2017-08-08,78,76.0,,0.76,59.28
2017-08-09,74,76.0,,0.76,56.24
2017-08-10,81,76.0,,0.76,61.56
2017-08-11,83,76.0,,0.76,63.08
2017-08-12,79,76.0,,0.76,60.04
2017-08-13,67,76.0,,0.76,50.92
2017-08-14,71,76.0,,0.76,53.96
2017-08-15,74,76.0,,0.76,56.24
2017-08-16,67,76.0,,0.76,50.92
2017-08-17,80,76.0,,0.76,60.8
2017-08-18,83,76.0,,0.76,63.08
2017-08-19,82,76.0,,0.76,62.32
2017-08-20,70,76.0,,0.76,53.2
2017-08-21,65,76.0,,0.76,49.4
2017-08-22,73,76.0,,0.76,55.480000000000004
2017-08-23,75,76.0,,0.76,57.0
2017-08-24,77,76.0,,0.76,58.52
2017-08-25,80,76.0,,0.76,60.8
2017-08-26,73,76.0,,0.76,55.480000000000004
2017-08-27,59,76.0,,0.76,44.84
2017-08-28,69,76.0,,0.76,52.44
2017-08-29,71,76.0,,0.76,53.96
2017-08-30,68,76.0,,0.76,51.68
2017-08-31,74,76.0,,0.76,56.24
2017-09-01,100,71.0,False,0.71,71.0
2017-09-02,93,71.0,,0.71,66.03
2017-09-03,84,71.0,,0.71,59.64
2017-09-04,89,71.0,,0.71,63.19
2017-09-05,85,71.0,,0.71,60.349999999999994
2017-09-06,81,71.0,,0.71,57.51
2017-09-07,83,71.0,,0.71,58.93
2017-09-08,89,71.0,,0.71,63.19
2017-09-09,82,71.0,,0.71,58.22
2017-09-10,74,71.0,,0.71,52.54
2017-09-11,74,71.0,,0.71,52.54
2017-09-12,79,71.0,,0.71,56.089999999999996
2017-09-13,83,71.0,,0.71,58.93
2017-09-14,82,71.0,,0.71,58.22
2017-09-15,92,71.0,,0.71,65.32
2017-09-16,88,71.0,,0.71,62.48
2017-09-17,81,71.0,,0.71,57.51
2017-09-18,81,71.0,,0.71,57.51
2017-09-19,81,71.0,,0.71,57.51
2017-09-20,83,71.0,,0.71,58.93
2017-09-21,87,71.0,,0.71,61.769999999999996
2017-09-22,92,71.0,,0.71,65.32
2017-09-23,89,71.0,,0.71,63.19
2017-09-24,77,71.0,,0.71,54.669999999999995
2017-09-25,80,71.0,,0.71,56.8
2017-09-26,84,71.0,,0.71,59.64
2017-09-27,83,71.0,,0.71,58.93
2017-09-28,81,71.0,,0.71,57.51
2017-09-29,89,71.0,,0.71,63.19
2017-09-30,90,71.0,,0.71,63.9
2017-10-01,86,70.0,False,0.7,60.199999999999996
2017-10-02,85,70.0,,0.7,59.49999999999999
2017-10-03,89,70.0,,0.7,62.3
2017-10-04,90,70.0,,0.7,62.99999999999999
2017-10-05,90,70.0,,0.7,62.99999999999999
2017-10-06,96,70.0,,0.7,67.19999999999999
2017-10-07,90,70.0,,0.7,62.99999999999999
2017-10-08,87,70.0,,0.7,60.9
2017-10-09,84,70.0,,0.7,58.8
2017-10-10,94,70.0,,0.7,65.8
2017-10-11,87,70.0,,0.7,60.9
2017-10-12,89,70.0,,0.7,62.3
2017-10-13,94,70.0,,0.7,65.8
2017-10-14,100,70.0,,0.7,70.0
2017-10-15,84,70.0,,0.7,58.8
2017-10-16,86,70.0,,0.7,60.199999999999996
2017-10-17,90,70.0,,0.7,62.99999999999999
2017-10-18,84,70.0,,0.7,58.8
2017-10-19,89,70.0,,0.7,62.3
2017-10-20,98,70.0,,0.7,68.6
2017-10-21,93,70.0,,0.7,65.1
2017-10-22,80,70.0,,0.7,56.0
2017-10-23,83,70.0,,0.7,58.099999999999994
2017-10-24,95,70.0,,0.7,66.5
2017-10-25,86,70.0,,0.7,60.199999999999996
2017-10-26,91,70.0,,0.7,63.699999999999996
2017-10-27,99,70.0,,0.7,69.3
2017-10-28,95,70.0,,0.7,66.5
2017-10-29,84,70.0,,0.7,58.8
2017-10-30,84,70.0,,0.7,58.8
2017-10-31,86,70.0,,0.7,60.199999999999996
2017-11-01,79,74.0,False,0.74,58.46
2017-11-02,83,74.0,,0.74,61.42
2017-11-03,94,74.0,,0.74,69.56
2017-11-04,84,74.0,,0.74,62.16
2017-11-05,72,74.0,,0.74,53.28
2017-11-06,81,74.0,,0.74,59.94
2017-11-07,80,74.0,,0.74,59.2
2017-11-08,80,74.0,,0.74,59.2
2017-11-09,82,74.0,,0.74,60.68
2017-11-10,95,74.0,,0.74,70.3
2017-11-11,95,74.0,,0.74,70.3
2017-11-12,100,74.0,,0.74,74.0
2017-11-13,94,74.0,,0.74,69.56
2017-11-14,86,74.0,,0.74,63.64
2017-11-15,83,74.0,,0.74,61.42
2017-11-16,82,74.0,,0.74,60.68
2017-11-17,88,74.0,,0.74,65.12
2017-11-18,87,74.0,,0.74,64.38
2017-11-19,78,74.0,,0.74,57.72
2017-11-20,85,74.0,,0.74,62.9
2017-11-21,82,74.0,,0.74,60.68
2017-11-22,90,74.0,,0.74,66.6
2017-11-23,75,74.0,,0.74,55.5
2017-11-24,85,74.0,,0.74,62.9
2017-11-25,86,74.0,,0.74,63.64
2017-11-26,78,74.0,,0.74,57.72
2017-11-27,81,74.0,,0.74,59.94
2017-11-28,87,74.0,,0.74,64.38
2017-11-29,87,74.0,,0.74,64.38
2017-11-30,88,74.0,,0.74,65.12
2017-12-01,51,82.0,False,0.82,41.82
2017-12-02,51,82.0,,0.82,41.82
2017-12-03,47,82.0,,0.82,38.54
2017-12-04,49,82.0,,0.82,40.18
2017-12-05,48,82.0,,0.82,39.36
2017-12-06,44,82.0,,0.82,36.08
2017-12-07,47,82.0,,0.82,38.54
2017-12-08,51,82.0,,0.82,41.82
2017-12-09,50,82.0,,0.82,41.0
2017-12-10,43,82.0,,0.82,35.26
2017-12-11,44,82.0,,0.82,36.08
2017-12-12,50,82.0,,0.82,41.0
2017-12-13,46,82.0,,0.82,37.72
2017-12-14,47,82.0,,0.82,38.54
2017-12-15,47,82.0,,0.82,38.54
2017-12-16,50,82.0,,0.82,41.0
2017-12-17,42,82.0,,0.82,34.44
2017-12-18,48,82.0,,0.82,39.36
2017-12-19,50,82.0,,0.82,41.0
2017-12-20,100,82.0,,0.82,82.0
2017-12-21,58,82.0,,0.82,47.559999999999995
2017-12-22,61,82.0,,0.82,50.019999999999996
2017-12-23,53,82.0,,0.82,43.46
2017-12-24,45,82.0,,0.82,36.9
2017-12-25,39,82.0,,0.82,31.979999999999997
2017-12-26,48,82.0,,0.82,39.36
2017-12-27,47,82.0,,0.82,38.54
2017-12-28,51,82.0,,0.82,41.82
2017-12-29,54,82.0,,0.82,44.279999999999994
2017-12-30,48,82.0,,0.82,39.36
2017-12-31,41,82.0,,0.82,33.62
2018-01-01,80,72.0,False,0.72,57.599999999999994
2018-01-02,87,72.0,,0.72,62.64
2018-01-03,92,72.0,,0.72,66.24
2018-01-04,89,72.0,,0.72,64.08
2018-01-05,93,72.0,,0.72,66.96
2018-01-06,100,72.0,,0.72,72.0
2018-01-07,82,72.0,,0.72,59.04
2018-01-08,78,72.0,,0.72,56.16
2018-01-09,78,72.0,,0.72,56.16
2018-01-10,83,72.0,,0.72,59.76
2018-01-11,87,72.0,,0.72,62.64
2018-01-12,87,72.0,,0.72,62.64
2018-01-13,89,72.0,,0.72,64.08
2018-01-14,79,72.0,,0.72,56.879999999999995
2018-01-15,81,72.0,,0.72,58.32
2018-01-16,81,72.0,,0.72,58.32
2018-01-17,81,72.0,,0.72,58.32
2018-01-18,82,72.0,,0.72,59.04
2018-01-19,87,72.0,,0.72,62.64
2018-01-20,90,72.0,,0.72,64.8
2018-01-21,75,72.0,,0.72,54.0
2018-01-22,76,72.0,,0.72,54.72
2018-01-23,77,72.0,,0.72,55.44
2018-01-24,81,72.0,,0.72,58.32
2018-01-25,85,72.0,,0.72,61.199999999999996
2018-01-26,87,72.0,,0.72,62.64
2018-01-27,91,72.0,,0.72,65.52
2018-01-28,82,72.0,,0.72,59.04
2018-01-29,83,72.0,,0.72,59.76
2018-01-30,80,72.0,,0.72,57.599999999999994
2018-01-31,83,72.0,,0.72,59.76
2018-02-01,93,71.0,False,0.71,66.03
2018-02-02,96,71.0,,0.71,68.16
2018-02-03,100,71.0,,0.71,71.0
2018-02-04,86,71.0,,0.71,61.059999999999995
2018-02-05,81,71.0,,0.71,57.51
2018-02-06,88,71.0,,0.71,62.48
2018-02-07,86,71.0,,0.71,61.059999999999995
2018-02-08,89,71.0,,0.71,63.19
2018-02-09,89,71.0,,0.71,63.19
2018-02-10,90,71.0,,0.71,63.9
2018-02-11,81,71.0,,0.71,57.51
2018-02-12,84,71.0,,0.71,59.64
2018-02-13,90,71.0,,0.71,63.9
2018-02-14,82,71.0,,0.71,58.22
2018-02-15,89,71.0,,0.71,63.19
2018-02-16,94,71.0,,0.71,66.74
2018-02-17,92,71.0,,0.71,65.32
2018-02-18,89,71.0,,0.71,63.19
2018-02-19,96,71.0,,0.71,68.16
2018-02-20,89,71.0,,0.71,63.19
2018-02-21,91,71.0,,0.71,64.61
2018-02-22,95,71.0,,0.71,67.45
2018-02-23,93,71.0,,0.71,66.03
2018-02-24,89,71.0,,0.71,63.19
2018-02-25,84,71.0,,0.71,59.64
2018-02-26,89,71.0,,0.71,63.19
2018-02-27,87,71.0,,0.71,61.769999999999996
2018-02-28,88,71.0,,0.71,62.48
2018-03-01,100,70.0,False,0.7,70.0
2018-03-02,95,70.0,,0.7,66.5
2018-03-03,93,70.0,,0.7,65.1
2018-03-04,88,70.0,,0.7,61.599999999999994
2018-03-05,87,70.0,,0.7,60.9
2018-03-06,88,70.0,,0.7,61.599999999999994
2018-03-07,87,70.0,,0.7,60.9
2018-03-08,89,70.0,,0.7,62.3
2018-03-09,94,70.0,,0.7,65.8
2018-03-10,96,70.0,,0.7,67.19999999999999
2018-03-11,88,70.0,,0.7,61.599999999999994
2018-03-12,86,70.0,,0.7,60.199999999999996
2018-03-13,83,70.0,,0.7,58.099999999999994
2018-03-14,90,70.0,,0.7,62.99999999999999
2018-03-15,86,70.0,,0.7,60.199999999999996
2018-03-16,96,70.0,,0.7,67.19999999999999
2018-03-17,89,70.0,,0.7,62.3
2018-03-18,82,70.0,,0.7,57.4
2018-03-19,85,70.0,,0.7,59.49999999999999
2018-03-20,89,70.0,,0.7,62.3
2018-03-21,86,70.0,,0.7,60.199999999999996
2018-03-22,94,70.0,,0.7,65.8
2018-03-23,92,70.0,,0.7,64.39999999999999
2018-03-24,92,70.0,,0.7,64.39999999999999
2018-03-25,83,70.0,,0.7,58.099999999999994
2018-03-26,88,70.0,,0.7,61.599999999999994
2018-03-27,88,70.0,,0.7,61.599999999999994
2018-03-28,87,70.0,,0.7,60.9
2018-03-29,91,70.0,,0.7,63.699999999999996
2018-03-30,97,70.0,,0.7,67.89999999999999
2018-03-31,94,70.0,,0.7,65.8
2018-04-01,80,72.0,False,0.72,57.599999999999994
2018-04-02,91,72.0,,0.72,65.52
2018-04-03,93,72.0,,0.72,66.96
2018-04-04,96,72.0,,0.72,69.12
2018-04-05,95,72.0,,0.72,68.39999999999999
2018-04-06,97,72.0,,0.72,69.84
2018-04-07,93,72.0,,0.72,66.96
2018-04-08,90,72.0,,0.72,64.8
2018-04-09,91,72.0,,0.72,65.52
2018-04-10,91,72.0,,0.72,65.52
2018-04-11,89,72.0,,0.72,64.08
2018-04-12,91,72.0,,0.72,65.52
2018-04-13,100,72.0,,0.72,72.0
2018-04-14,89,72.0,,0.72,64.08
2018-04-15,86,72.0,,0.72,61.919999999999995
2018-04-16,93,72.0,,0.72,66.96
2018-04-17,93,72.0,,0.72,66.96
2018-04-18,92,72.0,,0.72,66.24
2018-04-19,96,72.0,,0.72,69.12
2018-04-20,99,72.0,,0.72,71.28
2018-04-21,96,72.0,,0.72,69.12
2018-04-22,87,72.0,,0.72,62.64
2018-04-23,92,72.0,,0.72,66.24
2018-04-24,97,72.0,,0.72,69.84
2018-04-25,88,72.0,,0.72,63.36
2018-04-26,91,72.0,,0.72,65.52
2018-04-27,94,72.0,,0.72,67.67999999999999
2018-04-28,92,72.0,,0.72,66.24
2018-04-29,85,72.0,,0.72,61.199999999999996
2018-04-30,91,72.0,,0.72,65.52
2018-05-01,98,70.0,False,0.7,68.6
2018-05-02,92,70.0,,0.7,64.39999999999999
2018-05-03,98,70.0,,0.7,68.6
2018-05-04,100,70.0,,0.7,70.0
2018-05-05,96,70.0,,0.7,67.19999999999999
2018-05-06,90,70.0,,0.7,62.99999999999999
2018-05-07,90,70.0,,0.7,62.99999999999999
2018-05-08,89,70.0,,0.7,62.3
2018-05-09,89,70.0,,0.7,62.3
2018-05-10,91,70.0,,0.7,63.699999999999996
2018-05-11,96,70.0,,0.7,67.19999999999999
2018-05-12,92,70.0,,0.7,64.39999999999999
2018-05-13,79,70.0,,0.7,55.3
2018-05-14,87,70.0,,0.7,60.9
2018-05-15,86,70.0,,0.7,60.199999999999996
2018-05-16,85,70.0,,0.7,59.49999999999999
2018-05-17,89,70.0,,0.7,62.3
2018-05-18,94,70.0,,0.7,65.8
2018-05-19,93,70.0,,0.7,65.1
2018-05-20,86,70.0,,0.7,60.199999999999996
2018-05-21,92,70.0,,0.7,64.39999999999999
2018-05-22,89,70.0,,0.7,62.3
2018-05-23,94,70.0,,0.7,65.8
2018-05-24,94,70.0,,0.7,65.8
2018-05-25,99,70.0,,0.7,69.3
2018-05-26,95,70.0,,0.7,66.5
2018-05-27,88,70.0,,0.7,61.599999999999994
2018-05-28,89,70.0,,0.7,62.3
2018-05-29,85,70.0,,0.7,59.49999999999999
2018-05-30,91,70.0,,0.7,63.699999999999996
2018-05-31,96,70.0,,0.7,67.19999999999999
2018-06-01,100,74.0,False,0.74,74.0
2018-06-02,98,74.0,,0.74,72.52
2018-06-03,83,74.0,,0.74,61.42
2018-06-04,92,74.0,,0.74,68.08
2018-06-05,84,74.0,,0.74,62.16
2018-06-06,89,74.0,,0.74,65.86
2018-06-07,90,74.0,,0.74,66.6
2018-06-08,89,74.0,,0.74,65.86
2018-06-09,90,74.0,,0.74,66.6
2018-06-10,82,74.0,,0.74,60.68
2018-06-11,83,74.0,,0.74,61.42
2018-06-12,91,74.0,,0.74,67.34
2018-06-13,91,74.0,,0.74,67.34
2018-06-14,95,74.0,,0.74,70.3
2018-06-15,97,74.0,,0.74,71.78
2018-06-16,94,74.0,,0.74,69.56
2018-06-17,80,74.0,,0.74,59.2
2018-06-18,85,74.0,,0.74,62.9
2018-06-19,83,74.0,,0.74,61.42
2018-06-20,92,74.0,,0.74,68.08
2018-06-21,85,74.0,,0.74,62.9
2018-06-22,93,74.0,,0.74,68.82
2018-06-23,93,74.0,,0.74,68.82
2018-06-24,87,74.0,,0.74,64.38
2018-06-25,85,74.0,,0.74,62.9
2018-06-26,90,74.0,,0.74,66.6
2018-06-27,84,74.0,,0.74,62.16
2018-06-28,90,74.0,,0.74,66.6
2018-06-29,100,74.0,,0.74,74.0
2018-06-30,95,74.0,,0.74,70.3
2018-07-01,77,78.0,False,0.78,60.06
2018-07-02,84,78.0,,0.78,65.52
2018-07-03,90,78.0,,0.78,70.2
2018-07-04,85,78.0,,0.78,66.3
2018-07-05,91,78.0,,0.78,70.98
2018-07-06,97,78.0,,0.78,75.66
2018-07-07,85,78.0,,0.78,66.3
2018-07-08,81,78.0,,0.78,63.18
2018-07-09,87,78.0,,0.78,67.86
2018-07-10,84,78.0,,0.78,65.52
2018-07-11,84,78.0,,0.78,65.52
2018-07-12,90,78.0,,0.78,70.2
2018-07-13,97,78.0,,0.78,75.66
2018-07-14,94,78.0,,0.78,73.32000000000001
2018-07-15,78,78.0,,0.78,60.84
2018-07-16,86,78.0,,0.78,67.08
2018-07-17,88,78.0,,0.78,68.64
2018-07-18,85,78.0,,0.78,66.3
2018-07-19,90,78.0,,0.78,70.2
2018-07-20,95,78.0,,0.78,74.10000000000001
2018-07-21,90,78.0,,0.78,70.2
2018-07-22,78,78.0,,0.78,60.84
2018-07-23,89,78.0,,0.78,69.42
2018-07-24,88,78.0,,0.78,68.64
2018-07-25,88,78.0,,0.78,68.64
2018-07-26,90,78.0,,0.78,70.2
2018-07-27,100,78.0,,0.78,78.0
2018-07-28,93,78.0,,0.78,72.54
2018-07-29,82,78.0,,0.78,63.96
2018-07-30,90,78.0,,0.78,70.2
2018-07-31,94,78.0,,0.78,73.32000000000001
2018-08-01,93,77.0,False,0.77,71.61
2018-08-02,93,77.0,,0.77,71.61
2018-08-03,100,77.0,,0.77,77.0
2018-08-04,97,77.0,,0.77,74.69
2018-08-05,86,77.0,,0.77,66.22
2018-08-06,95,77.0,,0.77,73.15
2018-08-07,89,77.0,,0.77,68.53
2018-08-08,91,77.0,,0.77,70.07000000000001
2018-08-09,97,77.0,,0.77,74.69
2018-08-10,100,77.0,,0.77,77.0
2018-08-11,93,77.0,,0.77,71.61
2018-08-12,83,77.0,,0.77,63.910000000000004
2018-08-13,84,77.0,,0.77,64.68
2018-08-14,91,77.0,,0.77,70.07000000000001
2018-08-15,90,77.0,,0.77,69.3
2018-08-16,92,77.0,,0.77,70.84
2018-08-17,98,77.0,,0.77,75.46000000000001
2018-08-18,94,77.0,,0.77,72.38
2018-08-19,86,77.0,,0.77,66.22
2018-08-20,89,77.0,,0.77,68.53
2018-08-21,90,77.0,,0.77,69.3
2018-08-22,86,77.0,,0.77,66.22
2018-08-23,88,77.0,,0.77,67.76
2018-08-24,94,77.0,,0.77,72.38
2018-08-25,90,77.0,,0.77,69.3
2018-08-26,81,77.0,,0.77,62.370000000000005
2018-08-27,89,77.0,,0.77,68.53
2018-08-28,89,77.0,,0.77,68.53
2018-08-29,88,77.0,,0.77,67.76
2018-08-30,88,77.0,,0.77,67.76
2018-08-31,98,77.0,,0.77,75.46000000000001
2018-09-01,92,79.0,False,0.79,72.68
2018-09-02,80,79.0,,0.79,63.2
2018-09-03,83,79.0,,0.79,65.57000000000001
2018-09-04,81,79.0,,0.79,63.99
2018-09-05,83,79.0,,0.79,65.57000000000001
2018-09-06,86,79.0,,0.79,67.94
2018-09-07,90,79.0,,0.79,71.10000000000001
2018-09-08,100,79.0,,0.79,79.0
2018-09-09,76,79.0,,0.79,60.040000000000006
2018-09-10,81,79.0,,0.79,63.99
2018-09-11,80,79.0,,0.79,63.2
2018-09-12,78,79.0,,0.79,61.620000000000005
2018-09-13,83,79.0,,0.79,65.57000000000001
2018-09-14,87,79.0,,0.79,68.73
2018-09-15,86,79.0,,0.79,67.94
2018-09-16,75,79.0,,0.79,59.25
2018-09-17,86,79.0,,0.79,67.94
2018-09-18,81,79.0,,0.79,63.99
2018-09-19,82,79.0,,0.79,64.78
2018-09-20,87,79.0,,0.79,68.73
2018-09-21,86,79.0,,0.79,67.94
2018-09-22,82,79.0,,0.79,64.78
2018-09-23,73,79.0,,0.79,57.67
2018-09-24,83,79.0,,0.79,65.57000000000001
2018-09-25,83,79.0,,0.79,65.57000000000001
2018-09-26,84,79.0,,0.79,66.36
2018-09-27,80,79.0,,0.79,63.2
2018-09-28,94,79.0,,0.79,74.26
2018-09-29,91,79.0,,0.79,71.89
2018-09-30,80,79.0,,0.79,63.2
2018-10-01,84,77.0,False,0.77,64.68
2018-10-02,83,77.0,,0.77,63.910000000000004
2018-10-03,79,77.0,,0.77,60.83
2018-10-04,82,77.0,,0.77,63.14
2018-10-05,86,77.0,,0.77,66.22
2018-10-06,85,77.0,,0.77,65.45
2018-10-07,75,77.0,,0.77,57.75
2018-10-08,82,77.0,,0.77,63.14
2018-10-09,80,77.0,,0.77,61.6
2018-10-10,77,77.0,,0.77,59.29
2018-10-11,80,77.0,,0.77,61.6
2018-10-12,87,77.0,,0.77,66.99
2018-10-13,89,77.0,,0.77,68.53
2018-10-14,78,77.0,,0.77,60.06
2018-10-15,82,77.0,,0.77,63.14
2018-10-16,83,77.0,,0.77,63.910000000000004
2018-10-17,81,77.0,,0.77,62.370000000000005
2018-10-18,86,77.0,,0.77,66.22
2018-10-19,100,77.0,,0.77,77.0
2018-10-20,97,77.0,,0.77,74.69
2018-10-21,80,77.0,,0.77,61.6
2018-10-22,83,77.0,,0.77,63.910000000000004
2018-10-23,90,77.0,,0.77,69.3
2018-10-24,89,77.0,,0.77,68.53
2018-10-25,84,77.0,,0.77,64.68
2018-10-26,88,77.0,,0.77,67.76
2018-10-27,79,77.0,,0.77,60.83
2018-10-28,76,77.0,,0.77,58.52
2018-10-29,78,77.0,,0.77,60.06
2018-10-30,81,77.0,,0.77,62.370000000000005
2018-10-31,77,77.0,,0.77,59.29
2018-11-01,89,78.0,False,0.78,69.42
2018-11-02,94,78.0,,0.78,73.32000000000001
2018-11-03,99,78.0,,0.78,77.22
2018-11-04,80,78.0,,0.78,62.400000000000006
2018-11-05,90,78.0,,0.78,70.2
2018-11-06,84,78.0,,0.78,65.52
2018-11-07,74,78.0,,0.78,57.72
2018-11-08,87,78.0,,0.78,67.86
2018-11-09,90,78.0,,0.78,70.2
2018-11-10,90,78.0,,0.78,70.2
2018-11-11,79,78.0,,0.78,61.620000000000005
2018-11-12,87,78.0,,0.78,67.86
2018-11-13,86,78.0,,0.78,67.08
2018-11-14,84,78.0,,0.78,65.52
2018-11-15,87,78.0,,0.78,67.86
2018-11-16,100,78.0,,0.78,78.0
2018-11-17,87,78.0,,0.78,67.86
2018-11-18,83,78.0,,0.78,64.74000000000001
2018-11-19,87,78.0,,0.78,67.86
2018-11-20,92,78.0,,0.78,71.76
2018-11-21,97,78.0,,0.78,75.66
2018-11-22,72,78.0,,0.78,56.160000000000004
2018-11-23,96,78.0,,0.78,74.88
2018-11-24,88,78.0,,0.78,68.64
2018-11-25,87,78.0,,0.78,67.86
2018-11-26,88,78.0,,0.78,68.64
2018-11-27,90,78.0,,0.78,70.2
2018-11-28,90,78.0,,0.78,70.2
2018-11-29,90,78.0,,0.78,70.2
2018-11-30,97,78.0,,0.78,75.66
2018-12-01,93,82.0,False,0.82,76.25999999999999
2018-12-02,82,82.0,,0.82,67.24
2018-12-03,88,82.0,,0.82,72.16
2018-12-04,86,82.0,,0.82,70.52
2018-12-05,88,82.0,,0.82,72.16
2018-12-06,91,82.0,,0.82,74.61999999999999
2018-12-07,92,82.0,,0.82,75.44
2018-12-08,92,82.0,,0.82,75.44
2018-12-09,82,82.0,,0.82,67.24
2018-12-10,80,82.0,,0.82,65.6
2018-12-11,87,82.0,,0.82,71.33999999999999
2018-12-12,88,82.0,,0.82,72.16
2018-12-13,82,82.0,,0.82,67.24
2018-12-14,94,82.0,,0.82,77.08
2018-12-15,88,82.0,,0.82,72.16
2018-12-16,79,82.0,,0.82,64.78
2018-12-17,83,82.0,,0.82,68.06
2018-12-18,88,82.0,,0.82,72.16
2018-12-19,90,82.0,,0.82,73.8
2018-12-20,90,82.0,,0.82,73.8
2018-12-21,91,82.0,,0.82,74.61999999999999
2018-12-22,100,82.0,,0.82,82.0
2018-12-23,83,82.0,,0.82,68.06
2018-12-24,87,82.0,,0.82,71.33999999999999
2018-12-25,77,82.0,,0.82,63.13999999999999
2018-12-26,88,82.0,,0.82,72.16
2018-12-27,86,82.0,,0.82,70.52
2018-12-28,100,82.0,,0.82,82.0
2018-12-29,93,82.0,,0.82,76.25999999999999
2018-12-30,77,82.0,,0.82,63.13999999999999
2018-12-31,83,82.0,,0.82,68.06
2019-01-01,85,76.0,False,0.76,64.6
2019-01-02,94,76.0,,0.76,71.44
2019-01-03,92,76.0,,0.76,69.92
2019-01-04,98,76.0,,0.76,74.48
2019-01-05,95,76.0,,0.76,72.2
2019-01-06,77,76.0,,0.76,58.52
2019-01-07,81,76.0,,0.76,61.56
2019-01-08,85,76.0,,0.76,64.6
2019-01-09,80,76.0,,0.76,60.8
2019-01-10,84,76.0,,0.76,63.84
2019-01-11,100,76.0,,0.76,76.0
2019-01-12,99,76.0,,0.76,75.24
2019-01-13,83,76.0,,0.76,63.08
2019-01-14,87,76.0,,0.76,66.12
2019-01-15,86,76.0,,0.76,65.36
2019-01-16,86,76.0,,0.76,65.36
2019-01-17,88,76.0,,0.76,66.88
2019-01-18,94,76.0,,0.76,71.44
2019-01-19,98,76.0,,0.76,74.48
2019-01-20,83,76.0,,0.76,63.08
2019-01-21,82,76.0,,0.76,62.32
2019-01-22,83,76.0,,0.76,63.08
2019-01-23,85,76.0,,0.76,64.6
2019-01-24,84,76.0,,0.76,63.84
2019-01-25,94,76.0,,0.76,71.44
2019-01-26,87,76.0,,0.76,66.12
2019-01-27,85,76.0,,0.76,64.6
2019-01-28,85,76.0,,0.76,64.6
