date,cash_unscaled,cash_monthly,isPartial,scale,cash
2015-10-03,89,58.0,,0.58,51.62
2015-10-04,80,58.0,,0.58,46.4
2015-10-05,87,58.0,,0.58,50.459999999999994
2015-10-06,86,58.0,,0.58,49.879999999999995
2015-10-07,89,58.0,,0.58,51.62
2015-10-08,89,58.0,,0.58,51.62
2015-10-09,86,58.0,,0.58,49.879999999999995
2015-10-10,92,58.0,,0.58,53.36
2015-10-11,77,58.0,,0.58,44.66
2015-10-12,86,58.0,,0.58,49.879999999999995
2015-10-13,81,58.0,,0.58,46.98
2015-10-14,87,58.0,,0.58,50.459999999999994
2015-10-15,87,58.0,,0.58,50.459999999999994
2015-10-16,92,58.0,,0.58,53.36
2015-10-17,86,58.0,,0.58,49.879999999999995
2015-10-18,72,58.0,,0.58,41.76
2015-10-19,84,58.0,,0.58,48.72
2015-10-20,77,58.0,,0.58,44.66
2015-10-21,85,58.0,,0.58,49.3
2015-10-22,84,58.0,,0.58,48.72
2015-10-23,89,58.0,,0.58,51.62
2015-10-24,88,58.0,,0.58,51.04
2015-10-25,74,58.0,,0.58,42.919999999999995
2015-10-26,85,58.0,,0.58,49.3
2015-10-27,83,58.0,,0.58,48.13999999999999
2015-10-28,81,58.0,,0.58,46.98
2015-10-29,87,58.0,,0.58,50.459999999999994
2015-10-30,91,58.0,,0.58,52.779999999999994
2015-10-31,86,58.0,,0.58,49.879999999999995
2015-11-01,84,57.0,False,0.57,47.879999999999995
2015-11-02,82,57.0,,0.57,46.739999999999995
2015-11-03,87,57.0,,0.57,49.589999999999996
2015-11-04,89,57.0,,0.57,50.73
2015-11-05,90,57.0,,0.57,51.3
2015-11-06,94,57.0,,0.57,53.58
2015-11-07,100,57.0,,0.57,56.99999999999999
2015-11-08,78,57.0,,0.57,44.459999999999994
2015-11-09,79,57.0,,0.57,45.029999999999994
2015-11-10,89,57.0,,0.57,50.73
2015-11-11,87,57.0,,0.57,49.589999999999996
2015-11-12,86,57.0,,0.57,49.019999999999996
2015-11-13,95,57.0,,0.57,54.15
2015-11-14,81,57.0,,0.57,46.169999999999995
2015-11-15,79,57.0,,0.57,45.029999999999994
2015-11-16,82,57.0,,0.57,46.739999999999995
2015-11-17,87,57.0,,0.57,49.589999999999996
2015-11-18,76,57.0,,0.57,43.31999999999999
2015-11-19,82,57.0,,0.57,46.739999999999995
2015-11-20,86,57.0,,0.57,49.019999999999996
2015-11-21,85,57.0,,0.57,48.449999999999996
2015-11-22,73,57.0,,0.57,41.61
2015-11-23,89,57.0,,0.57,50.73
2015-11-24,91,57.0,,0.57,51.87
2015-11-25,94,57.0,,0.57,53.58
2015-11-26,70,57.0,,0.57,39.9
2015-11-27,97,57.0,,0.57,55.28999999999999
2015-11-28,85,57.0,,0.57,48.449999999999996
2015-11-29,80,57.0,,0.57,45.599999999999994
2015-11-30,87,57.0,,0.57,49.589999999999996
2015-12-01,78,61.0,False,0.61,47.58
2015-12-02,79,61.0,,0.61,48.19
2015-12-03,86,61.0,,0.61,52.46
2015-12-04,89,61.0,,0.61,54.29
2015-12-05,88,61.0,,0.61,53.68
2015-12-06,82,61.0,,0.61,50.019999999999996
2015-12-07,81,61.0,,0.61,49.41
2015-12-08,90,61.0,,0.61,54.9
2015-12-09,84,61.0,,0.61,51.24
2015-12-10,87,61.0,,0.61,53.07
2015-12-11,85,61.0,,0.61,51.85
2015-12-12,87,61.0,,0.61,53.07
2015-12-13,79,61.0,,0.61,48.19
2015-12-14,76,61.0,,0.61,46.36
2015-12-15,87,61.0,,0.61,53.07
2015-12-16,80,61.0,,0.61,48.8
2015-12-17,80,61.0,,0.61,48.8
2015-12-18,93,61.0,,0.61,56.73
2015-12-19,88,61.0,,0.61,53.68
2015-12-20,80,61.0,,0.61,48.8
2015-12-21,82,61.0,,0.61,50.019999999999996
2015-12-22,83,61.0,,0.61,50.629999999999995
2015-12-23,94,61.0,,0.61,57.339999999999996
2015-12-24,92,61.0,,0.61,56.12
2015-12-25,75,61.0,,0.61,45.75
2015-12-26,80,61.0,,0.61,48.8
2015-12-27,71,61.0,,0.61,43.31
2015-12-28,85,61.0,,0.61,51.85
2015-12-29,86,61.0,,0.61,52.46
2015-12-30,86,61.0,,0.61,52.46
2015-12-31,100,61.0,,0.61,61.0
2016-01-01,70,68.0,False,0.68,47.6
2016-01-02,86,68.0,,0.68,58.480000000000004
2016-01-03,76,68.0,,0.68,51.68000000000001
2016-01-04,74,68.0,,0.68,50.32
2016-01-05,78,68.0,,0.68,53.040000000000006
2016-01-06,80,68.0,,0.68,54.400000000000006
2016-01-07,86,68.0,,0.68,58.480000000000004
2016-01-08,87,68.0,,0.68,59.160000000000004
2016-01-09,87,68.0,,0.68,59.160000000000004
2016-01-10,89,68.0,,0.68,60.52
2016-01-11,78,68.0,,0.68,53.040000000000006
2016-01-12,81,68.0,,0.68,55.080000000000005
2016-01-13,88,68.0,,0.68,59.84
2016-01-14,100,68.0,,0.68,68.0
2016-01-15,87,68.0,,0.68,59.160000000000004
2016-01-16,89,68.0,,0.68,60.52
2016-01-17,70,68.0,,0.68,47.6
2016-01-18,79,68.0,,0.68,53.720000000000006
2016-01-19,77,68.0,,0.68,52.36000000000001
2016-01-20,75,68.0,,0.68,51.00000000000001
2016-01-21,77,68.0,,0.68,52.36000000000001
2016-01-22,86,68.0,,0.68,58.480000000000004
2016-01-23,76,68.0,,0.68,51.68000000000001
2016-01-24,70,68.0,,0.68,47.6
2016-01-25,74,68.0,,0.68,50.32
2016-01-26,78,68.0,,0.68,53.040000000000006
2016-01-27,78,68.0,,0.68,53.040000000000006
2016-01-28,76,68.0,,0.68,51.68000000000001
2016-01-29,83,68.0,,0.68,56.440000000000005
2016-01-30,75,68.0,,0.68,51.00000000000001
2016-01-31,70,68.0,,0.68,47.6
2016-02-01,92,63.0,False,0.63,57.96
2016-02-02,84,63.0,,0.63,52.92
2016-02-03,92,63.0,,0.63,57.96
2016-02-04,90,63.0,,0.63,56.7
2016-02-05,96,63.0,,0.63,60.480000000000004
2016-02-06,95,63.0,,0.63,59.85
2016-02-07,83,63.0,,0.63,52.29
2016-02-08,76,63.0,,0.63,47.88
2016-02-09,85,63.0,,0.63,53.55
2016-02-10,94,63.0,,0.63,59.22
2016-02-11,93,63.0,,0.63,58.59
2016-02-12,99,63.0,,0.63,62.37
2016-02-13,94,63.0,,0.63,59.22
2016-02-14,76,63.0,,0.63,47.88
2016-02-15,89,63.0,,0.63,56.07
2016-02-16,86,63.0,,0.63,54.18
2016-02-17,85,63.0,,0.63,53.55
2016-02-18,86,63.0,,0.63,54.18
2016-02-19,90,63.0,,0.63,56.7
2016-02-20,88,63.0,,0.63,55.44
2016-02-21,85,63.0,,0.63,53.55
2016-02-22,82,63.0,,0.63,51.660000000000004
2016-02-23,100,63.0,,0.63,63.0
2016-02-24,82,63.0,,0.63,51.660000000000004
2016-02-25,80,63.0,,0.63,50.4
2016-02-26,97,63.0,,0.63,61.11
2016-02-27,96,63.0,,0.63,60.480000000000004
2016-02-28,81,63.0,,0.63,51.03
2016-02-29,79,63.0,,0.63,49.77
2016-03-01,92,59.0,False,0.59,54.279999999999994
2016-03-02,82,59.0,,0.59,48.379999999999995
2016-03-03,100,59.0,,0.59,59.0
2016-03-04,96,59.0,,0.59,56.64
2016-03-05,93,59.0,,0.59,54.87
2016-03-06,90,59.0,,0.59,53.099999999999994
2016-03-07,86,59.0,,0.59,50.739999999999995
2016-03-08,86,59.0,,0.59,50.739999999999995
2016-03-09,85,59.0,,0.59,50.15
2016-03-10,82,59.0,,0.59,48.379999999999995
2016-03-11,88,59.0,,0.59,51.919999999999995
2016-03-12,89,59.0,,0.59,52.51
2016-03-13,82,59.0,,0.59,48.379999999999995
2016-03-14,86,59.0,,0.59,50.739999999999995
2016-03-15,85,59.0,,0.59,50.15
2016-03-16,89,59.0,,0.59,52.51
2016-03-17,87,59.0,,0.59,51.33
2016-03-18,96,59.0,,0.59,56.64
2016-03-19,90,59.0,,0.59,53.099999999999994
2016-03-20,81,59.0,,0.59,47.79
2016-03-21,86,59.0,,0.59,50.739999999999995
2016-03-22,84,59.0,,0.59,49.559999999999995
2016-03-23,82,59.0,,0.59,48.379999999999995
2016-03-24,87,59.0,,0.59,51.33
2016-03-25,90,59.0,,0.59,53.099999999999994
2016-03-26,87,59.0,,0.59,51.33
2016-03-27,75,59.0,,0.59,44.25
2016-03-28,86,59.0,,0.59,50.739999999999995
2016-03-29,99,59.0,,0.59,58.41
2016-03-30,83,59.0,,0.59,48.97
2016-03-31,90,59.0,,0.59,53.099999999999994
2016-04-01,88,64.0,False,0.64,56.32
2016-04-02,100,64.0,,0.64,64.0
2016-04-03,80,64.0,,0.64,51.2
2016-04-04,85,64.0,,0.64,54.4
2016-04-05,92,64.0,,0.64,58.88
2016-04-06,86,64.0,,0.64,55.04
2016-04-07,94,64.0,,0.64,60.160000000000004
2016-04-08,91,64.0,,0.64,58.24
2016-04-09,92,64.0,,0.64,58.88
2016-04-10,95,64.0,,0.64,60.800000000000004
2016-04-11,92,64.0,,0.64,58.88
2016-04-12,81,64.0,,0.64,51.84
2016-04-13,93,64.0,,0.64,59.52
2016-04-14,92,64.0,,0.64,58.88
2016-04-15,93,64.0,,0.64,59.52
2016-04-16,95,64.0,,0.64,60.800000000000004
2016-04-17,80,64.0,,0.64,51.2
2016-04-18,88,64.0,,0.64,56.32
2016-04-19,90,64.0,,0.64,57.6
2016-04-20,96,64.0,,0.64,61.44
2016-04-21,88,64.0,,0.64,56.32
2016-04-22,95,64.0,,0.64,60.800000000000004
2016-04-23,91,64.0,,0.64,58.24
2016-04-24,96,64.0,,0.64,61.44
2016-04-25,90,64.0,,0.64,57.6
2016-04-26,92,64.0,,0.64,58.88
2016-04-27,82,64.0,,0.64,52.480000000000004
2016-04-28,90,64.0,,0.64,57.6
2016-04-29,95,64.0,,0.64,60.800000000000004
2016-04-30,97,64.0,,0.64,62.08
2016-05-01,89,64.0,False,0.64,56.96
2016-05-02,89,64.0,,0.64,56.96
2016-05-03,90,64.0,,0.64,57.6
2016-05-04,81,64.0,,0.64,51.84
2016-05-05,86,64.0,,0.64,55.04
2016-05-06,85,64.0,,0.64,54.4
2016-05-07,83,64.0,,0.64,53.120000000000005
2016-05-08,70,64.0,,0.64,44.800000000000004
2016-05-09,81,64.0,,0.64,51.84
2016-05-10,81,64.0,,0.64,51.84
2016-05-11,85,64.0,,0.64,54.4
2016-05-12,85,64.0,,0.64,54.4
2016-05-13,87,64.0,,0.64,55.68
2016-05-14,95,64.0,,0.64,60.800000000000004
2016-05-15,75,64.0,,0.64,48.0
2016-05-16,86,64.0,,0.64,55.04
2016-05-17,84,64.0,,0.64,53.76
2016-05-18,78,64.0,,0.64,49.92
2016-05-19,84,64.0,,0.64,53.76
2016-05-20,89,64.0,,0.64,56.96
2016-05-21,100,64.0,,0.64,64.0
2016-05-22,77,64.0,,0.64,49.28
2016-05-23,86,64.0,,0.64,55.04
2016-05-24,83,64.0,,0.64,53.120000000000005
2016-05-25,85,64.0,,0.64,54.4
2016-05-26,87,64.0,,0.64,55.68
2016-05-27,86,64.0,,0.64,55.04
2016-05-28,100,64.0,,0.64,64.0
2016-05-29,80,64.0,,0.64,51.2
2016-05-30,82,64.0,,0.64,52.480000000000004
2016-05-31,90,64.0,,0.64,57.6
2016-06-01,92,66.0,False,0.66,60.720000000000006
2016-06-02,90,66.0,,0.66,59.400000000000006
2016-06-03,96,66.0,,0.66,63.36
2016-06-04,92,66.0,,0.66,60.720000000000006
2016-06-05,87,66.0,,0.66,57.42
2016-06-06,83,66.0,,0.66,54.78
2016-06-07,89,66.0,,0.66,58.74
2016-06-08,89,66.0,,0.66,58.74
2016-06-09,94,66.0,,0.66,62.040000000000006
2016-06-10,92,66.0,,0.66,60.720000000000006
2016-06-11,91,66.0,,0.66,60.06
2016-06-12,75,66.0,,0.66,49.5
2016-06-13,87,66.0,,0.66,57.42
2016-06-14,88,66.0,,0.66,58.080000000000005
2016-06-15,85,66.0,,0.66,56.1
2016-06-16,93,66.0,,0.66,61.38
2016-06-17,95,66.0,,0.66,62.7
2016-06-18,83,66.0,,0.66,54.78
2016-06-19,82,66.0,,0.66,54.120000000000005
2016-06-20,92,66.0,,0.66,60.720000000000006
2016-06-21,90,66.0,,0.66,59.400000000000006
2016-06-22,83,66.0,,0.66,54.78
2016-06-23,86,66.0,,0.66,56.760000000000005
2016-06-24,100,66.0,,0.66,66.0
2016-06-25,91,66.0,,0.66,60.06
2016-06-26,87,66.0,,0.66,57.42
2016-06-27,86,66.0,,0.66,56.760000000000005
2016-06-28,95,66.0,,0.66,62.7
2016-06-29,91,66.0,,0.66,60.06
2016-06-30,91,66.0,,0.66,60.06
2016-07-01,91,70.0,False,0.7,63.699999999999996
2016-07-02,91,70.0,,0.7,63.699999999999996
2016-07-03,79,70.0,,0.7,55.3
2016-07-04,71,70.0,,0.7,49.699999999999996
2016-07-05,82,70.0,,0.7,57.4
2016-07-06,85,70.0,,0.7,59.49999999999999
2016-07-07,81,70.0,,0.7,56.699999999999996
2016-07-08,82,70.0,,0.7,57.4
2016-07-09,82,70.0,,0.7,57.4
2016-07-10,70,70.0,,0.7,49.0
2016-07-11,73,70.0,,0.7,51.099999999999994
2016-07-12,76,70.0,,0.7,53.199999999999996
2016-07-13,76,70.0,,0.7,53.199999999999996
2016-07-14,79,70.0,,0.7,55.3
2016-07-15,81,70.0,,0.7,56.699999999999996
2016-07-16,100,70.0,,0.7,70.0
2016-07-17,80,70.0,,0.7,56.0
2016-07-18,84,70.0,,0.7,58.8
2016-07-19,77,70.0,,0.7,53.9
2016-07-20,78,70.0,,0.7,54.599999999999994
2016-07-21,77,70.0,,0.7,53.9
2016-07-22,85,70.0,,0.7,59.49999999999999
2016-07-23,80,70.0,,0.7,56.0
2016-07-24,76,70.0,,0.7,53.199999999999996
2016-07-25,83,70.0,,0.7,58.099999999999994
2016-07-26,88,70.0,,0.7,61.599999999999994
2016-07-27,85,70.0,,0.7,59.49999999999999
2016-07-28,83,70.0,,0.7,58.099999999999994
2016-07-29,89,70.0,,0.7,62.3
2016-07-30,87,70.0,,0.7,60.9
2016-07-31,76,70.0,,0.7,53.199999999999996
2016-08-01,96,64.0,False,0.64,61.44
2016-08-02,90,64.0,,0.64,57.6
2016-08-03,100,64.0,,0.64,64.0
2016-08-04,96,64.0,,0.64,61.44
2016-08-05,99,64.0,,0.64,63.36
2016-08-06,90,64.0,,0.64,57.6
2016-08-07,81,64.0,,0.64,51.84
2016-08-08,83,64.0,,0.64,53.120000000000005
2016-08-09,81,64.0,,0.64,51.84
2016-08-10,82,64.0,,0.64,52.480000000000004
2016-08-11,84,64.0,,0.64,53.76
2016-08-12,90,64.0,,0.64,57.6
2016-08-13,87,64.0,,0.64,55.68
2016-08-14,76,64.0,,0.64,48.64
2016-08-15,80,64.0,,0.64,51.2
2016-08-16,83,64.0,,0.64,53.120000000000005
2016-08-17,81,64.0,,0.64,51.84
2016-08-18,83,64.0,,0.64,53.120000000000005
2016-08-19,87,64.0,,0.64,55.68
2016-08-20,86,64.0,,0.64,55.04
2016-08-21,77,64.0,,0.64,49.28
2016-08-22,79,64.0,,0.64,50.56
2016-08-23,82,64.0,,0.64,52.480000000000004
2016-08-24,82,64.0,,0.64,52.480000000000004
2016-08-25,86,64.0,,0.64,55.04
2016-08-26,97,64.0,,0.64,62.08
2016-08-27,91,64.0,,0.64,58.24
2016-08-28,77,64.0,,0.64,49.28
2016-08-29,84,64.0,,0.64,53.76
2016-08-30,91,64.0,,0.64,58.24
2016-08-31,98,64.0,,0.64,62.72
2016-09-01,89,65.0,False,0.65,57.85
2016-09-02,96,65.0,,0.65,62.400000000000006
2016-09-03,83,65.0,,0.65,53.95
2016-09-04,77,65.0,,0.65,50.050000000000004
2016-09-05,84,65.0,,0.65,54.6
2016-09-06,83,65.0,,0.65,53.95
2016-09-07,82,65.0,,0.65,53.300000000000004
2016-09-08,81,65.0,,0.65,52.65
2016-09-09,82,65.0,,0.65,53.300000000000004
2016-09-10,88,65.0,,0.65,57.2
2016-09-11,80,65.0,,0.65,52.0
2016-09-12,80,65.0,,0.65,52.0
2016-09-13,81,65.0,,0.65,52.65
2016-09-14,80,65.0,,0.65,52.0
2016-09-15,82,65.0,,0.65,53.300000000000004
2016-09-16,88,65.0,,0.65,57.2
2016-09-17,82,65.0,,0.65,53.300000000000004
2016-09-18,69,65.0,,0.65,44.85
2016-09-19,81,65.0,,0.65,52.65
2016-09-20,78,65.0,,0.65,50.7
2016-09-21,78,65.0,,0.65,50.7
2016-09-22,83,65.0,,0.65,53.95
2016-09-23,91,65.0,,0.65,59.15
2016-09-24,85,65.0,,0.65,55.25
2016-09-25,74,65.0,,0.65,48.1
2016-09-26,76,65.0,,0.65,49.4
2016-09-27,75,65.0,,0.65,48.75
2016-09-28,82,65.0,,0.65,53.300000000000004
2016-09-29,76,65.0,,0.65,49.4
2016-09-30,100,65.0,,0.65,65.0
2016-10-01,96,63.0,False,0.63,60.480000000000004
2016-10-02,80,63.0,,0.63,50.4
2016-10-03,95,63.0,,0.63,59.85
2016-10-04,88,63.0,,0.63,55.44
2016-10-05,90,63.0,,0.63,56.7
2016-10-06,86,63.0,,0.63,54.18
2016-10-07,93,63.0,,0.63,58.59
2016-10-08,84,63.0,,0.63,52.92
2016-10-09,74,63.0,,0.63,46.62
2016-10-10,84,63.0,,0.63,52.92
2016-10-11,83,63.0,,0.63,52.29
2016-10-12,88,63.0,,0.63,55.44
2016-10-13,94,63.0,,0.63,59.22
2016-10-14,98,63.0,,0.63,61.74
2016-10-15,100,63.0,,0.63,63.0
2016-10-16,78,63.0,,0.63,49.14
2016-10-17,89,63.0,,0.63,56.07
2016-10-18,91,63.0,,0.63,57.33
2016-10-19,88,63.0,,0.63,55.44
2016-10-20,92,63.0,,0.63,57.96
2016-10-21,98,63.0,,0.63,61.74
2016-10-22,98,63.0,,0.63,61.74
2016-10-23,80,63.0,,0.63,50.4
2016-10-24,89,63.0,,0.63,56.07
2016-10-25,89,63.0,,0.63,56.07
2016-10-26,87,63.0,,0.63,54.81
2016-10-27,91,63.0,,0.63,57.33
2016-10-28,99,63.0,,0.63,62.37
2016-10-29,89,63.0,,0.63,56.07
2016-10-30,83,63.0,,0.63,52.29
2016-10-31,86,63.0,,0.63,54.18
2016-11-01,94,64.0,False,0.64,60.160000000000004
2016-11-02,87,64.0,,0.64,55.68
2016-11-03,90,64.0,,0.64,57.6
2016-11-04,98,64.0,,0.64,62.72
2016-11-05,91,64.0,,0.64,58.24
2016-11-06,92,64.0,,0.64,58.88
2016-11-07,90,64.0,,0.64,57.6
2016-11-08,81,64.0,,0.64,51.84
2016-11-09,63,64.0,,0.64,40.32
2016-11-10,91,64.0,,0.64,58.24
2016-11-11,98,64.0,,0.64,62.72
2016-11-12,90,64.0,,0.64,57.6
2016-11-13,83,64.0,,0.64,53.120000000000005
2016-11-14,90,64.0,,0.64,57.6
2016-11-15,93,64.0,,0.64,59.52
2016-11-16,91,64.0,,0.64,58.24
2016-11-17,97,64.0,,0.64,62.08
2016-11-18,96,64.0,,0.64,61.44
2016-11-19,95,64.0,,0.64,60.800000000000004
2016-11-20,89,64.0,,0.64,56.96
2016-11-21,93,64.0,,0.64,59.52
2016-11-22,94,64.0,,0.64,60.160000000000004
2016-11-23,100,64.0,,0.64,64.0
2016-11-24,79,64.0,,0.64,50.56
2016-11-25,98,64.0,,0.64,62.72
2016-11-26,96,64.0,,0.64,61.44
2016-11-27,88,64.0,,0.64,56.32
2016-11-28,94,64.0,,0.64,60.160000000000004
2016-11-29,95,64.0,,0.64,60.800000000000004
2016-11-30,100,64.0,,0.64,64.0
2016-12-01,86,68.0,False,0.68,58.480000000000004
2016-12-02,86,68.0,,0.68,58.480000000000004
2016-12-03,87,68.0,,0.68,59.160000000000004
2016-12-04,81,68.0,,0.68,55.080000000000005
2016-12-05,84,68.0,,0.68,57.120000000000005
2016-12-06,82,68.0,,0.68,55.760000000000005
2016-12-07,82,68.0,,0.68,55.760000000000005
2016-12-08,80,68.0,,0.68,54.400000000000006
2016-12-09,80,68.0,,0.68,54.400000000000006
2016-12-10,86,68.0,,0.68,58.480000000000004
2016-12-11,69,68.0,,0.68,46.92
2016-12-12,79,68.0,,0.68,53.720000000000006
2016-12-13,79,68.0,,0.68,53.720000000000006
2016-12-14,77,68.0,,0.68,52.36000000000001
2016-12-15,81,68.0,,0.68,55.080000000000005
2016-12-16,83,68.0,,0.68,56.440000000000005
2016-12-17,79,68.0,,0.68,53.720000000000006
2016-12-18,74,68.0,,0.68,50.32
2016-12-19,76,68.0,,0.68,51.68000000000001
2016-12-20,80,68.0,,0.68,54.400000000000006
2016-12-21,83,68.0,,0.68,56.440000000000005
2016-12-22,77,68.0,,0.68,52.36000000000001
2016-12-23,100,68.0,,0.68,68.0
2016-12-24,83,68.0,,0.68,56.440000000000005
2016-12-25,63,68.0,,0.68,42.84
2016-12-26,78,68.0,,0.68,53.040000000000006
2016-12-27,80,68.0,,0.68,54.400000000000006
2016-12-28,75,68.0,,0.68,51.00000000000001
2016-12-29,78,68.0,,0.68,53.040000000000006
2016-12-30,90,68.0,,0.68,61.2
2016-12-31,79,68.0,,0.68,53.720000000000006
2017-01-01,39,89.0,False,0.89,34.71
2017-01-02,47,89.0,,0.89,41.83
2017-01-03,43,89.0,,0.89,38.27
2017-01-04,44,89.0,,0.89,39.160000000000004
2017-01-05,44,89.0,,0.89,39.160000000000004
2017-01-06,46,89.0,,0.89,40.94
2017-01-07,44,89.0,,0.89,39.160000000000004
2017-01-08,38,89.0,,0.89,33.82
2017-01-09,41,89.0,,0.89,36.49
2017-01-10,43,89.0,,0.89,38.27
2017-01-11,45,89.0,,0.89,40.05
2017-01-12,45,89.0,,0.89,40.05
2017-01-13,48,89.0,,0.89,42.72
2017-01-14,54,89.0,,0.89,48.06
2017-01-15,45,89.0,,0.89,40.05
2017-01-16,49,89.0,,0.89,43.61
2017-01-17,51,89.0,,0.89,45.39
2017-01-18,53,89.0,,0.89,47.17
2017-01-19,54,89.0,,0.89,48.06
2017-01-20,61,89.0,,0.89,54.29
2017-01-21,67,89.0,,0.89,59.63
2017-01-22,65,89.0,,0.89,57.85
2017-01-23,67,89.0,,0.89,59.63
2017-01-24,100,89.0,,0.89,89.0
2017-01-25,99,89.0,,0.89,88.11
2017-01-26,93,89.0,,0.89,82.77
2017-01-27,86,89.0,,0.89,76.54
2017-01-28,89,89.0,,0.89,79.21000000000001
2017-01-29,78,89.0,,0.89,69.42
2017-01-30,76,89.0,,0.89,67.64
2017-01-31,70,89.0,,0.89,62.300000000000004
2017-02-01,71,100.0,False,1.0,71.0
2017-02-02,70,100.0,,1.0,70.0
2017-02-03,79,100.0,,1.0,79.0
2017-02-04,80,100.0,,1.0,80.0
2017-02-05,72,100.0,,1.0,72.0
2017-02-06,66,100.0,,1.0,66.0
2017-02-07,74,100.0,,1.0,74.0
2017-02-08,75,100.0,,1.0,75.0
2017-02-09,71,100.0,,1.0,71.0
2017-02-10,93,100.0,,1.0,93.0
2017-02-11,100,100.0,,1.0,100.0
2017-02-12,74,100.0,,1.0,74.0
2017-02-13,62,100.0,,1.0,62.0
2017-02-14,59,100.0,,1.0,59.0
2017-02-15,58,100.0,,1.0,58.0
2017-02-16,60,100.0,,1.0,60.0
2017-02-17,61,100.0,,1.0,61.0
2017-02-18,60,100.0,,1.0,60.0
2017-02-19,56,100.0,,1.0,56.0
2017-02-20,55,100.0,,1.0,55.0
2017-02-21,55,100.0,,1.0,55.0
2017-02-22,64,100.0,,1.0,64.0
2017-02-23,65,100.0,,1.0,65.0
2017-02-24,61,100.0,,1.0,61.0
2017-02-25,60,100.0,,1.0,60.0
2017-02-26,56,100.0,,1.0,56.0
2017-02-27,54,100.0,,1.0,54.0
2017-02-28,57,100.0,,1.0,57.0
2017-03-01,99,77.0,False,0.77,76.23
2017-03-02,97,77.0,,0.77,74.69
2017-03-03,100,77.0,,0.77,77.0
2017-03-04,99,77.0,,0.77,76.23
2017-03-05,93,77.0,,0.77,71.61
2017-03-06,89,77.0,,0.77,68.53
2017-03-07,89,77.0,,0.77,68.53
2017-03-08,99,77.0,,0.77,76.23
2017-03-09,92,77.0,,0.77,70.84
2017-03-10,92,77.0,,0.77,70.84
2017-03-11,89,77.0,,0.77,68.53
2017-03-12,85,77.0,,0.77,65.45
2017-03-13,88,77.0,,0.77,67.76
2017-03-14,88,77.0,,0.77,67.76
2017-03-15,85,77.0,,0.77,65.45
2017-03-16,86,77.0,,0.77,66.22
2017-03-17,87,77.0,,0.77,66.99
2017-03-18,83,77.0,,0.77,63.910000000000004
2017-03-19,80,77.0,,0.77,61.6
2017-03-20,84,77.0,,0.77,64.68
2017-03-21,86,77.0,,0.77,66.22
2017-03-22,84,77.0,,0.77,64.68
2017-03-23,87,77.0,,0.77,66.99
2017-03-24,89,77.0,,0.77,68.53
2017-03-25,88,77.0,,0.77,67.76
2017-03-26,82,77.0,,0.77,63.14
2017-03-27,80,77.0,,0.77,61.6
2017-03-28,86,77.0,,0.77,66.22
2017-03-29,80,77.0,,0.77,61.6
2017-03-30,84,77.0,,0.77,64.68
2017-03-31,86,77.0,,0.77,66.22
2017-04-01,98,71.0,False,0.71,69.58
2017-04-02,85,71.0,,0.71,60.349999999999994
2017-04-03,92,71.0,,0.71,65.32
2017-04-04,89,71.0,,0.71,63.19
2017-04-05,90,71.0,,0.71,63.9
2017-04-06,84,71.0,,0.71,59.64
2017-04-07,96,71.0,,0.71,68.16
2017-04-08,90,71.0,,0.71,63.9
2017-04-09,86,71.0,,0.71,61.059999999999995
2017-04-10,91,71.0,,0.71,64.61
2017-04-11,87,71.0,,0.71,61.769999999999996
2017-04-12,88,71.0,,0.71,62.48
2017-04-13,87,71.0,,0.71,61.769999999999996
2017-04-14,100,71.0,,0.71,71.0
2017-04-15,90,71.0,,0.71,63.9
2017-04-16,81,71.0,,0.71,57.51
2017-04-17,87,71.0,,0.71,61.769999999999996
2017-04-18,88,71.0,,0.71,62.48
2017-04-19,87,71.0,,0.71,61.769999999999996
2017-04-20,87,71.0,,0.71,61.769999999999996
2017-04-21,97,71.0,,0.71,68.86999999999999
2017-04-22,94,71.0,,0.71,66.74
2017-04-23,83,71.0,,0.71,58.93
2017-04-24,91,71.0,,0.71,64.61
2017-04-25,94,71.0,,0.71,66.74
2017-04-26,96,71.0,,0.71,68.16
2017-04-27,90,71.0,,0.71,63.9
2017-04-28,96,71.0,,0.71,68.16
2017-04-29,93,71.0,,0.71,66.03
2017-04-30,84,71.0,,0.71,59.64
2017-05-01,87,70.0,False,0.7,60.9
2017-05-02,84,70.0,,0.7,58.8
2017-05-03,81,70.0,,0.7,56.699999999999996
2017-05-04,93,70.0,,0.7,65.1
2017-05-05,87,70.0,,0.7,60.9
2017-05-06,91,70.0,,0.7,63.699999999999996
2017-05-07,81,70.0,,0.7,56.699999999999996
2017-05-08,87,70.0,,0.7,60.9
2017-05-09,88,70.0,,0.7,61.599999999999994
2017-05-10,82,70.0,,0.7,57.4
2017-05-11,84,70.0,,0.7,58.8
2017-05-12,90,70.0,,0.7,62.99999999999999
2017-05-13,88,70.0,,0.7,61.599999999999994
2017-05-14,70,70.0,,0.7,49.0
2017-05-15,86,70.0,,0.7,60.199999999999996
2017-05-16,85,70.0,,0.7,59.49999999999999
2017-05-17,75,70.0,,0.7,52.5
2017-05-18,81,70.0,,0.7,56.699999999999996
2017-05-19,91,70.0,,0.7,63.699999999999996
2017-05-20,83,70.0,,0.7,58.099999999999994
2017-05-21,75,70.0,,0.7,52.5
2017-05-22,79,70.0,,0.7,55.3
2017-05-23,78,70.0,,0.7,54.599999999999994
2017-05-24,84,70.0,,0.7,58.8
