date,sell_unscaled,sell_monthly,isPartial,scale,sell
2015-08-23,95,79.0,,0.79,75.05
2015-08-24,95,79.0,,0.79,75.05
2015-08-25,91,79.0,,0.79,71.89
2015-08-26,90,79.0,,0.79,71.10000000000001
2015-08-27,91,79.0,,0.79,71.89
2015-08-28,85,79.0,,0.79,67.15
2015-08-29,98,79.0,,0.79,77.42
2015-08-30,99,79.0,,0.79,78.21000000000001
2015-08-31,88,79.0,,0.79,69.52000000000001
2015-09-01,93,71.0,False,0.71,66.03
2015-09-02,83,71.0,,0.71,58.93
2015-09-03,87,71.0,,0.71,61.769999999999996
2015-09-04,81,71.0,,0.71,57.51
2015-09-05,100,71.0,,0.71,71.0
2015-09-06,92,71.0,,0.71,65.32
2015-09-07,98,71.0,,0.71,69.58
2015-09-08,82,71.0,,0.71,58.22
2015-09-09,84,71.0,,0.71,59.64
2015-09-10,87,71.0,,0.71,61.769999999999996
2015-09-11,82,71.0,,0.71,58.22
2015-09-12,95,71.0,,0.71,67.45
2015-09-13,97,71.0,,0.71,68.86999999999999
2015-09-14,89,71.0,,0.71,63.19
2015-09-15,88,71.0,,0.71,62.48
2015-09-16,84,71.0,,0.71,59.64
2015-09-17,82,71.0,,0.71,58.22
2015-09-18,76,71.0,,0.71,53.959999999999994
2015-09-19,89,71.0,,0.71,63.19
2015-09-20,90,71.0,,0.71,63.9
2015-09-21,80,71.0,,0.71,56.8
2015-09-22,80,71.0,,0.71,56.8
2015-09-23,87,71.0,,0.71,61.769999999999996
2015-09-24,83,71.0,,0.71,58.93
2015-09-25,85,71.0,,0.71,60.349999999999994
2015-09-26,99,71.0,,0.71,70.28999999999999
2015-09-27,98,71.0,,0.71,69.58
2015-09-28,81,71.0,,0.71,57.51
2015-09-29,85,71.0,,0.71,60.349999999999994
2015-09-30,83,71.0,,0.71,58.93
2015-10-01,84,70.0,False,0.7,58.8
2015-10-02,82,70.0,,0.7,57.4
2015-10-03,100,70.0,,0.7,70.0
2015-10-04,90,70.0,,0.7,62.99999999999999
2015-10-05,84,70.0,,0.7,58.8
2015-10-06,88,70.0,,0.7,61.599999999999994
2015-10-07,84,70.0,,0.7,58.8
2015-10-08,77,70.0,,0.7,53.9
2015-10-09,85,70.0,,0.7,59.49999999999999
2015-10-10,94,70.0,,0.7,65.8
2015-10-11,96,70.0,,0.7,67.19999999999999
2015-10-12,89,70.0,,0.7,62.3
2015-10-13,89,70.0,,0.7,62.3
2015-10-14,84,70.0,,0.7,58.8
2015-10-15,82,70.0,,0.7,57.4
2015-10-16,78,70.0,,0.7,54.599999999999994
2015-10-17,93,70.0,,0.7,65.1
2015-10-18,95,70.0,,0.7,66.5
2015-10-19,89,70.0,,0.7,62.3
2015-10-20,89,70.0,,0.7,62.3
2015-10-21,91,70.0,,0.7,63.699999999999996
2015-10-22,87,70.0,,0.7,60.9
2015-10-23,90,70.0,,0.7,62.99999999999999
2015-10-24,92,70.0,,0.7,64.39999999999999
2015-10-25,94,70.0,,0.7,65.8
2015-10-26,89,70.0,,0.7,62.3
2015-10-27,91,70.0,,0.7,63.699999999999996
2015-10-28,85,70.0,,0.7,59.49999999999999
2015-10-29,83,70.0,,0.7,58.099999999999994
2015-10-30,83,70.0,,0.7,58.099999999999994
2015-10-31,91,70.0,,0.7,63.699999999999996
2015-11-01,95,70.0,False,0.7,66.5
2015-11-02,81,70.0,,0.7,56.699999999999996
2015-11-03,89,70.0,,0.7,62.3
2015-11-04,82,70.0,,0.7,57.4
2015-11-05,81,70.0,,0.7,56.699999999999996
2015-11-06,82,70.0,,0.7,57.4
2015-11-07,95,70.0,,0.7,66.5
2015-11-08,100,70.0,,0.7,70.0
2015-11-09,84,70.0,,0.7,58.8
2015-11-10,87,70.0,,0.7,60.9
2015-11-11,86,70.0,,0.7,60.199999999999996
2015-11-12,84,70.0,,0.7,58.8
2015-11-13,82,70.0,,0.7,57.4
2015-11-14,89,70.0,,0.7,62.3
2015-11-15,88,70.0,,0.7,61.599999999999994
2015-11-16,82,70.0,,0.7,57.4
2015-11-17,84,70.0,,0.7,58.8
2015-11-18,86,70.0,,0.7,60.199999999999996
2015-11-19,79,70.0,,0.7,55.3
2015-11-20,80,70.0,,0.7,56.0
2015-11-21,90,70.0,,0.7,62.99999999999999
2015-11-22,97,70.0,,0.7,67.89999999999999
2015-11-23,82,70.0,,0.7,57.4
2015-11-24,82,70.0,,0.7,57.4
2015-11-25,83,70.0,,0.7,58.099999999999994
2015-11-26,80,70.0,,0.7,56.0
2015-11-27,85,70.0,,0.7,59.49999999999999
2015-11-28,96,70.0,,0.7,67.19999999999999
2015-11-29,92,70.0,,0.7,64.39999999999999
2015-11-30,82,70.0,,0.7,57.4
2015-12-01,68,77.0,False,0.77,52.36
2015-12-02,72,77.0,,0.77,55.44
2015-12-03,73,77.0,,0.77,56.21
2015-12-04,73,77.0,,0.77,56.21
2015-12-05,87,77.0,,0.77,66.99
2015-12-06,88,77.0,,0.77,67.76
2015-12-07,76,77.0,,0.77,58.52
2015-12-08,74,77.0,,0.77,56.980000000000004
2015-12-09,82,77.0,,0.77,63.14
2015-12-10,78,77.0,,0.77,60.06
2015-12-11,76,77.0,,0.77,58.52
2015-12-12,88,77.0,,0.77,67.76
2015-12-13,92,77.0,,0.77,70.84
2015-12-14,85,77.0,,0.77,65.45
2015-12-15,90,77.0,,0.77,69.3
2015-12-16,88,77.0,,0.77,67.76
2015-12-17,89,77.0,,0.77,68.53
2015-12-18,88,77.0,,0.77,67.76
2015-12-19,92,77.0,,0.77,70.84
2015-12-20,95,77.0,,0.77,73.15
2015-12-21,90,77.0,,0.77,69.3
2015-12-22,89,77.0,,0.77,68.53
2015-12-23,100,77.0,,0.77,77.0
2015-12-24,91,77.0,,0.77,70.07000000000001
2015-12-25,81,77.0,,0.77,62.370000000000005
2015-12-26,98,77.0,,0.77,75.46000000000001
2015-12-27,94,77.0,,0.77,72.38
2015-12-28,89,77.0,,0.77,68.53
2015-12-29,94,77.0,,0.77,72.38
2015-12-30,95,77.0,,0.77,73.15
2015-12-31,88,77.0,,0.77,67.76
2016-01-01,84,81.0,False,0.81,68.04
2016-01-02,97,81.0,,0.81,78.57000000000001
2016-01-03,97,81.0,,0.81,78.57000000000001
2016-01-04,84,81.0,,0.81,68.04
2016-01-05,85,81.0,,0.81,68.85000000000001
2016-01-06,94,81.0,,0.81,76.14
2016-01-07,88,81.0,,0.81,71.28
2016-01-08,84,81.0,,0.81,68.04
2016-01-09,100,81.0,,0.81,81.0
2016-01-10,95,81.0,,0.81,76.95
2016-01-11,85,81.0,,0.81,68.85000000000001
2016-01-12,94,81.0,,0.81,76.14
2016-01-13,99,81.0,,0.81,80.19000000000001
2016-01-14,87,81.0,,0.81,70.47
2016-01-15,88,81.0,,0.81,71.28
2016-01-16,93,81.0,,0.81,75.33
2016-01-17,90,81.0,,0.81,72.9
2016-01-18,97,81.0,,0.81,78.57000000000001
2016-01-19,84,81.0,,0.81,68.04
2016-01-20,90,81.0,,0.81,72.9
2016-01-21,83,81.0,,0.81,67.23
2016-01-22,81,81.0,,0.81,65.61
2016-01-23,88,81.0,,0.81,71.28
2016-01-24,85,81.0,,0.81,68.85000000000001
2016-01-25,82,81.0,,0.81,66.42
2016-01-26,81,81.0,,0.81,65.61
2016-01-27,83,81.0,,0.81,67.23
2016-01-28,84,81.0,,0.81,68.04
2016-01-29,82,81.0,,0.81,66.42
2016-01-30,93,81.0,,0.81,75.33
2016-01-31,89,81.0,,0.81,72.09
2016-02-01,92,75.0,False,0.75,69.0
2016-02-02,88,75.0,,0.75,66.0
2016-02-03,86,75.0,,0.75,64.5
2016-02-04,87,75.0,,0.75,65.25
2016-02-05,88,75.0,,0.75,66.0
2016-02-06,99,75.0,,0.75,74.25
2016-02-07,98,75.0,,0.75,73.5
2016-02-08,84,75.0,,0.75,63.0
2016-02-09,91,75.0,,0.75,68.25
2016-02-10,92,75.0,,0.75,69.0
2016-02-11,93,75.0,,0.75,69.75
2016-02-12,84,75.0,,0.75,63.0
2016-02-13,99,75.0,,0.75,74.25
2016-02-14,100,75.0,,0.75,75.0
2016-02-15,90,75.0,,0.75,67.5
2016-02-16,90,75.0,,0.75,67.5
2016-02-17,90,75.0,,0.75,67.5
2016-02-18,89,75.0,,0.75,66.75
2016-02-19,85,75.0,,0.75,63.75
2016-02-20,97,75.0,,0.75,72.75
2016-02-21,100,75.0,,0.75,75.0
2016-02-22,90,75.0,,0.75,67.5
2016-02-23,93,75.0,,0.75,69.75
2016-02-24,87,75.0,,0.75,65.25
2016-02-25,87,75.0,,0.75,65.25
2016-02-26,89,75.0,,0.75,66.75
2016-02-27,94,75.0,,0.75,70.5
2016-02-28,100,75.0,,0.75,75.0
2016-02-29,92,75.0,,0.75,69.0
2016-03-01,87,74.0,False,0.74,64.38
2016-03-02,79,74.0,,0.74,58.46
2016-03-03,84,74.0,,0.74,62.16
2016-03-04,85,74.0,,0.74,62.9
2016-03-05,95,74.0,,0.74,70.3
2016-03-06,91,74.0,,0.74,67.34
2016-03-07,86,74.0,,0.74,63.64
2016-03-08,85,74.0,,0.74,62.9
2016-03-09,84,74.0,,0.74,62.16
2016-03-10,88,74.0,,0.74,65.12
2016-03-11,86,74.0,,0.74,63.64
2016-03-12,93,74.0,,0.74,68.82
2016-03-13,93,74.0,,0.74,68.82
2016-03-14,84,74.0,,0.74,62.16
2016-03-15,91,74.0,,0.74,67.34
2016-03-16,91,74.0,,0.74,67.34
2016-03-17,84,74.0,,0.74,62.16
2016-03-18,75,74.0,,0.74,55.5
2016-03-19,97,74.0,,0.74,71.78
2016-03-20,100,74.0,,0.74,74.0
2016-03-21,92,74.0,,0.74,68.08
2016-03-22,87,74.0,,0.74,64.38
2016-03-23,86,74.0,,0.74,63.64
2016-03-24,88,74.0,,0.74,65.12
2016-03-25,91,74.0,,0.74,67.34
2016-03-26,96,74.0,,0.74,71.03999999999999
2016-03-27,88,74.0,,0.74,65.12
2016-03-28,94,74.0,,0.74,69.56
2016-03-29,78,74.0,,0.74,57.72
2016-03-30,86,74.0,,0.74,63.64
2016-03-31,96,74.0,,0.74,71.03999999999999
2016-04-01,84,79.0,False,0.79,66.36
2016-04-02,92,79.0,,0.79,72.68
2016-04-03,95,79.0,,0.79,75.05
2016-04-04,86,79.0,,0.79,67.94
2016-04-05,85,79.0,,0.79,67.15
2016-04-06,92,79.0,,0.79,72.68
2016-04-07,87,79.0,,0.79,68.73
2016-04-08,86,79.0,,0.79,67.94
2016-04-09,96,79.0,,0.79,75.84
2016-04-10,99,79.0,,0.79,78.21000000000001
2016-04-11,92,79.0,,0.79,72.68
2016-04-12,88,79.0,,0.79,69.52000000000001
2016-04-13,87,79.0,,0.79,68.73
2016-04-14,81,79.0,,0.79,63.99
2016-04-15,84,79.0,,0.79,66.36
2016-04-16,96,79.0,,0.79,75.84
2016-04-17,98,79.0,,0.79,77.42
2016-04-18,90,79.0,,0.79,71.10000000000001
2016-04-19,85,79.0,,0.79,67.15
2016-04-20,82,79.0,,0.79,64.78
2016-04-21,84,79.0,,0.79,66.36
2016-04-22,90,79.0,,0.79,71.10000000000001
2016-04-23,97,79.0,,0.79,76.63000000000001
2016-04-24,96,79.0,,0.79,75.84
2016-04-25,87,79.0,,0.79,68.73
2016-04-26,88,79.0,,0.79,69.52000000000001
2016-04-27,88,79.0,,0.79,69.52000000000001
2016-04-28,87,79.0,,0.79,68.73
2016-04-29,88,79.0,,0.79,69.52000000000001
2016-04-30,100,79.0,,0.79,79.0
2016-05-01,95,81.0,False,0.81,76.95
2016-05-02,86,81.0,,0.81,69.66000000000001
2016-05-03,87,81.0,,0.81,70.47
2016-05-04,81,81.0,,0.81,65.61
2016-05-05,84,81.0,,0.81,68.04
2016-05-06,75,81.0,,0.81,60.75000000000001
2016-05-07,95,81.0,,0.81,76.95
2016-05-08,84,81.0,,0.81,68.04
2016-05-09,84,81.0,,0.81,68.04
2016-05-10,77,81.0,,0.81,62.370000000000005
2016-05-11,81,81.0,,0.81,65.61
2016-05-12,84,81.0,,0.81,68.04
2016-05-13,87,81.0,,0.81,70.47
2016-05-14,95,81.0,,0.81,76.95
2016-05-15,92,81.0,,0.81,74.52000000000001
2016-05-16,88,81.0,,0.81,71.28
2016-05-17,82,81.0,,0.81,66.42
2016-05-18,85,81.0,,0.81,68.85000000000001
2016-05-19,87,81.0,,0.81,70.47
2016-05-20,85,81.0,,0.81,68.85000000000001
2016-05-21,100,81.0,,0.81,81.0
2016-05-22,96,81.0,,0.81,77.76
2016-05-23,88,81.0,,0.81,71.28
2016-05-24,84,81.0,,0.81,68.04
2016-05-25,86,81.0,,0.81,69.66000000000001
2016-05-26,85,81.0,,0.81,68.85000000000001
2016-05-27,83,81.0,,0.81,67.23
2016-05-28,97,81.0,,0.81,78.57000000000001
2016-05-29,91,81.0,,0.81,73.71000000000001
2016-05-30,96,81.0,,0.81,77.76
2016-05-31,81,81.0,,0.81,65.61
2016-06-01,88,84.0,False,0.84,73.92
2016-06-02,85,84.0,,0.84,71.39999999999999
2016-06-03,82,84.0,,0.84,68.88
2016-06-04,98,84.0,,0.84,82.32
2016-06-05,89,84.0,,0.84,74.75999999999999
2016-06-06,88,84.0,,0.84,73.92
2016-06-07,92,84.0,,0.84,77.28
2016-06-08,86,84.0,,0.84,72.24
2016-06-09,90,84.0,,0.84,75.6
2016-06-10,90,84.0,,0.84,75.6
2016-06-11,91,84.0,,0.84,76.44
2016-06-12,91,84.0,,0.84,76.44
2016-06-13,90,84.0,,0.84,75.6
2016-06-14,92,84.0,,0.84,77.28
2016-06-15,89,84.0,,0.84,74.75999999999999
2016-06-16,89,84.0,,0.84,74.75999999999999
2016-06-17,88,84.0,,0.84,73.92
2016-06-18,100,84.0,,0.84,84.0
2016-06-19,93,84.0,,0.84,78.11999999999999
2016-06-20,95,84.0,,0.84,79.8
2016-06-21,90,84.0,,0.84,75.6
2016-06-22,91,84.0,,0.84,76.44
2016-06-23,92,84.0,,0.84,77.28
2016-06-24,90,84.0,,0.84,75.6
2016-06-25,97,84.0,,0.84,81.48
2016-06-26,97,84.0,,0.84,81.48
2016-06-27,95,84.0,,0.84,79.8
2016-06-28,96,84.0,,0.84,80.64
2016-06-29,96,84.0,,0.84,80.64
2016-06-30,92,84.0,,0.84,77.28
2016-07-01,93,85.0,False,0.85,79.05
2016-07-02,98,85.0,,0.85,83.3
2016-07-03,93,85.0,,0.85,79.05
2016-07-04,93,85.0,,0.85,79.05
2016-07-05,93,85.0,,0.85,79.05
2016-07-06,91,85.0,,0.85,77.35
2016-07-07,94,85.0,,0.85,79.89999999999999
2016-07-08,84,85.0,,0.85,71.39999999999999
2016-07-09,91,85.0,,0.85,77.35
2016-07-10,97,85.0,,0.85,82.45
2016-07-11,92,85.0,,0.85,78.2
2016-07-12,93,85.0,,0.85,79.05
2016-07-13,95,85.0,,0.85,80.75
2016-07-14,86,85.0,,0.85,73.1
2016-07-15,89,85.0,,0.85,75.64999999999999
2016-07-16,100,85.0,,0.85,85.0
2016-07-17,97,85.0,,0.85,82.45
2016-07-18,92,85.0,,0.85,78.2
2016-07-19,94,85.0,,0.85,79.89999999999999
2016-07-20,91,85.0,,0.85,77.35
2016-07-21,85,85.0,,0.85,72.25
2016-07-22,86,85.0,,0.85,73.1
2016-07-23,97,85.0,,0.85,82.45
2016-07-24,95,85.0,,0.85,80.75
2016-07-25,94,85.0,,0.85,79.89999999999999
2016-07-26,93,85.0,,0.85,79.05
2016-07-27,88,85.0,,0.85,74.8
2016-07-28,89,85.0,,0.85,75.64999999999999
2016-07-29,86,85.0,,0.85,73.1
2016-07-30,97,85.0,,0.85,82.45
2016-07-31,95,85.0,,0.85,80.75
2016-08-01,89,79.0,False,0.79,70.31
2016-08-02,87,79.0,,0.79,68.73
2016-08-03,85,79.0,,0.79,67.15
2016-08-04,79,79.0,,0.79,62.410000000000004
2016-08-05,81,79.0,,0.79,63.99
2016-08-06,78,79.0,,0.79,61.620000000000005
2016-08-07,86,79.0,,0.79,67.94
2016-08-08,78,79.0,,0.79,61.620000000000005
2016-08-09,82,79.0,,0.79,64.78
2016-08-10,79,79.0,,0.79,62.410000000000004
2016-08-11,80,79.0,,0.79,63.2
2016-08-12,74,79.0,,0.79,58.46
2016-08-13,85,79.0,,0.79,67.15
2016-08-14,89,79.0,,0.79,70.31
2016-08-15,77,79.0,,0.79,60.830000000000005
2016-08-16,84,79.0,,0.79,66.36
2016-08-17,73,79.0,,0.79,57.67
2016-08-18,82,79.0,,0.79,64.78
2016-08-19,80,79.0,,0.79,63.2
2016-08-20,100,79.0,,0.79,79.0
2016-08-21,87,79.0,,0.79,68.73
2016-08-22,79,79.0,,0.79,62.410000000000004
2016-08-23,81,79.0,,0.79,63.99
2016-08-24,79,79.0,,0.79,62.410000000000004
2016-08-25,83,79.0,,0.79,65.57000000000001
2016-08-26,84,79.0,,0.79,66.36
2016-08-27,99,79.0,,0.79,78.21000000000001
2016-08-28,90,79.0,,0.79,71.10000000000001
2016-08-29,83,79.0,,0.79,65.57000000000001
2016-08-30,83,79.0,,0.79,65.57000000000001
2016-08-31,75,79.0,,0.79,59.25
2016-09-01,83,77.0,False,0.77,63.910000000000004
2016-09-02,82,77.0,,0.77,63.14
2016-09-03,97,77.0,,0.77,74.69
2016-09-04,97,77.0,,0.77,74.69
2016-09-05,100,77.0,,0.77,77.0
2016-09-06,84,77.0,,0.77,64.68
2016-09-07,84,77.0,,0.77,64.68
2016-09-08,86,77.0,,0.77,66.22
2016-09-09,82,77.0,,0.77,63.14
2016-09-10,91,77.0,,0.77,70.07000000000001
2016-09-11,87,77.0,,0.77,66.99
2016-09-12,82,77.0,,0.77,63.14
2016-09-13,83,77.0,,0.77,63.910000000000004
2016-09-14,83,77.0,,0.77,63.910000000000004
2016-09-15,80,77.0,,0.77,61.6
2016-09-16,83,77.0,,0.77,63.910000000000004
2016-09-17,92,77.0,,0.77,70.84
2016-09-18,88,77.0,,0.77,67.76
2016-09-19,84,77.0,,0.77,64.68
2016-09-20,80,77.0,,0.77,61.6
2016-09-21,80,77.0,,0.77,61.6
2016-09-22,82,77.0,,0.77,63.14
2016-09-23,77,77.0,,0.77,59.29
2016-09-24,90,77.0,,0.77,69.3
2016-09-25,85,77.0,,0.77,65.45
2016-09-26,84,77.0,,0.77,64.68
2016-09-27,77,77.0,,0.77,59.29
2016-09-28,81,77.0,,0.77,62.370000000000005
2016-09-29,81,77.0,,0.77,62.370000000000005
2016-09-30,83,77.0,,0.77,63.910000000000004
2016-10-01,92,76.0,False,0.76,69.92
2016-10-02,89,76.0,,0.76,67.64
2016-10-03,91,76.0,,0.76,69.16
2016-10-04,86,76.0,,0.76,65.36
2016-10-05,77,76.0,,0.76,58.52
2016-10-06,87,76.0,,0.76,66.12
2016-10-07,86,76.0,,0.76,65.36
2016-10-08,90,76.0,,0.76,68.4
2016-10-09,92,76.0,,0.76,69.92
2016-10-10,84,76.0,,0.76,63.84
2016-10-11,90,76.0,,0.76,68.4
2016-10-12,85,76.0,,0.76,64.6
2016-10-13,85,76.0,,0.76,64.6
2016-10-14,79,76.0,,0.76,60.04
2016-10-15,93,76.0,,0.76,70.68
2016-10-16,89,76.0,,0.76,67.64
2016-10-17,91,76.0,,0.76,69.16
2016-10-18,88,76.0,,0.76,66.88
2016-10-19,90,76.0,,0.76,68.4
2016-10-20,85,76.0,,0.76,64.6
2016-10-21,86,76.0,,0.76,65.36
2016-10-22,100,76.0,,0.76,76.0
2016-10-23,95,76.0,,0.76,72.2
2016-10-24,88,76.0,,0.76,66.88
2016-10-25,93,76.0,,0.76,70.68
2016-10-26,88,76.0,,0.76,66.88
2016-10-27,93,76.0,,0.76,70.68
2016-10-28,89,76.0,,0.76,67.64
2016-10-29,97,76.0,,0.76,73.72
2016-10-30,95,76.0,,0.76,72.2
2016-10-31,83,76.0,,0.76,63.08
2016-11-01,82,78.0,False,0.78,63.96
2016-11-02,85,78.0,,0.78,66.3
2016-11-03,84,78.0,,0.78,65.52
2016-11-04,84,78.0,,0.78,65.52
2016-11-05,96,78.0,,0.78,74.88
2016-11-06,96,78.0,,0.78,74.88
2016-11-07,89,78.0,,0.78,69.42
2016-11-08,83,78.0,,0.78,64.74000000000001
2016-11-09,69,78.0,,0.78,53.82
2016-11-10,85,78.0,,0.78,66.3
2016-11-11,92,78.0,,0.78,71.76
2016-11-12,96,78.0,,0.78,74.88
2016-11-13,96,78.0,,0.78,74.88
2016-11-14,94,78.0,,0.78,73.32000000000001
2016-11-15,92,78.0,,0.78,71.76
2016-11-16,89,78.0,,0.78,69.42
2016-11-17,86,78.0,,0.78,67.08
2016-11-18,87,78.0,,0.78,67.86
2016-11-19,94,78.0,,0.78,73.32000000000001
2016-11-20,99,78.0,,0.78,77.22
2016-11-21,90,78.0,,0.78,70.2
2016-11-22,93,78.0,,0.78,72.54
2016-11-23,89,78.0,,0.78,69.42
2016-11-24,82,78.0,,0.78,63.96
2016-11-25,91,78.0,,0.78,70.98
2016-11-26,100,78.0,,0.78,78.0
2016-11-27,99,78.0,,0.78,77.22
2016-11-28,90,78.0,,0.78,70.2
2016-11-29,92,78.0,,0.78,71.76
2016-11-30,92,78.0,,0.78,71.76
2016-12-01,80,85.0,False,0.85,68.0
2016-12-02,76,85.0,,0.85,64.6
2016-12-03,83,85.0,,0.85,70.55
2016-12-04,88,85.0,,0.85,74.8
2016-12-05,85,85.0,,0.85,72.25
2016-12-06,77,85.0,,0.85,65.45
2016-12-07,83,85.0,,0.85,70.55
2016-12-08,81,85.0,,0.85,68.85
2016-12-09,79,85.0,,0.85,67.14999999999999
2016-12-10,86,85.0,,0.85,73.1
2016-12-11,95,85.0,,0.85,80.75
2016-12-12,86,85.0,,0.85,73.1
2016-12-13,79,85.0,,0.85,67.14999999999999
2016-12-14,84,85.0,,0.85,71.39999999999999
2016-12-15,83,85.0,,0.85,70.55
2016-12-16,83,85.0,,0.85,70.55
2016-12-17,84,85.0,,0.85,71.39999999999999
2016-12-18,91,85.0,,0.85,77.35
2016-12-19,91,85.0,,0.85,77.35
2016-12-20,92,85.0,,0.85,78.2
2016-12-21,89,85.0,,0.85,75.64999999999999
2016-12-22,95,85.0,,0.85,80.75
2016-12-23,100,85.0,,0.85,85.0
2016-12-24,88,85.0,,0.85,74.8
2016-12-25,73,85.0,,0.85,62.05
2016-12-26,95,85.0,,0.85,80.75
2016-12-27,89,85.0,,0.85,75.64999999999999
2016-12-28,99,85.0,,0.85,84.14999999999999
2016-12-29,93,85.0,,0.85,79.05
2016-12-30,83,85.0,,0.85,70.55
2016-12-31,91,85.0,,0.85,77.35
2017-01-01,82,87.0,False,0.87,71.34
2017-01-02,100,87.0,,0.87,87.0
2017-01-03,94,87.0,,0.87,81.78
2017-01-04,97,87.0,,0.87,84.39
2017-01-05,87,87.0,,0.87,75.69
2017-01-06,87,87.0,,0.87,75.69
2017-01-07,96,87.0,,0.87,83.52
2017-01-08,100,87.0,,0.87,87.0
2017-01-09,86,87.0,,0.87,74.82
2017-01-10,88,87.0,,0.87,76.56
2017-01-11,88,87.0,,0.87,76.56
2017-01-12,85,87.0,,0.87,73.95
2017-01-13,87,87.0,,0.87,75.69
2017-01-14,100,87.0,,0.87,87.0
2017-01-15,96,87.0,,0.87,83.52
2017-01-16,98,87.0,,0.87,85.26
2017-01-17,90,87.0,,0.87,78.3
2017-01-18,85,87.0,,0.87,73.95
2017-01-19,87,87.0,,0.87,75.69
2017-01-20,81,87.0,,0.87,70.47
2017-01-21,96,87.0,,0.87,83.52
2017-01-22,92,87.0,,0.87,80.04
2017-01-23,91,87.0,,0.87,79.17
2017-01-24,87,87.0,,0.87,75.69
2017-01-25,90,87.0,,0.87,78.3
2017-01-26,85,87.0,,0.87,73.95
2017-01-27,84,87.0,,0.87,73.08
2017-01-28,98,87.0,,0.87,85.26
2017-01-29,94,87.0,,0.87,81.78
2017-01-30,87,87.0,,0.87,75.69
2017-01-31,86,87.0,,0.87,74.82
2017-02-01,83,83.0,False,0.83,68.89
2017-02-02,86,83.0,,0.83,71.38
2017-02-03,82,83.0,,0.83,68.06
2017-02-04,100,83.0,,0.83,83.0
2017-02-05,88,83.0,,0.83,73.03999999999999
2017-02-06,78,83.0,,0.83,64.74
2017-02-07,80,83.0,,0.83,66.39999999999999
2017-02-08,84,83.0,,0.83,69.72
2017-02-09,85,83.0,,0.83,70.55
2017-02-10,85,83.0,,0.83,70.55
2017-02-11,93,83.0,,0.83,77.19
2017-02-12,90,83.0,,0.83,74.7
2017-02-13,88,83.0,,0.83,73.03999999999999
2017-02-14,85,83.0,,0.83,70.55
2017-02-15,82,83.0,,0.83,68.06
2017-02-16,90,83.0,,0.83,74.7
2017-02-17,81,83.0,,0.83,67.22999999999999
2017-02-18,95,83.0,,0.83,78.85
2017-02-19,96,83.0,,0.83,79.67999999999999
2017-02-20,92,83.0,,0.83,76.36
2017-02-21,82,83.0,,0.83,68.06
2017-02-22,88,83.0,,0.83,73.03999999999999
2017-02-23,86,83.0,,0.83,71.38
2017-02-24,90,83.0,,0.83,74.7
2017-02-25,99,83.0,,0.83,82.17
2017-02-26,98,83.0,,0.83,81.33999999999999
2017-02-27,88,83.0,,0.83,73.03999999999999
2017-02-28,85,83.0,,0.83,70.55
2017-03-01,85,84.0,False,0.84,71.39999999999999
2017-03-02,86,84.0,,0.84,72.24
2017-03-03,82,84.0,,0.84,68.88
2017-03-04,100,84.0,,0.84,84.0
2017-03-05,98,84.0,,0.84,82.32
2017-03-06,86,84.0,,0.84,72.24
2017-03-07,89,84.0,,0.84,74.75999999999999
2017-03-08,80,84.0,,0.84,67.2
2017-03-09,78,84.0,,0.84,65.52
2017-03-10,77,84.0,,0.84,64.67999999999999
2017-03-11,92,84.0,,0.84,77.28
2017-03-12,97,84.0,,0.84,81.48
2017-03-13,79,84.0,,0.84,66.36
2017-03-14,83,84.0,,0.84,69.72
2017-03-15,78,84.0,,0.84,65.52
2017-03-16,79,84.0,,0.84,66.36
2017-03-17,84,84.0,,0.84,70.56
2017-03-18,90,84.0,,0.84,75.6
2017-03-19,93,84.0,,0.84,78.11999999999999
2017-03-20,78,84.0,,0.84,65.52
2017-03-21,84,84.0,,0.84,70.56
2017-03-22,85,84.0,,0.84,71.39999999999999
2017-03-23,85,84.0,,0.84,71.39999999999999
2017-03-24,79,84.0,,0.84,66.36
2017-03-25,92,84.0,,0.84,77.28
2017-03-26,98,84.0,,0.84,82.32
2017-03-27,87,84.0,,0.84,73.08
2017-03-28,88,84.0,,0.84,73.92
2017-03-29,81,84.0,,0.84,68.03999999999999
2017-03-30,90,84.0,,0.84,75.6
2017-03-31,84,84.0,,0.84,70.56
2017-04-01,90,84.0,False,0.84,75.6
2017-04-02,96,84.0,,0.84,80.64
2017-04-03,84,84.0,,0.84,70.56
2017-04-04,88,84.0,,0.84,73.92
2017-04-05,84,84.0,,0.84,70.56
2017-04-06,83,84.0,,0.84,69.72
2017-04-07,82,84.0,,0.84,68.88
2017-04-08,92,84.0,,0.84,77.28
2017-04-09,97,84.0,,0.84,81.48
2017-04-10,84,84.0,,0.84,70.56
2017-04-11,84,84.0,,0.84,70.56
2017-04-12,87,84.0,,0.84,73.08
2017-04-13,85,84.0,,0.84,71.39999999999999
2017-04-14,86,84.0,,0.84,72.24
2017-04-15,89,84.0,,0.84,74.75999999999999
2017-04-16,91,84.0,,0.84,76.44
2017-04-17,81,84.0,,0.84,68.03999999999999
2017-04-18,89,84.0,,0.84,74.75999999999999
2017-04-19,87,84.0,,0.84,73.08
2017-04-20,84,84.0,,0.84,70.56
2017-04-21,87,84.0,,0.84,73.08
2017-04-22,100,84.0,,0.84,84.0
2017-04-23,95,84.0,,0.84,79.8
2017-04-24,92,84.0,,0.84,77.28
