date,sell_unscaled,sell_monthly,isPartial,scale,sell
2013-12-27,93,74.0,,0.74,68.82
2013-12-28,94,74.0,,0.74,69.56
2013-12-29,93,74.0,,0.74,68.82
2013-12-30,88,74.0,,0.74,65.12
2013-12-31,87,74.0,,0.74,64.38
2014-01-01,83,73.0,False,0.73,60.589999999999996
2014-01-02,91,73.0,,0.73,66.42999999999999
2014-01-03,94,73.0,,0.73,68.62
2014-01-04,100,73.0,,0.73,73.0
2014-01-05,98,73.0,,0.73,71.53999999999999
2014-01-06,91,73.0,,0.73,66.42999999999999
2014-01-07,81,73.0,,0.73,59.129999999999995
2014-01-08,86,73.0,,0.73,62.78
2014-01-09,90,73.0,,0.73,65.7
2014-01-10,89,73.0,,0.73,64.97
2014-01-11,97,73.0,,0.73,70.81
2014-01-12,100,73.0,,0.73,73.0
2014-01-13,87,73.0,,0.73,63.51
2014-01-14,87,73.0,,0.73,63.51
2014-01-15,83,73.0,,0.73,60.589999999999996
2014-01-16,80,73.0,,0.73,58.4
2014-01-17,76,73.0,,0.73,55.48
2014-01-18,95,73.0,,0.73,69.35
2014-01-19,93,73.0,,0.73,67.89
2014-01-20,89,73.0,,0.73,64.97
2014-01-21,85,73.0,,0.73,62.05
2014-01-22,80,73.0,,0.73,58.4
2014-01-23,82,73.0,,0.73,59.86
2014-01-24,85,73.0,,0.73,62.05
2014-01-25,94,73.0,,0.73,68.62
2014-01-26,93,73.0,,0.73,67.89
2014-01-27,83,73.0,,0.73,60.589999999999996
2014-01-28,81,73.0,,0.73,59.129999999999995
2014-01-29,81,73.0,,0.73,59.129999999999995
2014-01-30,84,73.0,,0.73,61.32
2014-01-31,80,73.0,,0.73,58.4
2014-02-01,91,70.0,False,0.7,63.699999999999996
2014-02-02,97,70.0,,0.7,67.89999999999999
2014-02-03,82,70.0,,0.7,57.4
2014-02-04,85,70.0,,0.7,59.49999999999999
2014-02-05,83,70.0,,0.7,58.099999999999994
2014-02-06,86,70.0,,0.7,60.199999999999996
2014-02-07,87,70.0,,0.7,60.9
2014-02-08,97,70.0,,0.7,67.89999999999999
2014-02-09,96,70.0,,0.7,67.19999999999999
2014-02-10,84,70.0,,0.7,58.8
2014-02-11,98,70.0,,0.7,68.6
2014-02-12,91,70.0,,0.7,63.699999999999996
2014-02-13,89,70.0,,0.7,62.3
2014-02-14,85,70.0,,0.7,59.49999999999999
2014-02-15,91,70.0,,0.7,63.699999999999996
2014-02-16,96,70.0,,0.7,67.19999999999999
2014-02-17,96,70.0,,0.7,67.19999999999999
2014-02-18,87,70.0,,0.7,60.9
2014-02-19,89,70.0,,0.7,62.3
2014-02-20,85,70.0,,0.7,59.49999999999999
2014-02-21,82,70.0,,0.7,57.4
2014-02-22,98,70.0,,0.7,68.6
2014-02-23,100,70.0,,0.7,70.0
2014-02-24,90,70.0,,0.7,62.99999999999999
2014-02-25,88,70.0,,0.7,61.599999999999994
2014-02-26,88,70.0,,0.7,61.599999999999994
2014-02-27,84,70.0,,0.7,58.8
2014-02-28,85,70.0,,0.7,59.49999999999999
2014-03-01,76,72.0,False,0.72,54.72
2014-03-02,79,72.0,,0.72,56.879999999999995
2014-03-03,77,72.0,,0.72,55.44
2014-03-04,77,72.0,,0.72,55.44
2014-03-05,76,72.0,,0.72,54.72
2014-03-06,75,72.0,,0.72,54.0
2014-03-07,75,72.0,,0.72,54.0
2014-03-08,84,72.0,,0.72,60.48
2014-03-09,84,72.0,,0.72,60.48
2014-03-10,78,72.0,,0.72,56.16
2014-03-11,70,72.0,,0.72,50.4
2014-03-12,71,72.0,,0.72,51.12
2014-03-13,72,72.0,,0.72,51.839999999999996
2014-03-14,74,72.0,,0.72,53.28
2014-03-15,100,72.0,,0.72,72.0
2014-03-16,81,72.0,,0.72,58.32
2014-03-17,75,72.0,,0.72,54.0
2014-03-18,74,72.0,,0.72,53.28
2014-03-19,73,72.0,,0.72,52.559999999999995
2014-03-20,76,72.0,,0.72,54.72
2014-03-21,72,72.0,,0.72,51.839999999999996
2014-03-22,82,72.0,,0.72,59.04
2014-03-23,83,72.0,,0.72,59.76
2014-03-24,81,72.0,,0.72,58.32
2014-03-25,78,72.0,,0.72,56.16
2014-03-26,79,72.0,,0.72,56.879999999999995
2014-03-27,77,72.0,,0.72,55.44
2014-03-28,77,72.0,,0.72,55.44
2014-03-29,76,72.0,,0.72,54.72
2014-03-30,83,72.0,,0.72,59.76
2014-03-31,73,72.0,,0.72,52.559999999999995
2014-04-01,82,71.0,False,0.71,58.22
2014-04-02,83,71.0,,0.71,58.93
2014-04-03,84,71.0,,0.71,59.64
2014-04-04,85,71.0,,0.71,60.349999999999994
2014-04-05,93,71.0,,0.71,66.03
2014-04-06,91,71.0,,0.71,64.61
2014-04-07,87,71.0,,0.71,61.769999999999996
2014-04-08,88,71.0,,0.71,62.48
2014-04-09,85,71.0,,0.71,60.349999999999994
2014-04-10,84,71.0,,0.71,59.64
2014-04-11,81,71.0,,0.71,57.51
2014-04-12,98,71.0,,0.71,69.58
2014-04-13,96,71.0,,0.71,68.16
2014-04-14,89,71.0,,0.71,63.19
2014-04-15,83,71.0,,0.71,58.93
2014-04-16,87,71.0,,0.71,61.769999999999996
2014-04-17,86,71.0,,0.71,61.059999999999995
2014-04-18,85,71.0,,0.71,60.349999999999994
2014-04-19,97,71.0,,0.71,68.86999999999999
2014-04-20,89,71.0,,0.71,63.19
2014-04-21,90,71.0,,0.71,63.9
2014-04-22,90,71.0,,0.71,63.9
2014-04-23,87,71.0,,0.71,61.769999999999996
2014-04-24,92,71.0,,0.71,65.32
2014-04-25,82,71.0,,0.71,58.22
2014-04-26,97,71.0,,0.71,68.86999999999999
2014-04-27,100,71.0,,0.71,71.0
2014-04-28,88,71.0,,0.71,62.48
2014-04-29,91,71.0,,0.71,64.61
2014-04-30,93,71.0,,0.71,66.03
2014-05-01,86,74.0,False,0.74,63.64
2014-05-02,83,74.0,,0.74,61.42
2014-05-03,88,74.0,,0.74,65.12
2014-05-04,95,74.0,,0.74,70.3
2014-05-05,87,74.0,,0.74,64.38
2014-05-06,88,74.0,,0.74,65.12
2014-05-07,83,74.0,,0.74,61.42
2014-05-08,89,74.0,,0.74,65.86
2014-05-09,80,74.0,,0.74,59.2
2014-05-10,94,74.0,,0.74,69.56
2014-05-11,86,74.0,,0.74,63.64
2014-05-12,89,74.0,,0.74,65.86
2014-05-13,86,74.0,,0.74,63.64
2014-05-14,81,74.0,,0.74,59.94
2014-05-15,82,74.0,,0.74,60.68
2014-05-16,81,74.0,,0.74,59.94
2014-05-17,89,74.0,,0.74,65.86
2014-05-18,100,74.0,,0.74,74.0
2014-05-19,91,74.0,,0.74,67.34
2014-05-20,80,74.0,,0.74,59.2
2014-05-21,79,74.0,,0.74,58.46
2014-05-22,85,74.0,,0.74,62.9
2014-05-23,75,74.0,,0.74,55.5
2014-05-24,85,74.0,,0.74,62.9
2014-05-25,82,74.0,,0.74,60.68
2014-05-26,93,74.0,,0.74,68.82
2014-05-27,81,74.0,,0.74,59.94
2014-05-28,79,74.0,,0.74,58.46
2014-05-29,81,74.0,,0.74,59.94
2014-05-30,82,74.0,,0.74,60.68
2014-05-31,91,74.0,,0.74,67.34
2014-06-01,95,73.0,False,0.73,69.35
2014-06-02,84,73.0,,0.73,61.32
2014-06-03,83,73.0,,0.73,60.589999999999996
2014-06-04,82,73.0,,0.73,59.86
2014-06-05,84,73.0,,0.73,61.32
2014-06-06,79,73.0,,0.73,57.67
2014-06-07,93,73.0,,0.73,67.89
2014-06-08,94,73.0,,0.73,68.62
2014-06-09,80,73.0,,0.73,58.4
2014-06-10,86,73.0,,0.73,62.78
2014-06-11,80,73.0,,0.73,58.4
2014-06-12,83,73.0,,0.73,60.589999999999996
2014-06-13,81,73.0,,0.73,59.129999999999995
2014-06-14,83,73.0,,0.73,60.589999999999996
2014-06-15,83,73.0,,0.73,60.589999999999996
2014-06-16,80,73.0,,0.73,58.4
2014-06-17,87,73.0,,0.73,63.51
2014-06-18,81,73.0,,0.73,59.129999999999995
2014-06-19,85,73.0,,0.73,62.05
2014-06-20,82,73.0,,0.73,59.86
2014-06-21,93,73.0,,0.73,67.89
2014-06-22,100,73.0,,0.73,73.0
2014-06-23,93,73.0,,0.73,67.89
2014-06-24,86,73.0,,0.73,62.78
2014-06-25,84,73.0,,0.73,61.32
2014-06-26,85,73.0,,0.73,62.05
2014-06-27,82,73.0,,0.73,59.86
2014-06-28,88,73.0,,0.73,64.24
2014-06-29,94,73.0,,0.73,68.62
2014-06-30,87,73.0,,0.73,63.51
2014-07-01,85,76.0,False,0.76,64.6
2014-07-02,87,76.0,,0.76,66.12
2014-07-03,88,76.0,,0.76,66.88
2014-07-04,88,76.0,,0.76,66.88
2014-07-05,88,76.0,,0.76,66.88
2014-07-06,95,76.0,,0.76,72.2
2014-07-07,93,76.0,,0.76,70.68
2014-07-08,91,76.0,,0.76,69.16
2014-07-09,86,76.0,,0.76,65.36
2014-07-10,88,76.0,,0.76,66.88
2014-07-11,90,76.0,,0.76,68.4
2014-07-12,95,76.0,,0.76,72.2
2014-07-13,93,76.0,,0.76,70.68
2014-07-14,90,76.0,,0.76,68.4
2014-07-15,89,76.0,,0.76,67.64
2014-07-16,90,76.0,,0.76,68.4
2014-07-17,91,76.0,,0.76,69.16
2014-07-18,91,76.0,,0.76,69.16
2014-07-19,97,76.0,,0.76,73.72
2014-07-20,100,76.0,,0.76,76.0
2014-07-21,93,76.0,,0.76,70.68
2014-07-22,98,76.0,,0.76,74.48
2014-07-23,96,76.0,,0.76,72.96000000000001
2014-07-24,90,76.0,,0.76,68.4
2014-07-25,90,76.0,,0.76,68.4
2014-07-26,97,76.0,,0.76,73.72
2014-07-27,94,76.0,,0.76,71.44
2014-07-28,93,76.0,,0.76,70.68
2014-07-29,95,76.0,,0.76,72.2
2014-07-30,96,76.0,,0.76,72.96000000000001
2014-07-31,87,76.0,,0.76,66.12
2014-08-01,85,74.0,False,0.74,62.9
2014-08-02,97,74.0,,0.74,71.78
2014-08-03,95,74.0,,0.74,70.3
2014-08-04,88,74.0,,0.74,65.12
2014-08-05,95,74.0,,0.74,70.3
2014-08-06,95,74.0,,0.74,70.3
2014-08-07,91,74.0,,0.74,67.34
2014-08-08,88,74.0,,0.74,65.12
2014-08-09,96,74.0,,0.74,71.03999999999999
2014-08-10,93,74.0,,0.74,68.82
2014-08-11,90,74.0,,0.74,66.6
2014-08-12,82,74.0,,0.74,60.68
2014-08-13,81,74.0,,0.74,59.94
2014-08-14,92,74.0,,0.74,68.08
2014-08-15,87,74.0,,0.74,64.38
2014-08-16,94,74.0,,0.74,69.56
2014-08-17,100,74.0,,0.74,74.0
2014-08-18,95,74.0,,0.74,70.3
2014-08-19,95,74.0,,0.74,70.3
2014-08-20,87,74.0,,0.74,64.38
2014-08-21,83,74.0,,0.74,61.42
2014-08-22,85,74.0,,0.74,62.9
2014-08-23,94,74.0,,0.74,69.56
2014-08-24,92,74.0,,0.74,68.08
2014-08-25,81,74.0,,0.74,59.94
2014-08-26,88,74.0,,0.74,65.12
2014-08-27,86,74.0,,0.74,63.64
2014-08-28,84,74.0,,0.74,62.16
2014-08-29,81,74.0,,0.74,59.94
2014-08-30,92,74.0,,0.74,68.08
2014-08-31,93,74.0,,0.74,68.82
2014-09-01,94,75.0,False,0.75,70.5
2014-09-02,79,75.0,,0.75,59.25
2014-09-03,79,75.0,,0.75,59.25
2014-09-04,82,75.0,,0.75,61.5
2014-09-05,80,75.0,,0.75,60.0
2014-09-06,92,75.0,,0.75,69.0
2014-09-07,96,75.0,,0.75,72.0
2014-09-08,84,75.0,,0.75,63.0
2014-09-09,88,75.0,,0.75,66.0
2014-09-10,92,75.0,,0.75,69.0
2014-09-11,90,75.0,,0.75,67.5
2014-09-12,95,75.0,,0.75,71.25
2014-09-13,95,75.0,,0.75,71.25
2014-09-14,95,75.0,,0.75,71.25
2014-09-15,93,75.0,,0.75,69.75
2014-09-16,86,75.0,,0.75,64.5
2014-09-17,82,75.0,,0.75,61.5
2014-09-18,83,75.0,,0.75,62.25
2014-09-19,90,75.0,,0.75,67.5
2014-09-20,100,75.0,,0.75,75.0
2014-09-21,92,75.0,,0.75,69.0
2014-09-22,93,75.0,,0.75,69.75
2014-09-23,85,75.0,,0.75,63.75
2014-09-24,87,75.0,,0.75,65.25
2014-09-25,92,75.0,,0.75,69.0
2014-09-26,82,75.0,,0.75,61.5
2014-09-27,100,75.0,,0.75,75.0
2014-09-28,93,75.0,,0.75,69.75
2014-09-29,83,75.0,,0.75,62.25
2014-09-30,91,75.0,,0.75,68.25
2014-10-01,88,68.0,False,0.68,59.84
2014-10-02,82,68.0,,0.68,55.760000000000005
2014-10-03,85,68.0,,0.68,57.800000000000004
2014-10-04,100,68.0,,0.68,68.0
2014-10-05,92,68.0,,0.68,62.56
2014-10-06,88,68.0,,0.68,59.84
2014-10-07,86,68.0,,0.68,58.480000000000004
2014-10-08,82,68.0,,0.68,55.760000000000005
2014-10-09,79,68.0,,0.68,53.720000000000006
2014-10-10,83,68.0,,0.68,56.440000000000005
2014-10-11,91,68.0,,0.68,61.88
2014-10-12,95,68.0,,0.68,64.60000000000001
2014-10-13,83,68.0,,0.68,56.440000000000005
2014-10-14,85,68.0,,0.68,57.800000000000004
2014-10-15,80,68.0,,0.68,54.400000000000006
2014-10-16,82,68.0,,0.68,55.760000000000005
2014-10-17,81,68.0,,0.68,55.080000000000005
2014-10-18,94,68.0,,0.68,63.92
2014-10-19,94,68.0,,0.68,63.92
2014-10-20,83,68.0,,0.68,56.440000000000005
2014-10-21,88,68.0,,0.68,59.84
2014-10-22,85,68.0,,0.68,57.800000000000004
2014-10-23,84,68.0,,0.68,57.120000000000005
2014-10-24,83,68.0,,0.68,56.440000000000005
2014-10-25,98,68.0,,0.68,66.64
2014-10-26,98,68.0,,0.68,66.64
2014-10-27,86,68.0,,0.68,58.480000000000004
2014-10-28,85,68.0,,0.68,57.800000000000004
2014-10-29,87,68.0,,0.68,59.160000000000004
2014-10-30,83,68.0,,0.68,56.440000000000005
2014-10-31,80,68.0,,0.68,54.400000000000006
2014-11-01,91,70.0,False,0.7,63.699999999999996
2014-11-02,95,70.0,,0.7,66.5
2014-11-03,89,70.0,,0.7,62.3
2014-11-04,84,70.0,,0.7,58.8
2014-11-05,81,70.0,,0.7,56.699999999999996
2014-11-06,80,70.0,,0.7,56.0
2014-11-07,87,70.0,,0.7,60.9
2014-11-08,97,70.0,,0.7,67.89999999999999
2014-11-09,97,70.0,,0.7,67.89999999999999
2014-11-10,93,70.0,,0.7,65.1
2014-11-11,91,70.0,,0.7,63.699999999999996
2014-11-12,83,70.0,,0.7,58.099999999999994
2014-11-13,87,70.0,,0.7,60.9
2014-11-14,86,70.0,,0.7,60.199999999999996
2014-11-15,99,70.0,,0.7,69.3
2014-11-16,92,70.0,,0.7,64.39999999999999
2014-11-17,88,70.0,,0.7,61.599999999999994
2014-11-18,90,70.0,,0.7,62.99999999999999
2014-11-19,82,70.0,,0.7,57.4
2014-11-20,89,70.0,,0.7,62.3
2014-11-21,90,70.0,,0.7,62.99999999999999
2014-11-22,100,70.0,,0.7,70.0
2014-11-23,92,70.0,,0.7,64.39999999999999
2014-11-24,89,70.0,,0.7,62.3
2014-11-25,86,70.0,,0.7,60.199999999999996
2014-11-26,83,70.0,,0.7,58.099999999999994
2014-11-27,71,70.0,,0.7,49.699999999999996
2014-11-28,96,70.0,,0.7,67.19999999999999
2014-11-29,94,70.0,,0.7,65.8
2014-11-30,97,70.0,,0.7,67.89999999999999
2014-12-01,81,75.0,False,0.75,60.75
2014-12-02,80,75.0,,0.75,60.0
2014-12-03,82,75.0,,0.75,61.5
2014-12-04,74,75.0,,0.75,55.5
2014-12-05,83,75.0,,0.75,62.25
2014-12-06,89,75.0,,0.75,66.75
2014-12-07,86,75.0,,0.75,64.5
2014-12-08,82,75.0,,0.75,61.5
2014-12-09,83,75.0,,0.75,62.25
2014-12-10,78,75.0,,0.75,58.5
2014-12-11,82,75.0,,0.75,61.5
2014-12-12,83,75.0,,0.75,62.25
2014-12-13,94,75.0,,0.75,70.5
2014-12-14,96,75.0,,0.75,72.0
2014-12-15,86,75.0,,0.75,64.5
2014-12-16,89,75.0,,0.75,66.75
2014-12-17,92,75.0,,0.75,69.0
2014-12-18,86,75.0,,0.75,64.5
2014-12-19,90,75.0,,0.75,67.5
2014-12-20,99,75.0,,0.75,74.25
2014-12-21,98,75.0,,0.75,73.5
2014-12-22,97,75.0,,0.75,72.75
2014-12-23,98,75.0,,0.75,73.5
2014-12-24,90,75.0,,0.75,67.5
2014-12-25,72,75.0,,0.75,54.0
2014-12-26,100,75.0,,0.75,75.0
2014-12-27,98,75.0,,0.75,73.5
2014-12-28,99,75.0,,0.75,74.25
2014-12-29,92,75.0,,0.75,69.0
2014-12-30,92,75.0,,0.75,69.0
2014-12-31,86,75.0,,0.75,64.5
2015-01-01,85,73.0,False,0.73,62.05
2015-01-02,91,73.0,,0.73,66.42999999999999
2015-01-03,100,73.0,,0.73,73.0
2015-01-04,99,73.0,,0.73,72.27
2015-01-05,95,73.0,,0.73,69.35
2015-01-06,86,73.0,,0.73,62.78
2015-01-07,87,73.0,,0.73,63.51
2015-01-08,81,73.0,,0.73,59.129999999999995
2015-01-09,85,73.0,,0.73,62.05
2015-01-10,99,73.0,,0.73,72.27
2015-01-11,88,73.0,,0.73,64.24
2015-01-12,90,73.0,,0.73,65.7
2015-01-13,84,73.0,,0.73,61.32
2015-01-14,86,73.0,,0.73,62.78
2015-01-15,80,73.0,,0.73,58.4
2015-01-16,88,73.0,,0.73,64.24
2015-01-17,99,73.0,,0.73,72.27
2015-01-18,94,73.0,,0.73,68.62
2015-01-19,90,73.0,,0.73,65.7
2015-01-20,87,73.0,,0.73,63.51
2015-01-21,82,73.0,,0.73,59.86
2015-01-22,86,73.0,,0.73,62.78
2015-01-23,78,73.0,,0.73,56.94
2015-01-24,96,73.0,,0.73,70.08
2015-01-25,93,73.0,,0.73,67.89
2015-01-26,80,73.0,,0.73,58.4
2015-01-27,82,73.0,,0.73,59.86
2015-01-28,83,73.0,,0.73,60.589999999999996
2015-01-29,84,73.0,,0.73,61.32
2015-01-30,76,73.0,,0.73,55.48
2015-01-31,93,73.0,,0.73,67.89
2015-02-01,94,68.0,False,0.68,63.92
2015-02-02,83,68.0,,0.68,56.440000000000005
2015-02-03,87,68.0,,0.68,59.160000000000004
2015-02-04,93,68.0,,0.68,63.24
2015-02-05,86,68.0,,0.68,58.480000000000004
2015-02-06,84,68.0,,0.68,57.120000000000005
2015-02-07,100,68.0,,0.68,68.0
2015-02-08,99,68.0,,0.68,67.32000000000001
2015-02-09,88,68.0,,0.68,59.84
2015-02-10,87,68.0,,0.68,59.160000000000004
2015-02-11,91,68.0,,0.68,61.88
2015-02-12,88,68.0,,0.68,59.84
2015-02-13,86,68.0,,0.68,58.480000000000004
2015-02-14,91,68.0,,0.68,61.88
2015-02-15,94,68.0,,0.68,63.92
2015-02-16,92,68.0,,0.68,62.56
2015-02-17,85,68.0,,0.68,57.800000000000004
2015-02-18,82,68.0,,0.68,55.760000000000005
2015-02-19,80,68.0,,0.68,54.400000000000006
2015-02-20,83,68.0,,0.68,56.440000000000005
2015-02-21,92,68.0,,0.68,62.56
2015-02-22,100,68.0,,0.68,68.0
2015-02-23,85,68.0,,0.68,57.800000000000004
2015-02-24,88,68.0,,0.68,59.84
2015-02-25,88,68.0,,0.68,59.84
2015-02-26,83,68.0,,0.68,56.440000000000005
2015-02-27,77,68.0,,0.68,52.36000000000001
2015-02-28,98,68.0,,0.68,66.64
2015-03-01,97,68.0,False,0.68,65.96000000000001
2015-03-02,86,68.0,,0.68,58.480000000000004
2015-03-03,79,68.0,,0.68,53.720000000000006
2015-03-04,78,68.0,,0.68,53.040000000000006
2015-03-05,81,68.0,,0.68,55.080000000000005
2015-03-06,82,68.0,,0.68,55.760000000000005
2015-03-07,94,68.0,,0.68,63.92
2015-03-08,92,68.0,,0.68,62.56
2015-03-09,81,68.0,,0.68,55.080000000000005
2015-03-10,80,68.0,,0.68,54.400000000000006
2015-03-11,84,68.0,,0.68,57.120000000000005
2015-03-12,84,68.0,,0.68,57.120000000000005
2015-03-13,81,68.0,,0.68,55.080000000000005
2015-03-14,88,68.0,,0.68,59.84
2015-03-15,100,68.0,,0.68,68.0
2015-03-16,87,68.0,,0.68,59.160000000000004
2015-03-17,87,68.0,,0.68,59.160000000000004
2015-03-18,86,68.0,,0.68,58.480000000000004
2015-03-19,89,68.0,,0.68,60.52
2015-03-20,82,68.0,,0.68,55.760000000000005
2015-03-21,96,68.0,,0.68,65.28
2015-03-22,97,68.0,,0.68,65.96000000000001
2015-03-23,90,68.0,,0.68,61.2
2015-03-24,83,68.0,,0.68,56.440000000000005
2015-03-25,80,68.0,,0.68,54.400000000000006
2015-03-26,84,68.0,,0.68,57.120000000000005
2015-03-27,86,68.0,,0.68,58.480000000000004
2015-03-28,94,68.0,,0.68,63.92
2015-03-29,98,68.0,,0.68,66.64
2015-03-30,89,68.0,,0.68,60.52
2015-03-31,86,68.0,,0.68,58.480000000000004
2015-04-01,78,70.0,False,0.7,54.599999999999994
2015-04-02,83,70.0,,0.7,58.099999999999994
2015-04-03,88,70.0,,0.7,61.599999999999994
2015-04-04,92,70.0,,0.7,64.39999999999999
2015-04-05,92,70.0,,0.7,64.39999999999999
2015-04-06,87,70.0,,0.7,60.9
2015-04-07,85,70.0,,0.7,59.49999999999999
2015-04-08,89,70.0,,0.7,62.3
2015-04-09,86,70.0,,0.7,60.199999999999996
2015-04-10,84,70.0,,0.7,58.8
2015-04-11,85,70.0,,0.7,59.49999999999999
2015-04-12,97,70.0,,0.7,67.89999999999999
2015-04-13,86,70.0,,0.7,60.199999999999996
2015-04-14,82,70.0,,0.7,57.4
2015-04-15,80,70.0,,0.7,56.0
2015-04-16,85,70.0,,0.7,59.49999999999999
2015-04-17,84,70.0,,0.7,58.8
2015-04-18,94,70.0,,0.7,65.8
2015-04-19,96,70.0,,0.7,67.19999999999999
2015-04-20,87,70.0,,0.7,60.9
2015-04-21,88,70.0,,0.7,61.599999999999994
2015-04-22,91,70.0,,0.7,63.699999999999996
2015-04-23,83,70.0,,0.7,58.099999999999994
2015-04-24,83,70.0,,0.7,58.099999999999994
2015-04-25,97,70.0,,0.7,67.89999999999999
2015-04-26,100,70.0,,0.7,70.0
2015-04-27,89,70.0,,0.7,62.3
2015-04-28,85,70.0,,0.7,59.49999999999999
2015-04-29,89,70.0,,0.7,62.3
2015-04-30,79,70.0,,0.7,55.3
2015-05-01,74,72.0,False,0.72,53.28
2015-05-02,86,72.0,,0.72,61.919999999999995
2015-05-03,88,72.0,,0.72,63.36
2015-05-04,81,72.0,,0.72,58.32
2015-05-05,82,72.0,,0.72,59.04
2015-05-06,84,72.0,,0.72,60.48
2015-05-07,84,72.0,,0.72,60.48
2015-05-08,74,72.0,,0.72,53.28
2015-05-09,91,72.0,,0.72,65.52
2015-05-10,83,72.0,,0.72,59.76
2015-05-11,81,72.0,,0.72,58.32
2015-05-12,94,72.0,,0.72,67.67999999999999
2015-05-13,78,72.0,,0.72,56.16
2015-05-14,90,72.0,,0.72,64.8
2015-05-15,89,72.0,,0.72,64.08
2015-05-16,87,72.0,,0.72,62.64
2015-05-17,90,72.0,,0.72,64.8
2015-05-18,86,72.0,,0.72,61.919999999999995
2015-05-19,87,72.0,,0.72,62.64
2015-05-20,81,72.0,,0.72,58.32
2015-05-21,85,72.0,,0.72,61.199999999999996
2015-05-22,77,72.0,,0.72,55.44
2015-05-23,90,72.0,,0.72,64.8
2015-05-24,90,72.0,,0.72,64.8
2015-05-25,100,72.0,,0.72,72.0
2015-05-26,86,72.0,,0.72,61.919999999999995
2015-05-27,87,72.0,,0.72,62.64
2015-05-28,85,72.0,,0.72,61.199999999999996
2015-05-29,83,72.0,,0.72,59.76
2015-05-30,91,72.0,,0.72,65.52
2015-05-31,90,72.0,,0.72,64.8
2015-06-01,84,77.0,False,0.77,64.68
2015-06-02,80,77.0,,0.77,61.6
2015-06-03,82,77.0,,0.77,63.14
2015-06-04,89,77.0,,0.77,68.53
2015-06-05,83,77.0,,0.77,63.910000000000004
2015-06-06,93,77.0,,0.77,71.61
2015-06-07,94,77.0,,0.77,72.38
2015-06-08,84,77.0,,0.77,64.68
2015-06-09,91,77.0,,0.77,70.07000000000001
2015-06-10,85,77.0,,0.77,65.45
2015-06-11,89,77.0,,0.77,68.53
2015-06-12,88,77.0,,0.77,67.76
2015-06-13,90,77.0,,0.77,69.3
2015-06-14,94,77.0,,0.77,72.38
2015-06-15,81,77.0,,0.77,62.370000000000005
2015-06-16,86,77.0,,0.77,66.22
2015-06-17,87,77.0,,0.77,66.99
2015-06-18,85,77.0,,0.77,65.45
2015-06-19,85,77.0,,0.77,65.45
2015-06-20,88,77.0,,0.77,67.76
2015-06-21,99,77.0,,0.77,76.23
2015-06-22,89,77.0,,0.77,68.53
2015-06-23,89,77.0,,0.77,68.53
2015-06-24,89,77.0,,0.77,68.53
2015-06-25,87,77.0,,0.77,66.99
2015-06-26,90,77.0,,0.77,69.3
2015-06-27,98,77.0,,0.77,75.46000000000001
2015-06-28,100,77.0,,0.77,77.0
2015-06-29,89,77.0,,0.77,68.53
2015-06-30,92,77.0,,0.77,70.84
2015-07-01,89,79.0,False,0.79,70.31
2015-07-02,78,79.0,,0.79,61.620000000000005
2015-07-03,89,79.0,,0.79,70.31
2015-07-04,76,79.0,,0.79,60.040000000000006
2015-07-05,83,79.0,,0.79,65.57000000000001
2015-07-06,80,79.0,,0.79,63.2
2015-07-07,80,79.0,,0.79,63.2
2015-07-08,82,79.0,,0.79,64.78
2015-07-09,82,79.0,,0.79,64.78
2015-07-10,88,79.0,,0.79,69.52000000000001
2015-07-11,93,79.0,,0.79,73.47
2015-07-12,100,79.0,,0.79,79.0
2015-07-13,87,79.0,,0.79,68.73
2015-07-14,86,79.0,,0.79,67.94
2015-07-15,85,79.0,,0.79,67.15
2015-07-16,82,79.0,,0.79,64.78
2015-07-17,86,79.0,,0.79,67.94
2015-07-18,84,79.0,,0.79,66.36
2015-07-19,85,79.0,,0.79,67.15
2015-07-20,79,79.0,,0.79,62.410000000000004
2015-07-21,84,79.0,,0.79,66.36
2015-07-22,85,79.0,,0.79,67.15
2015-07-23,84,79.0,,0.79,66.36
2015-07-24,85,79.0,,0.79,67.15
2015-07-25,87,79.0,,0.79,68.73
2015-07-26,95,79.0,,0.79,75.05
2015-07-27,84,79.0,,0.79,66.36
2015-07-28,81,79.0,,0.79,63.99
2015-07-29,87,79.0,,0.79,68.73
2015-07-30,92,79.0,,0.79,72.68
2015-07-31,89,79.0,,0.79,70.31
2015-08-01,100,79.0,False,0.79,79.0
2015-08-02,96,79.0,,0.79,75.84
2015-08-03,93,79.0,,0.79,73.47
2015-08-04,92,79.0,,0.79,72.68
2015-08-05,91,79.0,,0.79,71.89
2015-08-06,93,79.0,,0.79,73.47
2015-08-07,86,79.0,,0.79,67.94
2015-08-08,97,79.0,,0.79,76.63000000000001
2015-08-09,95,79.0,,0.79,75.05
2015-08-10,90,79.0,,0.79,71.10000000000001
2015-08-11,92,79.0,,0.79,72.68
2015-08-12,90,79.0,,0.79,71.10000000000001
2015-08-13,89,79.0,,0.79,70.31
2015-08-14,88,79.0,,0.79,69.52000000000001
2015-08-15,96,79.0,,0.79,75.84
2015-08-16,98,79.0,,0.79,77.42
2015-08-17,91,79.0,,0.79,71.89
2015-08-18,93,79.0,,0.79,73.47
2015-08-19,90,79.0,,0.79,71.10000000000001
2015-08-20,95,79.0,,0.79,75.05
2015-08-21,88,79.0,,0.79,69.52000000000001
2015-08-22,94,79.0,,0.79,74.26
