date,returns_unscaled,returns_monthly,isPartial,scale,returns
2018-10-17,87,40.0,,0.4,34.800000000000004
2018-10-18,71,40.0,,0.4,28.400000000000002
2018-10-19,79,40.0,,0.4,31.6
2018-10-20,62,40.0,,0.4,24.8
2018-10-21,64,40.0,,0.4,25.6
2018-10-22,87,40.0,,0.4,34.800000000000004
2018-10-23,100,40.0,,0.4,40.0
2018-10-24,83,40.0,,0.4,33.2
2018-10-25,84,40.0,,0.4,33.6
2018-10-26,84,40.0,,0.4,33.6
2018-10-27,71,40.0,,0.4,28.400000000000002
2018-10-28,89,40.0,,0.4,35.6
2018-10-29,94,40.0,,0.4,37.6
2018-10-30,100,40.0,,0.4,40.0
2018-10-31,82,40.0,,0.4,32.800000000000004
2018-11-01,34,53.0,False,0.53,18.02
2018-11-02,32,53.0,,0.53,16.96
2018-11-03,34,53.0,,0.53,18.02
2018-11-04,33,53.0,,0.53,17.490000000000002
2018-11-05,39,53.0,,0.53,20.67
2018-11-06,54,53.0,,0.53,28.62
2018-11-07,100,53.0,,0.53,53.0
2018-11-08,42,53.0,,0.53,22.26
2018-11-09,36,53.0,,0.53,19.080000000000002
2018-11-10,31,53.0,,0.53,16.43
2018-11-11,31,53.0,,0.53,16.43
2018-11-12,35,53.0,,0.53,18.55
2018-11-13,35,53.0,,0.53,18.55
2018-11-14,38,53.0,,0.53,20.14
2018-11-15,41,53.0,,0.53,21.73
2018-11-16,36,53.0,,0.53,19.080000000000002
2018-11-17,38,53.0,,0.53,20.14
2018-11-18,37,53.0,,0.53,19.61
2018-11-19,41,53.0,,0.53,21.73
2018-11-20,39,53.0,,0.53,20.67
2018-11-21,38,53.0,,0.53,20.14
2018-11-22,47,53.0,,0.53,24.91
2018-11-23,55,53.0,,0.53,29.150000000000002
2018-11-24,55,53.0,,0.53,29.150000000000002
2018-11-25,47,53.0,,0.53,24.91
2018-11-26,47,53.0,,0.53,24.91
2018-11-27,50,53.0,,0.53,26.5
2018-11-28,51,53.0,,0.53,27.03
2018-11-29,50,53.0,,0.53,26.5
2018-11-30,50,53.0,,0.53,26.5
2018-12-01,30,95.0,False,0.95,28.5
2018-12-02,29,95.0,,0.95,27.549999999999997
2018-12-03,30,95.0,,0.95,28.5
2018-12-04,29,95.0,,0.95,27.549999999999997
2018-12-05,31,95.0,,0.95,29.45
2018-12-06,29,95.0,,0.95,27.549999999999997
2018-12-07,29,95.0,,0.95,27.549999999999997
2018-12-08,28,95.0,,0.95,26.599999999999998
2018-12-09,38,95.0,,0.95,36.1
2018-12-10,30,95.0,,0.95,28.5
2018-12-11,35,95.0,,0.95,33.25
2018-12-12,35,95.0,,0.95,33.25
2018-12-13,32,95.0,,0.95,30.4
2018-12-14,34,95.0,,0.95,32.3
2018-12-15,42,95.0,,0.95,39.9
2018-12-16,36,95.0,,0.95,34.199999999999996
2018-12-17,41,95.0,,0.95,38.949999999999996
2018-12-18,45,95.0,,0.95,42.75
2018-12-19,59,95.0,,0.95,56.05
2018-12-20,61,95.0,,0.95,57.949999999999996
2018-12-21,65,95.0,,0.95,61.75
2018-12-22,81,95.0,,0.95,76.95
2018-12-23,80,95.0,,0.95,76.0
2018-12-24,66,95.0,,0.95,62.699999999999996
2018-12-25,82,95.0,,0.95,77.89999999999999
2018-12-26,100,95.0,,0.95,95.0
2018-12-27,91,95.0,,0.95,86.45
2018-12-28,84,95.0,,0.95,79.8
2018-12-29,79,95.0,,0.95,75.05
2018-12-30,74,95.0,,0.95,70.3
2018-12-31,68,95.0,,0.95,64.6
2019-01-01,91,100.0,False,1.0,91.0
2019-01-02,84,100.0,,1.0,84.0
2019-01-03,76,100.0,,1.0,76.0
2019-01-04,79,100.0,,1.0,79.0
2019-01-05,100,100.0,,1.0,100.0
2019-01-06,82,100.0,,1.0,82.0
2019-01-07,84,100.0,,1.0,84.0
2019-01-08,62,100.0,,1.0,62.0
2019-01-09,58,100.0,,1.0,58.0
2019-01-10,49,100.0,,1.0,49.0
2019-01-11,58,100.0,,1.0,58.0
2019-01-12,82,100.0,,1.0,82.0
2019-01-13,68,100.0,,1.0,68.0
2019-01-14,57,100.0,,1.0,57.0
2019-01-15,58,100.0,,1.0,58.0
2019-01-16,51,100.0,,1.0,51.0
2019-01-17,49,100.0,,1.0,49.0
2019-01-18,56,100.0,,1.0,56.0
2019-01-19,68,100.0,,1.0,68.0
2019-01-20,64,100.0,,1.0,64.0
2019-01-21,68,100.0,,1.0,68.0
2019-01-22,64,100.0,,1.0,64.0
2019-01-23,56,100.0,,1.0,56.0
2019-01-24,49,100.0,,1.0,49.0
2019-01-25,58,100.0,,1.0,58.0
2019-01-26,66,100.0,,1.0,66.0
2019-01-27,51,100.0,,1.0,51.0
2019-01-28,61,100.0,,1.0,61.0
2019-01-29,49,100.0,,1.0,49.0
2019-01-30,48,100.0,,1.0,48.0
2019-01-31,45,100.0,,1.0,45.0
2019-02-01,85,69.0,False,0.69,58.65
2019-02-02,100,69.0,,0.69,69.0
2019-02-03,82,69.0,,0.69,56.58
2019-02-04,83,69.0,,0.69,57.269999999999996
2019-02-05,93,69.0,,0.69,64.17
2019-02-06,78,69.0,,0.69,53.81999999999999
2019-02-07,78,69.0,,0.69,53.81999999999999
2019-02-08,85,69.0,,0.69,58.65
2019-02-09,91,69.0,,0.69,62.78999999999999
2019-02-10,90,69.0,,0.69,62.099999999999994
2019-02-11,87,69.0,,0.69,60.029999999999994
2019-02-12,86,69.0,,0.69,59.339999999999996
2019-02-13,86,69.0,,0.69,59.339999999999996
2019-02-14,78,69.0,,0.69,53.81999999999999
2019-02-15,88,69.0,,0.69,60.72
2019-02-16,80,69.0,,0.69,55.199999999999996
2019-02-17,80,69.0,,0.69,55.199999999999996
2019-02-18,86,69.0,,0.69,59.339999999999996
2019-02-19,72,69.0,,0.69,49.67999999999999
2019-02-20,81,69.0,,0.69,55.88999999999999
2019-02-21,77,69.0,,0.69,53.129999999999995
2019-02-22,89,69.0,,0.69,61.41
2019-02-23,72,69.0,,0.69,49.67999999999999
2019-02-24,65,69.0,,0.69,44.849999999999994
2019-02-25,75,69.0,,0.69,51.74999999999999
2019-02-26,69,69.0,,0.69,47.61
2019-02-27,75,69.0,,0.69,51.74999999999999
2019-02-28,64,69.0,,0.69,44.16
2019-03-01,57,58.0,False,0.58,33.059999999999995
2019-03-02,56,58.0,,0.58,32.48
2019-03-03,55,58.0,,0.58,31.9
2019-03-04,61,58.0,,0.58,35.379999999999995
2019-03-05,55,58.0,,0.58,31.9
2019-03-06,59,58.0,,0.58,34.22
2019-03-07,57,58.0,,0.58,33.059999999999995
2019-03-08,62,58.0,,0.58,35.96
2019-03-09,62,58.0,,0.58,35.96
2019-03-10,55,58.0,,0.58,31.9
2019-03-11,60,58.0,,0.58,34.8
2019-03-12,62,58.0,,0.58,35.96
2019-03-13,68,58.0,,0.58,39.44
2019-03-14,61,58.0,,0.58,35.379999999999995
2019-03-15,48,58.0,,0.58,27.839999999999996
2019-03-16,59,58.0,,0.58,34.22
2019-03-17,68,58.0,,0.58,39.44
2019-03-18,75,58.0,,0.58,43.5
2019-03-19,64,58.0,,0.58,37.12
2019-03-20,64,58.0,,0.58,37.12
2019-03-21,59,58.0,,0.58,34.22
2019-03-22,58,58.0,,0.58,33.64
2019-03-23,75,58.0,,0.58,43.5
2019-03-24,100,58.0,,0.58,57.99999999999999
2019-03-25,68,58.0,,0.58,39.44
2019-03-26,62,58.0,,0.58,35.96
2019-03-27,57,58.0,,0.58,33.059999999999995
2019-03-28,57,58.0,,0.58,33.059999999999995
2019-03-29,59,58.0,,0.58,34.22
2019-03-30,59,58.0,,0.58,34.22
2019-03-31,59,58.0,,0.58,34.22
2019-04-01,68,56.0,False,0.56,38.080000000000005
2019-04-02,73,56.0,,0.56,40.88
2019-04-03,71,56.0,,0.56,39.760000000000005
2019-04-04,84,56.0,,0.56,47.040000000000006
2019-04-05,81,56.0,,0.56,45.36000000000001
2019-04-06,83,56.0,,0.56,46.480000000000004
2019-04-07,97,56.0,,0.56,54.32000000000001
2019-04-08,86,56.0,,0.56,48.160000000000004
2019-04-09,83,56.0,,0.56,46.480000000000004
2019-04-10,74,56.0,,0.56,41.440000000000005
2019-04-11,82,56.0,,0.56,45.92
2019-04-12,74,56.0,,0.56,41.440000000000005
2019-04-13,82,56.0,,0.56,45.92
2019-04-14,92,56.0,,0.56,51.52
2019-04-15,100,56.0,,0.56,56.00000000000001
2019-04-16,80,56.0,,0.56,44.800000000000004
2019-04-17,72,56.0,,0.56,40.32000000000001
2019-04-18,58,56.0,,0.56,32.480000000000004
2019-04-19,57,56.0,,0.56,31.92
2019-04-20,55,56.0,,0.56,30.800000000000004
2019-04-21,60,56.0,,0.56,33.6
2019-04-22,70,56.0,,0.56,39.2
2019-04-23,70,56.0,,0.56,39.2
2019-04-24,63,56.0,,0.56,35.28
2019-04-25,54,56.0,,0.56,30.240000000000002
2019-04-26,53,56.0,,0.56,29.680000000000003
2019-04-27,47,56.0,,0.56,26.320000000000004
2019-04-28,52,56.0,,0.56,29.120000000000005
2019-04-29,61,56.0,,0.56,34.160000000000004
2019-04-30,59,56.0,,0.56,33.040000000000006
2019-05-01,59,44.0,False,0.44,25.96
2019-05-02,55,44.0,,0.44,24.2
2019-05-03,63,44.0,,0.44,27.72
2019-05-04,60,44.0,,0.44,26.4
2019-05-05,59,44.0,,0.44,25.96
2019-05-06,71,44.0,,0.44,31.24
2019-05-07,73,44.0,,0.44,32.12
2019-05-08,100,44.0,,0.44,44.0
2019-05-09,72,44.0,,0.44,31.68
2019-05-10,65,44.0,,0.44,28.6
2019-05-11,46,44.0,,0.44,20.24
2019-05-12,67,44.0,,0.44,29.48
2019-05-13,72,44.0,,0.44,31.68
2019-05-14,56,44.0,,0.44,24.64
2019-05-15,57,44.0,,0.44,25.080000000000002
2019-05-16,63,44.0,,0.44,27.72
2019-05-17,55,44.0,,0.44,24.2
2019-05-18,49,44.0,,0.44,21.56
2019-05-19,46,44.0,,0.44,20.24
2019-05-20,60,44.0,,0.44,26.4
2019-05-21,65,44.0,,0.44,28.6
2019-05-22,70,44.0,,0.44,30.8
2019-05-23,63,44.0,,0.44,27.72
2019-05-24,50,44.0,,0.44,22.0
2019-05-25,53,44.0,,0.44,23.32
2019-05-26,51,44.0,,0.44,22.44
2019-05-27,54,44.0,,0.44,23.76
2019-05-28,50,44.0,,0.44,22.0
2019-05-29,51,44.0,,0.44,22.44
2019-05-30,51,44.0,,0.44,22.44
2019-05-31,56,44.0,,0.44,24.64
2019-06-01,79,40.0,False,0.4,31.6
2019-06-02,82,40.0,,0.4,32.800000000000004
2019-06-03,85,40.0,,0.4,34.0
2019-06-04,94,40.0,,0.4,37.6
2019-06-05,85,40.0,,0.4,34.0
2019-06-06,93,40.0,,0.4,37.2
2019-06-07,91,40.0,,0.4,36.4
2019-06-08,97,40.0,,0.4,38.800000000000004
2019-06-09,82,40.0,,0.4,32.800000000000004
2019-06-10,95,40.0,,0.4,38.0
2019-06-11,91,40.0,,0.4,36.4
2019-06-12,96,40.0,,0.4,38.400000000000006
2019-06-13,91,40.0,,0.4,36.4
2019-06-14,93,40.0,,0.4,37.2
2019-06-15,95,40.0,,0.4,38.0
2019-06-16,78,40.0,,0.4,31.200000000000003
2019-06-17,97,40.0,,0.4,38.800000000000004
2019-06-18,92,40.0,,0.4,36.800000000000004
2019-06-19,94,40.0,,0.4,37.6
2019-06-20,91,40.0,,0.4,36.4
2019-06-21,92,40.0,,0.4,36.800000000000004
2019-06-22,100,40.0,,0.4,40.0
2019-06-23,85,40.0,,0.4,34.0
2019-06-24,92,40.0,,0.4,36.800000000000004
2019-06-25,100,40.0,,0.4,40.0
2019-06-26,86,40.0,,0.4,34.4
2019-06-27,81,40.0,,0.4,32.4
2019-06-28,92,40.0,,0.4,36.800000000000004
2019-06-29,85,40.0,,0.4,34.0
2019-06-30,87,40.0,,0.4,34.800000000000004
2019-07-01,56,50.0,False,0.5,28.0
2019-07-02,56,50.0,,0.5,28.0
2019-07-03,54,50.0,,0.5,27.0
2019-07-04,43,50.0,,0.5,21.5
2019-07-05,42,50.0,,0.5,21.0
2019-07-06,45,50.0,,0.5,22.5
2019-07-07,43,50.0,,0.5,21.5
2019-07-08,49,50.0,,0.5,24.5
2019-07-09,67,50.0,,0.5,33.5
2019-07-10,83,50.0,,0.5,41.5
2019-07-11,74,50.0,,0.5,37.0
2019-07-12,87,50.0,,0.5,43.5
2019-07-13,100,50.0,,0.5,50.0
2019-07-14,100,50.0,,0.5,50.0
2019-07-15,81,50.0,,0.5,40.5
2019-07-16,75,50.0,,0.5,37.5
2019-07-17,62,50.0,,0.5,31.0
2019-07-18,73,50.0,,0.5,36.5
2019-07-19,76,50.0,,0.5,38.0
2019-07-20,67,50.0,,0.5,33.5
2019-07-21,80,50.0,,0.5,40.0
2019-07-22,69,50.0,,0.5,34.5
2019-07-23,61,50.0,,0.5,30.5
2019-07-24,69,50.0,,0.5,34.5
2019-07-25,66,50.0,,0.5,33.0
2019-07-26,64,50.0,,0.5,32.0
2019-07-27,66,50.0,,0.5,33.0
2019-07-28,67,50.0,,0.5,33.5
2019-07-29,60,50.0,,0.5,30.0
2019-07-30,67,50.0,,0.5,33.5
2019-07-31,60,50.0,,0.5,30.0
2019-08-01,100,42.0,False,0.42,42.0
2019-08-02,91,42.0,,0.42,38.22
2019-08-03,88,42.0,,0.42,36.96
2019-08-04,80,42.0,,0.42,33.6
2019-08-05,90,42.0,,0.42,37.8
2019-08-06,91,42.0,,0.42,38.22
2019-08-07,87,42.0,,0.42,36.54
2019-08-08,93,42.0,,0.42,39.059999999999995
2019-08-09,80,42.0,,0.42,33.6
2019-08-10,91,42.0,,0.42,38.22
2019-08-11,86,42.0,,0.42,36.12
2019-08-12,99,42.0,,0.42,41.58
2019-08-13,85,42.0,,0.42,35.699999999999996
2019-08-14,90,42.0,,0.42,37.8
2019-08-15,85,42.0,,0.42,35.699999999999996
2019-08-16,92,42.0,,0.42,38.64
2019-08-17,89,42.0,,0.42,37.379999999999995
2019-08-18,91,42.0,,0.42,38.22
2019-08-19,75,42.0,,0.42,31.5
2019-08-20,91,42.0,,0.42,38.22
2019-08-21,93,42.0,,0.42,39.059999999999995
2019-08-22,89,42.0,,0.42,37.379999999999995
2019-08-23,84,42.0,,0.42,35.28
2019-08-24,96,42.0,,0.42,40.32
2019-08-25,75,42.0,,0.42,31.5
2019-08-26,79,42.0,,0.42,33.18
2019-08-27,83,42.0,,0.42,34.86
2019-08-28,98,42.0,,0.42,41.16
2019-08-29,68,42.0,,0.42,28.56
2019-08-30,71,42.0,,0.42,29.82
2019-08-31,79,42.0,,0.42,33.18
2019-09-01,75,39.0,False,0.39,29.25
2019-09-02,82,39.0,,0.39,31.98
2019-09-03,81,39.0,,0.39,31.59
2019-09-04,85,39.0,,0.39,33.15
2019-09-05,78,39.0,,0.39,30.42
2019-09-06,82,39.0,,0.39,31.98
2019-09-07,86,39.0,,0.39,33.54
2019-09-08,95,39.0,,0.39,37.050000000000004
2019-09-09,93,39.0,,0.39,36.27
2019-09-10,95,39.0,,0.39,37.050000000000004
2019-09-11,92,39.0,,0.39,35.88
2019-09-12,88,39.0,,0.39,34.32
2019-09-13,89,39.0,,0.39,34.71
2019-09-14,84,39.0,,0.39,32.76
2019-09-15,91,39.0,,0.39,35.49
2019-09-16,100,39.0,,0.39,39.0
2019-09-17,98,39.0,,0.39,38.22
2019-09-18,88,39.0,,0.39,34.32
2019-09-19,84,39.0,,0.39,32.76
2019-09-20,88,39.0,,0.39,34.32
2019-09-21,83,39.0,,0.39,32.370000000000005
2019-09-22,89,39.0,,0.39,34.71
2019-09-23,91,39.0,,0.39,35.49
2019-09-24,93,39.0,,0.39,36.27
2019-09-25,85,39.0,,0.39,33.15
2019-09-26,84,39.0,,0.39,32.76
2019-09-27,84,39.0,,0.39,32.76
2019-09-28,79,39.0,,0.39,30.810000000000002
2019-09-29,85,39.0,,0.39,33.15
2019-09-30,93,39.0,,0.39,36.27
2019-10-01,68,45.0,False,0.45,30.6
2019-10-02,62,45.0,,0.45,27.900000000000002
2019-10-03,58,45.0,,0.45,26.1
2019-10-04,63,45.0,,0.45,28.35
2019-10-05,69,45.0,,0.45,31.05
2019-10-06,66,45.0,,0.45,29.7
2019-10-07,100,45.0,,0.45,45.0
2019-10-08,73,45.0,,0.45,32.85
2019-10-09,68,45.0,,0.45,30.6
2019-10-10,66,45.0,,0.45,29.7
2019-10-11,75,45.0,,0.45,33.75
2019-10-12,68,45.0,,0.45,30.6
2019-10-13,66,45.0,,0.45,29.7
2019-10-14,77,45.0,,0.45,34.65
2019-10-15,74,45.0,,0.45,33.300000000000004
2019-10-16,66,45.0,,0.45,29.7
2019-10-17,68,45.0,,0.45,30.6
2019-10-18,67,45.0,,0.45,30.150000000000002
2019-10-19,62,45.0,,0.45,27.900000000000002
2019-10-20,66,45.0,,0.45,29.7
2019-10-21,65,45.0,,0.45,29.25
2019-10-22,73,45.0,,0.45,32.85
2019-10-23,62,45.0,,0.45,27.900000000000002
2019-10-24,68,45.0,,0.45,30.6
2019-10-25,64,45.0,,0.45,28.8
2019-10-26,61,45.0,,0.45,27.45
2019-10-27,61,45.0,,0.45,27.45
2019-10-28,57,45.0,,0.45,25.650000000000002
2019-10-29,63,45.0,,0.45,28.35
2019-10-30,58,45.0,,0.45,26.1
2019-10-31,59,45.0,,0.45,26.55
2019-11-01,68,43.0,False,0.43,29.24
2019-11-02,67,43.0,,0.43,28.81
2019-11-03,69,43.0,,0.43,29.669999999999998
2019-11-04,94,43.0,,0.43,40.42
2019-11-05,80,43.0,,0.43,34.4
2019-11-06,100,43.0,,0.43,43.0
2019-11-07,75,43.0,,0.43,32.25
2019-11-08,70,43.0,,0.43,30.099999999999998
2019-11-09,63,43.0,,0.43,27.09
2019-11-10,61,43.0,,0.43,26.23
2019-11-11,79,43.0,,0.43,33.97
2019-11-12,73,43.0,,0.43,31.39
2019-11-13,81,43.0,,0.43,34.83
2019-11-14,84,43.0,,0.43,36.12
2019-11-15,82,43.0,,0.43,35.26
2019-11-16,73,43.0,,0.43,31.39
2019-11-17,74,43.0,,0.43,31.82
2019-11-18,79,43.0,,0.43,33.97
2019-11-19,74,43.0,,0.43,31.82
2019-11-20,69,43.0,,0.43,29.669999999999998
2019-11-21,76,43.0,,0.43,32.68
2019-11-22,76,43.0,,0.43,32.68
2019-11-23,64,43.0,,0.43,27.52
2019-11-24,57,43.0,,0.43,24.509999999999998
2019-11-25,72,43.0,,0.43,30.96
2019-11-26,75,43.0,,0.43,32.25
2019-11-27,78,43.0,,0.43,33.54
2019-11-28,58,43.0,,0.43,24.94
2019-11-29,73,43.0,,0.43,31.39
2019-11-30,96,43.0,,0.43,41.28
2019-12-01,69,50.0,False,0.5,34.5
2019-12-02,70,50.0,,0.5,35.0
2019-12-03,69,50.0,,0.5,34.5
2019-12-04,60,50.0,,0.5,30.0
2019-12-05,65,50.0,,0.5,32.5
2019-12-06,68,50.0,,0.5,34.0
2019-12-07,73,50.0,,0.5,36.5
2019-12-08,52,50.0,,0.5,26.0
2019-12-09,67,50.0,,0.5,33.5
2019-12-10,77,50.0,,0.5,38.5
2019-12-11,70,50.0,,0.5,35.0
2019-12-12,65,50.0,,0.5,32.5
2019-12-13,66,50.0,,0.5,33.0
2019-12-14,65,50.0,,0.5,32.5
2019-12-15,70,50.0,,0.5,35.0
2019-12-16,77,50.0,,0.5,38.5
2019-12-17,69,50.0,,0.5,34.5
2019-12-18,68,50.0,,0.5,34.0
2019-12-19,73,50.0,,0.5,36.5
2019-12-20,64,50.0,,0.5,32.0
2019-12-21,68,50.0,,0.5,34.0
2019-12-22,60,50.0,,0.5,30.0
2019-12-23,71,50.0,,0.5,35.5
2019-12-24,55,50.0,,0.5,27.5
2019-12-25,63,50.0,,0.5,31.5
2019-12-26,100,50.0,,0.5,50.0
2019-12-27,94,50.0,,0.5,47.0
2019-12-28,81,50.0,,0.5,40.5
2019-12-29,67,50.0,,0.5,33.5
2019-12-30,82,50.0,,0.5,41.0
2019-12-31,80,50.0,,0.5,40.0
2020-01-01,56,60.0,False,0.6,33.6
2020-01-02,80,60.0,,0.6,48.0
2020-01-03,73,60.0,,0.6,43.8
2020-01-04,73,60.0,,0.6,43.8
2020-01-05,70,60.0,,0.6,42.0
2020-01-06,73,60.0,,0.6,43.8
2020-01-07,68,60.0,,0.6,40.8
2020-01-08,60,60.0,,0.6,36.0
2020-01-09,63,60.0,,0.6,37.8
2020-01-10,62,60.0,,0.6,37.199999999999996
2020-01-11,64,60.0,,0.6,38.4
2020-01-12,60,60.0,,0.6,36.0
2020-01-13,73,60.0,,0.6,43.8
2020-01-14,66,60.0,,0.6,39.6
2020-01-15,67,60.0,,0.6,40.199999999999996
2020-01-16,72,60.0,,0.6,43.199999999999996
2020-01-17,67,60.0,,0.6,40.199999999999996
2020-01-18,72,60.0,,0.6,43.199999999999996
2020-01-19,64,60.0,,0.6,38.4
2020-01-20,81,60.0,,0.6,48.6
2020-01-21,87,60.0,,0.6,52.199999999999996
2020-01-22,81,60.0,,0.6,48.6
2020-01-23,82,60.0,,0.6,49.199999999999996
2020-01-24,82,60.0,,0.6,49.199999999999996
2020-01-25,79,60.0,,0.6,47.4
2020-01-26,68,60.0,,0.6,40.8
2020-01-27,100,60.0,,0.6,60.0
2020-01-28,84,60.0,,0.6,50.4
2020-01-29,73,60.0,,0.6,43.8
2020-01-30,82,60.0,,0.6,49.199999999999996
2020-01-31,69,60.0,,0.6,41.4
2020-02-01,87,56.0,False,0.56,48.720000000000006
2020-02-02,74,56.0,,0.56,41.440000000000005
2020-02-03,76,56.0,,0.56,42.56
2020-02-04,100,56.0,,0.56,56.00000000000001
2020-02-05,85,56.0,,0.56,47.6
2020-02-06,84,56.0,,0.56,47.040000000000006
2020-02-07,87,56.0,,0.56,48.720000000000006
2020-02-08,73,56.0,,0.56,40.88
2020-02-09,81,56.0,,0.56,45.36000000000001
2020-02-10,74,56.0,,0.56,41.440000000000005
2020-02-11,88,56.0,,0.56,49.28
2020-02-12,87,56.0,,0.56,48.720000000000006
2020-02-13,84,56.0,,0.56,47.040000000000006
2020-02-14,85,56.0,,0.56,47.6
2020-02-15,82,56.0,,0.56,45.92
2020-02-16,69,56.0,,0.56,38.64
2020-02-17,76,56.0,,0.56,42.56
2020-02-18,89,56.0,,0.56,49.84
2020-02-19,86,56.0,,0.56,48.160000000000004
2020-02-20,97,56.0,,0.56,54.32000000000001
2020-02-21,97,56.0,,0.56,54.32000000000001
2020-02-22,79,56.0,,0.56,44.24
2020-02-23,66,56.0,,0.56,36.96
2020-02-24,84,56.0,,0.56,47.040000000000006
2020-02-25,81,56.0,,0.56,45.36000000000001
2020-02-26,83,56.0,,0.56,46.480000000000004
2020-02-27,79,56.0,,0.56,44.24
2020-02-28,70,56.0,,0.56,39.2
2020-02-29,71,56.0,,0.56,39.760000000000005
2020-03-01,68,50.0,False,0.5,34.0
2020-03-02,91,50.0,,0.5,45.5
2020-03-03,87,50.0,,0.5,43.5
2020-03-04,95,50.0,,0.5,47.5
2020-03-05,91,50.0,,0.5,45.5
2020-03-06,83,50.0,,0.5,41.5
2020-03-07,73,50.0,,0.5,36.5
2020-03-08,86,50.0,,0.5,43.0
2020-03-09,84,50.0,,0.5,42.0
2020-03-10,85,50.0,,0.5,42.5
2020-03-11,80,50.0,,0.5,40.0
2020-03-12,74,50.0,,0.5,37.0
2020-03-13,65,50.0,,0.5,32.5
2020-03-14,79,50.0,,0.5,39.5
2020-03-15,70,50.0,,0.5,35.0
2020-03-16,79,50.0,,0.5,39.5
2020-03-17,92,50.0,,0.5,46.0
2020-03-18,97,50.0,,0.5,48.5
2020-03-19,100,50.0,,0.5,50.0
2020-03-20,94,50.0,,0.5,47.0
2020-03-21,86,50.0,,0.5,43.0
2020-03-22,87,50.0,,0.5,43.5
2020-03-23,94,50.0,,0.5,47.0
2020-03-24,80,50.0,,0.5,40.0
2020-03-25,85,50.0,,0.5,42.5
2020-03-26,96,50.0,,0.5,48.0
2020-03-27,96,50.0,,0.5,48.0
2020-03-28,88,50.0,,0.5,44.0
2020-03-29,92,50.0,,0.5,46.0
2020-03-30,99,50.0,,0.5,49.5
2020-03-31,89,50.0,,0.5,44.5
2020-04-01,73,58.0,False,0.58,42.339999999999996
2020-04-02,76,58.0,,0.58,44.08
2020-04-03,73,58.0,,0.58,42.339999999999996
2020-04-04,68,58.0,,0.58,39.44
2020-04-05,76,58.0,,0.58,44.08
2020-04-06,77,58.0,,0.58,44.66
2020-04-07,77,58.0,,0.58,44.66
2020-04-08,78,58.0,,0.58,45.239999999999995
2020-04-09,71,58.0,,0.58,41.18
2020-04-10,75,58.0,,0.58,43.5
2020-04-11,75,58.0,,0.58,43.5
2020-04-12,68,58.0,,0.58,39.44
2020-04-13,92,58.0,,0.58,53.36
2020-04-14,90,58.0,,0.58,52.199999999999996
2020-04-15,100,58.0,,0.58,57.99999999999999
2020-04-16,95,58.0,,0.58,55.099999999999994
2020-04-17,83,58.0,,0.58,48.13999999999999
2020-04-18,75,58.0,,0.58,43.5
2020-04-19,77,58.0,,0.58,44.66
2020-04-20,85,58.0,,0.58,49.3
2020-04-21,86,58.0,,0.58,49.879999999999995
2020-04-22,84,58.0,,0.58,48.72
2020-04-23,83,58.0,,0.58,48.13999999999999
2020-04-24,88,58.0,,0.58,51.04
2020-04-25,80,58.0,,0.58,46.4
2020-04-26,82,58.0,,0.58,47.559999999999995
2020-04-27,90,58.0,,0.58,52.199999999999996
2020-04-28,87,58.0,,0.58,50.459999999999994
2020-04-29,91,58.0,,0.58,52.779999999999994
2020-04-30,86,58.0,,0.58,49.879999999999995
2020-05-01,82,64.0,False,0.64,52.480000000000004
2020-05-02,75,64.0,,0.64,48.0
2020-05-03,73,64.0,,0.64,46.72
2020-05-04,77,64.0,,0.64,49.28
2020-05-05,77,64.0,,0.64,49.28
2020-05-06,78,64.0,,0.64,49.92
2020-05-07,79,64.0,,0.64,50.56
2020-05-08,77,64.0,,0.64,49.28
2020-05-09,76,64.0,,0.64,48.64
2020-05-10,68,64.0,,0.64,43.52
2020-05-11,89,64.0,,0.64,56.96
2020-05-12,100,64.0,,0.64,64.0
2020-05-13,85,64.0,,0.64,54.4
2020-05-14,87,64.0,,0.64,55.68
2020-05-15,76,64.0,,0.64,48.64
2020-05-16,77,64.0,,0.64,49.28
2020-05-17,73,64.0,,0.64,46.72
2020-05-18,79,64.0,,0.64,50.56
2020-05-19,81,64.0,,0.64,51.84
2020-05-20,91,64.0,,0.64,58.24
2020-05-21,85,64.0,,0.64,54.4
2020-05-22,78,64.0,,0.64,49.92
2020-05-23,76,64.0,,0.64,48.64
2020-05-24,68,64.0,,0.64,43.52
2020-05-25,70,64.0,,0.64,44.800000000000004
2020-05-26,81,64.0,,0.64,51.84
2020-05-27,81,64.0,,0.64,51.84
2020-05-28,84,64.0,,0.64,53.76
2020-05-29,74,64.0,,0.64,47.36
2020-05-30,73,64.0,,0.64,46.72
2020-05-31,73,64.0,,0.64,46.72
2020-06-01,89,61.0,False,0.61,54.29
2020-06-02,87,61.0,,0.61,53.07
2020-06-03,92,61.0,,0.61,56.12
2020-06-04,83,61.0,,0.61,50.629999999999995
2020-06-05,95,61.0,,0.61,57.949999999999996
2020-06-06,84,61.0,,0.61,51.24
2020-06-07,93,61.0,,0.61,56.73
2020-06-08,100,61.0,,0.61,61.0
2020-06-09,96,61.0,,0.61,58.56
2020-06-10,91,61.0,,0.61,55.51
2020-06-11,90,61.0,,0.61,54.9
2020-06-12,79,61.0,,0.61,48.19
2020-06-13,97,61.0,,0.61,59.17
2020-06-14,82,61.0,,0.61,50.019999999999996
2020-06-15,99,61.0,,0.61,60.39
