date,returns_unscaled,returns_monthly,isPartial,scale,returns
2017-02-16,89,51.0,,0.51,45.39
2017-02-17,86,51.0,,0.51,43.86
2017-02-18,71,51.0,,0.51,36.21
2017-02-19,70,51.0,,0.51,35.7
2017-02-20,82,51.0,,0.51,41.82
2017-02-21,87,51.0,,0.51,44.37
2017-02-22,87,51.0,,0.51,44.37
2017-02-23,82,51.0,,0.51,41.82
2017-02-24,75,51.0,,0.51,38.25
2017-02-25,70,51.0,,0.51,35.7
2017-02-26,67,51.0,,0.51,34.17
2017-02-27,77,51.0,,0.51,39.27
2017-02-28,83,51.0,,0.51,42.33
2017-03-01,21,50.0,False,0.5,10.5
2017-03-02,22,50.0,,0.5,11.0
2017-03-03,20,50.0,,0.5,10.0
2017-03-04,21,50.0,,0.5,10.5
2017-03-05,19,50.0,,0.5,9.5
2017-03-06,23,50.0,,0.5,11.5
2017-03-07,21,50.0,,0.5,10.5
2017-03-08,22,50.0,,0.5,11.0
2017-03-09,20,50.0,,0.5,10.0
2017-03-10,18,50.0,,0.5,9.0
2017-03-11,18,50.0,,0.5,9.0
2017-03-12,17,50.0,,0.5,8.5
2017-03-13,19,50.0,,0.5,9.5
2017-03-14,24,50.0,,0.5,12.0
2017-03-15,100,50.0,,0.5,50.0
2017-03-16,29,50.0,,0.5,14.5
2017-03-17,21,50.0,,0.5,10.5
2017-03-18,16,50.0,,0.5,8.0
2017-03-19,17,50.0,,0.5,8.5
2017-03-20,20,50.0,,0.5,10.0
2017-03-21,19,50.0,,0.5,9.5
2017-03-22,17,50.0,,0.5,8.5
2017-03-23,20,50.0,,0.5,10.0
2017-03-24,18,50.0,,0.5,9.0
2017-03-25,14,50.0,,0.5,7.0
2017-03-26,19,50.0,,0.5,9.5
2017-03-27,20,50.0,,0.5,10.0
2017-03-28,21,50.0,,0.5,10.5
2017-03-29,19,50.0,,0.5,9.5
2017-03-30,17,50.0,,0.5,8.5
2017-03-31,18,50.0,,0.5,9.0
2017-04-01,51,44.0,False,0.44,22.44
2017-04-02,68,44.0,,0.44,29.92
2017-04-03,69,44.0,,0.44,30.36
2017-04-04,58,44.0,,0.44,25.52
2017-04-05,58,44.0,,0.44,25.52
2017-04-06,68,44.0,,0.44,29.92
2017-04-07,59,44.0,,0.44,25.96
2017-04-08,65,44.0,,0.44,28.6
2017-04-09,54,44.0,,0.44,23.76
2017-04-10,72,44.0,,0.44,31.68
2017-04-11,72,44.0,,0.44,31.68
2017-04-12,72,44.0,,0.44,31.68
2017-04-13,62,44.0,,0.44,27.28
2017-04-14,73,44.0,,0.44,32.12
2017-04-15,77,44.0,,0.44,33.88
2017-04-16,62,44.0,,0.44,27.28
2017-04-17,86,44.0,,0.44,37.84
2017-04-18,100,44.0,,0.44,44.0
2017-04-19,72,44.0,,0.44,31.68
2017-04-20,54,44.0,,0.44,23.76
2017-04-21,62,44.0,,0.44,27.28
2017-04-22,46,44.0,,0.44,20.24
2017-04-23,51,44.0,,0.44,22.44
2017-04-24,65,44.0,,0.44,28.6
2017-04-25,60,44.0,,0.44,26.4
2017-04-26,52,44.0,,0.44,22.88
2017-04-27,60,44.0,,0.44,26.4
2017-04-28,49,44.0,,0.44,21.56
2017-04-29,52,44.0,,0.44,22.88
2017-04-30,52,44.0,,0.44,22.88
2017-05-01,99,35.0,False,0.35,34.65
2017-05-02,94,35.0,,0.35,32.9
2017-05-03,93,35.0,,0.35,32.55
2017-05-04,77,35.0,,0.35,26.95
2017-05-05,91,35.0,,0.35,31.849999999999998
2017-05-06,80,35.0,,0.35,28.0
2017-05-07,91,35.0,,0.35,31.849999999999998
2017-05-08,100,35.0,,0.35,35.0
2017-05-09,99,35.0,,0.35,34.65
2017-05-10,100,35.0,,0.35,35.0
2017-05-11,99,35.0,,0.35,34.65
2017-05-12,99,35.0,,0.35,34.65
2017-05-13,75,35.0,,0.35,26.25
2017-05-14,77,35.0,,0.35,26.95
2017-05-15,92,35.0,,0.35,32.199999999999996
2017-05-16,98,35.0,,0.35,34.3
2017-05-17,98,35.0,,0.35,34.3
2017-05-18,82,35.0,,0.35,28.7
2017-05-19,92,35.0,,0.35,32.199999999999996
2017-05-20,68,35.0,,0.35,23.799999999999997
2017-05-21,76,35.0,,0.35,26.599999999999998
2017-05-22,85,35.0,,0.35,29.749999999999996
2017-05-23,91,35.0,,0.35,31.849999999999998
2017-05-24,98,35.0,,0.35,34.3
2017-05-25,89,35.0,,0.35,31.15
2017-05-26,86,35.0,,0.35,30.099999999999998
2017-05-27,63,35.0,,0.35,22.049999999999997
2017-05-28,94,35.0,,0.35,32.9
2017-05-29,93,35.0,,0.35,32.55
2017-05-30,96,35.0,,0.35,33.599999999999994
2017-05-31,92,35.0,,0.35,32.199999999999996
2017-06-01,79,36.0,False,0.36,28.439999999999998
2017-06-02,79,36.0,,0.36,28.439999999999998
2017-06-03,70,36.0,,0.36,25.2
2017-06-04,66,36.0,,0.36,23.759999999999998
2017-06-05,73,36.0,,0.36,26.279999999999998
2017-06-06,80,36.0,,0.36,28.799999999999997
2017-06-07,94,36.0,,0.36,33.839999999999996
2017-06-08,99,36.0,,0.36,35.64
2017-06-09,87,36.0,,0.36,31.32
2017-06-10,73,36.0,,0.36,26.279999999999998
2017-06-11,72,36.0,,0.36,25.919999999999998
2017-06-12,86,36.0,,0.36,30.959999999999997
2017-06-13,100,36.0,,0.36,36.0
2017-06-14,96,36.0,,0.36,34.56
2017-06-15,88,36.0,,0.36,31.68
2017-06-16,82,36.0,,0.36,29.52
2017-06-17,82,36.0,,0.36,29.52
2017-06-18,78,36.0,,0.36,28.08
2017-06-19,99,36.0,,0.36,35.64
2017-06-20,85,36.0,,0.36,30.599999999999998
2017-06-21,86,36.0,,0.36,30.959999999999997
2017-06-22,80,36.0,,0.36,28.799999999999997
2017-06-23,88,36.0,,0.36,31.68
2017-06-24,70,36.0,,0.36,25.2
2017-06-25,73,36.0,,0.36,26.279999999999998
2017-06-26,82,36.0,,0.36,29.52
2017-06-27,81,36.0,,0.36,29.16
2017-06-28,90,36.0,,0.36,32.4
2017-06-29,82,36.0,,0.36,29.52
2017-06-30,75,36.0,,0.36,27.0
2017-07-01,70,34.0,False,0.34,23.8
2017-07-02,79,34.0,,0.34,26.860000000000003
2017-07-03,77,34.0,,0.34,26.180000000000003
2017-07-04,69,34.0,,0.34,23.46
2017-07-05,84,34.0,,0.34,28.560000000000002
2017-07-06,88,34.0,,0.34,29.92
2017-07-07,83,34.0,,0.34,28.220000000000002
2017-07-08,75,34.0,,0.34,25.500000000000004
2017-07-09,74,34.0,,0.34,25.16
2017-07-10,86,34.0,,0.34,29.240000000000002
2017-07-11,89,34.0,,0.34,30.26
2017-07-12,100,34.0,,0.34,34.0
2017-07-13,87,34.0,,0.34,29.580000000000002
2017-07-14,88,34.0,,0.34,29.92
2017-07-15,76,34.0,,0.34,25.840000000000003
2017-07-16,98,34.0,,0.34,33.32
2017-07-17,81,34.0,,0.34,27.540000000000003
2017-07-18,87,34.0,,0.34,29.580000000000002
2017-07-19,88,34.0,,0.34,29.92
2017-07-20,88,34.0,,0.34,29.92
2017-07-21,82,34.0,,0.34,27.880000000000003
2017-07-22,78,34.0,,0.34,26.520000000000003
2017-07-23,79,34.0,,0.34,26.860000000000003
2017-07-24,94,34.0,,0.34,31.96
2017-07-25,90,34.0,,0.34,30.6
2017-07-26,86,34.0,,0.34,29.240000000000002
2017-07-27,76,34.0,,0.34,25.840000000000003
2017-07-28,89,34.0,,0.34,30.26
2017-07-29,73,34.0,,0.34,24.82
2017-07-30,78,34.0,,0.34,26.520000000000003
2017-07-31,85,34.0,,0.34,28.900000000000002
2017-08-01,92,32.0,False,0.32,29.44
2017-08-02,91,32.0,,0.32,29.12
2017-08-03,73,32.0,,0.32,23.36
2017-08-04,87,32.0,,0.32,27.84
2017-08-05,72,32.0,,0.32,23.04
2017-08-06,79,32.0,,0.32,25.28
2017-08-07,86,32.0,,0.32,27.52
2017-08-08,97,32.0,,0.32,31.04
2017-08-09,100,32.0,,0.32,32.0
2017-08-10,91,32.0,,0.32,29.12
2017-08-11,81,32.0,,0.32,25.92
2017-08-12,70,32.0,,0.32,22.400000000000002
2017-08-13,76,32.0,,0.32,24.32
2017-08-14,71,32.0,,0.32,22.72
2017-08-15,85,32.0,,0.32,27.2
2017-08-16,92,32.0,,0.32,29.44
2017-08-17,84,32.0,,0.32,26.88
2017-08-18,83,32.0,,0.32,26.560000000000002
2017-08-19,66,32.0,,0.32,21.12
2017-08-20,88,32.0,,0.32,28.16
2017-08-21,86,32.0,,0.32,27.52
2017-08-22,84,32.0,,0.32,26.88
2017-08-23,76,32.0,,0.32,24.32
2017-08-24,87,32.0,,0.32,27.84
2017-08-25,71,32.0,,0.32,22.72
2017-08-26,67,32.0,,0.32,21.44
2017-08-27,63,32.0,,0.32,20.16
2017-08-28,83,32.0,,0.32,26.560000000000002
2017-08-29,92,32.0,,0.32,29.44
2017-08-30,92,32.0,,0.32,29.44
2017-08-31,88,32.0,,0.32,28.16
2017-09-01,73,39.0,False,0.39,28.470000000000002
2017-09-02,46,39.0,,0.39,17.94
2017-09-03,52,39.0,,0.39,20.28
2017-09-04,62,39.0,,0.39,24.18
2017-09-05,68,39.0,,0.39,26.52
2017-09-06,68,39.0,,0.39,26.52
2017-09-07,90,39.0,,0.39,35.1
2017-09-08,57,39.0,,0.39,22.23
2017-09-09,53,39.0,,0.39,20.67
2017-09-10,55,39.0,,0.39,21.45
2017-09-11,76,39.0,,0.39,29.64
2017-09-12,87,39.0,,0.39,33.93
2017-09-13,91,39.0,,0.39,35.49
2017-09-14,74,39.0,,0.39,28.86
2017-09-15,100,39.0,,0.39,39.0
2017-09-16,76,39.0,,0.39,29.64
2017-09-17,81,39.0,,0.39,31.59
2017-09-18,90,39.0,,0.39,35.1
2017-09-19,79,39.0,,0.39,30.810000000000002
2017-09-20,85,39.0,,0.39,33.15
2017-09-21,85,39.0,,0.39,33.15
2017-09-22,72,39.0,,0.39,28.080000000000002
2017-09-23,72,39.0,,0.39,28.080000000000002
2017-09-24,79,39.0,,0.39,30.810000000000002
2017-09-25,80,39.0,,0.39,31.200000000000003
2017-09-26,68,39.0,,0.39,26.52
2017-09-27,75,39.0,,0.39,29.25
2017-09-28,77,39.0,,0.39,30.03
2017-09-29,74,39.0,,0.39,28.86
2017-09-30,58,39.0,,0.39,22.62
2017-10-01,75,39.0,False,0.39,29.25
2017-10-02,83,39.0,,0.39,32.370000000000005
2017-10-03,81,39.0,,0.39,31.59
2017-10-04,100,39.0,,0.39,39.0
2017-10-05,94,39.0,,0.39,36.660000000000004
2017-10-06,82,39.0,,0.39,31.98
2017-10-07,75,39.0,,0.39,29.25
2017-10-08,80,39.0,,0.39,31.200000000000003
2017-10-09,91,39.0,,0.39,35.49
2017-10-10,90,39.0,,0.39,35.1
2017-10-11,82,39.0,,0.39,31.98
2017-10-12,92,39.0,,0.39,35.88
2017-10-13,84,39.0,,0.39,32.76
2017-10-14,70,39.0,,0.39,27.3
2017-10-15,93,39.0,,0.39,36.27
2017-10-16,85,39.0,,0.39,33.15
2017-10-17,98,39.0,,0.39,38.22
2017-10-18,93,39.0,,0.39,36.27
2017-10-19,95,39.0,,0.39,37.050000000000004
2017-10-20,89,39.0,,0.39,34.71
2017-10-21,81,39.0,,0.39,31.59
2017-10-22,96,39.0,,0.39,37.44
2017-10-23,95,39.0,,0.39,37.050000000000004
2017-10-24,86,39.0,,0.39,33.54
2017-10-25,91,39.0,,0.39,35.49
2017-10-26,84,39.0,,0.39,32.76
2017-10-27,84,39.0,,0.39,32.76
2017-10-28,75,39.0,,0.39,29.25
2017-10-29,86,39.0,,0.39,33.54
2017-10-30,86,39.0,,0.39,33.54
2017-10-31,82,39.0,,0.39,31.98
2017-11-01,79,38.0,False,0.38,30.02
2017-11-02,81,38.0,,0.38,30.78
2017-11-03,70,38.0,,0.38,26.6
2017-11-04,76,38.0,,0.38,28.88
2017-11-05,76,38.0,,0.38,28.88
2017-11-06,71,38.0,,0.38,26.98
2017-11-07,82,38.0,,0.38,31.16
2017-11-08,98,38.0,,0.38,37.24
2017-11-09,77,38.0,,0.38,29.26
2017-11-10,64,38.0,,0.38,24.32
2017-11-11,78,38.0,,0.38,29.64
2017-11-12,69,38.0,,0.38,26.22
2017-11-13,88,38.0,,0.38,33.44
2017-11-14,86,38.0,,0.38,32.68
2017-11-15,82,38.0,,0.38,31.16
2017-11-16,86,38.0,,0.38,32.68
2017-11-17,86,38.0,,0.38,32.68
2017-11-18,75,38.0,,0.38,28.5
2017-11-19,78,38.0,,0.38,29.64
2017-11-20,81,38.0,,0.38,30.78
2017-11-21,83,38.0,,0.38,31.54
2017-11-22,80,38.0,,0.38,30.4
2017-11-23,51,38.0,,0.38,19.38
2017-11-24,69,38.0,,0.38,26.22
2017-11-25,100,38.0,,0.38,38.0
2017-11-26,77,38.0,,0.38,29.26
2017-11-27,84,38.0,,0.38,31.92
2017-11-28,97,38.0,,0.38,36.86
2017-11-29,88,38.0,,0.38,33.44
2017-11-30,79,38.0,,0.38,30.02
2017-12-01,64,45.0,False,0.45,28.8
2017-12-02,64,45.0,,0.45,28.8
2017-12-03,58,45.0,,0.45,26.1
2017-12-04,62,45.0,,0.45,27.900000000000002
2017-12-05,69,45.0,,0.45,31.05
2017-12-06,72,45.0,,0.45,32.4
2017-12-07,75,45.0,,0.45,33.75
2017-12-08,73,45.0,,0.45,32.85
2017-12-09,75,45.0,,0.45,33.75
2017-12-10,85,45.0,,0.45,38.25
2017-12-11,81,45.0,,0.45,36.45
2017-12-12,93,45.0,,0.45,41.85
2017-12-13,93,45.0,,0.45,41.85
2017-12-14,81,45.0,,0.45,36.45
2017-12-15,67,45.0,,0.45,30.150000000000002
2017-12-16,63,45.0,,0.45,28.35
2017-12-17,70,45.0,,0.45,31.5
2017-12-18,79,45.0,,0.45,35.550000000000004
2017-12-19,81,45.0,,0.45,36.45
2017-12-20,67,45.0,,0.45,30.150000000000002
2017-12-21,75,45.0,,0.45,33.75
2017-12-22,72,45.0,,0.45,32.4
2017-12-23,64,45.0,,0.45,28.8
2017-12-24,62,45.0,,0.45,27.900000000000002
2017-12-25,63,45.0,,0.45,28.35
2017-12-26,89,45.0,,0.45,40.050000000000004
2017-12-27,99,45.0,,0.45,44.550000000000004
2017-12-28,85,45.0,,0.45,38.25
2017-12-29,100,45.0,,0.45,45.0
2017-12-30,81,45.0,,0.45,36.45
2017-12-31,77,45.0,,0.45,34.65
2018-01-01,50,56.0,False,0.56,28.000000000000004
2018-01-02,70,56.0,,0.56,39.2
2018-01-03,75,56.0,,0.56,42.00000000000001
2018-01-04,70,56.0,,0.56,39.2
2018-01-05,64,56.0,,0.56,35.84
2018-01-06,67,56.0,,0.56,37.52
2018-01-07,63,56.0,,0.56,35.28
2018-01-08,64,56.0,,0.56,35.84
2018-01-09,63,56.0,,0.56,35.28
2018-01-10,73,56.0,,0.56,40.88
2018-01-11,71,56.0,,0.56,39.760000000000005
2018-01-12,70,56.0,,0.56,39.2
2018-01-13,64,56.0,,0.56,35.84
2018-01-14,58,56.0,,0.56,32.480000000000004
2018-01-15,69,56.0,,0.56,38.64
2018-01-16,73,56.0,,0.56,40.88
2018-01-17,74,56.0,,0.56,41.440000000000005
2018-01-18,78,56.0,,0.56,43.68000000000001
2018-01-19,82,56.0,,0.56,45.92
2018-01-20,79,56.0,,0.56,44.24
2018-01-21,77,56.0,,0.56,43.120000000000005
2018-01-22,83,56.0,,0.56,46.480000000000004
2018-01-23,90,56.0,,0.56,50.400000000000006
2018-01-24,85,56.0,,0.56,47.6
2018-01-25,86,56.0,,0.56,48.160000000000004
2018-01-26,78,56.0,,0.56,43.68000000000001
2018-01-27,78,56.0,,0.56,43.68000000000001
2018-01-28,76,56.0,,0.56,42.56
2018-01-29,100,56.0,,0.56,56.00000000000001
2018-01-30,86,56.0,,0.56,48.160000000000004
2018-01-31,77,56.0,,0.56,43.120000000000005
2018-02-01,100,50.0,False,0.5,50.0
2018-02-02,91,50.0,,0.5,45.5
2018-02-03,93,50.0,,0.5,46.5
2018-02-04,75,50.0,,0.5,37.5
2018-02-05,80,50.0,,0.5,40.0
2018-02-06,96,50.0,,0.5,48.0
2018-02-07,83,50.0,,0.5,41.5
2018-02-08,80,50.0,,0.5,40.0
2018-02-09,88,50.0,,0.5,44.0
2018-02-10,81,50.0,,0.5,40.5
2018-02-11,86,50.0,,0.5,43.0
2018-02-12,85,50.0,,0.5,42.5
2018-02-13,82,50.0,,0.5,41.0
2018-02-14,85,50.0,,0.5,42.5
2018-02-15,85,50.0,,0.5,42.5
2018-02-16,89,50.0,,0.5,44.5
2018-02-17,68,50.0,,0.5,34.0
2018-02-18,73,50.0,,0.5,36.5
2018-02-19,88,50.0,,0.5,44.0
2018-02-20,78,50.0,,0.5,39.0
2018-02-21,82,50.0,,0.5,41.0
2018-02-22,84,50.0,,0.5,42.0
2018-02-23,75,50.0,,0.5,37.5
2018-02-24,64,50.0,,0.5,32.0
2018-02-25,80,50.0,,0.5,40.0
2018-02-26,76,50.0,,0.5,38.0
2018-02-27,70,50.0,,0.5,35.0
2018-02-28,80,50.0,,0.5,40.0
2018-03-01,25,48.0,False,0.48,12.0
2018-03-02,27,48.0,,0.48,12.959999999999999
2018-03-03,31,48.0,,0.48,14.879999999999999
2018-03-04,26,48.0,,0.48,12.48
2018-03-05,100,48.0,,0.48,48.0
2018-03-06,42,48.0,,0.48,20.16
2018-03-07,36,48.0,,0.48,17.28
2018-03-08,31,48.0,,0.48,14.879999999999999
2018-03-09,30,48.0,,0.48,14.399999999999999
2018-03-10,24,48.0,,0.48,11.52
2018-03-11,22,48.0,,0.48,10.559999999999999
2018-03-12,27,48.0,,0.48,12.959999999999999
2018-03-13,32,48.0,,0.48,15.36
2018-03-14,31,48.0,,0.48,14.879999999999999
2018-03-15,27,48.0,,0.48,12.959999999999999
2018-03-16,23,48.0,,0.48,11.04
2018-03-17,24,48.0,,0.48,11.52
2018-03-18,22,48.0,,0.48,10.559999999999999
2018-03-19,31,48.0,,0.48,14.879999999999999
2018-03-20,32,48.0,,0.48,15.36
2018-03-21,28,48.0,,0.48,13.44
2018-03-22,24,48.0,,0.48,11.52
2018-03-23,28,48.0,,0.48,13.44
2018-03-24,22,48.0,,0.48,10.559999999999999
2018-03-25,23,48.0,,0.48,11.04
2018-03-26,28,48.0,,0.48,13.44
2018-03-27,30,48.0,,0.48,14.399999999999999
2018-03-28,27,48.0,,0.48,12.959999999999999
2018-03-29,26,48.0,,0.48,12.48
2018-03-30,29,48.0,,0.48,13.92
2018-03-31,18,48.0,,0.48,8.64
2018-04-01,53,44.0,False,0.44,23.32
2018-04-02,79,44.0,,0.44,34.76
2018-04-03,76,44.0,,0.44,33.44
2018-04-04,69,44.0,,0.44,30.36
2018-04-05,88,44.0,,0.44,38.72
2018-04-06,59,44.0,,0.44,25.96
2018-04-07,71,44.0,,0.44,31.24
2018-04-08,70,44.0,,0.44,30.8
2018-04-09,78,44.0,,0.44,34.32
2018-04-10,83,44.0,,0.44,36.52
2018-04-11,82,44.0,,0.44,36.08
2018-04-12,79,44.0,,0.44,34.76
2018-04-13,87,44.0,,0.44,38.28
2018-04-14,75,44.0,,0.44,33.0
2018-04-15,72,44.0,,0.44,31.68
2018-04-16,89,44.0,,0.44,39.160000000000004
2018-04-17,100,44.0,,0.44,44.0
2018-04-18,79,44.0,,0.44,34.76
2018-04-19,76,44.0,,0.44,33.44
2018-04-20,59,44.0,,0.44,25.96
2018-04-21,58,44.0,,0.44,25.52
2018-04-22,60,44.0,,0.44,26.4
2018-04-23,62,44.0,,0.44,27.28
2018-04-24,74,44.0,,0.44,32.56
2018-04-25,70,44.0,,0.44,30.8
2018-04-26,66,44.0,,0.44,29.04
2018-04-27,52,44.0,,0.44,22.88
2018-04-28,41,44.0,,0.44,18.04
2018-04-29,47,44.0,,0.44,20.68
2018-04-30,64,44.0,,0.44,28.16
2018-05-01,100,35.0,False,0.35,35.0
2018-05-02,80,35.0,,0.35,28.0
2018-05-03,86,35.0,,0.35,30.099999999999998
2018-05-04,78,35.0,,0.35,27.299999999999997
2018-05-05,67,35.0,,0.35,23.45
2018-05-06,77,35.0,,0.35,26.95
2018-05-07,94,35.0,,0.35,32.9
2018-05-08,92,35.0,,0.35,32.199999999999996
2018-05-09,80,35.0,,0.35,28.0
2018-05-10,76,35.0,,0.35,26.599999999999998
2018-05-11,87,35.0,,0.35,30.45
2018-05-12,69,35.0,,0.35,24.15
2018-05-13,68,35.0,,0.35,23.799999999999997
2018-05-14,91,35.0,,0.35,31.849999999999998
2018-05-15,93,35.0,,0.35,32.55
2018-05-16,82,35.0,,0.35,28.7
2018-05-17,75,35.0,,0.35,26.25
2018-05-18,83,35.0,,0.35,29.049999999999997
2018-05-19,64,35.0,,0.35,22.4
2018-05-20,69,35.0,,0.35,24.15
2018-05-21,92,35.0,,0.35,32.199999999999996
2018-05-22,99,35.0,,0.35,34.65
2018-05-23,88,35.0,,0.35,30.799999999999997
2018-05-24,81,35.0,,0.35,28.349999999999998
2018-05-25,79,35.0,,0.35,27.65
2018-05-26,71,35.0,,0.35,24.849999999999998
2018-05-27,76,35.0,,0.35,26.599999999999998
2018-05-28,76,35.0,,0.35,26.599999999999998
2018-05-29,74,35.0,,0.35,25.9
2018-05-30,80,35.0,,0.35,28.0
2018-05-31,79,35.0,,0.35,27.65
2018-06-01,71,35.0,False,0.35,24.849999999999998
2018-06-02,75,35.0,,0.35,26.25
2018-06-03,74,35.0,,0.35,25.9
2018-06-04,90,35.0,,0.35,31.499999999999996
2018-06-05,90,35.0,,0.35,31.499999999999996
2018-06-06,92,35.0,,0.35,32.199999999999996
2018-06-07,77,35.0,,0.35,26.95
2018-06-08,72,35.0,,0.35,25.2
2018-06-09,65,35.0,,0.35,22.75
2018-06-10,72,35.0,,0.35,25.2
2018-06-11,91,35.0,,0.35,31.849999999999998
2018-06-12,78,35.0,,0.35,27.299999999999997
2018-06-13,80,35.0,,0.35,28.0
2018-06-14,93,35.0,,0.35,32.55
2018-06-15,79,35.0,,0.35,27.65
2018-06-16,71,35.0,,0.35,24.849999999999998
2018-06-17,78,35.0,,0.35,27.299999999999997
2018-06-18,82,35.0,,0.35,28.7
2018-06-19,85,35.0,,0.35,29.749999999999996
2018-06-20,63,35.0,,0.35,22.049999999999997
2018-06-21,82,35.0,,0.35,28.7
2018-06-22,81,35.0,,0.35,28.349999999999998
2018-06-23,75,35.0,,0.35,26.25
2018-06-24,72,35.0,,0.35,25.2
2018-06-25,100,35.0,,0.35,35.0
2018-06-26,100,35.0,,0.35,35.0
2018-06-27,90,35.0,,0.35,31.499999999999996
2018-06-28,87,35.0,,0.35,30.45
2018-06-29,68,35.0,,0.35,23.799999999999997
2018-06-30,70,35.0,,0.35,24.5
2018-07-01,83,36.0,False,0.36,29.88
2018-07-02,80,36.0,,0.36,28.799999999999997
2018-07-03,75,36.0,,0.36,27.0
2018-07-04,78,36.0,,0.36,28.08
2018-07-05,70,36.0,,0.36,25.2
2018-07-06,92,36.0,,0.36,33.12
2018-07-07,73,36.0,,0.36,26.279999999999998
2018-07-08,90,36.0,,0.36,32.4
2018-07-09,93,36.0,,0.36,33.48
2018-07-10,100,36.0,,0.36,36.0
2018-07-11,90,36.0,,0.36,32.4
2018-07-12,96,36.0,,0.36,34.56
2018-07-13,87,36.0,,0.36,31.32
2018-07-14,78,36.0,,0.36,28.08
2018-07-15,73,36.0,,0.36,26.279999999999998
2018-07-16,92,36.0,,0.36,33.12
2018-07-17,96,36.0,,0.36,34.56
2018-07-18,93,36.0,,0.36,33.48
2018-07-19,94,36.0,,0.36,33.839999999999996
2018-07-20,91,36.0,,0.36,32.76
2018-07-21,75,36.0,,0.36,27.0
2018-07-22,78,36.0,,0.36,28.08
2018-07-23,99,36.0,,0.36,35.64
2018-07-24,94,36.0,,0.36,33.839999999999996
2018-07-25,99,36.0,,0.36,35.64
2018-07-26,95,36.0,,0.36,34.199999999999996
2018-07-27,96,36.0,,0.36,34.56
2018-07-28,79,36.0,,0.36,28.439999999999998
2018-07-29,81,36.0,,0.36,29.16
2018-07-30,96,36.0,,0.36,34.56
2018-07-31,89,36.0,,0.36,32.04
2018-08-01,88,36.0,False,0.36,31.68
2018-08-02,98,36.0,,0.36,35.28
2018-08-03,100,36.0,,0.36,36.0
2018-08-04,91,36.0,,0.36,32.76
2018-08-05,88,36.0,,0.36,31.68
2018-08-06,96,36.0,,0.36,34.56
2018-08-07,100,36.0,,0.36,36.0
2018-08-08,100,36.0,,0.36,36.0
2018-08-09,83,36.0,,0.36,29.88
2018-08-10,86,36.0,,0.36,30.959999999999997
2018-08-11,77,36.0,,0.36,27.72
2018-08-12,76,36.0,,0.36,27.36
2018-08-13,89,36.0,,0.36,32.04
2018-08-14,90,36.0,,0.36,32.4
2018-08-15,98,36.0,,0.36,35.28
2018-08-16,89,36.0,,0.36,32.04
2018-08-17,96,36.0,,0.36,34.56
2018-08-18,77,36.0,,0.36,27.72
2018-08-19,71,36.0,,0.36,25.56
2018-08-20,87,36.0,,0.36,31.32
2018-08-21,83,36.0,,0.36,29.88
2018-08-22,86,36.0,,0.36,30.959999999999997
2018-08-23,84,36.0,,0.36,30.24
2018-08-24,91,36.0,,0.36,32.76
2018-08-25,98,36.0,,0.36,35.28
2018-08-26,84,36.0,,0.36,30.24
2018-08-27,89,36.0,,0.36,32.04
2018-08-28,90,36.0,,0.36,32.4
2018-08-29,87,36.0,,0.36,31.32
2018-08-30,84,36.0,,0.36,30.24
2018-08-31,72,36.0,,0.36,25.919999999999998
2018-09-01,44,40.0,False,0.4,17.6
2018-09-02,44,40.0,,0.4,17.6
2018-09-03,49,40.0,,0.4,19.6
2018-09-04,49,40.0,,0.4,19.6
2018-09-05,44,40.0,,0.4,17.6
2018-09-06,50,40.0,,0.4,20.0
2018-09-07,49,40.0,,0.4,19.6
2018-09-08,46,40.0,,0.4,18.400000000000002
2018-09-09,46,40.0,,0.4,18.400000000000002
2018-09-10,52,40.0,,0.4,20.8
2018-09-11,52,40.0,,0.4,20.8
2018-09-12,54,40.0,,0.4,21.6
2018-09-13,56,40.0,,0.4,22.400000000000002
2018-09-14,50,40.0,,0.4,20.0
2018-09-15,43,40.0,,0.4,17.2
2018-09-16,50,40.0,,0.4,20.0
2018-09-17,93,40.0,,0.4,37.2
2018-09-18,100,40.0,,0.4,40.0
2018-09-19,74,40.0,,0.4,29.6
2018-09-20,61,40.0,,0.4,24.400000000000002
2018-09-21,61,40.0,,0.4,24.400000000000002
2018-09-22,52,40.0,,0.4,20.8
2018-09-23,63,40.0,,0.4,25.200000000000003
2018-09-24,53,40.0,,0.4,21.200000000000003
2018-09-25,54,40.0,,0.4,21.6
2018-09-26,60,40.0,,0.4,24.0
2018-09-27,68,40.0,,0.4,27.200000000000003
2018-09-28,47,40.0,,0.4,18.8
2018-09-29,60,40.0,,0.4,24.0
2018-09-30,44,40.0,,0.4,17.6
2018-10-01,74,40.0,False,0.4,29.6
2018-10-02,95,40.0,,0.4,38.0
2018-10-03,86,40.0,,0.4,34.4
2018-10-04,89,40.0,,0.4,35.6
2018-10-05,76,40.0,,0.4,30.400000000000002
2018-10-06,65,40.0,,0.4,26.0
2018-10-07,84,40.0,,0.4,33.6
2018-10-08,79,40.0,,0.4,31.6
2018-10-09,86,40.0,,0.4,34.4
2018-10-10,85,40.0,,0.4,34.0
2018-10-11,82,40.0,,0.4,32.800000000000004
2018-10-12,68,40.0,,0.4,27.200000000000003
2018-10-13,80,40.0,,0.4,32.0
2018-10-14,76,40.0,,0.4,30.400000000000002
2018-10-15,93,40.0,,0.4,37.2
2018-10-16,92,40.0,,0.4,36.800000000000004
