date,loss_unscaled,loss_monthly,isPartial,scale,loss
2010-01-01,77,84.0,False,0.84,64.67999999999999
2010-01-02,93,84.0,,0.84,78.11999999999999
2010-01-03,90,84.0,,0.84,75.6
2010-01-04,100,84.0,,0.84,84.0
2010-01-05,92,84.0,,0.84,77.28
2010-01-06,94,84.0,,0.84,78.96
2010-01-07,74,84.0,,0.84,62.16
2010-01-08,75,84.0,,0.84,63.0
2010-01-09,71,84.0,,0.84,59.64
2010-01-10,73,84.0,,0.84,61.32
2010-01-11,95,84.0,,0.84,79.8
2010-01-12,85,84.0,,0.84,71.39999999999999
2010-01-13,86,84.0,,0.84,72.24
2010-01-14,85,84.0,,0.84,71.39999999999999
2010-01-15,72,84.0,,0.84,60.48
2010-01-16,69,84.0,,0.84,57.96
2010-01-17,75,84.0,,0.84,63.0
2010-01-18,88,84.0,,0.84,73.92
2010-01-19,79,84.0,,0.84,66.36
2010-01-20,81,84.0,,0.84,68.03999999999999
2010-01-21,79,84.0,,0.84,66.36
2010-01-22,70,84.0,,0.84,58.8
2010-01-23,74,84.0,,0.84,62.16
2010-01-24,70,84.0,,0.84,58.8
2010-01-25,84,84.0,,0.84,70.56
2010-01-26,82,84.0,,0.84,68.88
2010-01-27,82,84.0,,0.84,68.88
2010-01-28,79,84.0,,0.84,66.36
2010-01-29,68,84.0,,0.84,57.12
2010-01-30,64,84.0,,0.84,53.76
2010-01-31,70,84.0,,0.84,58.8
2010-02-01,89,79.0,False,0.79,70.31
2010-02-02,89,79.0,,0.79,70.31
2010-02-03,89,79.0,,0.79,70.31
2010-02-04,82,79.0,,0.79,64.78
2010-02-05,76,79.0,,0.79,60.040000000000006
2010-02-06,80,79.0,,0.79,63.2
2010-02-07,79,79.0,,0.79,62.410000000000004
2010-02-08,90,79.0,,0.79,71.10000000000001
2010-02-09,92,79.0,,0.79,72.68
2010-02-10,96,79.0,,0.79,75.84
2010-02-11,84,79.0,,0.79,66.36
2010-02-12,77,79.0,,0.79,60.830000000000005
2010-02-13,70,79.0,,0.79,55.300000000000004
2010-02-14,80,79.0,,0.79,63.2
2010-02-15,92,79.0,,0.79,72.68
2010-02-16,87,79.0,,0.79,68.73
2010-02-17,92,79.0,,0.79,72.68
2010-02-18,93,79.0,,0.79,73.47
2010-02-19,84,79.0,,0.79,66.36
2010-02-20,75,79.0,,0.79,59.25
2010-02-21,88,79.0,,0.79,69.52000000000001
2010-02-22,100,79.0,,0.79,79.0
2010-02-23,99,79.0,,0.79,78.21000000000001
2010-02-24,96,79.0,,0.79,75.84
2010-02-25,81,79.0,,0.79,63.99
2010-02-26,79,79.0,,0.79,62.410000000000004
2010-02-27,70,79.0,,0.79,55.300000000000004
2010-02-28,82,79.0,,0.79,64.78
2010-03-01,100,81.0,False,0.81,81.0
2010-03-02,99,81.0,,0.81,80.19000000000001
2010-03-03,88,81.0,,0.81,71.28
2010-03-04,90,81.0,,0.81,72.9
2010-03-05,80,81.0,,0.81,64.80000000000001
2010-03-06,76,81.0,,0.81,61.56
2010-03-07,88,81.0,,0.81,71.28
2010-03-08,92,81.0,,0.81,74.52000000000001
2010-03-09,95,81.0,,0.81,76.95
2010-03-10,92,81.0,,0.81,74.52000000000001
2010-03-11,89,81.0,,0.81,72.09
2010-03-12,77,81.0,,0.81,62.370000000000005
2010-03-13,71,81.0,,0.81,57.510000000000005
2010-03-14,82,81.0,,0.81,66.42
2010-03-15,98,81.0,,0.81,79.38000000000001
2010-03-16,94,81.0,,0.81,76.14
2010-03-17,94,81.0,,0.81,76.14
2010-03-18,84,81.0,,0.81,68.04
2010-03-19,86,81.0,,0.81,69.66000000000001
2010-03-20,75,81.0,,0.81,60.75000000000001
2010-03-21,82,81.0,,0.81,66.42
2010-03-22,99,81.0,,0.81,80.19000000000001
2010-03-23,99,81.0,,0.81,80.19000000000001
2010-03-24,92,81.0,,0.81,74.52000000000001
2010-03-25,96,81.0,,0.81,77.76
2010-03-26,89,81.0,,0.81,72.09
2010-03-27,72,81.0,,0.81,58.32000000000001
2010-03-28,84,81.0,,0.81,68.04
2010-03-29,88,81.0,,0.81,71.28
2010-03-30,100,81.0,,0.81,81.0
2010-03-31,85,81.0,,0.81,68.85000000000001
2010-04-01,77,81.0,False,0.81,62.370000000000005
2010-04-02,70,81.0,,0.81,56.7
2010-04-03,66,81.0,,0.81,53.46
2010-04-04,72,81.0,,0.81,58.32000000000001
2010-04-05,92,81.0,,0.81,74.52000000000001
2010-04-06,100,81.0,,0.81,81.0
2010-04-07,85,81.0,,0.81,68.85000000000001
2010-04-08,88,81.0,,0.81,71.28
2010-04-09,71,81.0,,0.81,57.510000000000005
2010-04-10,68,81.0,,0.81,55.080000000000005
2010-04-11,74,81.0,,0.81,59.940000000000005
2010-04-12,83,81.0,,0.81,67.23
2010-04-13,87,81.0,,0.81,70.47
2010-04-14,86,81.0,,0.81,69.66000000000001
2010-04-15,85,81.0,,0.81,68.85000000000001
2010-04-16,77,81.0,,0.81,62.370000000000005
2010-04-17,69,81.0,,0.81,55.89
2010-04-18,75,81.0,,0.81,60.75000000000001
2010-04-19,84,81.0,,0.81,68.04
2010-04-20,92,81.0,,0.81,74.52000000000001
2010-04-21,84,81.0,,0.81,68.04
2010-04-22,76,81.0,,0.81,61.56
2010-04-23,74,81.0,,0.81,59.940000000000005
2010-04-24,59,81.0,,0.81,47.790000000000006
2010-04-25,68,81.0,,0.81,55.080000000000005
2010-04-26,80,81.0,,0.81,64.80000000000001
2010-04-27,86,81.0,,0.81,69.66000000000001
2010-04-28,74,81.0,,0.81,59.940000000000005
2010-04-29,74,81.0,,0.81,59.940000000000005
2010-04-30,69,81.0,,0.81,55.89
2010-05-01,46,84.0,False,0.84,38.64
2010-05-02,51,84.0,,0.84,42.839999999999996
2010-05-03,57,84.0,,0.84,47.879999999999995
2010-05-04,56,84.0,,0.84,47.04
2010-05-05,57,84.0,,0.84,47.879999999999995
2010-05-06,54,84.0,,0.84,45.36
2010-05-07,51,84.0,,0.84,42.839999999999996
2010-05-08,43,84.0,,0.84,36.12
2010-05-09,49,84.0,,0.84,41.16
2010-05-10,64,84.0,,0.84,53.76
2010-05-11,56,84.0,,0.84,47.04
2010-05-12,55,84.0,,0.84,46.199999999999996
2010-05-13,51,84.0,,0.84,42.839999999999996
2010-05-14,49,84.0,,0.84,41.16
2010-05-15,40,84.0,,0.84,33.6
2010-05-16,55,84.0,,0.84,46.199999999999996
2010-05-17,54,84.0,,0.84,45.36
2010-05-18,56,84.0,,0.84,47.04
2010-05-19,56,84.0,,0.84,47.04
2010-05-20,55,84.0,,0.84,46.199999999999996
2010-05-21,51,84.0,,0.84,42.839999999999996
2010-05-22,45,84.0,,0.84,37.8
2010-05-23,53,84.0,,0.84,44.519999999999996
2010-05-24,57,84.0,,0.84,47.879999999999995
2010-05-25,55,84.0,,0.84,46.199999999999996
2010-05-26,60,84.0,,0.84,50.4
2010-05-27,99,84.0,,0.84,83.16
2010-05-28,100,84.0,,0.84,84.0
2010-05-29,89,84.0,,0.84,74.75999999999999
2010-05-30,74,84.0,,0.84,62.16
2010-05-31,62,84.0,,0.84,52.08
2010-06-01,96,80.0,False,0.8,76.80000000000001
2010-06-02,100,80.0,,0.8,80.0
2010-06-03,88,80.0,,0.8,70.4
2010-06-04,79,80.0,,0.8,63.2
2010-06-05,73,80.0,,0.8,58.400000000000006
2010-06-06,70,80.0,,0.8,56.0
2010-06-07,91,80.0,,0.8,72.8
2010-06-08,86,80.0,,0.8,68.8
2010-06-09,71,80.0,,0.8,56.800000000000004
2010-06-10,64,80.0,,0.8,51.2
2010-06-11,72,80.0,,0.8,57.6
2010-06-12,61,80.0,,0.8,48.800000000000004
2010-06-13,78,80.0,,0.8,62.400000000000006
2010-06-14,79,80.0,,0.8,63.2
2010-06-15,84,80.0,,0.8,67.2
2010-06-16,79,80.0,,0.8,63.2
2010-06-17,71,80.0,,0.8,56.800000000000004
2010-06-18,70,80.0,,0.8,56.0
2010-06-19,67,80.0,,0.8,53.6
2010-06-20,75,80.0,,0.8,60.0
2010-06-21,84,80.0,,0.8,67.2
2010-06-22,75,80.0,,0.8,60.0
2010-06-23,74,80.0,,0.8,59.2
2010-06-24,79,80.0,,0.8,63.2
2010-06-25,69,80.0,,0.8,55.2
2010-06-26,68,80.0,,0.8,54.400000000000006
2010-06-27,75,80.0,,0.8,60.0
2010-06-28,83,80.0,,0.8,66.4
2010-06-29,87,80.0,,0.8,69.60000000000001
2010-06-30,88,80.0,,0.8,70.4
2010-07-01,91,71.0,False,0.71,64.61
2010-07-02,75,71.0,,0.71,53.25
2010-07-03,72,71.0,,0.71,51.12
2010-07-04,60,71.0,,0.71,42.599999999999994
2010-07-05,79,71.0,,0.71,56.089999999999996
2010-07-06,91,71.0,,0.71,64.61
2010-07-07,93,71.0,,0.71,66.03
2010-07-08,87,71.0,,0.71,61.769999999999996
2010-07-09,88,71.0,,0.71,62.48
2010-07-10,71,71.0,,0.71,50.41
2010-07-11,77,71.0,,0.71,54.669999999999995
2010-07-12,100,71.0,,0.71,71.0
2010-07-13,97,71.0,,0.71,68.86999999999999
2010-07-14,90,71.0,,0.71,63.9
2010-07-15,81,71.0,,0.71,57.51
2010-07-16,84,71.0,,0.71,59.64
2010-07-17,70,71.0,,0.71,49.699999999999996
2010-07-18,78,71.0,,0.71,55.379999999999995
2010-07-19,90,71.0,,0.71,63.9
2010-07-20,93,71.0,,0.71,66.03
2010-07-21,98,71.0,,0.71,69.58
2010-07-22,89,71.0,,0.71,63.19
2010-07-23,77,71.0,,0.71,54.669999999999995
2010-07-24,68,71.0,,0.71,48.28
2010-07-25,74,71.0,,0.71,52.54
2010-07-26,85,71.0,,0.71,60.349999999999994
2010-07-27,90,71.0,,0.71,63.9
2010-07-28,89,71.0,,0.71,63.19
2010-07-29,99,71.0,,0.71,70.28999999999999
2010-07-30,90,71.0,,0.71,63.9
2010-07-31,66,71.0,,0.71,46.86
2010-08-01,82,68.0,False,0.68,55.760000000000005
2010-08-02,92,68.0,,0.68,62.56
2010-08-03,98,68.0,,0.68,66.64
2010-08-04,95,68.0,,0.68,64.60000000000001
2010-08-05,94,68.0,,0.68,63.92
2010-08-06,100,68.0,,0.68,68.0
2010-08-07,85,68.0,,0.68,57.800000000000004
2010-08-08,87,68.0,,0.68,59.160000000000004
2010-08-09,90,68.0,,0.68,61.2
2010-08-10,93,68.0,,0.68,63.24
2010-08-11,95,68.0,,0.68,64.60000000000001
2010-08-12,93,68.0,,0.68,63.24
2010-08-13,82,68.0,,0.68,55.760000000000005
2010-08-14,68,68.0,,0.68,46.24
2010-08-15,83,68.0,,0.68,56.440000000000005
2010-08-16,88,68.0,,0.68,59.84
2010-08-17,87,68.0,,0.68,59.160000000000004
2010-08-18,92,68.0,,0.68,62.56
2010-08-19,92,68.0,,0.68,62.56
2010-08-20,77,68.0,,0.68,52.36000000000001
2010-08-21,77,68.0,,0.68,52.36000000000001
2010-08-22,82,68.0,,0.68,55.760000000000005
2010-08-23,91,68.0,,0.68,61.88
2010-08-24,90,68.0,,0.68,61.2
2010-08-25,84,68.0,,0.68,57.120000000000005
2010-08-26,88,68.0,,0.68,59.84
2010-08-27,79,68.0,,0.68,53.720000000000006
2010-08-28,64,68.0,,0.68,43.52
2010-08-29,71,68.0,,0.68,48.28
2010-08-30,95,68.0,,0.68,64.60000000000001
2010-08-31,83,68.0,,0.68,56.440000000000005
2010-09-01,76,69.0,False,0.69,52.44
2010-09-02,74,69.0,,0.69,51.059999999999995
2010-09-03,69,69.0,,0.69,47.61
2010-09-04,61,69.0,,0.69,42.089999999999996
2010-09-05,62,69.0,,0.69,42.779999999999994
2010-09-06,67,69.0,,0.69,46.23
2010-09-07,81,69.0,,0.69,55.88999999999999
2010-09-08,83,69.0,,0.69,57.269999999999996
2010-09-09,84,69.0,,0.69,57.959999999999994
2010-09-10,77,69.0,,0.69,53.129999999999995
2010-09-11,62,69.0,,0.69,42.779999999999994
2010-09-12,77,69.0,,0.69,53.129999999999995
2010-09-13,81,69.0,,0.69,55.88999999999999
2010-09-14,81,69.0,,0.69,55.88999999999999
2010-09-15,88,69.0,,0.69,60.72
2010-09-16,88,69.0,,0.69,60.72
2010-09-17,81,69.0,,0.69,55.88999999999999
2010-09-18,69,69.0,,0.69,47.61
2010-09-19,75,69.0,,0.69,51.74999999999999
2010-09-20,100,69.0,,0.69,69.0
2010-09-21,84,69.0,,0.69,57.959999999999994
2010-09-22,92,69.0,,0.69,63.48
2010-09-23,81,69.0,,0.69,55.88999999999999
2010-09-24,79,69.0,,0.69,54.51
2010-09-25,64,69.0,,0.69,44.16
2010-09-26,76,69.0,,0.69,52.44
2010-09-27,92,69.0,,0.69,63.48
2010-09-28,84,69.0,,0.69,57.959999999999994
2010-09-29,95,69.0,,0.69,65.55
2010-09-30,81,69.0,,0.69,55.88999999999999
2010-10-01,82,66.0,False,0.66,54.120000000000005
2010-10-02,71,66.0,,0.66,46.86
2010-10-03,71,66.0,,0.66,46.86
2010-10-04,94,66.0,,0.66,62.040000000000006
2010-10-05,98,66.0,,0.66,64.68
2010-10-06,93,66.0,,0.66,61.38
2010-10-07,92,66.0,,0.66,60.720000000000006
2010-10-08,87,66.0,,0.66,57.42
2010-10-09,72,66.0,,0.66,47.52
2010-10-10,75,66.0,,0.66,49.5
2010-10-11,87,66.0,,0.66,57.42
2010-10-12,89,66.0,,0.66,58.74
2010-10-13,96,66.0,,0.66,63.36
2010-10-14,88,66.0,,0.66,58.080000000000005
2010-10-15,81,66.0,,0.66,53.46
2010-10-16,66,66.0,,0.66,43.56
2010-10-17,80,66.0,,0.66,52.800000000000004
2010-10-18,92,66.0,,0.66,60.720000000000006
2010-10-19,92,66.0,,0.66,60.720000000000006
2010-10-20,89,66.0,,0.66,58.74
2010-10-21,89,66.0,,0.66,58.74
2010-10-22,84,66.0,,0.66,55.440000000000005
2010-10-23,70,66.0,,0.66,46.2
2010-10-24,86,66.0,,0.66,56.760000000000005
2010-10-25,97,66.0,,0.66,64.02
2010-10-26,100,66.0,,0.66,66.0
2010-10-27,100,66.0,,0.66,66.0
2010-10-28,90,66.0,,0.66,59.400000000000006
2010-10-29,74,66.0,,0.66,48.84
2010-10-30,65,66.0,,0.66,42.9
2010-10-31,60,66.0,,0.66,39.6
2010-11-01,90,65.0,False,0.65,58.5
2010-11-02,89,65.0,,0.65,57.85
2010-11-03,89,65.0,,0.65,57.85
2010-11-04,86,65.0,,0.65,55.9
2010-11-05,81,65.0,,0.65,52.65
2010-11-06,77,65.0,,0.65,50.050000000000004
2010-11-07,68,65.0,,0.65,44.2
2010-11-08,97,65.0,,0.65,63.050000000000004
2010-11-09,100,65.0,,0.65,65.0
2010-11-10,94,65.0,,0.65,61.1
2010-11-11,86,65.0,,0.65,55.9
2010-11-12,79,65.0,,0.65,51.35
2010-11-13,64,65.0,,0.65,41.6
2010-11-14,72,65.0,,0.65,46.800000000000004
2010-11-15,80,65.0,,0.65,52.0
2010-11-16,79,65.0,,0.65,51.35
2010-11-17,89,65.0,,0.65,57.85
2010-11-18,85,65.0,,0.65,55.25
2010-11-19,70,65.0,,0.65,45.5
2010-11-20,57,65.0,,0.65,37.050000000000004
2010-11-21,72,65.0,,0.65,46.800000000000004
2010-11-22,81,65.0,,0.65,52.65
2010-11-23,78,65.0,,0.65,50.7
2010-11-24,73,65.0,,0.65,47.45
2010-11-25,50,65.0,,0.65,32.5
2010-11-26,55,65.0,,0.65,35.75
2010-11-27,62,65.0,,0.65,40.300000000000004
2010-11-28,75,65.0,,0.65,48.75
2010-11-29,84,65.0,,0.65,54.6
2010-11-30,78,65.0,,0.65,50.7
2010-12-01,100,60.0,False,0.6,60.0
2010-12-02,85,60.0,,0.6,51.0
2010-12-03,79,60.0,,0.6,47.4
2010-12-04,67,60.0,,0.6,40.199999999999996
2010-12-05,77,60.0,,0.6,46.199999999999996
2010-12-06,84,60.0,,0.6,50.4
2010-12-07,84,60.0,,0.6,50.4
2010-12-08,82,60.0,,0.6,49.199999999999996
2010-12-09,82,60.0,,0.6,49.199999999999996
2010-12-10,72,60.0,,0.6,43.199999999999996
2010-12-11,68,60.0,,0.6,40.8
2010-12-12,71,60.0,,0.6,42.6
2010-12-13,80,60.0,,0.6,48.0
2010-12-14,76,60.0,,0.6,45.6
2010-12-15,77,60.0,,0.6,46.199999999999996
2010-12-16,74,60.0,,0.6,44.4
2010-12-17,70,60.0,,0.6,42.0
2010-12-18,55,60.0,,0.6,33.0
2010-12-19,66,60.0,,0.6,39.6
2010-12-20,77,60.0,,0.6,46.199999999999996
2010-12-21,70,60.0,,0.6,42.0
2010-12-22,78,60.0,,0.6,46.8
2010-12-23,58,60.0,,0.6,34.8
2010-12-24,56,60.0,,0.6,33.6
2010-12-25,45,60.0,,0.6,27.0
2010-12-26,75,60.0,,0.6,45.0
2010-12-27,98,60.0,,0.6,58.8
2010-12-28,100,60.0,,0.6,60.0
2010-12-29,93,60.0,,0.6,55.8
2010-12-30,84,60.0,,0.6,50.4
2010-12-31,86,60.0,,0.6,51.6
2011-01-01,70,89.0,False,0.89,62.300000000000004
2011-01-02,87,89.0,,0.89,77.43
2011-01-03,100,89.0,,0.89,89.0
2011-01-04,86,89.0,,0.89,76.54
2011-01-05,96,89.0,,0.89,85.44
2011-01-06,87,89.0,,0.89,77.43
2011-01-07,86,89.0,,0.89,76.54
2011-01-08,75,89.0,,0.89,66.75
2011-01-09,74,89.0,,0.89,65.86
2011-01-10,86,89.0,,0.89,76.54
2011-01-11,80,89.0,,0.89,71.2
2011-01-12,80,89.0,,0.89,71.2
2011-01-13,77,89.0,,0.89,68.53
2011-01-14,73,89.0,,0.89,64.97
2011-01-15,60,89.0,,0.89,53.4
2011-01-16,77,89.0,,0.89,68.53
2011-01-17,83,89.0,,0.89,73.87
2011-01-18,81,89.0,,0.89,72.09
2011-01-19,83,89.0,,0.89,73.87
2011-01-20,77,89.0,,0.89,68.53
2011-01-21,71,89.0,,0.89,63.19
2011-01-22,67,89.0,,0.89,59.63
2011-01-23,71,89.0,,0.89,63.19
2011-01-24,82,89.0,,0.89,72.98
2011-01-25,82,89.0,,0.89,72.98
2011-01-26,73,89.0,,0.89,64.97
2011-01-27,78,89.0,,0.89,69.42
2011-01-28,79,89.0,,0.89,70.31
2011-01-29,68,89.0,,0.89,60.52
2011-01-30,66,89.0,,0.89,58.74
2011-01-31,81,89.0,,0.89,72.09
2011-02-01,87,82.0,False,0.82,71.33999999999999
2011-02-02,90,82.0,,0.82,73.8
2011-02-03,88,82.0,,0.82,72.16
2011-02-04,76,82.0,,0.82,62.31999999999999
2011-02-05,81,82.0,,0.82,66.42
2011-02-06,85,82.0,,0.82,69.7
2011-02-07,93,82.0,,0.82,76.25999999999999
2011-02-08,96,82.0,,0.82,78.72
2011-02-09,91,82.0,,0.82,74.61999999999999
2011-02-10,97,82.0,,0.82,79.53999999999999
2011-02-11,82,82.0,,0.82,67.24
2011-02-12,79,82.0,,0.82,64.78
2011-02-13,87,82.0,,0.82,71.33999999999999
2011-02-14,90,82.0,,0.82,73.8
2011-02-15,97,82.0,,0.82,79.53999999999999
2011-02-16,94,82.0,,0.82,77.08
2011-02-17,98,82.0,,0.82,80.36
2011-02-18,86,82.0,,0.82,70.52
2011-02-19,78,82.0,,0.82,63.959999999999994
2011-02-20,82,82.0,,0.82,67.24
2011-02-21,96,82.0,,0.82,78.72
2011-02-22,97,82.0,,0.82,79.53999999999999
2011-02-23,100,82.0,,0.82,82.0
2011-02-24,87,82.0,,0.82,71.33999999999999
2011-02-25,85,82.0,,0.82,69.7
2011-02-26,80,82.0,,0.82,65.6
2011-02-27,84,82.0,,0.82,68.88
2011-02-28,100,82.0,,0.82,82.0
2011-03-01,92,82.0,False,0.82,75.44
2011-03-02,96,82.0,,0.82,78.72
2011-03-03,97,82.0,,0.82,79.53999999999999
2011-03-04,80,82.0,,0.82,65.6
2011-03-05,80,82.0,,0.82,65.6
2011-03-06,83,82.0,,0.82,68.06
2011-03-07,90,82.0,,0.82,73.8
2011-03-08,98,82.0,,0.82,80.36
2011-03-09,94,82.0,,0.82,77.08
2011-03-10,93,82.0,,0.82,76.25999999999999
2011-03-11,83,82.0,,0.82,68.06
2011-03-12,71,82.0,,0.82,58.22
2011-03-13,80,82.0,,0.82,65.6
2011-03-14,91,82.0,,0.82,74.61999999999999
2011-03-15,93,82.0,,0.82,76.25999999999999
2011-03-16,84,82.0,,0.82,68.88
2011-03-17,87,82.0,,0.82,71.33999999999999
2011-03-18,80,82.0,,0.82,65.6
2011-03-19,78,82.0,,0.82,63.959999999999994
2011-03-20,86,82.0,,0.82,70.52
2011-03-21,98,82.0,,0.82,80.36
2011-03-22,100,82.0,,0.82,82.0
2011-03-23,99,82.0,,0.82,81.17999999999999
2011-03-24,88,82.0,,0.82,72.16
2011-03-25,87,82.0,,0.82,71.33999999999999
2011-03-26,81,82.0,,0.82,66.42
2011-03-27,86,82.0,,0.82,70.52
2011-03-28,100,82.0,,0.82,82.0
2011-03-29,96,82.0,,0.82,78.72
2011-03-30,98,82.0,,0.82,80.36
2011-03-31,94,82.0,,0.82,77.08
2011-04-01,74,82.0,False,0.82,60.68
2011-04-02,64,82.0,,0.82,52.48
2011-04-03,78,82.0,,0.82,63.959999999999994
2011-04-04,90,82.0,,0.82,73.8
2011-04-05,88,82.0,,0.82,72.16
2011-04-06,91,82.0,,0.82,74.61999999999999
2011-04-07,84,82.0,,0.82,68.88
2011-04-08,76,82.0,,0.82,62.31999999999999
2011-04-09,63,82.0,,0.82,51.66
2011-04-10,75,82.0,,0.82,61.49999999999999
2011-04-11,87,82.0,,0.82,71.33999999999999
2011-04-12,90,82.0,,0.82,73.8
2011-04-13,93,82.0,,0.82,76.25999999999999
2011-04-14,83,82.0,,0.82,68.06
2011-04-15,77,82.0,,0.82,63.13999999999999
2011-04-16,72,82.0,,0.82,59.04
2011-04-17,77,82.0,,0.82,63.13999999999999
2011-04-18,82,82.0,,0.82,67.24
2011-04-19,85,82.0,,0.82,69.7
2011-04-20,82,82.0,,0.82,67.24
2011-04-21,84,82.0,,0.82,68.88
2011-04-22,100,82.0,,0.82,82.0
2011-04-23,77,82.0,,0.82,63.13999999999999
2011-04-24,73,82.0,,0.82,59.86
2011-04-25,95,82.0,,0.82,77.89999999999999
2011-04-26,89,82.0,,0.82,72.97999999999999
2011-04-27,82,82.0,,0.82,67.24
2011-04-28,89,82.0,,0.82,72.97999999999999
2011-04-29,72,82.0,,0.82,59.04
2011-04-30,70,82.0,,0.82,57.4
2011-05-01,67,85.0,False,0.85,56.949999999999996
2011-05-02,76,85.0,,0.85,64.6
2011-05-03,100,85.0,,0.85,85.0
2011-05-04,79,85.0,,0.85,67.14999999999999
2011-05-05,71,85.0,,0.85,60.35
2011-05-06,62,85.0,,0.85,52.699999999999996
2011-05-07,65,85.0,,0.85,55.25
2011-05-08,65,85.0,,0.85,55.25
2011-05-09,81,85.0,,0.85,68.85
2011-05-10,79,85.0,,0.85,67.14999999999999
2011-05-11,86,85.0,,0.85,73.1
2011-05-12,68,85.0,,0.85,57.8
2011-05-13,67,85.0,,0.85,56.949999999999996
2011-05-14,59,85.0,,0.85,50.15
2011-05-15,68,85.0,,0.85,57.8
2011-05-16,80,85.0,,0.85,68.0
2011-05-17,81,85.0,,0.85,68.85
2011-05-18,79,85.0,,0.85,67.14999999999999
2011-05-19,69,85.0,,0.85,58.65
2011-05-20,60,85.0,,0.85,51.0
2011-05-21,57,85.0,,0.85,48.449999999999996
2011-05-22,69,85.0,,0.85,58.65
2011-05-23,71,85.0,,0.85,60.35
2011-05-24,69,85.0,,0.85,58.65
2011-05-25,85,85.0,,0.85,72.25
2011-05-26,74,85.0,,0.85,62.9
2011-05-27,68,85.0,,0.85,57.8
2011-05-28,59,85.0,,0.85,50.15
2011-05-29,59,85.0,,0.85,50.15
2011-05-30,69,85.0,,0.85,58.65
2011-05-31,81,85.0,,0.85,68.85
2011-06-01,89,87.0,False,0.87,77.42999999999999
2011-06-02,87,87.0,,0.87,75.69
2011-06-03,84,87.0,,0.87,73.08
2011-06-04,76,87.0,,0.87,66.12
2011-06-05,81,87.0,,0.87,70.47
2011-06-06,90,87.0,,0.87,78.3
2011-06-07,85,87.0,,0.87,73.95
2011-06-08,88,87.0,,0.87,76.56
2011-06-09,89,87.0,,0.87,77.42999999999999
2011-06-10,79,87.0,,0.87,68.73
2011-06-11,70,87.0,,0.87,60.9
2011-06-12,78,87.0,,0.87,67.86
2011-06-13,100,87.0,,0.87,87.0
2011-06-14,94,87.0,,0.87,81.78
2011-06-15,86,87.0,,0.87,74.82
2011-06-16,86,87.0,,0.87,74.82
2011-06-17,73,87.0,,0.87,63.51
2011-06-18,72,87.0,,0.87,62.64
2011-06-19,79,87.0,,0.87,68.73
2011-06-20,89,87.0,,0.87,77.42999999999999
2011-06-21,96,87.0,,0.87,83.52
2011-06-22,90,87.0,,0.87,78.3
2011-06-23,89,87.0,,0.87,77.42999999999999
2011-06-24,85,87.0,,0.87,73.95
2011-06-25,70,87.0,,0.87,60.9
2011-06-26,81,87.0,,0.87,70.47
2011-06-27,95,87.0,,0.87,82.65
2011-06-28,96,87.0,,0.87,83.52
2011-06-29,88,87.0,,0.87,76.56
2011-06-30,84,87.0,,0.87,73.08
2011-07-01,69,82.0,False,0.82,56.58
2011-07-02,72,82.0,,0.82,59.04
2011-07-03,76,82.0,,0.82,62.31999999999999
2011-07-04,68,82.0,,0.82,55.76
2011-07-05,86,82.0,,0.82,70.52
2011-07-06,89,82.0,,0.82,72.97999999999999
2011-07-07,81,82.0,,0.82,66.42
2011-07-08,79,82.0,,0.82,64.78
2011-07-09,76,82.0,,0.82,62.31999999999999
2011-07-10,80,82.0,,0.82,65.6
2011-07-11,95,82.0,,0.82,77.89999999999999
2011-07-12,98,82.0,,0.82,80.36
2011-07-13,91,82.0,,0.82,74.61999999999999
2011-07-14,95,82.0,,0.82,77.89999999999999
2011-07-15,81,82.0,,0.82,66.42
2011-07-16,73,82.0,,0.82,59.86
2011-07-17,80,82.0,,0.82,65.6
2011-07-18,92,82.0,,0.82,75.44
2011-07-19,98,82.0,,0.82,80.36
2011-07-20,91,82.0,,0.82,74.61999999999999
2011-07-21,85,82.0,,0.82,69.7
2011-07-22,72,82.0,,0.82,59.04
2011-07-23,72,82.0,,0.82,59.04
2011-07-24,78,82.0,,0.82,63.959999999999994
2011-07-25,87,82.0,,0.82,71.33999999999999
2011-07-26,100,82.0,,0.82,82.0
2011-07-27,88,82.0,,0.82,72.16
2011-07-28,86,82.0,,0.82,70.52
2011-07-29,79,82.0,,0.82,64.78
2011-07-30,76,82.0,,0.82,62.31999999999999
2011-07-31,78,82.0,,0.82,63.959999999999994
2011-08-01,95,79.0,False,0.79,75.05
2011-08-02,96,79.0,,0.79,75.84
2011-08-03,95,79.0,,0.79,75.05
2011-08-04,93,79.0,,0.79,73.47
2011-08-05,96,79.0,,0.79,75.84
2011-08-06,85,79.0,,0.79,67.15
2011-08-07,96,79.0,,0.79,75.84
2011-08-08,99,79.0,,0.79,78.21000000000001
2011-08-09,100,79.0,,0.79,79.0
2011-08-10,94,79.0,,0.79,74.26
2011-08-11,87,79.0,,0.79,68.73
2011-08-12,81,79.0,,0.79,63.99
2011-08-13,78,79.0,,0.79,61.620000000000005
2011-08-14,81,79.0,,0.79,63.99
2011-08-15,93,79.0,,0.79,73.47
2011-08-16,86,79.0,,0.79,67.94
2011-08-17,86,79.0,,0.79,67.94
2011-08-18,93,79.0,,0.79,73.47
2011-08-19,81,79.0,,0.79,63.99
2011-08-20,78,79.0,,0.79,61.620000000000005
2011-08-21,77,79.0,,0.79,60.830000000000005
2011-08-22,94,79.0,,0.79,74.26
