date,loss_unscaled,loss_monthly,isPartial,scale,loss
2020-09-24,96,86.0,,0.86,82.56
2020-09-25,90,86.0,,0.86,77.4
2020-09-26,83,86.0,,0.86,71.38
2020-09-27,95,86.0,,0.86,81.7
2020-09-28,100,86.0,,0.86,86.0
2020-09-29,94,86.0,,0.86,80.84
2020-09-30,96,86.0,,0.86,82.56
2020-10-01,97,92.0,False,0.92,89.24000000000001
2020-10-02,85,92.0,,0.92,78.2
2020-10-03,74,92.0,,0.92,68.08
2020-10-04,80,92.0,,0.92,73.60000000000001
2020-10-05,92,92.0,,0.92,84.64
2020-10-06,92,92.0,,0.92,84.64
2020-10-07,89,92.0,,0.92,81.88000000000001
2020-10-08,91,92.0,,0.92,83.72
2020-10-09,86,92.0,,0.92,79.12
2020-10-10,79,92.0,,0.92,72.68
2020-10-11,81,92.0,,0.92,74.52000000000001
2020-10-12,90,92.0,,0.92,82.8
2020-10-13,96,92.0,,0.92,88.32000000000001
2020-10-14,94,92.0,,0.92,86.48
2020-10-15,100,92.0,,0.92,92.0
2020-10-16,88,92.0,,0.92,80.96000000000001
2020-10-17,78,92.0,,0.92,71.76
2020-10-18,90,92.0,,0.92,82.8
2020-10-19,92,92.0,,0.92,84.64
2020-10-20,91,92.0,,0.92,83.72
2020-10-21,88,92.0,,0.92,80.96000000000001
2020-10-22,89,92.0,,0.92,81.88000000000001
2020-10-23,81,92.0,,0.92,74.52000000000001
2020-10-24,77,92.0,,0.92,70.84
2020-10-25,97,92.0,,0.92,89.24000000000001
2020-10-26,98,92.0,,0.92,90.16000000000001
2020-10-27,92,92.0,,0.92,84.64
2020-10-28,92,92.0,,0.92,84.64
2020-10-29,88,92.0,,0.92,80.96000000000001
2020-10-30,76,92.0,,0.92,69.92
2020-10-31,75,92.0,,0.92,69.0
2020-11-01,82,83.0,True,0.83,68.06
2020-11-02,98,83.0,,0.83,81.33999999999999
2020-11-03,87,83.0,,0.83,72.21
2020-11-04,55,83.0,,0.83,45.65
2020-11-05,75,83.0,,0.83,62.25
2020-11-06,73,83.0,,0.83,60.589999999999996
2020-11-07,77,83.0,,0.83,63.91
2020-11-08,90,83.0,,0.83,74.7
2020-11-09,99,83.0,,0.83,82.17
2020-11-10,97,83.0,,0.83,80.50999999999999
2020-11-11,93,83.0,,0.83,77.19
2020-11-12,98,83.0,,0.83,81.33999999999999
2020-11-13,89,83.0,,0.83,73.86999999999999
2020-11-14,78,83.0,,0.83,64.74
2020-11-15,91,83.0,,0.83,75.53
2020-11-16,100,83.0,,0.83,83.0
2020-11-17,94,83.0,,0.83,78.02
2020-11-18,97,83.0,,0.83,80.50999999999999
2020-11-19,98,83.0,,0.83,81.33999999999999
2020-11-20,88,83.0,,0.83,73.03999999999999
2020-11-21,81,83.0,,0.83,67.22999999999999
2020-11-22,83,83.0,,0.83,68.89
2020-11-23,92,83.0,,0.83,76.36
2020-11-24,91,83.0,,0.83,75.53
2020-11-25,81,83.0,,0.83,67.22999999999999
2020-11-26,74,83.0,,0.83,61.419999999999995
2020-11-27,74,83.0,,0.83,61.419999999999995
2020-11-28,79,83.0,,0.83,65.57
2020-11-29,85,83.0,,0.83,70.55
