date,crash_unscaled,crash_monthly,isPartial,scale,crash
2012-03-18,91,33.0,,0.33,30.03
2012-03-19,73,33.0,,0.33,24.09
2012-03-20,78,33.0,,0.33,25.740000000000002
2012-03-21,75,33.0,,0.33,24.75
2012-03-22,78,33.0,,0.33,25.740000000000002
2012-03-23,78,33.0,,0.33,25.740000000000002
2012-03-24,87,33.0,,0.33,28.71
2012-03-25,93,33.0,,0.33,30.69
2012-03-26,80,33.0,,0.33,26.400000000000002
2012-03-27,77,33.0,,0.33,25.41
2012-03-28,75,33.0,,0.33,24.75
2012-03-29,69,33.0,,0.33,22.77
2012-03-30,81,33.0,,0.33,26.73
2012-03-31,69,33.0,,0.33,22.77
2012-04-01,33,41.0,False,0.41,13.53
2012-04-02,35,41.0,,0.41,14.35
2012-04-03,45,41.0,,0.41,18.45
2012-04-04,33,41.0,,0.41,13.53
2012-04-05,30,41.0,,0.41,12.299999999999999
2012-04-06,100,41.0,,0.41,41.0
2012-04-07,82,41.0,,0.41,33.62
2012-04-08,49,41.0,,0.41,20.09
2012-04-09,42,41.0,,0.41,17.22
2012-04-10,45,41.0,,0.41,18.45
2012-04-11,33,41.0,,0.41,13.53
2012-04-12,32,41.0,,0.41,13.12
2012-04-13,30,41.0,,0.41,12.299999999999999
2012-04-14,37,41.0,,0.41,15.17
2012-04-15,35,41.0,,0.41,14.35
2012-04-16,30,41.0,,0.41,12.299999999999999
2012-04-17,30,41.0,,0.41,12.299999999999999
2012-04-18,30,41.0,,0.41,12.299999999999999
2012-04-19,33,41.0,,0.41,13.53
2012-04-20,43,41.0,,0.41,17.63
2012-04-21,34,41.0,,0.41,13.94
2012-04-22,34,41.0,,0.41,13.94
2012-04-23,32,41.0,,0.41,13.12
2012-04-24,29,41.0,,0.41,11.889999999999999
2012-04-25,31,41.0,,0.41,12.709999999999999
2012-04-26,28,41.0,,0.41,11.479999999999999
2012-04-27,30,41.0,,0.41,12.299999999999999
2012-04-28,29,41.0,,0.41,11.889999999999999
2012-04-29,35,41.0,,0.41,14.35
2012-04-30,38,41.0,,0.41,15.579999999999998
2012-05-01,80,35.0,False,0.35,28.0
2012-05-02,71,35.0,,0.35,24.849999999999998
2012-05-03,78,35.0,,0.35,27.299999999999997
2012-05-04,74,35.0,,0.35,25.9
2012-05-05,70,35.0,,0.35,24.5
2012-05-06,95,35.0,,0.35,33.25
2012-05-07,74,35.0,,0.35,25.9
2012-05-08,64,35.0,,0.35,22.4
2012-05-09,63,35.0,,0.35,22.049999999999997
2012-05-10,83,35.0,,0.35,29.049999999999997
2012-05-11,87,35.0,,0.35,30.45
2012-05-12,99,35.0,,0.35,34.65
2012-05-13,100,35.0,,0.35,35.0
2012-05-14,96,35.0,,0.35,33.599999999999994
2012-05-15,93,35.0,,0.35,32.55
2012-05-16,87,35.0,,0.35,30.45
2012-05-17,71,35.0,,0.35,24.849999999999998
2012-05-18,63,35.0,,0.35,22.049999999999997
2012-05-19,77,35.0,,0.35,26.95
2012-05-20,80,35.0,,0.35,28.0
2012-05-21,80,35.0,,0.35,28.0
2012-05-22,88,35.0,,0.35,30.799999999999997
2012-05-23,74,35.0,,0.35,25.9
2012-05-24,77,35.0,,0.35,26.95
2012-05-25,66,35.0,,0.35,23.099999999999998
2012-05-26,79,35.0,,0.35,27.65
2012-05-27,97,35.0,,0.35,33.949999999999996
2012-05-28,82,35.0,,0.35,28.7
2012-05-29,83,35.0,,0.35,29.049999999999997
2012-05-30,80,35.0,,0.35,28.0
2012-05-31,71,35.0,,0.35,24.849999999999998
2012-06-01,48,37.0,False,0.37,17.759999999999998
2012-06-02,54,37.0,,0.37,19.98
2012-06-03,95,37.0,,0.37,35.15
2012-06-04,100,37.0,,0.37,37.0
2012-06-05,73,37.0,,0.37,27.009999999999998
2012-06-06,58,37.0,,0.37,21.46
2012-06-07,54,37.0,,0.37,19.98
2012-06-08,73,37.0,,0.37,27.009999999999998
2012-06-09,68,37.0,,0.37,25.16
2012-06-10,59,37.0,,0.37,21.83
2012-06-11,64,37.0,,0.37,23.68
2012-06-12,51,37.0,,0.37,18.87
2012-06-13,51,37.0,,0.37,18.87
2012-06-14,54,37.0,,0.37,19.98
2012-06-15,52,37.0,,0.37,19.24
2012-06-16,50,37.0,,0.37,18.5
2012-06-17,61,37.0,,0.37,22.57
2012-06-18,56,37.0,,0.37,20.72
2012-06-19,52,37.0,,0.37,19.24
2012-06-20,57,37.0,,0.37,21.09
2012-06-21,47,37.0,,0.37,17.39
2012-06-22,49,37.0,,0.37,18.13
2012-06-23,55,37.0,,0.37,20.35
2012-06-24,61,37.0,,0.37,22.57
2012-06-25,59,37.0,,0.37,21.83
2012-06-26,59,37.0,,0.37,21.83
2012-06-27,53,37.0,,0.37,19.61
2012-06-28,49,37.0,,0.37,18.13
2012-06-29,45,37.0,,0.37,16.65
2012-06-30,54,37.0,,0.37,19.98
2012-07-01,75,36.0,False,0.36,27.0
2012-07-02,100,36.0,,0.36,36.0
2012-07-03,88,36.0,,0.36,31.68
2012-07-04,77,36.0,,0.36,27.72
2012-07-05,83,36.0,,0.36,29.88
2012-07-06,78,36.0,,0.36,28.08
2012-07-07,98,36.0,,0.36,35.28
2012-07-08,87,36.0,,0.36,31.32
2012-07-09,76,36.0,,0.36,27.36
2012-07-10,72,36.0,,0.36,25.919999999999998
2012-07-11,80,36.0,,0.36,28.799999999999997
2012-07-12,72,36.0,,0.36,25.919999999999998
2012-07-13,82,36.0,,0.36,29.52
2012-07-14,81,36.0,,0.36,29.16
2012-07-15,77,36.0,,0.36,27.72
2012-07-16,68,36.0,,0.36,24.48
2012-07-17,79,36.0,,0.36,28.439999999999998
2012-07-18,69,36.0,,0.36,24.84
2012-07-19,66,36.0,,0.36,23.759999999999998
2012-07-20,73,36.0,,0.36,26.279999999999998
2012-07-21,79,36.0,,0.36,28.439999999999998
2012-07-22,79,36.0,,0.36,28.439999999999998
2012-07-23,87,36.0,,0.36,31.32
2012-07-24,71,36.0,,0.36,25.56
2012-07-25,59,36.0,,0.36,21.24
2012-07-26,62,36.0,,0.36,22.32
2012-07-27,81,36.0,,0.36,29.16
2012-07-28,78,36.0,,0.36,28.08
2012-07-29,79,36.0,,0.36,28.439999999999998
2012-07-30,77,36.0,,0.36,27.72
2012-07-31,71,36.0,,0.36,25.56
2012-08-01,53,35.0,False,0.35,18.549999999999997
2012-08-02,69,35.0,,0.35,24.15
2012-08-03,88,35.0,,0.35,30.799999999999997
2012-08-04,72,35.0,,0.35,25.2
2012-08-05,65,35.0,,0.35,22.75
2012-08-06,66,35.0,,0.35,23.099999999999998
2012-08-07,69,35.0,,0.35,24.15
2012-08-08,59,35.0,,0.35,20.65
2012-08-09,65,35.0,,0.35,22.75
2012-08-10,78,35.0,,0.35,27.299999999999997
2012-08-11,100,35.0,,0.35,35.0
2012-08-12,79,35.0,,0.35,27.65
2012-08-13,73,35.0,,0.35,25.549999999999997
2012-08-14,91,35.0,,0.35,31.849999999999998
2012-08-15,77,35.0,,0.35,26.95
2012-08-16,95,35.0,,0.35,33.25
2012-08-17,81,35.0,,0.35,28.349999999999998
2012-08-18,70,35.0,,0.35,24.5
2012-08-19,84,35.0,,0.35,29.4
2012-08-20,88,35.0,,0.35,30.799999999999997
2012-08-21,83,35.0,,0.35,29.049999999999997
2012-08-22,72,35.0,,0.35,25.2
2012-08-23,73,35.0,,0.35,25.549999999999997
2012-08-24,69,35.0,,0.35,24.15
2012-08-25,70,35.0,,0.35,24.5
2012-08-26,78,35.0,,0.35,27.299999999999997
2012-08-27,78,35.0,,0.35,27.299999999999997
2012-08-28,67,35.0,,0.35,23.45
2012-08-29,61,35.0,,0.35,21.349999999999998
2012-08-30,57,35.0,,0.35,19.95
2012-08-31,57,35.0,,0.35,19.95
2012-09-01,78,33.0,False,0.33,25.740000000000002
2012-09-02,96,33.0,,0.33,31.68
2012-09-03,86,33.0,,0.33,28.380000000000003
2012-09-04,74,33.0,,0.33,24.42
2012-09-05,80,33.0,,0.33,26.400000000000002
2012-09-06,71,33.0,,0.33,23.43
2012-09-07,64,33.0,,0.33,21.12
2012-09-08,66,33.0,,0.33,21.78
2012-09-09,75,33.0,,0.33,24.75
2012-09-10,84,33.0,,0.33,27.720000000000002
2012-09-11,85,33.0,,0.33,28.05
2012-09-12,71,33.0,,0.33,23.43
2012-09-13,66,33.0,,0.33,21.78
2012-09-14,71,33.0,,0.33,23.43
2012-09-15,76,33.0,,0.33,25.080000000000002
2012-09-16,100,33.0,,0.33,33.0
2012-09-17,81,33.0,,0.33,26.73
2012-09-18,75,33.0,,0.33,24.75
2012-09-19,59,33.0,,0.33,19.470000000000002
2012-09-20,62,33.0,,0.33,20.46
2012-09-21,70,33.0,,0.33,23.1
2012-09-22,72,33.0,,0.33,23.76
2012-09-23,77,33.0,,0.33,25.41
2012-09-24,62,33.0,,0.33,20.46
2012-09-25,64,33.0,,0.33,21.12
2012-09-26,66,33.0,,0.33,21.78
2012-09-27,63,33.0,,0.33,20.790000000000003
2012-09-28,69,33.0,,0.33,22.77
2012-09-29,73,33.0,,0.33,24.09
2012-09-30,71,33.0,,0.33,23.43
2012-10-01,79,32.0,False,0.32,25.28
2012-10-02,79,32.0,,0.32,25.28
2012-10-03,79,32.0,,0.32,25.28
2012-10-04,83,32.0,,0.32,26.560000000000002
2012-10-05,72,32.0,,0.32,23.04
2012-10-06,77,32.0,,0.32,24.64
2012-10-07,95,32.0,,0.32,30.400000000000002
2012-10-08,100,32.0,,0.32,32.0
2012-10-09,93,32.0,,0.32,29.76
2012-10-10,89,32.0,,0.32,28.48
2012-10-11,88,32.0,,0.32,28.16
2012-10-12,79,32.0,,0.32,25.28
2012-10-13,77,32.0,,0.32,24.64
2012-10-14,73,32.0,,0.32,23.36
2012-10-15,76,32.0,,0.32,24.32
2012-10-16,69,32.0,,0.32,22.080000000000002
2012-10-17,68,32.0,,0.32,21.76
2012-10-18,77,32.0,,0.32,24.64
2012-10-19,77,32.0,,0.32,24.64
2012-10-20,90,32.0,,0.32,28.8
2012-10-21,84,32.0,,0.32,26.88
2012-10-22,79,32.0,,0.32,25.28
2012-10-23,72,32.0,,0.32,23.04
2012-10-24,70,32.0,,0.32,22.400000000000002
2012-10-25,87,32.0,,0.32,27.84
2012-10-26,79,32.0,,0.32,25.28
2012-10-27,67,32.0,,0.32,21.44
2012-10-28,65,32.0,,0.32,20.8
2012-10-29,61,32.0,,0.32,19.52
2012-10-30,76,32.0,,0.32,24.32
2012-10-31,62,32.0,,0.32,19.84
2012-11-01,70,30.0,False,0.3,21.0
2012-11-02,70,30.0,,0.3,21.0
2012-11-03,70,30.0,,0.3,21.0
2012-11-04,85,30.0,,0.3,25.5
2012-11-05,70,30.0,,0.3,21.0
2012-11-06,69,30.0,,0.3,20.7
2012-11-07,68,30.0,,0.3,20.4
2012-11-08,80,30.0,,0.3,24.0
2012-11-09,70,30.0,,0.3,21.0
2012-11-10,67,30.0,,0.3,20.099999999999998
2012-11-11,81,30.0,,0.3,24.3
2012-11-12,76,30.0,,0.3,22.8
2012-11-13,73,30.0,,0.3,21.9
2012-11-14,86,30.0,,0.3,25.8
2012-11-15,77,30.0,,0.3,23.099999999999998
2012-11-16,100,30.0,,0.3,30.0
2012-11-17,92,30.0,,0.3,27.599999999999998
2012-11-18,81,30.0,,0.3,24.3
2012-11-19,83,30.0,,0.3,24.9
2012-11-20,78,30.0,,0.3,23.4
2012-11-21,83,30.0,,0.3,24.9
2012-11-22,77,30.0,,0.3,23.099999999999998
2012-11-23,84,30.0,,0.3,25.2
2012-11-24,86,30.0,,0.3,25.8
2012-11-25,83,30.0,,0.3,24.9
2012-11-26,72,30.0,,0.3,21.599999999999998
2012-11-27,73,30.0,,0.3,21.9
2012-11-28,68,30.0,,0.3,20.4
2012-11-29,75,30.0,,0.3,22.5
2012-11-30,75,30.0,,0.3,22.5
2012-12-01,31,38.0,False,0.38,11.78
2012-12-02,34,38.0,,0.38,12.92
2012-12-03,35,38.0,,0.38,13.3
2012-12-04,32,38.0,,0.38,12.16
2012-12-05,31,38.0,,0.38,11.78
2012-12-06,26,38.0,,0.38,9.88
2012-12-07,30,38.0,,0.38,11.4
2012-12-08,34,38.0,,0.38,12.92
2012-12-09,58,38.0,,0.38,22.04
2012-12-10,100,38.0,,0.38,38.0
2012-12-11,75,38.0,,0.38,28.5
2012-12-12,60,38.0,,0.38,22.8
2012-12-13,52,38.0,,0.38,19.76
2012-12-14,55,38.0,,0.38,20.9
2012-12-15,42,38.0,,0.38,15.96
2012-12-16,32,38.0,,0.38,12.16
2012-12-17,31,38.0,,0.38,11.78
2012-12-18,29,38.0,,0.38,11.02
2012-12-19,33,38.0,,0.38,12.540000000000001
2012-12-20,35,38.0,,0.38,13.3
2012-12-21,33,38.0,,0.38,12.540000000000001
2012-12-22,31,38.0,,0.38,11.78
2012-12-23,32,38.0,,0.38,12.16
2012-12-24,27,38.0,,0.38,10.26
2012-12-25,28,38.0,,0.38,10.64
2012-12-26,30,38.0,,0.38,11.4
2012-12-27,30,38.0,,0.38,11.4
2012-12-28,29,38.0,,0.38,11.02
2012-12-29,32,38.0,,0.38,12.16
2012-12-30,42,38.0,,0.38,15.96
2012-12-31,48,38.0,,0.38,18.240000000000002
2013-01-01,41,36.0,False,0.36,14.76
2013-01-02,35,36.0,,0.36,12.6
2013-01-03,41,36.0,,0.36,14.76
2013-01-04,35,36.0,,0.36,12.6
2013-01-05,37,36.0,,0.36,13.32
2013-01-06,33,36.0,,0.36,11.879999999999999
2013-01-07,30,36.0,,0.36,10.799999999999999
2013-01-08,31,36.0,,0.36,11.16
2013-01-09,44,36.0,,0.36,15.84
2013-01-10,35,36.0,,0.36,12.6
2013-01-11,33,36.0,,0.36,11.879999999999999
2013-01-12,34,36.0,,0.36,12.24
2013-01-13,34,36.0,,0.36,12.24
2013-01-14,34,36.0,,0.36,12.24
2013-01-15,29,36.0,,0.36,10.44
2013-01-16,39,36.0,,0.36,14.04
2013-01-17,32,36.0,,0.36,11.52
2013-01-18,28,36.0,,0.36,10.08
2013-01-19,29,36.0,,0.36,10.44
2013-01-20,31,36.0,,0.36,11.16
2013-01-21,34,36.0,,0.36,12.24
2013-01-22,30,36.0,,0.36,10.799999999999999
2013-01-23,32,36.0,,0.36,11.52
2013-01-24,30,36.0,,0.36,10.799999999999999
2013-01-25,31,36.0,,0.36,11.16
2013-01-26,37,36.0,,0.36,13.32
2013-01-27,36,36.0,,0.36,12.959999999999999
2013-01-28,44,36.0,,0.36,15.84
2013-01-29,50,36.0,,0.36,18.0
2013-01-30,42,36.0,,0.36,15.12
2013-01-31,100,36.0,,0.36,36.0
2013-02-01,32,48.0,False,0.48,15.36
2013-02-02,16,48.0,,0.48,7.68
2013-02-03,16,48.0,,0.48,7.68
2013-02-04,17,48.0,,0.48,8.16
2013-02-05,16,48.0,,0.48,7.68
2013-02-06,16,48.0,,0.48,7.68
2013-02-07,13,48.0,,0.48,6.24
2013-02-08,12,48.0,,0.48,5.76
2013-02-09,15,48.0,,0.48,7.199999999999999
2013-02-10,15,48.0,,0.48,7.199999999999999
2013-02-11,15,48.0,,0.48,7.199999999999999
2013-02-12,14,48.0,,0.48,6.72
2013-02-13,13,48.0,,0.48,6.24
2013-02-14,12,48.0,,0.48,5.76
2013-02-15,15,48.0,,0.48,7.199999999999999
2013-02-16,15,48.0,,0.48,7.199999999999999
2013-02-17,17,48.0,,0.48,8.16
2013-02-18,18,48.0,,0.48,8.64
2013-02-19,14,48.0,,0.48,6.72
2013-02-20,13,48.0,,0.48,6.24
2013-02-21,17,48.0,,0.48,8.16
2013-02-22,18,48.0,,0.48,8.64
2013-02-23,36,48.0,,0.48,17.28
2013-02-24,100,48.0,,0.48,48.0
2013-02-25,29,48.0,,0.48,13.92
2013-02-26,19,48.0,,0.48,9.12
2013-02-27,17,48.0,,0.48,8.16
2013-02-28,15,48.0,,0.48,7.199999999999999
2013-03-01,57,36.0,False,0.36,20.52
2013-03-02,59,36.0,,0.36,21.24
2013-03-03,72,36.0,,0.36,25.919999999999998
2013-03-04,72,36.0,,0.36,25.919999999999998
2013-03-05,56,36.0,,0.36,20.16
2013-03-06,54,36.0,,0.36,19.439999999999998
2013-03-07,55,36.0,,0.36,19.8
2013-03-08,53,36.0,,0.36,19.08
2013-03-09,54,36.0,,0.36,19.439999999999998
2013-03-10,62,36.0,,0.36,22.32
2013-03-11,76,36.0,,0.36,27.36
2013-03-12,85,36.0,,0.36,30.599999999999998
2013-03-13,70,36.0,,0.36,25.2
2013-03-14,57,36.0,,0.36,20.52
2013-03-15,76,36.0,,0.36,27.36
2013-03-16,91,36.0,,0.36,32.76
2013-03-17,100,36.0,,0.36,36.0
2013-03-18,100,36.0,,0.36,36.0
2013-03-19,67,36.0,,0.36,24.119999999999997
2013-03-20,62,36.0,,0.36,22.32
2013-03-21,58,36.0,,0.36,20.88
2013-03-22,47,36.0,,0.36,16.919999999999998
2013-03-23,57,36.0,,0.36,20.52
2013-03-24,65,36.0,,0.36,23.4
2013-03-25,64,36.0,,0.36,23.04
2013-03-26,58,36.0,,0.36,20.88
2013-03-27,49,36.0,,0.36,17.64
2013-03-28,53,36.0,,0.36,19.08
2013-03-29,53,36.0,,0.36,19.08
2013-03-30,52,36.0,,0.36,18.72
2013-03-31,69,36.0,,0.36,24.84
2013-04-01,66,35.0,False,0.35,23.099999999999998
2013-04-02,50,35.0,,0.35,17.5
2013-04-03,48,35.0,,0.35,16.799999999999997
2013-04-04,50,35.0,,0.35,17.5
2013-04-05,48,35.0,,0.35,16.799999999999997
2013-04-06,47,35.0,,0.35,16.45
2013-04-07,59,35.0,,0.35,20.65
2013-04-08,71,35.0,,0.35,24.849999999999998
2013-04-09,55,35.0,,0.35,19.25
2013-04-10,51,35.0,,0.35,17.849999999999998
2013-04-11,56,35.0,,0.35,19.599999999999998
2013-04-12,53,35.0,,0.35,18.549999999999997
2013-04-13,65,35.0,,0.35,22.75
2013-04-14,64,35.0,,0.35,22.4
2013-04-15,64,35.0,,0.35,22.4
2013-04-16,60,35.0,,0.35,21.0
2013-04-17,53,35.0,,0.35,18.549999999999997
2013-04-18,48,35.0,,0.35,16.799999999999997
2013-04-19,46,35.0,,0.35,16.099999999999998
2013-04-20,50,35.0,,0.35,17.5
2013-04-21,53,35.0,,0.35,18.549999999999997
2013-04-22,54,35.0,,0.35,18.9
2013-04-23,58,35.0,,0.35,20.299999999999997
2013-04-24,53,35.0,,0.35,18.549999999999997
2013-04-25,51,35.0,,0.35,17.849999999999998
2013-04-26,46,35.0,,0.35,16.099999999999998
2013-04-27,55,35.0,,0.35,19.25
2013-04-28,56,35.0,,0.35,19.599999999999998
2013-04-29,68,35.0,,0.35,23.799999999999997
2013-04-30,100,35.0,,0.35,35.0
2013-05-01,100,50.0,False,0.5,50.0
2013-05-02,74,50.0,,0.5,37.0
2013-05-03,51,50.0,,0.5,25.5
2013-05-04,44,50.0,,0.5,22.0
2013-05-05,38,50.0,,0.5,19.0
2013-05-06,37,50.0,,0.5,18.5
2013-05-07,25,50.0,,0.5,12.5
2013-05-08,23,50.0,,0.5,11.5
2013-05-09,25,50.0,,0.5,12.5
2013-05-10,23,50.0,,0.5,11.5
2013-05-11,25,50.0,,0.5,12.5
2013-05-12,24,50.0,,0.5,12.0
2013-05-13,25,50.0,,0.5,12.5
2013-05-14,20,50.0,,0.5,10.0
2013-05-15,26,50.0,,0.5,13.0
2013-05-16,26,50.0,,0.5,13.0
2013-05-17,27,50.0,,0.5,13.5
2013-05-18,32,50.0,,0.5,16.0
2013-05-19,27,50.0,,0.5,13.5
2013-05-20,26,50.0,,0.5,13.0
2013-05-21,23,50.0,,0.5,11.5
2013-05-22,20,50.0,,0.5,10.0
2013-05-23,20,50.0,,0.5,10.0
2013-05-24,22,50.0,,0.5,11.0
2013-05-25,24,50.0,,0.5,12.0
2013-05-26,28,50.0,,0.5,14.0
2013-05-27,26,50.0,,0.5,13.0
2013-05-28,28,50.0,,0.5,14.0
2013-05-29,26,50.0,,0.5,13.0
2013-05-30,25,50.0,,0.5,12.5
2013-05-31,26,50.0,,0.5,13.0
2013-06-01,41,42.0,False,0.42,17.22
2013-06-02,40,42.0,,0.42,16.8
2013-06-03,39,42.0,,0.42,16.38
2013-06-04,37,42.0,,0.42,15.54
2013-06-05,36,42.0,,0.42,15.12
2013-06-06,35,42.0,,0.42,14.7
2013-06-07,40,42.0,,0.42,16.8
2013-06-08,35,42.0,,0.42,14.7
2013-06-09,36,42.0,,0.42,15.12
2013-06-10,34,42.0,,0.42,14.28
2013-06-11,34,42.0,,0.42,14.28
2013-06-12,35,42.0,,0.42,14.7
2013-06-13,67,42.0,,0.42,28.14
2013-06-14,42,42.0,,0.42,17.64
2013-06-15,41,42.0,,0.42,17.22
2013-06-16,41,42.0,,0.42,17.22
2013-06-17,35,42.0,,0.42,14.7
2013-06-18,32,42.0,,0.42,13.44
2013-06-19,41,42.0,,0.42,17.22
2013-06-20,38,42.0,,0.42,15.959999999999999
2013-06-21,39,42.0,,0.42,16.38
2013-06-22,78,42.0,,0.42,32.76
2013-06-23,100,42.0,,0.42,42.0
2013-06-24,69,42.0,,0.42,28.98
2013-06-25,46,42.0,,0.42,19.32
2013-06-26,38,42.0,,0.42,15.959999999999999
2013-06-27,39,42.0,,0.42,16.38
2013-06-28,34,42.0,,0.42,14.28
2013-06-29,38,42.0,,0.42,15.959999999999999
2013-06-30,44,42.0,,0.42,18.48
2013-07-01,9,89.0,False,0.89,8.01
2013-07-02,7,89.0,,0.89,6.23
2013-07-03,7,89.0,,0.89,6.23
2013-07-04,7,89.0,,0.89,6.23
2013-07-05,7,89.0,,0.89,6.23
2013-07-06,100,89.0,,0.89,89.0
2013-07-07,92,89.0,,0.89,81.88
2013-07-08,45,89.0,,0.89,40.05
2013-07-09,23,89.0,,0.89,20.47
2013-07-10,14,89.0,,0.89,12.46
2013-07-11,12,89.0,,0.89,10.68
2013-07-12,13,89.0,,0.89,11.57
2013-07-13,16,89.0,,0.89,14.24
2013-07-14,13,89.0,,0.89,11.57
2013-07-15,16,89.0,,0.89,14.24
2013-07-16,13,89.0,,0.89,11.57
2013-07-17,11,89.0,,0.89,9.790000000000001
2013-07-18,10,89.0,,0.89,8.9
2013-07-19,9,89.0,,0.89,8.01
2013-07-20,10,89.0,,0.89,8.9
2013-07-21,9,89.0,,0.89,8.01
2013-07-22,10,89.0,,0.89,8.9
2013-07-23,13,89.0,,0.89,11.57
2013-07-24,10,89.0,,0.89,8.9
2013-07-25,17,89.0,,0.89,15.13
2013-07-26,17,89.0,,0.89,15.13
2013-07-27,14,89.0,,0.89,12.46
2013-07-28,14,89.0,,0.89,12.46
2013-07-29,13,89.0,,0.89,11.57
2013-07-30,10,89.0,,0.89,8.9
2013-07-31,8,89.0,,0.89,7.12
2013-08-01,28,47.0,False,0.47,13.16
2013-08-02,34,47.0,,0.47,15.979999999999999
2013-08-03,37,47.0,,0.47,17.39
2013-08-04,44,47.0,,0.47,20.68
2013-08-05,38,47.0,,0.47,17.86
2013-08-06,38,47.0,,0.47,17.86
2013-08-07,36,47.0,,0.47,16.919999999999998
2013-08-08,34,47.0,,0.47,15.979999999999999
2013-08-09,48,47.0,,0.47,22.56
2013-08-10,46,47.0,,0.47,21.619999999999997
2013-08-11,43,47.0,,0.47,20.209999999999997
2013-08-12,35,47.0,,0.47,16.45
2013-08-13,38,47.0,,0.47,17.86
2013-08-14,100,47.0,,0.47,47.0
2013-08-15,65,47.0,,0.47,30.549999999999997
2013-08-16,49,47.0,,0.47,23.029999999999998
2013-08-17,44,47.0,,0.47,20.68
2013-08-18,43,47.0,,0.47,20.209999999999997
2013-08-19,40,47.0,,0.47,18.799999999999997
2013-08-20,39,47.0,,0.47,18.33
2013-08-21,34,47.0,,0.47,15.979999999999999
2013-08-22,33,47.0,,0.47,15.51
2013-08-23,32,47.0,,0.47,15.04
2013-08-24,32,47.0,,0.47,15.04
2013-08-25,32,47.0,,0.47,15.04
2013-08-26,29,47.0,,0.47,13.629999999999999
2013-08-27,29,47.0,,0.47,13.629999999999999
2013-08-28,28,47.0,,0.47,13.16
2013-08-29,27,47.0,,0.47,12.69
2013-08-30,31,47.0,,0.47,14.569999999999999
2013-08-31,31,47.0,,0.47,14.569999999999999
2013-09-01,73,36.0,False,0.36,26.279999999999998
2013-09-02,81,36.0,,0.36,29.16
2013-09-03,71,36.0,,0.36,25.56
2013-09-04,60,36.0,,0.36,21.599999999999998
2013-09-05,58,36.0,,0.36,20.88
2013-09-06,64,36.0,,0.36,23.04
2013-09-07,64,36.0,,0.36,23.04
2013-09-08,62,36.0,,0.36,22.32
2013-09-09,72,36.0,,0.36,25.919999999999998
2013-09-10,62,36.0,,0.36,22.32
2013-09-11,73,36.0,,0.36,26.279999999999998
2013-09-12,59,36.0,,0.36,21.24
2013-09-13,52,36.0,,0.36,18.72
2013-09-14,67,36.0,,0.36,24.119999999999997
2013-09-15,70,36.0,,0.36,25.2
2013-09-16,57,36.0,,0.36,20.52
2013-09-17,54,36.0,,0.36,19.439999999999998
2013-09-18,60,36.0,,0.36,21.599999999999998
2013-09-19,68,36.0,,0.36,24.48
2013-09-20,64,36.0,,0.36,23.04
2013-09-21,66,36.0,,0.36,23.759999999999998
2013-09-22,74,36.0,,0.36,26.64
2013-09-23,65,36.0,,0.36,23.4
2013-09-24,66,36.0,,0.36,23.759999999999998
2013-09-25,70,36.0,,0.36,25.2
2013-09-26,78,36.0,,0.36,28.08
2013-09-27,66,36.0,,0.36,23.759999999999998
2013-09-28,64,36.0,,0.36,23.04
2013-09-29,76,36.0,,0.36,27.36
2013-09-30,100,36.0,,0.36,36.0
2013-10-01,70,38.0,False,0.38,26.6
2013-10-02,72,38.0,,0.38,27.36
2013-10-03,85,38.0,,0.38,32.3
2013-10-04,64,38.0,,0.38,24.32
2013-10-05,68,38.0,,0.38,25.84
2013-10-06,80,38.0,,0.38,30.4
2013-10-07,100,38.0,,0.38,38.0
2013-10-08,62,38.0,,0.38,23.56
2013-10-09,69,38.0,,0.38,26.22
2013-10-10,51,38.0,,0.38,19.38
2013-10-11,67,38.0,,0.38,25.46
2013-10-12,57,38.0,,0.38,21.66
2013-10-13,63,38.0,,0.38,23.94
2013-10-14,61,38.0,,0.38,23.18
2013-10-15,60,38.0,,0.38,22.8
2013-10-16,61,38.0,,0.38,23.18
2013-10-17,59,38.0,,0.38,22.42
2013-10-18,62,38.0,,0.38,23.56
2013-10-19,64,38.0,,0.38,24.32
2013-10-20,68,38.0,,0.38,25.84
2013-10-21,53,38.0,,0.38,20.14
2013-10-22,75,38.0,,0.38,28.5
2013-10-23,78,38.0,,0.38,29.64
2013-10-24,67,38.0,,0.38,25.46
2013-10-25,60,38.0,,0.38,22.8
2013-10-26,68,38.0,,0.38,25.84
2013-10-27,65,38.0,,0.38,24.7
2013-10-28,64,38.0,,0.38,24.32
2013-10-29,63,38.0,,0.38,23.94
2013-10-30,61,38.0,,0.38,23.18
2013-10-31,54,38.0,,0.38,20.52
2013-11-01,72,37.0,False,0.37,26.64
2013-11-02,76,37.0,,0.37,28.12
2013-11-03,71,37.0,,0.37,26.27
2013-11-04,73,37.0,,0.37,27.009999999999998
2013-11-05,84,37.0,,0.37,31.08
2013-11-06,80,37.0,,0.37,29.6
2013-11-07,69,37.0,,0.37,25.53
2013-11-08,67,37.0,,0.37,24.79
2013-11-09,86,37.0,,0.37,31.82
2013-11-10,84,37.0,,0.37,31.08
2013-11-11,76,37.0,,0.37,28.12
2013-11-12,74,37.0,,0.37,27.38
2013-11-13,65,37.0,,0.37,24.05
2013-11-14,75,37.0,,0.37,27.75
2013-11-15,78,37.0,,0.37,28.86
2013-11-16,66,37.0,,0.37,24.419999999999998
