date,crash_unscaled,crash_monthly,isPartial,scale,crash
2013-11-17,87,37.0,,0.37,32.19
2013-11-18,100,37.0,,0.37,37.0
2013-11-19,91,37.0,,0.37,33.67
2013-11-20,91,37.0,,0.37,33.67
2013-11-21,77,37.0,,0.37,28.49
2013-11-22,73,37.0,,0.37,27.009999999999998
2013-11-23,74,37.0,,0.37,27.38
2013-11-24,73,37.0,,0.37,27.009999999999998
2013-11-25,64,37.0,,0.37,23.68
2013-11-26,68,37.0,,0.37,25.16
2013-11-27,66,37.0,,0.37,24.419999999999998
2013-11-28,68,37.0,,0.37,25.16
2013-11-29,63,37.0,,0.37,23.31
2013-11-30,90,37.0,,0.37,33.3
2013-12-01,100,58.0,False,0.58,57.99999999999999
2013-12-02,63,58.0,,0.58,36.54
2013-12-03,41,58.0,,0.58,23.779999999999998
2013-12-04,28,58.0,,0.58,16.24
2013-12-05,25,58.0,,0.58,14.499999999999998
2013-12-06,20,58.0,,0.58,11.6
2013-12-07,20,58.0,,0.58,11.6
2013-12-08,19,58.0,,0.58,11.02
2013-12-09,15,58.0,,0.58,8.7
2013-12-10,13,58.0,,0.58,7.539999999999999
2013-12-11,13,58.0,,0.58,7.539999999999999
2013-12-12,16,58.0,,0.58,9.28
2013-12-13,12,58.0,,0.58,6.959999999999999
2013-12-14,13,58.0,,0.58,7.539999999999999
2013-12-15,13,58.0,,0.58,7.539999999999999
2013-12-16,11,58.0,,0.58,6.38
2013-12-17,14,58.0,,0.58,8.12
2013-12-18,13,58.0,,0.58,7.539999999999999
2013-12-19,13,58.0,,0.58,7.539999999999999
2013-12-20,12,58.0,,0.58,6.959999999999999
2013-12-21,15,58.0,,0.58,8.7
2013-12-22,12,58.0,,0.58,6.959999999999999
2013-12-23,12,58.0,,0.58,6.959999999999999
2013-12-24,12,58.0,,0.58,6.959999999999999
2013-12-25,11,58.0,,0.58,6.38
2013-12-26,12,58.0,,0.58,6.959999999999999
2013-12-27,12,58.0,,0.58,6.959999999999999
2013-12-28,10,58.0,,0.58,5.8
2013-12-29,12,58.0,,0.58,6.959999999999999
2013-12-30,11,58.0,,0.58,6.38
2013-12-31,11,58.0,,0.58,6.38
2014-01-01,58,38.0,False,0.38,22.04
2014-01-02,50,38.0,,0.38,19.0
2014-01-03,49,38.0,,0.38,18.62
2014-01-04,59,38.0,,0.38,22.42
2014-01-05,100,38.0,,0.38,38.0
2014-01-06,84,38.0,,0.38,31.92
2014-01-07,58,38.0,,0.38,22.04
2014-01-08,67,38.0,,0.38,25.46
2014-01-09,66,38.0,,0.38,25.080000000000002
2014-01-10,72,38.0,,0.38,27.36
2014-01-11,70,38.0,,0.38,26.6
2014-01-12,62,38.0,,0.38,23.56
2014-01-13,55,38.0,,0.38,20.9
2014-01-14,50,38.0,,0.38,19.0
2014-01-15,60,38.0,,0.38,22.8
2014-01-16,62,38.0,,0.38,23.56
2014-01-17,56,38.0,,0.38,21.28
2014-01-18,56,38.0,,0.38,21.28
2014-01-19,57,38.0,,0.38,21.66
2014-01-20,52,38.0,,0.38,19.76
2014-01-21,50,38.0,,0.38,19.0
2014-01-22,63,38.0,,0.38,23.94
2014-01-23,58,38.0,,0.38,22.04
2014-01-24,75,38.0,,0.38,28.5
2014-01-25,59,38.0,,0.38,22.42
2014-01-26,74,38.0,,0.38,28.12
2014-01-27,61,38.0,,0.38,23.18
2014-01-28,56,38.0,,0.38,21.28
2014-01-29,49,38.0,,0.38,18.62
2014-01-30,48,38.0,,0.38,18.240000000000002
2014-01-31,45,38.0,,0.38,17.1
2014-02-01,64,40.0,False,0.4,25.6
2014-02-02,75,40.0,,0.4,30.0
2014-02-03,61,40.0,,0.4,24.400000000000002
2014-02-04,70,40.0,,0.4,28.0
2014-02-05,57,40.0,,0.4,22.8
2014-02-06,55,40.0,,0.4,22.0
2014-02-07,59,40.0,,0.4,23.6
2014-02-08,64,40.0,,0.4,25.6
2014-02-09,79,40.0,,0.4,31.6
2014-02-10,100,40.0,,0.4,40.0
2014-02-11,83,40.0,,0.4,33.2
2014-02-12,70,40.0,,0.4,28.0
2014-02-13,69,40.0,,0.4,27.6
2014-02-14,68,40.0,,0.4,27.200000000000003
2014-02-15,68,40.0,,0.4,27.200000000000003
2014-02-16,76,40.0,,0.4,30.400000000000002
2014-02-17,68,40.0,,0.4,27.200000000000003
2014-02-18,66,40.0,,0.4,26.400000000000002
2014-02-19,67,40.0,,0.4,26.8
2014-02-20,60,40.0,,0.4,24.0
2014-02-21,86,40.0,,0.4,34.4
2014-02-22,82,40.0,,0.4,32.800000000000004
2014-02-23,88,40.0,,0.4,35.2
2014-02-24,68,40.0,,0.4,27.200000000000003
2014-02-25,60,40.0,,0.4,24.0
2014-02-26,57,40.0,,0.4,22.8
2014-02-27,63,40.0,,0.4,25.200000000000003
2014-02-28,60,40.0,,0.4,24.0
2014-03-01,32,50.0,False,0.5,16.0
2014-03-02,39,50.0,,0.5,19.5
2014-03-03,39,50.0,,0.5,19.5
2014-03-04,32,50.0,,0.5,16.0
2014-03-05,31,50.0,,0.5,15.5
2014-03-06,30,50.0,,0.5,15.0
2014-03-07,30,50.0,,0.5,15.0
2014-03-08,100,50.0,,0.5,50.0
2014-03-09,87,50.0,,0.5,43.5
2014-03-10,70,50.0,,0.5,35.0
2014-03-11,61,50.0,,0.5,30.5
2014-03-12,53,50.0,,0.5,26.5
2014-03-13,66,50.0,,0.5,33.0
2014-03-14,62,50.0,,0.5,31.0
2014-03-15,52,50.0,,0.5,26.0
2014-03-16,48,50.0,,0.5,24.0
2014-03-17,45,50.0,,0.5,22.5
2014-03-18,84,50.0,,0.5,42.0
2014-03-19,60,50.0,,0.5,30.0
2014-03-20,51,50.0,,0.5,25.5
2014-03-21,43,50.0,,0.5,21.5
2014-03-22,45,50.0,,0.5,22.5
2014-03-23,47,50.0,,0.5,23.5
2014-03-24,53,50.0,,0.5,26.5
2014-03-25,50,50.0,,0.5,25.0
2014-03-26,44,50.0,,0.5,22.0
2014-03-27,41,50.0,,0.5,20.5
2014-03-28,38,50.0,,0.5,19.0
2014-03-29,36,50.0,,0.5,18.0
2014-03-30,39,50.0,,0.5,19.5
2014-03-31,37,50.0,,0.5,18.5
2014-04-01,45,39.0,False,0.39,17.55
2014-04-02,41,39.0,,0.39,15.99
2014-04-03,39,39.0,,0.39,15.21
2014-04-04,41,39.0,,0.39,15.99
2014-04-05,46,39.0,,0.39,17.94
2014-04-06,51,39.0,,0.39,19.89
2014-04-07,51,39.0,,0.39,19.89
2014-04-08,48,39.0,,0.39,18.72
2014-04-09,50,39.0,,0.39,19.5
2014-04-10,47,39.0,,0.39,18.330000000000002
2014-04-11,100,39.0,,0.39,39.0
2014-04-12,76,39.0,,0.39,29.64
2014-04-13,62,39.0,,0.39,24.18
2014-04-14,49,39.0,,0.39,19.11
2014-04-15,44,39.0,,0.39,17.16
2014-04-16,43,39.0,,0.39,16.77
2014-04-17,46,39.0,,0.39,17.94
2014-04-18,42,39.0,,0.39,16.38
2014-04-19,49,39.0,,0.39,19.11
2014-04-20,47,39.0,,0.39,18.330000000000002
2014-04-21,45,39.0,,0.39,17.55
2014-04-22,42,39.0,,0.39,16.38
2014-04-23,41,39.0,,0.39,15.99
2014-04-24,44,39.0,,0.39,17.16
2014-04-25,47,39.0,,0.39,18.330000000000002
2014-04-26,39,39.0,,0.39,15.21
2014-04-27,46,39.0,,0.39,17.94
2014-04-28,53,39.0,,0.39,20.67
2014-04-29,44,39.0,,0.39,17.16
2014-04-30,44,39.0,,0.39,17.16
2014-05-01,76,35.0,False,0.35,26.599999999999998
2014-05-02,74,35.0,,0.35,25.9
2014-05-03,69,35.0,,0.35,24.15
2014-05-04,86,35.0,,0.35,30.099999999999998
2014-05-05,100,35.0,,0.35,35.0
2014-05-06,82,35.0,,0.35,28.7
2014-05-07,73,35.0,,0.35,25.549999999999997
2014-05-08,74,35.0,,0.35,25.9
2014-05-09,65,35.0,,0.35,22.75
2014-05-10,96,35.0,,0.35,33.599999999999994
2014-05-11,97,35.0,,0.35,33.949999999999996
2014-05-12,100,35.0,,0.35,35.0
2014-05-13,84,35.0,,0.35,29.4
2014-05-14,76,35.0,,0.35,26.599999999999998
2014-05-15,72,35.0,,0.35,25.2
2014-05-16,70,35.0,,0.35,24.5
2014-05-17,79,35.0,,0.35,27.65
2014-05-18,80,35.0,,0.35,28.0
2014-05-19,78,35.0,,0.35,27.299999999999997
2014-05-20,90,35.0,,0.35,31.499999999999996
2014-05-21,76,35.0,,0.35,26.599999999999998
2014-05-22,72,35.0,,0.35,25.2
2014-05-23,71,35.0,,0.35,24.849999999999998
2014-05-24,79,35.0,,0.35,27.65
2014-05-25,89,35.0,,0.35,31.15
2014-05-26,87,35.0,,0.35,30.45
2014-05-27,76,35.0,,0.35,26.599999999999998
2014-05-28,75,35.0,,0.35,26.25
2014-05-29,69,35.0,,0.35,24.15
2014-05-30,67,35.0,,0.35,23.45
2014-05-31,67,35.0,,0.35,23.45
2014-06-01,100,39.0,False,0.39,39.0
2014-06-02,75,39.0,,0.39,29.25
2014-06-03,55,39.0,,0.39,21.45
2014-06-04,53,39.0,,0.39,20.67
2014-06-05,64,39.0,,0.39,24.96
2014-06-06,46,39.0,,0.39,17.94
2014-06-07,64,39.0,,0.39,24.96
2014-06-08,71,39.0,,0.39,27.69
2014-06-09,64,39.0,,0.39,24.96
2014-06-10,65,39.0,,0.39,25.35
2014-06-11,53,39.0,,0.39,20.67
2014-06-12,81,39.0,,0.39,31.59
2014-06-13,68,39.0,,0.39,26.52
2014-06-14,54,39.0,,0.39,21.060000000000002
2014-06-15,53,39.0,,0.39,20.67
2014-06-16,45,39.0,,0.39,17.55
2014-06-17,49,39.0,,0.39,19.11
2014-06-18,48,39.0,,0.39,18.72
2014-06-19,52,39.0,,0.39,20.28
2014-06-20,49,39.0,,0.39,19.11
2014-06-21,53,39.0,,0.39,20.67
2014-06-22,53,39.0,,0.39,20.67
2014-06-23,53,39.0,,0.39,20.67
2014-06-24,51,39.0,,0.39,19.89
2014-06-25,51,39.0,,0.39,19.89
2014-06-26,47,39.0,,0.39,18.330000000000002
2014-06-27,44,39.0,,0.39,17.16
2014-06-28,49,39.0,,0.39,19.11
2014-06-29,53,39.0,,0.39,20.67
2014-06-30,48,39.0,,0.39,18.72
2014-07-01,22,52.0,False,0.52,11.440000000000001
2014-07-02,23,52.0,,0.52,11.96
2014-07-03,20,52.0,,0.52,10.4
2014-07-04,22,52.0,,0.52,11.440000000000001
2014-07-05,26,52.0,,0.52,13.52
2014-07-06,30,52.0,,0.52,15.600000000000001
2014-07-07,30,52.0,,0.52,15.600000000000001
2014-07-08,24,52.0,,0.52,12.48
2014-07-09,22,52.0,,0.52,11.440000000000001
2014-07-10,23,52.0,,0.52,11.96
2014-07-11,23,52.0,,0.52,11.96
2014-07-12,23,52.0,,0.52,11.96
2014-07-13,24,52.0,,0.52,12.48
2014-07-14,26,52.0,,0.52,13.52
2014-07-15,22,52.0,,0.52,11.440000000000001
2014-07-16,23,52.0,,0.52,11.96
2014-07-17,100,52.0,,0.52,52.0
2014-07-18,91,52.0,,0.52,47.32
2014-07-19,57,52.0,,0.52,29.64
2014-07-20,44,52.0,,0.52,22.880000000000003
2014-07-21,43,52.0,,0.52,22.36
2014-07-22,34,52.0,,0.52,17.68
2014-07-23,42,52.0,,0.52,21.84
2014-07-24,54,52.0,,0.52,28.080000000000002
2014-07-25,42,52.0,,0.52,21.84
2014-07-26,31,52.0,,0.52,16.12
2014-07-27,35,52.0,,0.52,18.2
2014-07-28,33,52.0,,0.52,17.16
2014-07-29,26,52.0,,0.52,13.52
2014-07-30,27,52.0,,0.52,14.040000000000001
2014-07-31,28,52.0,,0.52,14.56
2014-08-01,33,40.0,False,0.4,13.200000000000001
2014-08-02,33,40.0,,0.4,13.200000000000001
2014-08-03,35,40.0,,0.4,14.0
2014-08-04,31,40.0,,0.4,12.4
2014-08-05,28,40.0,,0.4,11.200000000000001
2014-08-06,30,40.0,,0.4,12.0
2014-08-07,28,40.0,,0.4,11.200000000000001
2014-08-08,27,40.0,,0.4,10.8
2014-08-09,31,40.0,,0.4,12.4
2014-08-10,100,40.0,,0.4,40.0
2014-08-11,82,40.0,,0.4,32.800000000000004
2014-08-12,46,40.0,,0.4,18.400000000000002
2014-08-13,34,40.0,,0.4,13.600000000000001
2014-08-14,33,40.0,,0.4,13.200000000000001
2014-08-15,30,40.0,,0.4,12.0
2014-08-16,32,40.0,,0.4,12.8
2014-08-17,36,40.0,,0.4,14.4
2014-08-18,30,40.0,,0.4,12.0
2014-08-19,30,40.0,,0.4,12.0
2014-08-20,32,40.0,,0.4,12.8
2014-08-21,29,40.0,,0.4,11.600000000000001
2014-08-22,29,40.0,,0.4,11.600000000000001
2014-08-23,30,40.0,,0.4,12.0
2014-08-24,35,40.0,,0.4,14.0
2014-08-25,30,40.0,,0.4,12.0
2014-08-26,34,40.0,,0.4,13.600000000000001
2014-08-27,42,40.0,,0.4,16.8
2014-08-28,40,40.0,,0.4,16.0
2014-08-29,35,40.0,,0.4,14.0
2014-08-30,32,40.0,,0.4,12.8
2014-08-31,38,40.0,,0.4,15.200000000000001
2014-09-01,84,36.0,False,0.36,30.24
2014-09-02,77,36.0,,0.36,27.72
2014-09-03,72,36.0,,0.36,25.919999999999998
2014-09-04,66,36.0,,0.36,23.759999999999998
2014-09-05,100,36.0,,0.36,36.0
2014-09-06,97,36.0,,0.36,34.92
2014-09-07,85,36.0,,0.36,30.599999999999998
2014-09-08,68,36.0,,0.36,24.48
2014-09-09,75,36.0,,0.36,27.0
2014-09-10,69,36.0,,0.36,24.84
2014-09-11,83,36.0,,0.36,29.88
2014-09-12,91,36.0,,0.36,32.76
2014-09-13,71,36.0,,0.36,25.56
2014-09-14,76,36.0,,0.36,27.36
2014-09-15,69,36.0,,0.36,24.84
2014-09-16,65,36.0,,0.36,23.4
2014-09-17,63,36.0,,0.36,22.68
2014-09-18,70,36.0,,0.36,25.2
2014-09-19,75,36.0,,0.36,27.0
2014-09-20,74,36.0,,0.36,26.64
2014-09-21,87,36.0,,0.36,31.32
2014-09-22,81,36.0,,0.36,29.16
2014-09-23,68,36.0,,0.36,24.48
2014-09-24,72,36.0,,0.36,25.919999999999998
2014-09-25,62,36.0,,0.36,22.32
2014-09-26,63,36.0,,0.36,22.68
2014-09-27,86,36.0,,0.36,30.959999999999997
2014-09-28,84,36.0,,0.36,30.24
2014-09-29,79,36.0,,0.36,28.439999999999998
2014-09-30,69,36.0,,0.36,24.84
2014-10-01,58,36.0,False,0.36,20.88
2014-10-02,55,36.0,,0.36,19.8
2014-10-03,42,36.0,,0.36,15.12
2014-10-04,61,36.0,,0.36,21.96
2014-10-05,97,36.0,,0.36,34.92
2014-10-06,100,36.0,,0.36,36.0
2014-10-07,76,36.0,,0.36,27.36
2014-10-08,78,36.0,,0.36,28.08
2014-10-09,65,36.0,,0.36,23.4
2014-10-10,56,36.0,,0.36,20.16
2014-10-11,62,36.0,,0.36,22.32
2014-10-12,55,36.0,,0.36,19.8
2014-10-13,74,36.0,,0.36,26.64
2014-10-14,60,36.0,,0.36,21.599999999999998
2014-10-15,61,36.0,,0.36,21.96
2014-10-16,56,36.0,,0.36,20.16
2014-10-17,56,36.0,,0.36,20.16
2014-10-18,52,36.0,,0.36,18.72
2014-10-19,57,36.0,,0.36,20.52
2014-10-20,57,36.0,,0.36,20.52
2014-10-21,62,36.0,,0.36,22.32
2014-10-22,56,36.0,,0.36,20.16
2014-10-23,60,36.0,,0.36,21.599999999999998
2014-10-24,65,36.0,,0.36,23.4
2014-10-25,57,36.0,,0.36,20.52
2014-10-26,63,36.0,,0.36,22.68
2014-10-27,72,36.0,,0.36,25.919999999999998
2014-10-28,63,36.0,,0.36,22.68
2014-10-29,61,36.0,,0.36,21.96
2014-10-30,90,36.0,,0.36,32.4
2014-10-31,94,36.0,,0.36,33.839999999999996
2014-11-01,71,35.0,False,0.35,24.849999999999998
2014-11-02,61,35.0,,0.35,21.349999999999998
2014-11-03,59,35.0,,0.35,20.65
2014-11-04,50,35.0,,0.35,17.5
2014-11-05,44,35.0,,0.35,15.399999999999999
2014-11-06,45,35.0,,0.35,15.749999999999998
2014-11-07,52,35.0,,0.35,18.2
2014-11-08,49,35.0,,0.35,17.15
2014-11-09,45,35.0,,0.35,15.749999999999998
2014-11-10,100,35.0,,0.35,35.0
2014-11-11,61,35.0,,0.35,21.349999999999998
2014-11-12,57,35.0,,0.35,19.95
2014-11-13,56,35.0,,0.35,19.599999999999998
2014-11-14,47,35.0,,0.35,16.45
2014-11-15,46,35.0,,0.35,16.099999999999998
2014-11-16,59,35.0,,0.35,20.65
2014-11-17,52,35.0,,0.35,18.2
2014-11-18,59,35.0,,0.35,20.65
2014-11-19,50,35.0,,0.35,17.5
2014-11-20,52,35.0,,0.35,18.2
2014-11-21,49,35.0,,0.35,17.15
2014-11-22,49,35.0,,0.35,17.15
2014-11-23,49,35.0,,0.35,17.15
2014-11-24,47,35.0,,0.35,16.45
2014-11-25,42,35.0,,0.35,14.7
2014-11-26,40,35.0,,0.35,14.0
2014-11-27,43,35.0,,0.35,15.049999999999999
2014-11-28,41,35.0,,0.35,14.35
2014-11-29,43,35.0,,0.35,15.049999999999999
2014-11-30,48,35.0,,0.35,16.799999999999997
2014-12-01,51,35.0,False,0.35,17.849999999999998
2014-12-02,54,35.0,,0.35,18.9
2014-12-03,63,35.0,,0.35,22.049999999999997
2014-12-04,55,35.0,,0.35,19.25
2014-12-05,49,35.0,,0.35,17.15
2014-12-06,57,35.0,,0.35,19.95
2014-12-07,57,35.0,,0.35,19.95
2014-12-08,86,35.0,,0.35,30.099999999999998
2014-12-09,100,35.0,,0.35,35.0
2014-12-10,75,35.0,,0.35,26.25
2014-12-11,64,35.0,,0.35,22.4
2014-12-12,61,35.0,,0.35,21.349999999999998
2014-12-13,57,35.0,,0.35,19.95
2014-12-14,56,35.0,,0.35,19.599999999999998
2014-12-15,55,35.0,,0.35,19.25
2014-12-16,59,35.0,,0.35,20.65
2014-12-17,62,35.0,,0.35,21.7
2014-12-18,51,35.0,,0.35,17.849999999999998
2014-12-19,47,35.0,,0.35,16.45
2014-12-20,52,35.0,,0.35,18.2
2014-12-21,51,35.0,,0.35,17.849999999999998
2014-12-22,49,35.0,,0.35,17.15
2014-12-23,54,35.0,,0.35,18.9
2014-12-24,51,35.0,,0.35,17.849999999999998
2014-12-25,49,35.0,,0.35,17.15
2014-12-26,57,35.0,,0.35,19.95
2014-12-27,49,35.0,,0.35,17.15
2014-12-28,71,35.0,,0.35,24.849999999999998
2014-12-29,65,35.0,,0.35,22.75
2014-12-30,94,35.0,,0.35,32.9
2014-12-31,99,35.0,,0.35,34.65
2015-01-01,72,39.0,False,0.39,28.080000000000002
2015-01-02,68,39.0,,0.39,26.52
2015-01-03,95,39.0,,0.39,37.050000000000004
2015-01-04,100,39.0,,0.39,39.0
2015-01-05,92,39.0,,0.39,35.88
2015-01-06,82,39.0,,0.39,31.98
2015-01-07,71,39.0,,0.39,27.69
2015-01-08,64,39.0,,0.39,24.96
2015-01-09,64,39.0,,0.39,24.96
2015-01-10,80,39.0,,0.39,31.200000000000003
2015-01-11,69,39.0,,0.39,26.91
2015-01-12,66,39.0,,0.39,25.740000000000002
2015-01-13,53,39.0,,0.39,20.67
2015-01-14,63,39.0,,0.39,24.57
2015-01-15,68,39.0,,0.39,26.52
2015-01-16,64,39.0,,0.39,24.96
2015-01-17,66,39.0,,0.39,25.740000000000002
2015-01-18,71,39.0,,0.39,27.69
2015-01-19,66,39.0,,0.39,25.740000000000002
2015-01-20,70,39.0,,0.39,27.3
2015-01-21,57,39.0,,0.39,22.23
2015-01-22,58,39.0,,0.39,22.62
2015-01-23,58,39.0,,0.39,22.62
2015-01-24,56,39.0,,0.39,21.84
2015-01-25,62,39.0,,0.39,24.18
2015-01-26,54,39.0,,0.39,21.060000000000002
2015-01-27,60,39.0,,0.39,23.400000000000002
2015-01-28,50,39.0,,0.39,19.5
2015-01-29,54,39.0,,0.39,21.060000000000002
2015-01-30,53,39.0,,0.39,20.67
2015-01-31,49,39.0,,0.39,19.11
2015-02-01,15,49.0,False,0.49,7.35
2015-02-02,16,49.0,,0.49,7.84
2015-02-03,17,49.0,,0.49,8.33
2015-02-04,100,49.0,,0.49,49.0
2015-02-05,73,49.0,,0.49,35.769999999999996
2015-02-06,39,49.0,,0.49,19.11
2015-02-07,31,49.0,,0.49,15.19
2015-02-08,36,49.0,,0.49,17.64
2015-02-09,24,49.0,,0.49,11.76
2015-02-10,21,49.0,,0.49,10.29
2015-02-11,19,49.0,,0.49,9.31
2015-02-12,21,49.0,,0.49,10.29
2015-02-13,18,49.0,,0.49,8.82
2015-02-14,16,49.0,,0.49,7.84
2015-02-15,18,49.0,,0.49,8.82
2015-02-16,20,49.0,,0.49,9.8
2015-02-17,16,49.0,,0.49,7.84
2015-02-18,17,49.0,,0.49,8.33
2015-02-19,17,49.0,,0.49,8.33
2015-02-20,16,49.0,,0.49,7.84
2015-02-21,18,49.0,,0.49,8.82
2015-02-22,25,49.0,,0.49,12.25
2015-02-23,19,49.0,,0.49,9.31
2015-02-24,20,49.0,,0.49,9.8
2015-02-25,18,49.0,,0.49,8.82
2015-02-26,17,49.0,,0.49,8.33
2015-02-27,17,49.0,,0.49,8.33
2015-02-28,16,49.0,,0.49,7.84
2015-03-01,16,58.0,False,0.58,9.28
2015-03-02,16,58.0,,0.58,9.28
2015-03-03,15,58.0,,0.58,8.7
2015-03-04,17,58.0,,0.58,9.86
2015-03-05,26,58.0,,0.58,15.079999999999998
2015-03-06,57,58.0,,0.58,33.059999999999995
2015-03-07,32,58.0,,0.58,18.56
2015-03-08,24,58.0,,0.58,13.919999999999998
2015-03-09,20,58.0,,0.58,11.6
2015-03-10,22,58.0,,0.58,12.76
2015-03-11,30,58.0,,0.58,17.4
2015-03-12,25,58.0,,0.58,14.499999999999998
2015-03-13,22,58.0,,0.58,12.76
2015-03-14,21,58.0,,0.58,12.18
2015-03-15,24,58.0,,0.58,13.919999999999998
2015-03-16,18,58.0,,0.58,10.44
2015-03-17,18,58.0,,0.58,10.44
2015-03-18,16,58.0,,0.58,9.28
2015-03-19,16,58.0,,0.58,9.28
2015-03-20,16,58.0,,0.58,9.28
2015-03-21,17,58.0,,0.58,9.86
2015-03-22,17,58.0,,0.58,9.86
2015-03-23,18,58.0,,0.58,10.44
2015-03-24,66,58.0,,0.58,38.279999999999994
2015-03-25,62,58.0,,0.58,35.96
2015-03-26,100,58.0,,0.58,57.99999999999999
2015-03-27,62,58.0,,0.58,35.96
2015-03-28,39,58.0,,0.58,22.619999999999997
2015-03-29,33,58.0,,0.58,19.139999999999997
2015-03-30,33,58.0,,0.58,19.139999999999997
2015-03-31,31,58.0,,0.58,17.98
2015-04-01,99,40.0,False,0.4,39.6
2015-04-02,77,40.0,,0.4,30.8
2015-04-03,68,40.0,,0.4,27.200000000000003
2015-04-04,78,40.0,,0.4,31.200000000000003
2015-04-05,62,40.0,,0.4,24.8
2015-04-06,67,40.0,,0.4,26.8
2015-04-07,100,40.0,,0.4,40.0
2015-04-08,87,40.0,,0.4,34.800000000000004
2015-04-09,65,40.0,,0.4,26.0
2015-04-10,56,40.0,,0.4,22.400000000000002
2015-04-11,57,40.0,,0.4,22.8
2015-04-12,56,40.0,,0.4,22.400000000000002
2015-04-13,68,40.0,,0.4,27.200000000000003
2015-04-14,62,40.0,,0.4,24.8
2015-04-15,66,40.0,,0.4,26.400000000000002
2015-04-16,57,40.0,,0.4,22.8
2015-04-17,64,40.0,,0.4,25.6
2015-04-18,65,40.0,,0.4,26.0
2015-04-19,57,40.0,,0.4,22.8
2015-04-20,58,40.0,,0.4,23.200000000000003
2015-04-21,68,40.0,,0.4,27.200000000000003
2015-04-22,59,40.0,,0.4,23.6
2015-04-23,54,40.0,,0.4,21.6
2015-04-24,62,40.0,,0.4,24.8
2015-04-25,57,40.0,,0.4,22.8
2015-04-26,65,40.0,,0.4,26.0
2015-04-27,54,40.0,,0.4,21.6
2015-04-28,52,40.0,,0.4,20.8
2015-04-29,56,40.0,,0.4,22.400000000000002
2015-04-30,55,40.0,,0.4,22.0
2015-05-01,29,48.0,False,0.48,13.92
2015-05-02,30,48.0,,0.48,14.399999999999999
2015-05-03,29,48.0,,0.48,13.92
2015-05-04,33,48.0,,0.48,15.84
2015-05-05,32,48.0,,0.48,15.36
2015-05-06,32,48.0,,0.48,15.36
2015-05-07,32,48.0,,0.48,15.36
2015-05-08,93,48.0,,0.48,44.64
2015-05-09,52,48.0,,0.48,24.96
2015-05-10,39,48.0,,0.48,18.72
2015-05-11,37,48.0,,0.48,17.759999999999998
2015-05-12,35,48.0,,0.48,16.8
2015-05-13,100,48.0,,0.48,48.0
2015-05-14,79,48.0,,0.48,37.92
2015-05-15,53,48.0,,0.48,25.439999999999998
2015-05-16,45,48.0,,0.48,21.599999999999998
2015-05-17,39,48.0,,0.48,18.72
2015-05-18,46,48.0,,0.48,22.08
2015-05-19,39,48.0,,0.48,18.72
2015-05-20,34,48.0,,0.48,16.32
2015-05-21,31,48.0,,0.48,14.879999999999999
2015-05-22,30,48.0,,0.48,14.399999999999999
2015-05-23,32,48.0,,0.48,15.36
2015-05-24,38,48.0,,0.48,18.24
2015-05-25,35,48.0,,0.48,16.8
2015-05-26,31,48.0,,0.48,14.879999999999999
2015-05-27,45,48.0,,0.48,21.599999999999998
2015-05-28,48,48.0,,0.48,23.04
2015-05-29,35,48.0,,0.48,16.8
2015-05-30,33,48.0,,0.48,15.84
2015-05-31,37,48.0,,0.48,17.759999999999998
2015-06-01,82,39.0,False,0.39,31.98
2015-06-02,67,39.0,,0.39,26.130000000000003
2015-06-03,71,39.0,,0.39,27.69
2015-06-04,63,39.0,,0.39,24.57
2015-06-05,60,39.0,,0.39,23.400000000000002
2015-06-06,65,39.0,,0.39,25.35
2015-06-07,68,39.0,,0.39,26.52
2015-06-08,68,39.0,,0.39,26.52
2015-06-09,63,39.0,,0.39,24.57
2015-06-10,64,39.0,,0.39,24.96
2015-06-11,61,39.0,,0.39,23.79
2015-06-12,68,39.0,,0.39,26.52
2015-06-13,54,39.0,,0.39,21.060000000000002
2015-06-14,75,39.0,,0.39,29.25
2015-06-15,57,39.0,,0.39,22.23
2015-06-16,56,39.0,,0.39,21.84
2015-06-17,53,39.0,,0.39,20.67
2015-06-18,58,39.0,,0.39,22.62
2015-06-19,56,39.0,,0.39,21.84
2015-06-20,53,39.0,,0.39,20.67
2015-06-21,69,39.0,,0.39,26.91
2015-06-22,58,39.0,,0.39,22.62
2015-06-23,76,39.0,,0.39,29.64
2015-06-24,56,39.0,,0.39,21.84
2015-06-25,68,39.0,,0.39,26.52
2015-06-26,100,39.0,,0.39,39.0
2015-06-27,90,39.0,,0.39,35.1
2015-06-28,83,39.0,,0.39,32.370000000000005
2015-06-29,84,39.0,,0.39,32.76
2015-06-30,80,39.0,,0.39,31.200000000000003
2015-07-01,35,49.0,False,0.49,17.15
2015-07-02,37,49.0,,0.49,18.13
2015-07-03,38,49.0,,0.49,18.62
2015-07-04,39,49.0,,0.49,19.11
2015-07-05,39,49.0,,0.49,19.11
2015-07-06,100,49.0,,0.49,49.0
2015-07-07,89,49.0,,0.49,43.61
2015-07-08,61,49.0,,0.49,29.89
2015-07-09,48,49.0,,0.49,23.52
2015-07-10,46,49.0,,0.49,22.54
2015-07-11,40,49.0,,0.49,19.6
2015-07-12,46,49.0,,0.49,22.54
2015-07-13,36,49.0,,0.49,17.64
2015-07-14,37,49.0,,0.49,18.13
2015-07-15,35,49.0,,0.49,17.15
2015-07-16,37,49.0,,0.49,18.13
2015-07-17,37,49.0,,0.49,18.13
