date,house_unscaled,house_monthly,isPartial,scale,house
2018-02-20,81,83.0,,0.83,67.22999999999999
2018-02-21,79,83.0,,0.83,65.57
2018-02-22,78,83.0,,0.83,64.74
2018-02-23,82,83.0,,0.83,68.06
2018-02-24,95,83.0,,0.83,78.85
2018-02-25,100,83.0,,0.83,83.0
2018-02-26,81,83.0,,0.83,67.22999999999999
2018-02-27,77,83.0,,0.83,63.91
2018-02-28,80,83.0,,0.83,66.39999999999999
2018-03-01,77,85.0,False,0.85,65.45
2018-03-02,79,85.0,,0.85,67.14999999999999
2018-03-03,99,85.0,,0.85,84.14999999999999
2018-03-04,97,85.0,,0.85,82.45
2018-03-05,81,85.0,,0.85,68.85
2018-03-06,79,85.0,,0.85,67.14999999999999
2018-03-07,78,85.0,,0.85,66.3
2018-03-08,81,85.0,,0.85,68.85
2018-03-09,82,85.0,,0.85,69.7
2018-03-10,94,85.0,,0.85,79.89999999999999
2018-03-11,100,85.0,,0.85,85.0
2018-03-12,81,85.0,,0.85,68.85
2018-03-13,82,85.0,,0.85,69.7
2018-03-14,81,85.0,,0.85,68.85
2018-03-15,79,85.0,,0.85,67.14999999999999
2018-03-16,83,85.0,,0.85,70.55
2018-03-17,94,85.0,,0.85,79.89999999999999
2018-03-18,96,85.0,,0.85,81.6
2018-03-19,80,85.0,,0.85,68.0
2018-03-20,79,85.0,,0.85,67.14999999999999
2018-03-21,78,85.0,,0.85,66.3
2018-03-22,79,85.0,,0.85,67.14999999999999
2018-03-23,82,85.0,,0.85,69.7
2018-03-24,96,85.0,,0.85,81.6
2018-03-25,99,85.0,,0.85,84.14999999999999
2018-03-26,86,85.0,,0.85,73.1
2018-03-27,84,85.0,,0.85,71.39999999999999
2018-03-28,81,85.0,,0.85,68.85
2018-03-29,82,85.0,,0.85,69.7
2018-03-30,87,85.0,,0.85,73.95
2018-03-31,96,85.0,,0.85,81.6
2018-04-01,79,88.0,False,0.88,69.52
2018-04-02,74,88.0,,0.88,65.12
2018-04-03,72,88.0,,0.88,63.36
2018-04-04,71,88.0,,0.88,62.48
2018-04-05,70,88.0,,0.88,61.6
2018-04-06,74,88.0,,0.88,65.12
2018-04-07,84,88.0,,0.88,73.92
2018-04-08,86,88.0,,0.88,75.68
2018-04-09,71,88.0,,0.88,62.48
2018-04-10,70,88.0,,0.88,61.6
2018-04-11,69,88.0,,0.88,60.72
2018-04-12,70,88.0,,0.88,61.6
2018-04-13,73,88.0,,0.88,64.24
2018-04-14,83,88.0,,0.88,73.04
2018-04-15,84,88.0,,0.88,73.92
2018-04-16,68,88.0,,0.88,59.84
2018-04-17,67,88.0,,0.88,58.96
2018-04-18,72,88.0,,0.88,63.36
2018-04-19,69,88.0,,0.88,60.72
2018-04-20,73,88.0,,0.88,64.24
2018-04-21,82,88.0,,0.88,72.16
2018-04-22,100,88.0,,0.88,88.0
2018-04-23,94,88.0,,0.88,82.72
2018-04-24,81,88.0,,0.88,71.28
2018-04-25,75,88.0,,0.88,66.0
2018-04-26,73,88.0,,0.88,64.24
2018-04-27,72,88.0,,0.88,63.36
2018-04-28,85,88.0,,0.88,74.8
2018-04-29,95,88.0,,0.88,83.6
2018-04-30,78,88.0,,0.88,68.64
2018-05-01,82,84.0,False,0.84,68.88
2018-05-02,81,84.0,,0.84,68.03999999999999
2018-05-03,81,84.0,,0.84,68.03999999999999
2018-05-04,81,84.0,,0.84,68.03999999999999
2018-05-05,93,84.0,,0.84,78.11999999999999
2018-05-06,98,84.0,,0.84,82.32
2018-05-07,84,84.0,,0.84,70.56
2018-05-08,79,84.0,,0.84,66.36
2018-05-09,80,84.0,,0.84,67.2
2018-05-10,82,84.0,,0.84,68.88
2018-05-11,88,84.0,,0.84,73.92
2018-05-12,97,84.0,,0.84,81.48
2018-05-13,100,84.0,,0.84,84.0
2018-05-14,82,84.0,,0.84,68.88
2018-05-15,85,84.0,,0.84,71.39999999999999
2018-05-16,79,84.0,,0.84,66.36
2018-05-17,80,84.0,,0.84,67.2
2018-05-18,82,84.0,,0.84,68.88
2018-05-19,93,84.0,,0.84,78.11999999999999
2018-05-20,96,84.0,,0.84,80.64
2018-05-21,82,84.0,,0.84,68.88
2018-05-22,80,84.0,,0.84,67.2
2018-05-23,82,84.0,,0.84,68.88
2018-05-24,83,84.0,,0.84,69.72
2018-05-25,84,84.0,,0.84,70.56
2018-05-26,93,84.0,,0.84,78.11999999999999
2018-05-27,100,84.0,,0.84,84.0
2018-05-28,93,84.0,,0.84,78.11999999999999
2018-05-29,83,84.0,,0.84,69.72
2018-05-30,79,84.0,,0.84,66.36
2018-05-31,80,84.0,,0.84,67.2
2018-06-01,82,89.0,False,0.89,72.98
2018-06-02,96,89.0,,0.89,85.44
2018-06-03,100,89.0,,0.89,89.0
2018-06-04,85,89.0,,0.89,75.65
2018-06-05,84,89.0,,0.89,74.76
2018-06-06,83,89.0,,0.89,73.87
2018-06-07,85,89.0,,0.89,75.65
2018-06-08,87,89.0,,0.89,77.43
2018-06-09,93,89.0,,0.89,82.77
2018-06-10,100,89.0,,0.89,89.0
2018-06-11,87,89.0,,0.89,77.43
2018-06-12,86,89.0,,0.89,76.54
2018-06-13,87,89.0,,0.89,77.43
2018-06-14,84,89.0,,0.89,74.76
2018-06-15,87,89.0,,0.89,77.43
2018-06-16,96,89.0,,0.89,85.44
2018-06-17,95,89.0,,0.89,84.55
2018-06-18,86,89.0,,0.89,76.54
2018-06-19,80,89.0,,0.89,71.2
2018-06-20,88,89.0,,0.89,78.32000000000001
2018-06-21,84,89.0,,0.89,74.76
2018-06-22,87,89.0,,0.89,77.43
2018-06-23,93,89.0,,0.89,82.77
2018-06-24,98,89.0,,0.89,87.22
2018-06-25,87,89.0,,0.89,77.43
2018-06-26,85,89.0,,0.89,75.65
2018-06-27,85,89.0,,0.89,75.65
2018-06-28,88,89.0,,0.89,78.32000000000001
2018-06-29,87,89.0,,0.89,77.43
2018-06-30,93,89.0,,0.89,82.77
2018-07-01,94,92.0,False,0.92,86.48
2018-07-02,82,92.0,,0.92,75.44
2018-07-03,81,92.0,,0.92,74.52000000000001
2018-07-04,88,92.0,,0.92,80.96000000000001
2018-07-05,86,92.0,,0.92,79.12
2018-07-06,87,92.0,,0.92,80.04
2018-07-07,96,92.0,,0.92,88.32000000000001
2018-07-08,97,92.0,,0.92,89.24000000000001
2018-07-09,83,92.0,,0.92,76.36
2018-07-10,80,92.0,,0.92,73.60000000000001
2018-07-11,81,92.0,,0.92,74.52000000000001
2018-07-12,81,92.0,,0.92,74.52000000000001
2018-07-13,85,92.0,,0.92,78.2
2018-07-14,95,92.0,,0.92,87.4
2018-07-15,94,92.0,,0.92,86.48
2018-07-16,86,92.0,,0.92,79.12
2018-07-17,79,92.0,,0.92,72.68
2018-07-18,82,92.0,,0.92,75.44
2018-07-19,85,92.0,,0.92,78.2
2018-07-20,89,92.0,,0.92,81.88000000000001
2018-07-21,95,92.0,,0.92,87.4
2018-07-22,100,92.0,,0.92,92.0
2018-07-23,87,92.0,,0.92,80.04
2018-07-24,83,92.0,,0.92,76.36
2018-07-25,85,92.0,,0.92,78.2
2018-07-26,84,92.0,,0.92,77.28
2018-07-27,87,92.0,,0.92,80.04
2018-07-28,98,92.0,,0.92,90.16000000000001
2018-07-29,99,92.0,,0.92,91.08
2018-07-30,86,92.0,,0.92,79.12
2018-07-31,83,92.0,,0.92,76.36
2018-08-01,84,85.0,False,0.85,71.39999999999999
2018-08-02,87,85.0,,0.85,73.95
2018-08-03,86,85.0,,0.85,73.1
2018-08-04,96,85.0,,0.85,81.6
2018-08-05,100,85.0,,0.85,85.0
2018-08-06,88,85.0,,0.85,74.8
2018-08-07,85,85.0,,0.85,72.25
2018-08-08,83,85.0,,0.85,70.55
2018-08-09,84,85.0,,0.85,71.39999999999999
2018-08-10,82,85.0,,0.85,69.7
2018-08-11,94,85.0,,0.85,79.89999999999999
2018-08-12,97,85.0,,0.85,82.45
2018-08-13,86,85.0,,0.85,73.1
2018-08-14,84,85.0,,0.85,71.39999999999999
2018-08-15,82,85.0,,0.85,69.7
2018-08-16,81,85.0,,0.85,68.85
2018-08-17,85,85.0,,0.85,72.25
2018-08-18,96,85.0,,0.85,81.6
2018-08-19,100,85.0,,0.85,85.0
2018-08-20,83,85.0,,0.85,70.55
2018-08-21,78,85.0,,0.85,66.3
2018-08-22,82,85.0,,0.85,69.7
2018-08-23,79,85.0,,0.85,67.14999999999999
2018-08-24,81,85.0,,0.85,68.85
2018-08-25,92,85.0,,0.85,78.2
2018-08-26,95,85.0,,0.85,80.75
2018-08-27,84,85.0,,0.85,71.39999999999999
2018-08-28,80,85.0,,0.85,68.0
2018-08-29,79,85.0,,0.85,67.14999999999999
2018-08-30,76,85.0,,0.85,64.6
2018-08-31,79,85.0,,0.85,67.14999999999999
2018-09-01,85,82.0,False,0.82,69.7
2018-09-02,93,82.0,,0.82,76.25999999999999
2018-09-03,89,82.0,,0.82,72.97999999999999
2018-09-04,72,82.0,,0.82,59.04
2018-09-05,75,82.0,,0.82,61.49999999999999
2018-09-06,77,82.0,,0.82,63.13999999999999
2018-09-07,75,82.0,,0.82,61.49999999999999
2018-09-08,88,82.0,,0.82,72.16
2018-09-09,87,82.0,,0.82,71.33999999999999
2018-09-10,74,82.0,,0.82,60.68
2018-09-11,72,82.0,,0.82,59.04
2018-09-12,76,82.0,,0.82,62.31999999999999
2018-09-13,75,82.0,,0.82,61.49999999999999
2018-09-14,80,82.0,,0.82,65.6
2018-09-15,88,82.0,,0.82,72.16
2018-09-16,90,82.0,,0.82,73.8
2018-09-17,77,82.0,,0.82,63.13999999999999
2018-09-18,75,82.0,,0.82,61.49999999999999
2018-09-19,77,82.0,,0.82,63.13999999999999
2018-09-20,79,82.0,,0.82,64.78
2018-09-21,83,82.0,,0.82,68.06
2018-09-22,98,82.0,,0.82,80.36
2018-09-23,98,82.0,,0.82,80.36
2018-09-24,80,82.0,,0.82,65.6
2018-09-25,78,82.0,,0.82,63.959999999999994
2018-09-26,77,82.0,,0.82,63.13999999999999
2018-09-27,76,82.0,,0.82,62.31999999999999
2018-09-28,81,82.0,,0.82,66.42
2018-09-29,100,82.0,,0.82,82.0
2018-09-30,98,82.0,,0.82,80.36
2018-10-01,65,99.0,False,0.99,64.35
2018-10-02,67,99.0,,0.99,66.33
2018-10-03,65,99.0,,0.99,64.35
2018-10-04,65,99.0,,0.99,64.35
2018-10-05,70,99.0,,0.99,69.3
2018-10-06,84,99.0,,0.99,83.16
2018-10-07,83,99.0,,0.99,82.17
2018-10-08,71,99.0,,0.99,70.29
2018-10-09,67,99.0,,0.99,66.33
2018-10-10,67,99.0,,0.99,66.33
2018-10-11,71,99.0,,0.99,70.29
2018-10-12,80,99.0,,0.99,79.2
2018-10-13,100,99.0,,0.99,99.0
2018-10-14,97,99.0,,0.99,96.03
2018-10-15,77,99.0,,0.99,76.23
2018-10-16,77,99.0,,0.99,76.23
2018-10-17,75,99.0,,0.99,74.25
2018-10-18,77,99.0,,0.99,76.23
2018-10-19,84,99.0,,0.99,83.16
2018-10-20,97,99.0,,0.99,96.03
2018-10-21,99,99.0,,0.99,98.01
2018-10-22,80,99.0,,0.99,79.2
2018-10-23,76,99.0,,0.99,75.24
2018-10-24,74,99.0,,0.99,73.26
2018-10-25,75,99.0,,0.99,74.25
2018-10-26,83,99.0,,0.99,82.17
2018-10-27,96,99.0,,0.99,95.03999999999999
2018-10-28,95,99.0,,0.99,94.05
2018-10-29,76,99.0,,0.99,75.24
2018-10-30,75,99.0,,0.99,74.25
2018-10-31,76,99.0,,0.99,75.24
2018-11-01,39,95.0,False,0.95,37.05
2018-11-02,38,95.0,,0.95,36.1
2018-11-03,45,95.0,,0.95,42.75
2018-11-04,45,95.0,,0.95,42.75
2018-11-05,38,95.0,,0.95,36.1
2018-11-06,39,95.0,,0.95,37.05
2018-11-07,100,95.0,,0.95,95.0
2018-11-08,43,95.0,,0.95,40.85
2018-11-09,39,95.0,,0.95,37.05
2018-11-10,43,95.0,,0.95,40.85
2018-11-11,43,95.0,,0.95,40.85
2018-11-12,37,95.0,,0.95,35.15
2018-11-13,35,95.0,,0.95,33.25
2018-11-14,36,95.0,,0.95,34.199999999999996
2018-11-15,35,95.0,,0.95,33.25
2018-11-16,34,95.0,,0.95,32.3
2018-11-17,39,95.0,,0.95,37.05
2018-11-18,40,95.0,,0.95,38.0
2018-11-19,33,95.0,,0.95,31.349999999999998
2018-11-20,33,95.0,,0.95,31.349999999999998
2018-11-21,33,95.0,,0.95,31.349999999999998
2018-11-22,31,95.0,,0.95,29.45
2018-11-23,32,95.0,,0.95,30.4
2018-11-24,36,95.0,,0.95,34.199999999999996
2018-11-25,38,95.0,,0.95,36.1
2018-11-26,32,95.0,,0.95,30.4
2018-11-27,33,95.0,,0.95,31.349999999999998
2018-11-28,34,95.0,,0.95,32.3
2018-11-29,34,95.0,,0.95,32.3
2018-11-30,34,95.0,,0.95,32.3
2018-12-01,93,86.0,False,0.86,79.98
2018-12-02,96,86.0,,0.86,82.56
2018-12-03,79,86.0,,0.86,67.94
2018-12-04,79,86.0,,0.86,67.94
2018-12-05,81,86.0,,0.86,69.66
2018-12-06,79,86.0,,0.86,67.94
2018-12-07,81,86.0,,0.86,69.66
2018-12-08,92,86.0,,0.86,79.12
2018-12-09,93,86.0,,0.86,79.98
2018-12-10,82,86.0,,0.86,70.52
2018-12-11,79,86.0,,0.86,67.94
2018-12-12,80,86.0,,0.86,68.8
2018-12-13,80,86.0,,0.86,68.8
2018-12-14,83,86.0,,0.86,71.38
2018-12-15,98,86.0,,0.86,84.28
2018-12-16,99,86.0,,0.86,85.14
2018-12-17,84,86.0,,0.86,72.24
2018-12-18,83,86.0,,0.86,71.38
2018-12-19,80,86.0,,0.86,68.8
2018-12-20,82,86.0,,0.86,70.52
2018-12-21,89,86.0,,0.86,76.53999999999999
2018-12-22,94,86.0,,0.86,80.84
2018-12-23,94,86.0,,0.86,80.84
2018-12-24,87,86.0,,0.86,74.82
2018-12-25,100,86.0,,0.86,86.0
2018-12-26,91,86.0,,0.86,78.26
2018-12-27,89,86.0,,0.86,76.53999999999999
2018-12-28,89,86.0,,0.86,76.53999999999999
2018-12-29,99,86.0,,0.86,85.14
2018-12-30,100,86.0,,0.86,86.0
2018-12-31,91,86.0,,0.86,78.26
2019-01-01,97,86.0,False,0.86,83.42
2019-01-02,91,86.0,,0.86,78.26
2019-01-03,89,86.0,,0.86,76.53999999999999
2019-01-04,94,86.0,,0.86,80.84
2019-01-05,100,86.0,,0.86,86.0
2019-01-06,100,86.0,,0.86,86.0
2019-01-07,83,86.0,,0.86,71.38
2019-01-08,78,86.0,,0.86,67.08
2019-01-09,83,86.0,,0.86,71.38
2019-01-10,82,86.0,,0.86,70.52
2019-01-11,84,86.0,,0.86,72.24
2019-01-12,94,86.0,,0.86,80.84
2019-01-13,95,86.0,,0.86,81.7
2019-01-14,82,86.0,,0.86,70.52
2019-01-15,88,86.0,,0.86,75.67999999999999
2019-01-16,86,86.0,,0.86,73.96
2019-01-17,80,86.0,,0.86,68.8
2019-01-18,80,86.0,,0.86,68.8
2019-01-19,93,86.0,,0.86,79.98
2019-01-20,93,86.0,,0.86,79.98
2019-01-21,84,86.0,,0.86,72.24
2019-01-22,79,86.0,,0.86,67.94
2019-01-23,81,86.0,,0.86,69.66
2019-01-24,79,86.0,,0.86,67.94
2019-01-25,85,86.0,,0.86,73.1
2019-01-26,100,86.0,,0.86,86.0
2019-01-27,97,86.0,,0.86,83.42
2019-01-28,76,86.0,,0.86,65.36
2019-01-29,77,86.0,,0.86,66.22
2019-01-30,79,86.0,,0.86,67.94
2019-01-31,81,86.0,,0.86,69.66
2019-02-01,77,82.0,False,0.82,63.13999999999999
2019-02-02,94,82.0,,0.82,77.08
2019-02-03,89,82.0,,0.82,72.97999999999999
2019-02-04,72,82.0,,0.82,59.04
2019-02-05,77,82.0,,0.82,63.13999999999999
2019-02-06,79,82.0,,0.82,64.78
2019-02-07,77,82.0,,0.82,63.13999999999999
2019-02-08,83,82.0,,0.82,68.06
2019-02-09,92,82.0,,0.82,75.44
2019-02-10,95,82.0,,0.82,77.89999999999999
2019-02-11,75,82.0,,0.82,61.49999999999999
2019-02-12,78,82.0,,0.82,63.959999999999994
2019-02-13,78,82.0,,0.82,63.959999999999994
2019-02-14,79,82.0,,0.82,64.78
2019-02-15,82,82.0,,0.82,67.24
2019-02-16,97,82.0,,0.82,79.53999999999999
2019-02-17,100,82.0,,0.82,82.0
2019-02-18,84,82.0,,0.82,68.88
2019-02-19,77,82.0,,0.82,63.13999999999999
2019-02-20,76,82.0,,0.82,62.31999999999999
2019-02-21,74,82.0,,0.82,60.68
2019-02-22,81,82.0,,0.82,66.42
2019-02-23,94,82.0,,0.82,77.08
2019-02-24,96,82.0,,0.82,78.72
2019-02-25,78,82.0,,0.82,63.959999999999994
2019-02-26,78,82.0,,0.82,63.959999999999994
2019-02-27,81,82.0,,0.82,66.42
2019-02-28,76,82.0,,0.82,62.31999999999999
2019-03-01,77,84.0,False,0.84,64.67999999999999
2019-03-02,93,84.0,,0.84,78.11999999999999
2019-03-03,96,84.0,,0.84,80.64
2019-03-04,79,84.0,,0.84,66.36
2019-03-05,79,84.0,,0.84,66.36
2019-03-06,78,84.0,,0.84,65.52
2019-03-07,77,84.0,,0.84,64.67999999999999
2019-03-08,80,84.0,,0.84,67.2
2019-03-09,94,84.0,,0.84,78.96
2019-03-10,95,84.0,,0.84,79.8
2019-03-11,80,84.0,,0.84,67.2
2019-03-12,80,84.0,,0.84,67.2
2019-03-13,83,84.0,,0.84,69.72
2019-03-14,85,84.0,,0.84,71.39999999999999
2019-03-15,85,84.0,,0.84,71.39999999999999
2019-03-16,100,84.0,,0.84,84.0
2019-03-17,99,84.0,,0.84,83.16
2019-03-18,83,84.0,,0.84,69.72
2019-03-19,81,84.0,,0.84,68.03999999999999
2019-03-20,80,84.0,,0.84,67.2
2019-03-21,79,84.0,,0.84,66.36
2019-03-22,81,84.0,,0.84,68.03999999999999
2019-03-23,95,84.0,,0.84,79.8
2019-03-24,99,84.0,,0.84,83.16
2019-03-25,81,84.0,,0.84,68.03999999999999
2019-03-26,82,84.0,,0.84,68.88
2019-03-27,81,84.0,,0.84,68.03999999999999
2019-03-28,80,84.0,,0.84,67.2
2019-03-29,82,84.0,,0.84,68.88
2019-03-30,95,84.0,,0.84,79.8
2019-03-31,96,84.0,,0.84,80.64
2019-04-01,83,83.0,False,0.83,68.89
2019-04-02,81,83.0,,0.83,67.22999999999999
2019-04-03,83,83.0,,0.83,68.89
2019-04-04,84,83.0,,0.83,69.72
2019-04-05,86,83.0,,0.83,71.38
2019-04-06,100,83.0,,0.83,83.0
2019-04-07,99,83.0,,0.83,82.17
2019-04-08,83,83.0,,0.83,68.89
2019-04-09,83,83.0,,0.83,68.89
2019-04-10,83,83.0,,0.83,68.89
2019-04-11,81,83.0,,0.83,67.22999999999999
2019-04-12,84,83.0,,0.83,69.72
2019-04-13,96,83.0,,0.83,79.67999999999999
2019-04-14,96,83.0,,0.83,79.67999999999999
2019-04-15,81,83.0,,0.83,67.22999999999999
2019-04-16,81,83.0,,0.83,67.22999999999999
2019-04-17,80,83.0,,0.83,66.39999999999999
2019-04-18,82,83.0,,0.83,68.06
2019-04-19,88,83.0,,0.83,73.03999999999999
2019-04-20,95,83.0,,0.83,78.85
2019-04-21,96,83.0,,0.83,79.67999999999999
2019-04-22,83,83.0,,0.83,68.89
2019-04-23,82,83.0,,0.83,68.06
2019-04-24,83,83.0,,0.83,68.89
2019-04-25,82,83.0,,0.83,68.06
2019-04-26,81,83.0,,0.83,67.22999999999999
2019-04-27,92,83.0,,0.83,76.36
2019-04-28,100,83.0,,0.83,83.0
2019-04-29,81,83.0,,0.83,67.22999999999999
2019-04-30,82,83.0,,0.83,68.06
2019-05-01,78,85.0,False,0.85,66.3
2019-05-02,79,85.0,,0.85,67.14999999999999
2019-05-03,81,85.0,,0.85,68.85
2019-05-04,95,85.0,,0.85,80.75
2019-05-05,99,85.0,,0.85,84.14999999999999
2019-05-06,81,85.0,,0.85,68.85
2019-05-07,81,85.0,,0.85,68.85
2019-05-08,79,85.0,,0.85,67.14999999999999
2019-05-09,80,85.0,,0.85,68.0
2019-05-10,82,85.0,,0.85,69.7
2019-05-11,95,85.0,,0.85,80.75
2019-05-12,98,85.0,,0.85,83.3
2019-05-13,79,85.0,,0.85,67.14999999999999
2019-05-14,80,85.0,,0.85,68.0
2019-05-15,80,85.0,,0.85,68.0
2019-05-16,79,85.0,,0.85,67.14999999999999
2019-05-17,84,85.0,,0.85,71.39999999999999
2019-05-18,96,85.0,,0.85,81.6
2019-05-19,100,85.0,,0.85,85.0
2019-05-20,80,85.0,,0.85,68.0
2019-05-21,80,85.0,,0.85,68.0
2019-05-22,81,85.0,,0.85,68.85
2019-05-23,86,85.0,,0.85,73.1
2019-05-24,84,85.0,,0.85,71.39999999999999
2019-05-25,98,85.0,,0.85,83.3
2019-05-26,99,85.0,,0.85,84.14999999999999
2019-05-27,98,85.0,,0.85,83.3
2019-05-28,85,85.0,,0.85,72.25
2019-05-29,88,85.0,,0.85,74.8
2019-05-30,89,85.0,,0.85,75.64999999999999
2019-05-31,83,85.0,,0.85,70.55
2019-06-01,92,88.0,False,0.88,80.96
2019-06-02,95,88.0,,0.88,83.6
2019-06-03,81,88.0,,0.88,71.28
2019-06-04,81,88.0,,0.88,71.28
2019-06-05,82,88.0,,0.88,72.16
2019-06-06,81,88.0,,0.88,71.28
2019-06-07,81,88.0,,0.88,71.28
2019-06-08,96,88.0,,0.88,84.48
2019-06-09,99,88.0,,0.88,87.12
2019-06-10,82,88.0,,0.88,72.16
2019-06-11,80,88.0,,0.88,70.4
2019-06-12,81,88.0,,0.88,71.28
2019-06-13,85,88.0,,0.88,74.8
2019-06-14,82,88.0,,0.88,72.16
2019-06-15,94,88.0,,0.88,82.72
2019-06-16,100,88.0,,0.88,88.0
2019-06-17,83,88.0,,0.88,73.04
2019-06-18,85,88.0,,0.88,74.8
2019-06-19,83,88.0,,0.88,73.04
2019-06-20,81,88.0,,0.88,71.28
2019-06-21,83,88.0,,0.88,73.04
2019-06-22,96,88.0,,0.88,84.48
2019-06-23,100,88.0,,0.88,88.0
2019-06-24,84,88.0,,0.88,73.92
2019-06-25,84,88.0,,0.88,73.92
2019-06-26,83,88.0,,0.88,73.04
2019-06-27,82,88.0,,0.88,72.16
2019-06-28,86,88.0,,0.88,75.68
2019-06-29,100,88.0,,0.88,88.0
2019-06-30,98,88.0,,0.88,86.24
2019-07-01,83,89.0,False,0.89,73.87
2019-07-02,84,89.0,,0.89,74.76
2019-07-03,84,89.0,,0.89,74.76
2019-07-04,87,89.0,,0.89,77.43
2019-07-05,91,89.0,,0.89,80.99
2019-07-06,95,89.0,,0.89,84.55
2019-07-07,95,89.0,,0.89,84.55
2019-07-08,83,89.0,,0.89,73.87
2019-07-09,84,89.0,,0.89,74.76
2019-07-10,85,89.0,,0.89,75.65
2019-07-11,84,89.0,,0.89,74.76
2019-07-12,86,89.0,,0.89,76.54
2019-07-13,98,89.0,,0.89,87.22
2019-07-14,98,89.0,,0.89,87.22
2019-07-15,83,89.0,,0.89,73.87
2019-07-16,86,89.0,,0.89,76.54
2019-07-17,85,89.0,,0.89,75.65
2019-07-18,83,89.0,,0.89,73.87
2019-07-19,86,89.0,,0.89,76.54
2019-07-20,91,89.0,,0.89,80.99
2019-07-21,99,89.0,,0.89,88.11
2019-07-22,84,89.0,,0.89,74.76
2019-07-23,83,89.0,,0.89,73.87
2019-07-24,88,89.0,,0.89,78.32000000000001
2019-07-25,83,89.0,,0.89,73.87
2019-07-26,88,89.0,,0.89,78.32000000000001
2019-07-27,97,89.0,,0.89,86.33
2019-07-28,100,89.0,,0.89,89.0
2019-07-29,85,89.0,,0.89,75.65
2019-07-30,83,89.0,,0.89,73.87
2019-07-31,81,89.0,,0.89,72.09
2019-08-01,83,84.0,False,0.84,69.72
2019-08-02,89,84.0,,0.84,74.75999999999999
2019-08-03,99,84.0,,0.84,83.16
2019-08-04,100,84.0,,0.84,84.0
2019-08-05,85,84.0,,0.84,71.39999999999999
2019-08-06,86,84.0,,0.84,72.24
2019-08-07,86,84.0,,0.84,72.24
2019-08-08,86,84.0,,0.84,72.24
2019-08-09,85,84.0,,0.84,71.39999999999999
2019-08-10,99,84.0,,0.84,83.16
2019-08-11,99,84.0,,0.84,83.16
2019-08-12,85,84.0,,0.84,71.39999999999999
2019-08-13,86,84.0,,0.84,72.24
2019-08-14,84,84.0,,0.84,70.56
2019-08-15,85,84.0,,0.84,71.39999999999999
2019-08-16,86,84.0,,0.84,72.24
2019-08-17,99,84.0,,0.84,83.16
2019-08-18,98,84.0,,0.84,82.32
2019-08-19,84,84.0,,0.84,70.56
2019-08-20,82,84.0,,0.84,68.88
2019-08-21,82,84.0,,0.84,68.88
2019-08-22,80,84.0,,0.84,67.2
2019-08-23,81,84.0,,0.84,68.03999999999999
2019-08-24,97,84.0,,0.84,81.48
2019-08-25,98,84.0,,0.84,82.32
2019-08-26,81,84.0,,0.84,68.03999999999999
2019-08-27,80,84.0,,0.84,67.2
2019-08-28,81,84.0,,0.84,68.03999999999999
2019-08-29,76,84.0,,0.84,63.839999999999996
2019-08-30,83,84.0,,0.84,69.72
2019-08-31,91,84.0,,0.84,76.44
2019-09-01,96,81.0,False,0.81,77.76
2019-09-02,91,81.0,,0.81,73.71000000000001
2019-09-03,81,81.0,,0.81,65.61
2019-09-04,78,81.0,,0.81,63.18000000000001
2019-09-05,81,81.0,,0.81,65.61
2019-09-06,82,81.0,,0.81,66.42
2019-09-07,90,81.0,,0.81,72.9
2019-09-08,92,81.0,,0.81,74.52000000000001
2019-09-09,81,81.0,,0.81,65.61
2019-09-10,81,81.0,,0.81,65.61
2019-09-11,78,81.0,,0.81,63.18000000000001
2019-09-12,83,81.0,,0.81,67.23
2019-09-13,82,81.0,,0.81,66.42
2019-09-14,97,81.0,,0.81,78.57000000000001
2019-09-15,94,81.0,,0.81,76.14
2019-09-16,80,81.0,,0.81,64.80000000000001
2019-09-17,81,81.0,,0.81,65.61
2019-09-18,82,81.0,,0.81,66.42
2019-09-19,79,81.0,,0.81,63.99
2019-09-20,82,81.0,,0.81,66.42
2019-09-21,94,81.0,,0.81,76.14
2019-09-22,95,81.0,,0.81,76.95
2019-09-23,82,81.0,,0.81,66.42
2019-09-24,86,81.0,,0.81,69.66000000000001
2019-09-25,85,81.0,,0.81,68.85000000000001
2019-09-26,86,81.0,,0.81,69.66000000000001
2019-09-27,87,81.0,,0.81,70.47
2019-09-28,100,81.0,,0.81,81.0
2019-09-29,100,81.0,,0.81,81.0
2019-09-30,85,81.0,,0.81,68.85000000000001
2019-10-01,74,90.0,False,0.9,66.60000000000001
2019-10-02,74,90.0,,0.9,66.60000000000001
2019-10-03,73,90.0,,0.9,65.7
2019-10-04,76,90.0,,0.9,68.4
2019-10-05,88,90.0,,0.9,79.2
2019-10-06,91,90.0,,0.9,81.9
2019-10-07,75,90.0,,0.9,67.5
2019-10-08,74,90.0,,0.9,66.60000000000001
2019-10-09,73,90.0,,0.9,65.7
2019-10-10,73,90.0,,0.9,65.7
2019-10-11,78,90.0,,0.9,70.2
2019-10-12,95,90.0,,0.9,85.5
2019-10-13,94,90.0,,0.9,84.60000000000001
2019-10-14,76,90.0,,0.9,68.4
2019-10-15,77,90.0,,0.9,69.3
2019-10-16,75,90.0,,0.9,67.5
2019-10-17,77,90.0,,0.9,69.3
2019-10-18,83,90.0,,0.9,74.7
2019-10-19,97,90.0,,0.9,87.3
2019-10-20,92,90.0,,0.9,82.8
2019-10-21,77,90.0,,0.9,69.3
