date,house_unscaled,house_monthly,isPartial,scale,house
2019-10-22,75,90.0,,0.9,67.5
2019-10-23,79,90.0,,0.9,71.10000000000001
2019-10-24,80,90.0,,0.9,72.0
2019-10-25,87,90.0,,0.9,78.3
2019-10-26,100,90.0,,0.9,90.0
2019-10-27,93,90.0,,0.9,83.7
2019-10-28,78,90.0,,0.9,70.2
2019-10-29,77,90.0,,0.9,69.3
2019-10-30,79,90.0,,0.9,71.10000000000001
2019-10-31,83,90.0,,0.9,74.7
2019-11-01,93,80.0,False,0.8,74.4
2019-11-02,100,80.0,,0.8,80.0
2019-11-03,97,80.0,,0.8,77.60000000000001
2019-11-04,81,80.0,,0.8,64.8
2019-11-05,81,80.0,,0.8,64.8
2019-11-06,79,80.0,,0.8,63.2
2019-11-07,80,80.0,,0.8,64.0
2019-11-08,82,80.0,,0.8,65.60000000000001
2019-11-09,94,80.0,,0.8,75.2
2019-11-10,90,80.0,,0.8,72.0
2019-11-11,80,80.0,,0.8,64.0
2019-11-12,76,80.0,,0.8,60.800000000000004
2019-11-13,78,80.0,,0.8,62.400000000000006
2019-11-14,76,80.0,,0.8,60.800000000000004
2019-11-15,77,80.0,,0.8,61.6
2019-11-16,88,80.0,,0.8,70.4
2019-11-17,90,80.0,,0.8,72.0
2019-11-18,80,80.0,,0.8,64.0
2019-11-19,77,80.0,,0.8,61.6
2019-11-20,79,80.0,,0.8,63.2
2019-11-21,78,80.0,,0.8,62.400000000000006
2019-11-22,79,80.0,,0.8,63.2
2019-11-23,89,80.0,,0.8,71.2
2019-11-24,87,80.0,,0.8,69.60000000000001
2019-11-25,77,80.0,,0.8,61.6
2019-11-26,79,80.0,,0.8,63.2
2019-11-27,74,80.0,,0.8,59.2
2019-11-28,71,80.0,,0.8,56.800000000000004
2019-11-29,76,80.0,,0.8,60.800000000000004
2019-11-30,85,80.0,,0.8,68.0
2019-12-01,78,83.0,False,0.83,64.74
2019-12-02,70,83.0,,0.83,58.099999999999994
2019-12-03,70,83.0,,0.83,58.099999999999994
2019-12-04,72,83.0,,0.83,59.76
2019-12-05,73,83.0,,0.83,60.589999999999996
2019-12-06,72,83.0,,0.83,59.76
2019-12-07,85,83.0,,0.83,70.55
2019-12-08,85,83.0,,0.83,70.55
2019-12-09,74,83.0,,0.83,61.419999999999995
2019-12-10,74,83.0,,0.83,61.419999999999995
2019-12-11,73,83.0,,0.83,60.589999999999996
2019-12-12,75,83.0,,0.83,62.25
2019-12-13,81,83.0,,0.83,67.22999999999999
2019-12-14,85,83.0,,0.83,70.55
2019-12-15,86,83.0,,0.83,71.38
2019-12-16,72,83.0,,0.83,59.76
2019-12-17,80,83.0,,0.83,66.39999999999999
2019-12-18,86,83.0,,0.83,71.38
2019-12-19,100,83.0,,0.83,83.0
2019-12-20,78,83.0,,0.83,64.74
2019-12-21,86,83.0,,0.83,71.38
2019-12-22,84,83.0,,0.83,69.72
2019-12-23,77,83.0,,0.83,63.91
2019-12-24,79,83.0,,0.83,65.57
2019-12-25,91,83.0,,0.83,75.53
2019-12-26,86,83.0,,0.83,71.38
2019-12-27,85,83.0,,0.83,70.55
2019-12-28,90,83.0,,0.83,74.7
2019-12-29,85,83.0,,0.83,70.55
2019-12-30,80,83.0,,0.83,66.39999999999999
2019-12-31,80,83.0,,0.83,66.39999999999999
2020-01-01,98,83.0,False,0.83,81.33999999999999
2020-01-02,90,83.0,,0.83,74.7
2020-01-03,89,83.0,,0.83,73.86999999999999
2020-01-04,99,83.0,,0.83,82.17
2020-01-05,93,83.0,,0.83,77.19
2020-01-06,82,83.0,,0.83,68.06
2020-01-07,82,83.0,,0.83,68.06
2020-01-08,81,83.0,,0.83,67.22999999999999
2020-01-09,83,83.0,,0.83,68.89
2020-01-10,83,83.0,,0.83,68.89
2020-01-11,95,83.0,,0.83,78.85
2020-01-12,96,83.0,,0.83,79.67999999999999
2020-01-13,82,83.0,,0.83,68.06
2020-01-14,80,83.0,,0.83,66.39999999999999
2020-01-15,83,83.0,,0.83,68.89
2020-01-16,81,83.0,,0.83,67.22999999999999
2020-01-17,87,83.0,,0.83,72.21
2020-01-18,99,83.0,,0.83,82.17
2020-01-19,98,83.0,,0.83,81.33999999999999
2020-01-20,90,83.0,,0.83,74.7
2020-01-21,85,83.0,,0.83,70.55
2020-01-22,83,83.0,,0.83,68.89
2020-01-23,83,83.0,,0.83,68.89
2020-01-24,85,83.0,,0.83,70.55
2020-01-25,100,83.0,,0.83,83.0
2020-01-26,91,83.0,,0.83,75.53
2020-01-27,81,83.0,,0.83,67.22999999999999
2020-01-28,83,83.0,,0.83,68.89
2020-01-29,83,83.0,,0.83,68.89
2020-01-30,83,83.0,,0.83,68.89
2020-01-31,84,83.0,,0.83,69.72
2020-02-01,92,81.0,False,0.81,74.52000000000001
2020-02-02,89,81.0,,0.81,72.09
2020-02-03,73,81.0,,0.81,59.13
2020-02-04,77,81.0,,0.81,62.370000000000005
2020-02-05,83,81.0,,0.81,67.23
2020-02-06,81,81.0,,0.81,65.61
2020-02-07,83,81.0,,0.81,67.23
2020-02-08,96,81.0,,0.81,77.76
2020-02-09,99,81.0,,0.81,80.19000000000001
2020-02-10,79,81.0,,0.81,63.99
2020-02-11,79,81.0,,0.81,63.99
2020-02-12,79,81.0,,0.81,63.99
2020-02-13,82,81.0,,0.81,66.42
2020-02-14,85,81.0,,0.81,68.85000000000001
2020-02-15,97,81.0,,0.81,78.57000000000001
2020-02-16,100,81.0,,0.81,81.0
2020-02-17,90,81.0,,0.81,72.9
2020-02-18,81,81.0,,0.81,65.61
2020-02-19,81,81.0,,0.81,65.61
2020-02-20,81,81.0,,0.81,65.61
2020-02-21,83,81.0,,0.81,67.23
2020-02-22,97,81.0,,0.81,78.57000000000001
2020-02-23,96,81.0,,0.81,77.76
2020-02-24,82,81.0,,0.81,66.42
2020-02-25,79,81.0,,0.81,63.99
2020-02-26,78,81.0,,0.81,63.18000000000001
2020-02-27,80,81.0,,0.81,64.80000000000001
2020-02-28,83,81.0,,0.81,67.23
2020-02-29,94,81.0,,0.81,76.14
2020-03-01,100,79.0,False,0.79,79.0
2020-03-02,82,79.0,,0.79,64.78
2020-03-03,77,79.0,,0.79,60.830000000000005
2020-03-04,81,79.0,,0.79,63.99
2020-03-05,82,79.0,,0.79,64.78
2020-03-06,84,79.0,,0.79,66.36
2020-03-07,96,79.0,,0.79,75.84
2020-03-08,94,79.0,,0.79,74.26
2020-03-09,79,79.0,,0.79,62.410000000000004
2020-03-10,78,79.0,,0.79,61.620000000000005
2020-03-11,75,79.0,,0.79,59.25
2020-03-12,67,79.0,,0.79,52.93
2020-03-13,71,79.0,,0.79,56.09
2020-03-14,86,79.0,,0.79,67.94
2020-03-15,86,79.0,,0.79,67.94
2020-03-16,79,79.0,,0.79,62.410000000000004
2020-03-17,75,79.0,,0.79,59.25
2020-03-18,74,79.0,,0.79,58.46
2020-03-19,74,79.0,,0.79,58.46
2020-03-20,76,79.0,,0.79,60.040000000000006
2020-03-21,91,79.0,,0.79,71.89
2020-03-22,90,79.0,,0.79,71.10000000000001
2020-03-23,77,79.0,,0.79,60.830000000000005
2020-03-24,80,79.0,,0.79,63.2
2020-03-25,84,79.0,,0.79,66.36
2020-03-26,86,79.0,,0.79,67.94
2020-03-27,93,79.0,,0.79,73.47
2020-03-28,96,79.0,,0.79,75.84
2020-03-29,94,79.0,,0.79,74.26
2020-03-30,76,79.0,,0.79,60.040000000000006
2020-03-31,80,79.0,,0.79,63.2
2020-04-01,74,83.0,False,0.83,61.419999999999995
2020-04-02,74,83.0,,0.83,61.419999999999995
2020-04-03,78,83.0,,0.83,64.74
2020-04-04,86,83.0,,0.83,71.38
2020-04-05,91,83.0,,0.83,75.53
2020-04-06,77,83.0,,0.83,63.91
2020-04-07,78,83.0,,0.83,64.74
2020-04-08,78,83.0,,0.83,64.74
2020-04-09,82,83.0,,0.83,68.06
2020-04-10,85,83.0,,0.83,70.55
2020-04-11,95,83.0,,0.83,78.85
2020-04-12,92,83.0,,0.83,76.36
2020-04-13,84,83.0,,0.83,69.72
2020-04-14,83,83.0,,0.83,68.89
2020-04-15,80,83.0,,0.83,66.39999999999999
2020-04-16,82,83.0,,0.83,68.06
2020-04-17,85,83.0,,0.83,70.55
2020-04-18,99,83.0,,0.83,82.17
2020-04-19,98,83.0,,0.83,81.33999999999999
2020-04-20,82,83.0,,0.83,68.06
2020-04-21,79,83.0,,0.83,65.57
2020-04-22,81,83.0,,0.83,67.22999999999999
2020-04-23,88,83.0,,0.83,73.03999999999999
2020-04-24,87,83.0,,0.83,72.21
2020-04-25,100,83.0,,0.83,83.0
2020-04-26,96,83.0,,0.83,79.67999999999999
2020-04-27,84,83.0,,0.83,69.72
2020-04-28,83,83.0,,0.83,68.89
2020-04-29,85,83.0,,0.83,70.55
2020-04-30,87,83.0,,0.83,72.21
2020-05-01,73,95.0,False,0.95,69.35
2020-05-02,84,95.0,,0.95,79.8
2020-05-03,84,95.0,,0.95,79.8
2020-05-04,71,95.0,,0.95,67.45
2020-05-05,70,95.0,,0.95,66.5
2020-05-06,70,95.0,,0.95,66.5
2020-05-07,71,95.0,,0.95,67.45
2020-05-08,74,95.0,,0.95,70.3
2020-05-09,81,95.0,,0.95,76.95
2020-05-10,89,95.0,,0.95,84.55
2020-05-11,74,95.0,,0.95,70.3
2020-05-12,74,95.0,,0.95,70.3
2020-05-13,74,95.0,,0.95,70.3
2020-05-14,74,95.0,,0.95,70.3
2020-05-15,81,95.0,,0.95,76.95
2020-05-16,93,95.0,,0.95,88.35
2020-05-17,91,95.0,,0.95,86.45
2020-05-18,74,95.0,,0.95,70.3
2020-05-19,75,95.0,,0.95,71.25
2020-05-20,75,95.0,,0.95,71.25
2020-05-21,76,95.0,,0.95,72.2
2020-05-22,76,95.0,,0.95,72.2
2020-05-23,88,95.0,,0.95,83.6
2020-05-24,92,95.0,,0.95,87.39999999999999
2020-05-25,87,95.0,,0.95,82.64999999999999
2020-05-26,78,95.0,,0.95,74.1
2020-05-27,76,95.0,,0.95,72.2
2020-05-28,75,95.0,,0.95,71.25
2020-05-29,79,95.0,,0.95,75.05
2020-05-30,100,95.0,,0.95,95.0
2020-05-31,90,95.0,,0.95,85.5
2020-06-01,86,100.0,False,1.0,86.0
2020-06-02,81,100.0,,1.0,81.0
2020-06-03,80,100.0,,1.0,80.0
2020-06-04,80,100.0,,1.0,80.0
2020-06-05,81,100.0,,1.0,81.0
2020-06-06,91,100.0,,1.0,91.0
2020-06-07,100,100.0,,1.0,100.0
2020-06-08,80,100.0,,1.0,80.0
2020-06-09,79,100.0,,1.0,79.0
2020-06-10,81,100.0,,1.0,81.0
2020-06-11,77,100.0,,1.0,77.0
2020-06-12,79,100.0,,1.0,79.0
2020-06-13,91,100.0,,1.0,91.0
2020-06-14,91,100.0,,1.0,91.0
2020-06-15,78,100.0,,1.0,78.0
2020-06-16,79,100.0,,1.0,79.0
2020-06-17,77,100.0,,1.0,77.0
2020-06-18,75,100.0,,1.0,75.0
2020-06-19,79,100.0,,1.0,79.0
2020-06-20,88,100.0,,1.0,88.0
2020-06-21,92,100.0,,1.0,92.0
2020-06-22,76,100.0,,1.0,76.0
2020-06-23,81,100.0,,1.0,81.0
2020-06-24,81,100.0,,1.0,81.0
2020-06-25,80,100.0,,1.0,80.0
2020-06-26,78,100.0,,1.0,78.0
2020-06-27,88,100.0,,1.0,88.0
2020-06-28,93,100.0,,1.0,93.0
2020-06-29,79,100.0,,1.0,79.0
2020-06-30,76,100.0,,1.0,76.0
2020-07-01,83,94.0,False,0.94,78.02
2020-07-02,81,94.0,,0.94,76.14
2020-07-03,88,94.0,,0.94,82.72
2020-07-04,92,94.0,,0.94,86.47999999999999
2020-07-05,97,94.0,,0.94,91.17999999999999
2020-07-06,86,94.0,,0.94,80.83999999999999
2020-07-07,84,94.0,,0.94,78.96
2020-07-08,83,94.0,,0.94,78.02
2020-07-09,81,94.0,,0.94,76.14
2020-07-10,85,94.0,,0.94,79.89999999999999
2020-07-11,95,94.0,,0.94,89.3
2020-07-12,98,94.0,,0.94,92.11999999999999
2020-07-13,84,94.0,,0.94,78.96
2020-07-14,81,94.0,,0.94,76.14
2020-07-15,83,94.0,,0.94,78.02
2020-07-16,81,94.0,,0.94,76.14
2020-07-17,85,94.0,,0.94,79.89999999999999
2020-07-18,96,94.0,,0.94,90.24
2020-07-19,100,94.0,,0.94,94.0
2020-07-20,84,94.0,,0.94,78.96
2020-07-21,86,94.0,,0.94,80.83999999999999
2020-07-22,84,94.0,,0.94,78.96
2020-07-23,85,94.0,,0.94,79.89999999999999
2020-07-24,84,94.0,,0.94,78.96
2020-07-25,96,94.0,,0.94,90.24
2020-07-26,99,94.0,,0.94,93.05999999999999
2020-07-27,83,94.0,,0.94,78.02
2020-07-28,86,94.0,,0.94,80.83999999999999
2020-07-29,86,94.0,,0.94,80.83999999999999
2020-07-30,82,94.0,,0.94,77.08
2020-07-31,85,94.0,,0.94,79.89999999999999
2020-08-01,90,95.0,False,0.95,85.5
2020-08-02,94,95.0,,0.95,89.3
2020-08-03,80,95.0,,0.95,76.0
2020-08-04,78,95.0,,0.95,74.1
2020-08-05,80,95.0,,0.95,76.0
2020-08-06,78,95.0,,0.95,74.1
2020-08-07,81,95.0,,0.95,76.95
2020-08-08,91,95.0,,0.95,86.45
2020-08-09,97,95.0,,0.95,92.14999999999999
2020-08-10,93,95.0,,0.95,88.35
2020-08-11,93,95.0,,0.95,88.35
2020-08-12,81,95.0,,0.95,76.95
2020-08-13,81,95.0,,0.95,76.95
2020-08-14,82,95.0,,0.95,77.89999999999999
2020-08-15,94,95.0,,0.95,89.3
2020-08-16,100,95.0,,0.95,95.0
2020-08-17,80,95.0,,0.95,76.0
2020-08-18,78,95.0,,0.95,74.1
2020-08-19,78,95.0,,0.95,74.1
2020-08-20,78,95.0,,0.95,74.1
2020-08-21,80,95.0,,0.95,76.0
2020-08-22,96,95.0,,0.95,91.19999999999999
2020-08-23,99,95.0,,0.95,94.05
2020-08-24,79,95.0,,0.95,75.05
2020-08-25,74,95.0,,0.95,70.3
2020-08-26,74,95.0,,0.95,70.3
2020-08-27,74,95.0,,0.95,70.3
2020-08-28,82,95.0,,0.95,77.89999999999999
2020-08-29,90,95.0,,0.95,85.5
2020-08-30,95,95.0,,0.95,90.25
2020-08-31,76,95.0,,0.95,72.2
2020-09-01,74,89.0,False,0.89,65.86
2020-09-02,76,89.0,,0.89,67.64
2020-09-03,78,89.0,,0.89,69.42
2020-09-04,81,89.0,,0.89,72.09
2020-09-05,94,89.0,,0.89,83.66
2020-09-06,100,89.0,,0.89,89.0
2020-09-07,95,89.0,,0.89,84.55
2020-09-08,77,89.0,,0.89,68.53
2020-09-09,77,89.0,,0.89,68.53
2020-09-10,76,89.0,,0.89,67.64
2020-09-11,78,89.0,,0.89,69.42
2020-09-12,96,89.0,,0.89,85.44
2020-09-13,92,89.0,,0.89,81.88
2020-09-14,77,89.0,,0.89,68.53
2020-09-15,75,89.0,,0.89,66.75
2020-09-16,78,89.0,,0.89,69.42
2020-09-17,78,89.0,,0.89,69.42
2020-09-18,79,89.0,,0.89,70.31
2020-09-19,92,89.0,,0.89,81.88
2020-09-20,93,89.0,,0.89,82.77
2020-09-21,76,89.0,,0.89,67.64
2020-09-22,75,89.0,,0.89,66.75
2020-09-23,75,89.0,,0.89,66.75
2020-09-24,78,89.0,,0.89,69.42
2020-09-25,79,89.0,,0.89,70.31
2020-09-26,95,89.0,,0.89,84.55
2020-09-27,93,89.0,,0.89,82.77
2020-09-28,80,89.0,,0.89,71.2
2020-09-29,75,89.0,,0.89,66.75
2020-09-30,74,89.0,,0.89,65.86
2020-10-01,72,96.0,False,0.96,69.12
2020-10-02,82,96.0,,0.96,78.72
2020-10-03,96,96.0,,0.96,92.16
2020-10-04,94,96.0,,0.96,90.24
2020-10-05,79,96.0,,0.96,75.84
2020-10-06,79,96.0,,0.96,75.84
2020-10-07,78,96.0,,0.96,74.88
2020-10-08,76,96.0,,0.96,72.96
2020-10-09,83,96.0,,0.96,79.67999999999999
2020-10-10,100,96.0,,0.96,96.0
2020-10-11,99,96.0,,0.96,95.03999999999999
2020-10-12,81,96.0,,0.96,77.75999999999999
2020-10-13,77,96.0,,0.96,73.92
2020-10-14,75,96.0,,0.96,72.0
2020-10-15,79,96.0,,0.96,75.84
2020-10-16,85,96.0,,0.96,81.6
2020-10-17,96,96.0,,0.96,92.16
2020-10-18,93,96.0,,0.96,89.28
2020-10-19,77,96.0,,0.96,73.92
2020-10-20,75,96.0,,0.96,72.0
2020-10-21,76,96.0,,0.96,72.96
2020-10-22,77,96.0,,0.96,73.92
2020-10-23,80,96.0,,0.96,76.8
2020-10-24,94,96.0,,0.96,90.24
2020-10-25,93,96.0,,0.96,89.28
2020-10-26,76,96.0,,0.96,72.96
2020-10-27,76,96.0,,0.96,72.96
2020-10-28,76,96.0,,0.96,72.96
2020-10-29,78,96.0,,0.96,74.88
2020-10-30,83,96.0,,0.96,79.67999999999999
2020-10-31,95,96.0,,0.96,91.2
2020-11-01,94,91.0,True,0.91,85.54
2020-11-02,76,91.0,,0.91,69.16
2020-11-03,76,91.0,,0.91,69.16
2020-11-04,81,91.0,,0.91,73.71000000000001
2020-11-05,68,91.0,,0.91,61.88
2020-11-06,75,91.0,,0.91,68.25
2020-11-07,93,91.0,,0.91,84.63000000000001
2020-11-08,100,91.0,,0.91,91.0
2020-11-09,79,91.0,,0.91,71.89
2020-11-10,73,91.0,,0.91,66.43
2020-11-11,79,91.0,,0.91,71.89
2020-11-12,71,91.0,,0.91,64.61
2020-11-13,75,91.0,,0.91,68.25
2020-11-14,85,91.0,,0.91,77.35000000000001
2020-11-15,83,91.0,,0.91,75.53
2020-11-16,71,91.0,,0.91,64.61
2020-11-17,72,91.0,,0.91,65.52
2020-11-18,73,91.0,,0.91,66.43
2020-11-19,70,91.0,,0.91,63.7
2020-11-20,73,91.0,,0.91,66.43
2020-11-21,82,91.0,,0.91,74.62
2020-11-22,82,91.0,,0.91,74.62
2020-11-23,69,91.0,,0.91,62.79
2020-11-24,71,91.0,,0.91,64.61
2020-11-25,69,91.0,,0.91,62.79
2020-11-26,68,91.0,,0.91,61.88
2020-11-27,72,91.0,,0.91,65.52
2020-11-28,85,91.0,,0.91,77.35000000000001
2020-11-29,81,91.0,,0.91,73.71000000000001
