date,banking_unscaled,banking_monthly,isPartial,scale,banking
2013-09-08,52,41.0,,0.41,21.32
2013-09-09,88,41.0,,0.41,36.08
2013-09-10,83,41.0,,0.41,34.03
2013-09-11,85,41.0,,0.41,34.85
2013-09-12,89,41.0,,0.41,36.489999999999995
2013-09-13,97,41.0,,0.41,39.769999999999996
2013-09-14,69,41.0,,0.41,28.29
2013-09-15,63,41.0,,0.41,25.83
2013-09-16,88,41.0,,0.41,36.08
2013-09-17,85,41.0,,0.41,34.85
2013-09-18,85,41.0,,0.41,34.85
2013-09-19,80,41.0,,0.41,32.8
2013-09-20,91,41.0,,0.41,37.309999999999995
2013-09-21,68,41.0,,0.41,27.88
2013-09-22,58,41.0,,0.41,23.779999999999998
2013-09-23,82,41.0,,0.41,33.62
2013-09-24,76,41.0,,0.41,31.159999999999997
2013-09-25,78,41.0,,0.41,31.979999999999997
2013-09-26,82,41.0,,0.41,33.62
2013-09-27,97,41.0,,0.41,39.769999999999996
2013-09-28,79,41.0,,0.41,32.39
2013-09-29,66,41.0,,0.41,27.06
2013-09-30,94,41.0,,0.41,38.54
2013-10-01,100,43.0,False,0.43,43.0
2013-10-02,94,43.0,,0.43,40.42
2013-10-03,92,43.0,,0.43,39.56
2013-10-04,88,43.0,,0.43,37.839999999999996
2013-10-05,71,43.0,,0.43,30.53
2013-10-06,52,43.0,,0.43,22.36
2013-10-07,80,43.0,,0.43,34.4
2013-10-08,90,43.0,,0.43,38.7
2013-10-09,80,43.0,,0.43,34.4
2013-10-10,90,43.0,,0.43,38.7
2013-10-11,96,43.0,,0.43,41.28
2013-10-12,61,43.0,,0.43,26.23
2013-10-13,59,43.0,,0.43,25.37
2013-10-14,83,43.0,,0.43,35.69
2013-10-15,85,43.0,,0.43,36.55
2013-10-16,96,43.0,,0.43,41.28
2013-10-17,93,43.0,,0.43,39.99
2013-10-18,94,43.0,,0.43,40.42
2013-10-19,74,43.0,,0.43,31.82
2013-10-20,62,43.0,,0.43,26.66
2013-10-21,89,43.0,,0.43,38.269999999999996
2013-10-22,90,43.0,,0.43,38.7
2013-10-23,87,43.0,,0.43,37.41
2013-10-24,91,43.0,,0.43,39.13
2013-10-25,93,43.0,,0.43,39.99
2013-10-26,76,43.0,,0.43,32.68
2013-10-27,71,43.0,,0.43,30.53
2013-10-28,88,43.0,,0.43,37.839999999999996
2013-10-29,89,43.0,,0.43,38.269999999999996
2013-10-30,90,43.0,,0.43,38.7
2013-10-31,92,43.0,,0.43,39.56
2013-11-01,100,46.0,False,0.46,46.0
2013-11-02,59,46.0,,0.46,27.14
2013-11-03,52,46.0,,0.46,23.92
2013-11-04,79,46.0,,0.46,36.34
2013-11-05,77,46.0,,0.46,35.42
2013-11-06,70,46.0,,0.46,32.2
2013-11-07,71,46.0,,0.46,32.660000000000004
2013-11-08,80,46.0,,0.46,36.800000000000004
2013-11-09,64,46.0,,0.46,29.44
2013-11-10,44,46.0,,0.46,20.240000000000002
2013-11-11,66,46.0,,0.46,30.360000000000003
2013-11-12,72,46.0,,0.46,33.120000000000005
2013-11-13,79,46.0,,0.46,36.34
2013-11-14,81,46.0,,0.46,37.260000000000005
2013-11-15,84,46.0,,0.46,38.64
2013-11-16,66,46.0,,0.46,30.360000000000003
2013-11-17,58,46.0,,0.46,26.68
2013-11-18,71,46.0,,0.46,32.660000000000004
2013-11-19,71,46.0,,0.46,32.660000000000004
2013-11-20,69,46.0,,0.46,31.740000000000002
2013-11-21,76,46.0,,0.46,34.96
2013-11-22,76,46.0,,0.46,34.96
2013-11-23,59,46.0,,0.46,27.14
2013-11-24,53,46.0,,0.46,24.380000000000003
2013-11-25,66,46.0,,0.46,30.360000000000003
2013-11-26,71,46.0,,0.46,32.660000000000004
2013-11-27,75,46.0,,0.46,34.5
2013-11-28,48,46.0,,0.46,22.080000000000002
2013-11-29,82,46.0,,0.46,37.72
2013-11-30,68,46.0,,0.46,31.28
2013-12-01,61,44.0,False,0.44,26.84
2013-12-02,87,44.0,,0.44,38.28
2013-12-03,86,44.0,,0.44,37.84
2013-12-04,81,44.0,,0.44,35.64
2013-12-05,85,44.0,,0.44,37.4
2013-12-06,87,44.0,,0.44,38.28
2013-12-07,71,44.0,,0.44,31.24
2013-12-08,55,44.0,,0.44,24.2
2013-12-09,75,44.0,,0.44,33.0
2013-12-10,81,44.0,,0.44,35.64
2013-12-11,83,44.0,,0.44,36.52
2013-12-12,81,44.0,,0.44,35.64
2013-12-13,97,44.0,,0.44,42.68
2013-12-14,71,44.0,,0.44,31.24
2013-12-15,65,44.0,,0.44,28.6
2013-12-16,84,44.0,,0.44,36.96
2013-12-17,83,44.0,,0.44,36.52
2013-12-18,89,44.0,,0.44,39.160000000000004
2013-12-19,93,44.0,,0.44,40.92
2013-12-20,100,44.0,,0.44,44.0
2013-12-21,78,44.0,,0.44,34.32
2013-12-22,60,44.0,,0.44,26.4
2013-12-23,97,44.0,,0.44,42.68
2013-12-24,83,44.0,,0.44,36.52
2013-12-25,47,44.0,,0.44,20.68
2013-12-26,90,44.0,,0.44,39.6
2013-12-27,98,44.0,,0.44,43.12
2013-12-28,77,44.0,,0.44,33.88
2013-12-29,57,44.0,,0.44,25.080000000000002
2013-12-30,86,44.0,,0.44,37.84
2013-12-31,87,44.0,,0.44,38.28
2014-01-01,68,45.0,False,0.45,30.6
2014-01-02,92,45.0,,0.45,41.4
2014-01-03,96,45.0,,0.45,43.2
2014-01-04,70,45.0,,0.45,31.5
2014-01-05,52,45.0,,0.45,23.400000000000002
2014-01-06,77,45.0,,0.45,34.65
2014-01-07,83,45.0,,0.45,37.35
2014-01-08,84,45.0,,0.45,37.800000000000004
2014-01-09,79,45.0,,0.45,35.550000000000004
2014-01-10,89,45.0,,0.45,40.050000000000004
2014-01-11,66,45.0,,0.45,29.7
2014-01-12,56,45.0,,0.45,25.2
2014-01-13,79,45.0,,0.45,35.550000000000004
2014-01-14,80,45.0,,0.45,36.0
2014-01-15,88,45.0,,0.45,39.6
2014-01-16,85,45.0,,0.45,38.25
2014-01-17,83,45.0,,0.45,37.35
2014-01-18,70,45.0,,0.45,31.5
2014-01-19,56,45.0,,0.45,25.2
2014-01-20,71,45.0,,0.45,31.95
2014-01-21,80,45.0,,0.45,36.0
2014-01-22,86,45.0,,0.45,38.7
2014-01-23,77,45.0,,0.45,34.65
2014-01-24,87,45.0,,0.45,39.15
2014-01-25,70,45.0,,0.45,31.5
2014-01-26,59,45.0,,0.45,26.55
2014-01-27,74,45.0,,0.45,33.300000000000004
2014-01-28,81,45.0,,0.45,36.45
2014-01-29,78,45.0,,0.45,35.1
2014-01-30,84,45.0,,0.45,37.800000000000004
2014-01-31,100,45.0,,0.45,45.0
2014-02-01,78,45.0,False,0.45,35.1
2014-02-02,54,45.0,,0.45,24.3
2014-02-03,84,45.0,,0.45,37.800000000000004
2014-02-04,83,45.0,,0.45,37.35
2014-02-05,79,45.0,,0.45,35.550000000000004
2014-02-06,89,45.0,,0.45,40.050000000000004
2014-02-07,90,45.0,,0.45,40.5
2014-02-08,72,45.0,,0.45,32.4
2014-02-09,55,45.0,,0.45,24.75
2014-02-10,84,45.0,,0.45,37.800000000000004
2014-02-11,81,45.0,,0.45,36.45
2014-02-12,76,45.0,,0.45,34.2
2014-02-13,80,45.0,,0.45,36.0
2014-02-14,100,45.0,,0.45,45.0
2014-02-15,70,45.0,,0.45,31.5
2014-02-16,57,45.0,,0.45,25.650000000000002
2014-02-17,77,45.0,,0.45,34.65
2014-02-18,79,45.0,,0.45,35.550000000000004
2014-02-19,86,45.0,,0.45,38.7
2014-02-20,86,45.0,,0.45,38.7
2014-02-21,83,45.0,,0.45,37.35
2014-02-22,72,45.0,,0.45,32.4
2014-02-23,52,45.0,,0.45,23.400000000000002
2014-02-24,77,45.0,,0.45,34.65
2014-02-25,81,45.0,,0.45,36.45
2014-02-26,82,45.0,,0.45,36.9
2014-02-27,83,45.0,,0.45,37.35
2014-02-28,96,45.0,,0.45,43.2
2014-03-01,78,46.0,False,0.46,35.88
2014-03-02,61,46.0,,0.46,28.060000000000002
2014-03-03,83,46.0,,0.46,38.18
2014-03-04,83,46.0,,0.46,38.18
2014-03-05,81,46.0,,0.46,37.260000000000005
2014-03-06,87,46.0,,0.46,40.02
2014-03-07,94,46.0,,0.46,43.24
2014-03-08,73,46.0,,0.46,33.58
2014-03-09,61,46.0,,0.46,28.060000000000002
2014-03-10,80,46.0,,0.46,36.800000000000004
2014-03-11,84,46.0,,0.46,38.64
2014-03-12,83,46.0,,0.46,38.18
2014-03-13,83,46.0,,0.46,38.18
2014-03-14,100,46.0,,0.46,46.0
2014-03-15,78,46.0,,0.46,35.88
2014-03-16,58,46.0,,0.46,26.68
2014-03-17,82,46.0,,0.46,37.72
2014-03-18,87,46.0,,0.46,40.02
2014-03-19,87,46.0,,0.46,40.02
2014-03-20,88,46.0,,0.46,40.480000000000004
2014-03-21,91,46.0,,0.46,41.86
2014-03-22,70,46.0,,0.46,32.2
2014-03-23,64,46.0,,0.46,29.44
2014-03-24,83,46.0,,0.46,38.18
2014-03-25,79,46.0,,0.46,36.34
2014-03-26,77,46.0,,0.46,35.42
2014-03-27,87,46.0,,0.46,40.02
2014-03-28,96,46.0,,0.46,44.160000000000004
2014-03-29,77,46.0,,0.46,35.42
2014-03-30,60,46.0,,0.46,27.6
2014-03-31,92,46.0,,0.46,42.32
2014-04-01,91,45.0,False,0.45,40.95
2014-04-02,91,45.0,,0.45,40.95
2014-04-03,97,45.0,,0.45,43.65
2014-04-04,100,45.0,,0.45,45.0
2014-04-05,84,45.0,,0.45,37.800000000000004
2014-04-06,64,45.0,,0.45,28.8
2014-04-07,82,45.0,,0.45,36.9
2014-04-08,87,45.0,,0.45,39.15
2014-04-09,93,45.0,,0.45,41.85
2014-04-10,90,45.0,,0.45,40.5
2014-04-11,98,45.0,,0.45,44.1
2014-04-12,76,45.0,,0.45,34.2
2014-04-13,56,45.0,,0.45,25.2
2014-04-14,85,45.0,,0.45,38.25
2014-04-15,85,45.0,,0.45,38.25
2014-04-16,87,45.0,,0.45,39.15
2014-04-17,80,45.0,,0.45,36.0
2014-04-18,90,45.0,,0.45,40.5
2014-04-19,69,45.0,,0.45,31.05
2014-04-20,49,45.0,,0.45,22.05
2014-04-21,82,45.0,,0.45,36.9
2014-04-22,80,45.0,,0.45,36.0
2014-04-23,80,45.0,,0.45,36.0
2014-04-24,79,45.0,,0.45,35.550000000000004
2014-04-25,78,45.0,,0.45,35.1
2014-04-26,62,45.0,,0.45,27.900000000000002
2014-04-27,56,45.0,,0.45,25.2
2014-04-28,80,45.0,,0.45,36.0
2014-04-29,80,45.0,,0.45,36.0
2014-04-30,88,45.0,,0.45,39.6
2014-05-01,93,41.0,False,0.41,38.129999999999995
2014-05-02,95,41.0,,0.41,38.949999999999996
2014-05-03,71,41.0,,0.41,29.11
2014-05-04,59,41.0,,0.41,24.189999999999998
2014-05-05,89,41.0,,0.41,36.489999999999995
2014-05-06,83,41.0,,0.41,34.03
2014-05-07,83,41.0,,0.41,34.03
2014-05-08,81,41.0,,0.41,33.21
2014-05-09,82,41.0,,0.41,33.62
2014-05-10,62,41.0,,0.41,25.419999999999998
2014-05-11,51,41.0,,0.41,20.91
2014-05-12,79,41.0,,0.41,32.39
2014-05-13,81,41.0,,0.41,33.21
2014-05-14,77,41.0,,0.41,31.569999999999997
2014-05-15,78,41.0,,0.41,31.979999999999997
2014-05-16,84,41.0,,0.41,34.44
2014-05-17,65,41.0,,0.41,26.65
2014-05-18,53,41.0,,0.41,21.73
2014-05-19,79,41.0,,0.41,32.39
2014-05-20,77,41.0,,0.41,31.569999999999997
2014-05-21,76,41.0,,0.41,31.159999999999997
2014-05-22,73,41.0,,0.41,29.93
2014-05-23,83,41.0,,0.41,34.03
2014-05-24,61,41.0,,0.41,25.009999999999998
2014-05-25,46,41.0,,0.41,18.86
2014-05-26,57,41.0,,0.41,23.369999999999997
2014-05-27,77,41.0,,0.41,31.569999999999997
2014-05-28,80,41.0,,0.41,32.8
2014-05-29,79,41.0,,0.41,32.39
2014-05-30,100,41.0,,0.41,41.0
2014-05-31,68,41.0,,0.41,27.88
2014-06-01,59,43.0,False,0.43,25.37
2014-06-02,91,43.0,,0.43,39.13
2014-06-03,92,43.0,,0.43,39.56
2014-06-04,79,43.0,,0.43,33.97
2014-06-05,87,43.0,,0.43,37.41
2014-06-06,90,43.0,,0.43,38.7
2014-06-07,71,43.0,,0.43,30.53
2014-06-08,58,43.0,,0.43,24.94
2014-06-09,81,43.0,,0.43,34.83
2014-06-10,85,43.0,,0.43,36.55
2014-06-11,87,43.0,,0.43,37.41
2014-06-12,87,43.0,,0.43,37.41
2014-06-13,93,43.0,,0.43,39.99
2014-06-14,67,43.0,,0.43,28.81
2014-06-15,59,43.0,,0.43,25.37
2014-06-16,92,43.0,,0.43,39.56
2014-06-17,84,43.0,,0.43,36.12
2014-06-18,84,43.0,,0.43,36.12
2014-06-19,85,43.0,,0.43,36.55
2014-06-20,94,43.0,,0.43,40.42
2014-06-21,72,43.0,,0.43,30.96
2014-06-22,66,43.0,,0.43,28.38
2014-06-23,80,43.0,,0.43,34.4
2014-06-24,87,43.0,,0.43,37.41
2014-06-25,85,43.0,,0.43,36.55
2014-06-26,82,43.0,,0.43,35.26
2014-06-27,100,43.0,,0.43,43.0
2014-06-28,74,43.0,,0.43,31.82
2014-06-29,61,43.0,,0.43,26.23
2014-06-30,94,43.0,,0.43,40.42
2014-07-01,92,46.0,False,0.46,42.32
2014-07-02,89,46.0,,0.46,40.940000000000005
2014-07-03,95,46.0,,0.46,43.7
2014-07-04,64,46.0,,0.46,29.44
2014-07-05,63,46.0,,0.46,28.98
2014-07-06,55,46.0,,0.46,25.3
2014-07-07,86,46.0,,0.46,39.56
2014-07-08,81,46.0,,0.46,37.260000000000005
2014-07-09,82,46.0,,0.46,37.72
2014-07-10,94,46.0,,0.46,43.24
2014-07-11,87,46.0,,0.46,40.02
2014-07-12,71,46.0,,0.46,32.660000000000004
2014-07-13,53,46.0,,0.46,24.380000000000003
2014-07-14,84,46.0,,0.46,38.64
2014-07-15,90,46.0,,0.46,41.4
2014-07-16,89,46.0,,0.46,40.940000000000005
2014-07-17,86,46.0,,0.46,39.56
2014-07-18,89,46.0,,0.46,40.940000000000005
2014-07-19,72,46.0,,0.46,33.120000000000005
2014-07-20,57,46.0,,0.46,26.220000000000002
2014-07-21,90,46.0,,0.46,41.4
2014-07-22,84,46.0,,0.46,38.64
2014-07-23,93,46.0,,0.46,42.78
2014-07-24,88,46.0,,0.46,40.480000000000004
2014-07-25,100,46.0,,0.46,46.0
2014-07-26,73,46.0,,0.46,33.58
2014-07-27,69,46.0,,0.46,31.740000000000002
2014-07-28,89,46.0,,0.46,40.940000000000005
2014-07-29,88,46.0,,0.46,40.480000000000004
2014-07-30,89,46.0,,0.46,40.940000000000005
2014-07-31,97,46.0,,0.46,44.620000000000005
2014-08-01,100,48.0,False,0.48,48.0
2014-08-02,73,48.0,,0.48,35.04
2014-08-03,56,48.0,,0.48,26.88
2014-08-04,83,48.0,,0.48,39.839999999999996
2014-08-05,83,48.0,,0.48,39.839999999999996
2014-08-06,83,48.0,,0.48,39.839999999999996
2014-08-07,88,48.0,,0.48,42.239999999999995
2014-08-08,89,48.0,,0.48,42.72
2014-08-09,72,48.0,,0.48,34.56
2014-08-10,60,48.0,,0.48,28.799999999999997
2014-08-11,83,48.0,,0.48,39.839999999999996
2014-08-12,79,48.0,,0.48,37.92
2014-08-13,80,48.0,,0.48,38.4
2014-08-14,84,48.0,,0.48,40.32
2014-08-15,93,48.0,,0.48,44.64
2014-08-16,67,48.0,,0.48,32.16
2014-08-17,56,48.0,,0.48,26.88
2014-08-18,77,48.0,,0.48,36.96
2014-08-19,72,48.0,,0.48,34.56
2014-08-20,72,48.0,,0.48,34.56
2014-08-21,72,48.0,,0.48,34.56
2014-08-22,76,48.0,,0.48,36.48
2014-08-23,60,48.0,,0.48,28.799999999999997
2014-08-24,54,48.0,,0.48,25.919999999999998
2014-08-25,75,48.0,,0.48,36.0
2014-08-26,70,48.0,,0.48,33.6
2014-08-27,77,48.0,,0.48,36.96
2014-08-28,76,48.0,,0.48,36.48
2014-08-29,96,48.0,,0.48,46.08
2014-08-30,66,48.0,,0.48,31.68
2014-08-31,49,48.0,,0.48,23.52
2014-09-01,70,45.0,False,0.45,31.5
2014-09-02,98,45.0,,0.45,44.1
2014-09-03,95,45.0,,0.45,42.75
2014-09-04,91,45.0,,0.45,40.95
2014-09-05,100,45.0,,0.45,45.0
2014-09-06,71,45.0,,0.45,31.95
2014-09-07,56,45.0,,0.45,25.2
2014-09-08,84,45.0,,0.45,37.800000000000004
2014-09-09,86,45.0,,0.45,38.7
2014-09-10,87,45.0,,0.45,39.15
2014-09-11,86,45.0,,0.45,38.7
2014-09-12,91,45.0,,0.45,40.95
2014-09-13,73,45.0,,0.45,32.85
2014-09-14,61,45.0,,0.45,27.45
2014-09-15,87,45.0,,0.45,39.15
2014-09-16,86,45.0,,0.45,38.7
2014-09-17,83,45.0,,0.45,37.35
2014-09-18,86,45.0,,0.45,38.7
2014-09-19,92,45.0,,0.45,41.4
2014-09-20,80,45.0,,0.45,36.0
2014-09-21,57,45.0,,0.45,25.650000000000002
2014-09-22,86,45.0,,0.45,38.7
2014-09-23,84,45.0,,0.45,37.800000000000004
2014-09-24,84,45.0,,0.45,37.800000000000004
2014-09-25,89,45.0,,0.45,40.050000000000004
2014-09-26,85,45.0,,0.45,38.25
2014-09-27,76,45.0,,0.45,34.2
2014-09-28,59,45.0,,0.45,26.55
2014-09-29,92,45.0,,0.45,41.4
2014-09-30,95,45.0,,0.45,42.75
2014-10-01,94,45.0,False,0.45,42.300000000000004
2014-10-02,82,45.0,,0.45,36.9
2014-10-03,88,45.0,,0.45,39.6
2014-10-04,69,45.0,,0.45,31.05
2014-10-05,55,45.0,,0.45,24.75
2014-10-06,82,45.0,,0.45,36.9
2014-10-07,82,45.0,,0.45,36.9
2014-10-08,77,45.0,,0.45,34.65
2014-10-09,82,45.0,,0.45,36.9
2014-10-10,84,45.0,,0.45,37.800000000000004
2014-10-11,67,45.0,,0.45,30.150000000000002
2014-10-12,56,45.0,,0.45,25.2
2014-10-13,72,45.0,,0.45,32.4
2014-10-14,79,45.0,,0.45,35.550000000000004
2014-10-15,79,45.0,,0.45,35.550000000000004
2014-10-16,83,45.0,,0.45,37.35
2014-10-17,85,45.0,,0.45,38.25
2014-10-18,62,45.0,,0.45,27.900000000000002
2014-10-19,57,45.0,,0.45,25.650000000000002
2014-10-20,77,45.0,,0.45,34.65
2014-10-21,83,45.0,,0.45,37.35
2014-10-22,80,45.0,,0.45,36.0
2014-10-23,77,45.0,,0.45,34.65
2014-10-24,88,45.0,,0.45,39.6
2014-10-25,63,45.0,,0.45,28.35
2014-10-26,58,45.0,,0.45,26.1
2014-10-27,80,45.0,,0.45,36.0
2014-10-28,81,45.0,,0.45,36.45
2014-10-29,74,45.0,,0.45,33.300000000000004
2014-10-30,81,45.0,,0.45,36.45
2014-10-31,100,45.0,,0.45,45.0
2014-11-01,87,45.0,False,0.45,39.15
2014-11-02,68,45.0,,0.45,30.6
2014-11-03,100,45.0,,0.45,45.0
2014-11-04,94,45.0,,0.45,42.300000000000004
2014-11-05,88,45.0,,0.45,39.6
2014-11-06,87,45.0,,0.45,39.15
2014-11-07,93,45.0,,0.45,41.85
2014-11-08,73,45.0,,0.45,32.85
2014-11-09,64,45.0,,0.45,28.8
2014-11-10,86,45.0,,0.45,38.7
2014-11-11,81,45.0,,0.45,36.45
2014-11-12,82,45.0,,0.45,36.9
2014-11-13,87,45.0,,0.45,39.15
2014-11-14,94,45.0,,0.45,42.300000000000004
2014-11-15,74,45.0,,0.45,33.300000000000004
2014-11-16,62,45.0,,0.45,27.900000000000002
2014-11-17,83,45.0,,0.45,37.35
2014-11-18,86,45.0,,0.45,38.7
2014-11-19,85,45.0,,0.45,38.25
2014-11-20,84,45.0,,0.45,37.800000000000004
2014-11-21,96,45.0,,0.45,43.2
2014-11-22,74,45.0,,0.45,33.300000000000004
2014-11-23,58,45.0,,0.45,26.1
2014-11-24,87,45.0,,0.45,39.15
2014-11-25,85,45.0,,0.45,38.25
2014-11-26,91,45.0,,0.45,40.95
2014-11-27,63,45.0,,0.45,28.35
2014-11-28,93,45.0,,0.45,41.85
2014-11-29,79,45.0,,0.45,35.550000000000004
2014-11-30,66,45.0,,0.45,29.7
2014-12-01,96,50.0,False,0.5,48.0
2014-12-02,83,50.0,,0.5,41.5
2014-12-03,88,50.0,,0.5,44.0
2014-12-04,83,50.0,,0.5,41.5
2014-12-05,92,50.0,,0.5,46.0
2014-12-06,72,50.0,,0.5,36.0
2014-12-07,63,50.0,,0.5,31.5
2014-12-08,88,50.0,,0.5,44.0
2014-12-09,85,50.0,,0.5,42.5
2014-12-10,86,50.0,,0.5,43.0
2014-12-11,91,50.0,,0.5,45.5
2014-12-12,93,50.0,,0.5,46.5
2014-12-13,79,50.0,,0.5,39.5
2014-12-14,64,50.0,,0.5,32.0
2014-12-15,89,50.0,,0.5,44.5
2014-12-16,88,50.0,,0.5,44.0
2014-12-17,89,50.0,,0.5,44.5
2014-12-18,92,50.0,,0.5,46.0
2014-12-19,96,50.0,,0.5,48.0
2014-12-20,78,50.0,,0.5,39.0
2014-12-21,68,50.0,,0.5,34.0
2014-12-22,85,50.0,,0.5,42.5
2014-12-23,97,50.0,,0.5,48.5
2014-12-24,97,50.0,,0.5,48.5
2014-12-25,52,50.0,,0.5,26.0
2014-12-26,90,50.0,,0.5,45.0
2014-12-27,74,50.0,,0.5,37.0
2014-12-28,68,50.0,,0.5,34.0
2014-12-29,91,50.0,,0.5,45.5
2014-12-30,94,50.0,,0.5,47.0
2014-12-31,100,50.0,,0.5,50.0
2015-01-01,71,47.0,False,0.47,33.37
2015-01-02,100,47.0,,0.47,47.0
2015-01-03,74,47.0,,0.47,34.78
2015-01-04,58,47.0,,0.47,27.259999999999998
2015-01-05,85,47.0,,0.47,39.949999999999996
2015-01-06,81,47.0,,0.47,38.07
2015-01-07,77,47.0,,0.47,36.19
2015-01-08,76,47.0,,0.47,35.72
2015-01-09,83,47.0,,0.47,39.01
2015-01-10,62,47.0,,0.47,29.139999999999997
2015-01-11,54,47.0,,0.47,25.38
2015-01-12,75,47.0,,0.47,35.25
2015-01-13,73,47.0,,0.47,34.309999999999995
2015-01-14,74,47.0,,0.47,34.78
2015-01-15,75,47.0,,0.47,35.25
2015-01-16,76,47.0,,0.47,35.72
2015-01-17,63,47.0,,0.47,29.61
2015-01-18,49,47.0,,0.47,23.029999999999998
2015-01-19,67,47.0,,0.47,31.49
2015-01-20,73,47.0,,0.47,34.309999999999995
2015-01-21,72,47.0,,0.47,33.839999999999996
2015-01-22,71,47.0,,0.47,33.37
2015-01-23,73,47.0,,0.47,34.309999999999995
2015-01-24,60,47.0,,0.47,28.2
2015-01-25,49,47.0,,0.47,23.029999999999998
2015-01-26,64,47.0,,0.47,30.08
2015-01-27,63,47.0,,0.47,29.61
2015-01-28,69,47.0,,0.47,32.43
2015-01-29,71,47.0,,0.47,33.37
2015-01-30,86,47.0,,0.47,40.419999999999995
2015-01-31,70,47.0,,0.47,32.9
2015-02-01,60,46.0,False,0.46,27.6
2015-02-02,91,46.0,,0.46,41.86
2015-02-03,95,46.0,,0.46,43.7
2015-02-04,89,46.0,,0.46,40.940000000000005
2015-02-05,97,46.0,,0.46,44.620000000000005
2015-02-06,100,46.0,,0.46,46.0
2015-02-07,75,46.0,,0.46,34.5
2015-02-08,67,46.0,,0.46,30.82
2015-02-09,81,46.0,,0.46,37.260000000000005
2015-02-10,92,46.0,,0.46,42.32
2015-02-11,88,46.0,,0.46,40.480000000000004
2015-02-12,96,46.0,,0.46,44.160000000000004
2015-02-13,98,46.0,,0.46,45.080000000000005
2015-02-14,72,46.0,,0.46,33.120000000000005
2015-02-15,62,46.0,,0.46,28.52
2015-02-16,79,46.0,,0.46,36.34
2015-02-17,82,46.0,,0.46,37.72
2015-02-18,88,46.0,,0.46,40.480000000000004
2015-02-19,82,46.0,,0.46,37.72
2015-02-20,93,46.0,,0.46,42.78
2015-02-21,80,46.0,,0.46,36.800000000000004
2015-02-22,61,46.0,,0.46,28.060000000000002
2015-02-23,81,46.0,,0.46,37.260000000000005
2015-02-24,79,46.0,,0.46,36.34
2015-02-25,89,46.0,,0.46,40.940000000000005
2015-02-26,83,46.0,,0.46,38.18
2015-02-27,100,46.0,,0.46,46.0
2015-02-28,86,46.0,,0.46,39.56
2015-03-01,61,45.0,False,0.45,27.45
2015-03-02,97,45.0,,0.45,43.65
2015-03-03,94,45.0,,0.45,42.300000000000004
2015-03-04,85,45.0,,0.45,38.25
2015-03-05,88,45.0,,0.45,39.6
2015-03-06,94,45.0,,0.45,42.300000000000004
2015-03-07,88,45.0,,0.45,39.6
2015-03-08,64,45.0,,0.45,28.8
2015-03-09,84,45.0,,0.45,37.800000000000004
2015-03-10,81,45.0,,0.45,36.45
2015-03-11,92,45.0,,0.45,41.4
2015-03-12,88,45.0,,0.45,39.6
2015-03-13,100,45.0,,0.45,45.0
2015-03-14,74,45.0,,0.45,33.300000000000004
2015-03-15,65,45.0,,0.45,29.25
2015-03-16,86,45.0,,0.45,38.7
2015-03-17,83,45.0,,0.45,37.35
2015-03-18,88,45.0,,0.45,39.6
2015-03-19,87,45.0,,0.45,39.15
2015-03-20,96,45.0,,0.45,43.2
2015-03-21,67,45.0,,0.45,30.150000000000002
2015-03-22,64,45.0,,0.45,28.8
2015-03-23,92,45.0,,0.45,41.4
2015-03-24,88,45.0,,0.45,39.6
2015-03-25,80,45.0,,0.45,36.0
2015-03-26,94,45.0,,0.45,42.300000000000004
2015-03-27,89,45.0,,0.45,40.050000000000004
2015-03-28,76,45.0,,0.45,34.2
2015-03-29,61,45.0,,0.45,27.45
2015-03-30,86,45.0,,0.45,38.7
2015-03-31,93,45.0,,0.45,41.85
2015-04-01,100,44.0,False,0.44,44.0
2015-04-02,100,44.0,,0.44,44.0
2015-04-03,98,44.0,,0.44,43.12
2015-04-04,79,44.0,,0.44,34.76
2015-04-05,56,44.0,,0.44,24.64
2015-04-06,90,44.0,,0.44,39.6
2015-04-07,90,44.0,,0.44,39.6
2015-04-08,91,44.0,,0.44,40.04
2015-04-09,84,44.0,,0.44,36.96
2015-04-10,94,44.0,,0.44,41.36
2015-04-11,76,44.0,,0.44,33.44
2015-04-12,59,44.0,,0.44,25.96
2015-04-13,88,44.0,,0.44,38.72
2015-04-14,88,44.0,,0.44,38.72
2015-04-15,92,44.0,,0.44,40.48
2015-04-16,85,44.0,,0.44,37.4
2015-04-17,87,44.0,,0.44,38.28
2015-04-18,72,44.0,,0.44,31.68
2015-04-19,60,44.0,,0.44,26.4
2015-04-20,85,44.0,,0.44,37.4
2015-04-21,74,44.0,,0.44,32.56
2015-04-22,81,44.0,,0.44,35.64
2015-04-23,83,44.0,,0.44,36.52
2015-04-24,94,44.0,,0.44,41.36
2015-04-25,68,44.0,,0.44,29.92
2015-04-26,60,44.0,,0.44,26.4
2015-04-27,85,44.0,,0.44,37.4
2015-04-28,85,44.0,,0.44,37.4
2015-04-29,84,44.0,,0.44,36.96
2015-04-30,95,44.0,,0.44,41.8
2015-05-01,93,45.0,False,0.45,41.85
2015-05-02,71,45.0,,0.45,31.95
2015-05-03,55,45.0,,0.45,24.75
2015-05-04,84,45.0,,0.45,37.800000000000004
2015-05-05,79,45.0,,0.45,35.550000000000004
2015-05-06,83,45.0,,0.45,37.35
2015-05-07,83,45.0,,0.45,37.35
2015-05-08,100,45.0,,0.45,45.0
2015-05-09,70,45.0,,0.45,31.5
