date,banking_unscaled,banking_monthly,isPartial,scale,banking
2015-05-10,57,45.0,,0.45,25.650000000000002
2015-05-11,87,45.0,,0.45,39.15
2015-05-12,88,45.0,,0.45,39.6
2015-05-13,84,45.0,,0.45,37.800000000000004
2015-05-14,84,45.0,,0.45,37.800000000000004
2015-05-15,94,45.0,,0.45,42.300000000000004
2015-05-16,68,45.0,,0.45,30.6
2015-05-17,59,45.0,,0.45,26.55
2015-05-18,80,45.0,,0.45,36.0
2015-05-19,85,45.0,,0.45,38.25
2015-05-20,84,45.0,,0.45,37.800000000000004
2015-05-21,85,45.0,,0.45,38.25
2015-05-22,88,45.0,,0.45,39.6
2015-05-23,72,45.0,,0.45,32.4
2015-05-24,53,45.0,,0.45,23.85
2015-05-25,65,45.0,,0.45,29.25
2015-05-26,83,45.0,,0.45,37.35
2015-05-27,86,45.0,,0.45,38.7
2015-05-28,88,45.0,,0.45,39.6
2015-05-29,97,45.0,,0.45,43.65
2015-05-30,72,45.0,,0.45,32.4
2015-05-31,67,45.0,,0.45,30.150000000000002
2015-06-01,92,45.0,False,0.45,41.4
2015-06-02,87,45.0,,0.45,39.15
2015-06-03,84,45.0,,0.45,37.800000000000004
2015-06-04,84,45.0,,0.45,37.800000000000004
2015-06-05,100,45.0,,0.45,45.0
2015-06-06,68,45.0,,0.45,30.6
2015-06-07,58,45.0,,0.45,26.1
2015-06-08,86,45.0,,0.45,38.7
2015-06-09,80,45.0,,0.45,36.0
2015-06-10,83,45.0,,0.45,37.35
2015-06-11,82,45.0,,0.45,36.9
2015-06-12,93,45.0,,0.45,41.85
2015-06-13,67,45.0,,0.45,30.150000000000002
2015-06-14,60,45.0,,0.45,27.0
2015-06-15,87,45.0,,0.45,39.15
2015-06-16,77,45.0,,0.45,34.65
2015-06-17,82,45.0,,0.45,36.9
2015-06-18,77,45.0,,0.45,34.65
2015-06-19,87,45.0,,0.45,39.15
2015-06-20,74,45.0,,0.45,33.300000000000004
2015-06-21,51,45.0,,0.45,22.95
2015-06-22,84,45.0,,0.45,37.800000000000004
2015-06-23,83,45.0,,0.45,37.35
2015-06-24,82,45.0,,0.45,36.9
2015-06-25,81,45.0,,0.45,36.45
2015-06-26,89,45.0,,0.45,40.050000000000004
2015-06-27,66,45.0,,0.45,29.7
2015-06-28,58,45.0,,0.45,26.1
2015-06-29,90,45.0,,0.45,40.5
2015-06-30,90,45.0,,0.45,40.5
2015-07-01,100,43.0,False,0.43,43.0
2015-07-02,99,43.0,,0.43,42.57
2015-07-03,96,43.0,,0.43,41.28
2015-07-04,66,43.0,,0.43,28.38
2015-07-05,63,43.0,,0.43,27.09
2015-07-06,84,43.0,,0.43,36.12
2015-07-07,84,43.0,,0.43,36.12
2015-07-08,80,43.0,,0.43,34.4
2015-07-09,85,43.0,,0.43,36.55
2015-07-10,92,43.0,,0.43,39.56
2015-07-11,71,43.0,,0.43,30.53
2015-07-12,50,43.0,,0.43,21.5
2015-07-13,80,43.0,,0.43,34.4
2015-07-14,81,43.0,,0.43,34.83
2015-07-15,80,43.0,,0.43,34.4
2015-07-16,85,43.0,,0.43,36.55
2015-07-17,89,43.0,,0.43,38.269999999999996
2015-07-18,60,43.0,,0.43,25.8
2015-07-19,49,43.0,,0.43,21.07
2015-07-20,76,43.0,,0.43,32.68
2015-07-21,81,43.0,,0.43,34.83
2015-07-22,79,43.0,,0.43,33.97
2015-07-23,75,43.0,,0.43,32.25
2015-07-24,84,43.0,,0.43,36.12
2015-07-25,64,43.0,,0.43,27.52
2015-07-26,56,43.0,,0.43,24.08
2015-07-27,80,43.0,,0.43,34.4
2015-07-28,81,43.0,,0.43,34.83
2015-07-29,77,43.0,,0.43,33.11
2015-07-30,81,43.0,,0.43,34.83
2015-07-31,95,43.0,,0.43,40.85
2015-08-01,81,43.0,False,0.43,34.83
2015-08-02,61,43.0,,0.43,26.23
2015-08-03,91,43.0,,0.43,39.13
2015-08-04,87,43.0,,0.43,37.41
2015-08-05,85,43.0,,0.43,36.55
2015-08-06,82,43.0,,0.43,35.26
2015-08-07,89,43.0,,0.43,38.269999999999996
2015-08-08,71,43.0,,0.43,30.53
2015-08-09,69,43.0,,0.43,29.669999999999998
2015-08-10,82,43.0,,0.43,35.26
2015-08-11,90,43.0,,0.43,38.7
2015-08-12,89,43.0,,0.43,38.269999999999996
2015-08-13,89,43.0,,0.43,38.269999999999996
2015-08-14,100,43.0,,0.43,43.0
2015-08-15,77,43.0,,0.43,33.11
2015-08-16,57,43.0,,0.43,24.509999999999998
2015-08-17,92,43.0,,0.43,39.56
2015-08-18,87,43.0,,0.43,37.41
2015-08-19,82,43.0,,0.43,35.26
2015-08-20,81,43.0,,0.43,34.83
2015-08-21,92,43.0,,0.43,39.56
2015-08-22,77,43.0,,0.43,33.11
2015-08-23,68,43.0,,0.43,29.24
2015-08-24,88,43.0,,0.43,37.839999999999996
2015-08-25,85,43.0,,0.43,36.55
2015-08-26,83,43.0,,0.43,35.69
2015-08-27,85,43.0,,0.43,36.55
2015-08-28,93,43.0,,0.43,39.99
2015-08-29,73,43.0,,0.43,31.39
2015-08-30,54,43.0,,0.43,23.22
2015-08-31,84,43.0,,0.43,36.12
2015-09-01,100,39.0,False,0.39,39.0
2015-09-02,89,39.0,,0.39,34.71
2015-09-03,91,39.0,,0.39,35.49
2015-09-04,96,39.0,,0.39,37.44
2015-09-05,78,39.0,,0.39,30.42
2015-09-06,54,39.0,,0.39,21.060000000000002
2015-09-07,69,39.0,,0.39,26.91
2015-09-08,91,39.0,,0.39,35.49
2015-09-09,87,39.0,,0.39,33.93
2015-09-10,87,39.0,,0.39,33.93
2015-09-11,91,39.0,,0.39,35.49
2015-09-12,69,39.0,,0.39,26.91
2015-09-13,56,39.0,,0.39,21.84
2015-09-14,79,39.0,,0.39,30.810000000000002
2015-09-15,87,39.0,,0.39,33.93
2015-09-16,82,39.0,,0.39,31.98
2015-09-17,82,39.0,,0.39,31.98
2015-09-18,99,39.0,,0.39,38.61
2015-09-19,73,39.0,,0.39,28.470000000000002
2015-09-20,58,39.0,,0.39,22.62
2015-09-21,85,39.0,,0.39,33.15
2015-09-22,82,39.0,,0.39,31.98
2015-09-23,77,39.0,,0.39,30.03
2015-09-24,75,39.0,,0.39,29.25
2015-09-25,90,39.0,,0.39,35.1
2015-09-26,70,39.0,,0.39,27.3
2015-09-27,57,39.0,,0.39,22.23
2015-09-28,79,39.0,,0.39,30.810000000000002
2015-09-29,87,39.0,,0.39,33.93
2015-09-30,97,39.0,,0.39,37.83
2015-10-01,96,39.0,False,0.39,37.44
2015-10-02,100,39.0,,0.39,39.0
2015-10-03,62,39.0,,0.39,24.18
2015-10-04,63,39.0,,0.39,24.57
2015-10-05,83,39.0,,0.39,32.370000000000005
2015-10-06,83,39.0,,0.39,32.370000000000005
2015-10-07,82,39.0,,0.39,31.98
2015-10-08,85,39.0,,0.39,33.15
2015-10-09,92,39.0,,0.39,35.88
2015-10-10,65,39.0,,0.39,25.35
2015-10-11,55,39.0,,0.39,21.45
2015-10-12,80,39.0,,0.39,31.200000000000003
2015-10-13,77,39.0,,0.39,30.03
2015-10-14,82,39.0,,0.39,31.98
2015-10-15,88,39.0,,0.39,34.32
2015-10-16,87,39.0,,0.39,33.93
2015-10-17,64,39.0,,0.39,24.96
2015-10-18,52,39.0,,0.39,20.28
2015-10-19,81,39.0,,0.39,31.59
2015-10-20,76,39.0,,0.39,29.64
2015-10-21,75,39.0,,0.39,29.25
2015-10-22,75,39.0,,0.39,29.25
2015-10-23,86,39.0,,0.39,33.54
2015-10-24,63,39.0,,0.39,24.57
2015-10-25,57,39.0,,0.39,22.23
2015-10-26,76,39.0,,0.39,29.64
2015-10-27,84,39.0,,0.39,32.76
2015-10-28,74,39.0,,0.39,28.86
2015-10-29,79,39.0,,0.39,30.810000000000002
2015-10-30,96,39.0,,0.39,37.44
2015-10-31,69,39.0,,0.39,26.91
2015-11-01,70,38.0,False,0.38,26.6
2015-11-02,96,38.0,,0.38,36.480000000000004
2015-11-03,95,38.0,,0.38,36.1
2015-11-04,80,38.0,,0.38,30.4
2015-11-05,87,38.0,,0.38,33.06
2015-11-06,95,38.0,,0.38,36.1
2015-11-07,66,38.0,,0.38,25.080000000000002
2015-11-08,66,38.0,,0.38,25.080000000000002
2015-11-09,84,38.0,,0.38,31.92
2015-11-10,79,38.0,,0.38,30.02
2015-11-11,78,38.0,,0.38,29.64
2015-11-12,84,38.0,,0.38,31.92
2015-11-13,100,38.0,,0.38,38.0
2015-11-14,75,38.0,,0.38,28.5
2015-11-15,60,38.0,,0.38,22.8
2015-11-16,87,38.0,,0.38,33.06
2015-11-17,86,38.0,,0.38,32.68
2015-11-18,82,38.0,,0.38,31.16
2015-11-19,89,38.0,,0.38,33.82
2015-11-20,90,38.0,,0.38,34.2
2015-11-21,72,38.0,,0.38,27.36
2015-11-22,55,38.0,,0.38,20.9
2015-11-23,84,38.0,,0.38,31.92
2015-11-24,92,38.0,,0.38,34.96
2015-11-25,98,38.0,,0.38,37.24
2015-11-26,64,38.0,,0.38,24.32
2015-11-27,94,38.0,,0.38,35.72
2015-11-28,75,38.0,,0.38,28.5
2015-11-29,65,38.0,,0.38,24.7
2015-11-30,88,38.0,,0.38,33.44
2015-12-01,92,42.0,False,0.42,38.64
2015-12-02,78,42.0,,0.42,32.76
2015-12-03,83,42.0,,0.42,34.86
2015-12-04,84,42.0,,0.42,35.28
2015-12-05,66,42.0,,0.42,27.72
2015-12-06,56,42.0,,0.42,23.52
2015-12-07,80,42.0,,0.42,33.6
2015-12-08,77,42.0,,0.42,32.339999999999996
2015-12-09,79,42.0,,0.42,33.18
2015-12-10,80,42.0,,0.42,33.6
2015-12-11,86,42.0,,0.42,36.12
2015-12-12,70,42.0,,0.42,29.4
2015-12-13,58,42.0,,0.42,24.36
2015-12-14,84,42.0,,0.42,35.28
2015-12-15,84,42.0,,0.42,35.28
2015-12-16,82,42.0,,0.42,34.44
2015-12-17,80,42.0,,0.42,33.6
2015-12-18,90,42.0,,0.42,37.8
2015-12-19,67,42.0,,0.42,28.14
2015-12-20,60,42.0,,0.42,25.2
2015-12-21,79,42.0,,0.42,33.18
2015-12-22,88,42.0,,0.42,36.96
2015-12-23,90,42.0,,0.42,37.8
2015-12-24,86,42.0,,0.42,36.12
2015-12-25,44,42.0,,0.42,18.48
2015-12-26,62,42.0,,0.42,26.04
2015-12-27,61,42.0,,0.42,25.619999999999997
2015-12-28,90,42.0,,0.42,37.8
2015-12-29,87,42.0,,0.42,36.54
2015-12-30,92,42.0,,0.42,38.64
2015-12-31,100,42.0,,0.42,42.0
2016-01-01,69,41.0,False,0.41,28.29
2016-01-02,72,41.0,,0.41,29.52
2016-01-03,60,41.0,,0.41,24.599999999999998
2016-01-04,92,41.0,,0.41,37.72
2016-01-05,91,41.0,,0.41,37.309999999999995
2016-01-06,88,41.0,,0.41,36.08
2016-01-07,88,41.0,,0.41,36.08
2016-01-08,89,41.0,,0.41,36.489999999999995
2016-01-09,70,41.0,,0.41,28.7
2016-01-10,53,41.0,,0.41,21.73
2016-01-11,83,41.0,,0.41,34.03
2016-01-12,81,41.0,,0.41,33.21
2016-01-13,83,41.0,,0.41,34.03
2016-01-14,81,41.0,,0.41,33.21
2016-01-15,100,41.0,,0.41,41.0
2016-01-16,75,41.0,,0.41,30.749999999999996
2016-01-17,51,41.0,,0.41,20.91
2016-01-18,71,41.0,,0.41,29.11
2016-01-19,81,41.0,,0.41,33.21
2016-01-20,84,41.0,,0.41,34.44
2016-01-21,83,41.0,,0.41,34.03
2016-01-22,90,41.0,,0.41,36.9
2016-01-23,63,41.0,,0.41,25.83
2016-01-24,50,41.0,,0.41,20.5
2016-01-25,75,41.0,,0.41,30.749999999999996
2016-01-26,75,41.0,,0.41,30.749999999999996
2016-01-27,78,41.0,,0.41,31.979999999999997
2016-01-28,78,41.0,,0.41,31.979999999999997
2016-01-29,94,41.0,,0.41,38.54
2016-01-30,71,41.0,,0.41,29.11
2016-01-31,59,41.0,,0.41,24.189999999999998
2016-02-01,86,40.0,False,0.4,34.4
2016-02-02,84,40.0,,0.4,33.6
2016-02-03,91,40.0,,0.4,36.4
2016-02-04,92,40.0,,0.4,36.800000000000004
2016-02-05,100,40.0,,0.4,40.0
2016-02-06,77,40.0,,0.4,30.8
2016-02-07,61,40.0,,0.4,24.400000000000002
2016-02-08,83,40.0,,0.4,33.2
2016-02-09,87,40.0,,0.4,34.800000000000004
2016-02-10,93,40.0,,0.4,37.2
2016-02-11,92,40.0,,0.4,36.800000000000004
2016-02-12,99,40.0,,0.4,39.6
2016-02-13,76,40.0,,0.4,30.400000000000002
2016-02-14,62,40.0,,0.4,24.8
2016-02-15,79,40.0,,0.4,31.6
2016-02-16,84,40.0,,0.4,33.6
2016-02-17,90,40.0,,0.4,36.0
2016-02-18,84,40.0,,0.4,33.6
2016-02-19,88,40.0,,0.4,35.2
2016-02-20,70,40.0,,0.4,28.0
2016-02-21,60,40.0,,0.4,24.0
2016-02-22,80,40.0,,0.4,32.0
2016-02-23,85,40.0,,0.4,34.0
2016-02-24,81,40.0,,0.4,32.4
2016-02-25,86,40.0,,0.4,34.4
2016-02-26,91,40.0,,0.4,36.4
2016-02-27,78,40.0,,0.4,31.200000000000003
2016-02-28,64,40.0,,0.4,25.6
2016-02-29,90,40.0,,0.4,36.0
2016-03-01,96,37.0,False,0.37,35.519999999999996
2016-03-02,89,37.0,,0.37,32.93
2016-03-03,92,37.0,,0.37,34.04
2016-03-04,94,37.0,,0.37,34.78
2016-03-05,84,37.0,,0.37,31.08
2016-03-06,62,37.0,,0.37,22.94
2016-03-07,86,37.0,,0.37,31.82
2016-03-08,89,37.0,,0.37,32.93
2016-03-09,85,37.0,,0.37,31.45
2016-03-10,87,37.0,,0.37,32.19
2016-03-11,96,37.0,,0.37,35.519999999999996
2016-03-12,69,37.0,,0.37,25.53
2016-03-13,64,37.0,,0.37,23.68
2016-03-14,87,37.0,,0.37,32.19
2016-03-15,89,37.0,,0.37,32.93
2016-03-16,80,37.0,,0.37,29.6
2016-03-17,82,37.0,,0.37,30.34
2016-03-18,93,37.0,,0.37,34.41
2016-03-19,70,37.0,,0.37,25.9
2016-03-20,59,37.0,,0.37,21.83
2016-03-21,80,37.0,,0.37,29.6
2016-03-22,85,37.0,,0.37,31.45
2016-03-23,84,37.0,,0.37,31.08
2016-03-24,91,37.0,,0.37,33.67
2016-03-25,95,37.0,,0.37,35.15
2016-03-26,72,37.0,,0.37,26.64
2016-03-27,52,37.0,,0.37,19.24
2016-03-28,86,37.0,,0.37,31.82
2016-03-29,86,37.0,,0.37,31.82
2016-03-30,84,37.0,,0.37,31.08
2016-03-31,100,37.0,,0.37,37.0
2016-04-01,100,39.0,False,0.39,39.0
2016-04-02,76,39.0,,0.39,29.64
2016-04-03,63,39.0,,0.39,24.57
2016-04-04,91,39.0,,0.39,35.49
2016-04-05,94,39.0,,0.39,36.660000000000004
2016-04-06,85,39.0,,0.39,33.15
2016-04-07,89,39.0,,0.39,34.71
2016-04-08,86,39.0,,0.39,33.54
2016-04-09,68,39.0,,0.39,26.52
2016-04-10,66,39.0,,0.39,25.740000000000002
2016-04-11,86,39.0,,0.39,33.54
2016-04-12,86,39.0,,0.39,33.54
2016-04-13,82,39.0,,0.39,31.98
2016-04-14,84,39.0,,0.39,32.76
2016-04-15,97,39.0,,0.39,37.83
2016-04-16,66,39.0,,0.39,25.740000000000002
2016-04-17,68,39.0,,0.39,26.52
2016-04-18,93,39.0,,0.39,36.27
2016-04-19,84,39.0,,0.39,32.76
2016-04-20,86,39.0,,0.39,33.54
2016-04-21,77,39.0,,0.39,30.03
2016-04-22,91,39.0,,0.39,35.49
2016-04-23,69,39.0,,0.39,26.91
2016-04-24,58,39.0,,0.39,22.62
2016-04-25,79,39.0,,0.39,30.810000000000002
2016-04-26,85,39.0,,0.39,33.15
2016-04-27,79,39.0,,0.39,30.810000000000002
2016-04-28,83,39.0,,0.39,32.370000000000005
2016-04-29,95,39.0,,0.39,37.050000000000004
2016-04-30,72,39.0,,0.39,28.080000000000002
2016-05-01,64,38.0,False,0.38,24.32
2016-05-02,99,38.0,,0.38,37.62
2016-05-03,94,38.0,,0.38,35.72
2016-05-04,87,38.0,,0.38,33.06
2016-05-05,92,38.0,,0.38,34.96
2016-05-06,95,38.0,,0.38,36.1
2016-05-07,75,38.0,,0.38,28.5
2016-05-08,58,38.0,,0.38,22.04
2016-05-09,86,38.0,,0.38,32.68
2016-05-10,84,38.0,,0.38,31.92
2016-05-11,91,38.0,,0.38,34.58
2016-05-12,91,38.0,,0.38,34.58
2016-05-13,94,38.0,,0.38,35.72
2016-05-14,75,38.0,,0.38,28.5
2016-05-15,61,38.0,,0.38,23.18
2016-05-16,81,38.0,,0.38,30.78
2016-05-17,87,38.0,,0.38,33.06
2016-05-18,86,38.0,,0.38,32.68
2016-05-19,81,38.0,,0.38,30.78
2016-05-20,93,38.0,,0.38,35.34
2016-05-21,70,38.0,,0.38,26.6
2016-05-22,56,38.0,,0.38,21.28
2016-05-23,78,38.0,,0.38,29.64
2016-05-24,83,38.0,,0.38,31.54
2016-05-25,85,38.0,,0.38,32.3
2016-05-26,87,38.0,,0.38,33.06
2016-05-27,99,38.0,,0.38,37.62
2016-05-28,76,38.0,,0.38,28.88
2016-05-29,61,38.0,,0.38,23.18
2016-05-30,67,38.0,,0.38,25.46
2016-05-31,100,38.0,,0.38,38.0
2016-06-01,100,39.0,False,0.39,39.0
2016-06-02,89,39.0,,0.39,34.71
2016-06-03,95,39.0,,0.39,37.050000000000004
2016-06-04,71,39.0,,0.39,27.69
2016-06-05,56,39.0,,0.39,21.84
2016-06-06,78,39.0,,0.39,30.42
2016-06-07,85,39.0,,0.39,33.15
2016-06-08,78,39.0,,0.39,30.42
2016-06-09,88,39.0,,0.39,34.32
2016-06-10,90,39.0,,0.39,35.1
2016-06-11,65,39.0,,0.39,25.35
2016-06-12,51,39.0,,0.39,19.89
2016-06-13,77,39.0,,0.39,30.03
2016-06-14,82,39.0,,0.39,31.98
2016-06-15,87,39.0,,0.39,33.93
2016-06-16,84,39.0,,0.39,32.76
2016-06-17,97,39.0,,0.39,37.83
2016-06-18,65,39.0,,0.39,25.35
2016-06-19,56,39.0,,0.39,21.84
2016-06-20,81,39.0,,0.39,31.59
2016-06-21,84,39.0,,0.39,32.76
2016-06-22,80,39.0,,0.39,31.200000000000003
2016-06-23,82,39.0,,0.39,31.98
2016-06-24,87,39.0,,0.39,33.93
2016-06-25,67,39.0,,0.39,26.130000000000003
2016-06-26,54,39.0,,0.39,21.060000000000002
2016-06-27,81,39.0,,0.39,31.59
2016-06-28,80,39.0,,0.39,31.200000000000003
2016-06-29,87,39.0,,0.39,33.93
2016-06-30,93,39.0,,0.39,36.27
2016-07-01,100,40.0,False,0.4,40.0
2016-07-02,71,40.0,,0.4,28.400000000000002
2016-07-03,50,40.0,,0.4,20.0
2016-07-04,55,40.0,,0.4,22.0
2016-07-05,86,40.0,,0.4,34.4
2016-07-06,83,40.0,,0.4,33.2
2016-07-07,76,40.0,,0.4,30.400000000000002
2016-07-08,90,40.0,,0.4,36.0
2016-07-09,63,40.0,,0.4,25.200000000000003
2016-07-10,52,40.0,,0.4,20.8
2016-07-11,76,40.0,,0.4,30.400000000000002
2016-07-12,79,40.0,,0.4,31.6
2016-07-13,75,40.0,,0.4,30.0
2016-07-14,77,40.0,,0.4,30.8
2016-07-15,86,40.0,,0.4,34.4
2016-07-16,60,40.0,,0.4,24.0
2016-07-17,52,40.0,,0.4,20.8
2016-07-18,73,40.0,,0.4,29.200000000000003
2016-07-19,81,40.0,,0.4,32.4
2016-07-20,71,40.0,,0.4,28.400000000000002
2016-07-21,77,40.0,,0.4,30.8
2016-07-22,83,40.0,,0.4,33.2
2016-07-23,57,40.0,,0.4,22.8
2016-07-24,53,40.0,,0.4,21.200000000000003
2016-07-25,75,40.0,,0.4,30.0
2016-07-26,76,40.0,,0.4,30.400000000000002
2016-07-27,78,40.0,,0.4,31.200000000000003
2016-07-28,71,40.0,,0.4,28.400000000000002
2016-07-29,84,40.0,,0.4,33.6
2016-07-30,59,40.0,,0.4,23.6
2016-07-31,53,40.0,,0.4,21.200000000000003
2016-08-01,94,37.0,False,0.37,34.78
2016-08-02,80,37.0,,0.37,29.6
2016-08-03,89,37.0,,0.37,32.93
2016-08-04,88,37.0,,0.37,32.56
2016-08-05,100,37.0,,0.37,37.0
2016-08-06,68,37.0,,0.37,25.16
2016-08-07,55,37.0,,0.37,20.35
2016-08-08,81,37.0,,0.37,29.97
2016-08-09,79,37.0,,0.37,29.23
2016-08-10,79,37.0,,0.37,29.23
2016-08-11,83,37.0,,0.37,30.71
2016-08-12,89,37.0,,0.37,32.93
2016-08-13,60,37.0,,0.37,22.2
2016-08-14,62,37.0,,0.37,22.94
2016-08-15,85,37.0,,0.37,31.45
2016-08-16,84,37.0,,0.37,31.08
2016-08-17,89,37.0,,0.37,32.93
2016-08-18,83,37.0,,0.37,30.71
2016-08-19,90,37.0,,0.37,33.3
2016-08-20,62,37.0,,0.37,22.94
2016-08-21,56,37.0,,0.37,20.72
2016-08-22,82,37.0,,0.37,30.34
2016-08-23,85,37.0,,0.37,31.45
2016-08-24,77,37.0,,0.37,28.49
2016-08-25,80,37.0,,0.37,29.6
2016-08-26,92,37.0,,0.37,34.04
2016-08-27,69,37.0,,0.37,25.53
2016-08-28,60,37.0,,0.37,22.2
2016-08-29,82,37.0,,0.37,30.34
2016-08-30,87,37.0,,0.37,32.19
2016-08-31,94,37.0,,0.37,34.78
2016-09-01,92,37.0,False,0.37,34.04
2016-09-02,91,37.0,,0.37,33.67
2016-09-03,70,37.0,,0.37,25.9
2016-09-04,57,37.0,,0.37,21.09
2016-09-05,64,37.0,,0.37,23.68
2016-09-06,84,37.0,,0.37,31.08
2016-09-07,83,37.0,,0.37,30.71
2016-09-08,80,37.0,,0.37,29.6
2016-09-09,91,37.0,,0.37,33.67
2016-09-10,66,37.0,,0.37,24.419999999999998
2016-09-11,49,37.0,,0.37,18.13
2016-09-12,71,37.0,,0.37,26.27
2016-09-13,72,37.0,,0.37,26.64
2016-09-14,76,37.0,,0.37,28.12
2016-09-15,82,37.0,,0.37,30.34
2016-09-16,85,37.0,,0.37,31.45
2016-09-17,61,37.0,,0.37,22.57
2016-09-18,51,37.0,,0.37,18.87
2016-09-19,77,37.0,,0.37,28.49
2016-09-20,75,37.0,,0.37,27.75
2016-09-21,75,37.0,,0.37,27.75
2016-09-22,81,37.0,,0.37,29.97
2016-09-23,89,37.0,,0.37,32.93
2016-09-24,67,37.0,,0.37,24.79
2016-09-25,57,37.0,,0.37,21.09
2016-09-26,78,37.0,,0.37,28.86
2016-09-27,76,37.0,,0.37,28.12
2016-09-28,79,37.0,,0.37,29.23
2016-09-29,83,37.0,,0.37,30.71
2016-09-30,100,37.0,,0.37,37.0
2016-10-01,83,37.0,False,0.37,30.71
2016-10-02,68,37.0,,0.37,25.16
2016-10-03,95,37.0,,0.37,35.15
2016-10-04,86,37.0,,0.37,31.82
2016-10-05,90,37.0,,0.37,33.3
2016-10-06,83,37.0,,0.37,30.71
2016-10-07,93,37.0,,0.37,34.41
2016-10-08,75,37.0,,0.37,27.75
2016-10-09,57,37.0,,0.37,21.09
2016-10-10,85,37.0,,0.37,31.45
2016-10-11,84,37.0,,0.37,31.08
2016-10-12,85,37.0,,0.37,31.45
2016-10-13,90,37.0,,0.37,33.3
2016-10-14,100,37.0,,0.37,37.0
2016-10-15,69,37.0,,0.37,25.53
2016-10-16,62,37.0,,0.37,22.94
2016-10-17,86,37.0,,0.37,31.82
2016-10-18,88,37.0,,0.37,32.56
2016-10-19,82,37.0,,0.37,30.34
2016-10-20,91,37.0,,0.37,33.67
2016-10-21,100,37.0,,0.37,37.0
2016-10-22,73,37.0,,0.37,27.009999999999998
2016-10-23,64,37.0,,0.37,23.68
2016-10-24,88,37.0,,0.37,32.56
2016-10-25,91,37.0,,0.37,33.67
2016-10-26,85,37.0,,0.37,31.45
2016-10-27,83,37.0,,0.37,30.71
2016-10-28,99,37.0,,0.37,36.63
2016-10-29,75,37.0,,0.37,27.75
2016-10-30,66,37.0,,0.37,24.419999999999998
2016-10-31,91,37.0,,0.37,33.67
2016-11-01,90,37.0,False,0.37,33.3
2016-11-02,82,37.0,,0.37,30.34
2016-11-03,74,37.0,,0.37,27.38
2016-11-04,100,37.0,,0.37,37.0
2016-11-05,76,37.0,,0.37,28.12
2016-11-06,62,37.0,,0.37,22.94
2016-11-07,86,37.0,,0.37,31.82
2016-11-08,69,37.0,,0.37,25.53
2016-11-09,59,37.0,,0.37,21.83
2016-11-10,81,37.0,,0.37,29.97
2016-11-11,76,37.0,,0.37,28.12
2016-11-12,72,37.0,,0.37,26.64
2016-11-13,62,37.0,,0.37,22.94
2016-11-14,83,37.0,,0.37,30.71
2016-11-15,93,37.0,,0.37,34.41
2016-11-16,86,37.0,,0.37,31.82
2016-11-17,80,37.0,,0.37,29.6
2016-11-18,87,37.0,,0.37,32.19
2016-11-19,67,37.0,,0.37,24.79
2016-11-20,55,37.0,,0.37,20.35
2016-11-21,82,37.0,,0.37,30.34
2016-11-22,85,37.0,,0.37,31.45
2016-11-23,89,37.0,,0.37,32.93
2016-11-24,55,37.0,,0.37,20.35
2016-11-25,83,37.0,,0.37,30.71
2016-11-26,67,37.0,,0.37,24.79
2016-11-27,54,37.0,,0.37,19.98
2016-11-28,82,37.0,,0.37,30.34
2016-11-29,75,37.0,,0.37,27.75
2016-11-30,85,37.0,,0.37,31.45
2016-12-01,89,38.0,False,0.38,33.82
2016-12-02,98,38.0,,0.38,37.24
2016-12-03,68,38.0,,0.38,25.84
2016-12-04,59,38.0,,0.38,22.42
2016-12-05,76,38.0,,0.38,28.88
2016-12-06,85,38.0,,0.38,32.3
2016-12-07,82,38.0,,0.38,31.16
2016-12-08,80,38.0,,0.38,30.4
2016-12-09,85,38.0,,0.38,32.3
2016-12-10,67,38.0,,0.38,25.46
2016-12-11,55,38.0,,0.38,20.9
2016-12-12,75,38.0,,0.38,28.5
2016-12-13,78,38.0,,0.38,29.64
2016-12-14,76,38.0,,0.38,28.88
2016-12-15,84,38.0,,0.38,31.92
2016-12-16,88,38.0,,0.38,33.44
2016-12-17,70,38.0,,0.38,26.6
2016-12-18,55,38.0,,0.38,20.9
2016-12-19,78,38.0,,0.38,29.64
2016-12-20,81,38.0,,0.38,30.78
2016-12-21,87,38.0,,0.38,33.06
2016-12-22,86,38.0,,0.38,32.68
2016-12-23,89,38.0,,0.38,33.82
2016-12-24,68,38.0,,0.38,25.84
2016-12-25,38,38.0,,0.38,14.44
2016-12-26,63,38.0,,0.38,23.94
2016-12-27,76,38.0,,0.38,28.88
2016-12-28,81,38.0,,0.38,30.78
2016-12-29,79,38.0,,0.38,30.02
2016-12-30,100,38.0,,0.38,38.0
2016-12-31,64,38.0,,0.38,24.32
2017-01-01,54,36.0,False,0.36,19.439999999999998
2017-01-02,88,36.0,,0.36,31.68
2017-01-03,94,36.0,,0.36,33.839999999999996
2017-01-04,97,36.0,,0.36,34.92
2017-01-05,99,36.0,,0.36,35.64
2017-01-06,98,36.0,,0.36,35.28
2017-01-07,70,36.0,,0.36,25.2
2017-01-08,59,36.0,,0.36,21.24
2017-01-09,77,36.0,,0.36,27.72
2017-01-10,86,36.0,,0.36,30.959999999999997
2017-01-11,83,36.0,,0.36,29.88
2017-01-12,84,36.0,,0.36,30.24
2017-01-13,100,36.0,,0.36,36.0
2017-01-14,74,36.0,,0.36,26.64
2017-01-15,52,36.0,,0.36,18.72
2017-01-16,70,36.0,,0.36,25.2
2017-01-17,86,36.0,,0.36,30.959999999999997
