date,fond_unscaled,fond_monthly,isPartial,scale,fond
2019-04-13,89,67.0,,0.67,59.63
2019-04-14,85,67.0,,0.67,56.95
2019-04-15,91,67.0,,0.67,60.970000000000006
2019-04-16,95,67.0,,0.67,63.650000000000006
2019-04-17,90,67.0,,0.67,60.300000000000004
2019-04-18,94,67.0,,0.67,62.980000000000004
2019-04-19,84,67.0,,0.67,56.28
2019-04-20,85,67.0,,0.67,56.95
2019-04-21,60,67.0,,0.67,40.2
2019-04-22,75,67.0,,0.67,50.25
2019-04-23,100,67.0,,0.67,67.0
2019-04-24,90,67.0,,0.67,60.300000000000004
2019-04-25,73,67.0,,0.67,48.910000000000004
2019-04-26,81,67.0,,0.67,54.27
2019-04-27,99,67.0,,0.67,66.33
2019-04-28,69,67.0,,0.67,46.230000000000004
2019-04-29,85,67.0,,0.67,56.95
2019-04-30,70,67.0,,0.67,46.900000000000006
2019-05-01,77,66.0,False,0.66,50.82
2019-05-02,66,66.0,,0.66,43.56
2019-05-03,81,66.0,,0.66,53.46
2019-05-04,78,66.0,,0.66,51.480000000000004
2019-05-05,83,66.0,,0.66,54.78
2019-05-06,82,66.0,,0.66,54.120000000000005
2019-05-07,80,66.0,,0.66,52.800000000000004
2019-05-08,82,66.0,,0.66,54.120000000000005
2019-05-09,80,66.0,,0.66,52.800000000000004
2019-05-10,89,66.0,,0.66,58.74
2019-05-11,88,66.0,,0.66,58.080000000000005
2019-05-12,69,66.0,,0.66,45.54
2019-05-13,69,66.0,,0.66,45.54
2019-05-14,90,66.0,,0.66,59.400000000000006
2019-05-15,79,66.0,,0.66,52.14
2019-05-16,74,66.0,,0.66,48.84
2019-05-17,91,66.0,,0.66,60.06
2019-05-18,69,66.0,,0.66,45.54
2019-05-19,75,66.0,,0.66,49.5
2019-05-20,77,66.0,,0.66,50.82
2019-05-21,100,66.0,,0.66,66.0
2019-05-22,89,66.0,,0.66,58.74
2019-05-23,77,66.0,,0.66,50.82
2019-05-24,93,66.0,,0.66,61.38
2019-05-25,90,66.0,,0.66,59.400000000000006
2019-05-26,53,66.0,,0.66,34.980000000000004
2019-05-27,83,66.0,,0.66,54.78
2019-05-28,84,66.0,,0.66,55.440000000000005
2019-05-29,81,66.0,,0.66,53.46
2019-05-30,95,66.0,,0.66,62.7
2019-05-31,73,66.0,,0.66,48.18
2019-06-01,83,68.0,False,0.68,56.440000000000005
2019-06-02,74,68.0,,0.68,50.32
2019-06-03,82,68.0,,0.68,55.760000000000005
2019-06-04,52,68.0,,0.68,35.36
2019-06-05,86,68.0,,0.68,58.480000000000004
2019-06-06,66,68.0,,0.68,44.88
2019-06-07,72,68.0,,0.68,48.96
2019-06-08,100,68.0,,0.68,68.0
2019-06-09,64,68.0,,0.68,43.52
2019-06-10,82,68.0,,0.68,55.760000000000005
2019-06-11,98,68.0,,0.68,66.64
2019-06-12,68,68.0,,0.68,46.24
2019-06-13,60,68.0,,0.68,40.800000000000004
2019-06-14,74,68.0,,0.68,50.32
2019-06-15,69,68.0,,0.68,46.92
2019-06-16,57,68.0,,0.68,38.760000000000005
2019-06-17,80,68.0,,0.68,54.400000000000006
2019-06-18,76,68.0,,0.68,51.68000000000001
2019-06-19,73,68.0,,0.68,49.64
2019-06-20,62,68.0,,0.68,42.160000000000004
2019-06-21,53,68.0,,0.68,36.04
2019-06-22,78,68.0,,0.68,53.040000000000006
2019-06-23,70,68.0,,0.68,47.6
2019-06-24,66,68.0,,0.68,44.88
2019-06-25,71,68.0,,0.68,48.28
2019-06-26,70,68.0,,0.68,47.6
2019-06-27,76,68.0,,0.68,51.68000000000001
2019-06-28,60,68.0,,0.68,40.800000000000004
2019-06-29,62,68.0,,0.68,42.160000000000004
2019-06-30,82,68.0,,0.68,55.760000000000005
2019-07-01,65,72.0,False,0.72,46.8
2019-07-02,55,72.0,,0.72,39.6
2019-07-03,78,72.0,,0.72,56.16
2019-07-04,62,72.0,,0.72,44.64
2019-07-05,75,72.0,,0.72,54.0
2019-07-06,65,72.0,,0.72,46.8
2019-07-07,52,72.0,,0.72,37.44
2019-07-08,74,72.0,,0.72,53.28
2019-07-09,80,72.0,,0.72,57.599999999999994
2019-07-10,57,72.0,,0.72,41.04
2019-07-11,65,72.0,,0.72,46.8
2019-07-12,75,72.0,,0.72,54.0
2019-07-13,71,72.0,,0.72,51.12
2019-07-14,62,72.0,,0.72,44.64
2019-07-15,77,72.0,,0.72,55.44
2019-07-16,79,72.0,,0.72,56.879999999999995
2019-07-17,91,72.0,,0.72,65.52
2019-07-18,100,72.0,,0.72,72.0
2019-07-19,83,72.0,,0.72,59.76
2019-07-20,92,72.0,,0.72,66.24
2019-07-21,73,72.0,,0.72,52.559999999999995
2019-07-22,65,72.0,,0.72,46.8
2019-07-23,71,72.0,,0.72,51.12
2019-07-24,61,72.0,,0.72,43.92
2019-07-25,43,72.0,,0.72,30.959999999999997
2019-07-26,78,72.0,,0.72,56.16
2019-07-27,58,72.0,,0.72,41.76
2019-07-28,86,72.0,,0.72,61.919999999999995
2019-07-29,74,72.0,,0.72,53.28
2019-07-30,74,72.0,,0.72,53.28
2019-07-31,51,72.0,,0.72,36.72
2019-08-01,58,68.0,False,0.68,39.440000000000005
2019-08-02,59,68.0,,0.68,40.120000000000005
2019-08-03,76,68.0,,0.68,51.68000000000001
2019-08-04,58,68.0,,0.68,39.440000000000005
2019-08-05,72,68.0,,0.68,48.96
2019-08-06,72,68.0,,0.68,48.96
2019-08-07,78,68.0,,0.68,53.040000000000006
2019-08-08,100,68.0,,0.68,68.0
2019-08-09,58,68.0,,0.68,39.440000000000005
2019-08-10,54,68.0,,0.68,36.720000000000006
2019-08-11,82,68.0,,0.68,55.760000000000005
2019-08-12,75,68.0,,0.68,51.00000000000001
2019-08-13,67,68.0,,0.68,45.56
2019-08-14,71,68.0,,0.68,48.28
2019-08-15,51,68.0,,0.68,34.68
2019-08-16,69,68.0,,0.68,46.92
2019-08-17,66,68.0,,0.68,44.88
2019-08-18,66,68.0,,0.68,44.88
2019-08-19,76,68.0,,0.68,51.68000000000001
2019-08-20,75,68.0,,0.68,51.00000000000001
2019-08-21,60,68.0,,0.68,40.800000000000004
2019-08-22,52,68.0,,0.68,35.36
2019-08-23,64,68.0,,0.68,43.52
2019-08-24,53,68.0,,0.68,36.04
2019-08-25,48,68.0,,0.68,32.64
2019-08-26,64,68.0,,0.68,43.52
2019-08-27,71,68.0,,0.68,48.28
2019-08-28,63,68.0,,0.68,42.84
2019-08-29,80,68.0,,0.68,54.400000000000006
2019-08-30,61,68.0,,0.68,41.480000000000004
2019-08-31,48,68.0,,0.68,32.64
2019-09-01,50,67.0,False,0.67,33.5
2019-09-02,62,67.0,,0.67,41.54
2019-09-03,90,67.0,,0.67,60.300000000000004
2019-09-04,91,67.0,,0.67,60.970000000000006
2019-09-05,85,67.0,,0.67,56.95
2019-09-06,82,67.0,,0.67,54.940000000000005
2019-09-07,89,67.0,,0.67,59.63
2019-09-08,68,67.0,,0.67,45.56
2019-09-09,72,67.0,,0.67,48.24
2019-09-10,64,67.0,,0.67,42.88
2019-09-11,89,67.0,,0.67,59.63
2019-09-12,79,67.0,,0.67,52.93
2019-09-13,81,67.0,,0.67,54.27
2019-09-14,76,67.0,,0.67,50.92
2019-09-15,71,67.0,,0.67,47.57
2019-09-16,69,67.0,,0.67,46.230000000000004
2019-09-17,79,67.0,,0.67,52.93
2019-09-18,85,67.0,,0.67,56.95
2019-09-19,100,67.0,,0.67,67.0
2019-09-20,79,67.0,,0.67,52.93
2019-09-21,83,67.0,,0.67,55.61000000000001
2019-09-22,76,67.0,,0.67,50.92
2019-09-23,77,67.0,,0.67,51.59
2019-09-24,73,67.0,,0.67,48.910000000000004
2019-09-25,64,67.0,,0.67,42.88
2019-09-26,73,67.0,,0.67,48.910000000000004
2019-09-27,80,67.0,,0.67,53.6
2019-09-28,81,67.0,,0.67,54.27
2019-09-29,72,67.0,,0.67,48.24
2019-09-30,75,67.0,,0.67,50.25
2019-10-01,96,70.0,False,0.7,67.19999999999999
2019-10-02,86,70.0,,0.7,60.199999999999996
2019-10-03,91,70.0,,0.7,63.699999999999996
2019-10-04,83,70.0,,0.7,58.099999999999994
2019-10-05,79,70.0,,0.7,55.3
2019-10-06,68,70.0,,0.7,47.599999999999994
2019-10-07,93,70.0,,0.7,65.1
2019-10-08,84,70.0,,0.7,58.8
2019-10-09,79,70.0,,0.7,55.3
2019-10-10,100,70.0,,0.7,70.0
2019-10-11,92,70.0,,0.7,64.39999999999999
2019-10-12,73,70.0,,0.7,51.099999999999994
2019-10-13,64,70.0,,0.7,44.8
2019-10-14,81,70.0,,0.7,56.699999999999996
2019-10-15,80,70.0,,0.7,56.0
2019-10-16,76,70.0,,0.7,53.199999999999996
2019-10-17,81,70.0,,0.7,56.699999999999996
2019-10-18,99,70.0,,0.7,69.3
2019-10-19,95,70.0,,0.7,66.5
2019-10-20,79,70.0,,0.7,55.3
2019-10-21,83,70.0,,0.7,58.099999999999994
2019-10-22,92,70.0,,0.7,64.39999999999999
2019-10-23,77,70.0,,0.7,53.9
2019-10-24,77,70.0,,0.7,53.9
2019-10-25,87,70.0,,0.7,60.9
2019-10-26,85,70.0,,0.7,59.49999999999999
2019-10-27,81,70.0,,0.7,56.699999999999996
2019-10-28,78,70.0,,0.7,54.599999999999994
2019-10-29,86,70.0,,0.7,60.199999999999996
2019-10-30,84,70.0,,0.7,58.8
2019-10-31,78,70.0,,0.7,54.599999999999994
2019-11-01,80,64.0,False,0.64,51.2
2019-11-02,70,64.0,,0.64,44.800000000000004
2019-11-03,64,64.0,,0.64,40.96
2019-11-04,77,64.0,,0.64,49.28
2019-11-05,77,64.0,,0.64,49.28
2019-11-06,72,64.0,,0.64,46.08
2019-11-07,73,64.0,,0.64,46.72
2019-11-08,100,64.0,,0.64,64.0
2019-11-09,90,64.0,,0.64,57.6
2019-11-10,74,64.0,,0.64,47.36
2019-11-11,89,64.0,,0.64,56.96
2019-11-12,78,64.0,,0.64,49.92
2019-11-13,89,64.0,,0.64,56.96
2019-11-14,80,64.0,,0.64,51.2
2019-11-15,86,64.0,,0.64,55.04
2019-11-16,83,64.0,,0.64,53.120000000000005
2019-11-17,95,64.0,,0.64,60.800000000000004
2019-11-18,74,64.0,,0.64,47.36
2019-11-19,80,64.0,,0.64,51.2
2019-11-20,82,64.0,,0.64,52.480000000000004
2019-11-21,82,64.0,,0.64,52.480000000000004
2019-11-22,73,64.0,,0.64,46.72
2019-11-23,66,64.0,,0.64,42.24
2019-11-24,70,64.0,,0.64,44.800000000000004
2019-11-25,93,64.0,,0.64,59.52
2019-11-26,86,64.0,,0.64,55.04
2019-11-27,90,64.0,,0.64,57.6
2019-11-28,67,64.0,,0.64,42.88
2019-11-29,75,64.0,,0.64,48.0
2019-11-30,78,64.0,,0.64,49.92
2019-12-01,74,67.0,False,0.67,49.580000000000005
2019-12-02,58,67.0,,0.67,38.86
2019-12-03,58,67.0,,0.67,38.86
2019-12-04,66,67.0,,0.67,44.220000000000006
2019-12-05,63,67.0,,0.67,42.21
2019-12-06,62,67.0,,0.67,41.54
2019-12-07,59,67.0,,0.67,39.53
2019-12-08,62,67.0,,0.67,41.54
2019-12-09,64,67.0,,0.67,42.88
2019-12-10,72,67.0,,0.67,48.24
2019-12-11,59,67.0,,0.67,39.53
2019-12-12,71,67.0,,0.67,47.57
2019-12-13,57,67.0,,0.67,38.190000000000005
2019-12-14,77,67.0,,0.67,51.59
2019-12-15,65,67.0,,0.67,43.550000000000004
2019-12-16,68,67.0,,0.67,45.56
2019-12-17,73,67.0,,0.67,48.910000000000004
2019-12-18,65,67.0,,0.67,43.550000000000004
2019-12-19,59,67.0,,0.67,39.53
2019-12-20,87,67.0,,0.67,58.290000000000006
2019-12-21,64,67.0,,0.67,42.88
2019-12-22,64,67.0,,0.67,42.88
2019-12-23,76,67.0,,0.67,50.92
2019-12-24,64,67.0,,0.67,42.88
2019-12-25,55,67.0,,0.67,36.85
2019-12-26,72,67.0,,0.67,48.24
2019-12-27,100,67.0,,0.67,67.0
2019-12-28,58,67.0,,0.67,38.86
2019-12-29,65,67.0,,0.67,43.550000000000004
2019-12-30,77,67.0,,0.67,51.59
2019-12-31,84,67.0,,0.67,56.28
2020-01-01,95,69.0,False,0.69,65.55
2020-01-02,77,69.0,,0.69,53.129999999999995
2020-01-03,76,69.0,,0.69,52.44
2020-01-04,88,69.0,,0.69,60.72
2020-01-05,64,69.0,,0.69,44.16
2020-01-06,87,69.0,,0.69,60.029999999999994
2020-01-07,72,69.0,,0.69,49.67999999999999
2020-01-08,80,69.0,,0.69,55.199999999999996
2020-01-09,82,69.0,,0.69,56.58
2020-01-10,97,69.0,,0.69,66.92999999999999
2020-01-11,76,69.0,,0.69,52.44
2020-01-12,68,69.0,,0.69,46.919999999999995
2020-01-13,86,69.0,,0.69,59.339999999999996
2020-01-14,82,69.0,,0.69,56.58
2020-01-15,84,69.0,,0.69,57.959999999999994
2020-01-16,77,69.0,,0.69,53.129999999999995
2020-01-17,91,69.0,,0.69,62.78999999999999
2020-01-18,75,69.0,,0.69,51.74999999999999
2020-01-19,69,69.0,,0.69,47.61
2020-01-20,70,69.0,,0.69,48.3
2020-01-21,79,69.0,,0.69,54.51
2020-01-22,79,69.0,,0.69,54.51
2020-01-23,83,69.0,,0.69,57.269999999999996
2020-01-24,93,69.0,,0.69,64.17
2020-01-25,84,69.0,,0.69,57.959999999999994
2020-01-26,87,69.0,,0.69,60.029999999999994
2020-01-27,76,69.0,,0.69,52.44
2020-01-28,100,69.0,,0.69,69.0
2020-01-29,94,69.0,,0.69,64.86
2020-01-30,99,69.0,,0.69,68.30999999999999
2020-01-31,83,69.0,,0.69,57.269999999999996
2020-02-01,73,65.0,False,0.65,47.45
2020-02-02,88,65.0,,0.65,57.2
2020-02-03,70,65.0,,0.65,45.5
2020-02-04,78,65.0,,0.65,50.7
2020-02-05,65,65.0,,0.65,42.25
2020-02-06,80,65.0,,0.65,52.0
2020-02-07,85,65.0,,0.65,55.25
2020-02-08,98,65.0,,0.65,63.7
2020-02-09,83,65.0,,0.65,53.95
2020-02-10,66,65.0,,0.65,42.9
2020-02-11,84,65.0,,0.65,54.6
2020-02-12,91,65.0,,0.65,59.15
2020-02-13,96,65.0,,0.65,62.400000000000006
2020-02-14,100,65.0,,0.65,65.0
2020-02-15,87,65.0,,0.65,56.550000000000004
2020-02-16,70,65.0,,0.65,45.5
2020-02-17,88,65.0,,0.65,57.2
2020-02-18,74,65.0,,0.65,48.1
2020-02-19,71,65.0,,0.65,46.15
2020-02-20,95,65.0,,0.65,61.75
2020-02-21,90,65.0,,0.65,58.5
2020-02-22,79,65.0,,0.65,51.35
2020-02-23,75,65.0,,0.65,48.75
2020-02-24,85,65.0,,0.65,55.25
2020-02-25,83,65.0,,0.65,53.95
2020-02-26,88,65.0,,0.65,57.2
2020-02-27,80,65.0,,0.65,52.0
2020-02-28,81,65.0,,0.65,52.65
2020-02-29,92,65.0,,0.65,59.800000000000004
2020-03-01,67,72.0,False,0.72,48.239999999999995
2020-03-02,80,72.0,,0.72,57.599999999999994
2020-03-03,69,72.0,,0.72,49.68
2020-03-04,74,72.0,,0.72,53.28
2020-03-05,70,72.0,,0.72,50.4
2020-03-06,67,72.0,,0.72,48.239999999999995
2020-03-07,73,72.0,,0.72,52.559999999999995
2020-03-08,71,72.0,,0.72,51.12
2020-03-09,72,72.0,,0.72,51.839999999999996
2020-03-10,85,72.0,,0.72,61.199999999999996
2020-03-11,74,72.0,,0.72,53.28
2020-03-12,89,72.0,,0.72,64.08
2020-03-13,76,72.0,,0.72,54.72
2020-03-14,66,72.0,,0.72,47.519999999999996
2020-03-15,90,72.0,,0.72,64.8
2020-03-16,100,72.0,,0.72,72.0
2020-03-17,78,72.0,,0.72,56.16
2020-03-18,75,72.0,,0.72,54.0
2020-03-19,69,72.0,,0.72,49.68
2020-03-20,94,72.0,,0.72,67.67999999999999
2020-03-21,81,72.0,,0.72,58.32
2020-03-22,72,72.0,,0.72,51.839999999999996
2020-03-23,67,72.0,,0.72,48.239999999999995
2020-03-24,65,72.0,,0.72,46.8
2020-03-25,67,72.0,,0.72,48.239999999999995
2020-03-26,64,72.0,,0.72,46.08
2020-03-27,87,72.0,,0.72,62.64
2020-03-28,51,72.0,,0.72,36.72
2020-03-29,66,72.0,,0.72,47.519999999999996
2020-03-30,70,72.0,,0.72,50.4
2020-03-31,66,72.0,,0.72,47.519999999999996
2020-04-01,88,66.0,False,0.66,58.080000000000005
2020-04-02,83,66.0,,0.66,54.78
2020-04-03,80,66.0,,0.66,52.800000000000004
2020-04-04,77,66.0,,0.66,50.82
2020-04-05,88,66.0,,0.66,58.080000000000005
2020-04-06,76,66.0,,0.66,50.160000000000004
2020-04-07,87,66.0,,0.66,57.42
2020-04-08,85,66.0,,0.66,56.1
2020-04-09,83,66.0,,0.66,54.78
2020-04-10,85,66.0,,0.66,56.1
2020-04-11,81,66.0,,0.66,53.46
2020-04-12,81,66.0,,0.66,53.46
2020-04-13,94,66.0,,0.66,62.040000000000006
2020-04-14,90,66.0,,0.66,59.400000000000006
2020-04-15,99,66.0,,0.66,65.34
2020-04-16,92,66.0,,0.66,60.720000000000006
2020-04-17,98,66.0,,0.66,64.68
2020-04-18,84,66.0,,0.66,55.440000000000005
2020-04-19,96,66.0,,0.66,63.36
2020-04-20,99,66.0,,0.66,65.34
2020-04-21,100,66.0,,0.66,66.0
2020-04-22,88,66.0,,0.66,58.080000000000005
2020-04-23,84,66.0,,0.66,55.440000000000005
2020-04-24,79,66.0,,0.66,52.14
2020-04-25,72,66.0,,0.66,47.52
2020-04-26,78,66.0,,0.66,51.480000000000004
2020-04-27,73,66.0,,0.66,48.18
2020-04-28,83,66.0,,0.66,54.78
2020-04-29,81,66.0,,0.66,53.46
2020-04-30,85,66.0,,0.66,56.1
2020-05-01,63,73.0,False,0.73,45.99
2020-05-02,52,73.0,,0.73,37.96
2020-05-03,87,73.0,,0.73,63.51
2020-05-04,74,73.0,,0.73,54.019999999999996
2020-05-05,74,73.0,,0.73,54.019999999999996
2020-05-06,67,73.0,,0.73,48.91
2020-05-07,67,73.0,,0.73,48.91
2020-05-08,74,73.0,,0.73,54.019999999999996
2020-05-09,69,73.0,,0.73,50.37
2020-05-10,75,73.0,,0.73,54.75
2020-05-11,77,73.0,,0.73,56.21
2020-05-12,77,73.0,,0.73,56.21
2020-05-13,66,73.0,,0.73,48.18
2020-05-14,80,73.0,,0.73,58.4
2020-05-15,75,73.0,,0.73,54.75
2020-05-16,65,73.0,,0.73,47.449999999999996
2020-05-17,75,73.0,,0.73,54.75
2020-05-18,77,73.0,,0.73,56.21
2020-05-19,100,73.0,,0.73,73.0
2020-05-20,85,73.0,,0.73,62.05
2020-05-21,89,73.0,,0.73,64.97
2020-05-22,68,73.0,,0.73,49.64
2020-05-23,69,73.0,,0.73,50.37
2020-05-24,72,73.0,,0.73,52.56
2020-05-25,77,73.0,,0.73,56.21
2020-05-26,83,73.0,,0.73,60.589999999999996
2020-05-27,84,73.0,,0.73,61.32
2020-05-28,84,73.0,,0.73,61.32
2020-05-29,85,73.0,,0.73,62.05
2020-05-30,74,73.0,,0.73,54.019999999999996
2020-05-31,80,73.0,,0.73,58.4
2020-06-01,72,74.0,False,0.74,53.28
2020-06-02,83,74.0,,0.74,61.42
2020-06-03,91,74.0,,0.74,67.34
2020-06-04,96,74.0,,0.74,71.03999999999999
2020-06-05,100,74.0,,0.74,74.0
2020-06-06,78,74.0,,0.74,57.72
2020-06-07,72,74.0,,0.74,53.28
2020-06-08,72,74.0,,0.74,53.28
2020-06-09,87,74.0,,0.74,64.38
2020-06-10,97,74.0,,0.74,71.78
2020-06-11,82,74.0,,0.74,60.68
2020-06-12,89,74.0,,0.74,65.86
2020-06-13,81,74.0,,0.74,59.94
2020-06-14,78,74.0,,0.74,57.72
2020-06-15,80,74.0,,0.74,59.2
2020-06-16,83,74.0,,0.74,61.42
2020-06-17,84,74.0,,0.74,62.16
2020-06-18,84,74.0,,0.74,62.16
2020-06-19,91,74.0,,0.74,67.34
2020-06-20,96,74.0,,0.74,71.03999999999999
2020-06-21,87,74.0,,0.74,64.38
2020-06-22,94,74.0,,0.74,69.56
2020-06-23,87,74.0,,0.74,64.38
2020-06-24,85,74.0,,0.74,62.9
2020-06-25,66,74.0,,0.74,48.839999999999996
2020-06-26,97,74.0,,0.74,71.78
2020-06-27,74,74.0,,0.74,54.76
2020-06-28,90,74.0,,0.74,66.6
2020-06-29,93,74.0,,0.74,68.82
2020-06-30,84,74.0,,0.74,62.16
2020-07-01,77,75.0,False,0.75,57.75
2020-07-02,100,75.0,,0.75,75.0
2020-07-03,83,75.0,,0.75,62.25
2020-07-04,71,75.0,,0.75,53.25
2020-07-05,89,75.0,,0.75,66.75
2020-07-06,91,75.0,,0.75,68.25
2020-07-07,98,75.0,,0.75,73.5
2020-07-08,80,75.0,,0.75,60.0
2020-07-09,86,75.0,,0.75,64.5
2020-07-10,94,75.0,,0.75,70.5
2020-07-11,83,75.0,,0.75,62.25
2020-07-12,72,75.0,,0.75,54.0
2020-07-13,84,75.0,,0.75,63.0
2020-07-14,90,75.0,,0.75,67.5
2020-07-15,94,75.0,,0.75,70.5
2020-07-16,90,75.0,,0.75,67.5
2020-07-17,82,75.0,,0.75,61.5
2020-07-18,92,75.0,,0.75,69.0
2020-07-19,89,75.0,,0.75,66.75
2020-07-20,87,75.0,,0.75,65.25
2020-07-21,86,75.0,,0.75,64.5
2020-07-22,87,75.0,,0.75,65.25
2020-07-23,64,75.0,,0.75,48.0
2020-07-24,88,75.0,,0.75,66.0
2020-07-25,85,75.0,,0.75,63.75
2020-07-26,89,75.0,,0.75,66.75
2020-07-27,86,75.0,,0.75,64.5
2020-07-28,93,75.0,,0.75,69.75
2020-07-29,82,75.0,,0.75,61.5
2020-07-30,75,75.0,,0.75,56.25
2020-07-31,87,75.0,,0.75,65.25
2020-08-01,76,71.0,False,0.71,53.959999999999994
2020-08-02,84,71.0,,0.71,59.64
2020-08-03,72,71.0,,0.71,51.12
2020-08-04,71,71.0,,0.71,50.41
2020-08-05,68,71.0,,0.71,48.28
2020-08-06,62,71.0,,0.71,44.019999999999996
2020-08-07,76,71.0,,0.71,53.959999999999994
2020-08-08,67,71.0,,0.71,47.57
2020-08-09,76,71.0,,0.71,53.959999999999994
2020-08-10,83,71.0,,0.71,58.93
2020-08-11,64,71.0,,0.71,45.44
2020-08-12,63,71.0,,0.71,44.73
2020-08-13,75,71.0,,0.71,53.25
2020-08-14,80,71.0,,0.71,56.8
2020-08-15,81,71.0,,0.71,57.51
2020-08-16,84,71.0,,0.71,59.64
2020-08-17,74,71.0,,0.71,52.54
2020-08-18,67,71.0,,0.71,47.57
2020-08-19,70,71.0,,0.71,49.699999999999996
2020-08-20,72,71.0,,0.71,51.12
2020-08-21,70,71.0,,0.71,49.699999999999996
2020-08-22,65,71.0,,0.71,46.15
2020-08-23,58,71.0,,0.71,41.18
2020-08-24,100,71.0,,0.71,71.0
2020-08-25,77,71.0,,0.71,54.669999999999995
2020-08-26,80,71.0,,0.71,56.8
2020-08-27,74,71.0,,0.71,52.54
2020-08-28,86,71.0,,0.71,61.059999999999995
2020-08-29,79,71.0,,0.71,56.089999999999996
2020-08-30,78,71.0,,0.71,55.379999999999995
2020-08-31,85,71.0,,0.71,60.349999999999994
2020-09-01,86,69.0,False,0.69,59.339999999999996
2020-09-02,73,69.0,,0.69,50.37
2020-09-03,84,69.0,,0.69,57.959999999999994
2020-09-04,84,69.0,,0.69,57.959999999999994
2020-09-05,74,69.0,,0.69,51.059999999999995
2020-09-06,69,69.0,,0.69,47.61
2020-09-07,84,69.0,,0.69,57.959999999999994
2020-09-08,86,69.0,,0.69,59.339999999999996
2020-09-09,75,69.0,,0.69,51.74999999999999
2020-09-10,83,69.0,,0.69,57.269999999999996
2020-09-11,82,69.0,,0.69,56.58
2020-09-12,80,69.0,,0.69,55.199999999999996
2020-09-13,60,69.0,,0.69,41.4
2020-09-14,86,69.0,,0.69,59.339999999999996
2020-09-15,76,69.0,,0.69,52.44
2020-09-16,92,69.0,,0.69,63.48
2020-09-17,100,69.0,,0.69,69.0
2020-09-18,86,69.0,,0.69,59.339999999999996
2020-09-19,75,69.0,,0.69,51.74999999999999
2020-09-20,67,69.0,,0.69,46.23
2020-09-21,79,69.0,,0.69,54.51
2020-09-22,87,69.0,,0.69,60.029999999999994
2020-09-23,81,69.0,,0.69,55.88999999999999
2020-09-24,75,69.0,,0.69,51.74999999999999
2020-09-25,91,69.0,,0.69,62.78999999999999
2020-09-26,90,69.0,,0.69,62.099999999999994
2020-09-27,66,69.0,,0.69,45.54
2020-09-28,79,69.0,,0.69,54.51
2020-09-29,89,69.0,,0.69,61.41
2020-09-30,88,69.0,,0.69,60.72
2020-10-01,86,71.0,False,0.71,61.059999999999995
2020-10-02,78,71.0,,0.71,55.379999999999995
2020-10-03,64,71.0,,0.71,45.44
2020-10-04,75,71.0,,0.71,53.25
2020-10-05,87,71.0,,0.71,61.769999999999996
2020-10-06,91,71.0,,0.71,64.61
2020-10-07,79,71.0,,0.71,56.089999999999996
2020-10-08,82,71.0,,0.71,58.22
2020-10-09,91,71.0,,0.71,64.61
2020-10-10,59,71.0,,0.71,41.89
2020-10-11,91,71.0,,0.71,64.61
2020-10-12,78,71.0,,0.71,55.379999999999995
2020-10-13,81,71.0,,0.71,57.51
2020-10-14,81,71.0,,0.71,57.51
2020-10-15,71,71.0,,0.71,50.41
2020-10-16,79,71.0,,0.71,56.089999999999996
2020-10-17,70,71.0,,0.71,49.699999999999996
2020-10-18,79,71.0,,0.71,56.089999999999996
2020-10-19,82,71.0,,0.71,58.22
2020-10-20,100,71.0,,0.71,71.0
2020-10-21,69,71.0,,0.71,48.989999999999995
2020-10-22,74,71.0,,0.71,52.54
2020-10-23,90,71.0,,0.71,63.9
2020-10-24,64,71.0,,0.71,45.44
2020-10-25,74,71.0,,0.71,52.54
2020-10-26,79,71.0,,0.71,56.089999999999996
2020-10-27,85,71.0,,0.71,60.349999999999994
2020-10-28,75,71.0,,0.71,53.25
2020-10-29,85,71.0,,0.71,60.349999999999994
2020-10-30,96,71.0,,0.71,68.16
2020-10-31,78,71.0,,0.71,55.379999999999995
2020-11-01,80,64.0,True,0.64,51.2
2020-11-02,91,64.0,,0.64,58.24
2020-11-03,100,64.0,,0.64,64.0
2020-11-04,46,64.0,,0.64,29.44
2020-11-05,63,64.0,,0.64,40.32
2020-11-06,77,64.0,,0.64,49.28
2020-11-07,69,64.0,,0.64,44.160000000000004
2020-11-08,60,64.0,,0.64,38.4
2020-11-09,81,64.0,,0.64,51.84
2020-11-10,75,64.0,,0.64,48.0
2020-11-11,75,64.0,,0.64,48.0
2020-11-12,78,64.0,,0.64,49.92
2020-11-13,71,64.0,,0.64,45.44
2020-11-14,78,64.0,,0.64,49.92
2020-11-15,79,64.0,,0.64,50.56
2020-11-16,75,64.0,,0.64,48.0
2020-11-17,99,64.0,,0.64,63.36
2020-11-18,77,64.0,,0.64,49.28
2020-11-19,76,64.0,,0.64,48.64
2020-11-20,69,64.0,,0.64,44.160000000000004
2020-11-21,83,64.0,,0.64,53.120000000000005
2020-11-22,71,64.0,,0.64,45.44
2020-11-23,90,64.0,,0.64,57.6
2020-11-24,88,64.0,,0.64,56.32
2020-11-25,92,64.0,,0.64,58.88
2020-11-26,64,64.0,,0.64,40.96
2020-11-27,71,64.0,,0.64,45.44
2020-11-28,89,64.0,,0.64,56.96
2020-11-29,66,64.0,,0.64,42.24
