date,fond_unscaled,fond_monthly,isPartial,scale,fond
2017-08-27,82,69.0,,0.69,56.58
2017-08-28,74,69.0,,0.69,51.059999999999995
2017-08-29,72,69.0,,0.69,49.67999999999999
2017-08-30,91,69.0,,0.69,62.78999999999999
2017-08-31,63,69.0,,0.69,43.47
2017-09-01,79,68.0,False,0.68,53.720000000000006
2017-09-02,90,68.0,,0.68,61.2
2017-09-03,74,68.0,,0.68,50.32
2017-09-04,81,68.0,,0.68,55.080000000000005
2017-09-05,100,68.0,,0.68,68.0
2017-09-06,94,68.0,,0.68,63.92
2017-09-07,95,68.0,,0.68,64.60000000000001
2017-09-08,82,68.0,,0.68,55.760000000000005
2017-09-09,75,68.0,,0.68,51.00000000000001
2017-09-10,84,68.0,,0.68,57.120000000000005
2017-09-11,75,68.0,,0.68,51.00000000000001
2017-09-12,89,68.0,,0.68,60.52
2017-09-13,85,68.0,,0.68,57.800000000000004
2017-09-14,85,68.0,,0.68,57.800000000000004
2017-09-15,74,68.0,,0.68,50.32
2017-09-16,76,68.0,,0.68,51.68000000000001
2017-09-17,70,68.0,,0.68,47.6
2017-09-18,75,68.0,,0.68,51.00000000000001
2017-09-19,81,68.0,,0.68,55.080000000000005
2017-09-20,68,68.0,,0.68,46.24
2017-09-21,84,68.0,,0.68,57.120000000000005
2017-09-22,80,68.0,,0.68,54.400000000000006
2017-09-23,80,68.0,,0.68,54.400000000000006
2017-09-24,94,68.0,,0.68,63.92
2017-09-25,95,68.0,,0.68,64.60000000000001
2017-09-26,90,68.0,,0.68,61.2
2017-09-27,80,68.0,,0.68,54.400000000000006
2017-09-28,79,68.0,,0.68,53.720000000000006
2017-09-29,77,68.0,,0.68,52.36000000000001
2017-09-30,85,68.0,,0.68,57.800000000000004
2017-10-01,65,66.0,False,0.66,42.9
2017-10-02,78,66.0,,0.66,51.480000000000004
2017-10-03,71,66.0,,0.66,46.86
2017-10-04,87,66.0,,0.66,57.42
2017-10-05,86,66.0,,0.66,56.760000000000005
2017-10-06,84,66.0,,0.66,55.440000000000005
2017-10-07,100,66.0,,0.66,66.0
2017-10-08,87,66.0,,0.66,57.42
2017-10-09,76,66.0,,0.66,50.160000000000004
2017-10-10,98,66.0,,0.66,64.68
2017-10-11,73,66.0,,0.66,48.18
2017-10-12,76,66.0,,0.66,50.160000000000004
2017-10-13,92,66.0,,0.66,60.720000000000006
2017-10-14,73,66.0,,0.66,48.18
2017-10-15,74,66.0,,0.66,48.84
2017-10-16,59,66.0,,0.66,38.940000000000005
2017-10-17,73,66.0,,0.66,48.18
2017-10-18,65,66.0,,0.66,42.9
2017-10-19,73,66.0,,0.66,48.18
2017-10-20,82,66.0,,0.66,54.120000000000005
2017-10-21,80,66.0,,0.66,52.800000000000004
2017-10-22,74,66.0,,0.66,48.84
2017-10-23,77,66.0,,0.66,50.82
2017-10-24,84,66.0,,0.66,55.440000000000005
2017-10-25,80,66.0,,0.66,52.800000000000004
2017-10-26,77,66.0,,0.66,50.82
2017-10-27,71,66.0,,0.66,46.86
2017-10-28,78,66.0,,0.66,51.480000000000004
2017-10-29,75,66.0,,0.66,49.5
2017-10-30,79,66.0,,0.66,52.14
2017-10-31,60,66.0,,0.66,39.6
2017-11-01,82,63.0,False,0.63,51.660000000000004
2017-11-02,93,63.0,,0.63,58.59
2017-11-03,82,63.0,,0.63,51.660000000000004
2017-11-04,100,63.0,,0.63,63.0
2017-11-05,76,63.0,,0.63,47.88
2017-11-06,96,63.0,,0.63,60.480000000000004
2017-11-07,58,63.0,,0.63,36.54
2017-11-08,64,63.0,,0.63,40.32
2017-11-09,72,63.0,,0.63,45.36
2017-11-10,80,63.0,,0.63,50.4
2017-11-11,89,63.0,,0.63,56.07
2017-11-12,71,63.0,,0.63,44.73
2017-11-13,81,63.0,,0.63,51.03
2017-11-14,89,63.0,,0.63,56.07
2017-11-15,87,63.0,,0.63,54.81
2017-11-16,71,63.0,,0.63,44.73
2017-11-17,84,63.0,,0.63,52.92
2017-11-18,82,63.0,,0.63,51.660000000000004
2017-11-19,77,63.0,,0.63,48.51
2017-11-20,93,63.0,,0.63,58.59
2017-11-21,79,63.0,,0.63,49.77
2017-11-22,70,63.0,,0.63,44.1
2017-11-23,78,63.0,,0.63,49.14
2017-11-24,78,63.0,,0.63,49.14
2017-11-25,56,63.0,,0.63,35.28
2017-11-26,54,63.0,,0.63,34.02
2017-11-27,72,63.0,,0.63,45.36
2017-11-28,77,63.0,,0.63,48.51
2017-11-29,71,63.0,,0.63,44.73
2017-11-30,99,63.0,,0.63,62.37
2017-12-01,82,66.0,False,0.66,54.120000000000005
2017-12-02,66,66.0,,0.66,43.56
2017-12-03,62,66.0,,0.66,40.92
2017-12-04,97,66.0,,0.66,64.02
2017-12-05,87,66.0,,0.66,57.42
2017-12-06,71,66.0,,0.66,46.86
2017-12-07,76,66.0,,0.66,50.160000000000004
2017-12-08,78,66.0,,0.66,51.480000000000004
2017-12-09,74,66.0,,0.66,48.84
2017-12-10,56,66.0,,0.66,36.96
2017-12-11,68,66.0,,0.66,44.88
2017-12-12,59,66.0,,0.66,38.940000000000005
2017-12-13,71,66.0,,0.66,46.86
2017-12-14,82,66.0,,0.66,54.120000000000005
2017-12-15,80,66.0,,0.66,52.800000000000004
2017-12-16,81,66.0,,0.66,53.46
2017-12-17,54,66.0,,0.66,35.64
2017-12-18,72,66.0,,0.66,47.52
2017-12-19,66,66.0,,0.66,43.56
2017-12-20,74,66.0,,0.66,48.84
2017-12-21,72,66.0,,0.66,47.52
2017-12-22,100,66.0,,0.66,66.0
2017-12-23,86,66.0,,0.66,56.760000000000005
2017-12-24,71,66.0,,0.66,46.86
2017-12-25,54,66.0,,0.66,35.64
2017-12-26,62,66.0,,0.66,40.92
2017-12-27,91,66.0,,0.66,60.06
2017-12-28,83,66.0,,0.66,54.78
2017-12-29,65,66.0,,0.66,42.9
2017-12-30,67,66.0,,0.66,44.22
2017-12-31,80,66.0,,0.66,52.800000000000004
2018-01-01,88,69.0,False,0.69,60.72
2018-01-02,87,69.0,,0.69,60.029999999999994
2018-01-03,82,69.0,,0.69,56.58
2018-01-04,74,69.0,,0.69,51.059999999999995
2018-01-05,96,69.0,,0.69,66.24
2018-01-06,86,69.0,,0.69,59.339999999999996
2018-01-07,83,69.0,,0.69,57.269999999999996
2018-01-08,92,69.0,,0.69,63.48
2018-01-09,83,69.0,,0.69,57.269999999999996
2018-01-10,96,69.0,,0.69,66.24
2018-01-11,91,69.0,,0.69,62.78999999999999
2018-01-12,90,69.0,,0.69,62.099999999999994
2018-01-13,81,69.0,,0.69,55.88999999999999
2018-01-14,77,69.0,,0.69,53.129999999999995
2018-01-15,87,69.0,,0.69,60.029999999999994
2018-01-16,78,69.0,,0.69,53.81999999999999
2018-01-17,90,69.0,,0.69,62.099999999999994
2018-01-18,93,69.0,,0.69,64.17
2018-01-19,77,69.0,,0.69,53.129999999999995
2018-01-20,93,69.0,,0.69,64.17
2018-01-21,65,69.0,,0.69,44.849999999999994
2018-01-22,100,69.0,,0.69,69.0
2018-01-23,91,69.0,,0.69,62.78999999999999
2018-01-24,91,69.0,,0.69,62.78999999999999
2018-01-25,90,69.0,,0.69,62.099999999999994
2018-01-26,78,69.0,,0.69,53.81999999999999
2018-01-27,95,69.0,,0.69,65.55
2018-01-28,89,69.0,,0.69,61.41
2018-01-29,80,69.0,,0.69,55.199999999999996
2018-01-30,86,69.0,,0.69,59.339999999999996
2018-01-31,87,69.0,,0.69,60.029999999999994
2018-02-01,63,67.0,False,0.67,42.21
2018-02-02,82,67.0,,0.67,54.940000000000005
2018-02-03,53,67.0,,0.67,35.510000000000005
2018-02-04,58,67.0,,0.67,38.86
2018-02-05,55,67.0,,0.67,36.85
2018-02-06,56,67.0,,0.67,37.52
2018-02-07,70,67.0,,0.67,46.900000000000006
2018-02-08,77,67.0,,0.67,51.59
2018-02-09,71,67.0,,0.67,47.57
2018-02-10,60,67.0,,0.67,40.2
2018-02-11,44,67.0,,0.67,29.48
2018-02-12,54,67.0,,0.67,36.18
2018-02-13,58,67.0,,0.67,38.86
2018-02-14,62,67.0,,0.67,41.54
2018-02-15,50,67.0,,0.67,33.5
2018-02-16,66,67.0,,0.67,44.220000000000006
2018-02-17,74,67.0,,0.67,49.580000000000005
2018-02-18,59,67.0,,0.67,39.53
2018-02-19,86,67.0,,0.67,57.620000000000005
2018-02-20,100,67.0,,0.67,67.0
2018-02-21,66,67.0,,0.67,44.220000000000006
2018-02-22,59,67.0,,0.67,39.53
2018-02-23,64,67.0,,0.67,42.88
2018-02-24,66,67.0,,0.67,44.220000000000006
2018-02-25,63,67.0,,0.67,42.21
2018-02-26,67,67.0,,0.67,44.89
2018-02-27,66,67.0,,0.67,44.220000000000006
2018-02-28,62,67.0,,0.67,41.54
2018-03-01,93,66.0,False,0.66,61.38
2018-03-02,93,66.0,,0.66,61.38
2018-03-03,93,66.0,,0.66,61.38
2018-03-04,85,66.0,,0.66,56.1
2018-03-05,99,66.0,,0.66,65.34
2018-03-06,92,66.0,,0.66,60.720000000000006
2018-03-07,70,66.0,,0.66,46.2
2018-03-08,83,66.0,,0.66,54.78
2018-03-09,83,66.0,,0.66,54.78
2018-03-10,100,66.0,,0.66,66.0
2018-03-11,82,66.0,,0.66,54.120000000000005
2018-03-12,91,66.0,,0.66,60.06
2018-03-13,76,66.0,,0.66,50.160000000000004
2018-03-14,82,66.0,,0.66,54.120000000000005
2018-03-15,77,66.0,,0.66,50.82
2018-03-16,98,66.0,,0.66,64.68
2018-03-17,96,66.0,,0.66,63.36
2018-03-18,70,66.0,,0.66,46.2
2018-03-19,88,66.0,,0.66,58.080000000000005
2018-03-20,79,66.0,,0.66,52.14
2018-03-21,77,66.0,,0.66,50.82
2018-03-22,86,66.0,,0.66,56.760000000000005
2018-03-23,85,66.0,,0.66,56.1
2018-03-24,72,66.0,,0.66,47.52
2018-03-25,92,66.0,,0.66,60.720000000000006
2018-03-26,94,66.0,,0.66,62.040000000000006
2018-03-27,95,66.0,,0.66,62.7
2018-03-28,78,66.0,,0.66,51.480000000000004
2018-03-29,80,66.0,,0.66,52.800000000000004
2018-03-30,94,66.0,,0.66,62.040000000000006
2018-03-31,96,66.0,,0.66,63.36
2018-04-01,60,71.0,False,0.71,42.599999999999994
2018-04-02,66,71.0,,0.71,46.86
2018-04-03,86,71.0,,0.71,61.059999999999995
2018-04-04,74,71.0,,0.71,52.54
2018-04-05,76,71.0,,0.71,53.959999999999994
2018-04-06,73,71.0,,0.71,51.83
2018-04-07,97,71.0,,0.71,68.86999999999999
2018-04-08,62,71.0,,0.71,44.019999999999996
2018-04-09,83,71.0,,0.71,58.93
2018-04-10,58,71.0,,0.71,41.18
2018-04-11,96,71.0,,0.71,68.16
2018-04-12,84,71.0,,0.71,59.64
2018-04-13,73,71.0,,0.71,51.83
2018-04-14,83,71.0,,0.71,58.93
2018-04-15,100,71.0,,0.71,71.0
2018-04-16,78,71.0,,0.71,55.379999999999995
2018-04-17,66,71.0,,0.71,46.86
2018-04-18,49,71.0,,0.71,34.79
2018-04-19,50,71.0,,0.71,35.5
2018-04-20,84,71.0,,0.71,59.64
2018-04-21,64,71.0,,0.71,45.44
2018-04-22,100,71.0,,0.71,71.0
2018-04-23,78,71.0,,0.71,55.379999999999995
2018-04-24,79,71.0,,0.71,56.089999999999996
2018-04-25,71,71.0,,0.71,50.41
2018-04-26,65,71.0,,0.71,46.15
2018-04-27,67,71.0,,0.71,47.57
2018-04-28,64,71.0,,0.71,45.44
2018-04-29,58,71.0,,0.71,41.18
2018-04-30,66,71.0,,0.71,46.86
2018-05-01,85,69.0,False,0.69,58.65
2018-05-02,75,69.0,,0.69,51.74999999999999
2018-05-03,66,69.0,,0.69,45.54
2018-05-04,92,69.0,,0.69,63.48
2018-05-05,74,69.0,,0.69,51.059999999999995
2018-05-06,78,69.0,,0.69,53.81999999999999
2018-05-07,96,69.0,,0.69,66.24
2018-05-08,72,69.0,,0.69,49.67999999999999
2018-05-09,96,69.0,,0.69,66.24
2018-05-10,90,69.0,,0.69,62.099999999999994
2018-05-11,88,69.0,,0.69,60.72
2018-05-12,95,69.0,,0.69,65.55
2018-05-13,81,69.0,,0.69,55.88999999999999
2018-05-14,86,69.0,,0.69,59.339999999999996
2018-05-15,81,69.0,,0.69,55.88999999999999
2018-05-16,77,69.0,,0.69,53.129999999999995
2018-05-17,79,69.0,,0.69,54.51
2018-05-18,94,69.0,,0.69,64.86
2018-05-19,70,69.0,,0.69,48.3
2018-05-20,73,69.0,,0.69,50.37
2018-05-21,100,69.0,,0.69,69.0
2018-05-22,84,69.0,,0.69,57.959999999999994
2018-05-23,76,69.0,,0.69,52.44
2018-05-24,76,69.0,,0.69,52.44
2018-05-25,79,69.0,,0.69,54.51
2018-05-26,76,69.0,,0.69,52.44
2018-05-27,89,69.0,,0.69,61.41
2018-05-28,80,69.0,,0.69,55.199999999999996
2018-05-29,86,69.0,,0.69,59.339999999999996
2018-05-30,90,69.0,,0.69,62.099999999999994
2018-05-31,81,69.0,,0.69,55.88999999999999
2018-06-01,83,69.0,False,0.69,57.269999999999996
2018-06-02,75,69.0,,0.69,51.74999999999999
2018-06-03,89,69.0,,0.69,61.41
2018-06-04,86,69.0,,0.69,59.339999999999996
2018-06-05,78,69.0,,0.69,53.81999999999999
2018-06-06,86,69.0,,0.69,59.339999999999996
2018-06-07,63,69.0,,0.69,43.47
2018-06-08,100,69.0,,0.69,69.0
2018-06-09,63,69.0,,0.69,43.47
2018-06-10,80,69.0,,0.69,55.199999999999996
2018-06-11,81,69.0,,0.69,55.88999999999999
2018-06-12,78,69.0,,0.69,53.81999999999999
2018-06-13,62,69.0,,0.69,42.779999999999994
2018-06-14,67,69.0,,0.69,46.23
2018-06-15,86,69.0,,0.69,59.339999999999996
2018-06-16,72,69.0,,0.69,49.67999999999999
2018-06-17,55,69.0,,0.69,37.949999999999996
2018-06-18,83,69.0,,0.69,57.269999999999996
2018-06-19,61,69.0,,0.69,42.089999999999996
2018-06-20,74,69.0,,0.69,51.059999999999995
2018-06-21,84,69.0,,0.69,57.959999999999994
2018-06-22,67,69.0,,0.69,46.23
2018-06-23,72,69.0,,0.69,49.67999999999999
2018-06-24,88,69.0,,0.69,60.72
2018-06-25,78,69.0,,0.69,53.81999999999999
2018-06-26,97,69.0,,0.69,66.92999999999999
2018-06-27,65,69.0,,0.69,44.849999999999994
2018-06-28,65,69.0,,0.69,44.849999999999994
2018-06-29,69,69.0,,0.69,47.61
2018-06-30,77,69.0,,0.69,53.129999999999995
2018-07-01,68,75.0,False,0.75,51.0
2018-07-02,75,75.0,,0.75,56.25
2018-07-03,68,75.0,,0.75,51.0
2018-07-04,75,75.0,,0.75,56.25
2018-07-05,79,75.0,,0.75,59.25
2018-07-06,68,75.0,,0.75,51.0
2018-07-07,61,75.0,,0.75,45.75
2018-07-08,77,75.0,,0.75,57.75
2018-07-09,80,75.0,,0.75,60.0
2018-07-10,84,75.0,,0.75,63.0
2018-07-11,64,75.0,,0.75,48.0
2018-07-12,61,75.0,,0.75,45.75
2018-07-13,71,75.0,,0.75,53.25
2018-07-14,65,75.0,,0.75,48.75
2018-07-15,71,75.0,,0.75,53.25
2018-07-16,76,75.0,,0.75,57.0
2018-07-17,76,75.0,,0.75,57.0
2018-07-18,69,75.0,,0.75,51.75
2018-07-19,84,75.0,,0.75,63.0
2018-07-20,100,75.0,,0.75,75.0
2018-07-21,90,75.0,,0.75,67.5
2018-07-22,66,75.0,,0.75,49.5
2018-07-23,84,75.0,,0.75,63.0
2018-07-24,76,75.0,,0.75,57.0
2018-07-25,68,75.0,,0.75,51.0
2018-07-26,68,75.0,,0.75,51.0
2018-07-27,60,75.0,,0.75,45.0
2018-07-28,71,75.0,,0.75,53.25
2018-07-29,56,75.0,,0.75,42.0
2018-07-30,65,75.0,,0.75,48.75
2018-07-31,80,75.0,,0.75,60.0
2018-08-01,75,73.0,False,0.73,54.75
2018-08-02,88,73.0,,0.73,64.24
2018-08-03,74,73.0,,0.73,54.019999999999996
2018-08-04,66,73.0,,0.73,48.18
2018-08-05,72,73.0,,0.73,52.56
2018-08-06,76,73.0,,0.73,55.48
2018-08-07,74,73.0,,0.73,54.019999999999996
2018-08-08,62,73.0,,0.73,45.26
2018-08-09,68,73.0,,0.73,49.64
2018-08-10,77,73.0,,0.73,56.21
2018-08-11,70,73.0,,0.73,51.1
2018-08-12,74,73.0,,0.73,54.019999999999996
2018-08-13,62,73.0,,0.73,45.26
2018-08-14,76,73.0,,0.73,55.48
2018-08-15,67,73.0,,0.73,48.91
2018-08-16,84,73.0,,0.73,61.32
2018-08-17,68,73.0,,0.73,49.64
2018-08-18,85,73.0,,0.73,62.05
2018-08-19,69,73.0,,0.73,50.37
2018-08-20,66,73.0,,0.73,48.18
2018-08-21,71,73.0,,0.73,51.83
2018-08-22,72,73.0,,0.73,52.56
2018-08-23,78,73.0,,0.73,56.94
2018-08-24,79,73.0,,0.73,57.67
2018-08-25,68,73.0,,0.73,49.64
2018-08-26,57,73.0,,0.73,41.61
2018-08-27,67,73.0,,0.73,48.91
2018-08-28,100,73.0,,0.73,73.0
2018-08-29,80,73.0,,0.73,58.4
2018-08-30,78,73.0,,0.73,56.94
2018-08-31,66,73.0,,0.73,48.18
2018-09-01,79,67.0,False,0.67,52.93
2018-09-02,84,67.0,,0.67,56.28
2018-09-03,82,67.0,,0.67,54.940000000000005
2018-09-04,84,67.0,,0.67,56.28
2018-09-05,83,67.0,,0.67,55.61000000000001
2018-09-06,84,67.0,,0.67,56.28
2018-09-07,79,67.0,,0.67,52.93
2018-09-08,77,67.0,,0.67,51.59
2018-09-09,85,67.0,,0.67,56.95
2018-09-10,89,67.0,,0.67,59.63
2018-09-11,94,67.0,,0.67,62.980000000000004
2018-09-12,91,67.0,,0.67,60.970000000000006
2018-09-13,92,67.0,,0.67,61.64
2018-09-14,88,67.0,,0.67,58.96
2018-09-15,100,67.0,,0.67,67.0
2018-09-16,78,67.0,,0.67,52.260000000000005
2018-09-17,81,67.0,,0.67,54.27
2018-09-18,78,67.0,,0.67,52.260000000000005
2018-09-19,82,67.0,,0.67,54.940000000000005
2018-09-20,79,67.0,,0.67,52.93
2018-09-21,90,67.0,,0.67,60.300000000000004
2018-09-22,84,67.0,,0.67,56.28
2018-09-23,73,67.0,,0.67,48.910000000000004
2018-09-24,82,67.0,,0.67,54.940000000000005
2018-09-25,91,67.0,,0.67,60.970000000000006
2018-09-26,76,67.0,,0.67,50.92
2018-09-27,78,67.0,,0.67,52.260000000000005
2018-09-28,83,67.0,,0.67,55.61000000000001
2018-09-29,75,67.0,,0.67,50.25
2018-09-30,89,67.0,,0.67,59.63
2018-10-01,75,66.0,False,0.66,49.5
2018-10-02,54,66.0,,0.66,35.64
2018-10-03,56,66.0,,0.66,36.96
2018-10-04,76,66.0,,0.66,50.160000000000004
2018-10-05,71,66.0,,0.66,46.86
2018-10-06,61,66.0,,0.66,40.260000000000005
2018-10-07,43,66.0,,0.66,28.380000000000003
2018-10-08,81,66.0,,0.66,53.46
2018-10-09,89,66.0,,0.66,58.74
2018-10-10,70,66.0,,0.66,46.2
2018-10-11,57,66.0,,0.66,37.620000000000005
2018-10-12,63,66.0,,0.66,41.580000000000005
2018-10-13,81,66.0,,0.66,53.46
2018-10-14,77,66.0,,0.66,50.82
2018-10-15,100,66.0,,0.66,66.0
2018-10-16,76,66.0,,0.66,50.160000000000004
2018-10-17,83,66.0,,0.66,54.78
2018-10-18,69,66.0,,0.66,45.54
2018-10-19,73,66.0,,0.66,48.18
2018-10-20,89,66.0,,0.66,58.74
2018-10-21,69,66.0,,0.66,45.54
2018-10-22,89,66.0,,0.66,58.74
2018-10-23,71,66.0,,0.66,46.86
2018-10-24,79,66.0,,0.66,52.14
2018-10-25,62,66.0,,0.66,40.92
2018-10-26,74,66.0,,0.66,48.84
2018-10-27,88,66.0,,0.66,58.080000000000005
2018-10-28,53,66.0,,0.66,34.980000000000004
2018-10-29,67,66.0,,0.66,44.22
2018-10-30,79,66.0,,0.66,52.14
2018-10-31,97,66.0,,0.66,64.02
2018-11-01,100,63.0,False,0.63,63.0
2018-11-02,67,63.0,,0.63,42.21
2018-11-03,72,63.0,,0.63,45.36
2018-11-04,70,63.0,,0.63,44.1
2018-11-05,87,63.0,,0.63,54.81
2018-11-06,96,63.0,,0.63,60.480000000000004
2018-11-07,67,63.0,,0.63,42.21
2018-11-08,61,63.0,,0.63,38.43
2018-11-09,85,63.0,,0.63,53.55
2018-11-10,89,63.0,,0.63,56.07
2018-11-11,92,63.0,,0.63,57.96
2018-11-12,79,63.0,,0.63,49.77
2018-11-13,83,63.0,,0.63,52.29
2018-11-14,66,63.0,,0.63,41.58
2018-11-15,92,63.0,,0.63,57.96
2018-11-16,74,63.0,,0.63,46.62
2018-11-17,78,63.0,,0.63,49.14
2018-11-18,68,63.0,,0.63,42.84
2018-11-19,88,63.0,,0.63,55.44
2018-11-20,95,63.0,,0.63,59.85
2018-11-21,74,63.0,,0.63,46.62
2018-11-22,69,63.0,,0.63,43.47
2018-11-23,79,63.0,,0.63,49.77
2018-11-24,70,63.0,,0.63,44.1
2018-11-25,54,63.0,,0.63,34.02
2018-11-26,69,63.0,,0.63,43.47
2018-11-27,78,63.0,,0.63,49.14
2018-11-28,82,63.0,,0.63,51.660000000000004
2018-11-29,86,63.0,,0.63,54.18
2018-11-30,79,63.0,,0.63,49.77
2018-12-01,96,66.0,False,0.66,63.36
2018-12-02,68,66.0,,0.66,44.88
2018-12-03,83,66.0,,0.66,54.78
2018-12-04,94,66.0,,0.66,62.040000000000006
2018-12-05,83,66.0,,0.66,54.78
2018-12-06,98,66.0,,0.66,64.68
2018-12-07,91,66.0,,0.66,60.06
2018-12-08,81,66.0,,0.66,53.46
2018-12-09,88,66.0,,0.66,58.080000000000005
2018-12-10,91,66.0,,0.66,60.06
2018-12-11,82,66.0,,0.66,54.120000000000005
2018-12-12,86,66.0,,0.66,56.760000000000005
2018-12-13,78,66.0,,0.66,51.480000000000004
2018-12-14,87,66.0,,0.66,57.42
2018-12-15,79,66.0,,0.66,52.14
2018-12-16,74,66.0,,0.66,48.84
2018-12-17,79,66.0,,0.66,52.14
2018-12-18,88,66.0,,0.66,58.080000000000005
2018-12-19,90,66.0,,0.66,59.400000000000006
2018-12-20,92,66.0,,0.66,60.720000000000006
2018-12-21,93,66.0,,0.66,61.38
2018-12-22,100,66.0,,0.66,66.0
2018-12-23,72,66.0,,0.66,47.52
2018-12-24,78,66.0,,0.66,51.480000000000004
2018-12-25,85,66.0,,0.66,56.1
2018-12-26,76,66.0,,0.66,50.160000000000004
2018-12-27,86,66.0,,0.66,56.760000000000005
2018-12-28,91,66.0,,0.66,60.06
2018-12-29,81,66.0,,0.66,53.46
2018-12-30,78,66.0,,0.66,51.480000000000004
2018-12-31,97,66.0,,0.66,64.02
2019-01-01,55,67.0,False,0.67,36.85
2019-01-02,70,67.0,,0.67,46.900000000000006
2019-01-03,73,67.0,,0.67,48.910000000000004
2019-01-04,74,67.0,,0.67,49.580000000000005
2019-01-05,63,67.0,,0.67,42.21
2019-01-06,67,67.0,,0.67,44.89
2019-01-07,55,67.0,,0.67,36.85
2019-01-08,77,67.0,,0.67,51.59
2019-01-09,75,67.0,,0.67,50.25
2019-01-10,73,67.0,,0.67,48.910000000000004
2019-01-11,71,67.0,,0.67,47.57
2019-01-12,78,67.0,,0.67,52.260000000000005
2019-01-13,45,67.0,,0.67,30.150000000000002
2019-01-14,77,67.0,,0.67,51.59
2019-01-15,70,67.0,,0.67,46.900000000000006
2019-01-16,70,67.0,,0.67,46.900000000000006
2019-01-17,76,67.0,,0.67,50.92
2019-01-18,74,67.0,,0.67,49.580000000000005
2019-01-19,66,67.0,,0.67,44.220000000000006
2019-01-20,70,67.0,,0.67,46.900000000000006
2019-01-21,57,67.0,,0.67,38.190000000000005
2019-01-22,100,67.0,,0.67,67.0
2019-01-23,62,67.0,,0.67,41.54
2019-01-24,72,67.0,,0.67,48.24
2019-01-25,65,67.0,,0.67,43.550000000000004
2019-01-26,67,67.0,,0.67,44.89
2019-01-27,64,67.0,,0.67,42.88
2019-01-28,70,67.0,,0.67,46.900000000000006
2019-01-29,70,67.0,,0.67,46.900000000000006
2019-01-30,75,67.0,,0.67,50.25
2019-01-31,68,67.0,,0.67,45.56
2019-02-01,72,67.0,False,0.67,48.24
2019-02-02,62,67.0,,0.67,41.54
2019-02-03,74,67.0,,0.67,49.580000000000005
2019-02-04,77,67.0,,0.67,51.59
2019-02-05,71,67.0,,0.67,47.57
2019-02-06,71,67.0,,0.67,47.57
2019-02-07,88,67.0,,0.67,58.96
2019-02-08,75,67.0,,0.67,50.25
2019-02-09,87,67.0,,0.67,58.290000000000006
2019-02-10,66,67.0,,0.67,44.220000000000006
2019-02-11,80,67.0,,0.67,53.6
2019-02-12,91,67.0,,0.67,60.970000000000006
2019-02-13,82,67.0,,0.67,54.940000000000005
2019-02-14,70,67.0,,0.67,46.900000000000006
2019-02-15,90,67.0,,0.67,60.300000000000004
2019-02-16,73,67.0,,0.67,48.910000000000004
2019-02-17,72,67.0,,0.67,48.24
2019-02-18,83,67.0,,0.67,55.61000000000001
2019-02-19,70,67.0,,0.67,46.900000000000006
2019-02-20,100,67.0,,0.67,67.0
2019-02-21,83,67.0,,0.67,55.61000000000001
2019-02-22,82,67.0,,0.67,54.940000000000005
2019-02-23,79,67.0,,0.67,52.93
2019-02-24,76,67.0,,0.67,50.92
2019-02-25,73,67.0,,0.67,48.910000000000004
2019-02-26,79,67.0,,0.67,52.93
2019-02-27,77,67.0,,0.67,51.59
2019-02-28,80,67.0,,0.67,53.6
2019-03-01,45,67.0,False,0.67,30.150000000000002
2019-03-02,59,67.0,,0.67,39.53
2019-03-03,48,67.0,,0.67,32.160000000000004
2019-03-04,55,67.0,,0.67,36.85
2019-03-05,47,67.0,,0.67,31.490000000000002
2019-03-06,44,67.0,,0.67,29.48
2019-03-07,47,67.0,,0.67,31.490000000000002
2019-03-08,49,67.0,,0.67,32.830000000000005
2019-03-09,49,67.0,,0.67,32.830000000000005
2019-03-10,48,67.0,,0.67,32.160000000000004
2019-03-11,51,67.0,,0.67,34.17
2019-03-12,43,67.0,,0.67,28.810000000000002
2019-03-13,38,67.0,,0.67,25.46
2019-03-14,64,67.0,,0.67,42.88
2019-03-15,100,67.0,,0.67,67.0
2019-03-16,55,67.0,,0.67,36.85
2019-03-17,64,67.0,,0.67,42.88
2019-03-18,49,67.0,,0.67,32.830000000000005
2019-03-19,50,67.0,,0.67,33.5
2019-03-20,51,67.0,,0.67,34.17
2019-03-21,56,67.0,,0.67,37.52
2019-03-22,45,67.0,,0.67,30.150000000000002
2019-03-23,43,67.0,,0.67,28.810000000000002
2019-03-24,46,67.0,,0.67,30.82
2019-03-25,45,67.0,,0.67,30.150000000000002
2019-03-26,48,67.0,,0.67,32.160000000000004
2019-03-27,41,67.0,,0.67,27.470000000000002
2019-03-28,48,67.0,,0.67,32.160000000000004
2019-03-29,54,67.0,,0.67,36.18
2019-03-30,53,67.0,,0.67,35.510000000000005
2019-03-31,50,67.0,,0.67,33.5
2019-04-01,76,67.0,False,0.67,50.92
2019-04-02,79,67.0,,0.67,52.93
2019-04-03,99,67.0,,0.67,66.33
2019-04-04,78,67.0,,0.67,52.260000000000005
2019-04-05,77,67.0,,0.67,51.59
2019-04-06,82,67.0,,0.67,54.940000000000005
2019-04-07,58,67.0,,0.67,38.86
2019-04-08,74,67.0,,0.67,49.580000000000005
2019-04-09,77,67.0,,0.67,51.59
2019-04-10,87,67.0,,0.67,58.290000000000006
2019-04-11,97,67.0,,0.67,64.99000000000001
2019-04-12,86,67.0,,0.67,57.620000000000005
