date,arts_unscaled,arts_monthly,isPartial,scale,arts
2015-11-06,97,65.0,,0.65,63.050000000000004
2015-11-07,86,65.0,,0.65,55.9
2015-11-08,78,65.0,,0.65,50.7
2015-11-09,93,65.0,,0.65,60.45
2015-11-10,95,65.0,,0.65,61.75
2015-11-11,93,65.0,,0.65,60.45
2015-11-12,100,65.0,,0.65,65.0
2015-11-13,95,65.0,,0.65,61.75
2015-11-14,85,65.0,,0.65,55.25
2015-11-15,77,65.0,,0.65,50.050000000000004
2015-11-16,92,65.0,,0.65,59.800000000000004
2015-11-17,95,65.0,,0.65,61.75
2015-11-18,95,65.0,,0.65,61.75
2015-11-19,97,65.0,,0.65,63.050000000000004
2015-11-20,92,65.0,,0.65,59.800000000000004
2015-11-21,76,65.0,,0.65,49.4
2015-11-22,74,65.0,,0.65,48.1
2015-11-23,82,65.0,,0.65,53.300000000000004
2015-11-24,82,65.0,,0.65,53.300000000000004
2015-11-25,65,65.0,,0.65,42.25
2015-11-26,44,65.0,,0.65,28.6
2015-11-27,65,65.0,,0.65,42.25
2015-11-28,70,65.0,,0.65,45.5
2015-11-29,63,65.0,,0.65,40.95
2015-11-30,88,65.0,,0.65,57.2
2015-12-01,97,61.0,False,0.61,59.17
2015-12-02,100,61.0,,0.61,61.0
2015-12-03,90,61.0,,0.61,54.9
2015-12-04,90,61.0,,0.61,54.9
2015-12-05,90,61.0,,0.61,54.9
2015-12-06,81,61.0,,0.61,49.41
2015-12-07,92,61.0,,0.61,56.12
2015-12-08,92,61.0,,0.61,56.12
2015-12-09,88,61.0,,0.61,53.68
2015-12-10,89,61.0,,0.61,54.29
2015-12-11,93,61.0,,0.61,56.73
2015-12-12,83,61.0,,0.61,50.629999999999995
2015-12-13,75,61.0,,0.61,45.75
2015-12-14,88,61.0,,0.61,53.68
2015-12-15,93,61.0,,0.61,56.73
2015-12-16,85,61.0,,0.61,51.85
2015-12-17,87,61.0,,0.61,53.07
2015-12-18,83,61.0,,0.61,50.629999999999995
2015-12-19,80,61.0,,0.61,48.8
2015-12-20,65,61.0,,0.61,39.65
2015-12-21,77,61.0,,0.61,46.97
2015-12-22,75,61.0,,0.61,45.75
2015-12-23,70,61.0,,0.61,42.699999999999996
2015-12-24,55,61.0,,0.61,33.55
2015-12-25,43,61.0,,0.61,26.23
2015-12-26,61,61.0,,0.61,37.21
2015-12-27,54,61.0,,0.61,32.94
2015-12-28,68,61.0,,0.61,41.48
2015-12-29,73,61.0,,0.61,44.53
2015-12-30,70,61.0,,0.61,42.699999999999996
2015-12-31,62,61.0,,0.61,37.82
2016-01-01,60,63.0,False,0.63,37.8
2016-01-02,82,63.0,,0.63,51.660000000000004
2016-01-03,69,63.0,,0.63,43.47
2016-01-04,93,63.0,,0.63,58.59
2016-01-05,93,63.0,,0.63,58.59
2016-01-06,89,63.0,,0.63,56.07
2016-01-07,86,63.0,,0.63,54.18
2016-01-08,90,63.0,,0.63,56.7
2016-01-09,78,63.0,,0.63,49.14
2016-01-10,66,63.0,,0.63,41.58
2016-01-11,100,63.0,,0.63,63.0
2016-01-12,83,63.0,,0.63,52.29
2016-01-13,100,63.0,,0.63,63.0
2016-01-14,90,63.0,,0.63,56.7
2016-01-15,91,63.0,,0.63,57.33
2016-01-16,79,63.0,,0.63,49.77
2016-01-17,67,63.0,,0.63,42.21
2016-01-18,80,63.0,,0.63,50.4
2016-01-19,96,63.0,,0.63,60.480000000000004
2016-01-20,87,63.0,,0.63,54.81
2016-01-21,88,63.0,,0.63,55.44
2016-01-22,89,63.0,,0.63,56.07
2016-01-23,73,63.0,,0.63,45.99
2016-01-24,73,63.0,,0.63,45.99
2016-01-25,87,63.0,,0.63,54.81
2016-01-26,97,63.0,,0.63,61.11
2016-01-27,92,63.0,,0.63,57.96
2016-01-28,98,63.0,,0.63,61.74
2016-01-29,90,63.0,,0.63,56.7
2016-01-30,93,63.0,,0.63,58.59
2016-01-31,79,63.0,,0.63,49.77
2016-02-01,92,65.0,False,0.65,59.800000000000004
2016-02-02,91,65.0,,0.65,59.15
2016-02-03,90,65.0,,0.65,58.5
2016-02-04,92,65.0,,0.65,59.800000000000004
2016-02-05,91,65.0,,0.65,59.15
2016-02-06,91,65.0,,0.65,59.15
2016-02-07,71,65.0,,0.65,46.15
2016-02-08,85,65.0,,0.65,55.25
2016-02-09,93,65.0,,0.65,60.45
2016-02-10,95,65.0,,0.65,61.75
2016-02-11,92,65.0,,0.65,59.800000000000004
2016-02-12,91,65.0,,0.65,59.15
2016-02-13,86,65.0,,0.65,55.9
2016-02-14,81,65.0,,0.65,52.65
2016-02-15,90,65.0,,0.65,58.5
2016-02-16,87,65.0,,0.65,56.550000000000004
2016-02-17,93,65.0,,0.65,60.45
2016-02-18,96,65.0,,0.65,62.400000000000006
2016-02-19,98,65.0,,0.65,63.7
2016-02-20,82,65.0,,0.65,53.300000000000004
2016-02-21,83,65.0,,0.65,53.95
2016-02-22,98,65.0,,0.65,63.7
2016-02-23,92,65.0,,0.65,59.800000000000004
2016-02-24,89,65.0,,0.65,57.85
2016-02-25,100,65.0,,0.65,65.0
2016-02-26,96,65.0,,0.65,62.400000000000006
2016-02-27,91,65.0,,0.65,59.15
2016-02-28,82,65.0,,0.65,53.300000000000004
2016-02-29,94,65.0,,0.65,61.1
2016-03-01,87,63.0,False,0.63,54.81
2016-03-02,93,63.0,,0.63,58.59
2016-03-03,97,63.0,,0.63,61.11
2016-03-04,93,63.0,,0.63,58.59
2016-03-05,89,63.0,,0.63,56.07
2016-03-06,80,63.0,,0.63,50.4
2016-03-07,88,63.0,,0.63,55.44
2016-03-08,88,63.0,,0.63,55.44
2016-03-09,93,63.0,,0.63,58.59
2016-03-10,91,63.0,,0.63,57.33
2016-03-11,83,63.0,,0.63,52.29
2016-03-12,94,63.0,,0.63,59.22
2016-03-13,84,63.0,,0.63,52.92
2016-03-14,89,63.0,,0.63,56.07
2016-03-15,93,63.0,,0.63,58.59
2016-03-16,87,63.0,,0.63,54.81
2016-03-17,88,63.0,,0.63,55.44
2016-03-18,90,63.0,,0.63,56.7
2016-03-19,81,63.0,,0.63,51.03
2016-03-20,83,63.0,,0.63,52.29
2016-03-21,88,63.0,,0.63,55.44
2016-03-22,91,63.0,,0.63,57.33
2016-03-23,86,63.0,,0.63,54.18
2016-03-24,89,63.0,,0.63,56.07
2016-03-25,78,63.0,,0.63,49.14
2016-03-26,65,63.0,,0.63,40.95
2016-03-27,71,63.0,,0.63,44.73
2016-03-28,86,63.0,,0.63,54.18
2016-03-29,91,63.0,,0.63,57.33
2016-03-30,95,63.0,,0.63,59.85
2016-03-31,100,63.0,,0.63,63.0
2016-04-01,95,70.0,False,0.7,66.5
2016-04-02,91,70.0,,0.7,63.699999999999996
2016-04-03,85,70.0,,0.7,59.49999999999999
2016-04-04,91,70.0,,0.7,63.699999999999996
2016-04-05,98,70.0,,0.7,68.6
2016-04-06,96,70.0,,0.7,67.19999999999999
2016-04-07,98,70.0,,0.7,68.6
2016-04-08,99,70.0,,0.7,69.3
2016-04-09,88,70.0,,0.7,61.599999999999994
2016-04-10,86,70.0,,0.7,60.199999999999996
2016-04-11,100,70.0,,0.7,70.0
2016-04-12,97,70.0,,0.7,67.89999999999999
2016-04-13,96,70.0,,0.7,67.19999999999999
2016-04-14,89,70.0,,0.7,62.3
2016-04-15,94,70.0,,0.7,65.8
2016-04-16,89,70.0,,0.7,62.3
2016-04-17,87,70.0,,0.7,60.9
2016-04-18,96,70.0,,0.7,67.19999999999999
2016-04-19,95,70.0,,0.7,66.5
2016-04-20,97,70.0,,0.7,67.89999999999999
2016-04-21,89,70.0,,0.7,62.3
2016-04-22,87,70.0,,0.7,60.9
2016-04-23,93,70.0,,0.7,65.1
2016-04-24,76,70.0,,0.7,53.199999999999996
2016-04-25,91,70.0,,0.7,63.699999999999996
2016-04-26,92,70.0,,0.7,64.39999999999999
2016-04-27,90,70.0,,0.7,62.99999999999999
2016-04-28,96,70.0,,0.7,67.19999999999999
2016-04-29,89,70.0,,0.7,62.3
2016-04-30,97,70.0,,0.7,67.89999999999999
2016-05-01,86,66.0,False,0.66,56.760000000000005
2016-05-02,98,66.0,,0.66,64.68
2016-05-03,94,66.0,,0.66,62.040000000000006
2016-05-04,94,66.0,,0.66,62.040000000000006
2016-05-05,95,66.0,,0.66,62.7
2016-05-06,92,66.0,,0.66,60.720000000000006
2016-05-07,95,66.0,,0.66,62.7
2016-05-08,80,66.0,,0.66,52.800000000000004
2016-05-09,99,66.0,,0.66,65.34
2016-05-10,97,66.0,,0.66,64.02
2016-05-11,97,66.0,,0.66,64.02
2016-05-12,100,66.0,,0.66,66.0
2016-05-13,99,66.0,,0.66,65.34
2016-05-14,94,66.0,,0.66,62.040000000000006
2016-05-15,82,66.0,,0.66,54.120000000000005
2016-05-16,97,66.0,,0.66,64.02
2016-05-17,99,66.0,,0.66,65.34
2016-05-18,96,66.0,,0.66,63.36
2016-05-19,97,66.0,,0.66,64.02
2016-05-20,97,66.0,,0.66,64.02
2016-05-21,91,66.0,,0.66,60.06
2016-05-22,79,66.0,,0.66,52.14
2016-05-23,88,66.0,,0.66,58.080000000000005
2016-05-24,95,66.0,,0.66,62.7
2016-05-25,89,66.0,,0.66,58.74
2016-05-26,89,66.0,,0.66,58.74
2016-05-27,86,66.0,,0.66,56.760000000000005
2016-05-28,79,66.0,,0.66,52.14
2016-05-29,72,66.0,,0.66,47.52
2016-05-30,71,66.0,,0.66,46.86
2016-05-31,89,66.0,,0.66,58.74
2016-06-01,88,63.0,False,0.63,55.44
2016-06-02,100,63.0,,0.63,63.0
2016-06-03,83,63.0,,0.63,52.29
2016-06-04,95,63.0,,0.63,59.85
2016-06-05,80,63.0,,0.63,50.4
2016-06-06,92,63.0,,0.63,57.96
2016-06-07,97,63.0,,0.63,61.11
2016-06-08,92,63.0,,0.63,57.96
2016-06-09,91,63.0,,0.63,57.33
2016-06-10,92,63.0,,0.63,57.96
2016-06-11,94,63.0,,0.63,59.22
2016-06-12,87,63.0,,0.63,54.81
2016-06-13,79,63.0,,0.63,49.77
2016-06-14,82,63.0,,0.63,51.660000000000004
2016-06-15,86,63.0,,0.63,54.18
2016-06-16,86,63.0,,0.63,54.18
2016-06-17,87,63.0,,0.63,54.81
2016-06-18,85,63.0,,0.63,53.55
2016-06-19,76,63.0,,0.63,47.88
2016-06-20,80,63.0,,0.63,50.4
2016-06-21,90,63.0,,0.63,56.7
2016-06-22,82,63.0,,0.63,51.660000000000004
2016-06-23,77,63.0,,0.63,48.51
2016-06-24,83,63.0,,0.63,52.29
2016-06-25,85,63.0,,0.63,53.55
2016-06-26,74,63.0,,0.63,46.62
2016-06-27,81,63.0,,0.63,51.03
2016-06-28,84,63.0,,0.63,52.92
2016-06-29,81,63.0,,0.63,51.03
2016-06-30,83,63.0,,0.63,52.29
2016-07-01,88,60.0,False,0.6,52.8
2016-07-02,92,60.0,,0.6,55.199999999999996
2016-07-03,85,60.0,,0.6,51.0
2016-07-04,74,60.0,,0.6,44.4
2016-07-05,92,60.0,,0.6,55.199999999999996
2016-07-06,90,60.0,,0.6,54.0
2016-07-07,91,60.0,,0.6,54.6
2016-07-08,90,60.0,,0.6,54.0
2016-07-09,91,60.0,,0.6,54.6
2016-07-10,90,60.0,,0.6,54.0
2016-07-11,95,60.0,,0.6,57.0
2016-07-12,100,60.0,,0.6,60.0
2016-07-13,99,60.0,,0.6,59.4
2016-07-14,92,60.0,,0.6,55.199999999999996
2016-07-15,88,60.0,,0.6,52.8
2016-07-16,96,60.0,,0.6,57.599999999999994
2016-07-17,83,60.0,,0.6,49.8
2016-07-18,91,60.0,,0.6,54.6
2016-07-19,96,60.0,,0.6,57.599999999999994
2016-07-20,96,60.0,,0.6,57.599999999999994
2016-07-21,95,60.0,,0.6,57.0
2016-07-22,96,60.0,,0.6,57.599999999999994
2016-07-23,88,60.0,,0.6,52.8
2016-07-24,84,60.0,,0.6,50.4
2016-07-25,94,60.0,,0.6,56.4
2016-07-26,89,60.0,,0.6,53.4
2016-07-27,95,60.0,,0.6,57.0
2016-07-28,100,60.0,,0.6,60.0
2016-07-29,94,60.0,,0.6,56.4
2016-07-30,88,60.0,,0.6,52.8
2016-07-31,90,60.0,,0.6,54.0
2016-08-01,78,63.0,False,0.63,49.14
2016-08-02,84,63.0,,0.63,52.92
2016-08-03,80,63.0,,0.63,50.4
2016-08-04,82,63.0,,0.63,51.660000000000004
2016-08-05,75,63.0,,0.63,47.25
2016-08-06,77,63.0,,0.63,48.51
2016-08-07,77,63.0,,0.63,48.51
2016-08-08,85,63.0,,0.63,53.55
2016-08-09,93,63.0,,0.63,58.59
2016-08-10,87,63.0,,0.63,54.81
2016-08-11,81,63.0,,0.63,51.03
2016-08-12,81,63.0,,0.63,51.03
2016-08-13,79,63.0,,0.63,49.77
2016-08-14,71,63.0,,0.63,44.73
2016-08-15,82,63.0,,0.63,51.660000000000004
2016-08-16,93,63.0,,0.63,58.59
2016-08-17,80,63.0,,0.63,50.4
2016-08-18,83,63.0,,0.63,52.29
2016-08-19,76,63.0,,0.63,47.88
2016-08-20,82,63.0,,0.63,51.660000000000004
2016-08-21,74,63.0,,0.63,46.62
2016-08-22,96,63.0,,0.63,60.480000000000004
2016-08-23,100,63.0,,0.63,63.0
2016-08-24,89,63.0,,0.63,56.07
2016-08-25,97,63.0,,0.63,61.11
2016-08-26,91,63.0,,0.63,57.33
2016-08-27,84,63.0,,0.63,52.92
2016-08-28,76,63.0,,0.63,47.88
2016-08-29,92,63.0,,0.63,57.96
2016-08-30,91,63.0,,0.63,57.33
2016-08-31,95,63.0,,0.63,59.85
2016-09-01,97,66.0,False,0.66,64.02
2016-09-02,90,66.0,,0.66,59.400000000000006
2016-09-03,94,66.0,,0.66,62.040000000000006
2016-09-04,87,66.0,,0.66,57.42
2016-09-05,81,66.0,,0.66,53.46
2016-09-06,91,66.0,,0.66,60.06
2016-09-07,95,66.0,,0.66,62.7
2016-09-08,93,66.0,,0.66,61.38
2016-09-09,100,66.0,,0.66,66.0
2016-09-10,95,66.0,,0.66,62.7
2016-09-11,81,66.0,,0.66,53.46
2016-09-12,94,66.0,,0.66,62.040000000000006
2016-09-13,94,66.0,,0.66,62.040000000000006
2016-09-14,92,66.0,,0.66,60.720000000000006
2016-09-15,92,66.0,,0.66,60.720000000000006
2016-09-16,90,66.0,,0.66,59.400000000000006
2016-09-17,83,66.0,,0.66,54.78
2016-09-18,74,66.0,,0.66,48.84
2016-09-19,90,66.0,,0.66,59.400000000000006
2016-09-20,81,66.0,,0.66,53.46
2016-09-21,87,66.0,,0.66,57.42
2016-09-22,88,66.0,,0.66,58.080000000000005
2016-09-23,87,66.0,,0.66,57.42
2016-09-24,82,66.0,,0.66,54.120000000000005
2016-09-25,73,66.0,,0.66,48.18
2016-09-26,85,66.0,,0.66,56.1
2016-09-27,79,66.0,,0.66,52.14
2016-09-28,92,66.0,,0.66,60.720000000000006
2016-09-29,85,66.0,,0.66,56.1
2016-09-30,87,66.0,,0.66,57.42
2016-10-01,76,60.0,False,0.6,45.6
2016-10-02,66,60.0,,0.6,39.6
2016-10-03,86,60.0,,0.6,51.6
2016-10-04,87,60.0,,0.6,52.199999999999996
2016-10-05,87,60.0,,0.6,52.199999999999996
2016-10-06,87,60.0,,0.6,52.199999999999996
2016-10-07,87,60.0,,0.6,52.199999999999996
2016-10-08,78,60.0,,0.6,46.8
2016-10-09,69,60.0,,0.6,41.4
2016-10-10,81,60.0,,0.6,48.6
2016-10-11,90,60.0,,0.6,54.0
2016-10-12,87,60.0,,0.6,52.199999999999996
2016-10-13,88,60.0,,0.6,52.8
2016-10-14,80,60.0,,0.6,48.0
2016-10-15,77,60.0,,0.6,46.199999999999996
2016-10-16,71,60.0,,0.6,42.6
2016-10-17,90,60.0,,0.6,54.0
2016-10-18,100,60.0,,0.6,60.0
2016-10-19,97,60.0,,0.6,58.199999999999996
2016-10-20,86,60.0,,0.6,51.6
2016-10-21,83,60.0,,0.6,49.8
2016-10-22,75,60.0,,0.6,45.0
2016-10-23,78,60.0,,0.6,46.8
2016-10-24,81,60.0,,0.6,48.6
2016-10-25,91,60.0,,0.6,54.6
2016-10-26,90,60.0,,0.6,54.0
2016-10-27,85,60.0,,0.6,51.0
2016-10-28,88,60.0,,0.6,52.8
2016-10-29,67,60.0,,0.6,40.199999999999996
2016-10-30,69,60.0,,0.6,41.4
2016-10-31,80,60.0,,0.6,48.0
2016-11-01,95,59.0,False,0.59,56.05
2016-11-02,97,59.0,,0.59,57.23
2016-11-03,95,59.0,,0.59,56.05
2016-11-04,95,59.0,,0.59,56.05
2016-11-05,93,59.0,,0.59,54.87
2016-11-06,75,59.0,,0.59,44.25
2016-11-07,89,59.0,,0.59,52.51
2016-11-08,84,59.0,,0.59,49.559999999999995
2016-11-09,60,59.0,,0.59,35.4
2016-11-10,93,59.0,,0.59,54.87
2016-11-11,88,59.0,,0.59,51.919999999999995
2016-11-12,87,59.0,,0.59,51.33
2016-11-13,78,59.0,,0.59,46.019999999999996
2016-11-14,98,59.0,,0.59,57.82
2016-11-15,100,59.0,,0.59,59.0
2016-11-16,97,59.0,,0.59,57.23
2016-11-17,99,59.0,,0.59,58.41
2016-11-18,90,59.0,,0.59,53.099999999999994
2016-11-19,87,59.0,,0.59,51.33
2016-11-20,77,59.0,,0.59,45.43
2016-11-21,88,59.0,,0.59,51.919999999999995
2016-11-22,82,59.0,,0.59,48.379999999999995
2016-11-23,70,59.0,,0.59,41.3
2016-11-24,50,59.0,,0.59,29.5
2016-11-25,64,59.0,,0.59,37.76
2016-11-26,74,59.0,,0.59,43.66
2016-11-27,74,59.0,,0.59,43.66
2016-11-28,94,59.0,,0.59,55.459999999999994
2016-11-29,99,59.0,,0.59,58.41
2016-11-30,100,59.0,,0.59,59.0
2016-12-01,94,56.0,False,0.56,52.64000000000001
2016-12-02,100,56.0,,0.56,56.00000000000001
2016-12-03,95,56.0,,0.56,53.2
2016-12-04,87,56.0,,0.56,48.720000000000006
2016-12-05,97,56.0,,0.56,54.32000000000001
2016-12-06,100,56.0,,0.56,56.00000000000001
2016-12-07,98,56.0,,0.56,54.88
2016-12-08,97,56.0,,0.56,54.32000000000001
2016-12-09,87,56.0,,0.56,48.720000000000006
2016-12-10,82,56.0,,0.56,45.92
2016-12-11,81,56.0,,0.56,45.36000000000001
2016-12-12,87,56.0,,0.56,48.720000000000006
2016-12-13,90,56.0,,0.56,50.400000000000006
2016-12-14,94,56.0,,0.56,52.64000000000001
2016-12-15,85,56.0,,0.56,47.6
2016-12-16,88,56.0,,0.56,49.28
2016-12-17,90,56.0,,0.56,50.400000000000006
2016-12-18,75,56.0,,0.56,42.00000000000001
2016-12-19,86,56.0,,0.56,48.160000000000004
2016-12-20,82,56.0,,0.56,45.92
2016-12-21,80,56.0,,0.56,44.800000000000004
2016-12-22,80,56.0,,0.56,44.800000000000004
2016-12-23,64,56.0,,0.56,35.84
2016-12-24,59,56.0,,0.56,33.040000000000006
2016-12-25,43,56.0,,0.56,24.080000000000002
2016-12-26,60,56.0,,0.56,33.6
2016-12-27,71,56.0,,0.56,39.760000000000005
2016-12-28,72,56.0,,0.56,40.32000000000001
2016-12-29,68,56.0,,0.56,38.080000000000005
2016-12-30,74,56.0,,0.56,41.440000000000005
2016-12-31,62,56.0,,0.56,34.720000000000006
2017-01-01,52,66.0,False,0.66,34.32
2017-01-02,71,66.0,,0.66,46.86
2017-01-03,79,66.0,,0.66,52.14
2017-01-04,82,66.0,,0.66,54.120000000000005
2017-01-05,83,66.0,,0.66,54.78
2017-01-06,78,66.0,,0.66,51.480000000000004
2017-01-07,71,66.0,,0.66,46.86
2017-01-08,69,66.0,,0.66,45.54
2017-01-09,85,66.0,,0.66,56.1
2017-01-10,82,66.0,,0.66,54.120000000000005
2017-01-11,88,66.0,,0.66,58.080000000000005
2017-01-12,88,66.0,,0.66,58.080000000000005
2017-01-13,88,66.0,,0.66,58.080000000000005
2017-01-14,78,66.0,,0.66,51.480000000000004
2017-01-15,73,66.0,,0.66,48.18
2017-01-16,78,66.0,,0.66,51.480000000000004
2017-01-17,89,66.0,,0.66,58.74
2017-01-18,89,66.0,,0.66,58.74
2017-01-19,100,66.0,,0.66,66.0
2017-01-20,96,66.0,,0.66,63.36
2017-01-21,79,66.0,,0.66,52.14
2017-01-22,71,66.0,,0.66,46.86
2017-01-23,88,66.0,,0.66,58.080000000000005
2017-01-24,93,66.0,,0.66,61.38
2017-01-25,90,66.0,,0.66,59.400000000000006
2017-01-26,89,66.0,,0.66,58.74
2017-01-27,83,66.0,,0.66,54.78
2017-01-28,79,66.0,,0.66,52.14
2017-01-29,69,66.0,,0.66,45.54
2017-01-30,83,66.0,,0.66,54.78
2017-01-31,87,66.0,,0.66,57.42
2017-02-01,94,63.0,False,0.63,59.22
2017-02-02,100,63.0,,0.63,63.0
2017-02-03,92,63.0,,0.63,57.96
2017-02-04,84,63.0,,0.63,52.92
2017-02-05,69,63.0,,0.63,43.47
2017-02-06,83,63.0,,0.63,52.29
2017-02-07,88,63.0,,0.63,55.44
2017-02-08,90,63.0,,0.63,56.7
2017-02-09,89,63.0,,0.63,56.07
2017-02-10,88,63.0,,0.63,55.44
2017-02-11,93,63.0,,0.63,58.59
2017-02-12,79,63.0,,0.63,49.77
2017-02-13,92,63.0,,0.63,57.96
2017-02-14,84,63.0,,0.63,52.92
2017-02-15,92,63.0,,0.63,57.96
2017-02-16,90,63.0,,0.63,56.7
2017-02-17,84,63.0,,0.63,52.92
2017-02-18,91,63.0,,0.63,57.33
2017-02-19,88,63.0,,0.63,55.44
2017-02-20,93,63.0,,0.63,58.59
2017-02-21,95,63.0,,0.63,59.85
2017-02-22,98,63.0,,0.63,61.74
2017-02-23,96,63.0,,0.63,60.480000000000004
2017-02-24,92,63.0,,0.63,57.96
2017-02-25,87,63.0,,0.63,54.81
2017-02-26,79,63.0,,0.63,49.77
2017-02-27,90,63.0,,0.63,56.7
2017-02-28,92,63.0,,0.63,57.96
2017-03-01,94,66.0,False,0.66,62.040000000000006
2017-03-02,82,66.0,,0.66,54.120000000000005
2017-03-03,93,66.0,,0.66,61.38
2017-03-04,85,66.0,,0.66,56.1
2017-03-05,73,66.0,,0.66,48.18
2017-03-06,90,66.0,,0.66,59.400000000000006
2017-03-07,94,66.0,,0.66,62.040000000000006
2017-03-08,93,66.0,,0.66,61.38
2017-03-09,95,66.0,,0.66,62.7
2017-03-10,88,66.0,,0.66,58.080000000000005
2017-03-11,89,66.0,,0.66,58.74
2017-03-12,74,66.0,,0.66,48.84
2017-03-13,85,66.0,,0.66,56.1
2017-03-14,84,66.0,,0.66,55.440000000000005
2017-03-15,83,66.0,,0.66,54.78
2017-03-16,100,66.0,,0.66,66.0
2017-03-17,90,66.0,,0.66,59.400000000000006
2017-03-18,87,66.0,,0.66,57.42
2017-03-19,87,66.0,,0.66,57.42
2017-03-20,95,66.0,,0.66,62.7
2017-03-21,92,66.0,,0.66,60.720000000000006
2017-03-22,89,66.0,,0.66,58.74
2017-03-23,98,66.0,,0.66,64.68
2017-03-24,89,66.0,,0.66,58.74
2017-03-25,86,66.0,,0.66,56.760000000000005
2017-03-26,72,66.0,,0.66,47.52
2017-03-27,88,66.0,,0.66,58.080000000000005
2017-03-28,91,66.0,,0.66,60.06
2017-03-29,98,66.0,,0.66,64.68
2017-03-30,92,66.0,,0.66,60.720000000000006
2017-03-31,87,66.0,,0.66,57.42
2017-04-01,94,65.0,False,0.65,61.1
2017-04-02,72,65.0,,0.65,46.800000000000004
2017-04-03,94,65.0,,0.65,61.1
2017-04-04,91,65.0,,0.65,59.15
2017-04-05,87,65.0,,0.65,56.550000000000004
2017-04-06,90,65.0,,0.65,58.5
2017-04-07,88,65.0,,0.65,57.2
2017-04-08,93,65.0,,0.65,60.45
2017-04-09,72,65.0,,0.65,46.800000000000004
2017-04-10,94,65.0,,0.65,61.1
2017-04-11,84,65.0,,0.65,54.6
2017-04-12,90,65.0,,0.65,58.5
2017-04-13,87,65.0,,0.65,56.550000000000004
2017-04-14,78,65.0,,0.65,50.7
2017-04-15,77,65.0,,0.65,50.050000000000004
2017-04-16,68,65.0,,0.65,44.2
2017-04-17,85,65.0,,0.65,55.25
2017-04-18,95,65.0,,0.65,61.75
2017-04-19,86,65.0,,0.65,55.9
2017-04-20,91,65.0,,0.65,59.15
2017-04-21,98,65.0,,0.65,63.7
2017-04-22,85,65.0,,0.65,55.25
2017-04-23,74,65.0,,0.65,48.1
2017-04-24,93,65.0,,0.65,60.45
2017-04-25,88,65.0,,0.65,57.2
2017-04-26,91,65.0,,0.65,59.15
2017-04-27,88,65.0,,0.65,57.2
2017-04-28,100,65.0,,0.65,65.0
2017-04-29,91,65.0,,0.65,59.15
2017-04-30,81,65.0,,0.65,52.65
2017-05-01,90,64.0,False,0.64,57.6
2017-05-02,100,64.0,,0.64,64.0
2017-05-03,88,64.0,,0.64,56.32
2017-05-04,90,64.0,,0.64,57.6
2017-05-05,82,64.0,,0.64,52.480000000000004
2017-05-06,92,64.0,,0.64,58.88
2017-05-07,78,64.0,,0.64,49.92
2017-05-08,90,64.0,,0.64,57.6
2017-05-09,98,64.0,,0.64,62.72
2017-05-10,89,64.0,,0.64,56.96
2017-05-11,95,64.0,,0.64,60.800000000000004
2017-05-12,93,64.0,,0.64,59.52
2017-05-13,87,64.0,,0.64,55.68
2017-05-14,76,64.0,,0.64,48.64
2017-05-15,94,64.0,,0.64,60.160000000000004
2017-05-16,86,64.0,,0.64,55.04
2017-05-17,85,64.0,,0.64,54.4
2017-05-18,86,64.0,,0.64,55.04
2017-05-19,80,64.0,,0.64,51.2
2017-05-20,95,64.0,,0.64,60.800000000000004
2017-05-21,72,64.0,,0.64,46.08
2017-05-22,86,64.0,,0.64,55.04
2017-05-23,76,64.0,,0.64,48.64
2017-05-24,86,64.0,,0.64,55.04
2017-05-25,80,64.0,,0.64,51.2
2017-05-26,80,64.0,,0.64,51.2
2017-05-27,79,64.0,,0.64,50.56
2017-05-28,66,64.0,,0.64,42.24
2017-05-29,68,64.0,,0.64,43.52
2017-05-30,86,64.0,,0.64,55.04
2017-05-31,88,64.0,,0.64,56.32
2017-06-01,90,62.0,False,0.62,55.8
2017-06-02,88,62.0,,0.62,54.56
2017-06-03,100,62.0,,0.62,62.0
2017-06-04,80,62.0,,0.62,49.6
2017-06-05,92,62.0,,0.62,57.04
2017-06-06,84,62.0,,0.62,52.08
2017-06-07,88,62.0,,0.62,54.56
2017-06-08,93,62.0,,0.62,57.66
2017-06-09,93,62.0,,0.62,57.66
2017-06-10,90,62.0,,0.62,55.8
2017-06-11,72,62.0,,0.62,44.64
2017-06-12,83,62.0,,0.62,51.46
2017-06-13,86,62.0,,0.62,53.32
2017-06-14,83,62.0,,0.62,51.46
2017-06-15,85,62.0,,0.62,52.7
2017-06-16,86,62.0,,0.62,53.32
2017-06-17,88,62.0,,0.62,54.56
2017-06-18,66,62.0,,0.62,40.92
2017-06-19,87,62.0,,0.62,53.94
2017-06-20,87,62.0,,0.62,53.94
2017-06-21,83,62.0,,0.62,51.46
2017-06-22,85,62.0,,0.62,52.7
2017-06-23,88,62.0,,0.62,54.56
2017-06-24,90,62.0,,0.62,55.8
2017-06-25,79,62.0,,0.62,48.98
2017-06-26,84,62.0,,0.62,52.08
2017-06-27,81,62.0,,0.62,50.22
2017-06-28,77,62.0,,0.62,47.74
2017-06-29,79,62.0,,0.62,48.98
2017-06-30,72,62.0,,0.62,44.64
2017-07-01,87,57.0,False,0.57,49.589999999999996
2017-07-02,77,57.0,,0.57,43.88999999999999
2017-07-03,84,57.0,,0.57,47.879999999999995
2017-07-04,66,57.0,,0.57,37.62
2017-07-05,88,57.0,,0.57,50.16
