date,arts_unscaled,arts_monthly,isPartial,scale,arts
2017-07-06,87,57.0,,0.57,49.589999999999996
2017-07-07,95,57.0,,0.57,54.15
2017-07-08,93,57.0,,0.57,53.01
2017-07-09,85,57.0,,0.57,48.449999999999996
2017-07-10,97,57.0,,0.57,55.28999999999999
2017-07-11,87,57.0,,0.57,49.589999999999996
2017-07-12,99,57.0,,0.57,56.42999999999999
2017-07-13,100,57.0,,0.57,56.99999999999999
2017-07-14,93,57.0,,0.57,53.01
2017-07-15,93,57.0,,0.57,53.01
2017-07-16,87,57.0,,0.57,49.589999999999996
2017-07-17,94,57.0,,0.57,53.58
2017-07-18,95,57.0,,0.57,54.15
2017-07-19,92,57.0,,0.57,52.44
2017-07-20,90,57.0,,0.57,51.3
2017-07-21,92,57.0,,0.57,52.44
2017-07-22,84,57.0,,0.57,47.879999999999995
2017-07-23,80,57.0,,0.57,45.599999999999994
2017-07-24,93,57.0,,0.57,53.01
2017-07-25,96,57.0,,0.57,54.72
2017-07-26,98,57.0,,0.57,55.85999999999999
2017-07-27,93,57.0,,0.57,53.01
2017-07-28,94,57.0,,0.57,53.58
2017-07-29,82,57.0,,0.57,46.739999999999995
2017-07-30,76,57.0,,0.57,43.31999999999999
2017-07-31,97,57.0,,0.57,55.28999999999999
2017-08-01,90,62.0,False,0.62,55.8
2017-08-02,90,62.0,,0.62,55.8
2017-08-03,85,62.0,,0.62,52.7
2017-08-04,91,62.0,,0.62,56.42
2017-08-05,86,62.0,,0.62,53.32
2017-08-06,74,62.0,,0.62,45.88
2017-08-07,92,62.0,,0.62,57.04
2017-08-08,90,62.0,,0.62,55.8
2017-08-09,84,62.0,,0.62,52.08
2017-08-10,90,62.0,,0.62,55.8
2017-08-11,86,62.0,,0.62,53.32
2017-08-12,78,62.0,,0.62,48.36
2017-08-13,72,62.0,,0.62,44.64
2017-08-14,87,62.0,,0.62,53.94
2017-08-15,87,62.0,,0.62,53.94
2017-08-16,83,62.0,,0.62,51.46
2017-08-17,93,62.0,,0.62,57.66
2017-08-18,100,62.0,,0.62,62.0
2017-08-19,99,62.0,,0.62,61.38
2017-08-20,72,62.0,,0.62,44.64
2017-08-21,77,62.0,,0.62,47.74
2017-08-22,89,62.0,,0.62,55.18
2017-08-23,98,62.0,,0.62,60.76
2017-08-24,91,62.0,,0.62,56.42
2017-08-25,88,62.0,,0.62,54.56
2017-08-26,81,62.0,,0.62,50.22
2017-08-27,77,62.0,,0.62,47.74
2017-08-28,87,62.0,,0.62,53.94
2017-08-29,98,62.0,,0.62,60.76
2017-08-30,96,62.0,,0.62,59.519999999999996
2017-08-31,93,62.0,,0.62,57.66
2017-09-01,99,62.0,False,0.62,61.38
2017-09-02,89,62.0,,0.62,55.18
2017-09-03,79,62.0,,0.62,48.98
2017-09-04,83,62.0,,0.62,51.46
2017-09-05,91,62.0,,0.62,56.42
2017-09-06,91,62.0,,0.62,56.42
2017-09-07,94,62.0,,0.62,58.28
2017-09-08,86,62.0,,0.62,53.32
2017-09-09,85,62.0,,0.62,52.7
2017-09-10,78,62.0,,0.62,48.36
2017-09-11,95,62.0,,0.62,58.9
2017-09-12,95,62.0,,0.62,58.9
2017-09-13,100,62.0,,0.62,62.0
2017-09-14,97,62.0,,0.62,60.14
2017-09-15,96,62.0,,0.62,59.519999999999996
2017-09-16,93,62.0,,0.62,57.66
2017-09-17,80,62.0,,0.62,49.6
2017-09-18,90,62.0,,0.62,55.8
2017-09-19,97,62.0,,0.62,60.14
2017-09-20,95,62.0,,0.62,58.9
2017-09-21,94,62.0,,0.62,58.28
2017-09-22,93,62.0,,0.62,57.66
2017-09-23,86,62.0,,0.62,53.32
2017-09-24,78,62.0,,0.62,48.36
2017-09-25,93,62.0,,0.62,57.66
2017-09-26,95,62.0,,0.62,58.9
2017-09-27,91,62.0,,0.62,56.42
2017-09-28,93,62.0,,0.62,57.66
2017-09-29,88,62.0,,0.62,54.56
2017-09-30,82,62.0,,0.62,50.839999999999996
2017-10-01,74,60.0,False,0.6,44.4
2017-10-02,91,60.0,,0.6,54.6
2017-10-03,90,60.0,,0.6,54.0
2017-10-04,99,60.0,,0.6,59.4
2017-10-05,90,60.0,,0.6,54.0
2017-10-06,89,60.0,,0.6,53.4
2017-10-07,88,60.0,,0.6,52.8
2017-10-08,80,60.0,,0.6,48.0
2017-10-09,96,60.0,,0.6,57.599999999999994
2017-10-10,91,60.0,,0.6,54.6
2017-10-11,100,60.0,,0.6,60.0
2017-10-12,94,60.0,,0.6,56.4
2017-10-13,94,60.0,,0.6,56.4
2017-10-14,86,60.0,,0.6,51.6
2017-10-15,76,60.0,,0.6,45.6
2017-10-16,97,60.0,,0.6,58.199999999999996
2017-10-17,100,60.0,,0.6,60.0
2017-10-18,92,60.0,,0.6,55.199999999999996
2017-10-19,90,60.0,,0.6,54.0
2017-10-20,94,60.0,,0.6,56.4
2017-10-21,94,60.0,,0.6,56.4
2017-10-22,74,60.0,,0.6,44.4
2017-10-23,92,60.0,,0.6,55.199999999999996
2017-10-24,94,60.0,,0.6,56.4
2017-10-25,96,60.0,,0.6,57.599999999999994
2017-10-26,93,60.0,,0.6,55.8
2017-10-27,92,60.0,,0.6,55.199999999999996
2017-10-28,83,60.0,,0.6,49.8
2017-10-29,77,60.0,,0.6,46.199999999999996
2017-10-30,92,60.0,,0.6,55.199999999999996
2017-10-31,84,60.0,,0.6,50.4
2017-11-01,82,61.0,False,0.61,50.019999999999996
2017-11-02,85,61.0,,0.61,51.85
2017-11-03,78,61.0,,0.61,47.58
2017-11-04,78,61.0,,0.61,47.58
2017-11-05,73,61.0,,0.61,44.53
2017-11-06,86,61.0,,0.61,52.46
2017-11-07,85,61.0,,0.61,51.85
2017-11-08,85,61.0,,0.61,51.85
2017-11-09,85,61.0,,0.61,51.85
2017-11-10,81,61.0,,0.61,49.41
2017-11-11,73,61.0,,0.61,44.53
2017-11-12,69,61.0,,0.61,42.089999999999996
2017-11-13,87,61.0,,0.61,53.07
2017-11-14,100,61.0,,0.61,61.0
2017-11-15,88,61.0,,0.61,53.68
2017-11-16,82,61.0,,0.61,50.019999999999996
2017-11-17,90,61.0,,0.61,54.9
2017-11-18,80,61.0,,0.61,48.8
2017-11-19,69,61.0,,0.61,42.089999999999996
2017-11-20,76,61.0,,0.61,46.36
2017-11-21,71,61.0,,0.61,43.31
2017-11-22,61,61.0,,0.61,37.21
2017-11-23,47,61.0,,0.61,28.669999999999998
2017-11-24,55,61.0,,0.61,33.55
2017-11-25,70,61.0,,0.61,42.699999999999996
2017-11-26,68,61.0,,0.61,41.48
2017-11-27,80,61.0,,0.61,48.8
2017-11-28,78,61.0,,0.61,47.58
2017-11-29,85,61.0,,0.61,51.85
2017-11-30,90,61.0,,0.61,54.9
2017-12-01,99,55.0,False,0.55,54.45
2017-12-02,100,55.0,,0.55,55.00000000000001
2017-12-03,86,55.0,,0.55,47.300000000000004
2017-12-04,98,55.0,,0.55,53.900000000000006
2017-12-05,97,55.0,,0.55,53.35
2017-12-06,100,55.0,,0.55,55.00000000000001
2017-12-07,95,55.0,,0.55,52.25000000000001
2017-12-08,93,55.0,,0.55,51.150000000000006
2017-12-09,93,55.0,,0.55,51.150000000000006
2017-12-10,87,55.0,,0.55,47.85
2017-12-11,92,55.0,,0.55,50.6
2017-12-12,94,55.0,,0.55,51.7
2017-12-13,94,55.0,,0.55,51.7
2017-12-14,92,55.0,,0.55,50.6
2017-12-15,97,55.0,,0.55,53.35
2017-12-16,93,55.0,,0.55,51.150000000000006
2017-12-17,82,55.0,,0.55,45.1
2017-12-18,86,55.0,,0.55,47.300000000000004
2017-12-19,88,55.0,,0.55,48.400000000000006
2017-12-20,86,55.0,,0.55,47.300000000000004
2017-12-21,83,55.0,,0.55,45.650000000000006
2017-12-22,76,55.0,,0.55,41.800000000000004
2017-12-23,67,55.0,,0.55,36.85
2017-12-24,54,55.0,,0.55,29.700000000000003
2017-12-25,45,55.0,,0.55,24.750000000000004
2017-12-26,68,55.0,,0.55,37.400000000000006
2017-12-27,75,55.0,,0.55,41.25
2017-12-28,77,55.0,,0.55,42.35
2017-12-29,76,55.0,,0.55,41.800000000000004
2017-12-30,72,55.0,,0.55,39.6
2017-12-31,65,55.0,,0.55,35.75
2018-01-01,17,88.0,False,0.88,14.96
2018-01-02,23,88.0,,0.88,20.24
2018-01-03,26,88.0,,0.88,22.88
2018-01-04,23,88.0,,0.88,20.24
2018-01-05,26,88.0,,0.88,22.88
2018-01-06,23,88.0,,0.88,20.24
2018-01-07,23,88.0,,0.88,20.24
2018-01-08,28,88.0,,0.88,24.64
2018-01-09,27,88.0,,0.88,23.76
2018-01-10,29,88.0,,0.88,25.52
2018-01-11,31,88.0,,0.88,27.28
2018-01-12,31,88.0,,0.88,27.28
2018-01-13,42,88.0,,0.88,36.96
2018-01-14,71,88.0,,0.88,62.48
2018-01-15,100,88.0,,0.88,88.0
2018-01-16,94,88.0,,0.88,82.72
2018-01-17,77,88.0,,0.88,67.76
2018-01-18,62,88.0,,0.88,54.56
2018-01-19,48,88.0,,0.88,42.24
2018-01-20,43,88.0,,0.88,37.84
2018-01-21,35,88.0,,0.88,30.8
2018-01-22,37,88.0,,0.88,32.56
2018-01-23,31,88.0,,0.88,27.28
2018-01-24,31,88.0,,0.88,27.28
2018-01-25,30,88.0,,0.88,26.4
2018-01-26,30,88.0,,0.88,26.4
2018-01-27,27,88.0,,0.88,23.76
2018-01-28,25,88.0,,0.88,22.0
2018-01-29,27,88.0,,0.88,23.76
2018-01-30,31,88.0,,0.88,27.28
2018-01-31,29,88.0,,0.88,25.52
2018-02-01,99,62.0,False,0.62,61.38
2018-02-02,100,62.0,,0.62,62.0
2018-02-03,99,62.0,,0.62,61.38
2018-02-04,75,62.0,,0.62,46.5
2018-02-05,86,62.0,,0.62,53.32
2018-02-06,92,62.0,,0.62,57.04
2018-02-07,96,62.0,,0.62,59.519999999999996
2018-02-08,92,62.0,,0.62,57.04
2018-02-09,95,62.0,,0.62,58.9
2018-02-10,84,62.0,,0.62,52.08
2018-02-11,81,62.0,,0.62,50.22
2018-02-12,95,62.0,,0.62,58.9
2018-02-13,94,62.0,,0.62,58.28
2018-02-14,86,62.0,,0.62,53.32
2018-02-15,88,62.0,,0.62,54.56
2018-02-16,97,62.0,,0.62,60.14
2018-02-17,95,62.0,,0.62,58.9
2018-02-18,84,62.0,,0.62,52.08
2018-02-19,94,62.0,,0.62,58.28
2018-02-20,89,62.0,,0.62,55.18
2018-02-21,99,62.0,,0.62,61.38
2018-02-22,96,62.0,,0.62,59.519999999999996
2018-02-23,93,62.0,,0.62,57.66
2018-02-24,85,62.0,,0.62,52.7
2018-02-25,87,62.0,,0.62,53.94
2018-02-26,99,62.0,,0.62,61.38
2018-02-27,100,62.0,,0.62,62.0
2018-02-28,90,62.0,,0.62,55.8
2018-03-01,94,60.0,False,0.6,56.4
2018-03-02,90,60.0,,0.6,54.0
2018-03-03,85,60.0,,0.6,51.0
2018-03-04,72,60.0,,0.6,43.199999999999996
2018-03-05,92,60.0,,0.6,55.199999999999996
2018-03-06,100,60.0,,0.6,60.0
2018-03-07,92,60.0,,0.6,55.199999999999996
2018-03-08,88,60.0,,0.6,52.8
2018-03-09,91,60.0,,0.6,54.6
2018-03-10,85,60.0,,0.6,51.0
2018-03-11,83,60.0,,0.6,49.8
2018-03-12,85,60.0,,0.6,51.0
2018-03-13,91,60.0,,0.6,54.6
2018-03-14,84,60.0,,0.6,50.4
2018-03-15,84,60.0,,0.6,50.4
2018-03-16,84,60.0,,0.6,50.4
2018-03-17,73,60.0,,0.6,43.8
2018-03-18,69,60.0,,0.6,41.4
2018-03-19,99,60.0,,0.6,59.4
2018-03-20,94,60.0,,0.6,56.4
2018-03-21,94,60.0,,0.6,56.4
2018-03-22,87,60.0,,0.6,52.199999999999996
2018-03-23,88,60.0,,0.6,52.8
2018-03-24,80,60.0,,0.6,48.0
2018-03-25,71,60.0,,0.6,42.6
2018-03-26,88,60.0,,0.6,52.8
2018-03-27,93,60.0,,0.6,55.8
2018-03-28,91,60.0,,0.6,54.6
2018-03-29,80,60.0,,0.6,48.0
2018-03-30,80,60.0,,0.6,48.0
2018-03-31,65,60.0,,0.6,39.0
2018-04-01,60,64.0,False,0.64,38.4
2018-04-02,93,64.0,,0.64,59.52
2018-04-03,93,64.0,,0.64,59.52
2018-04-04,100,64.0,,0.64,64.0
2018-04-05,95,64.0,,0.64,60.800000000000004
2018-04-06,92,64.0,,0.64,58.88
2018-04-07,91,64.0,,0.64,58.24
2018-04-08,86,64.0,,0.64,55.04
2018-04-09,94,64.0,,0.64,60.160000000000004
2018-04-10,100,64.0,,0.64,64.0
2018-04-11,97,64.0,,0.64,62.08
2018-04-12,94,64.0,,0.64,60.160000000000004
2018-04-13,92,64.0,,0.64,58.88
2018-04-14,87,64.0,,0.64,55.68
2018-04-15,84,64.0,,0.64,53.76
2018-04-16,96,64.0,,0.64,61.44
2018-04-17,100,64.0,,0.64,64.0
2018-04-18,96,64.0,,0.64,61.44
2018-04-19,97,64.0,,0.64,62.08
2018-04-20,93,64.0,,0.64,59.52
2018-04-21,90,64.0,,0.64,57.6
2018-04-22,87,64.0,,0.64,55.68
2018-04-23,99,64.0,,0.64,63.36
2018-04-24,93,64.0,,0.64,59.52
2018-04-25,92,64.0,,0.64,58.88
2018-04-26,92,64.0,,0.64,58.88
2018-04-27,99,64.0,,0.64,63.36
2018-04-28,96,64.0,,0.64,61.44
2018-04-29,86,64.0,,0.64,55.04
2018-04-30,97,64.0,,0.64,62.08
2018-05-01,98,60.0,False,0.6,58.8
2018-05-02,91,60.0,,0.6,54.6
2018-05-03,89,60.0,,0.6,53.4
2018-05-04,85,60.0,,0.6,51.0
2018-05-05,91,60.0,,0.6,54.6
2018-05-06,81,60.0,,0.6,48.6
2018-05-07,85,60.0,,0.6,51.0
2018-05-08,84,60.0,,0.6,50.4
2018-05-09,94,60.0,,0.6,56.4
2018-05-10,86,60.0,,0.6,51.6
2018-05-11,100,60.0,,0.6,60.0
2018-05-12,91,60.0,,0.6,54.6
2018-05-13,80,60.0,,0.6,48.0
2018-05-14,90,60.0,,0.6,54.0
2018-05-15,82,60.0,,0.6,49.199999999999996
2018-05-16,83,60.0,,0.6,49.8
2018-05-17,86,60.0,,0.6,51.6
2018-05-18,83,60.0,,0.6,49.8
2018-05-19,88,60.0,,0.6,52.8
2018-05-20,73,60.0,,0.6,43.8
2018-05-21,86,60.0,,0.6,51.6
2018-05-22,86,60.0,,0.6,51.6
2018-05-23,88,60.0,,0.6,52.8
2018-05-24,85,60.0,,0.6,51.0
2018-05-25,86,60.0,,0.6,51.6
2018-05-26,80,60.0,,0.6,48.0
2018-05-27,75,60.0,,0.6,45.0
2018-05-28,76,60.0,,0.6,45.6
2018-05-29,87,60.0,,0.6,52.199999999999996
2018-05-30,83,60.0,,0.6,49.8
2018-05-31,100,60.0,,0.6,60.0
2018-06-01,83,59.0,False,0.59,48.97
2018-06-02,100,59.0,,0.59,59.0
2018-06-03,82,59.0,,0.59,48.379999999999995
2018-06-04,87,59.0,,0.59,51.33
2018-06-05,83,59.0,,0.59,48.97
2018-06-06,89,59.0,,0.59,52.51
2018-06-07,84,59.0,,0.59,49.559999999999995
2018-06-08,85,59.0,,0.59,50.15
2018-06-09,88,59.0,,0.59,51.919999999999995
2018-06-10,85,59.0,,0.59,50.15
2018-06-11,86,59.0,,0.59,50.739999999999995
2018-06-12,81,59.0,,0.59,47.79
2018-06-13,89,59.0,,0.59,52.51
2018-06-14,84,59.0,,0.59,49.559999999999995
2018-06-15,83,59.0,,0.59,48.97
2018-06-16,78,59.0,,0.59,46.019999999999996
2018-06-17,67,59.0,,0.59,39.53
2018-06-18,86,59.0,,0.59,50.739999999999995
2018-06-19,82,59.0,,0.59,48.379999999999995
2018-06-20,82,59.0,,0.59,48.379999999999995
2018-06-21,83,59.0,,0.59,48.97
2018-06-22,84,59.0,,0.59,49.559999999999995
2018-06-23,80,59.0,,0.59,47.199999999999996
2018-06-24,82,59.0,,0.59,48.379999999999995
2018-06-25,81,59.0,,0.59,47.79
2018-06-26,81,59.0,,0.59,47.79
2018-06-27,79,59.0,,0.59,46.61
2018-06-28,82,59.0,,0.59,48.379999999999995
2018-06-29,80,59.0,,0.59,47.199999999999996
2018-06-30,73,59.0,,0.59,43.07
2018-07-01,77,56.0,False,0.56,43.120000000000005
2018-07-02,89,56.0,,0.56,49.84
2018-07-03,80,56.0,,0.56,44.800000000000004
2018-07-04,72,56.0,,0.56,40.32000000000001
2018-07-05,88,56.0,,0.56,49.28
2018-07-06,97,56.0,,0.56,54.32000000000001
2018-07-07,92,56.0,,0.56,51.52
2018-07-08,78,56.0,,0.56,43.68000000000001
2018-07-09,94,56.0,,0.56,52.64000000000001
2018-07-10,89,56.0,,0.56,49.84
2018-07-11,97,56.0,,0.56,54.32000000000001
2018-07-12,92,56.0,,0.56,51.52
2018-07-13,98,56.0,,0.56,54.88
2018-07-14,99,56.0,,0.56,55.440000000000005
2018-07-15,81,56.0,,0.56,45.36000000000001
2018-07-16,98,56.0,,0.56,54.88
2018-07-17,93,56.0,,0.56,52.080000000000005
2018-07-18,100,56.0,,0.56,56.00000000000001
2018-07-19,98,56.0,,0.56,54.88
2018-07-20,96,56.0,,0.56,53.760000000000005
2018-07-21,84,56.0,,0.56,47.040000000000006
2018-07-22,83,56.0,,0.56,46.480000000000004
2018-07-23,94,56.0,,0.56,52.64000000000001
2018-07-24,90,56.0,,0.56,50.400000000000006
2018-07-25,95,56.0,,0.56,53.2
2018-07-26,94,56.0,,0.56,52.64000000000001
2018-07-27,100,56.0,,0.56,56.00000000000001
2018-07-28,93,56.0,,0.56,52.080000000000005
2018-07-29,87,56.0,,0.56,48.720000000000006
2018-07-30,99,56.0,,0.56,55.440000000000005
2018-07-31,99,56.0,,0.56,55.440000000000005
2018-08-01,92,63.0,False,0.63,57.96
2018-08-02,87,63.0,,0.63,54.81
2018-08-03,93,63.0,,0.63,58.59
2018-08-04,85,63.0,,0.63,53.55
2018-08-05,81,63.0,,0.63,51.03
2018-08-06,89,63.0,,0.63,56.07
2018-08-07,90,63.0,,0.63,56.7
2018-08-08,86,63.0,,0.63,54.18
2018-08-09,94,63.0,,0.63,59.22
2018-08-10,87,63.0,,0.63,54.81
2018-08-11,87,63.0,,0.63,54.81
2018-08-12,81,63.0,,0.63,51.03
2018-08-13,91,63.0,,0.63,57.33
2018-08-14,87,63.0,,0.63,54.81
2018-08-15,97,63.0,,0.63,61.11
2018-08-16,83,63.0,,0.63,52.29
2018-08-17,90,63.0,,0.63,56.7
2018-08-18,77,63.0,,0.63,48.51
2018-08-19,78,63.0,,0.63,49.14
2018-08-20,100,63.0,,0.63,63.0
2018-08-21,97,63.0,,0.63,61.11
2018-08-22,95,63.0,,0.63,59.85
2018-08-23,93,63.0,,0.63,58.59
2018-08-24,89,63.0,,0.63,56.07
2018-08-25,79,63.0,,0.63,49.77
2018-08-26,86,63.0,,0.63,54.18
2018-08-27,99,63.0,,0.63,62.37
2018-08-28,89,63.0,,0.63,56.07
2018-08-29,96,63.0,,0.63,60.480000000000004
2018-08-30,99,63.0,,0.63,62.37
2018-08-31,98,63.0,,0.63,61.74
2018-09-01,86,59.0,False,0.59,50.739999999999995
2018-09-02,85,59.0,,0.59,50.15
2018-09-03,76,59.0,,0.59,44.839999999999996
2018-09-04,95,59.0,,0.59,56.05
2018-09-05,97,59.0,,0.59,57.23
2018-09-06,97,59.0,,0.59,57.23
2018-09-07,90,59.0,,0.59,53.099999999999994
2018-09-08,88,59.0,,0.59,51.919999999999995
2018-09-09,81,59.0,,0.59,47.79
2018-09-10,100,59.0,,0.59,59.0
2018-09-11,93,59.0,,0.59,54.87
2018-09-12,91,59.0,,0.59,53.69
2018-09-13,90,59.0,,0.59,53.099999999999994
2018-09-14,90,59.0,,0.59,53.099999999999994
2018-09-15,86,59.0,,0.59,50.739999999999995
2018-09-16,76,59.0,,0.59,44.839999999999996
2018-09-17,89,59.0,,0.59,52.51
2018-09-18,93,59.0,,0.59,54.87
2018-09-19,89,59.0,,0.59,52.51
2018-09-20,86,59.0,,0.59,50.739999999999995
2018-09-21,87,59.0,,0.59,51.33
2018-09-22,81,59.0,,0.59,47.79
2018-09-23,69,59.0,,0.59,40.71
2018-09-24,87,59.0,,0.59,51.33
2018-09-25,90,59.0,,0.59,53.099999999999994
2018-09-26,89,59.0,,0.59,52.51
2018-09-27,87,59.0,,0.59,51.33
2018-09-28,87,59.0,,0.59,51.33
2018-09-29,83,59.0,,0.59,48.97
2018-09-30,69,59.0,,0.59,40.71
2018-10-01,97,59.0,False,0.59,57.23
2018-10-02,96,59.0,,0.59,56.64
2018-10-03,94,59.0,,0.59,55.459999999999994
2018-10-04,96,59.0,,0.59,56.64
2018-10-05,97,59.0,,0.59,57.23
2018-10-06,99,59.0,,0.59,58.41
2018-10-07,82,59.0,,0.59,48.379999999999995
2018-10-08,97,59.0,,0.59,57.23
2018-10-09,91,59.0,,0.59,53.69
2018-10-10,90,59.0,,0.59,53.099999999999994
2018-10-11,96,59.0,,0.59,56.64
2018-10-12,94,59.0,,0.59,55.459999999999994
2018-10-13,88,59.0,,0.59,51.919999999999995
2018-10-14,82,59.0,,0.59,48.379999999999995
2018-10-15,96,59.0,,0.59,56.64
2018-10-16,99,59.0,,0.59,58.41
2018-10-17,100,59.0,,0.59,59.0
2018-10-18,98,59.0,,0.59,57.82
2018-10-19,98,59.0,,0.59,57.82
2018-10-20,99,59.0,,0.59,58.41
2018-10-21,84,59.0,,0.59,49.559999999999995
2018-10-22,96,59.0,,0.59,56.64
2018-10-23,93,59.0,,0.59,54.87
2018-10-24,95,59.0,,0.59,56.05
2018-10-25,93,59.0,,0.59,54.87
2018-10-26,89,59.0,,0.59,52.51
2018-10-27,86,59.0,,0.59,50.739999999999995
2018-10-28,80,59.0,,0.59,47.199999999999996
2018-10-29,97,59.0,,0.59,57.23
2018-10-30,88,59.0,,0.59,51.919999999999995
2018-10-31,92,59.0,,0.59,54.279999999999994
2018-11-01,92,56.0,False,0.56,51.52
2018-11-02,91,56.0,,0.56,50.96000000000001
2018-11-03,87,56.0,,0.56,48.720000000000006
2018-11-04,73,56.0,,0.56,40.88
2018-11-05,93,56.0,,0.56,52.080000000000005
2018-11-06,88,56.0,,0.56,49.28
2018-11-07,83,56.0,,0.56,46.480000000000004
2018-11-08,87,56.0,,0.56,48.720000000000006
2018-11-09,90,56.0,,0.56,50.400000000000006
2018-11-10,87,56.0,,0.56,48.720000000000006
2018-11-11,74,56.0,,0.56,41.440000000000005
2018-11-12,81,56.0,,0.56,45.36000000000001
2018-11-13,88,56.0,,0.56,49.28
2018-11-14,90,56.0,,0.56,50.400000000000006
2018-11-15,87,56.0,,0.56,48.720000000000006
2018-11-16,90,56.0,,0.56,50.400000000000006
2018-11-17,84,56.0,,0.56,47.040000000000006
2018-11-18,71,56.0,,0.56,39.760000000000005
2018-11-19,81,56.0,,0.56,45.36000000000001
2018-11-20,73,56.0,,0.56,40.88
2018-11-21,65,56.0,,0.56,36.400000000000006
2018-11-22,42,56.0,,0.56,23.520000000000003
2018-11-23,59,56.0,,0.56,33.040000000000006
2018-11-24,67,56.0,,0.56,37.52
2018-11-25,67,56.0,,0.56,37.52
2018-11-26,82,56.0,,0.56,45.92
2018-11-27,91,56.0,,0.56,50.96000000000001
2018-11-28,95,56.0,,0.56,53.2
2018-11-29,100,56.0,,0.56,56.00000000000001
2018-11-30,89,56.0,,0.56,49.84
2018-12-01,98,51.0,False,0.51,49.980000000000004
2018-12-02,81,51.0,,0.51,41.31
2018-12-03,96,51.0,,0.51,48.96
2018-12-04,98,51.0,,0.51,49.980000000000004
2018-12-05,88,51.0,,0.51,44.88
2018-12-06,95,51.0,,0.51,48.45
2018-12-07,88,51.0,,0.51,44.88
2018-12-08,89,51.0,,0.51,45.39
2018-12-09,83,51.0,,0.51,42.33
2018-12-10,92,51.0,,0.51,46.92
2018-12-11,89,51.0,,0.51,45.39
2018-12-12,95,51.0,,0.51,48.45
2018-12-13,95,51.0,,0.51,48.45
2018-12-14,96,51.0,,0.51,48.96
2018-12-15,100,51.0,,0.51,51.0
2018-12-16,81,51.0,,0.51,41.31
2018-12-17,92,51.0,,0.51,46.92
2018-12-18,89,51.0,,0.51,45.39
2018-12-19,92,51.0,,0.51,46.92
2018-12-20,90,51.0,,0.51,45.9
2018-12-21,78,51.0,,0.51,39.78
2018-12-22,77,51.0,,0.51,39.27
2018-12-23,67,51.0,,0.51,34.17
2018-12-24,54,51.0,,0.51,27.54
2018-12-25,47,51.0,,0.51,23.97
2018-12-26,65,51.0,,0.51,33.15
2018-12-27,75,51.0,,0.51,38.25
2018-12-28,69,51.0,,0.51,35.19
2018-12-29,75,51.0,,0.51,38.25
2018-12-30,66,51.0,,0.51,33.660000000000004
2018-12-31,64,51.0,,0.51,32.64
2019-01-01,58,60.0,False,0.6,34.8
2019-01-02,74,60.0,,0.6,44.4
2019-01-03,80,60.0,,0.6,48.0
2019-01-04,76,60.0,,0.6,45.6
2019-01-05,69,60.0,,0.6,41.4
2019-01-06,62,60.0,,0.6,37.199999999999996
2019-01-07,82,60.0,,0.6,49.199999999999996
2019-01-08,78,60.0,,0.6,46.8
2019-01-09,82,60.0,,0.6,49.199999999999996
2019-01-10,86,60.0,,0.6,51.6
2019-01-11,84,60.0,,0.6,50.4
2019-01-12,73,60.0,,0.6,43.8
2019-01-13,69,60.0,,0.6,41.4
2019-01-14,83,60.0,,0.6,49.8
2019-01-15,85,60.0,,0.6,51.0
2019-01-16,88,60.0,,0.6,52.8
2019-01-17,87,60.0,,0.6,52.199999999999996
2019-01-18,82,60.0,,0.6,49.199999999999996
2019-01-19,76,60.0,,0.6,45.6
2019-01-20,68,60.0,,0.6,40.8
2019-01-21,67,60.0,,0.6,40.199999999999996
2019-01-22,100,60.0,,0.6,60.0
2019-01-23,93,60.0,,0.6,55.8
2019-01-24,88,60.0,,0.6,52.8
2019-01-25,84,60.0,,0.6,50.4
2019-01-26,84,60.0,,0.6,50.4
2019-01-27,69,60.0,,0.6,41.4
2019-01-28,81,60.0,,0.6,48.6
2019-01-29,82,60.0,,0.6,49.199999999999996
2019-01-30,82,60.0,,0.6,49.199999999999996
2019-01-31,81,60.0,,0.6,48.6
2019-02-01,95,60.0,False,0.6,57.0
2019-02-02,93,60.0,,0.6,55.8
2019-02-03,76,60.0,,0.6,45.6
2019-02-04,79,60.0,,0.6,47.4
2019-02-05,97,60.0,,0.6,58.199999999999996
2019-02-06,100,60.0,,0.6,60.0
2019-02-07,95,60.0,,0.6,57.0
2019-02-08,98,60.0,,0.6,58.8
2019-02-09,96,60.0,,0.6,57.599999999999994
2019-02-10,79,60.0,,0.6,47.4
2019-02-11,89,60.0,,0.6,53.4
2019-02-12,97,60.0,,0.6,58.199999999999996
2019-02-13,96,60.0,,0.6,57.599999999999994
2019-02-14,90,60.0,,0.6,54.0
2019-02-15,88,60.0,,0.6,52.8
2019-02-16,95,60.0,,0.6,57.0
2019-02-17,86,60.0,,0.6,51.6
2019-02-18,90,60.0,,0.6,54.0
2019-02-19,89,60.0,,0.6,53.4
2019-02-20,95,60.0,,0.6,57.0
2019-02-21,96,60.0,,0.6,57.599999999999994
2019-02-22,100,60.0,,0.6,60.0
2019-02-23,88,60.0,,0.6,52.8
2019-02-24,81,60.0,,0.6,48.6
2019-02-25,90,60.0,,0.6,54.0
2019-02-26,94,60.0,,0.6,56.4
2019-02-27,90,60.0,,0.6,54.0
2019-02-28,98,60.0,,0.6,58.8
2019-03-01,93,59.0,False,0.59,54.87
2019-03-02,83,59.0,,0.59,48.97
2019-03-03,87,59.0,,0.59,51.33
