date,freedom_unscaled,freedom_monthly,isPartial,scale,freedom
2015-10-03,64,90.0,,0.9,57.6
2015-10-04,72,90.0,,0.9,64.8
2015-10-05,88,90.0,,0.9,79.2
2015-10-06,96,90.0,,0.9,86.4
2015-10-07,87,90.0,,0.9,78.3
2015-10-08,96,90.0,,0.9,86.4
2015-10-09,96,90.0,,0.9,86.4
2015-10-10,78,90.0,,0.9,70.2
2015-10-11,78,90.0,,0.9,70.2
2015-10-12,89,90.0,,0.9,80.10000000000001
2015-10-13,90,90.0,,0.9,81.0
2015-10-14,88,90.0,,0.9,79.2
2015-10-15,90,90.0,,0.9,81.0
2015-10-16,89,90.0,,0.9,80.10000000000001
2015-10-17,72,90.0,,0.9,64.8
2015-10-18,69,90.0,,0.9,62.1
2015-10-19,90,90.0,,0.9,81.0
2015-10-20,86,90.0,,0.9,77.4
2015-10-21,96,90.0,,0.9,86.4
2015-10-22,100,90.0,,0.9,90.0
2015-10-23,88,90.0,,0.9,79.2
2015-10-24,73,90.0,,0.9,65.7
2015-10-25,69,90.0,,0.9,62.1
2015-10-26,88,90.0,,0.9,79.2
2015-10-27,87,90.0,,0.9,78.3
2015-10-28,93,90.0,,0.9,83.7
2015-10-29,90,90.0,,0.9,81.0
2015-10-30,78,90.0,,0.9,70.2
2015-10-31,65,90.0,,0.9,58.5
2015-11-01,56,100.0,False,1.0,56.0
2015-11-02,71,100.0,,1.0,71.0
2015-11-03,70,100.0,,1.0,70.0
2015-11-04,71,100.0,,1.0,71.0
2015-11-05,72,100.0,,1.0,72.0
2015-11-06,73,100.0,,1.0,73.0
2015-11-07,60,100.0,,1.0,60.0
2015-11-08,50,100.0,,1.0,50.0
2015-11-09,64,100.0,,1.0,64.0
2015-11-10,81,100.0,,1.0,81.0
2015-11-11,87,100.0,,1.0,87.0
2015-11-12,80,100.0,,1.0,80.0
2015-11-13,86,100.0,,1.0,86.0
2015-11-14,91,100.0,,1.0,91.0
2015-11-15,91,100.0,,1.0,91.0
2015-11-16,97,100.0,,1.0,97.0
2015-11-17,100,100.0,,1.0,100.0
2015-11-18,93,100.0,,1.0,93.0
2015-11-19,95,100.0,,1.0,95.0
2015-11-20,80,100.0,,1.0,80.0
2015-11-21,76,100.0,,1.0,76.0
2015-11-22,78,100.0,,1.0,78.0
2015-11-23,90,100.0,,1.0,90.0
2015-11-24,92,100.0,,1.0,92.0
2015-11-25,88,100.0,,1.0,88.0
2015-11-26,65,100.0,,1.0,65.0
2015-11-27,71,100.0,,1.0,71.0
2015-11-28,72,100.0,,1.0,72.0
2015-11-29,76,100.0,,1.0,76.0
2015-11-30,85,100.0,,1.0,85.0
2015-12-01,95,88.0,False,0.88,83.6
2015-12-02,92,88.0,,0.88,80.96
2015-12-03,95,88.0,,0.88,83.6
2015-12-04,87,88.0,,0.88,76.56
2015-12-05,79,88.0,,0.88,69.52
2015-12-06,82,88.0,,0.88,72.16
2015-12-07,91,88.0,,0.88,80.08
2015-12-08,93,88.0,,0.88,81.84
2015-12-09,100,88.0,,0.88,88.0
2015-12-10,95,88.0,,0.88,83.6
2015-12-11,92,88.0,,0.88,80.96
2015-12-12,77,88.0,,0.88,67.76
2015-12-13,74,88.0,,0.88,65.12
2015-12-14,87,88.0,,0.88,76.56
2015-12-15,91,88.0,,0.88,80.08
2015-12-16,89,88.0,,0.88,78.32000000000001
2015-12-17,83,88.0,,0.88,73.04
2015-12-18,89,88.0,,0.88,78.32000000000001
2015-12-19,67,88.0,,0.88,58.96
2015-12-20,71,88.0,,0.88,62.48
2015-12-21,67,88.0,,0.88,58.96
2015-12-22,64,88.0,,0.88,56.32
2015-12-23,66,88.0,,0.88,58.08
2015-12-24,65,88.0,,0.88,57.2
2015-12-25,58,88.0,,0.88,51.04
2015-12-26,67,88.0,,0.88,58.96
2015-12-27,67,88.0,,0.88,58.96
2015-12-28,69,88.0,,0.88,60.72
2015-12-29,71,88.0,,0.88,62.48
2015-12-30,71,88.0,,0.88,62.48
2015-12-31,77,88.0,,0.88,67.76
2016-01-01,71,84.0,False,0.84,59.64
2016-01-02,75,84.0,,0.84,63.0
2016-01-03,68,84.0,,0.84,57.12
2016-01-04,81,84.0,,0.84,68.03999999999999
2016-01-05,68,84.0,,0.84,57.12
2016-01-06,77,84.0,,0.84,64.67999999999999
2016-01-07,79,84.0,,0.84,66.36
2016-01-08,84,84.0,,0.84,70.56
2016-01-09,74,84.0,,0.84,62.16
2016-01-10,58,84.0,,0.84,48.72
2016-01-11,77,84.0,,0.84,64.67999999999999
2016-01-12,78,84.0,,0.84,65.52
2016-01-13,74,84.0,,0.84,62.16
2016-01-14,73,84.0,,0.84,61.32
2016-01-15,100,84.0,,0.84,84.0
2016-01-16,83,84.0,,0.84,69.72
2016-01-17,65,84.0,,0.84,54.6
2016-01-18,81,84.0,,0.84,68.03999999999999
2016-01-19,88,84.0,,0.84,73.92
2016-01-20,85,84.0,,0.84,71.39999999999999
2016-01-21,88,84.0,,0.84,73.92
2016-01-22,72,84.0,,0.84,60.48
2016-01-23,69,84.0,,0.84,57.96
2016-01-24,72,84.0,,0.84,60.48
2016-01-25,78,84.0,,0.84,65.52
2016-01-26,93,84.0,,0.84,78.11999999999999
2016-01-27,87,84.0,,0.84,73.08
2016-01-28,87,84.0,,0.84,73.08
2016-01-29,79,84.0,,0.84,66.36
2016-01-30,66,84.0,,0.84,55.44
2016-01-31,71,84.0,,0.84,59.64
2016-02-01,61,92.0,False,0.92,56.120000000000005
2016-02-02,60,92.0,,0.92,55.2
2016-02-03,61,92.0,,0.92,56.120000000000005
2016-02-04,60,92.0,,0.92,55.2
2016-02-05,62,92.0,,0.92,57.04
2016-02-06,48,92.0,,0.92,44.160000000000004
2016-02-07,50,92.0,,0.92,46.0
2016-02-08,51,92.0,,0.92,46.92
2016-02-09,61,92.0,,0.92,56.120000000000005
2016-02-10,60,92.0,,0.92,55.2
2016-02-11,65,92.0,,0.92,59.800000000000004
2016-02-12,55,92.0,,0.92,50.6
2016-02-13,47,92.0,,0.92,43.24
2016-02-14,44,92.0,,0.92,40.480000000000004
2016-02-15,51,92.0,,0.92,46.92
2016-02-16,55,92.0,,0.92,50.6
2016-02-17,71,92.0,,0.92,65.32000000000001
2016-02-18,100,92.0,,0.92,92.0
2016-02-19,96,92.0,,0.92,88.32000000000001
2016-02-20,70,92.0,,0.92,64.4
2016-02-21,60,92.0,,0.92,55.2
2016-02-22,60,92.0,,0.92,55.2
2016-02-23,63,92.0,,0.92,57.96
2016-02-24,57,92.0,,0.92,52.440000000000005
2016-02-25,66,92.0,,0.92,60.720000000000006
2016-02-26,59,92.0,,0.92,54.28
2016-02-27,54,92.0,,0.92,49.68
2016-02-28,53,92.0,,0.92,48.760000000000005
2016-02-29,60,92.0,,0.92,55.2
2016-03-01,93,83.0,False,0.83,77.19
2016-03-02,93,83.0,,0.83,77.19
2016-03-03,91,83.0,,0.83,75.53
2016-03-04,88,83.0,,0.83,73.03999999999999
2016-03-05,78,83.0,,0.83,64.74
2016-03-06,73,83.0,,0.83,60.589999999999996
2016-03-07,91,83.0,,0.83,75.53
2016-03-08,85,83.0,,0.83,70.55
2016-03-09,86,83.0,,0.83,71.38
2016-03-10,90,83.0,,0.83,74.7
2016-03-11,84,83.0,,0.83,69.72
2016-03-12,80,83.0,,0.83,66.39999999999999
2016-03-13,82,83.0,,0.83,68.06
2016-03-14,90,83.0,,0.83,74.7
2016-03-15,89,83.0,,0.83,73.86999999999999
2016-03-16,95,83.0,,0.83,78.85
2016-03-17,86,83.0,,0.83,71.38
2016-03-18,80,83.0,,0.83,66.39999999999999
2016-03-19,78,83.0,,0.83,64.74
2016-03-20,82,83.0,,0.83,68.06
2016-03-21,81,83.0,,0.83,67.22999999999999
2016-03-22,97,83.0,,0.83,80.50999999999999
2016-03-23,88,83.0,,0.83,73.03999999999999
2016-03-24,88,83.0,,0.83,73.03999999999999
2016-03-25,83,83.0,,0.83,68.89
2016-03-26,76,83.0,,0.83,63.08
2016-03-27,71,83.0,,0.83,58.93
2016-03-28,92,83.0,,0.83,76.36
2016-03-29,89,83.0,,0.83,73.86999999999999
2016-03-30,93,83.0,,0.83,77.19
2016-03-31,100,83.0,,0.83,83.0
2016-04-01,78,94.0,False,0.94,73.32
2016-04-02,68,94.0,,0.94,63.919999999999995
2016-04-03,72,94.0,,0.94,67.67999999999999
2016-04-04,86,94.0,,0.94,80.83999999999999
2016-04-05,84,94.0,,0.94,78.96
2016-04-06,86,94.0,,0.94,80.83999999999999
2016-04-07,97,94.0,,0.94,91.17999999999999
2016-04-08,85,94.0,,0.94,79.89999999999999
2016-04-09,74,94.0,,0.94,69.56
2016-04-10,75,94.0,,0.94,70.5
2016-04-11,88,94.0,,0.94,82.72
2016-04-12,86,94.0,,0.94,80.83999999999999
2016-04-13,75,94.0,,0.94,70.5
2016-04-14,84,94.0,,0.94,78.96
2016-04-15,87,94.0,,0.94,81.78
2016-04-16,72,94.0,,0.94,67.67999999999999
2016-04-17,71,94.0,,0.94,66.74
2016-04-18,82,94.0,,0.94,77.08
2016-04-19,84,94.0,,0.94,78.96
2016-04-20,91,94.0,,0.94,85.53999999999999
2016-04-21,85,94.0,,0.94,79.89999999999999
2016-04-22,78,94.0,,0.94,73.32
2016-04-23,68,94.0,,0.94,63.919999999999995
2016-04-24,78,94.0,,0.94,73.32
2016-04-25,92,94.0,,0.94,86.47999999999999
2016-04-26,100,94.0,,0.94,94.0
2016-04-27,99,94.0,,0.94,93.05999999999999
2016-04-28,91,94.0,,0.94,85.53999999999999
2016-04-29,85,94.0,,0.94,79.89999999999999
2016-04-30,70,94.0,,0.94,65.8
2016-05-01,78,88.0,False,0.88,68.64
2016-05-02,92,88.0,,0.88,80.96
2016-05-03,100,88.0,,0.88,88.0
2016-05-04,95,88.0,,0.88,83.6
2016-05-05,98,88.0,,0.88,86.24
2016-05-06,85,88.0,,0.88,74.8
2016-05-07,73,88.0,,0.88,64.24
2016-05-08,73,88.0,,0.88,64.24
2016-05-09,96,88.0,,0.88,84.48
2016-05-10,90,88.0,,0.88,79.2
2016-05-11,90,88.0,,0.88,79.2
2016-05-12,88,88.0,,0.88,77.44
2016-05-13,86,88.0,,0.88,75.68
2016-05-14,81,88.0,,0.88,71.28
2016-05-15,75,88.0,,0.88,66.0
2016-05-16,92,88.0,,0.88,80.96
2016-05-17,83,88.0,,0.88,73.04
2016-05-18,87,88.0,,0.88,76.56
2016-05-19,87,88.0,,0.88,76.56
2016-05-20,81,88.0,,0.88,71.28
2016-05-21,78,88.0,,0.88,68.64
2016-05-22,71,88.0,,0.88,62.48
2016-05-23,90,88.0,,0.88,79.2
2016-05-24,80,88.0,,0.88,70.4
2016-05-25,87,88.0,,0.88,76.56
2016-05-26,92,88.0,,0.88,80.96
2016-05-27,83,88.0,,0.88,73.04
2016-05-28,85,88.0,,0.88,74.8
2016-05-29,88,88.0,,0.88,77.44
2016-05-30,85,88.0,,0.88,74.8
2016-05-31,85,88.0,,0.88,74.8
2016-06-01,82,88.0,False,0.88,72.16
2016-06-02,70,88.0,,0.88,61.6
2016-06-03,64,88.0,,0.88,56.32
2016-06-04,76,88.0,,0.88,66.88
2016-06-05,66,88.0,,0.88,58.08
2016-06-06,71,88.0,,0.88,62.48
2016-06-07,78,88.0,,0.88,68.64
2016-06-08,75,88.0,,0.88,66.0
2016-06-09,68,88.0,,0.88,59.84
2016-06-10,85,88.0,,0.88,74.8
2016-06-11,66,88.0,,0.88,58.08
2016-06-12,69,88.0,,0.88,60.72
2016-06-13,69,88.0,,0.88,60.72
2016-06-14,73,88.0,,0.88,64.24
2016-06-15,83,88.0,,0.88,73.04
2016-06-16,77,88.0,,0.88,67.76
2016-06-17,80,88.0,,0.88,70.4
2016-06-18,68,88.0,,0.88,59.84
2016-06-19,64,88.0,,0.88,56.32
2016-06-20,65,88.0,,0.88,57.2
2016-06-21,77,88.0,,0.88,67.76
2016-06-22,75,88.0,,0.88,66.0
2016-06-23,78,88.0,,0.88,68.64
2016-06-24,79,88.0,,0.88,69.52
2016-06-25,85,88.0,,0.88,74.8
2016-06-26,75,88.0,,0.88,66.0
2016-06-27,100,88.0,,0.88,88.0
2016-06-28,89,88.0,,0.88,78.32000000000001
2016-06-29,74,88.0,,0.88,65.12
2016-06-30,85,88.0,,0.88,74.8
2016-07-01,56,91.0,False,0.91,50.96
2016-07-02,60,91.0,,0.91,54.6
2016-07-03,65,91.0,,0.91,59.15
2016-07-04,100,91.0,,0.91,91.0
2016-07-05,62,91.0,,0.91,56.42
2016-07-06,44,91.0,,0.91,40.04
2016-07-07,40,91.0,,0.91,36.4
2016-07-08,47,91.0,,0.91,42.77
2016-07-09,41,91.0,,0.91,37.31
2016-07-10,38,91.0,,0.91,34.58
2016-07-11,42,91.0,,0.91,38.22
2016-07-12,43,91.0,,0.91,39.13
2016-07-13,40,91.0,,0.91,36.4
2016-07-14,38,91.0,,0.91,34.58
2016-07-15,42,91.0,,0.91,38.22
2016-07-16,46,91.0,,0.91,41.86
2016-07-17,45,91.0,,0.91,40.95
2016-07-18,42,91.0,,0.91,38.22
2016-07-19,38,91.0,,0.91,34.58
2016-07-20,35,91.0,,0.91,31.85
2016-07-21,38,91.0,,0.91,34.58
2016-07-22,40,91.0,,0.91,36.4
2016-07-23,36,91.0,,0.91,32.76
2016-07-24,40,91.0,,0.91,36.4
2016-07-25,35,91.0,,0.91,31.85
2016-07-26,41,91.0,,0.91,37.31
2016-07-27,39,91.0,,0.91,35.49
2016-07-28,35,91.0,,0.91,31.85
2016-07-29,39,91.0,,0.91,35.49
2016-07-30,40,91.0,,0.91,36.4
2016-07-31,34,91.0,,0.91,30.94
2016-08-01,84,76.0,False,0.76,63.84
2016-08-02,84,76.0,,0.76,63.84
2016-08-03,79,76.0,,0.76,60.04
2016-08-04,71,76.0,,0.76,53.96
2016-08-05,82,76.0,,0.76,62.32
2016-08-06,76,76.0,,0.76,57.76
2016-08-07,76,76.0,,0.76,57.76
2016-08-08,84,76.0,,0.76,63.84
2016-08-09,84,76.0,,0.76,63.84
2016-08-10,75,76.0,,0.76,57.0
2016-08-11,84,76.0,,0.76,63.84
2016-08-12,70,76.0,,0.76,53.2
2016-08-13,75,76.0,,0.76,57.0
2016-08-14,69,76.0,,0.76,52.44
2016-08-15,75,76.0,,0.76,57.0
2016-08-16,86,76.0,,0.76,65.36
2016-08-17,86,76.0,,0.76,65.36
2016-08-18,79,76.0,,0.76,60.04
2016-08-19,67,76.0,,0.76,50.92
2016-08-20,71,76.0,,0.76,53.96
2016-08-21,72,76.0,,0.76,54.72
2016-08-22,81,76.0,,0.76,61.56
2016-08-23,80,76.0,,0.76,60.8
2016-08-24,75,76.0,,0.76,57.0
2016-08-25,87,76.0,,0.76,66.12
2016-08-26,83,76.0,,0.76,63.08
2016-08-27,80,76.0,,0.76,60.8
2016-08-28,74,76.0,,0.76,56.24
2016-08-29,87,76.0,,0.76,66.12
2016-08-30,100,76.0,,0.76,76.0
2016-08-31,82,76.0,,0.76,62.32
2016-09-01,88,86.0,False,0.86,75.67999999999999
2016-09-02,92,86.0,,0.86,79.12
2016-09-03,74,86.0,,0.86,63.64
2016-09-04,71,86.0,,0.86,61.06
2016-09-05,71,86.0,,0.86,61.06
2016-09-06,85,86.0,,0.86,73.1
2016-09-07,84,86.0,,0.86,72.24
2016-09-08,84,86.0,,0.86,72.24
2016-09-09,92,86.0,,0.86,79.12
2016-09-10,81,86.0,,0.86,69.66
2016-09-11,96,86.0,,0.86,82.56
2016-09-12,100,86.0,,0.86,86.0
2016-09-13,89,86.0,,0.86,76.53999999999999
2016-09-14,84,86.0,,0.86,72.24
2016-09-15,93,86.0,,0.86,79.98
2016-09-16,93,86.0,,0.86,79.98
2016-09-17,77,86.0,,0.86,66.22
2016-09-18,76,86.0,,0.86,65.36
2016-09-19,89,86.0,,0.86,76.53999999999999
2016-09-20,89,86.0,,0.86,76.53999999999999
2016-09-21,88,86.0,,0.86,75.67999999999999
2016-09-22,91,86.0,,0.86,78.26
2016-09-23,87,86.0,,0.86,74.82
2016-09-24,75,86.0,,0.86,64.5
2016-09-25,76,86.0,,0.86,65.36
2016-09-26,92,86.0,,0.86,79.12
2016-09-27,86,86.0,,0.86,73.96
2016-09-28,81,86.0,,0.86,69.66
2016-09-29,87,86.0,,0.86,74.82
2016-09-30,90,86.0,,0.86,77.4
2016-10-01,74,82.0,False,0.82,60.68
2016-10-02,78,82.0,,0.82,63.959999999999994
2016-10-03,95,82.0,,0.82,77.89999999999999
2016-10-04,92,82.0,,0.82,75.44
2016-10-05,97,82.0,,0.82,79.53999999999999
2016-10-06,94,82.0,,0.82,77.08
2016-10-07,85,82.0,,0.82,69.7
2016-10-08,83,82.0,,0.82,68.06
2016-10-09,75,82.0,,0.82,61.49999999999999
2016-10-10,88,82.0,,0.82,72.16
2016-10-11,88,82.0,,0.82,72.16
2016-10-12,94,82.0,,0.82,77.08
2016-10-13,97,82.0,,0.82,79.53999999999999
2016-10-14,92,82.0,,0.82,75.44
2016-10-15,94,82.0,,0.82,77.08
2016-10-16,81,82.0,,0.82,66.42
2016-10-17,92,82.0,,0.82,75.44
2016-10-18,97,82.0,,0.82,79.53999999999999
2016-10-19,95,82.0,,0.82,77.89999999999999
2016-10-20,93,82.0,,0.82,76.25999999999999
2016-10-21,92,82.0,,0.82,75.44
2016-10-22,74,82.0,,0.82,60.68
2016-10-23,79,82.0,,0.82,64.78
2016-10-24,95,82.0,,0.82,77.89999999999999
2016-10-25,97,82.0,,0.82,79.53999999999999
2016-10-26,93,82.0,,0.82,76.25999999999999
2016-10-27,100,82.0,,0.82,82.0
2016-10-28,93,82.0,,0.82,76.25999999999999
2016-10-29,76,82.0,,0.82,62.31999999999999
2016-10-30,71,82.0,,0.82,58.22
2016-10-31,96,82.0,,0.82,78.72
2016-11-01,31,97.0,False,0.97,30.07
2016-11-02,27,97.0,,0.97,26.189999999999998
2016-11-03,27,97.0,,0.97,26.189999999999998
2016-11-04,27,97.0,,0.97,26.189999999999998
2016-11-05,24,97.0,,0.97,23.28
2016-11-06,26,97.0,,0.97,25.22
2016-11-07,29,97.0,,0.97,28.13
2016-11-08,28,97.0,,0.97,27.16
2016-11-09,27,97.0,,0.97,26.189999999999998
2016-11-10,34,97.0,,0.97,32.98
2016-11-11,32,97.0,,0.97,31.04
2016-11-12,32,97.0,,0.97,31.04
2016-11-13,25,97.0,,0.97,24.25
2016-11-14,30,97.0,,0.97,29.099999999999998
2016-11-15,31,97.0,,0.97,30.07
2016-11-16,32,97.0,,0.97,31.04
2016-11-17,34,97.0,,0.97,32.98
2016-11-18,30,97.0,,0.97,29.099999999999998
2016-11-19,23,97.0,,0.97,22.31
2016-11-20,22,97.0,,0.97,21.34
2016-11-21,29,97.0,,0.97,28.13
2016-11-22,54,97.0,,0.97,52.379999999999995
2016-11-23,100,97.0,,0.97,97.0
2016-11-24,42,97.0,,0.97,40.74
2016-11-25,31,97.0,,0.97,30.07
2016-11-26,26,97.0,,0.97,25.22
2016-11-27,26,97.0,,0.97,25.22
2016-11-28,31,97.0,,0.97,30.07
2016-11-29,32,97.0,,0.97,31.04
2016-11-30,33,97.0,,0.97,32.01
2016-12-01,76,80.0,False,0.8,60.800000000000004
2016-12-02,76,80.0,,0.8,60.800000000000004
2016-12-03,60,80.0,,0.8,48.0
2016-12-04,64,80.0,,0.8,51.2
2016-12-05,77,80.0,,0.8,61.6
2016-12-06,78,80.0,,0.8,62.400000000000006
2016-12-07,80,80.0,,0.8,64.0
2016-12-08,71,80.0,,0.8,56.800000000000004
2016-12-09,67,80.0,,0.8,53.6
2016-12-10,58,80.0,,0.8,46.400000000000006
2016-12-11,55,80.0,,0.8,44.0
2016-12-12,71,80.0,,0.8,56.800000000000004
2016-12-13,84,80.0,,0.8,67.2
2016-12-14,75,80.0,,0.8,60.0
2016-12-15,70,80.0,,0.8,56.0
2016-12-16,67,80.0,,0.8,53.6
2016-12-17,57,80.0,,0.8,45.6
2016-12-18,51,80.0,,0.8,40.800000000000004
2016-12-19,65,80.0,,0.8,52.0
2016-12-20,63,80.0,,0.8,50.400000000000006
2016-12-21,65,80.0,,0.8,52.0
2016-12-22,62,80.0,,0.8,49.6
2016-12-23,64,80.0,,0.8,51.2
2016-12-24,55,80.0,,0.8,44.0
2016-12-25,49,80.0,,0.8,39.2
2016-12-26,100,80.0,,0.8,80.0
2016-12-27,71,80.0,,0.8,56.800000000000004
2016-12-28,65,80.0,,0.8,52.0
2016-12-29,67,80.0,,0.8,53.6
2016-12-30,64,80.0,,0.8,51.2
2016-12-31,55,80.0,,0.8,44.0
2017-01-01,26,99.0,False,0.99,25.74
2017-01-02,29,99.0,,0.99,28.71
2017-01-03,31,99.0,,0.99,30.69
2017-01-04,34,99.0,,0.99,33.66
2017-01-05,31,99.0,,0.99,30.69
2017-01-06,34,99.0,,0.99,33.66
2017-01-07,28,99.0,,0.99,27.72
2017-01-08,26,99.0,,0.99,25.74
2017-01-09,32,99.0,,0.99,31.68
2017-01-10,34,99.0,,0.99,33.66
2017-01-11,37,99.0,,0.99,36.63
2017-01-12,71,99.0,,0.99,70.29
2017-01-13,100,99.0,,0.99,99.0
2017-01-14,48,99.0,,0.99,47.519999999999996
2017-01-15,36,99.0,,0.99,35.64
2017-01-16,37,99.0,,0.99,36.63
2017-01-17,38,99.0,,0.99,37.62
2017-01-18,41,99.0,,0.99,40.589999999999996
2017-01-19,42,99.0,,0.99,41.58
2017-01-20,41,99.0,,0.99,40.589999999999996
2017-01-21,46,99.0,,0.99,45.54
2017-01-22,33,99.0,,0.99,32.67
2017-01-23,42,99.0,,0.99,41.58
2017-01-24,40,99.0,,0.99,39.6
2017-01-25,41,99.0,,0.99,40.589999999999996
2017-01-26,38,99.0,,0.99,37.62
2017-01-27,38,99.0,,0.99,37.62
2017-01-28,35,99.0,,0.99,34.65
2017-01-29,34,99.0,,0.99,33.66
2017-01-30,40,99.0,,0.99,39.6
2017-01-31,39,99.0,,0.99,38.61
2017-02-01,86,91.0,False,0.91,78.26
2017-02-02,100,91.0,,0.91,91.0
2017-02-03,90,91.0,,0.91,81.9
2017-02-04,72,91.0,,0.91,65.52
2017-02-05,64,91.0,,0.91,58.24
2017-02-06,73,91.0,,0.91,66.43
2017-02-07,82,91.0,,0.91,74.62
2017-02-08,81,91.0,,0.91,73.71000000000001
2017-02-09,82,91.0,,0.91,74.62
2017-02-10,98,91.0,,0.91,89.18
2017-02-11,67,91.0,,0.91,60.97
2017-02-12,71,91.0,,0.91,64.61
2017-02-13,79,91.0,,0.91,71.89
2017-02-14,85,91.0,,0.91,77.35000000000001
2017-02-15,82,91.0,,0.91,74.62
2017-02-16,84,91.0,,0.91,76.44
2017-02-17,85,91.0,,0.91,77.35000000000001
2017-02-18,74,91.0,,0.91,67.34
2017-02-19,68,91.0,,0.91,61.88
2017-02-20,76,91.0,,0.91,69.16
2017-02-21,81,91.0,,0.91,73.71000000000001
2017-02-22,82,91.0,,0.91,74.62
2017-02-23,86,91.0,,0.91,78.26
2017-02-24,88,91.0,,0.91,80.08
2017-02-25,75,91.0,,0.91,68.25
2017-02-26,65,91.0,,0.91,59.15
2017-02-27,77,91.0,,0.91,70.07000000000001
2017-02-28,83,91.0,,0.91,75.53
2017-03-01,64,97.0,False,0.97,62.08
2017-03-02,66,97.0,,0.97,64.02
2017-03-03,60,97.0,,0.97,58.199999999999996
2017-03-04,48,97.0,,0.97,46.56
2017-03-05,47,97.0,,0.97,45.589999999999996
2017-03-06,62,97.0,,0.97,60.14
2017-03-07,67,97.0,,0.97,64.99
2017-03-08,61,97.0,,0.97,59.17
2017-03-09,60,97.0,,0.97,58.199999999999996
2017-03-10,59,97.0,,0.97,57.23
2017-03-11,48,97.0,,0.97,46.56
2017-03-12,49,97.0,,0.97,47.53
2017-03-13,55,97.0,,0.97,53.35
2017-03-14,59,97.0,,0.97,57.23
2017-03-15,63,97.0,,0.97,61.11
2017-03-16,59,97.0,,0.97,57.23
2017-03-17,56,97.0,,0.97,54.32
2017-03-18,45,97.0,,0.97,43.65
2017-03-19,47,97.0,,0.97,45.589999999999996
2017-03-20,56,97.0,,0.97,54.32
2017-03-21,69,97.0,,0.97,66.92999999999999
2017-03-22,65,97.0,,0.97,63.05
2017-03-23,82,97.0,,0.97,79.53999999999999
2017-03-24,100,97.0,,0.97,97.0
2017-03-25,88,97.0,,0.97,85.36
2017-03-26,83,97.0,,0.97,80.50999999999999
2017-03-27,89,97.0,,0.97,86.33
2017-03-28,68,97.0,,0.97,65.96
2017-03-29,63,97.0,,0.97,61.11
2017-03-30,85,97.0,,0.97,82.45
2017-03-31,71,97.0,,0.97,68.87
2017-04-01,85,86.0,False,0.86,73.1
2017-04-02,78,86.0,,0.86,67.08
2017-04-03,89,86.0,,0.86,76.53999999999999
2017-04-04,91,86.0,,0.86,78.26
2017-04-05,91,86.0,,0.86,78.26
2017-04-06,88,86.0,,0.86,75.67999999999999
2017-04-07,96,86.0,,0.86,82.56
2017-04-08,76,86.0,,0.86,65.36
2017-04-09,74,86.0,,0.86,63.64
2017-04-10,91,86.0,,0.86,78.26
2017-04-11,92,86.0,,0.86,79.12
2017-04-12,81,86.0,,0.86,69.66
2017-04-13,93,86.0,,0.86,79.98
2017-04-14,83,86.0,,0.86,71.38
2017-04-15,74,86.0,,0.86,63.64
2017-04-16,75,86.0,,0.86,64.5
2017-04-17,88,86.0,,0.86,75.67999999999999
2017-04-18,92,86.0,,0.86,79.12
2017-04-19,89,86.0,,0.86,76.53999999999999
2017-04-20,89,86.0,,0.86,76.53999999999999
2017-04-21,86,86.0,,0.86,73.96
2017-04-22,78,86.0,,0.86,67.08
2017-04-23,77,86.0,,0.86,66.22
2017-04-24,91,86.0,,0.86,78.26
2017-04-25,89,86.0,,0.86,76.53999999999999
2017-04-26,91,86.0,,0.86,78.26
2017-04-27,100,86.0,,0.86,86.0
2017-04-28,91,86.0,,0.86,78.26
2017-04-29,78,86.0,,0.86,67.08
2017-04-30,81,86.0,,0.86,69.66
2017-05-01,84,86.0,False,0.86,72.24
2017-05-02,84,86.0,,0.86,72.24
2017-05-03,84,86.0,,0.86,72.24
2017-05-04,100,86.0,,0.86,86.0
2017-05-05,80,86.0,,0.86,68.8
2017-05-06,68,86.0,,0.86,58.48
2017-05-07,65,86.0,,0.86,55.9
2017-05-08,83,86.0,,0.86,71.38
2017-05-09,77,86.0,,0.86,66.22
2017-05-10,83,86.0,,0.86,71.38
2017-05-11,78,86.0,,0.86,67.08
2017-05-12,77,86.0,,0.86,66.22
2017-05-13,60,86.0,,0.86,51.6
2017-05-14,52,86.0,,0.86,44.72
2017-05-15,77,86.0,,0.86,66.22
2017-05-16,75,86.0,,0.86,64.5
2017-05-17,79,86.0,,0.86,67.94
2017-05-18,70,86.0,,0.86,60.199999999999996
2017-05-19,75,86.0,,0.86,64.5
2017-05-20,56,86.0,,0.86,48.16
2017-05-21,62,86.0,,0.86,53.32
2017-05-22,78,86.0,,0.86,67.08
2017-05-23,78,86.0,,0.86,67.08
2017-05-24,69,86.0,,0.86,59.339999999999996
2017-05-25,63,86.0,,0.86,54.18
2017-05-26,73,86.0,,0.86,62.78
2017-05-27,70,86.0,,0.86,60.199999999999996
2017-05-28,66,86.0,,0.86,56.76
2017-05-29,77,86.0,,0.86,66.22
2017-05-30,71,86.0,,0.86,61.06
2017-05-31,62,86.0,,0.86,53.32
2017-06-01,81,79.0,False,0.79,63.99
2017-06-02,89,79.0,,0.79,70.31
2017-06-03,85,79.0,,0.79,67.15
2017-06-04,74,79.0,,0.79,58.46
2017-06-05,87,79.0,,0.79,68.73
2017-06-06,86,79.0,,0.79,67.94
2017-06-07,81,79.0,,0.79,63.99
