date,freedom_unscaled,freedom_monthly,isPartial,scale,freedom
2014-02-04,86,86.0,,0.86,73.96
2014-02-05,85,86.0,,0.86,73.1
2014-02-06,92,86.0,,0.86,79.12
2014-02-07,87,86.0,,0.86,74.82
2014-02-08,67,86.0,,0.86,57.62
2014-02-09,67,86.0,,0.86,57.62
2014-02-10,86,86.0,,0.86,73.96
2014-02-11,88,86.0,,0.86,75.67999999999999
2014-02-12,86,86.0,,0.86,73.96
2014-02-13,86,86.0,,0.86,73.96
2014-02-14,80,86.0,,0.86,68.8
2014-02-15,74,86.0,,0.86,63.64
2014-02-16,68,86.0,,0.86,58.48
2014-02-17,83,86.0,,0.86,71.38
2014-02-18,79,86.0,,0.86,67.94
2014-02-19,88,86.0,,0.86,75.67999999999999
2014-02-20,92,86.0,,0.86,79.12
2014-02-21,86,86.0,,0.86,73.96
2014-02-22,74,86.0,,0.86,63.64
2014-02-23,75,86.0,,0.86,64.5
2014-02-24,90,86.0,,0.86,77.4
2014-02-25,98,86.0,,0.86,84.28
2014-02-26,92,86.0,,0.86,79.12
2014-02-27,100,86.0,,0.86,86.0
2014-02-28,87,86.0,,0.86,74.82
2014-03-01,62,82.0,False,0.82,50.839999999999996
2014-03-02,67,82.0,,0.82,54.94
2014-03-03,82,82.0,,0.82,67.24
2014-03-04,86,82.0,,0.82,70.52
2014-03-05,79,82.0,,0.82,64.78
2014-03-06,83,82.0,,0.82,68.06
2014-03-07,79,82.0,,0.82,64.78
2014-03-08,65,82.0,,0.82,53.3
2014-03-09,69,82.0,,0.82,56.58
2014-03-10,78,82.0,,0.82,63.959999999999994
2014-03-11,75,82.0,,0.82,61.49999999999999
2014-03-12,75,82.0,,0.82,61.49999999999999
2014-03-13,76,82.0,,0.82,62.31999999999999
2014-03-14,77,82.0,,0.82,63.13999999999999
2014-03-15,62,82.0,,0.82,50.839999999999996
2014-03-16,63,82.0,,0.82,51.66
2014-03-17,81,82.0,,0.82,66.42
2014-03-18,84,82.0,,0.82,68.88
2014-03-19,82,82.0,,0.82,67.24
2014-03-20,77,82.0,,0.82,63.13999999999999
2014-03-21,74,82.0,,0.82,60.68
2014-03-22,67,82.0,,0.82,54.94
2014-03-23,71,82.0,,0.82,58.22
2014-03-24,76,82.0,,0.82,62.31999999999999
2014-03-25,100,82.0,,0.82,82.0
2014-03-26,94,82.0,,0.82,77.08
2014-03-27,89,82.0,,0.82,72.97999999999999
2014-03-28,77,82.0,,0.82,63.13999999999999
2014-03-29,60,82.0,,0.82,49.199999999999996
2014-03-30,64,82.0,,0.82,52.48
2014-03-31,82,82.0,,0.82,67.24
2014-04-01,97,84.0,False,0.84,81.48
2014-04-02,95,84.0,,0.84,79.8
2014-04-03,89,84.0,,0.84,74.75999999999999
2014-04-04,91,84.0,,0.84,76.44
2014-04-05,74,84.0,,0.84,62.16
2014-04-06,85,84.0,,0.84,71.39999999999999
2014-04-07,88,84.0,,0.84,73.92
2014-04-08,96,84.0,,0.84,80.64
2014-04-09,93,84.0,,0.84,78.11999999999999
2014-04-10,100,84.0,,0.84,84.0
2014-04-11,95,84.0,,0.84,79.8
2014-04-12,79,84.0,,0.84,66.36
2014-04-13,86,84.0,,0.84,72.24
2014-04-14,94,84.0,,0.84,78.96
2014-04-15,93,84.0,,0.84,78.11999999999999
2014-04-16,89,84.0,,0.84,74.75999999999999
2014-04-17,92,84.0,,0.84,77.28
2014-04-18,87,84.0,,0.84,73.08
2014-04-19,75,84.0,,0.84,63.0
2014-04-20,80,84.0,,0.84,67.2
2014-04-21,100,84.0,,0.84,84.0
2014-04-22,89,84.0,,0.84,74.75999999999999
2014-04-23,91,84.0,,0.84,76.44
2014-04-24,91,84.0,,0.84,76.44
2014-04-25,88,84.0,,0.84,73.92
2014-04-26,71,84.0,,0.84,59.64
2014-04-27,78,84.0,,0.84,65.52
2014-04-28,99,84.0,,0.84,83.16
2014-04-29,99,84.0,,0.84,83.16
2014-04-30,99,84.0,,0.84,83.16
2014-05-01,100,85.0,False,0.85,85.0
2014-05-02,84,85.0,,0.85,71.39999999999999
2014-05-03,72,85.0,,0.85,61.199999999999996
2014-05-04,80,85.0,,0.85,68.0
2014-05-05,97,85.0,,0.85,82.45
2014-05-06,95,85.0,,0.85,80.75
2014-05-07,89,85.0,,0.85,75.64999999999999
2014-05-08,90,85.0,,0.85,76.5
2014-05-09,82,85.0,,0.85,69.7
2014-05-10,68,85.0,,0.85,57.8
2014-05-11,67,85.0,,0.85,56.949999999999996
2014-05-12,88,85.0,,0.85,74.8
2014-05-13,86,85.0,,0.85,73.1
2014-05-14,96,85.0,,0.85,81.6
2014-05-15,93,85.0,,0.85,79.05
2014-05-16,84,85.0,,0.85,71.39999999999999
2014-05-17,69,85.0,,0.85,58.65
2014-05-18,82,85.0,,0.85,69.7
2014-05-19,94,85.0,,0.85,79.89999999999999
2014-05-20,97,85.0,,0.85,82.45
2014-05-21,99,85.0,,0.85,84.14999999999999
2014-05-22,91,85.0,,0.85,77.35
2014-05-23,98,85.0,,0.85,83.3
2014-05-24,75,85.0,,0.85,63.75
2014-05-25,79,85.0,,0.85,67.14999999999999
2014-05-26,94,85.0,,0.85,79.89999999999999
2014-05-27,80,85.0,,0.85,68.0
2014-05-28,88,85.0,,0.85,74.8
2014-05-29,84,85.0,,0.85,71.39999999999999
2014-05-30,85,85.0,,0.85,72.25
2014-05-31,67,85.0,,0.85,56.949999999999996
2014-06-01,69,83.0,False,0.83,57.269999999999996
2014-06-02,78,83.0,,0.83,64.74
2014-06-03,86,83.0,,0.83,71.38
2014-06-04,80,83.0,,0.83,66.39999999999999
2014-06-05,73,83.0,,0.83,60.589999999999996
2014-06-06,72,83.0,,0.83,59.76
2014-06-07,67,83.0,,0.83,55.61
2014-06-08,74,83.0,,0.83,61.419999999999995
2014-06-09,79,83.0,,0.83,65.57
2014-06-10,72,83.0,,0.83,59.76
2014-06-11,68,83.0,,0.83,56.44
2014-06-12,68,83.0,,0.83,56.44
2014-06-13,69,83.0,,0.83,57.269999999999996
2014-06-14,73,83.0,,0.83,60.589999999999996
2014-06-15,62,83.0,,0.83,51.46
2014-06-16,75,83.0,,0.83,62.25
2014-06-17,67,83.0,,0.83,55.61
2014-06-18,83,83.0,,0.83,68.89
2014-06-19,71,83.0,,0.83,58.93
2014-06-20,75,83.0,,0.83,62.25
2014-06-21,81,83.0,,0.83,67.22999999999999
2014-06-22,77,83.0,,0.83,63.91
2014-06-23,84,83.0,,0.83,69.72
2014-06-24,68,83.0,,0.83,56.44
2014-06-25,88,83.0,,0.83,73.03999999999999
2014-06-26,86,83.0,,0.83,71.38
2014-06-27,89,83.0,,0.83,73.86999999999999
2014-06-28,93,83.0,,0.83,77.19
2014-06-29,93,83.0,,0.83,77.19
2014-06-30,100,83.0,,0.83,83.0
2014-07-01,49,84.0,False,0.84,41.16
2014-07-02,52,84.0,,0.84,43.68
2014-07-03,53,84.0,,0.84,44.519999999999996
2014-07-04,100,84.0,,0.84,84.0
2014-07-05,60,84.0,,0.84,50.4
2014-07-06,42,84.0,,0.84,35.28
2014-07-07,38,84.0,,0.84,31.919999999999998
2014-07-08,36,84.0,,0.84,30.24
2014-07-09,33,84.0,,0.84,27.72
2014-07-10,35,84.0,,0.84,29.4
2014-07-11,35,84.0,,0.84,29.4
2014-07-12,35,84.0,,0.84,29.4
2014-07-13,33,84.0,,0.84,27.72
2014-07-14,34,84.0,,0.84,28.56
2014-07-15,33,84.0,,0.84,27.72
2014-07-16,36,84.0,,0.84,30.24
2014-07-17,34,84.0,,0.84,28.56
2014-07-18,30,84.0,,0.84,25.2
2014-07-19,30,84.0,,0.84,25.2
2014-07-20,33,84.0,,0.84,27.72
2014-07-21,34,84.0,,0.84,28.56
2014-07-22,34,84.0,,0.84,28.56
2014-07-23,36,84.0,,0.84,30.24
2014-07-24,30,84.0,,0.84,25.2
2014-07-25,31,84.0,,0.84,26.04
2014-07-26,34,84.0,,0.84,28.56
2014-07-27,32,84.0,,0.84,26.88
2014-07-28,35,84.0,,0.84,29.4
2014-07-29,33,84.0,,0.84,27.72
2014-07-30,32,84.0,,0.84,26.88
2014-07-31,33,84.0,,0.84,27.72
2014-08-01,100,73.0,False,0.73,73.0
2014-08-02,85,73.0,,0.73,62.05
2014-08-03,84,73.0,,0.73,61.32
2014-08-04,91,73.0,,0.73,66.42999999999999
2014-08-05,90,73.0,,0.73,65.7
2014-08-06,89,73.0,,0.73,64.97
2014-08-07,95,73.0,,0.73,69.35
2014-08-08,85,73.0,,0.73,62.05
2014-08-09,82,73.0,,0.73,59.86
2014-08-10,79,73.0,,0.73,57.67
2014-08-11,85,73.0,,0.73,62.05
2014-08-12,83,73.0,,0.73,60.589999999999996
2014-08-13,89,73.0,,0.73,64.97
2014-08-14,97,73.0,,0.73,70.81
2014-08-15,94,73.0,,0.73,68.62
2014-08-16,88,73.0,,0.73,64.24
2014-08-17,77,73.0,,0.73,56.21
2014-08-18,93,73.0,,0.73,67.89
2014-08-19,79,73.0,,0.73,57.67
2014-08-20,83,73.0,,0.73,60.589999999999996
2014-08-21,82,73.0,,0.73,59.86
2014-08-22,85,73.0,,0.73,62.05
2014-08-23,86,73.0,,0.73,62.78
2014-08-24,86,73.0,,0.73,62.78
2014-08-25,87,73.0,,0.73,63.51
2014-08-26,97,73.0,,0.73,70.81
2014-08-27,87,73.0,,0.73,63.51
2014-08-28,96,73.0,,0.73,70.08
2014-08-29,90,73.0,,0.73,65.7
2014-08-30,90,73.0,,0.73,65.7
2014-08-31,80,73.0,,0.73,58.4
2014-09-01,52,82.0,False,0.82,42.64
2014-09-02,61,82.0,,0.82,50.019999999999996
2014-09-03,66,82.0,,0.82,54.12
2014-09-04,64,82.0,,0.82,52.48
2014-09-05,61,82.0,,0.82,50.019999999999996
2014-09-06,56,82.0,,0.82,45.919999999999995
2014-09-07,58,82.0,,0.82,47.559999999999995
2014-09-08,65,82.0,,0.82,53.3
2014-09-09,66,82.0,,0.82,54.12
2014-09-10,66,82.0,,0.82,54.12
2014-09-11,100,82.0,,0.82,82.0
2014-09-12,72,82.0,,0.82,59.04
2014-09-13,61,82.0,,0.82,50.019999999999996
2014-09-14,57,82.0,,0.82,46.739999999999995
2014-09-15,71,82.0,,0.82,58.22
2014-09-16,63,82.0,,0.82,51.66
2014-09-17,73,82.0,,0.82,59.86
2014-09-18,71,82.0,,0.82,58.22
2014-09-19,67,82.0,,0.82,54.94
2014-09-20,55,82.0,,0.82,45.099999999999994
2014-09-21,63,82.0,,0.82,51.66
2014-09-22,64,82.0,,0.82,52.48
2014-09-23,64,82.0,,0.82,52.48
2014-09-24,63,82.0,,0.82,51.66
2014-09-25,63,82.0,,0.82,51.66
2014-09-26,61,82.0,,0.82,50.019999999999996
2014-09-27,54,82.0,,0.82,44.279999999999994
2014-09-28,60,82.0,,0.82,49.199999999999996
2014-09-29,73,82.0,,0.82,59.86
2014-09-30,68,82.0,,0.82,55.76
2014-10-01,90,80.0,False,0.8,72.0
2014-10-02,83,80.0,,0.8,66.4
2014-10-03,84,80.0,,0.8,67.2
2014-10-04,69,80.0,,0.8,55.2
2014-10-05,64,80.0,,0.8,51.2
2014-10-06,84,80.0,,0.8,67.2
2014-10-07,81,80.0,,0.8,64.8
2014-10-08,90,80.0,,0.8,72.0
2014-10-09,92,80.0,,0.8,73.60000000000001
2014-10-10,80,80.0,,0.8,64.0
2014-10-11,63,80.0,,0.8,50.400000000000006
2014-10-12,66,80.0,,0.8,52.800000000000004
2014-10-13,85,80.0,,0.8,68.0
2014-10-14,89,80.0,,0.8,71.2
2014-10-15,85,80.0,,0.8,68.0
2014-10-16,89,80.0,,0.8,71.2
2014-10-17,78,80.0,,0.8,62.400000000000006
2014-10-18,73,80.0,,0.8,58.400000000000006
2014-10-19,74,80.0,,0.8,59.2
2014-10-20,82,80.0,,0.8,65.60000000000001
2014-10-21,94,80.0,,0.8,75.2
2014-10-22,84,80.0,,0.8,67.2
2014-10-23,83,80.0,,0.8,66.4
2014-10-24,83,80.0,,0.8,66.4
2014-10-25,63,80.0,,0.8,50.400000000000006
2014-10-26,72,80.0,,0.8,57.6
2014-10-27,83,80.0,,0.8,66.4
2014-10-28,100,80.0,,0.8,80.0
2014-10-29,86,80.0,,0.8,68.8
2014-10-30,84,80.0,,0.8,67.2
2014-10-31,78,80.0,,0.8,62.400000000000006
2014-11-01,65,81.0,False,0.81,52.650000000000006
2014-11-02,80,81.0,,0.81,64.80000000000001
2014-11-03,96,81.0,,0.81,77.76
2014-11-04,93,81.0,,0.81,75.33
2014-11-05,87,81.0,,0.81,70.47
2014-11-06,85,81.0,,0.81,68.85000000000001
2014-11-07,85,81.0,,0.81,68.85000000000001
2014-11-08,72,81.0,,0.81,58.32000000000001
2014-11-09,73,81.0,,0.81,59.13
2014-11-10,91,81.0,,0.81,73.71000000000001
2014-11-11,97,81.0,,0.81,78.57000000000001
2014-11-12,100,81.0,,0.81,81.0
2014-11-13,97,81.0,,0.81,78.57000000000001
2014-11-14,86,81.0,,0.81,69.66000000000001
2014-11-15,66,81.0,,0.81,53.46
2014-11-16,68,81.0,,0.81,55.080000000000005
2014-11-17,84,81.0,,0.81,68.04
2014-11-18,92,81.0,,0.81,74.52000000000001
2014-11-19,86,81.0,,0.81,69.66000000000001
2014-11-20,80,81.0,,0.81,64.80000000000001
2014-11-21,82,81.0,,0.81,66.42
2014-11-22,68,81.0,,0.81,55.080000000000005
2014-11-23,63,81.0,,0.81,51.03
2014-11-24,80,81.0,,0.81,64.80000000000001
2014-11-25,86,81.0,,0.81,69.66000000000001
2014-11-26,74,81.0,,0.81,59.940000000000005
2014-11-27,57,81.0,,0.81,46.17
2014-11-28,62,81.0,,0.81,50.220000000000006
2014-11-29,68,81.0,,0.81,55.080000000000005
2014-11-30,72,81.0,,0.81,58.32000000000001
2014-12-01,91,76.0,False,0.76,69.16
2014-12-02,87,76.0,,0.76,66.12
2014-12-03,88,76.0,,0.76,66.88
2014-12-04,91,76.0,,0.76,69.16
2014-12-05,85,76.0,,0.76,64.6
2014-12-06,63,76.0,,0.76,47.88
2014-12-07,74,76.0,,0.76,56.24
2014-12-08,93,76.0,,0.76,70.68
2014-12-09,100,76.0,,0.76,76.0
2014-12-10,95,76.0,,0.76,72.2
2014-12-11,89,76.0,,0.76,67.64
2014-12-12,94,76.0,,0.76,71.44
2014-12-13,73,76.0,,0.76,55.480000000000004
2014-12-14,67,76.0,,0.76,50.92
2014-12-15,85,76.0,,0.76,64.6
2014-12-16,88,76.0,,0.76,66.88
2014-12-17,85,76.0,,0.76,64.6
2014-12-18,83,76.0,,0.76,63.08
2014-12-19,76,76.0,,0.76,57.76
2014-12-20,67,76.0,,0.76,50.92
2014-12-21,60,76.0,,0.76,45.6
2014-12-22,69,76.0,,0.76,52.44
2014-12-23,66,76.0,,0.76,50.160000000000004
2014-12-24,57,76.0,,0.76,43.32
2014-12-25,50,76.0,,0.76,38.0
2014-12-26,64,76.0,,0.76,48.64
2014-12-27,59,76.0,,0.76,44.84
2014-12-28,63,76.0,,0.76,47.88
2014-12-29,65,76.0,,0.76,49.4
2014-12-30,77,76.0,,0.76,58.52
2014-12-31,68,76.0,,0.76,51.68
2015-01-01,71,81.0,False,0.81,57.510000000000005
2015-01-02,68,81.0,,0.81,55.080000000000005
2015-01-03,73,81.0,,0.81,59.13
2015-01-04,63,81.0,,0.81,51.03
2015-01-05,75,81.0,,0.81,60.75000000000001
2015-01-06,91,81.0,,0.81,73.71000000000001
2015-01-07,82,81.0,,0.81,66.42
2015-01-08,98,81.0,,0.81,79.38000000000001
2015-01-09,100,81.0,,0.81,81.0
2015-01-10,63,81.0,,0.81,51.03
2015-01-11,65,81.0,,0.81,52.650000000000006
2015-01-12,96,81.0,,0.81,77.76
2015-01-13,89,81.0,,0.81,72.09
2015-01-14,95,81.0,,0.81,76.95
2015-01-15,95,81.0,,0.81,76.95
2015-01-16,98,81.0,,0.81,79.38000000000001
2015-01-17,69,81.0,,0.81,55.89
2015-01-18,71,81.0,,0.81,57.510000000000005
2015-01-19,79,81.0,,0.81,63.99
2015-01-20,92,81.0,,0.81,74.52000000000001
2015-01-21,96,81.0,,0.81,77.76
2015-01-22,95,81.0,,0.81,76.95
2015-01-23,92,81.0,,0.81,74.52000000000001
2015-01-24,79,81.0,,0.81,63.99
2015-01-25,82,81.0,,0.81,66.42
2015-01-26,78,81.0,,0.81,63.18000000000001
2015-01-27,89,81.0,,0.81,72.09
2015-01-28,93,81.0,,0.81,75.33
2015-01-29,97,81.0,,0.81,78.57000000000001
2015-01-30,90,81.0,,0.81,72.9
2015-01-31,68,81.0,,0.81,55.080000000000005
2015-02-01,74,81.0,False,0.81,59.940000000000005
2015-02-02,75,81.0,,0.81,60.75000000000001
2015-02-03,90,81.0,,0.81,72.9
2015-02-04,96,81.0,,0.81,77.76
2015-02-05,97,81.0,,0.81,78.57000000000001
2015-02-06,91,81.0,,0.81,73.71000000000001
2015-02-07,69,81.0,,0.81,55.89
2015-02-08,75,81.0,,0.81,60.75000000000001
2015-02-09,93,81.0,,0.81,75.33
2015-02-10,100,81.0,,0.81,81.0
2015-02-11,93,81.0,,0.81,75.33
2015-02-12,98,81.0,,0.81,79.38000000000001
2015-02-13,96,81.0,,0.81,77.76
2015-02-14,67,81.0,,0.81,54.27
2015-02-15,71,81.0,,0.81,57.510000000000005
2015-02-16,82,81.0,,0.81,66.42
2015-02-17,79,81.0,,0.81,63.99
2015-02-18,80,81.0,,0.81,64.80000000000001
2015-02-19,94,81.0,,0.81,76.14
2015-02-20,86,81.0,,0.81,69.66000000000001
2015-02-21,73,81.0,,0.81,59.13
2015-02-22,75,81.0,,0.81,60.75000000000001
2015-02-23,82,81.0,,0.81,66.42
2015-02-24,92,81.0,,0.81,74.52000000000001
2015-02-25,98,81.0,,0.81,79.38000000000001
2015-02-26,93,81.0,,0.81,75.33
2015-02-27,87,81.0,,0.81,70.47
2015-02-28,73,81.0,,0.81,59.13
2015-03-01,37,96.0,False,0.96,35.519999999999996
2015-03-02,44,96.0,,0.96,42.239999999999995
2015-03-03,42,96.0,,0.96,40.32
2015-03-04,41,96.0,,0.96,39.36
2015-03-05,41,96.0,,0.96,39.36
2015-03-06,46,96.0,,0.96,44.16
2015-03-07,31,96.0,,0.96,29.759999999999998
2015-03-08,34,96.0,,0.96,32.64
2015-03-09,44,96.0,,0.96,42.239999999999995
2015-03-10,45,96.0,,0.96,43.199999999999996
2015-03-11,42,96.0,,0.96,40.32
2015-03-12,39,96.0,,0.96,37.44
2015-03-13,45,96.0,,0.96,43.199999999999996
2015-03-14,32,96.0,,0.96,30.72
2015-03-15,38,96.0,,0.96,36.48
2015-03-16,43,96.0,,0.96,41.28
2015-03-17,42,96.0,,0.96,40.32
2015-03-18,39,96.0,,0.96,37.44
2015-03-19,44,96.0,,0.96,42.239999999999995
2015-03-20,44,96.0,,0.96,42.239999999999995
2015-03-21,34,96.0,,0.96,32.64
2015-03-22,43,96.0,,0.96,41.28
2015-03-23,47,96.0,,0.96,45.12
2015-03-24,47,96.0,,0.96,45.12
2015-03-25,54,96.0,,0.96,51.839999999999996
2015-03-26,61,96.0,,0.96,58.559999999999995
2015-03-27,80,96.0,,0.96,76.8
2015-03-28,58,96.0,,0.96,55.68
2015-03-29,64,96.0,,0.96,61.44
2015-03-30,76,96.0,,0.96,72.96
2015-03-31,100,96.0,,0.96,96.0
2015-04-01,100,98.0,False,0.98,98.0
2015-04-02,81,98.0,,0.98,79.38
2015-04-03,64,98.0,,0.98,62.72
2015-04-04,48,98.0,,0.98,47.04
2015-04-05,45,98.0,,0.98,44.1
2015-04-06,56,98.0,,0.98,54.879999999999995
2015-04-07,51,98.0,,0.98,49.98
2015-04-08,48,98.0,,0.98,47.04
2015-04-09,50,98.0,,0.98,49.0
2015-04-10,47,98.0,,0.98,46.06
2015-04-11,41,98.0,,0.98,40.18
2015-04-12,37,98.0,,0.98,36.26
2015-04-13,52,98.0,,0.98,50.96
2015-04-14,56,98.0,,0.98,54.879999999999995
2015-04-15,56,98.0,,0.98,54.879999999999995
2015-04-16,51,98.0,,0.98,49.98
2015-04-17,45,98.0,,0.98,44.1
2015-04-18,44,98.0,,0.98,43.12
2015-04-19,43,98.0,,0.98,42.14
2015-04-20,51,98.0,,0.98,49.98
2015-04-21,53,98.0,,0.98,51.94
2015-04-22,53,98.0,,0.98,51.94
2015-04-23,56,98.0,,0.98,54.879999999999995
2015-04-24,44,98.0,,0.98,43.12
2015-04-25,42,98.0,,0.98,41.16
2015-04-26,42,98.0,,0.98,41.16
2015-04-27,54,98.0,,0.98,52.92
2015-04-28,56,98.0,,0.98,54.879999999999995
2015-04-29,56,98.0,,0.98,54.879999999999995
2015-04-30,53,98.0,,0.98,51.94
2015-05-01,86,87.0,False,0.87,74.82
2015-05-02,62,87.0,,0.87,53.94
2015-05-03,63,87.0,,0.87,54.81
2015-05-04,100,87.0,,0.87,87.0
2015-05-05,94,87.0,,0.87,81.78
2015-05-06,82,87.0,,0.87,71.34
2015-05-07,85,87.0,,0.87,73.95
2015-05-08,80,87.0,,0.87,69.6
2015-05-09,74,87.0,,0.87,64.38
2015-05-10,64,87.0,,0.87,55.68
2015-05-11,86,87.0,,0.87,74.82
2015-05-12,86,87.0,,0.87,74.82
2015-05-13,85,87.0,,0.87,73.95
2015-05-14,88,87.0,,0.87,76.56
2015-05-15,84,87.0,,0.87,73.08
2015-05-16,67,87.0,,0.87,58.29
2015-05-17,64,87.0,,0.87,55.68
2015-05-18,87,87.0,,0.87,75.69
2015-05-19,85,87.0,,0.87,73.95
2015-05-20,84,87.0,,0.87,73.08
2015-05-21,83,87.0,,0.87,72.21
2015-05-22,81,87.0,,0.87,70.47
2015-05-23,72,87.0,,0.87,62.64
2015-05-24,74,87.0,,0.87,64.38
2015-05-25,79,87.0,,0.87,68.73
2015-05-26,81,87.0,,0.87,70.47
2015-05-27,78,87.0,,0.87,67.86
2015-05-28,78,87.0,,0.87,67.86
2015-05-29,80,87.0,,0.87,69.6
2015-05-30,62,87.0,,0.87,53.94
2015-05-31,81,87.0,,0.87,70.47
2015-06-01,85,90.0,False,0.9,76.5
2015-06-02,100,90.0,,0.9,90.0
2015-06-03,97,90.0,,0.9,87.3
2015-06-04,83,90.0,,0.9,74.7
2015-06-05,80,90.0,,0.9,72.0
2015-06-06,70,90.0,,0.9,63.0
2015-06-07,66,90.0,,0.9,59.4
2015-06-08,82,90.0,,0.9,73.8
2015-06-09,78,90.0,,0.9,70.2
2015-06-10,81,90.0,,0.9,72.9
2015-06-11,77,90.0,,0.9,69.3
2015-06-12,77,90.0,,0.9,69.3
2015-06-13,73,90.0,,0.9,65.7
2015-06-14,71,90.0,,0.9,63.9
2015-06-15,69,90.0,,0.9,62.1
2015-06-16,77,90.0,,0.9,69.3
2015-06-17,78,90.0,,0.9,70.2
2015-06-18,76,90.0,,0.9,68.4
2015-06-19,77,90.0,,0.9,69.3
2015-06-20,69,90.0,,0.9,62.1
2015-06-21,67,90.0,,0.9,60.300000000000004
2015-06-22,79,90.0,,0.9,71.10000000000001
2015-06-23,76,90.0,,0.9,68.4
2015-06-24,73,90.0,,0.9,65.7
2015-06-25,81,90.0,,0.9,72.9
2015-06-26,89,90.0,,0.9,80.10000000000001
2015-06-27,100,90.0,,0.9,90.0
2015-06-28,89,90.0,,0.9,80.10000000000001
2015-06-29,85,90.0,,0.9,76.5
2015-06-30,94,90.0,,0.9,84.60000000000001
2015-07-01,50,90.0,False,0.9,45.0
2015-07-02,48,90.0,,0.9,43.2
2015-07-03,58,90.0,,0.9,52.2
2015-07-04,100,90.0,,0.9,90.0
2015-07-05,71,90.0,,0.9,63.9
2015-07-06,43,90.0,,0.9,38.7
2015-07-07,39,90.0,,0.9,35.1
2015-07-08,36,90.0,,0.9,32.4
2015-07-09,39,90.0,,0.9,35.1
2015-07-10,40,90.0,,0.9,36.0
2015-07-11,39,90.0,,0.9,35.1
2015-07-12,34,90.0,,0.9,30.6
2015-07-13,36,90.0,,0.9,32.4
2015-07-14,35,90.0,,0.9,31.5
2015-07-15,37,90.0,,0.9,33.300000000000004
2015-07-16,39,90.0,,0.9,35.1
2015-07-17,35,90.0,,0.9,31.5
2015-07-18,38,90.0,,0.9,34.2
2015-07-19,34,90.0,,0.9,30.6
2015-07-20,36,90.0,,0.9,32.4
2015-07-21,37,90.0,,0.9,33.300000000000004
2015-07-22,40,90.0,,0.9,36.0
2015-07-23,44,90.0,,0.9,39.6
2015-07-24,37,90.0,,0.9,33.300000000000004
2015-07-25,36,90.0,,0.9,32.4
2015-07-26,34,90.0,,0.9,30.6
2015-07-27,37,90.0,,0.9,33.300000000000004
2015-07-28,37,90.0,,0.9,33.300000000000004
2015-07-29,34,90.0,,0.9,30.6
2015-07-30,40,90.0,,0.9,36.0
2015-07-31,38,90.0,,0.9,34.2
2015-08-01,78,78.0,False,0.78,60.84
2015-08-02,82,78.0,,0.78,63.96
2015-08-03,87,78.0,,0.78,67.86
2015-08-04,89,78.0,,0.78,69.42
2015-08-05,84,78.0,,0.78,65.52
2015-08-06,79,78.0,,0.78,61.620000000000005
2015-08-07,84,78.0,,0.78,65.52
2015-08-08,78,78.0,,0.78,60.84
2015-08-09,77,78.0,,0.78,60.06
2015-08-10,75,78.0,,0.78,58.5
2015-08-11,85,78.0,,0.78,66.3
2015-08-12,87,78.0,,0.78,67.86
2015-08-13,80,78.0,,0.78,62.400000000000006
2015-08-14,89,78.0,,0.78,69.42
2015-08-15,83,78.0,,0.78,64.74000000000001
2015-08-16,76,78.0,,0.78,59.28
2015-08-17,84,78.0,,0.78,65.52
2015-08-18,78,78.0,,0.78,60.84
2015-08-19,86,78.0,,0.78,67.08
2015-08-20,83,78.0,,0.78,64.74000000000001
2015-08-21,86,78.0,,0.78,67.08
2015-08-22,78,78.0,,0.78,60.84
2015-08-23,80,78.0,,0.78,62.400000000000006
2015-08-24,79,78.0,,0.78,61.620000000000005
2015-08-25,89,78.0,,0.78,69.42
2015-08-26,80,78.0,,0.78,62.400000000000006
2015-08-27,92,78.0,,0.78,71.76
2015-08-28,85,78.0,,0.78,66.3
2015-08-29,83,78.0,,0.78,64.74000000000001
2015-08-30,79,78.0,,0.78,61.620000000000005
2015-08-31,100,78.0,,0.78,78.0
2015-09-01,75,90.0,False,0.9,67.5
2015-09-02,68,90.0,,0.9,61.2
2015-09-03,70,90.0,,0.9,63.0
2015-09-04,67,90.0,,0.9,60.300000000000004
2015-09-05,65,90.0,,0.9,58.5
2015-09-06,59,90.0,,0.9,53.1
2015-09-07,65,90.0,,0.9,58.5
2015-09-08,76,90.0,,0.9,68.4
2015-09-09,76,90.0,,0.9,68.4
2015-09-10,80,90.0,,0.9,72.0
2015-09-11,100,90.0,,0.9,90.0
2015-09-12,68,90.0,,0.9,61.2
2015-09-13,56,90.0,,0.9,50.4
2015-09-14,80,90.0,,0.9,72.0
2015-09-15,81,90.0,,0.9,72.9
2015-09-16,71,90.0,,0.9,63.9
2015-09-17,81,90.0,,0.9,72.9
2015-09-18,70,90.0,,0.9,63.0
2015-09-19,54,90.0,,0.9,48.6
2015-09-20,60,90.0,,0.9,54.0
2015-09-21,70,90.0,,0.9,63.0
2015-09-22,77,90.0,,0.9,69.3
2015-09-23,74,90.0,,0.9,66.60000000000001
2015-09-24,73,90.0,,0.9,65.7
2015-09-25,75,90.0,,0.9,67.5
2015-09-26,62,90.0,,0.9,55.800000000000004
2015-09-27,56,90.0,,0.9,50.4
2015-09-28,63,90.0,,0.9,56.7
2015-09-29,74,90.0,,0.9,66.60000000000001
2015-09-30,76,90.0,,0.9,68.4
2015-10-01,90,90.0,False,0.9,81.0
2015-10-02,88,90.0,,0.9,79.2
