date,investment_unscaled,investment_monthly,isPartial,scale,investment
2013-12-22,49,61.0,,0.61,29.89
2013-12-23,60,61.0,,0.61,36.6
2013-12-24,48,61.0,,0.61,29.28
2013-12-25,38,61.0,,0.61,23.18
2013-12-26,52,61.0,,0.61,31.72
2013-12-27,60,61.0,,0.61,36.6
2013-12-28,48,61.0,,0.61,29.28
2013-12-29,44,61.0,,0.61,26.84
2013-12-30,66,61.0,,0.61,40.26
2013-12-31,68,61.0,,0.61,41.48
2014-01-01,49,74.0,False,0.74,36.26
2014-01-02,70,74.0,,0.74,51.8
2014-01-03,75,74.0,,0.74,55.5
2014-01-04,52,74.0,,0.74,38.48
2014-01-05,54,74.0,,0.74,39.96
2014-01-06,83,74.0,,0.74,61.42
2014-01-07,86,74.0,,0.74,63.64
2014-01-08,83,74.0,,0.74,61.42
2014-01-09,93,74.0,,0.74,68.82
2014-01-10,80,74.0,,0.74,59.2
2014-01-11,60,74.0,,0.74,44.4
2014-01-12,55,74.0,,0.74,40.7
2014-01-13,94,74.0,,0.74,69.56
2014-01-14,88,74.0,,0.74,65.12
2014-01-15,88,74.0,,0.74,65.12
2014-01-16,100,74.0,,0.74,74.0
2014-01-17,90,74.0,,0.74,66.6
2014-01-18,55,74.0,,0.74,40.7
2014-01-19,53,74.0,,0.74,39.22
2014-01-20,57,74.0,,0.74,42.18
2014-01-21,80,74.0,,0.74,59.2
2014-01-22,96,74.0,,0.74,71.03999999999999
2014-01-23,98,74.0,,0.74,72.52
2014-01-24,84,74.0,,0.74,62.16
2014-01-25,56,74.0,,0.74,41.44
2014-01-26,62,74.0,,0.74,45.88
2014-01-27,76,74.0,,0.74,56.24
2014-01-28,94,74.0,,0.74,69.56
2014-01-29,88,74.0,,0.74,65.12
2014-01-30,100,74.0,,0.74,74.0
2014-01-31,86,74.0,,0.74,63.64
2014-02-01,46,79.0,False,0.79,36.34
2014-02-02,50,79.0,,0.79,39.5
2014-02-03,71,79.0,,0.79,56.09
2014-02-04,100,79.0,,0.79,79.0
2014-02-05,87,79.0,,0.79,68.73
2014-02-06,87,79.0,,0.79,68.73
2014-02-07,87,79.0,,0.79,68.73
2014-02-08,52,79.0,,0.79,41.08
2014-02-09,50,79.0,,0.79,39.5
2014-02-10,88,79.0,,0.79,69.52000000000001
2014-02-11,87,79.0,,0.79,68.73
2014-02-12,78,79.0,,0.79,61.620000000000005
2014-02-13,70,79.0,,0.79,55.300000000000004
2014-02-14,71,79.0,,0.79,56.09
2014-02-15,47,79.0,,0.79,37.13
2014-02-16,57,79.0,,0.79,45.03
2014-02-17,78,79.0,,0.79,61.620000000000005
2014-02-18,82,79.0,,0.79,64.78
2014-02-19,87,79.0,,0.79,68.73
2014-02-20,80,79.0,,0.79,63.2
2014-02-21,86,79.0,,0.79,67.94
2014-02-22,50,79.0,,0.79,39.5
2014-02-23,56,79.0,,0.79,44.24
2014-02-24,90,79.0,,0.79,71.10000000000001
2014-02-25,100,79.0,,0.79,79.0
2014-02-26,88,79.0,,0.79,69.52000000000001
2014-02-27,82,79.0,,0.79,64.78
2014-02-28,81,79.0,,0.79,63.99
2014-03-01,52,79.0,False,0.79,41.08
2014-03-02,55,79.0,,0.79,43.45
2014-03-03,78,79.0,,0.79,61.620000000000005
2014-03-04,96,79.0,,0.79,75.84
2014-03-05,90,79.0,,0.79,71.10000000000001
2014-03-06,90,79.0,,0.79,71.10000000000001
2014-03-07,81,79.0,,0.79,63.99
2014-03-08,59,79.0,,0.79,46.61
2014-03-09,53,79.0,,0.79,41.870000000000005
2014-03-10,86,79.0,,0.79,67.94
2014-03-11,100,79.0,,0.79,79.0
2014-03-12,87,79.0,,0.79,68.73
2014-03-13,91,79.0,,0.79,71.89
2014-03-14,80,79.0,,0.79,63.2
2014-03-15,50,79.0,,0.79,39.5
2014-03-16,55,79.0,,0.79,43.45
2014-03-17,83,79.0,,0.79,65.57000000000001
2014-03-18,91,79.0,,0.79,71.89
2014-03-19,93,79.0,,0.79,73.47
2014-03-20,90,79.0,,0.79,71.10000000000001
2014-03-21,79,79.0,,0.79,62.410000000000004
2014-03-22,49,79.0,,0.79,38.71
2014-03-23,55,79.0,,0.79,43.45
2014-03-24,88,79.0,,0.79,69.52000000000001
2014-03-25,90,79.0,,0.79,71.10000000000001
2014-03-26,93,79.0,,0.79,73.47
2014-03-27,84,79.0,,0.79,66.36
2014-03-28,76,79.0,,0.79,60.040000000000006
2014-03-29,49,79.0,,0.79,38.71
2014-03-30,63,79.0,,0.79,49.77
2014-03-31,90,79.0,,0.79,71.10000000000001
2014-04-01,88,79.0,False,0.79,69.52000000000001
2014-04-02,89,79.0,,0.79,70.31
2014-04-03,87,79.0,,0.79,68.73
2014-04-04,84,79.0,,0.79,66.36
2014-04-05,56,79.0,,0.79,44.24
2014-04-06,58,79.0,,0.79,45.82
2014-04-07,86,79.0,,0.79,67.94
2014-04-08,84,79.0,,0.79,66.36
2014-04-09,97,79.0,,0.79,76.63000000000001
2014-04-10,83,79.0,,0.79,65.57000000000001
2014-04-11,82,79.0,,0.79,64.78
2014-04-12,48,79.0,,0.79,37.92
2014-04-13,59,79.0,,0.79,46.61
2014-04-14,93,79.0,,0.79,73.47
2014-04-15,100,79.0,,0.79,79.0
2014-04-16,97,79.0,,0.79,76.63000000000001
2014-04-17,89,79.0,,0.79,70.31
2014-04-18,62,79.0,,0.79,48.980000000000004
2014-04-19,44,79.0,,0.79,34.760000000000005
2014-04-20,43,79.0,,0.79,33.97
2014-04-21,94,79.0,,0.79,74.26
2014-04-22,84,79.0,,0.79,66.36
2014-04-23,84,79.0,,0.79,66.36
2014-04-24,83,79.0,,0.79,65.57000000000001
2014-04-25,69,79.0,,0.79,54.510000000000005
2014-04-26,45,79.0,,0.79,35.550000000000004
2014-04-27,48,79.0,,0.79,37.92
2014-04-28,82,79.0,,0.79,64.78
2014-04-29,92,79.0,,0.79,72.68
2014-04-30,89,79.0,,0.79,70.31
2014-05-01,92,70.0,False,0.7,64.39999999999999
2014-05-02,86,70.0,,0.7,60.199999999999996
2014-05-03,61,70.0,,0.7,42.699999999999996
2014-05-04,49,70.0,,0.7,34.3
2014-05-05,93,70.0,,0.7,65.1
2014-05-06,89,70.0,,0.7,62.3
2014-05-07,81,70.0,,0.7,56.699999999999996
2014-05-08,90,70.0,,0.7,62.99999999999999
2014-05-09,94,70.0,,0.7,65.8
2014-05-10,50,70.0,,0.7,35.0
2014-05-11,43,70.0,,0.7,30.099999999999998
2014-05-12,77,70.0,,0.7,53.9
2014-05-13,84,70.0,,0.7,58.8
2014-05-14,87,70.0,,0.7,60.9
2014-05-15,92,70.0,,0.7,64.39999999999999
2014-05-16,77,70.0,,0.7,53.9
2014-05-17,49,70.0,,0.7,34.3
2014-05-18,47,70.0,,0.7,32.9
2014-05-19,75,70.0,,0.7,52.5
2014-05-20,91,70.0,,0.7,63.699999999999996
2014-05-21,100,70.0,,0.7,70.0
2014-05-22,83,70.0,,0.7,58.099999999999994
2014-05-23,78,70.0,,0.7,54.599999999999994
2014-05-24,44,70.0,,0.7,30.799999999999997
2014-05-25,41,70.0,,0.7,28.7
2014-05-26,55,70.0,,0.7,38.5
2014-05-27,89,70.0,,0.7,62.3
2014-05-28,76,70.0,,0.7,53.199999999999996
2014-05-29,82,70.0,,0.7,57.4
2014-05-30,84,70.0,,0.7,58.8
2014-05-31,49,70.0,,0.7,34.3
2014-06-01,48,66.0,False,0.66,31.68
2014-06-02,90,66.0,,0.66,59.400000000000006
2014-06-03,92,66.0,,0.66,60.720000000000006
2014-06-04,94,66.0,,0.66,62.040000000000006
2014-06-05,81,66.0,,0.66,53.46
2014-06-06,83,66.0,,0.66,54.78
2014-06-07,45,66.0,,0.66,29.700000000000003
2014-06-08,54,66.0,,0.66,35.64
2014-06-09,92,66.0,,0.66,60.720000000000006
2014-06-10,96,66.0,,0.66,63.36
2014-06-11,89,66.0,,0.66,58.74
2014-06-12,86,66.0,,0.66,56.760000000000005
2014-06-13,79,66.0,,0.66,52.14
2014-06-14,47,66.0,,0.66,31.020000000000003
2014-06-15,53,66.0,,0.66,34.980000000000004
2014-06-16,79,66.0,,0.66,52.14
2014-06-17,86,66.0,,0.66,56.760000000000005
2014-06-18,89,66.0,,0.66,58.74
2014-06-19,83,66.0,,0.66,54.78
2014-06-20,78,66.0,,0.66,51.480000000000004
2014-06-21,49,66.0,,0.66,32.34
2014-06-22,47,66.0,,0.66,31.020000000000003
2014-06-23,90,66.0,,0.66,59.400000000000006
2014-06-24,88,66.0,,0.66,58.080000000000005
2014-06-25,100,66.0,,0.66,66.0
2014-06-26,78,66.0,,0.66,51.480000000000004
2014-06-27,76,66.0,,0.66,50.160000000000004
2014-06-28,48,66.0,,0.66,31.68
2014-06-29,47,66.0,,0.66,31.020000000000003
2014-06-30,79,66.0,,0.66,52.14
2014-07-01,75,69.0,False,0.69,51.74999999999999
2014-07-02,79,69.0,,0.69,54.51
2014-07-03,74,69.0,,0.69,51.059999999999995
2014-07-04,52,69.0,,0.69,35.879999999999995
2014-07-05,41,69.0,,0.69,28.29
2014-07-06,59,69.0,,0.69,40.709999999999994
2014-07-07,100,69.0,,0.69,69.0
2014-07-08,80,69.0,,0.69,55.199999999999996
2014-07-09,92,69.0,,0.69,63.48
2014-07-10,88,69.0,,0.69,60.72
2014-07-11,76,69.0,,0.69,52.44
2014-07-12,43,69.0,,0.69,29.669999999999998
2014-07-13,43,69.0,,0.69,29.669999999999998
2014-07-14,94,69.0,,0.69,64.86
2014-07-15,98,69.0,,0.69,67.61999999999999
2014-07-16,94,69.0,,0.69,64.86
2014-07-17,83,69.0,,0.69,57.269999999999996
2014-07-18,64,69.0,,0.69,44.16
2014-07-19,50,69.0,,0.69,34.5
2014-07-20,57,69.0,,0.69,39.33
2014-07-21,74,69.0,,0.69,51.059999999999995
2014-07-22,89,69.0,,0.69,61.41
2014-07-23,99,69.0,,0.69,68.30999999999999
2014-07-24,88,69.0,,0.69,60.72
2014-07-25,67,69.0,,0.69,46.23
2014-07-26,52,69.0,,0.69,35.879999999999995
2014-07-27,42,69.0,,0.69,28.979999999999997
2014-07-28,68,69.0,,0.69,46.919999999999995
2014-07-29,97,69.0,,0.69,66.92999999999999
2014-07-30,92,69.0,,0.69,63.48
2014-07-31,90,69.0,,0.69,62.099999999999994
2014-08-01,80,65.0,False,0.65,52.0
2014-08-02,48,65.0,,0.65,31.200000000000003
2014-08-03,50,65.0,,0.65,32.5
2014-08-04,91,65.0,,0.65,59.15
2014-08-05,100,65.0,,0.65,65.0
2014-08-06,89,65.0,,0.65,57.85
2014-08-07,88,65.0,,0.65,57.2
2014-08-08,79,65.0,,0.65,51.35
2014-08-09,57,65.0,,0.65,37.050000000000004
2014-08-10,43,65.0,,0.65,27.95
2014-08-11,88,65.0,,0.65,57.2
2014-08-12,87,65.0,,0.65,56.550000000000004
2014-08-13,90,65.0,,0.65,58.5
2014-08-14,89,65.0,,0.65,57.85
2014-08-15,69,65.0,,0.65,44.85
2014-08-16,41,65.0,,0.65,26.650000000000002
2014-08-17,45,65.0,,0.65,29.25
2014-08-18,79,65.0,,0.65,51.35
2014-08-19,96,65.0,,0.65,62.400000000000006
2014-08-20,98,65.0,,0.65,63.7
2014-08-21,99,65.0,,0.65,64.35000000000001
2014-08-22,78,65.0,,0.65,50.7
2014-08-23,49,65.0,,0.65,31.85
2014-08-24,60,65.0,,0.65,39.0
2014-08-25,80,65.0,,0.65,52.0
2014-08-26,94,65.0,,0.65,61.1
2014-08-27,94,65.0,,0.65,61.1
2014-08-28,91,65.0,,0.65,59.15
2014-08-29,59,65.0,,0.65,38.35
2014-08-30,44,65.0,,0.65,28.6
2014-08-31,35,65.0,,0.65,22.75
2014-09-01,54,76.0,False,0.76,41.04
2014-09-02,82,76.0,,0.76,62.32
2014-09-03,86,76.0,,0.76,65.36
2014-09-04,87,76.0,,0.76,66.12
2014-09-05,79,76.0,,0.76,60.04
2014-09-06,47,76.0,,0.76,35.72
2014-09-07,51,76.0,,0.76,38.76
2014-09-08,82,76.0,,0.76,62.32
2014-09-09,88,76.0,,0.76,66.88
2014-09-10,84,76.0,,0.76,63.84
2014-09-11,100,76.0,,0.76,76.0
2014-09-12,81,76.0,,0.76,61.56
2014-09-13,51,76.0,,0.76,38.76
2014-09-14,50,76.0,,0.76,38.0
2014-09-15,93,76.0,,0.76,70.68
2014-09-16,99,76.0,,0.76,75.24
2014-09-17,98,76.0,,0.76,74.48
2014-09-18,89,76.0,,0.76,67.64
2014-09-19,79,76.0,,0.76,60.04
2014-09-20,48,76.0,,0.76,36.480000000000004
2014-09-21,51,76.0,,0.76,38.76
2014-09-22,98,76.0,,0.76,74.48
2014-09-23,94,76.0,,0.76,71.44
2014-09-24,93,76.0,,0.76,70.68
2014-09-25,91,76.0,,0.76,69.16
2014-09-26,82,76.0,,0.76,62.32
2014-09-27,54,76.0,,0.76,41.04
2014-09-28,58,76.0,,0.76,44.08
2014-09-29,95,76.0,,0.76,72.2
2014-09-30,95,76.0,,0.76,72.2
2014-10-01,96,78.0,False,0.78,74.88
2014-10-02,89,78.0,,0.78,69.42
2014-10-03,87,78.0,,0.78,67.86
2014-10-04,50,78.0,,0.78,39.0
2014-10-05,47,78.0,,0.78,36.660000000000004
2014-10-06,97,78.0,,0.78,75.66
2014-10-07,93,78.0,,0.78,72.54
2014-10-08,95,78.0,,0.78,74.10000000000001
2014-10-09,93,78.0,,0.78,72.54
2014-10-10,86,78.0,,0.78,67.08
2014-10-11,46,78.0,,0.78,35.88
2014-10-12,55,78.0,,0.78,42.9
2014-10-13,86,78.0,,0.78,67.08
2014-10-14,100,78.0,,0.78,78.0
2014-10-15,89,78.0,,0.78,69.42
2014-10-16,86,78.0,,0.78,67.08
2014-10-17,79,78.0,,0.78,61.620000000000005
2014-10-18,50,78.0,,0.78,39.0
2014-10-19,52,78.0,,0.78,40.56
2014-10-20,88,78.0,,0.78,68.64
2014-10-21,99,78.0,,0.78,77.22
2014-10-22,92,78.0,,0.78,71.76
2014-10-23,91,78.0,,0.78,70.98
2014-10-24,77,78.0,,0.78,60.06
2014-10-25,46,78.0,,0.78,35.88
2014-10-26,54,78.0,,0.78,42.120000000000005
2014-10-27,94,78.0,,0.78,73.32000000000001
2014-10-28,96,78.0,,0.78,74.88
2014-10-29,93,78.0,,0.78,72.54
2014-10-30,93,78.0,,0.78,72.54
2014-10-31,84,78.0,,0.78,65.52
2014-11-01,61,72.0,False,0.72,43.92
2014-11-02,52,72.0,,0.72,37.44
2014-11-03,88,72.0,,0.72,63.36
2014-11-04,95,72.0,,0.72,68.39999999999999
2014-11-05,87,72.0,,0.72,62.64
2014-11-06,100,72.0,,0.72,72.0
2014-11-07,86,72.0,,0.72,61.919999999999995
2014-11-08,51,72.0,,0.72,36.72
2014-11-09,49,72.0,,0.72,35.28
2014-11-10,93,72.0,,0.72,66.96
2014-11-11,89,72.0,,0.72,64.08
2014-11-12,99,72.0,,0.72,71.28
2014-11-13,86,72.0,,0.72,61.919999999999995
2014-11-14,77,72.0,,0.72,55.44
2014-11-15,54,72.0,,0.72,38.879999999999995
2014-11-16,49,72.0,,0.72,35.28
2014-11-17,91,72.0,,0.72,65.52
2014-11-18,84,72.0,,0.72,60.48
2014-11-19,99,72.0,,0.72,71.28
2014-11-20,93,72.0,,0.72,66.96
2014-11-21,81,72.0,,0.72,58.32
2014-11-22,52,72.0,,0.72,37.44
2014-11-23,49,72.0,,0.72,35.28
2014-11-24,85,72.0,,0.72,61.199999999999996
2014-11-25,82,72.0,,0.72,59.04
2014-11-26,66,72.0,,0.72,47.519999999999996
2014-11-27,38,72.0,,0.72,27.36
2014-11-28,41,72.0,,0.72,29.52
2014-11-29,49,72.0,,0.72,35.28
2014-11-30,46,72.0,,0.72,33.12
2014-12-01,89,65.0,False,0.65,57.85
2014-12-02,86,65.0,,0.65,55.9
2014-12-03,100,65.0,,0.65,65.0
2014-12-04,98,65.0,,0.65,63.7
2014-12-05,83,65.0,,0.65,53.95
2014-12-06,53,65.0,,0.65,34.45
2014-12-07,52,65.0,,0.65,33.800000000000004
2014-12-08,88,65.0,,0.65,57.2
2014-12-09,95,65.0,,0.65,61.75
2014-12-10,91,65.0,,0.65,59.15
2014-12-11,93,65.0,,0.65,60.45
2014-12-12,78,65.0,,0.65,50.7
2014-12-13,53,65.0,,0.65,34.45
2014-12-14,59,65.0,,0.65,38.35
2014-12-15,95,65.0,,0.65,61.75
2014-12-16,84,65.0,,0.65,54.6
2014-12-17,86,65.0,,0.65,55.9
2014-12-18,90,65.0,,0.65,58.5
2014-12-19,79,65.0,,0.65,51.35
2014-12-20,45,65.0,,0.65,29.25
2014-12-21,48,65.0,,0.65,31.200000000000003
2014-12-22,72,65.0,,0.65,46.800000000000004
2014-12-23,77,65.0,,0.65,50.050000000000004
2014-12-24,59,65.0,,0.65,38.35
2014-12-25,40,65.0,,0.65,26.0
2014-12-26,50,65.0,,0.65,32.5
2014-12-27,50,65.0,,0.65,32.5
2014-12-28,41,65.0,,0.65,26.650000000000002
2014-12-29,69,65.0,,0.65,44.85
2014-12-30,70,65.0,,0.65,45.5
2014-12-31,70,65.0,,0.65,45.5
2015-01-01,32,76.0,False,0.76,24.32
2015-01-02,62,76.0,,0.76,47.12
2015-01-03,47,76.0,,0.76,35.72
2015-01-04,44,76.0,,0.76,33.44
2015-01-05,66,76.0,,0.76,50.160000000000004
2015-01-06,69,76.0,,0.76,52.44
2015-01-07,72,76.0,,0.76,54.72
2015-01-08,88,76.0,,0.76,66.88
2015-01-09,75,76.0,,0.76,57.0
2015-01-10,45,76.0,,0.76,34.2
2015-01-11,49,76.0,,0.76,37.24
2015-01-12,82,76.0,,0.76,62.32
2015-01-13,75,76.0,,0.76,57.0
2015-01-14,78,76.0,,0.76,59.28
2015-01-15,68,76.0,,0.76,51.68
2015-01-16,76,76.0,,0.76,57.76
2015-01-17,38,76.0,,0.76,28.88
2015-01-18,41,76.0,,0.76,31.16
2015-01-19,60,76.0,,0.76,45.6
2015-01-20,77,76.0,,0.76,58.52
2015-01-21,86,76.0,,0.76,65.36
2015-01-22,94,76.0,,0.76,71.44
2015-01-23,71,76.0,,0.76,53.96
2015-01-24,51,76.0,,0.76,38.76
2015-01-25,45,76.0,,0.76,34.2
2015-01-26,69,76.0,,0.76,52.44
2015-01-27,73,76.0,,0.76,55.480000000000004
2015-01-28,80,76.0,,0.76,60.8
2015-01-29,100,76.0,,0.76,76.0
2015-01-30,78,76.0,,0.76,59.28
2015-01-31,50,76.0,,0.76,38.0
2015-02-01,55,79.0,False,0.79,43.45
2015-02-02,73,79.0,,0.79,57.67
2015-02-03,97,79.0,,0.79,76.63000000000001
2015-02-04,98,79.0,,0.79,77.42
2015-02-05,96,79.0,,0.79,75.84
2015-02-06,83,79.0,,0.79,65.57000000000001
2015-02-07,48,79.0,,0.79,37.92
2015-02-08,55,79.0,,0.79,43.45
2015-02-09,98,79.0,,0.79,77.42
2015-02-10,88,79.0,,0.79,69.52000000000001
2015-02-11,88,79.0,,0.79,69.52000000000001
2015-02-12,91,79.0,,0.79,71.89
2015-02-13,88,79.0,,0.79,69.52000000000001
2015-02-14,49,79.0,,0.79,38.71
2015-02-15,48,79.0,,0.79,37.92
2015-02-16,71,79.0,,0.79,56.09
2015-02-17,82,79.0,,0.79,64.78
2015-02-18,85,79.0,,0.79,67.15
2015-02-19,81,79.0,,0.79,63.99
2015-02-20,83,79.0,,0.79,65.57000000000001
2015-02-21,63,79.0,,0.79,49.77
2015-02-22,66,79.0,,0.79,52.14
2015-02-23,91,79.0,,0.79,71.89
2015-02-24,100,79.0,,0.79,79.0
2015-02-25,93,79.0,,0.79,73.47
2015-02-26,93,79.0,,0.79,73.47
2015-02-27,80,79.0,,0.79,63.2
2015-02-28,53,79.0,,0.79,41.870000000000005
2015-03-01,67,82.0,False,0.82,54.94
2015-03-02,92,82.0,,0.82,75.44
2015-03-03,94,82.0,,0.82,77.08
2015-03-04,92,82.0,,0.82,75.44
2015-03-05,84,82.0,,0.82,68.88
2015-03-06,88,82.0,,0.82,72.16
2015-03-07,57,82.0,,0.82,46.739999999999995
2015-03-08,58,82.0,,0.82,47.559999999999995
2015-03-09,97,82.0,,0.82,79.53999999999999
2015-03-10,95,82.0,,0.82,77.89999999999999
2015-03-11,87,82.0,,0.82,71.33999999999999
2015-03-12,92,82.0,,0.82,75.44
2015-03-13,90,82.0,,0.82,73.8
2015-03-14,65,82.0,,0.82,53.3
2015-03-15,57,82.0,,0.82,46.739999999999995
2015-03-16,92,82.0,,0.82,75.44
2015-03-17,98,82.0,,0.82,80.36
2015-03-18,96,82.0,,0.82,78.72
2015-03-19,89,82.0,,0.82,72.97999999999999
2015-03-20,79,82.0,,0.82,64.78
2015-03-21,58,82.0,,0.82,47.559999999999995
2015-03-22,61,82.0,,0.82,50.019999999999996
2015-03-23,100,82.0,,0.82,82.0
2015-03-24,100,82.0,,0.82,82.0
2015-03-25,98,82.0,,0.82,80.36
2015-03-26,97,82.0,,0.82,79.53999999999999
2015-03-27,85,82.0,,0.82,69.7
2015-03-28,53,82.0,,0.82,43.46
2015-03-29,56,82.0,,0.82,45.919999999999995
2015-03-30,97,82.0,,0.82,79.53999999999999
2015-03-31,100,82.0,,0.82,82.0
2015-04-01,79,86.0,False,0.86,67.94
2015-04-02,82,86.0,,0.86,70.52
2015-04-03,70,86.0,,0.86,60.199999999999996
2015-04-04,55,86.0,,0.86,47.3
2015-04-05,59,86.0,,0.86,50.74
2015-04-06,97,86.0,,0.86,83.42
2015-04-07,95,86.0,,0.86,81.7
2015-04-08,95,86.0,,0.86,81.7
2015-04-09,97,86.0,,0.86,83.42
2015-04-10,77,86.0,,0.86,66.22
2015-04-11,54,86.0,,0.86,46.44
2015-04-12,63,86.0,,0.86,54.18
2015-04-13,87,86.0,,0.86,74.82
2015-04-14,89,86.0,,0.86,76.53999999999999
2015-04-15,100,86.0,,0.86,86.0
2015-04-16,97,86.0,,0.86,83.42
2015-04-17,76,86.0,,0.86,65.36
2015-04-18,44,86.0,,0.86,37.839999999999996
2015-04-19,52,86.0,,0.86,44.72
2015-04-20,85,86.0,,0.86,73.1
2015-04-21,87,86.0,,0.86,74.82
2015-04-22,91,86.0,,0.86,78.26
2015-04-23,87,86.0,,0.86,74.82
2015-04-24,63,86.0,,0.86,54.18
2015-04-25,49,86.0,,0.86,42.14
2015-04-26,46,86.0,,0.86,39.56
2015-04-27,85,86.0,,0.86,73.1
2015-04-28,92,86.0,,0.86,79.12
2015-04-29,84,86.0,,0.86,72.24
2015-04-30,88,86.0,,0.86,75.67999999999999
2015-05-01,85,72.0,False,0.72,61.199999999999996
2015-05-02,50,72.0,,0.72,36.0
2015-05-03,52,72.0,,0.72,37.44
2015-05-04,85,72.0,,0.72,61.199999999999996
2015-05-05,100,72.0,,0.72,72.0
2015-05-06,93,72.0,,0.72,66.96
2015-05-07,98,72.0,,0.72,70.56
2015-05-08,80,72.0,,0.72,57.599999999999994
2015-05-09,57,72.0,,0.72,41.04
2015-05-10,44,72.0,,0.72,31.68
2015-05-11,98,72.0,,0.72,70.56
2015-05-12,93,72.0,,0.72,66.96
2015-05-13,91,72.0,,0.72,65.52
2015-05-14,93,72.0,,0.72,66.96
2015-05-15,77,72.0,,0.72,55.44
2015-05-16,45,72.0,,0.72,32.4
2015-05-17,51,72.0,,0.72,36.72
2015-05-18,84,72.0,,0.72,60.48
2015-05-19,99,72.0,,0.72,71.28
2015-05-20,87,72.0,,0.72,62.64
2015-05-21,82,72.0,,0.72,59.04
2015-05-22,70,72.0,,0.72,50.4
2015-05-23,42,72.0,,0.72,30.24
2015-05-24,39,72.0,,0.72,28.08
2015-05-25,45,72.0,,0.72,32.4
2015-05-26,85,72.0,,0.72,61.199999999999996
2015-05-27,92,72.0,,0.72,66.24
2015-05-28,79,72.0,,0.72,56.879999999999995
2015-05-29,88,72.0,,0.72,63.36
2015-05-30,53,72.0,,0.72,38.16
2015-05-31,47,72.0,,0.72,33.839999999999996
2015-06-01,80,73.0,False,0.73,58.4
2015-06-02,97,73.0,,0.73,70.81
2015-06-03,85,73.0,,0.73,62.05
2015-06-04,78,73.0,,0.73,56.94
2015-06-05,81,73.0,,0.73,59.129999999999995
2015-06-06,51,73.0,,0.73,37.23
2015-06-07,57,73.0,,0.73,41.61
2015-06-08,90,73.0,,0.73,65.7
2015-06-09,83,73.0,,0.73,60.589999999999996
2015-06-10,78,73.0,,0.73,56.94
2015-06-11,96,73.0,,0.73,70.08
2015-06-12,73,73.0,,0.73,53.29
2015-06-13,48,73.0,,0.73,35.04
2015-06-14,64,73.0,,0.73,46.72
2015-06-15,89,73.0,,0.73,64.97
2015-06-16,97,73.0,,0.73,70.81
2015-06-17,80,73.0,,0.73,58.4
2015-06-18,84,73.0,,0.73,61.32
2015-06-19,71,73.0,,0.73,51.83
2015-06-20,43,73.0,,0.73,31.39
2015-06-21,35,73.0,,0.73,25.55
2015-06-22,92,73.0,,0.73,67.16
2015-06-23,100,73.0,,0.73,73.0
2015-06-24,88,73.0,,0.73,64.24
2015-06-25,79,73.0,,0.73,57.67
2015-06-26,80,73.0,,0.73,58.4
2015-06-27,47,73.0,,0.73,34.31
2015-06-28,53,73.0,,0.73,38.69
2015-06-29,78,73.0,,0.73,56.94
2015-06-30,100,73.0,,0.73,73.0
2015-07-01,76,71.0,False,0.71,53.959999999999994
2015-07-02,79,71.0,,0.71,56.089999999999996
2015-07-03,51,71.0,,0.71,36.21
2015-07-04,44,71.0,,0.71,31.24
2015-07-05,44,71.0,,0.71,31.24
2015-07-06,88,71.0,,0.71,62.48
2015-07-07,85,71.0,,0.71,60.349999999999994
2015-07-08,100,71.0,,0.71,71.0
2015-07-09,94,71.0,,0.71,66.74
2015-07-10,66,71.0,,0.71,46.86
2015-07-11,40,71.0,,0.71,28.4
2015-07-12,47,71.0,,0.71,33.37
2015-07-13,93,71.0,,0.71,66.03
2015-07-14,88,71.0,,0.71,62.48
2015-07-15,85,71.0,,0.71,60.349999999999994
2015-07-16,84,71.0,,0.71,59.64
2015-07-17,84,71.0,,0.71,59.64
2015-07-18,60,71.0,,0.71,42.599999999999994
2015-07-19,52,71.0,,0.71,36.92
2015-07-20,93,71.0,,0.71,66.03
2015-07-21,82,71.0,,0.71,58.22
2015-07-22,84,71.0,,0.71,59.64
2015-07-23,87,71.0,,0.71,61.769999999999996
2015-07-24,71,71.0,,0.71,50.41
2015-07-25,45,71.0,,0.71,31.95
2015-07-26,57,71.0,,0.71,40.47
2015-07-27,91,71.0,,0.71,64.61
2015-07-28,91,71.0,,0.71,64.61
2015-07-29,85,71.0,,0.71,60.349999999999994
2015-07-30,92,71.0,,0.71,65.32
2015-07-31,92,71.0,,0.71,65.32
2015-08-01,51,71.0,False,0.71,36.21
2015-08-02,54,71.0,,0.71,38.339999999999996
2015-08-03,84,71.0,,0.71,59.64
2015-08-04,98,71.0,,0.71,69.58
2015-08-05,98,71.0,,0.71,69.58
2015-08-06,93,71.0,,0.71,66.03
2015-08-07,82,71.0,,0.71,58.22
2015-08-08,47,71.0,,0.71,33.37
2015-08-09,52,71.0,,0.71,36.92
2015-08-10,92,71.0,,0.71,65.32
2015-08-11,100,71.0,,0.71,71.0
2015-08-12,89,71.0,,0.71,63.19
2015-08-13,92,71.0,,0.71,65.32
2015-08-14,73,71.0,,0.71,51.83
2015-08-15,52,71.0,,0.71,36.92
2015-08-16,44,71.0,,0.71,31.24
2015-08-17,82,71.0,,0.71,58.22
2015-08-18,89,71.0,,0.71,63.19
2015-08-19,95,71.0,,0.71,67.45
2015-08-20,95,71.0,,0.71,67.45
2015-08-21,85,71.0,,0.71,60.349999999999994
2015-08-22,55,71.0,,0.71,39.05
