date,investment_unscaled,investment_monthly,isPartial,scale,investment
2015-08-23,51,71.0,,0.71,36.21
2015-08-24,90,71.0,,0.71,63.9
2015-08-25,100,71.0,,0.71,71.0
2015-08-26,82,71.0,,0.71,58.22
2015-08-27,90,71.0,,0.71,63.9
2015-08-28,85,71.0,,0.71,60.349999999999994
2015-08-29,46,71.0,,0.71,32.66
2015-08-30,47,71.0,,0.71,33.37
2015-08-31,89,71.0,,0.71,63.19
2015-09-01,78,72.0,False,0.72,56.16
2015-09-02,80,72.0,,0.72,57.599999999999994
2015-09-03,80,72.0,,0.72,57.599999999999994
2015-09-04,75,72.0,,0.72,54.0
2015-09-05,46,72.0,,0.72,33.12
2015-09-06,40,72.0,,0.72,28.799999999999997
2015-09-07,56,72.0,,0.72,40.32
2015-09-08,72,72.0,,0.72,51.839999999999996
2015-09-09,88,72.0,,0.72,63.36
2015-09-10,81,72.0,,0.72,58.32
2015-09-11,77,72.0,,0.72,55.44
2015-09-12,37,72.0,,0.72,26.64
2015-09-13,41,72.0,,0.72,29.52
2015-09-14,81,72.0,,0.72,58.32
2015-09-15,83,72.0,,0.72,59.76
2015-09-16,95,72.0,,0.72,68.39999999999999
2015-09-17,78,72.0,,0.72,56.16
2015-09-18,65,72.0,,0.72,46.8
2015-09-19,42,72.0,,0.72,30.24
2015-09-20,46,72.0,,0.72,33.12
2015-09-21,90,72.0,,0.72,64.8
2015-09-22,100,72.0,,0.72,72.0
2015-09-23,84,72.0,,0.72,60.48
2015-09-24,80,72.0,,0.72,57.599999999999994
2015-09-25,66,72.0,,0.72,47.519999999999996
2015-09-26,44,72.0,,0.72,31.68
2015-09-27,43,72.0,,0.72,30.959999999999997
2015-09-28,80,72.0,,0.72,57.599999999999994
2015-09-29,88,72.0,,0.72,63.36
2015-09-30,82,72.0,,0.72,59.04
2015-10-01,73,78.0,False,0.78,56.940000000000005
2015-10-02,74,78.0,,0.78,57.72
2015-10-03,48,78.0,,0.78,37.44
2015-10-04,53,78.0,,0.78,41.34
2015-10-05,77,78.0,,0.78,60.06
2015-10-06,91,78.0,,0.78,70.98
2015-10-07,91,78.0,,0.78,70.98
2015-10-08,84,78.0,,0.78,65.52
2015-10-09,90,78.0,,0.78,70.2
2015-10-10,56,78.0,,0.78,43.68
2015-10-11,48,78.0,,0.78,37.44
2015-10-12,92,78.0,,0.78,71.76
2015-10-13,85,78.0,,0.78,66.3
2015-10-14,87,78.0,,0.78,67.86
2015-10-15,87,78.0,,0.78,67.86
2015-10-16,71,78.0,,0.78,55.38
2015-10-17,52,78.0,,0.78,40.56
2015-10-18,51,78.0,,0.78,39.78
2015-10-19,86,78.0,,0.78,67.08
2015-10-20,98,78.0,,0.78,76.44
2015-10-21,96,78.0,,0.78,74.88
2015-10-22,93,78.0,,0.78,72.54
2015-10-23,77,78.0,,0.78,60.06
2015-10-24,46,78.0,,0.78,35.88
2015-10-25,44,78.0,,0.78,34.32
2015-10-26,90,78.0,,0.78,70.2
2015-10-27,100,78.0,,0.78,78.0
2015-10-28,92,78.0,,0.78,71.76
2015-10-29,83,78.0,,0.78,64.74000000000001
2015-10-30,82,78.0,,0.78,63.96
2015-10-31,49,78.0,,0.78,38.22
2015-11-01,44,71.0,False,0.71,31.24
2015-11-02,85,71.0,,0.71,60.349999999999994
2015-11-03,95,71.0,,0.71,67.45
2015-11-04,100,71.0,,0.71,71.0
2015-11-05,97,71.0,,0.71,68.86999999999999
2015-11-06,81,71.0,,0.71,57.51
2015-11-07,55,71.0,,0.71,39.05
2015-11-08,45,71.0,,0.71,31.95
2015-11-09,95,71.0,,0.71,67.45
2015-11-10,95,71.0,,0.71,67.45
2015-11-11,92,71.0,,0.71,65.32
2015-11-12,89,71.0,,0.71,63.19
2015-11-13,78,71.0,,0.71,55.379999999999995
2015-11-14,45,71.0,,0.71,31.95
2015-11-15,48,71.0,,0.71,34.08
2015-11-16,82,71.0,,0.71,58.22
2015-11-17,91,71.0,,0.71,64.61
2015-11-18,93,71.0,,0.71,66.03
2015-11-19,82,71.0,,0.71,58.22
2015-11-20,76,71.0,,0.71,53.959999999999994
2015-11-21,47,71.0,,0.71,33.37
2015-11-22,45,71.0,,0.71,31.95
2015-11-23,90,71.0,,0.71,63.9
2015-11-24,86,71.0,,0.71,61.059999999999995
2015-11-25,61,71.0,,0.71,43.309999999999995
2015-11-26,38,71.0,,0.71,26.979999999999997
2015-11-27,34,71.0,,0.71,24.14
2015-11-28,43,71.0,,0.71,30.529999999999998
2015-11-29,49,71.0,,0.71,34.79
2015-11-30,79,71.0,,0.71,56.089999999999996
2015-12-01,90,68.0,False,0.68,61.2
2015-12-02,100,68.0,,0.68,68.0
2015-12-03,90,68.0,,0.68,61.2
2015-12-04,92,68.0,,0.68,62.56
2015-12-05,48,68.0,,0.68,32.64
2015-12-06,49,68.0,,0.68,33.32
2015-12-07,91,68.0,,0.68,61.88
2015-12-08,98,68.0,,0.68,66.64
2015-12-09,99,68.0,,0.68,67.32000000000001
2015-12-10,92,68.0,,0.68,62.56
2015-12-11,85,68.0,,0.68,57.800000000000004
2015-12-12,47,68.0,,0.68,31.96
2015-12-13,44,68.0,,0.68,29.92
2015-12-14,86,68.0,,0.68,58.480000000000004
2015-12-15,83,68.0,,0.68,56.440000000000005
2015-12-16,86,68.0,,0.68,58.480000000000004
2015-12-17,89,68.0,,0.68,60.52
2015-12-18,72,68.0,,0.68,48.96
2015-12-19,43,68.0,,0.68,29.240000000000002
2015-12-20,45,68.0,,0.68,30.6
2015-12-21,72,68.0,,0.68,48.96
2015-12-22,72,68.0,,0.68,48.96
2015-12-23,67,68.0,,0.68,45.56
2015-12-24,46,68.0,,0.68,31.28
2015-12-25,40,68.0,,0.68,27.200000000000003
2015-12-26,37,68.0,,0.68,25.16
2015-12-27,50,68.0,,0.68,34.0
2015-12-28,70,68.0,,0.68,47.6
2015-12-29,81,68.0,,0.68,55.080000000000005
2015-12-30,74,68.0,,0.68,50.32
2015-12-31,62,68.0,,0.68,42.160000000000004
2016-01-01,41,74.0,False,0.74,30.34
2016-01-02,50,74.0,,0.74,37.0
2016-01-03,47,74.0,,0.74,34.78
2016-01-04,89,74.0,,0.74,65.86
2016-01-05,94,74.0,,0.74,69.56
2016-01-06,91,74.0,,0.74,67.34
2016-01-07,90,74.0,,0.74,66.6
2016-01-08,85,74.0,,0.74,62.9
2016-01-09,55,74.0,,0.74,40.7
2016-01-10,51,74.0,,0.74,37.74
2016-01-11,91,74.0,,0.74,67.34
2016-01-12,86,74.0,,0.74,63.64
2016-01-13,100,74.0,,0.74,74.0
2016-01-14,85,74.0,,0.74,62.9
2016-01-15,86,74.0,,0.74,63.64
2016-01-16,52,74.0,,0.74,38.48
2016-01-17,49,74.0,,0.74,36.26
2016-01-18,68,74.0,,0.74,50.32
2016-01-19,90,74.0,,0.74,66.6
2016-01-20,93,74.0,,0.74,68.82
2016-01-21,94,74.0,,0.74,69.56
2016-01-22,73,74.0,,0.74,54.019999999999996
2016-01-23,52,74.0,,0.74,38.48
2016-01-24,57,74.0,,0.74,42.18
2016-01-25,89,74.0,,0.74,65.86
2016-01-26,99,74.0,,0.74,73.26
2016-01-27,97,74.0,,0.74,71.78
2016-01-28,88,74.0,,0.74,65.12
2016-01-29,81,74.0,,0.74,59.94
2016-01-30,51,74.0,,0.74,37.74
2016-01-31,59,74.0,,0.74,43.66
2016-02-01,90,78.0,False,0.78,70.2
2016-02-02,87,78.0,,0.78,67.86
2016-02-03,87,78.0,,0.78,67.86
2016-02-04,89,78.0,,0.78,69.42
2016-02-05,77,78.0,,0.78,60.06
2016-02-06,61,78.0,,0.78,47.58
2016-02-07,59,78.0,,0.78,46.02
2016-02-08,76,78.0,,0.78,59.28
2016-02-09,95,78.0,,0.78,74.10000000000001
2016-02-10,82,78.0,,0.78,63.96
2016-02-11,86,78.0,,0.78,67.08
2016-02-12,87,78.0,,0.78,67.86
2016-02-13,49,78.0,,0.78,38.22
2016-02-14,47,78.0,,0.78,36.660000000000004
2016-02-15,70,78.0,,0.78,54.6
2016-02-16,80,78.0,,0.78,62.400000000000006
2016-02-17,100,78.0,,0.78,78.0
2016-02-18,96,78.0,,0.78,74.88
2016-02-19,79,78.0,,0.78,61.620000000000005
2016-02-20,57,78.0,,0.78,44.46
2016-02-21,59,78.0,,0.78,46.02
2016-02-22,88,78.0,,0.78,68.64
2016-02-23,92,78.0,,0.78,71.76
2016-02-24,92,78.0,,0.78,71.76
2016-02-25,89,78.0,,0.78,69.42
2016-02-26,76,78.0,,0.78,59.28
2016-02-27,53,78.0,,0.78,41.34
2016-02-28,63,78.0,,0.78,49.14
2016-02-29,83,78.0,,0.78,64.74000000000001
2016-03-01,100,80.0,False,0.8,80.0
2016-03-02,90,80.0,,0.8,72.0
2016-03-03,84,80.0,,0.8,67.2
2016-03-04,79,80.0,,0.8,63.2
2016-03-05,51,80.0,,0.8,40.800000000000004
2016-03-06,55,80.0,,0.8,44.0
2016-03-07,91,80.0,,0.8,72.8
2016-03-08,85,80.0,,0.8,68.0
2016-03-09,82,80.0,,0.8,65.60000000000001
2016-03-10,86,80.0,,0.8,68.8
2016-03-11,83,80.0,,0.8,66.4
2016-03-12,53,80.0,,0.8,42.400000000000006
2016-03-13,56,80.0,,0.8,44.800000000000004
2016-03-14,87,80.0,,0.8,69.60000000000001
2016-03-15,91,80.0,,0.8,72.8
2016-03-16,79,80.0,,0.8,63.2
2016-03-17,89,80.0,,0.8,71.2
2016-03-18,82,80.0,,0.8,65.60000000000001
2016-03-19,53,80.0,,0.8,42.400000000000006
2016-03-20,62,80.0,,0.8,49.6
2016-03-21,94,80.0,,0.8,75.2
2016-03-22,90,80.0,,0.8,72.0
2016-03-23,84,80.0,,0.8,67.2
2016-03-24,83,80.0,,0.8,66.4
2016-03-25,68,80.0,,0.8,54.400000000000006
2016-03-26,53,80.0,,0.8,42.400000000000006
2016-03-27,53,80.0,,0.8,42.400000000000006
2016-03-28,87,80.0,,0.8,69.60000000000001
2016-03-29,91,80.0,,0.8,72.8
2016-03-30,91,80.0,,0.8,72.8
2016-03-31,88,80.0,,0.8,70.4
2016-04-01,80,81.0,False,0.81,64.80000000000001
2016-04-02,52,81.0,,0.81,42.120000000000005
2016-04-03,58,81.0,,0.81,46.980000000000004
2016-04-04,91,81.0,,0.81,73.71000000000001
2016-04-05,92,81.0,,0.81,74.52000000000001
2016-04-06,97,81.0,,0.81,78.57000000000001
2016-04-07,88,81.0,,0.81,71.28
2016-04-08,81,81.0,,0.81,65.61
2016-04-09,66,81.0,,0.81,53.46
2016-04-10,67,81.0,,0.81,54.27
2016-04-11,95,81.0,,0.81,76.95
2016-04-12,95,81.0,,0.81,76.95
2016-04-13,100,81.0,,0.81,81.0
2016-04-14,89,81.0,,0.81,72.09
2016-04-15,89,81.0,,0.81,72.09
2016-04-16,53,81.0,,0.81,42.93
2016-04-17,64,81.0,,0.81,51.84
2016-04-18,95,81.0,,0.81,76.95
2016-04-19,100,81.0,,0.81,81.0
2016-04-20,94,81.0,,0.81,76.14
2016-04-21,81,81.0,,0.81,65.61
2016-04-22,74,81.0,,0.81,59.940000000000005
2016-04-23,45,81.0,,0.81,36.45
2016-04-24,51,81.0,,0.81,41.31
2016-04-25,83,81.0,,0.81,67.23
2016-04-26,96,81.0,,0.81,77.76
2016-04-27,89,81.0,,0.81,72.09
2016-04-28,84,81.0,,0.81,68.04
2016-04-29,79,81.0,,0.81,63.99
2016-04-30,50,81.0,,0.81,40.5
2016-05-01,48,70.0,False,0.7,33.599999999999994
2016-05-02,96,70.0,,0.7,67.19999999999999
2016-05-03,100,70.0,,0.7,70.0
2016-05-04,87,70.0,,0.7,60.9
2016-05-05,92,70.0,,0.7,64.39999999999999
2016-05-06,73,70.0,,0.7,51.099999999999994
2016-05-07,45,70.0,,0.7,31.499999999999996
2016-05-08,48,70.0,,0.7,33.599999999999994
2016-05-09,83,70.0,,0.7,58.099999999999994
2016-05-10,88,70.0,,0.7,61.599999999999994
2016-05-11,74,70.0,,0.7,51.8
2016-05-12,74,70.0,,0.7,51.8
2016-05-13,70,70.0,,0.7,49.0
2016-05-14,48,70.0,,0.7,33.599999999999994
2016-05-15,45,70.0,,0.7,31.499999999999996
2016-05-16,77,70.0,,0.7,53.9
2016-05-17,81,70.0,,0.7,56.699999999999996
2016-05-18,76,70.0,,0.7,53.199999999999996
2016-05-19,65,70.0,,0.7,45.5
2016-05-20,78,70.0,,0.7,54.599999999999994
2016-05-21,38,70.0,,0.7,26.599999999999998
2016-05-22,50,70.0,,0.7,35.0
2016-05-23,72,70.0,,0.7,50.4
2016-05-24,79,70.0,,0.7,55.3
2016-05-25,71,70.0,,0.7,49.699999999999996
2016-05-26,66,70.0,,0.7,46.199999999999996
2016-05-27,57,70.0,,0.7,39.9
2016-05-28,32,70.0,,0.7,22.4
2016-05-29,37,70.0,,0.7,25.9
2016-05-30,42,70.0,,0.7,29.4
2016-05-31,75,70.0,,0.7,52.5
2016-06-01,93,67.0,False,0.67,62.31
2016-06-02,96,67.0,,0.67,64.32000000000001
2016-06-03,87,67.0,,0.67,58.290000000000006
2016-06-04,49,67.0,,0.67,32.830000000000005
2016-06-05,57,67.0,,0.67,38.190000000000005
2016-06-06,88,67.0,,0.67,58.96
2016-06-07,91,67.0,,0.67,60.970000000000006
2016-06-08,97,67.0,,0.67,64.99000000000001
2016-06-09,93,67.0,,0.67,62.31
2016-06-10,78,67.0,,0.67,52.260000000000005
2016-06-11,46,67.0,,0.67,30.82
2016-06-12,58,67.0,,0.67,38.86
2016-06-13,93,67.0,,0.67,62.31
2016-06-14,100,67.0,,0.67,67.0
2016-06-15,80,67.0,,0.67,53.6
2016-06-16,84,67.0,,0.67,56.28
2016-06-17,85,67.0,,0.67,56.95
2016-06-18,53,67.0,,0.67,35.510000000000005
2016-06-19,44,67.0,,0.67,29.48
2016-06-20,91,67.0,,0.67,60.970000000000006
2016-06-21,87,67.0,,0.67,58.290000000000006
2016-06-22,93,67.0,,0.67,62.31
2016-06-23,91,67.0,,0.67,60.970000000000006
2016-06-24,95,67.0,,0.67,63.650000000000006
2016-06-25,48,67.0,,0.67,32.160000000000004
2016-06-26,55,67.0,,0.67,36.85
2016-06-27,90,67.0,,0.67,60.300000000000004
2016-06-28,98,67.0,,0.67,65.66000000000001
2016-06-29,97,67.0,,0.67,64.99000000000001
2016-06-30,88,67.0,,0.67,58.96
2016-07-01,69,65.0,False,0.65,44.85
2016-07-02,48,65.0,,0.65,31.200000000000003
2016-07-03,42,65.0,,0.65,27.3
2016-07-04,61,65.0,,0.65,39.65
2016-07-05,89,65.0,,0.65,57.85
2016-07-06,89,65.0,,0.65,57.85
2016-07-07,84,65.0,,0.65,54.6
2016-07-08,88,65.0,,0.65,57.2
2016-07-09,59,65.0,,0.65,38.35
2016-07-10,60,65.0,,0.65,39.0
2016-07-11,95,65.0,,0.65,61.75
2016-07-12,100,65.0,,0.65,65.0
2016-07-13,99,65.0,,0.65,64.35000000000001
2016-07-14,90,65.0,,0.65,58.5
2016-07-15,83,65.0,,0.65,53.95
2016-07-16,53,65.0,,0.65,34.45
2016-07-17,65,65.0,,0.65,42.25
2016-07-18,100,65.0,,0.65,65.0
2016-07-19,94,65.0,,0.65,61.1
2016-07-20,96,65.0,,0.65,62.400000000000006
2016-07-21,90,65.0,,0.65,58.5
2016-07-22,76,65.0,,0.65,49.4
2016-07-23,50,65.0,,0.65,32.5
2016-07-24,53,65.0,,0.65,34.45
2016-07-25,89,65.0,,0.65,57.85
2016-07-26,96,65.0,,0.65,62.400000000000006
2016-07-27,87,65.0,,0.65,56.550000000000004
2016-07-28,96,65.0,,0.65,62.400000000000006
2016-07-29,71,65.0,,0.65,46.15
2016-07-30,58,65.0,,0.65,37.7
2016-07-31,57,65.0,,0.65,37.050000000000004
2016-08-01,97,67.0,False,0.67,64.99000000000001
2016-08-02,92,67.0,,0.67,61.64
2016-08-03,93,67.0,,0.67,62.31
2016-08-04,98,67.0,,0.67,65.66000000000001
2016-08-05,82,67.0,,0.67,54.940000000000005
2016-08-06,54,67.0,,0.67,36.18
2016-08-07,73,67.0,,0.67,48.910000000000004
2016-08-08,89,67.0,,0.67,59.63
2016-08-09,91,67.0,,0.67,60.970000000000006
2016-08-10,89,67.0,,0.67,59.63
2016-08-11,77,67.0,,0.67,51.59
2016-08-12,78,67.0,,0.67,52.260000000000005
2016-08-13,53,67.0,,0.67,35.510000000000005
2016-08-14,53,67.0,,0.67,35.510000000000005
2016-08-15,76,67.0,,0.67,50.92
2016-08-16,100,67.0,,0.67,67.0
2016-08-17,85,67.0,,0.67,56.95
2016-08-18,89,67.0,,0.67,59.63
2016-08-19,74,67.0,,0.67,49.580000000000005
2016-08-20,54,67.0,,0.67,36.18
2016-08-21,50,67.0,,0.67,33.5
2016-08-22,100,67.0,,0.67,67.0
2016-08-23,91,67.0,,0.67,60.970000000000006
2016-08-24,96,67.0,,0.67,64.32000000000001
2016-08-25,92,67.0,,0.67,61.64
2016-08-26,97,67.0,,0.67,64.99000000000001
2016-08-27,56,67.0,,0.67,37.52
2016-08-28,53,67.0,,0.67,35.510000000000005
2016-08-29,88,67.0,,0.67,58.96
2016-08-30,96,67.0,,0.67,64.32000000000001
2016-08-31,81,67.0,,0.67,54.27
2016-09-01,75,70.0,False,0.7,52.5
2016-09-02,68,70.0,,0.7,47.599999999999994
2016-09-03,50,70.0,,0.7,35.0
2016-09-04,50,70.0,,0.7,35.0
2016-09-05,64,70.0,,0.7,44.8
2016-09-06,100,70.0,,0.7,70.0
2016-09-07,92,70.0,,0.7,64.39999999999999
2016-09-08,87,70.0,,0.7,60.9
2016-09-09,78,70.0,,0.7,54.599999999999994
2016-09-10,42,70.0,,0.7,29.4
2016-09-11,52,70.0,,0.7,36.4
2016-09-12,86,70.0,,0.7,60.199999999999996
2016-09-13,87,70.0,,0.7,60.9
2016-09-14,90,70.0,,0.7,62.99999999999999
2016-09-15,91,70.0,,0.7,63.699999999999996
2016-09-16,82,70.0,,0.7,57.4
2016-09-17,50,70.0,,0.7,35.0
2016-09-18,51,70.0,,0.7,35.699999999999996
2016-09-19,99,70.0,,0.7,69.3
2016-09-20,88,70.0,,0.7,61.599999999999994
2016-09-21,91,70.0,,0.7,63.699999999999996
2016-09-22,99,70.0,,0.7,69.3
2016-09-23,87,70.0,,0.7,60.9
2016-09-24,53,70.0,,0.7,37.099999999999994
2016-09-25,55,70.0,,0.7,38.5
2016-09-26,89,70.0,,0.7,62.3
2016-09-27,85,70.0,,0.7,59.49999999999999
2016-09-28,90,70.0,,0.7,62.99999999999999
2016-09-29,81,70.0,,0.7,56.699999999999996
2016-09-30,71,70.0,,0.7,49.699999999999996
2016-10-01,49,73.0,False,0.73,35.769999999999996
2016-10-02,43,73.0,,0.73,31.39
2016-10-03,88,73.0,,0.73,64.24
2016-10-04,84,73.0,,0.73,61.32
2016-10-05,86,73.0,,0.73,62.78
2016-10-06,75,73.0,,0.73,54.75
2016-10-07,72,73.0,,0.73,52.56
2016-10-08,47,73.0,,0.73,34.31
2016-10-09,54,73.0,,0.73,39.42
2016-10-10,74,73.0,,0.73,54.019999999999996
2016-10-11,82,73.0,,0.73,59.86
2016-10-12,84,73.0,,0.73,61.32
2016-10-13,79,73.0,,0.73,57.67
2016-10-14,73,73.0,,0.73,53.29
2016-10-15,50,73.0,,0.73,36.5
2016-10-16,51,73.0,,0.73,37.23
2016-10-17,82,73.0,,0.73,59.86
2016-10-18,93,73.0,,0.73,67.89
2016-10-19,83,73.0,,0.73,60.589999999999996
2016-10-20,78,73.0,,0.73,56.94
2016-10-21,74,73.0,,0.73,54.019999999999996
2016-10-22,39,73.0,,0.73,28.47
2016-10-23,52,73.0,,0.73,37.96
2016-10-24,100,73.0,,0.73,73.0
2016-10-25,90,73.0,,0.73,65.7
2016-10-26,82,73.0,,0.73,59.86
2016-10-27,82,73.0,,0.73,59.86
2016-10-28,77,73.0,,0.73,56.21
2016-10-29,53,73.0,,0.73,38.69
2016-10-30,49,73.0,,0.73,35.769999999999996
2016-10-31,87,73.0,,0.73,63.51
2016-11-01,91,70.0,False,0.7,63.699999999999996
2016-11-02,90,70.0,,0.7,62.99999999999999
2016-11-03,78,70.0,,0.7,54.599999999999994
2016-11-04,73,70.0,,0.7,51.099999999999994
2016-11-05,45,70.0,,0.7,31.499999999999996
2016-11-06,51,70.0,,0.7,35.699999999999996
2016-11-07,80,70.0,,0.7,56.0
2016-11-08,87,70.0,,0.7,60.9
2016-11-09,66,70.0,,0.7,46.199999999999996
2016-11-10,76,70.0,,0.7,53.199999999999996
2016-11-11,62,70.0,,0.7,43.4
2016-11-12,52,70.0,,0.7,36.4
2016-11-13,51,70.0,,0.7,35.699999999999996
2016-11-14,84,70.0,,0.7,58.8
2016-11-15,100,70.0,,0.7,70.0
2016-11-16,85,70.0,,0.7,59.49999999999999
2016-11-17,92,70.0,,0.7,64.39999999999999
2016-11-18,75,70.0,,0.7,52.5
2016-11-19,47,70.0,,0.7,32.9
2016-11-20,57,70.0,,0.7,39.9
2016-11-21,79,70.0,,0.7,55.3
2016-11-22,84,70.0,,0.7,58.8
2016-11-23,66,70.0,,0.7,46.199999999999996
2016-11-24,47,70.0,,0.7,32.9
2016-11-25,40,70.0,,0.7,28.0
2016-11-26,42,70.0,,0.7,29.4
2016-11-27,56,70.0,,0.7,39.199999999999996
2016-11-28,88,70.0,,0.7,61.599999999999994
2016-11-29,80,70.0,,0.7,56.0
2016-11-30,83,70.0,,0.7,58.099999999999994
2016-12-01,93,69.0,False,0.69,64.17
2016-12-02,84,69.0,,0.69,57.959999999999994
2016-12-03,54,69.0,,0.69,37.26
2016-12-04,57,69.0,,0.69,39.33
2016-12-05,95,69.0,,0.69,65.55
2016-12-06,100,69.0,,0.69,69.0
2016-12-07,86,69.0,,0.69,59.339999999999996
2016-12-08,91,69.0,,0.69,62.78999999999999
2016-12-09,83,69.0,,0.69,57.269999999999996
2016-12-10,42,69.0,,0.69,28.979999999999997
2016-12-11,51,69.0,,0.69,35.19
2016-12-12,95,69.0,,0.69,65.55
2016-12-13,90,69.0,,0.69,62.099999999999994
2016-12-14,98,69.0,,0.69,67.61999999999999
2016-12-15,87,69.0,,0.69,60.029999999999994
2016-12-16,73,69.0,,0.69,50.37
2016-12-17,46,69.0,,0.69,31.74
2016-12-18,52,69.0,,0.69,35.879999999999995
2016-12-19,71,69.0,,0.69,48.989999999999995
2016-12-20,82,69.0,,0.69,56.58
2016-12-21,67,69.0,,0.69,46.23
2016-12-22,72,69.0,,0.69,49.67999999999999
2016-12-23,54,69.0,,0.69,37.26
2016-12-24,40,69.0,,0.69,27.599999999999998
2016-12-25,43,69.0,,0.69,29.669999999999998
2016-12-26,40,69.0,,0.69,27.599999999999998
2016-12-27,58,69.0,,0.69,40.019999999999996
2016-12-28,67,69.0,,0.69,46.23
2016-12-29,68,69.0,,0.69,46.919999999999995
2016-12-30,57,69.0,,0.69,39.33
2016-12-31,46,69.0,,0.69,31.74
2017-01-01,37,74.0,False,0.74,27.38
2017-01-02,50,74.0,,0.74,37.0
2017-01-03,72,74.0,,0.74,53.28
2017-01-04,83,74.0,,0.74,61.42
2017-01-05,74,74.0,,0.74,54.76
2017-01-06,67,74.0,,0.74,49.58
2017-01-07,51,74.0,,0.74,37.74
2017-01-08,46,74.0,,0.74,34.04
2017-01-09,69,74.0,,0.74,51.06
2017-01-10,86,74.0,,0.74,63.64
2017-01-11,72,74.0,,0.74,53.28
2017-01-12,81,74.0,,0.74,59.94
2017-01-13,77,74.0,,0.74,56.98
2017-01-14,46,74.0,,0.74,34.04
2017-01-15,53,74.0,,0.74,39.22
2017-01-16,57,74.0,,0.74,42.18
2017-01-17,88,74.0,,0.74,65.12
2017-01-18,83,74.0,,0.74,61.42
2017-01-19,88,74.0,,0.74,65.12
2017-01-20,75,74.0,,0.74,55.5
2017-01-21,49,74.0,,0.74,36.26
2017-01-22,59,74.0,,0.74,43.66
2017-01-23,82,74.0,,0.74,60.68
2017-01-24,93,74.0,,0.74,68.82
2017-01-25,92,74.0,,0.74,68.08
2017-01-26,94,74.0,,0.74,69.56
2017-01-27,80,74.0,,0.74,59.2
2017-01-28,62,74.0,,0.74,45.88
2017-01-29,67,74.0,,0.74,49.58
2017-01-30,85,74.0,,0.74,62.9
2017-01-31,100,74.0,,0.74,74.0
2017-02-01,85,83.0,False,0.83,70.55
2017-02-02,78,83.0,,0.83,64.74
2017-02-03,76,83.0,,0.83,63.08
2017-02-04,58,83.0,,0.83,48.14
2017-02-05,48,83.0,,0.83,39.839999999999996
2017-02-06,83,83.0,,0.83,68.89
2017-02-07,77,83.0,,0.83,63.91
2017-02-08,98,83.0,,0.83,81.33999999999999
2017-02-09,72,83.0,,0.83,59.76
2017-02-10,66,83.0,,0.83,54.779999999999994
2017-02-11,48,83.0,,0.83,39.839999999999996
2017-02-12,58,83.0,,0.83,48.14
2017-02-13,75,83.0,,0.83,62.25
2017-02-14,87,83.0,,0.83,72.21
2017-02-15,95,83.0,,0.83,78.85
2017-02-16,87,83.0,,0.83,72.21
2017-02-17,80,83.0,,0.83,66.39999999999999
2017-02-18,53,83.0,,0.83,43.989999999999995
2017-02-19,59,83.0,,0.83,48.97
2017-02-20,63,83.0,,0.83,52.29
2017-02-21,84,83.0,,0.83,69.72
2017-02-22,100,83.0,,0.83,83.0
2017-02-23,79,83.0,,0.83,65.57
2017-02-24,72,83.0,,0.83,59.76
2017-02-25,50,83.0,,0.83,41.5
2017-02-26,60,83.0,,0.83,49.8
2017-02-27,89,83.0,,0.83,73.86999999999999
2017-02-28,94,83.0,,0.83,78.02
2017-03-01,98,86.0,False,0.86,84.28
2017-03-02,99,86.0,,0.86,85.14
2017-03-03,86,86.0,,0.86,73.96
2017-03-04,57,86.0,,0.86,49.019999999999996
2017-03-05,66,86.0,,0.86,56.76
2017-03-06,94,86.0,,0.86,80.84
2017-03-07,100,86.0,,0.86,86.0
2017-03-08,94,86.0,,0.86,80.84
2017-03-09,92,86.0,,0.86,79.12
2017-03-10,82,86.0,,0.86,70.52
2017-03-11,50,86.0,,0.86,43.0
2017-03-12,64,86.0,,0.86,55.04
2017-03-13,87,86.0,,0.86,74.82
2017-03-14,84,86.0,,0.86,72.24
2017-03-15,86,86.0,,0.86,73.96
2017-03-16,84,86.0,,0.86,72.24
2017-03-17,74,86.0,,0.86,63.64
2017-03-18,50,86.0,,0.86,43.0
2017-03-19,55,86.0,,0.86,47.3
2017-03-20,94,86.0,,0.86,80.84
2017-03-21,96,86.0,,0.86,82.56
2017-03-22,98,86.0,,0.86,84.28
2017-03-23,90,86.0,,0.86,77.4
2017-03-24,81,86.0,,0.86,69.66
2017-03-25,48,86.0,,0.86,41.28
2017-03-26,66,86.0,,0.86,56.76
2017-03-27,94,86.0,,0.86,80.84
2017-03-28,93,86.0,,0.86,79.98
2017-03-29,94,86.0,,0.86,80.84
2017-03-30,93,86.0,,0.86,79.98
2017-03-31,76,86.0,,0.86,65.36
2017-04-01,49,81.0,False,0.81,39.690000000000005
2017-04-02,59,81.0,,0.81,47.790000000000006
2017-04-03,89,81.0,,0.81,72.09
2017-04-04,99,81.0,,0.81,80.19000000000001
2017-04-05,90,81.0,,0.81,72.9
2017-04-06,95,81.0,,0.81,76.95
2017-04-07,78,81.0,,0.81,63.18000000000001
2017-04-08,52,81.0,,0.81,42.120000000000005
2017-04-09,59,81.0,,0.81,47.790000000000006
2017-04-10,90,81.0,,0.81,72.9
2017-04-11,90,81.0,,0.81,72.9
2017-04-12,89,81.0,,0.81,72.09
2017-04-13,86,81.0,,0.81,69.66000000000001
2017-04-14,68,81.0,,0.81,55.080000000000005
2017-04-15,49,81.0,,0.81,39.690000000000005
