date,unemployment_unscaled,unemployment_monthly,isPartial,scale,unemployment
2020-01-16,58,5.0,,0.05,2.9000000000000004
2020-01-17,57,5.0,,0.05,2.85
2020-01-18,33,5.0,,0.05,1.6500000000000001
2020-01-19,62,5.0,,0.05,3.1
2020-01-20,78,5.0,,0.05,3.9000000000000004
2020-01-21,86,5.0,,0.05,4.3
2020-01-22,78,5.0,,0.05,3.9000000000000004
2020-01-23,63,5.0,,0.05,3.1500000000000004
2020-01-24,57,5.0,,0.05,2.85
2020-01-25,34,5.0,,0.05,1.7000000000000002
2020-01-26,65,5.0,,0.05,3.25
2020-01-27,86,5.0,,0.05,4.3
2020-01-28,70,5.0,,0.05,3.5
2020-01-29,61,5.0,,0.05,3.0500000000000003
2020-01-30,56,5.0,,0.05,2.8000000000000003
2020-01-31,53,5.0,,0.05,2.6500000000000004
2020-02-01,37,5.0,False,0.05,1.85
2020-02-02,75,5.0,,0.05,3.75
2020-02-03,96,5.0,,0.05,4.800000000000001
2020-02-04,74,5.0,,0.05,3.7
2020-02-05,88,5.0,,0.05,4.4
2020-02-06,70,5.0,,0.05,3.5
2020-02-07,63,5.0,,0.05,3.1500000000000004
2020-02-08,40,5.0,,0.05,2.0
2020-02-09,78,5.0,,0.05,3.9000000000000004
2020-02-10,100,5.0,,0.05,5.0
2020-02-11,77,5.0,,0.05,3.85
2020-02-12,67,5.0,,0.05,3.35
2020-02-13,62,5.0,,0.05,3.1
2020-02-14,56,5.0,,0.05,2.8000000000000003
2020-02-15,35,5.0,,0.05,1.75
2020-02-16,76,5.0,,0.05,3.8000000000000003
2020-02-17,80,5.0,,0.05,4.0
2020-02-18,83,5.0,,0.05,4.15
2020-02-19,73,5.0,,0.05,3.6500000000000004
2020-02-20,62,5.0,,0.05,3.1
2020-02-21,56,5.0,,0.05,2.8000000000000003
2020-02-22,36,5.0,,0.05,1.8
2020-02-23,73,5.0,,0.05,3.6500000000000004
2020-02-24,94,5.0,,0.05,4.7
2020-02-25,69,5.0,,0.05,3.45
2020-02-26,57,5.0,,0.05,2.85
2020-02-27,57,5.0,,0.05,2.85
2020-02-28,51,5.0,,0.05,2.5500000000000003
2020-02-29,30,5.0,,0.05,1.5
2020-03-01,4,43.0,False,0.43,1.72
2020-03-02,5,43.0,,0.43,2.15
2020-03-03,4,43.0,,0.43,1.72
2020-03-04,4,43.0,,0.43,1.72
2020-03-05,3,43.0,,0.43,1.29
2020-03-06,3,43.0,,0.43,1.29
2020-03-07,2,43.0,,0.43,0.86
2020-03-08,4,43.0,,0.43,1.72
2020-03-09,5,43.0,,0.43,2.15
2020-03-10,4,43.0,,0.43,1.72
2020-03-11,3,43.0,,0.43,1.29
2020-03-12,4,43.0,,0.43,1.72
2020-03-13,6,43.0,,0.43,2.58
2020-03-14,5,43.0,,0.43,2.15
2020-03-15,9,43.0,,0.43,3.87
2020-03-16,25,43.0,,0.43,10.75
2020-03-17,36,43.0,,0.43,15.48
2020-03-18,42,43.0,,0.43,18.06
2020-03-19,44,43.0,,0.43,18.919999999999998
2020-03-20,50,43.0,,0.43,21.5
2020-03-21,32,43.0,,0.43,13.76
2020-03-22,37,43.0,,0.43,15.91
2020-03-23,63,43.0,,0.43,27.09
2020-03-24,54,43.0,,0.43,23.22
2020-03-25,63,43.0,,0.43,27.09
2020-03-26,80,43.0,,0.43,34.4
2020-03-27,74,43.0,,0.43,31.82
2020-03-28,60,43.0,,0.43,25.8
2020-03-29,63,43.0,,0.43,27.09
2020-03-30,100,43.0,,0.43,43.0
2020-03-31,96,43.0,,0.43,41.28
2020-04-01,89,100.0,False,1.0,89.0
2020-04-02,93,100.0,,1.0,93.0
2020-04-03,81,100.0,,1.0,81.0
2020-04-04,56,100.0,,1.0,56.0
2020-04-05,65,100.0,,1.0,65.0
2020-04-06,92,100.0,,1.0,92.0
2020-04-07,83,100.0,,1.0,83.0
2020-04-08,78,100.0,,1.0,78.0
2020-04-09,83,100.0,,1.0,83.0
2020-04-10,73,100.0,,1.0,73.0
2020-04-11,48,100.0,,1.0,48.0
2020-04-12,63,100.0,,1.0,63.0
2020-04-13,100,100.0,,1.0,100.0
2020-04-14,86,100.0,,1.0,86.0
2020-04-15,83,100.0,,1.0,83.0
2020-04-16,74,100.0,,1.0,74.0
2020-04-17,64,100.0,,1.0,64.0
2020-04-18,47,100.0,,1.0,47.0
2020-04-19,75,100.0,,1.0,75.0
2020-04-20,90,100.0,,1.0,90.0
2020-04-21,80,100.0,,1.0,80.0
2020-04-22,73,100.0,,1.0,73.0
2020-04-23,68,100.0,,1.0,68.0
2020-04-24,60,100.0,,1.0,60.0
2020-04-25,44,100.0,,1.0,44.0
2020-04-26,71,100.0,,1.0,71.0
2020-04-27,88,100.0,,1.0,88.0
2020-04-28,78,100.0,,1.0,78.0
2020-04-29,65,100.0,,1.0,65.0
2020-04-30,59,100.0,,1.0,59.0
2020-05-01,72,70.0,False,0.7,50.4
2020-05-02,53,70.0,,0.7,37.099999999999994
2020-05-03,86,70.0,,0.7,60.199999999999996
2020-05-04,100,70.0,,0.7,70.0
2020-05-05,85,70.0,,0.7,59.49999999999999
2020-05-06,72,70.0,,0.7,50.4
2020-05-07,69,70.0,,0.7,48.3
2020-05-08,69,70.0,,0.7,48.3
2020-05-09,48,70.0,,0.7,33.599999999999994
2020-05-10,74,70.0,,0.7,51.8
2020-05-11,98,70.0,,0.7,68.6
2020-05-12,83,70.0,,0.7,58.099999999999994
2020-05-13,75,70.0,,0.7,52.5
2020-05-14,67,70.0,,0.7,46.9
2020-05-15,60,70.0,,0.7,42.0
2020-05-16,49,70.0,,0.7,34.3
2020-05-17,83,70.0,,0.7,58.099999999999994
2020-05-18,94,70.0,,0.7,65.8
2020-05-19,81,70.0,,0.7,56.699999999999996
2020-05-20,71,70.0,,0.7,49.699999999999996
2020-05-21,66,70.0,,0.7,46.199999999999996
2020-05-22,58,70.0,,0.7,40.599999999999994
2020-05-23,44,70.0,,0.7,30.799999999999997
2020-05-24,76,70.0,,0.7,53.199999999999996
2020-05-25,68,70.0,,0.7,47.599999999999994
2020-05-26,89,70.0,,0.7,62.3
2020-05-27,78,70.0,,0.7,54.599999999999994
2020-05-28,65,70.0,,0.7,45.5
2020-05-29,58,70.0,,0.7,40.599999999999994
2020-05-30,41,70.0,,0.7,28.7
2020-05-31,69,70.0,,0.7,48.3
2020-06-01,100,59.0,False,0.59,59.0
2020-06-02,85,59.0,,0.59,50.15
2020-06-03,75,59.0,,0.59,44.25
2020-06-04,67,59.0,,0.59,39.53
2020-06-05,67,59.0,,0.59,39.53
2020-06-06,49,59.0,,0.59,28.91
2020-06-07,87,59.0,,0.59,51.33
2020-06-08,97,59.0,,0.59,57.23
2020-06-09,79,59.0,,0.59,46.61
2020-06-10,72,59.0,,0.59,42.48
2020-06-11,63,59.0,,0.59,37.169999999999995
2020-06-12,58,59.0,,0.59,34.22
2020-06-13,43,59.0,,0.59,25.369999999999997
2020-06-14,85,59.0,,0.59,50.15
2020-06-15,98,59.0,,0.59,57.82
2020-06-16,82,59.0,,0.59,48.379999999999995
2020-06-17,69,59.0,,0.59,40.71
2020-06-18,63,59.0,,0.59,37.169999999999995
2020-06-19,56,59.0,,0.59,33.04
2020-06-20,41,59.0,,0.59,24.189999999999998
2020-06-21,79,59.0,,0.59,46.61
2020-06-22,99,59.0,,0.59,58.41
2020-06-23,82,59.0,,0.59,48.379999999999995
2020-06-24,71,59.0,,0.59,41.89
2020-06-25,64,59.0,,0.59,37.76
2020-06-26,59,59.0,,0.59,34.809999999999995
2020-06-27,45,59.0,,0.59,26.549999999999997
2020-06-28,88,59.0,,0.59,51.919999999999995
2020-06-29,97,59.0,,0.59,57.23
2020-06-30,83,59.0,,0.59,48.97
2020-07-01,73,58.0,False,0.58,42.339999999999996
2020-07-02,65,58.0,,0.58,37.699999999999996
2020-07-03,54,58.0,,0.58,31.319999999999997
2020-07-04,35,58.0,,0.58,20.299999999999997
2020-07-05,90,58.0,,0.58,52.199999999999996
2020-07-06,100,58.0,,0.58,57.99999999999999
2020-07-07,81,58.0,,0.58,46.98
2020-07-08,69,58.0,,0.58,40.019999999999996
2020-07-09,59,58.0,,0.58,34.22
2020-07-10,56,58.0,,0.58,32.48
2020-07-11,40,58.0,,0.58,23.2
2020-07-12,85,58.0,,0.58,49.3
2020-07-13,93,58.0,,0.58,53.94
2020-07-14,81,58.0,,0.58,46.98
2020-07-15,66,58.0,,0.58,38.279999999999994
2020-07-16,60,58.0,,0.58,34.8
2020-07-17,53,58.0,,0.58,30.74
2020-07-18,40,58.0,,0.58,23.2
2020-07-19,81,58.0,,0.58,46.98
2020-07-20,97,58.0,,0.58,56.26
2020-07-21,86,58.0,,0.58,49.879999999999995
2020-07-22,70,58.0,,0.58,40.599999999999994
2020-07-23,65,58.0,,0.58,37.699999999999996
2020-07-24,60,58.0,,0.58,34.8
2020-07-25,44,58.0,,0.58,25.52
2020-07-26,85,58.0,,0.58,49.3
2020-07-27,93,58.0,,0.58,53.94
2020-07-28,79,58.0,,0.58,45.82
2020-07-29,66,58.0,,0.58,38.279999999999994
2020-07-30,58,58.0,,0.58,33.64
2020-07-31,58,58.0,,0.58,33.64
2020-08-01,42,51.0,False,0.51,21.42
2020-08-02,81,51.0,,0.51,41.31
2020-08-03,85,51.0,,0.51,43.35
2020-08-04,67,51.0,,0.51,34.17
2020-08-05,58,51.0,,0.51,29.580000000000002
2020-08-06,52,51.0,,0.51,26.52
2020-08-07,52,51.0,,0.51,26.52
2020-08-08,57,51.0,,0.51,29.07
2020-08-09,100,51.0,,0.51,51.0
2020-08-10,92,51.0,,0.51,46.92
2020-08-11,70,51.0,,0.51,35.7
2020-08-12,58,51.0,,0.51,29.580000000000002
2020-08-13,52,51.0,,0.51,26.52
2020-08-14,47,51.0,,0.51,23.97
2020-08-15,35,51.0,,0.51,17.85
2020-08-16,68,51.0,,0.51,34.68
2020-08-17,73,51.0,,0.51,37.230000000000004
2020-08-18,61,51.0,,0.51,31.11
2020-08-19,54,51.0,,0.51,27.54
2020-08-20,49,51.0,,0.51,24.990000000000002
2020-08-21,47,51.0,,0.51,23.97
2020-08-22,42,51.0,,0.51,21.42
2020-08-23,69,51.0,,0.51,35.19
2020-08-24,70,51.0,,0.51,35.7
2020-08-25,61,51.0,,0.51,31.11
2020-08-26,54,51.0,,0.51,27.54
2020-08-27,46,51.0,,0.51,23.46
2020-08-28,44,51.0,,0.51,22.44
2020-08-29,34,51.0,,0.51,17.34
2020-08-30,74,51.0,,0.51,37.74
2020-08-31,69,51.0,,0.51,35.19
2020-09-01,85,43.0,False,0.43,36.55
2020-09-02,75,43.0,,0.43,32.25
2020-09-03,64,43.0,,0.43,27.52
2020-09-04,62,43.0,,0.43,26.66
2020-09-05,46,43.0,,0.43,19.78
2020-09-06,90,43.0,,0.43,38.7
2020-09-07,85,43.0,,0.43,36.55
2020-09-08,93,43.0,,0.43,39.99
2020-09-09,82,43.0,,0.43,35.26
2020-09-10,73,43.0,,0.43,31.39
2020-09-11,70,43.0,,0.43,30.099999999999998
2020-09-12,52,43.0,,0.43,22.36
2020-09-13,87,43.0,,0.43,37.41
2020-09-14,100,43.0,,0.43,43.0
2020-09-15,86,43.0,,0.43,36.98
2020-09-16,73,43.0,,0.43,31.39
2020-09-17,65,43.0,,0.43,27.95
2020-09-18,59,43.0,,0.43,25.37
2020-09-19,43,43.0,,0.43,18.49
2020-09-20,83,43.0,,0.43,35.69
2020-09-21,85,43.0,,0.43,36.55
2020-09-22,72,43.0,,0.43,30.96
2020-09-23,65,43.0,,0.43,27.95
2020-09-24,55,43.0,,0.43,23.65
2020-09-25,52,43.0,,0.43,22.36
2020-09-26,37,43.0,,0.43,15.91
2020-09-27,75,43.0,,0.43,32.25
2020-09-28,83,43.0,,0.43,35.69
2020-09-29,68,43.0,,0.43,29.24
2020-09-30,63,43.0,,0.43,27.09
2020-10-01,71,33.0,False,0.33,23.43
2020-10-02,64,33.0,,0.33,21.12
2020-10-03,46,33.0,,0.33,15.180000000000001
2020-10-04,95,33.0,,0.33,31.35
2020-10-05,100,33.0,,0.33,33.0
2020-10-06,84,33.0,,0.33,27.720000000000002
2020-10-07,71,33.0,,0.33,23.43
2020-10-08,61,33.0,,0.33,20.130000000000003
2020-10-09,58,33.0,,0.33,19.14
2020-10-10,42,33.0,,0.33,13.860000000000001
2020-10-11,93,33.0,,0.33,30.69
2020-10-12,93,33.0,,0.33,30.69
2020-10-13,89,33.0,,0.33,29.37
2020-10-14,78,33.0,,0.33,25.740000000000002
2020-10-15,64,33.0,,0.33,21.12
2020-10-16,55,33.0,,0.33,18.150000000000002
2020-10-17,41,33.0,,0.33,13.530000000000001
2020-10-18,91,33.0,,0.33,30.03
2020-10-19,96,33.0,,0.33,31.68
2020-10-20,80,33.0,,0.33,26.400000000000002
2020-10-21,71,33.0,,0.33,23.43
2020-10-22,62,33.0,,0.33,20.46
2020-10-23,54,33.0,,0.33,17.82
2020-10-24,37,33.0,,0.33,12.21
2020-10-25,82,33.0,,0.33,27.060000000000002
2020-10-26,87,33.0,,0.33,28.71
2020-10-27,69,33.0,,0.33,22.77
2020-10-28,62,33.0,,0.33,20.46
2020-10-29,54,33.0,,0.33,17.82
2020-10-30,49,33.0,,0.33,16.17
2020-10-31,32,33.0,,0.33,10.56
2020-11-01,95,28.0,True,0.28,26.6
2020-11-02,95,28.0,,0.28,26.6
2020-11-03,69,28.0,,0.28,19.32
2020-11-04,43,28.0,,0.28,12.040000000000001
2020-11-05,42,28.0,,0.28,11.760000000000002
2020-11-06,43,28.0,,0.28,12.040000000000001
2020-11-07,32,28.0,,0.28,8.96
2020-11-08,85,28.0,,0.28,23.8
2020-11-09,93,28.0,,0.28,26.040000000000003
2020-11-10,74,28.0,,0.28,20.720000000000002
2020-11-11,65,28.0,,0.28,18.200000000000003
2020-11-12,62,28.0,,0.28,17.360000000000003
2020-11-13,55,28.0,,0.28,15.400000000000002
2020-11-14,37,28.0,,0.28,10.360000000000001
2020-11-15,88,28.0,,0.28,24.64
2020-11-16,93,28.0,,0.28,26.040000000000003
2020-11-17,78,28.0,,0.28,21.840000000000003
2020-11-18,67,28.0,,0.28,18.76
2020-11-19,61,28.0,,0.28,17.080000000000002
2020-11-20,56,28.0,,0.28,15.680000000000001
2020-11-21,41,28.0,,0.28,11.48
2020-11-22,90,28.0,,0.28,25.200000000000003
2020-11-23,100,28.0,,0.28,28.000000000000004
2020-11-24,75,28.0,,0.28,21.000000000000004
2020-11-25,63,28.0,,0.28,17.64
2020-11-26,34,28.0,,0.28,9.520000000000001
2020-11-27,44,28.0,,0.28,12.32
2020-11-28,38,28.0,,0.28,10.64
