date,home_unscaled,home_monthly,isPartial,scale,home
2017-08-31,91,64.0,,0.64,58.24
2017-09-01,84,64.0,False,0.64,53.76
2017-09-02,89,64.0,,0.64,56.96
2017-09-03,94,64.0,,0.64,60.160000000000004
2017-09-04,100,64.0,,0.64,64.0
2017-09-05,87,64.0,,0.64,55.68
2017-09-06,85,64.0,,0.64,54.4
2017-09-07,84,64.0,,0.64,53.76
2017-09-08,85,64.0,,0.64,54.4
2017-09-09,86,64.0,,0.64,55.04
2017-09-10,81,64.0,,0.64,51.84
2017-09-11,84,64.0,,0.64,53.76
2017-09-12,85,64.0,,0.64,54.4
2017-09-13,85,64.0,,0.64,54.4
2017-09-14,86,64.0,,0.64,55.04
2017-09-15,87,64.0,,0.64,55.68
2017-09-16,97,64.0,,0.64,62.08
2017-09-17,92,64.0,,0.64,58.88
2017-09-18,87,64.0,,0.64,55.68
2017-09-19,86,64.0,,0.64,55.04
2017-09-20,86,64.0,,0.64,55.04
2017-09-21,84,64.0,,0.64,53.76
2017-09-22,87,64.0,,0.64,55.68
2017-09-23,89,64.0,,0.64,56.96
2017-09-24,89,64.0,,0.64,56.96
2017-09-25,85,64.0,,0.64,54.4
2017-09-26,84,64.0,,0.64,53.76
2017-09-27,85,64.0,,0.64,54.4
2017-09-28,82,64.0,,0.64,52.480000000000004
2017-09-29,81,64.0,,0.64,51.84
2017-09-30,90,64.0,,0.64,57.6
2017-10-01,100,62.0,False,0.62,62.0
2017-10-02,87,62.0,,0.62,53.94
2017-10-03,91,62.0,,0.62,56.42
2017-10-04,91,62.0,,0.62,56.42
2017-10-05,90,62.0,,0.62,55.8
2017-10-06,91,62.0,,0.62,56.42
2017-10-07,96,62.0,,0.62,59.519999999999996
2017-10-08,98,62.0,,0.62,60.76
2017-10-09,96,62.0,,0.62,59.519999999999996
2017-10-10,90,62.0,,0.62,55.8
2017-10-11,93,62.0,,0.62,57.66
2017-10-12,90,62.0,,0.62,55.8
2017-10-13,90,62.0,,0.62,55.8
2017-10-14,93,62.0,,0.62,57.66
2017-10-15,97,62.0,,0.62,60.14
2017-10-16,95,62.0,,0.62,58.9
2017-10-17,94,62.0,,0.62,58.28
2017-10-18,90,62.0,,0.62,55.8
2017-10-19,91,62.0,,0.62,56.42
2017-10-20,88,62.0,,0.62,54.56
2017-10-21,94,62.0,,0.62,58.28
2017-10-22,94,62.0,,0.62,58.28
2017-10-23,94,62.0,,0.62,58.28
2017-10-24,91,62.0,,0.62,56.42
2017-10-25,92,62.0,,0.62,57.04
2017-10-26,91,62.0,,0.62,56.42
2017-10-27,87,62.0,,0.62,53.94
2017-10-28,95,62.0,,0.62,58.9
2017-10-29,95,62.0,,0.62,58.9
2017-10-30,94,62.0,,0.62,58.28
2017-10-31,88,62.0,,0.62,54.56
2017-11-01,63,70.0,False,0.7,44.099999999999994
2017-11-02,62,70.0,,0.7,43.4
2017-11-03,63,70.0,,0.7,44.099999999999994
2017-11-04,69,70.0,,0.7,48.3
2017-11-05,68,70.0,,0.7,47.599999999999994
2017-11-06,66,70.0,,0.7,46.199999999999996
2017-11-07,65,70.0,,0.7,45.5
2017-11-08,64,70.0,,0.7,44.8
2017-11-09,67,70.0,,0.7,46.9
2017-11-10,70,70.0,,0.7,49.0
2017-11-11,76,70.0,,0.7,53.199999999999996
2017-11-12,75,70.0,,0.7,52.5
2017-11-13,68,70.0,,0.7,47.599999999999994
2017-11-14,68,70.0,,0.7,47.599999999999994
2017-11-15,66,70.0,,0.7,46.199999999999996
2017-11-16,66,70.0,,0.7,46.199999999999996
2017-11-17,67,70.0,,0.7,46.9
2017-11-18,76,70.0,,0.7,53.199999999999996
2017-11-19,78,70.0,,0.7,54.599999999999994
2017-11-20,71,70.0,,0.7,49.699999999999996
2017-11-21,69,70.0,,0.7,48.3
2017-11-22,72,70.0,,0.7,50.4
2017-11-23,81,70.0,,0.7,56.699999999999996
2017-11-24,100,70.0,,0.7,70.0
2017-11-25,88,70.0,,0.7,61.599999999999994
2017-11-26,86,70.0,,0.7,60.199999999999996
2017-11-27,76,70.0,,0.7,53.199999999999996
2017-11-28,71,70.0,,0.7,49.699999999999996
2017-11-29,69,70.0,,0.7,48.3
2017-11-30,67,70.0,,0.7,46.9
2017-12-01,82,68.0,False,0.68,55.760000000000005
2017-12-02,94,68.0,,0.68,63.92
2017-12-03,92,68.0,,0.68,62.56
2017-12-04,82,68.0,,0.68,55.760000000000005
2017-12-05,79,68.0,,0.68,53.720000000000006
2017-12-06,81,68.0,,0.68,55.080000000000005
2017-12-07,79,68.0,,0.68,53.720000000000006
2017-12-08,76,68.0,,0.68,51.68000000000001
2017-12-09,88,68.0,,0.68,59.84
2017-12-10,90,68.0,,0.68,61.2
2017-12-11,80,68.0,,0.68,54.400000000000006
2017-12-12,80,68.0,,0.68,54.400000000000006
2017-12-13,77,68.0,,0.68,52.36000000000001
2017-12-14,77,68.0,,0.68,52.36000000000001
2017-12-15,79,68.0,,0.68,53.720000000000006
2017-12-16,86,68.0,,0.68,58.480000000000004
2017-12-17,89,68.0,,0.68,60.52
2017-12-18,83,68.0,,0.68,56.440000000000005
2017-12-19,81,68.0,,0.68,55.080000000000005
2017-12-20,84,68.0,,0.68,57.120000000000005
2017-12-21,82,68.0,,0.68,55.760000000000005
2017-12-22,82,68.0,,0.68,55.760000000000005
2017-12-23,84,68.0,,0.68,57.120000000000005
2017-12-24,85,68.0,,0.68,57.800000000000004
2017-12-25,88,68.0,,0.68,59.84
2017-12-26,100,68.0,,0.68,68.0
2017-12-27,97,68.0,,0.68,65.96000000000001
2017-12-28,94,68.0,,0.68,63.92
2017-12-29,91,68.0,,0.68,61.88
2017-12-30,91,68.0,,0.68,61.88
2017-12-31,88,68.0,,0.68,59.84
2018-01-01,98,66.0,False,0.66,64.68
2018-01-02,97,66.0,,0.66,64.02
2018-01-03,95,66.0,,0.66,62.7
2018-01-04,89,66.0,,0.66,58.74
2018-01-05,89,66.0,,0.66,58.74
2018-01-06,100,66.0,,0.66,66.0
2018-01-07,96,66.0,,0.66,63.36
2018-01-08,88,66.0,,0.66,58.080000000000005
2018-01-09,84,66.0,,0.66,55.440000000000005
2018-01-10,86,66.0,,0.66,56.760000000000005
2018-01-11,85,66.0,,0.66,56.1
2018-01-12,84,66.0,,0.66,55.440000000000005
2018-01-13,91,66.0,,0.66,60.06
2018-01-14,92,66.0,,0.66,60.720000000000006
2018-01-15,92,66.0,,0.66,60.720000000000006
2018-01-16,84,66.0,,0.66,55.440000000000005
2018-01-17,85,66.0,,0.66,56.1
2018-01-18,84,66.0,,0.66,55.440000000000005
2018-01-19,84,66.0,,0.66,55.440000000000005
2018-01-20,90,66.0,,0.66,59.400000000000006
2018-01-21,89,66.0,,0.66,58.74
2018-01-22,83,66.0,,0.66,54.78
2018-01-23,82,66.0,,0.66,54.120000000000005
2018-01-24,84,66.0,,0.66,55.440000000000005
2018-01-25,84,66.0,,0.66,55.440000000000005
2018-01-26,84,66.0,,0.66,55.440000000000005
2018-01-27,91,66.0,,0.66,60.06
2018-01-28,91,66.0,,0.66,60.06
2018-01-29,84,66.0,,0.66,55.440000000000005
2018-01-30,85,66.0,,0.66,56.1
2018-01-31,79,66.0,,0.66,52.14
2018-02-01,86,63.0,False,0.63,54.18
2018-02-02,84,63.0,,0.63,52.92
2018-02-03,93,63.0,,0.63,58.59
2018-02-04,91,63.0,,0.63,57.33
2018-02-05,84,63.0,,0.63,52.92
2018-02-06,89,63.0,,0.63,56.07
2018-02-07,86,63.0,,0.63,54.18
2018-02-08,86,63.0,,0.63,54.18
2018-02-09,86,63.0,,0.63,54.18
2018-02-10,93,63.0,,0.63,58.59
2018-02-11,93,63.0,,0.63,58.59
2018-02-12,88,63.0,,0.63,55.44
2018-02-13,86,63.0,,0.63,54.18
2018-02-14,78,63.0,,0.63,49.14
2018-02-15,82,63.0,,0.63,51.660000000000004
2018-02-16,85,63.0,,0.63,53.55
2018-02-17,91,63.0,,0.63,57.33
2018-02-18,96,63.0,,0.63,60.480000000000004
2018-02-19,95,63.0,,0.63,59.85
2018-02-20,90,63.0,,0.63,56.7
2018-02-21,84,63.0,,0.63,52.92
2018-02-22,87,63.0,,0.63,54.81
2018-02-23,87,63.0,,0.63,54.81
2018-02-24,95,63.0,,0.63,59.85
2018-02-25,100,63.0,,0.63,63.0
2018-02-26,89,63.0,,0.63,56.07
2018-02-27,89,63.0,,0.63,56.07
2018-02-28,85,63.0,,0.63,53.55
2018-03-01,83,65.0,False,0.65,53.95
2018-03-02,86,65.0,,0.65,55.9
2018-03-03,97,65.0,,0.65,63.050000000000004
2018-03-04,100,65.0,,0.65,65.0
2018-03-05,89,65.0,,0.65,57.85
2018-03-06,90,65.0,,0.65,58.5
2018-03-07,87,65.0,,0.65,56.550000000000004
2018-03-08,88,65.0,,0.65,57.2
2018-03-09,89,65.0,,0.65,57.85
2018-03-10,96,65.0,,0.65,62.400000000000006
2018-03-11,96,65.0,,0.65,62.400000000000006
2018-03-12,90,65.0,,0.65,58.5
2018-03-13,86,65.0,,0.65,55.9
2018-03-14,82,65.0,,0.65,53.300000000000004
2018-03-15,84,65.0,,0.65,54.6
2018-03-16,84,65.0,,0.65,54.6
2018-03-17,89,65.0,,0.65,57.85
2018-03-18,92,65.0,,0.65,59.800000000000004
2018-03-19,92,65.0,,0.65,59.800000000000004
2018-03-20,85,65.0,,0.65,55.25
2018-03-21,85,65.0,,0.65,55.25
2018-03-22,85,65.0,,0.65,55.25
2018-03-23,83,65.0,,0.65,53.95
2018-03-24,93,65.0,,0.65,60.45
2018-03-25,97,65.0,,0.65,63.050000000000004
2018-03-26,91,65.0,,0.65,59.15
2018-03-27,87,65.0,,0.65,56.550000000000004
2018-03-28,86,65.0,,0.65,55.9
2018-03-29,88,65.0,,0.65,57.2
2018-03-30,90,65.0,,0.65,58.5
2018-03-31,94,65.0,,0.65,61.1
2018-04-01,94,67.0,False,0.67,62.980000000000004
2018-04-02,93,67.0,,0.67,62.31
2018-04-03,89,67.0,,0.67,59.63
2018-04-04,90,67.0,,0.67,60.300000000000004
2018-04-05,92,67.0,,0.67,61.64
2018-04-06,90,67.0,,0.67,60.300000000000004
2018-04-07,95,67.0,,0.67,63.650000000000006
2018-04-08,100,67.0,,0.67,67.0
2018-04-09,95,67.0,,0.67,63.650000000000006
2018-04-10,88,67.0,,0.67,58.96
2018-04-11,85,67.0,,0.67,56.95
2018-04-12,85,67.0,,0.67,56.95
2018-04-13,88,67.0,,0.67,58.96
2018-04-14,95,67.0,,0.67,63.650000000000006
2018-04-15,98,67.0,,0.67,65.66000000000001
2018-04-16,90,67.0,,0.67,60.300000000000004
2018-04-17,88,67.0,,0.67,58.96
2018-04-18,87,67.0,,0.67,58.290000000000006
2018-04-19,87,67.0,,0.67,58.290000000000006
2018-04-20,85,67.0,,0.67,56.95
2018-04-21,96,67.0,,0.67,64.32000000000001
2018-04-22,100,67.0,,0.67,67.0
2018-04-23,90,67.0,,0.67,60.300000000000004
2018-04-24,90,67.0,,0.67,60.300000000000004
2018-04-25,88,67.0,,0.67,58.96
2018-04-26,85,67.0,,0.67,56.95
2018-04-27,84,67.0,,0.67,56.28
2018-04-28,92,67.0,,0.67,61.64
2018-04-29,100,67.0,,0.67,67.0
2018-04-30,91,67.0,,0.67,60.970000000000006
2018-05-01,78,68.0,False,0.68,53.040000000000006
2018-05-02,78,68.0,,0.68,53.040000000000006
2018-05-03,77,68.0,,0.68,52.36000000000001
2018-05-04,78,68.0,,0.68,53.040000000000006
2018-05-05,84,68.0,,0.68,57.120000000000005
2018-05-06,89,68.0,,0.68,60.52
2018-05-07,81,68.0,,0.68,55.080000000000005
2018-05-08,81,68.0,,0.68,55.080000000000005
2018-05-09,79,68.0,,0.68,53.720000000000006
2018-05-10,78,68.0,,0.68,53.040000000000006
2018-05-11,77,68.0,,0.68,52.36000000000001
2018-05-12,82,68.0,,0.68,55.760000000000005
2018-05-13,82,68.0,,0.68,55.760000000000005
2018-05-14,82,68.0,,0.68,55.760000000000005
2018-05-15,82,68.0,,0.68,55.760000000000005
2018-05-16,78,68.0,,0.68,53.040000000000006
2018-05-17,77,68.0,,0.68,52.36000000000001
2018-05-18,75,68.0,,0.68,51.00000000000001
2018-05-19,77,68.0,,0.68,52.36000000000001
2018-05-20,86,68.0,,0.68,58.480000000000004
2018-05-21,83,68.0,,0.68,56.440000000000005
2018-05-22,80,68.0,,0.68,54.400000000000006
2018-05-23,80,68.0,,0.68,54.400000000000006
2018-05-24,81,68.0,,0.68,55.080000000000005
2018-05-25,79,68.0,,0.68,53.720000000000006
2018-05-26,87,68.0,,0.68,59.160000000000004
2018-05-27,95,68.0,,0.68,64.60000000000001
2018-05-28,100,68.0,,0.68,68.0
2018-05-29,85,68.0,,0.68,57.800000000000004
2018-05-30,82,68.0,,0.68,55.760000000000005
2018-05-31,80,68.0,,0.68,54.400000000000006
2018-06-01,86,68.0,False,0.68,58.480000000000004
2018-06-02,92,68.0,,0.68,62.56
2018-06-03,100,68.0,,0.68,68.0
2018-06-04,92,68.0,,0.68,62.56
2018-06-05,86,68.0,,0.68,58.480000000000004
2018-06-06,88,68.0,,0.68,59.84
2018-06-07,84,68.0,,0.68,57.120000000000005
2018-06-08,83,68.0,,0.68,56.440000000000005
2018-06-09,90,68.0,,0.68,61.2
2018-06-10,95,68.0,,0.68,64.60000000000001
2018-06-11,92,68.0,,0.68,62.56
2018-06-12,91,68.0,,0.68,61.88
2018-06-13,88,68.0,,0.68,59.84
2018-06-14,87,68.0,,0.68,59.160000000000004
2018-06-15,84,68.0,,0.68,57.120000000000005
2018-06-16,90,68.0,,0.68,61.2
2018-06-17,88,68.0,,0.68,59.84
2018-06-18,90,68.0,,0.68,61.2
2018-06-19,87,68.0,,0.68,59.160000000000004
2018-06-20,87,68.0,,0.68,59.160000000000004
2018-06-21,85,68.0,,0.68,57.800000000000004
2018-06-22,83,68.0,,0.68,56.440000000000005
2018-06-23,88,68.0,,0.68,59.84
2018-06-24,95,68.0,,0.68,64.60000000000001
2018-06-25,92,68.0,,0.68,62.56
2018-06-26,90,68.0,,0.68,61.2
2018-06-27,87,68.0,,0.68,59.160000000000004
2018-06-28,88,68.0,,0.68,59.84
2018-06-29,86,68.0,,0.68,58.480000000000004
2018-06-30,91,68.0,,0.68,61.88
2018-07-01,92,74.0,False,0.74,68.08
2018-07-02,86,74.0,,0.74,63.64
2018-07-03,82,74.0,,0.74,60.68
2018-07-04,95,74.0,,0.74,70.3
2018-07-05,83,74.0,,0.74,61.42
2018-07-06,82,74.0,,0.74,60.68
2018-07-07,86,74.0,,0.74,63.64
2018-07-08,92,74.0,,0.74,68.08
2018-07-09,90,74.0,,0.74,66.6
2018-07-10,83,74.0,,0.74,61.42
2018-07-11,84,74.0,,0.74,62.16
2018-07-12,84,74.0,,0.74,62.16
2018-07-13,78,74.0,,0.74,57.72
2018-07-14,82,74.0,,0.74,60.68
2018-07-15,87,74.0,,0.74,64.38
2018-07-16,98,74.0,,0.74,72.52
2018-07-17,100,74.0,,0.74,74.0
2018-07-18,83,74.0,,0.74,61.42
2018-07-19,81,74.0,,0.74,59.94
2018-07-20,78,74.0,,0.74,57.72
2018-07-21,84,74.0,,0.74,62.16
2018-07-22,86,74.0,,0.74,63.64
2018-07-23,85,74.0,,0.74,62.9
2018-07-24,82,74.0,,0.74,60.68
2018-07-25,79,74.0,,0.74,58.46
2018-07-26,80,74.0,,0.74,59.2
2018-07-27,77,74.0,,0.74,56.98
2018-07-28,81,74.0,,0.74,59.94
2018-07-29,91,74.0,,0.74,67.34
2018-07-30,86,74.0,,0.74,63.64
2018-07-31,81,74.0,,0.74,59.94
2018-08-01,94,68.0,False,0.68,63.92
2018-08-02,92,68.0,,0.68,62.56
2018-08-03,91,68.0,,0.68,61.88
2018-08-04,97,68.0,,0.68,65.96000000000001
2018-08-05,100,68.0,,0.68,68.0
2018-08-06,97,68.0,,0.68,65.96000000000001
2018-08-07,94,68.0,,0.68,63.92
2018-08-08,94,68.0,,0.68,63.92
2018-08-09,89,68.0,,0.68,60.52
2018-08-10,88,68.0,,0.68,59.84
2018-08-11,96,68.0,,0.68,65.28
2018-08-12,100,68.0,,0.68,68.0
2018-08-13,94,68.0,,0.68,63.92
2018-08-14,94,68.0,,0.68,63.92
2018-08-15,89,68.0,,0.68,60.52
2018-08-16,90,68.0,,0.68,61.2
2018-08-17,90,68.0,,0.68,61.2
2018-08-18,95,68.0,,0.68,64.60000000000001
2018-08-19,100,68.0,,0.68,68.0
2018-08-20,93,68.0,,0.68,63.24
2018-08-21,91,68.0,,0.68,61.88
2018-08-22,90,68.0,,0.68,61.2
2018-08-23,90,68.0,,0.68,61.2
2018-08-24,90,68.0,,0.68,61.2
2018-08-25,92,68.0,,0.68,62.56
2018-08-26,95,68.0,,0.68,64.60000000000001
2018-08-27,92,68.0,,0.68,62.56
2018-08-28,90,68.0,,0.68,61.2
2018-08-29,88,68.0,,0.68,59.84
2018-08-30,87,68.0,,0.68,59.160000000000004
2018-08-31,86,68.0,,0.68,58.480000000000004
2018-09-01,88,63.0,False,0.63,55.44
2018-09-02,93,63.0,,0.63,58.59
2018-09-03,100,63.0,,0.63,63.0
2018-09-04,85,63.0,,0.63,53.55
2018-09-05,86,63.0,,0.63,54.18
2018-09-06,81,63.0,,0.63,51.03
2018-09-07,78,63.0,,0.63,49.14
2018-09-08,83,63.0,,0.63,52.29
2018-09-09,85,63.0,,0.63,53.55
2018-09-10,83,63.0,,0.63,52.29
2018-09-11,83,63.0,,0.63,52.29
2018-09-12,80,63.0,,0.63,50.4
2018-09-13,76,63.0,,0.63,47.88
2018-09-14,81,63.0,,0.63,51.03
2018-09-15,83,63.0,,0.63,52.29
2018-09-16,83,63.0,,0.63,52.29
2018-09-17,82,63.0,,0.63,51.660000000000004
2018-09-18,80,63.0,,0.63,50.4
2018-09-19,81,63.0,,0.63,51.03
2018-09-20,80,63.0,,0.63,50.4
2018-09-21,78,63.0,,0.63,49.14
2018-09-22,83,63.0,,0.63,52.29
2018-09-23,86,63.0,,0.63,54.18
2018-09-24,82,63.0,,0.63,51.660000000000004
2018-09-25,77,63.0,,0.63,48.51
2018-09-26,81,63.0,,0.63,51.03
2018-09-27,76,63.0,,0.63,47.88
2018-09-28,75,63.0,,0.63,47.25
2018-09-29,83,63.0,,0.63,52.29
2018-09-30,83,63.0,,0.63,52.29
2018-10-01,95,61.0,False,0.61,57.949999999999996
2018-10-02,93,61.0,,0.61,56.73
2018-10-03,91,61.0,,0.61,55.51
2018-10-04,91,61.0,,0.61,55.51
2018-10-05,88,61.0,,0.61,53.68
2018-10-06,93,61.0,,0.61,56.73
2018-10-07,95,61.0,,0.61,57.949999999999996
2018-10-08,95,61.0,,0.61,57.949999999999996
2018-10-09,95,61.0,,0.61,57.949999999999996
2018-10-10,89,61.0,,0.61,54.29
2018-10-11,90,61.0,,0.61,54.9
2018-10-12,91,61.0,,0.61,55.51
2018-10-13,99,61.0,,0.61,60.39
2018-10-14,100,61.0,,0.61,61.0
2018-10-15,95,61.0,,0.61,57.949999999999996
2018-10-16,92,61.0,,0.61,56.12
2018-10-17,88,61.0,,0.61,53.68
2018-10-18,90,61.0,,0.61,54.9
2018-10-19,91,61.0,,0.61,55.51
2018-10-20,95,61.0,,0.61,57.949999999999996
2018-10-21,98,61.0,,0.61,59.78
2018-10-22,96,61.0,,0.61,58.56
2018-10-23,90,61.0,,0.61,54.9
2018-10-24,87,61.0,,0.61,53.07
2018-10-25,89,61.0,,0.61,54.29
2018-10-26,87,61.0,,0.61,53.07
2018-10-27,95,61.0,,0.61,57.949999999999996
2018-10-28,98,61.0,,0.61,59.78
2018-10-29,93,61.0,,0.61,56.73
2018-10-30,91,61.0,,0.61,55.51
2018-10-31,87,61.0,,0.61,53.07
2018-11-01,65,69.0,False,0.69,44.849999999999994
2018-11-02,65,69.0,,0.69,44.849999999999994
2018-11-03,71,69.0,,0.69,48.989999999999995
2018-11-04,72,69.0,,0.69,49.67999999999999
2018-11-05,68,69.0,,0.69,46.919999999999995
2018-11-06,65,69.0,,0.69,44.849999999999994
2018-11-07,58,69.0,,0.69,40.019999999999996
2018-11-08,65,69.0,,0.69,44.849999999999994
2018-11-09,67,69.0,,0.69,46.23
2018-11-10,73,69.0,,0.69,50.37
2018-11-11,78,69.0,,0.69,53.81999999999999
2018-11-12,74,69.0,,0.69,51.059999999999995
2018-11-13,72,69.0,,0.69,49.67999999999999
2018-11-14,71,69.0,,0.69,48.989999999999995
2018-11-15,68,69.0,,0.69,46.919999999999995
2018-11-16,64,69.0,,0.69,44.16
2018-11-17,72,69.0,,0.69,49.67999999999999
2018-11-18,79,69.0,,0.69,54.51
2018-11-19,72,69.0,,0.69,49.67999999999999
2018-11-20,68,69.0,,0.69,46.919999999999995
2018-11-21,74,69.0,,0.69,51.059999999999995
2018-11-22,82,69.0,,0.69,56.58
2018-11-23,100,69.0,,0.69,69.0
2018-11-24,85,69.0,,0.69,58.65
2018-11-25,85,69.0,,0.69,58.65
2018-11-26,80,69.0,,0.69,55.199999999999996
2018-11-27,74,69.0,,0.69,51.059999999999995
2018-11-28,71,69.0,,0.69,48.989999999999995
2018-11-29,68,69.0,,0.69,46.919999999999995
2018-11-30,67,69.0,,0.69,46.23
2018-12-01,92,67.0,False,0.67,61.64
2018-12-02,95,67.0,,0.67,63.650000000000006
2018-12-03,86,67.0,,0.67,57.620000000000005
2018-12-04,83,67.0,,0.67,55.61000000000001
2018-12-05,83,67.0,,0.67,55.61000000000001
2018-12-06,82,67.0,,0.67,54.940000000000005
2018-12-07,82,67.0,,0.67,54.940000000000005
2018-12-08,89,67.0,,0.67,59.63
2018-12-09,94,67.0,,0.67,62.980000000000004
2018-12-10,85,67.0,,0.67,56.95
2018-12-11,82,67.0,,0.67,54.940000000000005
2018-12-12,82,67.0,,0.67,54.940000000000005
2018-12-13,82,67.0,,0.67,54.940000000000005
2018-12-14,78,67.0,,0.67,52.260000000000005
2018-12-15,88,67.0,,0.67,58.96
2018-12-16,88,67.0,,0.67,58.96
2018-12-17,85,67.0,,0.67,56.95
2018-12-18,86,67.0,,0.67,57.620000000000005
2018-12-19,84,67.0,,0.67,56.28
2018-12-20,86,67.0,,0.67,57.620000000000005
2018-12-21,87,67.0,,0.67,58.290000000000006
2018-12-22,90,67.0,,0.67,60.300000000000004
2018-12-23,91,67.0,,0.67,60.970000000000006
2018-12-24,92,67.0,,0.67,61.64
2018-12-25,94,67.0,,0.67,62.980000000000004
2018-12-26,100,67.0,,0.67,67.0
2018-12-27,95,67.0,,0.67,63.650000000000006
2018-12-28,96,67.0,,0.67,64.32000000000001
2018-12-29,94,67.0,,0.67,62.980000000000004
2018-12-30,92,67.0,,0.67,61.64
2018-12-31,92,67.0,,0.67,61.64
2019-01-01,98,67.0,False,0.67,65.66000000000001
2019-01-02,98,67.0,,0.67,65.66000000000001
2019-01-03,93,67.0,,0.67,62.31
2019-01-04,89,67.0,,0.67,59.63
2019-01-05,97,67.0,,0.67,64.99000000000001
2019-01-06,92,67.0,,0.67,61.64
2019-01-07,88,67.0,,0.67,58.96
2019-01-08,85,67.0,,0.67,56.95
2019-01-09,86,67.0,,0.67,57.620000000000005
2019-01-10,87,67.0,,0.67,58.290000000000006
2019-01-11,89,67.0,,0.67,59.63
2019-01-12,95,67.0,,0.67,63.650000000000006
2019-01-13,94,67.0,,0.67,62.980000000000004
2019-01-14,88,67.0,,0.67,58.96
2019-01-15,100,67.0,,0.67,67.0
2019-01-16,95,67.0,,0.67,63.650000000000006
2019-01-17,90,67.0,,0.67,60.300000000000004
2019-01-18,88,67.0,,0.67,58.96
2019-01-19,93,67.0,,0.67,62.31
2019-01-20,92,67.0,,0.67,61.64
2019-01-21,92,67.0,,0.67,61.64
2019-01-22,90,67.0,,0.67,60.300000000000004
2019-01-23,87,67.0,,0.67,58.290000000000006
2019-01-24,86,67.0,,0.67,57.620000000000005
2019-01-25,85,67.0,,0.67,56.95
2019-01-26,95,67.0,,0.67,63.650000000000006
2019-01-27,96,67.0,,0.67,64.32000000000001
2019-01-28,87,67.0,,0.67,58.290000000000006
2019-01-29,85,67.0,,0.67,56.95
2019-01-30,85,67.0,,0.67,56.95
2019-01-31,84,67.0,,0.67,56.28
2019-02-01,89,63.0,False,0.63,56.07
2019-02-02,100,63.0,,0.63,63.0
2019-02-03,91,63.0,,0.63,57.33
2019-02-04,85,63.0,,0.63,53.55
2019-02-05,89,63.0,,0.63,56.07
2019-02-06,85,63.0,,0.63,53.55
2019-02-07,89,63.0,,0.63,56.07
2019-02-08,91,63.0,,0.63,57.33
2019-02-09,99,63.0,,0.63,62.37
2019-02-10,99,63.0,,0.63,62.37
2019-02-11,93,63.0,,0.63,58.59
2019-02-12,89,63.0,,0.63,56.07
2019-02-13,86,63.0,,0.63,54.18
2019-02-14,82,63.0,,0.63,51.660000000000004
2019-02-15,88,63.0,,0.63,55.44
2019-02-16,100,63.0,,0.63,63.0
2019-02-17,100,63.0,,0.63,63.0
2019-02-18,97,63.0,,0.63,61.11
2019-02-19,91,63.0,,0.63,57.33
2019-02-20,90,63.0,,0.63,56.7
2019-02-21,88,63.0,,0.63,55.44
2019-02-22,86,63.0,,0.63,54.18
2019-02-23,99,63.0,,0.63,62.37
2019-02-24,97,63.0,,0.63,61.11
2019-02-25,89,63.0,,0.63,56.07
2019-02-26,90,63.0,,0.63,56.7
2019-02-27,88,63.0,,0.63,55.44
2019-02-28,89,63.0,,0.63,56.07
2019-03-01,81,66.0,False,0.66,53.46
2019-03-02,89,66.0,,0.66,58.74
2019-03-03,94,66.0,,0.66,62.040000000000006
2019-03-04,83,66.0,,0.66,54.78
2019-03-05,83,66.0,,0.66,54.78
2019-03-06,84,66.0,,0.66,55.440000000000005
2019-03-07,83,66.0,,0.66,54.78
2019-03-08,82,66.0,,0.66,54.120000000000005
2019-03-09,92,66.0,,0.66,60.720000000000006
2019-03-10,92,66.0,,0.66,60.720000000000006
2019-03-11,87,66.0,,0.66,57.42
2019-03-12,85,66.0,,0.66,56.1
2019-03-13,86,66.0,,0.66,56.760000000000005
2019-03-14,82,66.0,,0.66,54.120000000000005
2019-03-15,82,66.0,,0.66,54.120000000000005
2019-03-16,92,66.0,,0.66,60.720000000000006
2019-03-17,94,66.0,,0.66,62.040000000000006
2019-03-18,92,66.0,,0.66,60.720000000000006
2019-03-19,89,66.0,,0.66,58.74
2019-03-20,85,66.0,,0.66,56.1
2019-03-21,84,66.0,,0.66,55.440000000000005
2019-03-22,84,66.0,,0.66,55.440000000000005
2019-03-23,98,66.0,,0.66,64.68
2019-03-24,100,66.0,,0.66,66.0
2019-03-25,89,66.0,,0.66,58.74
2019-03-26,89,66.0,,0.66,58.74
2019-03-27,88,66.0,,0.66,58.080000000000005
2019-03-28,88,66.0,,0.66,58.080000000000005
2019-03-29,84,66.0,,0.66,55.440000000000005
2019-03-30,96,66.0,,0.66,63.36
2019-03-31,99,66.0,,0.66,65.34
2019-04-01,88,69.0,False,0.69,60.72
2019-04-02,84,69.0,,0.69,57.959999999999994
2019-04-03,84,69.0,,0.69,57.959999999999994
2019-04-04,87,69.0,,0.69,60.029999999999994
2019-04-05,86,69.0,,0.69,59.339999999999996
2019-04-06,96,69.0,,0.69,66.24
2019-04-07,100,69.0,,0.69,69.0
2019-04-08,91,69.0,,0.69,62.78999999999999
2019-04-09,86,69.0,,0.69,59.339999999999996
2019-04-10,86,69.0,,0.69,59.339999999999996
2019-04-11,86,69.0,,0.69,59.339999999999996
2019-04-12,84,69.0,,0.69,57.959999999999994
2019-04-13,92,69.0,,0.69,63.48
2019-04-14,94,69.0,,0.69,64.86
2019-04-15,85,69.0,,0.69,58.65
2019-04-16,85,69.0,,0.69,58.65
