date,home_unscaled,home_monthly,isPartial,scale,home
2015-12-30,99,61.0,,0.61,60.39
2015-12-31,93,61.0,,0.61,56.73
2016-01-01,96,63.0,False,0.63,60.480000000000004
2016-01-02,100,63.0,,0.63,63.0
2016-01-03,98,63.0,,0.63,61.74
2016-01-04,87,63.0,,0.63,54.81
2016-01-05,87,63.0,,0.63,54.81
2016-01-06,83,63.0,,0.63,52.29
2016-01-07,82,63.0,,0.63,51.660000000000004
2016-01-08,81,63.0,,0.63,51.03
2016-01-09,89,63.0,,0.63,56.07
2016-01-10,85,63.0,,0.63,53.55
2016-01-11,82,63.0,,0.63,51.660000000000004
2016-01-12,80,63.0,,0.63,50.4
2016-01-13,79,63.0,,0.63,49.77
2016-01-14,74,63.0,,0.63,46.62
2016-01-15,80,63.0,,0.63,50.4
2016-01-16,89,63.0,,0.63,56.07
2016-01-17,87,63.0,,0.63,54.81
2016-01-18,88,63.0,,0.63,55.44
2016-01-19,82,63.0,,0.63,51.660000000000004
2016-01-20,79,63.0,,0.63,49.77
2016-01-21,83,63.0,,0.63,52.29
2016-01-22,81,63.0,,0.63,51.03
2016-01-23,85,63.0,,0.63,53.55
2016-01-24,84,63.0,,0.63,52.92
2016-01-25,85,63.0,,0.63,53.55
2016-01-26,81,63.0,,0.63,51.03
2016-01-27,80,63.0,,0.63,50.4
2016-01-28,78,63.0,,0.63,49.14
2016-01-29,82,63.0,,0.63,51.660000000000004
2016-01-30,86,63.0,,0.63,54.18
2016-01-31,87,63.0,,0.63,54.81
2016-02-01,88,60.0,False,0.6,52.8
2016-02-02,85,60.0,,0.6,51.0
2016-02-03,86,60.0,,0.6,51.6
2016-02-04,87,60.0,,0.6,52.199999999999996
2016-02-05,85,60.0,,0.6,51.0
2016-02-06,93,60.0,,0.6,55.8
2016-02-07,91,60.0,,0.6,54.6
2016-02-08,83,60.0,,0.6,49.8
2016-02-09,87,60.0,,0.6,52.199999999999996
2016-02-10,85,60.0,,0.6,51.0
2016-02-11,84,60.0,,0.6,50.4
2016-02-12,85,60.0,,0.6,51.0
2016-02-13,94,60.0,,0.6,56.4
2016-02-14,91,60.0,,0.6,54.6
2016-02-15,92,60.0,,0.6,55.199999999999996
2016-02-16,87,60.0,,0.6,52.199999999999996
2016-02-17,87,60.0,,0.6,52.199999999999996
2016-02-18,85,60.0,,0.6,51.0
2016-02-19,87,60.0,,0.6,52.199999999999996
2016-02-20,92,60.0,,0.6,55.199999999999996
2016-02-21,95,60.0,,0.6,57.0
2016-02-22,90,60.0,,0.6,54.0
2016-02-23,89,60.0,,0.6,53.4
2016-02-24,85,60.0,,0.6,51.0
2016-02-25,86,60.0,,0.6,51.6
2016-02-26,85,60.0,,0.6,51.0
2016-02-27,96,60.0,,0.6,57.599999999999994
2016-02-28,100,60.0,,0.6,60.0
2016-02-29,88,60.0,,0.6,52.8
2016-03-01,87,62.0,False,0.62,53.94
2016-03-02,87,62.0,,0.62,53.94
2016-03-03,87,62.0,,0.62,53.94
2016-03-04,87,62.0,,0.62,53.94
2016-03-05,97,62.0,,0.62,60.14
2016-03-06,100,62.0,,0.62,62.0
2016-03-07,91,62.0,,0.62,56.42
2016-03-08,90,62.0,,0.62,55.8
2016-03-09,87,62.0,,0.62,53.94
2016-03-10,87,62.0,,0.62,53.94
2016-03-11,88,62.0,,0.62,54.56
2016-03-12,97,62.0,,0.62,60.14
2016-03-13,100,62.0,,0.62,62.0
2016-03-14,91,62.0,,0.62,56.42
2016-03-15,91,62.0,,0.62,56.42
2016-03-16,87,62.0,,0.62,53.94
2016-03-17,86,62.0,,0.62,53.32
2016-03-18,89,62.0,,0.62,55.18
2016-03-19,96,62.0,,0.62,59.519999999999996
2016-03-20,100,62.0,,0.62,62.0
2016-03-21,95,62.0,,0.62,58.9
2016-03-22,91,62.0,,0.62,56.42
2016-03-23,90,62.0,,0.62,55.8
2016-03-24,88,62.0,,0.62,54.56
2016-03-25,90,62.0,,0.62,55.8
2016-03-26,96,62.0,,0.62,59.519999999999996
2016-03-27,99,62.0,,0.62,61.38
2016-03-28,97,62.0,,0.62,60.14
2016-03-29,96,62.0,,0.62,59.519999999999996
2016-03-30,95,62.0,,0.62,58.9
2016-03-31,93,62.0,,0.62,57.66
2016-04-01,81,65.0,False,0.65,52.65
2016-04-02,93,65.0,,0.65,60.45
2016-04-03,97,65.0,,0.65,63.050000000000004
2016-04-04,85,65.0,,0.65,55.25
2016-04-05,82,65.0,,0.65,53.300000000000004
2016-04-06,84,65.0,,0.65,54.6
2016-04-07,83,65.0,,0.65,53.95
2016-04-08,85,65.0,,0.65,55.25
2016-04-09,94,65.0,,0.65,61.1
2016-04-10,95,65.0,,0.65,61.75
2016-04-11,89,65.0,,0.65,57.85
2016-04-12,84,65.0,,0.65,54.6
2016-04-13,84,65.0,,0.65,54.6
2016-04-14,83,65.0,,0.65,53.95
2016-04-15,83,65.0,,0.65,53.95
2016-04-16,92,65.0,,0.65,59.800000000000004
2016-04-17,100,65.0,,0.65,65.0
2016-04-18,88,65.0,,0.65,57.2
2016-04-19,87,65.0,,0.65,56.550000000000004
2016-04-20,82,65.0,,0.65,53.300000000000004
2016-04-21,80,65.0,,0.65,52.0
2016-04-22,81,65.0,,0.65,52.65
2016-04-23,90,65.0,,0.65,58.5
2016-04-24,95,65.0,,0.65,61.75
2016-04-25,90,65.0,,0.65,58.5
2016-04-26,82,65.0,,0.65,53.300000000000004
2016-04-27,82,65.0,,0.65,53.300000000000004
2016-04-28,81,65.0,,0.65,52.65
2016-04-29,78,65.0,,0.65,50.7
2016-04-30,87,65.0,,0.65,56.550000000000004
2016-05-01,86,65.0,False,0.65,55.9
2016-05-02,80,65.0,,0.65,52.0
2016-05-03,76,65.0,,0.65,49.4
2016-05-04,78,65.0,,0.65,50.7
2016-05-05,76,65.0,,0.65,49.4
2016-05-06,74,65.0,,0.65,48.1
2016-05-07,80,65.0,,0.65,52.0
2016-05-08,80,65.0,,0.65,52.0
2016-05-09,82,65.0,,0.65,53.300000000000004
2016-05-10,79,65.0,,0.65,51.35
2016-05-11,79,65.0,,0.65,51.35
2016-05-12,78,65.0,,0.65,50.7
2016-05-13,78,65.0,,0.65,50.7
2016-05-14,84,65.0,,0.65,54.6
2016-05-15,87,65.0,,0.65,56.550000000000004
2016-05-16,84,65.0,,0.65,54.6
2016-05-17,80,65.0,,0.65,52.0
2016-05-18,79,65.0,,0.65,51.35
2016-05-19,78,65.0,,0.65,50.7
2016-05-20,79,65.0,,0.65,51.35
2016-05-21,83,65.0,,0.65,53.95
2016-05-22,90,65.0,,0.65,58.5
2016-05-23,83,65.0,,0.65,53.95
2016-05-24,80,65.0,,0.65,52.0
2016-05-25,81,65.0,,0.65,52.65
2016-05-26,80,65.0,,0.65,52.0
2016-05-27,82,65.0,,0.65,53.300000000000004
2016-05-28,88,65.0,,0.65,57.2
2016-05-29,93,65.0,,0.65,60.45
2016-05-30,100,65.0,,0.65,65.0
2016-05-31,85,65.0,,0.65,55.25
2016-06-01,92,65.0,False,0.65,59.800000000000004
2016-06-02,92,65.0,,0.65,59.800000000000004
2016-06-03,88,65.0,,0.65,57.2
2016-06-04,98,65.0,,0.65,63.7
2016-06-05,98,65.0,,0.65,63.7
2016-06-06,91,65.0,,0.65,59.15
2016-06-07,88,65.0,,0.65,57.2
2016-06-08,91,65.0,,0.65,59.15
2016-06-09,88,65.0,,0.65,57.2
2016-06-10,87,65.0,,0.65,56.550000000000004
2016-06-11,95,65.0,,0.65,61.75
2016-06-12,91,65.0,,0.65,59.15
2016-06-13,91,65.0,,0.65,59.15
2016-06-14,88,65.0,,0.65,57.2
2016-06-15,91,65.0,,0.65,59.15
2016-06-16,86,65.0,,0.65,55.9
2016-06-17,86,65.0,,0.65,55.9
2016-06-18,96,65.0,,0.65,62.400000000000006
2016-06-19,93,65.0,,0.65,60.45
2016-06-20,93,65.0,,0.65,60.45
2016-06-21,95,65.0,,0.65,61.75
2016-06-22,92,65.0,,0.65,59.800000000000004
2016-06-23,89,65.0,,0.65,57.85
2016-06-24,88,65.0,,0.65,57.2
2016-06-25,94,65.0,,0.65,61.1
2016-06-26,100,65.0,,0.65,65.0
2016-06-27,93,65.0,,0.65,60.45
2016-06-28,94,65.0,,0.65,61.1
2016-06-29,90,65.0,,0.65,58.5
2016-06-30,91,65.0,,0.65,59.15
2016-07-01,85,65.0,False,0.65,55.25
2016-07-02,88,65.0,,0.65,57.2
2016-07-03,90,65.0,,0.65,58.5
2016-07-04,96,65.0,,0.65,62.400000000000006
2016-07-05,85,65.0,,0.65,55.25
2016-07-06,88,65.0,,0.65,57.2
2016-07-07,85,65.0,,0.65,55.25
2016-07-08,81,65.0,,0.65,52.65
2016-07-09,85,65.0,,0.65,55.25
2016-07-10,92,65.0,,0.65,59.800000000000004
2016-07-11,97,65.0,,0.65,63.050000000000004
2016-07-12,100,65.0,,0.65,65.0
2016-07-13,85,65.0,,0.65,55.25
2016-07-14,80,65.0,,0.65,52.0
2016-07-15,80,65.0,,0.65,52.0
2016-07-16,87,65.0,,0.65,56.550000000000004
2016-07-17,89,65.0,,0.65,57.85
2016-07-18,85,65.0,,0.65,55.25
2016-07-19,84,65.0,,0.65,54.6
2016-07-20,82,65.0,,0.65,53.300000000000004
2016-07-21,79,65.0,,0.65,51.35
2016-07-22,82,65.0,,0.65,53.300000000000004
2016-07-23,83,65.0,,0.65,53.95
2016-07-24,89,65.0,,0.65,57.85
2016-07-25,85,65.0,,0.65,55.25
2016-07-26,82,65.0,,0.65,53.300000000000004
2016-07-27,83,65.0,,0.65,53.95
2016-07-28,79,65.0,,0.65,51.35
2016-07-29,79,65.0,,0.65,51.35
2016-07-30,84,65.0,,0.65,54.6
2016-07-31,87,65.0,,0.65,56.550000000000004
2016-08-01,98,61.0,False,0.61,59.78
2016-08-02,97,61.0,,0.61,59.17
2016-08-03,95,61.0,,0.61,57.949999999999996
2016-08-04,95,61.0,,0.61,57.949999999999996
2016-08-05,92,61.0,,0.61,56.12
2016-08-06,91,61.0,,0.61,55.51
2016-08-07,95,61.0,,0.61,57.949999999999996
2016-08-08,91,61.0,,0.61,55.51
2016-08-09,90,61.0,,0.61,54.9
2016-08-10,87,61.0,,0.61,53.07
2016-08-11,90,61.0,,0.61,54.9
2016-08-12,87,61.0,,0.61,53.07
2016-08-13,92,61.0,,0.61,56.12
2016-08-14,95,61.0,,0.61,57.949999999999996
2016-08-15,92,61.0,,0.61,56.12
2016-08-16,90,61.0,,0.61,54.9
2016-08-17,92,61.0,,0.61,56.12
2016-08-18,87,61.0,,0.61,53.07
2016-08-19,86,61.0,,0.61,52.46
2016-08-20,92,61.0,,0.61,56.12
2016-08-21,95,61.0,,0.61,57.949999999999996
2016-08-22,94,61.0,,0.61,57.339999999999996
2016-08-23,94,61.0,,0.61,57.339999999999996
2016-08-24,92,61.0,,0.61,56.12
2016-08-25,93,61.0,,0.61,56.73
2016-08-26,90,61.0,,0.61,54.9
2016-08-27,96,61.0,,0.61,58.56
2016-08-28,100,61.0,,0.61,61.0
2016-08-29,94,61.0,,0.61,57.339999999999996
2016-08-30,94,61.0,,0.61,57.339999999999996
2016-08-31,91,61.0,,0.61,55.51
2016-09-01,84,62.0,False,0.62,52.08
2016-09-02,83,62.0,,0.62,51.46
2016-09-03,89,62.0,,0.62,55.18
2016-09-04,92,62.0,,0.62,57.04
2016-09-05,100,62.0,,0.62,62.0
2016-09-06,88,62.0,,0.62,54.56
2016-09-07,83,62.0,,0.62,51.46
2016-09-08,83,62.0,,0.62,51.46
2016-09-09,80,62.0,,0.62,49.6
2016-09-10,85,62.0,,0.62,52.7
2016-09-11,84,62.0,,0.62,52.08
2016-09-12,84,62.0,,0.62,52.08
2016-09-13,85,62.0,,0.62,52.7
2016-09-14,86,62.0,,0.62,53.32
2016-09-15,82,62.0,,0.62,50.839999999999996
2016-09-16,85,62.0,,0.62,52.7
2016-09-17,88,62.0,,0.62,54.56
2016-09-18,88,62.0,,0.62,54.56
2016-09-19,84,62.0,,0.62,52.08
2016-09-20,84,62.0,,0.62,52.08
2016-09-21,81,62.0,,0.62,50.22
2016-09-22,82,62.0,,0.62,50.839999999999996
2016-09-23,80,62.0,,0.62,49.6
2016-09-24,87,62.0,,0.62,53.94
2016-09-25,89,62.0,,0.62,55.18
2016-09-26,84,62.0,,0.62,52.08
2016-09-27,83,62.0,,0.62,51.46
2016-09-28,85,62.0,,0.62,52.7
2016-09-29,83,62.0,,0.62,51.46
2016-09-30,85,62.0,,0.62,52.7
2016-10-01,99,60.0,False,0.6,59.4
2016-10-02,100,60.0,,0.6,60.0
2016-10-03,93,60.0,,0.6,55.8
2016-10-04,93,60.0,,0.6,55.8
2016-10-05,92,60.0,,0.6,55.199999999999996
2016-10-06,87,60.0,,0.6,52.199999999999996
2016-10-07,87,60.0,,0.6,52.199999999999996
2016-10-08,96,60.0,,0.6,57.599999999999994
2016-10-09,95,60.0,,0.6,57.0
2016-10-10,90,60.0,,0.6,54.0
2016-10-11,91,60.0,,0.6,54.6
2016-10-12,89,60.0,,0.6,53.4
2016-10-13,91,60.0,,0.6,54.6
2016-10-14,92,60.0,,0.6,55.199999999999996
2016-10-15,98,60.0,,0.6,58.8
2016-10-16,97,60.0,,0.6,58.199999999999996
2016-10-17,96,60.0,,0.6,57.599999999999994
2016-10-18,92,60.0,,0.6,55.199999999999996
2016-10-19,91,60.0,,0.6,54.6
2016-10-20,88,60.0,,0.6,52.8
2016-10-21,89,60.0,,0.6,53.4
2016-10-22,96,60.0,,0.6,57.599999999999994
2016-10-23,94,60.0,,0.6,56.4
2016-10-24,92,60.0,,0.6,55.199999999999996
2016-10-25,90,60.0,,0.6,54.0
2016-10-26,90,60.0,,0.6,54.0
2016-10-27,86,60.0,,0.6,51.6
2016-10-28,89,60.0,,0.6,53.4
2016-10-29,91,60.0,,0.6,54.6
2016-10-30,95,60.0,,0.6,57.0
2016-10-31,85,60.0,,0.6,51.0
2016-11-01,71,62.0,False,0.62,44.02
2016-11-02,69,62.0,,0.62,42.78
2016-11-03,70,62.0,,0.62,43.4
2016-11-04,75,62.0,,0.62,46.5
2016-11-05,75,62.0,,0.62,46.5
2016-11-06,80,62.0,,0.62,49.6
2016-11-07,72,62.0,,0.62,44.64
2016-11-08,68,62.0,,0.62,42.16
2016-11-09,49,62.0,,0.62,30.38
2016-11-10,67,62.0,,0.62,41.54
2016-11-11,70,62.0,,0.62,43.4
2016-11-12,78,62.0,,0.62,48.36
2016-11-13,80,62.0,,0.62,49.6
2016-11-14,76,62.0,,0.62,47.12
2016-11-15,73,62.0,,0.62,45.26
2016-11-16,71,62.0,,0.62,44.02
2016-11-17,75,62.0,,0.62,46.5
2016-11-18,75,62.0,,0.62,46.5
2016-11-19,79,62.0,,0.62,48.98
2016-11-20,83,62.0,,0.62,51.46
2016-11-21,78,62.0,,0.62,48.36
2016-11-22,76,62.0,,0.62,47.12
2016-11-23,78,62.0,,0.62,48.36
2016-11-24,85,62.0,,0.62,52.7
2016-11-25,100,62.0,,0.62,62.0
2016-11-26,87,62.0,,0.62,53.94
2016-11-27,93,62.0,,0.62,57.66
2016-11-28,84,62.0,,0.62,52.08
2016-11-29,76,62.0,,0.62,47.12
2016-11-30,75,62.0,,0.62,46.5
2016-12-01,86,63.0,False,0.63,54.18
2016-12-02,87,63.0,,0.63,54.81
2016-12-03,96,63.0,,0.63,60.480000000000004
2016-12-04,96,63.0,,0.63,60.480000000000004
2016-12-05,89,63.0,,0.63,56.07
2016-12-06,89,63.0,,0.63,56.07
2016-12-07,86,63.0,,0.63,54.18
2016-12-08,83,63.0,,0.63,52.29
2016-12-09,80,63.0,,0.63,50.4
2016-12-10,90,63.0,,0.63,56.7
2016-12-11,91,63.0,,0.63,57.33
2016-12-12,89,63.0,,0.63,56.07
2016-12-13,86,63.0,,0.63,54.18
2016-12-14,84,63.0,,0.63,52.92
2016-12-15,85,63.0,,0.63,53.55
2016-12-16,85,63.0,,0.63,53.55
2016-12-17,91,63.0,,0.63,57.33
2016-12-18,94,63.0,,0.63,59.22
2016-12-19,90,63.0,,0.63,56.7
2016-12-20,88,63.0,,0.63,55.44
2016-12-21,90,63.0,,0.63,56.7
2016-12-22,90,63.0,,0.63,56.7
2016-12-23,87,63.0,,0.63,54.81
2016-12-24,89,63.0,,0.63,56.07
2016-12-25,84,63.0,,0.63,52.92
2016-12-26,100,63.0,,0.63,63.0
2016-12-27,97,63.0,,0.63,61.11
2016-12-28,96,63.0,,0.63,60.480000000000004
2016-12-29,94,63.0,,0.63,59.22
2016-12-30,94,63.0,,0.63,59.22
2016-12-31,89,63.0,,0.63,56.07
2017-01-01,90,64.0,False,0.64,57.6
2017-01-02,100,64.0,,0.64,64.0
2017-01-03,90,64.0,,0.64,57.6
2017-01-04,90,64.0,,0.64,57.6
2017-01-05,87,64.0,,0.64,55.68
2017-01-06,83,64.0,,0.64,53.120000000000005
2017-01-07,91,64.0,,0.64,58.24
2017-01-08,89,64.0,,0.64,56.96
2017-01-09,85,64.0,,0.64,54.4
2017-01-10,79,64.0,,0.64,50.56
2017-01-11,80,64.0,,0.64,51.2
2017-01-12,83,64.0,,0.64,53.120000000000005
2017-01-13,79,64.0,,0.64,50.56
2017-01-14,89,64.0,,0.64,56.96
2017-01-15,87,64.0,,0.64,55.68
2017-01-16,90,64.0,,0.64,57.6
2017-01-17,84,64.0,,0.64,53.76
2017-01-18,82,64.0,,0.64,52.480000000000004
2017-01-19,84,64.0,,0.64,53.76
2017-01-20,77,64.0,,0.64,49.28
2017-01-21,89,64.0,,0.64,56.96
2017-01-22,86,64.0,,0.64,55.04
2017-01-23,84,64.0,,0.64,53.76
2017-01-24,81,64.0,,0.64,51.84
2017-01-25,84,64.0,,0.64,53.76
2017-01-26,80,64.0,,0.64,51.2
2017-01-27,82,64.0,,0.64,52.480000000000004
2017-01-28,85,64.0,,0.64,54.4
2017-01-29,90,64.0,,0.64,57.6
2017-01-30,83,64.0,,0.64,53.120000000000005
2017-01-31,84,64.0,,0.64,53.76
2017-02-01,87,61.0,False,0.61,53.07
2017-02-02,86,61.0,,0.61,52.46
2017-02-03,89,61.0,,0.61,54.29
2017-02-04,96,61.0,,0.61,58.56
2017-02-05,94,61.0,,0.61,57.339999999999996
2017-02-06,86,61.0,,0.61,52.46
2017-02-07,89,61.0,,0.61,54.29
2017-02-08,87,61.0,,0.61,53.07
2017-02-09,86,61.0,,0.61,52.46
2017-02-10,91,61.0,,0.61,55.51
2017-02-11,97,61.0,,0.61,59.17
2017-02-12,98,61.0,,0.61,59.78
2017-02-13,86,61.0,,0.61,52.46
2017-02-14,84,61.0,,0.61,51.24
2017-02-15,89,61.0,,0.61,54.29
2017-02-16,87,61.0,,0.61,53.07
2017-02-17,90,61.0,,0.61,54.9
2017-02-18,91,61.0,,0.61,55.51
2017-02-19,100,61.0,,0.61,61.0
2017-02-20,100,61.0,,0.61,61.0
2017-02-21,91,61.0,,0.61,55.51
2017-02-22,87,61.0,,0.61,53.07
2017-02-23,84,61.0,,0.61,51.24
2017-02-24,90,61.0,,0.61,54.9
2017-02-25,96,61.0,,0.61,58.56
2017-02-26,98,61.0,,0.61,59.78
2017-02-27,86,61.0,,0.61,52.46
2017-02-28,88,61.0,,0.61,53.68
2017-03-01,83,64.0,False,0.64,53.120000000000005
2017-03-02,85,64.0,,0.64,54.4
2017-03-03,86,64.0,,0.64,55.04
2017-03-04,96,64.0,,0.64,61.44
2017-03-05,97,64.0,,0.64,62.08
2017-03-06,94,64.0,,0.64,60.160000000000004
2017-03-07,89,64.0,,0.64,56.96
2017-03-08,88,64.0,,0.64,56.32
2017-03-09,88,64.0,,0.64,56.32
2017-03-10,89,64.0,,0.64,56.96
2017-03-11,91,64.0,,0.64,58.24
2017-03-12,100,64.0,,0.64,64.0
2017-03-13,91,64.0,,0.64,58.24
2017-03-14,87,64.0,,0.64,55.68
2017-03-15,89,64.0,,0.64,56.96
2017-03-16,87,64.0,,0.64,55.68
2017-03-17,82,64.0,,0.64,52.480000000000004
2017-03-18,94,64.0,,0.64,60.160000000000004
2017-03-19,95,64.0,,0.64,60.800000000000004
2017-03-20,91,64.0,,0.64,58.24
2017-03-21,87,64.0,,0.64,55.68
2017-03-22,93,64.0,,0.64,59.52
2017-03-23,87,64.0,,0.64,55.68
2017-03-24,86,64.0,,0.64,55.04
2017-03-25,92,64.0,,0.64,58.88
2017-03-26,99,64.0,,0.64,63.36
2017-03-27,91,64.0,,0.64,58.24
2017-03-28,97,64.0,,0.64,62.08
2017-03-29,91,64.0,,0.64,58.24
2017-03-30,93,64.0,,0.64,59.52
2017-03-31,91,64.0,,0.64,58.24
2017-04-01,94,67.0,False,0.67,62.980000000000004
2017-04-02,94,67.0,,0.67,62.980000000000004
2017-04-03,89,67.0,,0.67,59.63
2017-04-04,84,67.0,,0.67,56.28
2017-04-05,84,67.0,,0.67,56.28
2017-04-06,82,67.0,,0.67,54.940000000000005
2017-04-07,85,67.0,,0.67,56.95
2017-04-08,95,67.0,,0.67,63.650000000000006
2017-04-09,100,67.0,,0.67,67.0
2017-04-10,94,67.0,,0.67,62.980000000000004
2017-04-11,87,67.0,,0.67,58.290000000000006
2017-04-12,86,67.0,,0.67,57.620000000000005
2017-04-13,80,67.0,,0.67,53.6
2017-04-14,85,67.0,,0.67,56.95
2017-04-15,89,67.0,,0.67,59.63
2017-04-16,93,67.0,,0.67,62.31
2017-04-17,90,67.0,,0.67,60.300000000000004
2017-04-18,86,67.0,,0.67,57.620000000000005
2017-04-19,83,67.0,,0.67,55.61000000000001
2017-04-20,84,67.0,,0.67,56.28
2017-04-21,86,67.0,,0.67,57.620000000000005
2017-04-22,90,67.0,,0.67,60.300000000000004
2017-04-23,97,67.0,,0.67,64.99000000000001
2017-04-24,87,67.0,,0.67,58.290000000000006
2017-04-25,86,67.0,,0.67,57.620000000000005
2017-04-26,86,67.0,,0.67,57.620000000000005
2017-04-27,83,67.0,,0.67,55.61000000000001
2017-04-28,83,67.0,,0.67,55.61000000000001
2017-04-29,90,67.0,,0.67,60.300000000000004
2017-04-30,96,67.0,,0.67,64.32000000000001
2017-05-01,81,67.0,False,0.67,54.27
2017-05-02,76,67.0,,0.67,50.92
2017-05-03,76,67.0,,0.67,50.92
2017-05-04,76,67.0,,0.67,50.92
2017-05-05,78,67.0,,0.67,52.260000000000005
2017-05-06,83,67.0,,0.67,55.61000000000001
2017-05-07,86,67.0,,0.67,57.620000000000005
2017-05-08,83,67.0,,0.67,55.61000000000001
2017-05-09,81,67.0,,0.67,54.27
2017-05-10,76,67.0,,0.67,50.92
2017-05-11,75,67.0,,0.67,50.25
2017-05-12,77,67.0,,0.67,51.59
2017-05-13,82,67.0,,0.67,54.940000000000005
2017-05-14,78,67.0,,0.67,52.260000000000005
2017-05-15,80,67.0,,0.67,53.6
2017-05-16,80,67.0,,0.67,53.6
2017-05-17,79,67.0,,0.67,52.93
2017-05-18,77,67.0,,0.67,51.59
2017-05-19,78,67.0,,0.67,52.260000000000005
2017-05-20,82,67.0,,0.67,54.940000000000005
2017-05-21,89,67.0,,0.67,59.63
2017-05-22,82,67.0,,0.67,54.940000000000005
2017-05-23,81,67.0,,0.67,54.27
2017-05-24,80,67.0,,0.67,53.6
2017-05-25,78,67.0,,0.67,52.260000000000005
2017-05-26,78,67.0,,0.67,52.260000000000005
2017-05-27,89,67.0,,0.67,59.63
2017-05-28,91,67.0,,0.67,60.970000000000006
2017-05-29,100,67.0,,0.67,67.0
2017-05-30,85,67.0,,0.67,56.95
2017-05-31,81,67.0,,0.67,54.27
2017-06-01,85,68.0,False,0.68,57.800000000000004
2017-06-02,87,68.0,,0.68,59.160000000000004
2017-06-03,92,68.0,,0.68,62.56
2017-06-04,100,68.0,,0.68,68.0
2017-06-05,92,68.0,,0.68,62.56
2017-06-06,90,68.0,,0.68,61.2
2017-06-07,91,68.0,,0.68,61.88
2017-06-08,85,68.0,,0.68,57.800000000000004
2017-06-09,87,68.0,,0.68,59.160000000000004
2017-06-10,89,68.0,,0.68,60.52
2017-06-11,97,68.0,,0.68,65.96000000000001
2017-06-12,91,68.0,,0.68,61.88
2017-06-13,88,68.0,,0.68,59.84
2017-06-14,89,68.0,,0.68,60.52
2017-06-15,87,68.0,,0.68,59.160000000000004
2017-06-16,87,68.0,,0.68,59.160000000000004
2017-06-17,91,68.0,,0.68,61.88
2017-06-18,91,68.0,,0.68,61.88
2017-06-19,91,68.0,,0.68,61.88
2017-06-20,91,68.0,,0.68,61.88
2017-06-21,88,68.0,,0.68,59.84
2017-06-22,87,68.0,,0.68,59.160000000000004
2017-06-23,88,68.0,,0.68,59.84
2017-06-24,92,68.0,,0.68,62.56
2017-06-25,96,68.0,,0.68,65.28
2017-06-26,92,68.0,,0.68,62.56
2017-06-27,92,68.0,,0.68,62.56
2017-06-28,90,68.0,,0.68,61.2
2017-06-29,87,68.0,,0.68,59.160000000000004
2017-06-30,88,68.0,,0.68,59.84
2017-07-01,82,71.0,False,0.71,58.22
2017-07-02,86,71.0,,0.71,61.059999999999995
2017-07-03,84,71.0,,0.71,59.64
2017-07-04,93,71.0,,0.71,66.03
2017-07-05,85,71.0,,0.71,60.349999999999994
2017-07-06,81,71.0,,0.71,57.51
2017-07-07,80,71.0,,0.71,56.8
2017-07-08,84,71.0,,0.71,59.64
2017-07-09,90,71.0,,0.71,63.9
2017-07-10,94,71.0,,0.71,66.74
2017-07-11,100,71.0,,0.71,71.0
2017-07-12,83,71.0,,0.71,58.93
2017-07-13,78,71.0,,0.71,55.379999999999995
2017-07-14,77,71.0,,0.71,54.669999999999995
2017-07-15,80,71.0,,0.71,56.8
2017-07-16,81,71.0,,0.71,57.51
2017-07-17,81,71.0,,0.71,57.51
2017-07-18,80,71.0,,0.71,56.8
2017-07-19,76,71.0,,0.71,53.959999999999994
2017-07-20,74,71.0,,0.71,52.54
2017-07-21,75,71.0,,0.71,53.25
2017-07-22,85,71.0,,0.71,60.349999999999994
2017-07-23,85,71.0,,0.71,60.349999999999994
2017-07-24,80,71.0,,0.71,56.8
2017-07-25,81,71.0,,0.71,57.51
2017-07-26,81,71.0,,0.71,57.51
2017-07-27,75,71.0,,0.71,53.25
2017-07-28,76,71.0,,0.71,53.959999999999994
2017-07-29,76,71.0,,0.71,53.959999999999994
2017-07-30,83,71.0,,0.71,58.93
2017-07-31,82,71.0,,0.71,58.22
2017-08-01,95,64.0,False,0.64,60.800000000000004
2017-08-02,95,64.0,,0.64,60.800000000000004
2017-08-03,93,64.0,,0.64,59.52
2017-08-04,95,64.0,,0.64,60.800000000000004
2017-08-05,96,64.0,,0.64,61.44
2017-08-06,99,64.0,,0.64,63.36
2017-08-07,100,64.0,,0.64,64.0
2017-08-08,95,64.0,,0.64,60.800000000000004
2017-08-09,96,64.0,,0.64,61.44
2017-08-10,88,64.0,,0.64,56.32
2017-08-11,93,64.0,,0.64,59.52
2017-08-12,96,64.0,,0.64,61.44
2017-08-13,97,64.0,,0.64,62.08
2017-08-14,97,64.0,,0.64,62.08
2017-08-15,95,64.0,,0.64,60.800000000000004
2017-08-16,93,64.0,,0.64,59.52
2017-08-17,92,64.0,,0.64,58.88
2017-08-18,91,64.0,,0.64,58.24
2017-08-19,93,64.0,,0.64,59.52
2017-08-20,98,64.0,,0.64,62.72
2017-08-21,85,64.0,,0.64,54.4
2017-08-22,93,64.0,,0.64,59.52
2017-08-23,92,64.0,,0.64,58.88
2017-08-24,91,64.0,,0.64,58.24
2017-08-25,86,64.0,,0.64,55.04
2017-08-26,89,64.0,,0.64,56.96
2017-08-27,89,64.0,,0.64,56.96
2017-08-28,96,64.0,,0.64,61.44
2017-08-29,92,64.0,,0.64,58.88
2017-08-30,93,64.0,,0.64,59.52
