date,nasdaq_unscaled,nasdaq_monthly,isPartial,scale,nasdaq
2012-05-18,100,42.0,,0.42,42.0
2012-05-19,18,42.0,,0.42,7.56
2012-05-20,10,42.0,,0.42,4.2
2012-05-21,33,42.0,,0.42,13.86
2012-05-22,30,42.0,,0.42,12.6
2012-05-23,25,42.0,,0.42,10.5
2012-05-24,30,42.0,,0.42,12.6
2012-05-25,17,42.0,,0.42,7.14
2012-05-26,7,42.0,,0.42,2.94
2012-05-27,6,42.0,,0.42,2.52
2012-05-28,5,42.0,,0.42,2.1
2012-05-29,14,42.0,,0.42,5.88
2012-05-30,21,42.0,,0.42,8.82
2012-05-31,15,42.0,,0.42,6.3
2012-06-01,74,25.0,False,0.25,18.5
2012-06-02,29,25.0,,0.25,7.25
2012-06-03,14,25.0,,0.25,3.5
2012-06-04,66,25.0,,0.25,16.5
2012-06-05,76,25.0,,0.25,19.0
2012-06-06,92,25.0,,0.25,23.0
2012-06-07,100,25.0,,0.25,25.0
2012-06-08,62,25.0,,0.25,15.5
2012-06-09,30,25.0,,0.25,7.5
2012-06-10,21,25.0,,0.25,5.25
2012-06-11,65,25.0,,0.25,16.25
2012-06-12,53,25.0,,0.25,13.25
2012-06-13,57,25.0,,0.25,14.25
2012-06-14,58,25.0,,0.25,14.5
2012-06-15,60,25.0,,0.25,15.0
2012-06-16,20,25.0,,0.25,5.0
2012-06-17,23,25.0,,0.25,5.75
2012-06-18,61,25.0,,0.25,15.25
2012-06-19,68,25.0,,0.25,17.0
2012-06-20,64,25.0,,0.25,16.0
2012-06-21,53,25.0,,0.25,13.25
2012-06-22,51,25.0,,0.25,12.75
2012-06-23,25,25.0,,0.25,6.25
2012-06-24,13,25.0,,0.25,3.25
2012-06-25,54,25.0,,0.25,13.5
2012-06-26,53,25.0,,0.25,13.25
2012-06-27,45,25.0,,0.25,11.25
2012-06-28,70,25.0,,0.25,17.5
2012-06-29,59,25.0,,0.25,14.75
2012-06-30,20,25.0,,0.25,5.0
2012-07-01,23,23.0,False,0.23,5.29
2012-07-02,100,23.0,,0.23,23.0
2012-07-03,68,23.0,,0.23,15.64
2012-07-04,43,23.0,,0.23,9.89
2012-07-05,60,23.0,,0.23,13.8
2012-07-06,71,23.0,,0.23,16.330000000000002
2012-07-07,40,23.0,,0.23,9.200000000000001
2012-07-08,21,23.0,,0.23,4.83
2012-07-09,62,23.0,,0.23,14.26
2012-07-10,50,23.0,,0.23,11.5
2012-07-11,65,23.0,,0.23,14.950000000000001
2012-07-12,67,23.0,,0.23,15.41
2012-07-13,67,23.0,,0.23,15.41
2012-07-14,24,23.0,,0.23,5.5200000000000005
2012-07-15,22,23.0,,0.23,5.0600000000000005
2012-07-16,67,23.0,,0.23,15.41
2012-07-17,61,23.0,,0.23,14.030000000000001
2012-07-18,72,23.0,,0.23,16.560000000000002
2012-07-19,77,23.0,,0.23,17.71
2012-07-20,69,23.0,,0.23,15.870000000000001
2012-07-21,22,23.0,,0.23,5.0600000000000005
2012-07-22,18,23.0,,0.23,4.140000000000001
2012-07-23,64,23.0,,0.23,14.72
2012-07-24,86,23.0,,0.23,19.78
2012-07-25,87,23.0,,0.23,20.01
2012-07-26,89,23.0,,0.23,20.470000000000002
2012-07-27,76,23.0,,0.23,17.48
2012-07-28,31,23.0,,0.23,7.13
2012-07-29,13,23.0,,0.23,2.99
2012-07-30,61,23.0,,0.23,14.030000000000001
2012-07-31,73,23.0,,0.23,16.79
2012-08-01,74,22.0,False,0.22,16.28
2012-08-02,81,22.0,,0.22,17.82
2012-08-03,78,22.0,,0.22,17.16
2012-08-04,25,22.0,,0.22,5.5
2012-08-05,20,22.0,,0.22,4.4
2012-08-06,78,22.0,,0.22,17.16
2012-08-07,64,22.0,,0.22,14.08
2012-08-08,100,22.0,,0.22,22.0
2012-08-09,87,22.0,,0.22,19.14
2012-08-10,75,22.0,,0.22,16.5
2012-08-11,20,22.0,,0.22,4.4
2012-08-12,21,22.0,,0.22,4.62
2012-08-13,63,22.0,,0.22,13.86
2012-08-14,70,22.0,,0.22,15.4
2012-08-15,100,22.0,,0.22,22.0
2012-08-16,84,22.0,,0.22,18.48
2012-08-17,88,22.0,,0.22,19.36
2012-08-18,36,22.0,,0.22,7.92
2012-08-19,36,22.0,,0.22,7.92
2012-08-20,60,22.0,,0.22,13.2
2012-08-21,92,22.0,,0.22,20.24
2012-08-22,82,22.0,,0.22,18.04
2012-08-23,78,22.0,,0.22,17.16
2012-08-24,91,22.0,,0.22,20.02
2012-08-25,37,22.0,,0.22,8.14
2012-08-26,31,22.0,,0.22,6.82
2012-08-27,75,22.0,,0.22,16.5
2012-08-28,79,22.0,,0.22,17.38
2012-08-29,73,22.0,,0.22,16.06
2012-08-30,70,22.0,,0.22,15.4
2012-08-31,72,22.0,,0.22,15.84
2012-09-01,22,22.0,False,0.22,4.84
2012-09-02,24,22.0,,0.22,5.28
2012-09-03,17,22.0,,0.22,3.74
2012-09-04,67,22.0,,0.22,14.74
2012-09-05,78,22.0,,0.22,17.16
2012-09-06,69,22.0,,0.22,15.18
2012-09-07,60,22.0,,0.22,13.2
2012-09-08,26,22.0,,0.22,5.72
2012-09-09,18,22.0,,0.22,3.96
2012-09-10,67,22.0,,0.22,14.74
2012-09-11,70,22.0,,0.22,15.4
2012-09-12,69,22.0,,0.22,15.18
2012-09-13,76,22.0,,0.22,16.72
2012-09-14,74,22.0,,0.22,16.28
2012-09-15,21,22.0,,0.22,4.62
2012-09-16,21,22.0,,0.22,4.62
2012-09-17,67,22.0,,0.22,14.74
2012-09-18,54,22.0,,0.22,11.88
2012-09-19,100,22.0,,0.22,22.0
2012-09-20,75,22.0,,0.22,16.5
2012-09-21,52,22.0,,0.22,11.44
2012-09-22,13,22.0,,0.22,2.86
2012-09-23,21,22.0,,0.22,4.62
2012-09-24,51,22.0,,0.22,11.22
2012-09-25,62,22.0,,0.22,13.64
2012-09-26,58,22.0,,0.22,12.76
2012-09-27,69,22.0,,0.22,15.18
2012-09-28,63,22.0,,0.22,13.86
2012-09-29,22,22.0,,0.22,4.84
2012-09-30,21,22.0,,0.22,4.62
2012-10-01,67,23.0,False,0.23,15.41
2012-10-02,75,23.0,,0.23,17.25
2012-10-03,100,23.0,,0.23,23.0
2012-10-04,72,23.0,,0.23,16.560000000000002
2012-10-05,68,23.0,,0.23,15.64
2012-10-06,32,23.0,,0.23,7.36
2012-10-07,28,23.0,,0.23,6.44
2012-10-08,74,23.0,,0.23,17.02
2012-10-09,75,23.0,,0.23,17.25
2012-10-10,83,23.0,,0.23,19.09
2012-10-11,75,23.0,,0.23,17.25
2012-10-12,61,23.0,,0.23,14.030000000000001
2012-10-13,27,23.0,,0.23,6.21
2012-10-14,17,23.0,,0.23,3.91
2012-10-15,68,23.0,,0.23,15.64
2012-10-16,65,23.0,,0.23,14.950000000000001
2012-10-17,79,23.0,,0.23,18.17
2012-10-18,89,23.0,,0.23,20.470000000000002
2012-10-19,76,23.0,,0.23,17.48
2012-10-20,30,23.0,,0.23,6.9
2012-10-21,27,23.0,,0.23,6.21
2012-10-22,70,23.0,,0.23,16.1
2012-10-23,58,23.0,,0.23,13.34
2012-10-24,77,23.0,,0.23,17.71
2012-10-25,66,23.0,,0.23,15.180000000000001
2012-10-26,70,23.0,,0.23,16.1
2012-10-27,31,23.0,,0.23,7.13
2012-10-28,24,23.0,,0.23,5.5200000000000005
2012-10-29,81,23.0,,0.23,18.630000000000003
2012-10-30,44,23.0,,0.23,10.120000000000001
2012-10-31,92,23.0,,0.23,21.16
2012-11-01,62,23.0,False,0.23,14.26
2012-11-02,56,23.0,,0.23,12.88
2012-11-03,22,23.0,,0.23,5.0600000000000005
2012-11-04,17,23.0,,0.23,3.91
2012-11-05,52,23.0,,0.23,11.96
2012-11-06,60,23.0,,0.23,13.8
2012-11-07,100,23.0,,0.23,23.0
2012-11-08,81,23.0,,0.23,18.630000000000003
2012-11-09,73,23.0,,0.23,16.79
2012-11-10,24,23.0,,0.23,5.5200000000000005
2012-11-11,17,23.0,,0.23,3.91
2012-11-12,41,23.0,,0.23,9.43
2012-11-13,52,23.0,,0.23,11.96
2012-11-14,53,23.0,,0.23,12.190000000000001
2012-11-15,58,23.0,,0.23,13.34
2012-11-16,49,23.0,,0.23,11.270000000000001
2012-11-17,20,23.0,,0.23,4.6000000000000005
2012-11-18,10,23.0,,0.23,2.3000000000000003
2012-11-19,75,23.0,,0.23,17.25
2012-11-20,54,23.0,,0.23,12.42
2012-11-21,51,23.0,,0.23,11.73
2012-11-22,10,23.0,,0.23,2.3000000000000003
2012-11-23,44,23.0,,0.23,10.120000000000001
2012-11-24,14,23.0,,0.23,3.22
2012-11-25,19,23.0,,0.23,4.37
2012-11-26,40,23.0,,0.23,9.200000000000001
2012-11-27,71,23.0,,0.23,16.330000000000002
2012-11-28,58,23.0,,0.23,13.34
2012-11-29,57,23.0,,0.23,13.110000000000001
2012-11-30,60,23.0,,0.23,13.8
2012-12-01,19,22.0,False,0.22,4.18
2012-12-02,19,22.0,,0.22,4.18
2012-12-03,73,22.0,,0.22,16.06
2012-12-04,57,22.0,,0.22,12.540000000000001
2012-12-05,92,22.0,,0.22,20.24
2012-12-06,77,22.0,,0.22,16.94
2012-12-07,65,22.0,,0.22,14.3
2012-12-08,29,22.0,,0.22,6.38
2012-12-09,26,22.0,,0.22,5.72
2012-12-10,58,22.0,,0.22,12.76
2012-12-11,70,22.0,,0.22,15.4
2012-12-12,61,22.0,,0.22,13.42
2012-12-13,100,22.0,,0.22,22.0
2012-12-14,77,22.0,,0.22,16.94
2012-12-15,24,22.0,,0.22,5.28
2012-12-16,13,22.0,,0.22,2.86
2012-12-17,69,22.0,,0.22,15.18
2012-12-18,56,22.0,,0.22,12.32
2012-12-19,54,22.0,,0.22,11.88
2012-12-20,70,22.0,,0.22,15.4
2012-12-21,89,22.0,,0.22,19.580000000000002
2012-12-22,34,22.0,,0.22,7.48
2012-12-23,17,22.0,,0.22,3.74
2012-12-24,56,22.0,,0.22,12.32
2012-12-25,27,22.0,,0.22,5.94
2012-12-26,53,22.0,,0.22,11.66
2012-12-27,65,22.0,,0.22,14.3
2012-12-28,55,22.0,,0.22,12.1
2012-12-29,34,22.0,,0.22,7.48
2012-12-30,19,22.0,,0.22,4.18
2012-12-31,35,22.0,,0.22,7.7
2013-01-01,22,26.0,False,0.26,5.720000000000001
2013-01-02,96,26.0,,0.26,24.96
2013-01-03,67,26.0,,0.26,17.42
2013-01-04,66,26.0,,0.26,17.16
2013-01-05,32,26.0,,0.26,8.32
2013-01-06,18,26.0,,0.26,4.68
2013-01-07,69,26.0,,0.26,17.94
2013-01-08,50,26.0,,0.26,13.0
2013-01-09,69,26.0,,0.26,17.94
2013-01-10,69,26.0,,0.26,17.94
2013-01-11,71,26.0,,0.26,18.46
2013-01-12,24,26.0,,0.26,6.24
2013-01-13,29,26.0,,0.26,7.54
2013-01-14,79,26.0,,0.26,20.54
2013-01-15,71,26.0,,0.26,18.46
2013-01-16,82,26.0,,0.26,21.32
2013-01-17,88,26.0,,0.26,22.880000000000003
2013-01-18,86,26.0,,0.26,22.36
2013-01-19,33,26.0,,0.26,8.58
2013-01-20,13,26.0,,0.26,3.38
2013-01-21,37,26.0,,0.26,9.620000000000001
2013-01-22,55,26.0,,0.26,14.3
2013-01-23,97,26.0,,0.26,25.220000000000002
2013-01-24,100,26.0,,0.26,26.0
2013-01-25,89,26.0,,0.26,23.14
2013-01-26,29,26.0,,0.26,7.54
2013-01-27,31,26.0,,0.26,8.06
2013-01-28,81,26.0,,0.26,21.060000000000002
2013-01-29,80,26.0,,0.26,20.8
2013-01-30,87,26.0,,0.26,22.62
2013-01-31,90,26.0,,0.26,23.400000000000002
2013-02-01,100,25.0,False,0.25,25.0
2013-02-02,30,25.0,,0.25,7.5
2013-02-03,21,25.0,,0.25,5.25
2013-02-04,69,25.0,,0.25,17.25
2013-02-05,66,25.0,,0.25,16.5
2013-02-06,79,25.0,,0.25,19.75
2013-02-07,73,25.0,,0.25,18.25
2013-02-08,76,25.0,,0.25,19.0
2013-02-09,32,25.0,,0.25,8.0
2013-02-10,33,25.0,,0.25,8.25
2013-02-11,60,25.0,,0.25,15.0
2013-02-12,83,25.0,,0.25,20.75
2013-02-13,88,25.0,,0.25,22.0
2013-02-14,90,25.0,,0.25,22.5
2013-02-15,70,25.0,,0.25,17.5
2013-02-16,48,25.0,,0.25,12.0
2013-02-17,30,25.0,,0.25,7.5
2013-02-18,23,25.0,,0.25,5.75
2013-02-19,71,25.0,,0.25,17.75
2013-02-20,68,25.0,,0.25,17.0
2013-02-21,57,25.0,,0.25,14.25
2013-02-22,78,25.0,,0.25,19.5
2013-02-23,27,25.0,,0.25,6.75
2013-02-24,29,25.0,,0.25,7.25
2013-02-25,63,25.0,,0.25,15.75
2013-02-26,82,25.0,,0.25,20.5
2013-02-27,89,25.0,,0.25,22.25
2013-02-28,98,25.0,,0.25,24.5
2013-03-01,76,24.0,False,0.24,18.24
2013-03-02,53,24.0,,0.24,12.719999999999999
2013-03-03,25,24.0,,0.24,6.0
2013-03-04,93,24.0,,0.24,22.32
2013-03-05,99,24.0,,0.24,23.759999999999998
2013-03-06,91,24.0,,0.24,21.84
2013-03-07,100,24.0,,0.24,24.0
2013-03-08,83,24.0,,0.24,19.919999999999998
2013-03-09,31,24.0,,0.24,7.4399999999999995
2013-03-10,25,24.0,,0.24,6.0
2013-03-11,80,24.0,,0.24,19.2
2013-03-12,77,24.0,,0.24,18.48
2013-03-13,78,24.0,,0.24,18.72
2013-03-14,93,24.0,,0.24,22.32
2013-03-15,78,24.0,,0.24,18.72
2013-03-16,28,24.0,,0.24,6.72
2013-03-17,23,24.0,,0.24,5.52
2013-03-18,71,24.0,,0.24,17.04
2013-03-19,73,24.0,,0.24,17.52
2013-03-20,73,24.0,,0.24,17.52
2013-03-21,82,24.0,,0.24,19.68
2013-03-22,84,24.0,,0.24,20.16
2013-03-23,23,24.0,,0.24,5.52
2013-03-24,25,24.0,,0.24,6.0
2013-03-25,69,24.0,,0.24,16.56
2013-03-26,79,24.0,,0.24,18.96
2013-03-27,97,24.0,,0.24,23.279999999999998
2013-03-28,99,24.0,,0.24,23.759999999999998
2013-03-29,51,24.0,,0.24,12.24
2013-03-30,42,24.0,,0.24,10.08
2013-03-31,42,24.0,,0.24,10.08
2013-04-01,68,27.0,False,0.27,18.36
2013-04-02,77,27.0,,0.27,20.790000000000003
2013-04-03,81,27.0,,0.27,21.87
2013-04-04,77,27.0,,0.27,20.790000000000003
2013-04-05,78,27.0,,0.27,21.060000000000002
2013-04-06,43,27.0,,0.27,11.610000000000001
2013-04-07,33,27.0,,0.27,8.91
2013-04-08,79,27.0,,0.27,21.330000000000002
2013-04-09,76,27.0,,0.27,20.520000000000003
2013-04-10,87,27.0,,0.27,23.490000000000002
2013-04-11,85,27.0,,0.27,22.950000000000003
2013-04-12,73,27.0,,0.27,19.71
2013-04-13,26,27.0,,0.27,7.0200000000000005
2013-04-14,23,27.0,,0.27,6.210000000000001
2013-04-15,75,27.0,,0.27,20.25
2013-04-16,85,27.0,,0.27,22.950000000000003
2013-04-17,100,27.0,,0.27,27.0
2013-04-18,87,27.0,,0.27,23.490000000000002
2013-04-19,70,27.0,,0.27,18.900000000000002
2013-04-20,26,27.0,,0.27,7.0200000000000005
2013-04-21,19,27.0,,0.27,5.130000000000001
2013-04-22,74,27.0,,0.27,19.98
2013-04-23,97,27.0,,0.27,26.19
2013-04-24,84,27.0,,0.27,22.68
2013-04-25,97,27.0,,0.27,26.19
2013-04-26,69,27.0,,0.27,18.630000000000003
2013-04-27,19,27.0,,0.27,5.130000000000001
2013-04-28,17,27.0,,0.27,4.59
2013-04-29,78,27.0,,0.27,21.060000000000002
2013-04-30,100,27.0,,0.27,27.0
2013-05-01,74,25.0,False,0.25,18.5
2013-05-02,86,25.0,,0.25,21.5
2013-05-03,89,25.0,,0.25,22.25
2013-05-04,23,25.0,,0.25,5.75
2013-05-05,24,25.0,,0.25,6.0
2013-05-06,61,25.0,,0.25,15.25
2013-05-07,82,25.0,,0.25,20.5
2013-05-08,80,25.0,,0.25,20.0
2013-05-09,89,25.0,,0.25,22.25
2013-05-10,71,25.0,,0.25,17.75
2013-05-11,34,25.0,,0.25,8.5
2013-05-12,22,25.0,,0.25,5.5
2013-05-13,79,25.0,,0.25,19.75
2013-05-14,77,25.0,,0.25,19.25
2013-05-15,98,25.0,,0.25,24.5
2013-05-16,74,25.0,,0.25,18.5
2013-05-17,100,25.0,,0.25,25.0
2013-05-18,18,25.0,,0.25,4.5
2013-05-19,26,25.0,,0.25,6.5
2013-05-20,81,25.0,,0.25,20.25
2013-05-21,67,25.0,,0.25,16.75
2013-05-22,71,25.0,,0.25,17.75
2013-05-23,85,25.0,,0.25,21.25
2013-05-24,67,25.0,,0.25,16.75
2013-05-25,26,25.0,,0.25,6.5
2013-05-26,16,25.0,,0.25,4.0
2013-05-27,26,25.0,,0.25,6.5
2013-05-28,73,25.0,,0.25,18.25
2013-05-29,78,25.0,,0.25,19.5
2013-05-30,79,25.0,,0.25,19.75
2013-05-31,61,25.0,,0.25,15.25
2013-06-01,33,23.0,False,0.23,7.590000000000001
2013-06-02,19,23.0,,0.23,4.37
2013-06-03,85,23.0,,0.23,19.55
2013-06-04,79,23.0,,0.23,18.17
2013-06-05,92,23.0,,0.23,21.16
2013-06-06,82,23.0,,0.23,18.86
2013-06-07,76,23.0,,0.23,17.48
2013-06-08,33,23.0,,0.23,7.590000000000001
2013-06-09,15,23.0,,0.23,3.45
2013-06-10,77,23.0,,0.23,17.71
2013-06-11,68,23.0,,0.23,15.64
2013-06-12,69,23.0,,0.23,15.870000000000001
2013-06-13,79,23.0,,0.23,18.17
2013-06-14,72,23.0,,0.23,16.560000000000002
2013-06-15,25,23.0,,0.23,5.75
2013-06-16,20,23.0,,0.23,4.6000000000000005
2013-06-17,80,23.0,,0.23,18.400000000000002
2013-06-18,67,23.0,,0.23,15.41
2013-06-19,100,23.0,,0.23,23.0
2013-06-20,82,23.0,,0.23,18.86
2013-06-21,80,23.0,,0.23,18.400000000000002
2013-06-22,33,23.0,,0.23,7.590000000000001
2013-06-23,21,23.0,,0.23,4.83
2013-06-24,68,23.0,,0.23,15.64
2013-06-25,91,23.0,,0.23,20.93
2013-06-26,80,23.0,,0.23,18.400000000000002
2013-06-27,87,23.0,,0.23,20.01
2013-06-28,59,23.0,,0.23,13.57
2013-06-29,29,23.0,,0.23,6.67
2013-06-30,28,23.0,,0.23,6.44
2013-07-01,63,26.0,False,0.26,16.38
2013-07-02,68,26.0,,0.26,17.68
2013-07-03,67,26.0,,0.26,17.42
2013-07-04,13,26.0,,0.26,3.38
2013-07-05,47,26.0,,0.26,12.22
2013-07-06,24,26.0,,0.26,6.24
2013-07-07,20,26.0,,0.26,5.2
2013-07-08,68,26.0,,0.26,17.68
2013-07-09,62,26.0,,0.26,16.12
2013-07-10,87,26.0,,0.26,22.62
2013-07-11,85,26.0,,0.26,22.1
2013-07-12,67,26.0,,0.26,17.42
2013-07-13,22,26.0,,0.26,5.720000000000001
2013-07-14,14,26.0,,0.26,3.64
2013-07-15,61,26.0,,0.26,15.860000000000001
2013-07-16,71,26.0,,0.26,18.46
2013-07-17,70,26.0,,0.26,18.2
2013-07-18,71,26.0,,0.26,18.46
2013-07-19,100,26.0,,0.26,26.0
2013-07-20,26,26.0,,0.26,6.76
2013-07-21,21,26.0,,0.26,5.46
2013-07-22,73,26.0,,0.26,18.98
2013-07-23,63,26.0,,0.26,16.38
2013-07-24,92,26.0,,0.26,23.92
2013-07-25,85,26.0,,0.26,22.1
2013-07-26,77,26.0,,0.26,20.02
2013-07-27,24,26.0,,0.26,6.24
2013-07-28,17,26.0,,0.26,4.42
2013-07-29,56,26.0,,0.26,14.56
2013-07-30,84,26.0,,0.26,21.84
2013-07-31,88,26.0,,0.26,22.880000000000003
2013-08-01,19,34.0,False,0.34,6.460000000000001
2013-08-02,11,34.0,,0.34,3.74
2013-08-03,6,34.0,,0.34,2.04
2013-08-04,2,34.0,,0.34,0.68
2013-08-05,14,34.0,,0.34,4.760000000000001
2013-08-06,16,34.0,,0.34,5.44
2013-08-07,12,34.0,,0.34,4.08
2013-08-08,13,34.0,,0.34,4.42
2013-08-09,10,34.0,,0.34,3.4000000000000004
2013-08-10,6,34.0,,0.34,2.04
2013-08-11,4,34.0,,0.34,1.36
2013-08-12,13,34.0,,0.34,4.42
2013-08-13,12,34.0,,0.34,4.08
2013-08-14,10,34.0,,0.34,3.4000000000000004
2013-08-15,13,34.0,,0.34,4.42
2013-08-16,14,34.0,,0.34,4.760000000000001
2013-08-17,2,34.0,,0.34,0.68
2013-08-18,4,34.0,,0.34,1.36
2013-08-19,12,34.0,,0.34,4.08
2013-08-20,12,34.0,,0.34,4.08
2013-08-21,9,34.0,,0.34,3.06
2013-08-22,100,34.0,,0.34,34.0
2013-08-23,31,34.0,,0.34,10.540000000000001
2013-08-24,7,34.0,,0.34,2.3800000000000003
2013-08-25,8,34.0,,0.34,2.72
2013-08-26,13,34.0,,0.34,4.42
2013-08-27,17,34.0,,0.34,5.78
2013-08-28,9,34.0,,0.34,3.06
2013-08-29,10,34.0,,0.34,3.4000000000000004
2013-08-30,15,34.0,,0.34,5.1000000000000005
2013-08-31,5,34.0,,0.34,1.7000000000000002
2013-09-01,30,25.0,False,0.25,7.5
2013-09-02,24,25.0,,0.25,6.0
2013-09-03,74,25.0,,0.25,18.5
2013-09-04,87,25.0,,0.25,21.75
2013-09-05,91,25.0,,0.25,22.75
2013-09-06,51,25.0,,0.25,12.75
2013-09-07,31,25.0,,0.25,7.75
2013-09-08,39,25.0,,0.25,9.75
2013-09-09,80,25.0,,0.25,20.0
2013-09-10,64,25.0,,0.25,16.0
2013-09-11,91,25.0,,0.25,22.75
2013-09-12,83,25.0,,0.25,20.75
2013-09-13,100,25.0,,0.25,25.0
2013-09-14,26,25.0,,0.25,6.5
2013-09-15,19,25.0,,0.25,4.75
2013-09-16,95,25.0,,0.25,23.75
2013-09-17,92,25.0,,0.25,23.0
2013-09-18,89,25.0,,0.25,22.25
2013-09-19,96,25.0,,0.25,24.0
2013-09-20,79,25.0,,0.25,19.75
2013-09-21,34,25.0,,0.25,8.5
2013-09-22,36,25.0,,0.25,9.0
2013-09-23,83,25.0,,0.25,20.75
2013-09-24,98,25.0,,0.25,24.5
2013-09-25,77,25.0,,0.25,19.25
2013-09-26,93,25.0,,0.25,23.25
2013-09-27,95,25.0,,0.25,23.75
2013-09-28,27,25.0,,0.25,6.75
2013-09-29,52,25.0,,0.25,13.0
2013-09-30,89,25.0,,0.25,22.25
2013-10-01,100,29.0,False,0.29,28.999999999999996
2013-10-02,89,29.0,,0.29,25.81
2013-10-03,74,29.0,,0.29,21.459999999999997
2013-10-04,69,29.0,,0.29,20.009999999999998
2013-10-05,28,29.0,,0.29,8.12
2013-10-06,31,29.0,,0.29,8.99
2013-10-07,86,29.0,,0.29,24.939999999999998
2013-10-08,87,29.0,,0.29,25.229999999999997
2013-10-09,74,29.0,,0.29,21.459999999999997
2013-10-10,81,29.0,,0.29,23.49
2013-10-11,73,29.0,,0.29,21.169999999999998
2013-10-12,21,29.0,,0.29,6.09
2013-10-13,22,29.0,,0.29,6.38
2013-10-14,65,29.0,,0.29,18.849999999999998
2013-10-15,77,29.0,,0.29,22.33
2013-10-16,74,29.0,,0.29,21.459999999999997
2013-10-17,78,29.0,,0.29,22.619999999999997
2013-10-18,75,29.0,,0.29,21.75
2013-10-19,30,29.0,,0.29,8.7
2013-10-20,22,29.0,,0.29,6.38
2013-10-21,76,29.0,,0.29,22.04
2013-10-22,77,29.0,,0.29,22.33
2013-10-23,73,29.0,,0.29,21.169999999999998
2013-10-24,94,29.0,,0.29,27.259999999999998
2013-10-25,80,29.0,,0.29,23.2
2013-10-26,16,29.0,,0.29,4.64
2013-10-27,22,29.0,,0.29,6.38
2013-10-28,63,29.0,,0.29,18.27
2013-10-29,89,29.0,,0.29,25.81
2013-10-30,92,29.0,,0.29,26.68
2013-10-31,77,29.0,,0.29,22.33
2013-11-01,77,26.0,False,0.26,20.02
2013-11-02,21,26.0,,0.26,5.46
2013-11-03,14,26.0,,0.26,3.64
2013-11-04,59,26.0,,0.26,15.34
2013-11-05,73,26.0,,0.26,18.98
2013-11-06,88,26.0,,0.26,22.880000000000003
2013-11-07,100,26.0,,0.26,26.0
2013-11-08,82,26.0,,0.26,21.32
2013-11-09,32,26.0,,0.26,8.32
2013-11-10,22,26.0,,0.26,5.720000000000001
2013-11-11,61,26.0,,0.26,15.860000000000001
2013-11-12,75,26.0,,0.26,19.5
2013-11-13,62,26.0,,0.26,16.12
2013-11-14,84,26.0,,0.26,21.84
2013-11-15,76,26.0,,0.26,19.76
2013-11-16,24,26.0,,0.26,6.24
2013-11-17,14,26.0,,0.26,3.64
2013-11-18,65,26.0,,0.26,16.900000000000002
2013-11-19,71,26.0,,0.26,18.46
2013-11-20,68,26.0,,0.26,17.68
2013-11-21,69,26.0,,0.26,17.94
2013-11-22,69,26.0,,0.26,17.94
2013-11-23,27,26.0,,0.26,7.0200000000000005
2013-11-24,22,26.0,,0.26,5.720000000000001
2013-11-25,69,26.0,,0.26,17.94
2013-11-26,62,26.0,,0.26,16.12
2013-11-27,73,26.0,,0.26,18.98
2013-11-28,18,26.0,,0.26,4.68
2013-11-29,49,26.0,,0.26,12.74
2013-11-30,28,26.0,,0.26,7.28
2013-12-01,26,26.0,False,0.26,6.76
2013-12-02,82,26.0,,0.26,21.32
2013-12-03,81,26.0,,0.26,21.060000000000002
2013-12-04,76,26.0,,0.26,19.76
2013-12-05,80,26.0,,0.26,20.8
2013-12-06,73,26.0,,0.26,18.98
2013-12-07,39,26.0,,0.26,10.14
2013-12-08,21,26.0,,0.26,5.46
2013-12-09,91,26.0,,0.26,23.66
2013-12-10,97,26.0,,0.26,25.220000000000002
2013-12-11,81,26.0,,0.26,21.060000000000002
2013-12-12,93,26.0,,0.26,24.18
2013-12-13,77,26.0,,0.26,20.02
2013-12-14,36,26.0,,0.26,9.36
2013-12-15,21,26.0,,0.26,5.46
2013-12-16,86,26.0,,0.26,22.36
2013-12-17,84,26.0,,0.26,21.84
2013-12-18,84,26.0,,0.26,21.84
2013-12-19,90,26.0,,0.26,23.400000000000002
2013-12-20,78,26.0,,0.26,20.28
2013-12-21,44,26.0,,0.26,11.440000000000001
2013-12-22,25,26.0,,0.26,6.5
2013-12-23,71,26.0,,0.26,18.46
2013-12-24,100,26.0,,0.26,26.0
2013-12-25,31,26.0,,0.26,8.06
2013-12-26,74,26.0,,0.26,19.240000000000002
2013-12-27,69,26.0,,0.26,17.94
2013-12-28,33,26.0,,0.26,8.58
2013-12-29,22,26.0,,0.26,5.720000000000001
2013-12-30,67,26.0,,0.26,17.42
2013-12-31,71,26.0,,0.26,18.46
2014-01-01,37,30.0,False,0.3,11.1
2014-01-02,54,30.0,,0.3,16.2
2014-01-03,86,30.0,,0.3,25.8
2014-01-04,18,30.0,,0.3,5.3999999999999995
2014-01-05,14,30.0,,0.3,4.2
2014-01-06,57,30.0,,0.3,17.099999999999998
2014-01-07,88,30.0,,0.3,26.4
2014-01-08,77,30.0,,0.3,23.099999999999998
2014-01-09,78,30.0,,0.3,23.4
2014-01-10,70,30.0,,0.3,21.0
2014-01-11,26,30.0,,0.3,7.8
2014-01-12,20,30.0,,0.3,6.0
2014-01-13,61,30.0,,0.3,18.3
2014-01-14,78,30.0,,0.3,23.4
2014-01-15,81,30.0,,0.3,24.3
2014-01-16,76,30.0,,0.3,22.8
2014-01-17,68,30.0,,0.3,20.4
2014-01-18,35,30.0,,0.3,10.5
