date,nasdaq_unscaled,nasdaq_monthly,isPartial,scale,nasdaq
2014-01-19,24,30.0,,0.3,7.199999999999999
2014-01-20,45,30.0,,0.3,13.5
2014-01-21,68,30.0,,0.3,20.4
2014-01-22,88,30.0,,0.3,26.4
2014-01-23,87,30.0,,0.3,26.099999999999998
2014-01-24,90,30.0,,0.3,27.0
2014-01-25,32,30.0,,0.3,9.6
2014-01-26,36,30.0,,0.3,10.799999999999999
2014-01-27,100,30.0,,0.3,30.0
2014-01-28,75,30.0,,0.3,22.5
2014-01-29,87,30.0,,0.3,26.099999999999998
2014-01-30,86,30.0,,0.3,25.8
2014-01-31,93,30.0,,0.3,27.9
2014-02-01,32,31.0,False,0.31,9.92
2014-02-02,13,31.0,,0.31,4.03
2014-02-03,90,31.0,,0.31,27.9
2014-02-04,85,31.0,,0.31,26.35
2014-02-05,84,31.0,,0.31,26.04
2014-02-06,97,31.0,,0.31,30.07
2014-02-07,95,31.0,,0.31,29.45
2014-02-08,33,31.0,,0.31,10.23
2014-02-09,22,31.0,,0.31,6.82
2014-02-10,72,31.0,,0.31,22.32
2014-02-11,87,31.0,,0.31,26.97
2014-02-12,99,31.0,,0.31,30.69
2014-02-13,76,31.0,,0.31,23.56
2014-02-14,80,31.0,,0.31,24.8
2014-02-15,41,31.0,,0.31,12.709999999999999
2014-02-16,21,31.0,,0.31,6.51
2014-02-17,40,31.0,,0.31,12.4
2014-02-18,81,31.0,,0.31,25.11
2014-02-19,91,31.0,,0.31,28.21
2014-02-20,94,31.0,,0.31,29.14
2014-02-21,79,31.0,,0.31,24.49
2014-02-22,27,31.0,,0.31,8.37
2014-02-23,15,31.0,,0.31,4.65
2014-02-24,68,31.0,,0.31,21.08
2014-02-25,93,31.0,,0.31,28.83
2014-02-26,71,31.0,,0.31,22.01
2014-02-27,100,31.0,,0.31,31.0
2014-02-28,94,31.0,,0.31,29.14
2014-03-01,38,31.0,False,0.31,11.78
2014-03-02,33,31.0,,0.31,10.23
2014-03-03,80,31.0,,0.31,24.8
2014-03-04,93,31.0,,0.31,28.83
2014-03-05,87,31.0,,0.31,26.97
2014-03-06,97,31.0,,0.31,30.07
2014-03-07,77,31.0,,0.31,23.87
2014-03-08,27,31.0,,0.31,8.37
2014-03-09,25,31.0,,0.31,7.75
2014-03-10,70,31.0,,0.31,21.7
2014-03-11,94,31.0,,0.31,29.14
2014-03-12,91,31.0,,0.31,28.21
2014-03-13,86,31.0,,0.31,26.66
2014-03-14,71,31.0,,0.31,22.01
2014-03-15,37,31.0,,0.31,11.47
2014-03-16,22,31.0,,0.31,6.82
2014-03-17,75,31.0,,0.31,23.25
2014-03-18,68,31.0,,0.31,21.08
2014-03-19,100,31.0,,0.31,31.0
2014-03-20,68,31.0,,0.31,21.08
2014-03-21,74,31.0,,0.31,22.94
2014-03-22,33,31.0,,0.31,10.23
2014-03-23,18,31.0,,0.31,5.58
2014-03-24,90,31.0,,0.31,27.9
2014-03-25,79,31.0,,0.31,24.49
2014-03-26,87,31.0,,0.31,26.97
2014-03-27,84,31.0,,0.31,26.04
2014-03-28,84,31.0,,0.31,26.04
2014-03-29,35,31.0,,0.31,10.85
2014-03-30,29,31.0,,0.31,8.99
2014-03-31,90,31.0,,0.31,27.9
2014-04-01,74,33.0,False,0.33,24.42
2014-04-02,92,33.0,,0.33,30.360000000000003
2014-04-03,60,33.0,,0.33,19.8
2014-04-04,99,33.0,,0.33,32.67
2014-04-05,39,33.0,,0.33,12.870000000000001
2014-04-06,23,33.0,,0.33,7.590000000000001
2014-04-07,86,33.0,,0.33,28.380000000000003
2014-04-08,77,33.0,,0.33,25.41
2014-04-09,75,33.0,,0.33,24.75
2014-04-10,100,33.0,,0.33,33.0
2014-04-11,98,33.0,,0.33,32.34
2014-04-12,30,33.0,,0.33,9.9
2014-04-13,14,33.0,,0.33,4.62
2014-04-14,71,33.0,,0.33,23.43
2014-04-15,88,33.0,,0.33,29.040000000000003
2014-04-16,72,33.0,,0.33,23.76
2014-04-17,83,33.0,,0.33,27.39
2014-04-18,33,33.0,,0.33,10.89
2014-04-19,18,33.0,,0.33,5.94
2014-04-20,15,33.0,,0.33,4.95
2014-04-21,70,33.0,,0.33,23.1
2014-04-22,86,33.0,,0.33,28.380000000000003
2014-04-23,84,33.0,,0.33,27.720000000000002
2014-04-24,96,33.0,,0.33,31.68
2014-04-25,65,33.0,,0.33,21.45
2014-04-26,32,33.0,,0.33,10.56
2014-04-27,23,33.0,,0.33,7.590000000000001
2014-04-28,75,33.0,,0.33,24.75
2014-04-29,66,33.0,,0.33,21.78
2014-04-30,77,33.0,,0.33,25.41
2014-05-01,100,28.0,False,0.28,28.000000000000004
2014-05-02,80,28.0,,0.28,22.400000000000002
2014-05-03,32,28.0,,0.28,8.96
2014-05-04,18,28.0,,0.28,5.040000000000001
2014-05-05,80,28.0,,0.28,22.400000000000002
2014-05-06,88,28.0,,0.28,24.64
2014-05-07,94,28.0,,0.28,26.320000000000004
2014-05-08,96,28.0,,0.28,26.880000000000003
2014-05-09,80,28.0,,0.28,22.400000000000002
2014-05-10,37,28.0,,0.28,10.360000000000001
2014-05-11,23,28.0,,0.28,6.44
2014-05-12,65,28.0,,0.28,18.200000000000003
2014-05-13,92,28.0,,0.28,25.76
2014-05-14,89,28.0,,0.28,24.92
2014-05-15,97,28.0,,0.28,27.160000000000004
2014-05-16,86,28.0,,0.28,24.080000000000002
2014-05-17,23,28.0,,0.28,6.44
2014-05-18,15,28.0,,0.28,4.2
2014-05-19,79,28.0,,0.28,22.12
2014-05-20,83,28.0,,0.28,23.240000000000002
2014-05-21,84,28.0,,0.28,23.520000000000003
2014-05-22,72,28.0,,0.28,20.160000000000004
2014-05-23,78,28.0,,0.28,21.840000000000003
2014-05-24,28,28.0,,0.28,7.840000000000001
2014-05-25,9,28.0,,0.28,2.5200000000000005
2014-05-26,17,28.0,,0.28,4.760000000000001
2014-05-27,72,28.0,,0.28,20.160000000000004
2014-05-28,84,28.0,,0.28,23.520000000000003
2014-05-29,78,28.0,,0.28,21.840000000000003
2014-05-30,81,28.0,,0.28,22.680000000000003
2014-05-31,28,28.0,,0.28,7.840000000000001
2014-06-01,25,27.0,False,0.27,6.75
2014-06-02,86,27.0,,0.27,23.220000000000002
2014-06-03,82,27.0,,0.27,22.14
2014-06-04,68,27.0,,0.27,18.36
2014-06-05,91,27.0,,0.27,24.57
2014-06-06,83,27.0,,0.27,22.41
2014-06-07,15,27.0,,0.27,4.050000000000001
2014-06-08,25,27.0,,0.27,6.75
2014-06-09,77,27.0,,0.27,20.790000000000003
2014-06-10,96,27.0,,0.27,25.92
2014-06-11,76,27.0,,0.27,20.520000000000003
2014-06-12,85,27.0,,0.27,22.950000000000003
2014-06-13,75,27.0,,0.27,20.25
2014-06-14,23,27.0,,0.27,6.210000000000001
2014-06-15,24,27.0,,0.27,6.48
2014-06-16,67,27.0,,0.27,18.09
2014-06-17,92,27.0,,0.27,24.840000000000003
2014-06-18,83,27.0,,0.27,22.41
2014-06-19,97,27.0,,0.27,26.19
2014-06-20,87,27.0,,0.27,23.490000000000002
2014-06-21,31,27.0,,0.27,8.370000000000001
2014-06-22,24,27.0,,0.27,6.48
2014-06-23,76,27.0,,0.27,20.520000000000003
2014-06-24,79,27.0,,0.27,21.330000000000002
2014-06-25,95,27.0,,0.27,25.650000000000002
2014-06-26,100,27.0,,0.27,27.0
2014-06-27,99,27.0,,0.27,26.73
2014-06-28,39,27.0,,0.27,10.530000000000001
2014-06-29,19,27.0,,0.27,5.130000000000001
2014-06-30,86,27.0,,0.27,23.220000000000002
2014-07-01,92,29.0,False,0.29,26.68
2014-07-02,81,29.0,,0.29,23.49
2014-07-03,86,29.0,,0.29,24.939999999999998
2014-07-04,36,29.0,,0.29,10.44
2014-07-05,22,29.0,,0.29,6.38
2014-07-06,25,29.0,,0.29,7.249999999999999
2014-07-07,68,29.0,,0.29,19.72
2014-07-08,87,29.0,,0.29,25.229999999999997
2014-07-09,76,29.0,,0.29,22.04
2014-07-10,67,29.0,,0.29,19.43
2014-07-11,56,29.0,,0.29,16.24
2014-07-12,25,29.0,,0.29,7.249999999999999
2014-07-13,18,29.0,,0.29,5.22
2014-07-14,70,29.0,,0.29,20.299999999999997
2014-07-15,74,29.0,,0.29,21.459999999999997
2014-07-16,82,29.0,,0.29,23.779999999999998
2014-07-17,88,29.0,,0.29,25.52
2014-07-18,76,29.0,,0.29,22.04
2014-07-19,32,29.0,,0.29,9.28
2014-07-20,25,29.0,,0.29,7.249999999999999
2014-07-21,64,29.0,,0.29,18.56
2014-07-22,78,29.0,,0.29,22.619999999999997
2014-07-23,68,29.0,,0.29,19.72
2014-07-24,80,29.0,,0.29,23.2
2014-07-25,53,29.0,,0.29,15.37
2014-07-26,19,29.0,,0.29,5.51
2014-07-27,19,29.0,,0.29,5.51
2014-07-28,100,29.0,,0.29,28.999999999999996
2014-07-29,66,29.0,,0.29,19.139999999999997
2014-07-30,85,29.0,,0.29,24.65
2014-07-31,95,29.0,,0.29,27.549999999999997
2014-08-01,94,26.0,False,0.26,24.44
2014-08-02,26,26.0,,0.26,6.76
2014-08-03,20,26.0,,0.26,5.2
2014-08-04,63,26.0,,0.26,16.38
2014-08-05,83,26.0,,0.26,21.580000000000002
2014-08-06,87,26.0,,0.26,22.62
2014-08-07,85,26.0,,0.26,22.1
2014-08-08,100,26.0,,0.26,26.0
2014-08-09,31,26.0,,0.26,8.06
2014-08-10,17,26.0,,0.26,4.42
2014-08-11,78,26.0,,0.26,20.28
2014-08-12,81,26.0,,0.26,21.060000000000002
2014-08-13,76,26.0,,0.26,19.76
2014-08-14,78,26.0,,0.26,20.28
2014-08-15,75,26.0,,0.26,19.5
2014-08-16,21,26.0,,0.26,5.46
2014-08-17,20,26.0,,0.26,5.2
2014-08-18,87,26.0,,0.26,22.62
2014-08-19,84,26.0,,0.26,21.84
2014-08-20,66,26.0,,0.26,17.16
2014-08-21,91,26.0,,0.26,23.66
2014-08-22,75,26.0,,0.26,19.5
2014-08-23,22,26.0,,0.26,5.720000000000001
2014-08-24,16,26.0,,0.26,4.16
2014-08-25,89,26.0,,0.26,23.14
2014-08-26,69,26.0,,0.26,17.94
2014-08-27,90,26.0,,0.26,23.400000000000002
2014-08-28,77,26.0,,0.26,20.02
2014-08-29,83,26.0,,0.26,21.580000000000002
2014-08-30,26,26.0,,0.26,6.76
2014-08-31,22,26.0,,0.26,5.720000000000001
2014-09-01,22,30.0,False,0.3,6.6
2014-09-02,56,30.0,,0.3,16.8
2014-09-03,79,30.0,,0.3,23.7
2014-09-04,70,30.0,,0.3,21.0
2014-09-05,52,30.0,,0.3,15.6
2014-09-06,29,30.0,,0.3,8.7
2014-09-07,27,30.0,,0.3,8.1
2014-09-08,62,30.0,,0.3,18.599999999999998
2014-09-09,72,30.0,,0.3,21.599999999999998
2014-09-10,73,30.0,,0.3,21.9
2014-09-11,78,30.0,,0.3,23.4
2014-09-12,56,30.0,,0.3,16.8
2014-09-13,20,30.0,,0.3,6.0
2014-09-14,23,30.0,,0.3,6.8999999999999995
2014-09-15,87,30.0,,0.3,26.099999999999998
2014-09-16,90,30.0,,0.3,27.0
2014-09-17,74,30.0,,0.3,22.2
2014-09-18,70,30.0,,0.3,21.0
2014-09-19,100,30.0,,0.3,30.0
2014-09-20,48,30.0,,0.3,14.399999999999999
2014-09-21,20,30.0,,0.3,6.0
2014-09-22,75,30.0,,0.3,22.5
2014-09-23,84,30.0,,0.3,25.2
2014-09-24,78,30.0,,0.3,23.4
2014-09-25,65,30.0,,0.3,19.5
2014-09-26,64,30.0,,0.3,19.2
2014-09-27,21,30.0,,0.3,6.3
2014-09-28,19,30.0,,0.3,5.7
2014-09-29,66,30.0,,0.3,19.8
2014-09-30,85,30.0,,0.3,25.5
2014-10-01,76,34.0,False,0.34,25.840000000000003
2014-10-02,71,34.0,,0.34,24.14
2014-10-03,57,34.0,,0.34,19.380000000000003
2014-10-04,24,34.0,,0.34,8.16
2014-10-05,15,34.0,,0.34,5.1000000000000005
2014-10-06,48,34.0,,0.34,16.32
2014-10-07,56,34.0,,0.34,19.040000000000003
2014-10-08,79,34.0,,0.34,26.860000000000003
2014-10-09,62,34.0,,0.34,21.080000000000002
2014-10-10,85,34.0,,0.34,28.900000000000002
2014-10-11,43,34.0,,0.34,14.620000000000001
2014-10-12,27,34.0,,0.34,9.180000000000001
2014-10-13,66,34.0,,0.34,22.44
2014-10-14,77,34.0,,0.34,26.180000000000003
2014-10-15,88,34.0,,0.34,29.92
2014-10-16,100,34.0,,0.34,34.0
2014-10-17,69,34.0,,0.34,23.46
2014-10-18,20,34.0,,0.34,6.800000000000001
2014-10-19,21,34.0,,0.34,7.140000000000001
2014-10-20,65,34.0,,0.34,22.1
2014-10-21,79,34.0,,0.34,26.860000000000003
2014-10-22,81,34.0,,0.34,27.540000000000003
2014-10-23,70,34.0,,0.34,23.8
2014-10-24,65,34.0,,0.34,22.1
2014-10-25,23,34.0,,0.34,7.82
2014-10-26,18,34.0,,0.34,6.12
2014-10-27,59,34.0,,0.34,20.060000000000002
2014-10-28,62,34.0,,0.34,21.080000000000002
2014-10-29,71,34.0,,0.34,24.14
2014-10-30,78,34.0,,0.34,26.520000000000003
2014-10-31,69,34.0,,0.34,23.46
2014-11-01,14,30.0,False,0.3,4.2
2014-11-02,28,30.0,,0.3,8.4
2014-11-03,56,30.0,,0.3,16.8
2014-11-04,94,30.0,,0.3,28.2
2014-11-05,94,30.0,,0.3,28.2
2014-11-06,100,30.0,,0.3,30.0
2014-11-07,68,30.0,,0.3,20.4
2014-11-08,26,30.0,,0.3,7.8
2014-11-09,17,30.0,,0.3,5.1
2014-11-10,87,30.0,,0.3,26.099999999999998
2014-11-11,67,30.0,,0.3,20.099999999999998
2014-11-12,84,30.0,,0.3,25.2
2014-11-13,84,30.0,,0.3,25.2
2014-11-14,85,30.0,,0.3,25.5
2014-11-15,28,30.0,,0.3,8.4
2014-11-16,17,30.0,,0.3,5.1
2014-11-17,69,30.0,,0.3,20.7
2014-11-18,96,30.0,,0.3,28.799999999999997
2014-11-19,84,30.0,,0.3,25.2
2014-11-20,73,30.0,,0.3,21.9
2014-11-21,78,30.0,,0.3,23.4
2014-11-22,21,30.0,,0.3,6.3
2014-11-23,23,30.0,,0.3,6.8999999999999995
2014-11-24,70,30.0,,0.3,21.0
2014-11-25,74,30.0,,0.3,22.2
2014-11-26,79,30.0,,0.3,23.7
2014-11-27,24,30.0,,0.3,7.199999999999999
2014-11-28,70,30.0,,0.3,21.0
2014-11-29,26,30.0,,0.3,7.8
2014-11-30,25,30.0,,0.3,7.5
2014-12-01,81,29.0,False,0.29,23.49
2014-12-02,63,29.0,,0.29,18.27
2014-12-03,92,29.0,,0.29,26.68
2014-12-04,63,29.0,,0.29,18.27
2014-12-05,79,29.0,,0.29,22.91
2014-12-06,21,29.0,,0.29,6.09
2014-12-07,17,29.0,,0.29,4.93
2014-12-08,77,29.0,,0.29,22.33
2014-12-09,83,29.0,,0.29,24.069999999999997
2014-12-10,69,29.0,,0.29,20.009999999999998
2014-12-11,87,29.0,,0.29,25.229999999999997
2014-12-12,82,29.0,,0.29,23.779999999999998
2014-12-13,29,29.0,,0.29,8.41
2014-12-14,27,29.0,,0.29,7.829999999999999
2014-12-15,76,29.0,,0.29,22.04
2014-12-16,79,29.0,,0.29,22.91
2014-12-17,85,29.0,,0.29,24.65
2014-12-18,72,29.0,,0.29,20.88
2014-12-19,82,29.0,,0.29,23.779999999999998
2014-12-20,35,29.0,,0.29,10.149999999999999
2014-12-21,17,29.0,,0.29,4.93
2014-12-22,77,29.0,,0.29,22.33
2014-12-23,100,29.0,,0.29,28.999999999999996
2014-12-24,69,29.0,,0.29,20.009999999999998
2014-12-25,31,29.0,,0.29,8.99
2014-12-26,50,29.0,,0.29,14.499999999999998
2014-12-27,28,29.0,,0.29,8.12
2014-12-28,27,29.0,,0.29,7.829999999999999
2014-12-29,55,29.0,,0.29,15.95
2014-12-30,61,29.0,,0.29,17.689999999999998
2014-12-31,66,29.0,,0.29,19.139999999999997
2015-01-01,30,30.0,False,0.3,9.0
2015-01-02,65,30.0,,0.3,19.5
2015-01-03,41,30.0,,0.3,12.299999999999999
2015-01-04,30,30.0,,0.3,9.0
2015-01-05,100,30.0,,0.3,30.0
2015-01-06,87,30.0,,0.3,26.099999999999998
2015-01-07,89,30.0,,0.3,26.7
2015-01-08,99,30.0,,0.3,29.7
2015-01-09,83,30.0,,0.3,24.9
2015-01-10,34,30.0,,0.3,10.2
2015-01-11,14,30.0,,0.3,4.2
2015-01-12,76,30.0,,0.3,22.8
2015-01-13,77,30.0,,0.3,23.099999999999998
2015-01-14,88,30.0,,0.3,26.4
2015-01-15,76,30.0,,0.3,22.8
2015-01-16,76,30.0,,0.3,22.8
2015-01-17,35,30.0,,0.3,10.5
2015-01-18,21,30.0,,0.3,6.3
2015-01-19,35,30.0,,0.3,10.5
2015-01-20,81,30.0,,0.3,24.3
2015-01-21,77,30.0,,0.3,23.099999999999998
2015-01-22,75,30.0,,0.3,22.5
2015-01-23,92,30.0,,0.3,27.599999999999998
2015-01-24,37,30.0,,0.3,11.1
2015-01-25,27,30.0,,0.3,8.1
2015-01-26,91,30.0,,0.3,27.3
2015-01-27,87,30.0,,0.3,26.099999999999998
2015-01-28,92,30.0,,0.3,27.599999999999998
2015-01-29,90,30.0,,0.3,27.0
2015-01-30,93,30.0,,0.3,27.9
2015-01-31,39,30.0,,0.3,11.7
2015-02-01,13,33.0,False,0.33,4.29
2015-02-02,55,33.0,,0.33,18.150000000000002
2015-02-03,71,33.0,,0.33,23.43
2015-02-04,73,33.0,,0.33,24.09
2015-02-05,100,33.0,,0.33,33.0
2015-02-06,87,33.0,,0.33,28.71
2015-02-07,22,33.0,,0.33,7.260000000000001
2015-02-08,20,33.0,,0.33,6.6000000000000005
2015-02-09,58,33.0,,0.33,19.14
2015-02-10,81,33.0,,0.33,26.73
2015-02-11,58,33.0,,0.33,19.14
2015-02-12,93,33.0,,0.33,30.69
2015-02-13,75,33.0,,0.33,24.75
2015-02-14,32,33.0,,0.33,10.56
2015-02-15,23,33.0,,0.33,7.590000000000001
2015-02-16,43,33.0,,0.33,14.190000000000001
2015-02-17,63,33.0,,0.33,20.790000000000003
2015-02-18,57,33.0,,0.33,18.810000000000002
2015-02-19,56,33.0,,0.33,18.48
2015-02-20,83,33.0,,0.33,27.39
2015-02-21,28,33.0,,0.33,9.24
2015-02-22,24,33.0,,0.33,7.92
2015-02-23,54,33.0,,0.33,17.82
2015-02-24,70,33.0,,0.33,23.1
2015-02-25,71,33.0,,0.33,23.43
2015-02-26,93,33.0,,0.33,30.69
2015-02-27,47,33.0,,0.33,15.510000000000002
2015-02-28,20,33.0,,0.33,6.6000000000000005
2015-03-01,19,34.0,False,0.34,6.460000000000001
2015-03-02,100,34.0,,0.34,34.0
2015-03-03,77,34.0,,0.34,26.180000000000003
2015-03-04,65,34.0,,0.34,22.1
2015-03-05,65,34.0,,0.34,22.1
2015-03-06,63,34.0,,0.34,21.42
2015-03-07,26,34.0,,0.34,8.84
2015-03-08,23,34.0,,0.34,7.82
2015-03-09,58,34.0,,0.34,19.720000000000002
2015-03-10,52,34.0,,0.34,17.68
2015-03-11,52,34.0,,0.34,17.68
2015-03-12,61,34.0,,0.34,20.740000000000002
2015-03-13,51,34.0,,0.34,17.34
2015-03-14,13,34.0,,0.34,4.42
2015-03-15,13,34.0,,0.34,4.42
2015-03-16,49,34.0,,0.34,16.66
2015-03-17,43,34.0,,0.34,14.620000000000001
2015-03-18,51,34.0,,0.34,17.34
2015-03-19,60,34.0,,0.34,20.400000000000002
2015-03-20,58,34.0,,0.34,19.720000000000002
2015-03-21,15,34.0,,0.34,5.1000000000000005
2015-03-22,21,34.0,,0.34,7.140000000000001
2015-03-23,60,34.0,,0.34,20.400000000000002
2015-03-24,57,34.0,,0.34,19.380000000000003
2015-03-25,73,34.0,,0.34,24.82
2015-03-26,65,34.0,,0.34,22.1
2015-03-27,46,34.0,,0.34,15.64
2015-03-28,27,34.0,,0.34,9.180000000000001
2015-03-29,11,34.0,,0.34,3.74
2015-03-30,51,34.0,,0.34,17.34
2015-03-31,59,34.0,,0.34,20.060000000000002
2015-04-01,66,33.0,False,0.33,21.78
2015-04-02,61,33.0,,0.33,20.130000000000003
2015-04-03,51,33.0,,0.33,16.830000000000002
2015-04-04,21,33.0,,0.33,6.930000000000001
2015-04-05,13,33.0,,0.33,4.29
2015-04-06,53,33.0,,0.33,17.490000000000002
2015-04-07,56,33.0,,0.33,18.48
2015-04-08,60,33.0,,0.33,19.8
2015-04-09,66,33.0,,0.33,21.78
2015-04-10,58,33.0,,0.33,19.14
2015-04-11,25,33.0,,0.33,8.25
2015-04-12,21,33.0,,0.33,6.930000000000001
2015-04-13,59,33.0,,0.33,19.470000000000002
2015-04-14,75,33.0,,0.33,24.75
2015-04-15,74,33.0,,0.33,24.42
2015-04-16,76,33.0,,0.33,25.080000000000002
2015-04-17,60,33.0,,0.33,19.8
2015-04-18,31,33.0,,0.33,10.23
2015-04-19,13,33.0,,0.33,4.29
2015-04-20,65,33.0,,0.33,21.45
2015-04-21,59,33.0,,0.33,19.470000000000002
2015-04-22,84,33.0,,0.33,27.720000000000002
2015-04-23,90,33.0,,0.33,29.700000000000003
2015-04-24,100,33.0,,0.33,33.0
2015-04-25,24,33.0,,0.33,7.92
2015-04-26,30,33.0,,0.33,9.9
2015-04-27,74,33.0,,0.33,24.42
2015-04-28,64,33.0,,0.33,21.12
2015-04-29,76,33.0,,0.33,25.080000000000002
2015-04-30,74,33.0,,0.33,24.42
2015-05-01,100,31.0,False,0.31,31.0
2015-05-02,46,31.0,,0.31,14.26
2015-05-03,15,31.0,,0.31,4.65
2015-05-04,77,31.0,,0.31,23.87
2015-05-05,86,31.0,,0.31,26.66
2015-05-06,79,31.0,,0.31,24.49
2015-05-07,75,31.0,,0.31,23.25
2015-05-08,81,31.0,,0.31,25.11
2015-05-09,23,31.0,,0.31,7.13
2015-05-10,27,31.0,,0.31,8.37
2015-05-11,87,31.0,,0.31,26.97
2015-05-12,67,31.0,,0.31,20.77
2015-05-13,51,31.0,,0.31,15.81
2015-05-14,60,31.0,,0.31,18.6
2015-05-15,64,31.0,,0.31,19.84
2015-05-16,23,31.0,,0.31,7.13
2015-05-17,7,31.0,,0.31,2.17
2015-05-18,66,31.0,,0.31,20.46
2015-05-19,73,31.0,,0.31,22.63
2015-05-20,72,31.0,,0.31,22.32
2015-05-21,68,31.0,,0.31,21.08
2015-05-22,75,31.0,,0.31,23.25
2015-05-23,7,31.0,,0.31,2.17
2015-05-24,12,31.0,,0.31,3.7199999999999998
2015-05-25,13,31.0,,0.31,4.03
2015-05-26,67,31.0,,0.31,20.77
2015-05-27,100,31.0,,0.31,31.0
2015-05-28,93,31.0,,0.31,28.83
2015-05-29,64,31.0,,0.31,19.84
2015-05-30,27,31.0,,0.31,8.37
2015-05-31,9,31.0,,0.31,2.79
2015-06-01,73,31.0,False,0.31,22.63
2015-06-02,68,31.0,,0.31,21.08
2015-06-03,81,31.0,,0.31,25.11
2015-06-04,56,31.0,,0.31,17.36
2015-06-05,69,31.0,,0.31,21.39
2015-06-06,29,31.0,,0.31,8.99
2015-06-07,15,31.0,,0.31,4.65
2015-06-08,53,31.0,,0.31,16.43
2015-06-09,61,31.0,,0.31,18.91
2015-06-10,95,31.0,,0.31,29.45
2015-06-11,77,31.0,,0.31,23.87
2015-06-12,74,31.0,,0.31,22.94
2015-06-13,25,31.0,,0.31,7.75
2015-06-14,25,31.0,,0.31,7.75
2015-06-15,52,31.0,,0.31,16.12
2015-06-16,63,31.0,,0.31,19.53
2015-06-17,71,31.0,,0.31,22.01
2015-06-18,77,31.0,,0.31,23.87
2015-06-19,82,31.0,,0.31,25.419999999999998
2015-06-20,18,31.0,,0.31,5.58
2015-06-21,22,31.0,,0.31,6.82
2015-06-22,70,31.0,,0.31,21.7
2015-06-23,74,31.0,,0.31,22.94
2015-06-24,70,31.0,,0.31,21.7
2015-06-25,78,31.0,,0.31,24.18
2015-06-26,60,31.0,,0.31,18.6
2015-06-27,35,31.0,,0.31,10.85
2015-06-28,28,31.0,,0.31,8.68
2015-06-29,84,31.0,,0.31,26.04
2015-06-30,100,31.0,,0.31,31.0
2015-07-01,70,36.0,False,0.36,25.2
2015-07-02,51,36.0,,0.36,18.36
2015-07-03,23,36.0,,0.36,8.28
2015-07-04,12,36.0,,0.36,4.32
2015-07-05,19,36.0,,0.36,6.84
2015-07-06,63,36.0,,0.36,22.68
2015-07-07,67,36.0,,0.36,24.119999999999997
2015-07-08,100,36.0,,0.36,36.0
2015-07-09,56,36.0,,0.36,20.16
2015-07-10,57,36.0,,0.36,20.52
2015-07-11,18,36.0,,0.36,6.4799999999999995
2015-07-12,17,36.0,,0.36,6.12
2015-07-13,59,36.0,,0.36,21.24
2015-07-14,48,36.0,,0.36,17.28
2015-07-15,57,36.0,,0.36,20.52
2015-07-16,65,36.0,,0.36,23.4
2015-07-17,65,36.0,,0.36,23.4
2015-07-18,16,36.0,,0.36,5.76
2015-07-19,8,36.0,,0.36,2.88
2015-07-20,69,36.0,,0.36,24.84
2015-07-21,74,36.0,,0.36,26.64
2015-07-22,67,36.0,,0.36,24.119999999999997
2015-07-23,80,36.0,,0.36,28.799999999999997
2015-07-24,78,36.0,,0.36,28.08
2015-07-25,23,36.0,,0.36,8.28
2015-07-26,21,36.0,,0.36,7.56
2015-07-27,66,36.0,,0.36,23.759999999999998
2015-07-28,59,36.0,,0.36,21.24
2015-07-29,60,36.0,,0.36,21.599999999999998
2015-07-30,76,36.0,,0.36,27.36
2015-07-31,47,36.0,,0.36,16.919999999999998
2015-08-01,6,41.0,False,0.41,2.46
2015-08-02,4,41.0,,0.41,1.64
2015-08-03,24,41.0,,0.41,9.84
2015-08-04,24,41.0,,0.41,9.84
2015-08-05,31,41.0,,0.41,12.709999999999999
2015-08-06,32,41.0,,0.41,13.12
2015-08-07,27,41.0,,0.41,11.069999999999999
2015-08-08,5,41.0,,0.41,2.05
2015-08-09,8,41.0,,0.41,3.28
2015-08-10,28,41.0,,0.41,11.479999999999999
2015-08-11,26,41.0,,0.41,10.66
2015-08-12,29,41.0,,0.41,11.889999999999999
2015-08-13,27,41.0,,0.41,11.069999999999999
2015-08-14,22,41.0,,0.41,9.02
2015-08-15,6,41.0,,0.41,2.46
2015-08-16,7,41.0,,0.41,2.8699999999999997
2015-08-17,23,41.0,,0.41,9.43
2015-08-18,22,41.0,,0.41,9.02
2015-08-19,22,41.0,,0.41,9.02
2015-08-20,33,41.0,,0.41,13.53
2015-08-21,46,41.0,,0.41,18.86
2015-08-22,18,41.0,,0.41,7.38
2015-08-23,12,41.0,,0.41,4.92
2015-08-24,100,41.0,,0.41,41.0
2015-08-25,62,41.0,,0.41,25.419999999999998
2015-08-26,53,41.0,,0.41,21.73
2015-08-27,38,41.0,,0.41,15.579999999999998
2015-08-28,36,41.0,,0.41,14.76
2015-08-29,9,41.0,,0.41,3.69
2015-08-30,12,41.0,,0.41,4.92
2015-08-31,26,41.0,,0.41,10.66
2015-09-01,100,31.0,False,0.31,31.0
2015-09-02,90,31.0,,0.31,27.9
2015-09-03,87,31.0,,0.31,26.97
2015-09-04,79,31.0,,0.31,24.49
2015-09-05,36,31.0,,0.31,11.16
2015-09-06,11,31.0,,0.31,3.41
2015-09-07,22,31.0,,0.31,6.82
2015-09-08,88,31.0,,0.31,27.28
2015-09-09,56,31.0,,0.31,17.36
2015-09-10,57,31.0,,0.31,17.669999999999998
2015-09-11,72,31.0,,0.31,22.32
2015-09-12,30,31.0,,0.31,9.3
