date,labor_unscaled,labor_monthly,isPartial,scale,labor
2014-12-09,100,27.0,,0.27,27.0
2014-12-10,97,27.0,,0.27,26.19
2014-12-11,98,27.0,,0.27,26.46
2014-12-12,86,27.0,,0.27,23.220000000000002
2014-12-13,64,27.0,,0.27,17.28
2014-12-14,61,27.0,,0.27,16.470000000000002
2014-12-15,94,27.0,,0.27,25.380000000000003
2014-12-16,96,27.0,,0.27,25.92
2014-12-17,87,27.0,,0.27,23.490000000000002
2014-12-18,91,27.0,,0.27,24.57
2014-12-19,75,27.0,,0.27,20.25
2014-12-20,49,27.0,,0.27,13.23
2014-12-21,53,27.0,,0.27,14.31
2014-12-22,81,27.0,,0.27,21.87
2014-12-23,72,27.0,,0.27,19.44
2014-12-24,52,27.0,,0.27,14.040000000000001
2014-12-25,41,27.0,,0.27,11.07
2014-12-26,57,27.0,,0.27,15.39
2014-12-27,55,27.0,,0.27,14.850000000000001
2014-12-28,66,27.0,,0.27,17.82
2014-12-29,86,27.0,,0.27,23.220000000000002
2014-12-30,86,27.0,,0.27,23.220000000000002
2014-12-31,81,27.0,,0.27,21.87
2015-01-01,61,31.0,False,0.31,18.91
2015-01-02,81,31.0,,0.31,25.11
2015-01-03,69,31.0,,0.31,21.39
2015-01-04,72,31.0,,0.31,22.32
2015-01-05,96,31.0,,0.31,29.759999999999998
2015-01-06,97,31.0,,0.31,30.07
2015-01-07,91,31.0,,0.31,28.21
2015-01-08,93,31.0,,0.31,28.83
2015-01-09,87,31.0,,0.31,26.97
2015-01-10,65,31.0,,0.31,20.15
2015-01-11,69,31.0,,0.31,21.39
2015-01-12,97,31.0,,0.31,30.07
2015-01-13,93,31.0,,0.31,28.83
2015-01-14,94,31.0,,0.31,29.14
2015-01-15,91,31.0,,0.31,28.21
2015-01-16,90,31.0,,0.31,27.9
2015-01-17,58,31.0,,0.31,17.98
2015-01-18,58,31.0,,0.31,17.98
2015-01-19,82,31.0,,0.31,25.419999999999998
2015-01-20,98,31.0,,0.31,30.38
2015-01-21,97,31.0,,0.31,30.07
2015-01-22,100,31.0,,0.31,31.0
2015-01-23,87,31.0,,0.31,26.97
2015-01-24,58,31.0,,0.31,17.98
2015-01-25,70,31.0,,0.31,21.7
2015-01-26,95,31.0,,0.31,29.45
2015-01-27,94,31.0,,0.31,29.14
2015-01-28,97,31.0,,0.31,30.07
2015-01-29,90,31.0,,0.31,27.9
2015-01-30,88,31.0,,0.31,27.28
2015-01-31,58,31.0,,0.31,17.98
2015-02-01,64,31.0,False,0.31,19.84
2015-02-02,88,31.0,,0.31,27.28
2015-02-03,96,31.0,,0.31,29.759999999999998
2015-02-04,99,31.0,,0.31,30.69
2015-02-05,92,31.0,,0.31,28.52
2015-02-06,95,31.0,,0.31,29.45
2015-02-07,61,31.0,,0.31,18.91
2015-02-08,70,31.0,,0.31,21.7
2015-02-09,92,31.0,,0.31,28.52
2015-02-10,94,31.0,,0.31,29.14
2015-02-11,94,31.0,,0.31,29.14
2015-02-12,92,31.0,,0.31,28.52
2015-02-13,85,31.0,,0.31,26.35
2015-02-14,53,31.0,,0.31,16.43
2015-02-15,64,31.0,,0.31,19.84
2015-02-16,83,31.0,,0.31,25.73
2015-02-17,86,31.0,,0.31,26.66
2015-02-18,93,31.0,,0.31,28.83
2015-02-19,86,31.0,,0.31,26.66
2015-02-20,83,31.0,,0.31,25.73
2015-02-21,64,31.0,,0.31,19.84
2015-02-22,70,31.0,,0.31,21.7
2015-02-23,100,31.0,,0.31,31.0
2015-02-24,99,31.0,,0.31,30.69
2015-02-25,100,31.0,,0.31,31.0
2015-02-26,95,31.0,,0.31,29.45
2015-02-27,84,31.0,,0.31,26.04
2015-02-28,59,31.0,,0.31,18.29
2015-03-01,62,32.0,False,0.32,19.84
2015-03-02,94,32.0,,0.32,30.080000000000002
2015-03-03,96,32.0,,0.32,30.72
2015-03-04,91,32.0,,0.32,29.12
2015-03-05,85,32.0,,0.32,27.2
2015-03-06,84,32.0,,0.32,26.88
2015-03-07,62,32.0,,0.32,19.84
2015-03-08,65,32.0,,0.32,20.8
2015-03-09,99,32.0,,0.32,31.68
2015-03-10,92,32.0,,0.32,29.44
2015-03-11,81,32.0,,0.32,25.92
2015-03-12,89,32.0,,0.32,28.48
2015-03-13,80,32.0,,0.32,25.6
2015-03-14,59,32.0,,0.32,18.88
2015-03-15,64,32.0,,0.32,20.48
2015-03-16,91,32.0,,0.32,29.12
2015-03-17,93,32.0,,0.32,29.76
2015-03-18,87,32.0,,0.32,27.84
2015-03-19,90,32.0,,0.32,28.8
2015-03-20,82,32.0,,0.32,26.240000000000002
2015-03-21,61,32.0,,0.32,19.52
2015-03-22,69,32.0,,0.32,22.080000000000002
2015-03-23,96,32.0,,0.32,30.72
2015-03-24,91,32.0,,0.32,29.12
2015-03-25,86,32.0,,0.32,27.52
2015-03-26,93,32.0,,0.32,29.76
2015-03-27,86,32.0,,0.32,27.52
2015-03-28,55,32.0,,0.32,17.6
2015-03-29,67,32.0,,0.32,21.44
2015-03-30,100,32.0,,0.32,32.0
2015-03-31,97,32.0,,0.32,31.04
2015-04-01,79,33.0,False,0.33,26.07
2015-04-02,84,33.0,,0.33,27.720000000000002
2015-04-03,74,33.0,,0.33,24.42
2015-04-04,55,33.0,,0.33,18.150000000000002
2015-04-05,58,33.0,,0.33,19.14
2015-04-06,90,33.0,,0.33,29.700000000000003
2015-04-07,91,33.0,,0.33,30.03
2015-04-08,87,33.0,,0.33,28.71
2015-04-09,84,33.0,,0.33,27.720000000000002
2015-04-10,76,33.0,,0.33,25.080000000000002
2015-04-11,58,33.0,,0.33,19.14
2015-04-12,61,33.0,,0.33,20.130000000000003
2015-04-13,93,33.0,,0.33,30.69
2015-04-14,88,33.0,,0.33,29.040000000000003
2015-04-15,88,33.0,,0.33,29.040000000000003
2015-04-16,88,33.0,,0.33,29.040000000000003
2015-04-17,76,33.0,,0.33,25.080000000000002
2015-04-18,51,33.0,,0.33,16.830000000000002
2015-04-19,69,33.0,,0.33,22.77
2015-04-20,88,33.0,,0.33,29.040000000000003
2015-04-21,93,33.0,,0.33,30.69
2015-04-22,100,33.0,,0.33,33.0
2015-04-23,85,33.0,,0.33,28.05
2015-04-24,82,33.0,,0.33,27.060000000000002
2015-04-25,57,33.0,,0.33,18.810000000000002
2015-04-26,64,33.0,,0.33,21.12
2015-04-27,99,33.0,,0.33,32.67
2015-04-28,99,33.0,,0.33,32.67
2015-04-29,93,33.0,,0.33,30.69
2015-04-30,98,33.0,,0.33,32.34
2015-05-01,95,33.0,False,0.33,31.35
2015-05-02,62,33.0,,0.33,20.46
2015-05-03,62,33.0,,0.33,20.46
2015-05-04,93,33.0,,0.33,30.69
2015-05-05,91,33.0,,0.33,30.03
2015-05-06,93,33.0,,0.33,30.69
2015-05-07,85,33.0,,0.33,28.05
2015-05-08,89,33.0,,0.33,29.37
2015-05-09,53,33.0,,0.33,17.490000000000002
2015-05-10,61,33.0,,0.33,20.130000000000003
2015-05-11,100,33.0,,0.33,33.0
2015-05-12,91,33.0,,0.33,30.03
2015-05-13,88,33.0,,0.33,29.040000000000003
2015-05-14,85,33.0,,0.33,28.05
2015-05-15,80,33.0,,0.33,26.400000000000002
2015-05-16,59,33.0,,0.33,19.470000000000002
2015-05-17,67,33.0,,0.33,22.11
2015-05-18,94,33.0,,0.33,31.020000000000003
2015-05-19,88,33.0,,0.33,29.040000000000003
2015-05-20,89,33.0,,0.33,29.37
2015-05-21,90,33.0,,0.33,29.700000000000003
2015-05-22,72,33.0,,0.33,23.76
2015-05-23,59,33.0,,0.33,19.470000000000002
2015-05-24,64,33.0,,0.33,21.12
2015-05-25,82,33.0,,0.33,27.060000000000002
2015-05-26,92,33.0,,0.33,30.360000000000003
2015-05-27,88,33.0,,0.33,29.040000000000003
2015-05-28,88,33.0,,0.33,29.040000000000003
2015-05-29,77,33.0,,0.33,25.41
2015-05-30,51,33.0,,0.33,16.830000000000002
2015-05-31,60,33.0,,0.33,19.8
2015-06-01,93,35.0,False,0.35,32.55
2015-06-02,84,35.0,,0.35,29.4
2015-06-03,86,35.0,,0.35,30.099999999999998
2015-06-04,92,35.0,,0.35,32.199999999999996
2015-06-05,81,35.0,,0.35,28.349999999999998
2015-06-06,57,35.0,,0.35,19.95
2015-06-07,67,35.0,,0.35,23.45
2015-06-08,96,35.0,,0.35,33.599999999999994
2015-06-09,82,35.0,,0.35,28.7
2015-06-10,86,35.0,,0.35,30.099999999999998
2015-06-11,88,35.0,,0.35,30.799999999999997
2015-06-12,77,35.0,,0.35,26.95
2015-06-13,58,35.0,,0.35,20.299999999999997
2015-06-14,60,35.0,,0.35,21.0
2015-06-15,91,35.0,,0.35,31.849999999999998
2015-06-16,86,35.0,,0.35,30.099999999999998
2015-06-17,86,35.0,,0.35,30.099999999999998
2015-06-18,85,35.0,,0.35,29.749999999999996
2015-06-19,74,35.0,,0.35,25.9
2015-06-20,60,35.0,,0.35,21.0
2015-06-21,63,35.0,,0.35,22.049999999999997
2015-06-22,89,35.0,,0.35,31.15
2015-06-23,85,35.0,,0.35,29.749999999999996
2015-06-24,96,35.0,,0.35,33.599999999999994
2015-06-25,88,35.0,,0.35,30.799999999999997
2015-06-26,78,35.0,,0.35,27.299999999999997
2015-06-27,61,35.0,,0.35,21.349999999999998
2015-06-28,69,35.0,,0.35,24.15
2015-06-29,96,35.0,,0.35,33.599999999999994
2015-06-30,100,35.0,,0.35,35.0
2015-07-01,68,44.0,False,0.44,29.92
2015-07-02,69,44.0,,0.44,30.36
2015-07-03,55,44.0,,0.44,24.2
2015-07-04,44,44.0,,0.44,19.36
2015-07-05,60,44.0,,0.44,26.4
2015-07-06,88,44.0,,0.44,38.72
2015-07-07,84,44.0,,0.44,36.96
2015-07-08,78,44.0,,0.44,34.32
2015-07-09,73,44.0,,0.44,32.12
2015-07-10,71,44.0,,0.44,31.24
2015-07-11,51,44.0,,0.44,22.44
2015-07-12,63,44.0,,0.44,27.72
2015-07-13,84,44.0,,0.44,36.96
2015-07-14,82,44.0,,0.44,36.08
2015-07-15,79,44.0,,0.44,34.76
2015-07-16,76,44.0,,0.44,33.44
2015-07-17,72,44.0,,0.44,31.68
2015-07-18,52,44.0,,0.44,22.88
2015-07-19,65,44.0,,0.44,28.6
2015-07-20,87,44.0,,0.44,38.28
2015-07-21,84,44.0,,0.44,36.96
2015-07-22,85,44.0,,0.44,37.4
2015-07-23,84,44.0,,0.44,36.96
2015-07-24,78,44.0,,0.44,34.32
2015-07-25,59,44.0,,0.44,25.96
2015-07-26,61,44.0,,0.44,26.84
2015-07-27,100,44.0,,0.44,44.0
2015-07-28,89,44.0,,0.44,39.160000000000004
2015-07-29,92,44.0,,0.44,40.48
2015-07-30,88,44.0,,0.44,38.72
2015-07-31,81,44.0,,0.44,35.64
2015-08-01,29,75.0,False,0.75,21.75
2015-08-02,33,75.0,,0.75,24.75
2015-08-03,46,75.0,,0.75,34.5
2015-08-04,45,75.0,,0.75,33.75
2015-08-05,45,75.0,,0.75,33.75
2015-08-06,42,75.0,,0.75,31.5
2015-08-07,36,75.0,,0.75,27.0
2015-08-08,31,75.0,,0.75,23.25
2015-08-09,36,75.0,,0.75,27.0
2015-08-10,53,75.0,,0.75,39.75
2015-08-11,46,75.0,,0.75,34.5
2015-08-12,50,75.0,,0.75,37.5
2015-08-13,44,75.0,,0.75,33.0
2015-08-14,44,75.0,,0.75,33.0
2015-08-15,35,75.0,,0.75,26.25
2015-08-16,42,75.0,,0.75,31.5
2015-08-17,61,75.0,,0.75,45.75
2015-08-18,59,75.0,,0.75,44.25
2015-08-19,56,75.0,,0.75,42.0
2015-08-20,58,75.0,,0.75,43.5
2015-08-21,56,75.0,,0.75,42.0
2015-08-22,50,75.0,,0.75,37.5
2015-08-23,56,75.0,,0.75,42.0
2015-08-24,84,75.0,,0.75,63.0
2015-08-25,77,75.0,,0.75,57.75
2015-08-26,72,75.0,,0.75,54.0
2015-08-27,82,75.0,,0.75,61.5
2015-08-28,81,75.0,,0.75,60.75
2015-08-29,70,75.0,,0.75,52.5
2015-08-30,79,75.0,,0.75,59.25
2015-08-31,100,75.0,,0.75,75.0
2015-09-01,14,89.0,False,0.89,12.46
2015-09-02,15,89.0,,0.89,13.35
2015-09-03,17,89.0,,0.89,15.13
2015-09-04,25,89.0,,0.89,22.25
2015-09-05,28,89.0,,0.89,24.92
2015-09-06,43,89.0,,0.89,38.27
2015-09-07,100,89.0,,0.89,89.0
2015-09-08,17,89.0,,0.89,15.13
2015-09-09,7,89.0,,0.89,6.23
2015-09-10,5,89.0,,0.89,4.45
2015-09-11,5,89.0,,0.89,4.45
2015-09-12,3,89.0,,0.89,2.67
2015-09-13,4,89.0,,0.89,3.56
2015-09-14,5,89.0,,0.89,4.45
2015-09-15,5,89.0,,0.89,4.45
2015-09-16,5,89.0,,0.89,4.45
2015-09-17,4,89.0,,0.89,3.56
2015-09-18,4,89.0,,0.89,3.56
2015-09-19,3,89.0,,0.89,2.67
2015-09-20,3,89.0,,0.89,2.67
2015-09-21,4,89.0,,0.89,3.56
2015-09-22,5,89.0,,0.89,4.45
2015-09-23,4,89.0,,0.89,3.56
2015-09-24,4,89.0,,0.89,3.56
2015-09-25,4,89.0,,0.89,3.56
2015-09-26,2,89.0,,0.89,1.78
2015-09-27,3,89.0,,0.89,2.67
2015-09-28,4,89.0,,0.89,3.56
2015-09-29,4,89.0,,0.89,3.56
2015-09-30,4,89.0,,0.89,3.56
2015-10-01,92,31.0,False,0.31,28.52
2015-10-02,80,31.0,,0.31,24.8
2015-10-03,57,31.0,,0.31,17.669999999999998
2015-10-04,59,31.0,,0.31,18.29
2015-10-05,100,31.0,,0.31,31.0
2015-10-06,90,31.0,,0.31,27.9
2015-10-07,95,31.0,,0.31,29.45
2015-10-08,87,31.0,,0.31,26.97
2015-10-09,81,31.0,,0.31,25.11
2015-10-10,50,31.0,,0.31,15.5
2015-10-11,62,31.0,,0.31,19.22
2015-10-12,86,31.0,,0.31,26.66
2015-10-13,94,31.0,,0.31,29.14
2015-10-14,84,31.0,,0.31,26.04
2015-10-15,86,31.0,,0.31,26.66
2015-10-16,77,31.0,,0.31,23.87
2015-10-17,55,31.0,,0.31,17.05
2015-10-18,58,31.0,,0.31,17.98
2015-10-19,93,31.0,,0.31,28.83
2015-10-20,90,31.0,,0.31,27.9
2015-10-21,87,31.0,,0.31,26.97
2015-10-22,86,31.0,,0.31,26.66
2015-10-23,75,31.0,,0.31,23.25
2015-10-24,52,31.0,,0.31,16.12
2015-10-25,54,31.0,,0.31,16.74
2015-10-26,90,31.0,,0.31,27.9
2015-10-27,92,31.0,,0.31,28.52
2015-10-28,83,31.0,,0.31,25.73
2015-10-29,83,31.0,,0.31,25.73
2015-10-30,77,31.0,,0.31,23.87
2015-10-31,46,31.0,,0.31,14.26
2015-11-01,56,28.0,False,0.28,15.680000000000001
2015-11-02,93,28.0,,0.28,26.040000000000003
2015-11-03,90,28.0,,0.28,25.200000000000003
2015-11-04,91,28.0,,0.28,25.480000000000004
2015-11-05,89,28.0,,0.28,24.92
2015-11-06,80,28.0,,0.28,22.400000000000002
2015-11-07,63,28.0,,0.28,17.64
2015-11-08,61,28.0,,0.28,17.080000000000002
2015-11-09,100,28.0,,0.28,28.000000000000004
2015-11-10,98,28.0,,0.28,27.44
2015-11-11,87,28.0,,0.28,24.360000000000003
2015-11-12,96,28.0,,0.28,26.880000000000003
2015-11-13,83,28.0,,0.28,23.240000000000002
2015-11-14,51,28.0,,0.28,14.280000000000001
2015-11-15,57,28.0,,0.28,15.96
2015-11-16,95,28.0,,0.28,26.6
2015-11-17,92,28.0,,0.28,25.76
2015-11-18,91,28.0,,0.28,25.480000000000004
2015-11-19,88,28.0,,0.28,24.64
2015-11-20,80,28.0,,0.28,22.400000000000002
2015-11-21,53,28.0,,0.28,14.840000000000002
2015-11-22,56,28.0,,0.28,15.680000000000001
2015-11-23,85,28.0,,0.28,23.8
2015-11-24,83,28.0,,0.28,23.240000000000002
2015-11-25,67,28.0,,0.28,18.76
2015-11-26,40,28.0,,0.28,11.200000000000001
2015-11-27,44,28.0,,0.28,12.32
2015-11-28,42,28.0,,0.28,11.760000000000002
2015-11-29,59,28.0,,0.28,16.520000000000003
2015-11-30,85,28.0,,0.28,23.8
2015-12-01,94,27.0,False,0.27,25.380000000000003
2015-12-02,88,27.0,,0.27,23.76
2015-12-03,100,27.0,,0.27,27.0
2015-12-04,86,27.0,,0.27,23.220000000000002
2015-12-05,58,27.0,,0.27,15.66
2015-12-06,63,27.0,,0.27,17.01
2015-12-07,97,27.0,,0.27,26.19
2015-12-08,97,27.0,,0.27,26.19
2015-12-09,95,27.0,,0.27,25.650000000000002
2015-12-10,91,27.0,,0.27,24.57
2015-12-11,89,27.0,,0.27,24.03
2015-12-12,54,27.0,,0.27,14.580000000000002
2015-12-13,61,27.0,,0.27,16.470000000000002
2015-12-14,97,27.0,,0.27,26.19
2015-12-15,98,27.0,,0.27,26.46
2015-12-16,85,27.0,,0.27,22.950000000000003
2015-12-17,87,27.0,,0.27,23.490000000000002
2015-12-18,82,27.0,,0.27,22.14
2015-12-19,50,27.0,,0.27,13.5
2015-12-20,55,27.0,,0.27,14.850000000000001
2015-12-21,74,27.0,,0.27,19.98
2015-12-22,76,27.0,,0.27,20.520000000000003
2015-12-23,69,27.0,,0.27,18.630000000000003
2015-12-24,51,27.0,,0.27,13.770000000000001
2015-12-25,40,27.0,,0.27,10.8
2015-12-26,50,27.0,,0.27,13.5
2015-12-27,54,27.0,,0.27,14.580000000000002
2015-12-28,79,27.0,,0.27,21.330000000000002
2015-12-29,83,27.0,,0.27,22.41
2015-12-30,79,27.0,,0.27,21.330000000000002
2015-12-31,70,27.0,,0.27,18.900000000000002
2016-01-01,52,30.0,False,0.3,15.6
2016-01-02,53,30.0,,0.3,15.899999999999999
2016-01-03,64,30.0,,0.3,19.2
2016-01-04,87,30.0,,0.3,26.099999999999998
2016-01-05,86,30.0,,0.3,25.8
2016-01-06,93,30.0,,0.3,27.9
2016-01-07,91,30.0,,0.3,27.3
2016-01-08,88,30.0,,0.3,26.4
2016-01-09,55,30.0,,0.3,16.5
2016-01-10,59,30.0,,0.3,17.7
2016-01-11,93,30.0,,0.3,27.9
2016-01-12,91,30.0,,0.3,27.3
2016-01-13,96,30.0,,0.3,28.799999999999997
2016-01-14,90,30.0,,0.3,27.0
2016-01-15,85,30.0,,0.3,25.5
2016-01-16,56,30.0,,0.3,16.8
2016-01-17,56,30.0,,0.3,16.8
2016-01-18,82,30.0,,0.3,24.599999999999998
2016-01-19,92,30.0,,0.3,27.599999999999998
2016-01-20,94,30.0,,0.3,28.2
2016-01-21,93,30.0,,0.3,27.9
2016-01-22,86,30.0,,0.3,25.8
2016-01-23,63,30.0,,0.3,18.9
2016-01-24,62,30.0,,0.3,18.599999999999998
2016-01-25,100,30.0,,0.3,30.0
2016-01-26,93,30.0,,0.3,27.9
2016-01-27,91,30.0,,0.3,27.3
2016-01-28,96,30.0,,0.3,28.799999999999997
2016-01-29,85,30.0,,0.3,25.5
2016-01-30,56,30.0,,0.3,16.8
2016-01-31,64,30.0,,0.3,19.2
2016-02-01,96,30.0,False,0.3,28.799999999999997
2016-02-02,91,30.0,,0.3,27.3
2016-02-03,89,30.0,,0.3,26.7
2016-02-04,91,30.0,,0.3,27.3
2016-02-05,85,30.0,,0.3,25.5
2016-02-06,58,30.0,,0.3,17.4
2016-02-07,60,30.0,,0.3,18.0
2016-02-08,93,30.0,,0.3,27.9
2016-02-09,89,30.0,,0.3,26.7
2016-02-10,95,30.0,,0.3,28.5
2016-02-11,95,30.0,,0.3,28.5
2016-02-12,85,30.0,,0.3,25.5
2016-02-13,55,30.0,,0.3,16.5
2016-02-14,57,30.0,,0.3,17.099999999999998
2016-02-15,85,30.0,,0.3,25.5
2016-02-16,92,30.0,,0.3,27.599999999999998
2016-02-17,96,30.0,,0.3,28.799999999999997
2016-02-18,95,30.0,,0.3,28.5
2016-02-19,90,30.0,,0.3,27.0
2016-02-20,62,30.0,,0.3,18.599999999999998
2016-02-21,67,30.0,,0.3,20.099999999999998
2016-02-22,100,30.0,,0.3,30.0
2016-02-23,94,30.0,,0.3,28.2
2016-02-24,87,30.0,,0.3,26.099999999999998
2016-02-25,92,30.0,,0.3,27.599999999999998
2016-02-26,90,30.0,,0.3,27.0
2016-02-27,66,30.0,,0.3,19.8
2016-02-28,69,30.0,,0.3,20.7
2016-02-29,95,30.0,,0.3,28.5
2016-03-01,85,32.0,False,0.32,27.2
2016-03-02,80,32.0,,0.32,25.6
2016-03-03,80,32.0,,0.32,25.6
2016-03-04,73,32.0,,0.32,23.36
2016-03-05,51,32.0,,0.32,16.32
2016-03-06,54,32.0,,0.32,17.28
2016-03-07,81,32.0,,0.32,25.92
2016-03-08,89,32.0,,0.32,28.48
2016-03-09,81,32.0,,0.32,25.92
2016-03-10,80,32.0,,0.32,25.6
2016-03-11,72,32.0,,0.32,23.04
2016-03-12,47,32.0,,0.32,15.040000000000001
2016-03-13,56,32.0,,0.32,17.92
2016-03-14,79,32.0,,0.32,25.28
2016-03-15,80,32.0,,0.32,25.6
2016-03-16,100,32.0,,0.32,32.0
2016-03-17,91,32.0,,0.32,29.12
2016-03-18,75,32.0,,0.32,24.0
2016-03-19,55,32.0,,0.32,17.6
2016-03-20,57,32.0,,0.32,18.240000000000002
2016-03-21,83,32.0,,0.32,26.560000000000002
2016-03-22,81,32.0,,0.32,25.92
2016-03-23,80,32.0,,0.32,25.6
2016-03-24,76,32.0,,0.32,24.32
2016-03-25,67,32.0,,0.32,21.44
2016-03-26,45,32.0,,0.32,14.4
2016-03-27,50,32.0,,0.32,16.0
2016-03-28,82,32.0,,0.32,26.240000000000002
2016-03-29,83,32.0,,0.32,26.560000000000002
2016-03-30,81,32.0,,0.32,25.92
2016-03-31,84,32.0,,0.32,26.88
2016-04-01,80,32.0,False,0.32,25.6
2016-04-02,62,32.0,,0.32,19.84
2016-04-03,70,32.0,,0.32,22.400000000000002
2016-04-04,98,32.0,,0.32,31.36
2016-04-05,93,32.0,,0.32,29.76
2016-04-06,99,32.0,,0.32,31.68
2016-04-07,88,32.0,,0.32,28.16
2016-04-08,86,32.0,,0.32,27.52
2016-04-09,61,32.0,,0.32,19.52
2016-04-10,69,32.0,,0.32,22.080000000000002
2016-04-11,98,32.0,,0.32,31.36
2016-04-12,97,32.0,,0.32,31.04
2016-04-13,100,32.0,,0.32,32.0
2016-04-14,98,32.0,,0.32,31.36
2016-04-15,89,32.0,,0.32,28.48
2016-04-16,63,32.0,,0.32,20.16
2016-04-17,66,32.0,,0.32,21.12
2016-04-18,97,32.0,,0.32,31.04
2016-04-19,97,32.0,,0.32,31.04
2016-04-20,97,32.0,,0.32,31.04
2016-04-21,87,32.0,,0.32,27.84
2016-04-22,84,32.0,,0.32,26.88
2016-04-23,63,32.0,,0.32,20.16
2016-04-24,65,32.0,,0.32,20.8
2016-04-25,96,32.0,,0.32,30.72
2016-04-26,98,32.0,,0.32,31.36
2016-04-27,93,32.0,,0.32,29.76
2016-04-28,90,32.0,,0.32,28.8
2016-04-29,95,32.0,,0.32,30.400000000000002
2016-04-30,59,32.0,,0.32,18.88
2016-05-01,73,34.0,False,0.34,24.82
2016-05-02,98,34.0,,0.34,33.32
2016-05-03,86,34.0,,0.34,29.240000000000002
2016-05-04,89,34.0,,0.34,30.26
2016-05-05,86,34.0,,0.34,29.240000000000002
2016-05-06,82,34.0,,0.34,27.880000000000003
2016-05-07,55,34.0,,0.34,18.700000000000003
2016-05-08,58,34.0,,0.34,19.720000000000002
2016-05-09,88,34.0,,0.34,29.92
2016-05-10,89,34.0,,0.34,30.26
2016-05-11,88,34.0,,0.34,29.92
2016-05-12,87,34.0,,0.34,29.580000000000002
2016-05-13,76,34.0,,0.34,25.840000000000003
2016-05-14,56,34.0,,0.34,19.040000000000003
2016-05-15,64,34.0,,0.34,21.76
2016-05-16,95,34.0,,0.34,32.300000000000004
2016-05-17,97,34.0,,0.34,32.980000000000004
2016-05-18,100,34.0,,0.34,34.0
2016-05-19,85,34.0,,0.34,28.900000000000002
2016-05-20,81,34.0,,0.34,27.540000000000003
2016-05-21,61,34.0,,0.34,20.740000000000002
2016-05-22,68,34.0,,0.34,23.12
2016-05-23,94,34.0,,0.34,31.96
2016-05-24,92,34.0,,0.34,31.28
2016-05-25,88,34.0,,0.34,29.92
2016-05-26,84,34.0,,0.34,28.560000000000002
2016-05-27,85,34.0,,0.34,28.900000000000002
2016-05-28,62,34.0,,0.34,21.080000000000002
2016-05-29,70,34.0,,0.34,23.8
2016-05-30,83,34.0,,0.34,28.220000000000002
2016-05-31,95,34.0,,0.34,32.300000000000004
2016-06-01,100,32.0,False,0.32,32.0
2016-06-02,91,32.0,,0.32,29.12
2016-06-03,81,32.0,,0.32,25.92
2016-06-04,60,32.0,,0.32,19.2
2016-06-05,65,32.0,,0.32,20.8
2016-06-06,94,32.0,,0.32,30.080000000000002
2016-06-07,89,32.0,,0.32,28.48
2016-06-08,88,32.0,,0.32,28.16
2016-06-09,92,32.0,,0.32,29.44
2016-06-10,87,32.0,,0.32,27.84
2016-06-11,61,32.0,,0.32,19.52
2016-06-12,61,32.0,,0.32,19.52
2016-06-13,91,32.0,,0.32,29.12
2016-06-14,92,32.0,,0.32,29.44
2016-06-15,93,32.0,,0.32,29.76
2016-06-16,85,32.0,,0.32,27.2
2016-06-17,85,32.0,,0.32,27.2
2016-06-18,65,32.0,,0.32,20.8
2016-06-19,59,32.0,,0.32,18.88
2016-06-20,97,32.0,,0.32,31.04
2016-06-21,95,32.0,,0.32,30.400000000000002
2016-06-22,87,32.0,,0.32,27.84
2016-06-23,88,32.0,,0.32,28.16
2016-06-24,81,32.0,,0.32,25.92
2016-06-25,67,32.0,,0.32,21.44
2016-06-26,71,32.0,,0.32,22.72
2016-06-27,99,32.0,,0.32,31.68
2016-06-28,99,32.0,,0.32,31.68
2016-06-29,100,32.0,,0.32,32.0
2016-06-30,93,32.0,,0.32,29.76
2016-07-01,70,36.0,False,0.36,25.2
2016-07-02,56,36.0,,0.36,20.16
2016-07-03,60,36.0,,0.36,21.599999999999998
2016-07-04,64,36.0,,0.36,23.04
2016-07-05,93,36.0,,0.36,33.48
2016-07-06,87,36.0,,0.36,31.32
2016-07-07,83,36.0,,0.36,29.88
2016-07-08,78,36.0,,0.36,28.08
2016-07-09,61,36.0,,0.36,21.96
2016-07-10,68,36.0,,0.36,24.48
2016-07-11,94,36.0,,0.36,33.839999999999996
2016-07-12,89,36.0,,0.36,32.04
2016-07-13,84,36.0,,0.36,30.24
2016-07-14,84,36.0,,0.36,30.24
2016-07-15,77,36.0,,0.36,27.72
2016-07-16,61,36.0,,0.36,21.96
2016-07-17,67,36.0,,0.36,24.119999999999997
2016-07-18,94,36.0,,0.36,33.839999999999996
2016-07-19,88,36.0,,0.36,31.68
2016-07-20,93,36.0,,0.36,33.48
2016-07-21,84,36.0,,0.36,30.24
2016-07-22,80,36.0,,0.36,28.799999999999997
2016-07-23,62,36.0,,0.36,22.32
2016-07-24,76,36.0,,0.36,27.36
2016-07-25,95,36.0,,0.36,34.199999999999996
2016-07-26,100,36.0,,0.36,36.0
2016-07-27,95,36.0,,0.36,34.199999999999996
2016-07-28,92,36.0,,0.36,33.12
2016-07-29,86,36.0,,0.36,30.959999999999997
2016-07-30,70,36.0,,0.36,25.2
2016-07-31,84,36.0,,0.36,30.24
2016-08-01,43,64.0,False,0.64,27.52
2016-08-02,41,64.0,,0.64,26.240000000000002
2016-08-03,42,64.0,,0.64,26.88
2016-08-04,40,64.0,,0.64,25.6
2016-08-05,36,64.0,,0.64,23.04
2016-08-06,27,64.0,,0.64,17.28
