date,labor_unscaled,labor_monthly,isPartial,scale,labor
2016-08-07,31,64.0,,0.64,19.84
2016-08-08,45,64.0,,0.64,28.8
2016-08-09,43,64.0,,0.64,27.52
2016-08-10,40,64.0,,0.64,25.6
2016-08-11,41,64.0,,0.64,26.240000000000002
2016-08-12,39,64.0,,0.64,24.96
2016-08-13,30,64.0,,0.64,19.2
2016-08-14,38,64.0,,0.64,24.32
2016-08-15,49,64.0,,0.64,31.36
2016-08-16,49,64.0,,0.64,31.36
2016-08-17,51,64.0,,0.64,32.64
2016-08-18,51,64.0,,0.64,32.64
2016-08-19,48,64.0,,0.64,30.72
2016-08-20,40,64.0,,0.64,25.6
2016-08-21,45,64.0,,0.64,28.8
2016-08-22,72,64.0,,0.64,46.08
2016-08-23,68,64.0,,0.64,43.52
2016-08-24,70,64.0,,0.64,44.800000000000004
2016-08-25,72,64.0,,0.64,46.08
2016-08-26,74,64.0,,0.64,47.36
2016-08-27,66,64.0,,0.64,42.24
2016-08-28,76,64.0,,0.64,48.64
2016-08-29,100,64.0,,0.64,64.0
2016-08-30,92,64.0,,0.64,58.88
2016-08-31,96,64.0,,0.64,61.44
2016-09-01,16,80.0,False,0.8,12.8
2016-09-02,23,80.0,,0.8,18.400000000000002
2016-09-03,24,80.0,,0.8,19.200000000000003
2016-09-04,38,80.0,,0.8,30.400000000000002
2016-09-05,100,80.0,,0.8,80.0
2016-09-06,17,80.0,,0.8,13.600000000000001
2016-09-07,7,80.0,,0.8,5.6000000000000005
2016-09-08,5,80.0,,0.8,4.0
2016-09-09,5,80.0,,0.8,4.0
2016-09-10,3,80.0,,0.8,2.4000000000000004
2016-09-11,4,80.0,,0.8,3.2
2016-09-12,5,80.0,,0.8,4.0
2016-09-13,4,80.0,,0.8,3.2
2016-09-14,4,80.0,,0.8,3.2
2016-09-15,4,80.0,,0.8,3.2
2016-09-16,4,80.0,,0.8,3.2
2016-09-17,3,80.0,,0.8,2.4000000000000004
2016-09-18,3,80.0,,0.8,2.4000000000000004
2016-09-19,4,80.0,,0.8,3.2
2016-09-20,4,80.0,,0.8,3.2
2016-09-21,4,80.0,,0.8,3.2
2016-09-22,4,80.0,,0.8,3.2
2016-09-23,4,80.0,,0.8,3.2
2016-09-24,3,80.0,,0.8,2.4000000000000004
2016-09-25,3,80.0,,0.8,2.4000000000000004
2016-09-26,4,80.0,,0.8,3.2
2016-09-27,4,80.0,,0.8,3.2
2016-09-28,4,80.0,,0.8,3.2
2016-09-29,4,80.0,,0.8,3.2
2016-09-30,4,80.0,,0.8,3.2
2016-10-01,60,29.0,False,0.29,17.4
2016-10-02,62,29.0,,0.29,17.98
2016-10-03,95,29.0,,0.29,27.549999999999997
2016-10-04,98,29.0,,0.29,28.419999999999998
2016-10-05,94,29.0,,0.29,27.259999999999998
2016-10-06,91,29.0,,0.29,26.389999999999997
2016-10-07,86,29.0,,0.29,24.939999999999998
2016-10-08,57,29.0,,0.29,16.529999999999998
2016-10-09,58,29.0,,0.29,16.82
2016-10-10,84,29.0,,0.29,24.36
2016-10-11,96,29.0,,0.29,27.839999999999996
2016-10-12,95,29.0,,0.29,27.549999999999997
2016-10-13,92,29.0,,0.29,26.68
2016-10-14,88,29.0,,0.29,25.52
2016-10-15,60,29.0,,0.29,17.4
2016-10-16,62,29.0,,0.29,17.98
2016-10-17,96,29.0,,0.29,27.839999999999996
2016-10-18,97,29.0,,0.29,28.13
2016-10-19,100,29.0,,0.29,28.999999999999996
2016-10-20,98,29.0,,0.29,28.419999999999998
2016-10-21,80,29.0,,0.29,23.2
2016-10-22,58,29.0,,0.29,16.82
2016-10-23,63,29.0,,0.29,18.27
2016-10-24,94,29.0,,0.29,27.259999999999998
2016-10-25,94,29.0,,0.29,27.259999999999998
2016-10-26,94,29.0,,0.29,27.259999999999998
2016-10-27,90,29.0,,0.29,26.099999999999998
2016-10-28,84,29.0,,0.29,24.36
2016-10-29,56,29.0,,0.29,16.24
2016-10-30,65,29.0,,0.29,18.849999999999998
2016-10-31,88,29.0,,0.29,25.52
2016-11-01,90,28.0,False,0.28,25.200000000000003
2016-11-02,85,28.0,,0.28,23.8
2016-11-03,83,28.0,,0.28,23.240000000000002
2016-11-04,85,28.0,,0.28,23.8
2016-11-05,56,28.0,,0.28,15.680000000000001
2016-11-06,57,28.0,,0.28,15.96
2016-11-07,97,28.0,,0.28,27.160000000000004
2016-11-08,80,28.0,,0.28,22.400000000000002
2016-11-09,70,28.0,,0.28,19.6
2016-11-10,89,28.0,,0.28,24.92
2016-11-11,74,28.0,,0.28,20.720000000000002
2016-11-12,57,28.0,,0.28,15.96
2016-11-13,61,28.0,,0.28,17.080000000000002
2016-11-14,94,28.0,,0.28,26.320000000000004
2016-11-15,98,28.0,,0.28,27.44
2016-11-16,91,28.0,,0.28,25.480000000000004
2016-11-17,96,28.0,,0.28,26.880000000000003
2016-11-18,82,28.0,,0.28,22.96
2016-11-19,57,28.0,,0.28,15.96
2016-11-20,61,28.0,,0.28,17.080000000000002
2016-11-21,86,28.0,,0.28,24.080000000000002
2016-11-22,87,28.0,,0.28,24.360000000000003
2016-11-23,80,28.0,,0.28,22.400000000000002
2016-11-24,49,28.0,,0.28,13.72
2016-11-25,48,28.0,,0.28,13.440000000000001
2016-11-26,52,28.0,,0.28,14.560000000000002
2016-11-27,55,28.0,,0.28,15.400000000000002
2016-11-28,97,28.0,,0.28,27.160000000000004
2016-11-29,100,28.0,,0.28,28.000000000000004
2016-11-30,98,28.0,,0.28,27.44
2016-12-01,96,27.0,False,0.27,25.92
2016-12-02,91,27.0,,0.27,24.57
2016-12-03,57,27.0,,0.27,15.39
2016-12-04,64,27.0,,0.27,17.28
2016-12-05,100,27.0,,0.27,27.0
2016-12-06,97,27.0,,0.27,26.19
2016-12-07,93,27.0,,0.27,25.110000000000003
2016-12-08,100,27.0,,0.27,27.0
2016-12-09,94,27.0,,0.27,25.380000000000003
2016-12-10,64,27.0,,0.27,17.28
2016-12-11,63,27.0,,0.27,17.01
2016-12-12,96,27.0,,0.27,25.92
2016-12-13,91,27.0,,0.27,24.57
2016-12-14,93,27.0,,0.27,25.110000000000003
2016-12-15,90,27.0,,0.27,24.3
2016-12-16,78,27.0,,0.27,21.060000000000002
2016-12-17,52,27.0,,0.27,14.040000000000001
2016-12-18,54,27.0,,0.27,14.580000000000002
2016-12-19,76,27.0,,0.27,20.520000000000003
2016-12-20,82,27.0,,0.27,22.14
2016-12-21,74,27.0,,0.27,19.98
2016-12-22,72,27.0,,0.27,19.44
2016-12-23,58,27.0,,0.27,15.66
2016-12-24,38,27.0,,0.27,10.260000000000002
2016-12-25,41,27.0,,0.27,11.07
2016-12-26,54,27.0,,0.27,14.580000000000002
2016-12-27,72,27.0,,0.27,19.44
2016-12-28,78,27.0,,0.27,21.060000000000002
2016-12-29,73,27.0,,0.27,19.71
2016-12-30,66,27.0,,0.27,17.82
2016-12-31,47,27.0,,0.27,12.690000000000001
2017-01-01,46,30.0,False,0.3,13.799999999999999
2017-01-02,66,30.0,,0.3,19.8
2017-01-03,84,30.0,,0.3,25.2
2017-01-04,92,30.0,,0.3,27.599999999999998
2017-01-05,88,30.0,,0.3,26.4
2017-01-06,83,30.0,,0.3,24.9
2017-01-07,58,30.0,,0.3,17.4
2017-01-08,58,30.0,,0.3,17.4
2017-01-09,83,30.0,,0.3,24.9
2017-01-10,89,30.0,,0.3,26.7
2017-01-11,90,30.0,,0.3,27.0
2017-01-12,88,30.0,,0.3,26.4
2017-01-13,79,30.0,,0.3,23.7
2017-01-14,59,30.0,,0.3,17.7
2017-01-15,56,30.0,,0.3,16.8
2017-01-16,80,30.0,,0.3,24.0
2017-01-17,95,30.0,,0.3,28.5
2017-01-18,100,30.0,,0.3,30.0
2017-01-19,92,30.0,,0.3,27.599999999999998
2017-01-20,90,30.0,,0.3,27.0
2017-01-21,61,30.0,,0.3,18.3
2017-01-22,62,30.0,,0.3,18.599999999999998
2017-01-23,98,30.0,,0.3,29.4
2017-01-24,100,30.0,,0.3,30.0
2017-01-25,99,30.0,,0.3,29.7
2017-01-26,93,30.0,,0.3,27.9
2017-01-27,80,30.0,,0.3,24.0
2017-01-28,58,30.0,,0.3,17.4
2017-01-29,65,30.0,,0.3,19.5
2017-01-30,100,30.0,,0.3,30.0
2017-01-31,98,30.0,,0.3,29.4
2017-02-01,78,33.0,False,0.33,25.740000000000002
2017-02-02,75,33.0,,0.33,24.75
2017-02-03,71,33.0,,0.33,23.43
2017-02-04,53,33.0,,0.33,17.490000000000002
2017-02-05,50,33.0,,0.33,16.5
2017-02-06,74,33.0,,0.33,24.42
2017-02-07,78,33.0,,0.33,25.740000000000002
2017-02-08,80,33.0,,0.33,26.400000000000002
2017-02-09,76,33.0,,0.33,25.080000000000002
2017-02-10,66,33.0,,0.33,21.78
2017-02-11,53,33.0,,0.33,17.490000000000002
2017-02-12,52,33.0,,0.33,17.16
2017-02-13,73,33.0,,0.33,24.09
2017-02-14,70,33.0,,0.33,23.1
2017-02-15,94,33.0,,0.33,31.020000000000003
2017-02-16,100,33.0,,0.33,33.0
2017-02-17,75,33.0,,0.33,24.75
2017-02-18,50,33.0,,0.33,16.5
2017-02-19,51,33.0,,0.33,16.830000000000002
2017-02-20,68,33.0,,0.33,22.44
2017-02-21,81,33.0,,0.33,26.73
2017-02-22,77,33.0,,0.33,25.41
2017-02-23,83,33.0,,0.33,27.39
2017-02-24,78,33.0,,0.33,25.740000000000002
2017-02-25,59,33.0,,0.33,19.470000000000002
2017-02-26,59,33.0,,0.33,19.470000000000002
2017-02-27,78,33.0,,0.33,25.740000000000002
2017-02-28,85,33.0,,0.33,28.05
2017-03-01,93,31.0,False,0.31,28.83
2017-03-02,91,31.0,,0.31,28.21
2017-03-03,91,31.0,,0.31,28.21
2017-03-04,59,31.0,,0.31,18.29
2017-03-05,67,31.0,,0.31,20.77
2017-03-06,100,31.0,,0.31,31.0
2017-03-07,100,31.0,,0.31,31.0
2017-03-08,94,31.0,,0.31,29.14
2017-03-09,94,31.0,,0.31,29.14
2017-03-10,87,31.0,,0.31,26.97
2017-03-11,60,31.0,,0.31,18.6
2017-03-12,63,31.0,,0.31,19.53
2017-03-13,86,31.0,,0.31,26.66
2017-03-14,83,31.0,,0.31,25.73
2017-03-15,88,31.0,,0.31,27.28
2017-03-16,81,31.0,,0.31,25.11
2017-03-17,76,31.0,,0.31,23.56
2017-03-18,57,31.0,,0.31,17.669999999999998
2017-03-19,60,31.0,,0.31,18.6
2017-03-20,92,31.0,,0.31,28.52
2017-03-21,85,31.0,,0.31,26.35
2017-03-22,91,31.0,,0.31,28.21
2017-03-23,87,31.0,,0.31,26.97
2017-03-24,82,31.0,,0.31,25.419999999999998
2017-03-25,57,31.0,,0.31,17.669999999999998
2017-03-26,61,31.0,,0.31,18.91
2017-03-27,99,31.0,,0.31,30.69
2017-03-28,90,31.0,,0.31,27.9
2017-03-29,95,31.0,,0.31,29.45
2017-03-30,93,31.0,,0.31,28.83
2017-03-31,79,31.0,,0.31,24.49
2017-04-01,64,32.0,False,0.32,20.48
2017-04-02,69,32.0,,0.32,22.080000000000002
2017-04-03,92,32.0,,0.32,29.44
2017-04-04,87,32.0,,0.32,27.84
2017-04-05,90,32.0,,0.32,28.8
2017-04-06,87,32.0,,0.32,27.84
2017-04-07,74,32.0,,0.32,23.68
2017-04-08,60,32.0,,0.32,19.2
2017-04-09,62,32.0,,0.32,19.84
2017-04-10,91,32.0,,0.32,29.12
2017-04-11,81,32.0,,0.32,25.92
2017-04-12,88,32.0,,0.32,28.16
2017-04-13,83,32.0,,0.32,26.560000000000002
2017-04-14,75,32.0,,0.32,24.0
2017-04-15,88,32.0,,0.32,28.16
2017-04-16,61,32.0,,0.32,19.52
2017-04-17,90,32.0,,0.32,28.8
2017-04-18,90,32.0,,0.32,28.8
2017-04-19,88,32.0,,0.32,28.16
2017-04-20,90,32.0,,0.32,28.8
2017-04-21,80,32.0,,0.32,25.6
2017-04-22,56,32.0,,0.32,17.92
2017-04-23,70,32.0,,0.32,22.400000000000002
2017-04-24,100,32.0,,0.32,32.0
2017-04-25,96,32.0,,0.32,30.72
2017-04-26,92,32.0,,0.32,29.44
2017-04-27,94,32.0,,0.32,30.080000000000002
2017-04-28,92,32.0,,0.32,29.44
2017-04-29,66,32.0,,0.32,21.12
2017-04-30,71,32.0,,0.32,22.72
2017-05-01,100,31.0,False,0.31,31.0
2017-05-02,83,31.0,,0.31,25.73
2017-05-03,81,31.0,,0.31,25.11
2017-05-04,71,31.0,,0.31,22.01
2017-05-05,69,31.0,,0.31,21.39
2017-05-06,50,31.0,,0.31,15.5
2017-05-07,55,31.0,,0.31,17.05
2017-05-08,79,31.0,,0.31,24.49
2017-05-09,77,31.0,,0.31,23.87
2017-05-10,77,31.0,,0.31,23.87
2017-05-11,75,31.0,,0.31,23.25
2017-05-12,65,31.0,,0.31,20.15
2017-05-13,47,31.0,,0.31,14.57
2017-05-14,51,31.0,,0.31,15.81
2017-05-15,75,31.0,,0.31,23.25
2017-05-16,76,31.0,,0.31,23.56
2017-05-17,70,31.0,,0.31,21.7
2017-05-18,69,31.0,,0.31,21.39
2017-05-19,67,31.0,,0.31,20.77
2017-05-20,50,31.0,,0.31,15.5
2017-05-21,52,31.0,,0.31,16.12
2017-05-22,80,31.0,,0.31,24.8
2017-05-23,74,31.0,,0.31,22.94
2017-05-24,72,31.0,,0.31,22.32
2017-05-25,68,31.0,,0.31,21.08
2017-05-26,71,31.0,,0.31,22.01
2017-05-27,52,31.0,,0.31,16.12
2017-05-28,52,31.0,,0.31,16.12
2017-05-29,71,31.0,,0.31,22.01
2017-05-30,76,31.0,,0.31,23.56
2017-05-31,75,31.0,,0.31,23.25
2017-06-01,86,31.0,False,0.31,26.66
2017-06-02,78,31.0,,0.31,24.18
2017-06-03,64,31.0,,0.31,19.84
2017-06-04,61,31.0,,0.31,18.91
2017-06-05,89,31.0,,0.31,27.59
2017-06-06,96,31.0,,0.31,29.759999999999998
2017-06-07,94,31.0,,0.31,29.14
2017-06-08,91,31.0,,0.31,28.21
2017-06-09,88,31.0,,0.31,27.28
2017-06-10,64,31.0,,0.31,19.84
2017-06-11,57,31.0,,0.31,17.669999999999998
2017-06-12,97,31.0,,0.31,30.07
2017-06-13,94,31.0,,0.31,29.14
2017-06-14,89,31.0,,0.31,27.59
2017-06-15,79,31.0,,0.31,24.49
2017-06-16,84,31.0,,0.31,26.04
2017-06-17,70,31.0,,0.31,21.7
2017-06-18,66,31.0,,0.31,20.46
2017-06-19,100,31.0,,0.31,31.0
2017-06-20,91,31.0,,0.31,28.21
2017-06-21,89,31.0,,0.31,27.59
2017-06-22,85,31.0,,0.31,26.35
2017-06-23,76,31.0,,0.31,23.56
2017-06-24,64,31.0,,0.31,19.84
2017-06-25,65,31.0,,0.31,20.15
2017-06-26,93,31.0,,0.31,28.83
2017-06-27,89,31.0,,0.31,27.59
2017-06-28,95,31.0,,0.31,29.45
2017-06-29,90,31.0,,0.31,27.9
2017-06-30,80,31.0,,0.31,24.8
2017-07-01,50,37.0,False,0.37,18.5
2017-07-02,57,37.0,,0.37,21.09
2017-07-03,69,37.0,,0.37,25.53
2017-07-04,58,37.0,,0.37,21.46
2017-07-05,83,37.0,,0.37,30.71
2017-07-06,81,37.0,,0.37,29.97
2017-07-07,78,37.0,,0.37,28.86
2017-07-08,60,37.0,,0.37,22.2
2017-07-09,63,37.0,,0.37,23.31
2017-07-10,89,37.0,,0.37,32.93
2017-07-11,86,37.0,,0.37,31.82
2017-07-12,85,37.0,,0.37,31.45
2017-07-13,77,37.0,,0.37,28.49
2017-07-14,75,37.0,,0.37,27.75
2017-07-15,58,37.0,,0.37,21.46
2017-07-16,65,37.0,,0.37,24.05
2017-07-17,90,37.0,,0.37,33.3
2017-07-18,87,37.0,,0.37,32.19
2017-07-19,84,37.0,,0.37,31.08
2017-07-20,80,37.0,,0.37,29.6
2017-07-21,74,37.0,,0.37,27.38
2017-07-22,64,37.0,,0.37,23.68
2017-07-23,71,37.0,,0.37,26.27
2017-07-24,94,37.0,,0.37,34.78
2017-07-25,91,37.0,,0.37,33.67
2017-07-26,92,37.0,,0.37,34.04
2017-07-27,87,37.0,,0.37,32.19
2017-07-28,80,37.0,,0.37,29.6
2017-07-29,66,37.0,,0.37,24.419999999999998
2017-07-30,69,37.0,,0.37,25.53
2017-07-31,100,37.0,,0.37,37.0
2017-08-01,36,64.0,False,0.64,23.04
2017-08-02,36,64.0,,0.64,23.04
2017-08-03,34,64.0,,0.64,21.76
2017-08-04,33,64.0,,0.64,21.12
2017-08-05,25,64.0,,0.64,16.0
2017-08-06,30,64.0,,0.64,19.2
2017-08-07,39,64.0,,0.64,24.96
2017-08-08,39,64.0,,0.64,24.96
2017-08-09,37,64.0,,0.64,23.68
2017-08-10,36,64.0,,0.64,23.04
2017-08-11,32,64.0,,0.64,20.48
2017-08-12,28,64.0,,0.64,17.92
2017-08-13,33,64.0,,0.64,21.12
2017-08-14,44,64.0,,0.64,28.16
2017-08-15,41,64.0,,0.64,26.240000000000002
2017-08-16,44,64.0,,0.64,28.16
2017-08-17,44,64.0,,0.64,28.16
2017-08-18,41,64.0,,0.64,26.240000000000002
2017-08-19,35,64.0,,0.64,22.400000000000002
2017-08-20,40,64.0,,0.64,25.6
2017-08-21,50,64.0,,0.64,32.0
2017-08-22,56,64.0,,0.64,35.84
2017-08-23,60,64.0,,0.64,38.4
2017-08-24,60,64.0,,0.64,38.4
2017-08-25,60,64.0,,0.64,38.4
2017-08-26,50,64.0,,0.64,32.0
2017-08-27,57,64.0,,0.64,36.480000000000004
2017-08-28,87,64.0,,0.64,55.68
2017-08-29,80,64.0,,0.64,51.2
2017-08-30,84,64.0,,0.64,53.76
2017-08-31,100,64.0,,0.64,64.0
2017-09-01,24,71.0,False,0.71,17.04
2017-09-02,25,71.0,,0.71,17.75
2017-09-03,39,71.0,,0.71,27.689999999999998
2017-09-04,100,71.0,,0.71,71.0
2017-09-05,16,71.0,,0.71,11.36
2017-09-06,6,71.0,,0.71,4.26
2017-09-07,5,71.0,,0.71,3.55
2017-09-08,4,71.0,,0.71,2.84
2017-09-09,3,71.0,,0.71,2.13
2017-09-10,4,71.0,,0.71,2.84
2017-09-11,5,71.0,,0.71,3.55
2017-09-12,5,71.0,,0.71,3.55
2017-09-13,5,71.0,,0.71,3.55
2017-09-14,5,71.0,,0.71,3.55
2017-09-15,4,71.0,,0.71,2.84
2017-09-16,3,71.0,,0.71,2.13
2017-09-17,3,71.0,,0.71,2.13
2017-09-18,5,71.0,,0.71,3.55
2017-09-19,4,71.0,,0.71,2.84
2017-09-20,5,71.0,,0.71,3.55
2017-09-21,5,71.0,,0.71,3.55
2017-09-22,4,71.0,,0.71,2.84
2017-09-23,3,71.0,,0.71,2.13
2017-09-24,3,71.0,,0.71,2.13
2017-09-25,5,71.0,,0.71,3.55
2017-09-26,5,71.0,,0.71,3.55
2017-09-27,4,71.0,,0.71,2.84
2017-09-28,4,71.0,,0.71,2.84
2017-09-29,4,71.0,,0.71,2.84
2017-09-30,3,71.0,,0.71,2.13
2017-10-01,70,28.0,False,0.28,19.6
2017-10-02,98,28.0,,0.28,27.44
2017-10-03,94,28.0,,0.28,26.320000000000004
2017-10-04,93,28.0,,0.28,26.040000000000003
2017-10-05,96,28.0,,0.28,26.880000000000003
2017-10-06,87,28.0,,0.28,24.360000000000003
2017-10-07,61,28.0,,0.28,17.080000000000002
2017-10-08,67,28.0,,0.28,18.76
2017-10-09,98,28.0,,0.28,27.44
2017-10-10,94,28.0,,0.28,26.320000000000004
2017-10-11,96,28.0,,0.28,26.880000000000003
2017-10-12,98,28.0,,0.28,27.44
2017-10-13,84,28.0,,0.28,23.520000000000003
2017-10-14,64,28.0,,0.28,17.92
2017-10-15,67,28.0,,0.28,18.76
2017-10-16,94,28.0,,0.28,26.320000000000004
2017-10-17,100,28.0,,0.28,28.000000000000004
2017-10-18,95,28.0,,0.28,26.6
2017-10-19,94,28.0,,0.28,26.320000000000004
2017-10-20,90,28.0,,0.28,25.200000000000003
2017-10-21,65,28.0,,0.28,18.200000000000003
2017-10-22,62,28.0,,0.28,17.360000000000003
2017-10-23,96,28.0,,0.28,26.880000000000003
2017-10-24,95,28.0,,0.28,26.6
2017-10-25,100,28.0,,0.28,28.000000000000004
2017-10-26,96,28.0,,0.28,26.880000000000003
2017-10-27,86,28.0,,0.28,24.080000000000002
2017-10-28,60,28.0,,0.28,16.8
2017-10-29,63,28.0,,0.28,17.64
2017-10-30,96,28.0,,0.28,26.880000000000003
2017-10-31,96,28.0,,0.28,26.880000000000003
2017-11-01,89,27.0,False,0.27,24.03
2017-11-02,94,27.0,,0.27,25.380000000000003
2017-11-03,86,27.0,,0.27,23.220000000000002
2017-11-04,59,27.0,,0.27,15.930000000000001
2017-11-05,65,27.0,,0.27,17.55
2017-11-06,98,27.0,,0.27,26.46
2017-11-07,100,27.0,,0.27,27.0
2017-11-08,88,27.0,,0.27,23.76
2017-11-09,94,27.0,,0.27,25.380000000000003
2017-11-10,85,27.0,,0.27,22.950000000000003
2017-11-11,59,27.0,,0.27,15.930000000000001
2017-11-12,63,27.0,,0.27,17.01
2017-11-13,99,27.0,,0.27,26.73
2017-11-14,96,27.0,,0.27,25.92
2017-11-15,94,27.0,,0.27,25.380000000000003
2017-11-16,97,27.0,,0.27,26.19
2017-11-17,83,27.0,,0.27,22.41
2017-11-18,56,27.0,,0.27,15.120000000000001
2017-11-19,66,27.0,,0.27,17.82
2017-11-20,84,27.0,,0.27,22.68
2017-11-21,86,27.0,,0.27,23.220000000000002
2017-11-22,76,27.0,,0.27,20.520000000000003
2017-11-23,41,27.0,,0.27,11.07
2017-11-24,49,27.0,,0.27,13.23
2017-11-25,51,27.0,,0.27,13.770000000000001
2017-11-26,61,27.0,,0.27,16.470000000000002
2017-11-27,89,27.0,,0.27,24.03
2017-11-28,91,27.0,,0.27,24.57
2017-11-29,93,27.0,,0.27,25.110000000000003
2017-11-30,88,27.0,,0.27,23.76
2017-12-01,86,25.0,False,0.25,21.5
2017-12-02,61,25.0,,0.25,15.25
2017-12-03,67,25.0,,0.25,16.75
2017-12-04,100,25.0,,0.25,25.0
2017-12-05,95,25.0,,0.25,23.75
2017-12-06,97,25.0,,0.25,24.25
2017-12-07,98,25.0,,0.25,24.5
2017-12-08,87,25.0,,0.25,21.75
2017-12-09,61,25.0,,0.25,15.25
2017-12-10,68,25.0,,0.25,17.0
2017-12-11,99,25.0,,0.25,24.75
2017-12-12,100,25.0,,0.25,25.0
2017-12-13,93,25.0,,0.25,23.25
2017-12-14,89,25.0,,0.25,22.25
2017-12-15,87,25.0,,0.25,21.75
2017-12-16,55,25.0,,0.25,13.75
2017-12-17,63,25.0,,0.25,15.75
2017-12-18,92,25.0,,0.25,23.0
2017-12-19,87,25.0,,0.25,21.75
2017-12-20,86,25.0,,0.25,21.5
2017-12-21,74,25.0,,0.25,18.5
2017-12-22,65,25.0,,0.25,16.25
2017-12-23,45,25.0,,0.25,11.25
2017-12-24,49,25.0,,0.25,12.25
2017-12-25,40,25.0,,0.25,10.0
2017-12-26,71,25.0,,0.25,17.75
2017-12-27,80,25.0,,0.25,20.0
2017-12-28,74,25.0,,0.25,18.5
2017-12-29,80,25.0,,0.25,20.0
2017-12-30,61,25.0,,0.25,15.25
2017-12-31,57,25.0,,0.25,14.25
2018-01-01,49,29.0,False,0.29,14.209999999999999
2018-01-02,85,29.0,,0.29,24.65
2018-01-03,79,29.0,,0.29,22.91
2018-01-04,80,29.0,,0.29,23.2
2018-01-05,82,29.0,,0.29,23.779999999999998
2018-01-06,57,29.0,,0.29,16.529999999999998
2018-01-07,62,29.0,,0.29,17.98
2018-01-08,89,29.0,,0.29,25.81
2018-01-09,86,29.0,,0.29,24.939999999999998
2018-01-10,94,29.0,,0.29,27.259999999999998
2018-01-11,98,29.0,,0.29,28.419999999999998
2018-01-12,95,29.0,,0.29,27.549999999999997
2018-01-13,70,29.0,,0.29,20.299999999999997
2018-01-14,65,29.0,,0.29,18.849999999999998
2018-01-15,80,29.0,,0.29,23.2
2018-01-16,92,29.0,,0.29,26.68
2018-01-17,92,29.0,,0.29,26.68
2018-01-18,87,29.0,,0.29,25.229999999999997
2018-01-19,92,29.0,,0.29,26.68
2018-01-20,65,29.0,,0.29,18.849999999999998
2018-01-21,63,29.0,,0.29,18.27
2018-01-22,96,29.0,,0.29,27.839999999999996
2018-01-23,95,29.0,,0.29,27.549999999999997
2018-01-24,94,29.0,,0.29,27.259999999999998
2018-01-25,96,29.0,,0.29,27.839999999999996
2018-01-26,84,29.0,,0.29,24.36
2018-01-27,61,29.0,,0.29,17.689999999999998
2018-01-28,66,29.0,,0.29,19.139999999999997
2018-01-29,91,29.0,,0.29,26.389999999999997
2018-01-30,95,29.0,,0.29,27.549999999999997
2018-01-31,100,29.0,,0.29,28.999999999999996
2018-02-01,99,29.0,False,0.29,28.709999999999997
2018-02-02,91,29.0,,0.29,26.389999999999997
2018-02-03,61,29.0,,0.29,17.689999999999998
2018-02-04,65,29.0,,0.29,18.849999999999998
2018-02-05,95,29.0,,0.29,27.549999999999997
2018-02-06,100,29.0,,0.29,28.999999999999996
2018-02-07,94,29.0,,0.29,27.259999999999998
2018-02-08,91,29.0,,0.29,26.389999999999997
2018-02-09,82,29.0,,0.29,23.779999999999998
2018-02-10,64,29.0,,0.29,18.56
2018-02-11,67,29.0,,0.29,19.43
2018-02-12,99,29.0,,0.29,28.709999999999997
2018-02-13,96,29.0,,0.29,27.839999999999996
2018-02-14,87,29.0,,0.29,25.229999999999997
2018-02-15,96,29.0,,0.29,27.839999999999996
2018-02-16,87,29.0,,0.29,25.229999999999997
2018-02-17,61,29.0,,0.29,17.689999999999998
2018-02-18,63,29.0,,0.29,18.27
2018-02-19,82,29.0,,0.29,23.779999999999998
2018-02-20,96,29.0,,0.29,27.839999999999996
2018-02-21,93,29.0,,0.29,26.97
2018-02-22,90,29.0,,0.29,26.099999999999998
2018-02-23,83,29.0,,0.29,24.069999999999997
2018-02-24,58,29.0,,0.29,16.82
2018-02-25,69,29.0,,0.29,20.009999999999998
2018-02-26,98,29.0,,0.29,28.419999999999998
2018-02-27,89,29.0,,0.29,25.81
2018-02-28,100,29.0,,0.29,28.999999999999996
2018-03-01,94,27.0,False,0.27,25.380000000000003
2018-03-02,89,27.0,,0.27,24.03
2018-03-03,66,27.0,,0.27,17.82
2018-03-04,69,27.0,,0.27,18.630000000000003
2018-03-05,96,27.0,,0.27,25.92
2018-03-06,99,27.0,,0.27,26.73
2018-03-07,91,27.0,,0.27,24.57
2018-03-08,97,27.0,,0.27,26.19
2018-03-09,90,27.0,,0.27,24.3
2018-03-10,62,27.0,,0.27,16.740000000000002
2018-03-11,66,27.0,,0.27,17.82
2018-03-12,96,27.0,,0.27,25.92
2018-03-13,94,27.0,,0.27,25.380000000000003
2018-03-14,94,27.0,,0.27,25.380000000000003
2018-03-15,89,27.0,,0.27,24.03
2018-03-16,86,27.0,,0.27,23.220000000000002
2018-03-17,67,27.0,,0.27,18.09
2018-03-18,69,27.0,,0.27,18.630000000000003
2018-03-19,96,27.0,,0.27,25.92
2018-03-20,100,27.0,,0.27,27.0
2018-03-21,92,27.0,,0.27,24.840000000000003
2018-03-22,96,27.0,,0.27,25.92
2018-03-23,85,27.0,,0.27,22.950000000000003
2018-03-24,62,27.0,,0.27,16.740000000000002
2018-03-25,68,27.0,,0.27,18.36
2018-03-26,98,27.0,,0.27,26.46
2018-03-27,93,27.0,,0.27,25.110000000000003
2018-03-28,94,27.0,,0.27,25.380000000000003
2018-03-29,91,27.0,,0.27,24.57
2018-03-30,74,27.0,,0.27,19.98
