date,buy_unscaled,buy_monthly,isPartial,scale,buy
2017-06-10,91,65.0,,0.65,59.15
2017-06-11,99,65.0,,0.65,64.35000000000001
2017-06-12,86,65.0,,0.65,55.9
2017-06-13,81,65.0,,0.65,52.65
2017-06-14,82,65.0,,0.65,53.300000000000004
2017-06-15,85,65.0,,0.65,55.25
2017-06-16,91,65.0,,0.65,59.15
2017-06-17,100,65.0,,0.65,65.0
2017-06-18,96,65.0,,0.65,62.400000000000006
2017-06-19,83,65.0,,0.65,53.95
2017-06-20,85,65.0,,0.65,55.25
2017-06-21,78,65.0,,0.65,50.7
2017-06-22,84,65.0,,0.65,54.6
2017-06-23,85,65.0,,0.65,55.25
2017-06-24,95,65.0,,0.65,61.75
2017-06-25,100,65.0,,0.65,65.0
2017-06-26,85,65.0,,0.65,55.25
2017-06-27,81,65.0,,0.65,52.65
2017-06-28,84,65.0,,0.65,54.6
2017-06-29,83,65.0,,0.65,53.95
2017-06-30,87,65.0,,0.65,56.550000000000004
2017-07-01,96,66.0,False,0.66,63.36
2017-07-02,100,66.0,,0.66,66.0
2017-07-03,93,66.0,,0.66,61.38
2017-07-04,98,66.0,,0.66,64.68
2017-07-05,80,66.0,,0.66,52.800000000000004
2017-07-06,81,66.0,,0.66,53.46
2017-07-07,83,66.0,,0.66,54.78
2017-07-08,93,66.0,,0.66,61.38
2017-07-09,96,66.0,,0.66,63.36
2017-07-10,82,66.0,,0.66,54.120000000000005
2017-07-11,84,66.0,,0.66,55.440000000000005
2017-07-12,82,66.0,,0.66,54.120000000000005
2017-07-13,77,66.0,,0.66,50.82
2017-07-14,81,66.0,,0.66,53.46
2017-07-15,94,66.0,,0.66,62.040000000000006
2017-07-16,94,66.0,,0.66,62.040000000000006
2017-07-17,80,66.0,,0.66,52.800000000000004
2017-07-18,82,66.0,,0.66,54.120000000000005
2017-07-19,81,66.0,,0.66,53.46
2017-07-20,79,66.0,,0.66,52.14
2017-07-21,83,66.0,,0.66,54.78
2017-07-22,94,66.0,,0.66,62.040000000000006
2017-07-23,95,66.0,,0.66,62.7
2017-07-24,84,66.0,,0.66,55.440000000000005
2017-07-25,81,66.0,,0.66,53.46
2017-07-26,78,66.0,,0.66,51.480000000000004
2017-07-27,79,66.0,,0.66,52.14
2017-07-28,81,66.0,,0.66,53.46
2017-07-29,93,66.0,,0.66,61.38
2017-07-30,96,66.0,,0.66,63.36
2017-07-31,80,66.0,,0.66,52.800000000000004
2017-08-01,69,69.0,False,0.69,47.61
2017-08-02,72,69.0,,0.69,49.67999999999999
2017-08-03,70,69.0,,0.69,48.3
2017-08-04,71,69.0,,0.69,48.989999999999995
2017-08-05,82,69.0,,0.69,56.58
2017-08-06,85,69.0,,0.69,58.65
2017-08-07,70,69.0,,0.69,48.3
2017-08-08,69,69.0,,0.69,47.61
2017-08-09,69,69.0,,0.69,47.61
2017-08-10,71,69.0,,0.69,48.989999999999995
2017-08-11,72,69.0,,0.69,49.67999999999999
2017-08-12,82,69.0,,0.69,56.58
2017-08-13,81,69.0,,0.69,55.88999999999999
2017-08-14,71,69.0,,0.69,48.989999999999995
2017-08-15,75,69.0,,0.69,51.74999999999999
2017-08-16,74,69.0,,0.69,51.059999999999995
2017-08-17,76,69.0,,0.69,52.44
2017-08-18,80,69.0,,0.69,55.199999999999996
2017-08-19,96,69.0,,0.69,66.24
2017-08-20,100,69.0,,0.69,69.0
2017-08-21,89,69.0,,0.69,61.41
2017-08-22,69,69.0,,0.69,47.61
2017-08-23,73,69.0,,0.69,50.37
2017-08-24,69,69.0,,0.69,47.61
2017-08-25,68,69.0,,0.69,46.919999999999995
2017-08-26,78,69.0,,0.69,53.81999999999999
2017-08-27,73,69.0,,0.69,50.37
2017-08-28,62,69.0,,0.69,42.779999999999994
2017-08-29,62,69.0,,0.69,42.779999999999994
2017-08-30,64,69.0,,0.69,44.16
2017-08-31,66,69.0,,0.69,45.54
2017-09-01,79,60.0,False,0.6,47.4
2017-09-02,91,60.0,,0.6,54.6
2017-09-03,100,60.0,,0.6,60.0
2017-09-04,97,60.0,,0.6,58.199999999999996
2017-09-05,74,60.0,,0.6,44.4
2017-09-06,69,60.0,,0.6,41.4
2017-09-07,69,60.0,,0.6,41.4
2017-09-08,69,60.0,,0.6,41.4
2017-09-09,78,60.0,,0.6,46.8
2017-09-10,80,60.0,,0.6,48.0
2017-09-11,69,60.0,,0.6,41.4
2017-09-12,70,60.0,,0.6,42.0
2017-09-13,72,60.0,,0.6,43.199999999999996
2017-09-14,73,60.0,,0.6,43.8
2017-09-15,79,60.0,,0.6,47.4
2017-09-16,90,60.0,,0.6,54.0
2017-09-17,86,60.0,,0.6,51.6
2017-09-18,74,60.0,,0.6,44.4
2017-09-19,72,60.0,,0.6,43.199999999999996
2017-09-20,72,60.0,,0.6,43.199999999999996
2017-09-21,73,60.0,,0.6,43.8
2017-09-22,76,60.0,,0.6,45.6
2017-09-23,87,60.0,,0.6,52.199999999999996
2017-09-24,85,60.0,,0.6,51.0
2017-09-25,70,60.0,,0.6,42.0
2017-09-26,70,60.0,,0.6,42.0
2017-09-27,71,60.0,,0.6,42.6
2017-09-28,72,60.0,,0.6,43.199999999999996
2017-09-29,81,60.0,,0.6,48.6
2017-09-30,87,60.0,,0.6,52.199999999999996
2017-10-01,94,59.0,False,0.59,55.459999999999994
2017-10-02,74,59.0,,0.59,43.66
2017-10-03,79,59.0,,0.59,46.61
2017-10-04,79,59.0,,0.59,46.61
2017-10-05,80,59.0,,0.59,47.199999999999996
2017-10-06,81,59.0,,0.59,47.79
2017-10-07,97,59.0,,0.59,57.23
2017-10-08,97,59.0,,0.59,57.23
2017-10-09,82,59.0,,0.59,48.379999999999995
2017-10-10,78,59.0,,0.59,46.019999999999996
2017-10-11,81,59.0,,0.59,47.79
2017-10-12,77,59.0,,0.59,45.43
2017-10-13,79,59.0,,0.59,46.61
2017-10-14,95,59.0,,0.59,56.05
2017-10-15,93,59.0,,0.59,54.87
2017-10-16,81,59.0,,0.59,47.79
2017-10-17,79,59.0,,0.59,46.61
2017-10-18,78,59.0,,0.59,46.019999999999996
2017-10-19,80,59.0,,0.59,47.199999999999996
2017-10-20,81,59.0,,0.59,47.79
2017-10-21,94,59.0,,0.59,55.459999999999994
2017-10-22,98,59.0,,0.59,57.82
2017-10-23,86,59.0,,0.59,50.739999999999995
2017-10-24,82,59.0,,0.59,48.379999999999995
2017-10-25,82,59.0,,0.59,48.379999999999995
2017-10-26,81,59.0,,0.59,47.79
2017-10-27,91,59.0,,0.59,53.69
2017-10-28,100,59.0,,0.59,59.0
2017-10-29,98,59.0,,0.59,57.82
2017-10-30,80,59.0,,0.59,47.199999999999996
2017-10-31,78,59.0,,0.59,46.019999999999996
2017-11-01,23,88.0,False,0.88,20.24
2017-11-02,25,88.0,,0.88,22.0
2017-11-03,27,88.0,,0.88,23.76
2017-11-04,31,88.0,,0.88,27.28
2017-11-05,31,88.0,,0.88,27.28
2017-11-06,27,88.0,,0.88,23.76
2017-11-07,27,88.0,,0.88,23.76
2017-11-08,28,88.0,,0.88,24.64
2017-11-09,30,88.0,,0.88,26.4
2017-11-10,31,88.0,,0.88,27.28
2017-11-11,37,88.0,,0.88,32.56
2017-11-12,35,88.0,,0.88,30.8
2017-11-13,29,88.0,,0.88,25.52
2017-11-14,29,88.0,,0.88,25.52
2017-11-15,29,88.0,,0.88,25.52
2017-11-16,30,88.0,,0.88,26.4
2017-11-17,31,88.0,,0.88,27.28
2017-11-18,37,88.0,,0.88,32.56
2017-11-19,39,88.0,,0.88,34.32
2017-11-20,37,88.0,,0.88,32.56
2017-11-21,37,88.0,,0.88,32.56
2017-11-22,43,88.0,,0.88,37.84
2017-11-23,77,88.0,,0.88,67.76
2017-11-24,100,88.0,,0.88,88.0
2017-11-25,54,88.0,,0.88,47.52
2017-11-26,46,88.0,,0.88,40.48
2017-11-27,53,88.0,,0.88,46.64
2017-11-28,37,88.0,,0.88,32.56
2017-11-29,32,88.0,,0.88,28.16
2017-11-30,31,88.0,,0.88,27.28
2017-12-01,63,86.0,False,0.86,54.18
2017-12-02,73,86.0,,0.86,62.78
2017-12-03,75,86.0,,0.86,64.5
2017-12-04,63,86.0,,0.86,54.18
2017-12-05,60,86.0,,0.86,51.6
2017-12-06,61,86.0,,0.86,52.46
2017-12-07,63,86.0,,0.86,54.18
2017-12-08,66,86.0,,0.86,56.76
2017-12-09,79,86.0,,0.86,67.94
2017-12-10,77,86.0,,0.86,66.22
2017-12-11,67,86.0,,0.86,57.62
2017-12-12,72,86.0,,0.86,61.92
2017-12-13,71,86.0,,0.86,61.06
2017-12-14,70,86.0,,0.86,60.199999999999996
2017-12-15,73,86.0,,0.86,62.78
2017-12-16,88,86.0,,0.86,75.67999999999999
2017-12-17,94,86.0,,0.86,80.84
2017-12-18,77,86.0,,0.86,66.22
2017-12-19,77,86.0,,0.86,66.22
2017-12-20,81,86.0,,0.86,69.66
2017-12-21,83,86.0,,0.86,71.38
2017-12-22,94,86.0,,0.86,80.84
2017-12-23,100,86.0,,0.86,86.0
2017-12-24,88,86.0,,0.86,75.67999999999999
2017-12-25,70,86.0,,0.86,60.199999999999996
2017-12-26,85,86.0,,0.86,73.1
2017-12-27,74,86.0,,0.86,63.64
2017-12-28,74,86.0,,0.86,63.64
2017-12-29,73,86.0,,0.86,62.78
2017-12-30,76,86.0,,0.86,65.36
2017-12-31,71,86.0,,0.86,61.06
2018-01-01,84,63.0,False,0.63,52.92
2018-01-02,81,63.0,,0.63,51.03
2018-01-03,87,63.0,,0.63,54.81
2018-01-04,82,63.0,,0.63,51.660000000000004
2018-01-05,87,63.0,,0.63,54.81
2018-01-06,100,63.0,,0.63,63.0
2018-01-07,92,63.0,,0.63,57.96
2018-01-08,74,63.0,,0.63,46.62
2018-01-09,69,63.0,,0.63,43.47
2018-01-10,72,63.0,,0.63,45.36
2018-01-11,71,63.0,,0.63,44.73
2018-01-12,72,63.0,,0.63,45.36
2018-01-13,88,63.0,,0.63,55.44
2018-01-14,87,63.0,,0.63,54.81
2018-01-15,79,63.0,,0.63,49.77
2018-01-16,68,63.0,,0.63,42.84
2018-01-17,67,63.0,,0.63,42.21
2018-01-18,69,63.0,,0.63,43.47
2018-01-19,72,63.0,,0.63,45.36
2018-01-20,84,63.0,,0.63,52.92
2018-01-21,83,63.0,,0.63,52.29
2018-01-22,67,63.0,,0.63,42.21
2018-01-23,67,63.0,,0.63,42.21
2018-01-24,66,63.0,,0.63,41.58
2018-01-25,68,63.0,,0.63,42.84
2018-01-26,70,63.0,,0.63,44.1
2018-01-27,86,63.0,,0.63,54.18
2018-01-28,87,63.0,,0.63,54.81
2018-01-29,67,63.0,,0.63,42.21
2018-01-30,67,63.0,,0.63,42.21
2018-01-31,68,63.0,,0.63,42.84
2018-02-01,77,62.0,False,0.62,47.74
2018-02-02,79,62.0,,0.62,48.98
2018-02-03,99,62.0,,0.62,61.38
2018-02-04,93,62.0,,0.62,57.66
2018-02-05,70,62.0,,0.62,43.4
2018-02-06,79,62.0,,0.62,48.98
2018-02-07,77,62.0,,0.62,47.74
2018-02-08,77,62.0,,0.62,47.74
2018-02-09,79,62.0,,0.62,48.98
2018-02-10,91,62.0,,0.62,56.42
2018-02-11,96,62.0,,0.62,59.519999999999996
2018-02-12,77,62.0,,0.62,47.74
2018-02-13,76,62.0,,0.62,47.12
2018-02-14,76,62.0,,0.62,47.12
2018-02-15,77,62.0,,0.62,47.74
2018-02-16,84,62.0,,0.62,52.08
2018-02-17,97,62.0,,0.62,60.14
2018-02-18,100,62.0,,0.62,62.0
2018-02-19,87,62.0,,0.62,53.94
2018-02-20,79,62.0,,0.62,48.98
2018-02-21,76,62.0,,0.62,47.12
2018-02-22,82,62.0,,0.62,50.839999999999996
2018-02-23,81,62.0,,0.62,50.22
2018-02-24,97,62.0,,0.62,60.14
2018-02-25,100,62.0,,0.62,62.0
2018-02-26,80,62.0,,0.62,49.6
2018-02-27,78,62.0,,0.62,48.36
2018-02-28,76,62.0,,0.62,47.12
2018-03-01,80,61.0,False,0.61,48.8
2018-03-02,84,61.0,,0.61,51.24
2018-03-03,97,61.0,,0.61,59.17
2018-03-04,98,61.0,,0.61,59.78
2018-03-05,81,61.0,,0.61,49.41
2018-03-06,79,61.0,,0.61,48.19
2018-03-07,78,61.0,,0.61,47.58
2018-03-08,77,61.0,,0.61,46.97
2018-03-09,80,61.0,,0.61,48.8
2018-03-10,100,61.0,,0.61,61.0
2018-03-11,98,61.0,,0.61,59.78
2018-03-12,80,61.0,,0.61,48.8
2018-03-13,77,61.0,,0.61,46.97
2018-03-14,76,61.0,,0.61,46.36
2018-03-15,78,61.0,,0.61,47.58
2018-03-16,79,61.0,,0.61,48.19
2018-03-17,96,61.0,,0.61,58.56
2018-03-18,94,61.0,,0.61,57.339999999999996
2018-03-19,78,61.0,,0.61,47.58
2018-03-20,78,61.0,,0.61,47.58
2018-03-21,77,61.0,,0.61,46.97
2018-03-22,79,61.0,,0.61,48.19
2018-03-23,78,61.0,,0.61,47.58
2018-03-24,94,61.0,,0.61,57.339999999999996
2018-03-25,100,61.0,,0.61,61.0
2018-03-26,81,61.0,,0.61,49.41
2018-03-27,84,61.0,,0.61,51.24
2018-03-28,82,61.0,,0.61,50.019999999999996
2018-03-29,76,61.0,,0.61,46.36
2018-03-30,87,61.0,,0.61,53.07
2018-03-31,92,61.0,,0.61,56.12
2018-04-01,97,58.0,False,0.58,56.26
2018-04-02,85,58.0,,0.58,49.3
2018-04-03,82,58.0,,0.58,47.559999999999995
2018-04-04,80,58.0,,0.58,46.4
2018-04-05,81,58.0,,0.58,46.98
2018-04-06,81,58.0,,0.58,46.98
2018-04-07,100,58.0,,0.58,57.99999999999999
2018-04-08,98,58.0,,0.58,56.839999999999996
2018-04-09,79,58.0,,0.58,45.82
2018-04-10,77,58.0,,0.58,44.66
2018-04-11,78,58.0,,0.58,45.239999999999995
2018-04-12,78,58.0,,0.58,45.239999999999995
2018-04-13,80,58.0,,0.58,46.4
2018-04-14,94,58.0,,0.58,54.519999999999996
2018-04-15,100,58.0,,0.58,57.99999999999999
2018-04-16,78,58.0,,0.58,45.239999999999995
2018-04-17,77,58.0,,0.58,44.66
2018-04-18,79,58.0,,0.58,45.82
2018-04-19,78,58.0,,0.58,45.239999999999995
2018-04-20,84,58.0,,0.58,48.72
2018-04-21,97,58.0,,0.58,56.26
2018-04-22,99,58.0,,0.58,57.419999999999995
2018-04-23,81,58.0,,0.58,46.98
2018-04-24,79,58.0,,0.58,45.82
2018-04-25,77,58.0,,0.58,44.66
2018-04-26,76,58.0,,0.58,44.08
2018-04-27,76,58.0,,0.58,44.08
2018-04-28,92,58.0,,0.58,53.36
2018-04-29,95,58.0,,0.58,55.099999999999994
2018-04-30,81,58.0,,0.58,46.98
2018-05-01,76,60.0,False,0.6,45.6
2018-05-02,78,60.0,,0.6,46.8
2018-05-03,74,60.0,,0.6,44.4
2018-05-04,75,60.0,,0.6,45.0
2018-05-05,91,60.0,,0.6,54.6
2018-05-06,92,60.0,,0.6,55.199999999999996
2018-05-07,77,60.0,,0.6,46.199999999999996
2018-05-08,74,60.0,,0.6,44.4
2018-05-09,74,60.0,,0.6,44.4
2018-05-10,77,60.0,,0.6,46.199999999999996
2018-05-11,79,60.0,,0.6,47.4
2018-05-12,98,60.0,,0.6,58.8
2018-05-13,92,60.0,,0.6,55.199999999999996
2018-05-14,77,60.0,,0.6,46.199999999999996
2018-05-15,75,60.0,,0.6,45.0
2018-05-16,72,60.0,,0.6,43.199999999999996
2018-05-17,75,60.0,,0.6,45.0
2018-05-18,77,60.0,,0.6,46.199999999999996
2018-05-19,84,60.0,,0.6,50.4
2018-05-20,93,60.0,,0.6,55.8
2018-05-21,75,60.0,,0.6,45.0
2018-05-22,73,60.0,,0.6,43.8
2018-05-23,76,60.0,,0.6,45.6
2018-05-24,77,60.0,,0.6,46.199999999999996
2018-05-25,79,60.0,,0.6,47.4
2018-05-26,93,60.0,,0.6,55.8
2018-05-27,100,60.0,,0.6,60.0
2018-05-28,99,60.0,,0.6,59.4
2018-05-29,77,60.0,,0.6,46.199999999999996
2018-05-30,74,60.0,,0.6,44.4
2018-05-31,79,60.0,,0.6,47.4
2018-06-01,79,63.0,False,0.63,49.77
2018-06-02,95,63.0,,0.63,59.85
2018-06-03,98,63.0,,0.63,61.74
2018-06-04,82,63.0,,0.63,51.660000000000004
2018-06-05,81,63.0,,0.63,51.03
2018-06-06,81,63.0,,0.63,51.03
2018-06-07,77,63.0,,0.63,48.51
2018-06-08,79,63.0,,0.63,49.77
2018-06-09,96,63.0,,0.63,60.480000000000004
2018-06-10,96,63.0,,0.63,60.480000000000004
2018-06-11,84,63.0,,0.63,52.92
2018-06-12,86,63.0,,0.63,54.18
2018-06-13,86,63.0,,0.63,54.18
2018-06-14,84,63.0,,0.63,52.92
2018-06-15,87,63.0,,0.63,54.81
2018-06-16,96,63.0,,0.63,60.480000000000004
2018-06-17,97,63.0,,0.63,61.11
2018-06-18,80,63.0,,0.63,50.4
2018-06-19,79,63.0,,0.63,49.77
2018-06-20,79,63.0,,0.63,49.77
2018-06-21,81,63.0,,0.63,51.03
2018-06-22,83,63.0,,0.63,52.29
2018-06-23,95,63.0,,0.63,59.85
2018-06-24,97,63.0,,0.63,61.11
2018-06-25,83,63.0,,0.63,52.29
2018-06-26,80,63.0,,0.63,50.4
2018-06-27,80,63.0,,0.63,50.4
2018-06-28,82,63.0,,0.63,51.660000000000004
2018-06-29,88,63.0,,0.63,55.44
2018-06-30,100,63.0,,0.63,63.0
2018-07-01,100,66.0,False,0.66,66.0
2018-07-02,83,66.0,,0.66,54.78
2018-07-03,85,66.0,,0.66,56.1
2018-07-04,97,66.0,,0.66,64.02
2018-07-05,82,66.0,,0.66,54.120000000000005
2018-07-06,81,66.0,,0.66,53.46
2018-07-07,89,66.0,,0.66,58.74
2018-07-08,94,66.0,,0.66,62.040000000000006
2018-07-09,81,66.0,,0.66,53.46
2018-07-10,79,66.0,,0.66,52.14
2018-07-11,77,66.0,,0.66,50.82
2018-07-12,80,66.0,,0.66,52.800000000000004
2018-07-13,83,66.0,,0.66,54.78
2018-07-14,93,66.0,,0.66,61.38
2018-07-15,91,66.0,,0.66,60.06
2018-07-16,85,66.0,,0.66,56.1
2018-07-17,83,66.0,,0.66,54.78
2018-07-18,81,66.0,,0.66,53.46
2018-07-19,76,66.0,,0.66,50.160000000000004
2018-07-20,83,66.0,,0.66,54.78
2018-07-21,93,66.0,,0.66,61.38
2018-07-22,96,66.0,,0.66,63.36
2018-07-23,79,66.0,,0.66,52.14
2018-07-24,80,66.0,,0.66,52.800000000000004
2018-07-25,79,66.0,,0.66,52.14
2018-07-26,80,66.0,,0.66,52.800000000000004
2018-07-27,84,66.0,,0.66,55.440000000000005
2018-07-28,93,66.0,,0.66,61.38
2018-07-29,95,66.0,,0.66,62.7
2018-07-30,80,66.0,,0.66,52.800000000000004
2018-07-31,80,66.0,,0.66,52.800000000000004
2018-08-01,83,65.0,False,0.65,53.95
2018-08-02,85,65.0,,0.65,55.25
2018-08-03,83,65.0,,0.65,53.95
2018-08-04,99,65.0,,0.65,64.35000000000001
2018-08-05,99,65.0,,0.65,64.35000000000001
2018-08-06,87,65.0,,0.65,56.550000000000004
2018-08-07,80,65.0,,0.65,52.0
2018-08-08,81,65.0,,0.65,52.65
2018-08-09,81,65.0,,0.65,52.65
2018-08-10,83,65.0,,0.65,53.95
2018-08-11,94,65.0,,0.65,61.1
2018-08-12,99,65.0,,0.65,64.35000000000001
2018-08-13,82,65.0,,0.65,53.300000000000004
2018-08-14,80,65.0,,0.65,52.0
2018-08-15,83,65.0,,0.65,53.95
2018-08-16,80,65.0,,0.65,52.0
2018-08-17,84,65.0,,0.65,54.6
2018-08-18,94,65.0,,0.65,61.1
2018-08-19,100,65.0,,0.65,65.0
2018-08-20,79,65.0,,0.65,51.35
2018-08-21,81,65.0,,0.65,52.65
2018-08-22,78,65.0,,0.65,50.7
2018-08-23,79,65.0,,0.65,51.35
2018-08-24,75,65.0,,0.65,48.75
2018-08-25,97,65.0,,0.65,63.050000000000004
2018-08-26,96,65.0,,0.65,62.400000000000006
2018-08-27,77,65.0,,0.65,50.050000000000004
2018-08-28,78,65.0,,0.65,50.7
2018-08-29,75,65.0,,0.65,48.75
2018-08-30,76,65.0,,0.65,49.4
2018-08-31,79,65.0,,0.65,51.35
2018-09-01,93,60.0,False,0.6,55.8
2018-09-02,100,60.0,,0.6,60.0
2018-09-03,98,60.0,,0.6,58.8
2018-09-04,77,60.0,,0.6,46.199999999999996
2018-09-05,73,60.0,,0.6,43.8
2018-09-06,70,60.0,,0.6,42.0
2018-09-07,70,60.0,,0.6,42.0
2018-09-08,87,60.0,,0.6,52.199999999999996
2018-09-09,88,60.0,,0.6,52.8
2018-09-10,72,60.0,,0.6,43.199999999999996
2018-09-11,70,60.0,,0.6,42.0
2018-09-12,74,60.0,,0.6,44.4
2018-09-13,74,60.0,,0.6,44.4
2018-09-14,75,60.0,,0.6,45.0
2018-09-15,87,60.0,,0.6,52.199999999999996
2018-09-16,85,60.0,,0.6,51.0
2018-09-17,73,60.0,,0.6,43.8
2018-09-18,71,60.0,,0.6,42.6
2018-09-19,75,60.0,,0.6,45.0
2018-09-20,73,60.0,,0.6,43.8
2018-09-21,77,60.0,,0.6,46.199999999999996
2018-09-22,88,60.0,,0.6,52.8
2018-09-23,91,60.0,,0.6,54.6
2018-09-24,73,60.0,,0.6,43.8
2018-09-25,74,60.0,,0.6,44.4
2018-09-26,72,60.0,,0.6,43.199999999999996
2018-09-27,72,60.0,,0.6,43.199999999999996
2018-09-28,73,60.0,,0.6,43.8
2018-09-29,89,60.0,,0.6,53.4
2018-09-30,88,60.0,,0.6,52.8
2018-10-01,76,59.0,False,0.59,44.839999999999996
2018-10-02,74,59.0,,0.59,43.66
2018-10-03,75,59.0,,0.59,44.25
2018-10-04,72,59.0,,0.59,42.48
2018-10-05,77,59.0,,0.59,45.43
2018-10-06,95,59.0,,0.59,56.05
2018-10-07,91,59.0,,0.59,53.69
2018-10-08,81,59.0,,0.59,47.79
2018-10-09,75,59.0,,0.59,44.25
2018-10-10,73,59.0,,0.59,43.07
2018-10-11,76,59.0,,0.59,44.839999999999996
2018-10-12,79,59.0,,0.59,46.61
2018-10-13,92,59.0,,0.59,54.279999999999994
2018-10-14,92,59.0,,0.59,54.279999999999994
2018-10-15,74,59.0,,0.59,43.66
2018-10-16,78,59.0,,0.59,46.019999999999996
2018-10-17,76,59.0,,0.59,44.839999999999996
2018-10-18,78,59.0,,0.59,46.019999999999996
2018-10-19,88,59.0,,0.59,51.919999999999995
2018-10-20,100,59.0,,0.59,59.0
2018-10-21,92,59.0,,0.59,54.279999999999994
2018-10-22,79,59.0,,0.59,46.61
2018-10-23,90,59.0,,0.59,53.099999999999994
2018-10-24,80,59.0,,0.59,47.199999999999996
2018-10-25,76,59.0,,0.59,44.839999999999996
2018-10-26,79,59.0,,0.59,46.61
2018-10-27,92,59.0,,0.59,54.279999999999994
2018-10-28,92,59.0,,0.59,54.279999999999994
2018-10-29,76,59.0,,0.59,44.839999999999996
2018-10-30,74,59.0,,0.59,43.66
2018-10-31,72,59.0,,0.59,42.48
2018-11-01,25,83.0,False,0.83,20.75
2018-11-02,27,83.0,,0.83,22.41
2018-11-03,33,83.0,,0.83,27.389999999999997
2018-11-04,34,83.0,,0.83,28.22
2018-11-05,28,83.0,,0.83,23.24
2018-11-06,25,83.0,,0.83,20.75
2018-11-07,25,83.0,,0.83,20.75
2018-11-08,29,83.0,,0.83,24.07
2018-11-09,31,83.0,,0.83,25.73
2018-11-10,35,83.0,,0.83,29.049999999999997
2018-11-11,37,83.0,,0.83,30.709999999999997
2018-11-12,30,83.0,,0.83,24.9
2018-11-13,29,83.0,,0.83,24.07
2018-11-14,30,83.0,,0.83,24.9
2018-11-15,29,83.0,,0.83,24.07
2018-11-16,32,83.0,,0.83,26.56
2018-11-17,40,83.0,,0.83,33.199999999999996
2018-11-18,43,83.0,,0.83,35.69
2018-11-19,38,83.0,,0.83,31.54
2018-11-20,39,83.0,,0.83,32.37
2018-11-21,44,83.0,,0.83,36.519999999999996
2018-11-22,76,83.0,,0.83,63.08
2018-11-23,100,83.0,,0.83,83.0
2018-11-24,55,83.0,,0.83,45.65
2018-11-25,46,83.0,,0.83,38.18
2018-11-26,51,83.0,,0.83,42.33
2018-11-27,37,83.0,,0.83,30.709999999999997
2018-11-28,29,83.0,,0.83,24.07
2018-11-29,28,83.0,,0.83,23.24
2018-11-30,29,83.0,,0.83,24.07
2018-12-01,68,81.0,False,0.81,55.080000000000005
2018-12-02,69,81.0,,0.81,55.89
2018-12-03,60,81.0,,0.81,48.6
2018-12-04,57,81.0,,0.81,46.17
2018-12-05,56,81.0,,0.81,45.36
2018-12-06,59,81.0,,0.81,47.790000000000006
2018-12-07,62,81.0,,0.81,50.220000000000006
2018-12-08,75,81.0,,0.81,60.75000000000001
2018-12-09,74,81.0,,0.81,59.940000000000005
2018-12-10,61,81.0,,0.81,49.410000000000004
2018-12-11,59,81.0,,0.81,47.790000000000006
2018-12-12,59,81.0,,0.81,47.790000000000006
2018-12-13,64,81.0,,0.81,51.84
2018-12-14,64,81.0,,0.81,51.84
2018-12-15,84,81.0,,0.81,68.04
2018-12-16,82,81.0,,0.81,66.42
2018-12-17,70,81.0,,0.81,56.7
2018-12-18,69,81.0,,0.81,55.89
2018-12-19,68,81.0,,0.81,55.080000000000005
2018-12-20,77,81.0,,0.81,62.370000000000005
2018-12-21,85,81.0,,0.81,68.85000000000001
2018-12-22,100,81.0,,0.81,81.0
2018-12-23,100,81.0,,0.81,81.0
2018-12-24,94,81.0,,0.81,76.14
2018-12-25,70,81.0,,0.81,56.7
2018-12-26,82,81.0,,0.81,66.42
2018-12-27,73,81.0,,0.81,59.13
2018-12-28,72,81.0,,0.81,58.32000000000001
2018-12-29,76,81.0,,0.81,61.56
2018-12-30,70,81.0,,0.81,56.7
2018-12-31,62,81.0,,0.81,50.220000000000006
2019-01-01,94,61.0,False,0.61,57.339999999999996
2019-01-02,85,61.0,,0.61,51.85
2019-01-03,87,61.0,,0.61,53.07
2019-01-04,87,61.0,,0.61,53.07
2019-01-05,100,61.0,,0.61,61.0
2019-01-06,96,61.0,,0.61,58.56
2019-01-07,78,61.0,,0.61,47.58
2019-01-08,71,61.0,,0.61,43.31
2019-01-09,76,61.0,,0.61,46.36
2019-01-10,78,61.0,,0.61,47.58
2019-01-11,78,61.0,,0.61,47.58
2019-01-12,92,61.0,,0.61,56.12
2019-01-13,91,61.0,,0.61,55.51
2019-01-14,74,61.0,,0.61,45.14
2019-01-15,74,61.0,,0.61,45.14
2019-01-16,73,61.0,,0.61,44.53
2019-01-17,74,61.0,,0.61,45.14
2019-01-18,78,61.0,,0.61,47.58
2019-01-19,95,61.0,,0.61,57.949999999999996
2019-01-20,90,61.0,,0.61,54.9
2019-01-21,84,61.0,,0.61,51.24
2019-01-22,71,61.0,,0.61,43.31
2019-01-23,74,61.0,,0.61,45.14
2019-01-24,71,61.0,,0.61,43.31
2019-01-25,77,61.0,,0.61,46.97
2019-01-26,96,61.0,,0.61,58.56
2019-01-27,94,61.0,,0.61,57.339999999999996
2019-01-28,76,61.0,,0.61,46.36
2019-01-29,72,61.0,,0.61,43.92
2019-01-30,72,61.0,,0.61,43.92
2019-01-31,74,61.0,,0.61,45.14
2019-02-01,78,59.0,False,0.59,46.019999999999996
2019-02-02,99,59.0,,0.59,58.41
2019-02-03,95,59.0,,0.59,56.05
2019-02-04,68,59.0,,0.59,40.12
2019-02-05,71,59.0,,0.59,41.89
2019-02-06,75,59.0,,0.59,44.25
