date,dow jones_unscaled,dow jones_monthly,isPartial,scale,dow jones
2017-07-17,78,5.0,,0.05,3.9000000000000004
2017-07-18,80,5.0,,0.05,4.0
2017-07-19,82,5.0,,0.05,4.1000000000000005
2017-07-20,81,5.0,,0.05,4.05
2017-07-21,84,5.0,,0.05,4.2
2017-07-22,19,5.0,,0.05,0.9500000000000001
2017-07-23,10,5.0,,0.05,0.5
2017-07-24,73,5.0,,0.05,3.6500000000000004
2017-07-25,80,5.0,,0.05,4.0
2017-07-26,86,5.0,,0.05,4.3
2017-07-27,93,5.0,,0.05,4.65
2017-07-28,100,5.0,,0.05,5.0
2017-07-29,21,5.0,,0.05,1.05
2017-07-30,9,5.0,,0.05,0.45
2017-07-31,92,5.0,,0.05,4.6000000000000005
2017-08-01,86,6.0,False,0.06,5.16
2017-08-02,100,6.0,,0.06,6.0
2017-08-03,88,6.0,,0.06,5.279999999999999
2017-08-04,76,6.0,,0.06,4.56
2017-08-05,18,6.0,,0.06,1.08
2017-08-06,11,6.0,,0.06,0.6599999999999999
2017-08-07,69,6.0,,0.06,4.14
2017-08-08,78,6.0,,0.06,4.68
2017-08-09,72,6.0,,0.06,4.32
2017-08-10,81,6.0,,0.06,4.859999999999999
2017-08-11,86,6.0,,0.06,5.16
2017-08-12,17,6.0,,0.06,1.02
2017-08-13,10,6.0,,0.06,0.6
2017-08-14,66,6.0,,0.06,3.96
2017-08-15,70,6.0,,0.06,4.2
2017-08-16,67,6.0,,0.06,4.02
2017-08-17,76,6.0,,0.06,4.56
2017-08-18,94,6.0,,0.06,5.64
2017-08-19,22,6.0,,0.06,1.3199999999999998
2017-08-20,6,6.0,,0.06,0.36
2017-08-21,60,6.0,,0.06,3.5999999999999996
2017-08-22,75,6.0,,0.06,4.5
2017-08-23,83,6.0,,0.06,4.9799999999999995
2017-08-24,70,6.0,,0.06,4.2
2017-08-25,63,6.0,,0.06,3.78
2017-08-26,13,6.0,,0.06,0.78
2017-08-27,5,6.0,,0.06,0.3
2017-08-28,60,6.0,,0.06,3.5999999999999996
2017-08-29,60,6.0,,0.06,3.5999999999999996
2017-08-30,57,6.0,,0.06,3.42
2017-08-31,62,6.0,,0.06,3.7199999999999998
2017-09-01,92,5.0,False,0.05,4.6000000000000005
2017-09-02,17,5.0,,0.05,0.8500000000000001
2017-09-03,11,5.0,,0.05,0.55
2017-09-04,16,5.0,,0.05,0.8
2017-09-05,96,5.0,,0.05,4.800000000000001
2017-09-06,92,5.0,,0.05,4.6000000000000005
2017-09-07,85,5.0,,0.05,4.25
2017-09-08,83,5.0,,0.05,4.15
2017-09-09,18,5.0,,0.05,0.9
2017-09-10,11,5.0,,0.05,0.55
2017-09-11,100,5.0,,0.05,5.0
2017-09-12,98,5.0,,0.05,4.9
2017-09-13,92,5.0,,0.05,4.6000000000000005
2017-09-14,88,5.0,,0.05,4.4
2017-09-15,87,5.0,,0.05,4.3500000000000005
2017-09-16,16,5.0,,0.05,0.8
2017-09-17,12,5.0,,0.05,0.6000000000000001
2017-09-18,94,5.0,,0.05,4.7
2017-09-19,94,5.0,,0.05,4.7
2017-09-20,97,5.0,,0.05,4.8500000000000005
2017-09-21,89,5.0,,0.05,4.45
2017-09-22,70,5.0,,0.05,3.5
2017-09-23,17,5.0,,0.05,0.8500000000000001
2017-09-24,8,5.0,,0.05,0.4
2017-09-25,75,5.0,,0.05,3.75
2017-09-26,77,5.0,,0.05,3.85
2017-09-27,89,5.0,,0.05,4.45
2017-09-28,86,5.0,,0.05,4.3
2017-09-29,76,5.0,,0.05,3.8000000000000003
2017-09-30,19,5.0,,0.05,0.9500000000000001
2017-10-01,5,6.0,False,0.06,0.3
2017-10-02,63,6.0,,0.06,3.78
2017-10-03,77,6.0,,0.06,4.62
2017-10-04,80,6.0,,0.06,4.8
2017-10-05,77,6.0,,0.06,4.62
2017-10-06,73,6.0,,0.06,4.38
2017-10-07,17,6.0,,0.06,1.02
2017-10-08,9,6.0,,0.06,0.54
2017-10-09,62,6.0,,0.06,3.7199999999999998
2017-10-10,72,6.0,,0.06,4.32
2017-10-11,70,6.0,,0.06,4.2
2017-10-12,77,6.0,,0.06,4.62
2017-10-13,81,6.0,,0.06,4.859999999999999
2017-10-14,18,6.0,,0.06,1.08
2017-10-15,6,6.0,,0.06,0.36
2017-10-16,73,6.0,,0.06,4.38
2017-10-17,90,6.0,,0.06,5.3999999999999995
2017-10-18,93,6.0,,0.06,5.58
2017-10-19,98,6.0,,0.06,5.88
2017-10-20,87,6.0,,0.06,5.22
2017-10-21,22,6.0,,0.06,1.3199999999999998
2017-10-22,10,6.0,,0.06,0.6
2017-10-23,87,6.0,,0.06,5.22
2017-10-24,99,6.0,,0.06,5.9399999999999995
2017-10-25,100,6.0,,0.06,6.0
2017-10-26,89,6.0,,0.06,5.34
2017-10-27,87,6.0,,0.06,5.22
2017-10-28,21,6.0,,0.06,1.26
2017-10-29,8,6.0,,0.06,0.48
2017-10-30,70,6.0,,0.06,4.2
2017-10-31,78,6.0,,0.06,4.68
2017-11-01,67,5.0,False,0.05,3.35
2017-11-02,59,5.0,,0.05,2.95
2017-11-03,61,5.0,,0.05,3.0500000000000003
2017-11-04,12,5.0,,0.05,0.6000000000000001
2017-11-05,9,5.0,,0.05,0.45
2017-11-06,52,5.0,,0.05,2.6
2017-11-07,58,5.0,,0.05,2.9000000000000004
2017-11-08,52,5.0,,0.05,2.6
2017-11-09,65,5.0,,0.05,3.25
2017-11-10,62,5.0,,0.05,3.1
2017-11-11,14,5.0,,0.05,0.7000000000000001
2017-11-12,8,5.0,,0.05,0.4
2017-11-13,56,5.0,,0.05,2.8000000000000003
2017-11-14,56,5.0,,0.05,2.8000000000000003
2017-11-15,65,5.0,,0.05,3.25
2017-11-16,66,5.0,,0.05,3.3000000000000003
2017-11-17,62,5.0,,0.05,3.1
2017-11-18,13,5.0,,0.05,0.65
2017-11-19,6,5.0,,0.05,0.30000000000000004
2017-11-20,54,5.0,,0.05,2.7
2017-11-21,58,5.0,,0.05,2.9000000000000004
2017-11-22,59,5.0,,0.05,2.95
2017-11-23,13,5.0,,0.05,0.65
2017-11-24,40,5.0,,0.05,2.0
2017-11-25,12,5.0,,0.05,0.6000000000000001
2017-11-26,7,5.0,,0.05,0.35000000000000003
2017-11-27,57,5.0,,0.05,2.85
2017-11-28,67,5.0,,0.05,3.35
2017-11-29,77,5.0,,0.05,3.85
2017-11-30,100,5.0,,0.05,5.0
2017-12-01,100,7.0,False,0.07,7.000000000000001
2017-12-02,28,7.0,,0.07,1.9600000000000002
2017-12-03,11,7.0,,0.07,0.77
2017-12-04,81,7.0,,0.07,5.670000000000001
2017-12-05,69,7.0,,0.07,4.83
2017-12-06,61,7.0,,0.07,4.2700000000000005
2017-12-07,64,7.0,,0.07,4.48
2017-12-08,56,7.0,,0.07,3.9200000000000004
2017-12-09,13,7.0,,0.07,0.9100000000000001
2017-12-10,6,7.0,,0.07,0.42000000000000004
2017-12-11,50,7.0,,0.07,3.5000000000000004
2017-12-12,63,7.0,,0.07,4.41
2017-12-13,61,7.0,,0.07,4.2700000000000005
2017-12-14,67,7.0,,0.07,4.69
2017-12-15,67,7.0,,0.07,4.69
2017-12-16,16,7.0,,0.07,1.12
2017-12-17,6,7.0,,0.07,0.42000000000000004
2017-12-18,66,7.0,,0.07,4.62
2017-12-19,83,7.0,,0.07,5.8100000000000005
2017-12-20,92,7.0,,0.07,6.44
2017-12-21,81,7.0,,0.07,5.670000000000001
2017-12-22,75,7.0,,0.07,5.250000000000001
2017-12-23,17,7.0,,0.07,1.1900000000000002
2017-12-24,6,7.0,,0.07,0.42000000000000004
2017-12-25,7,7.0,,0.07,0.49000000000000005
2017-12-26,57,7.0,,0.07,3.99
2017-12-27,61,7.0,,0.07,4.2700000000000005
2017-12-28,64,7.0,,0.07,4.48
2017-12-29,65,7.0,,0.07,4.550000000000001
2017-12-30,19,7.0,,0.07,1.33
2017-12-31,6,7.0,,0.07,0.42000000000000004
2018-01-01,6,9.0,False,0.09,0.54
2018-01-02,42,9.0,,0.09,3.78
2018-01-03,43,9.0,,0.09,3.8699999999999997
2018-01-04,60,9.0,,0.09,5.3999999999999995
2018-01-05,61,9.0,,0.09,5.49
2018-01-06,14,9.0,,0.09,1.26
2018-01-07,6,9.0,,0.09,0.54
2018-01-08,50,9.0,,0.09,4.5
2018-01-09,48,9.0,,0.09,4.32
2018-01-10,53,9.0,,0.09,4.77
2018-01-11,53,9.0,,0.09,4.77
2018-01-12,60,9.0,,0.09,5.3999999999999995
2018-01-13,14,9.0,,0.09,1.26
2018-01-14,7,9.0,,0.09,0.63
2018-01-15,24,9.0,,0.09,2.16
2018-01-16,69,9.0,,0.09,6.21
2018-01-17,77,9.0,,0.09,6.93
2018-01-18,73,9.0,,0.09,6.569999999999999
2018-01-19,63,9.0,,0.09,5.67
2018-01-20,19,9.0,,0.09,1.71
2018-01-21,8,9.0,,0.09,0.72
2018-01-22,55,9.0,,0.09,4.95
2018-01-23,63,9.0,,0.09,5.67
2018-01-24,64,9.0,,0.09,5.76
2018-01-25,63,9.0,,0.09,5.67
2018-01-26,64,9.0,,0.09,5.76
2018-01-27,15,9.0,,0.09,1.3499999999999999
2018-01-28,7,9.0,,0.09,0.63
2018-01-29,54,9.0,,0.09,4.859999999999999
2018-01-30,93,9.0,,0.09,8.37
2018-01-31,100,9.0,,0.09,9.0
2018-02-01,16,25.0,False,0.25,4.0
2018-02-02,27,25.0,,0.25,6.75
2018-02-03,9,25.0,,0.25,2.25
2018-02-04,3,25.0,,0.25,0.75
2018-02-05,53,25.0,,0.25,13.25
2018-02-06,100,25.0,,0.25,25.0
2018-02-07,53,25.0,,0.25,13.25
2018-02-08,58,25.0,,0.25,14.5
2018-02-09,66,25.0,,0.25,16.5
2018-02-10,12,25.0,,0.25,3.0
2018-02-11,4,25.0,,0.25,1.0
2018-02-12,34,25.0,,0.25,8.5
2018-02-13,31,25.0,,0.25,7.75
2018-02-14,31,25.0,,0.25,7.75
2018-02-15,27,25.0,,0.25,6.75
2018-02-16,26,25.0,,0.25,6.5
2018-02-17,5,25.0,,0.25,1.25
2018-02-18,2,25.0,,0.25,0.5
2018-02-19,9,25.0,,0.25,2.25
2018-02-20,21,25.0,,0.25,5.25
2018-02-21,20,25.0,,0.25,5.0
2018-02-22,21,25.0,,0.25,5.25
2018-02-23,21,25.0,,0.25,5.25
2018-02-24,5,25.0,,0.25,1.25
2018-02-25,2,25.0,,0.25,0.5
2018-02-26,18,25.0,,0.25,4.5
2018-02-27,22,25.0,,0.25,5.5
2018-02-28,22,25.0,,0.25,5.5
2018-03-01,65,18.0,False,0.18,11.7
2018-03-02,81,18.0,,0.18,14.58
2018-03-03,17,18.0,,0.18,3.06
2018-03-04,7,18.0,,0.18,1.26
2018-03-05,57,18.0,,0.18,10.26
2018-03-06,58,18.0,,0.18,10.44
2018-03-07,77,18.0,,0.18,13.86
2018-03-08,55,18.0,,0.18,9.9
2018-03-09,66,18.0,,0.18,11.879999999999999
2018-03-10,12,18.0,,0.18,2.16
2018-03-11,5,18.0,,0.18,0.8999999999999999
2018-03-12,44,18.0,,0.18,7.92
2018-03-13,47,18.0,,0.18,8.459999999999999
2018-03-14,46,18.0,,0.18,8.28
2018-03-15,49,18.0,,0.18,8.82
2018-03-16,46,18.0,,0.18,8.28
2018-03-17,10,18.0,,0.18,1.7999999999999998
2018-03-18,4,18.0,,0.18,0.72
2018-03-19,47,18.0,,0.18,8.459999999999999
2018-03-20,53,18.0,,0.18,9.54
2018-03-21,45,18.0,,0.18,8.1
2018-03-22,75,18.0,,0.18,13.5
2018-03-23,100,18.0,,0.18,18.0
2018-03-24,20,18.0,,0.18,3.5999999999999996
2018-03-25,7,18.0,,0.18,1.26
2018-03-26,73,18.0,,0.18,13.139999999999999
2018-03-27,78,18.0,,0.18,14.04
2018-03-28,71,18.0,,0.18,12.78
2018-03-29,64,18.0,,0.18,11.52
2018-03-30,37,18.0,,0.18,6.66
2018-03-31,9,18.0,,0.18,1.6199999999999999
2018-04-01,4,19.0,False,0.19,0.76
2018-04-02,81,19.0,,0.19,15.39
2018-04-03,72,19.0,,0.19,13.68
2018-04-04,100,19.0,,0.19,19.0
2018-04-05,64,19.0,,0.19,12.16
2018-04-06,93,19.0,,0.19,17.67
2018-04-07,15,19.0,,0.19,2.85
2018-04-08,6,19.0,,0.19,1.1400000000000001
2018-04-09,65,19.0,,0.19,12.35
2018-04-10,68,19.0,,0.19,12.92
2018-04-11,64,19.0,,0.19,12.16
2018-04-12,59,19.0,,0.19,11.21
2018-04-13,58,19.0,,0.19,11.02
2018-04-14,11,19.0,,0.19,2.09
2018-04-15,5,19.0,,0.19,0.95
2018-04-16,43,19.0,,0.19,8.17
2018-04-17,51,19.0,,0.19,9.69
2018-04-18,48,19.0,,0.19,9.120000000000001
2018-04-19,49,19.0,,0.19,9.31
2018-04-20,49,19.0,,0.19,9.31
2018-04-21,8,19.0,,0.19,1.52
2018-04-22,4,19.0,,0.19,0.76
2018-04-23,37,19.0,,0.19,7.03
2018-04-24,55,19.0,,0.19,10.45
2018-04-25,54,19.0,,0.19,10.26
2018-04-26,48,19.0,,0.19,9.120000000000001
2018-04-27,44,19.0,,0.19,8.36
2018-04-28,9,19.0,,0.19,1.71
2018-04-29,4,19.0,,0.19,0.76
2018-04-30,38,19.0,,0.19,7.22
2018-05-01,88,14.0,False,0.14,12.32
2018-05-02,85,14.0,,0.14,11.9
2018-05-03,88,14.0,,0.14,12.32
2018-05-04,86,14.0,,0.14,12.040000000000001
2018-05-05,16,14.0,,0.14,2.24
2018-05-06,8,14.0,,0.14,1.12
2018-05-07,76,14.0,,0.14,10.64
2018-05-08,100,14.0,,0.14,14.000000000000002
2018-05-09,89,14.0,,0.14,12.46
2018-05-10,85,14.0,,0.14,11.9
2018-05-11,81,14.0,,0.14,11.340000000000002
2018-05-12,14,14.0,,0.14,1.9600000000000002
2018-05-13,6,14.0,,0.14,0.8400000000000001
2018-05-14,69,14.0,,0.14,9.66
2018-05-15,83,14.0,,0.14,11.620000000000001
2018-05-16,72,14.0,,0.14,10.080000000000002
2018-05-17,73,14.0,,0.14,10.22
2018-05-18,69,14.0,,0.14,9.66
2018-05-19,15,14.0,,0.14,2.1
2018-05-20,4,14.0,,0.14,0.56
2018-05-21,75,14.0,,0.14,10.500000000000002
2018-05-22,80,14.0,,0.14,11.200000000000001
2018-05-23,73,14.0,,0.14,10.22
2018-05-24,88,14.0,,0.14,12.32
2018-05-25,74,14.0,,0.14,10.360000000000001
2018-05-26,13,14.0,,0.14,1.8200000000000003
2018-05-27,6,14.0,,0.14,0.8400000000000001
2018-05-28,7,14.0,,0.14,0.9800000000000001
2018-05-29,89,14.0,,0.14,12.46
2018-05-30,83,14.0,,0.14,11.620000000000001
2018-05-31,96,14.0,,0.14,13.440000000000001
2018-06-01,78,14.0,False,0.14,10.920000000000002
2018-06-02,16,14.0,,0.14,2.24
2018-06-03,6,14.0,,0.14,0.8400000000000001
2018-06-04,61,14.0,,0.14,8.540000000000001
2018-06-05,64,14.0,,0.14,8.96
2018-06-06,71,14.0,,0.14,9.940000000000001
2018-06-07,74,14.0,,0.14,10.360000000000001
2018-06-08,68,14.0,,0.14,9.520000000000001
2018-06-09,12,14.0,,0.14,1.6800000000000002
2018-06-10,6,14.0,,0.14,0.8400000000000001
2018-06-11,64,14.0,,0.14,8.96
2018-06-12,69,14.0,,0.14,9.66
2018-06-13,72,14.0,,0.14,10.080000000000002
2018-06-14,63,14.0,,0.14,8.82
2018-06-15,75,14.0,,0.14,10.500000000000002
2018-06-16,15,14.0,,0.14,2.1
2018-06-17,6,14.0,,0.14,0.8400000000000001
2018-06-18,65,14.0,,0.14,9.100000000000001
2018-06-19,100,14.0,,0.14,14.000000000000002
2018-06-20,85,14.0,,0.14,11.9
2018-06-21,74,14.0,,0.14,10.360000000000001
2018-06-22,77,14.0,,0.14,10.780000000000001
2018-06-23,13,14.0,,0.14,1.8200000000000003
2018-06-24,8,14.0,,0.14,1.12
2018-06-25,90,14.0,,0.14,12.600000000000001
2018-06-26,91,14.0,,0.14,12.740000000000002
2018-06-27,79,14.0,,0.14,11.06
2018-06-28,78,14.0,,0.14,10.920000000000002
2018-06-29,76,14.0,,0.14,10.64
2018-06-30,14,14.0,,0.14,1.9600000000000002
2018-07-01,9,13.0,False,0.13,1.17
2018-07-02,82,13.0,,0.13,10.66
2018-07-03,72,13.0,,0.13,9.36
2018-07-04,17,13.0,,0.13,2.21
2018-07-05,81,13.0,,0.13,10.530000000000001
2018-07-06,96,13.0,,0.13,12.48
2018-07-07,17,13.0,,0.13,2.21
2018-07-08,5,13.0,,0.13,0.65
2018-07-09,88,13.0,,0.13,11.440000000000001
2018-07-10,91,13.0,,0.13,11.83
2018-07-11,100,13.0,,0.13,13.0
2018-07-12,92,13.0,,0.13,11.96
2018-07-13,94,13.0,,0.13,12.22
2018-07-14,15,13.0,,0.13,1.9500000000000002
2018-07-15,8,13.0,,0.13,1.04
2018-07-16,84,13.0,,0.13,10.92
2018-07-17,84,13.0,,0.13,10.92
2018-07-18,82,13.0,,0.13,10.66
2018-07-19,78,13.0,,0.13,10.14
2018-07-20,77,13.0,,0.13,10.01
2018-07-21,14,13.0,,0.13,1.82
2018-07-22,5,13.0,,0.13,0.65
2018-07-23,74,13.0,,0.13,9.620000000000001
2018-07-24,79,13.0,,0.13,10.27
2018-07-25,90,13.0,,0.13,11.700000000000001
2018-07-26,96,13.0,,0.13,12.48
2018-07-27,95,13.0,,0.13,12.35
2018-07-28,15,13.0,,0.13,1.9500000000000002
2018-07-29,8,13.0,,0.13,1.04
2018-07-30,78,13.0,,0.13,10.14
2018-07-31,87,13.0,,0.13,11.31
2018-08-01,84,13.0,False,0.13,10.92
2018-08-02,85,13.0,,0.13,11.05
2018-08-03,82,13.0,,0.13,10.66
2018-08-04,16,13.0,,0.13,2.08
2018-08-05,8,13.0,,0.13,1.04
2018-08-06,71,13.0,,0.13,9.23
2018-08-07,85,13.0,,0.13,11.05
2018-08-08,77,13.0,,0.13,10.01
2018-08-09,79,13.0,,0.13,10.27
2018-08-10,78,13.0,,0.13,10.14
2018-08-11,13,13.0,,0.13,1.69
2018-08-12,7,13.0,,0.13,0.91
2018-08-13,78,13.0,,0.13,10.14
2018-08-14,78,13.0,,0.13,10.14
2018-08-15,93,13.0,,0.13,12.09
2018-08-16,100,13.0,,0.13,13.0
2018-08-17,94,13.0,,0.13,12.22
2018-08-18,16,13.0,,0.13,2.08
2018-08-19,8,13.0,,0.13,1.04
2018-08-20,79,13.0,,0.13,10.27
2018-08-21,88,13.0,,0.13,11.440000000000001
2018-08-22,92,13.0,,0.13,11.96
2018-08-23,90,13.0,,0.13,11.700000000000001
2018-08-24,86,13.0,,0.13,11.18
2018-08-25,16,13.0,,0.13,2.08
2018-08-26,8,13.0,,0.13,1.04
2018-08-27,94,13.0,,0.13,12.22
2018-08-28,100,13.0,,0.13,13.0
2018-08-29,95,13.0,,0.13,12.35
2018-08-30,92,13.0,,0.13,11.96
2018-08-31,81,13.0,,0.13,10.530000000000001
2018-09-01,17,11.0,False,0.11,1.87
2018-09-02,5,11.0,,0.11,0.55
2018-09-03,10,11.0,,0.11,1.1
2018-09-04,79,11.0,,0.11,8.69
2018-09-05,77,11.0,,0.11,8.47
2018-09-06,80,11.0,,0.11,8.8
2018-09-07,74,11.0,,0.11,8.14
2018-09-08,17,11.0,,0.11,1.87
2018-09-09,8,11.0,,0.11,0.88
2018-09-10,72,11.0,,0.11,7.92
2018-09-11,73,11.0,,0.11,8.03
2018-09-12,80,11.0,,0.11,8.8
2018-09-13,77,11.0,,0.11,8.47
2018-09-14,83,11.0,,0.11,9.13
2018-09-15,12,11.0,,0.11,1.32
2018-09-16,6,11.0,,0.11,0.66
2018-09-17,70,11.0,,0.11,7.7
2018-09-18,91,11.0,,0.11,10.01
2018-09-19,86,11.0,,0.11,9.46
2018-09-20,100,11.0,,0.11,11.0
2018-09-21,100,11.0,,0.11,11.0
2018-09-22,15,11.0,,0.11,1.65
2018-09-23,6,11.0,,0.11,0.66
2018-09-24,77,11.0,,0.11,8.47
2018-09-25,88,11.0,,0.11,9.68
2018-09-26,82,11.0,,0.11,9.02
2018-09-27,76,11.0,,0.11,8.36
2018-09-28,70,11.0,,0.11,7.7
2018-09-29,11,11.0,,0.11,1.21
2018-09-30,7,11.0,,0.11,0.77
2018-10-01,38,18.0,False,0.18,6.84
2018-10-02,36,18.0,,0.18,6.4799999999999995
2018-10-03,39,18.0,,0.18,7.02
2018-10-04,36,18.0,,0.18,6.4799999999999995
2018-10-05,37,18.0,,0.18,6.66
2018-10-06,6,18.0,,0.18,1.08
2018-10-07,2,18.0,,0.18,0.36
2018-10-08,33,18.0,,0.18,5.9399999999999995
2018-10-09,36,18.0,,0.18,6.4799999999999995
2018-10-10,62,18.0,,0.18,11.16
2018-10-11,100,18.0,,0.18,18.0
2018-10-12,94,18.0,,0.18,16.919999999999998
2018-10-13,18,18.0,,0.18,3.2399999999999998
2018-10-14,7,18.0,,0.18,1.26
2018-10-15,56,18.0,,0.18,10.08
2018-10-16,59,18.0,,0.18,10.62
2018-10-17,52,18.0,,0.18,9.36
2018-10-18,56,18.0,,0.18,10.08
2018-10-19,55,18.0,,0.18,9.9
2018-10-20,10,18.0,,0.18,1.7999999999999998
2018-10-21,4,18.0,,0.18,0.72
2018-10-22,45,18.0,,0.18,8.1
2018-10-23,67,18.0,,0.18,12.059999999999999
2018-10-24,69,18.0,,0.18,12.42
2018-10-25,78,18.0,,0.18,14.04
2018-10-26,78,18.0,,0.18,14.04
2018-10-27,14,18.0,,0.18,2.52
2018-10-28,6,18.0,,0.18,1.08
2018-10-29,59,18.0,,0.18,10.62
2018-10-30,66,18.0,,0.18,11.879999999999999
2018-10-31,67,18.0,,0.18,12.059999999999999
2018-11-01,78,18.0,False,0.18,14.04
2018-11-02,75,18.0,,0.18,13.5
2018-11-03,13,18.0,,0.18,2.34
2018-11-04,5,18.0,,0.18,0.8999999999999999
2018-11-05,59,18.0,,0.18,10.62
2018-11-06,67,18.0,,0.18,12.059999999999999
2018-11-07,66,18.0,,0.18,11.879999999999999
2018-11-08,72,18.0,,0.18,12.959999999999999
2018-11-09,64,18.0,,0.18,11.52
2018-11-10,13,18.0,,0.18,2.34
2018-11-11,6,18.0,,0.18,1.08
2018-11-12,64,18.0,,0.18,11.52
2018-11-13,74,18.0,,0.18,13.32
2018-11-14,74,18.0,,0.18,13.32
2018-11-15,74,18.0,,0.18,13.32
2018-11-16,68,18.0,,0.18,12.24
2018-11-17,14,18.0,,0.18,2.52
2018-11-18,5,18.0,,0.18,0.8999999999999999
2018-11-19,63,18.0,,0.18,11.34
2018-11-20,100,18.0,,0.18,18.0
2018-11-21,90,18.0,,0.18,16.2
2018-11-22,18,18.0,,0.18,3.2399999999999998
2018-11-23,47,18.0,,0.18,8.459999999999999
2018-11-24,16,18.0,,0.18,2.88
2018-11-25,6,18.0,,0.18,1.08
2018-11-26,61,18.0,,0.18,10.98
2018-11-27,67,18.0,,0.18,12.059999999999999
2018-11-28,71,18.0,,0.18,12.78
2018-11-29,79,18.0,,0.18,14.219999999999999
2018-11-30,74,18.0,,0.18,13.32
2018-12-01,7,27.0,False,0.27,1.8900000000000001
2018-12-02,3,27.0,,0.27,0.81
2018-12-03,30,27.0,,0.27,8.100000000000001
2018-12-04,43,27.0,,0.27,11.610000000000001
2018-12-05,29,27.0,,0.27,7.83
2018-12-06,65,27.0,,0.27,17.55
2018-12-07,53,27.0,,0.27,14.31
2018-12-08,10,27.0,,0.27,2.7
2018-12-09,4,27.0,,0.27,1.08
2018-12-10,47,27.0,,0.27,12.690000000000001
2018-12-11,43,27.0,,0.27,11.610000000000001
2018-12-12,40,27.0,,0.27,10.8
2018-12-13,38,27.0,,0.27,10.260000000000002
2018-12-14,41,27.0,,0.27,11.07
2018-12-15,8,27.0,,0.27,2.16
2018-12-16,3,27.0,,0.27,0.81
2018-12-17,45,27.0,,0.27,12.15
2018-12-18,51,27.0,,0.27,13.770000000000001
2018-12-19,55,27.0,,0.27,14.850000000000001
2018-12-20,67,27.0,,0.27,18.09
2018-12-21,75,27.0,,0.27,20.25
2018-12-22,15,27.0,,0.27,4.050000000000001
2018-12-23,6,27.0,,0.27,1.62
2018-12-24,63,27.0,,0.27,17.01
2018-12-25,19,27.0,,0.27,5.130000000000001
2018-12-26,86,27.0,,0.27,23.220000000000002
2018-12-27,100,27.0,,0.27,27.0
2018-12-28,76,27.0,,0.27,20.520000000000003
2018-12-29,15,27.0,,0.27,4.050000000000001
2018-12-30,5,27.0,,0.27,1.35
2018-12-31,45,27.0,,0.27,12.15
2019-01-01,19,24.0,False,0.24,4.56
2019-01-02,84,24.0,,0.24,20.16
2019-01-03,100,24.0,,0.24,24.0
2019-01-04,99,24.0,,0.24,23.759999999999998
2019-01-05,16,24.0,,0.24,3.84
2019-01-06,6,24.0,,0.24,1.44
2019-01-07,69,24.0,,0.24,16.56
2019-01-08,69,24.0,,0.24,16.56
2019-01-09,74,24.0,,0.24,17.759999999999998
2019-01-10,74,24.0,,0.24,17.759999999999998
2019-01-11,68,24.0,,0.24,16.32
2019-01-12,11,24.0,,0.24,2.6399999999999997
2019-01-13,5,24.0,,0.24,1.2
2019-01-14,56,24.0,,0.24,13.44
2019-01-15,63,24.0,,0.24,15.12
2019-01-16,56,24.0,,0.24,13.44
2019-01-17,58,24.0,,0.24,13.92
2019-01-18,64,24.0,,0.24,15.36
2019-01-19,13,24.0,,0.24,3.12
2019-01-20,5,24.0,,0.24,1.2
2019-01-21,23,24.0,,0.24,5.52
2019-01-22,57,24.0,,0.24,13.68
2019-01-23,59,24.0,,0.24,14.16
2019-01-24,56,24.0,,0.24,13.44
2019-01-25,59,24.0,,0.24,14.16
2019-01-26,13,24.0,,0.24,3.12
2019-01-27,4,24.0,,0.24,0.96
2019-01-28,50,24.0,,0.24,12.0
2019-01-29,51,24.0,,0.24,12.24
2019-01-30,56,24.0,,0.24,13.44
2019-01-31,55,24.0,,0.24,13.2
2019-02-01,95,17.0,False,0.17,16.150000000000002
2019-02-02,19,17.0,,0.17,3.2300000000000004
2019-02-03,7,17.0,,0.17,1.1900000000000002
2019-02-04,75,17.0,,0.17,12.750000000000002
2019-02-05,91,17.0,,0.17,15.47
2019-02-06,93,17.0,,0.17,15.81
2019-02-07,90,17.0,,0.17,15.3
2019-02-08,85,17.0,,0.17,14.450000000000001
2019-02-09,16,17.0,,0.17,2.72
2019-02-10,6,17.0,,0.17,1.02
2019-02-11,69,17.0,,0.17,11.73
2019-02-12,87,17.0,,0.17,14.790000000000001
2019-02-13,90,17.0,,0.17,15.3
2019-02-14,86,17.0,,0.17,14.620000000000001
2019-02-15,100,17.0,,0.17,17.0
2019-02-16,23,17.0,,0.17,3.91
2019-02-17,7,17.0,,0.17,1.1900000000000002
2019-02-18,37,17.0,,0.17,6.29
2019-02-19,88,17.0,,0.17,14.96
2019-02-20,91,17.0,,0.17,15.47
2019-02-21,82,17.0,,0.17,13.940000000000001
2019-02-22,90,17.0,,0.17,15.3
2019-02-23,20,17.0,,0.17,3.4000000000000004
2019-02-24,7,17.0,,0.17,1.1900000000000002
2019-02-25,82,17.0,,0.17,13.940000000000001
2019-02-26,85,17.0,,0.17,14.450000000000001
2019-02-27,83,17.0,,0.17,14.110000000000001
2019-02-28,80,17.0,,0.17,13.600000000000001
2019-03-01,82,16.0,False,0.16,13.120000000000001
2019-03-02,19,16.0,,0.16,3.04
2019-03-03,7,16.0,,0.16,1.12
2019-03-04,91,16.0,,0.16,14.56
2019-03-05,91,16.0,,0.16,14.56
2019-03-06,78,16.0,,0.16,12.48
