date,dow jones_unscaled,dow jones_monthly,isPartial,scale,dow jones
2019-03-07,82,16.0,,0.16,13.120000000000001
2019-03-08,91,16.0,,0.16,14.56
2019-03-09,15,16.0,,0.16,2.4
2019-03-10,7,16.0,,0.16,1.12
2019-03-11,77,16.0,,0.16,12.32
2019-03-12,84,16.0,,0.16,13.44
2019-03-13,77,16.0,,0.16,12.32
2019-03-14,74,16.0,,0.16,11.84
2019-03-15,76,16.0,,0.16,12.16
2019-03-16,10,16.0,,0.16,1.6
2019-03-17,7,16.0,,0.16,1.12
2019-03-18,77,16.0,,0.16,12.32
2019-03-19,81,16.0,,0.16,12.96
2019-03-20,83,16.0,,0.16,13.280000000000001
2019-03-21,81,16.0,,0.16,12.96
2019-03-22,100,16.0,,0.16,16.0
2019-03-23,19,16.0,,0.16,3.04
2019-03-24,8,16.0,,0.16,1.28
2019-03-25,90,16.0,,0.16,14.4
2019-03-26,84,16.0,,0.16,13.44
2019-03-27,94,16.0,,0.16,15.040000000000001
2019-03-28,84,16.0,,0.16,13.44
2019-03-29,76,16.0,,0.16,12.16
2019-03-30,16,16.0,,0.16,2.56
2019-03-31,7,16.0,,0.16,1.12
2019-04-01,88,15.0,False,0.15,13.2
2019-04-02,100,15.0,,0.15,15.0
2019-04-03,94,15.0,,0.15,14.1
2019-04-04,98,15.0,,0.15,14.7
2019-04-05,94,15.0,,0.15,14.1
2019-04-06,16,15.0,,0.15,2.4
2019-04-07,9,15.0,,0.15,1.3499999999999999
2019-04-08,82,15.0,,0.15,12.299999999999999
2019-04-09,82,15.0,,0.15,12.299999999999999
2019-04-10,77,15.0,,0.15,11.549999999999999
2019-04-11,81,15.0,,0.15,12.15
2019-04-12,87,15.0,,0.15,13.049999999999999
2019-04-13,15,15.0,,0.15,2.25
2019-04-14,7,15.0,,0.15,1.05
2019-04-15,83,15.0,,0.15,12.45
2019-04-16,81,15.0,,0.15,12.15
2019-04-17,84,15.0,,0.15,12.6
2019-04-18,83,15.0,,0.15,12.45
2019-04-19,56,15.0,,0.15,8.4
2019-04-20,12,15.0,,0.15,1.7999999999999998
2019-04-21,7,15.0,,0.15,1.05
2019-04-22,74,15.0,,0.15,11.1
2019-04-23,88,15.0,,0.15,13.2
2019-04-24,77,15.0,,0.15,11.549999999999999
2019-04-25,82,15.0,,0.15,12.299999999999999
2019-04-26,80,15.0,,0.15,12.0
2019-04-27,16,15.0,,0.15,2.4
2019-04-28,9,15.0,,0.15,1.3499999999999999
2019-04-29,74,15.0,,0.15,11.1
2019-04-30,75,15.0,,0.15,11.25
2019-05-01,43,20.0,False,0.2,8.6
2019-05-02,44,20.0,,0.2,8.8
2019-05-03,47,20.0,,0.2,9.4
2019-05-04,8,20.0,,0.2,1.6
2019-05-05,4,20.0,,0.2,0.8
2019-05-06,61,20.0,,0.2,12.200000000000001
2019-05-07,65,20.0,,0.2,13.0
2019-05-08,61,20.0,,0.2,12.200000000000001
2019-05-09,62,20.0,,0.2,12.4
2019-05-10,69,20.0,,0.2,13.8
2019-05-11,12,20.0,,0.2,2.4000000000000004
2019-05-12,5,20.0,,0.2,1.0
2019-05-13,100,20.0,,0.2,20.0
2019-05-14,87,20.0,,0.2,17.400000000000002
2019-05-15,65,20.0,,0.2,13.0
2019-05-16,59,20.0,,0.2,11.8
2019-05-17,60,20.0,,0.2,12.0
2019-05-18,11,20.0,,0.2,2.2
2019-05-19,5,20.0,,0.2,1.0
2019-05-20,50,20.0,,0.2,10.0
2019-05-21,52,20.0,,0.2,10.4
2019-05-22,50,20.0,,0.2,10.0
2019-05-23,59,20.0,,0.2,11.8
2019-05-24,56,20.0,,0.2,11.200000000000001
2019-05-25,10,20.0,,0.2,2.0
2019-05-26,4,20.0,,0.2,0.8
2019-05-27,6,20.0,,0.2,1.2000000000000002
2019-05-28,48,20.0,,0.2,9.600000000000001
2019-05-29,55,20.0,,0.2,11.0
2019-05-30,55,20.0,,0.2,11.0
2019-05-31,70,20.0,,0.2,14.0
2019-06-01,24,18.0,False,0.18,4.32
2019-06-02,11,18.0,,0.18,1.98
2019-06-03,100,18.0,,0.18,18.0
2019-06-04,98,18.0,,0.18,17.64
2019-06-05,97,18.0,,0.18,17.46
2019-06-06,92,18.0,,0.18,16.56
2019-06-07,99,18.0,,0.18,17.82
2019-06-08,18,18.0,,0.18,3.2399999999999998
2019-06-09,9,18.0,,0.18,1.6199999999999999
2019-06-10,87,18.0,,0.18,15.66
2019-06-11,88,18.0,,0.18,15.84
2019-06-12,86,18.0,,0.18,15.479999999999999
2019-06-13,85,18.0,,0.18,15.299999999999999
2019-06-14,81,18.0,,0.18,14.58
2019-06-15,15,18.0,,0.18,2.6999999999999997
2019-06-16,8,18.0,,0.18,1.44
2019-06-17,71,18.0,,0.18,12.78
2019-06-18,92,18.0,,0.18,16.56
2019-06-19,95,18.0,,0.18,17.099999999999998
2019-06-20,100,18.0,,0.18,18.0
2019-06-21,94,18.0,,0.18,16.919999999999998
2019-06-22,18,18.0,,0.18,3.2399999999999998
2019-06-23,8,18.0,,0.18,1.44
2019-06-24,80,18.0,,0.18,14.399999999999999
2019-06-25,84,18.0,,0.18,15.12
2019-06-26,85,18.0,,0.18,15.299999999999999
2019-06-27,82,18.0,,0.18,14.76
2019-06-28,79,18.0,,0.18,14.219999999999999
2019-06-29,15,18.0,,0.18,2.6999999999999997
2019-06-30,7,18.0,,0.18,1.26
2019-07-01,90,17.0,False,0.17,15.3
2019-07-02,92,17.0,,0.17,15.64
2019-07-03,93,17.0,,0.17,15.81
2019-07-04,20,17.0,,0.17,3.4000000000000004
2019-07-05,86,17.0,,0.17,14.620000000000001
2019-07-06,16,17.0,,0.17,2.72
2019-07-07,8,17.0,,0.17,1.36
2019-07-08,76,17.0,,0.17,12.920000000000002
2019-07-09,80,17.0,,0.17,13.600000000000001
2019-07-10,92,17.0,,0.17,15.64
2019-07-11,100,17.0,,0.17,17.0
2019-07-12,96,17.0,,0.17,16.32
2019-07-13,15,17.0,,0.17,2.5500000000000003
2019-07-14,8,17.0,,0.17,1.36
2019-07-15,86,17.0,,0.17,14.620000000000001
2019-07-16,87,17.0,,0.17,14.790000000000001
2019-07-17,83,17.0,,0.17,14.110000000000001
2019-07-18,82,17.0,,0.17,13.940000000000001
2019-07-19,88,17.0,,0.17,14.96
2019-07-20,15,17.0,,0.17,2.5500000000000003
2019-07-21,7,17.0,,0.17,1.1900000000000002
2019-07-22,76,17.0,,0.17,12.920000000000002
2019-07-23,85,17.0,,0.17,14.450000000000001
2019-07-24,83,17.0,,0.17,14.110000000000001
2019-07-25,76,17.0,,0.17,12.920000000000002
2019-07-26,82,17.0,,0.17,13.940000000000001
2019-07-27,15,17.0,,0.17,2.5500000000000003
2019-07-28,7,17.0,,0.17,1.1900000000000002
2019-07-29,79,17.0,,0.17,13.430000000000001
2019-07-30,82,17.0,,0.17,13.940000000000001
2019-07-31,97,17.0,,0.17,16.490000000000002
2019-08-01,45,27.0,False,0.27,12.15
2019-08-02,46,27.0,,0.27,12.420000000000002
2019-08-03,8,27.0,,0.27,2.16
2019-08-04,4,27.0,,0.27,1.08
2019-08-05,73,27.0,,0.27,19.71
2019-08-06,77,27.0,,0.27,20.790000000000003
2019-08-07,68,27.0,,0.27,18.36
2019-08-08,54,27.0,,0.27,14.580000000000002
2019-08-09,51,27.0,,0.27,13.770000000000001
2019-08-10,9,27.0,,0.27,2.43
2019-08-11,4,27.0,,0.27,1.08
2019-08-12,47,27.0,,0.27,12.690000000000001
2019-08-13,56,27.0,,0.27,15.120000000000001
2019-08-14,89,27.0,,0.27,24.03
2019-08-15,100,27.0,,0.27,27.0
2019-08-16,68,27.0,,0.27,18.36
2019-08-17,13,27.0,,0.27,3.5100000000000002
2019-08-18,5,27.0,,0.27,1.35
2019-08-19,55,27.0,,0.27,14.850000000000001
2019-08-20,53,27.0,,0.27,14.31
2019-08-21,53,27.0,,0.27,14.31
2019-08-22,52,27.0,,0.27,14.040000000000001
2019-08-23,77,27.0,,0.27,20.790000000000003
2019-08-24,15,27.0,,0.27,4.050000000000001
2019-08-25,6,27.0,,0.27,1.62
2019-08-26,63,27.0,,0.27,17.01
2019-08-27,63,27.0,,0.27,17.01
2019-08-28,55,27.0,,0.27,14.850000000000001
2019-08-29,51,27.0,,0.27,13.770000000000001
2019-08-30,54,27.0,,0.27,14.580000000000002
2019-08-31,10,27.0,,0.27,2.7
2019-09-01,9,18.0,False,0.18,1.6199999999999999
2019-09-02,15,18.0,,0.18,2.6999999999999997
2019-09-03,97,18.0,,0.18,17.46
2019-09-04,98,18.0,,0.18,17.64
2019-09-05,100,18.0,,0.18,18.0
2019-09-06,100,18.0,,0.18,18.0
2019-09-07,17,18.0,,0.18,3.06
2019-09-08,9,18.0,,0.18,1.6199999999999999
2019-09-09,80,18.0,,0.18,14.399999999999999
2019-09-10,87,18.0,,0.18,15.66
2019-09-11,90,18.0,,0.18,16.2
2019-09-12,95,18.0,,0.18,17.099999999999998
2019-09-13,89,18.0,,0.18,16.02
2019-09-14,16,18.0,,0.18,2.88
2019-09-15,8,18.0,,0.18,1.44
2019-09-16,86,18.0,,0.18,15.479999999999999
2019-09-17,81,18.0,,0.18,14.58
2019-09-18,95,18.0,,0.18,17.099999999999998
2019-09-19,81,18.0,,0.18,14.58
2019-09-20,82,18.0,,0.18,14.76
2019-09-21,13,18.0,,0.18,2.34
2019-09-22,7,18.0,,0.18,1.26
2019-09-23,70,18.0,,0.18,12.6
2019-09-24,80,18.0,,0.18,14.399999999999999
2019-09-25,84,18.0,,0.18,15.12
2019-09-26,81,18.0,,0.18,14.58
2019-09-27,79,18.0,,0.18,14.219999999999999
2019-09-28,16,18.0,,0.18,2.88
2019-09-29,7,18.0,,0.18,1.26
2019-09-30,76,18.0,,0.18,13.68
2019-10-01,70,19.0,False,0.19,13.3
2019-10-02,94,19.0,,0.19,17.86
2019-10-03,100,19.0,,0.19,19.0
2019-10-04,89,19.0,,0.19,16.91
2019-10-05,13,19.0,,0.19,2.47
2019-10-06,5,19.0,,0.19,0.95
2019-10-07,71,19.0,,0.19,13.49
2019-10-08,80,19.0,,0.19,15.2
2019-10-09,72,19.0,,0.19,13.68
2019-10-10,69,19.0,,0.19,13.11
2019-10-11,83,19.0,,0.19,15.77
2019-10-12,12,19.0,,0.19,2.2800000000000002
2019-10-13,6,19.0,,0.19,1.1400000000000001
2019-10-14,64,19.0,,0.19,12.16
2019-10-15,72,19.0,,0.19,13.68
2019-10-16,75,19.0,,0.19,14.25
2019-10-17,67,19.0,,0.19,12.73
2019-10-18,65,19.0,,0.19,12.35
2019-10-19,13,19.0,,0.19,2.47
2019-10-20,6,19.0,,0.19,1.1400000000000001
2019-10-21,60,19.0,,0.19,11.4
2019-10-22,65,19.0,,0.19,12.35
2019-10-23,60,19.0,,0.19,11.4
2019-10-24,58,19.0,,0.19,11.02
2019-10-25,60,19.0,,0.19,11.4
2019-10-26,13,19.0,,0.19,2.47
2019-10-27,5,19.0,,0.19,0.95
2019-10-28,63,19.0,,0.19,11.97
2019-10-29,64,19.0,,0.19,12.16
2019-10-30,63,19.0,,0.19,11.97
2019-10-31,69,19.0,,0.19,13.11
2019-11-01,95,16.0,False,0.16,15.200000000000001
2019-11-02,16,16.0,,0.16,2.56
2019-11-03,7,16.0,,0.16,1.12
2019-11-04,87,16.0,,0.16,13.92
2019-11-05,96,16.0,,0.16,15.36
2019-11-06,86,16.0,,0.16,13.76
2019-11-07,100,16.0,,0.16,16.0
2019-11-08,89,16.0,,0.16,14.24
2019-11-09,17,16.0,,0.16,2.72
2019-11-10,7,16.0,,0.16,1.12
2019-11-11,65,16.0,,0.16,10.4
2019-11-12,83,16.0,,0.16,13.280000000000001
2019-11-13,86,16.0,,0.16,13.76
2019-11-14,82,16.0,,0.16,13.120000000000001
2019-11-15,86,16.0,,0.16,13.76
2019-11-16,21,16.0,,0.16,3.36
2019-11-17,8,16.0,,0.16,1.28
2019-11-18,77,16.0,,0.16,12.32
2019-11-19,79,16.0,,0.16,12.64
2019-11-20,79,16.0,,0.16,12.64
2019-11-21,81,16.0,,0.16,12.96
2019-11-22,74,16.0,,0.16,11.84
2019-11-23,15,16.0,,0.16,2.4
2019-11-24,6,16.0,,0.16,0.96
2019-11-25,73,16.0,,0.16,11.68
2019-11-26,81,16.0,,0.16,12.96
2019-11-27,79,16.0,,0.16,12.64
2019-11-28,20,16.0,,0.16,3.2
2019-11-29,49,16.0,,0.16,7.84
2019-11-30,12,16.0,,0.16,1.92
2019-12-01,5,16.0,False,0.16,0.8
2019-12-02,73,16.0,,0.16,11.68
2019-12-03,99,16.0,,0.16,15.84
2019-12-04,95,16.0,,0.16,15.200000000000001
2019-12-05,95,16.0,,0.16,15.200000000000001
2019-12-06,95,16.0,,0.16,15.200000000000001
2019-12-07,19,16.0,,0.16,3.04
2019-12-08,6,16.0,,0.16,0.96
2019-12-09,76,16.0,,0.16,12.16
2019-12-10,88,16.0,,0.16,14.08
2019-12-11,81,16.0,,0.16,12.96
2019-12-12,92,16.0,,0.16,14.72
2019-12-13,100,16.0,,0.16,16.0
2019-12-14,21,16.0,,0.16,3.36
2019-12-15,6,16.0,,0.16,0.96
2019-12-16,84,16.0,,0.16,13.44
2019-12-17,93,16.0,,0.16,14.88
2019-12-18,90,16.0,,0.16,14.4
2019-12-19,99,16.0,,0.16,15.84
2019-12-20,100,16.0,,0.16,16.0
2019-12-21,20,16.0,,0.16,3.2
2019-12-22,7,16.0,,0.16,1.12
2019-12-23,82,16.0,,0.16,13.120000000000001
2019-12-24,73,16.0,,0.16,11.68
2019-12-25,17,16.0,,0.16,2.72
2019-12-26,85,16.0,,0.16,13.6
2019-12-27,97,16.0,,0.16,15.52
2019-12-28,21,16.0,,0.16,3.36
2019-12-29,7,16.0,,0.16,1.12
2019-12-30,80,16.0,,0.16,12.8
2019-12-31,89,16.0,,0.16,14.24
2020-01-01,18,19.0,False,0.19,3.42
2020-01-02,65,19.0,,0.19,12.35
2020-01-03,84,19.0,,0.19,15.96
2020-01-04,16,19.0,,0.19,3.04
2020-01-05,6,19.0,,0.19,1.1400000000000001
2020-01-06,72,19.0,,0.19,13.68
2020-01-07,73,19.0,,0.19,13.870000000000001
2020-01-08,84,19.0,,0.19,15.96
2020-01-09,77,19.0,,0.19,14.63
2020-01-10,78,19.0,,0.19,14.82
2020-01-11,15,19.0,,0.19,2.85
2020-01-12,6,19.0,,0.19,1.1400000000000001
2020-01-13,63,19.0,,0.19,11.97
2020-01-14,66,19.0,,0.19,12.540000000000001
2020-01-15,78,19.0,,0.19,14.82
2020-01-16,73,19.0,,0.19,13.870000000000001
2020-01-17,80,19.0,,0.19,15.2
2020-01-18,16,19.0,,0.19,3.04
2020-01-19,6,19.0,,0.19,1.1400000000000001
2020-01-20,29,19.0,,0.19,5.51
2020-01-21,70,19.0,,0.19,13.3
2020-01-22,70,19.0,,0.19,13.3
2020-01-23,69,19.0,,0.19,13.11
2020-01-24,69,19.0,,0.19,13.11
2020-01-25,15,19.0,,0.19,2.85
2020-01-26,6,19.0,,0.19,1.1400000000000001
2020-01-27,80,19.0,,0.19,15.2
2020-01-28,86,19.0,,0.19,16.34
2020-01-29,78,19.0,,0.19,14.82
2020-01-30,80,19.0,,0.19,15.2
2020-01-31,100,19.0,,0.19,19.0
2020-02-01,5,31.0,False,0.31,1.55
2020-02-02,2,31.0,,0.31,0.62
2020-02-03,20,31.0,,0.31,6.2
2020-02-04,21,31.0,,0.31,6.51
2020-02-05,24,31.0,,0.31,7.4399999999999995
2020-02-06,23,31.0,,0.31,7.13
2020-02-07,21,31.0,,0.31,6.51
2020-02-08,4,31.0,,0.31,1.24
2020-02-09,2,31.0,,0.31,0.62
2020-02-10,19,31.0,,0.31,5.89
2020-02-11,19,31.0,,0.31,5.89
2020-02-12,20,31.0,,0.31,6.2
2020-02-13,21,31.0,,0.31,6.51
2020-02-14,20,31.0,,0.31,6.2
2020-02-15,3,31.0,,0.31,0.9299999999999999
2020-02-16,1,31.0,,0.31,0.31
2020-02-17,9,31.0,,0.31,2.79
2020-02-18,18,31.0,,0.31,5.58
2020-02-19,19,31.0,,0.31,5.89
2020-02-20,18,31.0,,0.31,5.58
2020-02-21,20,31.0,,0.31,6.2
2020-02-22,3,31.0,,0.31,0.9299999999999999
2020-02-23,2,31.0,,0.31,0.62
2020-02-24,43,31.0,,0.31,13.33
2020-02-25,53,31.0,,0.31,16.43
2020-02-26,55,31.0,,0.31,17.05
2020-02-27,69,31.0,,0.31,21.39
2020-02-28,100,31.0,,0.31,31.0
2020-02-29,15,31.0,,0.31,4.65
2020-03-01,4,100.0,False,1.0,4.0
2020-03-02,48,100.0,,1.0,48.0
2020-03-03,48,100.0,,1.0,48.0
2020-03-04,40,100.0,,1.0,40.0
2020-03-05,41,100.0,,1.0,41.0
2020-03-06,44,100.0,,1.0,44.0
2020-03-07,8,100.0,,1.0,8.0
2020-03-08,4,100.0,,1.0,4.0
2020-03-09,79,100.0,,1.0,79.0
2020-03-10,73,100.0,,1.0,73.0
2020-03-11,66,100.0,,1.0,66.0
2020-03-12,100,100.0,,1.0,100.0
2020-03-13,95,100.0,,1.0,95.0
2020-03-14,15,100.0,,1.0,15.0
2020-03-15,9,100.0,,1.0,9.0
2020-03-16,93,100.0,,1.0,93.0
2020-03-17,85,100.0,,1.0,85.0
2020-03-18,84,100.0,,1.0,84.0
2020-03-19,79,100.0,,1.0,79.0
2020-03-20,69,100.0,,1.0,69.0
2020-03-21,13,100.0,,1.0,13.0
2020-03-22,8,100.0,,1.0,8.0
2020-03-23,70,100.0,,1.0,70.0
2020-03-24,71,100.0,,1.0,71.0
2020-03-25,71,100.0,,1.0,71.0
2020-03-26,68,100.0,,1.0,68.0
2020-03-27,61,100.0,,1.0,61.0
2020-03-28,10,100.0,,1.0,10.0
2020-03-29,6,100.0,,1.0,6.0
2020-03-30,48,100.0,,1.0,48.0
2020-03-31,46,100.0,,1.0,46.0
2020-04-01,95,53.0,False,0.53,50.35
2020-04-02,100,53.0,,0.53,53.0
2020-04-03,86,53.0,,0.53,45.580000000000005
2020-04-04,16,53.0,,0.53,8.48
2020-04-05,8,53.0,,0.53,4.24
2020-04-06,86,53.0,,0.53,45.580000000000005
2020-04-07,96,53.0,,0.53,50.88
2020-04-08,91,53.0,,0.53,48.230000000000004
2020-04-09,94,53.0,,0.53,49.82
2020-04-10,53,53.0,,0.53,28.09
2020-04-11,13,53.0,,0.53,6.890000000000001
2020-04-12,8,53.0,,0.53,4.24
2020-04-13,79,53.0,,0.53,41.870000000000005
2020-04-14,77,53.0,,0.53,40.81
2020-04-15,74,53.0,,0.53,39.22
2020-04-16,76,53.0,,0.53,40.28
2020-04-17,73,53.0,,0.53,38.690000000000005
2020-04-18,14,53.0,,0.53,7.42
2020-04-19,8,53.0,,0.53,4.24
2020-04-20,73,53.0,,0.53,38.690000000000005
2020-04-21,71,53.0,,0.53,37.63
2020-04-22,66,53.0,,0.53,34.980000000000004
2020-04-23,65,53.0,,0.53,34.45
2020-04-24,59,53.0,,0.53,31.270000000000003
2020-04-25,10,53.0,,0.53,5.300000000000001
2020-04-26,7,53.0,,0.53,3.71
2020-04-27,56,53.0,,0.53,29.68
2020-04-28,61,53.0,,0.53,32.33
2020-04-29,62,53.0,,0.53,32.86
2020-04-30,61,53.0,,0.53,32.33
2020-05-01,97,36.0,False,0.36,34.92
2020-05-02,18,36.0,,0.36,6.4799999999999995
2020-05-03,10,36.0,,0.36,3.5999999999999996
2020-05-04,91,36.0,,0.36,32.76
2020-05-05,89,36.0,,0.36,32.04
2020-05-06,92,36.0,,0.36,33.12
2020-05-07,92,36.0,,0.36,33.12
2020-05-08,89,36.0,,0.36,32.04
2020-05-09,16,36.0,,0.36,5.76
2020-05-10,8,36.0,,0.36,2.88
2020-05-11,87,36.0,,0.36,31.32
2020-05-12,87,36.0,,0.36,31.32
2020-05-13,96,36.0,,0.36,34.56
2020-05-14,99,36.0,,0.36,35.64
2020-05-15,87,36.0,,0.36,31.32
2020-05-16,16,36.0,,0.36,5.76
2020-05-17,8,36.0,,0.36,2.88
2020-05-18,94,36.0,,0.36,33.839999999999996
2020-05-19,100,36.0,,0.36,36.0
2020-05-20,93,36.0,,0.36,33.48
2020-05-21,94,36.0,,0.36,33.839999999999996
2020-05-22,82,36.0,,0.36,29.52
2020-05-23,15,36.0,,0.36,5.3999999999999995
2020-05-24,7,36.0,,0.36,2.52
2020-05-25,14,36.0,,0.36,5.04
2020-05-26,90,36.0,,0.36,32.4
2020-05-27,94,36.0,,0.36,33.839999999999996
2020-05-28,94,36.0,,0.36,33.839999999999996
2020-05-29,86,36.0,,0.36,30.959999999999997
2020-05-30,15,36.0,,0.36,5.3999999999999995
2020-05-31,9,36.0,,0.36,3.2399999999999998
2020-06-01,61,45.0,False,0.45,27.45
2020-06-02,64,45.0,,0.45,28.8
2020-06-03,66,45.0,,0.45,29.7
2020-06-04,69,45.0,,0.45,31.05
2020-06-05,87,45.0,,0.45,39.15
2020-06-06,14,45.0,,0.45,6.3
2020-06-07,8,45.0,,0.45,3.6
2020-06-08,71,45.0,,0.45,31.95
2020-06-09,78,45.0,,0.45,35.1
2020-06-10,69,45.0,,0.45,31.05
2020-06-11,99,45.0,,0.45,44.550000000000004
2020-06-12,100,45.0,,0.45,45.0
2020-06-13,16,45.0,,0.45,7.2
2020-06-14,8,45.0,,0.45,3.6
2020-06-15,81,45.0,,0.45,36.45
2020-06-16,88,45.0,,0.45,39.6
2020-06-17,81,45.0,,0.45,36.45
2020-06-18,74,45.0,,0.45,33.300000000000004
2020-06-19,73,45.0,,0.45,32.85
2020-06-20,12,45.0,,0.45,5.4
2020-06-21,6,45.0,,0.45,2.7
2020-06-22,67,45.0,,0.45,30.150000000000002
2020-06-23,65,45.0,,0.45,29.25
2020-06-24,76,45.0,,0.45,34.2
2020-06-25,77,45.0,,0.45,34.65
2020-06-26,72,45.0,,0.45,32.4
2020-06-27,12,45.0,,0.45,5.4
2020-06-28,8,45.0,,0.45,3.6
2020-06-29,69,45.0,,0.45,31.05
2020-06-30,72,45.0,,0.45,32.4
2020-07-01,100,35.0,False,0.35,35.0
2020-07-02,98,35.0,,0.35,34.3
2020-07-03,48,35.0,,0.35,16.799999999999997
2020-07-04,11,35.0,,0.35,3.8499999999999996
2020-07-05,9,35.0,,0.35,3.15
2020-07-06,85,35.0,,0.35,29.749999999999996
2020-07-07,89,35.0,,0.35,31.15
2020-07-08,92,35.0,,0.35,32.199999999999996
2020-07-09,91,35.0,,0.35,31.849999999999998
2020-07-10,88,35.0,,0.35,30.799999999999997
2020-07-11,15,35.0,,0.35,5.25
2020-07-12,9,35.0,,0.35,3.15
2020-07-13,86,35.0,,0.35,30.099999999999998
2020-07-14,96,35.0,,0.35,33.599999999999994
2020-07-15,97,35.0,,0.35,33.949999999999996
2020-07-16,89,35.0,,0.35,31.15
2020-07-17,85,35.0,,0.35,29.749999999999996
2020-07-18,16,35.0,,0.35,5.6
2020-07-19,7,35.0,,0.35,2.4499999999999997
2020-07-20,80,35.0,,0.35,28.0
2020-07-21,85,35.0,,0.35,29.749999999999996
2020-07-22,85,35.0,,0.35,29.749999999999996
2020-07-23,85,35.0,,0.35,29.749999999999996
2020-07-24,81,35.0,,0.35,28.349999999999998
2020-07-25,13,35.0,,0.35,4.55
2020-07-26,7,35.0,,0.35,2.4499999999999997
2020-07-27,74,35.0,,0.35,25.9
2020-07-28,74,35.0,,0.35,25.9
2020-07-29,76,35.0,,0.35,26.599999999999998
2020-07-30,91,35.0,,0.35,31.849999999999998
2020-07-31,77,35.0,,0.35,26.95
2020-08-01,17,27.0,False,0.27,4.59
2020-08-02,8,27.0,,0.27,2.16
2020-08-03,83,27.0,,0.27,22.41
2020-08-04,88,27.0,,0.27,23.76
2020-08-05,88,27.0,,0.27,23.76
2020-08-06,90,27.0,,0.27,24.3
2020-08-07,91,27.0,,0.27,24.57
2020-08-08,17,27.0,,0.27,4.59
2020-08-09,9,27.0,,0.27,2.43
2020-08-10,84,27.0,,0.27,22.68
2020-08-11,100,27.0,,0.27,27.0
2020-08-12,97,27.0,,0.27,26.19
2020-08-13,92,27.0,,0.27,24.840000000000003
2020-08-14,83,27.0,,0.27,22.41
2020-08-15,16,27.0,,0.27,4.32
2020-08-16,8,27.0,,0.27,2.16
2020-08-17,75,27.0,,0.27,20.25
2020-08-18,81,27.0,,0.27,21.87
2020-08-19,82,27.0,,0.27,22.14
2020-08-20,77,27.0,,0.27,20.790000000000003
2020-08-21,74,27.0,,0.27,19.98
2020-08-22,14,27.0,,0.27,3.7800000000000002
2020-08-23,6,27.0,,0.27,1.62
2020-08-24,75,27.0,,0.27,20.25
2020-08-25,79,27.0,,0.27,21.330000000000002
2020-08-26,77,27.0,,0.27,20.790000000000003
2020-08-27,80,27.0,,0.27,21.6
2020-08-28,77,27.0,,0.27,20.790000000000003
2020-08-29,14,27.0,,0.27,3.7800000000000002
2020-08-30,7,27.0,,0.27,1.8900000000000001
2020-08-31,71,27.0,,0.27,19.17
2020-09-01,67,30.0,False,0.3,20.099999999999998
2020-09-02,74,30.0,,0.3,22.2
2020-09-03,98,30.0,,0.3,29.4
2020-09-04,100,30.0,,0.3,30.0
2020-09-05,17,30.0,,0.3,5.1
2020-09-06,6,30.0,,0.3,1.7999999999999998
2020-09-07,12,30.0,,0.3,3.5999999999999996
2020-09-08,82,30.0,,0.3,24.599999999999998
2020-09-09,81,30.0,,0.3,24.3
2020-09-10,83,30.0,,0.3,24.9
2020-09-11,80,30.0,,0.3,24.0
2020-09-12,14,30.0,,0.3,4.2
2020-09-13,6,30.0,,0.3,1.7999999999999998
2020-09-14,67,30.0,,0.3,20.099999999999998
2020-09-15,73,30.0,,0.3,21.9
2020-09-16,70,30.0,,0.3,21.0
2020-09-17,66,30.0,,0.3,19.8
2020-09-18,70,30.0,,0.3,21.0
2020-09-19,12,30.0,,0.3,3.5999999999999996
2020-09-20,6,30.0,,0.3,1.7999999999999998
2020-09-21,85,30.0,,0.3,25.5
2020-09-22,81,30.0,,0.3,24.3
2020-09-23,79,30.0,,0.3,23.7
2020-09-24,75,30.0,,0.3,22.5
2020-09-25,73,30.0,,0.3,21.9
2020-09-26,14,30.0,,0.3,4.2
2020-09-27,5,30.0,,0.3,1.5
2020-09-28,69,30.0,,0.3,20.7
2020-09-29,73,30.0,,0.3,21.9
2020-09-30,78,30.0,,0.3,23.4
2020-10-01,63,32.0,False,0.32,20.16
2020-10-02,92,32.0,,0.32,29.44
2020-10-03,13,32.0,,0.32,4.16
2020-10-04,7,32.0,,0.32,2.24
2020-10-05,62,32.0,,0.32,19.84
2020-10-06,81,32.0,,0.32,25.92
2020-10-07,78,32.0,,0.32,24.96
2020-10-08,70,32.0,,0.32,22.400000000000002
2020-10-09,72,32.0,,0.32,23.04
2020-10-10,12,32.0,,0.32,3.84
2020-10-11,6,32.0,,0.32,1.92
2020-10-12,67,32.0,,0.32,21.44
2020-10-13,72,32.0,,0.32,23.04
2020-10-14,68,32.0,,0.32,21.76
2020-10-15,69,32.0,,0.32,22.080000000000002
2020-10-16,66,32.0,,0.32,21.12
2020-10-17,10,32.0,,0.32,3.2
2020-10-18,6,32.0,,0.32,1.92
2020-10-19,64,32.0,,0.32,20.48
2020-10-20,72,32.0,,0.32,23.04
2020-10-21,71,32.0,,0.32,22.72
2020-10-22,65,32.0,,0.32,20.8
2020-10-23,63,32.0,,0.32,20.16
2020-10-24,10,32.0,,0.32,3.2
2020-10-25,5,32.0,,0.32,1.6
2020-10-26,81,32.0,,0.32,25.92
2020-10-27,79,32.0,,0.32,25.28
2020-10-28,100,32.0,,0.32,32.0
2020-10-29,99,32.0,,0.32,31.68
