date,restaurant_unscaled,restaurant_monthly,isPartial,scale,restaurant
2015-03-22,82,72.0,,0.72,59.04
2015-03-23,61,72.0,,0.72,43.92
2015-03-24,59,72.0,,0.72,42.48
2015-03-25,59,72.0,,0.72,42.48
2015-03-26,65,72.0,,0.72,46.8
2015-03-27,77,72.0,,0.72,55.44
2015-03-28,90,72.0,,0.72,64.8
2015-03-29,87,72.0,,0.72,62.64
2015-03-30,61,72.0,,0.72,43.92
2015-03-31,61,72.0,,0.72,43.92
2015-04-01,67,68.0,False,0.68,45.56
2015-04-02,75,68.0,,0.68,51.00000000000001
2015-04-03,87,68.0,,0.68,59.160000000000004
2015-04-04,93,68.0,,0.68,63.24
2015-04-05,88,68.0,,0.68,59.84
2015-04-06,63,68.0,,0.68,42.84
2015-04-07,65,68.0,,0.68,44.2
2015-04-08,68,68.0,,0.68,46.24
2015-04-09,72,68.0,,0.68,48.96
2015-04-10,82,68.0,,0.68,55.760000000000005
2015-04-11,100,68.0,,0.68,68.0
2015-04-12,89,68.0,,0.68,60.52
2015-04-13,64,68.0,,0.68,43.52
2015-04-14,61,68.0,,0.68,41.480000000000004
2015-04-15,67,68.0,,0.68,45.56
2015-04-16,69,68.0,,0.68,46.92
2015-04-17,79,68.0,,0.68,53.720000000000006
2015-04-18,98,68.0,,0.68,66.64
2015-04-19,87,68.0,,0.68,59.160000000000004
2015-04-20,62,68.0,,0.68,42.160000000000004
2015-04-21,65,68.0,,0.68,44.2
2015-04-22,68,68.0,,0.68,46.24
2015-04-23,69,68.0,,0.68,46.92
2015-04-24,82,68.0,,0.68,55.760000000000005
2015-04-25,94,68.0,,0.68,63.92
2015-04-26,88,68.0,,0.68,59.84
2015-04-27,63,68.0,,0.68,42.84
2015-04-28,64,68.0,,0.68,43.52
2015-04-29,66,68.0,,0.68,44.88
2015-04-30,69,68.0,,0.68,46.92
2015-05-01,64,72.0,False,0.72,46.08
2015-05-02,78,72.0,,0.72,56.16
2015-05-03,69,72.0,,0.72,49.68
2015-05-04,54,72.0,,0.72,38.879999999999995
2015-05-05,61,72.0,,0.72,43.92
2015-05-06,56,72.0,,0.72,40.32
2015-05-07,60,72.0,,0.72,43.199999999999996
2015-05-08,69,72.0,,0.72,49.68
2015-05-09,90,72.0,,0.72,64.8
2015-05-10,100,72.0,,0.72,72.0
2015-05-11,54,72.0,,0.72,38.879999999999995
2015-05-12,53,72.0,,0.72,38.16
2015-05-13,51,72.0,,0.72,36.72
2015-05-14,54,72.0,,0.72,38.879999999999995
2015-05-15,64,72.0,,0.72,46.08
2015-05-16,78,72.0,,0.72,56.16
2015-05-17,72,72.0,,0.72,51.839999999999996
2015-05-18,59,72.0,,0.72,42.48
2015-05-19,57,72.0,,0.72,41.04
2015-05-20,55,72.0,,0.72,39.6
2015-05-21,56,72.0,,0.72,40.32
2015-05-22,64,72.0,,0.72,46.08
2015-05-23,81,72.0,,0.72,58.32
2015-05-24,78,72.0,,0.72,56.16
2015-05-25,68,72.0,,0.72,48.96
2015-05-26,50,72.0,,0.72,36.0
2015-05-27,51,72.0,,0.72,36.72
2015-05-28,55,72.0,,0.72,39.6
2015-05-29,62,72.0,,0.72,44.64
2015-05-30,80,72.0,,0.72,57.599999999999994
2015-05-31,69,72.0,,0.72,49.68
2015-06-01,63,73.0,False,0.73,45.99
2015-06-02,67,73.0,,0.73,48.91
2015-06-03,65,73.0,,0.73,47.449999999999996
2015-06-04,68,73.0,,0.73,49.64
2015-06-05,77,73.0,,0.73,56.21
2015-06-06,91,73.0,,0.73,66.42999999999999
2015-06-07,87,73.0,,0.73,63.51
2015-06-08,67,73.0,,0.73,48.91
2015-06-09,65,73.0,,0.73,47.449999999999996
2015-06-10,68,73.0,,0.73,49.64
2015-06-11,66,73.0,,0.73,48.18
2015-06-12,75,73.0,,0.73,54.75
2015-06-13,96,73.0,,0.73,70.08
2015-06-14,84,73.0,,0.73,61.32
2015-06-15,63,73.0,,0.73,45.99
2015-06-16,66,73.0,,0.73,48.18
2015-06-17,68,73.0,,0.73,49.64
2015-06-18,69,73.0,,0.73,50.37
2015-06-19,79,73.0,,0.73,57.67
2015-06-20,99,73.0,,0.73,72.27
2015-06-21,100,73.0,,0.73,73.0
2015-06-22,69,73.0,,0.73,50.37
2015-06-23,68,73.0,,0.73,49.64
2015-06-24,70,73.0,,0.73,51.1
2015-06-25,70,73.0,,0.73,51.1
2015-06-26,84,73.0,,0.73,61.32
2015-06-27,97,73.0,,0.73,70.81
2015-06-28,93,73.0,,0.73,67.89
2015-06-29,70,73.0,,0.73,51.1
2015-06-30,72,73.0,,0.73,52.56
2015-07-01,68,78.0,False,0.78,53.04
2015-07-02,72,78.0,,0.78,56.160000000000004
2015-07-03,85,78.0,,0.78,66.3
2015-07-04,88,78.0,,0.78,68.64
2015-07-05,85,78.0,,0.78,66.3
2015-07-06,65,78.0,,0.78,50.7
2015-07-07,69,78.0,,0.78,53.82
2015-07-08,69,78.0,,0.78,53.82
2015-07-09,72,78.0,,0.78,56.160000000000004
2015-07-10,80,78.0,,0.78,62.400000000000006
2015-07-11,92,78.0,,0.78,71.76
2015-07-12,92,78.0,,0.78,71.76
2015-07-13,72,78.0,,0.78,56.160000000000004
2015-07-14,69,78.0,,0.78,53.82
2015-07-15,72,78.0,,0.78,56.160000000000004
2015-07-16,73,78.0,,0.78,56.940000000000005
2015-07-17,83,78.0,,0.78,64.74000000000001
2015-07-18,97,78.0,,0.78,75.66
2015-07-19,89,78.0,,0.78,69.42
2015-07-20,75,78.0,,0.78,58.5
2015-07-21,76,78.0,,0.78,59.28
2015-07-22,76,78.0,,0.78,59.28
2015-07-23,76,78.0,,0.78,59.28
2015-07-24,89,78.0,,0.78,69.42
2015-07-25,100,78.0,,0.78,78.0
2015-07-26,95,78.0,,0.78,74.10000000000001
2015-07-27,72,78.0,,0.78,56.160000000000004
2015-07-28,73,78.0,,0.78,56.940000000000005
2015-07-29,75,78.0,,0.78,58.5
2015-07-30,74,78.0,,0.78,57.72
2015-07-31,85,78.0,,0.78,66.3
2015-08-01,100,78.0,False,0.78,78.0
2015-08-02,90,78.0,,0.78,70.2
2015-08-03,71,78.0,,0.78,55.38
2015-08-04,70,78.0,,0.78,54.6
2015-08-05,74,78.0,,0.78,57.72
2015-08-06,74,78.0,,0.78,57.72
2015-08-07,84,78.0,,0.78,65.52
2015-08-08,98,78.0,,0.78,76.44
2015-08-09,90,78.0,,0.78,70.2
2015-08-10,69,78.0,,0.78,53.82
2015-08-11,70,78.0,,0.78,54.6
2015-08-12,71,78.0,,0.78,55.38
2015-08-13,74,78.0,,0.78,57.72
2015-08-14,82,78.0,,0.78,63.96
2015-08-15,95,78.0,,0.78,74.10000000000001
2015-08-16,88,78.0,,0.78,68.64
2015-08-17,70,78.0,,0.78,54.6
2015-08-18,69,78.0,,0.78,53.82
2015-08-19,70,78.0,,0.78,54.6
2015-08-20,73,78.0,,0.78,56.940000000000005
2015-08-21,80,78.0,,0.78,62.400000000000006
2015-08-22,96,78.0,,0.78,74.88
2015-08-23,84,78.0,,0.78,65.52
2015-08-24,62,78.0,,0.78,48.36
2015-08-25,62,78.0,,0.78,48.36
2015-08-26,61,78.0,,0.78,47.58
2015-08-27,63,78.0,,0.78,49.14
2015-08-28,77,78.0,,0.78,60.06
2015-08-29,94,78.0,,0.78,73.32000000000001
2015-08-30,83,78.0,,0.78,64.74000000000001
2015-08-31,59,78.0,,0.78,46.02
2015-09-01,65,69.0,False,0.69,44.849999999999994
2015-09-02,67,69.0,,0.69,46.23
2015-09-03,68,69.0,,0.69,46.919999999999995
2015-09-04,79,69.0,,0.69,54.51
2015-09-05,98,69.0,,0.69,67.61999999999999
2015-09-06,100,69.0,,0.69,69.0
2015-09-07,83,69.0,,0.69,57.269999999999996
2015-09-08,60,69.0,,0.69,41.4
2015-09-09,63,69.0,,0.69,43.47
2015-09-10,64,69.0,,0.69,44.16
2015-09-11,75,69.0,,0.69,51.74999999999999
2015-09-12,94,69.0,,0.69,64.86
2015-09-13,78,69.0,,0.69,53.81999999999999
2015-09-14,62,69.0,,0.69,42.779999999999994
2015-09-15,60,69.0,,0.69,41.4
2015-09-16,64,69.0,,0.69,44.16
2015-09-17,65,69.0,,0.69,44.849999999999994
2015-09-18,78,69.0,,0.69,53.81999999999999
2015-09-19,94,69.0,,0.69,64.86
2015-09-20,81,69.0,,0.69,55.88999999999999
2015-09-21,61,69.0,,0.69,42.089999999999996
2015-09-22,63,69.0,,0.69,43.47
2015-09-23,66,69.0,,0.69,45.54
2015-09-24,66,69.0,,0.69,45.54
2015-09-25,76,69.0,,0.69,52.44
2015-09-26,93,69.0,,0.69,64.17
2015-09-27,80,69.0,,0.69,55.199999999999996
2015-09-28,60,69.0,,0.69,41.4
2015-09-29,59,69.0,,0.69,40.709999999999994
2015-09-30,60,69.0,,0.69,41.4
2015-10-01,63,67.0,False,0.67,42.21
2015-10-02,77,67.0,,0.67,51.59
2015-10-03,91,67.0,,0.67,60.970000000000006
2015-10-04,84,67.0,,0.67,56.28
2015-10-05,61,67.0,,0.67,40.870000000000005
2015-10-06,63,67.0,,0.67,42.21
2015-10-07,64,67.0,,0.67,42.88
2015-10-08,65,67.0,,0.67,43.550000000000004
2015-10-09,78,67.0,,0.67,52.260000000000005
2015-10-10,100,67.0,,0.67,67.0
2015-10-11,88,67.0,,0.67,58.96
2015-10-12,64,67.0,,0.67,42.88
2015-10-13,62,67.0,,0.67,41.54
2015-10-14,62,67.0,,0.67,41.54
2015-10-15,68,67.0,,0.67,45.56
2015-10-16,77,67.0,,0.67,51.59
2015-10-17,98,67.0,,0.67,65.66000000000001
2015-10-18,83,67.0,,0.67,55.61000000000001
2015-10-19,65,67.0,,0.67,43.550000000000004
2015-10-20,61,67.0,,0.67,40.870000000000005
2015-10-21,64,67.0,,0.67,42.88
2015-10-22,65,67.0,,0.67,43.550000000000004
2015-10-23,77,67.0,,0.67,51.59
2015-10-24,95,67.0,,0.67,63.650000000000006
2015-10-25,80,67.0,,0.67,53.6
2015-10-26,62,67.0,,0.67,41.54
2015-10-27,63,67.0,,0.67,42.21
2015-10-28,63,67.0,,0.67,42.21
2015-10-29,63,67.0,,0.67,42.21
2015-10-30,73,67.0,,0.67,48.910000000000004
2015-10-31,78,67.0,,0.67,52.260000000000005
2015-11-01,80,64.0,False,0.64,51.2
2015-11-02,63,64.0,,0.64,40.32
2015-11-03,61,64.0,,0.64,39.04
2015-11-04,66,64.0,,0.64,42.24
2015-11-05,69,64.0,,0.64,44.160000000000004
2015-11-06,78,64.0,,0.64,49.92
2015-11-07,100,64.0,,0.64,64.0
2015-11-08,83,64.0,,0.64,53.120000000000005
2015-11-09,63,64.0,,0.64,40.32
2015-11-10,65,64.0,,0.64,41.6
2015-11-11,69,64.0,,0.64,44.160000000000004
2015-11-12,64,64.0,,0.64,40.96
2015-11-13,80,64.0,,0.64,51.2
2015-11-14,92,64.0,,0.64,58.88
2015-11-15,78,64.0,,0.64,49.92
2015-11-16,59,64.0,,0.64,37.76
2015-11-17,60,64.0,,0.64,38.4
2015-11-18,61,64.0,,0.64,39.04
2015-11-19,63,64.0,,0.64,40.32
2015-11-20,71,64.0,,0.64,45.44
2015-11-21,87,64.0,,0.64,55.68
2015-11-22,80,64.0,,0.64,51.2
2015-11-23,60,64.0,,0.64,38.4
2015-11-24,64,64.0,,0.64,40.96
2015-11-25,68,64.0,,0.64,43.52
2015-11-26,62,64.0,,0.64,39.68
2015-11-27,62,64.0,,0.64,39.68
2015-11-28,75,64.0,,0.64,48.0
2015-11-29,69,64.0,,0.64,44.160000000000004
2015-11-30,53,64.0,,0.64,33.92
2015-12-01,59,70.0,False,0.7,41.3
2015-12-02,61,70.0,,0.7,42.699999999999996
2015-12-03,63,70.0,,0.7,44.099999999999994
2015-12-04,74,70.0,,0.7,51.8
2015-12-05,90,70.0,,0.7,62.99999999999999
2015-12-06,79,70.0,,0.7,55.3
2015-12-07,59,70.0,,0.7,41.3
2015-12-08,64,70.0,,0.7,44.8
2015-12-09,63,70.0,,0.7,44.099999999999994
2015-12-10,64,70.0,,0.7,44.8
2015-12-11,71,70.0,,0.7,49.699999999999996
2015-12-12,91,70.0,,0.7,63.699999999999996
2015-12-13,80,70.0,,0.7,56.0
2015-12-14,64,70.0,,0.7,44.8
2015-12-15,65,70.0,,0.7,45.5
2015-12-16,65,70.0,,0.7,45.5
2015-12-17,70,70.0,,0.7,49.0
2015-12-18,79,70.0,,0.7,55.3
2015-12-19,96,70.0,,0.7,67.19999999999999
2015-12-20,90,70.0,,0.7,62.99999999999999
2015-12-21,74,70.0,,0.7,51.8
2015-12-22,78,70.0,,0.7,54.599999999999994
2015-12-23,79,70.0,,0.7,55.3
2015-12-24,86,70.0,,0.7,60.199999999999996
2015-12-25,88,70.0,,0.7,61.599999999999994
2015-12-26,91,70.0,,0.7,63.699999999999996
2015-12-27,92,70.0,,0.7,64.39999999999999
2015-12-28,80,70.0,,0.7,56.0
2015-12-29,84,70.0,,0.7,58.8
2015-12-30,88,70.0,,0.7,61.599999999999994
2015-12-31,100,70.0,,0.7,70.0
2016-01-01,96,83.0,False,0.83,79.67999999999999
2016-01-02,93,83.0,,0.83,77.19
2016-01-03,76,83.0,,0.83,63.08
2016-01-04,57,83.0,,0.83,47.309999999999995
2016-01-05,60,83.0,,0.83,49.8
2016-01-06,61,83.0,,0.83,50.629999999999995
2016-01-07,65,83.0,,0.83,53.949999999999996
2016-01-08,75,83.0,,0.83,62.25
2016-01-09,88,83.0,,0.83,73.03999999999999
2016-01-10,73,83.0,,0.83,60.589999999999996
2016-01-11,56,83.0,,0.83,46.48
2016-01-12,59,83.0,,0.83,48.97
2016-01-13,62,83.0,,0.83,51.46
2016-01-14,63,83.0,,0.83,52.29
2016-01-15,76,83.0,,0.83,63.08
2016-01-16,96,83.0,,0.83,79.67999999999999
2016-01-17,89,83.0,,0.83,73.86999999999999
2016-01-18,74,83.0,,0.83,61.419999999999995
2016-01-19,64,83.0,,0.83,53.12
2016-01-20,62,83.0,,0.83,51.46
2016-01-21,67,83.0,,0.83,55.61
2016-01-22,71,83.0,,0.83,58.93
2016-01-23,82,83.0,,0.83,68.06
2016-01-24,74,83.0,,0.83,61.419999999999995
2016-01-25,58,83.0,,0.83,48.14
2016-01-26,63,83.0,,0.83,52.29
2016-01-27,64,83.0,,0.83,53.12
2016-01-28,67,83.0,,0.83,55.61
2016-01-29,77,83.0,,0.83,63.91
2016-01-30,100,83.0,,0.83,83.0
2016-01-31,88,83.0,,0.83,73.03999999999999
2016-02-01,52,83.0,False,0.83,43.16
2016-02-02,48,83.0,,0.83,39.839999999999996
2016-02-03,53,83.0,,0.83,43.989999999999995
2016-02-04,56,83.0,,0.83,46.48
2016-02-05,63,83.0,,0.83,52.29
2016-02-06,81,83.0,,0.83,67.22999999999999
2016-02-07,64,83.0,,0.83,53.12
2016-02-08,46,83.0,,0.83,38.18
2016-02-09,53,83.0,,0.83,43.989999999999995
2016-02-10,56,83.0,,0.83,46.48
2016-02-11,61,83.0,,0.83,50.629999999999995
2016-02-12,75,83.0,,0.83,62.25
2016-02-13,98,83.0,,0.83,81.33999999999999
2016-02-14,100,83.0,,0.83,83.0
2016-02-15,66,83.0,,0.83,54.779999999999994
2016-02-16,49,83.0,,0.83,40.669999999999995
2016-02-17,51,83.0,,0.83,42.33
2016-02-18,56,83.0,,0.83,46.48
2016-02-19,64,83.0,,0.83,53.12
2016-02-20,85,83.0,,0.83,70.55
2016-02-21,76,83.0,,0.83,63.08
2016-02-22,52,83.0,,0.83,43.16
2016-02-23,51,83.0,,0.83,42.33
2016-02-24,51,83.0,,0.83,42.33
2016-02-25,55,83.0,,0.83,45.65
2016-02-26,64,83.0,,0.83,53.12
2016-02-27,85,83.0,,0.83,70.55
2016-02-28,76,83.0,,0.83,63.08
2016-02-29,48,83.0,,0.83,39.839999999999996
2016-03-01,61,82.0,False,0.82,50.019999999999996
2016-03-02,61,82.0,,0.82,50.019999999999996
2016-03-03,67,82.0,,0.82,54.94
2016-03-04,79,82.0,,0.82,64.78
2016-03-05,100,82.0,,0.82,82.0
2016-03-06,89,82.0,,0.82,72.97999999999999
2016-03-07,64,82.0,,0.82,52.48
2016-03-08,64,82.0,,0.82,52.48
2016-03-09,62,82.0,,0.82,50.839999999999996
2016-03-10,66,82.0,,0.82,54.12
2016-03-11,76,82.0,,0.82,62.31999999999999
2016-03-12,98,82.0,,0.82,80.36
2016-03-13,91,82.0,,0.82,74.61999999999999
2016-03-14,63,82.0,,0.82,51.66
2016-03-15,62,82.0,,0.82,50.839999999999996
2016-03-16,63,82.0,,0.82,51.66
2016-03-17,66,82.0,,0.82,54.12
2016-03-18,80,82.0,,0.82,65.6
2016-03-19,95,82.0,,0.82,77.89999999999999
2016-03-20,91,82.0,,0.82,74.61999999999999
2016-03-21,65,82.0,,0.82,53.3
2016-03-22,64,82.0,,0.82,52.48
2016-03-23,64,82.0,,0.82,52.48
2016-03-24,72,82.0,,0.82,59.04
2016-03-25,84,82.0,,0.82,68.88
2016-03-26,99,82.0,,0.82,81.17999999999999
2016-03-27,92,82.0,,0.82,75.44
2016-03-28,63,82.0,,0.82,51.66
2016-03-29,61,82.0,,0.82,50.019999999999996
2016-03-30,65,82.0,,0.82,53.3
2016-03-31,67,82.0,,0.82,54.94
2016-04-01,79,82.0,False,0.82,64.78
2016-04-02,98,82.0,,0.82,80.36
2016-04-03,89,82.0,,0.82,72.97999999999999
2016-04-04,59,82.0,,0.82,48.379999999999995
2016-04-05,59,82.0,,0.82,48.379999999999995
2016-04-06,63,82.0,,0.82,51.66
2016-04-07,65,82.0,,0.82,53.3
2016-04-08,77,82.0,,0.82,63.13999999999999
2016-04-09,99,82.0,,0.82,81.17999999999999
2016-04-10,86,82.0,,0.82,70.52
2016-04-11,60,82.0,,0.82,49.199999999999996
2016-04-12,62,82.0,,0.82,50.839999999999996
2016-04-13,64,82.0,,0.82,52.48
2016-04-14,66,82.0,,0.82,54.12
2016-04-15,76,82.0,,0.82,62.31999999999999
2016-04-16,97,82.0,,0.82,79.53999999999999
2016-04-17,90,82.0,,0.82,73.8
2016-04-18,60,82.0,,0.82,49.199999999999996
2016-04-19,61,82.0,,0.82,50.019999999999996
2016-04-20,62,82.0,,0.82,50.839999999999996
2016-04-21,61,82.0,,0.82,50.019999999999996
2016-04-22,73,82.0,,0.82,59.86
2016-04-23,97,82.0,,0.82,79.53999999999999
2016-04-24,89,82.0,,0.82,72.97999999999999
2016-04-25,60,82.0,,0.82,49.199999999999996
2016-04-26,59,82.0,,0.82,48.379999999999995
2016-04-27,59,82.0,,0.82,48.379999999999995
2016-04-28,64,82.0,,0.82,52.48
2016-04-29,75,82.0,,0.82,61.49999999999999
2016-04-30,100,82.0,,0.82,82.0
2016-05-01,74,86.0,False,0.86,63.64
2016-05-02,52,86.0,,0.86,44.72
2016-05-03,53,86.0,,0.86,45.58
2016-05-04,55,86.0,,0.86,47.3
2016-05-05,67,86.0,,0.86,57.62
2016-05-06,71,86.0,,0.86,61.06
2016-05-07,92,86.0,,0.86,79.12
2016-05-08,100,86.0,,0.86,86.0
2016-05-09,56,86.0,,0.86,48.16
2016-05-10,54,86.0,,0.86,46.44
2016-05-11,55,86.0,,0.86,47.3
2016-05-12,55,86.0,,0.86,47.3
2016-05-13,67,86.0,,0.86,57.62
2016-05-14,85,86.0,,0.86,73.1
2016-05-15,76,86.0,,0.86,65.36
2016-05-16,54,86.0,,0.86,46.44
2016-05-17,57,86.0,,0.86,49.019999999999996
2016-05-18,56,86.0,,0.86,48.16
2016-05-19,56,86.0,,0.86,48.16
2016-05-20,66,86.0,,0.86,56.76
2016-05-21,82,86.0,,0.86,70.52
2016-05-22,75,86.0,,0.86,64.5
2016-05-23,53,86.0,,0.86,45.58
2016-05-24,53,86.0,,0.86,45.58
2016-05-25,55,86.0,,0.86,47.3
2016-05-26,57,86.0,,0.86,49.019999999999996
2016-05-27,66,86.0,,0.86,56.76
2016-05-28,82,86.0,,0.86,70.52
2016-05-29,84,86.0,,0.86,72.24
2016-05-30,72,86.0,,0.86,61.92
2016-05-31,49,86.0,,0.86,42.14
2016-06-01,59,86.0,False,0.86,50.74
2016-06-02,63,86.0,,0.86,54.18
2016-06-03,71,86.0,,0.86,61.06
2016-06-04,87,86.0,,0.86,74.82
2016-06-05,82,86.0,,0.86,70.52
2016-06-06,60,86.0,,0.86,51.6
2016-06-07,62,86.0,,0.86,53.32
2016-06-08,64,86.0,,0.86,55.04
2016-06-09,66,86.0,,0.86,56.76
2016-06-10,74,86.0,,0.86,63.64
2016-06-11,91,86.0,,0.86,78.26
2016-06-12,81,86.0,,0.86,69.66
2016-06-13,62,86.0,,0.86,53.32
2016-06-14,63,86.0,,0.86,54.18
2016-06-15,66,86.0,,0.86,56.76
2016-06-16,70,86.0,,0.86,60.199999999999996
2016-06-17,79,86.0,,0.86,67.94
2016-06-18,97,86.0,,0.86,83.42
2016-06-19,100,86.0,,0.86,86.0
2016-06-20,63,86.0,,0.86,54.18
2016-06-21,62,86.0,,0.86,53.32
2016-06-22,67,86.0,,0.86,57.62
2016-06-23,67,86.0,,0.86,57.62
2016-06-24,74,86.0,,0.86,63.64
2016-06-25,94,86.0,,0.86,80.84
2016-06-26,88,86.0,,0.86,75.67999999999999
2016-06-27,60,86.0,,0.86,51.6
2016-06-28,63,86.0,,0.86,54.18
2016-06-29,63,86.0,,0.86,54.18
2016-06-30,67,86.0,,0.86,57.62
2016-07-01,74,93.0,False,0.93,68.82000000000001
2016-07-02,92,93.0,,0.93,85.56
2016-07-03,92,93.0,,0.93,85.56
2016-07-04,83,93.0,,0.93,77.19
2016-07-05,62,93.0,,0.93,57.660000000000004
2016-07-06,68,93.0,,0.93,63.24
2016-07-07,69,93.0,,0.93,64.17
2016-07-08,77,93.0,,0.93,71.61
2016-07-09,94,93.0,,0.93,87.42
2016-07-10,87,93.0,,0.93,80.91000000000001
2016-07-11,68,93.0,,0.93,63.24
2016-07-12,67,93.0,,0.93,62.31
2016-07-13,69,93.0,,0.93,64.17
2016-07-14,71,93.0,,0.93,66.03
2016-07-15,79,93.0,,0.93,73.47
2016-07-16,100,93.0,,0.93,93.0
2016-07-17,91,93.0,,0.93,84.63000000000001
2016-07-18,71,93.0,,0.93,66.03
2016-07-19,68,93.0,,0.93,63.24
2016-07-20,72,93.0,,0.93,66.96000000000001
2016-07-21,71,93.0,,0.93,66.03
2016-07-22,82,93.0,,0.93,76.26
2016-07-23,98,93.0,,0.93,91.14
2016-07-24,93,93.0,,0.93,86.49000000000001
2016-07-25,70,93.0,,0.93,65.10000000000001
2016-07-26,70,93.0,,0.93,65.10000000000001
2016-07-27,70,93.0,,0.93,65.10000000000001
2016-07-28,73,93.0,,0.93,67.89
2016-07-29,84,93.0,,0.93,78.12
2016-07-30,100,93.0,,0.93,93.0
2016-07-31,95,93.0,,0.93,88.35000000000001
2016-08-01,79,84.0,False,0.84,66.36
2016-08-02,75,84.0,,0.84,63.0
2016-08-03,77,84.0,,0.84,64.67999999999999
2016-08-04,78,84.0,,0.84,65.52
2016-08-05,84,84.0,,0.84,70.56
2016-08-06,98,84.0,,0.84,82.32
2016-08-07,94,84.0,,0.84,78.96
2016-08-08,69,84.0,,0.84,57.96
2016-08-09,69,84.0,,0.84,57.96
2016-08-10,70,84.0,,0.84,58.8
2016-08-11,73,84.0,,0.84,61.32
2016-08-12,85,84.0,,0.84,71.39999999999999
2016-08-13,98,84.0,,0.84,82.32
2016-08-14,94,84.0,,0.84,78.96
2016-08-15,67,84.0,,0.84,56.28
2016-08-16,71,84.0,,0.84,59.64
2016-08-17,74,84.0,,0.84,62.16
2016-08-18,73,84.0,,0.84,61.32
2016-08-19,82,84.0,,0.84,68.88
2016-08-20,98,84.0,,0.84,82.32
2016-08-21,88,84.0,,0.84,73.92
2016-08-22,67,84.0,,0.84,56.28
2016-08-23,66,84.0,,0.84,55.44
2016-08-24,70,84.0,,0.84,58.8
2016-08-25,71,84.0,,0.84,59.64
2016-08-26,80,84.0,,0.84,67.2
2016-08-27,100,84.0,,0.84,84.0
2016-08-28,91,84.0,,0.84,76.44
2016-08-29,63,84.0,,0.84,52.919999999999995
2016-08-30,63,84.0,,0.84,52.919999999999995
2016-08-31,63,84.0,,0.84,52.919999999999995
2016-09-01,63,79.0,False,0.79,49.77
2016-09-02,75,79.0,,0.79,59.25
2016-09-03,96,79.0,,0.79,75.84
2016-09-04,100,79.0,,0.79,79.0
2016-09-05,85,79.0,,0.79,67.15
2016-09-06,57,79.0,,0.79,45.03
2016-09-07,59,79.0,,0.79,46.61
2016-09-08,62,79.0,,0.79,48.980000000000004
2016-09-09,74,79.0,,0.79,58.46
2016-09-10,94,79.0,,0.79,74.26
2016-09-11,81,79.0,,0.79,63.99
2016-09-12,61,79.0,,0.79,48.190000000000005
2016-09-13,59,79.0,,0.79,46.61
2016-09-14,63,79.0,,0.79,49.77
2016-09-15,65,79.0,,0.79,51.35
2016-09-16,77,79.0,,0.79,60.830000000000005
2016-09-17,93,79.0,,0.79,73.47
2016-09-18,81,79.0,,0.79,63.99
2016-09-19,58,79.0,,0.79,45.82
2016-09-20,60,79.0,,0.79,47.400000000000006
2016-09-21,60,79.0,,0.79,47.400000000000006
2016-09-22,64,79.0,,0.79,50.56
2016-09-23,73,79.0,,0.79,57.67
2016-09-24,98,79.0,,0.79,77.42
2016-09-25,85,79.0,,0.79,67.15
2016-09-26,59,79.0,,0.79,46.61
2016-09-27,56,79.0,,0.79,44.24
2016-09-28,61,79.0,,0.79,48.190000000000005
2016-09-29,61,79.0,,0.79,48.190000000000005
2016-09-30,73,79.0,,0.79,57.67
2016-10-01,98,76.0,False,0.76,74.48
2016-10-02,84,76.0,,0.76,63.84
2016-10-03,57,76.0,,0.76,43.32
2016-10-04,59,76.0,,0.76,44.84
2016-10-05,60,76.0,,0.76,45.6
2016-10-06,63,76.0,,0.76,47.88
2016-10-07,72,76.0,,0.76,54.72
2016-10-08,96,76.0,,0.76,72.96000000000001
2016-10-09,85,76.0,,0.76,64.6
2016-10-10,62,76.0,,0.76,47.12
2016-10-11,59,76.0,,0.76,44.84
2016-10-12,62,76.0,,0.76,47.12
2016-10-13,66,76.0,,0.76,50.160000000000004
2016-10-14,81,76.0,,0.76,61.56
2016-10-15,96,76.0,,0.76,72.96000000000001
2016-10-16,86,76.0,,0.76,65.36
2016-10-17,62,76.0,,0.76,47.12
2016-10-18,65,76.0,,0.76,49.4
2016-10-19,65,76.0,,0.76,49.4
2016-10-20,65,76.0,,0.76,49.4
2016-10-21,75,76.0,,0.76,57.0
2016-10-22,100,76.0,,0.76,76.0
2016-10-23,83,76.0,,0.76,63.08
2016-10-24,60,76.0,,0.76,45.6
2016-10-25,62,76.0,,0.76,47.12
2016-10-26,61,76.0,,0.76,46.36
2016-10-27,63,76.0,,0.76,47.88
2016-10-28,73,76.0,,0.76,55.480000000000004
2016-10-29,86,76.0,,0.76,65.36
2016-10-30,77,76.0,,0.76,58.52
2016-10-31,55,76.0,,0.76,41.8
2016-11-01,57,72.0,False,0.72,41.04
2016-11-02,60,72.0,,0.72,43.199999999999996
2016-11-03,61,72.0,,0.72,43.92
2016-11-04,76,72.0,,0.72,54.72
2016-11-05,100,72.0,,0.72,72.0
2016-11-06,81,72.0,,0.72,58.32
2016-11-07,60,72.0,,0.72,43.199999999999996
2016-11-08,55,72.0,,0.72,39.6
2016-11-09,42,72.0,,0.72,30.24
2016-11-10,63,72.0,,0.72,45.36
2016-11-11,78,72.0,,0.72,56.16
2016-11-12,95,72.0,,0.72,68.39999999999999
2016-11-13,82,72.0,,0.72,59.04
2016-11-14,59,72.0,,0.72,42.48
2016-11-15,58,72.0,,0.72,41.76
