date,restaurant_unscaled,restaurant_monthly,isPartial,scale,restaurant
2013-07-27,100,73.0,,0.73,73.0
2013-07-28,93,73.0,,0.73,67.89
2013-07-29,75,73.0,,0.73,54.75
2013-07-30,73,73.0,,0.73,53.29
2013-07-31,73,73.0,,0.73,53.29
2013-08-01,79,73.0,False,0.73,57.67
2013-08-02,88,73.0,,0.73,64.24
2013-08-03,100,73.0,,0.73,73.0
2013-08-04,94,73.0,,0.73,68.62
2013-08-05,75,73.0,,0.73,54.75
2013-08-06,73,73.0,,0.73,53.29
2013-08-07,75,73.0,,0.73,54.75
2013-08-08,80,73.0,,0.73,58.4
2013-08-09,87,73.0,,0.73,63.51
2013-08-10,100,73.0,,0.73,73.0
2013-08-11,91,73.0,,0.73,66.42999999999999
2013-08-12,71,73.0,,0.73,51.83
2013-08-13,74,73.0,,0.73,54.019999999999996
2013-08-14,74,73.0,,0.73,54.019999999999996
2013-08-15,77,73.0,,0.73,56.21
2013-08-16,85,73.0,,0.73,62.05
2013-08-17,99,73.0,,0.73,72.27
2013-08-18,89,73.0,,0.73,64.97
2013-08-19,75,73.0,,0.73,54.75
2013-08-20,74,73.0,,0.73,54.019999999999996
2013-08-21,71,73.0,,0.73,51.83
2013-08-22,76,73.0,,0.73,55.48
2013-08-23,83,73.0,,0.73,60.589999999999996
2013-08-24,97,73.0,,0.73,70.81
2013-08-25,89,73.0,,0.73,64.97
2013-08-26,63,73.0,,0.73,45.99
2013-08-27,66,73.0,,0.73,48.18
2013-08-28,67,73.0,,0.73,48.91
2013-08-29,71,73.0,,0.73,51.83
2013-08-30,77,73.0,,0.73,56.21
2013-08-31,94,73.0,,0.73,68.62
2013-09-01,99,66.0,False,0.66,65.34
2013-09-02,80,66.0,,0.66,52.800000000000004
2013-09-03,57,66.0,,0.66,37.620000000000005
2013-09-04,61,66.0,,0.66,40.260000000000005
2013-09-05,66,66.0,,0.66,43.56
2013-09-06,83,66.0,,0.66,54.78
2013-09-07,97,66.0,,0.66,64.02
2013-09-08,75,66.0,,0.66,49.5
2013-09-09,62,66.0,,0.66,40.92
2013-09-10,63,66.0,,0.66,41.580000000000005
2013-09-11,65,66.0,,0.66,42.9
2013-09-12,64,66.0,,0.66,42.24
2013-09-13,78,66.0,,0.66,51.480000000000004
2013-09-14,94,66.0,,0.66,62.040000000000006
2013-09-15,81,66.0,,0.66,53.46
2013-09-16,63,66.0,,0.66,41.580000000000005
2013-09-17,64,66.0,,0.66,42.24
2013-09-18,67,66.0,,0.66,44.22
2013-09-19,69,66.0,,0.66,45.54
2013-09-20,83,66.0,,0.66,54.78
2013-09-21,95,66.0,,0.66,62.7
2013-09-22,82,66.0,,0.66,54.120000000000005
2013-09-23,66,66.0,,0.66,43.56
2013-09-24,65,66.0,,0.66,42.9
2013-09-25,63,66.0,,0.66,41.580000000000005
2013-09-26,71,66.0,,0.66,46.86
2013-09-27,79,66.0,,0.66,52.14
2013-09-28,100,66.0,,0.66,66.0
2013-09-29,84,66.0,,0.66,55.440000000000005
2013-09-30,62,66.0,,0.66,40.92
2013-10-01,63,64.0,False,0.64,40.32
2013-10-02,61,64.0,,0.64,39.04
2013-10-03,66,64.0,,0.64,42.24
2013-10-04,77,64.0,,0.64,49.28
2013-10-05,96,64.0,,0.64,61.44
2013-10-06,79,64.0,,0.64,50.56
2013-10-07,63,64.0,,0.64,40.32
2013-10-08,61,64.0,,0.64,39.04
2013-10-09,60,64.0,,0.64,38.4
2013-10-10,67,64.0,,0.64,42.88
2013-10-11,80,64.0,,0.64,51.2
2013-10-12,100,64.0,,0.64,64.0
2013-10-13,86,64.0,,0.64,55.04
2013-10-14,65,64.0,,0.64,41.6
2013-10-15,64,64.0,,0.64,40.96
2013-10-16,66,64.0,,0.64,42.24
2013-10-17,70,64.0,,0.64,44.800000000000004
2013-10-18,82,64.0,,0.64,52.480000000000004
2013-10-19,92,64.0,,0.64,58.88
2013-10-20,81,64.0,,0.64,51.84
2013-10-21,63,64.0,,0.64,40.32
2013-10-22,63,64.0,,0.64,40.32
2013-10-23,70,64.0,,0.64,44.800000000000004
2013-10-24,71,64.0,,0.64,45.44
2013-10-25,80,64.0,,0.64,51.2
2013-10-26,92,64.0,,0.64,58.88
2013-10-27,83,64.0,,0.64,53.120000000000005
2013-10-28,63,64.0,,0.64,40.32
2013-10-29,61,64.0,,0.64,39.04
2013-10-30,62,64.0,,0.64,39.68
2013-10-31,63,64.0,,0.64,40.32
2013-11-01,77,66.0,False,0.66,50.82
2013-11-02,96,66.0,,0.66,63.36
2013-11-03,80,66.0,,0.66,52.800000000000004
2013-11-04,64,66.0,,0.66,42.24
2013-11-05,63,66.0,,0.66,41.580000000000005
2013-11-06,66,66.0,,0.66,43.56
2013-11-07,69,66.0,,0.66,45.54
2013-11-08,80,66.0,,0.66,52.800000000000004
2013-11-09,100,66.0,,0.66,66.0
2013-11-10,84,66.0,,0.66,55.440000000000005
2013-11-11,72,66.0,,0.66,47.52
2013-11-12,64,66.0,,0.66,42.24
2013-11-13,62,66.0,,0.66,40.92
2013-11-14,69,66.0,,0.66,45.54
2013-11-15,79,66.0,,0.66,52.14
2013-11-16,95,66.0,,0.66,62.7
2013-11-17,79,66.0,,0.66,52.14
2013-11-18,60,66.0,,0.66,39.6
2013-11-19,63,66.0,,0.66,41.580000000000005
2013-11-20,65,66.0,,0.66,42.9
2013-11-21,67,66.0,,0.66,44.22
2013-11-22,76,66.0,,0.66,50.160000000000004
2013-11-23,90,66.0,,0.66,59.400000000000006
2013-11-24,75,66.0,,0.66,49.5
2013-11-25,57,66.0,,0.66,37.620000000000005
2013-11-26,61,66.0,,0.66,40.260000000000005
2013-11-27,64,66.0,,0.66,42.24
2013-11-28,60,66.0,,0.66,39.6
2013-11-29,65,66.0,,0.66,42.9
2013-11-30,77,66.0,,0.66,50.82
2013-12-01,62,66.0,False,0.66,40.92
2013-12-02,51,66.0,,0.66,33.660000000000004
2013-12-03,55,66.0,,0.66,36.300000000000004
2013-12-04,59,66.0,,0.66,38.940000000000005
2013-12-05,61,66.0,,0.66,40.260000000000005
2013-12-06,67,66.0,,0.66,44.22
2013-12-07,78,66.0,,0.66,51.480000000000004
2013-12-08,68,66.0,,0.66,44.88
2013-12-09,59,66.0,,0.66,38.940000000000005
2013-12-10,57,66.0,,0.66,37.620000000000005
2013-12-11,61,66.0,,0.66,40.260000000000005
2013-12-12,67,66.0,,0.66,44.22
2013-12-13,70,66.0,,0.66,46.2
2013-12-14,80,66.0,,0.66,52.800000000000004
2013-12-15,72,66.0,,0.66,47.52
2013-12-16,63,66.0,,0.66,41.580000000000005
2013-12-17,61,66.0,,0.66,40.260000000000005
2013-12-18,67,66.0,,0.66,44.22
2013-12-19,69,66.0,,0.66,45.54
2013-12-20,71,66.0,,0.66,46.86
2013-12-21,87,66.0,,0.66,57.42
2013-12-22,80,66.0,,0.66,52.800000000000004
2013-12-23,74,66.0,,0.66,48.84
2013-12-24,78,66.0,,0.66,51.480000000000004
2013-12-25,75,66.0,,0.66,49.5
2013-12-26,73,66.0,,0.66,48.18
2013-12-27,89,66.0,,0.66,58.74
2013-12-28,100,66.0,,0.66,66.0
2013-12-29,91,66.0,,0.66,60.06
2013-12-30,80,66.0,,0.66,52.800000000000004
2013-12-31,91,66.0,,0.66,60.06
2014-01-01,88,69.0,False,0.69,60.72
2014-01-02,65,69.0,,0.69,44.849999999999994
2014-01-03,66,69.0,,0.69,45.54
2014-01-04,78,69.0,,0.69,53.81999999999999
2014-01-05,72,69.0,,0.69,49.67999999999999
2014-01-06,53,69.0,,0.69,36.57
2014-01-07,56,69.0,,0.69,38.64
2014-01-08,59,69.0,,0.69,40.709999999999994
2014-01-09,63,69.0,,0.69,43.47
2014-01-10,77,69.0,,0.69,53.129999999999995
2014-01-11,89,69.0,,0.69,61.41
2014-01-12,74,69.0,,0.69,51.059999999999995
2014-01-13,64,69.0,,0.69,44.16
2014-01-14,65,69.0,,0.69,44.849999999999994
2014-01-15,68,69.0,,0.69,46.919999999999995
2014-01-16,71,69.0,,0.69,48.989999999999995
2014-01-17,81,69.0,,0.69,55.88999999999999
2014-01-18,100,69.0,,0.69,69.0
2014-01-19,85,69.0,,0.69,58.65
2014-01-20,69,69.0,,0.69,47.61
2014-01-21,59,69.0,,0.69,40.709999999999994
2014-01-22,64,69.0,,0.69,44.16
2014-01-23,65,69.0,,0.69,44.849999999999994
2014-01-24,77,69.0,,0.69,53.129999999999995
2014-01-25,93,69.0,,0.69,64.17
2014-01-26,80,69.0,,0.69,55.199999999999996
2014-01-27,56,69.0,,0.69,38.64
2014-01-28,54,69.0,,0.69,37.26
2014-01-29,63,69.0,,0.69,43.47
2014-01-30,66,69.0,,0.69,45.54
2014-01-31,73,69.0,,0.69,50.37
2014-02-01,77,70.0,False,0.7,53.9
2014-02-02,62,70.0,,0.7,43.4
2014-02-03,43,70.0,,0.7,30.099999999999998
2014-02-04,50,70.0,,0.7,35.0
2014-02-05,50,70.0,,0.7,35.0
2014-02-06,54,70.0,,0.7,37.8
2014-02-07,68,70.0,,0.7,47.599999999999994
2014-02-08,81,70.0,,0.7,56.699999999999996
2014-02-09,73,70.0,,0.7,51.099999999999994
2014-02-10,59,70.0,,0.7,41.3
2014-02-11,58,70.0,,0.7,40.599999999999994
2014-02-12,60,70.0,,0.7,42.0
2014-02-13,65,70.0,,0.7,45.5
2014-02-14,90,70.0,,0.7,62.99999999999999
2014-02-15,100,70.0,,0.7,70.0
2014-02-16,83,70.0,,0.7,58.099999999999994
2014-02-17,61,70.0,,0.7,42.699999999999996
2014-02-18,54,70.0,,0.7,37.8
2014-02-19,56,70.0,,0.7,39.199999999999996
2014-02-20,57,70.0,,0.7,39.9
2014-02-21,67,70.0,,0.7,46.9
2014-02-22,86,70.0,,0.7,60.199999999999996
2014-02-23,76,70.0,,0.7,53.199999999999996
2014-02-24,54,70.0,,0.7,37.8
2014-02-25,55,70.0,,0.7,38.5
2014-02-26,58,70.0,,0.7,40.599999999999994
2014-02-27,59,70.0,,0.7,41.3
2014-02-28,68,70.0,,0.7,47.599999999999994
2014-03-01,96,70.0,False,0.7,67.19999999999999
2014-03-02,82,70.0,,0.7,57.4
2014-03-03,57,70.0,,0.7,39.9
2014-03-04,61,70.0,,0.7,42.699999999999996
2014-03-05,64,70.0,,0.7,44.8
2014-03-06,68,70.0,,0.7,47.599999999999994
2014-03-07,77,70.0,,0.7,53.9
2014-03-08,96,70.0,,0.7,67.19999999999999
2014-03-09,85,70.0,,0.7,59.49999999999999
2014-03-10,61,70.0,,0.7,42.699999999999996
2014-03-11,61,70.0,,0.7,42.699999999999996
2014-03-12,62,70.0,,0.7,43.4
2014-03-13,68,70.0,,0.7,47.599999999999994
2014-03-14,79,70.0,,0.7,55.3
2014-03-15,95,70.0,,0.7,66.5
2014-03-16,84,70.0,,0.7,58.8
2014-03-17,61,70.0,,0.7,42.699999999999996
2014-03-18,63,70.0,,0.7,44.099999999999994
2014-03-19,65,70.0,,0.7,45.5
2014-03-20,66,70.0,,0.7,46.199999999999996
2014-03-21,77,70.0,,0.7,53.9
2014-03-22,100,70.0,,0.7,70.0
2014-03-23,82,70.0,,0.7,57.4
2014-03-24,62,70.0,,0.7,43.4
2014-03-25,62,70.0,,0.7,43.4
2014-03-26,64,70.0,,0.7,44.8
2014-03-27,66,70.0,,0.7,46.199999999999996
2014-03-28,79,70.0,,0.7,55.3
2014-03-29,96,70.0,,0.7,67.19999999999999
2014-03-30,81,70.0,,0.7,56.699999999999996
2014-03-31,60,70.0,,0.7,42.0
2014-04-01,57,67.0,False,0.67,38.190000000000005
2014-04-02,62,67.0,,0.67,41.54
2014-04-03,67,67.0,,0.67,44.89
2014-04-04,80,67.0,,0.67,53.6
2014-04-05,100,67.0,,0.67,67.0
2014-04-06,82,67.0,,0.67,54.940000000000005
2014-04-07,60,67.0,,0.67,40.2
2014-04-08,62,67.0,,0.67,41.54
2014-04-09,64,67.0,,0.67,42.88
2014-04-10,66,67.0,,0.67,44.220000000000006
2014-04-11,79,67.0,,0.67,52.93
2014-04-12,94,67.0,,0.67,62.980000000000004
2014-04-13,85,67.0,,0.67,56.95
2014-04-14,63,67.0,,0.67,42.21
2014-04-15,64,67.0,,0.67,42.88
2014-04-16,60,67.0,,0.67,40.2
2014-04-17,71,67.0,,0.67,47.57
2014-04-18,82,67.0,,0.67,54.940000000000005
2014-04-19,94,67.0,,0.67,62.980000000000004
2014-04-20,85,67.0,,0.67,56.95
2014-04-21,58,67.0,,0.67,38.86
2014-04-22,65,67.0,,0.67,43.550000000000004
2014-04-23,65,67.0,,0.67,43.550000000000004
2014-04-24,70,67.0,,0.67,46.900000000000006
2014-04-25,76,67.0,,0.67,50.92
2014-04-26,100,67.0,,0.67,67.0
2014-04-27,85,67.0,,0.67,56.95
2014-04-28,62,67.0,,0.67,41.54
2014-04-29,62,67.0,,0.67,41.54
2014-04-30,66,67.0,,0.67,44.220000000000006
2014-05-01,58,72.0,False,0.72,41.76
2014-05-02,68,72.0,,0.72,48.96
2014-05-03,82,72.0,,0.72,59.04
2014-05-04,74,72.0,,0.72,53.28
2014-05-05,59,72.0,,0.72,42.48
2014-05-06,60,72.0,,0.72,43.199999999999996
2014-05-07,58,72.0,,0.72,41.76
2014-05-08,62,72.0,,0.72,44.64
2014-05-09,71,72.0,,0.72,51.12
2014-05-10,92,72.0,,0.72,66.24
2014-05-11,100,72.0,,0.72,72.0
2014-05-12,54,72.0,,0.72,38.879999999999995
2014-05-13,52,72.0,,0.72,37.44
2014-05-14,53,72.0,,0.72,38.16
2014-05-15,57,72.0,,0.72,41.04
2014-05-16,67,72.0,,0.72,48.239999999999995
2014-05-17,82,72.0,,0.72,59.04
2014-05-18,73,72.0,,0.72,52.559999999999995
2014-05-19,53,72.0,,0.72,38.16
2014-05-20,54,72.0,,0.72,38.879999999999995
2014-05-21,52,72.0,,0.72,37.44
2014-05-22,58,72.0,,0.72,41.76
2014-05-23,68,72.0,,0.72,48.96
2014-05-24,81,72.0,,0.72,58.32
2014-05-25,78,72.0,,0.72,56.16
2014-05-26,67,72.0,,0.72,48.239999999999995
2014-05-27,51,72.0,,0.72,36.72
2014-05-28,56,72.0,,0.72,40.32
2014-05-29,58,72.0,,0.72,41.76
2014-05-30,64,72.0,,0.72,46.08
2014-05-31,78,72.0,,0.72,56.16
2014-06-01,87,71.0,False,0.71,61.769999999999996
2014-06-02,63,71.0,,0.71,44.73
2014-06-03,66,71.0,,0.71,46.86
2014-06-04,68,71.0,,0.71,48.28
2014-06-05,71,71.0,,0.71,50.41
2014-06-06,78,71.0,,0.71,55.379999999999995
2014-06-07,94,71.0,,0.71,66.74
2014-06-08,85,71.0,,0.71,60.349999999999994
2014-06-09,67,71.0,,0.71,47.57
2014-06-10,68,71.0,,0.71,48.28
2014-06-11,69,71.0,,0.71,48.989999999999995
2014-06-12,73,71.0,,0.71,51.83
2014-06-13,79,71.0,,0.71,56.089999999999996
2014-06-14,97,71.0,,0.71,68.86999999999999
2014-06-15,100,71.0,,0.71,71.0
2014-06-16,64,71.0,,0.71,45.44
2014-06-17,67,71.0,,0.71,47.57
2014-06-18,70,71.0,,0.71,49.699999999999996
2014-06-19,72,71.0,,0.71,51.12
2014-06-20,79,71.0,,0.71,56.089999999999996
2014-06-21,96,71.0,,0.71,68.16
2014-06-22,88,71.0,,0.71,62.48
2014-06-23,70,71.0,,0.71,49.699999999999996
2014-06-24,70,71.0,,0.71,49.699999999999996
2014-06-25,70,71.0,,0.71,49.699999999999996
2014-06-26,70,71.0,,0.71,49.699999999999996
2014-06-27,82,71.0,,0.71,58.22
2014-06-28,96,71.0,,0.71,68.16
2014-06-29,87,71.0,,0.71,61.769999999999996
2014-06-30,67,71.0,,0.71,47.57
2014-07-01,61,77.0,False,0.77,46.97
2014-07-02,69,77.0,,0.77,53.13
2014-07-03,71,77.0,,0.77,54.67
2014-07-04,84,77.0,,0.77,64.68
2014-07-05,90,77.0,,0.77,69.3
2014-07-06,85,77.0,,0.77,65.45
2014-07-07,64,77.0,,0.77,49.28
2014-07-08,66,77.0,,0.77,50.82
2014-07-09,68,77.0,,0.77,52.36
2014-07-10,69,77.0,,0.77,53.13
2014-07-11,77,77.0,,0.77,59.29
2014-07-12,92,77.0,,0.77,70.84
2014-07-13,84,77.0,,0.77,64.68
2014-07-14,69,77.0,,0.77,53.13
2014-07-15,67,77.0,,0.77,51.59
2014-07-16,72,77.0,,0.77,55.44
2014-07-17,72,77.0,,0.77,55.44
2014-07-18,86,77.0,,0.77,66.22
2014-07-19,100,77.0,,0.77,77.0
2014-07-20,89,77.0,,0.77,68.53
2014-07-21,72,77.0,,0.77,55.44
2014-07-22,75,77.0,,0.77,57.75
2014-07-23,75,77.0,,0.77,57.75
2014-07-24,78,77.0,,0.77,60.06
2014-07-25,87,77.0,,0.77,66.99
2014-07-26,96,77.0,,0.77,73.92
2014-07-27,90,77.0,,0.77,69.3
2014-07-28,68,77.0,,0.77,52.36
2014-07-29,73,77.0,,0.77,56.21
2014-07-30,73,77.0,,0.77,56.21
2014-07-31,75,77.0,,0.77,57.75
2014-08-01,86,74.0,False,0.74,63.64
2014-08-02,100,74.0,,0.74,74.0
2014-08-03,94,74.0,,0.74,69.56
2014-08-04,72,74.0,,0.74,53.28
2014-08-05,75,74.0,,0.74,55.5
2014-08-06,74,74.0,,0.74,54.76
2014-08-07,78,74.0,,0.74,57.72
2014-08-08,86,74.0,,0.74,63.64
2014-08-09,97,74.0,,0.74,71.78
2014-08-10,90,74.0,,0.74,66.6
2014-08-11,70,74.0,,0.74,51.8
2014-08-12,68,74.0,,0.74,50.32
2014-08-13,73,74.0,,0.74,54.019999999999996
2014-08-14,77,74.0,,0.74,56.98
2014-08-15,83,74.0,,0.74,61.42
2014-08-16,99,74.0,,0.74,73.26
2014-08-17,90,74.0,,0.74,66.6
2014-08-18,67,74.0,,0.74,49.58
2014-08-19,69,74.0,,0.74,51.06
2014-08-20,71,74.0,,0.74,52.54
2014-08-21,74,74.0,,0.74,54.76
2014-08-22,81,74.0,,0.74,59.94
2014-08-23,96,74.0,,0.74,71.03999999999999
2014-08-24,82,74.0,,0.74,60.68
2014-08-25,60,74.0,,0.74,44.4
2014-08-26,64,74.0,,0.74,47.36
2014-08-27,64,74.0,,0.74,47.36
2014-08-28,65,74.0,,0.74,48.1
2014-08-29,76,74.0,,0.74,56.24
2014-08-30,93,74.0,,0.74,68.82
2014-08-31,91,74.0,,0.74,67.34
2014-09-01,87,65.0,False,0.65,56.550000000000004
2014-09-02,60,65.0,,0.65,39.0
2014-09-03,62,65.0,,0.65,40.300000000000004
2014-09-04,66,65.0,,0.65,42.9
2014-09-05,81,65.0,,0.65,52.65
2014-09-06,93,65.0,,0.65,60.45
2014-09-07,76,65.0,,0.65,49.4
2014-09-08,62,65.0,,0.65,40.300000000000004
2014-09-09,62,65.0,,0.65,40.300000000000004
2014-09-10,67,65.0,,0.65,43.550000000000004
2014-09-11,68,65.0,,0.65,44.2
2014-09-12,81,65.0,,0.65,52.65
2014-09-13,100,65.0,,0.65,65.0
2014-09-14,81,65.0,,0.65,52.65
2014-09-15,64,65.0,,0.65,41.6
2014-09-16,65,65.0,,0.65,42.25
2014-09-17,65,65.0,,0.65,42.25
2014-09-18,69,65.0,,0.65,44.85
2014-09-19,80,65.0,,0.65,52.0
2014-09-20,98,65.0,,0.65,63.7
2014-09-21,83,65.0,,0.65,53.95
2014-09-22,63,65.0,,0.65,40.95
2014-09-23,64,65.0,,0.65,41.6
2014-09-24,67,65.0,,0.65,43.550000000000004
2014-09-25,73,65.0,,0.65,47.45
2014-09-26,82,65.0,,0.65,53.300000000000004
2014-09-27,98,65.0,,0.65,63.7
2014-09-28,82,65.0,,0.65,53.300000000000004
2014-09-29,61,65.0,,0.65,39.65
2014-09-30,62,65.0,,0.65,40.300000000000004
2014-10-01,67,66.0,False,0.66,44.22
2014-10-02,67,66.0,,0.66,44.22
2014-10-03,78,66.0,,0.66,51.480000000000004
2014-10-04,94,66.0,,0.66,62.040000000000006
2014-10-05,81,66.0,,0.66,53.46
2014-10-06,62,66.0,,0.66,40.92
2014-10-07,67,66.0,,0.66,44.22
2014-10-08,64,66.0,,0.66,42.24
2014-10-09,70,66.0,,0.66,46.2
2014-10-10,80,66.0,,0.66,52.800000000000004
2014-10-11,98,66.0,,0.66,64.68
2014-10-12,85,66.0,,0.66,56.1
2014-10-13,68,66.0,,0.66,44.88
2014-10-14,65,66.0,,0.66,42.9
2014-10-15,67,66.0,,0.66,44.22
2014-10-16,66,66.0,,0.66,43.56
2014-10-17,84,66.0,,0.66,55.440000000000005
2014-10-18,100,66.0,,0.66,66.0
2014-10-19,84,66.0,,0.66,55.440000000000005
2014-10-20,66,66.0,,0.66,43.56
2014-10-21,65,66.0,,0.66,42.9
2014-10-22,67,66.0,,0.66,44.22
2014-10-23,67,66.0,,0.66,44.22
2014-10-24,81,66.0,,0.66,53.46
2014-10-25,97,66.0,,0.66,64.02
2014-10-26,83,66.0,,0.66,54.78
2014-10-27,61,66.0,,0.66,40.260000000000005
2014-10-28,60,66.0,,0.66,39.6
2014-10-29,63,66.0,,0.66,41.580000000000005
2014-10-30,64,66.0,,0.66,42.24
2014-10-31,69,66.0,,0.66,45.54
2014-11-01,91,65.0,False,0.65,59.15
2014-11-02,82,65.0,,0.65,53.300000000000004
2014-11-03,65,65.0,,0.65,42.25
2014-11-04,66,65.0,,0.65,42.9
2014-11-05,68,65.0,,0.65,44.2
2014-11-06,71,65.0,,0.65,46.15
2014-11-07,85,65.0,,0.65,55.25
2014-11-08,100,65.0,,0.65,65.0
2014-11-09,89,65.0,,0.65,57.85
2014-11-10,66,65.0,,0.65,42.9
2014-11-11,72,65.0,,0.65,46.800000000000004
2014-11-12,69,65.0,,0.65,44.85
2014-11-13,68,65.0,,0.65,44.2
2014-11-14,79,65.0,,0.65,51.35
2014-11-15,95,65.0,,0.65,61.75
2014-11-16,82,65.0,,0.65,53.300000000000004
2014-11-17,63,65.0,,0.65,40.95
2014-11-18,63,65.0,,0.65,40.95
2014-11-19,67,65.0,,0.65,43.550000000000004
2014-11-20,70,65.0,,0.65,45.5
2014-11-21,75,65.0,,0.65,48.75
2014-11-22,94,65.0,,0.65,61.1
2014-11-23,80,65.0,,0.65,52.0
2014-11-24,60,65.0,,0.65,39.0
2014-11-25,60,65.0,,0.65,39.0
2014-11-26,66,65.0,,0.65,42.9
2014-11-27,63,65.0,,0.65,40.95
2014-11-28,64,65.0,,0.65,41.6
2014-11-29,83,65.0,,0.65,53.95
2014-11-30,74,65.0,,0.65,48.1
2014-12-01,53,69.0,False,0.69,36.57
2014-12-02,57,69.0,,0.69,39.33
2014-12-03,61,69.0,,0.69,42.089999999999996
2014-12-04,67,69.0,,0.69,46.23
2014-12-05,72,69.0,,0.69,49.67999999999999
2014-12-06,89,69.0,,0.69,61.41
2014-12-07,78,69.0,,0.69,53.81999999999999
2014-12-08,59,69.0,,0.69,40.709999999999994
2014-12-09,61,69.0,,0.69,42.089999999999996
2014-12-10,65,69.0,,0.69,44.849999999999994
2014-12-11,68,69.0,,0.69,46.919999999999995
2014-12-12,74,69.0,,0.69,51.059999999999995
2014-12-13,89,69.0,,0.69,61.41
2014-12-14,78,69.0,,0.69,53.81999999999999
2014-12-15,63,69.0,,0.69,43.47
2014-12-16,65,69.0,,0.69,44.849999999999994
2014-12-17,67,69.0,,0.69,46.23
2014-12-18,73,69.0,,0.69,50.37
2014-12-19,77,69.0,,0.69,53.129999999999995
2014-12-20,92,69.0,,0.69,63.48
2014-12-21,86,69.0,,0.69,59.339999999999996
2014-12-22,78,69.0,,0.69,53.81999999999999
2014-12-23,78,69.0,,0.69,53.81999999999999
2014-12-24,84,69.0,,0.69,57.959999999999994
2014-12-25,85,69.0,,0.69,58.65
2014-12-26,87,69.0,,0.69,60.029999999999994
2014-12-27,97,69.0,,0.69,66.92999999999999
2014-12-28,93,69.0,,0.69,64.17
2014-12-29,83,69.0,,0.69,57.269999999999996
2014-12-30,88,69.0,,0.69,60.72
2014-12-31,100,69.0,,0.69,69.0
2015-01-01,91,71.0,False,0.71,64.61
2015-01-02,79,71.0,,0.71,56.089999999999996
2015-01-03,88,71.0,,0.71,62.48
2015-01-04,74,71.0,,0.71,52.54
2015-01-05,57,71.0,,0.71,40.47
2015-01-06,59,71.0,,0.71,41.89
2015-01-07,61,71.0,,0.71,43.309999999999995
2015-01-08,63,71.0,,0.71,44.73
2015-01-09,74,71.0,,0.71,52.54
2015-01-10,90,71.0,,0.71,63.9
2015-01-11,79,71.0,,0.71,56.089999999999996
2015-01-12,58,71.0,,0.71,41.18
2015-01-13,61,71.0,,0.71,43.309999999999995
2015-01-14,66,71.0,,0.71,46.86
2015-01-15,69,71.0,,0.71,48.989999999999995
2015-01-16,80,71.0,,0.71,56.8
2015-01-17,100,71.0,,0.71,71.0
2015-01-18,88,71.0,,0.71,62.48
2015-01-19,72,71.0,,0.71,51.12
2015-01-20,66,71.0,,0.71,46.86
2015-01-21,67,71.0,,0.71,47.57
2015-01-22,69,71.0,,0.71,48.989999999999995
2015-01-23,77,71.0,,0.71,54.669999999999995
2015-01-24,95,71.0,,0.71,67.45
2015-01-25,86,71.0,,0.71,61.059999999999995
2015-01-26,55,71.0,,0.71,39.05
2015-01-27,59,71.0,,0.71,41.89
2015-01-28,63,71.0,,0.71,44.73
2015-01-29,66,71.0,,0.71,46.86
2015-01-30,74,71.0,,0.71,52.54
2015-01-31,94,71.0,,0.71,66.74
2015-02-01,58,73.0,False,0.73,42.339999999999996
2015-02-02,43,73.0,,0.73,31.39
2015-02-03,50,73.0,,0.73,36.5
2015-02-04,51,73.0,,0.73,37.23
2015-02-05,55,73.0,,0.73,40.15
2015-02-06,61,73.0,,0.73,44.53
2015-02-07,81,73.0,,0.73,59.129999999999995
2015-02-08,70,73.0,,0.73,51.1
2015-02-09,51,73.0,,0.73,37.23
2015-02-10,56,73.0,,0.73,40.879999999999995
2015-02-11,57,73.0,,0.73,41.61
2015-02-12,60,73.0,,0.73,43.8
2015-02-13,76,73.0,,0.73,55.48
2015-02-14,100,73.0,,0.73,73.0
2015-02-15,83,73.0,,0.73,60.589999999999996
2015-02-16,52,73.0,,0.73,37.96
2015-02-17,50,73.0,,0.73,36.5
2015-02-18,54,73.0,,0.73,39.42
2015-02-19,55,73.0,,0.73,40.15
2015-02-20,64,73.0,,0.73,46.72
2015-02-21,75,73.0,,0.73,54.75
2015-02-22,67,73.0,,0.73,48.91
2015-02-23,49,73.0,,0.73,35.769999999999996
2015-02-24,53,73.0,,0.73,38.69
2015-02-25,52,73.0,,0.73,37.96
2015-02-26,56,73.0,,0.73,40.879999999999995
2015-02-27,65,73.0,,0.73,47.449999999999996
2015-02-28,81,73.0,,0.73,59.129999999999995
2015-03-01,82,72.0,False,0.72,59.04
2015-03-02,56,72.0,,0.72,40.32
2015-03-03,61,72.0,,0.72,43.92
2015-03-04,59,72.0,,0.72,42.48
2015-03-05,62,72.0,,0.72,44.64
2015-03-06,78,72.0,,0.72,56.16
2015-03-07,100,72.0,,0.72,72.0
2015-03-08,89,72.0,,0.72,64.08
2015-03-09,63,72.0,,0.72,45.36
2015-03-10,62,72.0,,0.72,44.64
2015-03-11,63,72.0,,0.72,45.36
2015-03-12,67,72.0,,0.72,48.239999999999995
2015-03-13,78,72.0,,0.72,56.16
2015-03-14,94,72.0,,0.72,67.67999999999999
2015-03-15,83,72.0,,0.72,59.76
2015-03-16,63,72.0,,0.72,45.36
2015-03-17,62,72.0,,0.72,44.64
2015-03-18,65,72.0,,0.72,46.8
2015-03-19,64,72.0,,0.72,46.08
2015-03-20,75,72.0,,0.72,54.0
2015-03-21,93,72.0,,0.72,66.96
