date,default_unscaled,default_monthly,isPartial,scale,default
2011-09-06,72,78.0,,0.78,56.160000000000004
2011-09-07,79,78.0,,0.78,61.620000000000005
2011-09-08,79,78.0,,0.78,61.620000000000005
2011-09-09,100,78.0,,0.78,78.0
2011-09-10,61,78.0,,0.78,47.58
2011-09-11,52,78.0,,0.78,40.56
2011-09-12,83,78.0,,0.78,64.74000000000001
2011-09-13,81,78.0,,0.78,63.18
2011-09-14,74,78.0,,0.78,57.72
2011-09-15,71,78.0,,0.78,55.38
2011-09-16,73,78.0,,0.78,56.940000000000005
2011-09-17,50,78.0,,0.78,39.0
2011-09-18,57,78.0,,0.78,44.46
2011-09-19,80,78.0,,0.78,62.400000000000006
2011-09-20,83,78.0,,0.78,64.74000000000001
2011-09-21,82,78.0,,0.78,63.96
2011-09-22,73,78.0,,0.78,56.940000000000005
2011-09-23,73,78.0,,0.78,56.940000000000005
2011-09-24,56,78.0,,0.78,43.68
2011-09-25,52,78.0,,0.78,40.56
2011-09-26,81,78.0,,0.78,63.18
2011-09-27,73,78.0,,0.78,56.940000000000005
2011-09-28,73,78.0,,0.78,56.940000000000005
2011-09-29,75,78.0,,0.78,58.5
2011-09-30,78,78.0,,0.78,60.84
2011-10-01,64,76.0,False,0.76,48.64
2011-10-02,68,76.0,,0.76,51.68
2011-10-03,88,76.0,,0.76,66.88
2011-10-04,92,76.0,,0.76,69.92
2011-10-05,95,76.0,,0.76,72.2
2011-10-06,97,76.0,,0.76,73.72
2011-10-07,96,76.0,,0.76,72.96000000000001
2011-10-08,62,76.0,,0.76,47.12
2011-10-09,63,76.0,,0.76,47.88
2011-10-10,87,76.0,,0.76,66.12
2011-10-11,99,76.0,,0.76,75.24
2011-10-12,92,76.0,,0.76,69.92
2011-10-13,100,76.0,,0.76,76.0
2011-10-14,87,76.0,,0.76,66.12
2011-10-15,73,76.0,,0.76,55.480000000000004
2011-10-16,65,76.0,,0.76,49.4
2011-10-17,87,76.0,,0.76,66.12
2011-10-18,99,76.0,,0.76,75.24
2011-10-19,94,76.0,,0.76,71.44
2011-10-20,91,76.0,,0.76,69.16
2011-10-21,90,76.0,,0.76,68.4
2011-10-22,64,76.0,,0.76,48.64
2011-10-23,61,76.0,,0.76,46.36
2011-10-24,94,76.0,,0.76,71.44
2011-10-25,93,76.0,,0.76,70.68
2011-10-26,96,76.0,,0.76,72.96000000000001
2011-10-27,93,76.0,,0.76,70.68
2011-10-28,87,76.0,,0.76,66.12
2011-10-29,66,76.0,,0.76,50.160000000000004
2011-10-30,57,76.0,,0.76,43.32
2011-10-31,90,76.0,,0.76,68.4
2011-11-01,96,71.0,False,0.71,68.16
2011-11-02,100,71.0,,0.71,71.0
2011-11-03,95,71.0,,0.71,67.45
2011-11-04,81,71.0,,0.71,57.51
2011-11-05,66,71.0,,0.71,46.86
2011-11-06,58,71.0,,0.71,41.18
2011-11-07,83,71.0,,0.71,58.93
2011-11-08,93,71.0,,0.71,66.03
2011-11-09,90,71.0,,0.71,63.9
2011-11-10,97,71.0,,0.71,68.86999999999999
2011-11-11,93,71.0,,0.71,66.03
2011-11-12,61,71.0,,0.71,43.309999999999995
2011-11-13,55,71.0,,0.71,39.05
2011-11-14,80,71.0,,0.71,56.8
2011-11-15,85,71.0,,0.71,60.349999999999994
2011-11-16,91,71.0,,0.71,64.61
2011-11-17,92,71.0,,0.71,65.32
2011-11-18,90,71.0,,0.71,63.9
2011-11-19,63,71.0,,0.71,44.73
2011-11-20,62,71.0,,0.71,44.019999999999996
2011-11-21,85,71.0,,0.71,60.349999999999994
2011-11-22,94,71.0,,0.71,66.74
2011-11-23,91,71.0,,0.71,64.61
2011-11-24,77,71.0,,0.71,54.669999999999995
2011-11-25,62,71.0,,0.71,44.019999999999996
2011-11-26,60,71.0,,0.71,42.599999999999994
2011-11-27,58,71.0,,0.71,41.18
2011-11-28,88,71.0,,0.71,62.48
2011-11-29,89,71.0,,0.71,63.19
2011-11-30,88,71.0,,0.71,62.48
2011-12-01,99,72.0,False,0.72,71.28
2011-12-02,95,72.0,,0.72,68.39999999999999
2011-12-03,68,72.0,,0.72,48.96
2011-12-04,61,72.0,,0.72,43.92
2011-12-05,84,72.0,,0.72,60.48
2011-12-06,93,72.0,,0.72,66.96
2011-12-07,87,72.0,,0.72,62.64
2011-12-08,94,72.0,,0.72,67.67999999999999
2011-12-09,90,72.0,,0.72,64.8
2011-12-10,60,72.0,,0.72,43.199999999999996
2011-12-11,65,72.0,,0.72,46.8
2011-12-12,81,72.0,,0.72,58.32
2011-12-13,90,72.0,,0.72,64.8
2011-12-14,99,72.0,,0.72,71.28
2011-12-15,94,72.0,,0.72,67.67999999999999
2011-12-16,77,72.0,,0.72,55.44
2011-12-17,68,72.0,,0.72,48.96
2011-12-18,70,72.0,,0.72,50.4
2011-12-19,82,72.0,,0.72,59.04
2011-12-20,86,72.0,,0.72,61.919999999999995
2011-12-21,85,72.0,,0.72,61.199999999999996
2011-12-22,87,72.0,,0.72,62.64
2011-12-23,80,72.0,,0.72,57.599999999999994
2011-12-24,67,72.0,,0.72,48.239999999999995
2011-12-25,89,72.0,,0.72,64.08
2011-12-26,81,72.0,,0.72,58.32
2011-12-27,87,72.0,,0.72,62.64
2011-12-28,100,72.0,,0.72,72.0
2011-12-29,96,72.0,,0.72,69.12
2011-12-30,87,72.0,,0.72,62.64
2011-12-31,69,72.0,,0.72,49.68
2012-01-01,51,70.0,False,0.7,35.699999999999996
2012-01-02,57,70.0,,0.7,39.9
2012-01-03,76,70.0,,0.7,53.199999999999996
2012-01-04,85,70.0,,0.7,59.49999999999999
2012-01-05,100,70.0,,0.7,70.0
2012-01-06,83,70.0,,0.7,58.099999999999994
2012-01-07,62,70.0,,0.7,43.4
2012-01-08,62,70.0,,0.7,43.4
2012-01-09,71,70.0,,0.7,49.699999999999996
2012-01-10,74,70.0,,0.7,51.8
2012-01-11,83,70.0,,0.7,58.099999999999994
2012-01-12,81,70.0,,0.7,56.699999999999996
2012-01-13,85,70.0,,0.7,59.49999999999999
2012-01-14,64,70.0,,0.7,44.8
2012-01-15,49,70.0,,0.7,34.3
2012-01-16,76,70.0,,0.7,53.199999999999996
2012-01-17,92,70.0,,0.7,64.39999999999999
2012-01-18,84,70.0,,0.7,58.8
2012-01-19,88,70.0,,0.7,61.599999999999994
2012-01-20,82,70.0,,0.7,57.4
2012-01-21,56,70.0,,0.7,39.199999999999996
2012-01-22,56,70.0,,0.7,39.199999999999996
2012-01-23,68,70.0,,0.7,47.599999999999994
2012-01-24,81,70.0,,0.7,56.699999999999996
2012-01-25,85,70.0,,0.7,59.49999999999999
2012-01-26,77,70.0,,0.7,53.9
2012-01-27,83,70.0,,0.7,58.099999999999994
2012-01-28,67,70.0,,0.7,46.9
2012-01-29,67,70.0,,0.7,46.9
2012-01-30,67,70.0,,0.7,46.9
2012-01-31,78,70.0,,0.7,54.599999999999994
2012-02-01,89,72.0,False,0.72,64.08
2012-02-02,96,72.0,,0.72,69.12
2012-02-03,79,72.0,,0.72,56.879999999999995
2012-02-04,63,72.0,,0.72,45.36
2012-02-05,50,72.0,,0.72,36.0
2012-02-06,83,72.0,,0.72,59.76
2012-02-07,85,72.0,,0.72,61.199999999999996
2012-02-08,83,72.0,,0.72,59.76
2012-02-09,88,72.0,,0.72,63.36
2012-02-10,87,72.0,,0.72,62.64
2012-02-11,67,72.0,,0.72,48.239999999999995
2012-02-12,60,72.0,,0.72,43.199999999999996
2012-02-13,82,72.0,,0.72,59.04
2012-02-14,83,72.0,,0.72,59.76
2012-02-15,100,72.0,,0.72,72.0
2012-02-16,95,72.0,,0.72,68.39999999999999
2012-02-17,83,72.0,,0.72,59.76
2012-02-18,67,72.0,,0.72,48.239999999999995
2012-02-19,62,72.0,,0.72,44.64
2012-02-20,73,72.0,,0.72,52.559999999999995
2012-02-21,93,72.0,,0.72,66.96
2012-02-22,91,72.0,,0.72,65.52
2012-02-23,88,72.0,,0.72,63.36
2012-02-24,89,72.0,,0.72,64.08
2012-02-25,62,72.0,,0.72,44.64
2012-02-26,71,72.0,,0.72,51.12
2012-02-27,80,72.0,,0.72,57.599999999999994
2012-02-28,89,72.0,,0.72,64.08
2012-02-29,89,72.0,,0.72,64.08
2012-03-01,93,70.0,False,0.7,65.1
2012-03-02,91,70.0,,0.7,63.699999999999996
2012-03-03,69,70.0,,0.7,48.3
2012-03-04,68,70.0,,0.7,47.599999999999994
2012-03-05,89,70.0,,0.7,62.3
2012-03-06,100,70.0,,0.7,70.0
2012-03-07,95,70.0,,0.7,66.5
2012-03-08,93,70.0,,0.7,65.1
2012-03-09,89,70.0,,0.7,62.3
2012-03-10,70,70.0,,0.7,49.0
2012-03-11,67,70.0,,0.7,46.9
2012-03-12,88,70.0,,0.7,61.599999999999994
2012-03-13,84,70.0,,0.7,58.8
2012-03-14,89,70.0,,0.7,62.3
2012-03-15,90,70.0,,0.7,62.99999999999999
2012-03-16,90,70.0,,0.7,62.99999999999999
2012-03-17,59,70.0,,0.7,41.3
2012-03-18,58,70.0,,0.7,40.599999999999994
2012-03-19,86,70.0,,0.7,60.199999999999996
2012-03-20,89,70.0,,0.7,62.3
2012-03-21,95,70.0,,0.7,66.5
2012-03-22,90,70.0,,0.7,62.99999999999999
2012-03-23,84,70.0,,0.7,58.8
2012-03-24,66,70.0,,0.7,46.199999999999996
2012-03-25,61,70.0,,0.7,42.699999999999996
2012-03-26,85,70.0,,0.7,59.49999999999999
2012-03-27,89,70.0,,0.7,62.3
2012-03-28,93,70.0,,0.7,65.1
2012-03-29,90,70.0,,0.7,62.99999999999999
2012-03-30,79,70.0,,0.7,55.3
2012-03-31,55,70.0,,0.7,38.5
2012-04-01,58,68.0,False,0.68,39.440000000000005
2012-04-02,95,68.0,,0.68,64.60000000000001
2012-04-03,100,68.0,,0.68,68.0
2012-04-04,99,68.0,,0.68,67.32000000000001
2012-04-05,87,68.0,,0.68,59.160000000000004
2012-04-06,90,68.0,,0.68,61.2
2012-04-07,65,68.0,,0.68,44.2
2012-04-08,64,68.0,,0.68,43.52
2012-04-09,82,68.0,,0.68,55.760000000000005
2012-04-10,92,68.0,,0.68,62.56
2012-04-11,86,68.0,,0.68,58.480000000000004
2012-04-12,97,68.0,,0.68,65.96000000000001
2012-04-13,85,68.0,,0.68,57.800000000000004
2012-04-14,46,68.0,,0.68,31.28
2012-04-15,65,68.0,,0.68,44.2
2012-04-16,82,68.0,,0.68,55.760000000000005
2012-04-17,94,68.0,,0.68,63.92
2012-04-18,86,68.0,,0.68,58.480000000000004
2012-04-19,99,68.0,,0.68,67.32000000000001
2012-04-20,81,68.0,,0.68,55.080000000000005
2012-04-21,64,68.0,,0.68,43.52
2012-04-22,60,68.0,,0.68,40.800000000000004
2012-04-23,81,68.0,,0.68,55.080000000000005
2012-04-24,95,68.0,,0.68,64.60000000000001
2012-04-25,97,68.0,,0.68,65.96000000000001
2012-04-26,96,68.0,,0.68,65.28
2012-04-27,86,68.0,,0.68,58.480000000000004
2012-04-28,59,68.0,,0.68,40.120000000000005
2012-04-29,62,68.0,,0.68,42.160000000000004
2012-04-30,78,68.0,,0.68,53.040000000000006
2012-05-01,78,70.0,False,0.7,54.599999999999994
2012-05-02,76,70.0,,0.7,53.199999999999996
2012-05-03,71,70.0,,0.7,49.699999999999996
2012-05-04,69,70.0,,0.7,48.3
2012-05-05,46,70.0,,0.7,32.199999999999996
2012-05-06,41,70.0,,0.7,28.7
2012-05-07,76,70.0,,0.7,53.199999999999996
2012-05-08,85,70.0,,0.7,59.49999999999999
2012-05-09,87,70.0,,0.7,60.9
2012-05-10,73,70.0,,0.7,51.099999999999994
2012-05-11,84,70.0,,0.7,58.8
2012-05-12,51,70.0,,0.7,35.699999999999996
2012-05-13,56,70.0,,0.7,39.199999999999996
2012-05-14,79,70.0,,0.7,55.3
2012-05-15,94,70.0,,0.7,65.8
2012-05-16,78,70.0,,0.7,54.599999999999994
2012-05-17,81,70.0,,0.7,56.699999999999996
2012-05-18,82,70.0,,0.7,57.4
2012-05-19,53,70.0,,0.7,37.099999999999994
2012-05-20,56,70.0,,0.7,39.199999999999996
2012-05-21,69,70.0,,0.7,48.3
2012-05-22,81,70.0,,0.7,56.699999999999996
2012-05-23,100,70.0,,0.7,70.0
2012-05-24,81,70.0,,0.7,56.699999999999996
2012-05-25,65,70.0,,0.7,45.5
2012-05-26,64,70.0,,0.7,44.8
2012-05-27,54,70.0,,0.7,37.8
2012-05-28,57,70.0,,0.7,39.9
2012-05-29,82,70.0,,0.7,57.4
2012-05-30,82,70.0,,0.7,57.4
2012-05-31,82,70.0,,0.7,57.4
2012-06-01,88,68.0,False,0.68,59.84
2012-06-02,64,68.0,,0.68,43.52
2012-06-03,68,68.0,,0.68,46.24
2012-06-04,84,68.0,,0.68,57.120000000000005
2012-06-05,97,68.0,,0.68,65.96000000000001
2012-06-06,86,68.0,,0.68,58.480000000000004
2012-06-07,89,68.0,,0.68,60.52
2012-06-08,90,68.0,,0.68,61.2
2012-06-09,59,68.0,,0.68,40.120000000000005
2012-06-10,61,68.0,,0.68,41.480000000000004
2012-06-11,89,68.0,,0.68,60.52
2012-06-12,95,68.0,,0.68,64.60000000000001
2012-06-13,86,68.0,,0.68,58.480000000000004
2012-06-14,96,68.0,,0.68,65.28
2012-06-15,80,68.0,,0.68,54.400000000000006
2012-06-16,57,68.0,,0.68,38.760000000000005
2012-06-17,56,68.0,,0.68,38.080000000000005
2012-06-18,90,68.0,,0.68,61.2
2012-06-19,92,68.0,,0.68,62.56
2012-06-20,94,68.0,,0.68,63.92
2012-06-21,90,68.0,,0.68,61.2
2012-06-22,88,68.0,,0.68,59.84
2012-06-23,56,68.0,,0.68,38.080000000000005
2012-06-24,56,68.0,,0.68,38.080000000000005
2012-06-25,84,68.0,,0.68,57.120000000000005
2012-06-26,94,68.0,,0.68,63.92
2012-06-27,100,68.0,,0.68,68.0
2012-06-28,89,68.0,,0.68,60.52
2012-06-29,85,68.0,,0.68,57.800000000000004
2012-06-30,56,68.0,,0.68,38.080000000000005
2012-07-01,63,73.0,False,0.73,45.99
2012-07-02,90,73.0,,0.73,65.7
2012-07-03,100,73.0,,0.73,73.0
2012-07-04,60,73.0,,0.73,43.8
2012-07-05,89,73.0,,0.73,64.97
2012-07-06,86,73.0,,0.73,62.78
2012-07-07,57,73.0,,0.73,41.61
2012-07-08,66,73.0,,0.73,48.18
2012-07-09,87,73.0,,0.73,63.51
2012-07-10,84,73.0,,0.73,61.32
2012-07-11,96,73.0,,0.73,70.08
2012-07-12,90,73.0,,0.73,65.7
2012-07-13,91,73.0,,0.73,66.42999999999999
2012-07-14,61,73.0,,0.73,44.53
2012-07-15,59,73.0,,0.73,43.07
2012-07-16,82,73.0,,0.73,59.86
2012-07-17,91,73.0,,0.73,66.42999999999999
2012-07-18,97,73.0,,0.73,70.81
2012-07-19,97,73.0,,0.73,70.81
2012-07-20,83,73.0,,0.73,60.589999999999996
2012-07-21,55,73.0,,0.73,40.15
2012-07-22,55,73.0,,0.73,40.15
2012-07-23,89,73.0,,0.73,64.97
2012-07-24,89,73.0,,0.73,64.97
2012-07-25,81,73.0,,0.73,59.129999999999995
2012-07-26,90,73.0,,0.73,65.7
2012-07-27,82,73.0,,0.73,59.86
2012-07-28,53,73.0,,0.73,38.69
2012-07-29,60,73.0,,0.73,43.8
2012-07-30,81,73.0,,0.73,59.129999999999995
2012-07-31,94,73.0,,0.73,68.62
2012-08-01,91,76.0,False,0.76,69.16
2012-08-02,97,76.0,,0.76,73.72
2012-08-03,95,76.0,,0.76,72.2
2012-08-04,69,76.0,,0.76,52.44
2012-08-05,56,76.0,,0.76,42.56
2012-08-06,91,76.0,,0.76,69.16
2012-08-07,96,76.0,,0.76,72.96000000000001
2012-08-08,95,76.0,,0.76,72.2
2012-08-09,92,76.0,,0.76,69.92
2012-08-10,89,76.0,,0.76,67.64
2012-08-11,67,76.0,,0.76,50.92
2012-08-12,58,76.0,,0.76,44.08
2012-08-13,90,76.0,,0.76,68.4
2012-08-14,92,76.0,,0.76,69.92
2012-08-15,96,76.0,,0.76,72.96000000000001
2012-08-16,90,76.0,,0.76,68.4
2012-08-17,91,76.0,,0.76,69.16
2012-08-18,64,76.0,,0.76,48.64
2012-08-19,60,76.0,,0.76,45.6
2012-08-20,90,76.0,,0.76,68.4
2012-08-21,92,76.0,,0.76,69.92
2012-08-22,98,76.0,,0.76,74.48
2012-08-23,100,76.0,,0.76,76.0
2012-08-24,87,76.0,,0.76,66.12
2012-08-25,62,76.0,,0.76,47.12
2012-08-26,65,76.0,,0.76,49.4
2012-08-27,84,76.0,,0.76,63.84
2012-08-28,97,76.0,,0.76,73.72
2012-08-29,97,76.0,,0.76,73.72
2012-08-30,94,76.0,,0.76,71.44
2012-08-31,88,76.0,,0.76,66.88
2012-09-01,48,73.0,False,0.73,35.04
2012-09-02,60,73.0,,0.73,43.8
2012-09-03,57,73.0,,0.73,41.61
2012-09-04,90,73.0,,0.73,65.7
2012-09-05,89,73.0,,0.73,64.97
2012-09-06,84,73.0,,0.73,61.32
2012-09-07,86,73.0,,0.73,62.78
2012-09-08,61,73.0,,0.73,44.53
2012-09-09,58,73.0,,0.73,42.339999999999996
2012-09-10,88,73.0,,0.73,64.24
2012-09-11,82,73.0,,0.73,59.86
2012-09-12,83,73.0,,0.73,60.589999999999996
2012-09-13,88,73.0,,0.73,64.24
2012-09-14,83,73.0,,0.73,60.589999999999996
2012-09-15,59,73.0,,0.73,43.07
2012-09-16,62,73.0,,0.73,45.26
2012-09-17,84,73.0,,0.73,61.32
2012-09-18,85,73.0,,0.73,62.05
2012-09-19,89,73.0,,0.73,64.97
2012-09-20,90,73.0,,0.73,65.7
2012-09-21,90,73.0,,0.73,65.7
2012-09-22,59,73.0,,0.73,43.07
2012-09-23,58,73.0,,0.73,42.339999999999996
2012-09-24,90,73.0,,0.73,65.7
2012-09-25,81,73.0,,0.73,59.129999999999995
2012-09-26,100,73.0,,0.73,73.0
2012-09-27,94,73.0,,0.73,68.62
2012-09-28,84,73.0,,0.73,61.32
2012-09-29,62,73.0,,0.73,45.26
2012-09-30,56,73.0,,0.73,40.879999999999995
2012-10-01,87,69.0,False,0.69,60.029999999999994
2012-10-02,100,69.0,,0.69,69.0
2012-10-03,85,69.0,,0.69,58.65
2012-10-04,82,69.0,,0.69,56.58
2012-10-05,89,69.0,,0.69,61.41
2012-10-06,68,69.0,,0.69,46.919999999999995
2012-10-07,62,69.0,,0.69,42.779999999999994
2012-10-08,74,69.0,,0.69,51.059999999999995
2012-10-09,79,69.0,,0.69,54.51
2012-10-10,97,69.0,,0.69,66.92999999999999
2012-10-11,78,69.0,,0.69,53.81999999999999
2012-10-12,85,69.0,,0.69,58.65
2012-10-13,60,69.0,,0.69,41.4
2012-10-14,54,69.0,,0.69,37.26
2012-10-15,86,69.0,,0.69,59.339999999999996
2012-10-16,78,69.0,,0.69,53.81999999999999
2012-10-17,83,69.0,,0.69,57.269999999999996
2012-10-18,85,69.0,,0.69,58.65
2012-10-19,80,69.0,,0.69,55.199999999999996
2012-10-20,62,69.0,,0.69,42.779999999999994
2012-10-21,43,69.0,,0.69,29.669999999999998
2012-10-22,83,69.0,,0.69,57.269999999999996
2012-10-23,89,69.0,,0.69,61.41
2012-10-24,82,69.0,,0.69,56.58
2012-10-25,84,69.0,,0.69,57.959999999999994
2012-10-26,82,69.0,,0.69,56.58
2012-10-27,52,69.0,,0.69,35.879999999999995
2012-10-28,46,69.0,,0.69,31.74
2012-10-29,66,69.0,,0.69,45.54
2012-10-30,84,69.0,,0.69,57.959999999999994
2012-10-31,86,69.0,,0.69,59.339999999999996
2012-11-01,89,65.0,False,0.65,57.85
2012-11-02,87,65.0,,0.65,56.550000000000004
2012-11-03,58,65.0,,0.65,37.7
2012-11-04,57,65.0,,0.65,37.050000000000004
2012-11-05,90,65.0,,0.65,58.5
2012-11-06,83,65.0,,0.65,53.95
2012-11-07,78,65.0,,0.65,50.7
2012-11-08,90,65.0,,0.65,58.5
2012-11-09,88,65.0,,0.65,57.2
2012-11-10,69,65.0,,0.65,44.85
2012-11-11,59,65.0,,0.65,38.35
2012-11-12,85,65.0,,0.65,55.25
2012-11-13,95,65.0,,0.65,61.75
2012-11-14,100,65.0,,0.65,65.0
2012-11-15,92,65.0,,0.65,59.800000000000004
2012-11-16,95,65.0,,0.65,61.75
2012-11-17,60,65.0,,0.65,39.0
2012-11-18,61,65.0,,0.65,39.65
2012-11-19,82,65.0,,0.65,53.300000000000004
2012-11-20,93,65.0,,0.65,60.45
2012-11-21,92,65.0,,0.65,59.800000000000004
2012-11-22,67,65.0,,0.65,43.550000000000004
2012-11-23,58,65.0,,0.65,37.7
2012-11-24,60,65.0,,0.65,39.0
2012-11-25,62,65.0,,0.65,40.300000000000004
2012-11-26,89,65.0,,0.65,57.85
2012-11-27,86,65.0,,0.65,55.9
2012-11-28,95,65.0,,0.65,61.75
2012-11-29,92,65.0,,0.65,59.800000000000004
2012-11-30,94,65.0,,0.65,61.1
2012-12-01,76,64.0,False,0.64,48.64
2012-12-02,54,64.0,,0.64,34.56
2012-12-03,90,64.0,,0.64,57.6
2012-12-04,98,64.0,,0.64,62.72
2012-12-05,97,64.0,,0.64,62.08
2012-12-06,95,64.0,,0.64,60.800000000000004
2012-12-07,99,64.0,,0.64,63.36
2012-12-08,64,64.0,,0.64,40.96
2012-12-09,57,64.0,,0.64,36.480000000000004
2012-12-10,86,64.0,,0.64,55.04
2012-12-11,100,64.0,,0.64,64.0
2012-12-12,92,64.0,,0.64,58.88
2012-12-13,96,64.0,,0.64,61.44
2012-12-14,100,64.0,,0.64,64.0
2012-12-15,65,64.0,,0.64,41.6
2012-12-16,63,64.0,,0.64,40.32
2012-12-17,85,64.0,,0.64,54.4
2012-12-18,93,64.0,,0.64,59.52
2012-12-19,91,64.0,,0.64,58.24
2012-12-20,92,64.0,,0.64,58.88
2012-12-21,89,64.0,,0.64,56.96
2012-12-22,64,64.0,,0.64,40.96
2012-12-23,60,64.0,,0.64,38.4
2012-12-24,71,64.0,,0.64,45.44
2012-12-25,74,64.0,,0.64,47.36
2012-12-26,89,64.0,,0.64,56.96
2012-12-27,96,64.0,,0.64,61.44
2012-12-28,94,64.0,,0.64,60.160000000000004
2012-12-29,65,64.0,,0.64,41.6
2012-12-30,64,64.0,,0.64,40.96
2012-12-31,78,64.0,,0.64,49.92
2013-01-01,58,68.0,False,0.68,39.440000000000005
2013-01-02,94,68.0,,0.68,63.92
2013-01-03,85,68.0,,0.68,57.800000000000004
2013-01-04,82,68.0,,0.68,55.760000000000005
2013-01-05,63,68.0,,0.68,42.84
2013-01-06,48,68.0,,0.68,32.64
2013-01-07,79,68.0,,0.68,53.720000000000006
2013-01-08,84,68.0,,0.68,57.120000000000005
2013-01-09,95,68.0,,0.68,64.60000000000001
2013-01-10,95,68.0,,0.68,64.60000000000001
2013-01-11,94,68.0,,0.68,63.92
2013-01-12,67,68.0,,0.68,45.56
2013-01-13,57,68.0,,0.68,38.760000000000005
2013-01-14,89,68.0,,0.68,60.52
2013-01-15,88,68.0,,0.68,59.84
2013-01-16,91,68.0,,0.68,61.88
2013-01-17,92,68.0,,0.68,62.56
2013-01-18,89,68.0,,0.68,60.52
2013-01-19,50,68.0,,0.68,34.0
2013-01-20,57,68.0,,0.68,38.760000000000005
2013-01-21,82,68.0,,0.68,55.760000000000005
2013-01-22,100,68.0,,0.68,68.0
2013-01-23,91,68.0,,0.68,61.88
2013-01-24,83,68.0,,0.68,56.440000000000005
2013-01-25,89,68.0,,0.68,60.52
2013-01-26,64,68.0,,0.68,43.52
2013-01-27,63,68.0,,0.68,42.84
2013-01-28,82,68.0,,0.68,55.760000000000005
2013-01-29,91,68.0,,0.68,61.88
2013-01-30,89,68.0,,0.68,60.52
2013-01-31,88,68.0,,0.68,59.84
2013-02-01,87,68.0,False,0.68,59.160000000000004
2013-02-02,66,68.0,,0.68,44.88
2013-02-03,64,68.0,,0.68,43.52
2013-02-04,86,68.0,,0.68,58.480000000000004
2013-02-05,98,68.0,,0.68,66.64
2013-02-06,95,68.0,,0.68,64.60000000000001
2013-02-07,92,68.0,,0.68,62.56
2013-02-08,86,68.0,,0.68,58.480000000000004
2013-02-09,62,68.0,,0.68,42.160000000000004
2013-02-10,58,68.0,,0.68,39.440000000000005
2013-02-11,87,68.0,,0.68,59.160000000000004
2013-02-12,91,68.0,,0.68,61.88
2013-02-13,95,68.0,,0.68,64.60000000000001
2013-02-14,92,68.0,,0.68,62.56
2013-02-15,86,68.0,,0.68,58.480000000000004
2013-02-16,61,68.0,,0.68,41.480000000000004
2013-02-17,65,68.0,,0.68,44.2
2013-02-18,82,68.0,,0.68,55.760000000000005
2013-02-19,94,68.0,,0.68,63.92
2013-02-20,94,68.0,,0.68,63.92
2013-02-21,98,68.0,,0.68,66.64
2013-02-22,86,68.0,,0.68,58.480000000000004
2013-02-23,61,68.0,,0.68,41.480000000000004
2013-02-24,66,68.0,,0.68,44.88
2013-02-25,83,68.0,,0.68,56.440000000000005
2013-02-26,88,68.0,,0.68,59.84
2013-02-27,99,68.0,,0.68,67.32000000000001
2013-02-28,100,68.0,,0.68,68.0
2013-03-01,95,68.0,False,0.68,64.60000000000001
2013-03-02,69,68.0,,0.68,46.92
2013-03-03,61,68.0,,0.68,41.480000000000004
2013-03-04,89,68.0,,0.68,60.52
2013-03-05,87,68.0,,0.68,59.160000000000004
2013-03-06,91,68.0,,0.68,61.88
2013-03-07,100,68.0,,0.68,68.0
2013-03-08,88,68.0,,0.68,59.84
2013-03-09,58,68.0,,0.68,39.440000000000005
2013-03-10,61,68.0,,0.68,41.480000000000004
2013-03-11,88,68.0,,0.68,59.84
2013-03-12,96,68.0,,0.68,65.28
2013-03-13,82,68.0,,0.68,55.760000000000005
2013-03-14,91,68.0,,0.68,61.88
2013-03-15,87,68.0,,0.68,59.160000000000004
2013-03-16,65,68.0,,0.68,44.2
2013-03-17,63,68.0,,0.68,42.84
2013-03-18,82,68.0,,0.68,55.760000000000005
2013-03-19,94,68.0,,0.68,63.92
2013-03-20,97,68.0,,0.68,65.96000000000001
2013-03-21,90,68.0,,0.68,61.2
2013-03-22,85,68.0,,0.68,57.800000000000004
2013-03-23,65,68.0,,0.68,44.2
2013-03-24,57,68.0,,0.68,38.760000000000005
2013-03-25,78,68.0,,0.68,53.040000000000006
2013-03-26,93,68.0,,0.68,63.24
2013-03-27,91,68.0,,0.68,61.88
2013-03-28,94,68.0,,0.68,63.92
2013-03-29,93,68.0,,0.68,63.24
2013-03-30,60,68.0,,0.68,40.800000000000004
2013-03-31,59,68.0,,0.68,40.120000000000005
2013-04-01,77,68.0,False,0.68,52.36000000000001
2013-04-02,83,68.0,,0.68,56.440000000000005
2013-04-03,87,68.0,,0.68,59.160000000000004
2013-04-04,97,68.0,,0.68,65.96000000000001
2013-04-05,90,68.0,,0.68,61.2
2013-04-06,58,68.0,,0.68,39.440000000000005
2013-04-07,60,68.0,,0.68,40.800000000000004
2013-04-08,79,68.0,,0.68,53.720000000000006
2013-04-09,100,68.0,,0.68,68.0
2013-04-10,83,68.0,,0.68,56.440000000000005
2013-04-11,98,68.0,,0.68,66.64
2013-04-12,87,68.0,,0.68,59.160000000000004
2013-04-13,59,68.0,,0.68,40.120000000000005
2013-04-14,54,68.0,,0.68,36.720000000000006
2013-04-15,80,68.0,,0.68,54.400000000000006
2013-04-16,79,68.0,,0.68,53.720000000000006
2013-04-17,98,68.0,,0.68,66.64
2013-04-18,81,68.0,,0.68,55.080000000000005
2013-04-19,86,68.0,,0.68,58.480000000000004
2013-04-20,47,68.0,,0.68,31.96
2013-04-21,63,68.0,,0.68,42.84
2013-04-22,74,68.0,,0.68,50.32
