date,credit_unscaled,credit_monthly,isPartial,scale,credit
2013-05-18,71,78.0,,0.78,55.38
2013-05-19,58,78.0,,0.78,45.24
2013-05-20,83,78.0,,0.78,64.74000000000001
2013-05-21,81,78.0,,0.78,63.18
2013-05-22,81,78.0,,0.78,63.18
2013-05-23,84,78.0,,0.78,65.52
2013-05-24,87,78.0,,0.78,67.86
2013-05-25,70,78.0,,0.78,54.6
2013-05-26,55,78.0,,0.78,42.9
2013-05-27,61,78.0,,0.78,47.58
2013-05-28,90,78.0,,0.78,70.2
2013-05-29,87,78.0,,0.78,67.86
2013-05-30,90,78.0,,0.78,70.2
2013-05-31,100,78.0,,0.78,78.0
2013-06-01,79,77.0,False,0.77,60.83
2013-06-02,65,77.0,,0.77,50.050000000000004
2013-06-03,95,77.0,,0.77,73.15
2013-06-04,91,77.0,,0.77,70.07000000000001
2013-06-05,93,77.0,,0.77,71.61
2013-06-06,91,77.0,,0.77,70.07000000000001
2013-06-07,95,77.0,,0.77,73.15
2013-06-08,73,77.0,,0.77,56.21
2013-06-09,62,77.0,,0.77,47.74
2013-06-10,91,77.0,,0.77,70.07000000000001
2013-06-11,89,77.0,,0.77,68.53
2013-06-12,86,77.0,,0.77,66.22
2013-06-13,88,77.0,,0.77,67.76
2013-06-14,100,77.0,,0.77,77.0
2013-06-15,77,77.0,,0.77,59.29
2013-06-16,62,77.0,,0.77,47.74
2013-06-17,94,77.0,,0.77,72.38
2013-06-18,90,77.0,,0.77,69.3
2013-06-19,88,77.0,,0.77,67.76
2013-06-20,90,77.0,,0.77,69.3
2013-06-21,93,77.0,,0.77,71.61
2013-06-22,75,77.0,,0.77,57.75
2013-06-23,64,77.0,,0.77,49.28
2013-06-24,91,77.0,,0.77,70.07000000000001
2013-06-25,91,77.0,,0.77,70.07000000000001
2013-06-26,88,77.0,,0.77,67.76
2013-06-27,93,77.0,,0.77,71.61
2013-06-28,99,77.0,,0.77,76.23
2013-06-29,78,77.0,,0.77,60.06
2013-06-30,64,77.0,,0.77,49.28
2013-07-01,100,78.0,False,0.78,78.0
2013-07-02,97,78.0,,0.78,75.66
2013-07-03,99,78.0,,0.78,77.22
2013-07-04,68,78.0,,0.78,53.04
2013-07-05,95,78.0,,0.78,74.10000000000001
2013-07-06,77,78.0,,0.78,60.06
2013-07-07,65,78.0,,0.78,50.7
2013-07-08,96,78.0,,0.78,74.88
2013-07-09,93,78.0,,0.78,72.54
2013-07-10,90,78.0,,0.78,70.2
2013-07-11,91,78.0,,0.78,70.98
2013-07-12,94,78.0,,0.78,73.32000000000001
2013-07-13,77,78.0,,0.78,60.06
2013-07-14,60,78.0,,0.78,46.800000000000004
2013-07-15,95,78.0,,0.78,74.10000000000001
2013-07-16,88,78.0,,0.78,68.64
2013-07-17,89,78.0,,0.78,69.42
2013-07-18,91,78.0,,0.78,70.98
2013-07-19,94,78.0,,0.78,73.32000000000001
2013-07-20,75,78.0,,0.78,58.5
2013-07-21,62,78.0,,0.78,48.36
2013-07-22,88,78.0,,0.78,68.64
2013-07-23,87,78.0,,0.78,67.86
2013-07-24,86,78.0,,0.78,67.08
2013-07-25,87,78.0,,0.78,67.86
2013-07-26,94,78.0,,0.78,73.32000000000001
2013-07-27,71,78.0,,0.78,55.38
2013-07-28,62,78.0,,0.78,48.36
2013-07-29,89,78.0,,0.78,69.42
2013-07-30,91,78.0,,0.78,70.98
2013-07-31,92,78.0,,0.78,71.76
2013-08-01,100,77.0,False,0.77,77.0
2013-08-02,98,77.0,,0.77,75.46000000000001
2013-08-03,75,77.0,,0.77,57.75
2013-08-04,64,77.0,,0.77,49.28
2013-08-05,91,77.0,,0.77,70.07000000000001
2013-08-06,89,77.0,,0.77,68.53
2013-08-07,87,77.0,,0.77,66.99
2013-08-08,87,77.0,,0.77,66.99
2013-08-09,90,77.0,,0.77,69.3
2013-08-10,74,77.0,,0.77,56.980000000000004
2013-08-11,61,77.0,,0.77,46.97
2013-08-12,90,77.0,,0.77,69.3
2013-08-13,87,77.0,,0.77,66.99
2013-08-14,89,77.0,,0.77,68.53
2013-08-15,95,77.0,,0.77,73.15
2013-08-16,96,77.0,,0.77,73.92
2013-08-17,76,77.0,,0.77,58.52
2013-08-18,63,77.0,,0.77,48.51
2013-08-19,90,77.0,,0.77,69.3
2013-08-20,90,77.0,,0.77,69.3
2013-08-21,88,77.0,,0.77,67.76
2013-08-22,87,77.0,,0.77,66.99
2013-08-23,89,77.0,,0.77,68.53
2013-08-24,73,77.0,,0.77,56.21
2013-08-25,60,77.0,,0.77,46.2
2013-08-26,82,77.0,,0.77,63.14
2013-08-27,83,77.0,,0.77,63.910000000000004
2013-08-28,83,77.0,,0.77,63.910000000000004
2013-08-29,84,77.0,,0.77,64.68
2013-08-30,95,77.0,,0.77,73.15
2013-08-31,71,77.0,,0.77,54.67
2013-09-01,63,74.0,False,0.74,46.62
2013-09-02,70,74.0,,0.74,51.8
2013-09-03,98,74.0,,0.74,72.52
2013-09-04,94,74.0,,0.74,69.56
2013-09-05,96,74.0,,0.74,71.03999999999999
2013-09-06,100,74.0,,0.74,74.0
2013-09-07,76,74.0,,0.74,56.24
2013-09-08,59,74.0,,0.74,43.66
2013-09-09,88,74.0,,0.74,65.12
2013-09-10,86,74.0,,0.74,63.64
2013-09-11,86,74.0,,0.74,63.64
2013-09-12,88,74.0,,0.74,65.12
2013-09-13,97,74.0,,0.74,71.78
2013-09-14,78,74.0,,0.74,57.72
2013-09-15,60,74.0,,0.74,44.4
2013-09-16,94,74.0,,0.74,69.56
2013-09-17,87,74.0,,0.74,64.38
2013-09-18,84,74.0,,0.74,62.16
2013-09-19,88,74.0,,0.74,65.12
2013-09-20,96,74.0,,0.74,71.03999999999999
2013-09-21,75,74.0,,0.74,55.5
2013-09-22,59,74.0,,0.74,43.66
2013-09-23,86,74.0,,0.74,63.64
2013-09-24,85,74.0,,0.74,62.9
2013-09-25,85,74.0,,0.74,62.9
2013-09-26,88,74.0,,0.74,65.12
2013-09-27,92,74.0,,0.74,68.08
2013-09-28,77,74.0,,0.74,56.98
2013-09-29,59,74.0,,0.74,43.66
2013-09-30,93,74.0,,0.74,68.82
2013-10-01,97,73.0,False,0.73,70.81
2013-10-02,92,73.0,,0.73,67.16
2013-10-03,93,73.0,,0.73,67.89
2013-10-04,100,73.0,,0.73,73.0
2013-10-05,75,73.0,,0.73,54.75
2013-10-06,65,73.0,,0.73,47.449999999999996
2013-10-07,91,73.0,,0.73,66.42999999999999
2013-10-08,91,73.0,,0.73,66.42999999999999
2013-10-09,88,73.0,,0.73,64.24
2013-10-10,88,73.0,,0.73,64.24
2013-10-11,93,73.0,,0.73,67.89
2013-10-12,78,73.0,,0.73,56.94
2013-10-13,65,73.0,,0.73,47.449999999999996
2013-10-14,88,73.0,,0.73,64.24
2013-10-15,97,73.0,,0.73,70.81
2013-10-16,94,73.0,,0.73,68.62
2013-10-17,96,73.0,,0.73,70.08
2013-10-18,97,73.0,,0.73,70.81
2013-10-19,74,73.0,,0.73,54.019999999999996
2013-10-20,67,73.0,,0.73,48.91
2013-10-21,89,73.0,,0.73,64.97
2013-10-22,90,73.0,,0.73,65.7
2013-10-23,92,73.0,,0.73,67.16
2013-10-24,91,73.0,,0.73,66.42999999999999
2013-10-25,99,73.0,,0.73,72.27
2013-10-26,77,73.0,,0.73,56.21
2013-10-27,65,73.0,,0.73,47.449999999999996
2013-10-28,89,73.0,,0.73,64.97
2013-10-29,91,73.0,,0.73,66.42999999999999
2013-10-30,89,73.0,,0.73,64.97
2013-10-31,90,73.0,,0.73,65.7
2013-11-01,100,74.0,False,0.74,74.0
2013-11-02,77,74.0,,0.74,56.98
2013-11-03,65,74.0,,0.74,48.1
2013-11-04,90,74.0,,0.74,66.6
2013-11-05,89,74.0,,0.74,65.86
2013-11-06,84,74.0,,0.74,62.16
2013-11-07,85,74.0,,0.74,62.9
2013-11-08,91,74.0,,0.74,67.34
2013-11-09,76,74.0,,0.74,56.24
2013-11-10,62,74.0,,0.74,45.88
2013-11-11,78,74.0,,0.74,57.72
2013-11-12,89,74.0,,0.74,65.86
2013-11-13,89,74.0,,0.74,65.86
2013-11-14,89,74.0,,0.74,65.86
2013-11-15,100,74.0,,0.74,74.0
2013-11-16,79,74.0,,0.74,58.46
2013-11-17,61,74.0,,0.74,45.14
2013-11-18,86,74.0,,0.74,63.64
2013-11-19,87,74.0,,0.74,64.38
2013-11-20,85,74.0,,0.74,62.9
2013-11-21,86,74.0,,0.74,63.64
2013-11-22,92,74.0,,0.74,68.08
2013-11-23,74,74.0,,0.74,54.76
2013-11-24,61,74.0,,0.74,45.14
2013-11-25,85,74.0,,0.74,62.9
2013-11-26,85,74.0,,0.74,62.9
2013-11-27,92,74.0,,0.74,68.08
2013-11-28,57,74.0,,0.74,42.18
2013-11-29,92,74.0,,0.74,68.08
2013-11-30,79,74.0,,0.74,58.46
2013-12-01,54,79.0,False,0.79,42.660000000000004
2013-12-02,81,79.0,,0.79,63.99
2013-12-03,82,79.0,,0.79,64.78
2013-12-04,71,79.0,,0.79,56.09
2013-12-05,73,79.0,,0.79,57.67
2013-12-06,76,79.0,,0.79,60.040000000000006
2013-12-07,61,79.0,,0.79,48.190000000000005
2013-12-08,50,79.0,,0.79,39.5
2013-12-09,71,79.0,,0.79,56.09
2013-12-10,74,79.0,,0.79,58.46
2013-12-11,73,79.0,,0.79,57.67
2013-12-12,71,79.0,,0.79,56.09
2013-12-13,80,79.0,,0.79,63.2
2013-12-14,63,79.0,,0.79,49.77
2013-12-15,54,79.0,,0.79,42.660000000000004
2013-12-16,76,79.0,,0.79,60.040000000000006
2013-12-17,72,79.0,,0.79,56.88
2013-12-18,73,79.0,,0.79,57.67
2013-12-19,93,79.0,,0.79,73.47
2013-12-20,100,79.0,,0.79,79.0
2013-12-21,77,79.0,,0.79,60.830000000000005
2013-12-22,60,79.0,,0.79,47.400000000000006
2013-12-23,83,79.0,,0.79,65.57000000000001
2013-12-24,75,79.0,,0.79,59.25
2013-12-25,43,79.0,,0.79,33.97
2013-12-26,83,79.0,,0.79,65.57000000000001
2013-12-27,89,79.0,,0.79,70.31
2013-12-28,71,79.0,,0.79,56.09
2013-12-29,55,79.0,,0.79,43.45
2013-12-30,82,79.0,,0.79,64.78
2013-12-31,88,79.0,,0.79,69.52000000000001
2014-01-01,64,82.0,False,0.82,52.48
2014-01-02,98,82.0,,0.82,80.36
2014-01-03,100,82.0,,0.82,82.0
2014-01-04,78,82.0,,0.82,63.959999999999994
2014-01-05,62,82.0,,0.82,50.839999999999996
2014-01-06,84,82.0,,0.82,68.88
2014-01-07,82,82.0,,0.82,67.24
2014-01-08,83,82.0,,0.82,68.06
2014-01-09,84,82.0,,0.82,68.88
2014-01-10,92,82.0,,0.82,75.44
2014-01-11,77,82.0,,0.82,63.13999999999999
2014-01-12,61,82.0,,0.82,50.019999999999996
2014-01-13,86,82.0,,0.82,70.52
2014-01-14,90,82.0,,0.82,73.8
2014-01-15,91,82.0,,0.82,74.61999999999999
2014-01-16,90,82.0,,0.82,73.8
2014-01-17,96,82.0,,0.82,78.72
2014-01-18,78,82.0,,0.82,63.959999999999994
2014-01-19,62,82.0,,0.82,50.839999999999996
2014-01-20,78,82.0,,0.82,63.959999999999994
2014-01-21,87,82.0,,0.82,71.33999999999999
2014-01-22,85,82.0,,0.82,69.7
2014-01-23,85,82.0,,0.82,69.7
2014-01-24,89,82.0,,0.82,72.97999999999999
2014-01-25,74,82.0,,0.82,60.68
2014-01-26,63,82.0,,0.82,51.66
2014-01-27,78,82.0,,0.82,63.959999999999994
2014-01-28,81,82.0,,0.82,66.42
2014-01-29,78,82.0,,0.82,63.959999999999994
2014-01-30,86,82.0,,0.82,70.52
2014-01-31,92,82.0,,0.82,75.44
2014-02-01,87,79.0,False,0.79,68.73
2014-02-02,66,79.0,,0.79,52.14
2014-02-03,88,79.0,,0.79,69.52000000000001
2014-02-04,92,79.0,,0.79,72.68
2014-02-05,88,79.0,,0.79,69.52000000000001
2014-02-06,91,79.0,,0.79,71.89
2014-02-07,99,79.0,,0.79,78.21000000000001
2014-02-08,83,79.0,,0.79,65.57000000000001
2014-02-09,70,79.0,,0.79,55.300000000000004
2014-02-10,90,79.0,,0.79,71.10000000000001
2014-02-11,89,79.0,,0.79,70.31
2014-02-12,87,79.0,,0.79,68.73
2014-02-13,85,79.0,,0.79,67.15
2014-02-14,92,79.0,,0.79,72.68
2014-02-15,80,79.0,,0.79,63.2
2014-02-16,65,79.0,,0.79,51.35
2014-02-17,85,79.0,,0.79,67.15
2014-02-18,92,79.0,,0.79,72.68
2014-02-19,90,79.0,,0.79,71.10000000000001
2014-02-20,89,79.0,,0.79,70.31
2014-02-21,90,79.0,,0.79,71.10000000000001
2014-02-22,80,79.0,,0.79,63.2
2014-02-23,66,79.0,,0.79,52.14
2014-02-24,88,79.0,,0.79,69.52000000000001
2014-02-25,90,79.0,,0.79,71.10000000000001
2014-02-26,89,79.0,,0.79,70.31
2014-02-27,91,79.0,,0.79,71.89
2014-02-28,100,79.0,,0.79,79.0
2014-03-01,89,80.0,False,0.8,71.2
2014-03-02,72,80.0,,0.8,57.6
2014-03-03,91,80.0,,0.8,72.8
2014-03-04,93,80.0,,0.8,74.4
2014-03-05,93,80.0,,0.8,74.4
2014-03-06,88,80.0,,0.8,70.4
2014-03-07,98,80.0,,0.8,78.4
2014-03-08,80,80.0,,0.8,64.0
2014-03-09,63,80.0,,0.8,50.400000000000006
2014-03-10,94,80.0,,0.8,75.2
2014-03-11,92,80.0,,0.8,73.60000000000001
2014-03-12,91,80.0,,0.8,72.8
2014-03-13,91,80.0,,0.8,72.8
2014-03-14,100,80.0,,0.8,80.0
2014-03-15,83,80.0,,0.8,66.4
2014-03-16,69,80.0,,0.8,55.2
2014-03-17,90,80.0,,0.8,72.0
2014-03-18,88,80.0,,0.8,70.4
2014-03-19,89,80.0,,0.8,71.2
2014-03-20,89,80.0,,0.8,71.2
2014-03-21,93,80.0,,0.8,74.4
2014-03-22,77,80.0,,0.8,61.6
2014-03-23,66,80.0,,0.8,52.800000000000004
2014-03-24,88,80.0,,0.8,70.4
2014-03-25,92,80.0,,0.8,73.60000000000001
2014-03-26,88,80.0,,0.8,70.4
2014-03-27,89,80.0,,0.8,71.2
2014-03-28,95,80.0,,0.8,76.0
2014-03-29,80,80.0,,0.8,64.0
2014-03-30,65,80.0,,0.8,52.0
2014-03-31,95,80.0,,0.8,76.0
2014-04-01,98,80.0,False,0.8,78.4
2014-04-02,96,80.0,,0.8,76.80000000000001
2014-04-03,95,80.0,,0.8,76.0
2014-04-04,99,80.0,,0.8,79.2
2014-04-05,82,80.0,,0.8,65.60000000000001
2014-04-06,70,80.0,,0.8,56.0
2014-04-07,92,80.0,,0.8,73.60000000000001
2014-04-08,92,80.0,,0.8,73.60000000000001
2014-04-09,90,80.0,,0.8,72.0
2014-04-10,93,80.0,,0.8,74.4
2014-04-11,100,80.0,,0.8,80.0
2014-04-12,82,80.0,,0.8,65.60000000000001
2014-04-13,70,80.0,,0.8,56.0
2014-04-14,96,80.0,,0.8,76.80000000000001
2014-04-15,97,80.0,,0.8,77.60000000000001
2014-04-16,93,80.0,,0.8,74.4
2014-04-17,93,80.0,,0.8,74.4
2014-04-18,97,80.0,,0.8,77.60000000000001
2014-04-19,76,80.0,,0.8,60.800000000000004
2014-04-20,55,80.0,,0.8,44.0
2014-04-21,95,80.0,,0.8,76.0
2014-04-22,94,80.0,,0.8,75.2
2014-04-23,89,80.0,,0.8,71.2
2014-04-24,86,80.0,,0.8,68.8
2014-04-25,91,80.0,,0.8,72.8
2014-04-26,76,80.0,,0.8,60.800000000000004
2014-04-27,64,80.0,,0.8,51.2
2014-04-28,90,80.0,,0.8,72.0
2014-04-29,88,80.0,,0.8,70.4
2014-04-30,93,80.0,,0.8,74.4
2014-05-01,97,78.0,False,0.78,75.66
2014-05-02,99,78.0,,0.78,77.22
2014-05-03,80,78.0,,0.78,62.400000000000006
2014-05-04,66,78.0,,0.78,51.480000000000004
2014-05-05,94,78.0,,0.78,73.32000000000001
2014-05-06,92,78.0,,0.78,71.76
2014-05-07,90,78.0,,0.78,70.2
2014-05-08,89,78.0,,0.78,69.42
2014-05-09,91,78.0,,0.78,70.98
2014-05-10,74,78.0,,0.78,57.72
2014-05-11,58,78.0,,0.78,45.24
2014-05-12,91,78.0,,0.78,70.98
2014-05-13,88,78.0,,0.78,68.64
2014-05-14,89,78.0,,0.78,69.42
2014-05-15,92,78.0,,0.78,71.76
2014-05-16,96,78.0,,0.78,74.88
2014-05-17,75,78.0,,0.78,58.5
2014-05-18,65,78.0,,0.78,50.7
2014-05-19,90,78.0,,0.78,70.2
2014-05-20,92,78.0,,0.78,71.76
2014-05-21,89,78.0,,0.78,69.42
2014-05-22,86,78.0,,0.78,67.08
2014-05-23,96,78.0,,0.78,74.88
2014-05-24,74,78.0,,0.78,57.72
2014-05-25,57,78.0,,0.78,44.46
2014-05-26,67,78.0,,0.78,52.260000000000005
2014-05-27,94,78.0,,0.78,73.32000000000001
2014-05-28,89,78.0,,0.78,69.42
2014-05-29,92,78.0,,0.78,71.76
2014-05-30,100,78.0,,0.78,78.0
2014-05-31,79,78.0,,0.78,61.620000000000005
2014-06-01,70,77.0,False,0.77,53.9
2014-06-02,98,77.0,,0.77,75.46000000000001
2014-06-03,96,77.0,,0.77,73.92
2014-06-04,93,77.0,,0.77,71.61
2014-06-05,92,77.0,,0.77,70.84
2014-06-06,96,77.0,,0.77,73.92
2014-06-07,77,77.0,,0.77,59.29
2014-06-08,63,77.0,,0.77,48.51
2014-06-09,91,77.0,,0.77,70.07000000000001
2014-06-10,94,77.0,,0.77,72.38
2014-06-11,88,77.0,,0.77,67.76
2014-06-12,92,77.0,,0.77,70.84
2014-06-13,97,77.0,,0.77,74.69
2014-06-14,76,77.0,,0.77,58.52
2014-06-15,60,77.0,,0.77,46.2
2014-06-16,94,77.0,,0.77,72.38
2014-06-17,90,77.0,,0.77,69.3
2014-06-18,90,77.0,,0.77,69.3
2014-06-19,90,77.0,,0.77,69.3
2014-06-20,97,77.0,,0.77,74.69
2014-06-21,78,77.0,,0.77,60.06
2014-06-22,63,77.0,,0.77,48.51
2014-06-23,95,77.0,,0.77,73.15
2014-06-24,91,77.0,,0.77,70.07000000000001
2014-06-25,90,77.0,,0.77,69.3
2014-06-26,88,77.0,,0.77,67.76
2014-06-27,98,77.0,,0.77,75.46000000000001
2014-06-28,78,77.0,,0.77,60.06
2014-06-29,66,77.0,,0.77,50.82
2014-06-30,100,77.0,,0.77,77.0
2014-07-01,91,86.0,False,0.86,78.26
2014-07-02,93,86.0,,0.86,79.98
2014-07-03,97,86.0,,0.86,83.42
2014-07-04,65,86.0,,0.86,55.9
2014-07-05,74,86.0,,0.86,63.64
2014-07-06,68,86.0,,0.86,58.48
2014-07-07,95,86.0,,0.86,81.7
2014-07-08,92,86.0,,0.86,79.12
2014-07-09,88,86.0,,0.86,75.67999999999999
2014-07-10,92,86.0,,0.86,79.12
2014-07-11,98,86.0,,0.86,84.28
2014-07-12,78,86.0,,0.86,67.08
2014-07-13,60,86.0,,0.86,51.6
2014-07-14,95,86.0,,0.86,81.7
2014-07-15,95,86.0,,0.86,81.7
2014-07-16,96,86.0,,0.86,82.56
2014-07-17,92,86.0,,0.86,79.12
2014-07-18,94,86.0,,0.86,80.84
2014-07-19,74,86.0,,0.86,63.64
2014-07-20,67,86.0,,0.86,57.62
2014-07-21,94,86.0,,0.86,80.84
2014-07-22,91,86.0,,0.86,78.26
2014-07-23,91,86.0,,0.86,78.26
2014-07-24,91,86.0,,0.86,78.26
2014-07-25,99,86.0,,0.86,85.14
2014-07-26,79,86.0,,0.86,67.94
2014-07-27,65,86.0,,0.86,55.9
2014-07-28,91,86.0,,0.86,78.26
2014-07-29,94,86.0,,0.86,80.84
2014-07-30,94,86.0,,0.86,80.84
2014-07-31,100,86.0,,0.86,86.0
2014-08-01,100,85.0,False,0.85,85.0
2014-08-02,77,85.0,,0.85,65.45
2014-08-03,68,85.0,,0.85,57.8
2014-08-04,90,85.0,,0.85,76.5
2014-08-05,92,85.0,,0.85,78.2
2014-08-06,89,85.0,,0.85,75.64999999999999
2014-08-07,91,85.0,,0.85,77.35
2014-08-08,94,85.0,,0.85,79.89999999999999
2014-08-09,73,85.0,,0.85,62.05
2014-08-10,63,85.0,,0.85,53.55
2014-08-11,84,85.0,,0.85,71.39999999999999
2014-08-12,83,85.0,,0.85,70.55
2014-08-13,86,85.0,,0.85,73.1
2014-08-14,90,85.0,,0.85,76.5
2014-08-15,96,85.0,,0.85,81.6
2014-08-16,77,85.0,,0.85,65.45
2014-08-17,64,85.0,,0.85,54.4
2014-08-18,90,85.0,,0.85,76.5
2014-08-19,88,85.0,,0.85,74.8
2014-08-20,88,85.0,,0.85,74.8
2014-08-21,87,85.0,,0.85,73.95
2014-08-22,89,85.0,,0.85,75.64999999999999
2014-08-23,73,85.0,,0.85,62.05
2014-08-24,61,85.0,,0.85,51.85
2014-08-25,85,85.0,,0.85,72.25
2014-08-26,82,85.0,,0.85,69.7
2014-08-27,83,85.0,,0.85,70.55
2014-08-28,83,85.0,,0.85,70.55
2014-08-29,95,85.0,,0.85,80.75
2014-08-30,73,85.0,,0.85,62.05
2014-08-31,58,85.0,,0.85,49.3
2014-09-01,71,80.0,False,0.8,56.800000000000004
2014-09-02,100,80.0,,0.8,80.0
2014-09-03,97,80.0,,0.8,77.60000000000001
2014-09-04,92,80.0,,0.8,73.60000000000001
2014-09-05,99,80.0,,0.8,79.2
2014-09-06,76,80.0,,0.8,60.800000000000004
2014-09-07,63,80.0,,0.8,50.400000000000006
2014-09-08,89,80.0,,0.8,71.2
2014-09-09,90,80.0,,0.8,72.0
2014-09-10,89,80.0,,0.8,71.2
2014-09-11,91,80.0,,0.8,72.8
2014-09-12,95,80.0,,0.8,76.0
2014-09-13,79,80.0,,0.8,63.2
2014-09-14,64,80.0,,0.8,51.2
2014-09-15,94,80.0,,0.8,75.2
2014-09-16,90,80.0,,0.8,72.0
2014-09-17,87,80.0,,0.8,69.60000000000001
2014-09-18,88,80.0,,0.8,70.4
2014-09-19,93,80.0,,0.8,74.4
2014-09-20,77,80.0,,0.8,61.6
2014-09-21,61,80.0,,0.8,48.800000000000004
2014-09-22,90,80.0,,0.8,72.0
2014-09-23,86,80.0,,0.8,68.8
2014-09-24,87,80.0,,0.8,69.60000000000001
2014-09-25,89,80.0,,0.8,71.2
2014-09-26,91,80.0,,0.8,72.8
2014-09-27,75,80.0,,0.8,60.0
2014-09-28,61,80.0,,0.8,48.800000000000004
2014-09-29,90,80.0,,0.8,72.0
2014-09-30,92,80.0,,0.8,73.60000000000001
2014-10-01,94,79.0,False,0.79,74.26
2014-10-02,94,79.0,,0.79,74.26
2014-10-03,100,79.0,,0.79,79.0
2014-10-04,79,79.0,,0.79,62.410000000000004
2014-10-05,64,79.0,,0.79,50.56
2014-10-06,90,79.0,,0.79,71.10000000000001
2014-10-07,89,79.0,,0.79,70.31
2014-10-08,83,79.0,,0.79,65.57000000000001
2014-10-09,88,79.0,,0.79,69.52000000000001
2014-10-10,92,79.0,,0.79,72.68
2014-10-11,76,79.0,,0.79,60.040000000000006
2014-10-12,62,79.0,,0.79,48.980000000000004
2014-10-13,86,79.0,,0.79,67.94
2014-10-14,88,79.0,,0.79,69.52000000000001
2014-10-15,92,79.0,,0.79,72.68
2014-10-16,89,79.0,,0.79,70.31
2014-10-17,95,79.0,,0.79,75.05
2014-10-18,76,79.0,,0.79,60.040000000000006
2014-10-19,61,79.0,,0.79,48.190000000000005
2014-10-20,92,79.0,,0.79,72.68
2014-10-21,87,79.0,,0.79,68.73
2014-10-22,86,79.0,,0.79,67.94
2014-10-23,89,79.0,,0.79,70.31
2014-10-24,92,79.0,,0.79,72.68
2014-10-25,76,79.0,,0.79,60.040000000000006
2014-10-26,61,79.0,,0.79,48.190000000000005
2014-10-27,87,79.0,,0.79,68.73
2014-10-28,82,79.0,,0.79,64.78
2014-10-29,81,79.0,,0.79,63.99
2014-10-30,84,79.0,,0.79,66.36
2014-10-31,92,79.0,,0.79,72.68
2014-11-01,81,81.0,False,0.81,65.61
2014-11-02,67,81.0,,0.81,54.27
2014-11-03,93,81.0,,0.81,75.33
2014-11-04,91,81.0,,0.81,73.71000000000001
2014-11-05,86,81.0,,0.81,69.66000000000001
2014-11-06,91,81.0,,0.81,73.71000000000001
2014-11-07,97,81.0,,0.81,78.57000000000001
2014-11-08,79,81.0,,0.81,63.99
2014-11-09,66,81.0,,0.81,53.46
2014-11-10,92,81.0,,0.81,74.52000000000001
2014-11-11,86,81.0,,0.81,69.66000000000001
2014-11-12,89,81.0,,0.81,72.09
2014-11-13,90,81.0,,0.81,72.9
2014-11-14,100,81.0,,0.81,81.0
2014-11-15,84,81.0,,0.81,68.04
2014-11-16,67,81.0,,0.81,54.27
2014-11-17,88,81.0,,0.81,71.28
2014-11-18,91,81.0,,0.81,73.71000000000001
2014-11-19,85,81.0,,0.81,68.85000000000001
2014-11-20,88,81.0,,0.81,71.28
2014-11-21,96,81.0,,0.81,77.76
2014-11-22,80,81.0,,0.81,64.80000000000001
2014-11-23,64,81.0,,0.81,51.84
2014-11-24,88,81.0,,0.81,71.28
2014-11-25,87,81.0,,0.81,70.47
2014-11-26,89,81.0,,0.81,72.09
2014-11-27,59,81.0,,0.81,47.790000000000006
2014-11-28,94,81.0,,0.81,76.14
2014-11-29,79,81.0,,0.81,63.99
2014-11-30,66,81.0,,0.81,53.46
2014-12-01,100,84.0,False,0.84,84.0
2014-12-02,97,84.0,,0.84,81.48
2014-12-03,92,84.0,,0.84,77.28
2014-12-04,91,84.0,,0.84,76.44
2014-12-05,92,84.0,,0.84,77.28
2014-12-06,81,84.0,,0.84,68.03999999999999
2014-12-07,66,84.0,,0.84,55.44
2014-12-08,87,84.0,,0.84,73.08
2014-12-09,86,84.0,,0.84,72.24
2014-12-10,86,84.0,,0.84,72.24
2014-12-11,86,84.0,,0.84,72.24
2014-12-12,93,84.0,,0.84,78.11999999999999
2014-12-13,82,84.0,,0.84,68.88
2014-12-14,67,84.0,,0.84,56.28
2014-12-15,94,84.0,,0.84,78.96
2014-12-16,91,84.0,,0.84,76.44
2014-12-17,87,84.0,,0.84,73.08
2014-12-18,89,84.0,,0.84,74.75999999999999
2014-12-19,99,84.0,,0.84,83.16
2014-12-20,82,84.0,,0.84,68.88
2014-12-21,66,84.0,,0.84,55.44
2014-12-22,91,84.0,,0.84,76.44
2014-12-23,94,84.0,,0.84,78.96
2014-12-24,84,84.0,,0.84,70.56
2014-12-25,46,84.0,,0.84,38.64
2014-12-26,93,84.0,,0.84,78.11999999999999
2014-12-27,79,84.0,,0.84,66.36
2014-12-28,65,84.0,,0.84,54.6
2014-12-29,94,84.0,,0.84,78.96
2014-12-30,98,84.0,,0.84,82.32
2014-12-31,100,84.0,,0.84,84.0
2015-01-01,65,89.0,False,0.89,57.85
2015-01-02,100,89.0,,0.89,89.0
2015-01-03,78,89.0,,0.89,69.42
2015-01-04,60,89.0,,0.89,53.4
2015-01-05,90,89.0,,0.89,80.1
2015-01-06,83,89.0,,0.89,73.87
2015-01-07,78,89.0,,0.89,69.42
2015-01-08,78,89.0,,0.89,69.42
2015-01-09,84,89.0,,0.89,74.76
2015-01-10,73,89.0,,0.89,64.97
2015-01-11,59,89.0,,0.89,52.51
2015-01-12,79,89.0,,0.89,70.31
2015-01-13,79,89.0,,0.89,70.31
2015-01-14,78,89.0,,0.89,69.42
2015-01-15,84,89.0,,0.89,74.76
2015-01-16,88,89.0,,0.89,78.32000000000001
2015-01-17,73,89.0,,0.89,64.97
2015-01-18,56,89.0,,0.89,49.84
