date,credit_unscaled,credit_monthly,isPartial,scale,credit
2011-09-04,59,74.0,,0.74,43.66
2011-09-05,64,74.0,,0.74,47.36
2011-09-06,85,74.0,,0.74,62.9
2011-09-07,86,74.0,,0.74,63.64
2011-09-08,85,74.0,,0.74,62.9
2011-09-09,87,74.0,,0.74,64.38
2011-09-10,69,74.0,,0.74,51.06
2011-09-11,55,74.0,,0.74,40.7
2011-09-12,83,74.0,,0.74,61.42
2011-09-13,80,74.0,,0.74,59.2
2011-09-14,83,74.0,,0.74,61.42
2011-09-15,86,74.0,,0.74,63.64
2011-09-16,91,74.0,,0.74,67.34
2011-09-17,69,74.0,,0.74,51.06
2011-09-18,55,74.0,,0.74,40.7
2011-09-19,81,74.0,,0.74,59.94
2011-09-20,81,74.0,,0.74,59.94
2011-09-21,80,74.0,,0.74,59.2
2011-09-22,79,74.0,,0.74,58.46
2011-09-23,84,74.0,,0.74,62.16
2011-09-24,66,74.0,,0.74,48.839999999999996
2011-09-25,56,74.0,,0.74,41.44
2011-09-26,83,74.0,,0.74,61.42
2011-09-27,81,74.0,,0.74,59.94
2011-09-28,81,74.0,,0.74,59.94
2011-09-29,83,74.0,,0.74,61.42
2011-09-30,100,74.0,,0.74,74.0
2011-10-01,86,73.0,False,0.73,62.78
2011-10-02,69,73.0,,0.73,50.37
2011-10-03,100,73.0,,0.73,73.0
2011-10-04,93,73.0,,0.73,67.89
2011-10-05,97,73.0,,0.73,70.81
2011-10-06,95,73.0,,0.73,69.35
2011-10-07,98,73.0,,0.73,71.53999999999999
2011-10-08,79,73.0,,0.73,57.67
2011-10-09,65,73.0,,0.73,47.449999999999996
2011-10-10,91,73.0,,0.73,66.42999999999999
2011-10-11,94,73.0,,0.73,68.62
2011-10-12,92,73.0,,0.73,67.16
2011-10-13,92,73.0,,0.73,67.16
2011-10-14,99,73.0,,0.73,72.27
2011-10-15,75,73.0,,0.73,54.75
2011-10-16,65,73.0,,0.73,47.449999999999996
2011-10-17,93,73.0,,0.73,67.89
2011-10-18,92,73.0,,0.73,67.16
2011-10-19,91,73.0,,0.73,66.42999999999999
2011-10-20,90,73.0,,0.73,65.7
2011-10-21,96,73.0,,0.73,70.08
2011-10-22,78,73.0,,0.73,56.94
2011-10-23,64,73.0,,0.73,46.72
2011-10-24,92,73.0,,0.73,67.16
2011-10-25,90,73.0,,0.73,65.7
2011-10-26,87,73.0,,0.73,63.51
2011-10-27,90,73.0,,0.73,65.7
2011-10-28,98,73.0,,0.73,71.53999999999999
2011-10-29,73,73.0,,0.73,53.29
2011-10-30,60,73.0,,0.73,43.8
2011-10-31,93,73.0,,0.73,67.89
2011-11-01,97,76.0,False,0.76,73.72
2011-11-02,90,76.0,,0.76,68.4
2011-11-03,89,76.0,,0.76,67.64
2011-11-04,100,76.0,,0.76,76.0
2011-11-05,84,76.0,,0.76,63.84
2011-11-06,66,76.0,,0.76,50.160000000000004
2011-11-07,91,76.0,,0.76,69.16
2011-11-08,89,76.0,,0.76,67.64
2011-11-09,86,76.0,,0.76,65.36
2011-11-10,94,76.0,,0.76,71.44
2011-11-11,84,76.0,,0.76,63.84
2011-11-12,73,76.0,,0.76,55.480000000000004
2011-11-13,62,76.0,,0.76,47.12
2011-11-14,92,76.0,,0.76,69.92
2011-11-15,93,76.0,,0.76,70.68
2011-11-16,88,76.0,,0.76,66.88
2011-11-17,89,76.0,,0.76,67.64
2011-11-18,91,76.0,,0.76,69.16
2011-11-19,77,76.0,,0.76,58.52
2011-11-20,61,76.0,,0.76,46.36
2011-11-21,85,76.0,,0.76,64.6
2011-11-22,86,76.0,,0.76,65.36
2011-11-23,91,76.0,,0.76,69.16
2011-11-24,54,76.0,,0.76,41.04
2011-11-25,86,76.0,,0.76,65.36
2011-11-26,78,76.0,,0.76,59.28
2011-11-27,66,76.0,,0.76,50.160000000000004
2011-11-28,89,76.0,,0.76,67.64
2011-11-29,89,76.0,,0.76,67.64
2011-11-30,92,76.0,,0.76,69.92
2011-12-01,93,74.0,False,0.74,68.82
2011-12-02,93,74.0,,0.74,68.82
2011-12-03,72,74.0,,0.74,53.28
2011-12-04,61,74.0,,0.74,45.14
2011-12-05,87,74.0,,0.74,64.38
2011-12-06,85,74.0,,0.74,62.9
2011-12-07,85,74.0,,0.74,62.9
2011-12-08,81,74.0,,0.74,59.94
2011-12-09,89,74.0,,0.74,65.86
2011-12-10,74,74.0,,0.74,54.76
2011-12-11,59,74.0,,0.74,43.66
2011-12-12,85,74.0,,0.74,62.9
2011-12-13,81,74.0,,0.74,59.94
2011-12-14,86,74.0,,0.74,63.64
2011-12-15,86,74.0,,0.74,63.64
2011-12-16,88,74.0,,0.74,65.12
2011-12-17,76,74.0,,0.74,56.24
2011-12-18,61,74.0,,0.74,45.14
2011-12-19,86,74.0,,0.74,63.64
2011-12-20,85,74.0,,0.74,62.9
2011-12-21,88,74.0,,0.74,65.12
2011-12-22,89,74.0,,0.74,65.86
2011-12-23,89,74.0,,0.74,65.86
2011-12-24,64,74.0,,0.74,47.36
2011-12-25,41,74.0,,0.74,30.34
2011-12-26,71,74.0,,0.74,52.54
2011-12-27,90,74.0,,0.74,66.6
2011-12-28,89,74.0,,0.74,65.86
2011-12-29,97,74.0,,0.74,71.78
2011-12-30,100,74.0,,0.74,74.0
2011-12-31,72,74.0,,0.74,53.28
2012-01-01,57,76.0,False,0.76,43.32
2012-01-02,85,76.0,,0.76,64.6
2012-01-03,100,76.0,,0.76,76.0
2012-01-04,96,76.0,,0.76,72.96000000000001
2012-01-05,97,76.0,,0.76,73.72
2012-01-06,95,76.0,,0.76,72.2
2012-01-07,77,76.0,,0.76,58.52
2012-01-08,65,76.0,,0.76,49.4
2012-01-09,88,76.0,,0.76,66.88
2012-01-10,87,76.0,,0.76,66.12
2012-01-11,89,76.0,,0.76,67.64
2012-01-12,90,76.0,,0.76,68.4
2012-01-13,96,76.0,,0.76,72.96000000000001
2012-01-14,76,76.0,,0.76,57.76
2012-01-15,65,76.0,,0.76,49.4
2012-01-16,78,76.0,,0.76,59.28
2012-01-17,91,76.0,,0.76,69.16
2012-01-18,88,76.0,,0.76,66.88
2012-01-19,91,76.0,,0.76,69.16
2012-01-20,94,76.0,,0.76,71.44
2012-01-21,78,76.0,,0.76,59.28
2012-01-22,62,76.0,,0.76,47.12
2012-01-23,88,76.0,,0.76,66.88
2012-01-24,85,76.0,,0.76,64.6
2012-01-25,86,76.0,,0.76,65.36
2012-01-26,89,76.0,,0.76,67.64
2012-01-27,91,76.0,,0.76,69.16
2012-01-28,83,76.0,,0.76,63.08
2012-01-29,68,76.0,,0.76,51.68
2012-01-30,89,76.0,,0.76,67.64
2012-01-31,95,76.0,,0.76,72.2
2012-02-01,100,76.0,False,0.76,76.0
2012-02-02,98,76.0,,0.76,74.48
2012-02-03,100,76.0,,0.76,76.0
2012-02-04,88,76.0,,0.76,66.88
2012-02-05,64,76.0,,0.76,48.64
2012-02-06,92,76.0,,0.76,69.92
2012-02-07,93,76.0,,0.76,70.68
2012-02-08,95,76.0,,0.76,72.2
2012-02-09,91,76.0,,0.76,69.16
2012-02-10,92,76.0,,0.76,69.92
2012-02-11,79,76.0,,0.76,60.04
2012-02-12,60,76.0,,0.76,45.6
2012-02-13,87,76.0,,0.76,66.12
2012-02-14,83,76.0,,0.76,63.08
2012-02-15,89,76.0,,0.76,67.64
2012-02-16,92,76.0,,0.76,69.92
2012-02-17,96,76.0,,0.76,72.96000000000001
2012-02-18,78,76.0,,0.76,59.28
2012-02-19,63,76.0,,0.76,47.88
2012-02-20,86,76.0,,0.76,65.36
2012-02-21,90,76.0,,0.76,68.4
2012-02-22,88,76.0,,0.76,66.88
2012-02-23,89,76.0,,0.76,67.64
2012-02-24,93,76.0,,0.76,70.68
2012-02-25,78,76.0,,0.76,59.28
2012-02-26,66,76.0,,0.76,50.160000000000004
2012-02-27,89,76.0,,0.76,67.64
2012-02-28,89,76.0,,0.76,67.64
2012-02-29,91,76.0,,0.76,69.16
2012-03-01,95,78.0,False,0.78,74.10000000000001
2012-03-02,98,78.0,,0.78,76.44
2012-03-03,81,78.0,,0.78,63.18
2012-03-04,66,78.0,,0.78,51.480000000000004
2012-03-05,94,78.0,,0.78,73.32000000000001
2012-03-06,92,78.0,,0.78,71.76
2012-03-07,87,78.0,,0.78,67.86
2012-03-08,88,78.0,,0.78,68.64
2012-03-09,95,78.0,,0.78,74.10000000000001
2012-03-10,77,78.0,,0.78,60.06
2012-03-11,65,78.0,,0.78,50.7
2012-03-12,88,78.0,,0.78,68.64
2012-03-13,88,78.0,,0.78,68.64
2012-03-14,89,78.0,,0.78,69.42
2012-03-15,94,78.0,,0.78,73.32000000000001
2012-03-16,98,78.0,,0.78,76.44
2012-03-17,77,78.0,,0.78,60.06
2012-03-18,67,78.0,,0.78,52.260000000000005
2012-03-19,90,78.0,,0.78,70.2
2012-03-20,91,78.0,,0.78,70.98
2012-03-21,92,78.0,,0.78,71.76
2012-03-22,91,78.0,,0.78,70.98
2012-03-23,92,78.0,,0.78,71.76
2012-03-24,75,78.0,,0.78,58.5
2012-03-25,63,78.0,,0.78,49.14
2012-03-26,89,78.0,,0.78,69.42
2012-03-27,88,78.0,,0.78,68.64
2012-03-28,87,78.0,,0.78,67.86
2012-03-29,92,78.0,,0.78,71.76
2012-03-30,100,78.0,,0.78,78.0
2012-03-31,75,78.0,,0.78,58.5
2012-04-01,67,74.0,False,0.74,49.58
2012-04-02,96,74.0,,0.74,71.03999999999999
2012-04-03,88,74.0,,0.74,65.12
2012-04-04,88,74.0,,0.74,65.12
2012-04-05,90,74.0,,0.74,66.6
2012-04-06,92,74.0,,0.74,68.08
2012-04-07,72,74.0,,0.74,53.28
2012-04-08,57,74.0,,0.74,42.18
2012-04-09,92,74.0,,0.74,68.08
2012-04-10,91,74.0,,0.74,67.34
2012-04-11,88,74.0,,0.74,65.12
2012-04-12,91,74.0,,0.74,67.34
2012-04-13,100,74.0,,0.74,74.0
2012-04-14,79,74.0,,0.74,58.46
2012-04-15,68,74.0,,0.74,50.32
2012-04-16,93,74.0,,0.74,68.82
2012-04-17,92,74.0,,0.74,68.08
2012-04-18,86,74.0,,0.74,63.64
2012-04-19,87,74.0,,0.74,64.38
2012-04-20,90,74.0,,0.74,66.6
2012-04-21,74,74.0,,0.74,54.76
2012-04-22,60,74.0,,0.74,44.4
2012-04-23,89,74.0,,0.74,65.86
2012-04-24,87,74.0,,0.74,64.38
2012-04-25,84,74.0,,0.74,62.16
2012-04-26,85,74.0,,0.74,62.9
2012-04-27,91,74.0,,0.74,67.34
2012-04-28,71,74.0,,0.74,52.54
2012-04-29,62,74.0,,0.74,45.88
2012-04-30,94,74.0,,0.74,69.56
2012-05-01,100,78.0,False,0.78,78.0
2012-05-02,90,78.0,,0.78,70.2
2012-05-03,94,78.0,,0.78,73.32000000000001
2012-05-04,97,78.0,,0.78,75.66
2012-05-05,78,78.0,,0.78,60.84
2012-05-06,65,78.0,,0.78,50.7
2012-05-07,94,78.0,,0.78,73.32000000000001
2012-05-08,91,78.0,,0.78,70.98
2012-05-09,92,78.0,,0.78,71.76
2012-05-10,91,78.0,,0.78,70.98
2012-05-11,99,78.0,,0.78,77.22
2012-05-12,78,78.0,,0.78,60.84
2012-05-13,64,78.0,,0.78,49.92
2012-05-14,96,78.0,,0.78,74.88
2012-05-15,98,78.0,,0.78,76.44
2012-05-16,97,78.0,,0.78,75.66
2012-05-17,93,78.0,,0.78,72.54
2012-05-18,100,78.0,,0.78,78.0
2012-05-19,79,78.0,,0.78,61.620000000000005
2012-05-20,63,78.0,,0.78,49.14
2012-05-21,94,78.0,,0.78,73.32000000000001
2012-05-22,92,78.0,,0.78,71.76
2012-05-23,89,78.0,,0.78,69.42
2012-05-24,90,78.0,,0.78,70.2
2012-05-25,98,78.0,,0.78,76.44
2012-05-26,75,78.0,,0.78,58.5
2012-05-27,63,78.0,,0.78,49.14
2012-05-28,69,78.0,,0.78,53.82
2012-05-29,99,78.0,,0.78,77.22
2012-05-30,97,78.0,,0.78,75.66
2012-05-31,100,78.0,,0.78,78.0
2012-06-01,100,77.0,False,0.77,77.0
2012-06-02,75,77.0,,0.77,57.75
2012-06-03,62,77.0,,0.77,47.74
2012-06-04,89,77.0,,0.77,68.53
2012-06-05,87,77.0,,0.77,66.99
2012-06-06,84,77.0,,0.77,64.68
2012-06-07,86,77.0,,0.77,66.22
2012-06-08,92,77.0,,0.77,70.84
2012-06-09,71,77.0,,0.77,54.67
2012-06-10,62,77.0,,0.77,47.74
2012-06-11,87,77.0,,0.77,66.99
2012-06-12,84,77.0,,0.77,64.68
2012-06-13,86,77.0,,0.77,66.22
2012-06-14,87,77.0,,0.77,66.99
2012-06-15,98,77.0,,0.77,75.46000000000001
2012-06-16,73,77.0,,0.77,56.21
2012-06-17,58,77.0,,0.77,44.660000000000004
2012-06-18,92,77.0,,0.77,70.84
2012-06-19,89,77.0,,0.77,68.53
2012-06-20,91,77.0,,0.77,70.07000000000001
2012-06-21,88,77.0,,0.77,67.76
2012-06-22,92,77.0,,0.77,70.84
2012-06-23,69,77.0,,0.77,53.13
2012-06-24,64,77.0,,0.77,49.28
2012-06-25,91,77.0,,0.77,70.07000000000001
2012-06-26,87,77.0,,0.77,66.99
2012-06-27,88,77.0,,0.77,67.76
2012-06-28,86,77.0,,0.77,66.22
2012-06-29,96,77.0,,0.77,73.92
2012-06-30,74,77.0,,0.77,56.980000000000004
2012-07-01,65,77.0,False,0.77,50.050000000000004
2012-07-02,94,77.0,,0.77,72.38
2012-07-03,90,77.0,,0.77,69.3
2012-07-04,68,77.0,,0.77,52.36
2012-07-05,92,77.0,,0.77,70.84
2012-07-06,100,77.0,,0.77,77.0
2012-07-07,75,77.0,,0.77,57.75
2012-07-08,62,77.0,,0.77,47.74
2012-07-09,89,77.0,,0.77,68.53
2012-07-10,87,77.0,,0.77,66.99
2012-07-11,85,77.0,,0.77,65.45
2012-07-12,88,77.0,,0.77,67.76
2012-07-13,97,77.0,,0.77,74.69
2012-07-14,76,77.0,,0.77,58.52
2012-07-15,65,77.0,,0.77,50.050000000000004
2012-07-16,91,77.0,,0.77,70.07000000000001
2012-07-17,85,77.0,,0.77,65.45
2012-07-18,85,77.0,,0.77,65.45
2012-07-19,86,77.0,,0.77,66.22
2012-07-20,88,77.0,,0.77,67.76
2012-07-21,70,77.0,,0.77,53.9
2012-07-22,62,77.0,,0.77,47.74
2012-07-23,83,77.0,,0.77,63.910000000000004
2012-07-24,83,77.0,,0.77,63.910000000000004
2012-07-25,83,77.0,,0.77,63.910000000000004
2012-07-26,84,77.0,,0.77,64.68
2012-07-27,86,77.0,,0.77,66.22
2012-07-28,68,77.0,,0.77,52.36
2012-07-29,59,77.0,,0.77,45.43
2012-07-30,87,77.0,,0.77,66.99
2012-07-31,90,77.0,,0.77,69.3
2012-08-01,97,76.0,False,0.76,73.72
2012-08-02,97,76.0,,0.76,73.72
2012-08-03,100,76.0,,0.76,76.0
2012-08-04,74,76.0,,0.76,56.24
2012-08-05,65,76.0,,0.76,49.4
2012-08-06,92,76.0,,0.76,69.92
2012-08-07,91,76.0,,0.76,69.16
2012-08-08,91,76.0,,0.76,69.16
2012-08-09,89,76.0,,0.76,67.64
2012-08-10,93,76.0,,0.76,70.68
2012-08-11,75,76.0,,0.76,57.0
2012-08-12,62,76.0,,0.76,47.12
2012-08-13,89,76.0,,0.76,67.64
2012-08-14,91,76.0,,0.76,69.16
2012-08-15,95,76.0,,0.76,72.2
2012-08-16,91,76.0,,0.76,69.16
2012-08-17,96,76.0,,0.76,72.96000000000001
2012-08-18,75,76.0,,0.76,57.0
2012-08-19,63,76.0,,0.76,47.88
2012-08-20,92,76.0,,0.76,69.92
2012-08-21,91,76.0,,0.76,69.16
2012-08-22,87,76.0,,0.76,66.12
2012-08-23,86,76.0,,0.76,65.36
2012-08-24,92,76.0,,0.76,69.92
2012-08-25,75,76.0,,0.76,57.0
2012-08-26,62,76.0,,0.76,47.12
2012-08-27,87,76.0,,0.76,66.12
2012-08-28,86,76.0,,0.76,65.36
2012-08-29,85,76.0,,0.76,64.6
2012-08-30,89,76.0,,0.76,67.64
2012-08-31,99,76.0,,0.76,75.24
2012-09-01,79,72.0,False,0.72,56.879999999999995
2012-09-02,64,72.0,,0.72,46.08
2012-09-03,69,72.0,,0.72,49.68
2012-09-04,98,72.0,,0.72,70.56
2012-09-05,91,72.0,,0.72,65.52
2012-09-06,92,72.0,,0.72,66.24
2012-09-07,96,72.0,,0.72,69.12
2012-09-08,74,72.0,,0.72,53.28
2012-09-09,60,72.0,,0.72,43.199999999999996
2012-09-10,85,72.0,,0.72,61.199999999999996
2012-09-11,88,72.0,,0.72,63.36
2012-09-12,84,72.0,,0.72,60.48
2012-09-13,89,72.0,,0.72,64.08
2012-09-14,95,72.0,,0.72,68.39999999999999
2012-09-15,75,72.0,,0.72,54.0
2012-09-16,60,72.0,,0.72,43.199999999999996
2012-09-17,91,72.0,,0.72,65.52
2012-09-18,85,72.0,,0.72,61.199999999999996
2012-09-19,91,72.0,,0.72,65.52
2012-09-20,87,72.0,,0.72,62.64
2012-09-21,91,72.0,,0.72,65.52
2012-09-22,70,72.0,,0.72,50.4
2012-09-23,62,72.0,,0.72,44.64
2012-09-24,89,72.0,,0.72,64.08
2012-09-25,86,72.0,,0.72,61.919999999999995
2012-09-26,89,72.0,,0.72,64.08
2012-09-27,91,72.0,,0.72,65.52
2012-09-28,100,72.0,,0.72,72.0
2012-09-29,75,72.0,,0.72,54.0
2012-09-30,64,72.0,,0.72,46.08
2012-10-01,98,74.0,False,0.74,72.52
2012-10-02,94,74.0,,0.74,69.56
2012-10-03,89,74.0,,0.74,65.86
2012-10-04,93,74.0,,0.74,68.82
2012-10-05,100,74.0,,0.74,74.0
2012-10-06,78,74.0,,0.74,57.72
2012-10-07,63,74.0,,0.74,46.62
2012-10-08,88,74.0,,0.74,65.12
2012-10-09,94,74.0,,0.74,69.56
2012-10-10,93,74.0,,0.74,68.82
2012-10-11,94,74.0,,0.74,69.56
2012-10-12,98,74.0,,0.74,72.52
2012-10-13,81,74.0,,0.74,59.94
2012-10-14,65,74.0,,0.74,48.1
2012-10-15,95,74.0,,0.74,70.3
2012-10-16,96,74.0,,0.74,71.03999999999999
2012-10-17,89,74.0,,0.74,65.86
2012-10-18,93,74.0,,0.74,68.82
2012-10-19,96,74.0,,0.74,71.03999999999999
2012-10-20,77,74.0,,0.74,56.98
2012-10-21,64,74.0,,0.74,47.36
2012-10-22,92,74.0,,0.74,68.08
2012-10-23,85,74.0,,0.74,62.9
2012-10-24,89,74.0,,0.74,65.86
2012-10-25,89,74.0,,0.74,65.86
2012-10-26,90,74.0,,0.74,66.6
2012-10-27,72,74.0,,0.74,53.28
2012-10-28,58,74.0,,0.74,42.92
2012-10-29,81,74.0,,0.74,59.94
2012-10-30,85,74.0,,0.74,62.9
2012-10-31,89,74.0,,0.74,65.86
2012-11-01,94,72.0,False,0.72,67.67999999999999
2012-11-02,94,72.0,,0.72,67.67999999999999
2012-11-03,75,72.0,,0.72,54.0
2012-11-04,63,72.0,,0.72,45.36
2012-11-05,90,72.0,,0.72,64.8
2012-11-06,81,72.0,,0.72,58.32
2012-11-07,77,72.0,,0.72,55.44
2012-11-08,86,72.0,,0.72,61.919999999999995
2012-11-09,96,72.0,,0.72,69.12
2012-11-10,76,72.0,,0.72,54.72
2012-11-11,63,72.0,,0.72,45.36
2012-11-12,82,72.0,,0.72,59.04
2012-11-13,89,72.0,,0.72,64.08
2012-11-14,88,72.0,,0.72,63.36
2012-11-15,93,72.0,,0.72,66.96
2012-11-16,94,72.0,,0.72,67.67999999999999
2012-11-17,76,72.0,,0.72,54.72
2012-11-18,60,72.0,,0.72,43.199999999999996
2012-11-19,87,72.0,,0.72,62.64
2012-11-20,90,72.0,,0.72,64.8
2012-11-21,88,72.0,,0.72,63.36
2012-11-22,55,72.0,,0.72,39.6
2012-11-23,86,72.0,,0.72,61.919999999999995
2012-11-24,76,72.0,,0.72,54.72
2012-11-25,65,72.0,,0.72,46.8
2012-11-26,91,72.0,,0.72,65.52
2012-11-27,87,72.0,,0.72,62.64
2012-11-28,88,72.0,,0.72,63.36
2012-11-29,87,72.0,,0.72,62.64
2012-11-30,100,72.0,,0.72,72.0
2012-12-01,79,71.0,False,0.71,56.089999999999996
2012-12-02,62,71.0,,0.71,44.019999999999996
2012-12-03,89,71.0,,0.71,63.19
2012-12-04,84,71.0,,0.71,59.64
2012-12-05,87,71.0,,0.71,61.769999999999996
2012-12-06,86,71.0,,0.71,61.059999999999995
2012-12-07,93,71.0,,0.71,66.03
2012-12-08,73,71.0,,0.71,51.83
2012-12-09,58,71.0,,0.71,41.18
2012-12-10,83,71.0,,0.71,58.93
2012-12-11,84,71.0,,0.71,59.64
2012-12-12,81,71.0,,0.71,57.51
2012-12-13,85,71.0,,0.71,60.349999999999994
2012-12-14,86,71.0,,0.71,61.059999999999995
2012-12-15,73,71.0,,0.71,51.83
2012-12-16,58,71.0,,0.71,41.18
2012-12-17,85,71.0,,0.71,60.349999999999994
2012-12-18,84,71.0,,0.71,59.64
2012-12-19,86,71.0,,0.71,61.059999999999995
2012-12-20,84,71.0,,0.71,59.64
2012-12-21,85,71.0,,0.71,60.349999999999994
2012-12-22,76,71.0,,0.71,53.959999999999994
2012-12-23,62,71.0,,0.71,44.019999999999996
2012-12-24,75,71.0,,0.71,53.25
2012-12-25,44,71.0,,0.71,31.24
2012-12-26,83,71.0,,0.71,58.93
2012-12-27,94,71.0,,0.71,66.74
2012-12-28,100,71.0,,0.71,71.0
2012-12-29,80,71.0,,0.71,56.8
2012-12-30,62,71.0,,0.71,44.019999999999996
2012-12-31,90,71.0,,0.71,63.9
2013-01-01,60,75.0,False,0.75,45.0
2013-01-02,94,75.0,,0.75,70.5
2013-01-03,100,75.0,,0.75,75.0
2013-01-04,95,75.0,,0.75,71.25
2013-01-05,77,75.0,,0.75,57.75
2013-01-06,60,75.0,,0.75,45.0
2013-01-07,86,75.0,,0.75,64.5
2013-01-08,81,75.0,,0.75,60.75
2013-01-09,81,75.0,,0.75,60.75
2013-01-10,85,75.0,,0.75,63.75
2013-01-11,84,75.0,,0.75,63.0
2013-01-12,68,75.0,,0.75,51.0
2013-01-13,58,75.0,,0.75,43.5
2013-01-14,79,75.0,,0.75,59.25
2013-01-15,84,75.0,,0.75,63.0
2013-01-16,82,75.0,,0.75,61.5
2013-01-17,79,75.0,,0.75,59.25
2013-01-18,85,75.0,,0.75,63.75
2013-01-19,72,75.0,,0.75,54.0
2013-01-20,57,75.0,,0.75,42.75
2013-01-21,69,75.0,,0.75,51.75
2013-01-22,81,75.0,,0.75,60.75
2013-01-23,81,75.0,,0.75,60.75
2013-01-24,81,75.0,,0.75,60.75
2013-01-25,86,75.0,,0.75,64.5
2013-01-26,75,75.0,,0.75,56.25
2013-01-27,63,75.0,,0.75,47.25
2013-01-28,88,75.0,,0.75,66.0
2013-01-29,81,75.0,,0.75,60.75
2013-01-30,81,75.0,,0.75,60.75
2013-01-31,88,75.0,,0.75,66.0
2013-02-01,100,75.0,False,0.75,75.0
2013-02-02,81,75.0,,0.75,60.75
2013-02-03,58,75.0,,0.75,43.5
2013-02-04,82,75.0,,0.75,61.5
2013-02-05,91,75.0,,0.75,68.25
2013-02-06,89,75.0,,0.75,66.75
2013-02-07,88,75.0,,0.75,66.0
2013-02-08,88,75.0,,0.75,66.0
2013-02-09,72,75.0,,0.75,54.0
2013-02-10,61,75.0,,0.75,45.75
2013-02-11,87,75.0,,0.75,65.25
2013-02-12,86,75.0,,0.75,64.5
2013-02-13,84,75.0,,0.75,63.0
2013-02-14,82,75.0,,0.75,61.5
2013-02-15,96,75.0,,0.75,72.0
2013-02-16,77,75.0,,0.75,57.75
2013-02-17,64,75.0,,0.75,48.0
2013-02-18,77,75.0,,0.75,57.75
2013-02-19,89,75.0,,0.75,66.75
2013-02-20,88,75.0,,0.75,66.0
2013-02-21,85,75.0,,0.75,63.75
2013-02-22,89,75.0,,0.75,66.75
2013-02-23,75,75.0,,0.75,56.25
2013-02-24,60,75.0,,0.75,45.0
2013-02-25,84,75.0,,0.75,63.0
2013-02-26,84,75.0,,0.75,63.0
2013-02-27,84,75.0,,0.75,63.0
2013-02-28,91,75.0,,0.75,68.25
2013-03-01,100,76.0,False,0.76,76.0
2013-03-02,79,76.0,,0.76,60.04
2013-03-03,64,76.0,,0.76,48.64
2013-03-04,89,76.0,,0.76,67.64
2013-03-05,88,76.0,,0.76,66.88
2013-03-06,84,76.0,,0.76,63.84
2013-03-07,83,76.0,,0.76,63.08
2013-03-08,87,76.0,,0.76,66.12
2013-03-09,75,76.0,,0.76,57.0
2013-03-10,60,76.0,,0.76,45.6
2013-03-11,86,76.0,,0.76,65.36
2013-03-12,86,76.0,,0.76,65.36
2013-03-13,84,76.0,,0.76,63.84
2013-03-14,87,76.0,,0.76,66.12
2013-03-15,96,76.0,,0.76,72.96000000000001
2013-03-16,72,76.0,,0.76,54.72
2013-03-17,58,76.0,,0.76,44.08
2013-03-18,84,76.0,,0.76,63.84
2013-03-19,82,76.0,,0.76,62.32
2013-03-20,82,76.0,,0.76,62.32
2013-03-21,83,76.0,,0.76,63.08
2013-03-22,88,76.0,,0.76,66.88
2013-03-23,70,76.0,,0.76,53.2
2013-03-24,57,76.0,,0.76,43.32
2013-03-25,82,76.0,,0.76,62.32
2013-03-26,82,76.0,,0.76,62.32
2013-03-27,81,76.0,,0.76,61.56
2013-03-28,86,76.0,,0.76,65.36
2013-03-29,92,76.0,,0.76,69.92
2013-03-30,70,76.0,,0.76,53.2
2013-03-31,53,76.0,,0.76,40.28
2013-04-01,100,75.0,False,0.75,75.0
2013-04-02,98,75.0,,0.75,73.5
2013-04-03,94,75.0,,0.75,70.5
2013-04-04,93,75.0,,0.75,69.75
2013-04-05,99,75.0,,0.75,74.25
2013-04-06,80,75.0,,0.75,60.0
2013-04-07,67,75.0,,0.75,50.25
2013-04-08,92,75.0,,0.75,69.0
2013-04-09,91,75.0,,0.75,68.25
2013-04-10,90,75.0,,0.75,67.5
2013-04-11,90,75.0,,0.75,67.5
2013-04-12,100,75.0,,0.75,75.0
2013-04-13,85,75.0,,0.75,63.75
2013-04-14,69,75.0,,0.75,51.75
2013-04-15,97,75.0,,0.75,72.75
2013-04-16,92,75.0,,0.75,69.0
2013-04-17,87,75.0,,0.75,65.25
2013-04-18,84,75.0,,0.75,63.0
2013-04-19,88,75.0,,0.75,66.0
2013-04-20,74,75.0,,0.75,55.5
2013-04-21,61,75.0,,0.75,45.75
2013-04-22,88,75.0,,0.75,66.0
2013-04-23,87,75.0,,0.75,65.25
2013-04-24,87,75.0,,0.75,65.25
2013-04-25,90,75.0,,0.75,67.5
2013-04-26,92,75.0,,0.75,69.0
2013-04-27,74,75.0,,0.75,55.5
2013-04-28,61,75.0,,0.75,45.75
2013-04-29,87,75.0,,0.75,65.25
2013-04-30,98,75.0,,0.75,73.5
2013-05-01,89,78.0,False,0.78,69.42
2013-05-02,84,78.0,,0.78,65.52
2013-05-03,92,78.0,,0.78,71.76
2013-05-04,74,78.0,,0.78,57.72
2013-05-05,62,78.0,,0.78,48.36
2013-05-06,87,78.0,,0.78,67.86
2013-05-07,86,78.0,,0.78,67.08
2013-05-08,83,78.0,,0.78,64.74000000000001
2013-05-09,84,78.0,,0.78,65.52
2013-05-10,89,78.0,,0.78,69.42
2013-05-11,70,78.0,,0.78,54.6
2013-05-12,54,78.0,,0.78,42.120000000000005
2013-05-13,88,78.0,,0.78,68.64
2013-05-14,84,78.0,,0.78,65.52
2013-05-15,89,78.0,,0.78,69.42
2013-05-16,87,78.0,,0.78,67.86
2013-05-17,90,78.0,,0.78,70.2
