date,fed_unscaled,fed_monthly,isPartial,scale,fed
2017-02-14,83,56.0,,0.56,46.480000000000004
2017-02-15,79,56.0,,0.56,44.24
2017-02-16,80,56.0,,0.56,44.800000000000004
2017-02-17,66,56.0,,0.56,36.96
2017-02-18,56,56.0,,0.56,31.360000000000003
2017-02-19,46,56.0,,0.56,25.76
2017-02-20,77,56.0,,0.56,43.120000000000005
2017-02-21,87,56.0,,0.56,48.720000000000006
2017-02-22,100,56.0,,0.56,56.00000000000001
2017-02-23,82,56.0,,0.56,45.92
2017-02-24,68,56.0,,0.56,38.080000000000005
2017-02-25,63,56.0,,0.56,35.28
2017-02-26,55,56.0,,0.56,30.800000000000004
2017-02-27,74,56.0,,0.56,41.440000000000005
2017-02-28,80,56.0,,0.56,44.800000000000004
2017-03-01,44,63.0,False,0.63,27.72
2017-03-02,46,63.0,,0.63,28.98
2017-03-03,46,63.0,,0.63,28.98
2017-03-04,32,63.0,,0.63,20.16
2017-03-05,26,63.0,,0.63,16.38
2017-03-06,44,63.0,,0.63,27.72
2017-03-07,48,63.0,,0.63,30.240000000000002
2017-03-08,46,63.0,,0.63,28.98
2017-03-09,43,63.0,,0.63,27.09
2017-03-10,46,63.0,,0.63,28.98
2017-03-11,31,63.0,,0.63,19.53
2017-03-12,27,63.0,,0.63,17.01
2017-03-13,51,63.0,,0.63,32.13
2017-03-14,55,63.0,,0.63,34.65
2017-03-15,100,63.0,,0.63,63.0
2017-03-16,62,63.0,,0.63,39.06
2017-03-17,48,63.0,,0.63,30.240000000000002
2017-03-18,30,63.0,,0.63,18.9
2017-03-19,29,63.0,,0.63,18.27
2017-03-20,42,63.0,,0.63,26.46
2017-03-21,49,63.0,,0.63,30.87
2017-03-22,44,63.0,,0.63,27.72
2017-03-23,43,63.0,,0.63,27.09
2017-03-24,39,63.0,,0.63,24.57
2017-03-25,31,63.0,,0.63,19.53
2017-03-26,25,63.0,,0.63,15.75
2017-03-27,43,63.0,,0.63,27.09
2017-03-28,42,63.0,,0.63,26.46
2017-03-29,45,63.0,,0.63,28.35
2017-03-30,42,63.0,,0.63,26.46
2017-03-31,41,63.0,,0.63,25.830000000000002
2017-04-01,55,58.0,False,0.58,31.9
2017-04-02,53,58.0,,0.58,30.74
2017-04-03,93,58.0,,0.58,53.94
2017-04-04,100,58.0,,0.58,57.99999999999999
2017-04-05,95,58.0,,0.58,55.099999999999994
2017-04-06,96,58.0,,0.58,55.67999999999999
2017-04-07,80,58.0,,0.58,46.4
2017-04-08,58,58.0,,0.58,33.64
2017-04-09,59,58.0,,0.58,34.22
2017-04-10,89,58.0,,0.58,51.62
2017-04-11,90,58.0,,0.58,52.199999999999996
2017-04-12,96,58.0,,0.58,55.67999999999999
2017-04-13,99,58.0,,0.58,57.419999999999995
2017-04-14,84,58.0,,0.58,48.72
2017-04-15,57,58.0,,0.58,33.059999999999995
2017-04-16,42,58.0,,0.58,24.36
2017-04-17,93,58.0,,0.58,53.94
2017-04-18,95,58.0,,0.58,55.099999999999994
2017-04-19,99,58.0,,0.58,57.419999999999995
2017-04-20,88,58.0,,0.58,51.04
2017-04-21,88,58.0,,0.58,51.04
2017-04-22,73,58.0,,0.58,42.339999999999996
2017-04-23,70,58.0,,0.58,40.599999999999994
2017-04-24,92,58.0,,0.58,53.36
2017-04-25,100,58.0,,0.58,57.99999999999999
2017-04-26,83,58.0,,0.58,48.13999999999999
2017-04-27,84,58.0,,0.58,48.72
2017-04-28,90,58.0,,0.58,52.199999999999996
2017-04-29,60,58.0,,0.58,34.8
2017-04-30,42,58.0,,0.58,24.36
2017-05-01,86,55.0,False,0.55,47.300000000000004
2017-05-02,89,55.0,,0.55,48.95
2017-05-03,89,55.0,,0.55,48.95
2017-05-04,86,55.0,,0.55,47.300000000000004
2017-05-05,85,55.0,,0.55,46.75000000000001
2017-05-06,51,55.0,,0.55,28.05
2017-05-07,50,55.0,,0.55,27.500000000000004
2017-05-08,93,55.0,,0.55,51.150000000000006
2017-05-09,100,55.0,,0.55,55.00000000000001
2017-05-10,88,55.0,,0.55,48.400000000000006
2017-05-11,84,55.0,,0.55,46.2
2017-05-12,82,55.0,,0.55,45.1
2017-05-13,55,55.0,,0.55,30.250000000000004
2017-05-14,42,55.0,,0.55,23.1
2017-05-15,75,55.0,,0.55,41.25
2017-05-16,77,55.0,,0.55,42.35
2017-05-17,82,55.0,,0.55,45.1
2017-05-18,77,55.0,,0.55,42.35
2017-05-19,76,55.0,,0.55,41.800000000000004
2017-05-20,44,55.0,,0.55,24.200000000000003
2017-05-21,45,55.0,,0.55,24.750000000000004
2017-05-22,78,55.0,,0.55,42.900000000000006
2017-05-23,83,55.0,,0.55,45.650000000000006
2017-05-24,83,55.0,,0.55,45.650000000000006
2017-05-25,85,55.0,,0.55,46.75000000000001
2017-05-26,76,55.0,,0.55,41.800000000000004
2017-05-27,52,55.0,,0.55,28.6
2017-05-28,38,55.0,,0.55,20.900000000000002
2017-05-29,46,55.0,,0.55,25.3
2017-05-30,83,55.0,,0.55,45.650000000000006
2017-05-31,83,55.0,,0.55,45.650000000000006
2017-06-01,58,55.0,False,0.55,31.900000000000002
2017-06-02,58,55.0,,0.55,31.900000000000002
2017-06-03,41,55.0,,0.55,22.55
2017-06-04,30,55.0,,0.55,16.5
2017-06-05,60,55.0,,0.55,33.0
2017-06-06,68,55.0,,0.55,37.400000000000006
2017-06-07,72,55.0,,0.55,39.6
2017-06-08,62,55.0,,0.55,34.1
2017-06-09,60,55.0,,0.55,33.0
2017-06-10,44,55.0,,0.55,24.200000000000003
2017-06-11,42,55.0,,0.55,23.1
2017-06-12,62,55.0,,0.55,34.1
2017-06-13,71,55.0,,0.55,39.050000000000004
2017-06-14,100,55.0,,0.55,55.00000000000001
2017-06-15,82,55.0,,0.55,45.1
2017-06-16,62,55.0,,0.55,34.1
2017-06-17,41,55.0,,0.55,22.55
2017-06-18,33,55.0,,0.55,18.150000000000002
2017-06-19,67,55.0,,0.55,36.85
2017-06-20,60,55.0,,0.55,33.0
2017-06-21,69,55.0,,0.55,37.95
2017-06-22,59,55.0,,0.55,32.45
2017-06-23,56,55.0,,0.55,30.800000000000004
2017-06-24,37,55.0,,0.55,20.35
2017-06-25,29,55.0,,0.55,15.950000000000001
2017-06-26,65,55.0,,0.55,35.75
2017-06-27,68,55.0,,0.55,37.400000000000006
2017-06-28,66,55.0,,0.55,36.300000000000004
2017-06-29,70,55.0,,0.55,38.5
2017-06-30,57,55.0,,0.55,31.35
2017-07-01,53,53.0,False,0.53,28.09
2017-07-02,37,53.0,,0.53,19.61
2017-07-03,69,53.0,,0.53,36.57
2017-07-04,47,53.0,,0.53,24.91
2017-07-05,84,53.0,,0.53,44.52
2017-07-06,84,53.0,,0.53,44.52
2017-07-07,74,53.0,,0.53,39.22
2017-07-08,50,53.0,,0.53,26.5
2017-07-09,44,53.0,,0.53,23.32
2017-07-10,80,53.0,,0.53,42.400000000000006
2017-07-11,81,53.0,,0.53,42.93
2017-07-12,93,53.0,,0.53,49.29
2017-07-13,85,53.0,,0.53,45.050000000000004
2017-07-14,76,53.0,,0.53,40.28
2017-07-15,57,53.0,,0.53,30.21
2017-07-16,44,53.0,,0.53,23.32
2017-07-17,83,53.0,,0.53,43.99
2017-07-18,79,53.0,,0.53,41.870000000000005
2017-07-19,85,53.0,,0.53,45.050000000000004
2017-07-20,71,53.0,,0.53,37.63
2017-07-21,72,53.0,,0.53,38.160000000000004
2017-07-22,56,53.0,,0.53,29.68
2017-07-23,49,53.0,,0.53,25.970000000000002
2017-07-24,90,53.0,,0.53,47.7
2017-07-25,82,53.0,,0.53,43.46
2017-07-26,100,53.0,,0.53,53.0
2017-07-27,89,53.0,,0.53,47.17
2017-07-28,81,53.0,,0.53,42.93
2017-07-29,47,53.0,,0.53,24.91
2017-07-30,48,53.0,,0.53,25.44
2017-07-31,82,53.0,,0.53,43.46
2017-08-01,81,54.0,False,0.54,43.74
2017-08-02,89,54.0,,0.54,48.06
2017-08-03,71,54.0,,0.54,38.34
2017-08-04,64,54.0,,0.54,34.56
2017-08-05,47,54.0,,0.54,25.380000000000003
2017-08-06,41,54.0,,0.54,22.14
2017-08-07,100,54.0,,0.54,54.0
2017-08-08,85,54.0,,0.54,45.900000000000006
2017-08-09,81,54.0,,0.54,43.74
2017-08-10,78,54.0,,0.54,42.120000000000005
2017-08-11,81,54.0,,0.54,43.74
2017-08-12,37,54.0,,0.54,19.98
2017-08-13,50,54.0,,0.54,27.0
2017-08-14,74,54.0,,0.54,39.96
2017-08-15,83,54.0,,0.54,44.82
2017-08-16,90,54.0,,0.54,48.6
2017-08-17,77,54.0,,0.54,41.580000000000005
2017-08-18,68,54.0,,0.54,36.72
2017-08-19,53,54.0,,0.54,28.62
2017-08-20,48,54.0,,0.54,25.92
2017-08-21,60,54.0,,0.54,32.400000000000006
2017-08-22,73,54.0,,0.54,39.42
2017-08-23,78,54.0,,0.54,42.120000000000005
2017-08-24,72,54.0,,0.54,38.88
2017-08-25,79,54.0,,0.54,42.660000000000004
2017-08-26,50,54.0,,0.54,27.0
2017-08-27,47,54.0,,0.54,25.380000000000003
2017-08-28,84,54.0,,0.54,45.36
2017-08-29,86,54.0,,0.54,46.440000000000005
2017-08-30,78,54.0,,0.54,42.120000000000005
2017-08-31,78,54.0,,0.54,42.120000000000005
2017-09-01,65,53.0,False,0.53,34.45
2017-09-02,45,53.0,,0.53,23.85
2017-09-03,47,53.0,,0.53,24.91
2017-09-04,45,53.0,,0.53,23.85
2017-09-05,67,53.0,,0.53,35.510000000000005
2017-09-06,75,53.0,,0.53,39.75
2017-09-07,63,53.0,,0.53,33.39
2017-09-08,68,53.0,,0.53,36.04
2017-09-09,34,53.0,,0.53,18.02
2017-09-10,36,53.0,,0.53,19.080000000000002
2017-09-11,59,53.0,,0.53,31.270000000000003
2017-09-12,57,53.0,,0.53,30.21
2017-09-13,68,53.0,,0.53,36.04
2017-09-14,68,53.0,,0.53,36.04
2017-09-15,67,53.0,,0.53,35.510000000000005
2017-09-16,48,53.0,,0.53,25.44
2017-09-17,39,53.0,,0.53,20.67
2017-09-18,64,53.0,,0.53,33.92
2017-09-19,76,53.0,,0.53,40.28
2017-09-20,100,53.0,,0.53,53.0
2017-09-21,85,53.0,,0.53,45.050000000000004
2017-09-22,70,53.0,,0.53,37.1
2017-09-23,43,53.0,,0.53,22.790000000000003
2017-09-24,53,53.0,,0.53,28.09
2017-09-25,76,53.0,,0.53,40.28
2017-09-26,70,53.0,,0.53,37.1
2017-09-27,63,53.0,,0.53,33.39
2017-09-28,72,53.0,,0.53,38.160000000000004
2017-09-29,68,53.0,,0.53,36.04
2017-09-30,44,53.0,,0.53,23.32
2017-10-01,52,53.0,False,0.53,27.560000000000002
2017-10-02,87,53.0,,0.53,46.11
2017-10-03,96,53.0,,0.53,50.88
2017-10-04,92,53.0,,0.53,48.760000000000005
2017-10-05,84,53.0,,0.53,44.52
2017-10-06,83,53.0,,0.53,43.99
2017-10-07,59,53.0,,0.53,31.270000000000003
2017-10-08,47,53.0,,0.53,24.91
2017-10-09,84,53.0,,0.53,44.52
2017-10-10,92,53.0,,0.53,48.760000000000005
2017-10-11,89,53.0,,0.53,47.17
2017-10-12,85,53.0,,0.53,45.050000000000004
2017-10-13,81,53.0,,0.53,42.93
2017-10-14,56,53.0,,0.53,29.68
2017-10-15,53,53.0,,0.53,28.09
2017-10-16,90,53.0,,0.53,47.7
2017-10-17,91,53.0,,0.53,48.230000000000004
2017-10-18,95,53.0,,0.53,50.35
2017-10-19,89,53.0,,0.53,47.17
2017-10-20,95,53.0,,0.53,50.35
2017-10-21,51,53.0,,0.53,27.03
2017-10-22,50,53.0,,0.53,26.5
2017-10-23,94,53.0,,0.53,49.82
2017-10-24,99,53.0,,0.53,52.470000000000006
2017-10-25,86,53.0,,0.53,45.580000000000005
2017-10-26,95,53.0,,0.53,50.35
2017-10-27,89,53.0,,0.53,47.17
2017-10-28,61,53.0,,0.53,32.33
2017-10-29,53,53.0,,0.53,28.09
2017-10-30,94,53.0,,0.53,49.82
2017-10-31,100,53.0,,0.53,53.0
2017-11-01,98,57.0,False,0.57,55.85999999999999
2017-11-02,100,57.0,,0.57,56.99999999999999
2017-11-03,84,57.0,,0.57,47.879999999999995
2017-11-04,55,57.0,,0.57,31.349999999999998
2017-11-05,43,57.0,,0.57,24.509999999999998
2017-11-06,85,57.0,,0.57,48.449999999999996
2017-11-07,84,57.0,,0.57,47.879999999999995
2017-11-08,79,57.0,,0.57,45.029999999999994
2017-11-09,80,57.0,,0.57,45.599999999999994
2017-11-10,78,57.0,,0.57,44.459999999999994
2017-11-11,55,57.0,,0.57,31.349999999999998
2017-11-12,68,57.0,,0.57,38.76
2017-11-13,91,57.0,,0.57,51.87
2017-11-14,88,57.0,,0.57,50.16
2017-11-15,86,57.0,,0.57,49.019999999999996
2017-11-16,83,57.0,,0.57,47.309999999999995
2017-11-17,97,57.0,,0.57,55.28999999999999
2017-11-18,58,57.0,,0.57,33.059999999999995
2017-11-19,49,57.0,,0.57,27.929999999999996
2017-11-20,84,57.0,,0.57,47.879999999999995
2017-11-21,83,57.0,,0.57,47.309999999999995
2017-11-22,77,57.0,,0.57,43.88999999999999
2017-11-23,44,57.0,,0.57,25.08
2017-11-24,53,57.0,,0.57,30.209999999999997
2017-11-25,48,57.0,,0.57,27.36
2017-11-26,42,57.0,,0.57,23.939999999999998
2017-11-27,80,57.0,,0.57,45.599999999999994
2017-11-28,92,57.0,,0.57,52.44
2017-11-29,94,57.0,,0.57,53.58
2017-11-30,81,57.0,,0.57,46.169999999999995
2017-12-01,76,58.0,False,0.58,44.08
2017-12-02,53,58.0,,0.58,30.74
2017-12-03,43,58.0,,0.58,24.939999999999998
2017-12-04,74,58.0,,0.58,42.919999999999995
2017-12-05,69,58.0,,0.58,40.019999999999996
2017-12-06,72,58.0,,0.58,41.76
2017-12-07,68,58.0,,0.58,39.44
2017-12-08,70,58.0,,0.58,40.599999999999994
2017-12-09,51,58.0,,0.58,29.58
2017-12-10,38,58.0,,0.58,22.04
2017-12-11,70,58.0,,0.58,40.599999999999994
2017-12-12,79,58.0,,0.58,45.82
2017-12-13,100,58.0,,0.58,57.99999999999999
2017-12-14,84,58.0,,0.58,48.72
2017-12-15,72,58.0,,0.58,41.76
2017-12-16,52,58.0,,0.58,30.159999999999997
2017-12-17,42,58.0,,0.58,24.36
2017-12-18,75,58.0,,0.58,43.5
2017-12-19,76,58.0,,0.58,44.08
2017-12-20,77,58.0,,0.58,44.66
2017-12-21,81,58.0,,0.58,46.98
2017-12-22,73,58.0,,0.58,42.339999999999996
2017-12-23,44,58.0,,0.58,25.52
2017-12-24,37,58.0,,0.58,21.459999999999997
2017-12-25,23,58.0,,0.58,13.34
2017-12-26,50,58.0,,0.58,28.999999999999996
2017-12-27,57,58.0,,0.58,33.059999999999995
2017-12-28,65,58.0,,0.58,37.699999999999996
2017-12-29,66,58.0,,0.58,38.279999999999994
2017-12-30,48,58.0,,0.58,27.839999999999996
2017-12-31,33,58.0,,0.58,19.139999999999997
2018-01-01,40,58.0,False,0.58,23.2
2018-01-02,76,58.0,,0.58,44.08
2018-01-03,92,58.0,,0.58,53.36
2018-01-04,92,58.0,,0.58,53.36
2018-01-05,80,58.0,,0.58,46.4
2018-01-06,69,58.0,,0.58,40.019999999999996
2018-01-07,47,58.0,,0.58,27.259999999999998
2018-01-08,91,58.0,,0.58,52.779999999999994
2018-01-09,84,58.0,,0.58,48.72
2018-01-10,97,58.0,,0.58,56.26
2018-01-11,76,58.0,,0.58,44.08
2018-01-12,87,58.0,,0.58,50.459999999999994
2018-01-13,57,58.0,,0.58,33.059999999999995
2018-01-14,52,58.0,,0.58,30.159999999999997
2018-01-15,84,58.0,,0.58,48.72
2018-01-16,100,58.0,,0.58,57.99999999999999
2018-01-17,92,58.0,,0.58,53.36
2018-01-18,96,58.0,,0.58,55.67999999999999
2018-01-19,91,58.0,,0.58,52.779999999999994
2018-01-20,75,58.0,,0.58,43.5
2018-01-21,57,58.0,,0.58,33.059999999999995
2018-01-22,88,58.0,,0.58,51.04
2018-01-23,99,58.0,,0.58,57.419999999999995
2018-01-24,90,58.0,,0.58,52.199999999999996
2018-01-25,83,58.0,,0.58,48.13999999999999
2018-01-26,98,58.0,,0.58,56.839999999999996
2018-01-27,73,58.0,,0.58,42.339999999999996
2018-01-28,55,58.0,,0.58,31.9
2018-01-29,91,58.0,,0.58,52.779999999999994
2018-01-30,97,58.0,,0.58,56.26
2018-01-31,96,58.0,,0.58,55.67999999999999
2018-02-01,82,63.0,False,0.63,51.660000000000004
2018-02-02,82,63.0,,0.63,51.660000000000004
2018-02-03,68,63.0,,0.63,42.84
2018-02-04,48,63.0,,0.63,30.240000000000002
2018-02-05,78,63.0,,0.63,49.14
2018-02-06,89,63.0,,0.63,56.07
2018-02-07,78,63.0,,0.63,49.14
2018-02-08,73,63.0,,0.63,45.99
2018-02-09,89,63.0,,0.63,56.07
2018-02-10,77,63.0,,0.63,48.51
2018-02-11,66,63.0,,0.63,41.58
2018-02-12,91,63.0,,0.63,57.33
2018-02-13,79,63.0,,0.63,49.77
2018-02-14,72,63.0,,0.63,45.36
2018-02-15,78,63.0,,0.63,49.14
2018-02-16,72,63.0,,0.63,45.36
2018-02-17,53,63.0,,0.63,33.39
2018-02-18,46,63.0,,0.63,28.98
2018-02-19,62,63.0,,0.63,39.06
2018-02-20,74,63.0,,0.63,46.62
2018-02-21,95,63.0,,0.63,59.85
2018-02-22,76,63.0,,0.63,47.88
2018-02-23,74,63.0,,0.63,46.62
2018-02-24,57,63.0,,0.63,35.910000000000004
2018-02-25,50,63.0,,0.63,31.5
2018-02-26,81,63.0,,0.63,51.03
2018-02-27,100,63.0,,0.63,63.0
2018-02-28,81,63.0,,0.63,51.03
2018-03-01,59,60.0,False,0.6,35.4
2018-03-02,47,60.0,,0.6,28.2
2018-03-03,39,60.0,,0.6,23.4
2018-03-04,30,60.0,,0.6,18.0
2018-03-05,51,60.0,,0.6,30.599999999999998
2018-03-06,52,60.0,,0.6,31.2
2018-03-07,59,60.0,,0.6,35.4
2018-03-08,54,60.0,,0.6,32.4
2018-03-09,56,60.0,,0.6,33.6
2018-03-10,39,60.0,,0.6,23.4
2018-03-11,32,60.0,,0.6,19.2
2018-03-12,58,60.0,,0.6,34.8
2018-03-13,52,60.0,,0.6,31.2
2018-03-14,59,60.0,,0.6,35.4
2018-03-15,57,60.0,,0.6,34.199999999999996
2018-03-16,50,60.0,,0.6,30.0
2018-03-17,41,60.0,,0.6,24.599999999999998
2018-03-18,35,60.0,,0.6,21.0
2018-03-19,58,60.0,,0.6,34.8
2018-03-20,77,60.0,,0.6,46.199999999999996
2018-03-21,100,60.0,,0.6,60.0
2018-03-22,75,60.0,,0.6,45.0
2018-03-23,59,60.0,,0.6,35.4
2018-03-24,40,60.0,,0.6,24.0
2018-03-25,34,60.0,,0.6,20.4
2018-03-26,51,60.0,,0.6,30.599999999999998
2018-03-27,50,60.0,,0.6,30.0
2018-03-28,58,60.0,,0.6,34.8
2018-03-29,54,60.0,,0.6,32.4
2018-03-30,51,60.0,,0.6,30.599999999999998
2018-03-31,34,60.0,,0.6,20.4
2018-04-01,47,58.0,False,0.58,27.259999999999998
2018-04-02,100,58.0,,0.58,57.99999999999999
2018-04-03,98,58.0,,0.58,56.839999999999996
2018-04-04,85,58.0,,0.58,49.3
2018-04-05,87,58.0,,0.58,50.459999999999994
2018-04-06,86,58.0,,0.58,49.879999999999995
2018-04-07,61,58.0,,0.58,35.379999999999995
2018-04-08,52,58.0,,0.58,30.159999999999997
2018-04-09,86,58.0,,0.58,49.879999999999995
2018-04-10,94,58.0,,0.58,54.519999999999996
2018-04-11,95,58.0,,0.58,55.099999999999994
2018-04-12,86,58.0,,0.58,49.879999999999995
2018-04-13,90,58.0,,0.58,52.199999999999996
2018-04-14,63,58.0,,0.58,36.54
2018-04-15,54,58.0,,0.58,31.319999999999997
2018-04-16,95,58.0,,0.58,55.099999999999994
2018-04-17,90,58.0,,0.58,52.199999999999996
2018-04-18,85,58.0,,0.58,49.3
2018-04-19,81,58.0,,0.58,46.98
2018-04-20,72,58.0,,0.58,41.76
2018-04-21,75,58.0,,0.58,43.5
2018-04-22,75,58.0,,0.58,43.5
2018-04-23,88,58.0,,0.58,51.04
2018-04-24,85,58.0,,0.58,49.3
2018-04-25,84,58.0,,0.58,48.72
2018-04-26,84,58.0,,0.58,48.72
2018-04-27,79,58.0,,0.58,45.82
2018-04-28,52,58.0,,0.58,30.159999999999997
2018-04-29,46,58.0,,0.58,26.68
2018-04-30,91,58.0,,0.58,52.779999999999994
2018-05-01,97,55.0,False,0.55,53.35
2018-05-02,100,55.0,,0.55,55.00000000000001
2018-05-03,89,55.0,,0.55,48.95
2018-05-04,83,55.0,,0.55,45.650000000000006
2018-05-05,56,55.0,,0.55,30.800000000000004
2018-05-06,51,55.0,,0.55,28.05
2018-05-07,87,55.0,,0.55,47.85
2018-05-08,94,55.0,,0.55,51.7
2018-05-09,89,55.0,,0.55,48.95
2018-05-10,85,55.0,,0.55,46.75000000000001
2018-05-11,85,55.0,,0.55,46.75000000000001
2018-05-12,55,55.0,,0.55,30.250000000000004
2018-05-13,48,55.0,,0.55,26.400000000000002
2018-05-14,84,55.0,,0.55,46.2
2018-05-15,81,55.0,,0.55,44.550000000000004
2018-05-16,88,55.0,,0.55,48.400000000000006
2018-05-17,89,55.0,,0.55,48.95
2018-05-18,71,55.0,,0.55,39.050000000000004
2018-05-19,55,55.0,,0.55,30.250000000000004
2018-05-20,57,55.0,,0.55,31.35
2018-05-21,85,55.0,,0.55,46.75000000000001
2018-05-22,90,55.0,,0.55,49.50000000000001
2018-05-23,92,55.0,,0.55,50.6
2018-05-24,84,55.0,,0.55,46.2
2018-05-25,80,55.0,,0.55,44.0
2018-05-26,57,55.0,,0.55,31.35
2018-05-27,47,55.0,,0.55,25.85
2018-05-28,49,55.0,,0.55,26.950000000000003
2018-05-29,86,55.0,,0.55,47.300000000000004
2018-05-30,83,55.0,,0.55,45.650000000000006
2018-05-31,84,55.0,,0.55,46.2
2018-06-01,82,59.0,False,0.59,48.379999999999995
2018-06-02,48,59.0,,0.59,28.32
2018-06-03,41,59.0,,0.59,24.189999999999998
2018-06-04,63,59.0,,0.59,37.169999999999995
2018-06-05,65,59.0,,0.59,38.35
2018-06-06,66,59.0,,0.59,38.94
2018-06-07,70,59.0,,0.59,41.3
2018-06-08,60,59.0,,0.59,35.4
2018-06-09,40,59.0,,0.59,23.599999999999998
2018-06-10,38,59.0,,0.59,22.419999999999998
2018-06-11,65,59.0,,0.59,38.35
2018-06-12,68,59.0,,0.59,40.12
2018-06-13,100,59.0,,0.59,59.0
2018-06-14,75,59.0,,0.59,44.25
2018-06-15,66,59.0,,0.59,38.94
2018-06-16,38,59.0,,0.59,22.419999999999998
2018-06-17,38,59.0,,0.59,22.419999999999998
2018-06-18,69,59.0,,0.59,40.71
2018-06-19,63,59.0,,0.59,37.169999999999995
2018-06-20,61,59.0,,0.59,35.989999999999995
2018-06-21,62,59.0,,0.59,36.58
2018-06-22,69,59.0,,0.59,40.71
2018-06-23,39,59.0,,0.59,23.009999999999998
2018-06-24,36,59.0,,0.59,21.24
2018-06-25,66,59.0,,0.59,38.94
2018-06-26,61,59.0,,0.59,35.989999999999995
2018-06-27,65,59.0,,0.59,38.35
2018-06-28,60,59.0,,0.59,35.4
2018-06-29,67,59.0,,0.59,39.53
2018-06-30,43,59.0,,0.59,25.369999999999997
2018-07-01,51,57.0,False,0.57,29.069999999999997
2018-07-02,84,57.0,,0.57,47.879999999999995
2018-07-03,85,57.0,,0.57,48.449999999999996
2018-07-04,53,57.0,,0.57,30.209999999999997
2018-07-05,86,57.0,,0.57,49.019999999999996
2018-07-06,82,57.0,,0.57,46.739999999999995
2018-07-07,53,57.0,,0.57,30.209999999999997
2018-07-08,46,57.0,,0.57,26.22
2018-07-09,83,57.0,,0.57,47.309999999999995
2018-07-10,100,57.0,,0.57,56.99999999999999
2018-07-11,83,57.0,,0.57,47.309999999999995
2018-07-12,87,57.0,,0.57,49.589999999999996
2018-07-13,76,57.0,,0.57,43.31999999999999
2018-07-14,54,57.0,,0.57,30.779999999999998
2018-07-15,46,57.0,,0.57,26.22
2018-07-16,77,57.0,,0.57,43.88999999999999
2018-07-17,88,57.0,,0.57,50.16
2018-07-18,88,57.0,,0.57,50.16
2018-07-19,90,57.0,,0.57,51.3
2018-07-20,89,57.0,,0.57,50.73
2018-07-21,56,57.0,,0.57,31.919999999999998
2018-07-22,49,57.0,,0.57,27.929999999999996
2018-07-23,89,57.0,,0.57,50.73
2018-07-24,79,57.0,,0.57,45.029999999999994
2018-07-25,83,57.0,,0.57,47.309999999999995
2018-07-26,83,57.0,,0.57,47.309999999999995
2018-07-27,90,57.0,,0.57,51.3
2018-07-28,57,57.0,,0.57,32.489999999999995
2018-07-29,49,57.0,,0.57,27.929999999999996
2018-07-30,86,57.0,,0.57,49.019999999999996
2018-07-31,86,57.0,,0.57,49.019999999999996
2018-08-01,93,57.0,False,0.57,53.01
2018-08-02,91,57.0,,0.57,51.87
2018-08-03,88,57.0,,0.57,50.16
2018-08-04,59,57.0,,0.57,33.629999999999995
2018-08-05,64,57.0,,0.57,36.48
2018-08-06,89,57.0,,0.57,50.73
2018-08-07,95,57.0,,0.57,54.15
2018-08-08,87,57.0,,0.57,49.589999999999996
2018-08-09,86,57.0,,0.57,49.019999999999996
2018-08-10,87,57.0,,0.57,49.589999999999996
2018-08-11,56,57.0,,0.57,31.919999999999998
2018-08-12,50,57.0,,0.57,28.499999999999996
2018-08-13,87,57.0,,0.57,49.589999999999996
2018-08-14,92,57.0,,0.57,52.44
2018-08-15,85,57.0,,0.57,48.449999999999996
2018-08-16,85,57.0,,0.57,48.449999999999996
2018-08-17,82,57.0,,0.57,46.739999999999995
2018-08-18,59,57.0,,0.57,33.629999999999995
2018-08-19,58,57.0,,0.57,33.059999999999995
2018-08-20,87,57.0,,0.57,49.589999999999996
2018-08-21,95,57.0,,0.57,54.15
2018-08-22,97,57.0,,0.57,55.28999999999999
2018-08-23,97,57.0,,0.57,55.28999999999999
2018-08-24,100,57.0,,0.57,56.99999999999999
2018-08-25,68,57.0,,0.57,38.76
2018-08-26,65,57.0,,0.57,37.05
2018-08-27,98,57.0,,0.57,55.85999999999999
2018-08-28,96,57.0,,0.57,54.72
2018-08-29,84,57.0,,0.57,47.879999999999995
2018-08-30,88,57.0,,0.57,50.16
2018-08-31,91,57.0,,0.57,51.87
2018-09-01,42,59.0,False,0.59,24.779999999999998
2018-09-02,36,59.0,,0.59,21.24
2018-09-03,44,59.0,,0.59,25.959999999999997
2018-09-04,62,59.0,,0.59,36.58
2018-09-05,60,59.0,,0.59,35.4
2018-09-06,61,59.0,,0.59,35.989999999999995
2018-09-07,58,59.0,,0.59,34.22
2018-09-08,37,59.0,,0.59,21.83
2018-09-09,32,59.0,,0.59,18.88
2018-09-10,64,59.0,,0.59,37.76
2018-09-11,64,59.0,,0.59,37.76
2018-09-12,58,59.0,,0.59,34.22
2018-09-13,53,59.0,,0.59,31.27
2018-09-14,57,59.0,,0.59,33.629999999999995
2018-09-15,44,59.0,,0.59,25.959999999999997
2018-09-16,37,59.0,,0.59,21.83
2018-09-17,55,59.0,,0.59,32.449999999999996
2018-09-18,60,59.0,,0.59,35.4
2018-09-19,68,59.0,,0.59,40.12
2018-09-20,64,59.0,,0.59,37.76
2018-09-21,57,59.0,,0.59,33.629999999999995
2018-09-22,50,59.0,,0.59,29.5
2018-09-23,78,59.0,,0.59,46.019999999999996
2018-09-24,68,59.0,,0.59,40.12
2018-09-25,66,59.0,,0.59,38.94
