date,fed_unscaled,fed_monthly,isPartial,scale,fed
2015-06-30,82,59.0,,0.59,48.379999999999995
2015-07-01,99,60.0,False,0.6,59.4
2015-07-02,83,60.0,,0.6,49.8
2015-07-03,58,60.0,,0.6,34.8
2015-07-04,33,60.0,,0.6,19.8
2015-07-05,39,60.0,,0.6,23.4
2015-07-06,85,60.0,,0.6,51.0
2015-07-07,76,60.0,,0.6,45.6
2015-07-08,81,60.0,,0.6,48.6
2015-07-09,83,60.0,,0.6,49.8
2015-07-10,66,60.0,,0.6,39.6
2015-07-11,59,60.0,,0.6,35.4
2015-07-12,43,60.0,,0.6,25.8
2015-07-13,86,60.0,,0.6,51.6
2015-07-14,87,60.0,,0.6,52.199999999999996
2015-07-15,74,60.0,,0.6,44.4
2015-07-16,72,60.0,,0.6,43.199999999999996
2015-07-17,94,60.0,,0.6,56.4
2015-07-18,48,60.0,,0.6,28.799999999999997
2015-07-19,43,60.0,,0.6,25.8
2015-07-20,79,60.0,,0.6,47.4
2015-07-21,89,60.0,,0.6,53.4
2015-07-22,94,60.0,,0.6,56.4
2015-07-23,89,60.0,,0.6,53.4
2015-07-24,79,60.0,,0.6,47.4
2015-07-25,52,60.0,,0.6,31.2
2015-07-26,51,60.0,,0.6,30.599999999999998
2015-07-27,83,60.0,,0.6,49.8
2015-07-28,100,60.0,,0.6,60.0
2015-07-29,98,60.0,,0.6,58.8
2015-07-30,86,60.0,,0.6,51.6
2015-07-31,73,60.0,,0.6,43.8
2015-08-01,55,61.0,False,0.61,33.55
2015-08-02,46,61.0,,0.61,28.06
2015-08-03,80,61.0,,0.61,48.8
2015-08-04,84,61.0,,0.61,51.24
2015-08-05,88,61.0,,0.61,53.68
2015-08-06,91,61.0,,0.61,55.51
2015-08-07,88,61.0,,0.61,53.68
2015-08-08,51,61.0,,0.61,31.11
2015-08-09,52,61.0,,0.61,31.72
2015-08-10,85,61.0,,0.61,51.85
2015-08-11,88,61.0,,0.61,53.68
2015-08-12,87,61.0,,0.61,53.07
2015-08-13,86,61.0,,0.61,52.46
2015-08-14,80,61.0,,0.61,48.8
2015-08-15,55,61.0,,0.61,33.55
2015-08-16,48,61.0,,0.61,29.28
2015-08-17,95,61.0,,0.61,57.949999999999996
2015-08-18,85,61.0,,0.61,51.85
2015-08-19,100,61.0,,0.61,61.0
2015-08-20,92,61.0,,0.61,56.12
2015-08-21,92,61.0,,0.61,56.12
2015-08-22,55,61.0,,0.61,33.55
2015-08-23,56,61.0,,0.61,34.16
2015-08-24,99,61.0,,0.61,60.39
2015-08-25,92,61.0,,0.61,56.12
2015-08-26,90,61.0,,0.61,54.9
2015-08-27,93,61.0,,0.61,56.73
2015-08-28,96,61.0,,0.61,58.56
2015-08-29,62,61.0,,0.61,37.82
2015-08-30,58,61.0,,0.61,35.38
2015-08-31,86,61.0,,0.61,52.46
2015-09-01,31,73.0,False,0.73,22.63
2015-09-02,32,73.0,,0.73,23.36
2015-09-03,28,73.0,,0.73,20.439999999999998
2015-09-04,31,73.0,,0.73,22.63
2015-09-05,20,73.0,,0.73,14.6
2015-09-06,16,73.0,,0.73,11.68
2015-09-07,19,73.0,,0.73,13.87
2015-09-08,33,73.0,,0.73,24.09
2015-09-09,30,73.0,,0.73,21.9
2015-09-10,29,73.0,,0.73,21.169999999999998
2015-09-11,32,73.0,,0.73,23.36
2015-09-12,20,73.0,,0.73,14.6
2015-09-13,19,73.0,,0.73,13.87
2015-09-14,35,73.0,,0.73,25.55
2015-09-15,37,73.0,,0.73,27.009999999999998
2015-09-16,52,73.0,,0.73,37.96
2015-09-17,100,73.0,,0.73,73.0
2015-09-18,40,73.0,,0.73,29.2
2015-09-19,21,73.0,,0.73,15.33
2015-09-20,17,73.0,,0.73,12.41
2015-09-21,31,73.0,,0.73,22.63
2015-09-22,33,73.0,,0.73,24.09
2015-09-23,26,73.0,,0.73,18.98
2015-09-24,32,73.0,,0.73,23.36
2015-09-25,32,73.0,,0.73,23.36
2015-09-26,21,73.0,,0.73,15.33
2015-09-27,20,73.0,,0.73,14.6
2015-09-28,29,73.0,,0.73,21.169999999999998
2015-09-29,29,73.0,,0.73,21.169999999999998
2015-09-30,26,73.0,,0.73,18.98
2015-10-01,80,57.0,False,0.57,45.599999999999994
2015-10-02,70,57.0,,0.57,39.9
2015-10-03,37,57.0,,0.57,21.09
2015-10-04,38,57.0,,0.57,21.659999999999997
2015-10-05,63,57.0,,0.57,35.91
2015-10-06,71,57.0,,0.57,40.47
2015-10-07,72,57.0,,0.57,41.04
2015-10-08,69,57.0,,0.57,39.33
2015-10-09,78,57.0,,0.57,44.459999999999994
2015-10-10,38,57.0,,0.57,21.659999999999997
2015-10-11,35,57.0,,0.57,19.95
2015-10-12,76,57.0,,0.57,43.31999999999999
2015-10-13,76,57.0,,0.57,43.31999999999999
2015-10-14,68,57.0,,0.57,38.76
2015-10-15,73,57.0,,0.57,41.61
2015-10-16,72,57.0,,0.57,41.04
2015-10-17,43,57.0,,0.57,24.509999999999998
2015-10-18,32,57.0,,0.57,18.24
2015-10-19,65,57.0,,0.57,37.05
2015-10-20,64,57.0,,0.57,36.48
2015-10-21,62,57.0,,0.57,35.339999999999996
2015-10-22,62,57.0,,0.57,35.339999999999996
2015-10-23,65,57.0,,0.57,37.05
2015-10-24,47,57.0,,0.57,26.79
2015-10-25,33,57.0,,0.57,18.81
2015-10-26,72,57.0,,0.57,41.04
2015-10-27,73,57.0,,0.57,41.61
2015-10-28,100,57.0,,0.57,56.99999999999999
2015-10-29,86,57.0,,0.57,49.019999999999996
2015-10-30,76,57.0,,0.57,43.31999999999999
2015-10-31,39,57.0,,0.57,22.229999999999997
2015-11-01,36,58.0,False,0.58,20.88
2015-11-02,81,58.0,,0.58,46.98
2015-11-03,78,58.0,,0.58,45.239999999999995
2015-11-04,84,58.0,,0.58,48.72
2015-11-05,86,58.0,,0.58,49.879999999999995
2015-11-06,77,58.0,,0.58,44.66
2015-11-07,60,58.0,,0.58,34.8
2015-11-08,43,58.0,,0.58,24.939999999999998
2015-11-09,88,58.0,,0.58,51.04
2015-11-10,96,58.0,,0.58,55.67999999999999
2015-11-11,87,58.0,,0.58,50.459999999999994
2015-11-12,87,58.0,,0.58,50.459999999999994
2015-11-13,85,58.0,,0.58,49.3
2015-11-14,63,58.0,,0.58,36.54
2015-11-15,59,58.0,,0.58,34.22
2015-11-16,96,58.0,,0.58,55.67999999999999
2015-11-17,87,58.0,,0.58,50.459999999999994
2015-11-18,100,58.0,,0.58,57.99999999999999
2015-11-19,81,58.0,,0.58,46.98
2015-11-20,83,58.0,,0.58,48.13999999999999
2015-11-21,51,58.0,,0.58,29.58
2015-11-22,61,58.0,,0.58,35.379999999999995
2015-11-23,100,58.0,,0.58,57.99999999999999
2015-11-24,96,58.0,,0.58,55.67999999999999
2015-11-25,69,58.0,,0.58,40.019999999999996
2015-11-26,33,58.0,,0.58,19.139999999999997
2015-11-27,60,58.0,,0.58,34.8
2015-11-28,51,58.0,,0.58,29.58
2015-11-29,55,58.0,,0.58,31.9
2015-11-30,88,58.0,,0.58,51.04
2015-12-01,28,78.0,False,0.78,21.84
2015-12-02,31,78.0,,0.78,24.18
2015-12-03,31,78.0,,0.78,24.18
2015-12-04,32,78.0,,0.78,24.96
2015-12-05,22,78.0,,0.78,17.16
2015-12-06,16,78.0,,0.78,12.48
2015-12-07,32,78.0,,0.78,24.96
2015-12-08,32,78.0,,0.78,24.96
2015-12-09,35,78.0,,0.78,27.3
2015-12-10,32,78.0,,0.78,24.96
2015-12-11,35,78.0,,0.78,27.3
2015-12-12,23,78.0,,0.78,17.94
2015-12-13,19,78.0,,0.78,14.82
2015-12-14,37,78.0,,0.78,28.86
2015-12-15,46,78.0,,0.78,35.88
2015-12-16,100,78.0,,0.78,78.0
2015-12-17,56,78.0,,0.78,43.68
2015-12-18,37,78.0,,0.78,28.86
2015-12-19,23,78.0,,0.78,17.94
2015-12-20,18,78.0,,0.78,14.040000000000001
2015-12-21,30,78.0,,0.78,23.400000000000002
2015-12-22,35,78.0,,0.78,27.3
2015-12-23,30,78.0,,0.78,23.400000000000002
2015-12-24,27,78.0,,0.78,21.060000000000002
2015-12-25,14,78.0,,0.78,10.92
2015-12-26,15,78.0,,0.78,11.700000000000001
2015-12-27,14,78.0,,0.78,10.92
2015-12-28,25,78.0,,0.78,19.5
2015-12-29,27,78.0,,0.78,21.060000000000002
2015-12-30,25,78.0,,0.78,19.5
2015-12-31,20,78.0,,0.78,15.600000000000001
2016-01-01,44,57.0,False,0.57,25.08
2016-01-02,57,57.0,,0.57,32.489999999999995
2016-01-03,47,57.0,,0.57,26.79
2016-01-04,80,57.0,,0.57,45.599999999999994
2016-01-05,82,57.0,,0.57,46.739999999999995
2016-01-06,85,57.0,,0.57,48.449999999999996
2016-01-07,82,57.0,,0.57,46.739999999999995
2016-01-08,92,57.0,,0.57,52.44
2016-01-09,51,57.0,,0.57,29.069999999999997
2016-01-10,51,57.0,,0.57,29.069999999999997
2016-01-11,79,57.0,,0.57,45.029999999999994
2016-01-12,93,57.0,,0.57,53.01
2016-01-13,93,57.0,,0.57,53.01
2016-01-14,77,57.0,,0.57,43.88999999999999
2016-01-15,81,57.0,,0.57,46.169999999999995
2016-01-16,54,57.0,,0.57,30.779999999999998
2016-01-17,45,57.0,,0.57,25.65
2016-01-18,69,57.0,,0.57,39.33
2016-01-19,79,57.0,,0.57,45.029999999999994
2016-01-20,83,57.0,,0.57,47.309999999999995
2016-01-21,81,57.0,,0.57,46.169999999999995
2016-01-22,78,57.0,,0.57,44.459999999999994
2016-01-23,51,57.0,,0.57,29.069999999999997
2016-01-24,49,57.0,,0.57,27.929999999999996
2016-01-25,81,57.0,,0.57,46.169999999999995
2016-01-26,93,57.0,,0.57,53.01
2016-01-27,100,57.0,,0.57,56.99999999999999
2016-01-28,93,57.0,,0.57,53.01
2016-01-29,81,57.0,,0.57,46.169999999999995
2016-01-30,53,57.0,,0.57,30.209999999999997
2016-01-31,49,57.0,,0.57,27.929999999999996
2016-02-01,72,58.0,False,0.58,41.76
2016-02-02,88,58.0,,0.58,51.04
2016-02-03,78,58.0,,0.58,45.239999999999995
2016-02-04,90,58.0,,0.58,52.199999999999996
2016-02-05,86,58.0,,0.58,49.879999999999995
2016-02-06,66,58.0,,0.58,38.279999999999994
2016-02-07,59,58.0,,0.58,34.22
2016-02-08,75,58.0,,0.58,43.5
2016-02-09,82,58.0,,0.58,47.559999999999995
2016-02-10,93,58.0,,0.58,53.94
2016-02-11,90,58.0,,0.58,52.199999999999996
2016-02-12,83,58.0,,0.58,48.13999999999999
2016-02-13,64,58.0,,0.58,37.12
2016-02-14,53,58.0,,0.58,30.74
2016-02-15,71,58.0,,0.58,41.18
2016-02-16,79,58.0,,0.58,45.82
2016-02-17,84,58.0,,0.58,48.72
2016-02-18,96,58.0,,0.58,55.67999999999999
2016-02-19,85,58.0,,0.58,49.3
2016-02-20,59,58.0,,0.58,34.22
2016-02-21,49,58.0,,0.58,28.419999999999998
2016-02-22,64,58.0,,0.58,37.12
2016-02-23,90,58.0,,0.58,52.199999999999996
2016-02-24,78,58.0,,0.58,45.239999999999995
2016-02-25,75,58.0,,0.58,43.5
2016-02-26,82,58.0,,0.58,47.559999999999995
2016-02-27,61,58.0,,0.58,35.379999999999995
2016-02-28,47,58.0,,0.58,27.259999999999998
2016-02-29,100,58.0,,0.58,57.99999999999999
2016-03-01,81,58.0,False,0.58,46.98
2016-03-02,72,58.0,,0.58,41.76
2016-03-03,77,58.0,,0.58,44.66
2016-03-04,80,58.0,,0.58,46.4
2016-03-05,53,58.0,,0.58,30.74
2016-03-06,44,58.0,,0.58,25.52
2016-03-07,78,58.0,,0.58,45.239999999999995
2016-03-08,72,58.0,,0.58,41.76
2016-03-09,82,58.0,,0.58,47.559999999999995
2016-03-10,88,58.0,,0.58,51.04
2016-03-11,78,58.0,,0.58,45.239999999999995
2016-03-12,56,58.0,,0.58,32.48
2016-03-13,41,58.0,,0.58,23.779999999999998
2016-03-14,71,58.0,,0.58,41.18
2016-03-15,83,58.0,,0.58,48.13999999999999
2016-03-16,100,58.0,,0.58,57.99999999999999
2016-03-17,75,58.0,,0.58,43.5
2016-03-18,71,58.0,,0.58,41.18
2016-03-19,51,58.0,,0.58,29.58
2016-03-20,43,58.0,,0.58,24.939999999999998
2016-03-21,69,58.0,,0.58,40.019999999999996
2016-03-22,82,58.0,,0.58,47.559999999999995
2016-03-23,71,58.0,,0.58,41.18
2016-03-24,71,58.0,,0.58,41.18
2016-03-25,68,58.0,,0.58,39.44
2016-03-26,52,58.0,,0.58,30.159999999999997
2016-03-27,34,58.0,,0.58,19.72
2016-03-28,69,58.0,,0.58,40.019999999999996
2016-03-29,75,58.0,,0.58,43.5
2016-03-30,77,58.0,,0.58,44.66
2016-03-31,79,58.0,,0.58,45.82
2016-04-01,72,57.0,False,0.57,41.04
2016-04-02,50,57.0,,0.57,28.499999999999996
2016-04-03,44,57.0,,0.57,25.08
2016-04-04,72,57.0,,0.57,41.04
2016-04-05,78,57.0,,0.57,44.459999999999994
2016-04-06,81,57.0,,0.57,46.169999999999995
2016-04-07,78,57.0,,0.57,44.459999999999994
2016-04-08,72,57.0,,0.57,41.04
2016-04-09,47,57.0,,0.57,26.79
2016-04-10,45,57.0,,0.57,25.65
2016-04-11,96,57.0,,0.57,54.72
2016-04-12,77,57.0,,0.57,43.88999999999999
2016-04-13,77,57.0,,0.57,43.88999999999999
2016-04-14,85,57.0,,0.57,48.449999999999996
2016-04-15,87,57.0,,0.57,49.589999999999996
2016-04-16,64,57.0,,0.57,36.48
2016-04-17,64,57.0,,0.57,36.48
2016-04-18,92,57.0,,0.57,52.44
2016-04-19,89,57.0,,0.57,50.73
2016-04-20,77,57.0,,0.57,43.88999999999999
2016-04-21,71,57.0,,0.57,40.47
2016-04-22,66,57.0,,0.57,37.62
2016-04-23,48,57.0,,0.57,27.36
2016-04-24,43,57.0,,0.57,24.509999999999998
2016-04-25,75,57.0,,0.57,42.74999999999999
2016-04-26,79,57.0,,0.57,45.029999999999994
2016-04-27,100,57.0,,0.57,56.99999999999999
2016-04-28,78,57.0,,0.57,44.459999999999994
2016-04-29,72,57.0,,0.57,41.04
2016-04-30,48,57.0,,0.57,27.36
2016-05-01,49,54.0,False,0.54,26.46
2016-05-02,86,54.0,,0.54,46.440000000000005
2016-05-03,86,54.0,,0.54,46.440000000000005
2016-05-04,89,54.0,,0.54,48.06
2016-05-05,86,54.0,,0.54,46.440000000000005
2016-05-06,93,54.0,,0.54,50.220000000000006
2016-05-07,64,54.0,,0.54,34.56
2016-05-08,48,54.0,,0.54,25.92
2016-05-09,77,54.0,,0.54,41.580000000000005
2016-05-10,95,54.0,,0.54,51.300000000000004
2016-05-11,81,54.0,,0.54,43.74
2016-05-12,86,54.0,,0.54,46.440000000000005
2016-05-13,83,54.0,,0.54,44.82
2016-05-14,53,54.0,,0.54,28.62
2016-05-15,40,54.0,,0.54,21.6
2016-05-16,84,54.0,,0.54,45.36
2016-05-17,81,54.0,,0.54,43.74
2016-05-18,100,54.0,,0.54,54.0
2016-05-19,87,54.0,,0.54,46.980000000000004
2016-05-20,88,54.0,,0.54,47.52
2016-05-21,53,54.0,,0.54,28.62
2016-05-22,48,54.0,,0.54,25.92
2016-05-23,79,54.0,,0.54,42.660000000000004
2016-05-24,89,54.0,,0.54,48.06
2016-05-25,88,54.0,,0.54,47.52
2016-05-26,94,54.0,,0.54,50.760000000000005
2016-05-27,83,54.0,,0.54,44.82
2016-05-28,58,54.0,,0.54,31.32
2016-05-29,46,54.0,,0.54,24.840000000000003
2016-05-30,44,54.0,,0.54,23.76
2016-05-31,93,54.0,,0.54,50.220000000000006
2016-06-01,78,55.0,False,0.55,42.900000000000006
2016-06-02,71,55.0,,0.55,39.050000000000004
2016-06-03,70,55.0,,0.55,38.5
2016-06-04,49,55.0,,0.55,26.950000000000003
2016-06-05,37,55.0,,0.55,20.35
2016-06-06,75,55.0,,0.55,41.25
2016-06-07,81,55.0,,0.55,44.550000000000004
2016-06-08,63,55.0,,0.55,34.650000000000006
2016-06-09,72,55.0,,0.55,39.6
2016-06-10,64,55.0,,0.55,35.2
2016-06-11,47,55.0,,0.55,25.85
2016-06-12,41,55.0,,0.55,22.55
2016-06-13,73,55.0,,0.55,40.150000000000006
2016-06-14,70,55.0,,0.55,38.5
2016-06-15,100,55.0,,0.55,55.00000000000001
2016-06-16,75,55.0,,0.55,41.25
2016-06-17,67,55.0,,0.55,36.85
2016-06-18,43,55.0,,0.55,23.650000000000002
2016-06-19,37,55.0,,0.55,20.35
2016-06-20,72,55.0,,0.55,39.6
2016-06-21,69,55.0,,0.55,37.95
2016-06-22,75,55.0,,0.55,41.25
2016-06-23,67,55.0,,0.55,36.85
2016-06-24,67,55.0,,0.55,36.85
2016-06-25,41,55.0,,0.55,22.55
2016-06-26,44,55.0,,0.55,24.200000000000003
2016-06-27,64,55.0,,0.55,35.2
2016-06-28,72,55.0,,0.55,39.6
2016-06-29,74,55.0,,0.55,40.7
2016-06-30,74,55.0,,0.55,40.7
2016-07-01,85,52.0,False,0.52,44.2
2016-07-02,57,52.0,,0.52,29.64
2016-07-03,39,52.0,,0.52,20.28
2016-07-04,44,52.0,,0.52,22.880000000000003
2016-07-05,87,52.0,,0.52,45.24
2016-07-06,93,52.0,,0.52,48.36
2016-07-07,81,52.0,,0.52,42.120000000000005
2016-07-08,83,52.0,,0.52,43.160000000000004
2016-07-09,55,52.0,,0.52,28.6
2016-07-10,48,52.0,,0.52,24.96
2016-07-11,84,52.0,,0.52,43.68
2016-07-12,82,52.0,,0.52,42.64
2016-07-13,78,52.0,,0.52,40.56
2016-07-14,83,52.0,,0.52,43.160000000000004
2016-07-15,72,52.0,,0.52,37.44
2016-07-16,56,52.0,,0.52,29.12
2016-07-17,46,52.0,,0.52,23.92
2016-07-18,83,52.0,,0.52,43.160000000000004
2016-07-19,83,52.0,,0.52,43.160000000000004
2016-07-20,78,52.0,,0.52,40.56
2016-07-21,84,52.0,,0.52,43.68
2016-07-22,79,52.0,,0.52,41.08
2016-07-23,53,52.0,,0.52,27.560000000000002
2016-07-24,46,52.0,,0.52,23.92
2016-07-25,78,52.0,,0.52,40.56
2016-07-26,82,52.0,,0.52,42.64
2016-07-27,100,52.0,,0.52,52.0
2016-07-28,92,52.0,,0.52,47.84
2016-07-29,80,52.0,,0.52,41.6
2016-07-30,58,52.0,,0.52,30.16
2016-07-31,43,52.0,,0.52,22.36
2016-08-01,84,54.0,False,0.54,45.36
2016-08-02,84,54.0,,0.54,45.36
2016-08-03,83,54.0,,0.54,44.82
2016-08-04,79,54.0,,0.54,42.660000000000004
2016-08-05,86,54.0,,0.54,46.440000000000005
2016-08-06,50,54.0,,0.54,27.0
2016-08-07,39,54.0,,0.54,21.060000000000002
2016-08-08,80,54.0,,0.54,43.2
2016-08-09,85,54.0,,0.54,45.900000000000006
2016-08-10,82,54.0,,0.54,44.28
2016-08-11,86,54.0,,0.54,46.440000000000005
2016-08-12,74,54.0,,0.54,39.96
2016-08-13,54,54.0,,0.54,29.160000000000004
2016-08-14,39,54.0,,0.54,21.060000000000002
2016-08-15,87,54.0,,0.54,46.980000000000004
2016-08-16,81,54.0,,0.54,43.74
2016-08-17,94,54.0,,0.54,50.760000000000005
2016-08-18,84,54.0,,0.54,45.36
2016-08-19,79,54.0,,0.54,42.660000000000004
2016-08-20,55,54.0,,0.54,29.700000000000003
2016-08-21,44,54.0,,0.54,23.76
2016-08-22,93,54.0,,0.54,50.220000000000006
2016-08-23,88,54.0,,0.54,47.52
2016-08-24,89,54.0,,0.54,48.06
2016-08-25,99,54.0,,0.54,53.46
2016-08-26,99,54.0,,0.54,53.46
2016-08-27,65,54.0,,0.54,35.1
2016-08-28,52,54.0,,0.54,28.080000000000002
2016-08-29,87,54.0,,0.54,46.980000000000004
2016-08-30,84,54.0,,0.54,45.36
2016-08-31,100,54.0,,0.54,54.0
2016-09-01,50,58.0,False,0.58,28.999999999999996
2016-09-02,56,58.0,,0.58,32.48
2016-09-03,36,58.0,,0.58,20.88
2016-09-04,28,58.0,,0.58,16.24
2016-09-05,28,58.0,,0.58,16.24
2016-09-06,58,58.0,,0.58,33.64
2016-09-07,60,58.0,,0.58,34.8
2016-09-08,52,58.0,,0.58,30.159999999999997
2016-09-09,62,58.0,,0.58,35.96
2016-09-10,37,58.0,,0.58,21.459999999999997
2016-09-11,33,58.0,,0.58,19.139999999999997
2016-09-12,70,58.0,,0.58,40.599999999999994
2016-09-13,62,58.0,,0.58,35.96
2016-09-14,64,58.0,,0.58,37.12
2016-09-15,64,58.0,,0.58,37.12
2016-09-16,58,58.0,,0.58,33.64
2016-09-17,38,58.0,,0.58,22.04
2016-09-18,31,58.0,,0.58,17.98
2016-09-19,58,58.0,,0.58,33.64
2016-09-20,69,58.0,,0.58,40.019999999999996
2016-09-21,100,58.0,,0.58,57.99999999999999
2016-09-22,60,58.0,,0.58,34.8
2016-09-23,64,58.0,,0.58,37.12
2016-09-24,36,58.0,,0.58,20.88
2016-09-25,45,58.0,,0.58,26.099999999999998
2016-09-26,64,58.0,,0.58,37.12
2016-09-27,65,58.0,,0.58,37.699999999999996
2016-09-28,62,58.0,,0.58,35.96
2016-09-29,59,58.0,,0.58,34.22
2016-09-30,60,58.0,,0.58,34.8
2016-10-01,60,52.0,False,0.52,31.200000000000003
2016-10-02,50,52.0,,0.52,26.0
2016-10-03,78,52.0,,0.52,40.56
2016-10-04,86,52.0,,0.52,44.72
2016-10-05,84,52.0,,0.52,43.68
2016-10-06,78,52.0,,0.52,40.56
2016-10-07,78,52.0,,0.52,40.56
2016-10-08,61,52.0,,0.52,31.720000000000002
2016-10-09,42,52.0,,0.52,21.84
2016-10-10,84,52.0,,0.52,43.68
2016-10-11,85,52.0,,0.52,44.2
2016-10-12,100,52.0,,0.52,52.0
2016-10-13,89,52.0,,0.52,46.28
2016-10-14,87,52.0,,0.52,45.24
2016-10-15,57,52.0,,0.52,29.64
2016-10-16,40,52.0,,0.52,20.8
2016-10-17,87,52.0,,0.52,45.24
2016-10-18,89,52.0,,0.52,46.28
2016-10-19,81,52.0,,0.52,42.120000000000005
2016-10-20,83,52.0,,0.52,43.160000000000004
2016-10-21,79,52.0,,0.52,41.08
2016-10-22,60,52.0,,0.52,31.200000000000003
2016-10-23,44,52.0,,0.52,22.880000000000003
2016-10-24,92,52.0,,0.52,47.84
2016-10-25,89,52.0,,0.52,46.28
2016-10-26,77,52.0,,0.52,40.04
2016-10-27,86,52.0,,0.52,44.72
2016-10-28,85,52.0,,0.52,44.2
2016-10-29,60,52.0,,0.52,31.200000000000003
2016-10-30,47,52.0,,0.52,24.44
2016-10-31,86,52.0,,0.52,44.72
2016-11-01,81,53.0,False,0.53,42.93
2016-11-02,100,53.0,,0.53,53.0
2016-11-03,81,53.0,,0.53,42.93
2016-11-04,81,53.0,,0.53,42.93
2016-11-05,51,53.0,,0.53,27.03
2016-11-06,39,53.0,,0.53,20.67
2016-11-07,81,53.0,,0.53,42.93
2016-11-08,72,53.0,,0.53,38.160000000000004
2016-11-09,66,53.0,,0.53,34.980000000000004
2016-11-10,84,53.0,,0.53,44.52
2016-11-11,79,53.0,,0.53,41.870000000000005
2016-11-12,60,53.0,,0.53,31.8
2016-11-13,52,53.0,,0.53,27.560000000000002
2016-11-14,80,53.0,,0.53,42.400000000000006
2016-11-15,92,53.0,,0.53,48.760000000000005
2016-11-16,91,53.0,,0.53,48.230000000000004
2016-11-17,88,53.0,,0.53,46.64
2016-11-18,84,53.0,,0.53,44.52
2016-11-19,55,53.0,,0.53,29.150000000000002
2016-11-20,49,53.0,,0.53,25.970000000000002
2016-11-21,86,53.0,,0.53,45.580000000000005
2016-11-22,87,53.0,,0.53,46.11
2016-11-23,75,53.0,,0.53,39.75
2016-11-24,38,53.0,,0.53,20.14
2016-11-25,52,53.0,,0.53,27.560000000000002
2016-11-26,45,53.0,,0.53,23.85
2016-11-27,40,53.0,,0.53,21.200000000000003
2016-11-28,86,53.0,,0.53,45.580000000000005
2016-11-29,85,53.0,,0.53,45.050000000000004
2016-11-30,93,53.0,,0.53,49.29
2016-12-01,41,64.0,False,0.64,26.240000000000002
2016-12-02,43,64.0,,0.64,27.52
2016-12-03,29,64.0,,0.64,18.56
2016-12-04,23,64.0,,0.64,14.72
2016-12-05,39,64.0,,0.64,24.96
2016-12-06,44,64.0,,0.64,28.16
2016-12-07,42,64.0,,0.64,26.88
2016-12-08,43,64.0,,0.64,27.52
2016-12-09,42,64.0,,0.64,26.88
2016-12-10,30,64.0,,0.64,19.2
2016-12-11,25,64.0,,0.64,16.0
2016-12-12,45,64.0,,0.64,28.8
2016-12-13,50,64.0,,0.64,32.0
2016-12-14,100,64.0,,0.64,64.0
2016-12-15,65,64.0,,0.64,41.6
2016-12-16,47,64.0,,0.64,30.080000000000002
2016-12-17,31,64.0,,0.64,19.84
2016-12-18,23,64.0,,0.64,14.72
2016-12-19,45,64.0,,0.64,28.8
2016-12-20,47,64.0,,0.64,30.080000000000002
2016-12-21,44,64.0,,0.64,28.16
2016-12-22,43,64.0,,0.64,27.52
2016-12-23,40,64.0,,0.64,25.6
2016-12-24,31,64.0,,0.64,19.84
2016-12-25,14,64.0,,0.64,8.96
2016-12-26,22,64.0,,0.64,14.08
2016-12-27,34,64.0,,0.64,21.76
2016-12-28,37,64.0,,0.64,23.68
2016-12-29,35,64.0,,0.64,22.400000000000002
2016-12-30,37,64.0,,0.64,23.68
2016-12-31,23,64.0,,0.64,14.72
2017-01-01,40,57.0,False,0.57,22.799999999999997
2017-01-02,64,57.0,,0.57,36.48
2017-01-03,84,57.0,,0.57,47.879999999999995
2017-01-04,95,57.0,,0.57,54.15
2017-01-05,91,57.0,,0.57,51.87
2017-01-06,83,57.0,,0.57,47.309999999999995
2017-01-07,54,57.0,,0.57,30.779999999999998
2017-01-08,46,57.0,,0.57,26.22
2017-01-09,81,57.0,,0.57,46.169999999999995
2017-01-10,84,57.0,,0.57,47.879999999999995
2017-01-11,90,57.0,,0.57,51.3
2017-01-12,94,57.0,,0.57,53.58
2017-01-13,90,57.0,,0.57,51.3
2017-01-14,62,57.0,,0.57,35.339999999999996
2017-01-15,52,57.0,,0.57,29.639999999999997
2017-01-16,76,57.0,,0.57,43.31999999999999
2017-01-17,81,57.0,,0.57,46.169999999999995
2017-01-18,86,57.0,,0.57,49.019999999999996
2017-01-19,94,57.0,,0.57,53.58
2017-01-20,81,57.0,,0.57,46.169999999999995
2017-01-21,60,57.0,,0.57,34.199999999999996
2017-01-22,58,57.0,,0.57,33.059999999999995
2017-01-23,83,57.0,,0.57,47.309999999999995
2017-01-24,92,57.0,,0.57,52.44
2017-01-25,97,57.0,,0.57,55.28999999999999
2017-01-26,100,57.0,,0.57,56.99999999999999
2017-01-27,92,57.0,,0.57,52.44
2017-01-28,88,57.0,,0.57,50.16
2017-01-29,91,57.0,,0.57,51.87
2017-01-30,97,57.0,,0.57,55.28999999999999
2017-01-31,97,57.0,,0.57,55.28999999999999
2017-02-01,82,56.0,False,0.56,45.92
2017-02-02,78,56.0,,0.56,43.68000000000001
2017-02-03,82,56.0,,0.56,45.92
2017-02-04,65,56.0,,0.56,36.400000000000006
2017-02-05,44,56.0,,0.56,24.64
2017-02-06,72,56.0,,0.56,40.32000000000001
2017-02-07,72,56.0,,0.56,40.32000000000001
2017-02-08,85,56.0,,0.56,47.6
2017-02-09,81,56.0,,0.56,45.36000000000001
2017-02-10,71,56.0,,0.56,39.760000000000005
2017-02-11,57,56.0,,0.56,31.92
2017-02-12,63,56.0,,0.56,35.28
2017-02-13,75,56.0,,0.56,42.00000000000001
