date,color_unscaled,color_monthly,isPartial,scale,color
2015-12-19,89,79.0,,0.79,70.31
2015-12-20,90,79.0,,0.79,71.10000000000001
2015-12-21,89,79.0,,0.79,70.31
2015-12-22,87,79.0,,0.79,68.73
2015-12-23,83,79.0,,0.79,65.57000000000001
2015-12-24,83,79.0,,0.79,65.57000000000001
2015-12-25,78,79.0,,0.79,61.620000000000005
2015-12-26,88,79.0,,0.79,69.52000000000001
2015-12-27,88,79.0,,0.79,69.52000000000001
2015-12-28,89,79.0,,0.79,70.31
2015-12-29,90,79.0,,0.79,71.10000000000001
2015-12-30,94,79.0,,0.79,74.26
2015-12-31,91,79.0,,0.79,71.89
2016-01-01,86,82.0,False,0.82,70.52
2016-01-02,95,82.0,,0.82,77.89999999999999
2016-01-03,93,82.0,,0.82,76.25999999999999
2016-01-04,85,82.0,,0.82,69.7
2016-01-05,88,82.0,,0.82,72.16
2016-01-06,96,82.0,,0.82,78.72
2016-01-07,91,82.0,,0.82,74.61999999999999
2016-01-08,94,82.0,,0.82,77.08
2016-01-09,94,82.0,,0.82,77.08
2016-01-10,87,82.0,,0.82,71.33999999999999
2016-01-11,90,82.0,,0.82,73.8
2016-01-12,87,82.0,,0.82,71.33999999999999
2016-01-13,94,82.0,,0.82,77.08
2016-01-14,87,82.0,,0.82,71.33999999999999
2016-01-15,92,82.0,,0.82,75.44
2016-01-16,96,82.0,,0.82,78.72
2016-01-17,94,82.0,,0.82,77.08
2016-01-18,96,82.0,,0.82,78.72
2016-01-19,94,82.0,,0.82,77.08
2016-01-20,93,82.0,,0.82,76.25999999999999
2016-01-21,94,82.0,,0.82,77.08
2016-01-22,91,82.0,,0.82,74.61999999999999
2016-01-23,90,82.0,,0.82,73.8
2016-01-24,92,82.0,,0.82,75.44
2016-01-25,92,82.0,,0.82,75.44
2016-01-26,96,82.0,,0.82,78.72
2016-01-27,100,82.0,,0.82,82.0
2016-01-28,99,82.0,,0.82,81.17999999999999
2016-01-29,92,82.0,,0.82,75.44
2016-01-30,97,82.0,,0.82,79.53999999999999
2016-01-31,96,82.0,,0.82,78.72
2016-02-01,84,85.0,False,0.85,71.39999999999999
2016-02-02,89,85.0,,0.85,75.64999999999999
2016-02-03,90,85.0,,0.85,76.5
2016-02-04,95,85.0,,0.85,80.75
2016-02-05,91,85.0,,0.85,77.35
2016-02-06,94,85.0,,0.85,79.89999999999999
2016-02-07,93,85.0,,0.85,79.05
2016-02-08,80,85.0,,0.85,68.0
2016-02-09,89,85.0,,0.85,75.64999999999999
2016-02-10,92,85.0,,0.85,78.2
2016-02-11,92,85.0,,0.85,78.2
2016-02-12,90,85.0,,0.85,76.5
2016-02-13,88,85.0,,0.85,74.8
2016-02-14,86,85.0,,0.85,73.1
2016-02-15,89,85.0,,0.85,75.64999999999999
2016-02-16,91,85.0,,0.85,77.35
2016-02-17,91,85.0,,0.85,77.35
2016-02-18,97,85.0,,0.85,82.45
2016-02-19,93,85.0,,0.85,79.05
2016-02-20,94,85.0,,0.85,79.89999999999999
2016-02-21,93,85.0,,0.85,79.05
2016-02-22,95,85.0,,0.85,80.75
2016-02-23,95,85.0,,0.85,80.75
2016-02-24,90,85.0,,0.85,76.5
2016-02-25,93,85.0,,0.85,79.05
2016-02-26,93,85.0,,0.85,79.05
2016-02-27,100,85.0,,0.85,85.0
2016-02-28,96,85.0,,0.85,81.6
2016-02-29,95,85.0,,0.85,80.75
2016-03-01,90,87.0,False,0.87,78.3
2016-03-02,91,87.0,,0.87,79.17
2016-03-03,94,87.0,,0.87,81.78
2016-03-04,94,87.0,,0.87,81.78
2016-03-05,90,87.0,,0.87,78.3
2016-03-06,92,87.0,,0.87,80.04
2016-03-07,94,87.0,,0.87,81.78
2016-03-08,94,87.0,,0.87,81.78
2016-03-09,93,87.0,,0.87,80.91
2016-03-10,95,87.0,,0.87,82.65
2016-03-11,92,87.0,,0.87,80.04
2016-03-12,93,87.0,,0.87,80.91
2016-03-13,92,87.0,,0.87,80.04
2016-03-14,93,87.0,,0.87,80.91
2016-03-15,92,87.0,,0.87,80.04
2016-03-16,91,87.0,,0.87,79.17
2016-03-17,100,87.0,,0.87,87.0
2016-03-18,95,87.0,,0.87,82.65
2016-03-19,91,87.0,,0.87,79.17
2016-03-20,95,87.0,,0.87,82.65
2016-03-21,91,87.0,,0.87,79.17
2016-03-22,93,87.0,,0.87,80.91
2016-03-23,95,87.0,,0.87,82.65
2016-03-24,99,87.0,,0.87,86.13
2016-03-25,97,87.0,,0.87,84.39
2016-03-26,98,87.0,,0.87,85.26
2016-03-27,95,87.0,,0.87,82.65
2016-03-28,91,87.0,,0.87,79.17
2016-03-29,91,87.0,,0.87,79.17
2016-03-30,93,87.0,,0.87,80.91
2016-03-31,95,87.0,,0.87,82.65
2016-04-01,90,85.0,False,0.85,76.5
2016-04-02,95,85.0,,0.85,80.75
2016-04-03,94,85.0,,0.85,79.89999999999999
2016-04-04,91,85.0,,0.85,77.35
2016-04-05,91,85.0,,0.85,77.35
2016-04-06,97,85.0,,0.85,82.45
2016-04-07,95,85.0,,0.85,80.75
2016-04-08,93,85.0,,0.85,79.05
2016-04-09,100,85.0,,0.85,85.0
2016-04-10,89,85.0,,0.85,75.64999999999999
2016-04-11,90,85.0,,0.85,76.5
2016-04-12,98,85.0,,0.85,83.3
2016-04-13,94,85.0,,0.85,79.89999999999999
2016-04-14,97,85.0,,0.85,82.45
2016-04-15,97,85.0,,0.85,82.45
2016-04-16,90,85.0,,0.85,76.5
2016-04-17,94,85.0,,0.85,79.89999999999999
2016-04-18,91,85.0,,0.85,77.35
2016-04-19,93,85.0,,0.85,79.05
2016-04-20,95,85.0,,0.85,80.75
2016-04-21,89,85.0,,0.85,75.64999999999999
2016-04-22,95,85.0,,0.85,80.75
2016-04-23,97,85.0,,0.85,82.45
2016-04-24,88,85.0,,0.85,74.8
2016-04-25,89,85.0,,0.85,75.64999999999999
2016-04-26,87,85.0,,0.85,73.95
2016-04-27,93,85.0,,0.85,79.05
2016-04-28,98,85.0,,0.85,83.3
2016-04-29,89,85.0,,0.85,75.64999999999999
2016-04-30,93,85.0,,0.85,79.05
2016-05-01,97,85.0,False,0.85,82.45
2016-05-02,94,85.0,,0.85,79.89999999999999
2016-05-03,100,85.0,,0.85,85.0
2016-05-04,98,85.0,,0.85,83.3
2016-05-05,96,85.0,,0.85,81.6
2016-05-06,97,85.0,,0.85,82.45
2016-05-07,94,85.0,,0.85,79.89999999999999
2016-05-08,89,85.0,,0.85,75.64999999999999
2016-05-09,94,85.0,,0.85,79.89999999999999
2016-05-10,94,85.0,,0.85,79.89999999999999
2016-05-11,96,85.0,,0.85,81.6
2016-05-12,98,85.0,,0.85,83.3
2016-05-13,93,85.0,,0.85,79.05
2016-05-14,94,85.0,,0.85,79.89999999999999
2016-05-15,95,85.0,,0.85,80.75
2016-05-16,98,85.0,,0.85,83.3
2016-05-17,97,85.0,,0.85,82.45
2016-05-18,95,85.0,,0.85,80.75
2016-05-19,97,85.0,,0.85,82.45
2016-05-20,96,85.0,,0.85,81.6
2016-05-21,95,85.0,,0.85,80.75
2016-05-22,94,85.0,,0.85,79.89999999999999
2016-05-23,94,85.0,,0.85,79.89999999999999
2016-05-24,97,85.0,,0.85,82.45
2016-05-25,94,85.0,,0.85,79.89999999999999
2016-05-26,94,85.0,,0.85,79.89999999999999
2016-05-27,90,85.0,,0.85,76.5
2016-05-28,90,85.0,,0.85,76.5
2016-05-29,90,85.0,,0.85,76.5
2016-05-30,86,85.0,,0.85,73.1
2016-05-31,88,85.0,,0.85,74.8
2016-06-01,95,80.0,False,0.8,76.0
2016-06-02,97,80.0,,0.8,77.60000000000001
2016-06-03,97,80.0,,0.8,77.60000000000001
2016-06-04,93,80.0,,0.8,74.4
2016-06-05,93,80.0,,0.8,74.4
2016-06-06,89,80.0,,0.8,71.2
2016-06-07,97,80.0,,0.8,77.60000000000001
2016-06-08,96,80.0,,0.8,76.80000000000001
2016-06-09,97,80.0,,0.8,77.60000000000001
2016-06-10,95,80.0,,0.8,76.0
2016-06-11,94,80.0,,0.8,75.2
2016-06-12,90,80.0,,0.8,72.0
2016-06-13,100,80.0,,0.8,80.0
2016-06-14,94,80.0,,0.8,75.2
2016-06-15,94,80.0,,0.8,75.2
2016-06-16,97,80.0,,0.8,77.60000000000001
2016-06-17,91,80.0,,0.8,72.8
2016-06-18,92,80.0,,0.8,73.60000000000001
2016-06-19,90,80.0,,0.8,72.0
2016-06-20,84,80.0,,0.8,67.2
2016-06-21,92,80.0,,0.8,73.60000000000001
2016-06-22,96,80.0,,0.8,76.80000000000001
2016-06-23,94,80.0,,0.8,75.2
2016-06-24,93,80.0,,0.8,74.4
2016-06-25,88,80.0,,0.8,70.4
2016-06-26,92,80.0,,0.8,73.60000000000001
2016-06-27,88,80.0,,0.8,70.4
2016-06-28,95,80.0,,0.8,76.0
2016-06-29,95,80.0,,0.8,76.0
2016-06-30,95,80.0,,0.8,76.0
2016-07-01,90,76.0,False,0.76,68.4
2016-07-02,97,76.0,,0.76,73.72
2016-07-03,90,76.0,,0.76,68.4
2016-07-04,91,76.0,,0.76,69.16
2016-07-05,90,76.0,,0.76,68.4
2016-07-06,93,76.0,,0.76,70.68
2016-07-07,93,76.0,,0.76,70.68
2016-07-08,93,76.0,,0.76,70.68
2016-07-09,94,76.0,,0.76,71.44
2016-07-10,95,76.0,,0.76,72.2
2016-07-11,92,76.0,,0.76,69.92
2016-07-12,96,76.0,,0.76,72.96000000000001
2016-07-13,99,76.0,,0.76,75.24
2016-07-14,100,76.0,,0.76,76.0
2016-07-15,89,76.0,,0.76,67.64
2016-07-16,96,76.0,,0.76,72.96000000000001
2016-07-17,92,76.0,,0.76,69.92
2016-07-18,93,76.0,,0.76,70.68
2016-07-19,97,76.0,,0.76,73.72
2016-07-20,98,76.0,,0.76,74.48
2016-07-21,98,76.0,,0.76,74.48
2016-07-22,91,76.0,,0.76,69.16
2016-07-23,94,76.0,,0.76,71.44
2016-07-24,91,76.0,,0.76,69.16
2016-07-25,93,76.0,,0.76,70.68
2016-07-26,88,76.0,,0.76,66.88
2016-07-27,94,76.0,,0.76,71.44
2016-07-28,95,76.0,,0.76,72.2
2016-07-29,96,76.0,,0.76,72.96000000000001
2016-07-30,93,76.0,,0.76,70.68
2016-07-31,96,76.0,,0.76,72.96000000000001
2016-08-01,93,77.0,False,0.77,71.61
2016-08-02,92,77.0,,0.77,70.84
2016-08-03,95,77.0,,0.77,73.15
2016-08-04,93,77.0,,0.77,71.61
2016-08-05,91,77.0,,0.77,70.07000000000001
2016-08-06,88,77.0,,0.77,67.76
2016-08-07,90,77.0,,0.77,69.3
2016-08-08,87,77.0,,0.77,66.99
2016-08-09,87,77.0,,0.77,66.99
2016-08-10,87,77.0,,0.77,66.99
2016-08-11,92,77.0,,0.77,70.84
2016-08-12,91,77.0,,0.77,70.07000000000001
2016-08-13,90,77.0,,0.77,69.3
2016-08-14,90,77.0,,0.77,69.3
2016-08-15,84,77.0,,0.77,64.68
2016-08-16,87,77.0,,0.77,66.99
2016-08-17,90,77.0,,0.77,69.3
2016-08-18,90,77.0,,0.77,69.3
2016-08-19,88,77.0,,0.77,67.76
2016-08-20,88,77.0,,0.77,67.76
2016-08-21,87,77.0,,0.77,66.99
2016-08-22,90,77.0,,0.77,69.3
2016-08-23,95,77.0,,0.77,73.15
2016-08-24,94,77.0,,0.77,72.38
2016-08-25,100,77.0,,0.77,77.0
2016-08-26,96,77.0,,0.77,73.92
2016-08-27,96,77.0,,0.77,73.92
2016-08-28,93,77.0,,0.77,71.61
2016-08-29,92,77.0,,0.77,70.84
2016-08-30,94,77.0,,0.77,72.38
2016-08-31,98,77.0,,0.77,75.46000000000001
2016-09-01,68,87.0,False,0.87,59.16
2016-09-02,67,87.0,,0.87,58.29
2016-09-03,64,87.0,,0.87,55.68
2016-09-04,65,87.0,,0.87,56.55
2016-09-05,66,87.0,,0.87,57.42
2016-09-06,67,87.0,,0.87,58.29
2016-09-07,68,87.0,,0.87,59.16
2016-09-08,72,87.0,,0.87,62.64
2016-09-09,71,87.0,,0.87,61.77
2016-09-10,71,87.0,,0.87,61.77
2016-09-11,66,87.0,,0.87,57.42
2016-09-12,70,87.0,,0.87,60.9
2016-09-13,100,87.0,,0.87,87.0
2016-09-14,88,87.0,,0.87,76.56
2016-09-15,82,87.0,,0.87,71.34
2016-09-16,82,87.0,,0.87,71.34
2016-09-17,75,87.0,,0.87,65.25
2016-09-18,72,87.0,,0.87,62.64
2016-09-19,72,87.0,,0.87,62.64
2016-09-20,75,87.0,,0.87,65.25
2016-09-21,73,87.0,,0.87,63.51
2016-09-22,74,87.0,,0.87,64.38
2016-09-23,74,87.0,,0.87,64.38
2016-09-24,72,87.0,,0.87,62.64
2016-09-25,73,87.0,,0.87,63.51
2016-09-26,71,87.0,,0.87,61.77
2016-09-27,76,87.0,,0.87,66.12
2016-09-28,76,87.0,,0.87,66.12
2016-09-29,77,87.0,,0.87,66.99
2016-09-30,82,87.0,,0.87,71.34
2016-10-01,90,88.0,False,0.88,79.2
2016-10-02,90,88.0,,0.88,79.2
2016-10-03,95,88.0,,0.88,83.6
2016-10-04,92,88.0,,0.88,80.96
2016-10-05,94,88.0,,0.88,82.72
2016-10-06,93,88.0,,0.88,81.84
2016-10-07,88,88.0,,0.88,77.44
2016-10-08,91,88.0,,0.88,80.08
2016-10-09,91,88.0,,0.88,80.08
2016-10-10,90,88.0,,0.88,79.2
2016-10-11,93,88.0,,0.88,81.84
2016-10-12,95,88.0,,0.88,83.6
2016-10-13,100,88.0,,0.88,88.0
2016-10-14,100,88.0,,0.88,88.0
2016-10-15,99,88.0,,0.88,87.12
2016-10-16,91,88.0,,0.88,80.08
2016-10-17,92,88.0,,0.88,80.96
2016-10-18,96,88.0,,0.88,84.48
2016-10-19,97,88.0,,0.88,85.36
2016-10-20,95,88.0,,0.88,83.6
2016-10-21,95,88.0,,0.88,83.6
2016-10-22,90,88.0,,0.88,79.2
2016-10-23,92,88.0,,0.88,80.96
2016-10-24,94,88.0,,0.88,82.72
2016-10-25,95,88.0,,0.88,83.6
2016-10-26,98,88.0,,0.88,86.24
2016-10-27,100,88.0,,0.88,88.0
2016-10-28,100,88.0,,0.88,88.0
2016-10-29,87,88.0,,0.88,76.56
2016-10-30,88,88.0,,0.88,77.44
2016-10-31,84,88.0,,0.88,73.92
2016-11-01,88,84.0,False,0.84,73.92
2016-11-02,91,84.0,,0.84,76.44
2016-11-03,88,84.0,,0.84,73.92
2016-11-04,95,84.0,,0.84,79.8
2016-11-05,90,84.0,,0.84,75.6
2016-11-06,92,84.0,,0.84,77.28
2016-11-07,93,84.0,,0.84,78.11999999999999
2016-11-08,100,84.0,,0.84,84.0
2016-11-09,71,84.0,,0.84,59.64
2016-11-10,90,84.0,,0.84,75.6
2016-11-11,89,84.0,,0.84,74.75999999999999
2016-11-12,91,84.0,,0.84,76.44
2016-11-13,89,84.0,,0.84,74.75999999999999
2016-11-14,93,84.0,,0.84,78.11999999999999
2016-11-15,90,84.0,,0.84,75.6
2016-11-16,95,84.0,,0.84,79.8
2016-11-17,97,84.0,,0.84,81.48
2016-11-18,95,84.0,,0.84,79.8
2016-11-19,90,84.0,,0.84,75.6
2016-11-20,91,84.0,,0.84,76.44
2016-11-21,93,84.0,,0.84,78.11999999999999
2016-11-22,91,84.0,,0.84,76.44
2016-11-23,89,84.0,,0.84,74.75999999999999
2016-11-24,77,84.0,,0.84,64.67999999999999
2016-11-25,87,84.0,,0.84,73.08
2016-11-26,89,84.0,,0.84,74.75999999999999
2016-11-27,85,84.0,,0.84,71.39999999999999
2016-11-28,89,84.0,,0.84,74.75999999999999
2016-11-29,97,84.0,,0.84,81.48
2016-11-30,96,84.0,,0.84,80.64
2016-12-01,98,85.0,False,0.85,83.3
2016-12-02,96,85.0,,0.85,81.6
2016-12-03,94,85.0,,0.85,79.89999999999999
2016-12-04,95,85.0,,0.85,80.75
2016-12-05,98,85.0,,0.85,83.3
2016-12-06,96,85.0,,0.85,81.6
2016-12-07,97,85.0,,0.85,82.45
2016-12-08,100,85.0,,0.85,85.0
2016-12-09,94,85.0,,0.85,79.89999999999999
2016-12-10,89,85.0,,0.85,75.64999999999999
2016-12-11,94,85.0,,0.85,79.89999999999999
2016-12-12,93,85.0,,0.85,79.05
2016-12-13,95,85.0,,0.85,80.75
2016-12-14,91,85.0,,0.85,77.35
2016-12-15,96,85.0,,0.85,81.6
2016-12-16,99,85.0,,0.85,84.14999999999999
2016-12-17,88,85.0,,0.85,74.8
2016-12-18,88,85.0,,0.85,74.8
2016-12-19,87,85.0,,0.85,73.95
2016-12-20,91,85.0,,0.85,77.35
2016-12-21,97,85.0,,0.85,82.45
2016-12-22,94,85.0,,0.85,79.89999999999999
2016-12-23,86,85.0,,0.85,73.1
2016-12-24,77,85.0,,0.85,65.45
2016-12-25,79,85.0,,0.85,67.14999999999999
2016-12-26,84,85.0,,0.85,71.39999999999999
2016-12-27,83,85.0,,0.85,70.55
2016-12-28,88,85.0,,0.85,74.8
2016-12-29,91,85.0,,0.85,77.35
2016-12-30,89,85.0,,0.85,75.64999999999999
2016-12-31,90,85.0,,0.85,76.5
2017-01-01,84,84.0,False,0.84,70.56
2017-01-02,92,84.0,,0.84,77.28
2017-01-03,90,84.0,,0.84,75.6
2017-01-04,99,84.0,,0.84,83.16
2017-01-05,95,84.0,,0.84,79.8
2017-01-06,95,84.0,,0.84,79.8
2017-01-07,94,84.0,,0.84,78.96
2017-01-08,96,84.0,,0.84,80.64
2017-01-09,94,84.0,,0.84,78.96
2017-01-10,95,84.0,,0.84,79.8
2017-01-11,94,84.0,,0.84,78.96
2017-01-12,100,84.0,,0.84,84.0
2017-01-13,99,84.0,,0.84,83.16
2017-01-14,97,84.0,,0.84,81.48
2017-01-15,97,84.0,,0.84,81.48
2017-01-16,96,84.0,,0.84,80.64
2017-01-17,98,84.0,,0.84,82.32
2017-01-18,99,84.0,,0.84,83.16
2017-01-19,97,84.0,,0.84,81.48
2017-01-20,99,84.0,,0.84,83.16
2017-01-21,97,84.0,,0.84,81.48
2017-01-22,97,84.0,,0.84,81.48
2017-01-23,95,84.0,,0.84,79.8
2017-01-24,97,84.0,,0.84,81.48
2017-01-25,99,84.0,,0.84,83.16
2017-01-26,100,84.0,,0.84,84.0
2017-01-27,98,84.0,,0.84,82.32
2017-01-28,96,84.0,,0.84,80.64
2017-01-29,93,84.0,,0.84,78.11999999999999
2017-01-30,93,84.0,,0.84,78.11999999999999
2017-01-31,93,84.0,,0.84,78.11999999999999
2017-02-01,93,87.0,False,0.87,80.91
2017-02-02,96,87.0,,0.87,83.52
2017-02-03,98,87.0,,0.87,85.26
2017-02-04,93,87.0,,0.87,80.91
2017-02-05,95,87.0,,0.87,82.65
2017-02-06,89,87.0,,0.87,77.42999999999999
2017-02-07,93,87.0,,0.87,80.91
2017-02-08,95,87.0,,0.87,82.65
2017-02-09,92,87.0,,0.87,80.04
2017-02-10,95,87.0,,0.87,82.65
2017-02-11,90,87.0,,0.87,78.3
2017-02-12,93,87.0,,0.87,80.91
2017-02-13,92,87.0,,0.87,80.04
2017-02-14,92,87.0,,0.87,80.04
2017-02-15,92,87.0,,0.87,80.04
2017-02-16,98,87.0,,0.87,85.26
2017-02-17,91,87.0,,0.87,79.17
2017-02-18,90,87.0,,0.87,78.3
2017-02-19,95,87.0,,0.87,82.65
2017-02-20,93,87.0,,0.87,80.91
2017-02-21,98,87.0,,0.87,85.26
2017-02-22,97,87.0,,0.87,84.39
2017-02-23,100,87.0,,0.87,87.0
2017-02-24,96,87.0,,0.87,83.52
2017-02-25,94,87.0,,0.87,81.78
2017-02-26,96,87.0,,0.87,83.52
2017-02-27,93,87.0,,0.87,80.91
2017-02-28,98,87.0,,0.87,85.26
2017-03-01,100,88.0,False,0.88,88.0
2017-03-02,98,88.0,,0.88,86.24
2017-03-03,95,88.0,,0.88,83.6
2017-03-04,94,88.0,,0.88,82.72
2017-03-05,97,88.0,,0.88,85.36
2017-03-06,96,88.0,,0.88,84.48
2017-03-07,95,88.0,,0.88,83.6
2017-03-08,96,88.0,,0.88,84.48
2017-03-09,98,88.0,,0.88,86.24
2017-03-10,94,88.0,,0.88,82.72
2017-03-11,89,88.0,,0.88,78.32000000000001
2017-03-12,90,88.0,,0.88,79.2
2017-03-13,93,88.0,,0.88,81.84
2017-03-14,92,88.0,,0.88,80.96
2017-03-15,95,88.0,,0.88,83.6
2017-03-16,95,88.0,,0.88,83.6
2017-03-17,99,88.0,,0.88,87.12
2017-03-18,93,88.0,,0.88,81.84
2017-03-19,92,88.0,,0.88,80.96
2017-03-20,93,88.0,,0.88,81.84
2017-03-21,96,88.0,,0.88,84.48
2017-03-22,96,88.0,,0.88,84.48
2017-03-23,99,88.0,,0.88,87.12
2017-03-24,91,88.0,,0.88,80.08
2017-03-25,92,88.0,,0.88,80.96
2017-03-26,95,88.0,,0.88,83.6
2017-03-27,94,88.0,,0.88,82.72
2017-03-28,94,88.0,,0.88,82.72
2017-03-29,96,88.0,,0.88,84.48
2017-03-30,98,88.0,,0.88,86.24
2017-03-31,97,88.0,,0.88,85.36
2017-04-01,95,89.0,False,0.89,84.55
2017-04-02,95,89.0,,0.89,84.55
2017-04-03,91,89.0,,0.89,80.99
2017-04-04,92,89.0,,0.89,81.88
2017-04-05,93,89.0,,0.89,82.77
2017-04-06,94,89.0,,0.89,83.66
2017-04-07,92,89.0,,0.89,81.88
2017-04-08,100,89.0,,0.89,89.0
2017-04-09,99,89.0,,0.89,88.11
2017-04-10,96,89.0,,0.89,85.44
2017-04-11,95,89.0,,0.89,84.55
2017-04-12,98,89.0,,0.89,87.22
2017-04-13,95,89.0,,0.89,84.55
2017-04-14,94,89.0,,0.89,83.66
2017-04-15,95,89.0,,0.89,84.55
2017-04-16,91,89.0,,0.89,80.99
2017-04-17,91,89.0,,0.89,80.99
2017-04-18,90,89.0,,0.89,80.1
2017-04-19,91,89.0,,0.89,80.99
2017-04-20,95,89.0,,0.89,84.55
2017-04-21,94,89.0,,0.89,83.66
2017-04-22,92,89.0,,0.89,81.88
2017-04-23,92,89.0,,0.89,81.88
2017-04-24,94,89.0,,0.89,83.66
2017-04-25,97,89.0,,0.89,86.33
2017-04-26,94,89.0,,0.89,83.66
2017-04-27,97,89.0,,0.89,86.33
2017-04-28,90,89.0,,0.89,80.1
2017-04-29,88,89.0,,0.89,78.32000000000001
2017-04-30,88,89.0,,0.89,78.32000000000001
2017-05-01,96,87.0,False,0.87,83.52
2017-05-02,94,87.0,,0.87,81.78
2017-05-03,96,87.0,,0.87,83.52
2017-05-04,98,87.0,,0.87,85.26
2017-05-05,97,87.0,,0.87,84.39
2017-05-06,90,87.0,,0.87,78.3
2017-05-07,93,87.0,,0.87,80.91
2017-05-08,100,87.0,,0.87,87.0
2017-05-09,98,87.0,,0.87,85.26
2017-05-10,95,87.0,,0.87,82.65
2017-05-11,97,87.0,,0.87,84.39
2017-05-12,94,87.0,,0.87,81.78
2017-05-13,94,87.0,,0.87,81.78
2017-05-14,88,87.0,,0.87,76.56
2017-05-15,92,87.0,,0.87,80.04
2017-05-16,90,87.0,,0.87,78.3
2017-05-17,91,87.0,,0.87,79.17
2017-05-18,89,87.0,,0.87,77.42999999999999
2017-05-19,89,87.0,,0.87,77.42999999999999
2017-05-20,87,87.0,,0.87,75.69
2017-05-21,93,87.0,,0.87,80.91
2017-05-22,92,87.0,,0.87,80.04
2017-05-23,90,87.0,,0.87,78.3
2017-05-24,91,87.0,,0.87,79.17
2017-05-25,89,87.0,,0.87,77.42999999999999
2017-05-26,89,87.0,,0.87,77.42999999999999
2017-05-27,88,87.0,,0.87,76.56
2017-05-28,87,87.0,,0.87,75.69
2017-05-29,87,87.0,,0.87,75.69
2017-05-30,90,87.0,,0.87,78.3
2017-05-31,88,87.0,,0.87,76.56
2017-06-01,94,79.0,False,0.79,74.26
2017-06-02,93,79.0,,0.79,73.47
2017-06-03,96,79.0,,0.79,75.84
2017-06-04,95,79.0,,0.79,75.05
2017-06-05,93,79.0,,0.79,73.47
2017-06-06,95,79.0,,0.79,75.05
2017-06-07,100,79.0,,0.79,79.0
2017-06-08,96,79.0,,0.79,75.84
2017-06-09,96,79.0,,0.79,75.84
2017-06-10,94,79.0,,0.79,74.26
2017-06-11,91,79.0,,0.79,71.89
2017-06-12,92,79.0,,0.79,72.68
2017-06-13,94,79.0,,0.79,74.26
2017-06-14,94,79.0,,0.79,74.26
2017-06-15,98,79.0,,0.79,77.42
2017-06-16,95,79.0,,0.79,75.05
2017-06-17,90,79.0,,0.79,71.10000000000001
2017-06-18,89,79.0,,0.79,70.31
2017-06-19,93,79.0,,0.79,73.47
2017-06-20,95,79.0,,0.79,75.05
2017-06-21,95,79.0,,0.79,75.05
2017-06-22,95,79.0,,0.79,75.05
2017-06-23,96,79.0,,0.79,75.84
2017-06-24,96,79.0,,0.79,75.84
2017-06-25,94,79.0,,0.79,74.26
2017-06-26,99,79.0,,0.79,78.21000000000001
2017-06-27,93,79.0,,0.79,73.47
2017-06-28,99,79.0,,0.79,78.21000000000001
2017-06-29,96,79.0,,0.79,75.84
2017-06-30,92,79.0,,0.79,72.68
2017-07-01,96,79.0,False,0.79,75.84
2017-07-02,92,79.0,,0.79,72.68
2017-07-03,96,79.0,,0.79,75.84
2017-07-04,89,79.0,,0.79,70.31
2017-07-05,91,79.0,,0.79,71.89
2017-07-06,94,79.0,,0.79,74.26
2017-07-07,94,79.0,,0.79,74.26
2017-07-08,95,79.0,,0.79,75.05
2017-07-09,100,79.0,,0.79,79.0
2017-07-10,96,79.0,,0.79,75.84
2017-07-11,96,79.0,,0.79,75.84
2017-07-12,98,79.0,,0.79,77.42
2017-07-13,96,79.0,,0.79,75.84
2017-07-14,94,79.0,,0.79,74.26
2017-07-15,94,79.0,,0.79,74.26
2017-07-16,96,79.0,,0.79,75.84
2017-07-17,92,79.0,,0.79,72.68
2017-07-18,100,79.0,,0.79,79.0
2017-07-19,98,79.0,,0.79,77.42
2017-07-20,98,79.0,,0.79,77.42
2017-07-21,96,79.0,,0.79,75.84
2017-07-22,94,79.0,,0.79,74.26
2017-07-23,94,79.0,,0.79,74.26
2017-07-24,94,79.0,,0.79,74.26
2017-07-25,100,79.0,,0.79,79.0
2017-07-26,98,79.0,,0.79,77.42
2017-07-27,98,79.0,,0.79,77.42
2017-07-28,96,79.0,,0.79,75.84
2017-07-29,97,79.0,,0.79,76.63000000000001
2017-07-30,95,79.0,,0.79,75.05
2017-07-31,95,79.0,,0.79,75.05
2017-08-01,95,81.0,False,0.81,76.95
2017-08-02,93,81.0,,0.81,75.33
2017-08-03,100,81.0,,0.81,81.0
2017-08-04,92,81.0,,0.81,74.52000000000001
2017-08-05,95,81.0,,0.81,76.95
2017-08-06,93,81.0,,0.81,75.33
2017-08-07,90,81.0,,0.81,72.9
2017-08-08,99,81.0,,0.81,80.19000000000001
2017-08-09,96,81.0,,0.81,77.76
2017-08-10,96,81.0,,0.81,77.76
2017-08-11,94,81.0,,0.81,76.14
2017-08-12,95,81.0,,0.81,76.95
2017-08-13,93,81.0,,0.81,75.33
2017-08-14,91,81.0,,0.81,73.71000000000001
2017-08-15,92,81.0,,0.81,74.52000000000001
2017-08-16,92,81.0,,0.81,74.52000000000001
2017-08-17,94,81.0,,0.81,76.14
2017-08-18,91,81.0,,0.81,73.71000000000001
2017-08-19,93,81.0,,0.81,75.33
2017-08-20,91,81.0,,0.81,73.71000000000001
2017-08-21,80,81.0,,0.81,64.80000000000001
2017-08-22,91,81.0,,0.81,73.71000000000001
2017-08-23,97,81.0,,0.81,78.57000000000001
2017-08-24,96,81.0,,0.81,77.76
