date,financial markets_unscaled,financial markets_monthly,isPartial,scale,financial markets
2019-03-01,0,53.0,False,0.53,0.0
2019-03-02,19,53.0,,0.53,10.07
2019-03-03,56,53.0,,0.53,29.68
2019-03-04,94,53.0,,0.53,49.82
2019-03-05,95,53.0,,0.53,50.35
2019-03-06,31,53.0,,0.53,16.43
2019-03-07,48,53.0,,0.53,25.44
2019-03-08,100,53.0,,0.53,53.0
2019-03-09,20,53.0,,0.53,10.600000000000001
2019-03-10,76,53.0,,0.53,40.28
2019-03-11,32,53.0,,0.53,16.96
2019-03-12,49,53.0,,0.53,25.970000000000002
2019-03-13,97,53.0,,0.53,51.410000000000004
2019-03-14,64,53.0,,0.53,33.92
2019-03-15,81,53.0,,0.53,42.93
2019-03-16,39,53.0,,0.53,20.67
2019-03-17,20,53.0,,0.53,10.600000000000001
2019-03-18,34,53.0,,0.53,18.02
2019-03-19,64,53.0,,0.53,33.92
2019-03-20,99,53.0,,0.53,52.470000000000006
2019-03-21,33,53.0,,0.53,17.490000000000002
2019-03-22,33,53.0,,0.53,17.490000000000002
2019-03-23,77,53.0,,0.53,40.81
2019-03-24,55,53.0,,0.53,29.150000000000002
2019-03-25,65,53.0,,0.53,34.45
2019-03-26,66,53.0,,0.53,34.980000000000004
2019-03-27,50,53.0,,0.53,26.5
2019-03-28,33,53.0,,0.53,17.490000000000002
2019-03-29,84,53.0,,0.53,44.52
2019-03-30,0,53.0,,0.53,0.0
2019-03-31,19,53.0,,0.53,10.07
2019-04-01,80,57.0,False,0.57,45.599999999999994
2019-04-02,59,57.0,,0.57,33.629999999999995
2019-04-03,36,57.0,,0.57,20.52
2019-04-04,47,57.0,,0.57,26.79
2019-04-05,24,57.0,,0.57,13.68
2019-04-06,15,57.0,,0.57,8.549999999999999
2019-04-07,29,57.0,,0.57,16.529999999999998
2019-04-08,23,57.0,,0.57,13.11
2019-04-09,71,57.0,,0.57,40.47
2019-04-10,59,57.0,,0.57,33.629999999999995
2019-04-11,24,57.0,,0.57,13.68
2019-04-12,49,57.0,,0.57,27.929999999999996
2019-04-13,15,57.0,,0.57,8.549999999999999
2019-04-14,0,57.0,,0.57,0.0
2019-04-15,47,57.0,,0.57,26.79
2019-04-16,72,57.0,,0.57,41.04
2019-04-17,25,57.0,,0.57,14.249999999999998
2019-04-18,24,57.0,,0.57,13.68
2019-04-19,52,57.0,,0.57,29.639999999999997
2019-04-20,15,57.0,,0.57,8.549999999999999
2019-04-21,16,57.0,,0.57,9.12
2019-04-22,100,57.0,,0.57,56.99999999999999
2019-04-23,24,57.0,,0.57,13.68
2019-04-24,36,57.0,,0.57,20.52
2019-04-25,47,57.0,,0.57,26.79
2019-04-26,36,57.0,,0.57,20.52
2019-04-27,29,57.0,,0.57,16.529999999999998
2019-04-28,0,57.0,,0.57,0.0
2019-04-29,70,57.0,,0.57,39.9
2019-04-30,57,57.0,,0.57,32.489999999999995
2019-05-01,100,50.0,False,0.5,50.0
2019-05-02,86,50.0,,0.5,43.0
2019-05-03,34,50.0,,0.5,17.0
2019-05-04,40,50.0,,0.5,20.0
2019-05-05,16,50.0,,0.5,8.0
2019-05-06,67,50.0,,0.5,33.5
2019-05-07,73,50.0,,0.5,36.5
2019-05-08,40,50.0,,0.5,20.0
2019-05-09,47,50.0,,0.5,23.5
2019-05-10,35,50.0,,0.5,17.5
2019-05-11,17,50.0,,0.5,8.5
2019-05-12,83,50.0,,0.5,41.5
2019-05-13,97,50.0,,0.5,48.5
2019-05-14,55,50.0,,0.5,27.5
2019-05-15,27,50.0,,0.5,13.5
2019-05-16,61,50.0,,0.5,30.5
2019-05-17,28,50.0,,0.5,14.0
2019-05-18,17,50.0,,0.5,8.5
2019-05-19,34,50.0,,0.5,17.0
2019-05-20,40,50.0,,0.5,20.0
2019-05-21,34,50.0,,0.5,17.0
2019-05-22,55,50.0,,0.5,27.5
2019-05-23,99,50.0,,0.5,49.5
2019-05-24,22,50.0,,0.5,11.0
2019-05-25,43,50.0,,0.5,21.5
2019-05-26,18,50.0,,0.5,9.0
2019-05-27,48,50.0,,0.5,24.0
2019-05-28,28,50.0,,0.5,14.0
2019-05-29,47,50.0,,0.5,23.5
2019-05-30,34,50.0,,0.5,17.0
2019-05-31,43,50.0,,0.5,21.5
2019-06-01,38,37.0,False,0.37,14.06
2019-06-02,0,37.0,,0.37,0.0
2019-06-03,0,37.0,,0.37,0.0
2019-06-04,97,37.0,,0.37,35.89
2019-06-05,16,37.0,,0.37,5.92
2019-06-06,48,37.0,,0.37,17.759999999999998
2019-06-07,50,37.0,,0.37,18.5
2019-06-08,0,37.0,,0.37,0.0
2019-06-09,38,37.0,,0.37,14.06
2019-06-10,16,37.0,,0.37,5.92
2019-06-11,0,37.0,,0.37,0.0
2019-06-12,100,37.0,,0.37,37.0
2019-06-13,33,37.0,,0.37,12.209999999999999
2019-06-14,49,37.0,,0.37,18.13
2019-06-15,19,37.0,,0.37,7.03
2019-06-16,19,37.0,,0.37,7.03
2019-06-17,80,37.0,,0.37,29.6
2019-06-18,65,37.0,,0.37,24.05
2019-06-19,32,37.0,,0.37,11.84
2019-06-20,66,37.0,,0.37,24.419999999999998
2019-06-21,51,37.0,,0.37,18.87
2019-06-22,20,37.0,,0.37,7.4
2019-06-23,20,37.0,,0.37,7.4
2019-06-24,50,37.0,,0.37,18.5
2019-06-25,33,37.0,,0.37,12.209999999999999
2019-06-26,16,37.0,,0.37,5.92
2019-06-27,98,37.0,,0.37,36.26
2019-06-28,35,37.0,,0.37,12.95
2019-06-29,0,37.0,,0.37,0.0
2019-06-30,58,37.0,,0.37,21.46
2019-07-01,49,47.0,False,0.47,23.029999999999998
2019-07-02,14,47.0,,0.47,6.58
2019-07-03,71,47.0,,0.47,33.37
2019-07-04,72,47.0,,0.47,33.839999999999996
2019-07-05,24,47.0,,0.47,11.28
2019-07-06,47,47.0,,0.47,22.09
2019-07-07,23,47.0,,0.47,10.809999999999999
2019-07-08,62,47.0,,0.47,29.139999999999997
2019-07-09,14,47.0,,0.47,6.58
2019-07-10,49,47.0,,0.47,23.029999999999998
2019-07-11,55,47.0,,0.47,25.849999999999998
2019-07-12,29,47.0,,0.47,13.629999999999999
2019-07-13,16,47.0,,0.47,7.52
2019-07-14,25,47.0,,0.47,11.75
2019-07-15,62,47.0,,0.47,29.139999999999997
2019-07-16,41,47.0,,0.47,19.27
2019-07-17,55,47.0,,0.47,25.849999999999998
2019-07-18,49,47.0,,0.47,23.029999999999998
2019-07-19,44,47.0,,0.47,20.68
2019-07-20,16,47.0,,0.47,7.52
2019-07-21,41,47.0,,0.47,19.27
2019-07-22,56,47.0,,0.47,26.32
2019-07-23,56,47.0,,0.47,26.32
2019-07-24,22,47.0,,0.47,10.34
2019-07-25,43,47.0,,0.47,20.209999999999997
2019-07-26,52,47.0,,0.47,24.439999999999998
2019-07-27,50,47.0,,0.47,23.5
2019-07-28,25,47.0,,0.47,11.75
2019-07-29,100,47.0,,0.47,47.0
2019-07-30,50,47.0,,0.47,23.5
2019-07-31,14,47.0,,0.47,6.58
2019-08-01,59,56.0,False,0.56,33.040000000000006
2019-08-02,46,56.0,,0.56,25.76
2019-08-03,35,56.0,,0.56,19.6
2019-08-04,17,56.0,,0.56,9.520000000000001
2019-08-05,45,56.0,,0.56,25.200000000000003
2019-08-06,75,56.0,,0.56,42.00000000000001
2019-08-07,60,56.0,,0.56,33.6
2019-08-08,30,56.0,,0.56,16.8
2019-08-09,44,56.0,,0.56,24.64
2019-08-10,34,56.0,,0.56,19.040000000000003
2019-08-11,17,56.0,,0.56,9.520000000000001
2019-08-12,74,56.0,,0.56,41.440000000000005
2019-08-13,44,56.0,,0.56,24.64
2019-08-14,100,56.0,,0.56,56.00000000000001
2019-08-15,29,56.0,,0.56,16.240000000000002
2019-08-16,58,56.0,,0.56,32.480000000000004
2019-08-17,17,56.0,,0.56,9.520000000000001
2019-08-18,51,56.0,,0.56,28.560000000000002
2019-08-19,57,56.0,,0.56,31.92
2019-08-20,28,56.0,,0.56,15.680000000000001
2019-08-21,43,56.0,,0.56,24.080000000000002
2019-08-22,43,56.0,,0.56,24.080000000000002
2019-08-23,59,56.0,,0.56,33.040000000000006
2019-08-24,51,56.0,,0.56,28.560000000000002
2019-08-25,33,56.0,,0.56,18.48
2019-08-26,56,56.0,,0.56,31.360000000000003
2019-08-27,85,56.0,,0.56,47.6
2019-08-28,28,56.0,,0.56,15.680000000000001
2019-08-29,85,56.0,,0.56,47.6
2019-08-30,14,56.0,,0.56,7.840000000000001
2019-08-31,65,56.0,,0.56,36.400000000000006
2019-09-01,45,62.0,False,0.62,27.9
2019-09-02,42,62.0,,0.62,26.04
2019-09-03,56,62.0,,0.62,34.72
2019-09-04,56,62.0,,0.62,34.72
2019-09-05,94,62.0,,0.62,58.28
2019-09-06,63,62.0,,0.62,39.06
2019-09-07,30,62.0,,0.62,18.6
2019-09-08,36,62.0,,0.62,22.32
2019-09-09,56,62.0,,0.62,34.72
2019-09-10,62,62.0,,0.62,38.44
2019-09-11,75,62.0,,0.62,46.5
2019-09-12,37,62.0,,0.62,22.94
2019-09-13,57,62.0,,0.62,35.339999999999996
2019-09-14,38,62.0,,0.62,23.56
2019-09-15,36,62.0,,0.62,22.32
2019-09-16,68,62.0,,0.62,42.16
2019-09-17,86,62.0,,0.62,53.32
2019-09-18,100,62.0,,0.62,62.0
2019-09-19,76,62.0,,0.62,47.12
2019-09-20,50,62.0,,0.62,31.0
2019-09-21,52,62.0,,0.62,32.24
2019-09-22,0,62.0,,0.62,0.0
2019-09-23,67,62.0,,0.62,41.54
2019-09-24,76,62.0,,0.62,47.12
2019-09-25,94,62.0,,0.62,58.28
2019-09-26,26,62.0,,0.62,16.12
2019-09-27,45,62.0,,0.62,27.9
2019-09-28,54,62.0,,0.62,33.48
2019-09-29,15,62.0,,0.62,9.3
2019-09-30,70,62.0,,0.62,43.4
2019-10-01,76,49.0,False,0.49,37.24
2019-10-02,45,49.0,,0.49,22.05
2019-10-03,90,49.0,,0.49,44.1
2019-10-04,47,49.0,,0.49,23.03
2019-10-05,71,49.0,,0.49,34.79
2019-10-06,54,49.0,,0.49,26.46
2019-10-07,75,49.0,,0.49,36.75
2019-10-08,38,49.0,,0.49,18.62
2019-10-09,100,49.0,,0.49,49.0
2019-10-10,45,49.0,,0.49,22.05
2019-10-11,54,49.0,,0.49,26.46
2019-10-12,37,49.0,,0.49,18.13
2019-10-13,36,49.0,,0.49,17.64
2019-10-14,61,49.0,,0.49,29.89
2019-10-15,53,49.0,,0.49,25.97
2019-10-16,76,49.0,,0.49,37.24
2019-10-17,53,49.0,,0.49,25.97
2019-10-18,31,49.0,,0.49,15.19
2019-10-19,45,49.0,,0.49,22.05
2019-10-20,87,49.0,,0.49,42.63
2019-10-21,51,49.0,,0.49,24.99
2019-10-22,58,49.0,,0.49,28.419999999999998
2019-10-23,60,49.0,,0.49,29.4
2019-10-24,52,49.0,,0.49,25.48
2019-10-25,54,49.0,,0.49,26.46
2019-10-26,53,49.0,,0.49,25.97
2019-10-27,35,49.0,,0.49,17.15
2019-10-28,95,49.0,,0.49,46.55
2019-10-29,45,49.0,,0.49,22.05
2019-10-30,44,49.0,,0.49,21.56
2019-10-31,60,49.0,,0.49,29.4
2019-11-01,41,50.0,False,0.5,20.5
2019-11-02,28,50.0,,0.5,14.0
2019-11-03,73,50.0,,0.5,36.5
2019-11-04,47,50.0,,0.5,23.5
2019-11-05,54,50.0,,0.5,27.0
2019-11-06,100,50.0,,0.5,50.0
2019-11-07,86,50.0,,0.5,43.0
2019-11-08,47,50.0,,0.5,23.5
2019-11-09,46,50.0,,0.5,23.0
2019-11-10,35,50.0,,0.5,17.5
2019-11-11,87,50.0,,0.5,43.5
2019-11-12,53,50.0,,0.5,26.5
2019-11-13,77,50.0,,0.5,38.5
2019-11-14,54,50.0,,0.5,27.0
2019-11-15,77,50.0,,0.5,38.5
2019-11-16,27,50.0,,0.5,13.5
2019-11-17,35,50.0,,0.5,17.5
2019-11-18,61,50.0,,0.5,30.5
2019-11-19,78,50.0,,0.5,39.0
2019-11-20,47,50.0,,0.5,23.5
2019-11-21,63,50.0,,0.5,31.5
2019-11-22,71,50.0,,0.5,35.5
2019-11-23,36,50.0,,0.5,18.0
2019-11-24,54,50.0,,0.5,27.0
2019-11-25,71,50.0,,0.5,35.5
2019-11-26,64,50.0,,0.5,32.0
2019-11-27,51,50.0,,0.5,25.5
2019-11-28,36,50.0,,0.5,18.0
2019-11-29,17,50.0,,0.5,8.5
2019-11-30,26,50.0,,0.5,13.0
2019-12-01,48,40.0,False,0.4,19.200000000000003
2019-12-02,81,40.0,,0.4,32.4
2019-12-03,42,40.0,,0.4,16.8
2019-12-04,100,40.0,,0.4,40.0
2019-12-05,14,40.0,,0.4,5.6000000000000005
2019-12-06,43,40.0,,0.4,17.2
2019-12-07,51,40.0,,0.4,20.400000000000002
2019-12-08,33,40.0,,0.4,13.200000000000001
2019-12-09,57,40.0,,0.4,22.8
2019-12-10,88,40.0,,0.4,35.2
2019-12-11,57,40.0,,0.4,22.8
2019-12-12,85,40.0,,0.4,34.0
2019-12-13,86,40.0,,0.4,34.4
2019-12-14,17,40.0,,0.4,6.800000000000001
2019-12-15,17,40.0,,0.4,6.800000000000001
2019-12-16,71,40.0,,0.4,28.400000000000002
2019-12-17,29,40.0,,0.4,11.600000000000001
2019-12-18,29,40.0,,0.4,11.600000000000001
2019-12-19,75,40.0,,0.4,30.0
2019-12-20,46,40.0,,0.4,18.400000000000002
2019-12-21,53,40.0,,0.4,21.200000000000003
2019-12-22,17,40.0,,0.4,6.800000000000001
2019-12-23,48,40.0,,0.4,19.200000000000003
2019-12-24,34,40.0,,0.4,13.600000000000001
2019-12-25,0,40.0,,0.4,0.0
2019-12-26,33,40.0,,0.4,13.200000000000001
2019-12-27,16,40.0,,0.4,6.4
2019-12-28,17,40.0,,0.4,6.800000000000001
2019-12-29,16,40.0,,0.4,6.4
2019-12-30,0,40.0,,0.4,0.0
2019-12-31,16,40.0,,0.4,6.4
2020-01-01,38,51.0,False,0.51,19.38
2020-01-02,33,51.0,,0.51,16.830000000000002
2020-01-03,75,51.0,,0.51,38.25
2020-01-04,24,51.0,,0.51,12.24
2020-01-05,46,51.0,,0.51,23.46
2020-01-06,41,51.0,,0.51,20.91
2020-01-07,32,51.0,,0.51,16.32
2020-01-08,31,51.0,,0.51,15.81
2020-01-09,21,51.0,,0.51,10.71
2020-01-10,51,51.0,,0.51,26.01
2020-01-11,35,51.0,,0.51,17.85
2020-01-12,23,51.0,,0.51,11.73
2020-01-13,86,51.0,,0.51,43.86
2020-01-14,45,51.0,,0.51,22.95
2020-01-15,10,51.0,,0.51,5.1
2020-01-16,50,51.0,,0.51,25.5
2020-01-17,21,51.0,,0.51,10.71
2020-01-18,46,51.0,,0.51,23.46
2020-01-19,23,51.0,,0.51,11.73
2020-01-20,21,51.0,,0.51,10.71
2020-01-21,20,51.0,,0.51,10.2
2020-01-22,20,51.0,,0.51,10.2
2020-01-23,41,51.0,,0.51,20.91
2020-01-24,61,51.0,,0.51,31.11
2020-01-25,12,51.0,,0.51,6.12
2020-01-26,55,51.0,,0.51,28.05
2020-01-27,57,51.0,,0.51,29.07
2020-01-28,100,51.0,,0.51,51.0
2020-01-29,20,51.0,,0.51,10.2
2020-01-30,52,51.0,,0.51,26.52
2020-01-31,62,51.0,,0.51,31.62
2020-02-01,41,72.0,False,0.72,29.52
2020-02-02,47,72.0,,0.72,33.839999999999996
2020-02-03,64,72.0,,0.72,46.08
2020-02-04,50,72.0,,0.72,36.0
2020-02-05,65,72.0,,0.72,46.8
2020-02-06,55,72.0,,0.72,39.6
2020-02-07,31,72.0,,0.72,22.32
2020-02-08,23,72.0,,0.72,16.56
2020-02-09,30,72.0,,0.72,21.599999999999998
2020-02-10,68,72.0,,0.72,48.96
2020-02-11,63,72.0,,0.72,45.36
2020-02-12,74,72.0,,0.72,53.28
2020-02-13,45,72.0,,0.72,32.4
2020-02-14,32,72.0,,0.72,23.04
2020-02-15,29,72.0,,0.72,20.88
2020-02-16,36,72.0,,0.72,25.919999999999998
2020-02-17,53,72.0,,0.72,38.16
2020-02-18,63,72.0,,0.72,45.36
2020-02-19,48,72.0,,0.72,34.56
2020-02-20,63,72.0,,0.72,45.36
2020-02-21,35,72.0,,0.72,25.2
2020-02-22,23,72.0,,0.72,16.56
2020-02-23,40,72.0,,0.72,28.799999999999997
2020-02-24,88,72.0,,0.72,63.36
2020-02-25,82,72.0,,0.72,59.04
2020-02-26,94,72.0,,0.72,67.67999999999999
2020-02-27,100,72.0,,0.72,72.0
2020-02-28,74,72.0,,0.72,53.28
2020-02-29,56,72.0,,0.72,40.32
2020-03-01,28,100.0,False,1.0,28.0
2020-03-02,35,100.0,,1.0,35.0
2020-03-03,41,100.0,,1.0,41.0
2020-03-04,47,100.0,,1.0,47.0
2020-03-05,35,100.0,,1.0,35.0
2020-03-06,42,100.0,,1.0,42.0
2020-03-07,28,100.0,,1.0,28.0
2020-03-08,7,100.0,,1.0,7.0
2020-03-09,82,100.0,,1.0,82.0
2020-03-10,53,100.0,,1.0,53.0
2020-03-11,65,100.0,,1.0,65.0
2020-03-12,73,100.0,,1.0,73.0
2020-03-13,100,100.0,,1.0,100.0
2020-03-14,28,100.0,,1.0,28.0
2020-03-15,47,100.0,,1.0,47.0
2020-03-16,69,100.0,,1.0,69.0
2020-03-17,70,100.0,,1.0,70.0
2020-03-18,53,100.0,,1.0,53.0
2020-03-19,41,100.0,,1.0,41.0
2020-03-20,17,100.0,,1.0,17.0
2020-03-21,33,100.0,,1.0,33.0
2020-03-22,40,100.0,,1.0,40.0
2020-03-23,65,100.0,,1.0,65.0
2020-03-24,69,100.0,,1.0,69.0
2020-03-25,58,100.0,,1.0,58.0
2020-03-26,35,100.0,,1.0,35.0
2020-03-27,50,100.0,,1.0,50.0
2020-03-28,26,100.0,,1.0,26.0
2020-03-29,38,100.0,,1.0,38.0
2020-03-30,56,100.0,,1.0,56.0
2020-03-31,11,100.0,,1.0,11.0
2020-04-01,56,66.0,False,0.66,36.96
2020-04-02,56,66.0,,0.66,36.96
2020-04-03,77,66.0,,0.66,50.82
2020-04-04,41,66.0,,0.66,27.060000000000002
2020-04-05,48,66.0,,0.66,31.68
2020-04-06,66,66.0,,0.66,43.56
2020-04-07,47,66.0,,0.66,31.020000000000003
2020-04-08,57,66.0,,0.66,37.620000000000005
2020-04-09,67,66.0,,0.66,44.22
2020-04-10,80,66.0,,0.66,52.800000000000004
2020-04-11,48,66.0,,0.66,31.68
2020-04-12,42,66.0,,0.66,27.720000000000002
2020-04-13,83,66.0,,0.66,54.78
2020-04-14,81,66.0,,0.66,53.46
2020-04-15,73,66.0,,0.66,48.18
2020-04-16,39,66.0,,0.66,25.740000000000002
2020-04-17,69,66.0,,0.66,45.54
2020-04-18,35,66.0,,0.66,23.1
2020-04-19,35,66.0,,0.66,23.1
2020-04-20,100,66.0,,0.66,66.0
2020-04-21,70,66.0,,0.66,46.2
2020-04-22,45,66.0,,0.66,29.700000000000003
2020-04-23,59,66.0,,0.66,38.940000000000005
2020-04-24,20,66.0,,0.66,13.200000000000001
2020-04-25,29,66.0,,0.66,19.14
2020-04-26,41,66.0,,0.66,27.060000000000002
2020-04-27,61,66.0,,0.66,40.260000000000005
2020-04-28,71,66.0,,0.66,46.86
2020-04-29,60,66.0,,0.66,39.6
2020-04-30,78,66.0,,0.66,51.480000000000004
2020-05-01,86,53.0,False,0.53,45.580000000000005
2020-05-02,37,53.0,,0.53,19.61
2020-05-03,89,53.0,,0.53,47.17
2020-05-04,53,53.0,,0.53,28.09
2020-05-05,100,53.0,,0.53,53.0
2020-05-06,79,53.0,,0.53,41.870000000000005
2020-05-07,59,53.0,,0.53,31.270000000000003
2020-05-08,37,53.0,,0.53,19.61
2020-05-09,12,53.0,,0.53,6.36
2020-05-10,44,53.0,,0.53,23.32
2020-05-11,87,53.0,,0.53,46.11
2020-05-12,44,53.0,,0.53,23.32
2020-05-13,60,53.0,,0.53,31.8
2020-05-14,65,53.0,,0.53,34.45
2020-05-15,71,53.0,,0.53,37.63
2020-05-16,44,53.0,,0.53,23.32
2020-05-17,32,53.0,,0.53,16.96
2020-05-18,59,53.0,,0.53,31.270000000000003
2020-05-19,54,53.0,,0.53,28.62
2020-05-20,49,53.0,,0.53,25.970000000000002
2020-05-21,28,53.0,,0.53,14.84
2020-05-22,39,53.0,,0.53,20.67
2020-05-23,13,53.0,,0.53,6.890000000000001
2020-05-24,40,53.0,,0.53,21.200000000000003
2020-05-25,50,53.0,,0.53,26.5
2020-05-26,22,53.0,,0.53,11.66
2020-05-27,38,53.0,,0.53,20.14
2020-05-28,33,53.0,,0.53,17.490000000000002
2020-05-29,22,53.0,,0.53,11.66
2020-05-30,44,53.0,,0.53,23.32
2020-05-31,26,53.0,,0.53,13.780000000000001
2020-06-01,0,48.0,False,0.48,0.0
2020-06-02,32,48.0,,0.48,15.36
2020-06-03,20,48.0,,0.48,9.6
2020-06-04,71,48.0,,0.48,34.08
2020-06-05,21,48.0,,0.48,10.08
2020-06-06,12,48.0,,0.48,5.76
2020-06-07,25,48.0,,0.48,12.0
2020-06-08,20,48.0,,0.48,9.6
2020-06-09,41,48.0,,0.48,19.68
2020-06-10,43,48.0,,0.48,20.64
2020-06-11,0,48.0,,0.48,0.0
2020-06-12,100,48.0,,0.48,48.0
2020-06-13,13,48.0,,0.48,6.24
2020-06-14,25,48.0,,0.48,12.0
2020-06-15,33,48.0,,0.48,15.84
2020-06-16,32,48.0,,0.48,15.36
2020-06-17,33,48.0,,0.48,15.84
2020-06-18,65,48.0,,0.48,31.2
2020-06-19,23,48.0,,0.48,11.04
2020-06-20,0,48.0,,0.48,0.0
2020-06-21,26,48.0,,0.48,12.48
2020-06-22,67,48.0,,0.48,32.16
2020-06-23,33,48.0,,0.48,15.84
2020-06-24,89,48.0,,0.48,42.72
2020-06-25,66,48.0,,0.48,31.68
2020-06-26,46,48.0,,0.48,22.08
2020-06-27,50,48.0,,0.48,24.0
2020-06-28,25,48.0,,0.48,12.0
2020-06-29,68,48.0,,0.48,32.64
2020-06-30,45,48.0,,0.48,21.599999999999998
2020-07-01,58,46.0,False,0.46,26.68
2020-07-02,43,46.0,,0.46,19.78
2020-07-03,61,46.0,,0.46,28.060000000000002
2020-07-04,17,46.0,,0.46,7.82
2020-07-05,35,46.0,,0.46,16.1
2020-07-06,42,46.0,,0.46,19.32
2020-07-07,78,46.0,,0.46,35.88
2020-07-08,72,46.0,,0.46,33.120000000000005
2020-07-09,51,46.0,,0.46,23.46
2020-07-10,60,46.0,,0.46,27.6
2020-07-11,57,46.0,,0.46,26.220000000000002
2020-07-12,33,46.0,,0.46,15.180000000000001
2020-07-13,43,46.0,,0.46,19.78
2020-07-14,100,46.0,,0.46,46.0
2020-07-15,72,46.0,,0.46,33.120000000000005
2020-07-16,43,46.0,,0.46,19.78
2020-07-17,30,46.0,,0.46,13.8
2020-07-18,17,46.0,,0.46,7.82
2020-07-19,34,46.0,,0.46,15.64
2020-07-20,44,46.0,,0.46,20.240000000000002
2020-07-21,59,46.0,,0.46,27.14
2020-07-22,37,46.0,,0.46,17.02
2020-07-23,44,46.0,,0.46,20.240000000000002
2020-07-24,37,46.0,,0.46,17.02
2020-07-25,33,46.0,,0.46,15.180000000000001
2020-07-26,67,46.0,,0.46,30.82
2020-07-27,15,46.0,,0.46,6.9
2020-07-28,44,46.0,,0.46,20.240000000000002
2020-07-29,37,46.0,,0.46,17.02
2020-07-30,87,46.0,,0.46,40.02
2020-07-31,38,46.0,,0.46,17.48
2020-08-01,46,51.0,False,0.51,23.46
2020-08-02,62,51.0,,0.51,31.62
2020-08-03,54,51.0,,0.51,27.54
2020-08-04,33,51.0,,0.51,16.830000000000002
2020-08-05,27,51.0,,0.51,13.77
2020-08-06,20,51.0,,0.51,10.2
2020-08-07,49,51.0,,0.51,24.990000000000002
2020-08-08,38,51.0,,0.51,19.38
2020-08-09,31,51.0,,0.51,15.81
2020-08-10,33,51.0,,0.51,16.830000000000002
2020-08-11,40,51.0,,0.51,20.4
2020-08-12,66,51.0,,0.51,33.660000000000004
2020-08-13,13,51.0,,0.51,6.63
2020-08-14,27,51.0,,0.51,13.77
2020-08-15,15,51.0,,0.51,7.65
2020-08-16,46,51.0,,0.51,23.46
2020-08-17,79,51.0,,0.51,40.29
2020-08-18,66,51.0,,0.51,33.660000000000004
2020-08-19,26,51.0,,0.51,13.26
2020-08-20,46,51.0,,0.51,23.46
2020-08-21,66,51.0,,0.51,33.660000000000004
2020-08-22,31,51.0,,0.51,15.81
2020-08-23,38,51.0,,0.51,19.38
2020-08-24,50,51.0,,0.51,25.5
2020-08-25,70,51.0,,0.51,35.7
2020-08-26,64,51.0,,0.51,32.64
2020-08-27,49,51.0,,0.51,24.990000000000002
2020-08-28,59,51.0,,0.51,30.09
2020-08-29,29,51.0,,0.51,14.790000000000001
2020-08-30,38,51.0,,0.51,19.38
2020-08-31,100,51.0,,0.51,51.0
2020-09-01,100,72.0,False,0.72,72.0
2020-09-02,69,72.0,,0.72,49.68
2020-09-03,82,72.0,,0.72,59.04
2020-09-04,83,72.0,,0.72,59.76
2020-09-05,67,72.0,,0.72,48.239999999999995
2020-09-06,68,72.0,,0.72,48.96
2020-09-07,46,72.0,,0.72,33.12
2020-09-08,92,72.0,,0.72,66.24
2020-09-09,93,72.0,,0.72,66.96
2020-09-10,87,72.0,,0.72,62.64
2020-09-11,80,72.0,,0.72,57.599999999999994
2020-09-12,59,72.0,,0.72,42.48
2020-09-13,58,72.0,,0.72,41.76
2020-09-14,39,72.0,,0.72,28.08
2020-09-15,49,72.0,,0.72,35.28
2020-09-16,64,72.0,,0.72,46.08
2020-09-17,73,72.0,,0.72,52.559999999999995
2020-09-18,75,72.0,,0.72,54.0
2020-09-19,36,72.0,,0.72,25.919999999999998
2020-09-20,24,72.0,,0.72,17.28
2020-09-21,44,72.0,,0.72,31.68
2020-09-22,29,72.0,,0.72,20.88
2020-09-23,54,72.0,,0.72,38.879999999999995
2020-09-24,48,72.0,,0.72,34.56
2020-09-25,55,72.0,,0.72,39.6
2020-09-26,38,72.0,,0.72,27.36
2020-09-27,31,72.0,,0.72,22.32
2020-09-28,38,72.0,,0.72,27.36
2020-09-29,26,72.0,,0.72,18.72
2020-09-30,48,72.0,,0.72,34.56
2020-10-01,53,61.0,False,0.61,32.33
2020-10-02,99,61.0,,0.61,60.39
2020-10-03,26,61.0,,0.61,15.86
2020-10-04,38,61.0,,0.61,23.18
2020-10-05,54,61.0,,0.61,32.94
2020-10-06,64,61.0,,0.61,39.04
2020-10-07,75,61.0,,0.61,45.75
2020-10-08,95,61.0,,0.61,57.949999999999996
2020-10-09,37,61.0,,0.61,22.57
2020-10-10,14,61.0,,0.61,8.54
2020-10-11,40,61.0,,0.61,24.4
2020-10-12,35,61.0,,0.61,21.349999999999998
2020-10-13,96,61.0,,0.61,58.56
2020-10-14,61,61.0,,0.61,37.21
2020-10-15,61,61.0,,0.61,37.21
2020-10-16,37,61.0,,0.61,22.57
2020-10-17,42,61.0,,0.61,25.62
2020-10-18,14,61.0,,0.61,8.54
2020-10-19,60,61.0,,0.61,36.6
2020-10-20,49,61.0,,0.61,29.89
2020-10-21,37,61.0,,0.61,22.57
2020-10-22,49,61.0,,0.61,29.89
2020-10-23,25,61.0,,0.61,15.25
2020-10-24,27,61.0,,0.61,16.47
2020-10-25,13,61.0,,0.61,7.93
2020-10-26,48,61.0,,0.61,29.28
2020-10-27,24,61.0,,0.61,14.64
2020-10-28,49,61.0,,0.61,29.89
2020-10-29,85,61.0,,0.61,51.85
2020-10-30,100,61.0,,0.61,61.0
