date,financial markets_unscaled,financial markets_monthly,isPartial,scale,financial markets
2015-11-07,35,64.0,,0.64,22.400000000000002
2015-11-08,0,64.0,,0.64,0.0
2015-11-09,55,64.0,,0.64,35.2
2015-11-10,40,64.0,,0.64,25.6
2015-11-11,100,64.0,,0.64,64.0
2015-11-12,28,64.0,,0.64,17.92
2015-11-13,58,64.0,,0.64,37.12
2015-11-14,18,64.0,,0.64,11.52
2015-11-15,53,64.0,,0.64,33.92
2015-11-16,82,64.0,,0.64,52.480000000000004
2015-11-17,94,64.0,,0.64,60.160000000000004
2015-11-18,40,64.0,,0.64,25.6
2015-11-19,55,64.0,,0.64,35.2
2015-11-20,42,64.0,,0.64,26.88
2015-11-21,35,64.0,,0.64,22.400000000000002
2015-11-22,18,64.0,,0.64,11.52
2015-11-23,28,64.0,,0.64,17.92
2015-11-24,43,64.0,,0.64,27.52
2015-11-25,46,64.0,,0.64,29.44
2015-11-26,0,64.0,,0.64,0.0
2015-11-27,67,64.0,,0.64,42.88
2015-11-28,35,64.0,,0.64,22.400000000000002
2015-11-29,17,64.0,,0.64,10.88
2015-11-30,52,64.0,,0.64,33.28
2015-12-01,39,50.0,False,0.5,19.5
2015-12-02,27,50.0,,0.5,13.5
2015-12-03,81,50.0,,0.5,40.5
2015-12-04,41,50.0,,0.5,20.5
2015-12-05,0,50.0,,0.5,0.0
2015-12-06,44,50.0,,0.5,22.0
2015-12-07,100,50.0,,0.5,50.0
2015-12-08,53,50.0,,0.5,26.5
2015-12-09,54,50.0,,0.5,27.0
2015-12-10,47,50.0,,0.5,23.5
2015-12-11,28,50.0,,0.5,14.0
2015-12-12,26,50.0,,0.5,13.0
2015-12-13,53,50.0,,0.5,26.5
2015-12-14,34,50.0,,0.5,17.0
2015-12-15,48,50.0,,0.5,24.0
2015-12-16,64,50.0,,0.5,32.0
2015-12-17,29,50.0,,0.5,14.5
2015-12-18,30,50.0,,0.5,15.0
2015-12-19,19,50.0,,0.5,9.5
2015-12-20,57,50.0,,0.5,28.5
2015-12-21,30,50.0,,0.5,15.0
2015-12-22,15,50.0,,0.5,7.5
2015-12-23,40,50.0,,0.5,20.0
2015-12-24,37,50.0,,0.5,18.5
2015-12-25,0,50.0,,0.5,0.0
2015-12-26,19,50.0,,0.5,9.5
2015-12-27,27,50.0,,0.5,13.5
2015-12-28,31,50.0,,0.5,15.5
2015-12-29,70,50.0,,0.5,35.0
2015-12-30,31,50.0,,0.5,15.5
2015-12-31,33,50.0,,0.5,16.5
2016-01-01,15,78.0,False,0.78,11.700000000000001
2016-01-02,14,78.0,,0.78,10.92
2016-01-03,26,78.0,,0.78,20.28
2016-01-04,45,78.0,,0.78,35.1
2016-01-05,62,78.0,,0.78,48.36
2016-01-06,51,78.0,,0.78,39.78
2016-01-07,34,78.0,,0.78,26.52
2016-01-08,86,78.0,,0.78,67.08
2016-01-09,33,78.0,,0.78,25.740000000000002
2016-01-10,48,78.0,,0.78,37.44
2016-01-11,38,78.0,,0.78,29.64
2016-01-12,38,78.0,,0.78,29.64
2016-01-13,84,78.0,,0.78,65.52
2016-01-14,63,78.0,,0.78,49.14
2016-01-15,45,78.0,,0.78,35.1
2016-01-16,53,78.0,,0.78,41.34
2016-01-17,45,78.0,,0.78,35.1
2016-01-18,75,78.0,,0.78,58.5
2016-01-19,71,78.0,,0.78,55.38
2016-01-20,100,78.0,,0.78,78.0
2016-01-21,72,78.0,,0.78,56.160000000000004
2016-01-22,39,78.0,,0.78,30.42
2016-01-23,45,78.0,,0.78,35.1
2016-01-24,45,78.0,,0.78,35.1
2016-01-25,49,78.0,,0.78,38.22
2016-01-26,88,78.0,,0.78,68.64
2016-01-27,50,78.0,,0.78,39.0
2016-01-28,33,78.0,,0.78,25.740000000000002
2016-01-29,62,78.0,,0.78,48.36
2016-01-30,27,78.0,,0.78,21.060000000000002
2016-01-31,13,78.0,,0.78,10.14
2016-02-01,57,70.0,False,0.7,39.9
2016-02-02,100,70.0,,0.7,70.0
2016-02-03,90,70.0,,0.7,62.99999999999999
2016-02-04,65,70.0,,0.7,45.5
2016-02-05,53,70.0,,0.7,37.099999999999994
2016-02-06,70,70.0,,0.7,49.0
2016-02-07,46,70.0,,0.7,32.199999999999996
2016-02-08,74,70.0,,0.7,51.8
2016-02-09,88,70.0,,0.7,61.599999999999994
2016-02-10,82,70.0,,0.7,57.4
2016-02-11,39,70.0,,0.7,27.299999999999997
2016-02-12,40,70.0,,0.7,28.0
2016-02-13,15,70.0,,0.7,10.5
2016-02-14,45,70.0,,0.7,31.499999999999996
2016-02-15,79,70.0,,0.7,55.3
2016-02-16,50,70.0,,0.7,35.0
2016-02-17,52,70.0,,0.7,36.4
2016-02-18,19,70.0,,0.7,13.299999999999999
2016-02-19,39,70.0,,0.7,27.299999999999997
2016-02-20,16,70.0,,0.7,11.2
2016-02-21,38,70.0,,0.7,26.599999999999998
2016-02-22,19,70.0,,0.7,13.299999999999999
2016-02-23,57,70.0,,0.7,39.9
2016-02-24,44,70.0,,0.7,30.799999999999997
2016-02-25,65,70.0,,0.7,45.5
2016-02-26,59,70.0,,0.7,41.3
2016-02-27,46,70.0,,0.7,32.199999999999996
2016-02-28,93,70.0,,0.7,65.1
2016-02-29,80,70.0,,0.7,56.0
2016-03-01,49,68.0,False,0.68,33.32
2016-03-02,36,68.0,,0.68,24.48
2016-03-03,74,68.0,,0.68,50.32
2016-03-04,63,68.0,,0.68,42.84
2016-03-05,45,68.0,,0.68,30.6
2016-03-06,44,68.0,,0.68,29.92
2016-03-07,25,68.0,,0.68,17.0
2016-03-08,12,68.0,,0.68,8.16
2016-03-09,63,68.0,,0.68,42.84
2016-03-10,63,68.0,,0.68,42.84
2016-03-11,0,68.0,,0.68,0.0
2016-03-12,15,68.0,,0.68,10.200000000000001
2016-03-13,29,68.0,,0.68,19.720000000000002
2016-03-14,100,68.0,,0.68,68.0
2016-03-15,76,68.0,,0.68,51.68000000000001
2016-03-16,25,68.0,,0.68,17.0
2016-03-17,26,68.0,,0.68,17.68
2016-03-18,40,68.0,,0.68,27.200000000000003
2016-03-19,0,68.0,,0.68,0.0
2016-03-20,30,68.0,,0.68,20.400000000000002
2016-03-21,51,68.0,,0.68,34.68
2016-03-22,13,68.0,,0.68,8.84
2016-03-23,63,68.0,,0.68,42.84
2016-03-24,39,68.0,,0.68,26.520000000000003
2016-03-25,69,68.0,,0.68,46.92
2016-03-26,31,68.0,,0.68,21.080000000000002
2016-03-27,63,68.0,,0.68,42.84
2016-03-28,77,68.0,,0.68,52.36000000000001
2016-03-29,38,68.0,,0.68,25.840000000000003
2016-03-30,51,68.0,,0.68,34.68
2016-03-31,38,68.0,,0.68,25.840000000000003
2016-04-01,28,59.0,False,0.59,16.52
2016-04-02,16,59.0,,0.59,9.44
2016-04-03,24,59.0,,0.59,14.16
2016-04-04,59,59.0,,0.59,34.809999999999995
2016-04-05,80,59.0,,0.59,47.199999999999996
2016-04-06,27,59.0,,0.59,15.93
2016-04-07,41,59.0,,0.59,24.189999999999998
2016-04-08,28,59.0,,0.59,16.52
2016-04-09,32,59.0,,0.59,18.88
2016-04-10,64,59.0,,0.59,37.76
2016-04-11,53,59.0,,0.59,31.27
2016-04-12,53,59.0,,0.59,31.27
2016-04-13,74,59.0,,0.59,43.66
2016-04-14,41,59.0,,0.59,24.189999999999998
2016-04-15,42,59.0,,0.59,24.779999999999998
2016-04-16,25,59.0,,0.59,14.75
2016-04-17,25,59.0,,0.59,14.75
2016-04-18,47,59.0,,0.59,27.729999999999997
2016-04-19,60,59.0,,0.59,35.4
2016-04-20,54,59.0,,0.59,31.86
2016-04-21,53,59.0,,0.59,31.27
2016-04-22,42,59.0,,0.59,24.779999999999998
2016-04-23,33,59.0,,0.59,19.47
2016-04-24,33,59.0,,0.59,19.47
2016-04-25,47,59.0,,0.59,27.729999999999997
2016-04-26,72,59.0,,0.59,42.48
2016-04-27,100,59.0,,0.59,59.0
2016-04-28,47,59.0,,0.59,27.729999999999997
2016-04-29,41,59.0,,0.59,24.189999999999998
2016-04-30,16,59.0,,0.59,9.44
2016-05-01,37,52.0,False,0.52,19.240000000000002
2016-05-02,55,52.0,,0.52,28.6
2016-05-03,100,52.0,,0.52,52.0
2016-05-04,62,52.0,,0.52,32.24
2016-05-05,24,52.0,,0.52,12.48
2016-05-06,74,52.0,,0.52,38.480000000000004
2016-05-07,20,52.0,,0.52,10.4
2016-05-08,20,52.0,,0.52,10.4
2016-05-09,56,52.0,,0.52,29.12
2016-05-10,23,52.0,,0.52,11.96
2016-05-11,56,52.0,,0.52,29.12
2016-05-12,82,52.0,,0.52,42.64
2016-05-13,33,52.0,,0.52,17.16
2016-05-14,20,52.0,,0.52,10.4
2016-05-15,49,52.0,,0.52,25.48
2016-05-16,48,52.0,,0.52,24.96
2016-05-17,63,52.0,,0.52,32.76
2016-05-18,72,52.0,,0.52,37.44
2016-05-19,41,52.0,,0.52,21.32
2016-05-20,84,52.0,,0.52,43.68
2016-05-21,40,52.0,,0.52,20.8
2016-05-22,30,52.0,,0.52,15.600000000000001
2016-05-23,64,52.0,,0.52,33.28
2016-05-24,72,52.0,,0.52,37.44
2016-05-25,49,52.0,,0.52,25.48
2016-05-26,25,52.0,,0.52,13.0
2016-05-27,52,52.0,,0.52,27.04
2016-05-28,61,52.0,,0.52,31.720000000000002
2016-05-29,41,52.0,,0.52,21.32
2016-05-30,19,52.0,,0.52,9.88
2016-05-31,40,52.0,,0.52,20.8
2016-06-01,0,71.0,False,0.71,0.0
2016-06-02,11,71.0,,0.71,7.81
2016-06-03,11,71.0,,0.71,7.81
2016-06-04,0,71.0,,0.71,0.0
2016-06-05,13,71.0,,0.71,9.23
2016-06-06,26,71.0,,0.71,18.46
2016-06-07,18,71.0,,0.71,12.78
2016-06-08,4,71.0,,0.71,2.84
2016-06-09,4,71.0,,0.71,2.84
2016-06-10,8,71.0,,0.71,5.68
2016-06-11,0,71.0,,0.71,0.0
2016-06-12,4,71.0,,0.71,2.84
2016-06-13,4,71.0,,0.71,2.84
2016-06-14,19,71.0,,0.71,13.489999999999998
2016-06-15,23,71.0,,0.71,16.33
2016-06-16,4,71.0,,0.71,2.84
2016-06-17,4,71.0,,0.71,2.84
2016-06-18,5,71.0,,0.71,3.55
2016-06-19,5,71.0,,0.71,3.55
2016-06-20,15,71.0,,0.71,10.649999999999999
2016-06-21,15,71.0,,0.71,10.649999999999999
2016-06-22,8,71.0,,0.71,5.68
2016-06-23,15,71.0,,0.71,10.649999999999999
2016-06-24,100,71.0,,0.71,71.0
2016-06-25,27,71.0,,0.71,19.169999999999998
2016-06-26,14,71.0,,0.71,9.94
2016-06-27,34,71.0,,0.71,24.14
2016-06-28,19,71.0,,0.71,13.489999999999998
2016-06-29,11,71.0,,0.71,7.81
2016-06-30,15,71.0,,0.71,10.649999999999999
2016-07-01,34,51.0,False,0.51,17.34
2016-07-02,19,51.0,,0.51,9.69
2016-07-03,20,51.0,,0.51,10.2
2016-07-04,19,51.0,,0.51,9.69
2016-07-05,85,51.0,,0.51,43.35
2016-07-06,81,51.0,,0.51,41.31
2016-07-07,81,51.0,,0.51,41.31
2016-07-08,50,51.0,,0.51,25.5
2016-07-09,38,51.0,,0.51,19.38
2016-07-10,57,51.0,,0.51,29.07
2016-07-11,66,51.0,,0.51,33.660000000000004
2016-07-12,66,51.0,,0.51,33.660000000000004
2016-07-13,50,51.0,,0.51,25.5
2016-07-14,63,51.0,,0.51,32.13
2016-07-15,100,51.0,,0.51,51.0
2016-07-16,0,51.0,,0.51,0.0
2016-07-17,19,51.0,,0.51,9.69
2016-07-18,48,51.0,,0.51,24.48
2016-07-19,16,51.0,,0.51,8.16
2016-07-20,33,51.0,,0.51,16.830000000000002
2016-07-21,50,51.0,,0.51,25.5
2016-07-22,0,51.0,,0.51,0.0
2016-07-23,19,51.0,,0.51,9.69
2016-07-24,0,51.0,,0.51,0.0
2016-07-25,16,51.0,,0.51,8.16
2016-07-26,48,51.0,,0.51,24.48
2016-07-27,0,51.0,,0.51,0.0
2016-07-28,48,51.0,,0.51,24.48
2016-07-29,0,51.0,,0.51,0.0
2016-07-30,0,51.0,,0.51,0.0
2016-07-31,19,51.0,,0.51,9.69
2016-08-01,19,48.0,False,0.48,9.12
2016-08-02,20,48.0,,0.48,9.6
2016-08-03,0,48.0,,0.48,0.0
2016-08-04,40,48.0,,0.48,19.2
2016-08-05,42,48.0,,0.48,20.16
2016-08-06,24,48.0,,0.48,11.52
2016-08-07,48,48.0,,0.48,23.04
2016-08-08,81,48.0,,0.48,38.879999999999995
2016-08-09,61,48.0,,0.48,29.279999999999998
2016-08-10,61,48.0,,0.48,29.279999999999998
2016-08-11,63,48.0,,0.48,30.24
2016-08-12,42,48.0,,0.48,20.16
2016-08-13,0,48.0,,0.48,0.0
2016-08-14,24,48.0,,0.48,11.52
2016-08-15,21,48.0,,0.48,10.08
2016-08-16,63,48.0,,0.48,30.24
2016-08-17,21,48.0,,0.48,10.08
2016-08-18,85,48.0,,0.48,40.8
2016-08-19,22,48.0,,0.48,10.559999999999999
2016-08-20,74,48.0,,0.48,35.519999999999996
2016-08-21,49,48.0,,0.48,23.52
2016-08-22,83,48.0,,0.48,39.839999999999996
2016-08-23,42,48.0,,0.48,20.16
2016-08-24,100,48.0,,0.48,48.0
2016-08-25,39,48.0,,0.48,18.72
2016-08-26,60,48.0,,0.48,28.799999999999997
2016-08-27,23,48.0,,0.48,11.04
2016-08-28,90,48.0,,0.48,43.199999999999996
2016-08-29,94,48.0,,0.48,45.12
2016-08-30,38,48.0,,0.48,18.24
2016-08-31,76,48.0,,0.48,36.48
2016-09-01,42,65.0,False,0.65,27.3
2016-09-02,31,65.0,,0.65,20.150000000000002
2016-09-03,56,65.0,,0.65,36.4
2016-09-04,29,65.0,,0.65,18.85
2016-09-05,27,65.0,,0.65,17.55
2016-09-06,100,65.0,,0.65,65.0
2016-09-07,75,65.0,,0.65,48.75
2016-09-08,59,65.0,,0.65,38.35
2016-09-09,36,65.0,,0.65,23.400000000000002
2016-09-10,14,65.0,,0.65,9.1
2016-09-11,47,65.0,,0.65,30.55
2016-09-12,58,65.0,,0.65,37.7
2016-09-13,81,65.0,,0.65,52.65
2016-09-14,65,65.0,,0.65,42.25
2016-09-15,88,65.0,,0.65,57.2
2016-09-16,42,65.0,,0.65,27.3
2016-09-17,35,65.0,,0.65,22.75
2016-09-18,33,65.0,,0.65,21.45
2016-09-19,57,65.0,,0.65,37.050000000000004
2016-09-20,34,65.0,,0.65,22.1
2016-09-21,35,65.0,,0.65,22.75
2016-09-22,53,65.0,,0.65,34.45
2016-09-23,42,65.0,,0.65,27.3
2016-09-24,36,65.0,,0.65,23.400000000000002
2016-09-25,14,65.0,,0.65,9.1
2016-09-26,23,65.0,,0.65,14.950000000000001
2016-09-27,58,65.0,,0.65,37.7
2016-09-28,47,65.0,,0.65,30.55
2016-09-29,71,65.0,,0.65,46.15
2016-09-30,30,65.0,,0.65,19.5
2016-10-01,34,56.0,False,0.56,19.040000000000003
2016-10-02,16,56.0,,0.56,8.96
2016-10-03,28,56.0,,0.56,15.680000000000001
2016-10-04,55,56.0,,0.56,30.800000000000004
2016-10-05,55,56.0,,0.56,30.800000000000004
2016-10-06,84,56.0,,0.56,47.040000000000006
2016-10-07,0,56.0,,0.56,0.0
2016-10-08,17,56.0,,0.56,9.520000000000001
2016-10-09,17,56.0,,0.56,9.520000000000001
2016-10-10,14,56.0,,0.56,7.840000000000001
2016-10-11,43,56.0,,0.56,24.080000000000002
2016-10-12,14,56.0,,0.56,7.840000000000001
2016-10-13,43,56.0,,0.56,24.080000000000002
2016-10-14,88,56.0,,0.56,49.28
2016-10-15,17,56.0,,0.56,9.520000000000001
2016-10-16,33,56.0,,0.56,18.48
2016-10-17,14,56.0,,0.56,7.840000000000001
2016-10-18,28,56.0,,0.56,15.680000000000001
2016-10-19,71,56.0,,0.56,39.760000000000005
2016-10-20,100,56.0,,0.56,56.00000000000001
2016-10-21,29,56.0,,0.56,16.240000000000002
2016-10-22,0,56.0,,0.56,0.0
2016-10-23,67,56.0,,0.56,37.52
2016-10-24,14,56.0,,0.56,7.840000000000001
2016-10-25,69,56.0,,0.56,38.64
2016-10-26,69,56.0,,0.56,38.64
2016-10-27,28,56.0,,0.56,15.680000000000001
2016-10-28,44,56.0,,0.56,24.64
2016-10-29,51,56.0,,0.56,28.560000000000002
2016-10-30,33,56.0,,0.56,18.48
2016-10-31,42,56.0,,0.56,23.520000000000003
2016-11-01,9,100.0,False,1.0,9.0
2016-11-02,9,100.0,,1.0,9.0
2016-11-03,8,100.0,,1.0,8.0
2016-11-04,11,100.0,,1.0,11.0
2016-11-05,8,100.0,,1.0,8.0
2016-11-06,13,100.0,,1.0,13.0
2016-11-07,13,100.0,,1.0,13.0
2016-11-08,6,100.0,,1.0,6.0
2016-11-09,100,100.0,,1.0,100.0
2016-11-10,29,100.0,,1.0,29.0
2016-11-11,15,100.0,,1.0,15.0
2016-11-12,7,100.0,,1.0,7.0
2016-11-13,10,100.0,,1.0,10.0
2016-11-14,17,100.0,,1.0,17.0
2016-11-15,13,100.0,,1.0,13.0
2016-11-16,9,100.0,,1.0,9.0
2016-11-17,10,100.0,,1.0,10.0
2016-11-18,5,100.0,,1.0,5.0
2016-11-19,3,100.0,,1.0,3.0
2016-11-20,5,100.0,,1.0,5.0
2016-11-21,8,100.0,,1.0,8.0
2016-11-22,11,100.0,,1.0,11.0
2016-11-23,8,100.0,,1.0,8.0
2016-11-24,4,100.0,,1.0,4.0
2016-11-25,4,100.0,,1.0,4.0
2016-11-26,2,100.0,,1.0,2.0
2016-11-27,4,100.0,,1.0,4.0
2016-11-28,12,100.0,,1.0,12.0
2016-11-29,11,100.0,,1.0,11.0
2016-11-30,7,100.0,,1.0,7.0
2016-12-01,73,57.0,False,0.57,41.61
2016-12-02,67,57.0,,0.57,38.19
2016-12-03,48,57.0,,0.57,27.36
2016-12-04,64,57.0,,0.57,36.48
2016-12-05,59,57.0,,0.57,33.629999999999995
2016-12-06,46,57.0,,0.57,26.22
2016-12-07,56,57.0,,0.57,31.919999999999998
2016-12-08,65,57.0,,0.57,37.05
2016-12-09,51,57.0,,0.57,29.069999999999997
2016-12-10,20,57.0,,0.57,11.399999999999999
2016-12-11,57,57.0,,0.57,32.489999999999995
2016-12-12,95,57.0,,0.57,54.15
2016-12-13,56,57.0,,0.57,31.919999999999998
2016-12-14,82,57.0,,0.57,46.739999999999995
2016-12-15,83,57.0,,0.57,47.309999999999995
2016-12-16,69,57.0,,0.57,39.33
2016-12-17,80,57.0,,0.57,45.599999999999994
2016-12-18,20,57.0,,0.57,11.399999999999999
2016-12-19,77,57.0,,0.57,43.88999999999999
2016-12-20,34,57.0,,0.57,19.38
2016-12-21,63,57.0,,0.57,35.91
2016-12-22,37,57.0,,0.57,21.09
2016-12-23,19,57.0,,0.57,10.829999999999998
2016-12-24,21,57.0,,0.57,11.969999999999999
2016-12-25,45,57.0,,0.57,25.65
2016-12-26,100,57.0,,0.57,56.99999999999999
2016-12-27,71,57.0,,0.57,40.47
2016-12-28,27,57.0,,0.57,15.389999999999999
2016-12-29,27,57.0,,0.57,15.389999999999999
2016-12-30,82,57.0,,0.57,46.739999999999995
2016-12-31,39,57.0,,0.57,22.229999999999997
2017-01-01,27,63.0,False,0.63,17.01
2017-01-02,71,63.0,,0.63,44.73
2017-01-03,34,63.0,,0.63,21.42
2017-01-04,45,63.0,,0.63,28.35
2017-01-05,22,63.0,,0.63,13.86
2017-01-06,23,63.0,,0.63,14.49
2017-01-07,0,63.0,,0.63,0.0
2017-01-08,39,63.0,,0.63,24.57
2017-01-09,32,63.0,,0.63,20.16
2017-01-10,53,63.0,,0.63,33.39
2017-01-11,54,63.0,,0.63,34.02
2017-01-12,33,63.0,,0.63,20.79
2017-01-13,22,63.0,,0.63,13.86
2017-01-14,0,63.0,,0.63,0.0
2017-01-15,25,63.0,,0.63,15.75
2017-01-16,100,63.0,,0.63,63.0
2017-01-17,43,63.0,,0.63,27.09
2017-01-18,64,63.0,,0.63,40.32
2017-01-19,54,63.0,,0.63,34.02
2017-01-20,76,63.0,,0.63,47.88
2017-01-21,38,63.0,,0.63,23.94
2017-01-22,49,63.0,,0.63,30.87
2017-01-23,82,63.0,,0.63,51.660000000000004
2017-01-24,11,63.0,,0.63,6.93
2017-01-25,43,63.0,,0.63,27.09
2017-01-26,32,63.0,,0.63,20.16
2017-01-27,55,63.0,,0.63,34.65
2017-01-28,13,63.0,,0.63,8.19
2017-01-29,25,63.0,,0.63,15.75
2017-01-30,63,63.0,,0.63,39.69
2017-01-31,73,63.0,,0.63,45.99
2017-02-01,61,72.0,False,0.72,43.92
2017-02-02,22,72.0,,0.72,15.84
2017-02-03,47,72.0,,0.72,33.839999999999996
2017-02-04,14,72.0,,0.72,10.08
2017-02-05,40,72.0,,0.72,28.799999999999997
2017-02-06,43,72.0,,0.72,30.959999999999997
2017-02-07,39,72.0,,0.72,28.08
2017-02-08,40,72.0,,0.72,28.799999999999997
2017-02-09,56,72.0,,0.72,40.32
2017-02-10,46,72.0,,0.72,33.12
2017-02-11,34,72.0,,0.72,24.48
2017-02-12,34,72.0,,0.72,24.48
2017-02-13,50,72.0,,0.72,36.0
2017-02-14,74,72.0,,0.72,53.28
2017-02-15,63,72.0,,0.72,45.36
2017-02-16,79,72.0,,0.72,56.879999999999995
2017-02-17,57,72.0,,0.72,41.04
2017-02-18,27,72.0,,0.72,19.439999999999998
2017-02-19,21,72.0,,0.72,15.12
2017-02-20,41,72.0,,0.72,29.52
2017-02-21,100,72.0,,0.72,72.0
2017-02-22,62,72.0,,0.72,44.64
2017-02-23,62,72.0,,0.72,44.64
2017-02-24,35,72.0,,0.72,25.2
2017-02-25,34,72.0,,0.72,24.48
2017-02-26,59,72.0,,0.72,42.48
2017-02-27,52,72.0,,0.72,37.44
2017-02-28,53,72.0,,0.72,38.16
2017-03-01,100,62.0,False,0.62,62.0
2017-03-02,58,62.0,,0.62,35.96
2017-03-03,61,62.0,,0.62,37.82
2017-03-04,36,62.0,,0.62,22.32
2017-03-05,36,62.0,,0.62,22.32
2017-03-06,79,62.0,,0.62,48.98
2017-03-07,49,62.0,,0.62,30.38
2017-03-08,45,62.0,,0.62,27.9
2017-03-09,37,62.0,,0.62,22.94
2017-03-10,77,62.0,,0.62,47.74
2017-03-11,54,62.0,,0.62,33.48
2017-03-12,34,62.0,,0.62,21.08
2017-03-13,91,62.0,,0.62,56.42
2017-03-14,60,62.0,,0.62,37.2
2017-03-15,45,62.0,,0.62,27.9
2017-03-16,30,62.0,,0.62,18.6
2017-03-17,48,62.0,,0.62,29.759999999999998
2017-03-18,46,62.0,,0.62,28.52
2017-03-19,46,62.0,,0.62,28.52
2017-03-20,23,62.0,,0.62,14.26
2017-03-21,46,62.0,,0.62,28.52
2017-03-22,61,62.0,,0.62,37.82
2017-03-23,46,62.0,,0.62,28.52
2017-03-24,54,62.0,,0.62,33.48
2017-03-25,37,62.0,,0.62,22.94
2017-03-26,46,62.0,,0.62,28.52
2017-03-27,84,62.0,,0.62,52.08
2017-03-28,92,62.0,,0.62,57.04
2017-03-29,46,62.0,,0.62,28.52
2017-03-30,69,62.0,,0.62,42.78
2017-03-31,63,62.0,,0.62,39.06
2017-04-01,13,64.0,False,0.64,8.32
2017-04-02,33,64.0,,0.64,21.12
2017-04-03,43,64.0,,0.64,27.52
2017-04-04,54,64.0,,0.64,34.56
2017-04-05,38,64.0,,0.64,24.32
2017-04-06,70,64.0,,0.64,44.800000000000004
2017-04-07,68,64.0,,0.64,43.52
2017-04-08,14,64.0,,0.64,8.96
2017-04-09,48,64.0,,0.64,30.72
2017-04-10,39,64.0,,0.64,24.96
2017-04-11,100,64.0,,0.64,64.0
2017-04-12,56,64.0,,0.64,35.84
2017-04-13,85,64.0,,0.64,54.4
2017-04-14,43,64.0,,0.64,27.52
2017-04-15,28,64.0,,0.64,17.92
2017-04-16,14,64.0,,0.64,8.96
2017-04-17,28,64.0,,0.64,17.92
2017-04-18,44,64.0,,0.64,28.16
2017-04-19,38,64.0,,0.64,24.32
2017-04-20,61,64.0,,0.64,39.04
2017-04-21,57,64.0,,0.64,36.480000000000004
2017-04-22,20,64.0,,0.64,12.8
2017-04-23,20,64.0,,0.64,12.8
2017-04-24,60,64.0,,0.64,38.4
2017-04-25,65,64.0,,0.64,41.6
2017-04-26,49,64.0,,0.64,31.36
2017-04-27,49,64.0,,0.64,31.36
2017-04-28,28,64.0,,0.64,17.92
2017-04-29,40,64.0,,0.64,25.6
2017-04-30,33,64.0,,0.64,21.12
2017-05-01,90,54.0,False,0.54,48.6
2017-05-02,70,54.0,,0.54,37.800000000000004
2017-05-03,70,54.0,,0.54,37.800000000000004
2017-05-04,28,54.0,,0.54,15.120000000000001
2017-05-05,95,54.0,,0.54,51.300000000000004
2017-05-06,70,54.0,,0.54,37.800000000000004
2017-05-07,52,54.0,,0.54,28.080000000000002
2017-05-08,100,54.0,,0.54,54.0
2017-05-09,50,54.0,,0.54,27.0
2017-05-10,71,54.0,,0.54,38.34
2017-05-11,44,54.0,,0.54,23.76
2017-05-12,37,54.0,,0.54,19.98
2017-05-13,18,54.0,,0.54,9.72
2017-05-14,0,54.0,,0.54,0.0
2017-05-15,38,54.0,,0.54,20.520000000000003
2017-05-16,31,54.0,,0.54,16.740000000000002
2017-05-17,54,54.0,,0.54,29.160000000000004
2017-05-18,61,54.0,,0.54,32.940000000000005
2017-05-19,40,54.0,,0.54,21.6
2017-05-20,28,54.0,,0.54,15.120000000000001
2017-05-21,37,54.0,,0.54,19.98
2017-05-22,68,54.0,,0.54,36.72
2017-05-23,15,54.0,,0.54,8.100000000000001
2017-05-24,53,54.0,,0.54,28.62
2017-05-25,31,54.0,,0.54,16.740000000000002
2017-05-26,33,54.0,,0.54,17.82
2017-05-27,19,54.0,,0.54,10.260000000000002
2017-05-28,19,54.0,,0.54,10.260000000000002
2017-05-29,18,54.0,,0.54,9.72
2017-05-30,38,54.0,,0.54,20.520000000000003
2017-05-31,37,54.0,,0.54,19.98
2017-06-01,51,45.0,False,0.45,22.95
2017-06-02,30,45.0,,0.45,13.5
2017-06-03,0,45.0,,0.45,0.0
2017-06-04,61,45.0,,0.45,27.45
2017-06-05,29,45.0,,0.45,13.05
2017-06-06,35,45.0,,0.45,15.75
2017-06-07,43,45.0,,0.45,19.35
2017-06-08,66,45.0,,0.45,29.7
2017-06-09,53,45.0,,0.45,23.85
2017-06-10,0,45.0,,0.45,0.0
2017-06-11,18,45.0,,0.45,8.1
2017-06-12,65,45.0,,0.45,29.25
2017-06-13,35,45.0,,0.45,15.75
2017-06-14,36,45.0,,0.45,16.2
2017-06-15,30,45.0,,0.45,13.5
2017-06-16,60,45.0,,0.45,27.0
2017-06-17,35,45.0,,0.45,15.75
2017-06-18,18,45.0,,0.45,8.1
2017-06-19,72,45.0,,0.45,32.4
2017-06-20,34,45.0,,0.45,15.3
2017-06-21,35,45.0,,0.45,15.75
2017-06-22,28,45.0,,0.45,12.6
2017-06-23,43,45.0,,0.45,19.35
2017-06-24,69,45.0,,0.45,31.05
2017-06-25,35,45.0,,0.45,15.75
2017-06-26,29,45.0,,0.45,13.05
2017-06-27,37,45.0,,0.45,16.650000000000002
2017-06-28,31,45.0,,0.45,13.950000000000001
2017-06-29,100,45.0,,0.45,45.0
2017-06-30,24,45.0,,0.45,10.8
2017-07-01,52,41.0,False,0.41,21.32
2017-07-02,41,41.0,,0.41,16.81
2017-07-03,48,41.0,,0.41,19.68
2017-07-04,52,41.0,,0.41,21.32
2017-07-05,35,41.0,,0.41,14.35
2017-07-06,56,41.0,,0.41,22.959999999999997
2017-07-07,45,41.0,,0.41,18.45
