date,present_unscaled,present_monthly,isPartial,scale,present
2010-01-01,39,48.0,False,0.48,18.72
2010-01-02,52,48.0,,0.48,24.96
2010-01-03,37,48.0,,0.48,17.759999999999998
2010-01-04,50,48.0,,0.48,24.0
2010-01-05,63,48.0,,0.48,30.24
2010-01-06,71,48.0,,0.48,34.08
2010-01-07,64,48.0,,0.48,30.72
2010-01-08,60,48.0,,0.48,28.799999999999997
2010-01-09,49,48.0,,0.48,23.52
2010-01-10,70,48.0,,0.48,33.6
2010-01-11,75,48.0,,0.48,36.0
2010-01-12,68,48.0,,0.48,32.64
2010-01-13,66,48.0,,0.48,31.68
2010-01-14,76,48.0,,0.48,36.48
2010-01-15,56,48.0,,0.48,26.88
2010-01-16,57,48.0,,0.48,27.36
2010-01-17,59,48.0,,0.48,28.32
2010-01-18,68,48.0,,0.48,32.64
2010-01-19,66,48.0,,0.48,31.68
2010-01-20,85,48.0,,0.48,40.8
2010-01-21,100,48.0,,0.48,48.0
2010-01-22,80,48.0,,0.48,38.4
2010-01-23,49,48.0,,0.48,23.52
2010-01-24,83,48.0,,0.48,39.839999999999996
2010-01-25,82,48.0,,0.48,39.36
2010-01-26,82,48.0,,0.48,39.36
2010-01-27,90,48.0,,0.48,43.199999999999996
2010-01-28,80,48.0,,0.48,38.4
2010-01-29,58,48.0,,0.48,27.84
2010-01-30,54,48.0,,0.48,25.919999999999998
2010-01-31,74,48.0,,0.48,35.519999999999996
2010-02-01,88,55.0,False,0.55,48.400000000000006
2010-02-02,94,55.0,,0.55,51.7
2010-02-03,88,55.0,,0.55,48.400000000000006
2010-02-04,96,55.0,,0.55,52.800000000000004
2010-02-05,82,55.0,,0.55,45.1
2010-02-06,43,55.0,,0.55,23.650000000000002
2010-02-07,73,55.0,,0.55,40.150000000000006
2010-02-08,86,55.0,,0.55,47.300000000000004
2010-02-09,98,55.0,,0.55,53.900000000000006
2010-02-10,81,55.0,,0.55,44.550000000000004
2010-02-11,87,55.0,,0.55,47.85
2010-02-12,71,55.0,,0.55,39.050000000000004
2010-02-13,44,55.0,,0.55,24.200000000000003
2010-02-14,76,55.0,,0.55,41.800000000000004
2010-02-15,66,55.0,,0.55,36.300000000000004
2010-02-16,76,55.0,,0.55,41.800000000000004
2010-02-17,88,55.0,,0.55,48.400000000000006
2010-02-18,89,55.0,,0.55,48.95
2010-02-19,83,55.0,,0.55,45.650000000000006
2010-02-20,61,55.0,,0.55,33.550000000000004
2010-02-21,74,55.0,,0.55,40.7
2010-02-22,100,55.0,,0.55,55.00000000000001
2010-02-23,95,55.0,,0.55,52.25000000000001
2010-02-24,98,55.0,,0.55,53.900000000000006
2010-02-25,82,55.0,,0.55,45.1
2010-02-26,75,55.0,,0.55,41.25
2010-02-27,58,55.0,,0.55,31.900000000000002
2010-02-28,70,55.0,,0.55,38.5
2010-03-01,89,54.0,False,0.54,48.06
2010-03-02,90,54.0,,0.54,48.6
2010-03-03,82,54.0,,0.54,44.28
2010-03-04,84,54.0,,0.54,45.36
2010-03-05,86,54.0,,0.54,46.440000000000005
2010-03-06,72,54.0,,0.54,38.88
2010-03-07,68,54.0,,0.54,36.72
2010-03-08,100,54.0,,0.54,54.0
2010-03-09,90,54.0,,0.54,48.6
2010-03-10,86,54.0,,0.54,46.440000000000005
2010-03-11,92,54.0,,0.54,49.68000000000001
2010-03-12,70,54.0,,0.54,37.800000000000004
2010-03-13,65,54.0,,0.54,35.1
2010-03-14,72,54.0,,0.54,38.88
2010-03-15,98,54.0,,0.54,52.92
2010-03-16,86,54.0,,0.54,46.440000000000005
2010-03-17,95,54.0,,0.54,51.300000000000004
2010-03-18,72,54.0,,0.54,38.88
2010-03-19,68,54.0,,0.54,36.72
2010-03-20,52,54.0,,0.54,28.080000000000002
2010-03-21,62,54.0,,0.54,33.480000000000004
2010-03-22,77,54.0,,0.54,41.580000000000005
2010-03-23,78,54.0,,0.54,42.120000000000005
2010-03-24,94,54.0,,0.54,50.760000000000005
2010-03-25,99,54.0,,0.54,53.46
2010-03-26,82,54.0,,0.54,44.28
2010-03-27,55,54.0,,0.54,29.700000000000003
2010-03-28,63,54.0,,0.54,34.02
2010-03-29,95,54.0,,0.54,51.300000000000004
2010-03-30,88,54.0,,0.54,47.52
2010-03-31,82,54.0,,0.54,44.28
2010-04-01,61,57.0,False,0.57,34.769999999999996
2010-04-02,57,57.0,,0.57,32.489999999999995
2010-04-03,64,57.0,,0.57,36.48
2010-04-04,55,57.0,,0.57,31.349999999999998
2010-04-05,73,57.0,,0.57,41.61
2010-04-06,75,57.0,,0.57,42.74999999999999
2010-04-07,83,57.0,,0.57,47.309999999999995
2010-04-08,75,57.0,,0.57,42.74999999999999
2010-04-09,68,57.0,,0.57,38.76
2010-04-10,58,57.0,,0.57,33.059999999999995
2010-04-11,74,57.0,,0.57,42.18
2010-04-12,76,57.0,,0.57,43.31999999999999
2010-04-13,90,57.0,,0.57,51.3
2010-04-14,100,57.0,,0.57,56.99999999999999
2010-04-15,97,57.0,,0.57,55.28999999999999
2010-04-16,76,57.0,,0.57,43.31999999999999
2010-04-17,55,57.0,,0.57,31.349999999999998
2010-04-18,93,57.0,,0.57,53.01
2010-04-19,95,57.0,,0.57,54.15
2010-04-20,84,57.0,,0.57,47.879999999999995
2010-04-21,93,57.0,,0.57,53.01
2010-04-22,86,57.0,,0.57,49.019999999999996
2010-04-23,66,57.0,,0.57,37.62
2010-04-24,54,57.0,,0.57,30.779999999999998
2010-04-25,81,57.0,,0.57,46.169999999999995
2010-04-26,94,57.0,,0.57,53.58
2010-04-27,86,57.0,,0.57,49.019999999999996
2010-04-28,97,57.0,,0.57,55.28999999999999
2010-04-29,97,57.0,,0.57,55.28999999999999
2010-04-30,81,57.0,,0.57,46.169999999999995
2010-05-01,71,55.0,False,0.55,39.050000000000004
2010-05-02,76,55.0,,0.55,41.800000000000004
2010-05-03,100,55.0,,0.55,55.00000000000001
2010-05-04,96,55.0,,0.55,52.800000000000004
2010-05-05,91,55.0,,0.55,50.050000000000004
2010-05-06,93,55.0,,0.55,51.150000000000006
2010-05-07,84,55.0,,0.55,46.2
2010-05-08,60,55.0,,0.55,33.0
2010-05-09,67,55.0,,0.55,36.85
2010-05-10,75,55.0,,0.55,41.25
2010-05-11,84,55.0,,0.55,46.2
2010-05-12,81,55.0,,0.55,44.550000000000004
2010-05-13,89,55.0,,0.55,48.95
2010-05-14,84,55.0,,0.55,46.2
2010-05-15,56,55.0,,0.55,30.800000000000004
2010-05-16,67,55.0,,0.55,36.85
2010-05-17,77,55.0,,0.55,42.35
2010-05-18,90,55.0,,0.55,49.50000000000001
2010-05-19,81,55.0,,0.55,44.550000000000004
2010-05-20,75,55.0,,0.55,41.25
2010-05-21,64,55.0,,0.55,35.2
2010-05-22,57,55.0,,0.55,31.35
2010-05-23,53,55.0,,0.55,29.150000000000002
2010-05-24,79,55.0,,0.55,43.45
2010-05-25,75,55.0,,0.55,41.25
2010-05-26,77,55.0,,0.55,42.35
2010-05-27,80,55.0,,0.55,44.0
2010-05-28,62,55.0,,0.55,34.1
2010-05-29,46,55.0,,0.55,25.3
2010-05-30,48,55.0,,0.55,26.400000000000002
2010-05-31,90,55.0,,0.55,49.50000000000001
2010-06-01,81,43.0,False,0.43,34.83
2010-06-02,95,43.0,,0.43,40.85
2010-06-03,100,43.0,,0.43,43.0
2010-06-04,65,43.0,,0.43,27.95
2010-06-05,67,43.0,,0.43,28.81
2010-06-06,62,43.0,,0.43,26.66
2010-06-07,76,43.0,,0.43,32.68
2010-06-08,83,43.0,,0.43,35.69
2010-06-09,86,43.0,,0.43,36.98
2010-06-10,85,43.0,,0.43,36.55
2010-06-11,67,43.0,,0.43,28.81
2010-06-12,67,43.0,,0.43,28.81
2010-06-13,58,43.0,,0.43,24.94
2010-06-14,68,43.0,,0.43,29.24
2010-06-15,79,43.0,,0.43,33.97
2010-06-16,77,43.0,,0.43,33.11
2010-06-17,63,43.0,,0.43,27.09
2010-06-18,66,43.0,,0.43,28.38
2010-06-19,57,43.0,,0.43,24.509999999999998
2010-06-20,57,43.0,,0.43,24.509999999999998
2010-06-21,63,43.0,,0.43,27.09
2010-06-22,70,43.0,,0.43,30.099999999999998
2010-06-23,81,43.0,,0.43,34.83
2010-06-24,62,43.0,,0.43,26.66
2010-06-25,59,43.0,,0.43,25.37
2010-06-26,36,43.0,,0.43,15.48
2010-06-27,39,43.0,,0.43,16.77
2010-06-28,66,43.0,,0.43,28.38
2010-06-29,67,43.0,,0.43,28.81
2010-06-30,64,43.0,,0.43,27.52
2010-07-01,97,35.0,False,0.35,33.949999999999996
2010-07-02,79,35.0,,0.35,27.65
2010-07-03,52,35.0,,0.35,18.2
2010-07-04,54,35.0,,0.35,18.9
2010-07-05,75,35.0,,0.35,26.25
2010-07-06,91,35.0,,0.35,31.849999999999998
2010-07-07,93,35.0,,0.35,32.55
2010-07-08,94,35.0,,0.35,32.9
2010-07-09,79,35.0,,0.35,27.65
2010-07-10,60,35.0,,0.35,21.0
2010-07-11,76,35.0,,0.35,26.599999999999998
2010-07-12,84,35.0,,0.35,29.4
2010-07-13,80,35.0,,0.35,28.0
2010-07-14,75,35.0,,0.35,26.25
2010-07-15,95,35.0,,0.35,33.25
2010-07-16,72,35.0,,0.35,25.2
2010-07-17,56,35.0,,0.35,19.599999999999998
2010-07-18,62,35.0,,0.35,21.7
2010-07-19,74,35.0,,0.35,25.9
2010-07-20,93,35.0,,0.35,32.55
2010-07-21,90,35.0,,0.35,31.499999999999996
2010-07-22,100,35.0,,0.35,35.0
2010-07-23,66,35.0,,0.35,23.099999999999998
2010-07-24,80,35.0,,0.35,28.0
2010-07-25,74,35.0,,0.35,25.9
2010-07-26,94,35.0,,0.35,32.9
2010-07-27,80,35.0,,0.35,28.0
2010-07-28,96,35.0,,0.35,33.599999999999994
2010-07-29,95,35.0,,0.35,33.25
2010-07-30,93,35.0,,0.35,32.55
2010-07-31,53,35.0,,0.35,18.549999999999997
2010-08-01,57,39.0,False,0.39,22.23
2010-08-02,55,39.0,,0.39,21.45
2010-08-03,66,39.0,,0.39,25.740000000000002
2010-08-04,76,39.0,,0.39,29.64
2010-08-05,77,39.0,,0.39,30.03
2010-08-06,68,39.0,,0.39,26.52
2010-08-07,47,39.0,,0.39,18.330000000000002
2010-08-08,68,39.0,,0.39,26.52
2010-08-09,77,39.0,,0.39,30.03
2010-08-10,76,39.0,,0.39,29.64
2010-08-11,71,39.0,,0.39,27.69
2010-08-12,68,39.0,,0.39,26.52
2010-08-13,70,39.0,,0.39,27.3
2010-08-14,60,39.0,,0.39,23.400000000000002
2010-08-15,70,39.0,,0.39,27.3
2010-08-16,65,39.0,,0.39,25.35
2010-08-17,64,39.0,,0.39,24.96
2010-08-18,69,39.0,,0.39,26.91
2010-08-19,72,39.0,,0.39,28.080000000000002
2010-08-20,81,39.0,,0.39,31.59
2010-08-21,49,39.0,,0.39,19.11
2010-08-22,72,39.0,,0.39,28.080000000000002
2010-08-23,78,39.0,,0.39,30.42
2010-08-24,90,39.0,,0.39,35.1
2010-08-25,100,39.0,,0.39,39.0
2010-08-26,81,39.0,,0.39,31.59
2010-08-27,71,39.0,,0.39,27.69
2010-08-28,66,39.0,,0.39,25.740000000000002
2010-08-29,81,39.0,,0.39,31.59
2010-08-30,82,39.0,,0.39,31.98
2010-08-31,88,39.0,,0.39,34.32
2010-09-01,61,53.0,False,0.53,32.33
2010-09-02,62,53.0,,0.53,32.86
2010-09-03,63,53.0,,0.53,33.39
2010-09-04,35,53.0,,0.53,18.55
2010-09-05,54,53.0,,0.53,28.62
2010-09-06,54,53.0,,0.53,28.62
2010-09-07,80,53.0,,0.53,42.400000000000006
2010-09-08,94,53.0,,0.53,49.82
2010-09-09,80,53.0,,0.53,42.400000000000006
2010-09-10,65,53.0,,0.53,34.45
2010-09-11,41,53.0,,0.53,21.73
2010-09-12,69,53.0,,0.53,36.57
2010-09-13,89,53.0,,0.53,47.17
2010-09-14,66,53.0,,0.53,34.980000000000004
2010-09-15,93,53.0,,0.53,49.29
2010-09-16,85,53.0,,0.53,45.050000000000004
2010-09-17,80,53.0,,0.53,42.400000000000006
2010-09-18,41,53.0,,0.53,21.73
2010-09-19,66,53.0,,0.53,34.980000000000004
2010-09-20,100,53.0,,0.53,53.0
2010-09-21,76,53.0,,0.53,40.28
2010-09-22,84,53.0,,0.53,44.52
2010-09-23,61,53.0,,0.53,32.33
2010-09-24,92,53.0,,0.53,48.760000000000005
2010-09-25,46,53.0,,0.53,24.380000000000003
2010-09-26,74,53.0,,0.53,39.22
2010-09-27,100,53.0,,0.53,53.0
2010-09-28,96,53.0,,0.53,50.88
2010-09-29,93,53.0,,0.53,49.29
2010-09-30,92,53.0,,0.53,48.760000000000005
2010-10-01,78,56.0,False,0.56,43.68000000000001
2010-10-02,62,56.0,,0.56,34.720000000000006
2010-10-03,71,56.0,,0.56,39.760000000000005
2010-10-04,74,56.0,,0.56,41.440000000000005
2010-10-05,81,56.0,,0.56,45.36000000000001
2010-10-06,85,56.0,,0.56,47.6
2010-10-07,71,56.0,,0.56,39.760000000000005
2010-10-08,66,56.0,,0.56,36.96
2010-10-09,57,56.0,,0.56,31.92
2010-10-10,58,56.0,,0.56,32.480000000000004
2010-10-11,76,56.0,,0.56,42.56
2010-10-12,76,56.0,,0.56,42.56
2010-10-13,73,56.0,,0.56,40.88
2010-10-14,83,56.0,,0.56,46.480000000000004
2010-10-15,68,56.0,,0.56,38.080000000000005
2010-10-16,68,56.0,,0.56,38.080000000000005
2010-10-17,53,56.0,,0.56,29.680000000000003
2010-10-18,89,56.0,,0.56,49.84
2010-10-19,83,56.0,,0.56,46.480000000000004
2010-10-20,100,56.0,,0.56,56.00000000000001
2010-10-21,87,56.0,,0.56,48.720000000000006
2010-10-22,72,56.0,,0.56,40.32000000000001
2010-10-23,46,56.0,,0.56,25.76
2010-10-24,66,56.0,,0.56,36.96
2010-10-25,80,56.0,,0.56,44.800000000000004
2010-10-26,80,56.0,,0.56,44.800000000000004
2010-10-27,72,56.0,,0.56,40.32000000000001
2010-10-28,78,56.0,,0.56,43.68000000000001
2010-10-29,74,56.0,,0.56,41.440000000000005
2010-10-30,44,56.0,,0.56,24.64
2010-10-31,50,56.0,,0.56,28.000000000000004
2010-11-01,76,63.0,False,0.63,47.88
2010-11-02,77,63.0,,0.63,48.51
2010-11-03,87,63.0,,0.63,54.81
2010-11-04,75,63.0,,0.63,47.25
2010-11-05,54,63.0,,0.63,34.02
2010-11-06,48,63.0,,0.63,30.240000000000002
2010-11-07,64,63.0,,0.63,40.32
2010-11-08,88,63.0,,0.63,55.44
2010-11-09,78,63.0,,0.63,49.14
2010-11-10,75,63.0,,0.63,47.25
2010-11-11,76,63.0,,0.63,47.88
2010-11-12,59,63.0,,0.63,37.17
2010-11-13,62,63.0,,0.63,39.06
2010-11-14,69,63.0,,0.63,43.47
2010-11-15,79,63.0,,0.63,49.77
2010-11-16,83,63.0,,0.63,52.29
2010-11-17,94,63.0,,0.63,59.22
2010-11-18,75,63.0,,0.63,47.25
2010-11-19,78,63.0,,0.63,49.14
2010-11-20,57,63.0,,0.63,35.910000000000004
2010-11-21,61,63.0,,0.63,38.43
2010-11-22,91,63.0,,0.63,57.33
2010-11-23,75,63.0,,0.63,47.25
2010-11-24,70,63.0,,0.63,44.1
2010-11-25,51,63.0,,0.63,32.13
2010-11-26,63,63.0,,0.63,39.69
2010-11-27,70,63.0,,0.63,44.1
2010-11-28,80,63.0,,0.63,50.4
2010-11-29,96,63.0,,0.63,60.480000000000004
2010-11-30,100,63.0,,0.63,63.0
2010-12-01,96,71.0,False,0.71,68.16
2010-12-02,93,71.0,,0.71,66.03
2010-12-03,91,71.0,,0.71,64.61
2010-12-04,69,71.0,,0.71,48.989999999999995
2010-12-05,82,71.0,,0.71,58.22
2010-12-06,95,71.0,,0.71,67.45
2010-12-07,91,71.0,,0.71,64.61
2010-12-08,96,71.0,,0.71,68.16
2010-12-09,88,71.0,,0.71,62.48
2010-12-10,91,71.0,,0.71,64.61
2010-12-11,70,71.0,,0.71,49.699999999999996
2010-12-12,87,71.0,,0.71,61.769999999999996
2010-12-13,95,71.0,,0.71,67.45
2010-12-14,94,71.0,,0.71,66.74
2010-12-15,100,71.0,,0.71,71.0
2010-12-16,94,71.0,,0.71,66.74
2010-12-17,80,71.0,,0.71,56.8
2010-12-18,79,71.0,,0.71,56.089999999999996
2010-12-19,72,71.0,,0.71,51.12
2010-12-20,80,71.0,,0.71,56.8
2010-12-21,81,71.0,,0.71,57.51
2010-12-22,93,71.0,,0.71,66.03
2010-12-23,75,71.0,,0.71,53.25
2010-12-24,90,71.0,,0.71,63.9
2010-12-25,94,71.0,,0.71,66.74
2010-12-26,47,71.0,,0.71,33.37
2010-12-27,41,71.0,,0.71,29.11
2010-12-28,27,71.0,,0.71,19.169999999999998
2010-12-29,37,71.0,,0.71,26.27
2010-12-30,37,71.0,,0.71,26.27
2010-12-31,34,71.0,,0.71,24.14
2011-01-01,42,50.0,False,0.5,21.0
2011-01-02,45,50.0,,0.5,22.5
2011-01-03,58,50.0,,0.5,29.0
2011-01-04,73,50.0,,0.5,36.5
2011-01-05,72,50.0,,0.5,36.0
2011-01-06,75,50.0,,0.5,37.5
2011-01-07,59,50.0,,0.5,29.5
2011-01-08,28,50.0,,0.5,14.0
2011-01-09,62,50.0,,0.5,31.0
2011-01-10,66,50.0,,0.5,33.0
2011-01-11,66,50.0,,0.5,33.0
2011-01-12,66,50.0,,0.5,33.0
2011-01-13,66,50.0,,0.5,33.0
2011-01-14,67,50.0,,0.5,33.5
2011-01-15,44,50.0,,0.5,22.0
2011-01-16,51,50.0,,0.5,25.5
2011-01-17,67,50.0,,0.5,33.5
2011-01-18,88,50.0,,0.5,44.0
2011-01-19,89,50.0,,0.5,44.5
2011-01-20,100,50.0,,0.5,50.0
2011-01-21,84,50.0,,0.5,42.0
2011-01-22,51,50.0,,0.5,25.5
2011-01-23,71,50.0,,0.5,35.5
2011-01-24,95,50.0,,0.5,47.5
2011-01-25,73,50.0,,0.5,36.5
2011-01-26,85,50.0,,0.5,42.5
2011-01-27,79,50.0,,0.5,39.5
2011-01-28,79,50.0,,0.5,39.5
2011-01-29,53,50.0,,0.5,26.5
2011-01-30,65,50.0,,0.5,32.5
2011-01-31,100,50.0,,0.5,50.0
2011-02-01,79,55.0,False,0.55,43.45
2011-02-02,88,55.0,,0.55,48.400000000000006
2011-02-03,82,55.0,,0.55,45.1
2011-02-04,79,55.0,,0.55,43.45
2011-02-05,69,55.0,,0.55,37.95
2011-02-06,72,55.0,,0.55,39.6
2011-02-07,90,55.0,,0.55,49.50000000000001
2011-02-08,93,55.0,,0.55,51.150000000000006
2011-02-09,90,55.0,,0.55,49.50000000000001
2011-02-10,94,55.0,,0.55,51.7
2011-02-11,86,55.0,,0.55,47.300000000000004
2011-02-12,83,55.0,,0.55,45.650000000000006
2011-02-13,75,55.0,,0.55,41.25
2011-02-14,100,55.0,,0.55,55.00000000000001
2011-02-15,93,55.0,,0.55,51.150000000000006
2011-02-16,98,55.0,,0.55,53.900000000000006
2011-02-17,87,55.0,,0.55,47.85
2011-02-18,81,55.0,,0.55,44.550000000000004
2011-02-19,64,55.0,,0.55,35.2
2011-02-20,66,55.0,,0.55,36.300000000000004
2011-02-21,88,55.0,,0.55,48.400000000000006
2011-02-22,89,55.0,,0.55,48.95
2011-02-23,99,55.0,,0.55,54.45
2011-02-24,82,55.0,,0.55,45.1
2011-02-25,73,55.0,,0.55,40.150000000000006
2011-02-26,60,55.0,,0.55,33.0
2011-02-27,65,55.0,,0.55,35.75
2011-02-28,81,55.0,,0.55,44.550000000000004
2011-03-01,100,52.0,False,0.52,52.0
2011-03-02,93,52.0,,0.52,48.36
2011-03-03,99,52.0,,0.52,51.480000000000004
2011-03-04,73,52.0,,0.52,37.96
2011-03-05,62,52.0,,0.52,32.24
2011-03-06,89,52.0,,0.52,46.28
2011-03-07,84,52.0,,0.52,43.68
2011-03-08,93,52.0,,0.52,48.36
2011-03-09,94,52.0,,0.52,48.88
2011-03-10,91,52.0,,0.52,47.32
2011-03-11,76,52.0,,0.52,39.52
2011-03-12,60,52.0,,0.52,31.200000000000003
2011-03-13,69,52.0,,0.52,35.88
2011-03-14,85,52.0,,0.52,44.2
2011-03-15,89,52.0,,0.52,46.28
2011-03-16,88,52.0,,0.52,45.760000000000005
2011-03-17,98,52.0,,0.52,50.96
2011-03-18,77,52.0,,0.52,40.04
2011-03-19,57,52.0,,0.52,29.64
2011-03-20,62,52.0,,0.52,32.24
2011-03-21,91,52.0,,0.52,47.32
2011-03-22,85,52.0,,0.52,44.2
2011-03-23,91,52.0,,0.52,47.32
2011-03-24,89,52.0,,0.52,46.28
2011-03-25,87,52.0,,0.52,45.24
2011-03-26,73,52.0,,0.52,37.96
2011-03-27,64,52.0,,0.52,33.28
2011-03-28,91,52.0,,0.52,47.32
2011-03-29,92,52.0,,0.52,47.84
2011-03-30,82,52.0,,0.52,42.64
2011-03-31,88,52.0,,0.52,45.760000000000005
2011-04-01,68,56.0,False,0.56,38.080000000000005
2011-04-02,76,56.0,,0.56,42.56
2011-04-03,56,56.0,,0.56,31.360000000000003
2011-04-04,81,56.0,,0.56,45.36000000000001
2011-04-05,78,56.0,,0.56,43.68000000000001
2011-04-06,91,56.0,,0.56,50.96000000000001
2011-04-07,72,56.0,,0.56,40.32000000000001
2011-04-08,81,56.0,,0.56,45.36000000000001
2011-04-09,36,56.0,,0.56,20.160000000000004
2011-04-10,75,56.0,,0.56,42.00000000000001
2011-04-11,76,56.0,,0.56,42.56
2011-04-12,67,56.0,,0.56,37.52
2011-04-13,91,56.0,,0.56,50.96000000000001
2011-04-14,80,56.0,,0.56,44.800000000000004
2011-04-15,80,56.0,,0.56,44.800000000000004
2011-04-16,65,56.0,,0.56,36.400000000000006
2011-04-17,53,56.0,,0.56,29.680000000000003
2011-04-18,69,56.0,,0.56,38.64
2011-04-19,90,56.0,,0.56,50.400000000000006
2011-04-20,100,56.0,,0.56,56.00000000000001
2011-04-21,67,56.0,,0.56,37.52
2011-04-22,67,56.0,,0.56,37.52
2011-04-23,55,56.0,,0.56,30.800000000000004
2011-04-24,51,56.0,,0.56,28.560000000000002
2011-04-25,91,56.0,,0.56,50.96000000000001
2011-04-26,74,56.0,,0.56,41.440000000000005
2011-04-27,81,56.0,,0.56,45.36000000000001
2011-04-28,87,56.0,,0.56,48.720000000000006
2011-04-29,82,56.0,,0.56,45.92
2011-04-30,64,56.0,,0.56,35.84
2011-05-01,51,56.0,False,0.56,28.560000000000002
2011-05-02,76,56.0,,0.56,42.56
2011-05-03,72,56.0,,0.56,40.32000000000001
2011-05-04,100,56.0,,0.56,56.00000000000001
2011-05-05,88,56.0,,0.56,49.28
2011-05-06,69,56.0,,0.56,38.64
2011-05-07,61,56.0,,0.56,34.160000000000004
2011-05-08,63,56.0,,0.56,35.28
2011-05-09,82,56.0,,0.56,45.92
2011-05-10,78,56.0,,0.56,43.68000000000001
2011-05-11,81,56.0,,0.56,45.36000000000001
2011-05-12,56,56.0,,0.56,31.360000000000003
2011-05-13,63,56.0,,0.56,35.28
2011-05-14,51,56.0,,0.56,28.560000000000002
2011-05-15,48,56.0,,0.56,26.880000000000003
2011-05-16,71,56.0,,0.56,39.760000000000005
2011-05-17,72,56.0,,0.56,40.32000000000001
2011-05-18,69,56.0,,0.56,38.64
2011-05-19,66,56.0,,0.56,36.96
2011-05-20,71,56.0,,0.56,39.760000000000005
2011-05-21,41,56.0,,0.56,22.96
2011-05-22,50,56.0,,0.56,28.000000000000004
2011-05-23,63,56.0,,0.56,35.28
2011-05-24,66,56.0,,0.56,36.96
2011-05-25,77,56.0,,0.56,43.120000000000005
2011-05-26,58,56.0,,0.56,32.480000000000004
2011-05-27,61,56.0,,0.56,34.160000000000004
2011-05-28,40,56.0,,0.56,22.400000000000002
2011-05-29,45,56.0,,0.56,25.200000000000003
2011-05-30,44,56.0,,0.56,24.64
2011-05-31,71,56.0,,0.56,39.760000000000005
2011-06-01,74,44.0,False,0.44,32.56
2011-06-02,79,44.0,,0.44,34.76
2011-06-03,60,44.0,,0.44,26.4
2011-06-04,66,44.0,,0.44,29.04
2011-06-05,82,44.0,,0.44,36.08
2011-06-06,66,44.0,,0.44,29.04
2011-06-07,100,44.0,,0.44,44.0
2011-06-08,83,44.0,,0.44,36.52
2011-06-09,74,44.0,,0.44,32.56
2011-06-10,62,44.0,,0.44,27.28
2011-06-11,65,44.0,,0.44,28.6
2011-06-12,48,44.0,,0.44,21.12
2011-06-13,84,44.0,,0.44,36.96
2011-06-14,70,44.0,,0.44,30.8
2011-06-15,64,44.0,,0.44,28.16
2011-06-16,72,44.0,,0.44,31.68
2011-06-17,54,44.0,,0.44,23.76
2011-06-18,61,44.0,,0.44,26.84
2011-06-19,65,44.0,,0.44,28.6
2011-06-20,61,44.0,,0.44,26.84
2011-06-21,71,44.0,,0.44,31.24
2011-06-22,61,44.0,,0.44,26.84
2011-06-23,72,44.0,,0.44,31.68
2011-06-24,53,44.0,,0.44,23.32
2011-06-25,45,44.0,,0.44,19.8
2011-06-26,55,44.0,,0.44,24.2
2011-06-27,73,44.0,,0.44,32.12
2011-06-28,57,44.0,,0.44,25.080000000000002
2011-06-29,48,44.0,,0.44,21.12
2011-06-30,48,44.0,,0.44,21.12
2011-07-01,81,38.0,False,0.38,30.78
2011-07-02,40,38.0,,0.38,15.2
2011-07-03,63,38.0,,0.38,23.94
2011-07-04,76,38.0,,0.38,28.88
2011-07-05,61,38.0,,0.38,23.18
2011-07-06,71,38.0,,0.38,26.98
2011-07-07,68,38.0,,0.38,25.84
2011-07-08,66,38.0,,0.38,25.080000000000002
2011-07-09,58,38.0,,0.38,22.04
2011-07-10,53,38.0,,0.38,20.14
2011-07-11,73,38.0,,0.38,27.740000000000002
2011-07-12,69,38.0,,0.38,26.22
2011-07-13,64,38.0,,0.38,24.32
2011-07-14,67,38.0,,0.38,25.46
2011-07-15,56,38.0,,0.38,21.28
2011-07-16,60,38.0,,0.38,22.8
2011-07-17,55,38.0,,0.38,20.9
2011-07-18,68,38.0,,0.38,25.84
2011-07-19,70,38.0,,0.38,26.6
2011-07-20,70,38.0,,0.38,26.6
2011-07-21,88,38.0,,0.38,33.44
2011-07-22,55,38.0,,0.38,20.9
2011-07-23,55,38.0,,0.38,20.9
2011-07-24,54,38.0,,0.38,20.52
2011-07-25,61,38.0,,0.38,23.18
2011-07-26,76,38.0,,0.38,28.88
2011-07-27,61,38.0,,0.38,23.18
2011-07-28,79,38.0,,0.38,30.02
2011-07-29,44,38.0,,0.38,16.72
2011-07-30,100,38.0,,0.38,38.0
2011-07-31,77,38.0,,0.38,29.26
2011-08-01,63,40.0,False,0.4,25.200000000000003
2011-08-02,61,40.0,,0.4,24.400000000000002
2011-08-03,61,40.0,,0.4,24.400000000000002
2011-08-04,64,40.0,,0.4,25.6
2011-08-05,69,40.0,,0.4,27.6
2011-08-06,62,40.0,,0.4,24.8
2011-08-07,59,40.0,,0.4,23.6
2011-08-08,55,40.0,,0.4,22.0
2011-08-09,66,40.0,,0.4,26.400000000000002
2011-08-10,66,40.0,,0.4,26.400000000000002
2011-08-11,58,40.0,,0.4,23.200000000000003
2011-08-12,56,40.0,,0.4,22.400000000000002
2011-08-13,56,40.0,,0.4,22.400000000000002
2011-08-14,53,40.0,,0.4,21.200000000000003
2011-08-15,64,40.0,,0.4,25.6
2011-08-16,73,40.0,,0.4,29.200000000000003
2011-08-17,78,40.0,,0.4,31.200000000000003
2011-08-18,66,40.0,,0.4,26.400000000000002
2011-08-19,52,40.0,,0.4,20.8
2011-08-20,55,40.0,,0.4,22.0
