date,present_unscaled,present_monthly,isPartial,scale,present
2019-10-22,87,70.0,,0.7,60.9
2019-10-23,93,70.0,,0.7,65.1
2019-10-24,90,70.0,,0.7,62.99999999999999
2019-10-25,74,70.0,,0.7,51.8
2019-10-26,54,70.0,,0.7,37.8
2019-10-27,55,70.0,,0.7,38.5
2019-10-28,81,70.0,,0.7,56.699999999999996
2019-10-29,98,70.0,,0.7,68.6
2019-10-30,87,70.0,,0.7,60.9
2019-10-31,80,70.0,,0.7,56.0
2019-11-01,58,72.0,False,0.72,41.76
2019-11-02,52,72.0,,0.72,37.44
2019-11-03,63,72.0,,0.72,45.36
2019-11-04,91,72.0,,0.72,65.52
2019-11-05,80,72.0,,0.72,57.599999999999994
2019-11-06,80,72.0,,0.72,57.599999999999994
2019-11-07,84,72.0,,0.72,60.48
2019-11-08,76,72.0,,0.72,54.72
2019-11-09,57,72.0,,0.72,41.04
2019-11-10,62,72.0,,0.72,44.64
2019-11-11,81,72.0,,0.72,58.32
2019-11-12,100,72.0,,0.72,72.0
2019-11-13,91,72.0,,0.72,65.52
2019-11-14,90,72.0,,0.72,64.8
2019-11-15,74,72.0,,0.72,53.28
2019-11-16,58,72.0,,0.72,41.76
2019-11-17,75,72.0,,0.72,54.0
2019-11-18,87,72.0,,0.72,62.64
2019-11-19,89,72.0,,0.72,64.08
2019-11-20,92,72.0,,0.72,66.24
2019-11-21,97,72.0,,0.72,69.84
2019-11-22,83,72.0,,0.72,59.76
2019-11-23,61,72.0,,0.72,43.92
2019-11-24,61,72.0,,0.72,43.92
2019-11-25,81,72.0,,0.72,58.32
2019-11-26,78,72.0,,0.72,56.16
2019-11-27,60,72.0,,0.72,43.199999999999996
2019-11-28,55,72.0,,0.72,39.6
2019-11-29,52,72.0,,0.72,37.44
2019-11-30,58,72.0,,0.72,41.76
2019-12-01,31,97.0,False,0.97,30.07
2019-12-02,45,97.0,,0.97,43.65
2019-12-03,45,97.0,,0.97,43.65
2019-12-04,52,97.0,,0.97,50.44
2019-12-05,43,97.0,,0.97,41.71
2019-12-06,49,97.0,,0.97,47.53
2019-12-07,34,97.0,,0.97,32.98
2019-12-08,39,97.0,,0.97,37.83
2019-12-09,52,97.0,,0.97,50.44
2019-12-10,62,97.0,,0.97,60.14
2019-12-11,57,97.0,,0.97,55.29
2019-12-12,53,97.0,,0.97,51.41
2019-12-13,52,97.0,,0.97,50.44
2019-12-14,37,97.0,,0.97,35.89
2019-12-15,40,97.0,,0.97,38.8
2019-12-16,61,97.0,,0.97,59.17
2019-12-17,58,97.0,,0.97,56.26
2019-12-18,57,97.0,,0.97,55.29
2019-12-19,100,97.0,,0.97,97.0
2019-12-20,57,97.0,,0.97,55.29
2019-12-21,50,97.0,,0.97,48.5
2019-12-22,44,97.0,,0.97,42.68
2019-12-23,50,97.0,,0.97,48.5
2019-12-24,52,97.0,,0.97,50.44
2019-12-25,60,97.0,,0.97,58.199999999999996
2019-12-26,39,97.0,,0.97,37.83
2019-12-27,26,97.0,,0.97,25.22
2019-12-28,23,97.0,,0.97,22.31
2019-12-29,20,97.0,,0.97,19.4
2019-12-30,18,97.0,,0.97,17.46
2019-12-31,25,97.0,,0.97,24.25
2020-01-01,52,59.0,False,0.59,30.68
2020-01-02,55,59.0,,0.59,32.449999999999996
2020-01-03,64,59.0,,0.59,37.76
2020-01-04,51,59.0,,0.59,30.09
2020-01-05,49,59.0,,0.59,28.91
2020-01-06,72,59.0,,0.59,42.48
2020-01-07,75,59.0,,0.59,44.25
2020-01-08,81,59.0,,0.59,47.79
2020-01-09,86,59.0,,0.59,50.739999999999995
2020-01-10,77,59.0,,0.59,45.43
2020-01-11,51,59.0,,0.59,30.09
2020-01-12,51,59.0,,0.59,30.09
2020-01-13,89,59.0,,0.59,52.51
2020-01-14,92,59.0,,0.59,54.279999999999994
2020-01-15,85,59.0,,0.59,50.15
2020-01-16,81,59.0,,0.59,47.79
2020-01-17,81,59.0,,0.59,47.79
2020-01-18,54,59.0,,0.59,31.86
2020-01-19,55,59.0,,0.59,32.449999999999996
2020-01-20,57,59.0,,0.59,33.629999999999995
2020-01-21,88,59.0,,0.59,51.919999999999995
2020-01-22,93,59.0,,0.59,54.87
2020-01-23,92,59.0,,0.59,54.279999999999994
2020-01-24,89,59.0,,0.59,52.51
2020-01-25,62,59.0,,0.59,36.58
2020-01-26,63,59.0,,0.59,37.169999999999995
2020-01-27,100,59.0,,0.59,59.0
2020-01-28,94,59.0,,0.59,55.459999999999994
2020-01-29,100,59.0,,0.59,59.0
2020-01-30,95,59.0,,0.59,56.05
2020-01-31,91,59.0,,0.59,53.69
2020-02-01,53,69.0,False,0.69,36.57
2020-02-02,51,69.0,,0.69,35.19
2020-02-03,75,69.0,,0.69,51.74999999999999
2020-02-04,89,69.0,,0.69,61.41
2020-02-05,89,69.0,,0.69,61.41
2020-02-06,84,69.0,,0.69,57.959999999999994
2020-02-07,74,69.0,,0.69,51.059999999999995
2020-02-08,55,69.0,,0.69,37.949999999999996
2020-02-09,65,69.0,,0.69,44.849999999999994
2020-02-10,89,69.0,,0.69,61.41
2020-02-11,90,69.0,,0.69,62.099999999999994
2020-02-12,95,69.0,,0.69,65.55
2020-02-13,82,69.0,,0.69,56.58
2020-02-14,83,69.0,,0.69,57.269999999999996
2020-02-15,49,69.0,,0.69,33.809999999999995
2020-02-16,56,69.0,,0.69,38.64
2020-02-17,71,69.0,,0.69,48.989999999999995
2020-02-18,85,69.0,,0.69,58.65
2020-02-19,100,69.0,,0.69,69.0
2020-02-20,91,69.0,,0.69,62.78999999999999
2020-02-21,79,69.0,,0.69,54.51
2020-02-22,59,69.0,,0.69,40.709999999999994
2020-02-23,52,69.0,,0.69,35.879999999999995
2020-02-24,93,69.0,,0.69,64.17
2020-02-25,89,69.0,,0.69,61.41
2020-02-26,86,69.0,,0.69,59.339999999999996
2020-02-27,89,69.0,,0.69,61.41
2020-02-28,72,69.0,,0.69,49.67999999999999
2020-02-29,49,69.0,,0.69,33.809999999999995
2020-03-01,61,67.0,False,0.67,40.870000000000005
2020-03-02,88,67.0,,0.67,58.96
2020-03-03,93,67.0,,0.67,62.31
2020-03-04,94,67.0,,0.67,62.980000000000004
2020-03-05,88,67.0,,0.67,58.96
2020-03-06,83,67.0,,0.67,55.61000000000001
2020-03-07,51,67.0,,0.67,34.17
2020-03-08,59,67.0,,0.67,39.53
2020-03-09,85,67.0,,0.67,56.95
2020-03-10,88,67.0,,0.67,58.96
2020-03-11,80,67.0,,0.67,53.6
2020-03-12,69,67.0,,0.67,46.230000000000004
2020-03-13,63,67.0,,0.67,42.21
2020-03-14,52,67.0,,0.67,34.84
2020-03-15,52,67.0,,0.67,34.84
2020-03-16,64,67.0,,0.67,42.88
2020-03-17,69,67.0,,0.67,46.230000000000004
2020-03-18,71,67.0,,0.67,47.57
2020-03-19,73,67.0,,0.67,48.910000000000004
2020-03-20,80,67.0,,0.67,53.6
2020-03-21,69,67.0,,0.67,46.230000000000004
2020-03-22,62,67.0,,0.67,41.54
2020-03-23,90,67.0,,0.67,60.300000000000004
2020-03-24,90,67.0,,0.67,60.300000000000004
2020-03-25,85,67.0,,0.67,56.95
2020-03-26,96,67.0,,0.67,64.32000000000001
2020-03-27,86,67.0,,0.67,57.620000000000005
2020-03-28,57,67.0,,0.67,38.190000000000005
2020-03-29,69,67.0,,0.67,46.230000000000004
2020-03-30,100,67.0,,0.67,67.0
2020-03-31,97,67.0,,0.67,64.99000000000001
2020-04-01,82,80.0,False,0.8,65.60000000000001
2020-04-02,84,80.0,,0.8,67.2
2020-04-03,72,80.0,,0.8,57.6
2020-04-04,63,80.0,,0.8,50.400000000000006
2020-04-05,56,80.0,,0.8,44.800000000000004
2020-04-06,91,80.0,,0.8,72.8
2020-04-07,86,80.0,,0.8,68.8
2020-04-08,77,80.0,,0.8,61.6
2020-04-09,76,80.0,,0.8,60.800000000000004
2020-04-10,68,80.0,,0.8,54.400000000000006
2020-04-11,53,80.0,,0.8,42.400000000000006
2020-04-12,61,80.0,,0.8,48.800000000000004
2020-04-13,78,80.0,,0.8,62.400000000000006
2020-04-14,86,80.0,,0.8,68.8
2020-04-15,80,80.0,,0.8,64.0
2020-04-16,72,80.0,,0.8,57.6
2020-04-17,76,80.0,,0.8,60.800000000000004
2020-04-18,58,80.0,,0.8,46.400000000000006
2020-04-19,66,80.0,,0.8,52.800000000000004
2020-04-20,86,80.0,,0.8,68.8
2020-04-21,92,80.0,,0.8,73.60000000000001
2020-04-22,87,80.0,,0.8,69.60000000000001
2020-04-23,87,80.0,,0.8,69.60000000000001
2020-04-24,79,80.0,,0.8,63.2
2020-04-25,62,80.0,,0.8,49.6
2020-04-26,62,80.0,,0.8,49.6
2020-04-27,91,80.0,,0.8,72.8
2020-04-28,88,80.0,,0.8,70.4
2020-04-29,100,80.0,,0.8,80.0
2020-04-30,95,80.0,,0.8,76.0
2020-05-01,81,68.0,False,0.68,55.080000000000005
2020-05-02,56,68.0,,0.68,38.080000000000005
2020-05-03,64,68.0,,0.68,43.52
2020-05-04,100,68.0,,0.68,68.0
2020-05-05,88,68.0,,0.68,59.84
2020-05-06,90,68.0,,0.68,61.2
2020-05-07,84,68.0,,0.68,57.120000000000005
2020-05-08,77,68.0,,0.68,52.36000000000001
2020-05-09,53,68.0,,0.68,36.04
2020-05-10,50,68.0,,0.68,34.0
2020-05-11,86,68.0,,0.68,58.480000000000004
2020-05-12,84,68.0,,0.68,57.120000000000005
2020-05-13,78,68.0,,0.68,53.040000000000006
2020-05-14,78,68.0,,0.68,53.040000000000006
2020-05-15,81,68.0,,0.68,55.080000000000005
2020-05-16,54,68.0,,0.68,36.720000000000006
2020-05-17,44,68.0,,0.68,29.92
2020-05-18,73,68.0,,0.68,49.64
2020-05-19,65,68.0,,0.68,44.2
2020-05-20,71,68.0,,0.68,48.28
2020-05-21,66,68.0,,0.68,44.88
2020-05-22,56,68.0,,0.68,38.080000000000005
2020-05-23,43,68.0,,0.68,29.240000000000002
2020-05-24,47,68.0,,0.68,31.96
2020-05-25,45,68.0,,0.68,30.6
2020-05-26,66,68.0,,0.68,44.88
2020-05-27,67,68.0,,0.68,45.56
2020-05-28,65,68.0,,0.68,44.2
2020-05-29,62,68.0,,0.68,42.160000000000004
2020-05-30,49,68.0,,0.68,33.32
2020-05-31,46,68.0,,0.68,31.28
2020-06-01,88,53.0,False,0.53,46.64
2020-06-02,84,53.0,,0.53,44.52
2020-06-03,84,53.0,,0.53,44.52
2020-06-04,81,53.0,,0.53,42.93
2020-06-05,86,53.0,,0.53,45.580000000000005
2020-06-06,74,53.0,,0.53,39.22
2020-06-07,72,53.0,,0.53,38.160000000000004
2020-06-08,88,53.0,,0.53,46.64
2020-06-09,86,53.0,,0.53,45.580000000000005
2020-06-10,80,53.0,,0.53,42.400000000000006
2020-06-11,90,53.0,,0.53,47.7
2020-06-12,90,53.0,,0.53,47.7
2020-06-13,78,53.0,,0.53,41.34
2020-06-14,84,53.0,,0.53,44.52
2020-06-15,80,53.0,,0.53,42.400000000000006
2020-06-16,87,53.0,,0.53,46.11
2020-06-17,100,53.0,,0.53,53.0
2020-06-18,87,53.0,,0.53,46.11
2020-06-19,83,53.0,,0.53,43.99
2020-06-20,72,53.0,,0.53,38.160000000000004
2020-06-21,85,53.0,,0.53,45.050000000000004
2020-06-22,69,53.0,,0.53,36.57
2020-06-23,81,53.0,,0.53,42.93
2020-06-24,91,53.0,,0.53,48.230000000000004
2020-06-25,92,53.0,,0.53,48.760000000000005
2020-06-26,77,53.0,,0.53,40.81
2020-06-27,71,53.0,,0.53,37.63
2020-06-28,64,53.0,,0.53,33.92
2020-06-29,88,53.0,,0.53,46.64
2020-06-30,73,53.0,,0.53,38.690000000000005
2020-07-01,91,49.0,False,0.49,44.589999999999996
2020-07-02,98,49.0,,0.49,48.019999999999996
2020-07-03,77,49.0,,0.49,37.73
2020-07-04,64,49.0,,0.49,31.36
2020-07-05,77,49.0,,0.49,37.73
2020-07-06,95,49.0,,0.49,46.55
2020-07-07,85,49.0,,0.49,41.65
2020-07-08,96,49.0,,0.49,47.04
2020-07-09,96,49.0,,0.49,47.04
2020-07-10,84,49.0,,0.49,41.16
2020-07-11,86,49.0,,0.49,42.14
2020-07-12,99,49.0,,0.49,48.51
2020-07-13,100,49.0,,0.49,49.0
2020-07-14,93,49.0,,0.49,45.57
2020-07-15,83,49.0,,0.49,40.67
2020-07-16,81,49.0,,0.49,39.69
2020-07-17,82,49.0,,0.49,40.18
2020-07-18,77,49.0,,0.49,37.73
2020-07-19,87,49.0,,0.49,42.63
2020-07-20,90,49.0,,0.49,44.1
2020-07-21,89,49.0,,0.49,43.61
2020-07-22,92,49.0,,0.49,45.08
2020-07-23,87,49.0,,0.49,42.63
2020-07-24,81,49.0,,0.49,39.69
2020-07-25,76,49.0,,0.49,37.24
2020-07-26,84,49.0,,0.49,41.16
2020-07-27,93,49.0,,0.49,45.57
2020-07-28,98,49.0,,0.49,48.019999999999996
2020-07-29,89,49.0,,0.49,43.61
2020-07-30,90,49.0,,0.49,44.1
2020-07-31,89,49.0,,0.49,43.61
2020-08-01,61,55.0,False,0.55,33.550000000000004
2020-08-02,58,55.0,,0.55,31.900000000000002
2020-08-03,57,55.0,,0.55,31.35
2020-08-04,55,55.0,,0.55,30.250000000000004
2020-08-05,55,55.0,,0.55,30.250000000000004
2020-08-06,54,55.0,,0.55,29.700000000000003
2020-08-07,53,55.0,,0.55,29.150000000000002
2020-08-08,44,55.0,,0.55,24.200000000000003
2020-08-09,50,55.0,,0.55,27.500000000000004
2020-08-10,55,55.0,,0.55,30.250000000000004
2020-08-11,62,55.0,,0.55,34.1
2020-08-12,59,55.0,,0.55,32.45
2020-08-13,56,55.0,,0.55,30.800000000000004
2020-08-14,55,55.0,,0.55,30.250000000000004
2020-08-15,46,55.0,,0.55,25.3
2020-08-16,46,55.0,,0.55,25.3
2020-08-17,68,55.0,,0.55,37.400000000000006
2020-08-18,64,55.0,,0.55,35.2
2020-08-19,69,55.0,,0.55,37.95
2020-08-20,66,55.0,,0.55,36.300000000000004
2020-08-21,68,55.0,,0.55,37.400000000000006
2020-08-22,49,55.0,,0.55,26.950000000000003
2020-08-23,58,55.0,,0.55,31.900000000000002
2020-08-24,71,55.0,,0.55,39.050000000000004
2020-08-25,81,55.0,,0.55,44.550000000000004
2020-08-26,89,55.0,,0.55,48.95
2020-08-27,90,55.0,,0.55,49.50000000000001
2020-08-28,90,55.0,,0.55,49.50000000000001
2020-08-29,49,55.0,,0.55,26.950000000000003
2020-08-30,64,55.0,,0.55,35.2
2020-08-31,100,55.0,,0.55,55.00000000000001
2020-09-01,71,86.0,False,0.86,61.06
2020-09-02,80,86.0,,0.86,68.8
2020-09-03,80,86.0,,0.86,68.8
2020-09-04,73,86.0,,0.86,62.78
2020-09-05,43,86.0,,0.86,36.98
2020-09-06,56,86.0,,0.86,48.16
2020-09-07,57,86.0,,0.86,49.019999999999996
2020-09-08,77,86.0,,0.86,66.22
2020-09-09,85,86.0,,0.86,73.1
2020-09-10,85,86.0,,0.86,73.1
2020-09-11,88,86.0,,0.86,75.67999999999999
2020-09-12,49,86.0,,0.86,42.14
2020-09-13,61,86.0,,0.86,52.46
2020-09-14,87,86.0,,0.86,74.82
2020-09-15,92,86.0,,0.86,79.12
2020-09-16,88,86.0,,0.86,75.67999999999999
2020-09-17,97,86.0,,0.86,83.42
2020-09-18,80,86.0,,0.86,68.8
2020-09-19,56,86.0,,0.86,48.16
2020-09-20,64,86.0,,0.86,55.04
2020-09-21,100,86.0,,0.86,86.0
2020-09-22,92,86.0,,0.86,79.12
2020-09-23,98,86.0,,0.86,84.28
2020-09-24,91,86.0,,0.86,78.26
2020-09-25,86,86.0,,0.86,73.96
2020-09-26,53,86.0,,0.86,45.58
2020-09-27,58,86.0,,0.86,49.88
2020-09-28,89,86.0,,0.86,76.53999999999999
2020-09-29,90,86.0,,0.86,77.4
2020-09-30,83,86.0,,0.86,71.38
2020-10-01,96,80.0,False,0.8,76.80000000000001
2020-10-02,93,80.0,,0.8,74.4
2020-10-03,60,80.0,,0.8,48.0
2020-10-04,61,80.0,,0.8,48.800000000000004
2020-10-05,96,80.0,,0.8,76.80000000000001
2020-10-06,95,80.0,,0.8,76.0
2020-10-07,100,80.0,,0.8,80.0
2020-10-08,93,80.0,,0.8,74.4
2020-10-09,75,80.0,,0.8,60.0
2020-10-10,57,80.0,,0.8,45.6
2020-10-11,57,80.0,,0.8,45.6
2020-10-12,81,80.0,,0.8,64.8
2020-10-13,80,80.0,,0.8,64.0
2020-10-14,85,80.0,,0.8,68.0
2020-10-15,91,80.0,,0.8,72.8
2020-10-16,92,80.0,,0.8,73.60000000000001
2020-10-17,59,80.0,,0.8,47.2
2020-10-18,60,80.0,,0.8,48.0
2020-10-19,91,80.0,,0.8,72.8
2020-10-20,85,80.0,,0.8,68.0
2020-10-21,83,80.0,,0.8,66.4
2020-10-22,85,80.0,,0.8,68.0
2020-10-23,82,80.0,,0.8,65.60000000000001
2020-10-24,57,80.0,,0.8,45.6
2020-10-25,58,80.0,,0.8,46.400000000000006
2020-10-26,89,80.0,,0.8,71.2
2020-10-27,84,80.0,,0.8,67.2
2020-10-28,89,80.0,,0.8,71.2
2020-10-29,88,80.0,,0.8,70.4
2020-10-30,77,80.0,,0.8,61.6
2020-10-31,52,80.0,,0.8,41.6
2020-11-01,64,77.0,True,0.77,49.28
2020-11-02,83,77.0,,0.77,63.910000000000004
2020-11-03,87,77.0,,0.77,66.99
2020-11-04,67,77.0,,0.77,51.59
2020-11-05,74,77.0,,0.77,56.980000000000004
2020-11-06,78,77.0,,0.77,60.06
2020-11-07,58,77.0,,0.77,44.660000000000004
2020-11-08,70,77.0,,0.77,53.9
2020-11-09,91,77.0,,0.77,70.07000000000001
2020-11-10,91,77.0,,0.77,70.07000000000001
2020-11-11,90,77.0,,0.77,69.3
2020-11-12,93,77.0,,0.77,71.61
2020-11-13,88,77.0,,0.77,67.76
2020-11-14,66,77.0,,0.77,50.82
2020-11-15,72,77.0,,0.77,55.44
2020-11-16,100,77.0,,0.77,77.0
2020-11-17,99,77.0,,0.77,76.23
2020-11-18,95,77.0,,0.77,73.15
2020-11-19,97,77.0,,0.77,74.69
2020-11-20,93,77.0,,0.77,71.61
2020-11-21,71,77.0,,0.77,54.67
2020-11-22,72,77.0,,0.77,55.44
2020-11-23,87,77.0,,0.77,66.99
2020-11-24,91,77.0,,0.77,70.07000000000001
2020-11-25,63,77.0,,0.77,48.51
2020-11-26,55,77.0,,0.77,42.35
2020-11-27,57,77.0,,0.77,43.89
2020-11-28,59,77.0,,0.77,45.43
