date,housing_unscaled,housing_monthly,isPartial,scale,housing
2013-05-07,100,85.0,,0.85,85.0
2013-05-08,92,85.0,,0.85,78.2
2013-05-09,93,85.0,,0.85,79.05
2013-05-10,79,85.0,,0.85,67.14999999999999
2013-05-11,53,85.0,,0.85,45.05
2013-05-12,58,85.0,,0.85,49.3
2013-05-13,92,85.0,,0.85,78.2
2013-05-14,94,85.0,,0.85,79.89999999999999
2013-05-15,93,85.0,,0.85,79.05
2013-05-16,91,85.0,,0.85,77.35
2013-05-17,85,85.0,,0.85,72.25
2013-05-18,58,85.0,,0.85,49.3
2013-05-19,60,85.0,,0.85,51.0
2013-05-20,92,85.0,,0.85,78.2
2013-05-21,97,85.0,,0.85,82.45
2013-05-22,88,85.0,,0.85,74.8
2013-05-23,88,85.0,,0.85,74.8
2013-05-24,79,85.0,,0.85,67.14999999999999
2013-05-25,60,85.0,,0.85,51.0
2013-05-26,53,85.0,,0.85,45.05
2013-05-27,58,85.0,,0.85,49.3
2013-05-28,98,85.0,,0.85,83.3
2013-05-29,100,85.0,,0.85,85.0
2013-05-30,94,85.0,,0.85,79.89999999999999
2013-05-31,87,85.0,,0.85,73.95
2013-06-01,65,83.0,False,0.83,53.949999999999996
2013-06-02,65,83.0,,0.83,53.949999999999996
2013-06-03,99,83.0,,0.83,82.17
2013-06-04,98,83.0,,0.83,81.33999999999999
2013-06-05,94,83.0,,0.83,78.02
2013-06-06,92,83.0,,0.83,76.36
2013-06-07,81,83.0,,0.83,67.22999999999999
2013-06-08,58,83.0,,0.83,48.14
2013-06-09,57,83.0,,0.83,47.309999999999995
2013-06-10,97,83.0,,0.83,80.50999999999999
2013-06-11,99,83.0,,0.83,82.17
2013-06-12,88,83.0,,0.83,73.03999999999999
2013-06-13,86,83.0,,0.83,71.38
2013-06-14,84,83.0,,0.83,69.72
2013-06-15,60,83.0,,0.83,49.8
2013-06-16,56,83.0,,0.83,46.48
2013-06-17,100,83.0,,0.83,83.0
2013-06-18,97,83.0,,0.83,80.50999999999999
2013-06-19,94,83.0,,0.83,78.02
2013-06-20,87,83.0,,0.83,72.21
2013-06-21,81,83.0,,0.83,67.22999999999999
2013-06-22,62,83.0,,0.83,51.46
2013-06-23,63,83.0,,0.83,52.29
2013-06-24,93,83.0,,0.83,77.19
2013-06-25,91,83.0,,0.83,75.53
2013-06-26,90,83.0,,0.83,74.7
2013-06-27,87,83.0,,0.83,72.21
2013-06-28,88,83.0,,0.83,73.03999999999999
2013-06-29,60,83.0,,0.83,49.8
2013-06-30,61,83.0,,0.83,50.629999999999995
2013-07-01,85,85.0,False,0.85,72.25
2013-07-02,91,85.0,,0.85,77.35
2013-07-03,82,85.0,,0.85,69.7
2013-07-04,54,85.0,,0.85,45.9
2013-07-05,70,85.0,,0.85,59.5
2013-07-06,54,85.0,,0.85,45.9
2013-07-07,60,85.0,,0.85,51.0
2013-07-08,100,85.0,,0.85,85.0
2013-07-09,94,85.0,,0.85,79.89999999999999
2013-07-10,96,85.0,,0.85,81.6
2013-07-11,93,85.0,,0.85,79.05
2013-07-12,76,85.0,,0.85,64.6
2013-07-13,59,85.0,,0.85,50.15
2013-07-14,59,85.0,,0.85,50.15
2013-07-15,90,85.0,,0.85,76.5
2013-07-16,96,85.0,,0.85,81.6
2013-07-17,86,85.0,,0.85,73.1
2013-07-18,87,85.0,,0.85,73.95
2013-07-19,81,85.0,,0.85,68.85
2013-07-20,57,85.0,,0.85,48.449999999999996
2013-07-21,59,85.0,,0.85,50.15
2013-07-22,98,85.0,,0.85,83.3
2013-07-23,98,85.0,,0.85,83.3
2013-07-24,93,85.0,,0.85,79.05
2013-07-25,94,85.0,,0.85,79.89999999999999
2013-07-26,78,85.0,,0.85,66.3
2013-07-27,64,85.0,,0.85,54.4
2013-07-28,58,85.0,,0.85,49.3
2013-07-29,94,85.0,,0.85,79.89999999999999
2013-07-30,97,85.0,,0.85,82.45
2013-07-31,94,85.0,,0.85,79.89999999999999
2013-08-01,91,91.0,False,0.91,82.81
2013-08-02,82,91.0,,0.91,74.62
2013-08-03,59,91.0,,0.91,53.690000000000005
2013-08-04,59,91.0,,0.91,53.690000000000005
2013-08-05,93,91.0,,0.91,84.63000000000001
2013-08-06,93,91.0,,0.91,84.63000000000001
2013-08-07,90,91.0,,0.91,81.9
2013-08-08,90,91.0,,0.91,81.9
2013-08-09,77,91.0,,0.91,70.07000000000001
2013-08-10,63,91.0,,0.91,57.330000000000005
2013-08-11,60,91.0,,0.91,54.6
2013-08-12,100,91.0,,0.91,91.0
2013-08-13,98,91.0,,0.91,89.18
2013-08-14,95,91.0,,0.91,86.45
2013-08-15,95,91.0,,0.91,86.45
2013-08-16,86,91.0,,0.91,78.26
2013-08-17,64,91.0,,0.91,58.24
2013-08-18,63,91.0,,0.91,57.330000000000005
2013-08-19,95,91.0,,0.91,86.45
2013-08-20,91,91.0,,0.91,82.81
2013-08-21,93,91.0,,0.91,84.63000000000001
2013-08-22,87,91.0,,0.91,79.17
2013-08-23,82,91.0,,0.91,74.62
2013-08-24,64,91.0,,0.91,58.24
2013-08-25,61,91.0,,0.91,55.510000000000005
2013-08-26,85,91.0,,0.91,77.35000000000001
2013-08-27,86,91.0,,0.91,78.26
2013-08-28,91,91.0,,0.91,82.81
2013-08-29,82,91.0,,0.91,74.62
2013-08-30,74,91.0,,0.91,67.34
2013-08-31,53,91.0,,0.91,48.230000000000004
2013-09-01,60,77.0,False,0.77,46.2
2013-09-02,68,77.0,,0.77,52.36
2013-09-03,94,77.0,,0.77,72.38
2013-09-04,96,77.0,,0.77,73.92
2013-09-05,92,77.0,,0.77,70.84
2013-09-06,88,77.0,,0.77,67.76
2013-09-07,63,77.0,,0.77,48.51
2013-09-08,62,77.0,,0.77,47.74
2013-09-09,100,77.0,,0.77,77.0
2013-09-10,93,77.0,,0.77,71.61
2013-09-11,90,77.0,,0.77,69.3
2013-09-12,93,77.0,,0.77,71.61
2013-09-13,85,77.0,,0.77,65.45
2013-09-14,62,77.0,,0.77,47.74
2013-09-15,57,77.0,,0.77,43.89
2013-09-16,94,77.0,,0.77,72.38
2013-09-17,90,77.0,,0.77,69.3
2013-09-18,87,77.0,,0.77,66.99
2013-09-19,89,77.0,,0.77,68.53
2013-09-20,83,77.0,,0.77,63.910000000000004
2013-09-21,59,77.0,,0.77,45.43
2013-09-22,58,77.0,,0.77,44.660000000000004
2013-09-23,92,77.0,,0.77,70.84
2013-09-24,98,77.0,,0.77,75.46000000000001
2013-09-25,97,77.0,,0.77,74.69
2013-09-26,86,77.0,,0.77,66.22
2013-09-27,77,77.0,,0.77,59.29
2013-09-28,57,77.0,,0.77,43.89
2013-09-29,57,77.0,,0.77,43.89
2013-09-30,93,77.0,,0.77,71.61
2013-10-01,92,75.0,False,0.75,69.0
2013-10-02,89,75.0,,0.75,66.75
2013-10-03,87,75.0,,0.75,65.25
2013-10-04,77,75.0,,0.75,57.75
2013-10-05,56,75.0,,0.75,42.0
2013-10-06,56,75.0,,0.75,42.0
2013-10-07,91,75.0,,0.75,68.25
2013-10-08,99,75.0,,0.75,74.25
2013-10-09,86,75.0,,0.75,64.5
2013-10-10,90,75.0,,0.75,67.5
2013-10-11,78,75.0,,0.75,58.5
2013-10-12,55,75.0,,0.75,41.25
2013-10-13,56,75.0,,0.75,42.0
2013-10-14,85,75.0,,0.75,63.75
2013-10-15,88,75.0,,0.75,66.0
2013-10-16,84,75.0,,0.75,63.0
2013-10-17,80,75.0,,0.75,60.0
2013-10-18,78,75.0,,0.75,58.5
2013-10-19,60,75.0,,0.75,45.0
2013-10-20,58,75.0,,0.75,43.5
2013-10-21,82,75.0,,0.75,61.5
2013-10-22,89,75.0,,0.75,66.75
2013-10-23,85,75.0,,0.75,63.75
2013-10-24,79,75.0,,0.75,59.25
2013-10-25,72,75.0,,0.75,54.0
2013-10-26,57,75.0,,0.75,42.75
2013-10-27,56,75.0,,0.75,42.0
2013-10-28,100,75.0,,0.75,75.0
2013-10-29,84,75.0,,0.75,63.0
2013-10-30,83,75.0,,0.75,62.25
2013-10-31,81,75.0,,0.75,60.75
2013-11-01,77,69.0,False,0.69,53.129999999999995
2013-11-02,57,69.0,,0.69,39.33
2013-11-03,60,69.0,,0.69,41.4
2013-11-04,100,69.0,,0.69,69.0
2013-11-05,89,69.0,,0.69,61.41
2013-11-06,98,69.0,,0.69,67.61999999999999
2013-11-07,95,69.0,,0.69,65.55
2013-11-08,84,69.0,,0.69,57.959999999999994
2013-11-09,52,69.0,,0.69,35.879999999999995
2013-11-10,59,69.0,,0.69,40.709999999999994
2013-11-11,79,69.0,,0.69,54.51
2013-11-12,87,69.0,,0.69,60.029999999999994
2013-11-13,92,69.0,,0.69,63.48
2013-11-14,91,69.0,,0.69,62.78999999999999
2013-11-15,87,69.0,,0.69,60.029999999999994
2013-11-16,53,69.0,,0.69,36.57
2013-11-17,56,69.0,,0.69,38.64
2013-11-18,100,69.0,,0.69,69.0
2013-11-19,91,69.0,,0.69,62.78999999999999
2013-11-20,85,69.0,,0.69,58.65
2013-11-21,86,69.0,,0.69,59.339999999999996
2013-11-22,80,69.0,,0.69,55.199999999999996
2013-11-23,53,69.0,,0.69,36.57
2013-11-24,55,69.0,,0.69,37.949999999999996
2013-11-25,86,69.0,,0.69,59.339999999999996
2013-11-26,79,69.0,,0.69,54.51
2013-11-27,68,69.0,,0.69,46.919999999999995
2013-11-28,38,69.0,,0.69,26.22
2013-11-29,49,69.0,,0.69,33.809999999999995
2013-11-30,46,69.0,,0.69,31.74
2013-12-01,57,67.0,False,0.67,38.190000000000005
2013-12-02,100,67.0,,0.67,67.0
2013-12-03,89,67.0,,0.67,59.63
2013-12-04,93,67.0,,0.67,62.31
2013-12-05,86,67.0,,0.67,57.620000000000005
2013-12-06,81,67.0,,0.67,54.27
2013-12-07,58,67.0,,0.67,38.86
2013-12-08,57,67.0,,0.67,38.190000000000005
2013-12-09,93,67.0,,0.67,62.31
2013-12-10,89,67.0,,0.67,59.63
2013-12-11,88,67.0,,0.67,58.96
2013-12-12,92,67.0,,0.67,61.64
2013-12-13,76,67.0,,0.67,50.92
2013-12-14,51,67.0,,0.67,34.17
2013-12-15,55,67.0,,0.67,36.85
2013-12-16,96,67.0,,0.67,64.32000000000001
2013-12-17,85,67.0,,0.67,56.95
2013-12-18,90,67.0,,0.67,60.300000000000004
2013-12-19,82,67.0,,0.67,54.940000000000005
2013-12-20,76,67.0,,0.67,50.92
2013-12-21,54,67.0,,0.67,36.18
2013-12-22,51,67.0,,0.67,34.17
2013-12-23,71,67.0,,0.67,47.57
2013-12-24,52,67.0,,0.67,34.84
2013-12-25,37,67.0,,0.67,24.790000000000003
2013-12-26,70,67.0,,0.67,46.900000000000006
2013-12-27,84,67.0,,0.67,56.28
2013-12-28,59,67.0,,0.67,39.53
2013-12-29,62,67.0,,0.67,41.54
2013-12-30,94,67.0,,0.67,62.980000000000004
2013-12-31,73,67.0,,0.67,48.910000000000004
2014-01-01,46,84.0,False,0.84,38.64
2014-01-02,80,84.0,,0.84,67.2
2014-01-03,76,84.0,,0.84,63.839999999999996
2014-01-04,54,84.0,,0.84,45.36
2014-01-05,61,84.0,,0.84,51.239999999999995
2014-01-06,83,84.0,,0.84,69.72
2014-01-07,85,84.0,,0.84,71.39999999999999
2014-01-08,83,84.0,,0.84,69.72
2014-01-09,89,84.0,,0.84,74.75999999999999
2014-01-10,76,84.0,,0.84,63.839999999999996
2014-01-11,68,84.0,,0.84,57.12
2014-01-12,62,84.0,,0.84,52.08
2014-01-13,100,84.0,,0.84,84.0
2014-01-14,89,84.0,,0.84,74.75999999999999
2014-01-15,90,84.0,,0.84,75.6
2014-01-16,91,84.0,,0.84,76.44
2014-01-17,81,84.0,,0.84,68.03999999999999
2014-01-18,55,84.0,,0.84,46.199999999999996
2014-01-19,55,84.0,,0.84,46.199999999999996
2014-01-20,71,84.0,,0.84,59.64
2014-01-21,92,84.0,,0.84,77.28
2014-01-22,90,84.0,,0.84,75.6
2014-01-23,94,84.0,,0.84,78.96
2014-01-24,74,84.0,,0.84,62.16
2014-01-25,64,84.0,,0.84,53.76
2014-01-26,61,84.0,,0.84,51.239999999999995
2014-01-27,83,84.0,,0.84,69.72
2014-01-28,94,84.0,,0.84,78.96
2014-01-29,87,84.0,,0.84,73.08
2014-01-30,83,84.0,,0.84,69.72
2014-01-31,84,84.0,,0.84,70.56
2014-02-01,69,83.0,False,0.83,57.269999999999996
2014-02-02,58,83.0,,0.83,48.14
2014-02-03,93,83.0,,0.83,77.19
2014-02-04,90,83.0,,0.83,74.7
2014-02-05,85,83.0,,0.83,70.55
2014-02-06,85,83.0,,0.83,70.55
2014-02-07,74,83.0,,0.83,61.419999999999995
2014-02-08,59,83.0,,0.83,48.97
2014-02-09,60,83.0,,0.83,49.8
2014-02-10,92,83.0,,0.83,76.36
2014-02-11,88,83.0,,0.83,73.03999999999999
2014-02-12,87,83.0,,0.83,72.21
2014-02-13,76,83.0,,0.83,63.08
2014-02-14,72,83.0,,0.83,59.76
2014-02-15,58,83.0,,0.83,48.14
2014-02-16,65,83.0,,0.83,53.949999999999996
2014-02-17,83,83.0,,0.83,68.89
2014-02-18,96,83.0,,0.83,79.67999999999999
2014-02-19,100,83.0,,0.83,83.0
2014-02-20,90,83.0,,0.83,74.7
2014-02-21,83,83.0,,0.83,68.89
2014-02-22,65,83.0,,0.83,53.949999999999996
2014-02-23,70,83.0,,0.83,58.099999999999994
2014-02-24,100,83.0,,0.83,83.0
2014-02-25,93,83.0,,0.83,77.19
2014-02-26,89,83.0,,0.83,73.86999999999999
2014-02-27,93,83.0,,0.83,77.19
2014-02-28,92,83.0,,0.83,76.36
2014-03-01,60,87.0,False,0.87,52.2
2014-03-02,59,87.0,,0.87,51.33
2014-03-03,77,87.0,,0.87,66.99
2014-03-04,85,87.0,,0.87,73.95
2014-03-05,89,87.0,,0.87,77.42999999999999
2014-03-06,88,87.0,,0.87,76.56
2014-03-07,82,87.0,,0.87,71.34
2014-03-08,59,87.0,,0.87,51.33
2014-03-09,62,87.0,,0.87,53.94
2014-03-10,92,87.0,,0.87,80.04
2014-03-11,88,87.0,,0.87,76.56
2014-03-12,85,87.0,,0.87,73.95
2014-03-13,75,87.0,,0.87,65.25
2014-03-14,79,87.0,,0.87,68.73
2014-03-15,58,87.0,,0.87,50.46
2014-03-16,63,87.0,,0.87,54.81
2014-03-17,88,87.0,,0.87,76.56
2014-03-18,88,87.0,,0.87,76.56
2014-03-19,89,87.0,,0.87,77.42999999999999
2014-03-20,82,87.0,,0.87,71.34
2014-03-21,78,87.0,,0.87,67.86
2014-03-22,62,87.0,,0.87,53.94
2014-03-23,59,87.0,,0.87,51.33
2014-03-24,100,87.0,,0.87,87.0
2014-03-25,94,87.0,,0.87,81.78
2014-03-26,96,87.0,,0.87,83.52
2014-03-27,89,87.0,,0.87,77.42999999999999
2014-03-28,86,87.0,,0.87,74.82
2014-03-29,55,87.0,,0.87,47.85
2014-03-30,68,87.0,,0.87,59.16
2014-03-31,92,87.0,,0.87,80.04
2014-04-01,100,98.0,False,0.98,98.0
2014-04-02,95,98.0,,0.98,93.1
2014-04-03,86,98.0,,0.98,84.28
2014-04-04,83,98.0,,0.98,81.34
2014-04-05,59,98.0,,0.98,57.82
2014-04-06,65,98.0,,0.98,63.699999999999996
2014-04-07,90,98.0,,0.98,88.2
2014-04-08,91,98.0,,0.98,89.17999999999999
2014-04-09,92,98.0,,0.98,90.16
2014-04-10,92,98.0,,0.98,90.16
2014-04-11,79,98.0,,0.98,77.42
2014-04-12,59,98.0,,0.98,57.82
2014-04-13,63,98.0,,0.98,61.74
2014-04-14,89,98.0,,0.98,87.22
2014-04-15,92,98.0,,0.98,90.16
2014-04-16,89,98.0,,0.98,87.22
2014-04-17,88,98.0,,0.98,86.24
2014-04-18,70,98.0,,0.98,68.6
2014-04-19,61,98.0,,0.98,59.78
2014-04-20,55,98.0,,0.98,53.9
2014-04-21,87,98.0,,0.98,85.26
2014-04-22,94,98.0,,0.98,92.12
2014-04-23,96,98.0,,0.98,94.08
2014-04-24,91,98.0,,0.98,89.17999999999999
2014-04-25,80,98.0,,0.98,78.4
2014-04-26,60,98.0,,0.98,58.8
2014-04-27,64,98.0,,0.98,62.72
2014-04-28,97,98.0,,0.98,95.06
2014-04-29,94,98.0,,0.98,92.12
2014-04-30,93,98.0,,0.98,91.14
2014-05-01,99,90.0,False,0.9,89.10000000000001
2014-05-02,82,90.0,,0.9,73.8
2014-05-03,63,90.0,,0.9,56.7
2014-05-04,59,90.0,,0.9,53.1
2014-05-05,100,90.0,,0.9,90.0
2014-05-06,96,90.0,,0.9,86.4
2014-05-07,93,90.0,,0.9,83.7
2014-05-08,92,90.0,,0.9,82.8
2014-05-09,78,90.0,,0.9,70.2
2014-05-10,61,90.0,,0.9,54.9
2014-05-11,53,90.0,,0.9,47.7
2014-05-12,92,90.0,,0.9,82.8
2014-05-13,89,90.0,,0.9,80.10000000000001
2014-05-14,89,90.0,,0.9,80.10000000000001
2014-05-15,92,90.0,,0.9,82.8
2014-05-16,82,90.0,,0.9,73.8
2014-05-17,58,90.0,,0.9,52.2
2014-05-18,60,90.0,,0.9,54.0
2014-05-19,91,90.0,,0.9,81.9
2014-05-20,91,90.0,,0.9,81.9
2014-05-21,83,90.0,,0.9,74.7
2014-05-22,85,90.0,,0.9,76.5
2014-05-23,81,90.0,,0.9,72.9
2014-05-24,51,90.0,,0.9,45.9
2014-05-25,59,90.0,,0.9,53.1
2014-05-26,60,90.0,,0.9,54.0
2014-05-27,93,90.0,,0.9,83.7
2014-05-28,93,90.0,,0.9,83.7
2014-05-29,84,90.0,,0.9,75.60000000000001
2014-05-30,79,90.0,,0.9,71.10000000000001
2014-05-31,61,90.0,,0.9,54.9
2014-06-01,58,87.0,False,0.87,50.46
2014-06-02,88,87.0,,0.87,76.56
2014-06-03,94,87.0,,0.87,81.78
2014-06-04,86,87.0,,0.87,74.82
2014-06-05,84,87.0,,0.87,73.08
2014-06-06,100,87.0,,0.87,87.0
2014-06-07,63,87.0,,0.87,54.81
2014-06-08,56,87.0,,0.87,48.72
2014-06-09,94,87.0,,0.87,81.78
2014-06-10,92,87.0,,0.87,80.04
2014-06-11,92,87.0,,0.87,80.04
2014-06-12,82,87.0,,0.87,71.34
2014-06-13,80,87.0,,0.87,69.6
2014-06-14,53,87.0,,0.87,46.11
2014-06-15,55,87.0,,0.87,47.85
2014-06-16,91,87.0,,0.87,79.17
2014-06-17,84,87.0,,0.87,73.08
2014-06-18,79,87.0,,0.87,68.73
2014-06-19,88,87.0,,0.87,76.56
2014-06-20,67,87.0,,0.87,58.29
2014-06-21,59,87.0,,0.87,51.33
2014-06-22,55,87.0,,0.87,47.85
2014-06-23,88,87.0,,0.87,76.56
2014-06-24,91,87.0,,0.87,79.17
2014-06-25,88,87.0,,0.87,76.56
2014-06-26,81,87.0,,0.87,70.47
2014-06-27,81,87.0,,0.87,70.47
2014-06-28,57,87.0,,0.87,49.589999999999996
2014-06-29,57,87.0,,0.87,49.589999999999996
2014-06-30,92,87.0,,0.87,80.04
2014-07-01,85,96.0,False,0.96,81.6
2014-07-02,79,96.0,,0.96,75.84
2014-07-03,73,96.0,,0.96,70.08
2014-07-04,48,96.0,,0.96,46.08
2014-07-05,51,96.0,,0.96,48.96
2014-07-06,51,96.0,,0.96,48.96
2014-07-07,100,96.0,,0.96,96.0
2014-07-08,92,96.0,,0.96,88.32
2014-07-09,92,96.0,,0.96,88.32
2014-07-10,80,96.0,,0.96,76.8
2014-07-11,78,96.0,,0.96,74.88
2014-07-12,55,96.0,,0.96,52.8
2014-07-13,55,96.0,,0.96,52.8
2014-07-14,85,96.0,,0.96,81.6
2014-07-15,86,96.0,,0.96,82.56
2014-07-16,74,96.0,,0.96,71.03999999999999
2014-07-17,80,96.0,,0.96,76.8
2014-07-18,72,96.0,,0.96,69.12
2014-07-19,55,96.0,,0.96,52.8
2014-07-20,59,96.0,,0.96,56.64
2014-07-21,91,96.0,,0.96,87.36
2014-07-22,83,96.0,,0.96,79.67999999999999
2014-07-23,87,96.0,,0.96,83.52
2014-07-24,78,96.0,,0.96,74.88
2014-07-25,74,96.0,,0.96,71.03999999999999
2014-07-26,46,96.0,,0.96,44.16
2014-07-27,54,96.0,,0.96,51.839999999999996
2014-07-28,90,96.0,,0.96,86.39999999999999
2014-07-29,87,96.0,,0.96,83.52
2014-07-30,90,96.0,,0.96,86.39999999999999
2014-07-31,86,96.0,,0.96,82.56
2014-08-01,86,90.0,False,0.9,77.4
2014-08-02,65,90.0,,0.9,58.5
2014-08-03,64,90.0,,0.9,57.6
2014-08-04,97,90.0,,0.9,87.3
2014-08-05,96,90.0,,0.9,86.4
2014-08-06,96,90.0,,0.9,86.4
2014-08-07,91,90.0,,0.9,81.9
2014-08-08,88,90.0,,0.9,79.2
2014-08-09,58,90.0,,0.9,52.2
2014-08-10,57,90.0,,0.9,51.300000000000004
2014-08-11,90,90.0,,0.9,81.0
2014-08-12,90,90.0,,0.9,81.0
2014-08-13,92,90.0,,0.9,82.8
2014-08-14,96,90.0,,0.9,86.4
2014-08-15,78,90.0,,0.9,70.2
2014-08-16,60,90.0,,0.9,54.0
2014-08-17,59,90.0,,0.9,53.1
2014-08-18,100,90.0,,0.9,90.0
2014-08-19,90,90.0,,0.9,81.0
2014-08-20,94,90.0,,0.9,84.60000000000001
2014-08-21,88,90.0,,0.9,79.2
2014-08-22,79,90.0,,0.9,71.10000000000001
2014-08-23,62,90.0,,0.9,55.800000000000004
2014-08-24,56,90.0,,0.9,50.4
2014-08-25,86,90.0,,0.9,77.4
2014-08-26,88,90.0,,0.9,79.2
2014-08-27,86,90.0,,0.9,77.4
2014-08-28,85,90.0,,0.9,76.5
2014-08-29,63,90.0,,0.9,56.7
2014-08-30,54,90.0,,0.9,48.6
2014-08-31,46,90.0,,0.9,41.4
2014-09-01,65,79.0,False,0.79,51.35
2014-09-02,96,79.0,,0.79,75.84
2014-09-03,90,79.0,,0.79,71.10000000000001
2014-09-04,97,79.0,,0.79,76.63000000000001
2014-09-05,82,79.0,,0.79,64.78
2014-09-06,61,79.0,,0.79,48.190000000000005
2014-09-07,63,79.0,,0.79,49.77
2014-09-08,96,79.0,,0.79,75.84
2014-09-09,89,79.0,,0.79,70.31
2014-09-10,93,79.0,,0.79,73.47
2014-09-11,90,79.0,,0.79,71.10000000000001
2014-09-12,77,79.0,,0.79,60.830000000000005
2014-09-13,61,79.0,,0.79,48.190000000000005
2014-09-14,57,79.0,,0.79,45.03
2014-09-15,97,79.0,,0.79,76.63000000000001
2014-09-16,92,79.0,,0.79,72.68
2014-09-17,95,79.0,,0.79,75.05
2014-09-18,86,79.0,,0.79,67.94
2014-09-19,79,79.0,,0.79,62.410000000000004
2014-09-20,59,79.0,,0.79,46.61
2014-09-21,59,79.0,,0.79,46.61
2014-09-22,99,79.0,,0.79,78.21000000000001
2014-09-23,100,79.0,,0.79,79.0
2014-09-24,100,79.0,,0.79,79.0
2014-09-25,88,79.0,,0.79,69.52000000000001
2014-09-26,84,79.0,,0.79,66.36
2014-09-27,57,79.0,,0.79,45.03
2014-09-28,54,79.0,,0.79,42.660000000000004
2014-09-29,99,79.0,,0.79,78.21000000000001
2014-09-30,89,79.0,,0.79,70.31
2014-10-01,96,80.0,False,0.8,76.80000000000001
2014-10-02,94,80.0,,0.8,75.2
2014-10-03,79,80.0,,0.8,63.2
2014-10-04,51,80.0,,0.8,40.800000000000004
2014-10-05,57,80.0,,0.8,45.6
2014-10-06,100,80.0,,0.8,80.0
2014-10-07,92,80.0,,0.8,73.60000000000001
2014-10-08,93,80.0,,0.8,74.4
2014-10-09,90,80.0,,0.8,72.0
2014-10-10,82,80.0,,0.8,65.60000000000001
2014-10-11,58,80.0,,0.8,46.400000000000006
2014-10-12,58,80.0,,0.8,46.400000000000006
2014-10-13,79,80.0,,0.8,63.2
2014-10-14,91,80.0,,0.8,72.8
2014-10-15,95,80.0,,0.8,76.0
2014-10-16,91,80.0,,0.8,72.8
2014-10-17,85,80.0,,0.8,68.0
2014-10-18,53,80.0,,0.8,42.400000000000006
2014-10-19,54,80.0,,0.8,43.2
2014-10-20,97,80.0,,0.8,77.60000000000001
2014-10-21,93,80.0,,0.8,74.4
2014-10-22,93,80.0,,0.8,74.4
2014-10-23,88,80.0,,0.8,70.4
2014-10-24,80,80.0,,0.8,64.0
2014-10-25,56,80.0,,0.8,44.800000000000004
2014-10-26,56,80.0,,0.8,44.800000000000004
2014-10-27,99,80.0,,0.8,79.2
2014-10-28,93,80.0,,0.8,74.4
2014-10-29,93,80.0,,0.8,74.4
2014-10-30,87,80.0,,0.8,69.60000000000001
2014-10-31,76,80.0,,0.8,60.800000000000004
2014-11-01,56,69.0,False,0.69,38.64
2014-11-02,62,69.0,,0.69,42.779999999999994
2014-11-03,100,69.0,,0.69,69.0
2014-11-04,94,69.0,,0.69,64.86
2014-11-05,91,69.0,,0.69,62.78999999999999
2014-11-06,92,69.0,,0.69,63.48
2014-11-07,82,69.0,,0.69,56.58
2014-11-08,59,69.0,,0.69,40.709999999999994
2014-11-09,57,69.0,,0.69,39.33
2014-11-10,96,69.0,,0.69,66.24
2014-11-11,79,69.0,,0.69,54.51
2014-11-12,96,69.0,,0.69,66.24
2014-11-13,90,69.0,,0.69,62.099999999999994
2014-11-14,82,69.0,,0.69,56.58
2014-11-15,63,69.0,,0.69,43.47
2014-11-16,59,69.0,,0.69,40.709999999999994
2014-11-17,90,69.0,,0.69,62.099999999999994
2014-11-18,95,69.0,,0.69,65.55
2014-11-19,88,69.0,,0.69,60.72
2014-11-20,89,69.0,,0.69,61.41
2014-11-21,79,69.0,,0.69,54.51
2014-11-22,55,69.0,,0.69,37.949999999999996
2014-11-23,57,69.0,,0.69,39.33
2014-11-24,79,69.0,,0.69,54.51
2014-11-25,81,69.0,,0.69,55.88999999999999
2014-11-26,63,69.0,,0.69,43.47
2014-11-27,38,69.0,,0.69,26.22
2014-11-28,46,69.0,,0.69,31.74
2014-11-29,52,69.0,,0.69,35.879999999999995
2014-11-30,57,69.0,,0.69,39.33
2014-12-01,90,66.0,False,0.66,59.400000000000006
2014-12-02,86,66.0,,0.66,56.760000000000005
2014-12-03,95,66.0,,0.66,62.7
2014-12-04,88,66.0,,0.66,58.080000000000005
2014-12-05,84,66.0,,0.66,55.440000000000005
2014-12-06,63,66.0,,0.66,41.580000000000005
2014-12-07,58,66.0,,0.66,38.28
2014-12-08,99,66.0,,0.66,65.34
2014-12-09,88,66.0,,0.66,58.080000000000005
2014-12-10,85,66.0,,0.66,56.1
2014-12-11,91,66.0,,0.66,60.06
2014-12-12,82,66.0,,0.66,54.120000000000005
2014-12-13,56,66.0,,0.66,36.96
2014-12-14,59,66.0,,0.66,38.940000000000005
2014-12-15,93,66.0,,0.66,61.38
2014-12-16,86,66.0,,0.66,56.760000000000005
2014-12-17,81,66.0,,0.66,53.46
2014-12-18,83,66.0,,0.66,54.78
2014-12-19,76,66.0,,0.66,50.160000000000004
2014-12-20,51,66.0,,0.66,33.660000000000004
2014-12-21,51,66.0,,0.66,33.660000000000004
2014-12-22,74,66.0,,0.66,48.84
2014-12-23,80,66.0,,0.66,52.800000000000004
2014-12-24,50,66.0,,0.66,33.0
2014-12-25,32,66.0,,0.66,21.12
2014-12-26,63,66.0,,0.66,41.580000000000005
2014-12-27,55,66.0,,0.66,36.300000000000004
2014-12-28,58,66.0,,0.66,38.28
2014-12-29,100,66.0,,0.66,66.0
2014-12-30,86,66.0,,0.66,56.760000000000005
2014-12-31,75,66.0,,0.66,49.5
2015-01-01,48,85.0,False,0.85,40.8
2015-01-02,78,85.0,,0.85,66.3
2015-01-03,61,85.0,,0.85,51.85
