date,bonds_unscaled,bonds_monthly,isPartial,scale,bonds
2019-01-09,69,71.0,,0.71,48.989999999999995
2019-01-10,69,71.0,,0.71,48.989999999999995
2019-01-11,67,71.0,,0.71,47.57
2019-01-12,46,71.0,,0.71,32.66
2019-01-13,39,71.0,,0.71,27.689999999999998
2019-01-14,70,71.0,,0.71,49.699999999999996
2019-01-15,82,71.0,,0.71,58.22
2019-01-16,78,71.0,,0.71,55.379999999999995
2019-01-17,72,71.0,,0.71,51.12
2019-01-18,68,71.0,,0.71,48.28
2019-01-19,40,71.0,,0.71,28.4
2019-01-20,44,71.0,,0.71,31.24
2019-01-21,59,71.0,,0.71,41.89
2019-01-22,82,71.0,,0.71,58.22
2019-01-23,100,71.0,,0.71,71.0
2019-01-24,83,71.0,,0.71,58.93
2019-01-25,78,71.0,,0.71,55.379999999999995
2019-01-26,55,71.0,,0.71,39.05
2019-01-27,50,71.0,,0.71,35.5
2019-01-28,76,71.0,,0.71,53.959999999999994
2019-01-29,70,71.0,,0.71,49.699999999999996
2019-01-30,74,71.0,,0.71,52.54
2019-01-31,76,71.0,,0.71,53.959999999999994
2019-02-01,84,76.0,False,0.76,63.84
2019-02-02,55,76.0,,0.76,41.8
2019-02-03,62,76.0,,0.76,47.12
2019-02-04,93,76.0,,0.76,70.68
2019-02-05,99,76.0,,0.76,75.24
2019-02-06,95,76.0,,0.76,72.2
2019-02-07,100,76.0,,0.76,76.0
2019-02-08,93,76.0,,0.76,70.68
2019-02-09,67,76.0,,0.76,50.92
2019-02-10,62,76.0,,0.76,47.12
2019-02-11,76,76.0,,0.76,57.76
2019-02-12,82,76.0,,0.76,62.32
2019-02-13,80,76.0,,0.76,60.8
2019-02-14,84,76.0,,0.76,63.84
2019-02-15,76,76.0,,0.76,57.76
2019-02-16,57,76.0,,0.76,43.32
2019-02-17,51,76.0,,0.76,38.76
2019-02-18,66,76.0,,0.76,50.160000000000004
2019-02-19,94,76.0,,0.76,71.44
2019-02-20,91,76.0,,0.76,69.16
2019-02-21,80,76.0,,0.76,60.8
2019-02-22,82,76.0,,0.76,62.32
2019-02-23,59,76.0,,0.76,44.84
2019-02-24,69,76.0,,0.76,52.44
2019-02-25,93,76.0,,0.76,70.68
2019-02-26,83,76.0,,0.76,63.08
2019-02-27,100,76.0,,0.76,76.0
2019-02-28,87,76.0,,0.76,66.12
2019-03-01,94,71.0,False,0.71,66.74
2019-03-02,62,71.0,,0.71,44.019999999999996
2019-03-03,65,71.0,,0.71,46.15
2019-03-04,93,71.0,,0.71,66.03
2019-03-05,100,71.0,,0.71,71.0
2019-03-06,98,71.0,,0.71,69.58
2019-03-07,92,71.0,,0.71,65.32
2019-03-08,83,71.0,,0.71,58.93
2019-03-09,66,71.0,,0.71,46.86
2019-03-10,65,71.0,,0.71,46.15
2019-03-11,95,71.0,,0.71,67.45
2019-03-12,91,71.0,,0.71,64.61
2019-03-13,84,71.0,,0.71,59.64
2019-03-14,90,71.0,,0.71,63.9
2019-03-15,72,71.0,,0.71,51.12
2019-03-16,58,71.0,,0.71,41.18
2019-03-17,60,71.0,,0.71,42.599999999999994
2019-03-18,89,71.0,,0.71,63.19
2019-03-19,93,71.0,,0.71,66.03
2019-03-20,86,71.0,,0.71,61.059999999999995
2019-03-21,90,71.0,,0.71,63.9
2019-03-22,85,71.0,,0.71,60.349999999999994
2019-03-23,65,71.0,,0.71,46.15
2019-03-24,59,71.0,,0.71,41.89
2019-03-25,95,71.0,,0.71,67.45
2019-03-26,96,71.0,,0.71,68.16
2019-03-27,86,71.0,,0.71,61.059999999999995
2019-03-28,92,71.0,,0.71,65.32
2019-03-29,83,71.0,,0.71,58.93
2019-03-30,59,71.0,,0.71,41.89
2019-03-31,62,71.0,,0.71,44.019999999999996
2019-04-01,92,74.0,False,0.74,68.08
2019-04-02,85,74.0,,0.74,62.9
2019-04-03,75,74.0,,0.74,55.5
2019-04-04,85,74.0,,0.74,62.9
2019-04-05,77,74.0,,0.74,56.98
2019-04-06,65,74.0,,0.74,48.1
2019-04-07,68,74.0,,0.74,50.32
2019-04-08,99,74.0,,0.74,73.26
2019-04-09,88,74.0,,0.74,65.12
2019-04-10,82,74.0,,0.74,60.68
2019-04-11,79,74.0,,0.74,58.46
2019-04-12,81,74.0,,0.74,59.94
2019-04-13,68,74.0,,0.74,50.32
2019-04-14,60,74.0,,0.74,44.4
2019-04-15,86,74.0,,0.74,63.64
2019-04-16,74,74.0,,0.74,54.76
2019-04-17,84,74.0,,0.74,62.16
2019-04-18,77,74.0,,0.74,56.98
2019-04-19,68,74.0,,0.74,50.32
2019-04-20,59,74.0,,0.74,43.66
2019-04-21,59,74.0,,0.74,43.66
2019-04-22,83,74.0,,0.74,61.42
2019-04-23,100,74.0,,0.74,74.0
2019-04-24,87,74.0,,0.74,64.38
2019-04-25,81,74.0,,0.74,59.94
2019-04-26,80,74.0,,0.74,59.2
2019-04-27,62,74.0,,0.74,45.88
2019-04-28,56,74.0,,0.74,41.44
2019-04-29,81,74.0,,0.74,59.94
2019-04-30,89,74.0,,0.74,65.86
2019-05-01,74,67.0,False,0.67,49.580000000000005
2019-05-02,100,67.0,,0.67,67.0
2019-05-03,72,67.0,,0.67,48.24
2019-05-04,52,67.0,,0.67,34.84
2019-05-05,68,67.0,,0.67,45.56
2019-05-06,79,67.0,,0.67,52.93
2019-05-07,85,67.0,,0.67,56.95
2019-05-08,71,67.0,,0.67,47.57
2019-05-09,68,67.0,,0.67,45.56
2019-05-10,71,67.0,,0.67,47.57
2019-05-11,48,67.0,,0.67,32.160000000000004
2019-05-12,57,67.0,,0.67,38.190000000000005
2019-05-13,70,67.0,,0.67,46.900000000000006
2019-05-14,84,67.0,,0.67,56.28
2019-05-15,84,67.0,,0.67,56.28
2019-05-16,70,67.0,,0.67,46.900000000000006
2019-05-17,68,67.0,,0.67,45.56
2019-05-18,41,67.0,,0.67,27.470000000000002
2019-05-19,48,67.0,,0.67,32.160000000000004
2019-05-20,76,67.0,,0.67,50.92
2019-05-21,76,67.0,,0.67,50.92
2019-05-22,73,67.0,,0.67,48.910000000000004
2019-05-23,77,67.0,,0.67,51.59
2019-05-24,62,67.0,,0.67,41.54
2019-05-25,55,67.0,,0.67,36.85
2019-05-26,48,67.0,,0.67,32.160000000000004
2019-05-27,53,67.0,,0.67,35.510000000000005
2019-05-28,68,67.0,,0.67,45.56
2019-05-29,74,67.0,,0.67,49.580000000000005
2019-05-30,72,67.0,,0.67,48.24
2019-05-31,68,67.0,,0.67,45.56
2019-06-01,67,59.0,False,0.59,39.53
2019-06-02,66,59.0,,0.59,38.94
2019-06-03,88,59.0,,0.59,51.919999999999995
2019-06-04,99,59.0,,0.59,58.41
2019-06-05,86,59.0,,0.59,50.739999999999995
2019-06-06,79,59.0,,0.59,46.61
2019-06-07,88,59.0,,0.59,51.919999999999995
2019-06-08,63,59.0,,0.59,37.169999999999995
2019-06-09,59,59.0,,0.59,34.809999999999995
2019-06-10,76,59.0,,0.59,44.839999999999996
2019-06-11,92,59.0,,0.59,54.279999999999994
2019-06-12,100,59.0,,0.59,59.0
2019-06-13,87,59.0,,0.59,51.33
2019-06-14,94,59.0,,0.59,55.459999999999994
2019-06-15,80,59.0,,0.59,47.199999999999996
2019-06-16,72,59.0,,0.59,42.48
2019-06-17,81,59.0,,0.59,47.79
2019-06-18,95,59.0,,0.59,56.05
2019-06-19,86,59.0,,0.59,50.739999999999995
2019-06-20,71,59.0,,0.59,41.89
2019-06-21,68,59.0,,0.59,40.12
2019-06-22,82,59.0,,0.59,48.379999999999995
2019-06-23,66,59.0,,0.59,38.94
2019-06-24,91,59.0,,0.59,53.69
2019-06-25,97,59.0,,0.59,57.23
2019-06-26,87,59.0,,0.59,51.33
2019-06-27,81,59.0,,0.59,47.79
2019-06-28,77,59.0,,0.59,45.43
2019-06-29,60,59.0,,0.59,35.4
2019-06-30,58,59.0,,0.59,34.22
2019-07-01,88,55.0,False,0.55,48.400000000000006
2019-07-02,89,55.0,,0.55,48.95
2019-07-03,100,55.0,,0.55,55.00000000000001
2019-07-04,84,55.0,,0.55,46.2
2019-07-05,78,55.0,,0.55,42.900000000000006
2019-07-06,63,55.0,,0.55,34.650000000000006
2019-07-07,67,55.0,,0.55,36.85
2019-07-08,82,55.0,,0.55,45.1
2019-07-09,93,55.0,,0.55,51.150000000000006
2019-07-10,90,55.0,,0.55,49.50000000000001
2019-07-11,93,55.0,,0.55,51.150000000000006
2019-07-12,79,55.0,,0.55,43.45
2019-07-13,75,55.0,,0.55,41.25
2019-07-14,72,55.0,,0.55,39.6
2019-07-15,77,55.0,,0.55,42.35
2019-07-16,87,55.0,,0.55,47.85
2019-07-17,84,55.0,,0.55,46.2
2019-07-18,89,55.0,,0.55,48.95
2019-07-19,77,55.0,,0.55,42.35
2019-07-20,75,55.0,,0.55,41.25
2019-07-21,84,55.0,,0.55,46.2
2019-07-22,90,55.0,,0.55,49.50000000000001
2019-07-23,95,55.0,,0.55,52.25000000000001
2019-07-24,100,55.0,,0.55,55.00000000000001
2019-07-25,92,55.0,,0.55,50.6
2019-07-26,80,55.0,,0.55,44.0
2019-07-27,72,55.0,,0.55,39.6
2019-07-28,69,55.0,,0.55,37.95
2019-07-29,82,55.0,,0.55,45.1
2019-07-30,79,55.0,,0.55,43.45
2019-07-31,97,55.0,,0.55,53.35
2019-08-01,68,60.0,False,0.6,40.8
2019-08-02,60,60.0,,0.6,36.0
2019-08-03,64,60.0,,0.6,38.4
2019-08-04,60,60.0,,0.6,36.0
2019-08-05,68,60.0,,0.6,40.8
2019-08-06,75,60.0,,0.6,45.0
2019-08-07,82,60.0,,0.6,49.199999999999996
2019-08-08,76,60.0,,0.6,45.6
2019-08-09,65,60.0,,0.6,39.0
2019-08-10,57,60.0,,0.6,34.199999999999996
2019-08-11,55,60.0,,0.6,33.0
2019-08-12,74,60.0,,0.6,44.4
2019-08-13,78,60.0,,0.6,46.8
2019-08-14,92,60.0,,0.6,55.199999999999996
2019-08-15,85,60.0,,0.6,51.0
2019-08-16,76,60.0,,0.6,45.6
2019-08-17,59,60.0,,0.6,35.4
2019-08-18,64,60.0,,0.6,38.4
2019-08-19,79,60.0,,0.6,47.4
2019-08-20,88,60.0,,0.6,52.8
2019-08-21,84,60.0,,0.6,50.4
2019-08-22,76,60.0,,0.6,45.6
2019-08-23,79,60.0,,0.6,47.4
2019-08-24,65,60.0,,0.6,39.0
2019-08-25,59,60.0,,0.6,35.4
2019-08-26,86,60.0,,0.6,51.6
2019-08-27,88,60.0,,0.6,52.8
2019-08-28,98,60.0,,0.6,58.8
2019-08-29,100,60.0,,0.6,60.0
2019-08-30,84,60.0,,0.6,50.4
2019-08-31,63,60.0,,0.6,37.8
2019-09-01,46,80.0,False,0.8,36.800000000000004
2019-09-02,58,80.0,,0.8,46.400000000000006
2019-09-03,79,80.0,,0.8,63.2
2019-09-04,81,80.0,,0.8,64.8
2019-09-05,88,80.0,,0.8,70.4
2019-09-06,77,80.0,,0.8,61.6
2019-09-07,53,80.0,,0.8,42.400000000000006
2019-09-08,70,80.0,,0.8,56.0
2019-09-09,92,80.0,,0.8,73.60000000000001
2019-09-10,77,80.0,,0.8,61.6
2019-09-11,77,80.0,,0.8,61.6
2019-09-12,87,80.0,,0.8,69.60000000000001
2019-09-13,84,80.0,,0.8,67.2
2019-09-14,55,80.0,,0.8,44.0
2019-09-15,57,80.0,,0.8,45.6
2019-09-16,89,80.0,,0.8,71.2
2019-09-17,85,80.0,,0.8,68.0
2019-09-18,100,80.0,,0.8,80.0
2019-09-19,79,80.0,,0.8,63.2
2019-09-20,82,80.0,,0.8,65.60000000000001
2019-09-21,52,80.0,,0.8,41.6
2019-09-22,46,80.0,,0.8,36.800000000000004
2019-09-23,82,80.0,,0.8,65.60000000000001
2019-09-24,89,80.0,,0.8,71.2
2019-09-25,80,80.0,,0.8,64.0
2019-09-26,87,80.0,,0.8,69.60000000000001
2019-09-27,71,80.0,,0.8,56.800000000000004
2019-09-28,53,80.0,,0.8,42.400000000000006
2019-09-29,57,80.0,,0.8,45.6
2019-09-30,81,80.0,,0.8,64.8
2019-10-01,98,76.0,False,0.76,74.48
2019-10-02,100,76.0,,0.76,76.0
2019-10-03,94,76.0,,0.76,71.44
2019-10-04,83,76.0,,0.76,63.08
2019-10-05,55,76.0,,0.76,41.8
2019-10-06,54,76.0,,0.76,41.04
2019-10-07,91,76.0,,0.76,69.16
2019-10-08,93,76.0,,0.76,70.68
2019-10-09,85,76.0,,0.76,64.6
2019-10-10,81,76.0,,0.76,61.56
2019-10-11,79,76.0,,0.76,60.04
2019-10-12,49,76.0,,0.76,37.24
2019-10-13,51,76.0,,0.76,38.76
2019-10-14,77,76.0,,0.76,58.52
2019-10-15,83,76.0,,0.76,63.08
2019-10-16,75,76.0,,0.76,57.0
2019-10-17,88,76.0,,0.76,66.88
2019-10-18,76,76.0,,0.76,57.76
2019-10-19,51,76.0,,0.76,38.76
2019-10-20,61,76.0,,0.76,46.36
2019-10-21,93,76.0,,0.76,70.68
2019-10-22,91,76.0,,0.76,69.16
2019-10-23,87,76.0,,0.76,66.12
2019-10-24,85,76.0,,0.76,64.6
2019-10-25,76,76.0,,0.76,57.76
2019-10-26,51,76.0,,0.76,38.76
2019-10-27,53,76.0,,0.76,40.28
2019-10-28,89,76.0,,0.76,67.64
2019-10-29,89,76.0,,0.76,67.64
2019-10-30,88,76.0,,0.76,66.88
2019-10-31,84,76.0,,0.76,63.84
2019-11-01,75,69.0,False,0.69,51.74999999999999
2019-11-02,49,69.0,,0.69,33.809999999999995
2019-11-03,53,69.0,,0.69,36.57
2019-11-04,87,69.0,,0.69,60.029999999999994
2019-11-05,78,69.0,,0.69,53.81999999999999
2019-11-06,98,69.0,,0.69,67.61999999999999
2019-11-07,93,69.0,,0.69,64.17
2019-11-08,84,69.0,,0.69,57.959999999999994
2019-11-09,53,69.0,,0.69,36.57
2019-11-10,59,69.0,,0.69,40.709999999999994
2019-11-11,76,69.0,,0.69,52.44
2019-11-12,91,69.0,,0.69,62.78999999999999
2019-11-13,100,69.0,,0.69,69.0
2019-11-14,99,69.0,,0.69,68.30999999999999
2019-11-15,85,69.0,,0.69,58.65
2019-11-16,51,69.0,,0.69,35.19
2019-11-17,57,69.0,,0.69,39.33
2019-11-18,97,69.0,,0.69,66.92999999999999
2019-11-19,98,69.0,,0.69,67.61999999999999
2019-11-20,91,69.0,,0.69,62.78999999999999
2019-11-21,94,69.0,,0.69,64.86
2019-11-22,82,69.0,,0.69,56.58
2019-11-23,47,69.0,,0.69,32.43
2019-11-24,49,69.0,,0.69,33.809999999999995
2019-11-25,73,69.0,,0.69,50.37
2019-11-26,66,69.0,,0.69,45.54
2019-11-27,52,69.0,,0.69,35.879999999999995
2019-11-28,34,69.0,,0.69,23.459999999999997
2019-11-29,43,69.0,,0.69,29.669999999999998
2019-11-30,44,69.0,,0.69,30.36
2019-12-01,52,66.0,False,0.66,34.32
2019-12-02,81,66.0,,0.66,53.46
2019-12-03,95,66.0,,0.66,62.7
2019-12-04,93,66.0,,0.66,61.38
2019-12-05,96,66.0,,0.66,63.36
2019-12-06,88,66.0,,0.66,58.080000000000005
2019-12-07,55,66.0,,0.66,36.300000000000004
2019-12-08,57,66.0,,0.66,37.620000000000005
2019-12-09,91,66.0,,0.66,60.06
2019-12-10,97,66.0,,0.66,64.02
2019-12-11,100,66.0,,0.66,66.0
2019-12-12,85,66.0,,0.66,56.1
2019-12-13,91,66.0,,0.66,60.06
2019-12-14,54,66.0,,0.66,35.64
2019-12-15,59,66.0,,0.66,38.940000000000005
2019-12-16,89,66.0,,0.66,58.74
2019-12-17,86,66.0,,0.66,56.760000000000005
2019-12-18,83,66.0,,0.66,54.78
2019-12-19,77,66.0,,0.66,50.82
2019-12-20,65,66.0,,0.66,42.9
2019-12-21,41,66.0,,0.66,27.060000000000002
2019-12-22,37,66.0,,0.66,24.42
2019-12-23,49,66.0,,0.66,32.34
2019-12-24,38,66.0,,0.66,25.080000000000002
2019-12-25,40,66.0,,0.66,26.400000000000002
2019-12-26,42,66.0,,0.66,27.720000000000002
2019-12-27,52,66.0,,0.66,34.32
2019-12-28,42,66.0,,0.66,27.720000000000002
2019-12-29,43,66.0,,0.66,28.380000000000003
2019-12-30,51,66.0,,0.66,33.660000000000004
2019-12-31,49,66.0,,0.66,32.34
2020-01-01,33,69.0,False,0.69,22.77
2020-01-02,59,69.0,,0.69,40.709999999999994
2020-01-03,48,69.0,,0.69,33.12
2020-01-04,37,69.0,,0.69,25.529999999999998
2020-01-05,39,69.0,,0.69,26.909999999999997
2020-01-06,60,69.0,,0.69,41.4
2020-01-07,67,69.0,,0.69,46.23
2020-01-08,65,69.0,,0.69,44.849999999999994
2020-01-09,74,69.0,,0.69,51.059999999999995
2020-01-10,78,69.0,,0.69,53.81999999999999
2020-01-11,39,69.0,,0.69,26.909999999999997
2020-01-12,46,69.0,,0.69,31.74
2020-01-13,72,69.0,,0.69,49.67999999999999
2020-01-14,73,69.0,,0.69,50.37
2020-01-15,68,69.0,,0.69,46.919999999999995
2020-01-16,74,69.0,,0.69,51.059999999999995
2020-01-17,76,69.0,,0.69,52.44
2020-01-18,50,69.0,,0.69,34.5
2020-01-19,54,69.0,,0.69,37.26
2020-01-20,54,69.0,,0.69,37.26
2020-01-21,87,69.0,,0.69,60.029999999999994
2020-01-22,100,69.0,,0.69,69.0
2020-01-23,84,69.0,,0.69,57.959999999999994
2020-01-24,75,69.0,,0.69,51.74999999999999
2020-01-25,48,69.0,,0.69,33.12
2020-01-26,46,69.0,,0.69,31.74
2020-01-27,74,69.0,,0.69,51.059999999999995
2020-01-28,83,69.0,,0.69,57.269999999999996
2020-01-29,82,69.0,,0.69,56.58
2020-01-30,86,69.0,,0.69,59.339999999999996
2020-01-31,78,69.0,,0.69,53.81999999999999
2020-02-01,58,75.0,False,0.75,43.5
2020-02-02,65,75.0,,0.75,48.75
2020-02-03,91,75.0,,0.75,68.25
2020-02-04,93,75.0,,0.75,69.75
2020-02-05,89,75.0,,0.75,66.75
2020-02-06,89,75.0,,0.75,66.75
2020-02-07,86,75.0,,0.75,64.5
2020-02-08,58,75.0,,0.75,43.5
2020-02-09,56,75.0,,0.75,42.0
2020-02-10,90,75.0,,0.75,67.5
2020-02-11,100,75.0,,0.75,75.0
2020-02-12,96,75.0,,0.75,72.0
2020-02-13,98,75.0,,0.75,73.5
2020-02-14,82,75.0,,0.75,61.5
2020-02-15,47,75.0,,0.75,35.25
2020-02-16,62,75.0,,0.75,46.5
2020-02-17,73,75.0,,0.75,54.75
2020-02-18,87,75.0,,0.75,65.25
2020-02-19,90,75.0,,0.75,67.5
2020-02-20,92,75.0,,0.75,69.0
2020-02-21,83,75.0,,0.75,62.25
2020-02-22,62,75.0,,0.75,46.5
2020-02-23,60,75.0,,0.75,45.0
2020-02-24,90,75.0,,0.75,67.5
2020-02-25,95,75.0,,0.75,71.25
2020-02-26,91,75.0,,0.75,68.25
2020-02-27,94,75.0,,0.75,70.5
2020-02-28,89,75.0,,0.75,66.75
2020-02-29,71,75.0,,0.75,53.25
2020-03-01,58,75.0,False,0.75,43.5
2020-03-02,82,75.0,,0.75,61.5
2020-03-03,89,75.0,,0.75,66.75
2020-03-04,88,75.0,,0.75,66.0
2020-03-05,77,75.0,,0.75,57.75
2020-03-06,83,75.0,,0.75,62.25
2020-03-07,53,75.0,,0.75,39.75
2020-03-08,59,75.0,,0.75,44.25
2020-03-09,100,75.0,,0.75,75.0
2020-03-10,98,75.0,,0.75,73.5
2020-03-11,82,75.0,,0.75,61.5
2020-03-12,81,75.0,,0.75,60.75
2020-03-13,72,75.0,,0.75,54.0
2020-03-14,48,75.0,,0.75,36.0
2020-03-15,48,75.0,,0.75,36.0
2020-03-16,69,75.0,,0.75,51.75
2020-03-17,56,75.0,,0.75,42.0
2020-03-18,71,75.0,,0.75,53.25
2020-03-19,75,75.0,,0.75,56.25
2020-03-20,76,75.0,,0.75,57.0
2020-03-21,54,75.0,,0.75,40.5
2020-03-22,60,75.0,,0.75,45.0
2020-03-23,86,75.0,,0.75,64.5
2020-03-24,73,75.0,,0.75,54.75
2020-03-25,78,75.0,,0.75,58.5
2020-03-26,71,75.0,,0.75,53.25
2020-03-27,61,75.0,,0.75,45.75
2020-03-28,53,75.0,,0.75,39.75
2020-03-29,53,75.0,,0.75,39.75
2020-03-30,73,75.0,,0.75,54.75
2020-03-31,76,75.0,,0.75,57.0
2020-04-01,85,72.0,False,0.72,61.199999999999996
2020-04-02,96,72.0,,0.72,69.12
2020-04-03,87,72.0,,0.72,62.64
2020-04-04,62,72.0,,0.72,44.64
2020-04-05,68,72.0,,0.72,48.96
2020-04-06,88,72.0,,0.72,63.36
2020-04-07,90,72.0,,0.72,64.8
2020-04-08,94,72.0,,0.72,67.67999999999999
2020-04-09,86,72.0,,0.72,61.919999999999995
2020-04-10,77,72.0,,0.72,55.44
2020-04-11,55,72.0,,0.72,39.6
2020-04-12,62,72.0,,0.72,44.64
2020-04-13,100,72.0,,0.72,72.0
2020-04-14,92,72.0,,0.72,66.24
2020-04-15,89,72.0,,0.72,64.08
2020-04-16,89,72.0,,0.72,64.08
2020-04-17,85,72.0,,0.72,61.199999999999996
2020-04-18,68,72.0,,0.72,48.96
2020-04-19,73,72.0,,0.72,52.559999999999995
2020-04-20,100,72.0,,0.72,72.0
2020-04-21,93,72.0,,0.72,66.96
2020-04-22,95,72.0,,0.72,68.39999999999999
2020-04-23,90,72.0,,0.72,64.8
2020-04-24,85,72.0,,0.72,61.199999999999996
2020-04-25,59,72.0,,0.72,42.48
2020-04-26,63,72.0,,0.72,45.36
2020-04-27,87,72.0,,0.72,62.64
2020-04-28,95,72.0,,0.72,68.39999999999999
2020-04-29,91,72.0,,0.72,65.52
2020-04-30,90,72.0,,0.72,64.8
2020-05-01,90,64.0,False,0.64,57.6
2020-05-02,66,64.0,,0.64,42.24
2020-05-03,62,64.0,,0.64,39.68
2020-05-04,88,64.0,,0.64,56.32
2020-05-05,100,64.0,,0.64,64.0
2020-05-06,90,64.0,,0.64,57.6
2020-05-07,91,64.0,,0.64,58.24
2020-05-08,88,64.0,,0.64,56.32
2020-05-09,58,64.0,,0.64,37.12
2020-05-10,50,64.0,,0.64,32.0
2020-05-11,87,64.0,,0.64,55.68
2020-05-12,84,64.0,,0.64,53.76
2020-05-13,86,64.0,,0.64,55.04
2020-05-14,89,64.0,,0.64,56.96
2020-05-15,70,64.0,,0.64,44.800000000000004
2020-05-16,51,64.0,,0.64,32.64
2020-05-17,49,64.0,,0.64,31.36
2020-05-18,70,64.0,,0.64,44.800000000000004
2020-05-19,75,64.0,,0.64,48.0
2020-05-20,75,64.0,,0.64,48.0
2020-05-21,76,64.0,,0.64,48.64
2020-05-22,67,64.0,,0.64,42.88
2020-05-23,50,64.0,,0.64,32.0
2020-05-24,46,64.0,,0.64,29.44
2020-05-25,46,64.0,,0.64,29.44
2020-05-26,64,64.0,,0.64,40.96
2020-05-27,68,64.0,,0.64,43.52
2020-05-28,65,64.0,,0.64,41.6
2020-05-29,61,64.0,,0.64,39.04
2020-05-30,45,64.0,,0.64,28.8
2020-05-31,50,64.0,,0.64,32.0
2020-06-01,52,58.0,False,0.58,30.159999999999997
2020-06-02,58,58.0,,0.58,33.64
2020-06-03,61,58.0,,0.58,35.379999999999995
2020-06-04,60,58.0,,0.58,34.8
2020-06-05,56,58.0,,0.58,32.48
2020-06-06,64,58.0,,0.58,37.12
2020-06-07,50,58.0,,0.58,28.999999999999996
2020-06-08,56,58.0,,0.58,32.48
2020-06-09,65,58.0,,0.58,37.699999999999996
2020-06-10,61,58.0,,0.58,35.379999999999995
2020-06-11,68,58.0,,0.58,39.44
2020-06-12,56,58.0,,0.58,32.48
2020-06-13,41,58.0,,0.58,23.779999999999998
2020-06-14,58,58.0,,0.58,33.64
2020-06-15,100,58.0,,0.58,57.99999999999999
2020-06-16,89,58.0,,0.58,51.62
2020-06-17,60,58.0,,0.58,34.8
2020-06-18,68,58.0,,0.58,39.44
2020-06-19,56,58.0,,0.58,32.48
2020-06-20,51,58.0,,0.58,29.58
2020-06-21,56,58.0,,0.58,32.48
2020-06-22,65,58.0,,0.58,37.699999999999996
2020-06-23,57,58.0,,0.58,33.059999999999995
2020-06-24,61,58.0,,0.58,35.379999999999995
2020-06-25,62,58.0,,0.58,35.96
2020-06-26,62,58.0,,0.58,35.96
2020-06-27,45,58.0,,0.58,26.099999999999998
2020-06-28,44,58.0,,0.58,25.52
2020-06-29,63,58.0,,0.58,36.54
2020-06-30,64,58.0,,0.58,37.12
2020-07-01,86,52.0,False,0.52,44.72
2020-07-02,80,52.0,,0.52,41.6
2020-07-03,72,52.0,,0.52,37.44
2020-07-04,60,52.0,,0.52,31.200000000000003
2020-07-05,63,52.0,,0.52,32.76
2020-07-06,91,52.0,,0.52,47.32
2020-07-07,85,52.0,,0.52,44.2
2020-07-08,87,52.0,,0.52,45.24
2020-07-09,100,52.0,,0.52,52.0
2020-07-10,86,52.0,,0.52,44.72
2020-07-11,66,52.0,,0.52,34.32
2020-07-12,59,52.0,,0.52,30.68
2020-07-13,86,52.0,,0.52,44.72
2020-07-14,87,52.0,,0.52,45.24
2020-07-15,88,52.0,,0.52,45.760000000000005
2020-07-16,80,52.0,,0.52,41.6
2020-07-17,78,52.0,,0.52,40.56
2020-07-18,64,52.0,,0.52,33.28
2020-07-19,82,52.0,,0.52,42.64
2020-07-20,91,52.0,,0.52,47.32
2020-07-21,84,52.0,,0.52,43.68
2020-07-22,91,52.0,,0.52,47.32
2020-07-23,85,52.0,,0.52,44.2
2020-07-24,91,52.0,,0.52,47.32
2020-07-25,76,52.0,,0.52,39.52
2020-07-26,73,52.0,,0.52,37.96
2020-07-27,86,52.0,,0.52,44.72
2020-07-28,86,52.0,,0.52,44.72
2020-07-29,90,52.0,,0.52,46.800000000000004
2020-07-30,80,52.0,,0.52,41.6
2020-07-31,78,52.0,,0.52,40.56
2020-08-01,57,55.0,False,0.55,31.35
2020-08-02,48,55.0,,0.55,26.400000000000002
2020-08-03,70,55.0,,0.55,38.5
2020-08-04,63,55.0,,0.55,34.650000000000006
2020-08-05,57,55.0,,0.55,31.35
2020-08-06,64,55.0,,0.55,35.2
2020-08-07,66,55.0,,0.55,36.300000000000004
2020-08-08,59,55.0,,0.55,32.45
2020-08-09,52,55.0,,0.55,28.6
2020-08-10,64,55.0,,0.55,35.2
2020-08-11,64,55.0,,0.55,35.2
2020-08-12,65,55.0,,0.55,35.75
2020-08-13,65,55.0,,0.55,35.75
2020-08-14,58,55.0,,0.55,31.900000000000002
2020-08-15,49,55.0,,0.55,26.950000000000003
2020-08-16,51,55.0,,0.55,28.05
2020-08-17,61,55.0,,0.55,33.550000000000004
2020-08-18,67,55.0,,0.55,36.85
2020-08-19,72,55.0,,0.55,39.6
2020-08-20,78,55.0,,0.55,42.900000000000006
2020-08-21,72,55.0,,0.55,39.6
2020-08-22,54,55.0,,0.55,29.700000000000003
2020-08-23,62,55.0,,0.55,34.1
2020-08-24,78,55.0,,0.55,42.900000000000006
2020-08-25,85,55.0,,0.55,46.75000000000001
2020-08-26,86,55.0,,0.55,47.300000000000004
2020-08-27,87,55.0,,0.55,47.85
2020-08-28,87,55.0,,0.55,47.85
2020-08-29,68,55.0,,0.55,37.400000000000006
2020-08-30,65,55.0,,0.55,35.75
2020-08-31,100,55.0,,0.55,55.00000000000001
2020-09-01,73,88.0,False,0.88,64.24
2020-09-02,82,88.0,,0.88,72.16
2020-09-03,80,88.0,,0.88,70.4
2020-09-04,82,88.0,,0.88,72.16
2020-09-05,54,88.0,,0.88,47.52
2020-09-06,55,88.0,,0.88,48.4
