date,bonds_unscaled,bonds_monthly,isPartial,scale,bonds
2017-05-11,82,72.0,,0.72,59.04
2017-05-12,81,72.0,,0.72,58.32
2017-05-13,48,72.0,,0.72,34.56
2017-05-14,61,72.0,,0.72,43.92
2017-05-15,72,72.0,,0.72,51.839999999999996
2017-05-16,72,72.0,,0.72,51.839999999999996
2017-05-17,84,72.0,,0.72,60.48
2017-05-18,78,72.0,,0.72,56.16
2017-05-19,71,72.0,,0.72,51.12
2017-05-20,71,72.0,,0.72,51.12
2017-05-21,61,72.0,,0.72,43.92
2017-05-22,82,72.0,,0.72,59.04
2017-05-23,79,72.0,,0.72,56.879999999999995
2017-05-24,75,72.0,,0.72,54.0
2017-05-25,73,72.0,,0.72,52.559999999999995
2017-05-26,63,72.0,,0.72,45.36
2017-05-27,53,72.0,,0.72,38.16
2017-05-28,44,72.0,,0.72,31.68
2017-05-29,64,72.0,,0.72,46.08
2017-05-30,71,72.0,,0.72,51.12
2017-05-31,83,72.0,,0.72,59.76
2017-06-01,92,62.0,False,0.62,57.04
2017-06-02,95,62.0,,0.62,58.9
2017-06-03,73,62.0,,0.62,45.26
2017-06-04,87,62.0,,0.62,53.94
2017-06-05,100,62.0,,0.62,62.0
2017-06-06,91,62.0,,0.62,56.42
2017-06-07,95,62.0,,0.62,58.9
2017-06-08,93,62.0,,0.62,57.66
2017-06-09,78,62.0,,0.62,48.36
2017-06-10,75,62.0,,0.62,46.5
2017-06-11,70,62.0,,0.62,43.4
2017-06-12,88,62.0,,0.62,54.56
2017-06-13,87,62.0,,0.62,53.94
2017-06-14,83,62.0,,0.62,51.46
2017-06-15,82,62.0,,0.62,50.839999999999996
2017-06-16,77,62.0,,0.62,47.74
2017-06-17,63,62.0,,0.62,39.06
2017-06-18,70,62.0,,0.62,43.4
2017-06-19,86,62.0,,0.62,53.32
2017-06-20,94,62.0,,0.62,58.28
2017-06-21,87,62.0,,0.62,53.94
2017-06-22,80,62.0,,0.62,49.6
2017-06-23,87,62.0,,0.62,53.94
2017-06-24,65,62.0,,0.62,40.3
2017-06-25,59,62.0,,0.62,36.58
2017-06-26,89,62.0,,0.62,55.18
2017-06-27,95,62.0,,0.62,58.9
2017-06-28,81,62.0,,0.62,50.22
2017-06-29,84,62.0,,0.62,52.08
2017-06-30,77,62.0,,0.62,47.74
2017-07-01,46,60.0,False,0.6,27.599999999999998
2017-07-02,44,60.0,,0.6,26.4
2017-07-03,53,60.0,,0.6,31.799999999999997
2017-07-04,40,60.0,,0.6,24.0
2017-07-05,100,60.0,,0.6,60.0
2017-07-06,68,60.0,,0.6,40.8
2017-07-07,65,60.0,,0.6,39.0
2017-07-08,52,60.0,,0.6,31.2
2017-07-09,57,60.0,,0.6,34.199999999999996
2017-07-10,56,60.0,,0.6,33.6
2017-07-11,61,60.0,,0.6,36.6
2017-07-12,65,60.0,,0.6,39.0
2017-07-13,56,60.0,,0.6,33.6
2017-07-14,52,60.0,,0.6,31.2
2017-07-15,40,60.0,,0.6,24.0
2017-07-16,44,60.0,,0.6,26.4
2017-07-17,57,60.0,,0.6,34.199999999999996
2017-07-18,55,60.0,,0.6,33.0
2017-07-19,60,60.0,,0.6,36.0
2017-07-20,49,60.0,,0.6,29.4
2017-07-21,53,60.0,,0.6,31.799999999999997
2017-07-22,45,60.0,,0.6,27.0
2017-07-23,42,60.0,,0.6,25.2
2017-07-24,56,60.0,,0.6,33.6
2017-07-25,66,60.0,,0.6,39.6
2017-07-26,59,60.0,,0.6,35.4
2017-07-27,52,60.0,,0.6,31.2
2017-07-28,48,60.0,,0.6,28.799999999999997
2017-07-29,47,60.0,,0.6,28.2
2017-07-30,45,60.0,,0.6,27.0
2017-07-31,55,60.0,,0.6,33.0
2017-08-01,65,62.0,False,0.62,40.3
2017-08-02,72,62.0,,0.62,44.64
2017-08-03,72,62.0,,0.62,44.64
2017-08-04,60,62.0,,0.62,37.2
2017-08-05,59,62.0,,0.62,36.58
2017-08-06,58,62.0,,0.62,35.96
2017-08-07,81,62.0,,0.62,50.22
2017-08-08,100,62.0,,0.62,62.0
2017-08-09,76,62.0,,0.62,47.12
2017-08-10,69,62.0,,0.62,42.78
2017-08-11,61,62.0,,0.62,37.82
2017-08-12,63,62.0,,0.62,39.06
2017-08-13,55,62.0,,0.62,34.1
2017-08-14,60,62.0,,0.62,37.2
2017-08-15,66,62.0,,0.62,40.92
2017-08-16,71,62.0,,0.62,44.02
2017-08-17,68,62.0,,0.62,42.16
2017-08-18,72,62.0,,0.62,44.64
2017-08-19,51,62.0,,0.62,31.62
2017-08-20,63,62.0,,0.62,39.06
2017-08-21,57,62.0,,0.62,35.339999999999996
2017-08-22,74,62.0,,0.62,45.88
2017-08-23,77,62.0,,0.62,47.74
2017-08-24,72,62.0,,0.62,44.64
2017-08-25,74,62.0,,0.62,45.88
2017-08-26,60,62.0,,0.62,37.2
2017-08-27,55,62.0,,0.62,34.1
2017-08-28,84,62.0,,0.62,52.08
2017-08-29,82,62.0,,0.62,50.839999999999996
2017-08-30,93,62.0,,0.62,57.66
2017-08-31,93,62.0,,0.62,57.66
2017-09-01,69,79.0,False,0.79,54.510000000000005
2017-09-02,49,79.0,,0.79,38.71
2017-09-03,56,79.0,,0.79,44.24
2017-09-04,59,79.0,,0.79,46.61
2017-09-05,73,79.0,,0.79,57.67
2017-09-06,83,79.0,,0.79,65.57000000000001
2017-09-07,84,79.0,,0.79,66.36
2017-09-08,77,79.0,,0.79,60.830000000000005
2017-09-09,53,79.0,,0.79,41.870000000000005
2017-09-10,65,79.0,,0.79,51.35
2017-09-11,83,79.0,,0.79,65.57000000000001
2017-09-12,90,79.0,,0.79,71.10000000000001
2017-09-13,91,79.0,,0.79,71.89
2017-09-14,90,79.0,,0.79,71.10000000000001
2017-09-15,86,79.0,,0.79,67.94
2017-09-16,67,79.0,,0.79,52.93
2017-09-17,64,79.0,,0.79,50.56
2017-09-18,91,79.0,,0.79,71.89
2017-09-19,95,79.0,,0.79,75.05
2017-09-20,100,79.0,,0.79,79.0
2017-09-21,94,79.0,,0.79,74.26
2017-09-22,84,79.0,,0.79,66.36
2017-09-23,56,79.0,,0.79,44.24
2017-09-24,65,79.0,,0.79,51.35
2017-09-25,90,79.0,,0.79,71.10000000000001
2017-09-26,82,79.0,,0.79,64.78
2017-09-27,88,79.0,,0.79,69.52000000000001
2017-09-28,91,79.0,,0.79,71.89
2017-09-29,80,79.0,,0.79,63.2
2017-09-30,54,79.0,,0.79,42.660000000000004
2017-10-01,55,84.0,False,0.84,46.199999999999996
2017-10-02,92,84.0,,0.84,77.28
2017-10-03,89,84.0,,0.84,74.75999999999999
2017-10-04,100,84.0,,0.84,84.0
2017-10-05,97,84.0,,0.84,81.48
2017-10-06,75,84.0,,0.84,63.0
2017-10-07,55,84.0,,0.84,46.199999999999996
2017-10-08,56,84.0,,0.84,47.04
2017-10-09,80,84.0,,0.84,67.2
2017-10-10,89,84.0,,0.84,74.75999999999999
2017-10-11,92,84.0,,0.84,77.28
2017-10-12,84,84.0,,0.84,70.56
2017-10-13,79,84.0,,0.84,66.36
2017-10-14,57,84.0,,0.84,47.879999999999995
2017-10-15,65,84.0,,0.84,54.6
2017-10-16,86,84.0,,0.84,72.24
2017-10-17,87,84.0,,0.84,73.08
2017-10-18,89,84.0,,0.84,74.75999999999999
2017-10-19,86,84.0,,0.84,72.24
2017-10-20,82,84.0,,0.84,68.88
2017-10-21,53,84.0,,0.84,44.519999999999996
2017-10-22,57,84.0,,0.84,47.879999999999995
2017-10-23,89,84.0,,0.84,74.75999999999999
2017-10-24,99,84.0,,0.84,83.16
2017-10-25,92,84.0,,0.84,77.28
2017-10-26,94,84.0,,0.84,78.96
2017-10-27,72,84.0,,0.84,60.48
2017-10-28,52,84.0,,0.84,43.68
2017-10-29,56,84.0,,0.84,47.04
2017-10-30,88,84.0,,0.84,73.92
2017-10-31,91,84.0,,0.84,76.44
2017-11-01,94,82.0,False,0.82,77.08
2017-11-02,96,82.0,,0.82,78.72
2017-11-03,87,82.0,,0.82,71.33999999999999
2017-11-04,49,82.0,,0.82,40.18
2017-11-05,52,82.0,,0.82,42.64
2017-11-06,88,82.0,,0.82,72.16
2017-11-07,93,82.0,,0.82,76.25999999999999
2017-11-08,100,82.0,,0.82,82.0
2017-11-09,92,82.0,,0.82,75.44
2017-11-10,74,82.0,,0.82,60.68
2017-11-11,56,82.0,,0.82,45.919999999999995
2017-11-12,54,82.0,,0.82,44.279999999999994
2017-11-13,88,82.0,,0.82,72.16
2017-11-14,100,82.0,,0.82,82.0
2017-11-15,91,82.0,,0.82,74.61999999999999
2017-11-16,90,82.0,,0.82,73.8
2017-11-17,88,82.0,,0.82,72.16
2017-11-18,50,82.0,,0.82,41.0
2017-11-19,53,82.0,,0.82,43.46
2017-11-20,84,82.0,,0.82,68.88
2017-11-21,80,82.0,,0.82,65.6
2017-11-22,59,82.0,,0.82,48.379999999999995
2017-11-23,34,82.0,,0.82,27.88
2017-11-24,39,82.0,,0.82,31.979999999999997
2017-11-25,49,82.0,,0.82,40.18
2017-11-26,52,82.0,,0.82,42.64
2017-11-27,81,82.0,,0.82,66.42
2017-11-28,92,82.0,,0.82,75.44
2017-11-29,95,82.0,,0.82,77.89999999999999
2017-11-30,90,82.0,,0.82,73.8
2017-12-01,79,73.0,False,0.73,57.67
2017-12-02,57,73.0,,0.73,41.61
2017-12-03,62,73.0,,0.73,45.26
2017-12-04,92,73.0,,0.73,67.16
2017-12-05,87,73.0,,0.73,63.51
2017-12-06,86,73.0,,0.73,62.78
2017-12-07,90,73.0,,0.73,65.7
2017-12-08,92,73.0,,0.73,67.16
2017-12-09,58,73.0,,0.73,42.339999999999996
2017-12-10,62,73.0,,0.73,45.26
2017-12-11,95,73.0,,0.73,69.35
2017-12-12,98,73.0,,0.73,71.53999999999999
2017-12-13,100,73.0,,0.73,73.0
2017-12-14,97,73.0,,0.73,70.81
2017-12-15,86,73.0,,0.73,62.78
2017-12-16,47,73.0,,0.73,34.31
2017-12-17,39,73.0,,0.73,28.47
2017-12-18,80,73.0,,0.73,58.4
2017-12-19,85,73.0,,0.73,62.05
2017-12-20,78,73.0,,0.73,56.94
2017-12-21,64,73.0,,0.73,46.72
2017-12-22,57,73.0,,0.73,41.61
2017-12-23,38,73.0,,0.73,27.74
2017-12-24,35,73.0,,0.73,25.55
2017-12-25,41,73.0,,0.73,29.93
2017-12-26,41,73.0,,0.73,29.93
2017-12-27,54,73.0,,0.73,39.42
2017-12-28,52,73.0,,0.73,37.96
2017-12-29,55,73.0,,0.73,40.15
2017-12-30,44,73.0,,0.73,32.12
2017-12-31,40,73.0,,0.73,29.2
2018-01-01,35,76.0,False,0.76,26.6
2018-01-02,53,76.0,,0.76,40.28
2018-01-03,52,76.0,,0.76,39.52
2018-01-04,55,76.0,,0.76,41.8
2018-01-05,58,76.0,,0.76,44.08
2018-01-06,46,76.0,,0.76,34.96
2018-01-07,45,76.0,,0.76,34.2
2018-01-08,64,76.0,,0.76,48.64
2018-01-09,68,76.0,,0.76,51.68
2018-01-10,74,76.0,,0.76,56.24
2018-01-11,80,76.0,,0.76,60.8
2018-01-12,65,76.0,,0.76,49.4
2018-01-13,39,76.0,,0.76,29.64
2018-01-14,46,76.0,,0.76,34.96
2018-01-15,58,76.0,,0.76,44.08
2018-01-16,73,76.0,,0.76,55.480000000000004
2018-01-17,77,76.0,,0.76,58.52
2018-01-18,76,76.0,,0.76,57.76
2018-01-19,74,76.0,,0.76,56.24
2018-01-20,52,76.0,,0.76,39.52
2018-01-21,59,76.0,,0.76,44.84
2018-01-22,76,76.0,,0.76,57.76
2018-01-23,83,76.0,,0.76,63.08
2018-01-24,95,76.0,,0.76,72.2
2018-01-25,100,76.0,,0.76,76.0
2018-01-26,88,76.0,,0.76,66.88
2018-01-27,54,76.0,,0.76,41.04
2018-01-28,60,76.0,,0.76,45.6
2018-01-29,88,76.0,,0.76,66.88
2018-01-30,89,76.0,,0.76,67.64
2018-01-31,87,76.0,,0.76,66.12
2018-02-01,88,84.0,False,0.84,73.92
2018-02-02,81,84.0,,0.84,68.03999999999999
2018-02-03,58,84.0,,0.84,48.72
2018-02-04,67,84.0,,0.84,56.28
2018-02-05,83,84.0,,0.84,69.72
2018-02-06,100,84.0,,0.84,84.0
2018-02-07,82,84.0,,0.84,68.88
2018-02-08,83,84.0,,0.84,69.72
2018-02-09,87,84.0,,0.84,73.08
2018-02-10,58,84.0,,0.84,48.72
2018-02-11,57,84.0,,0.84,47.879999999999995
2018-02-12,80,84.0,,0.84,67.2
2018-02-13,77,84.0,,0.84,64.67999999999999
2018-02-14,79,84.0,,0.84,66.36
2018-02-15,84,84.0,,0.84,70.56
2018-02-16,65,84.0,,0.84,54.6
2018-02-17,50,84.0,,0.84,42.0
2018-02-18,53,84.0,,0.84,44.519999999999996
2018-02-19,61,84.0,,0.84,51.239999999999995
2018-02-20,77,84.0,,0.84,64.67999999999999
2018-02-21,81,84.0,,0.84,68.03999999999999
2018-02-22,80,84.0,,0.84,67.2
2018-02-23,71,84.0,,0.84,59.64
2018-02-24,50,84.0,,0.84,42.0
2018-02-25,56,84.0,,0.84,47.04
2018-02-26,79,84.0,,0.84,66.36
2018-02-27,75,84.0,,0.84,63.0
2018-02-28,80,84.0,,0.84,67.2
2018-03-01,100,72.0,False,0.72,72.0
2018-03-02,94,72.0,,0.72,67.67999999999999
2018-03-03,71,72.0,,0.72,51.12
2018-03-04,66,72.0,,0.72,47.519999999999996
2018-03-05,92,72.0,,0.72,66.24
2018-03-06,97,72.0,,0.72,69.84
2018-03-07,96,72.0,,0.72,69.12
2018-03-08,93,72.0,,0.72,66.96
2018-03-09,90,72.0,,0.72,64.8
2018-03-10,61,72.0,,0.72,43.92
2018-03-11,58,72.0,,0.72,41.76
2018-03-12,86,72.0,,0.72,61.919999999999995
2018-03-13,88,72.0,,0.72,63.36
2018-03-14,84,72.0,,0.72,60.48
2018-03-15,89,72.0,,0.72,64.08
2018-03-16,78,72.0,,0.72,56.16
2018-03-17,53,72.0,,0.72,38.16
2018-03-18,62,72.0,,0.72,44.64
2018-03-19,89,72.0,,0.72,64.08
2018-03-20,92,72.0,,0.72,66.24
2018-03-21,85,72.0,,0.72,61.199999999999996
2018-03-22,89,72.0,,0.72,64.08
2018-03-23,86,72.0,,0.72,61.919999999999995
2018-03-24,58,72.0,,0.72,41.76
2018-03-25,59,72.0,,0.72,42.48
2018-03-26,86,72.0,,0.72,61.919999999999995
2018-03-27,87,72.0,,0.72,62.64
2018-03-28,93,72.0,,0.72,66.96
2018-03-29,90,72.0,,0.72,64.8
2018-03-30,64,72.0,,0.72,46.08
2018-03-31,59,72.0,,0.72,42.48
2018-04-01,55,74.0,False,0.74,40.7
2018-04-02,84,74.0,,0.74,62.16
2018-04-03,86,74.0,,0.74,63.64
2018-04-04,83,74.0,,0.74,61.42
2018-04-05,87,74.0,,0.74,64.38
2018-04-06,80,74.0,,0.74,59.2
2018-04-07,58,74.0,,0.74,42.92
2018-04-08,65,74.0,,0.74,48.1
2018-04-09,99,74.0,,0.74,73.26
2018-04-10,88,74.0,,0.74,65.12
2018-04-11,93,74.0,,0.74,68.82
2018-04-12,83,74.0,,0.74,61.42
2018-04-13,78,74.0,,0.74,57.72
2018-04-14,52,74.0,,0.74,38.48
2018-04-15,65,74.0,,0.74,48.1
2018-04-16,87,74.0,,0.74,64.38
2018-04-17,100,74.0,,0.74,74.0
2018-04-18,90,74.0,,0.74,66.6
2018-04-19,90,74.0,,0.74,66.6
2018-04-20,75,74.0,,0.74,55.5
2018-04-21,56,74.0,,0.74,41.44
2018-04-22,67,74.0,,0.74,49.58
2018-04-23,96,74.0,,0.74,71.03999999999999
2018-04-24,91,74.0,,0.74,67.34
2018-04-25,94,74.0,,0.74,69.56
2018-04-26,83,74.0,,0.74,61.42
2018-04-27,80,74.0,,0.74,59.2
2018-04-28,58,74.0,,0.74,42.92
2018-04-29,64,74.0,,0.74,47.36
2018-04-30,93,74.0,,0.74,68.82
2018-05-01,100,68.0,False,0.68,68.0
2018-05-02,97,68.0,,0.68,65.96000000000001
2018-05-03,84,68.0,,0.68,57.120000000000005
2018-05-04,86,68.0,,0.68,58.480000000000004
2018-05-05,69,68.0,,0.68,46.92
2018-05-06,69,68.0,,0.68,46.92
2018-05-07,86,68.0,,0.68,58.480000000000004
2018-05-08,87,68.0,,0.68,59.160000000000004
2018-05-09,92,68.0,,0.68,62.56
2018-05-10,82,68.0,,0.68,55.760000000000005
2018-05-11,77,68.0,,0.68,52.36000000000001
2018-05-12,53,68.0,,0.68,36.04
2018-05-13,57,68.0,,0.68,38.760000000000005
2018-05-14,66,68.0,,0.68,44.88
2018-05-15,86,68.0,,0.68,58.480000000000004
2018-05-16,84,68.0,,0.68,57.120000000000005
2018-05-17,69,68.0,,0.68,46.92
2018-05-18,72,68.0,,0.68,48.96
2018-05-19,43,68.0,,0.68,29.240000000000002
2018-05-20,60,68.0,,0.68,40.800000000000004
2018-05-21,78,68.0,,0.68,53.040000000000006
2018-05-22,71,68.0,,0.68,48.28
2018-05-23,71,68.0,,0.68,48.28
2018-05-24,70,68.0,,0.68,47.6
2018-05-25,68,68.0,,0.68,46.24
2018-05-26,55,68.0,,0.68,37.400000000000006
2018-05-27,51,68.0,,0.68,34.68
2018-05-28,61,68.0,,0.68,41.480000000000004
2018-05-29,74,68.0,,0.68,50.32
2018-05-30,67,68.0,,0.68,45.56
2018-05-31,74,68.0,,0.68,50.32
2018-06-01,88,57.0,False,0.57,50.16
2018-06-02,67,57.0,,0.57,38.19
2018-06-03,72,57.0,,0.57,41.04
2018-06-04,97,57.0,,0.57,55.28999999999999
2018-06-05,91,57.0,,0.57,51.87
2018-06-06,93,57.0,,0.57,53.01
2018-06-07,94,57.0,,0.57,53.58
2018-06-08,68,57.0,,0.57,38.76
2018-06-09,74,57.0,,0.57,42.18
2018-06-10,76,57.0,,0.57,43.31999999999999
2018-06-11,82,57.0,,0.57,46.739999999999995
2018-06-12,80,57.0,,0.57,45.599999999999994
2018-06-13,100,57.0,,0.57,56.99999999999999
2018-06-14,90,57.0,,0.57,51.3
2018-06-15,79,57.0,,0.57,45.029999999999994
2018-06-16,69,57.0,,0.57,39.33
2018-06-17,63,57.0,,0.57,35.91
2018-06-18,90,57.0,,0.57,51.3
2018-06-19,87,57.0,,0.57,49.589999999999996
2018-06-20,88,57.0,,0.57,50.16
2018-06-21,87,57.0,,0.57,49.589999999999996
2018-06-22,86,57.0,,0.57,49.019999999999996
2018-06-23,65,57.0,,0.57,37.05
2018-06-24,56,57.0,,0.57,31.919999999999998
2018-06-25,85,57.0,,0.57,48.449999999999996
2018-06-26,96,57.0,,0.57,54.72
2018-06-27,79,57.0,,0.57,45.029999999999994
2018-06-28,77,57.0,,0.57,43.88999999999999
2018-06-29,82,57.0,,0.57,46.739999999999995
2018-06-30,69,57.0,,0.57,39.33
2018-07-01,66,56.0,False,0.56,36.96
2018-07-02,88,56.0,,0.56,49.28
2018-07-03,100,56.0,,0.56,56.00000000000001
2018-07-04,55,56.0,,0.56,30.800000000000004
2018-07-05,87,56.0,,0.56,48.720000000000006
2018-07-06,75,56.0,,0.56,42.00000000000001
2018-07-07,68,56.0,,0.56,38.080000000000005
2018-07-08,66,56.0,,0.56,36.96
2018-07-09,88,56.0,,0.56,49.28
2018-07-10,65,56.0,,0.56,36.400000000000006
2018-07-11,88,56.0,,0.56,49.28
2018-07-12,75,56.0,,0.56,42.00000000000001
2018-07-13,84,56.0,,0.56,47.040000000000006
2018-07-14,68,56.0,,0.56,38.080000000000005
2018-07-15,58,56.0,,0.56,32.480000000000004
2018-07-16,87,56.0,,0.56,48.720000000000006
2018-07-17,84,56.0,,0.56,47.040000000000006
2018-07-18,80,56.0,,0.56,44.800000000000004
2018-07-19,88,56.0,,0.56,49.28
2018-07-20,86,56.0,,0.56,48.160000000000004
2018-07-21,71,56.0,,0.56,39.760000000000005
2018-07-22,64,56.0,,0.56,35.84
2018-07-23,79,56.0,,0.56,44.24
2018-07-24,91,56.0,,0.56,50.96000000000001
2018-07-25,95,56.0,,0.56,53.2
2018-07-26,87,56.0,,0.56,48.720000000000006
2018-07-27,71,56.0,,0.56,39.760000000000005
2018-07-28,71,56.0,,0.56,39.760000000000005
2018-07-29,73,56.0,,0.56,40.88
2018-07-30,85,56.0,,0.56,47.6
2018-07-31,86,56.0,,0.56,48.160000000000004
2018-08-01,44,64.0,False,0.64,28.16
2018-08-02,44,64.0,,0.64,28.16
2018-08-03,39,64.0,,0.64,24.96
2018-08-04,39,64.0,,0.64,24.96
2018-08-05,40,64.0,,0.64,25.6
2018-08-06,49,64.0,,0.64,31.36
2018-08-07,57,64.0,,0.64,36.480000000000004
2018-08-08,48,64.0,,0.64,30.72
2018-08-09,47,64.0,,0.64,30.080000000000002
2018-08-10,49,64.0,,0.64,31.36
2018-08-11,61,64.0,,0.64,39.04
2018-08-12,100,64.0,,0.64,64.0
2018-08-13,48,64.0,,0.64,30.72
2018-08-14,50,64.0,,0.64,32.0
2018-08-15,50,64.0,,0.64,32.0
2018-08-16,46,64.0,,0.64,29.44
2018-08-17,42,64.0,,0.64,26.88
2018-08-18,35,64.0,,0.64,22.400000000000002
2018-08-19,36,64.0,,0.64,23.04
2018-08-20,46,64.0,,0.64,29.44
2018-08-21,45,64.0,,0.64,28.8
2018-08-22,45,64.0,,0.64,28.8
2018-08-23,52,64.0,,0.64,33.28
2018-08-24,48,64.0,,0.64,30.72
2018-08-25,42,64.0,,0.64,26.88
2018-08-26,42,64.0,,0.64,26.88
2018-08-27,63,64.0,,0.64,40.32
2018-08-28,66,64.0,,0.64,42.24
2018-08-29,61,64.0,,0.64,39.04
2018-08-30,64,64.0,,0.64,40.96
2018-08-31,61,64.0,,0.64,39.04
2018-09-01,52,79.0,False,0.79,41.08
2018-09-02,59,79.0,,0.79,46.61
2018-09-03,66,79.0,,0.79,52.14
2018-09-04,91,79.0,,0.79,71.89
2018-09-05,88,79.0,,0.79,69.52000000000001
2018-09-06,93,79.0,,0.79,73.47
2018-09-07,82,79.0,,0.79,64.78
2018-09-08,58,79.0,,0.79,45.82
2018-09-09,64,79.0,,0.79,50.56
2018-09-10,91,79.0,,0.79,71.89
2018-09-11,94,79.0,,0.79,74.26
2018-09-12,98,79.0,,0.79,77.42
2018-09-13,86,79.0,,0.79,67.94
2018-09-14,79,79.0,,0.79,62.410000000000004
2018-09-15,63,79.0,,0.79,49.77
2018-09-16,72,79.0,,0.79,56.88
2018-09-17,97,79.0,,0.79,76.63000000000001
2018-09-18,93,79.0,,0.79,73.47
2018-09-19,100,79.0,,0.79,79.0
2018-09-20,98,79.0,,0.79,77.42
2018-09-21,87,79.0,,0.79,68.73
2018-09-22,67,79.0,,0.79,52.93
2018-09-23,66,79.0,,0.79,52.14
2018-09-24,92,79.0,,0.79,72.68
2018-09-25,94,79.0,,0.79,74.26
2018-09-26,98,79.0,,0.79,77.42
2018-09-27,92,79.0,,0.79,72.68
2018-09-28,84,79.0,,0.79,66.36
2018-09-29,57,79.0,,0.79,45.03
2018-09-30,65,79.0,,0.79,51.35
2018-10-01,94,84.0,False,0.84,78.96
2018-10-02,87,84.0,,0.84,73.08
2018-10-03,81,84.0,,0.84,68.03999999999999
2018-10-04,98,84.0,,0.84,82.32
2018-10-05,82,84.0,,0.84,68.88
2018-10-06,55,84.0,,0.84,46.199999999999996
2018-10-07,52,84.0,,0.84,43.68
2018-10-08,90,84.0,,0.84,75.6
2018-10-09,97,84.0,,0.84,81.48
2018-10-10,90,84.0,,0.84,75.6
2018-10-11,99,84.0,,0.84,83.16
2018-10-12,81,84.0,,0.84,68.03999999999999
2018-10-13,49,84.0,,0.84,41.16
2018-10-14,60,84.0,,0.84,50.4
2018-10-15,92,84.0,,0.84,77.28
2018-10-16,82,84.0,,0.84,68.88
2018-10-17,87,84.0,,0.84,73.08
2018-10-18,84,84.0,,0.84,70.56
2018-10-19,81,84.0,,0.84,68.03999999999999
2018-10-20,50,84.0,,0.84,42.0
2018-10-21,61,84.0,,0.84,51.239999999999995
2018-10-22,100,84.0,,0.84,84.0
2018-10-23,93,84.0,,0.84,78.11999999999999
2018-10-24,94,84.0,,0.84,78.96
2018-10-25,88,84.0,,0.84,73.92
2018-10-26,79,84.0,,0.84,66.36
2018-10-27,69,84.0,,0.84,57.96
2018-10-28,52,84.0,,0.84,43.68
2018-10-29,98,84.0,,0.84,82.32
2018-10-30,92,84.0,,0.84,77.28
2018-10-31,79,84.0,,0.84,66.36
2018-11-01,94,79.0,False,0.79,74.26
2018-11-02,83,79.0,,0.79,65.57000000000001
2018-11-03,45,79.0,,0.79,35.550000000000004
2018-11-04,58,79.0,,0.79,45.82
2018-11-05,97,79.0,,0.79,76.63000000000001
2018-11-06,100,79.0,,0.79,79.0
2018-11-07,87,79.0,,0.79,68.73
2018-11-08,88,79.0,,0.79,69.52000000000001
2018-11-09,69,79.0,,0.79,54.510000000000005
2018-11-10,47,79.0,,0.79,37.13
2018-11-11,48,79.0,,0.79,37.92
2018-11-12,77,79.0,,0.79,60.830000000000005
2018-11-13,100,79.0,,0.79,79.0
2018-11-14,84,79.0,,0.79,66.36
2018-11-15,89,79.0,,0.79,70.31
2018-11-16,84,79.0,,0.79,66.36
2018-11-17,47,79.0,,0.79,37.13
2018-11-18,50,79.0,,0.79,39.5
2018-11-19,82,79.0,,0.79,64.78
2018-11-20,64,79.0,,0.79,50.56
2018-11-21,55,79.0,,0.79,43.45
2018-11-22,32,79.0,,0.79,25.28
2018-11-23,31,79.0,,0.79,24.490000000000002
2018-11-24,40,79.0,,0.79,31.6
2018-11-25,53,79.0,,0.79,41.870000000000005
2018-11-26,77,79.0,,0.79,60.830000000000005
2018-11-27,91,79.0,,0.79,71.89
2018-11-28,94,79.0,,0.79,74.26
2018-11-29,94,79.0,,0.79,74.26
2018-11-30,96,79.0,,0.79,75.84
2018-12-01,51,72.0,False,0.72,36.72
2018-12-02,48,72.0,,0.72,34.56
2018-12-03,93,72.0,,0.72,66.96
2018-12-04,100,72.0,,0.72,72.0
2018-12-05,92,72.0,,0.72,66.24
2018-12-06,92,72.0,,0.72,66.24
2018-12-07,85,72.0,,0.72,61.199999999999996
2018-12-08,50,72.0,,0.72,36.0
2018-12-09,57,72.0,,0.72,41.04
2018-12-10,93,72.0,,0.72,66.96
2018-12-11,100,72.0,,0.72,72.0
2018-12-12,95,72.0,,0.72,68.39999999999999
2018-12-13,90,72.0,,0.72,64.8
2018-12-14,78,72.0,,0.72,56.16
2018-12-15,44,72.0,,0.72,31.68
2018-12-16,51,72.0,,0.72,36.72
2018-12-17,79,72.0,,0.72,56.879999999999995
2018-12-18,79,72.0,,0.72,56.879999999999995
2018-12-19,78,72.0,,0.72,56.16
2018-12-20,73,72.0,,0.72,52.559999999999995
2018-12-21,61,72.0,,0.72,43.92
2018-12-22,36,72.0,,0.72,25.919999999999998
2018-12-23,38,72.0,,0.72,27.36
2018-12-24,43,72.0,,0.72,30.959999999999997
2018-12-25,38,72.0,,0.72,27.36
2018-12-26,53,72.0,,0.72,38.16
2018-12-27,48,72.0,,0.72,34.56
2018-12-28,46,72.0,,0.72,33.12
2018-12-29,40,72.0,,0.72,28.799999999999997
2018-12-30,38,72.0,,0.72,27.36
2018-12-31,42,72.0,,0.72,30.24
2019-01-01,38,71.0,False,0.71,26.979999999999997
2019-01-02,48,71.0,,0.71,34.08
2019-01-03,59,71.0,,0.71,41.89
2019-01-04,56,71.0,,0.71,39.76
2019-01-05,41,71.0,,0.71,29.11
2019-01-06,33,71.0,,0.71,23.43
2019-01-07,60,71.0,,0.71,42.599999999999994
2019-01-08,73,71.0,,0.71,51.83
