date,dividend_unscaled,dividend_monthly,isPartial,scale,dividend
2020-02-14,81,74.0,,0.74,59.94
2020-02-15,58,74.0,,0.74,42.92
2020-02-16,53,74.0,,0.74,39.22
2020-02-17,59,74.0,,0.74,43.66
2020-02-18,81,74.0,,0.74,59.94
2020-02-19,91,74.0,,0.74,67.34
2020-02-20,82,74.0,,0.74,60.68
2020-02-21,84,74.0,,0.74,62.16
2020-02-22,51,74.0,,0.74,37.74
2020-02-23,48,74.0,,0.74,35.519999999999996
2020-02-24,79,74.0,,0.74,58.46
2020-02-25,91,74.0,,0.74,67.34
2020-02-26,80,74.0,,0.74,59.2
2020-02-27,88,74.0,,0.74,65.12
2020-02-28,100,74.0,,0.74,74.0
2020-02-29,63,74.0,,0.74,46.62
2020-03-01,42,100.0,False,1.0,42.0
2020-03-02,57,100.0,,1.0,57.0
2020-03-03,69,100.0,,1.0,69.0
2020-03-04,65,100.0,,1.0,65.0
2020-03-05,68,100.0,,1.0,68.0
2020-03-06,76,100.0,,1.0,76.0
2020-03-07,45,100.0,,1.0,45.0
2020-03-08,37,100.0,,1.0,37.0
2020-03-09,73,100.0,,1.0,73.0
2020-03-10,81,100.0,,1.0,81.0
2020-03-11,76,100.0,,1.0,76.0
2020-03-12,81,100.0,,1.0,81.0
2020-03-13,77,100.0,,1.0,77.0
2020-03-14,46,100.0,,1.0,46.0
2020-03-15,46,100.0,,1.0,46.0
2020-03-16,72,100.0,,1.0,72.0
2020-03-17,81,100.0,,1.0,81.0
2020-03-18,83,100.0,,1.0,83.0
2020-03-19,100,100.0,,1.0,100.0
2020-03-20,77,100.0,,1.0,77.0
2020-03-21,52,100.0,,1.0,52.0
2020-03-22,52,100.0,,1.0,52.0
2020-03-23,77,100.0,,1.0,77.0
2020-03-24,97,100.0,,1.0,97.0
2020-03-25,95,100.0,,1.0,95.0
2020-03-26,92,100.0,,1.0,92.0
2020-03-27,89,100.0,,1.0,89.0
2020-03-28,53,100.0,,1.0,53.0
2020-03-29,49,100.0,,1.0,49.0
2020-03-30,85,100.0,,1.0,85.0
2020-03-31,79,100.0,,1.0,79.0
2020-04-01,76,97.0,False,0.97,73.72
2020-04-02,80,97.0,,0.97,77.6
2020-04-03,72,97.0,,0.97,69.84
2020-04-04,43,97.0,,0.97,41.71
2020-04-05,47,97.0,,0.97,45.589999999999996
2020-04-06,70,97.0,,0.97,67.89999999999999
2020-04-07,78,97.0,,0.97,75.66
2020-04-08,83,97.0,,0.97,80.50999999999999
2020-04-09,89,97.0,,0.97,86.33
2020-04-10,55,97.0,,0.97,53.35
2020-04-11,42,97.0,,0.97,40.74
2020-04-12,41,97.0,,0.97,39.769999999999996
2020-04-13,81,97.0,,0.97,78.57
2020-04-14,78,97.0,,0.97,75.66
2020-04-15,69,97.0,,0.97,66.92999999999999
2020-04-16,75,97.0,,0.97,72.75
2020-04-17,74,97.0,,0.97,71.78
2020-04-18,50,97.0,,0.97,48.5
2020-04-19,41,97.0,,0.97,39.769999999999996
2020-04-20,75,97.0,,0.97,72.75
2020-04-21,85,97.0,,0.97,82.45
2020-04-22,82,97.0,,0.97,79.53999999999999
2020-04-23,76,97.0,,0.97,73.72
2020-04-24,60,97.0,,0.97,58.199999999999996
2020-04-25,48,97.0,,0.97,46.56
2020-04-26,44,97.0,,0.97,42.68
2020-04-27,81,97.0,,0.97,78.57
2020-04-28,86,97.0,,0.97,83.42
2020-04-29,90,97.0,,0.97,87.3
2020-04-30,100,97.0,,0.97,97.0
2020-05-01,92,91.0,False,0.91,83.72
2020-05-02,58,91.0,,0.91,52.78
2020-05-03,52,91.0,,0.91,47.32
2020-05-04,75,91.0,,0.91,68.25
2020-05-05,100,91.0,,0.91,91.0
2020-05-06,90,91.0,,0.91,81.9
2020-05-07,84,91.0,,0.91,76.44
2020-05-08,85,91.0,,0.91,77.35000000000001
2020-05-09,57,91.0,,0.91,51.870000000000005
2020-05-10,45,91.0,,0.91,40.95
2020-05-11,80,91.0,,0.91,72.8
2020-05-12,82,91.0,,0.91,74.62
2020-05-13,76,91.0,,0.91,69.16
2020-05-14,71,91.0,,0.91,64.61
2020-05-15,72,91.0,,0.91,65.52
2020-05-16,47,91.0,,0.91,42.77
2020-05-17,38,91.0,,0.91,34.58
2020-05-18,73,91.0,,0.91,66.43
2020-05-19,82,91.0,,0.91,74.62
2020-05-20,79,91.0,,0.91,71.89
2020-05-21,71,91.0,,0.91,64.61
2020-05-22,72,91.0,,0.91,65.52
2020-05-23,42,91.0,,0.91,38.22
2020-05-24,40,91.0,,0.91,36.4
2020-05-25,39,91.0,,0.91,35.49
2020-05-26,74,91.0,,0.91,67.34
2020-05-27,75,91.0,,0.91,68.25
2020-05-28,79,91.0,,0.91,71.89
2020-05-29,68,91.0,,0.91,61.88
2020-05-30,45,91.0,,0.91,40.95
2020-05-31,35,91.0,,0.91,31.85
2020-06-01,79,90.0,False,0.9,71.10000000000001
2020-06-02,79,90.0,,0.9,71.10000000000001
2020-06-03,84,90.0,,0.9,75.60000000000001
2020-06-04,87,90.0,,0.9,78.3
2020-06-05,97,90.0,,0.9,87.3
2020-06-06,60,90.0,,0.9,54.0
2020-06-07,55,90.0,,0.9,49.5
2020-06-08,100,90.0,,0.9,90.0
2020-06-09,92,90.0,,0.9,82.8
2020-06-10,85,90.0,,0.9,76.5
2020-06-11,77,90.0,,0.9,69.3
2020-06-12,86,90.0,,0.9,77.4
2020-06-13,61,90.0,,0.9,54.9
2020-06-14,48,90.0,,0.9,43.2
2020-06-15,73,90.0,,0.9,65.7
2020-06-16,85,90.0,,0.9,76.5
2020-06-17,75,90.0,,0.9,67.5
2020-06-18,78,90.0,,0.9,70.2
2020-06-19,80,90.0,,0.9,72.0
2020-06-20,44,90.0,,0.9,39.6
2020-06-21,40,90.0,,0.9,36.0
2020-06-22,77,90.0,,0.9,69.3
2020-06-23,84,90.0,,0.9,75.60000000000001
2020-06-24,73,90.0,,0.9,65.7
2020-06-25,76,90.0,,0.9,68.4
2020-06-26,76,90.0,,0.9,68.4
2020-06-27,48,90.0,,0.9,43.2
2020-06-28,44,90.0,,0.9,39.6
2020-06-29,75,90.0,,0.9,67.5
2020-06-30,77,90.0,,0.9,69.3
2020-07-01,94,81.0,False,0.81,76.14
2020-07-02,91,81.0,,0.81,73.71000000000001
2020-07-03,64,81.0,,0.81,51.84
2020-07-04,45,81.0,,0.81,36.45
2020-07-05,47,81.0,,0.81,38.07
2020-07-06,81,81.0,,0.81,65.61
2020-07-07,84,81.0,,0.81,68.04
2020-07-08,86,81.0,,0.81,69.66000000000001
2020-07-09,89,81.0,,0.81,72.09
2020-07-10,74,81.0,,0.81,59.940000000000005
2020-07-11,56,81.0,,0.81,45.36
2020-07-12,45,81.0,,0.81,36.45
2020-07-13,80,81.0,,0.81,64.80000000000001
2020-07-14,83,81.0,,0.81,67.23
2020-07-15,91,81.0,,0.81,73.71000000000001
2020-07-16,85,81.0,,0.81,68.85000000000001
2020-07-17,76,81.0,,0.81,61.56
2020-07-18,51,81.0,,0.81,41.31
2020-07-19,51,81.0,,0.81,41.31
2020-07-20,69,81.0,,0.81,55.89
2020-07-21,90,81.0,,0.81,72.9
2020-07-22,87,81.0,,0.81,70.47
2020-07-23,83,81.0,,0.81,67.23
2020-07-24,69,81.0,,0.81,55.89
2020-07-25,47,81.0,,0.81,38.07
2020-07-26,42,81.0,,0.81,34.02
2020-07-27,71,81.0,,0.81,57.510000000000005
2020-07-28,70,81.0,,0.81,56.7
2020-07-29,95,81.0,,0.81,76.95
2020-07-30,85,81.0,,0.81,68.85000000000001
2020-07-31,100,81.0,,0.81,81.0
2020-08-01,67,81.0,False,0.81,54.27
2020-08-02,52,81.0,,0.81,42.120000000000005
2020-08-03,97,81.0,,0.81,78.57000000000001
2020-08-04,99,81.0,,0.81,80.19000000000001
2020-08-05,88,81.0,,0.81,71.28
2020-08-06,100,81.0,,0.81,81.0
2020-08-07,86,81.0,,0.81,69.66000000000001
2020-08-08,56,81.0,,0.81,45.36
2020-08-09,50,81.0,,0.81,40.5
2020-08-10,80,81.0,,0.81,64.80000000000001
2020-08-11,92,81.0,,0.81,74.52000000000001
2020-08-12,95,81.0,,0.81,76.95
2020-08-13,84,81.0,,0.81,68.04
2020-08-14,78,81.0,,0.81,63.18000000000001
2020-08-15,55,81.0,,0.81,44.550000000000004
2020-08-16,39,81.0,,0.81,31.590000000000003
2020-08-17,72,81.0,,0.81,58.32000000000001
2020-08-18,83,81.0,,0.81,67.23
2020-08-19,75,81.0,,0.81,60.75000000000001
2020-08-20,80,81.0,,0.81,64.80000000000001
2020-08-21,77,81.0,,0.81,62.370000000000005
2020-08-22,53,81.0,,0.81,42.93
2020-08-23,43,81.0,,0.81,34.830000000000005
2020-08-24,67,81.0,,0.81,54.27
2020-08-25,90,81.0,,0.81,72.9
2020-08-26,78,81.0,,0.81,63.18000000000001
2020-08-27,70,81.0,,0.81,56.7
2020-08-28,76,81.0,,0.81,61.56
2020-08-29,54,81.0,,0.81,43.74
2020-08-30,53,81.0,,0.81,42.93
2020-08-31,91,81.0,,0.81,73.71000000000001
2020-09-01,94,79.0,False,0.79,74.26
2020-09-02,100,79.0,,0.79,79.0
2020-09-03,77,79.0,,0.79,60.830000000000005
2020-09-04,72,79.0,,0.79,56.88
2020-09-05,51,79.0,,0.79,40.29
2020-09-06,54,79.0,,0.79,42.660000000000004
2020-09-07,40,79.0,,0.79,31.6
2020-09-08,68,79.0,,0.79,53.72
2020-09-09,81,79.0,,0.79,63.99
2020-09-10,85,79.0,,0.79,67.15
2020-09-11,74,79.0,,0.79,58.46
2020-09-12,58,79.0,,0.79,45.82
2020-09-13,48,79.0,,0.79,37.92
2020-09-14,80,79.0,,0.79,63.2
2020-09-15,88,79.0,,0.79,69.52000000000001
2020-09-16,84,79.0,,0.79,66.36
2020-09-17,79,79.0,,0.79,62.410000000000004
2020-09-18,80,79.0,,0.79,63.2
2020-09-19,47,79.0,,0.79,37.13
2020-09-20,45,79.0,,0.79,35.550000000000004
2020-09-21,75,79.0,,0.79,59.25
2020-09-22,86,79.0,,0.79,67.94
2020-09-23,85,79.0,,0.79,67.15
2020-09-24,79,79.0,,0.79,62.410000000000004
2020-09-25,84,79.0,,0.79,66.36
2020-09-26,51,79.0,,0.79,40.29
2020-09-27,44,79.0,,0.79,34.760000000000005
2020-09-28,72,79.0,,0.79,56.88
2020-09-29,55,79.0,,0.79,43.45
2020-09-30,82,79.0,,0.79,64.78
2020-10-01,87,76.0,False,0.76,66.12
2020-10-02,73,76.0,,0.76,55.480000000000004
2020-10-03,55,76.0,,0.76,41.8
2020-10-04,50,76.0,,0.76,38.0
2020-10-05,82,76.0,,0.76,62.32
2020-10-06,82,76.0,,0.76,62.32
2020-10-07,81,76.0,,0.76,61.56
2020-10-08,92,76.0,,0.76,69.92
2020-10-09,73,76.0,,0.76,55.480000000000004
2020-10-10,48,76.0,,0.76,36.480000000000004
2020-10-11,59,76.0,,0.76,44.84
2020-10-12,81,76.0,,0.76,61.56
2020-10-13,81,76.0,,0.76,61.56
2020-10-14,90,76.0,,0.76,68.4
2020-10-15,80,76.0,,0.76,60.8
2020-10-16,88,76.0,,0.76,66.88
2020-10-17,49,76.0,,0.76,37.24
2020-10-18,52,76.0,,0.76,39.52
2020-10-19,77,76.0,,0.76,58.52
2020-10-20,83,76.0,,0.76,63.08
2020-10-21,86,76.0,,0.76,65.36
2020-10-22,87,76.0,,0.76,66.12
2020-10-23,71,76.0,,0.76,53.96
2020-10-24,49,76.0,,0.76,37.24
2020-10-25,50,76.0,,0.76,38.0
2020-10-26,79,76.0,,0.76,60.04
2020-10-27,89,76.0,,0.76,67.64
2020-10-28,82,76.0,,0.76,62.32
2020-10-29,100,76.0,,0.76,76.0
2020-10-30,83,76.0,,0.76,63.08
2020-10-31,47,76.0,,0.76,35.72
2020-11-01,42,74.0,True,0.74,31.08
2020-11-02,68,74.0,,0.74,50.32
2020-11-03,72,74.0,,0.74,53.28
2020-11-04,33,74.0,,0.74,24.419999999999998
2020-11-05,54,74.0,,0.74,39.96
2020-11-06,56,74.0,,0.74,41.44
2020-11-07,35,74.0,,0.74,25.9
2020-11-08,36,74.0,,0.74,26.64
2020-11-09,88,74.0,,0.74,65.12
2020-11-10,83,74.0,,0.74,61.42
2020-11-11,78,74.0,,0.74,57.72
2020-11-12,79,74.0,,0.74,58.46
2020-11-13,77,74.0,,0.74,56.98
2020-11-14,49,74.0,,0.74,36.26
2020-11-15,46,74.0,,0.74,34.04
2020-11-16,87,74.0,,0.74,64.38
2020-11-17,100,74.0,,0.74,74.0
2020-11-18,95,74.0,,0.74,70.3
2020-11-19,83,74.0,,0.74,61.42
2020-11-20,82,74.0,,0.74,60.68
2020-11-21,54,74.0,,0.74,39.96
2020-11-22,45,74.0,,0.74,33.3
2020-11-23,70,74.0,,0.74,51.8
2020-11-24,96,74.0,,0.74,71.03999999999999
2020-11-25,81,74.0,,0.74,59.94
2020-11-26,43,74.0,,0.74,31.82
2020-11-27,57,74.0,,0.74,42.18
2020-11-28,47,74.0,,0.74,34.78
