date,dividend_unscaled,dividend_monthly,isPartial,scale,dividend
2010-01-01,22,35.0,False,0.35,7.699999999999999
2010-01-02,37,35.0,,0.35,12.95
2010-01-03,32,35.0,,0.35,11.2
2010-01-04,98,35.0,,0.35,34.3
2010-01-05,100,35.0,,0.35,35.0
2010-01-06,77,35.0,,0.35,26.95
2010-01-07,73,35.0,,0.35,25.549999999999997
2010-01-08,75,35.0,,0.35,26.25
2010-01-09,52,35.0,,0.35,18.2
2010-01-10,49,35.0,,0.35,17.15
2010-01-11,98,35.0,,0.35,34.3
2010-01-12,57,35.0,,0.35,19.95
2010-01-13,60,35.0,,0.35,21.0
2010-01-14,48,35.0,,0.35,16.799999999999997
2010-01-15,69,35.0,,0.35,24.15
2010-01-16,57,35.0,,0.35,19.95
2010-01-17,44,35.0,,0.35,15.399999999999999
2010-01-18,66,35.0,,0.35,23.099999999999998
2010-01-19,61,35.0,,0.35,21.349999999999998
2010-01-20,70,35.0,,0.35,24.5
2010-01-21,50,35.0,,0.35,17.5
2010-01-22,61,35.0,,0.35,21.349999999999998
2010-01-23,42,35.0,,0.35,14.7
2010-01-24,47,35.0,,0.35,16.45
2010-01-25,44,35.0,,0.35,15.399999999999999
2010-01-26,66,35.0,,0.35,23.099999999999998
2010-01-27,52,35.0,,0.35,18.2
2010-01-28,69,35.0,,0.35,24.15
2010-01-29,61,35.0,,0.35,21.349999999999998
2010-01-30,62,35.0,,0.35,21.7
2010-01-31,71,35.0,,0.35,24.849999999999998
2010-02-01,57,41.0,False,0.41,23.369999999999997
2010-02-02,79,41.0,,0.41,32.39
2010-02-03,99,41.0,,0.41,40.589999999999996
2010-02-04,100,41.0,,0.41,41.0
2010-02-05,72,41.0,,0.41,29.52
2010-02-06,66,41.0,,0.41,27.06
2010-02-07,69,41.0,,0.41,28.29
2010-02-08,65,41.0,,0.41,26.65
2010-02-09,75,41.0,,0.41,30.749999999999996
2010-02-10,87,41.0,,0.41,35.669999999999995
2010-02-11,98,41.0,,0.41,40.18
2010-02-12,65,41.0,,0.41,26.65
2010-02-13,46,41.0,,0.41,18.86
2010-02-14,83,41.0,,0.41,34.03
2010-02-15,68,41.0,,0.41,27.88
2010-02-16,82,41.0,,0.41,33.62
2010-02-17,83,41.0,,0.41,34.03
2010-02-18,70,41.0,,0.41,28.7
2010-02-19,47,41.0,,0.41,19.27
2010-02-20,82,41.0,,0.41,33.62
2010-02-21,61,41.0,,0.41,25.009999999999998
2010-02-22,97,41.0,,0.41,39.769999999999996
2010-02-23,98,41.0,,0.41,40.18
2010-02-24,68,41.0,,0.41,27.88
2010-02-25,94,41.0,,0.41,38.54
2010-02-26,82,41.0,,0.41,33.62
2010-02-27,75,41.0,,0.41,30.749999999999996
2010-02-28,93,41.0,,0.41,38.129999999999995
2010-03-01,51,46.0,False,0.46,23.46
2010-03-02,79,46.0,,0.46,36.34
2010-03-03,57,46.0,,0.46,26.220000000000002
2010-03-04,69,46.0,,0.46,31.740000000000002
2010-03-05,71,46.0,,0.46,32.660000000000004
2010-03-06,33,46.0,,0.46,15.180000000000001
2010-03-07,63,46.0,,0.46,28.98
2010-03-08,63,46.0,,0.46,28.98
2010-03-09,81,46.0,,0.46,37.260000000000005
2010-03-10,54,46.0,,0.46,24.84
2010-03-11,72,46.0,,0.46,33.120000000000005
2010-03-12,80,46.0,,0.46,36.800000000000004
2010-03-13,50,46.0,,0.46,23.0
2010-03-14,50,46.0,,0.46,23.0
2010-03-15,86,46.0,,0.46,39.56
2010-03-16,68,46.0,,0.46,31.28
2010-03-17,66,46.0,,0.46,30.360000000000003
2010-03-18,60,46.0,,0.46,27.6
2010-03-19,100,46.0,,0.46,46.0
2010-03-20,42,46.0,,0.46,19.32
2010-03-21,58,46.0,,0.46,26.68
2010-03-22,56,46.0,,0.46,25.76
2010-03-23,71,46.0,,0.46,32.660000000000004
2010-03-24,52,46.0,,0.46,23.92
2010-03-25,72,46.0,,0.46,33.120000000000005
2010-03-26,75,46.0,,0.46,34.5
2010-03-27,41,46.0,,0.46,18.86
2010-03-28,37,46.0,,0.46,17.02
2010-03-29,59,46.0,,0.46,27.14
2010-03-30,83,46.0,,0.46,38.18
2010-03-31,53,46.0,,0.46,24.380000000000003
2010-04-01,83,42.0,False,0.42,34.86
2010-04-02,71,42.0,,0.42,29.82
2010-04-03,46,42.0,,0.42,19.32
2010-04-04,64,42.0,,0.42,26.88
2010-04-05,93,42.0,,0.42,39.059999999999995
2010-04-06,89,42.0,,0.42,37.379999999999995
2010-04-07,81,42.0,,0.42,34.019999999999996
2010-04-08,68,42.0,,0.42,28.56
2010-04-09,71,42.0,,0.42,29.82
2010-04-10,42,42.0,,0.42,17.64
2010-04-11,66,42.0,,0.42,27.72
2010-04-12,59,42.0,,0.42,24.779999999999998
2010-04-13,100,42.0,,0.42,42.0
2010-04-14,97,42.0,,0.42,40.74
2010-04-15,69,42.0,,0.42,28.98
2010-04-16,74,42.0,,0.42,31.08
2010-04-17,61,42.0,,0.42,25.619999999999997
2010-04-18,67,42.0,,0.42,28.14
2010-04-19,76,42.0,,0.42,31.919999999999998
2010-04-20,74,42.0,,0.42,31.08
2010-04-21,82,42.0,,0.42,34.44
2010-04-22,69,42.0,,0.42,28.98
2010-04-23,59,42.0,,0.42,24.779999999999998
2010-04-24,62,42.0,,0.42,26.04
2010-04-25,70,42.0,,0.42,29.4
2010-04-26,65,42.0,,0.42,27.3
2010-04-27,74,42.0,,0.42,31.08
2010-04-28,64,42.0,,0.42,26.88
2010-04-29,79,42.0,,0.42,33.18
2010-04-30,77,42.0,,0.42,32.339999999999996
2010-05-01,42,38.0,False,0.38,15.96
2010-05-02,59,38.0,,0.38,22.42
2010-05-03,37,38.0,,0.38,14.06
2010-05-04,42,38.0,,0.38,15.96
2010-05-05,48,38.0,,0.38,18.240000000000002
2010-05-06,54,38.0,,0.38,20.52
2010-05-07,57,38.0,,0.38,21.66
2010-05-08,36,38.0,,0.38,13.68
2010-05-09,44,38.0,,0.38,16.72
2010-05-10,76,38.0,,0.38,28.88
2010-05-11,100,38.0,,0.38,38.0
2010-05-12,62,38.0,,0.38,23.56
2010-05-13,45,38.0,,0.38,17.1
2010-05-14,66,38.0,,0.38,25.080000000000002
2010-05-15,37,38.0,,0.38,14.06
2010-05-16,22,38.0,,0.38,8.36
2010-05-17,60,38.0,,0.38,22.8
2010-05-18,78,38.0,,0.38,29.64
2010-05-19,46,38.0,,0.38,17.48
2010-05-20,53,38.0,,0.38,20.14
2010-05-21,80,38.0,,0.38,30.4
2010-05-22,33,38.0,,0.38,12.540000000000001
2010-05-23,7,38.0,,0.38,2.66
2010-05-24,57,38.0,,0.38,21.66
2010-05-25,70,38.0,,0.38,26.6
2010-05-26,55,38.0,,0.38,20.9
2010-05-27,68,38.0,,0.38,25.84
2010-05-28,43,38.0,,0.38,16.34
2010-05-29,23,38.0,,0.38,8.74
2010-05-30,28,38.0,,0.38,10.64
2010-05-31,45,38.0,,0.38,17.1
2010-06-01,76,38.0,False,0.38,28.88
2010-06-02,87,38.0,,0.38,33.06
2010-06-03,55,38.0,,0.38,20.9
2010-06-04,58,38.0,,0.38,22.04
2010-06-05,76,38.0,,0.38,28.88
2010-06-06,66,38.0,,0.38,25.080000000000002
2010-06-07,79,38.0,,0.38,30.02
2010-06-08,81,38.0,,0.38,30.78
2010-06-09,67,38.0,,0.38,25.46
2010-06-10,86,38.0,,0.38,32.68
2010-06-11,78,38.0,,0.38,29.64
2010-06-12,46,38.0,,0.38,17.48
2010-06-13,63,38.0,,0.38,23.94
2010-06-14,89,38.0,,0.38,33.82
2010-06-15,82,38.0,,0.38,31.16
2010-06-16,99,38.0,,0.38,37.62
2010-06-17,93,38.0,,0.38,35.34
2010-06-18,100,38.0,,0.38,38.0
2010-06-19,79,38.0,,0.38,30.02
2010-06-20,26,38.0,,0.38,9.88
2010-06-21,93,38.0,,0.38,35.34
2010-06-22,79,38.0,,0.38,30.02
2010-06-23,77,38.0,,0.38,29.26
2010-06-24,80,38.0,,0.38,30.4
2010-06-25,73,38.0,,0.38,27.740000000000002
2010-06-26,46,38.0,,0.38,17.48
2010-06-27,61,38.0,,0.38,23.18
2010-06-28,71,38.0,,0.38,26.98
2010-06-29,92,38.0,,0.38,34.96
2010-06-30,95,38.0,,0.38,36.1
2010-07-01,79,34.0,False,0.34,26.860000000000003
2010-07-02,59,34.0,,0.34,20.060000000000002
2010-07-03,36,34.0,,0.34,12.24
2010-07-04,47,34.0,,0.34,15.98
2010-07-05,49,34.0,,0.34,16.66
2010-07-06,57,34.0,,0.34,19.380000000000003
2010-07-07,82,34.0,,0.34,27.880000000000003
2010-07-08,52,34.0,,0.34,17.68
2010-07-09,46,34.0,,0.34,15.64
2010-07-10,50,34.0,,0.34,17.0
2010-07-11,30,34.0,,0.34,10.200000000000001
2010-07-12,66,34.0,,0.34,22.44
2010-07-13,100,34.0,,0.34,34.0
2010-07-14,71,34.0,,0.34,24.14
2010-07-15,58,34.0,,0.34,19.720000000000002
2010-07-16,58,34.0,,0.34,19.720000000000002
2010-07-17,26,34.0,,0.34,8.84
2010-07-18,36,34.0,,0.34,12.24
2010-07-19,84,34.0,,0.34,28.560000000000002
2010-07-20,63,34.0,,0.34,21.42
2010-07-21,60,34.0,,0.34,20.400000000000002
2010-07-22,70,34.0,,0.34,23.8
2010-07-23,71,34.0,,0.34,24.14
2010-07-24,42,34.0,,0.34,14.280000000000001
2010-07-25,60,34.0,,0.34,20.400000000000002
2010-07-26,79,34.0,,0.34,26.860000000000003
2010-07-27,73,34.0,,0.34,24.82
2010-07-28,65,34.0,,0.34,22.1
2010-07-29,76,34.0,,0.34,25.840000000000003
2010-07-30,62,34.0,,0.34,21.080000000000002
2010-07-31,37,34.0,,0.34,12.58
2010-08-01,46,34.0,False,0.34,15.64
2010-08-02,69,34.0,,0.34,23.46
2010-08-03,79,34.0,,0.34,26.860000000000003
2010-08-04,100,34.0,,0.34,34.0
2010-08-05,76,34.0,,0.34,25.840000000000003
2010-08-06,76,34.0,,0.34,25.840000000000003
2010-08-07,48,34.0,,0.34,16.32
2010-08-08,56,34.0,,0.34,19.040000000000003
2010-08-09,72,34.0,,0.34,24.48
2010-08-10,78,34.0,,0.34,26.520000000000003
2010-08-11,93,34.0,,0.34,31.62
2010-08-12,93,34.0,,0.34,31.62
2010-08-13,78,34.0,,0.34,26.520000000000003
2010-08-14,74,34.0,,0.34,25.16
2010-08-15,39,34.0,,0.34,13.260000000000002
2010-08-16,81,34.0,,0.34,27.540000000000003
2010-08-17,67,34.0,,0.34,22.78
2010-08-18,94,34.0,,0.34,31.96
2010-08-19,77,34.0,,0.34,26.180000000000003
2010-08-20,74,34.0,,0.34,25.16
2010-08-21,56,34.0,,0.34,19.040000000000003
2010-08-22,72,34.0,,0.34,24.48
2010-08-23,71,34.0,,0.34,24.14
2010-08-24,69,34.0,,0.34,23.46
2010-08-25,98,34.0,,0.34,33.32
2010-08-26,85,34.0,,0.34,28.900000000000002
2010-08-27,74,34.0,,0.34,25.16
2010-08-28,44,34.0,,0.34,14.96
2010-08-29,23,34.0,,0.34,7.82
2010-08-30,85,34.0,,0.34,28.900000000000002
2010-08-31,90,34.0,,0.34,30.6
2010-09-01,77,42.0,False,0.42,32.339999999999996
2010-09-02,57,42.0,,0.42,23.939999999999998
2010-09-03,56,42.0,,0.42,23.52
2010-09-04,35,42.0,,0.42,14.7
2010-09-05,50,42.0,,0.42,21.0
2010-09-06,50,42.0,,0.42,21.0
2010-09-07,64,42.0,,0.42,26.88
2010-09-08,64,42.0,,0.42,26.88
2010-09-09,62,42.0,,0.42,26.04
2010-09-10,65,42.0,,0.42,27.3
2010-09-11,44,42.0,,0.42,18.48
2010-09-12,26,42.0,,0.42,10.92
2010-09-13,57,42.0,,0.42,23.939999999999998
2010-09-14,100,42.0,,0.42,42.0
2010-09-15,80,42.0,,0.42,33.6
2010-09-16,65,42.0,,0.42,27.3
2010-09-17,73,42.0,,0.42,30.66
2010-09-18,40,42.0,,0.42,16.8
2010-09-19,41,42.0,,0.42,17.22
2010-09-20,70,42.0,,0.42,29.4
2010-09-21,98,42.0,,0.42,41.16
2010-09-22,74,42.0,,0.42,31.08
2010-09-23,73,42.0,,0.42,30.66
2010-09-24,90,42.0,,0.42,37.8
2010-09-25,55,42.0,,0.42,23.099999999999998
2010-09-26,49,42.0,,0.42,20.58
2010-09-27,65,42.0,,0.42,27.3
2010-09-28,70,42.0,,0.42,29.4
2010-09-29,69,42.0,,0.42,28.98
2010-09-30,69,42.0,,0.42,28.98
2010-10-01,62,40.0,False,0.4,24.8
2010-10-02,48,40.0,,0.4,19.200000000000003
2010-10-03,51,40.0,,0.4,20.400000000000002
2010-10-04,63,40.0,,0.4,25.200000000000003
2010-10-05,69,40.0,,0.4,27.6
2010-10-06,100,40.0,,0.4,40.0
2010-10-07,75,40.0,,0.4,30.0
2010-10-08,94,40.0,,0.4,37.6
2010-10-09,59,40.0,,0.4,23.6
2010-10-10,28,40.0,,0.4,11.200000000000001
2010-10-11,51,40.0,,0.4,20.400000000000002
2010-10-12,55,40.0,,0.4,22.0
2010-10-13,89,40.0,,0.4,35.6
2010-10-14,61,40.0,,0.4,24.400000000000002
2010-10-15,67,40.0,,0.4,26.8
2010-10-16,27,40.0,,0.4,10.8
2010-10-17,44,40.0,,0.4,17.6
2010-10-18,72,40.0,,0.4,28.8
2010-10-19,69,40.0,,0.4,27.6
2010-10-20,93,40.0,,0.4,37.2
2010-10-21,68,40.0,,0.4,27.200000000000003
2010-10-22,89,40.0,,0.4,35.6
2010-10-23,33,40.0,,0.4,13.200000000000001
2010-10-24,49,40.0,,0.4,19.6
2010-10-25,86,40.0,,0.4,34.4
2010-10-26,69,40.0,,0.4,27.6
2010-10-27,66,40.0,,0.4,26.400000000000002
2010-10-28,60,40.0,,0.4,24.0
2010-10-29,59,40.0,,0.4,23.6
2010-10-30,30,40.0,,0.4,12.0
2010-10-31,46,40.0,,0.4,18.400000000000002
2010-11-01,60,35.0,False,0.35,21.0
2010-11-02,70,35.0,,0.35,24.5
2010-11-03,70,35.0,,0.35,24.5
2010-11-04,76,35.0,,0.35,26.599999999999998
2010-11-05,88,35.0,,0.35,30.799999999999997
2010-11-06,50,35.0,,0.35,17.5
2010-11-07,64,35.0,,0.35,22.4
2010-11-08,85,35.0,,0.35,29.749999999999996
2010-11-09,85,35.0,,0.35,29.749999999999996
2010-11-10,94,35.0,,0.35,32.9
2010-11-11,78,35.0,,0.35,27.299999999999997
2010-11-12,86,35.0,,0.35,30.099999999999998
2010-11-13,41,35.0,,0.35,14.35
2010-11-14,41,35.0,,0.35,14.35
2010-11-15,100,35.0,,0.35,35.0
2010-11-16,67,35.0,,0.35,23.45
2010-11-17,93,35.0,,0.35,32.55
2010-11-18,84,35.0,,0.35,29.4
2010-11-19,71,35.0,,0.35,24.849999999999998
2010-11-20,46,35.0,,0.35,16.099999999999998
2010-11-21,58,35.0,,0.35,20.299999999999997
2010-11-22,82,35.0,,0.35,28.7
2010-11-23,65,35.0,,0.35,22.75
2010-11-24,58,35.0,,0.35,20.299999999999997
2010-11-25,26,35.0,,0.35,9.1
2010-11-26,50,35.0,,0.35,17.5
2010-11-27,41,35.0,,0.35,14.35
2010-11-28,45,35.0,,0.35,15.749999999999998
2010-11-29,65,35.0,,0.35,22.75
2010-11-30,84,35.0,,0.35,29.4
2010-12-01,66,42.0,False,0.42,27.72
2010-12-02,81,42.0,,0.42,34.019999999999996
2010-12-03,66,42.0,,0.42,27.72
2010-12-04,31,42.0,,0.42,13.02
2010-12-05,44,42.0,,0.42,18.48
2010-12-06,74,42.0,,0.42,31.08
2010-12-07,93,42.0,,0.42,39.059999999999995
2010-12-08,56,42.0,,0.42,23.52
2010-12-09,100,42.0,,0.42,42.0
2010-12-10,79,42.0,,0.42,33.18
2010-12-11,43,42.0,,0.42,18.06
2010-12-12,42,42.0,,0.42,17.64
2010-12-13,67,42.0,,0.42,28.14
2010-12-14,76,42.0,,0.42,31.919999999999998
2010-12-15,57,42.0,,0.42,23.939999999999998
2010-12-16,56,42.0,,0.42,23.52
2010-12-17,76,42.0,,0.42,31.919999999999998
2010-12-18,27,42.0,,0.42,11.34
2010-12-19,23,42.0,,0.42,9.66
2010-12-20,44,42.0,,0.42,18.48
2010-12-21,63,42.0,,0.42,26.459999999999997
2010-12-22,79,42.0,,0.42,33.18
2010-12-23,57,42.0,,0.42,23.939999999999998
2010-12-24,18,42.0,,0.42,7.56
2010-12-25,17,42.0,,0.42,7.14
2010-12-26,37,42.0,,0.42,15.54
2010-12-27,41,42.0,,0.42,17.22
2010-12-28,81,42.0,,0.42,34.019999999999996
2010-12-29,69,42.0,,0.42,28.98
2010-12-30,58,42.0,,0.42,24.36
2010-12-31,85,42.0,,0.42,35.699999999999996
2011-01-01,35,45.0,False,0.45,15.75
2011-01-02,61,45.0,,0.45,27.45
2011-01-03,100,45.0,,0.45,45.0
2011-01-04,94,45.0,,0.45,42.300000000000004
2011-01-05,99,45.0,,0.45,44.550000000000004
2011-01-06,100,45.0,,0.45,45.0
2011-01-07,86,45.0,,0.45,38.7
2011-01-08,53,45.0,,0.45,23.85
2011-01-09,51,45.0,,0.45,22.95
2011-01-10,97,45.0,,0.45,43.65
2011-01-11,87,45.0,,0.45,39.15
2011-01-12,96,45.0,,0.45,43.2
2011-01-13,67,45.0,,0.45,30.150000000000002
2011-01-14,69,45.0,,0.45,31.05
2011-01-15,67,45.0,,0.45,30.150000000000002
2011-01-16,54,45.0,,0.45,24.3
2011-01-17,49,45.0,,0.45,22.05
2011-01-18,75,45.0,,0.45,33.75
2011-01-19,90,45.0,,0.45,40.5
2011-01-20,86,45.0,,0.45,38.7
2011-01-21,82,45.0,,0.45,36.9
2011-01-22,69,45.0,,0.45,31.05
2011-01-23,47,45.0,,0.45,21.150000000000002
2011-01-24,96,45.0,,0.45,43.2
2011-01-25,91,45.0,,0.45,40.95
2011-01-26,92,45.0,,0.45,41.4
2011-01-27,82,45.0,,0.45,36.9
2011-01-28,86,45.0,,0.45,38.7
2011-01-29,55,45.0,,0.45,24.75
2011-01-30,49,45.0,,0.45,22.05
2011-01-31,92,45.0,,0.45,41.4
2011-02-01,91,45.0,False,0.45,40.95
2011-02-02,88,45.0,,0.45,39.6
2011-02-03,81,45.0,,0.45,36.45
2011-02-04,72,45.0,,0.45,32.4
2011-02-05,57,45.0,,0.45,25.650000000000002
2011-02-06,46,45.0,,0.45,20.7
2011-02-07,62,45.0,,0.45,27.900000000000002
2011-02-08,76,45.0,,0.45,34.2
2011-02-09,86,45.0,,0.45,38.7
2011-02-10,80,45.0,,0.45,36.0
2011-02-11,58,45.0,,0.45,26.1
2011-02-12,78,45.0,,0.45,35.1
2011-02-13,43,45.0,,0.45,19.35
2011-02-14,57,45.0,,0.45,25.650000000000002
2011-02-15,75,45.0,,0.45,33.75
2011-02-16,96,45.0,,0.45,43.2
2011-02-17,85,45.0,,0.45,38.25
2011-02-18,86,45.0,,0.45,38.7
2011-02-19,65,45.0,,0.45,29.25
2011-02-20,79,45.0,,0.45,35.550000000000004
2011-02-21,53,45.0,,0.45,23.85
2011-02-22,100,45.0,,0.45,45.0
2011-02-23,90,45.0,,0.45,40.5
2011-02-24,77,45.0,,0.45,34.65
2011-02-25,70,45.0,,0.45,31.5
2011-02-26,52,45.0,,0.45,23.400000000000002
2011-02-27,65,45.0,,0.45,29.25
2011-02-28,69,45.0,,0.45,31.05
2011-03-01,69,48.0,False,0.48,33.12
2011-03-02,67,48.0,,0.48,32.16
2011-03-03,67,48.0,,0.48,32.16
2011-03-04,71,48.0,,0.48,34.08
2011-03-05,42,48.0,,0.48,20.16
2011-03-06,39,48.0,,0.48,18.72
2011-03-07,60,48.0,,0.48,28.799999999999997
2011-03-08,80,48.0,,0.48,38.4
2011-03-09,100,48.0,,0.48,48.0
2011-03-10,72,48.0,,0.48,34.56
2011-03-11,62,48.0,,0.48,29.759999999999998
2011-03-12,44,48.0,,0.48,21.119999999999997
2011-03-13,51,48.0,,0.48,24.48
2011-03-14,51,48.0,,0.48,24.48
2011-03-15,62,48.0,,0.48,29.759999999999998
2011-03-16,63,48.0,,0.48,30.24
2011-03-17,55,48.0,,0.48,26.4
2011-03-18,88,48.0,,0.48,42.239999999999995
2011-03-19,56,48.0,,0.48,26.88
2011-03-20,41,48.0,,0.48,19.68
2011-03-21,82,48.0,,0.48,39.36
2011-03-22,87,48.0,,0.48,41.76
2011-03-23,80,48.0,,0.48,38.4
2011-03-24,69,48.0,,0.48,33.12
2011-03-25,77,48.0,,0.48,36.96
2011-03-26,57,48.0,,0.48,27.36
2011-03-27,56,48.0,,0.48,26.88
2011-03-28,85,48.0,,0.48,40.8
2011-03-29,66,48.0,,0.48,31.68
2011-03-30,68,48.0,,0.48,32.64
2011-03-31,71,48.0,,0.48,34.08
2011-04-01,82,45.0,False,0.45,36.9
2011-04-02,72,45.0,,0.45,32.4
2011-04-03,69,45.0,,0.45,31.05
2011-04-04,90,45.0,,0.45,40.5
2011-04-05,91,45.0,,0.45,40.95
2011-04-06,100,45.0,,0.45,45.0
2011-04-07,79,45.0,,0.45,35.550000000000004
2011-04-08,74,45.0,,0.45,33.300000000000004
2011-04-09,57,45.0,,0.45,25.650000000000002
2011-04-10,56,45.0,,0.45,25.2
2011-04-11,90,45.0,,0.45,40.5
2011-04-12,80,45.0,,0.45,36.0
2011-04-13,62,45.0,,0.45,27.900000000000002
2011-04-14,87,45.0,,0.45,39.15
2011-04-15,69,45.0,,0.45,31.05
2011-04-16,49,45.0,,0.45,22.05
2011-04-17,65,45.0,,0.45,29.25
2011-04-18,73,45.0,,0.45,32.85
2011-04-19,69,45.0,,0.45,31.05
2011-04-20,96,45.0,,0.45,43.2
2011-04-21,86,45.0,,0.45,38.7
2011-04-22,54,45.0,,0.45,24.3
2011-04-23,46,45.0,,0.45,20.7
2011-04-24,45,45.0,,0.45,20.25
2011-04-25,89,45.0,,0.45,40.050000000000004
2011-04-26,82,45.0,,0.45,36.9
2011-04-27,86,45.0,,0.45,38.7
2011-04-28,85,45.0,,0.45,38.25
2011-04-29,68,45.0,,0.45,30.6
2011-04-30,62,45.0,,0.45,27.900000000000002
2011-05-01,40,38.0,False,0.38,15.2
2011-05-02,69,38.0,,0.38,26.22
2011-05-03,94,38.0,,0.38,35.72
2011-05-04,75,38.0,,0.38,28.5
2011-05-05,85,38.0,,0.38,32.3
2011-05-06,70,38.0,,0.38,26.6
2011-05-07,53,38.0,,0.38,20.14
2011-05-08,39,38.0,,0.38,14.82
2011-05-09,65,38.0,,0.38,24.7
2011-05-10,100,38.0,,0.38,38.0
2011-05-11,88,38.0,,0.38,33.44
2011-05-12,76,38.0,,0.38,28.88
2011-05-13,62,38.0,,0.38,23.56
2011-05-14,45,38.0,,0.38,17.1
2011-05-15,49,38.0,,0.38,18.62
2011-05-16,69,38.0,,0.38,26.22
2011-05-17,80,38.0,,0.38,30.4
2011-05-18,74,38.0,,0.38,28.12
2011-05-19,66,38.0,,0.38,25.080000000000002
2011-05-20,58,38.0,,0.38,22.04
2011-05-21,45,38.0,,0.38,17.1
2011-05-22,33,38.0,,0.38,12.540000000000001
2011-05-23,55,38.0,,0.38,20.9
2011-05-24,59,38.0,,0.38,22.42
2011-05-25,69,38.0,,0.38,26.22
2011-05-26,72,38.0,,0.38,27.36
2011-05-27,66,38.0,,0.38,25.080000000000002
2011-05-28,72,38.0,,0.38,27.36
2011-05-29,46,38.0,,0.38,17.48
2011-05-30,34,38.0,,0.38,12.92
2011-05-31,87,38.0,,0.38,33.06
2011-06-01,82,36.0,False,0.36,29.52
2011-06-02,77,36.0,,0.36,27.72
2011-06-03,63,36.0,,0.36,22.68
2011-06-04,56,36.0,,0.36,20.16
2011-06-05,37,36.0,,0.36,13.32
2011-06-06,71,36.0,,0.36,25.56
2011-06-07,84,36.0,,0.36,30.24
2011-06-08,85,36.0,,0.36,30.599999999999998
2011-06-09,73,36.0,,0.36,26.279999999999998
2011-06-10,76,36.0,,0.36,27.36
2011-06-11,52,36.0,,0.36,18.72
2011-06-12,50,36.0,,0.36,18.0
2011-06-13,58,36.0,,0.36,20.88
2011-06-14,69,36.0,,0.36,24.84
2011-06-15,79,36.0,,0.36,28.439999999999998
2011-06-16,65,36.0,,0.36,23.4
2011-06-17,59,36.0,,0.36,21.24
2011-06-18,31,36.0,,0.36,11.16
2011-06-19,49,36.0,,0.36,17.64
2011-06-20,60,36.0,,0.36,21.599999999999998
2011-06-21,77,36.0,,0.36,27.72
2011-06-22,77,36.0,,0.36,27.72
2011-06-23,57,36.0,,0.36,20.52
2011-06-24,60,36.0,,0.36,21.599999999999998
2011-06-25,50,36.0,,0.36,18.0
2011-06-26,38,36.0,,0.36,13.68
2011-06-27,81,36.0,,0.36,29.16
2011-06-28,100,36.0,,0.36,36.0
2011-06-29,87,36.0,,0.36,31.32
2011-06-30,67,36.0,,0.36,24.119999999999997
2011-07-01,78,35.0,False,0.35,27.299999999999997
2011-07-02,49,35.0,,0.35,17.15
2011-07-03,24,35.0,,0.35,8.399999999999999
2011-07-04,57,35.0,,0.35,19.95
2011-07-05,69,35.0,,0.35,24.15
2011-07-06,78,35.0,,0.35,27.299999999999997
2011-07-07,92,35.0,,0.35,32.199999999999996
2011-07-08,54,35.0,,0.35,18.9
2011-07-09,70,35.0,,0.35,24.5
2011-07-10,62,35.0,,0.35,21.7
2011-07-11,52,35.0,,0.35,18.2
2011-07-12,53,35.0,,0.35,18.549999999999997
2011-07-13,79,35.0,,0.35,27.65
2011-07-14,80,35.0,,0.35,28.0
2011-07-15,77,35.0,,0.35,26.95
2011-07-16,55,35.0,,0.35,19.25
2011-07-17,50,35.0,,0.35,17.5
2011-07-18,68,35.0,,0.35,23.799999999999997
2011-07-19,61,35.0,,0.35,21.349999999999998
2011-07-20,66,35.0,,0.35,23.099999999999998
2011-07-21,100,35.0,,0.35,35.0
2011-07-22,52,35.0,,0.35,18.2
2011-07-23,36,35.0,,0.35,12.6
2011-07-24,35,35.0,,0.35,12.25
2011-07-25,75,35.0,,0.35,26.25
2011-07-26,72,35.0,,0.35,25.2
2011-07-27,88,35.0,,0.35,30.799999999999997
2011-07-28,62,35.0,,0.35,21.7
2011-07-29,79,35.0,,0.35,27.65
2011-07-30,41,35.0,,0.35,14.35
2011-07-31,38,35.0,,0.35,13.299999999999999
2011-08-01,57,45.0,False,0.45,25.650000000000002
2011-08-02,44,45.0,,0.45,19.8
2011-08-03,57,45.0,,0.45,25.650000000000002
2011-08-04,67,45.0,,0.45,30.150000000000002
2011-08-05,68,45.0,,0.45,30.6
2011-08-06,37,45.0,,0.45,16.650000000000002
2011-08-07,25,45.0,,0.45,11.25
2011-08-08,90,45.0,,0.45,40.5
2011-08-09,92,45.0,,0.45,41.4
2011-08-10,100,45.0,,0.45,45.0
2011-08-11,93,45.0,,0.45,41.85
2011-08-12,100,45.0,,0.45,45.0
2011-08-13,51,45.0,,0.45,22.95
2011-08-14,51,45.0,,0.45,22.95
2011-08-15,56,45.0,,0.45,25.2
2011-08-16,72,45.0,,0.45,32.4
2011-08-17,75,45.0,,0.45,33.75
2011-08-18,76,45.0,,0.45,34.2
2011-08-19,86,45.0,,0.45,38.7
2011-08-20,59,45.0,,0.45,26.55
2011-08-21,34,45.0,,0.45,15.3
2011-08-22,65,45.0,,0.45,29.25
2011-08-23,60,45.0,,0.45,27.0
2011-08-24,58,45.0,,0.45,26.1
2011-08-25,47,45.0,,0.45,21.150000000000002
2011-08-26,52,45.0,,0.45,23.400000000000002
2011-08-27,31,45.0,,0.45,13.950000000000001
2011-08-28,47,45.0,,0.45,21.150000000000002
2011-08-29,54,45.0,,0.45,24.3
